a	a˧˥
già hay đái tật	ja˦˨ hăj˧˥ daj˩˧ tɤ̆k˨ˀ˩ʔ
già họng	ja˦˨ hɔŋ͡m˨ˀ˩ʔ
già không trót đời	ja˦˨ xoŋ͡m˧˥ ʈɔk͡p˦˥ dɤj˦˨
già khú đế	ja˦˨ xu˩˧ de˩˧
già khằn	ja˦˨ xăŋ˦˨
già khọm	ja˦˨ xɔm˨ˀ˩ʔ
già khụ	ja˦˨ xu˨ˀ˩ʔ
già kén kẹn hom	ja˦˨ kɛŋ˩˧ kɛŋ˨ˀ˩ʔ hɔm˧˥
già kề miệng lỗ	ja˦˨ ke˦˨ miəŋ˨ˀ˩ʔ lo˧˩˨
già lam	ja˦˨ lam˧˥
già làng	ja˦˨ laŋ˦˨
già lão	ja˦˨ law˧˩˨
già lừa nhỡ lứa	ja˦˨ lɯə˦˨ ɲɤ˧˩˨ lɯə˩˧
già lửa	ja˦˨ lɯə˧˩˨
già mồm	ja˦˨ mom˦˨
già nhân ngãi, non vợ chồng	ja˦˨ ɲɤ̆ŋ˧˥ ŋaj˧˩˨ nɔŋ͡m˧˥ jɤ˨ˀ˩ʔ coŋ͡m˦˨
già nua	ja˦˨ nuə˧˥
già nua tuổi tác	ja˦˨ nuə˧˥ tuəj˧˩˨ tak˦˥
già néo đứt dây	ja˦˨ neo˩˧ dɯk˦˥ jɤ̆j˧˥
già nửa	ja˦˨ nɯə˧˩˨
già quá hoá lẫn	ja˦˨ wa˩˧ hwa˩˧ lɤ̆ŋ˧˩˨
già sinh tật, đất sinh cỏ	ja˦˨ ʂin˧˥ tɤ̆k˨ˀ˩ʔ dɤ̆k˦˥ ʂin˧˥ kɔ˧˩˨
già sóc	ja˦˨ ʂɔk͡p˦˥
già sọm	ja˦˨ ʂɔm˨ˀ˩ʔ
già tay	ja˦˨ tăj˧˥
già tom	ja˦˨ tɔm˧˥
già trái non hột	ja˦˨ ʈaj˩˧ nɔŋ͡m˧˥ hok͡p˨ˀ˩ʔ
già yếu	ja˦˨ iəw˩˧
già đòn	ja˦˨ dɔŋ͡m˦˨
già đòn non lẽ	ja˦˨ dɔŋ͡m˦˨ nɔŋ͡m˧˥ lɛ˧˩˨
già đòn non nhẽ	ja˦˨ dɔŋ͡m˦˨ nɔŋ͡m˧˥ ɲɛ˧˩˨
già đời	ja˦˨ dɤj˦˨
già đời còn chơi trống bỏi	ja˦˨ dɤj˦˨ kɔŋ͡m˦˨ cɤj˧˥ ʈoŋ͡m˩˧ bɔj˧˩˨
già đời còn dại	ja˦˨ dɤj˦˨ kɔŋ͡m˦˨ jaj˨ˀ˩ʔ
già đời còn mang tơi chữa cháy	ja˦˨ dɤj˦˨ kɔŋ͡m˦˨ maŋ˧˥ tɤj˧˥ cɯə˧˩˨ căj˩˧
giàn	jaŋ˦˨
giàn bếp	jaŋ˦˨ bep˦˥
giàn giáo	jaŋ˦˨ jaw˩˧
giàn giụa	jaŋ˦˨ juə˨ˀ˩ʔ
giàn hoả	jaŋ˦˨ hwa˧˩˨
giàn mui	jaŋ˦˨ muj˧˥
giàn pháo	jaŋ˦˨ faw˩˧
giàn rế	jaŋ˦˨ ʐe˩˧
giàn rớ	jaŋ˦˨ ʐɤ˩˧
giàn thiêu	jaŋ˦˨ tʰiəw˧˥
giàng	jaŋ˦˨
giàng giàng	jaŋ˦˨ jaŋ˦˨
giàng thun	jaŋ˦˨ tʰuŋ͡m˧˥
giành	jan˦˨
giành giật	jan˦˨ jɤ̆k˨ˀ˩ʔ
giành giựt	jan˦˨ jɯk˨ˀ˩ʔ
giào	jaw˦˨
giàu	jăw˦˨
giàu con giàu của	jăw˦˨ kɔŋ͡m˧˥ jăw˦˨ kuə˧˩˨
giàu có	jăw˦˨ kɔ˩˧
giàu mạnh	jăw˦˨ man˨ˀ˩ʔ
giàu như thạch sùng	jăw˦˨ ɲɯ˧˥ tʰak˨ˀ˩ʔ ʂuŋ͡m˦˨
giàu nứt đố đổ vách	jăw˦˨ nɯk˦˥ do˩˧ do˧˩˨ jak˦˥
giàu sang	jăw˦˨ ʂaŋ˧˥
giàu sụ	jăw˦˨ ʂu˨ˀ˩ʔ
giàu vì bạn, sang vì vợ	jăw˦˨ ji˦˨ baŋ˨ˀ˩ʔ ʂaŋ˧˥ ji˦˨ jɤ˨ˀ˩ʔ
giàu điếc sang đui	jăw˦˨ diək˦˥ ʂaŋ˧˥ duj˧˥
giày	jăj˦˨
giày ba ta	jăj˦˨ ba˧˥ ta˧˥
giày ba-ta	jăj˦˨ ba˧˥-ta˧˥
giày ban	jăj˦˨ baŋ˧˥
giày bát kết	jăj˦˨ bak˦˥ ket˦˥
giày bát-két	jăj˦˨ bak˦˥-kɛk˦˥
giày bát-kết	jăj˦˨ bak˦˥-ket˦˥
giày bốt	jăj˦˨ bok͡p˦˥
giày bốt-tin	jăj˦˨ bok͡p˦˥-tin˧˥
giày cao cổ	jăj˦˨ kaw˧˥ ko˧˩˨
giày cườm	jăj˦˨ kɯəm˦˨
giày da	jăj˦˨ ja˧˥
giày dép	jăj˦˨ jɛp˦˥
giày gia định	jăj˦˨ ja˧˥ din˨ˀ˩ʔ
giày guốc	jăj˦˨ ɣuək˦˥
giày hạ	jăj˦˨ ha˨ˀ˩ʔ
giày kinh	jăj˦˨ kin˧˥
giày mõm nhái	jăj˦˨ mɔm˧˩˨ ɲaj˩˧
giày mỏm nhái	jăj˦˨ mɔm˧˩˨ ɲaj˩˧
giày nùi	jăj˦˨ nuj˦˨
giày sành đạp sỏi	jăj˦˨ ʂan˦˨ dap˨ˀ˩ʔ ʂɔj˧˩˨
giày ta	jăj˦˨ ta˧˥
giày thừa dép thiếu	jăj˦˨ tʰɯə˦˨ jɛp˦˥ tʰiəw˩˧
giày tây	jăj˦˨ tɤ̆j˧˥
giày vò	jăj˦˨ jɔ˦˨
giày vải	jăj˦˨ jaj˧˩˨
giày xéo	jăj˦˨ seo˩˧
giày xăng-đá	jăj˦˨ săŋ˧˥-da˩˧
giày đinh	jăj˦˨ din˧˥
giày đá bóng	jăj˦˨ da˩˧ bɔŋ͡m˩˧
giày đạp	jăj˦˨ dap˨ˀ˩ʔ
giày ống	jăj˦˨ oŋ͡m˩˧
giá	ja˩˧
giá biển	ja˩˧ biəŋ˧˩˨
giá biểu	ja˩˧ biəw˧˩˨
giá buôn	ja˩˧ buəŋ˧˥
giá buốt	ja˩˧ buək˦˥
giá bán	ja˩˧ baŋ˩˧
giá bìa	ja˩˧ biə˦˨
giá chợ	ja˩˧ cɤ˨ˀ˩ʔ
giá cạnh tranh	ja˩˧ kan˨ˀ˩ʔ ʈan˧˥
giá cả	ja˩˧ ka˧˩˨
giá cắt cổ	ja˩˧ kăk˦˥ ko˧˩˨
giá cố định	ja˩˧ ko˩˧ din˨ˀ˩ʔ
giá dôi	ja˩˧ joj˧˥
giá dụ	ja˩˧ ju˨ˀ˩ʔ
giá hoạ	ja˩˧ hwa˨ˀ˩ʔ
giá họa	ja˩˧ hwa˨ˀ˩ʔ
giá lạnh	ja˩˧ lan˨ˀ˩ʔ
giá mua	ja˩˧ muə˧˥
giá mà	ja˩˧ ma˦˨
giá ngạch	ja˩˧ ŋak˨ˀ˩ʔ
giá ngắt	ja˩˧ ŋăk˦˥
giá ngự	ja˩˧ ŋɯ˨ˀ˩ʔ
giá như	ja˩˧ ɲɯ˧˥
giá nhạc	ja˩˧ ɲak˨ˀ˩ʔ
giá noãn	ja˩˧ nwaŋ˧˩˨
giá phát	ja˩˧ fak˦˥
giá phỏng	ja˩˧ fɔŋ͡m˧˩˨
giá rét	ja˩˧ ʐɛk˦˥
giá sinh hoạt	ja˩˧ ʂin˧˥ hwak˨ˀ˩ʔ
giá so sánh	ja˩˧ ʂɔ˧˥ ʂan˩˧
giá sàn	ja˩˧ ʂaŋ˦˨
giá sách	ja˩˧ ʂak˦˥
giá sử	ja˩˧ ʂɯ˧˩˨
giá thành	ja˩˧ tʰan˦˨
giá thú	ja˩˧ tʰu˩˧
giá thể	ja˩˧ tʰe˧˩˨
giá thị trường	ja˩˧ tʰi˨ˀ˩ʔ ʈɯəŋ˦˨
giá thử	ja˩˧ tʰɯ˧˩˨
giá treo cổ	ja˩˧ ʈeo˧˥ ko˧˩˨
giá trần	ja˩˧ ʈɤ̆ŋ˦˨
giá trị	ja˩˧ ʈi˨ˀ˩ʔ
giá trị gia tăng	ja˩˧ ʈi˨ˀ˩ʔ ja˧˥ tăŋ˧˥
giá trị giao dịch	ja˩˧ ʈi˨ˀ˩ʔ jaw˧˥ jit˨ˀ˩ʔ
giá trị sức lao động	ja˩˧ ʈi˨ˀ˩ʔ ʂɯk˦˥ law˧˥ doŋ͡m˨ˀ˩ʔ
giá trị sử dụng	ja˩˧ ʈi˨ˀ˩ʔ ʂɯ˧˩˨ juŋ͡m˨ˀ˩ʔ
giá trị thặng dư	ja˩˧ ʈi˨ˀ˩ʔ tʰăŋ˨ˀ˩ʔ jɯ˧˥
giá trị trao đổi	ja˩˧ ʈi˨ˀ˩ʔ ʈaw˧˥ doj˧˩˨
giá trị tuyệt đối	ja˩˧ ʈi˨ˀ˩ʔ twiək˨ˀ˩ʔ doj˩˧
giá trị đổi chác	ja˩˧ ʈi˨ˀ˩ʔ doj˧˩˨ cak˦˥
giá vẽ	ja˩˧ jɛ˧˩˨
giá vốn	ja˩˧ joŋ͡m˩˧
giá xí nghiệp	ja˩˧ si˩˧ ŋiəp˨ˀ˩ʔ
giá áo	ja˩˧ aw˩˧
giá áo túi cơm	ja˩˧ aw˩˧ tuj˩˧ kɤm˧˥
giá đồng	ja˩˧ doŋ͡m˦˨
giác	jak˦˥
giác cự	jak˦˥ kɯ˨ˀ˩ʔ
giác kính	jak˦˥ kin˩˧
giác kế	jak˦˥ ke˩˧
giác mút	jak˦˥ muk͡p˦˥
giác mạc	jak˦˥ mak˨ˀ˩ʔ
giác ngộ	jak˦˥ ŋo˨ˀ˩ʔ
giác nút	jak˦˥ nuk͡p˦˥
giác quan	jak˦˥ waŋ˧˥
giác thư	jak˦˥ tʰɯ˧˥
giác độ	jak˦˥ do˨ˀ˩ʔ
giám	jam˩˧
giám binh	jam˩˧ bin˧˥
giám biên	jam˩˧ biəŋ˧˥
giám hiệu	jam˩˧ hiəw˨ˀ˩ʔ
giám học	jam˩˧ hɔk͡p˨ˀ˩ʔ
giám hộ	jam˩˧ ho˨ˀ˩ʔ
giám khảo	jam˩˧ xaw˧˩˨
giám lí	jam˩˧ li˩˧
giám mã	jam˩˧ ma˧˩˨
giám mục	jam˩˧ muk͡p˨ˀ˩ʔ
giám ngục	jam˩˧ ŋuk͡p˨ˀ˩ʔ
giám quản	jam˩˧ waŋ˧˩˨
giám quốc	jam˩˧ wok͡p˦˥
giám sinh	jam˩˧ ʂin˧˥
giám sát	jam˩˧ ʂak˦˥
giám thị	jam˩˧ tʰi˨ˀ˩ʔ
giám thủ	jam˩˧ tʰu˧˩˨
giám định	jam˩˧ din˨ˀ˩ʔ
giám định viên	jam˩˧ din˨ˀ˩ʔ jiəŋ˧˥
giám đốc	jam˩˧ dok͡p˦˥
giám đốc thẩm	jam˩˧ dok͡p˦˥ tʰɤ̆m˧˩˨
gián	jaŋ˩˧
gián cách	jaŋ˩˧ kak˦˥
gián hoặc	jaŋ˩˧ hwăk˨ˀ˩ʔ
gián nghị	jaŋ˩˧ ŋi˨ˀ˩ʔ
gián phân	jaŋ˩˧ fɤ̆ŋ˧˥
gián quan	jaŋ˩˧ waŋ˧˥
gián thu	jaŋ˩˧ tʰu˧˥
gián tiếp	jaŋ˩˧ tiəp˦˥
gián viện	jaŋ˩˧ jiəŋ˨ˀ˩ʔ
gián điệp	jaŋ˩˧ diəp˨ˀ˩ʔ
gián đoạn	jaŋ˩˧ dwaŋ˨ˀ˩ʔ
giáng	jaŋ˩˧
giáng chỉ	jaŋ˩˧ ci˧˩˨
giáng chức	jaŋ˩˧ cɯk˦˥
giáng cua	jaŋ˩˧ kuə˧˥
giáng cấp	jaŋ˩˧ kɤ̆p˦˥
giáng hoạ	jaŋ˩˧ hwa˨ˀ˩ʔ
giáng hoả	jaŋ˩˧ hwa˧˩˨
giáng hương	jaŋ˩˧ hɯəŋ˧˥
giáng hạ	jaŋ˩˧ ha˨ˀ˩ʔ
giáng họa	jaŋ˩˧ hwa˨ˀ˩ʔ
giáng loại	jaŋ˩˧ lwaj˨ˀ˩ʔ
giáng lâm	jaŋ˩˧ lɤ̆m˧˥
giáng phàm	jaŋ˩˧ fam˦˨
giáng phúc	jaŋ˩˧ fuk͡p˦˥
giáng phúc giáng hoạ	jaŋ˩˧ fuk͡p˦˥ jaŋ˩˧ hwa˨ˀ˩ʔ
giáng sinh	jaŋ˩˧ ʂin˧˥
giáng thế	jaŋ˩˧ tʰe˩˧
giáng trả	jaŋ˩˧ ʈa˧˩˨
giáng trần	jaŋ˩˧ ʈɤ̆ŋ˦˨
giáng trật	jaŋ˩˧ ʈɤ̆k˨ˀ˩ʔ
giáo	jaw˩˧
giáo ban	jaw˩˧ baŋ˧˥
giáo bật	jaw˩˧ bɤ̆k˨ˀ˩ʔ
giáo chỉ	jaw˩˧ ci˧˩˨
giáo chủ	jaw˩˧ cu˧˩˨
giáo chức	jaw˩˧ cɯk˦˥
giáo cụ	jaw˩˧ ku˨ˀ˩ʔ
giáo cụ trực quan	jaw˩˧ ku˨ˀ˩ʔ ʈɯk˨ˀ˩ʔ waŋ˧˥
giáo dân	jaw˩˧ jɤ̆ŋ˧˥
giáo dưỡng	jaw˩˧ jɯəŋ˧˩˨
giáo dục	jaw˩˧ juk͡p˨ˀ˩ʔ
giáo dục học	jaw˩˧ juk͡p˨ˀ˩ʔ hɔk͡p˨ˀ˩ʔ
giáo dục phổ thông	jaw˩˧ juk͡p˨ˀ˩ʔ fo˧˩˨ tʰoŋ͡m˧˥
giáo dựng gươm trần	jaw˩˧ jɯŋ˨ˀ˩ʔ ɣɯəm˧˥ ʈɤ̆ŋ˦˨
giáo giới	jaw˩˧ jɤj˩˧
giáo giở	jaw˩˧ jɤ˧˩˨
giáo hoàng	jaw˩˧ hwaŋ˦˨
giáo hoá	jaw˩˧ hwa˩˧
giáo huấn	jaw˩˧ hwɤ̆ŋ˩˧
giáo huấn cảnh trị	jaw˩˧ hwɤ̆ŋ˩˧ kan˧˩˨ ʈi˨ˀ˩ʔ
giáo hóa	jaw˩˧ hwa˩˧
giáo hạt	jaw˩˧ hak˨ˀ˩ʔ
giáo học	jaw˩˧ hɔk͡p˨ˀ˩ʔ
giáo học pháp	jaw˩˧ hɔk͡p˨ˀ˩ʔ fap˦˥
giáo hội	jaw˩˧ hoj˨ˀ˩ʔ
giáo hữu	jaw˩˧ hɯw˧˩˨
giáo khoa	jaw˩˧ xwa˧˥
giáo khoa thư	jaw˩˧ xwa˧˥ tʰɯ˧˥
giáo khu	jaw˩˧ xu˧˥
giáo lí	jaw˩˧ li˩˧
giáo lệnh	jaw˩˧ len˨ˀ˩ʔ
giáo mác	jaw˩˧ mak˦˥
giáo phái	jaw˩˧ faj˩˧
giáo phường	jaw˩˧ fɯəŋ˦˨
giáo phẩm	jaw˩˧ fɤ̆m˧˩˨
giáo phận	jaw˩˧ fɤ̆ŋ˨ˀ˩ʔ
giáo quạt	jaw˩˧ wak˨ˀ˩ʔ
giáo sinh	jaw˩˧ ʂin˧˥
giáo sĩ	jaw˩˧ ʂi˧˩˨
giáo sư	jaw˩˧ ʂɯ˧˥
giáo sợi	jaw˩˧ ʂɤj˨ˀ˩ʔ
giáo thụ	jaw˩˧ tʰu˨ˀ˩ʔ
giáo trình	jaw˩˧ ʈin˦˨
giáo trưởng	jaw˩˧ ʈɯəŋ˧˩˨
giáo tài	jaw˩˧ taj˦˨
giáo tỉnh	jaw˩˧ tin˧˩˨
giáo viên	jaw˩˧ jiəŋ˧˥
giáo vụ	jaw˩˧ ju˨ˀ˩ʔ
giáo xứ	jaw˩˧ sɯ˩˧
giáo án	jaw˩˧ aŋ˩˧
giáo đa thành oán	jaw˩˧ da˧˥ tʰan˦˨ waŋ˩˧
giáo điều	jaw˩˧ diəw˦˨
giáo điều chủ nghĩa	jaw˩˧ diəw˦˨ cu˧˩˨ ŋiə˧˩˨
giáo đoàn	jaw˩˧ dwaŋ˦˨
giáo đường	jaw˩˧ dɯəŋ˦˨
giáo đạo	jaw˩˧ daw˨ˀ˩ʔ
giáo đầu	jaw˩˧ dɤ̆w˦˨
giáo đồ	jaw˩˧ do˦˨
giáp	jap˦˥
giáp binh	jap˦˥ bin˧˥
giáp bảng	jap˦˥ baŋ˧˩˨
giáp chiến	jap˦˥ ciəŋ˩˧
giáp công	jap˦˥ koŋ͡m˧˥
giáp giới	jap˦˥ jɤj˩˧
giáp hạt	jap˦˥ hak˨ˀ˩ʔ
giáp lai	jap˦˥ laj˧˥
giáp lá cà	jap˦˥ la˩˧ ka˦˨
giáp mặt	jap˦˥ măk˨ˀ˩ʔ
giáp năm	jap˦˥ năm˧˥
giáp ranh	jap˦˥ ʐan˧˥
giáp sĩ	jap˦˥ ʂi˧˩˨
giáp trường	jap˦˥ ʈɯəŋ˦˨
giáp trưởng	jap˦˥ ʈɯəŋ˧˩˨
giáp trạng	jap˦˥ ʈaŋ˨ˀ˩ʔ
giáp trận	jap˦˥ ʈɤ̆ŋ˨ˀ˩ʔ
giáp trụ	jap˦˥ ʈu˨ˀ˩ʔ
giáp vụ	jap˦˥ ju˨ˀ˩ʔ
giáp xác	jap˦˥ sak˦˥
giát	jak˦˥
giát giường	jak˦˥ jɯəŋ˦˨
giát lò	jak˦˥ lɔ˦˨
giáy	jăj˩˧
giâm	jɤ̆m˧˥
giâu gia	jɤ̆w˧˥ ja˧˥
giâu gia xoan	jɤ̆w˧˥ ja˧˥ swaŋ˧˥
giây	jɤ̆j˧˥
giây giướng	jɤ̆j˧˥ jɯəŋ˩˧
giây lát	jɤ̆j˧˥ lak˦˥
giây máu ăn phần	jɤ̆j˧˥ măw˩˧ ăŋ˧˥ fɤ̆ŋ˦˨
giây phút	jɤ̆j˧˥ fuk͡p˦˥
giã	ja˧˩˨
giã biệt	ja˧˩˨ biək˨ˀ˩ʔ
giã cào	ja˧˩˨ kaw˦˨
giã giày	ja˧˩˨ jăj˦˨
giã từ	ja˧˩˨ tɯ˦˨
giã đám	ja˧˩˨ dam˩˧
giã ơn	ja˧˩˨ ɤŋ˧˥
giãi	jaj˧˩˨
giãi bày	jaj˧˩˨ băj˦˨
giãi giề	jaj˧˩˨ je˦˨
giãi tỏ	jaj˧˩˨ tɔ˧˩˨
giãn	jaŋ˧˩˨
giãn mạch	jaŋ˧˩˨ mak˨ˀ˩ʔ
giãn nở	jaŋ˧˩˨ nɤ˧˩˨
giãn nợ	jaŋ˧˩˨ nɤ˨ˀ˩ʔ
giãn thợ	jaŋ˧˩˨ tʰɤ˨ˀ˩ʔ
giãn tĩnh mạch	jaŋ˧˩˨ tin˧˩˨ mak˨ˀ˩ʔ
giãn xương	jaŋ˧˩˨ sɯəŋ˧˥
giãn xương giãn cốt	jaŋ˧˩˨ sɯəŋ˧˥ jaŋ˧˩˨ kok͡p˦˥
giãy	jăj˧˩˨
giãy chết	jăj˧˩˨ cet˦˥
giãy giụa	jăj˧˩˨ juə˨ˀ˩ʔ
giãy như đỉa phải vôi	jăj˧˩˨ ɲɯ˧˥ diə˧˩˨ faj˧˩˨ joj˧˥
giãy nảy	jăj˧˩˨ năj˧˩˨
giãy nẩy	jăj˧˩˨ nɤ̆j˧˩˨
giãy đành đạch	jăj˧˩˨ dan˦˨ dak˨ˀ˩ʔ
gièm	jɛm˦˨
gièm giẹp	jɛm˦˨ jɛp˨ˀ˩ʔ
gièm pha	jɛm˦˨ fa˧˥
gié	jɛ˩˧
giéo giắt	jeo˩˧ jăk˦˥
giêng	jen˧˥
giêng hai	jen˧˥ haj˧˥
giò	jɔ˦˨
giò bì	jɔ˦˨ bi˦˨
giò bò	jɔ˦˨ bɔ˦˨
giò bó	jɔ˦˨ bɔ˩˧
giò heo	jɔ˦˨ heo˧˥
giò lái	jɔ˦˨ laj˩˧
giò lụa	jɔ˦˨ luə˨ˀ˩ʔ
giò mỡ	jɔ˦˨ mɤ˧˩˨
giò nạc	jɔ˦˨ nak˨ˀ˩ʔ
giò thủ	jɔ˦˨ tʰu˧˩˨
giò xào	jɔ˦˨ saw˦˨
giòi	jɔj˦˨
giòi da	jɔj˦˨ ja˧˥
giòi trong xương giòi ra	jɔj˦˨ ʈɔŋ͡m˧˥ sɯəŋ˧˥ jɔj˦˨ ʐa˧˥
giòn	jɔŋ͡m˦˨
giòn cười tươi khóc	jɔŋ͡m˦˨ kɯəj˦˨ tɯəj˧˥ xɔk͡p˦˥
giòn giã	jɔŋ͡m˦˨ ja˧˩˨
giòn rụm	jɔŋ͡m˦˨ ʐum˨ˀ˩ʔ
giòn tan	jɔŋ͡m˦˨ taŋ˧˥
gió	jɔ˩˧
gió bãi trăng ngàn	jɔ˩˧ baj˧˩˨ ʈăŋ˧˥ ŋaŋ˦˨
gió bão	jɔ˩˧ baw˧˩˨
gió bên đông động bên tây	jɔ˩˧ ben˧˥ doŋ͡m˧˥ doŋ͡m˨ˀ˩ʔ ben˧˥ tɤ̆j˧˥
gió bấc	jɔ˩˧ bɤ̆k˦˥
gió bấc mưa phùn	jɔ˩˧ bɤ̆k˦˥ mɯə˧˥ fuŋ͡m˦˨
gió bắt mưa cầm	jɔ˩˧ băk˦˥ mɯə˧˥ kɤ̆m˦˨
gió bề mưa ngàn	jɔ˩˧ be˦˨ mɯə˧˥ ŋaŋ˦˨
gió bụi	jɔ˩˧ buj˨ˀ˩ʔ
gió chiều nào che chiều ấy	jɔ˩˧ ciəw˦˨ naw˦˨ cɛ˧˥ ciəw˦˨ ɤ̆j˩˧
gió chiều nào xoay chiều ấy	jɔ˩˧ ciəw˦˨ naw˦˨ swăj˧˥ ciəw˦˨ ɤ̆j˩˧
gió chướng	jɔ˩˧ cɯəŋ˩˧
gió cuốn cờ	jɔ˩˧ kuəŋ˩˧ kɤ˦˨
gió dập mưa dồn	jɔ˩˧ jɤ̆p˨ˀ˩ʔ mɯə˧˥ joŋ͡m˦˨
gió dập sóng dồi	jɔ˩˧ jɤ̆p˨ˀ˩ʔ ʂɔŋ͡m˩˧ joj˦˨
gió dập sóng vùi	jɔ˩˧ jɤ̆p˨ˀ˩ʔ ʂɔŋ͡m˩˧ juj˦˨
gió giật	jɔ˩˧ jɤ̆k˨ˀ˩ʔ
gió giật mây vần	jɔ˩˧ jɤ̆k˨ˀ˩ʔ mɤ̆j˧˥ jɤ̆ŋ˦˨
gió giục mây vần	jɔ˩˧ juk͡p˨ˀ˩ʔ mɤ̆j˧˥ jɤ̆ŋ˦˨
gió heo may	jɔ˩˧ heo˧˥ măj˧˥
gió kép mưa đơn	jɔ˩˧ kɛp˦˥ mɯə˧˥ dɤŋ˧˥
gió lào	jɔ˩˧ law˦˨
gió lùa	jɔ˩˧ luə˦˨
gió lặng sóng êm	jɔ˩˧ lăŋ˨ˀ˩ʔ ʂɔŋ͡m˩˧ em˧˥
gió lốc	jɔ˩˧ lok͡p˦˥
gió lộng	jɔ˩˧ loŋ͡m˨ˀ˩ʔ
gió may	jɔ˩˧ măj˧˥
gió mát trăng thanh	jɔ˩˧ mak˦˥ ʈăŋ˧˥ tʰan˧˥
gió máy	jɔ˩˧ măj˩˧
gió mây	jɔ˩˧ mɤ̆j˧˥
gió mùa	jɔ˩˧ muə˦˨
gió mùa đông bắc	jɔ˩˧ muə˦˨ doŋ͡m˧˥ băk˦˥
gió mùa đông-bắc	jɔ˩˧ muə˦˨ doŋ͡m˧˥-băk˦˥
gió mưa	jɔ˩˧ mɯə˧˥
gió mậu dịch	jɔ˩˧ mɤ̆w˨ˀ˩ʔ jit˨ˀ˩ʔ
gió nam	jɔ˩˧ nam˧˥
gió nồm	jɔ˩˧ nom˦˨
gió quang mây tạnh	jɔ˩˧ waŋ˧˥ mɤ̆j˧˥ tan˨ˀ˩ʔ
gió quét mưa sa	jɔ˩˧ wɛk˦˥ mɯə˧˥ ʂa˧˥
gió sương	jɔ˩˧ ʂɯəŋ˧˥
gió thảm mưa sầu	jɔ˩˧ tʰam˧˩˨ mɯə˧˥ ʂɤ̆w˦˨
gió trúc mưa mai	jɔ˩˧ ʈuk͡p˦˥ mɯə˧˥ maj˧˥
gió trăng	jɔ˩˧ ʈăŋ˧˥
gió táp mưa sa	jɔ˩˧ tap˦˥ mɯə˧˥ ʂa˧˥
gió tây	jɔ˩˧ tɤ̆j˧˥
gió tựa hoa kề	jɔ˩˧ tɯə˨ˀ˩ʔ hwa˧˥ ke˦˨
gió vàng	jɔ˩˧ jaŋ˦˨
gió vào nhà trống	jɔ˩˧ jaw˦˨ ɲa˦˨ ʈoŋ͡m˩˧
gió xoáy	jɔ˩˧ swăj˩˧
gió đàn	jɔ˩˧ daŋ˦˨
gió đông	jɔ˩˧ doŋ͡m˧˥
gióc	jɔk͡p˦˥
gión	jɔŋ͡m˩˧
gióng	jɔŋ͡m˩˧
gióng giả	jɔŋ͡m˩˧ ja˧˩˨
gióng một	jɔŋ͡m˩˧ mok͡p˨ˀ˩ʔ
gióng trống khua chiêng	jɔŋ͡m˩˧ ʈoŋ͡m˩˧ xuə˧˥ ciəŋ˧˥
gióng trống mở cờ	jɔŋ͡m˩˧ ʈoŋ͡m˩˧ mɤ˧˩˨ kɤ˦˨
gióng trống phất cờ	jɔŋ͡m˩˧ ʈoŋ͡m˩˧ fɤ̆k˦˥ kɤ˦˨
gióng đôi	jɔŋ͡m˩˧ doj˧˥
giô	jo˧˥
giôn	joŋ͡m˧˥
giôn giốt	joŋ͡m˧˥ jok͡p˦˥
giông	joŋ͡m˧˥
giông giống	joŋ͡m˧˥ joŋ͡m˩˧
giông tố	joŋ͡m˧˥ to˩˧
giùi	juj˦˨
giùi chọc	juj˦˨ cɔk͡p˨ˀ˩ʔ
giùi mài	juj˦˨ maj˦˨
giùm	jum˦˨
giùm giúp	jum˦˨ jup˦˥
giú	ju˩˧
giúi	juj˩˧
giúi giụi	juj˩˧ juj˨ˀ˩ʔ
giúp	jup˦˥
giúp công	jup˦˥ koŋ͡m˧˥
giúp công giúp của	jup˦˥ koŋ͡m˧˥ jup˦˥ kuə˧˩˨
giúp rập	jup˦˥ ʐɤ̆p˨ˀ˩ʔ
giúp sức	jup˦˥ ʂɯk˦˥
giúp việc	jup˦˥ jiək˨ˀ˩ʔ
giúp vì	jup˦˥ ji˦˨
giúp ích	jup˦˥ it˦˥
giúp đỡ	jup˦˥ dɤ˧˩˨
giăm	jăm˧˥
giăm bào	jăm˧˥ baw˦˨
giăm bông	jăm˧˥ boŋ͡m˧˥
giăm cối	jăm˧˥ koj˩˧
giăm kèn	jăm˧˥ kɛŋ˦˨
giăm trống	jăm˧˥ ʈoŋ͡m˩˧
giăm-bông	jăm˧˥-boŋ͡m˧˥
giăng	jăŋ˧˥
giăng gió	jăŋ˧˥ jɔ˩˧
giăng giăng	jăŋ˧˥ jăŋ˧˥
giăng hoa	jăŋ˧˥ hwa˧˥
giăng há	jăŋ˧˥ ha˩˧
giăng mắc	jăŋ˧˥ măk˦˥
giũ	ju˧˩˨
giũ bụi	ju˧˩˨ buj˨ˀ˩ʔ
giũ bụi trần	ju˧˩˨ buj˨ˀ˩ʔ ʈɤ̆ŋ˦˨
giũ lông	ju˧˩˨ loŋ͡m˧˥
giũ rối	ju˧˩˨ ʐoj˩˧
giũ sạch bụi trần	ju˧˩˨ ʂak˨ˀ˩ʔ buj˨ˀ˩ʔ ʈɤ̆ŋ˦˨
