abadžija	âbad͡ʒija
gotivan	ɡôtiʋan
gotički	ɡǒtit͡ʃkiː
gotov	ɡǒtoʋ
gotovina	ɡotoʋǐna
gotovo	ɡǒtoʋo
gotski	ɡôtskiː
govedina	ɡǒʋedina
govedo	ɡǒʋedo
goveđa	ɡoʋěd͡ʑa
goveđi	ɡǒʋed͡ʑiː
govno	ɡǒːʋno
govor	ɡôvoːr
govoriti	ɡoʋǒriti
govorljiv	ɡoʋǒrʎiʋ
govorljivost	ɡoʋǒrʎiʋoːst
govornik	ɡǒʋoːrniːk
gozba	ɡǒzba
gošća	ɡǒʃt͡ɕa
grabiti	ɡrâbiti
grablje	ɡrâbʎe
grabljiv	ɡrǎbʎiʋ
grabulje	ɡrâbʎe
graciozan	ɡrât͡sioːzan
graciozno	ɡrât͡sioːzno
grad	ɡrâd
grad	ɡrâːd
gradba	ɡradba
graditelj	ɡrǎditeʎ
graditeljski	ɡrǎditeʎskiː
graditi	ɡrǎːditi
gradivo	ɡrâdiːʋo
gradonačelnica	ɡradonǎːt͡ʃelnit͡sa
gradski	ɡrǎdskiː
grafem	ɡrǎfeːm
grafit	ɡrǎfiːt
grah	ɡrâx
graja	ɡrǎːja
gram	ɡrâm
gramatika	ɡramǎtika
gramatičar	ɡramǎtit͡ʃaːr
gramatički	ɡramǎtitʃki
gramatički	ɡramǎtitʃkiː
gramofon	ɡramǒfoːn
gramofonski	ɡramǒfoːnskiː
gramziv	ɡrǎmziʋ
gramzivac	ɡrǎmziʋat͡s
gramzivo	ɡrǎmziʋo
gramzivost	ɡrǎmziʋoːst
grana	ɡrǎːna
granata	ɡranǎːta
grandiozan	ɡrândioːzan
grandiozno	ɡrândioːzno
grandioznost	ɡrandiǒːznoːst
granica	ɡrǎnit͡sa
granit	ɡrǎniːt
graničan	ɡrǎnit͡ʃan
graničar	ɡrǎnit͡ʃaːr
graničiti	ɡrǎnit͡ʃiti
granjavati	ɡraɲǎːʋati
granje	ɡrâːɲe
granuti	ɡrǎnuti
grančica	ɡrǎnt͡ʃit͡sa
gravitacija	ɡraʋitǎːt͡sija
gravitacijski	ɡraʋitǎːtsiːjski
gravitacijski	ɡraʋitǎːtsiːjskiː
gravitirati	ɡraʋitǐːrati
građa	ɡrâːd͡ʑa
građanin	ɡrâd͡ʑanin
građanka	ɡrâd͡ʑaːnka
građanski	ɡrâd͡ʑanskiː
građanstvo	ɡrâd͡ʑaːnstʋo
građevina	ɡrǎd͡ʑeʋina
građevinac	ɡrad͡ʑeʋǐːnat͡s
građevinar	ɡrad͡ʑeʋǐnaːr
građevinarstvo	ɡrad͡ʑeʋinǎːrstʋo
građevinski	ɡrǎd͡ʑeʋiːnskiː
grašak	ɡrǎːʃak
grba	ɡr̂ba
grbav	ɡr̂baʋ
grd	ɡr̂ːd
grdan	ɡr̂ːdan
grditi	ɡřːditi
grdno	ɡr̂ːdno
grdosija	ɡrdǒsija
grebati	ɡrěbati
greben	ɡrêbeːn
grecizam	ɡret͡sǐzam
greda	ɡrěːda
grehovan	ɡrěxoːʋan
grejati	ɡrejati
grenland	ɡrěnland
grenlandski	ɡrěnlandskiː
grepsti	ɡrêpsti
grešan	ɡrêʃan
grešiti	ɡrěːʃiti
greškom	ɡrêʃkoːm
grešnik	ɡrêʃniːk
grib	ɡrîːb
gricnuti	ɡrît͡snuti
grijati	ɡrîjati
griješan	ɡrijêʃan
griješiti	ɡrjěːʃiti
grimasa	ɡrimǎsa
grinja	ɡrîɲa
gripa	ɡrîpa
gristi	ɡrîsti
griva	ɡrîʋa
griz	ɡrîːz
griznuti	ɡrîznuti
griža	ɡrîʒa
grješka	ɡrjêʃka
grješnik	ɡrjêʃniːk
grk	ɡr̂k
grkinja	ɡr̂kiɲa
grkljan	ɡřkʎan
grliti	ɡr̂liti
grlo	ɡr̂lo
grm	ɡr̂m
grmeti	ɡřmeti
grmjeti	ɡřmjeti
grmljavina	ɡřmʎaʋina
grnuti	ɡřːnuti
gro	ɡrôː
grob	ɡrôb
grobar	ɡrǒbaːr
groblje	ɡrôːbʎe
grobnica	ɡrôbnit͡sa
grom	ɡrôːm
gromobran	ɡrômobraːn
groteskan	ɡrotěskan
groteskno	ɡrotěskno
groza	ɡrǒːza
grozan	ɡrôːzan
grozd	ɡrôzd
groziti	ɡrǒziti
groznica	ɡrǒznit͡sa
grozno	ɡrôːzno
grozovit	ɡrozǒʋit
grožđe	ɡrôːʒd͡ʑe
grub	ɡrûːb
grubijan	ɡrubǐjaːn
grubo	ɡrûːbo
gruda	ɡrûda
grudi	ɡrûːdi
grudnjak	ɡrûːdɲaːk
grumen	ɡrûmeːn
grunt	ɡrûnt
grupnjak	ɡrǔpɲaːk
gruzija	ɡrûːzija
gruzijski	ɡrûːziːjski
gruzijski	ɡrûːziːjskiː
grušati	ɡrǔʃati
grčki	ɡr̂tʃki
grčki	ɡr̂tʃkiː
gubav	ɡûbaʋ
gubitak	ɡubǐːtak
gubiti	ɡǔbiti
gubitnica	ɡǔbitnit͡sa
gubitnik	ɡǔbitniːk
gucnuti	ɡût͡snuti
gudalo	ɡǔdalo
gudura	ɡǔdura
gugut	ɡûɡuːt
guja	ɡǔːja
guknuti	ɡǔːknuti
gulaš	ɡûlaːʃ
gulikoža	ɡǔlikoʒa
guliti	ɡǔːliti
guma	ɡûma
gumb	ɡûmb
gumen	ɡǔmen
gumica	ɡûmit͡sa
gundelj	ɡǔndeʎ
gungula	ɡunɡǔːla
gunđalo	ɡǔnd͡ʑalo
gunđati	ɡǔnd͡ʑati
gurati	ɡǔːrati
gurav	ɡûraʋ
guriti	ɡûriti
gurnuti	ɡûrnuti
gusar	ɡûsaːr
gusariti	ɡusǎːriti
gusenica	ɡûsenit͡sa
gusjenica	ɡûsjenit͡sa
gusle	ɡûsle
gusnuti	ɡûsnuti
gust	ɡûːst
gusto	ɡûːsto
gutanje	ɡǔtaːɲe
gutati	ɡǔtati
gutač	ɡǔtaːt͡ʃ
guverner	ɡuʋěrneːr
guzica	ɡǔzit͡sa
gušenje	ɡǔːʃeːɲe
gušiti	ɡǔːʃiti
gušt	ɡûʃt
guštati	ɡǔʃtati
gušter	ɡûʃter
gušterača	ɡuʃtěrat͡ʃa
guščad	ɡûʃt͡ʃaːd
guž	ɡûːʒ
gužva	ɡûːʒʋa
gužvati	ɡûʒʋati
gvatemala	ɡʋatemǎːla
gvatemalski	ɡʋatěmaːlskiː
gvozden	ɡʋôzden
gvožđe	ɡʋôːʒd͡ʑe
h	x
habati	xâbati
haber	xǎber
habitat	xabǐtaːt
hadron	xǎdroːn
hag	xâːɡ
hagiografija	xaɡioɡrǎfija
hagiografski	xaɡiǒɡrafski
hagiografski	xaɡiǒɡrafskiː
hahar	xâxaːr
haićanski	xaǐːt͡ɕanskiː
hajati	xâjati
hajda	xajda
hajde	xǎjde
hajdemo	xǎjdemo
hajdmo	xǎjdmo
hajduk	xǎjduːk
hajka	xâːjka
hajmo	xǎjmo
haker	xâker
hakim	xǎkim
halabuka	xalǎbuka
halif	xǎliːf
haljina	xǎʎina
halka	xâːlka
halucinacija	xalut͡sinǎːt͡sija
halucinantan	xalut͡sinǎntan
halucinirati	xalut͡sinǐːrati
halucinogen	xâlut͡sinoɡeːn
hamajlija	xamǎjlija
hamer	xâmer
hametice	xǎmetit͡seː
han	xâːn
handanović	xandǎːnoʋit͡ɕ
handžar	xǎnd͡ʒaːr
haos	xâos
haploidan	xâploiːdan
hapsiti	xâpsiti
haramija	xarǎmija
haranga	xǎraːnɡa
harati	xǎːrati
harač	xǎraːt͡ʃ
hardver	xârdʋer
hardver	xârdʋeːr
haringa	xǎriːnɡa
harlekin	xarlěkiːn
harmonija	xǎrmoːnija
harmonijski	xǎrmoːniːjskiː
harmonika	xarmǒnika
harmonikaš	xarmonǐkaːʃ
harmoničan	xarmǒnit͡ʃan
harpija	xǎrpija
harpun	xǎrpuːn
harpunar	xarpǔnaːr
hartija	xǎrtija
hauba	xǎuba
haubica	xǎubit͡sa
haubički	xǎubit͡ʃkiː
haustor	xǎustor
havajski	xǎʋaːjskiː
havarija	xǎʋaːrija
hazard	xǎzard
hazarder	xazǎrdeːr
hazarderka	xazǎrdeːrka
hazardni	xǎzardniː
hazena	xazěːna
hazna	xâzna
haznadar	xaznǎdaːr
hašiš	xǎʃiʃ
haški	xâːʃkiː
hebrejski	xěbreːjskiː
hedonist	xedǒnist
hedonistički	xedonǐstitʃki
hedonistički	xedonǐstitʃkiː
hedonistkinja	xedǒnistkiɲa
hedonizam	xedonǐzam
hefta	xěfta
hegemonija	xeɡemǒnija
heksadecimalan	xeksadět͡simaːlan
heksametar	xêksametar
hektar	xêktaːr
hektogram	xěktoɡram
helikopter	xelikǒpter
heliocentrizam	xeliot͡sentrǐzam
heljda	xêʎda
heljda	xêːʎda
hematologija	xematolǒɡija
hemija	xěːmija
hemijski	xěːmiːjskiː
hemikalija	xemikǎlija
hemičar	xěmit͡ʃaːr
hemičarka	xěmit͡ʃaːrka
hemofilija	xemofǐlija
henoteizam	xenoteǐzam
heraldika	xerǎldika
herc	xêrt͡s
hercegovac	xěrt͡seɡoʋat͡s
hercegovački	xěrtseɡoʋatʃki
hercegovački	xěrtseɡoʋatʃkiː
hercegovina	xěrt͡seɡoʋina
heretik	xerětik
heretisanje	xeretisaɲe
hermetičan	xermětit͡ʃan
hermetički	xermětitʃki
hermetički	xermětitʃkiː
hermetično	xermětit͡ʃno
heroin	xerǒiːn
heroina	xeroǐːna
heroizam	xeroǐzam
heroj	xěroːj
herojski	xěroːjski
herojski	xěroːjskiː
herojstvo	xerǒːjstʋo
heterogen	xêteroɡeːn
heterogenost	xeteroɡěːnoːst
heteroseksualnost	xeteroseksuǎːlnoːst
heterosilabički	xeterosilǎbit͡ʃkiː
heterozigot	xeterozǐɡoːt
heterozigotan	xeterozǐɡotan
hetitski	xětiːtskiː
hećim	xět͡ɕim
hibernacija	xibernǎːt͡sija
hibrid	xǐbriːd
hibridan	xǐbriːdan
hidrat	xǐdraːt
hidrauličan	xidraǔlit͡ʃan
hidraulički	xidraǔlitʃki
hidraulički	xidraǔlitʃkiː
hidžra	xîd͡ʒra
hidžret	xǐd͡ʒret
higijena	xiɡijěːna
higijeničar	xiɡijěnit͡ʃaːr
higijeničarka	xiɡijěnit͡ʃaːrka
higijenski	xîɡijeːnskiː
higrometar	xîɡrometar
higroskop	xîɡroskop
higroskopan	xîɡroskopan
hihot	xîxoːt
hihotati	xixǒtati
hijacint	xijǎt͡sint
hijat	xîjaːt
hijena	xijěːna
hijerarhija	xijerǎrxija
hijerarhijski	xijerǎrxiːjski
hijerarhijski	xijerǎrxiːjskiː
hijeroglif	xijerǒɡliːf
hijeroglifski	xijerǒɡliːfskiː
hiljadarka	xiʎadǎːrka
hiljadu	xîʎadu
himalaja	ximalǎːja
himalajski	ximǎlaːjskiː
himba	xǐmba
himben	xîmben
himbenik	xîmbeniːk
himbeno	xîmbeno
himbenost	xîmbenoːst
himen	xîːmen
himera	xǐmera
hinduistički	xinduǐstitʃki
hinduistički	xinduǐstitʃkiː
hinduizam	xinduǐzam
hiniti	xǐːniti
hiperbola	xipěrbola
hiperboličan	xiperbǒlit͡ʃan
hipi	xîpi
hipik	xǐpik
hipnotizer	xipnotǐzeːr
hipnoza	xipnǒːza
hipodrom	xîpodrom
hipofiza	xipofǐːza
hipohondar	xipoxǒndar
hipohondričan	xipoxǒndrit͡ʃan
hipokrit	xipǒkrit
hipokritski	xipǒkritski
hipokritski	xipǒkritskiː
hipokrizija	xipokrǐːzija
hiponimija	xiponǐmija
hipotenuza	xipotenǔːza
hipotetičan	xipotětit͡ʃan
hipotetično	xipotětit͡ʃno
hipotetičnost	xipotětit͡ʃnoːst
hipoteza	xipotěːza
hir	xîːr
hiragana	xiraɡǎna
hirovit	xirǒʋit
hirovito	xirǒʋito
hirovitost	xirǒʋitoːst
hirošima	xiroʃǐːma
hispanistika	xispanǐstika
histerija	xistěrija
histerik	xistěrik
histeričan	xistěrit͡ʃan
histeričnost	xistěrit͡ʃnoːst
historicizam	xistorit͡sǐzam
historija	xǐstoːrija
historijski	xistǒriːjskiː
historiografija	xistorioɡrǎfija
historičar	xistǒrit͡ʃaːr
hitac	xîtat͡s
hitan	xîtan
hitar	xîtar
hitlerizam	xitlerǐzam
hitlerovski	xǐtleroʋskiː
hitrost	xîtroːst
hiža	xîʒa
hlad	xlâːd
hladan	xlǎːdan
hladiti	xlǎːditi
hladnjak	xlâːdɲaːk
hladnjača	xlǎːdɲat͡ʃa
hladno	xlǎːdno
hladnokrvan	xlâdnokrːʋan
hladnokrvno	xlâdnokrːʋno
hladnokrvnost	xladnokřːʋnoːst
hladnoratovski	xladnorǎtoʋski
hladnoratovski	xladnorǎtoʋskiː
hladnoća	xladnǒt͡ɕa
hladovina	xladǒʋina
hlapiti	xlǎːpiti
hlače	xlât͡ʃe
hleb	xlêb
hlepčić	xlěpt͡ʃit͡ɕ
hljeb	xʎêb
hljepčić	xʎěpt͡ʃit͡ɕ
hlorofil	xlorǒfiːl
hmelj	xmêʎ
hobi	xôbi
hobist	xǒbist
hobotnica	xǒbotnit͡sa
hod	xôːd
hodajući	xǒːdajuːt͡ɕiː
hodati	xǒːdati
hodač	xǒdaːt͡ʃ
hoditi	xǒditi
hodnik	xôdniːk
hodom	xôːdom
hodočasnik	xôdot͡ʃasniːk
hodočašće	xôdot͡ʃaʃt͡ɕe
hodža	xôd͡ʒa
hohštapler	xǒxʃtapler
hokej	xǒkeːj
hokejaš	xokějaːʃ
holandija	xolǎndija
holandski	xǒlandskiː
holanđanin	xolǎːnd͡ʑanin
holistički	xolǐstit͡ʃki
holistički	xolǐstit͡ʃkiː
holograf	xolǒɡraf
holokaust	xolokǎust
homeomorfizam	xomeomorfǐzam
homilija	xǒmiːlija
homofon	xômofoːn
homofonija	xomofǒnija
homogen	xômoɡeːn
homogeno	xômoɡeːno
homogenost	xômoɡeːnoːst
homograf	xomǒɡraf
homogram	xomǒɡram
homologan	xômoloɡan
homonim	xomǒniːm
homoniman	xomǒniːman
homonimija	xomonǐmija
homoseksualan	xômoseksuaːlan
homoseksualnost	xomoseksuǎːlnoːst
homozigot	xomozǐɡoːt
homozigotan	xomozǐɡotan
honduras	xônduraːs
honved	xǒnʋed
horizontalan	xôrizontaːlan
horizontalno	xôrizontaːlno
horizontalnost	xorizontǎːlnoːst
hormon	xǒrmoːn
hormonalan	xôrmonalan
horoskop	xôroskop
horoskopski	xôroskopskiː
horoz	xôroːz
hortenzija	xortěnzija
hortikultura	xortikultǔːra
hostesa	xostěsa
hotel	xǒtel
hotelijer	xotelǐjeːr
hotelski	xǒtelskiː
hotentotski	xotěntoːtskiː
hotijeti	xotijeti
hotimice	xôtimit͡seː
hotimičan	xôtimit͡ʃan
hotimično	xôtimit͡ʃno
hotjenje	xotjeɲe
hrabar	xrǎːbar
hrabriti	xrǎːbriti
hrabro	xrâːbro
hrabrost	xrǎːbroːst
hram	xrâːm
hrana	xrǎːna
hranidba	xrǎnidba
hranilac	xrǎnilat͡s
hranitelj	xrǎniteʎ
hraniteljica	xranitěʎit͡sa
hraniteljka	xrǎniteːʎka
hraniti	xrǎːniti
hranjiv	xrǎɲiʋ
hranjivost	xrǎɲiʋoːst
hrapav	xrâpaʋ
hrapavo	xrâpaʋo
hrapavost	xrâpaʋoːst
hrast	xrâːst
hrastik	xrǎstiːk
hrastov	xrǎstoʋ
hrastovina	xrǎstoʋina
hrbat	xr̂bat
hren	xrên
hrenovka	xrěnoːʋka
hrestomatija	xrestomǎtija
hrib	xrîːb
hrid	xrîːd
hrišćanski	xrǐʃtɕaːnski
hrišćanski	xrǐʃtɕaːnskiː
hrišćanstvo	xrǐʃt͡ɕaːnstʋo
hrkati	xřːkati
hrknuti	xřːknuti
hrom	xrôm
hromo	xrômo
hromost	xrômoːst
hronika	xrǒnika
hroničan	xrǒnit͡ʃan
hroničar	xrǒnit͡ʃaːr
hronološki	xronǒloʃki
hronološki	xronǒloʃkiː
hrpa	xřpa
hrskav	xr̂skaʋ
hrt	xr̂t
hrušt	xrûːʃt
hrvat	xřʋaːt
hrvati	xr̂ʋati
hrvatica	xrʋǎtit͡sa
hrvački	xřʋaːt͡ʃki
hrvački	xřʋaːt͡ʃkiː
hrđati	xřd͡ʑati
hršum	xr̂ʃum
htenje	xteːɲe
hteti	xtêti
htijenje	xtîjeːɲe
htjeti	xtjêti
hud	xûːd
huk	xûːk
huligan	xûliɡaːn
huliganski	xûliɡaːnskiː
hulitelj	xǔliteʎ
huliti	xǔːliti
hulja	xûʎa
hulnik	xûːlniːk
hum	xûːm
humak	xûmak
human	xûmaːn
humanistički	xumanǐstitʃki
humanistički	xumanǐstitʃkiː
humanitaran	xûmanitaːran
humanizam	xumanǐzam
humano	xûmaːno
humanost	xûmaːnoːst
humor	xǔmor
humoran	xǔmoːran
humoreska	xumorěska
humorističan	xumorǐstit͡ʃan
humoristički	xumorǐstit͡ʃki
humoristički	xumorǐstit͡ʃkiː
humorističnost	xumorǐstit͡ʃnoːst
humus	xǔːmus
hunjavica	xǔːɲaʋit͡sa
hunta	xûːnta
hurija	xûːrija
hurikan	xûrikan
husar	xûsaːr
husit	xǔsiːt
husitski	xǔsiːtskiː
hučan	xǔːt͡ʃan
huškati	xûʃkati
huškač	xǔʃkaːt͡ʃ
hvala	xʋǎːla
hvalevrijedan	xʋǎːleːʋrijeːdan
hvalisati	xʋǎlisati
hvalisav	xʋalǐsaʋ
hvalisavo	xʋalǐsaʋo
hvaliti	xʋǎːliti
hvališa	xʋǎliʃa
hvalospev	xʋâlospeːʋ
hvalospjev	xʋâlospjeːʋ
hvar	xʋâːr
hvaranin	xʋǎːranin
hvastav	xʋâstaʋ
hvatati	xʋâtati
hvatač	xʋǎtaːt͡ʃ
iako	îako
iber	ǐːber
ibrahimović	ibraxǐːmoʋitɕ
ibrik	ǐbriːk
ideal	iděaːl
idealan	îdeaːlan
idealist	ideǎlist
idealistički	idealǐstitʃki
idealistički	idealǐstitʃkiː
idealistkinja	ideǎlistkiɲa
idealizacija	idealizǎːt͡sija
idealizam	idealǐzam
idealizirati	idealizǐːrati
idealno	îdeaːlno
ideja	iděːja
idejni	ǐdeːjniː
identificirati	identifit͡sǐːrati
identifikacija	identifikǎːt͡sija
identifikator	identifǐkaːtor
identitet	identǐteːt
identičan	iděntit͡ʃan
identično	iděntit͡ʃno
ideogram	ideǒɡram
ideolog	ideǒloɡ
ideologija	ideolǒɡija
ideološki	ideǒloʃkiː
idila	idǐla
idiličan	idǐlit͡ʃan
idilično	idǐlit͡ʃno
idiom	idǐoːm
idiomatski	idiǒmatskiː
idiot	idǐot
idiotizam	idiotǐzam
idiotski	idǐotski
idiotski	idǐotskiː
idiotstvo	idiǒtstʋo
idol	ǐdoːl
idolatrija	idolǎtrija
idolatrijski	idolǎtriːjski
idolatrijski	idolǎtriːjskiː
idolopoklonik	idolopǒkloniːk
idolopoklonički	idolopǒklonit͡ʃki
idolopoklonički	idolopǒklonit͡ʃkiː
idolopoklonstvo	idolopoklǒːnstʋo
idući	ǐduːt͡ɕiː
igalo	ǐɡalo
igda	îɡda
igde	îɡde
igdje	îɡdje
igla	ǐɡla
ignorant	iɡnǒrant
igo	ǐːɡo
igra	ǐɡra
igrališni	ǐɡraliːʃniː
igralište	ǐɡraliːʃte
igrati	îɡrati
igrač	ǐɡraːt͡ʃ
igračica	iɡrǎt͡ʃit͡sa
igračka	ǐɡrat͡ʃka
igriv	ǐɡriʋ
igrivost	ǐɡriʋoːst
igrokaz	îɡrokaːz
iguman	îɡumaːn
igumanija	iɡumǎnija
ih	ix
ihtiolog	ixtiǒloɡ
ihtiologija	ixtiolǒɡija
ihtiološki	ixtiǒloʃkiː
ijedanput	ijedǎnput
ijednom	ijědnoːm
ijekavac	ijěːkaʋat͡s
ijekavica	ijěːkaʋit͡sa
ijekavka	ijěːkaːʋka
ijekavski	ijěːkaʋski
ijekavski	ijěːkaʋskiː
ijekavčev	ijěːkaʋt͡ʃeʋ
ijekavština	ijekǎːʋʃtina
iju	iju
ikad	îkad
ikada	îkada
ikakav	îkakaʋ
ikako	îkaːko
ikamo	îkamo
ikavac	ǐːkaʋat͡s
ikavica	ǐːkaʋit͡sa
ikavizam	ikaʋǐzam
ikavski	ǐːkaʋski
ikavski	ǐːkaʋskiː
ikavština	ikǎːʋʃtina
iko	îko
ikoji	îkojiː
ikoliko	îkoliko
ikona	ǐkona
ikonostas	ikonǒstas
ikra	îkra
ikud	îkud
ikuda	îkuda
ilegalac	ileɡǎːlat͡s
ilegalan	îleɡaːlan
ilegalno	îleɡaːlno
ilegalnost	ileɡǎːlnoːst
ilegitiman	îleɡitiːman
ilegitimno	îleɡitiːmno
ili	ili
ilir	ǐliːr
ilirac	ilǐːrat͡s
ilirija	ǐliːrija
ilirik	ilǐrik
ilirski	ǐliːrskiː
ilovast	ǐloʋast
ilovača	ǐloʋat͡ʃa
iluminacija	iluminǎːt͡sija
ilustracija	ilustrǎːt͡sija
ilustrativan	îlustratiːʋan
ilustrativno	îlustratiːʋno
ilustrator	ilǔstraːtor
iluzija	ǐluːzija
iluzionist	iluziǒnist
iluzionistički	iluzionǐstit͡ʃki
iluzionistički	iluzionǐstit͡ʃkiː
iluzionizam	iluzionǐzam
iluzoran	îluzoːran
iluzorno	îluzoːrno
im	im
imaginacija	imaɡinǎːt͡sija
imaginaran	îmaɡinaːran
imaginarno	îmaɡinaːrno
imaginativan	îmaɡinatiːʋan
imalac	ǐmalat͡s
imanentan	imaněntan
imanentnost	imaněntnoːst
imanje	imǎːɲe
imati	ǐmati
imbecil	imbět͡siːl
imbecilan	îmbet͡siːlan
imbecilitet	imbet͡silǐteːt
imbecilno	îmbet͡siːlno
imbecilnost	imbet͡sǐːlnoːst
ime	îme
imela	iměla
imendan	îmendaːn
imenica	îmenit͡sa
imenik	îmeniːk
imenitelj	iměniteʎ
imenjak	îmeɲaːk
imenovati	îmenoʋati
imenski	îmenskiː
imetak	iměːtak
imigracija	imiɡrǎːt͡sija
imigrant	imǐɡrant
imigrirati	imiɡrǐːrati
imitacija	imitǎːt͡sija
imitator	imǐtaːtor
imitirati	imitǐːrati
imobilan	îmobiːlan
imobilizacija	imobilizǎːt͡sija
imovinski	ǐmoʋinski
imovinski	ǐmoʋinskiː
impedancija	impedǎnt͡sija
imperativ	împeratiːʋ
imperativni	împeratiːʋniː
imperativno	împeratiːʋno
imperator	impěraːtor
imperfekt	împerfekt
imperfektivan	împerfektiːʋan
imperfektivizacija	imperfektiʋizǎːt͡sija
imperij	ǐmpeːriːj
imperija	ǐmpeːrija
imperijalist	imperijǎlist
imperijalistički	imperijalǐstit͡ʃki
imperijalistički	imperijalǐstit͡ʃkiː
imperijalizam	imperijalǐzam
imperijalni	împerijalniː
impersonalan	împersonaːlan
impersonalno	împersonaːlno
impersonalnost	impersonǎːlnoːst
impertinentan	impertiněntan
impertinentno	impertiněntno
implicirati	implit͡sǐːrati
implicitan	implǐt͡sitan
implikacija	implikǎːt͡sija
implozija	ǐmploːzija
import	ǐmport
importirati	importǐːrati
impotencija	impotěnt͡sija
impotentan	impotěntan
impotentno	impotěntno
impotentnost	impotěntnoːst
impozantan	impozǎntan
impozantno	impozǎntno
impozantnost	impozǎntnoːst
impregnacija	impreɡnǎːt͡sija
impregnirati	impreɡnǐːrati
impresija	imprěsija
impresioniran	impresiǒniran
impresionirati	impresionǐːrati
impresivan	împresiːʋan
impresivno	împresiːʋno
improvizacija	improʋizǎːt͡sija
improvizator	improʋǐzaːtor
improvizirano	improʋǐziːrano
improvizirati	improʋizǐːrati
impuls	ǐmpuls
impulsan	ǐmpulsan
impulzivac	impulzǐːʋat͡s
impulzivan	împulziːʋan
impulzivno	împulziːʋno
impulzivnost	impulzǐːʋnoːst
imputacija	imputǎːt͡sija
imputirati	imputǐːrati
imun	îmuːn
imunitet	imunǐteːt
imunizacija	imunizǎːt͡sija
imunizirati	imunizǐːrati
imunologija	imunolǒɡija
imunološki	imunǒloʃki
imunološki	imunǒloʃkiː
imunost	ǐmuːnoːst
imućan	îmuːt͡ɕan
imućnost	îmuːt͡ɕnoːst
inadekvatan	înadekʋatan
inat	ǐnaːt
inatiti	inǎːtiti
inatljiv	inǎtʎiʋ
inatljivo	inǎtʎiʋo
inauguracija	inauɡurǎːt͡sija
inauguralan	înauɡuraːlan
inaugurator	inauɡǔraːtor
inaugurirati	inauɡurǐːrati
inače	înaːt͡ʃe
inačica	inǎt͡ʃit͡sa
incest	ǐnt͡sest
incestuozan	înt͡sestuoːzan
incident	int͡sǐdent
indicija	ǐndiːt͡sija
indija	ǐndija
indijac	indǐːjat͡s
indijanac	indijǎːnat͡s
indijanka	indǐjaːnka
indijanski	indǐjaːnski
indijanski	indǐjaːnskiː
indijski	ǐndiːjski
indijski	ǐndiːjskiː
indikacija	indikǎːt͡sija
indikativ	îndikatiːʋ
indirektan	îndirektan
indirektno	îndirektno
indiskrecija	indiskrěːt͡sija
indiskretan	îndiskretan
indiskretno	îndiskretno
indisponiran	indispǒniːran
indisponirano	indispǒniːrano
individua	indiʋǐːdua
individualan	îndiʋiduaːlan
individualistički	indiʋidualǐstitʃki
individualistički	indiʋidualǐstitʃkiː
individualizam	indiʋidualǐzam
individualno	îndiʋiduaːlno
individualnost	indiʋiduǎːlnoːst
individuum	indiʋǐːduum
indoeuropski	indoěuroːpskiː
indoevropski	indoěʋroːpskiː
indoktrinacija	indoktrinǎːt͡sija
indolencija	indolěnt͡sija
indolentan	indolěntan
indolentno	indolěntno
indolentnost	indolěntnoːst
indolog	indǒloɡ
indologija	indolǒɡija
indološki	indǒloʃki
indološki	indǒloʃkiː
indonezija	indǒneːzija
indonezijski	indǒneːziːjskiː
indonežanin	indoněːʒanin
indukcija	indǔkt͡sija
induktivan	înduktiːʋan
induktivno	înduktiːʋno
industrija	indǔstrija
industrijalizirati	industrijalizǐːrati
industrijski	indǔstriːjski
industrijski	indǔstriːjskiː
inercija	iněrt͡sija
inertan	iněrtan
inertno	iněrtno
infaman	ǐnfaːman
infantilan	înfantiːlan
infantilizam	infantilǐzam
infantilno	înfantiːlno
infarkt	ǐnfarkt
infekcija	infěkt͡sija
inferioran	înferioːran
inferiorno	înferioːrno
infinitiv	înfinitiːʋ
inflacija	inflǎːt͡sija
inflacijski	inflǎːtsiːjski
inflacijski	inflǎːtsiːjskiː
infleksija	inflěksija
inflorescencija	inflorest͡sěːnt͡sija
informacija	informǎːt͡sija
informatika	informǎtika
informativan	înformatiːʋan
informativno	înformatiːʋno
informatičar	informǎtit͡ʃaːr
informirati	informǐːrati
infracrven	ǐnfrat͡srʋen
infrastruktura	infrastruktǔːra
infrastrukturni	infrastrǔktuːrniː
infuzija	ǐnfuːzija
ingeniozan	înɡenioːzan
inhalacija	inxalǎːt͡sija
inhalator	inxǎlaːtor
inherentan	inxerěntan
inhibicija	inxibǐːt͡sija
inicijal	init͡sǐjaːl
inicijalan	înit͡sijaːlan
inicijalno	înit͡sijaːlno
inicijativa	init͡sijatǐːʋa
inicijator	init͡sǐjaːtor
inje	îːɲe
injekcija	iɲěkt͡sija
inkompatibilan	înkompatibiːlan
inkompatibilno	înkompatibiːlno
inkubator	inkǔbaːtor
inkunabula	inkunǎbula
inkvizitor	inkʋǐziːtor
inkvizitorski	inkʋǐziːtorskiː
inokulacija	inokulǎːt͡sija
inostranstvo	inostrǎːnstʋo
inovacija	inoʋǎːt͡sija
inovativan	înoʋatiːʋan
inovirati	inoʋǐːrati
inozemni	înozeːmniː
inozemstvo	inozěːmstʋo
insekt	ǐnsekt
insekticid	insektǐt͡siːd
insolventan	insolʋěntan
inspekcija	inspěkt͡sija
inspekcijski	inspěkt͡siːjskiː
