abbadísin	apatiːsɪn
hnífur	n̥iːvʏr
hnífurinn	n̥iːvʏrɪn
hníga	n̥iːɣa
hnígur	n̥iːɣʏr
hnísur	n̥iːsʏr
hnökrar	n̥œːkrar
hnöppum	n̥œhpʏm
hnöppuðust	n̥œhpʏðʏst
hnött	n̥œht
hnöttinn	n̥œhtɪn
hnöttum	n̥œhtʏm
hnöttur	n̥œhtʏr
hnöttótt	n̥œhtouht
hnúa	n̥uːa
hnúarnir	n̥uːatnɪr
hnúfubakar	n̥uːvʏpaːkar
hnúk	n̥uːk
hnúkinn	n̥uːcɪn
hnúks	n̥uːks
hnúkurinn	n̥uːkʏrɪn
hnút	n̥uːt
hnúta	n̥uːta
hnútabindarana	n̥uːtapɪntarana
hnútana	n̥uːtana
hnútar	n̥uːtar
hnútinn	n̥uːtɪn
hnútnum	n̥uhtnʏm
hnútum	n̥uːtʏm
hnútur	n̥uːtʏr
hnúturinn	n̥uːtʏrɪn
hnúum	n̥uːʏm
hnúunum	n̥uːɔnʏm
hnýsast	n̥iːsast
hnýsilegt	n̥iːsɪlɛxt
hnýsni	n̥istnɪ
hnýta	n̥iːta
hnýti	n̥iːtɪ
hnýtt	n̥iht
hnýttust	n̥ihtʏst
hobbitanum	hɔpɪtanʏm
hof	hɔːv
hofanna	hɔːvana
hoffell	hɔfɛtl̥
hofgörðunum	hɔvkœrðɔnʏm
hofi	hɔːvɪ
hofin	hɔːvɪn
hofinu	hɔːvɪnʏ
hofsnes	hɔfstnɛs
hofsvallagötu	hɔfsvatlakœːtʏ
hofsá	hɔfsau
hofsósi	hɔfsousɪ
hofteigi	hɔfteijɪ
hoftóft	hɔftouht
hokin	hɔːcɪn
hokinn	hɔːcɪn
hokkí	hɔhki
hol	hɔːl
hola	hɔːla
holan	hɔːlan
holað	hɔːlað
hold	hɔlt
holdafari	hɔltafaːrɪ
holdfylltir	hɔltfɪl̥tɪr
holdi	hɔltɪ
holdleg	hɔltlɛɣ
holds	hɔlts
holdsins	hɔltsɪns
holdsveiki	hɔltsveicɪ
holdvotur	hɔltvɔtʏr
holgóma	hɔlkouma
holhöndum	hɔl̥hœntʏm
holi	hɔːlɪ
holið	hɔːlɪð
holl	hɔtl̥
holla	hɔtla
hollan	hɔtlan
holland	hɔlant
hollandi	hɔlantɪ
hollands	hɔlants
hollast	hɔtlast
hollendinga	hɔlɛntiŋka
hollendingar	hɔlɛntiŋkar
hollendingnum	hɔlɛntiŋknʏm
hollendingum	hɔlɛntiŋkʏm
hollendingurinn	hɔlɛntiŋkʏrɪn
hollensk	hɔlɛnsk
hollenska	hɔlɛnska
hollenski	hɔlɛnscɪ
hollensku	hɔlɛnskʏ
hollið	hɔlɪð
hollt	hɔl̥t
hollum	hɔtlʏm
hollur	hɔtlʏr
hollusta	hɔtlʏsta
hollustu	hɔtlʏstʏ
hollustuna	hɔtlʏstʏna
hollustuvernd	hɔtlʏstʏvɛnt
hollustuverndar	hɔtlʏstʏvɛntar
holmunns	hɔlmʏns
holsjár	hɔlsjaur
holt	hɔl̥t
holta	hɔl̥ta
holtaskóli	hɔl̥taskouːlɪ
holtastöðum	hɔl̥tastœːðʏm
holtaveg	hɔl̥tavɛːɣ
holtavegi	hɔl̥taveijɪ
holtavörðuheiði	hɔl̥tavœrðʏheiːðɪ
holti	hɔl̥tɪ
holtinu	hɔl̥tɪnʏ
holtið	hɔl̥tɪð
holtsbúð	hɔl̥tspuð
holtsgötu	hɔl̥tskœtʏ
holtsmúla	hɔl̥tsmula
holtsár	hɔl̥tsaur
holtum	hɔl̥tʏm
holu	hɔːlʏ
holukeppni	hɔːlʏcʰɛhpnɪ
holum	hɔːlʏm
holuna	hɔːlʏna
holunni	hɔːlʏnɪ
holunum	hɔːlɔnʏm
holur	hɔːlʏr
holurnar	hɔːlʏtnar
holóttum	hɔːlouhtʏm
homma	hɔma
hommabar	hɔmapaːr
hommar	hɔmar
hommi	hɔmɪ
homminn	hɔmɪn
hommum	hɔmʏm
hondu	hɔntʏ
honum	hɔːnʏm
hop	hɔːp
hopa	hɔːpa
hopað	hɔːpað
hopaði	hɔːpaðɪ
hopp	hɔhp
hoppa	hɔhpa
hoppandi	hɔhpantɪ
hoppar	hɔhpar
hoppað	hɔhpað
hoppaði	hɔhpaðɪ
hoppi	hɔhpɪ
hoppum	hɔhpʏm
hopuðu	hɔːpʏðʏ
hor	hɔːr
horast	hɔːrast
horaða	hɔːraða
horf	hɔrv
horfa	hɔrva
horfast	hɔrvast
horfi	hɔrvɪ
horfin	hɔrvɪn
horfinn	hɔrvɪn
horfins	hɔrvɪns
horfinu	hɔrvɪnʏ
horfir	hɔrvɪr
horfið	hɔrvɪð
horfna	hɔrtna
horfnar	hɔrtnar
horfnir	hɔrtnɪr
horfst	hɔr̥st
horft	hɔr̥t
horfum	hɔrvʏm
horfumst	hɔrvʏmst
horfur	hɔrvʏr
horfurnar	hɔrvʏtnar
horfði	hɔrðɪ
horfðir	hɔrðɪr
horfðist	hɔrðɪst
horfðu	hɔrðʏ
horfðum	hɔrðʏm
horfðumst	hɔrðʏmst
horfðust	hɔrðʏst
hormóna	hɔrmouna
hormónaplástur	hɔrmounaplaustʏr
hormónarugls	hɔrmounarʏkls
hormónastafurinn	hɔrmounastaːvʏrɪn
hormónin	hɔrmounɪn
hormónum	hɔrmounʏm
horn	hɔtn̥
hornafirði	hɔtnafɪrðɪ
hornafjarðar	hɔtnafjarðar
hornauga	hɔtnœiɣa
hornhraða	hɔrtnr̥aːða
horni	hɔtnɪ
hornin	hɔtnɪn
horninu	hɔtnɪnʏ
hornið	hɔtnɪð
hornrétt	hɔrtnrjɛht
hornspyrnu	hɔtnspɪtnʏ
hornstefið	hɔrtnstɛvɪð
hornsteinn	hɔtnsteitn̥
hornsteinum	hɔtnsteinʏm
hornstrandir	hɔtnstrantɪr
hornströndum	hɔrtnstrœntʏm
hornsíli	hɔtnsilɪ
hornum	hɔtnʏm
hornunum	hɔtnɔnʏm
horuð	hɔːrʏð
hossaðist	hɔsaðɪst
hosur	hɔːsʏr
hrafl	r̥apl̥
hrafn	r̥apn̥
hrafnagaldur	r̥apnakaltʏr
hrafnagili	r̥apnacɪːlɪ
hrafnagilsstræti	r̥apnacɪlstraiːtɪ
hrafnar	r̥apnar
hrafnarnir	r̥apnatnɪr
hrafngerður	r̥apn̥cɛrðʏr
hrafnhildar	r̥apnhɪltar
hrafnhildi	r̥apnhɪltɪ
hrafnhildur	r̥apnhɪltʏr
hrafni	r̥apnɪ
hrafninn	r̥apnɪn
hrafnistu	r̥apnɪstʏ
hrafnistuvelli	r̥apnɪstʏvɛtlɪ
hrafnkell	r̥apcɛtl̥
hrafnkels	r̥apcɛls
hrafnkelsson	r̥apcɛlsɔːn
hrafns	r̥aps
hrafnseyri	r̥apseirɪ
hrafnsson	r̥apsɔn
hrafnsvart	r̥apsvar̥t
hraka	r̥aːka
hrakandi	r̥aːkantɪ
hrakað	r̥aːkað
hrakaði	r̥aːkaðɪ
hrakhólum	r̥aːkhoulʏm
hrakin	r̥aːcɪn
hrakinn	r̥aːcɪn
hrakist	r̥aːcɪst
hrakið	r̥aːcɪð
hrakti	r̥axtɪ
hramminn	r̥amɪn
hranalegum	r̥aːnalɛːɣʏm
hrannar	r̥anar
hrannast	r̥anast
hrapa	r̥aːpa
hrapallega	r̥aːpalɛɣa
hrapandi	r̥aːpantɪ
hrapar	r̥aːpar
hrapað	r̥aːpað
hrapaði	r̥aːpaðɪ
hrapp	r̥ahp
hrappi	r̥ahpɪ
hrappsey	r̥ahpsei
hrappur	r̥aphʏr
hrasa	r̥aːsa
hrasar	r̥aːsar
hrasaði	r̥aːsaðɪ
hratt	r̥aht
hraun	r̥œiːn
hrauna	r̥œina
hraunbergi	r̥œinpɛrcɪ
hraunbollum	r̥œjnpɔtlʏm
hraunbæ	r̥œinpai
hraunbær	r̥œinpair
hraunbúar	r̥œjnpuar
hraunbúðum	r̥œinpuðʏm
hraundranga	r̥œintrauŋka
hraunfjörð	r̥œjnfjœrð
hraungrýti	r̥œjŋkritɪ
hraunhreppi	r̥œinr̥ɛhpɪ
hraunhvolf	r̥œjŋ̥kʰvɔlv
hraunhóli	r̥œinhoulɪ
hrauni	r̥œiːnɪ
hrauninu	r̥œiːnɪnʏ
hraunið	r̥œiːnɪð
hraunkælingu	r̥œjŋ̥cʰaːjlɪŋkʏ
hraunsel	r̥œinsɛl
hraunseli	r̥œinsɛlɪ
hraunsins	r̥œjnsɪns
hraunsprunga	r̥œjnspruŋka
hraunsási	r̥œjnsausɪ
hraunsúlur	r̥œinsulʏr
hraus	r̥œiːs
hraust	r̥œist
hrausta	r̥œista
hraustan	r̥œistan
hraustlega	r̥œistlɛɣa
hraustmenni	r̥œitsmɛnɪ
hraustu	r̥œistʏ
hraustum	r̥œistʏm
hraustur	r̥œistʏr
hraut	r̥œiːt
hraða	r̥aːða
hraðakstri	r̥aːðakstrɪ
hraðakstur	r̥aːðakstʏr
hraðaksturs	r̥aːðakstʏr̥s
hraðan	r̥aːðan
hraðann	r̥aːðan
hraðanum	r̥aːðanʏm
hraðar	r̥aːðar
hraðari	r̥aːðarɪ
hraðast	r̥aːðast
hraðastilli	r̥aːðastɪtlɪ
hraðaupphlaup	r̥aːðaʏhpl̥œip
hraðaupphlaupi	r̥aːðaʏhpl̥œipɪ
hraðaupphlaupum	r̥aːðaʏhpl̥œipʏm
hraðað	r̥aːðað
hraðaði	r̥aːðaðɪ
hraðbanka	r̥aðpauŋ̊ka
hraðbergi	r̥aðpɛrcɪ
hraðboði	r̥aðpɔðɪ
hraðbraut	r̥aðprœit
hraðbrautinni	r̥aðprœitɪnɪ
hraðferð	r̥aðfɛrð
hraðfrystihús	r̥aðfrɪstɪhuːs
hraðfrystihúsanna	r̥aðfrɪstɪhuːsana
hraðfrystihúss	r̥aðfrɪstɪhus
hraðfrystihússins	r̥aðfrɪstɪhusɪns
hraði	r̥aːðɪ
hraðinn	r̥aːðɪn
hraðlestinni	r̥aðlɛstɪnɪ
hraðlýginn	r̥aðlijɪn
hraðmæltur	r̥aðmail̥tʏr
hraðri	r̥aðrɪ
hraðsendingaþjónusta	r̥aðsɛntiŋkaθjouːnʏsta
hraðskreiður	r̥aðskrɛjðʏr
hraðskákmeistara	r̥aðskaukmɛjstara
hraður	r̥aːðʏr
hrefna	r̥ɛpna
hrefnan	r̥ɛpnan
hrefnu	r̥ɛpnʏ
hrefnukjötið	r̥ɛpnʏcʰœːtɪð
hrefnustofninum	r̥ɛpnʏstɔpnɪnʏm
hreggviðssyni	r̥ɛkvɪðsɪːnɪ
hreggviður	r̥ɛkvɪðʏr
hreif	r̥eiːv
hreifst	r̥eifst
hreim	r̥eiːm
hreimnum	r̥eimnʏm
hreimur	r̥eiːmʏr
hreimurinn	r̥eiːmʏrɪn
hrein	r̥eiːn
hreina	r̥eiːna
hreinan	r̥eiːnan
hreinar	r̥eiːnar
hreinasta	r̥eiːnasta
hreindýr	r̥eintir
hreindýrin	r̥eintirɪn
hreindýrið	r̥eintirɪð
hreini	r̥eiːnɪ
hreinir	r̥eiːnɪr
hreinlega	r̥einlɛɣa
hreinlegt	r̥ɛjnlɛxt
hreinleika	r̥einleika
hreinleiki	r̥ɛjnlɛjcɪ
hreinlæti	r̥einlaitɪ
hreinlætisiðnað	r̥ɛjnlajtɪsɪðnað
hreinlætisnámskeið	r̥ɛjnlajtɪstnaumscɛjð
hreinlætisumræður	r̥ɛjnlajtɪsʏmrajðʏr
hreinn	r̥eitn̥
hreinna	r̥eitna
hreinni	r̥eitnɪ
hreinræktaðri	r̥ɛjnrajxtaðrɪ
hreins	r̥eins
hreinsa	r̥einsa
hreinsar	r̥einsar
hreinsað	r̥einsað
hreinsdóttir	r̥einstouhtɪr
hreinsiefni	r̥ɛjnsɪɛpnɪ
hreinsiklúta	r̥ɛjnsɪkʰluːta
hreinsilögur	r̥ɛjnsɪlœːɣʏr
hreinsimjólkinni	r̥ɛjnsɪmjoul̥cɪnɪ
hreinsitækni	r̥ɛjnsɪtʰajhknɪ
hreinsivökvi	r̥ɛjnsɪvœːkvɪ
hreinsiútbúnaður	r̥ɛjnsɪuːtpunaðʏr
hreinskilin	r̥einscɪlɪn
hreinskilinn	r̥einscɪlɪn
hreinskilni	r̥einscɪlnɪ
hreinskilnislega	r̥einscɪlnɪstlɛɣa
hreinskiptin	r̥einscɪftɪn
hreinskiptinn	r̥einscɪftɪn
hreinsson	r̥einsɔn
hreinsun	r̥einsʏn
hreint	r̥ein̥t
hreinu	r̥eiːnʏ
hreinum	r̥eiːnʏm
hreistur	r̥eistʏr
hreiðar	r̥eiːðar
hreiðarsdóttir	r̥ɛːjðar̥stouhtɪr
hreiðarsson	r̥eiːðar̥sɔːn
hreiðarssonar	r̥ɛːjðar̥sɔːnar
hreiðra	r̥eiðra
hreiðraði	r̥eiðraðɪ
hreiðri	r̥eiðrɪ
hreiðrinu	r̥eiðrɪnʏ
hreiður	r̥eiːðʏr
hreiðurgerð	r̥ɛːjðʏrcɛrð
hrekja	r̥ɛːca
hrekk	r̥ɛhk
hrekkja	r̥ɛhca
hrekkjusvín	r̥ɛhcʏsviːn
hrekkjótt	r̥ɛhcouht
hrekklaus	r̥ɛhklœjs
hrekkur	r̥ɛhkʏr
hrekst	r̥ɛkst
hrella	r̥ɛtla
hrellingar	r̥ɛtliŋkar
hremma	r̥ɛma
hremmingar	r̥ɛmiŋkar
hremmingum	r̥ɛmiŋkʏm
hremmir	r̥ɛmɪr
hreppa	r̥ɛhpa
hreppar	r̥ɛhpar
hreppi	r̥ɛhpɪ
hreppnum	r̥ɛhpnʏm
hreppsbúa	r̥ɛfspua
hreppsins	r̥ɛhpsɪns
hreppsnefnd	r̥ɛhpstnɛmt
hreppsnefndar	r̥ɛhpstnɛmtar
hreppstjóra	r̥ɛhpstjoura
hreppstjórans	r̥ɛhpstjourans
hreppstjóri	r̥ɛhpstjourɪ
hreppstjórinn	r̥ɛhpstjourɪn
hreppti	r̥ɛftɪ
hrepptu	r̥ɛftʏ
hreppur	r̥ɛhpʏr
hress	r̥ɛs
hressa	r̥ɛsa
hressandi	r̥ɛsantɪ
hressar	r̥ɛsar
hressari	r̥ɛsarɪ
hressast	r̥ɛsast
hressi	r̥ɛsɪ
hressileg	r̥ɛsɪlɛɣ
hressilega	r̥ɛsɪlɛɣa
hressilegum	r̥ɛsɪlɛɣʏm
hressilegur	r̥ɛsɪlɛɣʏr
hressing	r̥ɛsiŋk
hressingu	r̥ɛsiŋkʏ
hressir	r̥ɛsɪr
hressti	r̥ɛstɪ
hreyfa	r̥eiva
hreyfanlegum	r̥ɛːjvanlɛːɣʏm
hreyfanleika	r̥ɛːjvanlɛːjka
hreyfast	r̥eivast
hreyfiafli	r̥ɛːjvɪaplɪ
hreyfilandi	r̥ɛːjvɪlantɪ
hreyfils	r̥eiːvɪls
hreyfilshúsinu	r̥eiːvɪlshuːsɪnʏ
hreyfilsins	r̥eiːvɪlsɪns
hreyfimyndir	r̥eiːvɪmɪntɪr
hreyfing	r̥eiːviŋk
hreyfinga	r̥eiːviŋka
hreyfingar	r̥eiːviŋkar
hreyfingarinnar	r̥eiːviŋkarɪnar
hreyfingarlaus	r̥eiːviŋkarlœiːs
hreyfingarlausa	r̥eiːviŋkarlœiːsa
hreyfingarlausar	r̥eiːviŋkarlœiːsar
hreyfingarlausir	r̥eiːviŋkarlœiːsɪr
hreyfingarnar	r̥eiːviŋkatnar
hreyfingin	r̥eiːviɲcɪn
hreyfings	r̥eiːviŋs
hreyfingu	r̥eiːviŋkʏ
hreyfingum	r̥eiːviŋkʏm
hreyfinguna	r̥eiːviŋkʏna
hreyfingunni	r̥eiːviŋkʏnɪ
hreyfingunum	r̥eiːviŋkɔnʏm
hreyfir	r̥eiːvɪr
hreyfist	r̥eiːvɪst
hreyfivinna	r̥ɛːjvɪvɪna
hreyfiþroskann	r̥ɛːjvɪθrɔskan
hreyfla	r̥eipla
hreyfli	r̥eiplɪ
hreyft	r̥eift
hreyfðar	r̥ɛjvðar
hreyfði	r̥eivðɪ
hreyfðu	r̥eivðʏ
hreyfðum	r̥eivðʏm
hreykin	r̥eiːcɪn
hreykinn	r̥eiːcɪn
hreykja	r̥eiːca
hreyknir	r̥eihknɪr
hreysi	r̥eiːsɪ
hreysinu	r̥eiːsɪnʏ
hreysið	r̥eiːsɪð
hreysti	r̥eistɪ
hreyta	r̥eiːta
hreytir	r̥eiːtɪr
hreytti	r̥eihtɪ
hrifin	r̥ɪːvɪn
hrifinn	r̥ɪːvɪn
hrifist	r̥ɪːvɪst
hrifið	r̥ɪːvɪð
hriflu	r̥ɪplʏ
hrifning	r̥ɪpniŋk
hrifningar	r̥ɪpniŋkar
hrifningin	r̥ɪpniɲcɪn
hrifningu	r̥ɪpniŋkʏ
hrifnir	r̥ɪpnɪr
hrifsa	r̥ɪfsa
hrifsar	r̥ɪfsar
hrifsað	r̥ɪfsað
hrifsaði	r̥ɪfsaðɪ
hrifu	r̥ɪːvʏ
hrifust	r̥ɪːvʏst
hrikaleg	r̥ɪːkalɛɣ
hrikalega	r̥ɪːkalɛɣa
hrikalegan	r̥ɪːkalɛɣan
hrikalegt	r̥ɪːkalɛxt
hrikalegu	r̥ɪːkalɛɣʏ
hrikalegur	r̥ɪːkalɛɣʏr
hrikti	r̥ɪxtɪ
hrinda	r̥ɪnta
hrindir	r̥ɪntɪr
hring	r̥iŋk
hringa	r̥iŋka
hringadróttinssögu	r̥iŋkatrouhtɪnsœːɣʏ
hringana	r̥iŋkana
hringbraut	r̥iŋprœit
hringbrautar	r̥iŋprœitar
hringbryggju	r̥iŋprɪcʏ
hringdans	r̥iŋtans
hringdi	r̥iŋtɪ
hringdir	r̥iŋtɪr
hringdirðu	r̥iŋtɪrʏ
hringdu	r̥iŋtʏ
hringekju	r̥iŋkɛcʏ
hringfellingarnar	r̥iŋkfɛtliŋkatnar
hringferð	r̥iŋkfɛrð
hringfleti	r̥iŋkflɛtɪ
hringform	r̥iŋkfɔrm
hringhröðun	r̥iŋkr̥œðʏn
hringi	r̥iɲcɪ
hringina	r̥iɲcɪna
hringingar	r̥iɲciŋkar
hringingin	r̥iɲciɲcɪn
hringingu	r̥iɲciŋkʏ
hringinguna	r̥iɲciŋkʏna
hringingunni	r̥iɲciŋkʏnɪ
hringinn	r̥iɲcɪn
hringir	r̥iɲcɪr
hringirðu	r̥iɲcɪrʏ
hringiðu	r̥iŋkɪðʏ
hringj	r̥iɲc
hringja	r̥iɲca
hringjum	r̥iɲcʏm
hringla	r̥iŋkla
hringlaga	r̥iŋklaɣa
hringlaði	r̥iŋklaðɪ
hringnum	r̥iŋknʏm
hringrás	r̥iŋkraus
hringrásina	r̥iŋkrausɪna
hrings	r̥iŋks
hringsins	r̥iŋksɪns
hringsneri	r̥iŋkstnjɛrɪ
hringsnerust	r̥iŋkstnjɛrʏst
hringsnýst	r̥iŋkstnist
hringsson	r̥iŋksɔn
hringstiga	r̥iŋkstɪɣa
hringstigann	r̥iŋstɪɣan
hringsólaði	r̥iŋksoulaðɪ
hringsóluðu	r̥iŋksoulʏðʏ
hringt	r̥iŋ̊t
hringtorg	r̥iŋktʰɔrk
hringum	r̥iŋkʏm
hringur	r̥iŋkʏr
hringurinn	r̥iŋkʏrɪn
hringvegi	r̥iŋkvɛjɪ
hringveginn	r̥iŋkvɛjɪn
hringveginum	r̥iŋkveijɪnʏm
hrint	r̥ɪn̥t
hrintu	r̥ɪn̥tʏ
hrinu	r̥ɪːnʏ
hripa	r̥ɪːpa
hripaði	r̥ɪːpaðɪ
hrist	r̥ɪst
hrista	r̥ɪsta
hristast	r̥ɪstast
hristi	r̥ɪstɪ
hristir	r̥ɪstɪr
hristu	r̥ɪstʏ
hristur	r̥ɪstʏr
hrjá	r̥jauː
hrjáir	r̥jauːɪr
hrjáð	r̥jauːð
hrjáði	r̥jauːðɪ
hrjáðu	r̥jauːðʏ
hrjóstrug	r̥joustrʏɣ
hrjóstruga	r̥joustʏɣa
hrjóta	r̥jouːta
hrjótandi	r̥jouːtantɪ
hrjúf	r̥juːv
hrjúfa	r̥juːva
hrjúfan	r̥juːvan
hrjúfri	r̥juvrɪ
hrjúft	r̥juft
hrjúfur	r̥juːvʏr
hrogn	r̥ɔkn̥
hrognum	r̥ɔknʏm
hroka	r̥ɔːka
hrokafulla	r̥ɔːkafʏtla
hrokafullt	r̥ɔːkafʏl̥t
hrokafullur	r̥ɔːkafʏtlʏr
hroki	r̥ɔːcɪ
hrokinn	r̥ɔːcɪn
hrokkið	r̥ɔhcɪð
hrokkna	r̥ɔhkna
hroll	r̥ɔtl̥
hrollinn	r̥ɔtlɪn
hrollkalt	r̥ɔtl̥kal̥t
hrollköldum	r̥ɔtlkʰœltʏm
hrollur	r̥ɔtlʏr
hrollurinn	r̥ɔtlʏrɪn
hrollvekja	r̥ɔtlvɛca
hrollvekjandi	r̥ɔtlvɛcantɪ
hross	r̥ɔs
hrossa	r̥ɔsa
hrossabænda	r̥ɔsapainta
hrossagauk	r̥ɔsakœik
hrossagaukur	r̥ɔsakœiːkʏr
hrossakjöti	r̥ɔsacʰœːtɪ
hrossanna	r̥ɔsana
hrossarækt	r̥ɔsaraixt
hrossastofn	r̥ɔsastɔpn̥
hrossataði	r̥ɔsataːðɪ
hrossi	r̥ɔsɪ
hrossin	r̥ɔsɪn
hrossið	r̥ɔsɪð
hrossum	r̥ɔsʏm
hrossunum	r̥ɔsɔnʏm
hrottalega	r̥ɔhtalɛɣa
hrottaskap	r̥ɔhtaskaːp
hrotur	r̥ɔːtʏr
hroturnar	r̥ɔːtʏtnar
hroðaleg	r̥ɔːðalɛɣ
hroðalegt	r̥ɔːðalɛxt
hroðalegu	r̥ɔːðalɛɣʏ
hrukka	r̥ʏhka
hrukkaði	r̥ʏhkaðɪ
hrukku	r̥ʏhkʏ
hrukkum	r̥ʏhkʏm
hrukkur	r̥ʏhkʏr
hrukkurnar	r̥ʏhkʏtnar
hrun	r̥ʏːn
hrunamannahreppi	r̥ʏːnamanar̥ɛhpɪ
hrunamannahreppur	r̥ʏːnamanar̥ɛhpʏr
hrund	r̥ʏnt
hrundar	r̥ʏntar
hrundi	r̥ʏntɪ
hrundið	r̥ʏntɪð
hrundu	r̥ʏntʏ
hruni	r̥ʏːnɪ
hruninn	r̥ʏːnɪn
hrunið	r̥ʏːnɪð
hrutu	r̥ʏːtʏ
hrygg	r̥ɪk
hryggbeinið	r̥ɪkpɛjnɪð
hryggigt	r̥ɪkcɪxt
hrygginn	r̥ɪcɪn
hryggnum	r̥ɪknʏm
hryggs	r̥ɪks
hryggur	r̥ɪkʏr
hryggvöðva	r̥ɪkvœðva
hryggð	r̥ɪɣð
hrygna	r̥ɪkna
hrygningartíma	r̥ɪkniŋkar̥tʰiːma
hrygningu	r̥ɪkniŋkʏ
hrygnt	r̥ɪŋ̥t
hrykki	r̥ɪhcɪ
hryllileg	r̥ɪtlɪlɛɣ
hryllilega	r̥ɪtlɪlɛɣa
hryllilegt	r̥ɪtlɪlɛxt
hryllilegu	r̥ɪtlɪlɛɣʏ
hryllilegum	r̥ɪtlɪlɛɣʏm
hryllilegur	r̥ɪtlɪlɛɣʏr
hrylling	r̥ɪtliŋk
hryllingi	r̥ɪtliɲcɪ
hryllingur	r̥ɪtliŋkʏr
hryllingurinn	r̥ɪtliŋkʏrɪn
hryllir	r̥ɪtlɪr
hryllti	r̥ɪl̥tɪ
hryn	r̥ɪːn
hryndi	r̥ɪntɪ
hrynja	r̥ɪnja
hrynjandi	r̥ɪnjantɪ
hrynleysu	r̥inlɛjsʏ
hrynur	r̥ɪːnʏr
hryssingslega	r̥ɪsiŋstlɛɣa
hryssuna	r̥ɪsʏna
hryssur	r̥ɪsʏr
hryssurnar	r̥ɪsʏtnar
hryðjan	r̥ɪðjan
hryðjuverk	r̥ɪðjʏvɛr̥k
hryðjuverka	r̥ɪðjʏvɛr̥ka
hryðjuverkamanna	r̥ɪðjʏvɛr̥kamana
hryðjuverkamannanna	r̥ɪðjʏvɛr̥kamanana
hryðjuverkamannsins	r̥ɪðjʏvɛr̥kamansɪns
hryðjuverkamenn	r̥ɪðjʏvɛr̥kamɛn
hryðjuverkamönnum	r̥ɪðjʏvɛr̥kamœnʏm
hryðjuverkanna	r̥ɪðjʏvɛr̥kana
hryðjuverkasamtaka	r̥ɪðjʏvɛr̥kasamtaka
hryðjuverkasamtakanna	r̥ɪðjʏvɛr̥kasamtakana
hryðjuverkasamtök	r̥ɪðjʏvɛr̥kasamtœk
hryðjuverkastarfsemi	r̥ɪðjʏvɛr̥kastarvsɛmɪ
hryðjuverkin	r̥ɪðjʏvɛr̥cɪn
hryðjuverkið	r̥ɪðjʏvɛr̥cɪð
hryðjuverkum	r̥ɪðjʏvɛr̥kʏm
hryðjuverkunum	r̥ɪðjʏvɛr̥kɔnʏm
hrá	r̥auː
hráa	r̥auːa
hráan	r̥auːan
hráefni	r̥auːɛpnɪ
hráefnis	r̥auːɛpnɪs
hráefnið	r̥auːɛpnɪð
hráefnum	r̥auːɛpnʏm
hráka	r̥auːka
hráki	r̥auːcɪ
hrár	r̥aːur
hráslagalegt	r̥auːstlaɣalɛxt
hrátt	r̥auht
hráu	r̥auːʏ
hráum	r̥auːʏm
hráviði	r̥auːvɪðɪ
hræ	r̥aiː
hrædd	r̥ait
hrædda	r̥aita
hræddar	r̥aitar
hræddari	r̥aitarɪ
hræddi	r̥aitɪ
hræddir	r̥aitɪr
hræddist	r̥aitɪst
hræddu	r̥aitʏ
hræddur	r̥aitʏr
hræddust	r̥aitʏst
hræið	r̥aijɪð
hrækja	r̥aiːca
hrækt	r̥aixt
hræra	r̥aiːra
hrærast	r̥aiːrast
hrærigraut	r̥aiːrɪkrœiːt
hræringar	r̥aiːriŋkar
hrærir	r̥aiːrɪr
hrærist	r̥aiːrɪst
hrærivélarnar	r̥aːjrɪvjɛːlatnar
hrærið	r̥aiːrɪð
hrært	r̥air̥t
hrærð	r̥airð
hrærðist	r̥airðɪst
hrærðu	r̥airðʏ
hræsni	r̥aistnɪ
hrætt	r̥aiht
hræða	r̥aiːða
hræðast	r̥aiːðast
hræðileg	r̥aiːðɪlɛɣ
hræðilega	r̥aiːðɪlɛɣa
hræðilegan	r̥aiːðɪlɛɣan
hræðilegar	r̥aiːðɪlɛɣar
hræðilegra	r̥aiːðɪlɛɣra
hræðilegri	r̥aiːðɪlɛɣrɪ
hræðilegt	r̥aiːðɪlɛxt
hræðilegu	r̥aiːðɪlɛɣʏ
hræðir	r̥aiːðɪr
hræðist	r̥aiːðɪst
hræðsla	r̥aiðstla
hræðslan	r̥aiðstlan
hræðslu	r̥aiðstlʏ
hræðslulega	r̥aiðstlʏlɛɣa
hræðsluna	r̥aiðstlʏna
hræður	r̥aiːðʏr
hrífa	r̥iːva
hrífandi	r̥iːvantɪ
hrífast	r̥iːvast
hrífst	r̥ifst
hrífuna	r̥iːvʏna
hrífur	r̥iːvʏr
hrím	r̥iːm
hrímfögur	r̥imfœɣʏr
hrína	r̥iːna
hrísalundi	r̥iːsalʏntɪ
hrísbrú	r̥iːspru
hrísey	r̥iːsei
hríseyjar	r̥iːsɛjar
hrísgrjón	r̥iːskrjoun
hrísgrjónadeigi	r̥iːskrjounatɛːjɪ
hrísgrjónagraut	r̥iːskrjounakrœiːt
hrísgrjónaköggli	r̥iːskrjounakʰœklɪ
hrísgrjónastallar	r̥iːskrjounastatlar
hrísgrjónaökrum	r̥iːskrjounaœːkrʏm
hrísgrjónin	r̥iːskrjounɪn
hrísgrjónum	r̥iːskrjounʏm
hrísla	r̥istla
hríslast	r̥istlast
hríslaðist	r̥istlaðɪst
hríslukvisti	r̥istlʏkʰvɪstɪ
