ۋە	wˈæ
ئۆزگىرىشى	ˌœzɡɪɾˈɪʃɪ
ئۆزەم	ˈœzæm
ئۆلدى	ˈœldɪ
ئۆيى	ˈœjɪ
ئۇرۇپ	ˈuɾup
ئۇلۇس	ˈulus
ئۇچۇش	ˈut͡ʃuʃ
ئېرى	ˈeɾɪ
ئېسىمدە	esˈɪmdæ
ئېغىزى	eʁˈɪzɪ
ئېقىم	ˈeqɪm
ئېلىمىزنىڭ	ˌelɪmˈɪznɪŋ
ئېلېكتىر	elˈektɪr
ئېڭى	ˈeŋɪ
ئەرتۇغرۇل	ærtˈuʁrul
ئەزىز	ˈæzɪz
ئەسكەرتىپ	æskˈærtɪp
ئەشمە	ˈæʃmæ
ئەقىدە	æqˈɪdæ
ئەللەر	ˈællær
ئەمەلدار	æmˈældɑr
باجنى	bˈɑd͡ʒnɪ
بارلىقى	bɑrlˈɪqɪ
باشلىرىدا	bˌɑʃlɪɾˈɪdɑ
باغ	bˈɑʁ
باغلىغان	bɑʁlˈɪʁɑn
بالىڭىز	bɑlˈɪŋɪz
بولغاچ	bˈolʁɑt͡ʃ
بولمايتتى	bolmˈɑjttɪ
بولىۋېرىدۇ	bˌolɪweɾˈɪdu
بىرلە	bˈɪrlæ
بىرلەشمىسى	bˌɪrlæʃmˈɪsɪ
بىزمۇ	bˈɪzmu
بىلدۈرگەن	bɪldˈyrɡæn
بۆلۈپ	bˈœlyp
بۆلەك	bˈœlæk
بۇيانقى	bujˈɑnqɪ
بېرىشىنى	bˌeɾɪʃˈɪnɪ
بېسىم	bˈesɪm
بېسىمى	besˈɪmɪ
بېقىپ	bˈeqɪp
بەرمەيدۇ	bærmˈæjdu
تارتىدۇ	tɑrtˈɪdu
تارقىتىلغان	tˌɑrqɪtˈɪlʁɑn
تارىخنى	tɑɾˈɪχnɪ
تارىخنىڭ	tɑɾˈɪχnɪŋ
تازىلاش	tɑzˈɪlɑʃ
تاق	tˈɑq
تاقىم	tˈɑqɪm
تولۇقسىز	tolˈuqsɪz
تونۇش	tˈonuʃ
تونۇشتۇرۇلغان	tˌonuʃtuɾˈulʁɑn
تىياتىر	tɪjˈɑtɪr
تۇتۇشقا	tutˈuʃqɑ
تۇرمۇشتا	turmˈuʃtɑ
تۇغقان	tˈuʁqɑn
تۇغما	tˈuʁmɑ
تۈركىستاندا	tˌyrkɪstˈɑndɑ
تېخىچە	teχˈɪt͡ʃæ
تە	tˈæ
تەربىيىلەش	tˌærbɪjˈɪlæʃ
تەسىرىنى	tˌæsɪɾˈɪnɪ
تەشكىلاتىنىڭ	tˌæʃkɪlɑtˈɪnɪŋ
تەپتىش	tˈæptɪʃ
تەھسىل	tˈæhsɪl
جىسىم	d͡ʒˈɪsɪm
جىن	d͡ʒˈɪn
جۇڭگوغا	d͡ʒuŋɡˈoʁɑ
جۇڭگۇ	d͡ʒˈuŋɡu
جەنۇبتا	d͡ʒænˈubtɑ
جەنۇبقا	d͡ʒænˈubqɑ
جەھەتتىمۇ	d͡ʒˌæhættˈɪmu
خاتىرىسى	χˌɑtɪɾˈɪsɪ
خۇشال	χˈuʃɑl
خۇلاسە	χulˈɑsæ
خېمىرتۇرۇچ	χˌemɪrtˈuɾut͡ʃ
خەلققە	χˈælqqæ
خەنچە	χˈænt͡ʃæ
دائىرىسىنى	dˌɑɪɾɪsˈɪnɪ
دادام	dˈɑdɑm
دوكتۇرلۇق	doktˈurluq
دىننىڭ	dˈɪnnɪŋ
دۆلەتلىرىنىڭ	dˌœlætlɪɾˈɪnɪŋ
دۇنياۋى	dunjˈɑwɪ
دەرىجىگە	dˌæɾɪd͡ʒˈɪɡæ
دەرىجە	dæɾˈɪd͡ʒæ
دەلىل	dˈælɪl
رايونلار	rɑjˈonlɑr
رەسمى	rˈæsmɪ
رەھبەرلىك	ræhbˈærlɪk
زىكىر	zˈɪkɪr
زىياننى	zɪjˈɑnnɪ
سازاۋەر	sɑzˈɑwær
سورىغان	soɾˈɪʁɑn
سوممىسى	sommˈɪsɪ
سى	sˈɪ
سىرلىق	sˈɪrlɪq
سىزدە	sˈɪzdæ
سۆيۈملۈك	sœjˈymlyk
سۆھبەت	sˈœhbæt
سۇس	sˈus
سۈرىدۇ	syɾˈɪdu
سەئۇدى	sæˈudɪ
سەۋەبلەر	sæwˈæblær
شىسى	ʃˈɪsɪ
شىنجاڭدا	ʃɪnd͡ʒˈɑŋdɑ
شۆبە	ʃˈœbæ
شېئىرلىرى	ʃˌeɪrlˈɪɾɪ
شەرىئەت	ʃæɾˈɪæt
فرانسۇز	frˈɑnsuz
قارايمەن	qɑɾˈɑjmæn
قارمىقىدىكى	qˌɑrmɪqɪdˈɪkɪ
قارىمۇ	qɑɾˈɪmu
قالمىغان	qɑlmˈɪʁɑn
قايتقاندىن	qɑjtqˈɑndɪn
قوزغىلاڭ	qozʁˈɪlɑŋ
قوشۇلىدۇ	qˌoʃulˈɪdu
قوشۇنلىرى	qˌoʃunlˈɪɾɪ
قوغداپ	qˈoʁdɑp
قويۇشى	qojˈuʃɪ
قىرغىنچىلىق	qˌɪrʁɪnt͡ʃˈɪlɪq
قىلسۇن	qˈɪlsun
قىلماسلىق	qɪlmˈɑslɪq
قىلمايدىغان	qˌɪlmɑjdˈɪʁɑn
قۇش	qˈuʃ
قەشقەردىكى	qˌæʃqærdˈɪkɪ
قەلبىدە	qælbˈɪdæ
كىرىشكە	kɪɾˈɪʃkæ
كۆتۈرۈش	kœtˈyɾyʃ
كۆرۈشكە	kœɾˈyʃkæ
كۆرۈنۈش	kœɾˈynyʃ
كۆزىگە	kœzˈɪɡæ
كۈلتۈر	kˈyltyr
كېتىشكە	ketˈɪʃkæ
لازا	lˈɑzɑ
لەشكەر	lˈæʃkær
مابەينىدە	mˌɑbæjnˈɪdæ
ماتېرىياللارنى	mˌɑteɾˌɪjɑllˈɑrnɪ
ماگىستىرلىق	mˌɑɡɪstˈɪrlɪq
ماھىر	mˈɑhɪr
موھىم	mˈohɪm
مىللەتلەرنى	mˌɪllætlˈærnɪ
مىللەتلەرگە	mˌɪllætlˈærɡæ
مىنگو	mˈɪnɡo
مۇئەسسەسەلىرى	mˌuæssˌæsælˈɪɾɪ
مۇكاپاتقا	mˌukɑpˈɑtqɑ
مۇناسىۋىتىنى	mˌunɑsˌɪwɪtˈɪnɪ
مېنىڭچە	menˈɪŋt͡ʃæ
مەدەنىيىتىنىڭ	mˌædænˌɪjɪtˈɪnɪŋ
مەشىق	mˈæʃɪq
مەمتېلى	mæmtˈelɪ
مەنىسىدە	mˌænɪsˈɪdæ
مەنىسىنى	mˌænɪsˈɪnɪ
مەنپەئەتى	mˌænpæˈætɪ
مەھكىمىسىنىڭ	mˌæhkɪmɪsˈɪnɪŋ
ناخشىسى	nɑχʃˈɪsɪ
ناھىيىسىگە	nˌɑhɪjɪsˈɪɡæ
نۆۋەتتىكى	nˌœwættˈɪkɪ
نۇزۇكۇمنىڭ	nˌuzukˈumnɪŋ
نەزەرىيىسى	nˌæzæɾɪjˈɪsɪ
نەشرىيات	næʃrˈɪjɑt
يوقىتىپ	joqˈɪtɪp
يۈسۈپنىڭ	jysˈypnɪŋ
يېتەكچىلىك	jˌetækt͡ʃˈɪlɪk
يېقىندىن	jeqˈɪndɪn
يەكشەنبە	jækʃˈænbæ
يەنىمۇ	jænˈɪmu
پادىشاھلىقى	pˌɑdɪʃɑhlˈɪqɪ
پولات	pˈolɑt
پۇرسىتى	pursˈɪtɪ
پېداگوگىكا	pˌedɑɡoɡˈɪkɑ
چۈشۈرۈپ	t͡ʃyʃˈyɾyp
چەرچەن	t͡ʃˈært͡ʃæn
گېن	ɡˈen
گېپىنى	ɡepˈɪnɪ
ھ	h
ھاجىم	hˈɑd͡ʒɪm
ھالىتى	hɑlˈɪtɪ
ھون	hˈon
ھويلا	hˈojlɑ
ھىچكىم	hˈɪt͡ʃkɪm
ھېلىمۇ	helˈɪmu
ھېيىت	hˈejɪt
ھەدىسلەر	hædˈɪslær
ۋاستىسى	wɑstˈɪsɪ
of	ˈof
ئابدۇقادىر	ˌɑbduqˈɑdɪr
ئابدۇلئەزىز	ˌɑbdulˈæzɪz
ئارسلان	ˈɑrslɑn
ئارىق	ˈɑɾɪq
ئاساسلانغاندا	ˌɑsɑslɑnʁˈɑndɑ
ئالاقىلىشىش	ˌɑlɑqɪlˈɪʃɪʃ
ئالاھىدىلىك	ˌɑlɑhɪdˈɪlɪk
ئامالسىز	ɑmˈɑlsɪz
ئامىرىكا	ˌɑmɪɾˈɪkɑ
ئانىسىغا	ˌɑnɪsˈɪʁɑ
ئانىلارنىڭ	ˌɑnɪlˈɑrnɪŋ
ئاياغ	ˈɑjɑʁ
ئاياللىرى	ˌɑjɑllˈɪɾɪ
ئاپئاق	ˈɑpɑq
ئاپپاراتى	ˌɑppɑɾˈɑtɪ
ئورنىدىن	ornˈɪdɪn
ئورگانىك	orɡˈɑnɪk
ئورگىنىنىڭ	ˌorɡɪnˈɪnɪŋ
ئورۇنلاردىن	ˌoɾunlˈɑrdɪn
ئوغلىنى	oʁlˈɪnɪ
ئوقۇتقۇچىلار	ˌoqutqut͡ʃˈɪlɑr
ئوقۇرمەنلەرگە	ˌoqurmænlˈærɡæ
ئوقۇشىنى	ˌoquʃˈɪnɪ
ئوڭدىن	ˈoŋdɪn
ئوڭۇشلۇق	oŋˈuʃluq
ئىت	ˈɪt
ئىتىراپ	ɪtˈɪɾɑp
ئىراق	ˈɪɾɑq
ئىستانسىسىنىڭ	ˌɪstɑnsɪsˈɪnɪŋ
ئىستەك	ˈɪstæk
ئىقتىدارىنى	ˌɪqtɪdɑɾˈɪnɪ
ئىككىمىز	ɪkkˈɪmɪz
ئىككىنچىسى	ˌɪkkɪnt͡ʃˈɪsɪ
ئىمپېرىيە	ˌɪmpeɾˈɪjæ
ئىچكىرىدىكى	ˌɪt͡ʃkɪɾɪdˈɪkɪ
ئىگىز	ˈɪɡɪz
ئۆرپ	ˈœrp
ئۆزبېكىستان	ˌœzbekˈɪstɑn
ئۆزىڭىزنى	ˌœzɪŋˈɪznɪ
ئۆزىڭىزگە	ˌœzɪŋˈɪzɡæ
ئۆلكىسىنىڭ	ˌœlkɪsˈɪnɪŋ
ئۆلگەندىن	œlɡˈændɪn
ئۆينى	ˈœjnɪ
ئۇرۇشىدىن	ˌuɾuʃˈɪdɪn
ئۇسسۇلى	ussˈulɪ
ئۇقۇملار	uqˈumlɑr
ئۇندىن	ˈundɪn
ئۇنىۋېرسىتېتىدا	ˌunɪwˌersɪtetˈɪdɑ
ئۇنۋان	ˈunwɑn
ئېتىبار	etˈɪbɑr
ئېرىق	ˈeɾɪq
ئەبۇبەكرى	ˌæbubˈækrɪ
ئەجدادلىرىمىزنىڭ	ˌæd͡ʒdɑdlˌɪɾɪmˈɪznɪŋ
ئەركەك	ˈærkæk
ئەرەبلەرنىڭ	ˌæɾæblˈærnɪŋ
ئەسەرلىرىنىڭ	ˌæsærlɪɾˈɪnɪŋ
ئەسەرنى	æsˈærnɪ
ئەكىلىپ	ækˈɪlɪp
ئەلدە	ˈældæ
ئەلچىسى	ælt͡ʃˈɪsɪ
ئەنئەنە	ænˈænæ
ئەپۇ	ˈæpu
ب	b
بارا	bˈɑɾɑ
باراۋەرلىك	bˌɑɾɑwˈærlɪk
باسقان	bˈɑsqɑn
باسقۇچقا	bɑsqˈut͡ʃqɑ
باقتىم	bˈɑqtɪm
بالىسىنى	bˌɑlɪsˈɪnɪ
بالىلىرىغا	bˌɑlɪlɪɾˈɪʁɑ
بانان	bˈɑnɑn
باھانە	bɑhˈɑnæ
بوشلۇقى	boʃlˈuqɪ
بولدۇق	bˈolduq
بولغانىدى	bˌolʁɑnˈɪdɪ
بولۇشنىڭ	bolˈuʃnɪŋ
بولۇشىمۇ	bˌoluʃˈɪmu
بولۇۋاتىدۇ	bˌoluwɑtˈɪdu
بوي	bˈoj
بوۋاينىڭ	bowˈɑjnɪŋ
بىلدۈرىدىغان	bˌɪldyɾɪdˈɪʁɑn
بۇزۇلۇپ	buzˈulup
بېرىلىشى	bˌeɾɪlˈɪʃɪ
بېرىلىپ	beɾˈɪlɪp
بەدەننى	bædˈænnɪ
بەدەننىڭ	bædˈænnɪŋ
تارىخچى	tɑɾˈɪχt͡ʃɪ
تاشلاش	tˈɑʃlɑʃ
تالانت	tˈɑlɑnt
تالىشىش	tɑlˈɪʃɪʃ
تاپتى	tˈɑptɪ
توختىتىش	toχtˈɪtɪʃ
توماس	tˈomɑs
تومۇر	tˈomur
تىخىمۇ	tɪχˈɪmu
تىزىپ	tˈɪzɪp
تىكلەپ	tˈɪklæp
تىياتىرى	tˌɪjɑtˈɪɾɪ
تۆلەپ	tˈœlæp
تۆھپىسى	tœhpˈɪsɪ
تۇرۇشقا	tuɾˈuʃqɑ
تۇغلۇق	tˈuʁluq
تۇغۇت	tˈuʁut
تۇەن	tˈuæn
تۈركلىرى	tyrklˈɪɾɪ
تۈرلىرىنىڭ	tˌyrlɪɾˈɪnɪŋ
تەرتىپى	tærtˈɪpɪ
تەرەققىياتىنى	tˌæɾæqqˌɪjɑtˈɪnɪ
تەشكىلاتلارنىڭ	tˌæʃkɪlɑtlˈɑrnɪŋ
تەقدىردىمۇ	tˌæqdɪrdˈɪmu
تەقسىم	tˈæqsɪm
تەنقىد	tˈænqɪd
تەنھەرىكەت	tˌænhæɾˈɪkæt
جايلارنى	d͡ʒɑjlˈɑrnɪ
جاۋابكارلىقىنى	d͡ʒˌɑwɑbkˌɑrlɪqˈɪnɪ
جۇ	d͡ʒˈu
جۇڭگودا	d͡ʒuŋɡˈodɑ
جەمئىيەتشۇناسلىق	d͡ʒˌæmɪjˌætʃunˈɑslɪq
جەمئىيەتنى	d͡ʒˌæmɪjˈætnɪ
جەمەتى	d͡ʒæmˈætɪ
جەننەت	d͡ʒˈænnæt
جەنۇبىدىكى	d͡ʒˌænubɪdˈɪkɪ
خارابىسى	χˌɑɾɑbˈɪsɪ
خاننى	χˈɑnnɪ
خىتايلار	χɪtˈɑjlɑr
خۇدا	χˈudɑ
خەۋىرى	χæwˈɪɾɪ
دائىرىسىدە	dˌɑɪɾɪsˈɪdæ
دادا	dˈɑdɑ
دورىلارنى	dˌoɾɪlˈɑrnɪ
دوستلار	dˈostlɑr
دوكتۇر	dˈoktur
دىئامېتىرى	dˌɪɑmetˈɪɾɪ
دىيارىدىكى	dˌɪjɑɾɪdˈɪkɪ
دۇنياسىدىكى	dˌunjɑsɪdˈɪkɪ
دېسەم	dˈesæm
دېگەندىن	deɡˈændɪn
دەيمەن	dˈæjmæn
رەڭدە	rˈæŋdæ
زىيىنى	zɪjˈɪnɪ
سادىق	sˈɑdɪq
ساز	sˈɑz
ساقىت	sˈɑqɪt
ساما	sˈɑmɑ
سانائىتى	sˌɑnɑˈɪtɪ
ساھەسىگە	sˌɑhæsˈɪɡæ
سودىگەر	sodˈɪɡær
سورايدۇ	soɾˈɑjdu
سورۇندا	soɾˈundɑ
سىزىق	sˈɪzɪq
سىمسىز	sˈɪmsɪz
سىناپ	sˈɪnɑp
سۇرە	sˈuɾæ
سەئىد	sˈæɪd
شانلىق	ʃˈɑnlɪq
شۇغۇللىنىدىغان	ʃˌuʁullˌɪnɪdˈɪʁɑn
شۇنچىلىك	ʃunt͡ʃˈɪlɪk
غوللۇق	ʁˈolluq
فارابى	fɑɾˈɑbɪ
فىقھىي	fˈɪqhɪj
قاتارىغا	qˌɑtɑɾˈɪʁɑ
قالدۇق	qˈɑlduq
قالماي	qˈɑlmɑj
قانداقلا	qɑndˈɑqlɑ
قانۇندىكى	qˌɑnundˈɪkɪ
قايتۇرۇش	qɑjtˈuɾuʃ
قوللىشىغا	qˌollɪʃˈɪʁɑ
قولىدىكى	qˌolɪdˈɪkɪ
قويسا	qˈojsɑ
قوينىڭ	qˈojnɪŋ
قىزنى	qˈɪznɪ
قىسمىنىڭ	qɪsmˈɪnɪŋ
قىسىملىق	qɪsˈɪmlɪq
قىلىنغۇچى	qˌɪlɪnʁˈut͡ʃɪ
قىلىنمايدۇ	qˌɪlɪnmˈɑjdu
قۇبۇل	qˈubul
قېرىنداشلار	qˌeɾɪndˈɑʃlɑr
قەبىلىلەر	qˌæbɪlˈɪlær
قەدىمى	qædˈɪmɪ
قەھۋە	qˈæhwæ
كالىنىڭ	kɑlˈɪnɪŋ
كلاسسىك	klˈɑssɪk
كىتابتا	kɪtˈɑbtɑ
كىرگۈزگەن	kɪrɡˈyzɡæn
كىرگەندىن	kɪrɡˈændɪn
كىرگەندە	kɪrɡˈændæ
كىملىكى	kɪmlˈɪkɪ
كۆرۈلىدۇ	kˌœɾylˈɪdu
كۆكتۈرك	kˈœktyrk
كۆپۈنچە	kœpˈynt͡ʃæ
كۆچۈرۈپ	kœt͡ʃˈyɾyp
كۆڭلىگە	kœŋlˈɪɡæ
كۈمۈش	kˈymyʃ
كۈنلەرنىڭ	kynlˈærnɪŋ
كۈنگىچە	kynɡˈɪt͡ʃæ
كەشىپ	kˈæʃɪp
كەلگەنلىكى	kˌælɡænlˈɪkɪ
مائارىپى	mˌɑɑɾˈɪpɪ
ماتېرىيالى	mˌɑteɾɪjˈɑlɪ
ماڭدى	mˈɑŋdɪ
ماڭىدۇ	mɑŋˈɪdu
مۇراسىمى	mˌuɾɑsˈɪmɪ
مۇسۇلمانلارنى	mˌusulmɑnlˈɑrnɪ
مۇناسىۋەتنى	mˌunɑsɪwˈætnɪ
مۈشۈك	mˈyʃyk
مۈلۈك	mˈylyk
مەزمۇنىنى	mˌæzmunˈɪnɪ
مەسىلىسىنى	mˌæsɪlɪsˈɪnɪ
مەسىلىلەرگە	mˌæsɪlɪlˈærɡæ
مەسىلىگە	mˌæsɪlˈɪɡæ
مەكتەپلەرنىڭ	mˌæktæplˈærnɪŋ
مەلۇماتلار	mˌælumˈɑtlɑr
مەنىگە	mænˈɪɡæ
مەھسۇلاتلىرىنى	mˌæhsulˌɑtlɪɾˈɪnɪ
نىسپىيلىك	nɪspˈɪjlɪk
نىمىشقا	nɪmˈɪʃqɑ
نەدىن	nˈædɪn
ياسىر	jˈɑsɪr
يايلاق	jˈɑjlɑq
يىغلاپ	jˈɪʁlɑp
يىغىلىپ	jɪʁˈɪlɪp
يىلتىز	jˈɪltɪz
يۇمىلاق	jumˈɪlɑq
يېزىشنى	jezˈɪʃnɪ
يېزىقچىلىق	jˌezɪqt͡ʃˈɪlɪq
يېشىغا	jeʃˈɪʁɑ
يەتكۈزۈپ	jætkˈyzyp
يەڭگەن	jˈæŋɡæn
يەھۇدىلارنى	jˌæhudɪlˈɑrnɪ
پارچىدىن	pɑrt͡ʃˈɪdɪn
پالۋان	pˈɑlwɑn
پرىنسىپى	prɪnsˈɪpɪ
پىشۇرۇلىدۇ	pˌɪʃuɾulˈɪdu
پىلانى	pɪlˈɑnɪ
پەلەستىن	pælˈæstɪn
پەيلاسوپ	pæjlˈɑsop
پەۋقۇلئاددە	pˌæwqulˈɑddæ
چوڭلار	t͡ʃˈoŋlɑr
چىشى	t͡ʃˈɪʃɪ
چىقىرىشى	t͡ʃˌɪqɪɾˈɪʃɪ
چۆل	t͡ʃˈœl
چۈشتى	t͡ʃˈyʃtɪ
چۈشەنچىسى	t͡ʃˌyʃænt͡ʃˈɪsɪ
چېتىگە	t͡ʃetˈɪɡæ
گۈلى	ɡˈylɪ
گېزىتنىڭ	ɡezˈɪtnɪŋ
ھالقىغان	hɑlqˈɪʁɑn
ھالىتىنى	hˌɑlɪtˈɪnɪ
ھوقۇقىدىن	hˌoquqˈɪdɪn
ھۈنەر	hˈynær
ھېچبىر	hˈet͡ʃbɪr
ھەدىسنىڭ	hædˈɪsnɪŋ
ھەرقانچە	hærqˈɑnt͡ʃæ
ھەسرەت	hˈæsræt
ھەممىسىگە	hˌæmmɪsˈɪɡæ
ھەيئىتى	hæjˈɪtɪ
ۋاڭنىڭ	wˈɑŋnɪŋ
ۋەكىل	wˈækɪl
ئائىلىسىگە	ˌɑɪlɪsˈɪɡæ
ئابدۇرراھمان	ˌɑbdurrˈɑhmɑn
ئاخىرىغا	ˌɑχɪɾˈɪʁɑ
ئادىل	ˈɑdɪl
ئارىدا	ɑɾˈɪdɑ
ئازات	ˈɑzɑt
ئازادلىقتىن	ˌɑzɑdlˈɪqtɪn
ئاشتى	ˈɑʃtɪ
ئالاھىدىلىككە	ˌɑlɑhˌɪdɪlˈɪkkæ
ئالقىشىغا	ˌɑlqɪʃˈɪʁɑ
ئامما	ˈɑmmɑ
ئاپتور	ˈɑptor
ئاپپاراتلىرى	ˌɑppɑɾɑtlˈɪɾɪ
ئاۋازىنى	ˌɑwɑzˈɪnɪ
ئوتتا	ˈottɑ
ئورنىنىڭ	ornˈɪnɪŋ
ئورۇنلاشتۇرۇلغان	ˌoɾunlˌɑʃtuɾˈulʁɑn
ئورۇننىڭ	oɾˈunnɪŋ
ئوقۇرمەنلەر	ˌoqurmˈænlær
ئوينايدىغان	ˌojnɑjdˈɪʁɑn
ئىجادىيىتى	ˌɪd͡ʒɑdɪjˈɪtɪ
ئىدۇق	ˈɪduq
ئىرادىسى	ˌɪɾɑdˈɪsɪ
ئىراننىڭ	ɪɾˈɑnnɪŋ
ئىرىشكەن	ɪɾˈɪʃkæn
ئىستېمالچىلار	ˌɪstemɑlt͡ʃˈɪlɑr
ئىسھاق	ˈɪshɑq
ئىشلەيدۇ	ɪʃlˈæjdu
ئىللەت	ˈɪllæt
ئىنجىل	ˈɪnd͡ʒɪl
ئىنقىلابىنىڭ	ˌɪnqɪlɑbˈɪnɪŋ
ئىگىلەپ	ɪɡˈɪlæp
ئۆتىدىغان	ˌœtɪdˈɪʁɑn
ئۆگىتىش	œɡˈɪtɪʃ
ئۇستا	ˈustɑ
ئۇسۇللار	usˈullɑr
ئۇنىۋېرسال	ˌunɪwˈersɑl
ئۇيغۇرچىدا	ˌujʁurt͡ʃˈɪdɑ
ئۇچى	ˈut͡ʃɪ
ئۇچۇن	ˈut͡ʃun
ئۈزىنىڭ	yzˈɪnɪŋ
ئېغىرلىقى	ˌeʁɪrlˈɪqɪ
ئېيتىدۇ	ejtˈɪdu
ئېھتىياجىغا	ˌehtɪjɑd͡ʒˈɪʁɑ
ئەتراپى	ætrˈɑpɪ
ئەسىرىنى	ˌæsɪɾˈɪnɪ
ئەسىرگە	æsˈɪrɡæ
ئەقىلگە	æqˈɪlɡæ
ئەللىرى	ællˈɪɾɪ
ئەلىنىڭ	ælˈɪnɪŋ
ئەۋەتكەن	æwˈætkæn
بارماق	bˈɑrmɑq
بازارغا	bɑzˈɑrʁɑ
باغلىنىپ	bɑʁlˈɪnɪp
بالىغا	bɑlˈɪʁɑ
بايلىقلىرىدىن	bˌɑjlɪqlɪɾˈɪdɪn
باھار	bˈɑhɑr
بوشلۇق	bˈoʃluq
بوغۇز	bˈoʁuz
بولغانلىقتىن	bˌolʁɑnlˈɪqtɪn
بولمىسۇن	bolmˈɪsun
بولۇشتەك	bolˈuʃtæk
بولۇشىدىن	bˌoluʃˈɪdɪn
بولۇۋاتقان	bˌoluwˈɑtqɑn
بوۋاق	bˈowɑq
بىخەتەر	bɪχˈætær
بىرىپ	bˈɪɾɪp
بىلمەي	bˈɪlmæj
بىلىملىرىنى	bˌɪlɪmlɪɾˈɪnɪ
بىلىملىك	bɪlˈɪmlɪk
بۇخارا	buχˈɑɾɑ
بۇمۇ	bˈumu
بۇگۈنكى	buɡˈynkɪ
بېتى	bˈetɪ
بېجىرىش	bed͡ʒˈɪɾɪʃ
بەرداشلىق	bærdˈɑʃlɪq
بەكرى	bˈækrɪ
بەلگىلىنىدۇ	bˌælɡɪlɪnˈɪdu
بەلگىلىگەن	bˌælɡɪlˈɪɡæn
بەلگىلەپ	bælɡˈɪlæp
تاراتقۇ	tɑɾˈɑtqu
تارقىلىش	tɑrqˈɪlɪʃ
تاشلانغان	tɑʃlˈɑnʁɑn
تاپشۇرۇپ	tɑpʃˈuɾup
تاۋۇشى	tɑwˈuʃɪ
توختى	tˈoχtɪ
توردا	tˈordɑ
توسقۇنلۇق	tosqˈunluq
توغرالغان	toʁrˈɑlʁɑn
توننا	tˈonnɑ
تىللاردا	tɪllˈɑrdɑ
تىللارنىڭ	tɪllˈɑrnɪŋ
تىپىك	tˈɪpɪk
تۆرە	tˈœɾæ
تۇتقۇن	tˈutqun
تۇتىشىپ	tutˈɪʃɪp
تۇرمۇشقا	turmˈuʃqɑ
تۇرمۇشى	turmˈuʃɪ
تۇرۇشى	tuɾˈuʃɪ
تۇرۇپلا	tuɾˈuplɑ
تۇغۇلۇپ	tuʁˈulup
تېغى	tˈeʁɪ
تېمىغا	temˈɪʁɑ
تەتقىقاتلار	tˌætqɪqˈɑtlɑr
تەرجىمان	tærd͡ʒˈɪmɑn
تەركىبىدىكى	tˌærkɪbɪdˈɪkɪ
تەرپىدىن	tærpˈɪdɪn
تەسىرىدە	tˌæsɪɾˈɪdæ
تەك	tˈæk
تەمىنلەيدىغان	tˌæmɪnlæjdˈɪʁɑn
تەپەككۈر	tæpˈækkyr
تەۋەسىدىكى	tˌæwæsɪdˈɪkɪ
جازاسىغا	d͡ʒˌɑzɑsˈɪʁɑ
جالالىدىن	d͡ʒˌɑlɑlˈɪdɪn
جايلىرىدىكى	d͡ʒˌɑjlɪɾɪdˈɪkɪ
جاپا	d͡ʒˈɑpɑ
جىنايى	d͡ʒɪnˈɑjɪ
جىڭ	d͡ʒˈɪŋ
جىگدە	d͡ʒˈɪɡdæ
جەنۇبىغا	d͡ʒˌænubˈɪʁɑ
خاتىرىلەر	χˌɑtɪɾˈɪlær
خاتىمە	χɑtˈɪmæ
خالىي	χˈɑlɪj
خۇسۇسىيىتى	χˌususɪjˈɪtɪ
خەق	χˈæq
خەقنىڭ	χˈæqnɪŋ
خەنزۇلار	χænzˈulɑr
خەۋەرنى	χæwˈærnɪ
دائىرىسىدىكى	dˌɑɪɾˌɪsɪdˈɪkɪ
داموللا	dɑmˈollɑ
دوختۇر	dˈoχtur
دولقۇن	dˈolqun
دۆلەتتىكى	dˌœlættˈɪkɪ
دۇنيادىن	dunjˈɑdɪn
دۇنياسىدا	dˌunjɑsˈɪdɑ
دۇنياسىنىڭ	dˌunjɑsˈɪnɪŋ
دۈشمەنگە	dyʃmˈænɡæ
دېگىنى	deɡˈɪnɪ
دەرىجىسىگە	dˌæɾɪd͡ʒɪsˈɪɡæ
دەرىخى	dæɾˈɪχɪ
دەپلا	dˈæplɑ
دەۋىردە	dæwˈɪrdæ
رامىزان	rɑmˈɪzɑn
زادىلا	zɑdˈɪlɑ
زىيانغا	zɪjˈɑnʁɑ
زەھەر	zˈæhær
سابىت	sˈɑbɪt
ساق	sˈɑq
ساقلايدۇ	sɑqlˈɑjdu
سايلام	sˈɑjlɑm
ساھەسى	sɑhˈæsɪ
سورىدى	soɾˈɪdɪ
سىنىپى	sɪnˈɪpɪ
سىياسەتنىڭ	sˌɪjɑsˈætnɪŋ
سۆزلەرگە	sœzlˈærɡæ
سۆزلەنگەن	sœzlˈænɡæn
سېتىۋېلىش	sˌetɪwˈelɪʃ
سەپتە	sˈæptæ
سەھنە	sˈæhnæ
سەھىيە	sæhˈɪjæ
شاڭخەي	ʃˈɑŋχæj
شى	ʃˈɪ
شىسىنىڭ	ʃɪsˈɪnɪŋ
شېئىرىي	ʃeˈɪɾɪj
شەكلىنى	ʃæklˈɪnɪ
شەكىللەندۈرگەن	ʃˌækɪllændˈyrɡæn
غولى	ʁˈolɪ
غۇلجىدا	ʁuld͡ʒˈɪdɑ
قات	qˈɑt
قاتارىدىن	qˌɑtɑɾˈɪdɪn
قالماستىن	qɑlmˈɑstɪn
قانۇنىيەت	qˌɑnunˈɪjæt
