'day	daɪ̯
junichi	d͡ʒʊnit͡ʃɪ
juntilla	d͡ʒʊntillɐ
jurado	hʊɾado
jusi	d͡ʒusɪ
justiniano	hʊstɪɲɐno
k	kx
k	kxeɪ̯
k	kxɐ
k	x
ka	kxɐ
kaagaw	kxaɐɰaʊ̯
kaagulo	kxɐʔɐɰulo
kaagulo	kxɐʔɐɰuloʔ
kaakuhan	kxɐʔɐxuhɐn
kaalit	kxaɐlɪt
kaanib	kxɐʔanɪb
kaaway	kxaɐwaɪ̯
kababaan	kxɐbɐbaʔɐn
kababaihan	kxɐbɐbɐʔihɐn
kabag	kxabɐɡ
kabaka	kxɐbaxɐ
kabaktan	kxɐbɐktan
kabaligtaran	kxɐbɐlɪɡtɐɾan
kaban	kxɐban
kabanata	kxɐbɐnatɐʔ
kabaong	kxɐbaoŋ
kabarkada	kxɐbɐɾkadɐ
kabaro	kxɐbaɾoʔ
kabastusan	kxɐbɐstʊsan
kabatuganan	kxɐbɐtʊɰanɐn
kabayanihan	kxɐbɐjɐnihɐn
kabayo	kxɐbajo
kaberdehan	kxɐbeɾdehan
kabig	kxabɪɡ
kabiguan	kxɐbiɰuʔɐn
kabiguan	kxɐbɪɰʊʔan
kabihasnan	kxɐbɪhɐsnan
kabikulan	kxɐbixʊlan
kabikulan	kxɐbɪxulɐn
kabiling	kxɐbilɪŋ
kabinet	kxabɪnet
kabinian	kxɐbɪniʔɐn
kabisado	kxɐbɪsado
kabisayaan	kxɐbɪsɐjaʔɐn
kabit	kxɐbit
kabo	kxabo
kabukiran	kxɐbʊxiɾɐn
kabuluhan	kxɐbʊlʊhan
kabute	kxɐbʊte
kabuwanan	kxɐbwɐnɐn
kada	kxadɐ
kadena	kxɐdenɐ
kadete	kxɐdete
kadugo	kxɐdʊɰoʔ
kadyos	kxɐd͡ʒos
kaedad	kxɐʔedad
kagalingan	kxɐɰɐliŋɐn
kagaw	kxaɰaʊ̯
kagawaran	kxɐɰɐwɐɾan
kagitingan	kxɐɰɪtiŋɐn
kaha	kxahɐ
kahabagan	kxɐhɐbɐɰan
kahalagahan	kxɐhɐlɐɰɐhan
kahalayan	kxɐhɐlajɐn
kahandaan	kxɐhɐndɐʔan
kahel	kxɐhel
kahero	kxɐheɾo
kahihiyan	kxahɪhɪan
kahinaan	kxɐhɪnaʔɐn
kahoy	kxahoɪ̯
kahulugan	kxɐhʊlʊɰan
kaibigan	kxaibɪɰan
kaibigan	kxaɪ̯biɰɐn
kaibigan	kxaɪ̯bɪɰan
kaibigan	kxaɪ̯bɪɰɐn
kaibuturan	kxaʔɪbʊtuɾɐn
kaibuturan	kxɐʔɪbʊtuɾɐn
kailan	kxelɐn
kailan	kxɐʔɪlan
kailangan	kxaɪ̯laŋɐn
kailangan	kxelaŋɐn
kailangan	kxɐʔɪlaŋɐn
kainan	kxɐʔɪnan
kakahuyan	kxɐxɐhʊjan
kakanin	kxɐxɐnin
kakaphay	kxɐxɐphaɪ̯
kakapitan	kxaxɐpitɐn
kakarampot	kxɐxɐɾɐmpot
kakayahan	kxɐxɐjɐhan
kakilala	kxɐxɪlalɐ
kaklase	kxɐklase
kaktus	kxaktʊs
kakulangan	kxɐxʊlɐŋan
kalabog	kxɐlɐboɡ
kaladkad	kxɐlɐdkad
kalagitnaan	kxɐlɐɰitnɐʔɐn
kalaguyo	kxɐlɐɰujoʔ
kalakaran	kxɐlɐxɐɾan
kalaliman	kxɐlɐlimɐn
kalamansanay	kxɐlɐmɐnsanaɪ̯
kalamansi	kxɐlɐmɐnsiʔ
kalamba	kxɐlɐmbaʔ
kalambre	kxɐlambɾe
kalamidad	kxɐlɐmɪdad
kalamunding	kxɐlɐmʊndiŋ
kalan	kxɐlan
kalandak	kxɐlɐndak
kalangay	kxɐlaŋaɪ̯
kalansay	kxɐlɐnsaɪ̯
kalantas	kxɐlɐntas
kalapati	kxɐlɐpatɪ
kalaswaan	kxɐlɐswɐʔan
kalat	kxalɐt
kalat	kxɐlat
kalatas	kxɐlɐtas
kalatsutsi	kxɐlɐt͡ʃut͡ʃɪʔ
kalawang	kxɐlawɐŋ
kalawangin	kxɐlɐwaŋɪn
kalawangin	kxɐlɐwɐŋin
kalbaryo	kxɐlbaɾjo
kaldero	kxɐldeɾo
kalendaryo	kxɐlendaɾjo
kalibre	kxɐlibɾe
kalibugan	kxɐlɪbuɰɐn
kalidad	kxɐlɪdad
kaligayahan	kxɐlɪɰɐjahɐn
kaligkig	kxɐlɪɡkiɡ
kalinisan	kxɐlɪnisɐn
kalis	kxalɪs
kaliskis	kxɐlɪskis
kaliwanagan	kxɐlɪwɐnaɰɐn
kaliwete	kxɐlɪwete
kaloob	kxɐloʔob
kalooban	kxɐloʔoban
kalooban	kxɐloʔobɐn
kalookan	kxaloʔoxan
kalookan	kxɐloʔoxɐn
kalso	kxɐlso
kalumbibit	kxɐlumbɪbit
kalungsuran	kxɐlʊŋsʊɾan
kaluntian	kxɐlʊntɪʔan
kalusugan	kxɐlusuɰɐn
kalusugan	kxɐlʊsuɰɐn
kalusugan	kxɐlʊsʊɰan
kaluwalhatian	kxɐlʊlʊɐlhɐtiʔɐn
kalyo	kxaljo
kamagong	kxɐmɐɰoŋ
kamandag	kxɐmɐndaɡ
kamangmangan	kxɐmɐŋmɐŋan
kamatayan	kxɐmɐtajɐn
kambal	kxambɐl
kambas	kxambɐs
kambing	kxɐmbiŋ
kambyo	kxambjo
kampana	kxɐmpanɐʔ
kampanaryo	kxɐmpɐnaɾjo
kampante	kxɐmpante
kampanya	kxɐmpɐɲa
kampeon	kxɐmpeon
kampeonato	kxɐmpeonato
kampyon	kxɐmpjon
kamukha	kxɐmʊkhaʔ
kamunduhan	kxɐmʊndʊhan
kamyas	kxɐmjas
kana	kxɐnaʔ
kanada	kxɐnɐda
kandidato	kxɐndɪdato
kandidatura	kxɐndɪdɐtuɾɐ
kandila	kxɐndilɐʔ
kanduli	kxɐndulɪʔ
kangkungan	kxɐŋkuŋɐn
kanina	kxɐninɐ
kanino	kxɐnino
kanisid	kxɐnisɪd
kaniyugan	kxɐɲʊɰɐn
kanlong	kxɐnloŋ
kanlungan	kxɐnluŋɐn
kanluran	kxɐnluɾɐn
kanselasyon	kxɐnselɐʃon
kanser	kxanseɾ
kanta	kxɐnta
kantahin	kxɐntɐhin
kantot	kxɐntot
kanyon	kxɐɲon
kaopisina	kxɐopɪsinɐ
kapabayaan	kxɐpɐbɐjaan
kapag	kxɐpaɡ
kapagka	kxɐpɐɡkaʔ
kapakanan	kxɐpɐxɐnan
kapakanan	kxɐpɐxɐnʔan
kapalaran	kxɐpɐlaɾɐn
kapalit	kxɐpɐlit
kapanahunan	kxɐpɐnɐhunɐn
kapangyarihan	kxɐpɐŋjɐɾihɐn
kapatawaran	kxɐpɐtɐwɐɾan
kaphay	kxɐphaɪ̯
kapiraso	kxɐpɪɾaso
kapisanan	kxɐpɪsanɐn
kapitan	kxɐpitɐn
kapitan	kxɐpɪtan
kaplastikan	kxɐplɐstɪxan
kapok	kxapok
kapon	kxɐpon
kapre	kxapɾe
kapsula	kxapsʊla
kaputsino	kxɐpʊt͡ʃino
karakter	kxaɾɐkteɾ
karakter	kxɐɾakteɾ
karambola	kxɐɾɐmbolɐ
karamihan	kxɐɾɐmihɐn
karampatan	kxɐɾɐmpatɐn
karanasan	kxɐɾɐnɐsan
karayom	kxɐɾajom
karbon	kxɐɾbon
karburador	kxɐɾbʊɾɐdoɾ
karerahan	kxaɾeɾɐhan
karibal	kxɐɾɪbal
karitela	kxɐɾɪtelɐ
kariton	kxɐɾɪton
karo	kxaɾo
karpintero	kxɐɾpɪnteɾo
kartero	kxɐɾteɾo
karton	kxɐɾton
karunungan	kxɐɾʊnuŋɐn
karupukan	kxɐɾʊpʊxan
karuwagan	kxɐɾʊɐɰan
kasabihan	kxɐsɐbɪhan
kasabwat	kxɐsɐbwat
kasalanan	kxɐsɐlanɐn
kasalungat	kxɐsɐlʊŋat
kasambahay	kxɐsɐmbɐhaɪ̯
kasaysayan	kxɐsaɪ̯sajɐn
kasera	kxɐseɾɐ
kasero	kxɐseɾo
kaserola	kxɐseɾolɐ
kasiguraduhan	kxɐsɪɰʊɾɐduhɐn
kasingkahulugan	kxɐsɪŋkɐhʊlʊɰan
kasintahan	kxɐsɪntahɐn
kasinungalingan	kxɐsɪnʊŋɐliŋɐn
kasoy	kxɐsoɪ̯
kastigo	kxɐstiɰo
kastiguhin	kxɐstɪɰuhɪn
kastila	kxɐstilɐʔ
kasubha	kxɐsubhaʔ
kasuy	kxɐsuɪ
kata	kxɐta
kata	kxɐtaʔ
kataga	kxɐtɐɰaʔ
katagalugan	kxɐtɐɰɐluɰɐn
katakawan	kxɐtɐxawɐn
katang	kxatɐŋ
katang	kxɐtaŋ
katangahan	kxɐtɐŋɐhan
katarata	kxɐtɐɾatɐ
katarungan	kxɐtɐɾuŋɐn
katawan	kxɐtaʊ̯ʔan
katawan	kxɐtɐwan
katedral	kxɐtedɾɐl
katha	kxɐthaʔ
katibayan	kxɐtɪbajɐn
katigbak	kxɐtiɡbɐk
katiwalian	kxɐtɪwɐlian
kato	kxɐtoʔ
katoliko	kxɐtolɪxo
katolisismo	kxɐtolɪsismo
katungkulan	kxɐtʊŋkulɐn
katuray	kxɐtuɾaɪ̯
katuwang	kxɐtwaŋ
kautusan	kxaʊ̯tʊsan
kawad	kxawɐd
kay	kxaɪ̯
kayamanan	kxɐjɐmanɐn
keiko	kxeɪ̯xo
kelan	kxelɐn
kemikal	kxemɪxal
kemistri	kxemɪstɾi
kendi	kxendɪ
kenji	kxend͡ʒɪ
kenzo	kxenso
kerida	kxeɾidɐ
kerosin	kxeɾosin
kerry	kxeɾɾɪ
kerubin	kxeɾʊbin
keso	kxeso
kesyo	kxeʃo
ketong	kxetoŋ
ketongin	kxetoŋɪn
ketsap	kxet͡ʃɐp
keyk	kxeɪ̯k
kiamzon	kxiɐmson
kidlat	kxɪdlat
kidnaper	kxɪdnapeɾ
kidya	kxɪd͡ʒa
kikil	kxixɪl
kiko	kxixo
kiko	kxixoʔ
kikuko	kxɪxuko
kikyam	kxikjɐm
kikyam	kxɪkjam
kilabot	kxɪlabot
kilates	kxɪlates
kilay	kxilaɪ̯
kilikili	kxɪlɪxilɪ
kilikiti	kxɪlɪxɪtiʔ
kiling	kxilɪŋ
kiling	kxɪliŋ
kilitis	kxɪlɪtis
kilo	kxilo
kilo	kxɪloʔ
kilogramo	kxɪloɡɾamo
kilometrahe	kxɪlometɾahe
kilometro	kxɪlometɾo
kilusan	kxilʊsan
kilusan	kxɪlusɐn
kilusan	kxɪlʊsan
kimika	kximɪxa
kimiko	kximɪxo
kimkim	kxɪmkim
kimona	kxɪmonɐ
kimono	kxɪmono
kinabukasan	kxɪnabʊxasɐn
kinakapatid	kxɪnaxɐpɐtid
kinalabasan	kxɪnalɐbɐsan
kinalaman	kxɪnalɐman
kinang	kxɪnaŋ
kinatawan	kxɪnɐtɐwan
kinauukulan	kxɪnaʊ̯ʊxulɐn
king	kxɪŋ
kingpin	kxiŋpɪn
kinina	kxɪninɐ
kintsay	kxɪnt͡ʃaɪ̯
kita	kitɐ
kita	kɪta
kitikiti	kxɪtɪxɪti
kiyampong	kjɐmpoŋ
kiyoko	kjoxo
klaro	kxlɐɾo
klima	kxlimɐ
klinik	kxlɪnɪk
klinika	kxlinɪxɐ
kliyente	kljente
kloropila	kxloɾopilɐ
koalisyon	kxoɐlɪʃon
kobra	kxobɾɐ
kobrador	kxobɾɐdoɾ
kodigo	kxodɪɰo
kodipikasyon	kxodɪpɪxɐʃon
koji	kxod͡ʒɪ
kolado	kxolado
kolateral	kxolɐteɾal
kolera	kxoleɾɐ
kolombiya	kxolumbɪɐ
kolonya	kxoloɲɐ
kolonyalismo	kxoloɲɐlismo
komadrona	kxomɐdɾonɐ
kombinasyon	kxumbɪnɐʃon
komedya	kxomed͡ʒɐ
komedyante	kxomed͡ʒante
komentarista	kxomentɐɾistɐ
komento	kxomento
kometa	kxometɐ
kompanya	kxumpɐɲa
kompartment	kxumpaɾtment
kompleto	kxumpleto
komplikasyon	kxumplɪxɐʃon
komposisyon	kxumposɪʃon
kompositor	kxumposɪtoɾ
kompresor	kxumpɾesoɾ
komunidad	kxomʊnɪdad
komunikasyon	kxomʊnɪxɐʃon
komunismo	kxomʊnismo
komunista	kxomʊnistɐ
komunyon	kxomʊɲon
kondenahin	kxondenɐhin
kondensada	kxondensadɐ
kondimento	kxondɪmento
kondisyon	kxondɪʃon
kondisyoner	kxondɪʃoneɾ
kondom	kxondom
kondominyum	kxondomiɲʊm
konduktor	kxondʊktoɾ
koneksiyon	kxonekʃon
kongregasyon	kxoŋɡɾeɰɐʃon
konotasyon	kxonotɐʃon
konsehal	kxonsehal
konseho	kxonseho
konsensiya	kxonsenʃa
konsensya	kxonsenʃɐ
konsentidor	kxonsentɪdoɾ
konsentihin	kxonsentɪhin
konsentrasyon	kxonsentɾɐʃon
konserbatibo	kxonseɾbɐtibo
konserbatismo	kxonseɾbɐtismo
konserbatoryo	kxonseɾbɐtoɾjo
konsiyensiya	kxonʃenʃa
konstelasyon	kxonstelɐʃon
konstitusyon	kxonstɪtʊʃon
konsul	kxonsʊl
konsulado	kxonsʊlado
konsultant	kxonsultɐnt
konsumido	kxonsʊmido
konsumisyon	kxonsʊmɪʃon
konsumo	kxonsumo
kontador	kxontɐdoɾ
kontak	kxontɐk
kontakin	kxontaxɪn
kontento	kxontento
kontestant	kxontestɐnt
kontorsiyonista	kxontoɾsɪonistɐ
kontrabando	kxontɾɐbando
kontrobersiya	kxontɾobeɾsiɐ
kontrobersiya	kxontɾobeɾʃɐ
konyo	kxoɲo
kopya	kxopjɐ
korap	kxoɾap
korea	kxoɾeɐ
koredor	kxoɾedoɾ
koreograpiya	kxoɾeoɡɾɐpiɐ
korinto	kxoɾinto
korola	kxoɾolɐ
korona	kxoɾonɐ
koronahan	kxoɾonahɐn
korporasyon	kxoɾpoɾɐʃon
korte	kxoɾte
kortina	kxoɾtinɐ
korupsiyon	kxoɾʊpʃon
kosta	kxostɐ
kostado	kxostado
kotilyon	kxotɪljon
kotse	kxot͡se
kotse	kxot͡ʃe
kredensiyal	kxɾedenʃal
krimen	kxɾɪmen
kriminal	kxɾɪmɪnal
krisantemo	kxɾɪsɐntemo
krisma	kxɾismɐ
kristiyanismo	kxɾɪstɪɐnismo
kristiyano	kxɾɪst͡ʃano
kristo	kxɾisto
kritiko	kxɾitɪxo
kritisismo	kxɾɪtɪsismo
kroni	kxɾonɪ
kroniyismo	kxɾonɪjismo
kronolohiya	kxɾonolohiɐ
krus	kxɾʊs
krusipiho	kxɾʊsɪpiho
kuba	kxubɐʔ
kubeta	kxʊbetɐ
kubo	kxubo
kubrekama	kxʊbɾexamɐ
kudkurin	kxʊdkʊɾin
kugon	kxʊɰon
kuha	kxuhɐ
kuha	kxuhɐʔ
kulambo	kxʊlɐmboʔ
kulangi	kxʊlaŋɪʔ
kulangot	kxʊlaŋot
kulantro	kxʊlantɾo
kulasi	kxʊlase
kulasi	kxʊlasɪ
kulasisi	kxʊlɐsisɪ
kulay	kxulaɪ̯
kuliglig	kxʊlɪɡliɡ
kulilipaw	kxʊlɪlipaʊ̯
kulimlim	kxʊlɪmlim
kulisap	kxʊlisɐp
kuliti	kxʊlitɪʔ
kulog	kxʊloɡ
kulugo	kxʊlʊɰo
kulungan	kxʊluŋɐn
kumabig	kxʊmabɪɡ
kumanta	kxʊmɐnta
kumbensiyon	kxumbenʃon
kumbensiyonal	kxumbensɪonal
kumbento	kxumbento
kumbulsiyon	kxumbʊlʃon
kumiko	kxʊmixo
kumpas	kxumpas
kumpederasyon	kxumpedeɾɐʃon
kumpirmasyon	kxumpɪɾmaʃon
kumpisal	kxumpɪsal
kumpiska	kxumpɪska
kumuha	kxʊmuhɐ
kumulang	kxʊmulɐŋ
kumunoy	kxʊmʊnoɪ̯
kumupas	kxʊmupɐs
kumuyakoy	kxʊmʊjaxoɪ̯
kunan	kxunɐn
kunat	kxunɐt
kundena	kxʊndena
kuneho	kxʊneho
kung	kxʊŋ
kungyari	kxʊŋjaɾɛ
kungyari	kxʊŋjaɾɪ
kuniko	kxʊnixo
kunwari	kxʊnwaɾɪʔ
kunwari	kxʊnwɐɾeʔ
kunwari	kxʊnwɐɾiʔ
kupad	kxupɐd
kupas	kxupɐs
kupas	kxʊpas
kupido	kxupɪdo
kupit	kxupɪt
kupon	kxʊpon
kural	kxʊɾal
kurap	kxʊɾap
kurba	kxʊɾba
kurbata	kxʊɾbatɐ
kurikong	kxʊɾɪxoŋ
kuripot	kxʊɾipot
kurot	kxʊɾot
kursonada	kxʊɾsonadɐ
kusa	kxusɐʔ
kusina	kxʊsinɐ
kustodiya	kxʊstodiɐ
kuting	kxʊtiŋ
kutis	kxutɪs
kuto	kxuto
kuto	kxʊtoʔ
kutsara	kxʊt͡sɐɾɐ
kutsara	kxʊt͡ʃaɾɐ
kutson	kxʊt͡ʃon
kutya	kxʊt͡ʃaʔ
kuwadra	kwadɾɐ
kuwan	kwan
kuwapaw	kwapaʊ̯
kuya	kxujɐ
kyoko	kjoxo
la	lɐ
laab	lɐba
laan	lɐʔan
laas	laʔɐs
laas	lɐʔas
laba	labɐ
laba	labɐʔ
laba	lɐba
laba	lɐbaʔ
lababo	lɐbabo
labada	lɐbadɐ
labadora	lɐbɐdoɾɐ
labag	lɐbaɡ
labahan	labahɐn
labahan	lɐbɐhan
labahin	labahɪn
labak	lɐbak
labakara	lɐbɐxaɾɐ
laban	labɐn
labandera	lɐbɐndeɾɐ
labandero	lɐbɐndeɾo
labanos	labɐnos
labas	labɐs
labas	lɐbas
labasan	labasɐn
labasan	lɐbɐsan
labaskaphay	lɐbɐskɐphaɪ̯
labastida	lɐbɐstidɐ
labatiba	lɐbɐtibɐ
labaw	labaʊ̯
labawsugnayan	lɐbaʊ̯sʊɡnajɐn
laberinto	lɐbeɾinto
labhan	lɐbhan
labi	labɪʔ
labi	lɐbi
labi	lɐbiʔ
labimpito	lɐbimpɪto
labimpito	lɐbɪmpɪto
labindalawa	lɐbindɐlɐwa
labindalawa	lɐbɪndɐlɐwa
labing	lɐbiŋ
labingwalo	lɐbiŋwɐlo
labingwalo	lɐbɪŋwɐlo
labinlima	lɐbinlɪma
labinlima	lɐbɪnlɪma
labinsiyam	lɐbinʃam
labinsiyam	lɐbɪnʃam
labintador	lɐbɪntɐdoɾ
labintatlo	lɐbintɐtlo
labintatlo	lɐbntɐtlo
labis	labɪs
lablab	lɐblab
labnaw	lɐbnaʊ̯
labnot	lɐbnot
labo	lɐbo
labo	lɐboʔ
labon	lɐbon
labong	lɐboŋ
laboratoryo	lɐboɾɐtoɾjo
laboy	laboɪ̯
labso	lɐbsoʔ
labtik	lɐbtik
labuyo	lɐbujoʔ
lacambra	lɐxambɾɐ
lacap	laxɐp
ladlad	lɐdlad
ladrilyo	lɐdɾiljo
ladya	lad͡ʒɐ
ladya	lɐd͡ʒaʔ
laga	laɰɐʔ
lagabag	lɐɰɐbaɡ
lagablab	lɐɰɐblab
lagabog	lɐɰɐboɡ
lagak	lɐɰak
lagaklak	lɐɰɐklak
lagalag	lɐɰalɐɡ
lagalag	lɐɰɐlaɡ
laganap	lɐɰanɐp
laganas	lɐɰɐnas
lagap	lɐɰap
lagapak	lɐɰɐpak
lagari	lɐɰaɾɪʔ
lagari	lɐɰɐɾiʔ
lagas	laɰɐs
lagas	lɐɰas
lagasaw	lɐɰɐsaʊ̯
lagaslas	lɐɰɐslas
lagay	lɐɰaɪ̯
lagayan	laɰajɐn
lagayan	lɐɰɐjan
lagaylay	lɐɰaɪ̯laɪ̯
lagda	lɐɡdaʔ
lagdameo	lɐɡdameo
lagi	laɰɪ
lagi	laɰɪʔ
lagibas	lɐɰɪbas
lagikway	lɐɰɪkwaɪ̯
lagim	lɐɰim
laginit	lɐɰɪnit
lagis	lɐɰis
lagislis	lɐɰɪslis
lagitik	lɐɰɪtik
lagitlit	lɐɰɪtlit
lagkit	lɐɡkit
laglag	lɐɡlaɡ
lagmak	lɐɡmak
lagmay	laɡmaɪ̯
lagnat	lɐɡnat
lagnatin	laɡnatɪn
lagnatin	lɐɡnɐtin
lago	laɰo
lago	lɐɰoʔ
lagod	laɰod
lagod	lɐɰod
lagok	lɐɰok
lagom	laɰom
lagong	laɰoŋ
lagos	lɐɰos
lagot	lɐɰot
lagpak	lɐɡpak
lagpas	lɐɡpas
lagsang	lɐɡsaŋ
lagumba	lɐɰumba
lagumlalangin	lɐɰʊmlalaŋɪn
lagumlalangin	lɐɰʊmlɐlɐŋin
laguna	lɐɰunɐ
lagundi	lɐɰʊndiʔ
lagusan	laɰusɐn
lagusan	lɐɰʊsan
laguslos	lɐɰʊslos
lagutok	lɐɰʊtok
laguyo	lɐɰujoʔ
lagwat	lɐɡwat
lagwerta	lɐɡweɾtɐ
lagyo	lɐɡjoʔ
lahad	lahɐd
lahad	lɐhad
lahat	lɐhat
lahi	lahɪʔ
lahid	lahɪd
lahok	lɐhok
lahoy	lahoɪ̯
lain	laɪ̯n
laing	laʔɪŋ
laing	lɐʔiŋ
lait	laʔɪt
laitin	lɐʔitɪn
lakad	laxɐd
lakad	lɐxad
lakambini	lɐxɐmbinɪ
lakan	laxɐn
lakan	lɐxan
lakandiwa	lɐxɐndiwɐʔ
lakansugo	lɐxɐnsuɰoʔ
lakas	lɐxas
lakatan	lɐxɐtan
lakbay	lɐkbaɪ̯
lakdang	lɐkdaŋ
lakdaw	lɐkdaʊ̯
lakdawkaphay	lɐkdaʊ̯xɐphaɪ̯
lakdawyugto	lɐkdaʊ̯jʊɡtoʔ
lakhan	lɐkhan
laki	lɐxi
lakihan	lɐxɪhan
lakip	laxɪp
lakip	lɐxip
lakit	laxɪt
laklak	lɐklak
lako	laxoʔ
lako	lɐxo
laksa	lɐksa
laksa	lɐksaʔ
laksante	lɐksante
laksatiba	lɐksɐtibɐ
laktaw	lɐktaʊ̯
laktosa	lɐktosɐ
lakwatsa	lɐkwat͡ʃɐ
lakwatsera	lɐkwɐt͡ʃeɾɐ
lakwatsero	lɐkwɐt͡ʃeɾo
lala	lalɐ
lala	lalɐʔ
lala	lɐla
lala	lɐlaʔ
lalab	lalɐb
lalaban	lɐlabɐn
lalad	lɐlad
lalagukan	lɐlɐɰuxɐn
lalagukan	lɐlɐɰʊxan
lalagyan	lalɐɡjan
lalagyan	lɐlɐɡjan
lalaki	lɐlaxɪ
lalaki	lɐlɐxi
lalamunan	lɐlɐmunɐn
lalan	lɐlan
lalang	lɐlaŋ
lalanghutan	lɐlɐŋhutɐn
lalanghutan	lɐlɐŋhʊtan
lalawigan	lɐlɐwiɰɐn
lalay	lɐlaɪ̯
lali	lalɪ
lalik	lalɪk
lalim	lalɪm
lalin	lalɪn
lam	lɐm
lamad	lamɐd
laman	lɐman
lamang	lamɐŋ
lamang	lɐmaŋ
lamas	lamɐs
lamas	lɐmas
lamasin	lɐmasɪn
lamat	lamɐt
lamay	lamaɪ̯
lamba	lɐmba
lamba	lɐmbaʔ
lambak	lɐmbak
lambal	lɐmbal
lambang	lɐmbaŋ
lambanog	lɐmbanoɡ
lambanog	lɐmbɐnoɡ
lambat	lɐmbat
lambayog	lɐmbajoɡ
lambi	lɐmbiʔ
lambing	lɐmbiŋ
lambitin	lɐmbitɪn
lambo	lɐmbo
lambo	lɐmboʔ
lambot	lɐmbot
lamesa	lɐmesɐ
lamesita	lɐmesitɐ
lamig	lɐmiɡ
lamira	lɐmiɾɐʔ
lamira	lɐmɪɾaʔ
lamog	lɐmoɡ
lamok	lɐmok
lampa	lɐmpa
lampara	lampɐɾa
lampas	lɐmpas
lampaso	lɐmpaso
lampik	lɐmpik
lampin	lɐmpin
lamuga	lɐmuɰɐʔ
lamukos	lɐmuxos
lamukos	lɐmʊxos
lamuymoy	lɐmʊɪmoɪ̯
lamyerda	lɐmjeɾdɐ
lana	lanɐ
lanab	lanɐb
lanao	lanaʊ̯
lanap	lanɐp
lanap	lɐnap
lanaw	lanaʊ̯
lanaw	lɐnaʊ̯
lanay	lanaɪ̯
lanay	lɐnaɪ̯
landa	lɐnda
landas	landɐs
landas	lɐndas
landi	lɐndiʔ
landit	lɐndit
landrito	lɐndɾito
lang	lɐŋ
langal	lɐŋal
langaray	lɐŋaɾaɪ̯
langasngas	lɐŋɐsŋas
langaw	laŋaʊ̯
langayak	lɐŋɐjak
langgam	lɐŋɡam
langgas	lɐŋɡas
langgotse	lɐŋɡot͡ʃe
langhap	lɐŋhap
langhapan	lɐŋhapɐn
langib	lɐŋib
langil	laŋɪl
langis	lɐŋis
langit	laŋɪt
langitngit	lɐŋɪtŋit
langka	lɐŋkaʔ
langkaan	lɐŋkaʔɐn
langkal	lɐŋkal
langkap	lɐŋkap
langkas	lɐŋkas
langkaw	lɐŋkaʊ̯
langkay	lɐŋkaɪ̯
langkayan	lɐŋkajɐn
langlang	lɐŋlaŋ
lango	lɐŋo
langoy	lɐŋoɪ̯
langyot	lɐŋjot
lanip	lanɪp
lanlan	lɐnlan
lansa	lansɐ
lansa	lɐnsa
lansang	lɐnsaŋ
lansangan	lɐnsaŋɐn
lansina	lɐnsinɐʔ
lansones	lɐnsones
lanta	lɐnta
lantad	lɐntad
lantak	lɐntak
lantaka	lɐntaxɐʔ
lantana	lɐntanɐʔ
lantay	lɐntaɪ̯
lanting	lantɪŋ
lanting	lɐntiŋ
lantod	lɐntod
lantong	lɐntoŋ
lantot	lɐmbiŋ
lantsa	lant͡ʃɐ
lantutay	lɐntutaɪ̯
lanubo	lɐnuboʔ
lanunab	lɐnunɐb
lanuza	lɐnusɐ
lao	laʊ̯
laoag	lɐwaɡ
laog	lɐʔoɡ
laon	lɐʔon
laos	lɐʔos
lapad	lapɐd
lapad	lɐpad
lapag	lɐpaɡ
lapas	lɐpas
lapastangan	lɐpɐstaŋɐn
lapat	lapɐt
lapat	lɐpat
lapay	lapaɪ̯
lapay	lɐpaɪ̯
lapi	lapɪʔ
lapida	lapɪda
lapig	lapɪɡ
laping	lɐpiŋ
lapirot	lɐpiɾot
lapirot	lɐpɪɾot
lapis	lapɪs
lapisa	lɐpɪsaʔ
lapit	lapɪt
lapit	lɐpit
laplap	lɐplap
lapnis	lɐpnis
lapnit	lɐpnit
lapnos	lɐpnos
lapok	lɐpok
lapulapu	lapʊlapʊ
lapurit	lɐpuɾɪt
lapurit	lɐpʊɾit
lapuz	lapʊs
lapya	lɐpjaʔ
lapyad	lɐpjad
laquindanum	lɐxɪndanʊm
larang	laɾɐŋ
larangan	lɐɾaŋɐn
larawan	lɐɾawɐn
laray	laɾaɪ̯
larga	laɾɡɐ
larga	lɐɾɡa
laris	lɐɾis
laro	lɐɾo
laro	lɐɾoʔ
larot	lɐɾot
laroy	laɾoɪ̯
laroy	lɐɾoɪ̯
laruan	laɾʊʔan
laruan	lɐɾʊʔan
laryo	lɐɾjo
lasa	lasɐ
lasa	lasɐʔ
lasa	lɐsaʔ
lasak	lasɐk
lasak	lɐsak
lasap	lɐsap
lasaw	lasaʊ̯
lasaw	lɐsaʊ̯
lascano	lɐskano
lasenggera	lɐseŋɡeɾɐ
lasenggero	lɐseŋɡeɾo
lasenggo	lɐseŋɡo
lasgas	lɐsɡas
lasing	lɐsiŋ
lasinggera	lɐsɪŋɡeɾɐ
lasinggero	lɐsɪŋɡeɾo
laskuta	lɐskutɐʔ
laslas	lɐslas
laso	lɐsoʔ
lasog	lɐsoɡ
laspag	lɐspaɡ
lastag	lɐstaɡ
lastay	lɐstaɪ̯
lastiko	lastɪxo
lasuna	lɐsʊnaʔ
lasunin	lɐsunɪn
laswa	lɐswaʔ
lata	latɐ
lata	lɐtaʔ
latag	latɐɡ
