'ch	χ
gydbreswylwyr	ɡɨːdbrɛsʊɨ̯lwɨ̞r
gyddfau	ɡəðva
gyddfau	ɡəðvaɨ̯
gyddfau	ɡəðvɛ
gyfarfod	ɡwarvɔd
gyfarfod	ɡəvarvɔd
gyfforddus	ɡəfɔrðɨ̞s
gyfiawnder	ɡəvjau̯ndɛr
gyflym	ɡəvlɨ̞m
gyfnither	ɡəvnɪθar
gyfnither	ɡəvnɪθɛr
gyfoethog	ɡəvɔɨ̯θɔɡ
gyfreithiwr	ɡəvrei̯θjʊr
gylch	ɡɨ̞lχ
gylchgrawn	ɡəlχɡrau̯n
gylchgrawn	ɡɨ̞lχɡrau̯n
gylfin	ɡəlvɪn
gylfinau	ɡəlvɪna
gylfinau	ɡəlvɪnaɨ̯
gylfinau	ɡəlvɪnɛ
gylfinir	ɡəlvɪnɪr
gylfinirod	ɡəlvɪnɪrɔd
gyll	ɡɨ̞ɬ
gymaint	ɡəmai̯nt
gymaint	ɡəmɛnt
gymedrolwr	ɡəmɛdrɔlʊr
gymedrolwyr	ɡəmɛdrɔlwɨ̞r
gymorth	ɡəmɔrθ
gymru	ɡəmrɨ̞
gymylog	ɡəməlɔɡ
gyngor	ɡəŋɔr
gynhadledd	ɡənhadlɛð
gynnar	ɡənar
gynnwrf	ɡənʊrv
gyrdd	ɡɨ̞rð
gyrgoed	ɡərɡoːɨ̯d
gyrraedd	ɡərað
gyrraedd	ɡəraɨ̯ð
gyrraedd	ɡərɛð
gyrraf	ɡərav
gyrru	ɡərɨ
gyrrwr	ɡərʊr
gysgu	ɡəsɡɨ
gystadlu	ɡəsdadlɨ
gythraul	ɡəθral
gythraul	ɡəθraɨ̯l
gythraul	ɡəθrɛl
gythreuliaid	ɡəθreɨ̯ljai̯d
gythreuliaid	ɡəθreɨ̯ljɛd
gâl	ɡaːl
gân	ɡaːn
gât	ɡaːt
gêm	ɡeːm
gên	ɡeːn
gôl	ɡoːl
gôt	ɡoːt
gôt law	ɡoːtlaːu̯
gŵr	ɡuːr
gŵydd	ɡuːɨ̯ð
gŵyl	ɡuːɨ̯l
gŵyll	ɡuːɨ̯ɬ
gŵyr	ɡuːɨ̯r
gŵyth	ɡuːɨ̯θ
gẃraidd	ɡʊrai̯ð
h	aːɨ̯tʃ
h	h
h	haːɨ̯tʃ
h	hə
habad	habad
habadaeth	habadaɨ̯θ
habadaeth	habadɛθ
habadaethau	habadeɨ̯θa
habadaethau	habadeɨ̯θaɨ̯
habadaethau	habadeɨ̯θɛ
habadau	habada
habadau	habadaɨ̯
habadau	habadɛ
habades	habadɛs
habadesau	habadɛsa
habadesau	habadɛsaɨ̯
habadesau	habadɛsɛ
habatai	habataɨ̯
habatir	habatɪr
habatiroedd	habatɪrɔɨ̯ð
habaty	habatɨ
haber	habɛr
haberaeron	habɛreɨ̯rɔn
haberdâr	habɛrdaːr
habwyd	habʊɨ̯d
habwydyn	habʊɨ̯dɨ̞n
hach	aːχ
hachos	haχɔs
hachosi	haχɔsi
had	haːd
hadar	hadar
haddo	haðɔ
hadeilad	hadei̯lad
haden	hadɛn
hadolygu	hadɔləɡɨ̞
hadran	hadran
hadu	hadɨ̞
hadwaenent	hadweɨ̯nɛnt
haeddel	heɨ̯ðɛl
haeddel fawr	heɨ̯ðɛlvau̯r
haelwyd	heɨ̯lʊɨ̯d
haen	haːɨ̯n
haethnen	heɨ̯θnɛn
haethnenni	heɨ̯θnɛni
haf	haː
haf	haːv
hafod	havɔd
hafodau	havɔda
hafodau	havɔdaɨ̯
hafodau	havɔdɛ
hafodydd	havɔdɨ̞ð
hafota	havɔta
hafren	havrɛn
hagor	haɡɔr
hail	hai̯l
hais	hais
halen	halan
halen	halɛn
halibalŵ	halɪbaluː
hamerica	hamɛrɪka
hamod	hamɔd
hamser	hamsar
hamser	hamsɛr
hances	hankas
hances	hankɛs
hanes	hanas
hanes	hanɛs
hanfon	hanvɔn
hangen	haŋan
hangen	haŋɛn
hangharad	haŋharad
hanner	hanar
hanner	hanɛr
hannwyd	hanʊɨ̯d
hanodd	hanɔð
hapus	hapɨ̞s
harall	haraɬ
harbwr	harbʊr
hardal	hardal
hardaloedd	hardalɔɨ̯ð
hardd	harð
harddach	harðaχ
hardded	harðɛd
harglwydd	harɡlʊɨ̯ð
harian	harjan
harlwy	harluɨ̯
haros	harɔs
harth	harθ
hatyr	hatɨ̞r
haul	haɨ̯l
hawdd	hau̯ð
hawl	hau̯l
hawlfraint	hau̯lvrai̯nt
hawlio	hau̯ljɔ
heb	hɛb
heboca	hɛbɔka
hechryd	hɛχrɨ̞d
hechrydu	hɛχrədɨ
hechrydus	hɛχrədɨ̞s
hedd	heːð
heddferch	hɛðvɛrχ
heddiw	hɛðɪu̯
heddlu	hɛðlɨ
heddluoedd	hɛðlɨ̞ɔɨð
heddwas	hɛðwas
heddwch	hɛðʊχ
hedfan	hɛdvan
hedyn	hɛdɨ̞n
hefin	hɛvɪn
hefo	hɛvɔ
hefyd	hɛvɨ̞d
heglwys	hɛɡlʊɨ̯s
heibio	hei̯bjɔ
heini	hei̯ni
heirdd	hei̯rð
heisteddfod	hei̯sdɛðvɔd
heisteddfodau	hei̯sdɛðvɔda
heisteddfodau	hei̯sdɛðvɔdaɨ̯
heisteddfodau	hei̯sdɛðvɔdɛ
hel	hɛl
helaeth	hɛlaɨ̞θ
helaeth	hɛlɛθ
helbul	hɛlbɨ̞l
helbulon	hɛlbɨ̞lɔn
helbulus	hɛlbɨ̞lɨ̞s
helc	hɛlk
helciaid	hɛlkjai̯d
helciaid	hɛlkjɛd
helfen	hɛlvɛn
heliwm	hɛljʊm
help	hɛlp
help llaw	hɛlpɬau̯
helpu	hɛlpɨ̞
helpwr	hɛlpʊr
helpwyr	hɛlpwɨ̞r
helwr	hɛlʊr
helwyr	hɛlwɨ̞r
helyg	hɛlɨ̞ɡ
helyg	hɛlɪɡ
helygen	hɛləɡan
helygen	hɛləɡɛn
helyglys	hɛləɡlɨ̞s
helyglys hardd	hɛləɡlɨ̞sharð
helynt	hɛlɨ̞nt
helyntion	hɛləntjɔn
helyntoedd	hɛləntɔɨ̯ð
hen	heːn
hen bryd	heːnbrɨːd
hen galan	heːnɡalan
henaint	hɛnai̯nt
hendrefa	hɛndrɛva
hendrefi	hɛndrɛvi
hendrefydd	hɛndrɛvɨ̞ð
henffordd	hɛnfɔrð
henghraifft	hɛŋ̊rai̯fd
henghraifft	hɛŋ̊rɛfd
heno	hɛnɔ
henw	hɛnu
heog	hɛɔɡ
heol	heːɔl
heol y gwynt	heːɔləɡwɨ̞nt
her	hɛr
heraill	hɛraiɬ
heraill	hɛrɪɬ
herwhela	hɛrwhɛla
hesg	heːsɡ
hesgen	hɛsɡɛn
het	hɛt
hetiwr	hɛtjʊr
heuldro	heɨ̯ldrɔ
heuldro'r gaeaf	heɨ̯ldrɔrɡeɨ̯a
heuldro'r gaeaf	heɨ̯ldrɔrɡeɨ̯av
heuldro'r haf	heɨ̯ldrɔrhaː
heuldro'r haf	heɨ̯ldrɔrhaːv
heuliog	heɨ̯ljɔɡ
heulog	heɨ̯lɔɡ
heulsaf	heɨ̯lsav
heulwen	heɨ̯lwɛn
hi	hiː
hiach	hjaːχ
hiarll	hjarɬ
hiasoer	hjasɔɨ̯r
hiddewiaeth	hɪðeu̯jaɨθ
hiddewiaeth	hɪðeu̯jɛθ
hieirll	hjei̯rɬ
hifanc	hɪvaŋk
hil	hiːl
hiliaeth	hɪljaɨ̯θ
hiliaeth	hɪljɛθ
hinon	hɪnɔn
hir	hiːr
hiraeth	hɪraɨ̯θ
hiraeth	hɪrɛθ
hirddydd	hɪrðɨ̞ð
hirddydd haf	hɪrðɨ̞ðhaː
hirddydd haf	hɪrðɨ̞ðhaːv
hirgron	hɪrɡrɔn
hirgrwn	hɪrɡrʊn
hirgrynion	hɪrɡrənjɔn
hirion	hɪrjɔn
hirnod	hɪrnɔd
hirsgwar	hɪrsɡwar
hirsgwarau	hɪrsɡwara
hirsgwarau	hɪrsɡwaraɨ̯
hirsgwarau	hɪrsɡwarɛ
hirsgwariau	hɪrsɡwarja
hirsgwariau	hɪrsɡwarjaɨ̯
hirsgwariau	hɪrsɡwarjɛ
hiâ	hjaː
hoed	hoːɨ̯d
hoelio	hɔi̯ljɔ
hoelio	hɔɨ̯ljɔ
hoen	hoːɨ̯n
hoff	hoːf
hoffen	hɔfɛn
hoffest	hɔfɛsd
hoffet	hɔfɛt
hoffi	hɔfi
hofran	hɔvran
hofrennydd	hɔvrɛnɨ̞ð
hogan	hɔɡan
hogen	hɔɡɛn
hogiau	hɔɡja
hogiau	hɔɡjaɨ̯
hogiau	hɔɡjɛ
hogyn	hɔɡɨ̯n
holi	hɔli
holl	hoːɬ
hollti	hɔɬdi
holocost	hɔlɔkɔsd
homan	hɔman
hon	hɔn
honno	hɔnɔ
hosbis	hɔsbɪs
hosbisau	hɔsbɪsa
hosbisau	hɔsbɪsaɨ̯
hosbisau	hɔsbɪsɛ
hoyw	hɔɨ̯u
huan	hɨan
huawdl	hɨːau̯dl
hud	hɨːd
huddygl	hɨ̞ðɨ̞ɡl
hudlath	hɨ̞dlaθ
hudo	hɨ̞dɔ
hufen	hɨ̞van
hufen	hɨ̞vɛn
hugain	hɪɡai̯n
hugain	hɪɡjan
hun	hɨːn
huna	hɨ̞na
hunain	hɨ̞nai̯n
hunain	hɨ̞nɛn
hunan	hɨ̞nan
hunanynysu	hɨnanənəsɨ
hunarddeg	hɨːnarðeːɡ
hunion	hɪnjɔn
hunllef	hɨ̞nɬa
hunllef	hɨ̞nɬɛ
hunllef	hɨ̞nɬɛv
huno	hɨ̞nɔ
huw	hɨ̞u̯
huw	hɪu̯
hwch	huːχ
hwn	hʊn
hwngari	hʊŋɡari
hwngari	hʊŋɡri
hwnna	hʊna
hwnnw	hʊnu
hwntw	hʊntu
hwntws	hʊntus
hwpo	hʊpɔ
hwrdd	hʊrð
hwy	huːɨ̯
hwyad	hʊɨ̯ad
hwyaden	hʊɨ̯adan
hwyaden	hʊɨ̯adɛn
hwyaden	χwadan
hwyaid	hʊɨ̯ai̯d
hwyaid	hʊɨ̯ɛd
hwyl	huːɨ̯l
hwylbren	hʊɨ̯lbrɛn
hwylio	hʊɨ̯ljɔ
hwynt	hʊɨ̯nt
hwyr	huːɨ̯r
hwythfed	hʊɨ̯θvad
hwythfed	hʊɨ̯θvɛd
hy	hɨː
hyblyg	həblɨ̞ɡ
hybu	həbɨ
hych	hɨːχ
hychod	həχɔd
hyd	hɨːd
hyd yn hyn	hɨːdənhɨ̞n
hydref	hədra
hydref	hədrɛ
hydref	hədrɛv
hydrefau	hədrɛva
hydrefau	hədrɛvaɨ̯
hydrefau	hədrɛvɛ
hyfed	həvɛd
hygyrch	həɡɨ̞rχ
hylif	həlɪv
hyll	hɨ̞ɬ
hyll	hɪɬ
hyllt	hɨːɬd
hymasiad	həmaʃad
hymenyn	həmɛnɨ̞n
hyn	hɨ̞n
hyn a hyn	hɨ̞nahɨ̞n
hyn a'r llall	hɨ̞narɬaɬ
hyn i gyd	hɨ̞niɡiːd
hyn oll	hɨ̞noːɬ
hynafol	hənavɔl
hynny	hənɨ
hynod	hənɔd
hynt	hɨ̞nt
hynt san ialm	hɨ̞ntsanjalm
hyrddod	hərðɔd
hyrwyddo	hərʊɨ̯ðɔ
hysbys	həsbɨ̞s
hysgi	həsɡi
hystafell	həsdavɛɬ
hywel	həu̯ɛl
i	iː
i blith	iːbliːθ
i ffwrdd	fʊr
i ffwrdd	fʊrð
i ffwrdd	ɪfʊrð
i fyny	ɪvənɨ
i gyd	ɪɡiːd
i lawr	ɪlau̯r
i'r dim	iːrdɪm
i'r dim	ɪrdɪm
i'w	ɪu̯
iach	jaːχ
iaith	jai̯θ
iarll	jarɬ
ias	jaːs
iasau	jasa
iasau	jasaɨ̯
iasau	jasɛ
iasoer	jasɔɨ̯r
iasol	jasɔl
iau	jaɨ̯
iawn	jau̯n
ichwi	ɪχwi
iddew	ɪðɛu̯
iddewes	ɪðɛu̯ɛs
iddewesau	ɪðɛu̯ɛsa
iddewesau	ɪðɛu̯ɛsaɨ̯
iddewesau	ɪðɛu̯ɛsɛ
iddewiaeth	ɪðeu̯jaɨ̯θ
iddewiaeth	ɪðeu̯jɛθ
iddewig	ɪðɛu̯ɪɡ
iddewon	ɪðɛu̯ɔn
iddi	ɪði
iddo	ɪðɔ
iddyn	ɪðɨ̞n
iddynt	ɪðɨ̞nt
iechyd	jɛχɨ̞d
iechyd da	jɛχɨ̞ddaː
ieirll	jei̯rɬ
ieithadur	jeiθadɨ̞r
ieithoedd	jei̯θɔɨ̯ð
ieithydd	jei̯θɨ̞ð
ieithyddiaeth	jei̯θəðjaɨ̯θ
ieithyddiaeth	jei̯θəðjɛθ
ieithyddion	jei̯θəðjɔn
iesin	jɛsɪn
iesu	jɛsɨ̞
iesu grist	jɛsɨɡriːst
iet	jɛt
ieuan	jeɨ̯an
ieuanc	jeɨ̯aŋk
ieuenctid	jeɨɛŋktɪd
ifan	ɪvan
ifanc	ɪvaŋk
im	ɪm
imi	ɪmi
in	ɪn
inni	ɪni
ioan	jɔan
iogwrt	jɔɡʊrt
iolo	jɔlɔ
ionawr	jɔnau̯r
iorwg	jɔrʊɡ
ir	iːr
iro	ɪrɔ
isel	ɪsal
isel	ɪsɛl
iselder	ɪsɛldar
iselder	ɪsɛldɛr
iselder ysbryd	ɪsɛldarəsbrɨ̞d
iselder ysbryd	ɪsɛldɛrəsbrɨ̞d
iselderau	ɪsɛldɛra
iselderau	ɪsɛldɛraɨ̯
iselderau	ɪsɛldɛrɛ
iseldiraidd	ɪsɛldɪrai̯ð
iseldiraidd	ɪsɛldɪrɛð
iselydd	ɪsɛlɨ̞ð
iselyddion	ɪsɛləðjɔn
isod	ɪsɔd
isteitl	iːsdei̯tl
isteitlau	iːsdei̯tlaɨ̯
isteitlau	iːsdei̯tlɛ
isteitlo	iːsdei̯tlɔ
it	ɪt
ithfaen	ɪθvaɨ̯n
iti	ɪti
iwan	ɪu̯an
iwch	ɪu̯χ
iwd	juːd
iwd	ɪu̯d
iwerddon	ɪu̯ɛrðɔn
iwerddoneg	ɪu̯ɛrðɔnɛɡ
iwrch	jʊrχ
iyrchod	jərχɔd
iytan	jətan
iâ	jaː
iâr	jaːr
iäaidd	jaai̯ð
j	dʒeː
jac	dʒak
jac a'i wagen	d͡ʒakai̯waɡɛn
jac codi baw	dʒakkɔdibau̯
jaciau	dʒakja
jaciau	dʒakjaɨ̯
jaciau	dʒakjɛ
jacs	dʒaks
jam	d͡ʒam
je	dʒeː
jyngl	d͡ʒəŋɡl
jôc	d͡ʒoːk
labovaidd	labɔvai̯ð
ladd	laːð
ladin	ladɪn
ladron	ladrɔn
laeth	laːɨ̯θ
laith	lai̯θ
lan	lan
lanach	lanaχ
lanaf	lana
lanaf	lanav
lanc	laŋk
laned	lanɛd
lanhau	lanhaɨ̯
las	laːs
lasach	lasaχ
lased	lasɛd
lasen	lasɛn
lasgoch	lasɡɔχ
latfia	latvja
lau	laɨ̯
lawio	lau̯jɔ
lawn	lau̯n
le	leː
lech	leːχ
lechi	lɛχi
ledled	lɛdlɛd
lefrith	lɛvrɪθ
leicia	lei̯kja
leicia	lɪkja
leician	lei̯kjan
leician	lɪkjan
leicio	lei̯kjɔ
leicio	lɪkjɔ
leidr	lei̯dr
leihau	lei̯haɨ̯
leision	lei̯ʃɔn
lemon	lɛmɔn
lemwn	lɛmʊn
lerpwl	lɛrpʊl
les	leːs
lesau	lɛsa
lesau	lɛsaɨ̯
lesau	lɛsɛ
lesddeiliad	leːsðei̯ljad
lesddeiliaid	leːsðei̯ljai̯d
lesddeiliaid	leːsðei̯ljɛd
lesoedd	lɛsɔɨ̯ð
lestr	lɛstr
letys	lɛtɨs
letysen	lɛtəsan
letysen	lɛtəsɛn
leuen	leɨ̯ɛn
lifft	lɪfd
lifftiau	lɪfdja
lifftiau	lɪfdjaɨ̯
lifftiau	lɪfdjɛ
lin	liːn
lindys	lɪndɨ̞s
lindysyn	lɪndəsɨ̞n
liwio	lɪu̯jɔ
lladd	ɬaːð
lladin	ɬadɪn
lladrad	ɬadrad
lladron	ɬadrɔn
llaered	ɬeɨ̯rɛd
llaeth	ɬaːɨ̯θ
llafar	ɬavar
llafariad	ɬavarjad
llafariad thematig	ɬavarjadθɛmatɪɡ
llafariaid	ɬavarjai̯d
llafariaid	ɬavarjɛd
llafariaid thematig	ɬavarjai̯dθɛmatɪɡ
llafariaid thematig	ɬavarjɛdθɛmatɪɡ
llai	ɬai̯
llaid	ɬai̯d
llais	ɬai̯s
llaith	ɬai̯θ
llall	ɬaɬ
llam	ɬam
llamhidog	ɬamhɪdɔɡ
llamhidydd	ɬamhɪdɨ̞ð
llamidogion	ɬamɪdɔɡjɔn
llamidyddion	ɬamɪdəðjɔn
llan	ɬan
llanc	ɬaŋk
llandudno	ɬandɨ̞dnɔ
llanelli	ɬanɛɬi
llansamlet	ɬansamlɛt
llanw	ɬanu
llasen	ɬasɛn
llaswyr	ɬasʊɨ̯r
llatai	ɬatai̯
llath	ɬaːθ
llau	ɬaɨ̯
llaw	ɬaːu̯
llawen	ɬau̯an
llawen	ɬau̯ɛn
llawer	ɬau̯ar
llawer	ɬau̯ɛr
llawfeddyg	ɬau̯vɛðɨ̞ɡ
llawfeddyg	ɬau̯vɛðɪɡ
llawfeddygon	ɬau̯vɛðəɡɔn
llawlyfr	ɬau̯lɨ̞vɨ̞r
llawn	ɬau̯n
llawr	ɬau̯r
llawysgrif	ɬau̯əsɡrɪv
lle	ɬeː
llech	ɬeːχ
llechi	ɬɛχi
lled	ɬeːd
lledieithog	ɬɛdjei̯θɔɡ
lledr	ɬɛdr
llefarydd	ɬɛvarɨ̞ð
llefn	ɬɛvn
llefrith	ɬɛvrɪθ
lleian	ɬei̯an
lleianaeth	ɬei̯anaɨ̯θ
lleianaeth	ɬei̯anɛθ
lleianaidd	ɬei̯anai̯ð
lleianaidd	ɬei̯anɛð
lleiandai	ɬei̯andai̯
lleiandy	ɬei̯andɨ
lleianod	ɬei̯anɔd
lleidr	ɬei̯dr
lleihau	ɬei̯haɨ̯
lleill	ɬei̯ɬ
lleinw	ɬei̯nu
llen	ɬɛn
llenwi	ɬɛnwi
llenydda	ɬɛnəða
llenyddiaeth	ɬɛnəðjaɨ̯θ
llenyddiaeth	ɬɛnəðjɛθ
llenyddol	ɬɛnəðɔl
lleol	ɬeːɔl
lleoli	ɬɛɔli
lles	ɬeːs
llestair	ɬɛsdai̯r
llesteiriannau	ɬɛsdei̯rjana
llesteiriannau	ɬɛsdei̯rjanaɨ̯
llesteiriannau	ɬɛsdei̯rjanɛ
llesteiriant	ɬɛsdei̯rjant
llesteiriau	ɬɛsdei̯rja
llesteiriau	ɬɛsdei̯rjaɨ̯
llesteiriau	ɬɛsdei̯rjɛ
llesteirio	ɬɛsdei̯rjɔ
llestr	ɬɛstr
llethol	ɬɛθɔl
lleua	ɬeɨ̯a
lleuad	ɬeɨ̯ad
lleuen	ɬeɨ̯an
lleuen	ɬeɨ̯ɛn
lleugylch	ɬeɨ̯ɡɨ̞lχ
llew	ɬeːu̯
llewod	ɬɛu̯ɔd
llid	ɬiːd
llifogydd	ɬivɔɡɨ̞ð
llinell	ɬɪnaɬ
llinell	ɬɪnɛɬ
llinos	ɬɪnɔs
llinyn	ɬɪnɨ̞n
llinynnau	ɬɪnəna
llinynnau	ɬɪnənaɨ̯
llinynnau	ɬɪnənɛ
llith	ɬiːθ
llithro	ɬɪθrɔ
lliw	ɬɪu̯
lliwio	ɬɪu̯jɔ
lliwydd	ɬɪu̯ɨ̞ð
lliwyddion	ɬɪu̯əðjɔn
llnau	ɬnaɨ̯
llo	ɬoː
lloc	ɬɔk
lloches	ɬɔχas
lloches	ɬɔχɛs
llochesau	ɬɔχɛsa
llochesau	ɬɔχɛsaɨ̯
llochesau	ɬɔχɛsɛ
lloegr	ɬɔɨ̯ɡar
lloegr	ɬɔɨ̯ɡr
lloegr	ɬɔɨ̯ɡər
lloegr newydd	ɬɔɨ̯ɡrnɛu̯ɨ̞ð
lloegr newydd	ɬɔɨ̯ɡərnɛu̯ɨ̞ð
lloer	ɬoːɨ̯r
llond	ɬɔnd
llong	ɬɔŋ
llong foel	ɬɔŋvoːɨ̯l
llong noa	ɬɔŋnoːa
llonydd	ɬɔnɨ̞ð
llosg	ɬɔsɡ
llosgfaen	ɬɔsɡvaɨ̯n
llosgi	ɬɔsɡi
llost	ɬɔsd
llu	ɬɨː
lluddias	ɬɨ̞ðjas
lludw	ɬɨ̞du
llun	ɬɨːn
llun y llong	ɬɨːnəɬɔŋ
llun yr haeddel	ɬɨːnərheɨ̯ðɛl
llundain	ɬɨ̞ndai̯n
llundain	ɬɨ̞ndan
llundain	ɬɨ̞ndɛn
llungopi	ɬɨːŋɡɔpi
llungopi	ɬɨ̞ŋɡɔpi
llungopïau	ɬɨːŋɡɔpiːa
llungopïau	ɬɨːŋɡɔpiːaɨ̯
llungopïau	ɬɨːŋɡɔpiːɛ
llungopïau	ɬɨ̞ŋɡɔpiːa
llungopïau	ɬɨ̞ŋɡɔpiːaɨ̯
llungopïau	ɬɨ̞ŋɡɔpiːɛ
llungopïo	ɬɨːŋɡɔpiːɔ
llungopïo	ɬɨ̞ŋɡɔpiːɔ
llungopïwr	ɬɨːŋɡɔpiːʊr
llungopïwr	ɬɨ̞ŋɡɔpiːʊr
llungopïwyr	ɬɨːŋɡɔpɪwɨ̞r
llungopïwyr	ɬɨ̞ŋɡɔpɪwɨ̞r
llunio	ɬɨ̞njɔ
lluoedd	ɬɨːɔɨ̯ð
llurs	ɬɨ̞rs
llursod	ɬɨ̞rsɔd
llus	ɬɨːs
llus america	ɬɨːsamɛrɪka
llusa	ɬɨ̞sa
llusen	ɬɨ̞san
llusen	ɬɨ̞sɛn
llusen america	ɬɨ̞sanamɛrɪka
llusen america	ɬɨ̞sɛnamɛrɪka
llusg	ɬɨːsɡ
llusgo	ɬɨ̞sɡɔ
lluwch	ɬɨu̯χ
llwch	ɬuːχ
llwchwr	ɬʊχʊr
llwgu	ɬʊɡɨ
llwm	ɬʊm
llwnc	ɬʊŋk
llwrw	ɬʊru
llwy	ɬuːɨ̯
llwybr	ɬʊɨ̯br
llwybr llaethog	əɬʊɨ̯brɬeɨ̯θɔɡ
llwybr y gwynt	ɬʊɨ̯brəɡwɨ̞nt
llwyd	ɬuːɨ̯d
llwyddiannus	lʊɨ̯ðjanɨ̞s
llwyddo	ɬʊɨ̯ðɔ
llwydo	ɬʊɨ̯dɔ
llwyfan	ɬʊɨ̯van
llwyfandir	ɬʊɨ̯vandɪr
llwyn	ɬuːɨ̯n
llwynog	ɬʊɨ̯nɔɡ
llwyth	ɬʊɨ̯θ
llwythau	ɬʊɨ̯θa
llwythau	ɬʊɨ̯θaɨ̯
llwythau	ɬʊɨ̯θɛ
llwythi	ɬʊɨ̯θi
llwytho	ɬʊɨ̯θɔ
llychlyn	ɬəχlɨ̞n
llychlynnaidd	ɬəχlənai̯ð
llydan	ɬədan
llydaw	ɬədau̯
llyf	ɬɨːv
llyf gen	ɬəvɡɛn
llyffant	ɬəfant
llyfn	ɬɨ̞vn
llyfr	ɬɨ̞vr
llyfr	ɬɨ̞vɨ̞r
llyfrau	ɬəvra
llyfrau	ɬəvraɨ̯
llyfrau	ɬəvrɛ
llyfrgell	ɬəvrɡɛɬ
llyfrgell genedlaethol cymru	ɬəvrɡɛɬɡɛnɛdleɨ̯θɔlkəmrɨ
llyfrgellwyr	ɬəvrɡɛɬwɨ̞r
llyfrgellydd	ɬəvrɡɛɬɨ̞ð
llyfu	ɬəvɨ
llygad	ɬəɡad
llygad	ɬɨ̞ɡad
llygaid	ɬəɡai̯d
llygaid	ɬəɡɛd
llygaid	ɬɨ̞ɡai̯d
llygaid	ɬɨ̞ɡɛd
llygod	ɬəɡɔd
llygota	ɬəɡɔta
llygru	ɬəɡrɨ
llyn	ɬɨ̞n
llynedd	ɬənɛð
llys	ɬɨːs
llysenw	ɬɨ̞sɛnu
llysg	ɬɨːsɡ
llysiau	ɬəʃa
llysiau	ɬəʃaɨ̯
llysiau	ɬəʃɛ
llysieua	ɬəʃeɨ̯a
llysieuyn	ɬəʃeɨ̯ɨ̞n
llythrennau	ɬəθrɛna
llythrennau	ɬəθrɛnaɨ̯
llythrennau	ɬəθrɛnɛ
llythrennedd	ɬəθrɛnɛð
llythrennog	ɬəθrɛnɔɡ
llythrennol	ɬəθrɛnɔl
llythrennu	ɬəθrɛnɨ
llythyr	ɬəθɨ̞r
llythyren	ɬəθəran
llythyren	ɬəθərɛn
llythyrennau	ɬəθrɛna
llythyrennau	ɬəθərɛnaɨ̯
llythyrennau	ɬəθərɛnɛ
llyw	ɬɨ̞u̯
llywelyn	ɬəu̯ɛlɨ̞n
llywio	ɬɨu̯jɔ
llywodraethu	ɬəu̯ɔdreɨ̯θɨ
llywydd	ɬəu̯ɨ̞ð
llywyddion	ɬəu̯əðjɔn
llên	ɬeːn
loc	lɔk
loegr	lɔɨ̯ɡr
loegr	lɔɨ̯ɡər
loegr newydd	lɔɨ̯ɡrnɛu̯ɨ̞ð
loegr newydd	lɔɨ̯ɡərnɛu̯ɨ̞ð
lol	lɔl
lolfa	lɔlva
loncian	lɔŋkjan
lonciwr	lɔŋkjʊr
long	lɔŋ
losin	lɔʃɪn
losinen	lɔʃɪnɛn
loyw	lɔɨ̯u
lu	lɨː
lun	lɨːn
lundain	lɨ̞ndai̯n
lundain	lɨ̞ndan
lundain	lɨ̞ndɛn
lwc	lʊk
lwnc	lʊŋk
lwy	luːɨ̯
lwybr	lʊɨ̯br
lwyddo	lʊɨ̯ðɔ
lwyth	lʊɨ̯θ
lydan	lədan
lydaw	lədau̯
lyf	lɨːv
lyfr	lɨ̞vr
lyfr	lɨ̞vɨ̞r
lyfrau	ləvra
lyfrau	ləvraɨ̯
lyfrau	ləvrɛ
lygad	ləɡad
lygad	lɨ̞ɡad
lygaid	ləɡai̯d
lygaid	ləɡɛd
lygaid	lɨ̞ɡai̯d
lygaid	lɨ̞ɡɛd
lygod	ləɡɔd
lyn	lɨ̞n
lys	lɨːs
lysenw	lɨ̞sɛnu
lysiau	ləʃa
lysiau	ləʃaɨ̯
lysiau	ləʃɛ
lywydd	ləu̯ɨ̞ð
lân	laːn
mab	maːb
mabwysiadu	mabʊɨ̯ʃadɨ
macadelgi	makadɛlɡi
macamwn	makamʊn
mach	maːχ
macydelgi	makədɛlɡi
macymwn	makəmʊn
mad	maːd
madfall	madvaɬ
madfall ddŵr	madvaɬðuːr
madfallod	madvaɬɔd
madfallod dŵr	madvaɬɔdduːr
mae	ma
mae	maːɨ̯
mae	mə
mae'n ddrwg gen i	maːɨ̯nðruːɡɡɛnɪ
maen	man
maen	maːɨ̯n
maen	mən
maent	maɨ̯nt
maes	maːɨ̯s
maes awyr	maːɨ̯sau̯ɨ̞r
maestref	meɨsdrɛv
mafon	mavɔn
mag	maɡ
mag	maːɡ
magnel	maɡnɛl
magnelau	maɡnɛla
magnelau	maɡnɛlaɨ̯
magnelau	maɡnɛlɛ
magnelwr	maɡnɛlʊr
magnelwyr	maɡnɛlʊr
magu	maɡɨ
maharen	maharan
maharen	maharɛn
mai	ma
mai	mai̯
mai	mə
maidd	mai̯ð
main	mai̯n
maint	mai̯nt
mair	mai̯r
malwod	malwɔd
malwota	malwɔta
mam	mam
mamau	mama
mamau	mamaɨ̯
mamau	mamɛ
mamoth	mamɔθ
mamoth gwlanog	mamɔθɡwlanɔɡ
man	man
manceinion	maŋkei̯njɔn
maneg	manaɡ
maneg	manɛɡ
mango	maŋɡɔ
mantais	mantai̯s
mantais	mantɛs
