ա	ɑ
գերմանական	kʰɛɾmɑnɑɡɑn
գերմանացի	kʰɛɾmɑnɑt͡sʰi
գերմաներեն	kʰɛɾmɑnɛɾɛn
գերմանիա	kʰɛɾmɑnjɑ
գերմանիայի	kʰɛɾmɑnjɑji
գերմանիում	kʰɛɾmɑnijum
գերմանուհի	kʰɛɾmɑnuhi
գերմաստի	kʰɛɾmɑsti
գերշուկա	kʰɛɾʃuɡɑ
գերշտկում	kʰɛɾʃədɡum
գերքաղաք	kʰɛɾkʰɑʁɑkʰ
գեւորգ	kʰɛvɔɾkʰ
գեւորգյան	kʰɛvɔɾkʰjɑn
գթալ	kʰətʰɑl
գթասիրտ	kʰətʰɑsiɾd
գթություն	kʰətʰutʰʏn
գժանոց	kʰəʒɑnɔt͡sʰ
գժտվել	kʰəʒdvɛl
գի	kʰi
գիժ	kʰiʒ
գիլ	kʰil
գիլաս	kʰilɑs
գիլյոտին	kʰiljɔdin
գիլոյան	kʰilɔjɑn
գիծ	kʰid͡z
գիհի	kʰihi
գիմ	kʰim
գին	kʰin
գինարբու	kʰinɑɾpʰu
գինարբուք	kʰinɑɾpʰukʰ
գինդ	kʰintʰ
գինեմոլ	kʰinɛmɔl
գինետուն	kʰinɛdun
գինի	kʰini
գինձ	kʰint͡sʰ
գիշակեր	kʰiʃɑɡɛɾ
գիշատել	kʰiʃɑdɛl
գիշեր	kʰiʃɛɾ
գիշերահավասար	kʰiʃɛɾɑhɑvɑsɑɾ
գիշերային	kʰiʃɛɾɑjin
գիշերօթիկ	kʰiʃɛɾɔtʰiɡ
գիսակ	kʰisɑɡ
գիսաստղ	kʰisɑstəʁ
գիտական	kʰidɑɡɑn
գիտակարգ	kʰidɑɡɑɾkʰ
գիտակարգային	kʰidɑɡɑɾkʰɑjin
գիտակից	kʰidɑɡit͡sʰ
գիտակցաբար	kʰidɑkʰt͡sʰɑpʰɑɾ
գիտակցական	kʰidɑkʰt͡sʰɑɡɑn
գիտակցականություն	kʰidɑkʰt͡sʰɑɡɑnutʰʏn
գիտակցել	kʰidɑkʰt͡sʰɛl
գիտակցորեն	kʰidɑkʰt͡sʰɔɾɛn
գիտակցություն	kʰidɑkʰt͡sʰutʰʏn
գիտակցում	kʰidɑkʰt͡sʰum
գիտակցվել	kʰidɑkʰt͡sʰvɛl
գիտելիք	kʰidɛlikʰ
գիտեմ	kʰidɛm
գիտենալ	kʰidɛnɑl
գիտնական	kʰidnɑɡɑn
գիտություն	kʰidutʰʏn
գիտուն	kʰidun
գիտունիկ	kʰiduniɡ
գիր	kʰiɾ
գիրգ	kʰiɾkʰ
գիրկ	kʰiɾɡ
գիրոկաստրա	kʰiɾɔɡɑstɾɑ
գիրություն	kʰiɾutʰʏn
գիրուկ	kʰiɾuɡ
գիրք	kʰiɾkʰ
գիրքը	kʰiɾkʰə
գիրքն	kʰiɾkʰn
գլան	kʰəlɑn
գլանիկ	kʰəlɑniɡ
գլասնոստ	kʰlɑsnɔst
գլաքար	kʰəlɑkʰɑɾ
գլդորել	kʰəltʰɔɾɛl
գլել	kʰəlɛl
գլխաբառ	kʰəlχɑpʰɑɾ
գլխագիր	kʰəlχɑkʰiɾ
գլխաշոր	kʰəlχɑʃɔɾ
գլխապտույտ	kʰəlχɑbədujd
գլխավոր	kʰəlχɑvɔɾ
գլխատառ	kʰəlχɑdɑɾ
գլխատել	kʰəlχɑdɛl
գլխարկ	kʰəlχɑɾɡ
գլխարկագործ	kʰəlχɑɾɡɑkʰɔɾd͡z
գլխացավ	kʰəlχɑt͡sʰɑv
գլխովին	kʰəlχɔvin
գլխուղեղ	kʰəlχuʁɛʁ
գլյուոն	kʰlʏjɔn
գլոր	kʰəlɔɾ
գլորել	kʰəlɔɾɛl
գլուխ	kʰəluχ
գլուխկոտրուկ	kʰəluχkɔdɾuɡ
գլտորել	kʰəldɔɾɛl
գծիկ	kʰəd͡ziɡ
գմբեթ	kʰəmpʰɛtʰ
գյադա	kʰjɑtʰɑ
գյանջա	kʰjɑnt͡ʃʰɑ
գյավուր	kʰjɑvuɾ
գյափիկ	kʰjɑpʰiɡ
գյոզ	kʰjɔz
գյոզալ	kʰjɔzɑl
գյոթ	kʰjɔtʰ
գյոթվերան	kʰjɔtʰvɛɾɑn
գյոլ	kʰjɔl
գյոյգյոլ	kʰjɔjkʰjɔl
գյոռ	kʰjɔɾ
գյորմամիշ	kʰjɔɾmɑmiʃ
գյուլբենկյան	kʰʏlpʰɛŋɡjɑn
գյուղ	kʰʏʁ
գյուղապետ	kʰʏʁɑbɛd
գյուղատնտես	kʰʏʁɑdəndɛs
գյուղատնտեսական	kʰʏʁɑdəndɛsɑɡɑn
գյուղատնտեսություն	kʰʏʁɑdəndɛsutʰʏn
գյուղացի	kʰʏʁɑt͡sʰi
գյումրի	kʰʏmɾi
գյուտ	kʰʏd
գյուտարար	kʰʏdɑɾɑɾ
գյուրզա	kʰʏɾzɑ
գյուրջինյան	kʰʏɾt͡ʃʰinjɑn
գնալ	kʰənɑl
գնալով	kʰənɑlɔv
գնահատել	kʰənɑhɑdɛl
գնահատելի	kʰənɑhɑdɛli
գնաճ	kʰənɑd͡ʒ
գնապիտակ	kʰənɑbidɑɡ
գնարբուկ	kʰənɑɾpʰuɡ
գնացուցակ	kʰənɑt͡sʰut͡sʰɑɡ
գնացք	kʰənɑt͡sʰkʰ
գնդակ	kʰəntʰɑɡ
գնդակահարություն	kʰəntʰɑɡɑhɑɾutʰʏn
գնդաձեւ	kʰəntʰɑt͡sʰɛv
գնդապետ	kʰəntʰɑbɛd
գնդացիր	kʰəntʰɑt͡sʰiɾ
գնդիկ	kʰəntʰiɡ
գնդոլորտ	kʰəntʰɔlɔɾd
գնել	kʰənɛl
գնհատել	kʰənhɑdɛl
գնոստիկ	kʰənɔstiɡ
գնոստիկական	kʰənɔstiɡɑɡɑn
գնոստիկություն	kʰənɔstiɡutʰʏn
գնոստիցիզմ	kʰənɔstit͡sʰizm
գնում	kʰənum
գնչել	kʰənt͡ʃʰɛl
գնչու	kʰənt͡ʃʰu
գնչուերեն	kʰənt͡ʃʰuɛɾɛn
գնչուհի	kʰənt͡ʃʰuhi
գոա	kʰɔɑ
գոգ	kʰɔkʰ
գոգաթիակ	kʰɔkʰɑtʰijɑɡ
գոգավորվել	kʰɔkʰɑvɔɾvɛl
գոգել	kʰɔkʰɛl
գոգնոց	kʰɔkʰnɔt͡sʰ
գոդի	kʰɔtʰi
գոթերեն	kʰɔtʰɛɾɛn
գոթի	kʰɔtʰi
գոլ	kʰɔl
գոլանալ	kʰɔlɑnɑl
գոլորշի	kʰɔlɔɾʃi
գոլֆ	kʰɔlf
գոհ	kʰɔh
գոհանալ	kʰɔhɑnɑl
գոհար	kʰɔhɑɾ
գոհացնել	kʰɔhɑt͡sʰənɛl
գող	kʰɔʁ
գողանալ	kʰɔʁɑnɑl
գողգոթա	kʰɔχkʰɔtʰɑ
գողոն	kʰɔʁɔn
գողոնք	kʰɔʁɔŋkʰ
գողունի	kʰɔʁuni
գողտր	kʰɔχtəɾ
գողտրիկ	kʰɔχtɾiɡ
գոճանյան	kʰɔd͡ʒɑnjɑn
գոճի	kʰɔd͡ʒi
գոմ	kʰɔm
գոմաղբ	kʰɔmɑχp
գոմել	kʰɔmɛl
գոմեշ	kʰɔmɛʃ
գոյ	kʰɔj
գոյական	kʰɔjɑɡɑn
գոյակցություն	kʰɔjɑkʰt͡sʰutʰʏn
գոյանալ	kʰɔjɑnɑl
գոյություն	kʰɔjutʰʏn
գոնադ	kʰɔnɑtʰ
գոնդոլ	kʰɔntʰɔl
գոնե	kʰɔnɛ
գոչ	kʰɔt͡ʃʰ
գոչել	kʰɔt͡ʃʰɛl
գոչյուն	kʰɔt͡ʃʰʏn
գոչում	kʰɔt͡ʃʰum
գոռ	kʰɔɾ
գոռալ	kʰɔɾɑl
գոռոզ	kʰɔɾɔz
գոռոզություն	kʰɔɾɔzutʰʏn
գոս	kʰɔs
գով	kʰɔv
գովազդ	kʰɔvɑstʰ
գովալ	kʰɔvɑl
գովասան	kʰɔvɑsɑn
գովել	kʰɔvɛl
գովեստ	kʰɔvɛst
գովք	kʰɔfkʰ
գոտի	kʰɔdi
գորբաչով	kʰɔɾpʰɑt͡ʃʰɔv
գորգ	kʰɔɾkʰ
գորի	kʰɔɾi
գորիս	kʰɔɾis
գործ	kʰɔɾd͡z
գործադուլ	kʰɔɾd͡zɑtʰul
գործազուրկ	kʰɔɾd͡zɑzuɾɡ
գործազրկություն	kʰɔɾd͡zɑzəɾɡutʰʏn
գործածել	kʰɔɾd͡zɑd͡zɛl
գործակցություն	kʰɔɾd͡zɑkʰt͡sʰutʰʏn
գործառնական	kʰɔɾd͡zɑɾnɑɡɑn
գործառնություն	kʰɔɾd͡zɑɾnutʰʏn
գործառույթ	kʰɔɾd͡zɑɾujtʰ
գործառույթը	kʰɔɾd͡zɑɾujtʰə
գործարան	kʰɔɾd͡zɑɾɑn
գործարար	kʰɔɾd͡zɑɾɑɾ
գործարկել	kʰɔɾd͡zɑɾɡɛl
գործարք	kʰɔɾd͡zɑɾkʰ
գործել	kʰɔɾd͡zɛl
գործելաոճ	kʰɔɾd͡zɛlɑvɔd͡ʒ
գործելի	kʰɔɾd͡zɛli
գործընթաց	kʰɔɾd͡zəntʰɑt͡sʰ
գործընկեր	kʰɔɾd͡zəŋɡɛɾ
գործի	kʰɔɾd͡zi
գործիական	kʰɔɾd͡zjɑɡɑn
գործիչ	kʰɔɾd͡zit͡ʃʰ
գործնական	kʰɔɾd͡znɑɡɑn
գործող	kʰɔɾd͡zɔʁ
գործողություն	kʰɔɾd͡zɔʁutʰʏn
գործոն	kʰɔɾd͡zɔn
գործուն	kʰɔɾd͡zun
գործունեություն	kʰɔɾd͡zunɛutʰʏn
գործվածք	kʰɔɾd͡zvɑt͡sʰkʰ
գորկի	kʰɔɾɡi
գորշ	kʰɔɾʃ
գորշավուն	kʰɔɾʃɑvun
գորշուկ	kʰɔɾʃuɡ
գորովագին	kʰɔɾɔvɑkʰin
գորովել	kʰɔɾɔvɛl
գորտ	kʰɔɾd
գորտնուկ	kʰɔɾdnuɡ
գուավա	kʰuɑvɑ
գուարանի	kʰuɑɾɑni
գուբ	kʰupʰ
գուգարք	kʰukʰɑɾkʰ
գուգլ	kʰukʰəl
գուգո	kʰukʰɔ
գուգուշ	kʰukʰuʃ
գուգս	kʰukʰs
գուգսիկ	kʰukʰsiɡ
գուդաութա	kʰutʰɑutʰɑ
գութ	kʰutʰ
գութան	kʰutʰɑn
գուժում	kʰuʒum
գուլ	kʰul
գուլպա	kʰulbɑ
գուղձ	kʰuχt͡sʰ
գումար	kʰumɑɾ
գումարել	kʰumɑɾɛl
գումարում	kʰumɑɾum
գույժ	kʰujʒ
գույն	kʰujn
գույք	kʰujkʰ
գուն	kʰun
գունդ	kʰuntʰ
գուներանգ	kʰunɛɾɑŋkʰ
գուշակ	kʰuʃɑɡ
գուշակաբար	kʰuʃɑɡɑpʰɑɾ
գուշակել	kʰuʃɑɡɛl
գուշակիչ	kʰuʃɑɡit͡ʃʰ
գուշակողական	kʰuʃɑɡɔʁɑɡɑn
գուշակում	kʰuʃɑɡum
գուշակվել	kʰuʃɑɡvɛl
գուշպ	kʰuʃp
գուպար	kʰubɑɾ
գուջարաթ	kʰut͡ʃʰɑɾɑtʰ
գուջարաթի	kʰut͡ʃʰɑɾɑtʰi
գուսան	kʰusɑn
գուրալ	kʰuɾɑl
գուրգեն	kʰuɾkʰɛn
գուրգուրալ	kʰuɾkʰuɾɑl
գուրգուրել	kʰuɾkʰuɾɛl
գուրզ	kʰuɾz
գուցե	kʰut͡sʰɛ
գռեհիկ	kʰəɾɛhiɡ
գռուզ	kʰəɾuz
գվինեա	kʰvinɛɑ
գտածո	kʰədɑd͡zɔ
գտանք	kʰədɑŋkʰ
գտնել	kʰədnɛl
գտնվել	kʰədnəvɛl
գրաբար	kʰəɾɑpʰɑɾ
գրաբարյան	kʰəɾɑpʰɑɾjɑn
գրագետ	kʰəɾɑkʰɛd
գրագիտուհի	kʰəɾɑkʰiduhi
գրադարակ	kʰəɾɑtʰɑɾɑɡ
գրադարան	kʰəɾɑtʰɑɾɑn
գրադարձել	kʰəɾɑtʰɑɾt͡sʰɛl
գրադարձություն	kʰəɾɑtʰɑɾt͡sʰutʰʏn
գրադիենտ	kʰəɾɑtʰjɛnd
գրադիենտ	kʰɾɑtʰjɛnd
գրազ	kʰəɾɑz
գրախանութ	kʰəɾɑχɑnutʰ
գրախոսություն	kʰəɾɑχɔsutʰʏn
գրական	kʰəɾɑɡɑn
գրականագետ	kʰəɾɑɡɑnɑkʰɛd
գրականագիտություն	kʰəɾɑɡɑnɑkʰidutʰʏn
գրականություն	kʰəɾɑɡɑnutʰʏn
գրամ	kʰəɾɑm
գրամեքենա	kʰəɾɑmɛkʰɛnɑ
գրանիկոն	kʰəɾɑniɡɔn
գրանիտ	kʰɾɑnid
գրանտ	kʰəɾɑnd
գրանտակեր	kʰəɾɑndɑɡɛɾ
գրանցել	kʰəɾɑnt͡sʰɛl
գրանցիչ	kʰəɾɑnt͡sʰit͡ʃʰ
գրանցում	kʰəɾɑnt͡sʰum
գրանցվել	kʰəɾɑnt͡sʰvɛl
գրառել	kʰəɾɑɾɛl
գրասեղան	kʰəɾɑsɛʁɑn
գրասենյակ	kʰəɾɑsɛnjɑɡ
գրաստ	kʰəɾɑst
գրավ	kʰəɾɑv
գրավիտոն	kʰɾɑvidɔn
գրատախտակ	kʰəɾɑdɑχtɑɡ
գրատուն	kʰəɾɑdun
գրատպություն	kʰəɾɑdbutʰʏn
գրաքննություն	kʰəɾɑkʰənːutʰʏn
գրգիռ	kʰəɾkʰiɾ
գրգռել	kʰəɾkʰəɾɛl
գրգռված	kʰəɾkʰəɾvɑd͡z
գրեթե	kʰəɾɛtʰɛ
գրել	kʰəɾɛl
գրենա	kʰɾɛnɑ
գրենադա	kʰɾɛnɑtʰɑ
գրենական	kʰəɾɛnɑɡɑn
գրենական	kʰɾɛnɑɡɑn
գրենլանդերեն	kʰɾɛnlɑntʰɛɾɛn
գրենլանդիա	kʰɾɛnlɑntʰjɑ
գրիգոր	kʰɾikʰɔɾ
գրիգորի	kʰɾikʰɔɾi
գրիգորիոպոլիս	kʰɾikʰɔɾiɔbɔlis
գրիգորյան	kʰɾikʰɔɾjɑn
գրիգորուպոլ	kʰɾikʰɔɾubɔl
գրիչ	kʰəɾit͡ʃʰ
գրիպ	kʰəɾib
գրկել	kʰəɾɡɛl
գրկում	kʰəɾɡum
գրյանք	kʰəɾjɑŋkʰ
գրոզնի	kʰɾɔzni
գրոհ	kʰəɾɔh
գրոհային	kʰəɾɔhɑjin
գրոհել	kʰəɾɔhɛl
գրող	kʰəɾɔʁ
գրույթ	kʰəɾujtʰ
գրչահատ	kʰəɾt͡ʃʰɑhɑd
գրչատուփ	kʰəɾt͡ʃʰɑdupʰ
գրպան	kʰəɾbɑn
գրպանահատ	kʰəɾbɑnɑhɑd
գրպանի	kʰəɾbɑni
գրտնակ	kʰəɾdnɑɡ
գցել	kʰət͡sʰɛl
դ	tʰə
դա	tʰɑ
դաբաղ	tʰɑpʰɑʁ
դաբաղանոց	tʰɑpʰɑʁɑnɔt͡sʰ
դաբաղխանա	tʰɑpʰɑʁχɑnɑ
դաբիր	tʰɑpʰiɾ
դաբրո	tʰɑpʰɾɔ
դագաղ	tʰɑkʰɑʁ
դագանակ	tʰɑkʰɑnɑɡ
դագուր	tʰɑkʰuɾ
դադար	tʰɑtʰɑɾ
դադարած	tʰɑtʰɑɾɑd͡z
դադարգյուն	tʰɑtʰɑɾkʰʏn
դադարգուն	tʰɑtʰɑɾkʰun
դադարել	tʰɑtʰɑɾɛl
դադարեցնել	tʰɑtʰɑɾɛt͡sʰənɛl
դադարեցում	tʰɑtʰɑɾɛt͡sʰum
դադարեցվել	tʰɑtʰɑɾɛt͡sʰvɛl
դազգահ	tʰɑskʰɑh
դաժան	tʰɑʒɑn
դաժե	tʰɑʒɛ
դաժը	tʰɑʒə
դալ	tʰɑl
դալար	tʰɑlɑɾ
դալարի	tʰɑlɑɾi
դալարուտ	tʰɑlɑɾud
դալկադեմ	tʰɑlɡɑtʰɛm
դալմաթիա	tʰɑlmɑtʰjɑ
դալուկ	tʰɑluɡ
դակու	tʰɑɡu
դակուր	tʰɑɡuɾ
դահանակ	tʰɑhɑnɑɡ
դահիճ	tʰɑhid͡ʒ
դահիրա	tʰɑhiɾɑ
դահլիճ	tʰɑhlid͡ʒ
դահճապետ	tʰɑhd͡ʒɑbɛd
դահուկ	tʰɑhuɡ
դաղալ	tʰɑʁɑl
դաղստան	tʰɑʁəstɑn
դամասկոս	dɑmɑskɔs
դամբան	tʰɑmpʰɑn
դամբարան	tʰɑmpʰɑɾɑn
դամբուլ	tʰɑmpʰul
դամոն	tʰɑmɔn
դայակ	tʰɑjɑɡ
դայլայլ	tʰɑjlɑjl
դայլայլել	tʰɑjlɑjlɛl
դայլայլիկ	tʰɑjlɑjliɡ
դայրա	tʰɑjɾɑ
դանակ	tʰɑnɑɡ
դանդալոշ	tʰɑntʰɑlɔʃ
դանդաղ	tʰɑntʰɑʁ
դանդաղկոտ	tʰɑntʰɑʁɡɔd
դանդանավանդ	tʰɑntʰɑnɑvɑntʰ
դանդուռ	tʰɑntʰuɾ
դանիա	tʰɑnjɑ
դանիական	tʰɑnjɑɡɑn
դանիացի	tʰɑnjɑt͡sʰi
դանիերեն	tʰɑnjɛɾɛn
դանիշմենդյան	tʰɑniʃmɛntʰjɑn
դանուբ	tʰɑnupʰ
դաշինք	tʰɑʃiŋkʰ
դաշն	tʰɑʃən
դաշնագիր	tʰɑʃnɑkʰiɾ
դաշնակ	tʰɑʃnɑɡ
դաշնակից	tʰɑʃnɑɡit͡sʰ
դաշնակցական	tʰɑʃnɑkʰt͡sʰɑɡɑn
դաշնակցություն	tʰɑʃnɑkʰt͡sʰutʰʏn
դաշնամուր	tʰɑʃnɑmuɾ
դաշնային	tʰɑʃnɑjin
դաշնություն	tʰɑʃnutʰʏn
դաշույն	tʰɑʃujn
դաշտ	tʰɑʃt
դաշտամուկ	tʰɑʃtɑmuɡ
դաշտային	tʰɑʃtɑjin
դաշտան	tʰɑʃtɑn
դաշտավայր	tʰɑʃtɑvɑjɾ
դաշտեր	tʰɑʃtɛɾ
դաշտերը	tʰɑʃtɛɾə
դաշտերի	tʰɑʃtɛɾi
դաշտերին	tʰɑʃtɛɾin
դաշտերից	tʰɑʃtɛɾit͡sʰ
դաշտերն	tʰɑʃtɛɾn
դաշտերով	tʰɑʃtɛɾɔv
դաշտերում	tʰɑʃtɛɾum
դաշտը	tʰɑʃtə
դաշտի	tʰɑʃti
դաշտին	tʰɑʃtin
դաշտից	tʰɑʃtit͡sʰ
դաշտն	tʰɑʃtən
դաշտով	tʰɑʃtɔv
դաշտում	tʰɑʃtum
դաչա	tʰɑt͡ʃʰɑ
դաջել	tʰɑt͡ʃʰɛl
դաջվածք	tʰɑt͡ʃʰvɑt͡sʰkʰ
դառ	tʰɑɾ
դառը	tʰɑɾə
դառն	tʰɑɾən
դառնալ	tʰɑɾnɑl
դառնենի	tʰɑɾnɛni
դաս	tʰɑs
դասագիրք	tʰɑsɑkʰiɾkʰ
դասադուլ	tʰɑsɑtʰul
դասալիք	tʰɑsɑlikʰ
դասալքություն	tʰɑsɑləkʰutʰʏn
դասախոս	tʰɑsɑχɔs
դասախոսություն	tʰɑsɑχɔsutʰʏn
դասակ	tʰɑsɑɡ
դասական	tʰɑsɑɡɑn
դասակարգ	tʰɑsɑɡɑɾkʰ
դասավորել	tʰɑsɑvɔɾɛl
դասատու	tʰɑsɑdu
դասարան	tʰɑsɑɾɑn
դասարանակից	tʰɑsɑɾɑnɑɡit͡sʰ
դասընկեր	tʰɑsəŋɡɛɾ
դաստակ	tʰɑstɑɡ
դաստակերտ	tʰɑstɑɡɛɾd
դաստիարակ	tʰɑstjɑɾɑɡ
դավ	tʰɑv
դավա	tʰɑvɑ
դավադիր	tʰɑvɑtʰiɾ
դավադրության	tʰɑvɑtʰɾutʰjɑn
դավադրություն	tʰɑvɑtʰɾutʰʏn
դավաճան	tʰɑvɑd͡ʒɑn
դավաճանել	tʰɑvɑd͡ʒɑnɛl
դավաճանություն	tʰɑvɑd͡ʒɑnutʰʏn
դավաճանում	tʰɑvɑd͡ʒɑnum
դավթյան	tʰɑftʰjɑn
դավի	tʰɑvi
դավիթ	tʰɑvitʰ
դատ	tʰɑd
դատախազ	tʰɑdɑχɑz
դատական	tʰɑdɑɡɑn
դատապարտել	tʰɑdɑbɑɾdɛl
դատապարտյալ	tʰɑdɑbɑɾdjɑl
դատավոր	tʰɑdɑvɔɾ
դատարան	tʰɑdɑɾɑn
դատարկ	tʰɑdɑɾɡ
դատարկագլուխ	tʰɑdɑɾɡɑkʰəluχ
դատարկաձեռն	tʰɑdɑɾɡɑt͡sʰɛɾən
դատարկամիտ	tʰɑdɑɾɡɑmid
դատարկել	tʰɑdɑɾɡɛl
դատարկուն	tʰɑdɑɾɡun
դատողություն	tʰɑdɔʁutʰʏn
դար	tʰɑɾ
դարակ	tʰɑɾɑɡ
դարայի	tʰɑɾɑji
դարան	tʰɑɾɑn
դարանակալել	tʰɑɾɑnɑɡɑlɛl
դարաշրջան	tʰɑɾɑʃəɾt͡ʃʰɑn
դարավանդ	tʰɑɾɑvɑntʰ
դարբին	tʰɑɾpʰin
դարբնել	tʰɑɾpʰnɛl
դարդանել	tʰɑɾtʰɑnɛl
դարդլու	tʰɑɾtʰlu
դարեհ	tʰɑɾɛh
դարեր	tʰɑɾɛɾ
դարթս	tʰɑɾtʰs
դարձ	tʰɑɾt͡sʰ
դարձգիր	tʰɑɾt͡sʰkʰiɾ
դարձյալ	tʰɑɾt͡sʰjɑl
դարձված	tʰɑɾt͡sʰvɑd͡z
դարձվածք	tʰɑɾt͡sʰvɑt͡sʰkʰ
դարձվոր	tʰɑɾt͡sʰvɔɾ
դարման	tʰɑɾmɑn
դարմշտադիում	tʰɑɾmʃtɑtʰijum
դարչին	tʰɑɾt͡ʃʰin
դարչնագույն	tʰɑɾt͡ʃʰnɑkʰujn
դարպաս	tʰɑɾbɑs
դարպասաձող	tʰɑɾbɑsɑt͡sʰɔʁ
դարպասապահ	tʰɑɾbɑsɑbɑh
դարսել	tʰɑɾsɛl
դարվինիզմ	tʰɑɾvinizm
դափնեկիր	tʰɑpʰnɛɡiɾ
դափնի	tʰɑpʰni
դաքա	tʰɑkʰɑ
դաքեսյան	tʰɑkʰɛsjɑn
դաքքա	tʰɑkʰːɑ
դդմաճ	tʰətʰmɑd͡ʒ
դդում	tʰətʰum
դե	tʰɛ
դեբիլ	tʰɛpʰil
դեգերում	tʰɛkʰɛɾum
դեդլայն	tʰɛtʰlɑjn
դեզ	tʰɛz
դեզօքսիռիբոնուկլեինաթթու	tʰɛzɔkʰsiɾipʰɔnuɡlɛinɑtʰətʰu
դելի	tʰɛli
դելփին	tʰɛlpʰin
դելփիք	tʰɛlpʰikʰ
դելֆիս	tʰɛlfis
դեկան	tʰɛɡɑn
դեկտեմբեր	tʰɛɡdɛmpʰɛɾ
դեկտեմբերյան	tʰɛɡdɛmpʰɛɾjɑn
դեղ	tʰɛʁ
դեղաբույս	tʰɛʁɑpʰujs
դեղագետ	tʰɛʁɑkʰɛd
դեղահատ	tʰɛʁɑhɑd
դեղատոմս	tʰɛʁɑdɔms
դեղատուն	tʰɛʁɑdun
դեղբ	tʰɛχpʰ
դեղին	tʰɛʁin
դեղձ	tʰɛχt͡sʰ
դեղձան	tʰɛχt͡sʰɑn
դեղձանիկ	tʰɛχt͡sʰɑniɡ
դեղձենի	tʰɛχt͡sʰɛni
դեղնախտ	tʰɛʁnɑχt
դեղնավուն	tʰɛʁnɑvun
դեղնուց	tʰɛʁnut͡sʰ
դեղոտ	tʰɛʁɔd
դեղորայք	tʰɛʁɔɾɑjkʰ
դեմ	tʰɛm
դեմիրճյան	tʰɛmiɾd͡ʒjɑn
դեմոկրատ	tʰɛmɔɡɾɑd
դեմոկրատական	tʰɛmɔɡɾɑdɑɡɑn
դեմոկրատիա	tʰɛmɔɡɾɑdjɑ
դեմոկրիտ	tʰɛmɔɡɾid
դեմք	tʰɛmkʰ
դեյրա	tʰɛjɾɑ
դեպի	tʰɛbi
դեպք	tʰɛpʰkʰ
դեռ	tʰɛɾ
դեռեւս	tʰɛɾɛvəs
դեսպակ	tʰɛspɑɡ
դեսպան	tʰɛspɑn
դեսպանատուն	tʰɛspɑnɑdun
դեստրուկտիվ	tʰɛstɾuɡdiv
դետ	tʰɛd
դետեկտիվ	tʰɛdɛɡdiv
դետրոյտ	tʰɛdɾɔjd
դեր	tʰɛɾ
դերանուն	tʰɛɾɑnun
դերասան	tʰɛɾɑsɑn
դերասանուհի	tʰɛɾɑsɑnuhi
դերբայ	tʰɛɾpʰɑj
դերկոմս	tʰɛɾɡɔms
դերձակ	tʰɛɾt͡sʰɑɡ
դերձան	tʰɛɾt͡sʰɑn
դերվիշ	tʰɛɾviʃ
դեցիմետր	tʰɛt͡sʰimɛdəɾ
դեւ	tʰɛv
դեւանագարի	tʰɛvɑnɑkʰɑɾi
դեֆիցիտ	tʰɛfit͡sʰid
դժար	tʰəʒɑɾ
դժբախտ	tʰəʒpʰɑχt
դժբախտություն	tʰəʒpʰɑχtutʰʏn
դժգոհություն	tʰəʒkʰɔhutʰʏn
դժգույն	tʰəʒkʰujn
դժոխք	tʰəʒɔχkʰ
դժվար	tʰəʒvɑɾ
դժվարամատույց	tʰəʒvɑɾɑmɑdujt͡sʰ
դժվարավ	tʰəʒvɑɾɑv
դի	tʰi
դիաբետ	tʰijɑpʰɛd
դիակ	tʰijɑɡ
դիակիզարան	tʰjɑɡizɑɾɑn
դիահերձում	tʰijɑhɛɾt͡sʰum
դիարան	tʰijɑɾɑn
դիարբեքիր	tʰijɑɾpʰɛkʰiɾ
դիել	tʰijɛl
դիետա	tʰijɛdɑ
դիեցիկ	tʰijɛt͡sʰiɡ
դիզայներ	tʰizɑjnɛɾ
դիլիջան	tʰilit͡ʃʰɑn
դիմադրություն	tʰimɑtʰɾutʰʏn
դիմախաղ	tʰimɑχɑʁ
դիմակ	tʰimɑɡ
դիմանալ	tʰimɑnɑl
դիմանկար	tʰimɑnəɡɑɾ
դիմապակի	tʰimɑbɑɡi
դիմավորել	tʰimɑvɔɾɛl
դիմատետր	tʰimɑdɛdəɾ
դիմացկուն	tʰimɑt͡sʰkun
դիմել	tʰimɛl
դիմելաձեւ	tʰimɛlɑt͡sʰɛv
դիմորդ	tʰimɔɾtʰ
դինաստիա	tʰinɑstjɑ
դինար	tʰinɑɾ
դինգո	tʰiŋkʰɔ
դինոզավր	tʰinɔzɑvəɾ
դիոգենես	tʰijɔkʰɛnɛs
դիոկղետիանոս	tʰijɔɡʁɛdjɑnɔs
դիոնիսոս	tʰjɔnisɔs
դիպակ	tʰibɑɡ
դիպաշար	tʰibɑʃɑɾ
դիպլոմ	tʰiblɔm
դիպուկ	tʰibuɡ
դիպչել	tʰipʰt͡ʃʰɛl
դիպված	tʰibvɑd͡z
դիսերտացիա	tʰisɛɾdɑt͡sʰjɑ
դիսկոտեկ	tʰiskɔdɛɡ
դիսկուրս	tʰiskuɾs
դիսկրիմինացիա	tʰiskɾiminɑt͡sʰjɑ
դիսպաշեր	tʰispɑʃɛɾ
դիսպետչեր	tʰibsɛtʰt͡ʃʰɛɾ
դիսպետչեր	tʰispɛtʰt͡ʃʰɛɾ
դիսպրոզիում	tʰispɾɔzijum
դիստրիբյուտոր	tʰistɾipʰʏdɔɾ
դիվան	tʰivɑn
դիվանագետ	tʰivɑnɑkʰɛd
