да	dˈɑ
Ливияның	ɫəjvəjjanəŋ
Мохаммед	moxɑmmˈed
Одаққа	odɑqqˈɑ
Панфилов	pˈɑnfəjɫov
РФ	ɾəfə
Рухани	ɾwxˈɑnəj
Руханият	ɾwxˈɑnəjjat
Сепаратистер	sepɑɾˈɑtəjsteɾ
Талдықорғандағы	tˈɑɫdəqoɾʀɑndɑʀə
Тарихта	tˈɑɾəjxtɑ
Тәжин	tˈæʒəjn
Шардара	ʃɑɾdɑɾˈɑ
а	ˈɑ
адамдай	ɑdɑmdˈɑj
азулы	ˈɑzwɫə
айналса	ɑjnɑɫsˈɑ
айтсаң	ɑjtsˈɑŋ
академия	ɑkɑdˈeməjja
алдыға	ˈɑɫdəʀɑ
алдыңызға	ˈɑɫdəŋəzʀɑ
алғанға	ɑɫʀɑnʀˈɑ
алқасына	ɑɫqˈɑsənɑ
араларында	ɑɾɑɫˈɑɾəndɑ
арбаға	ɑɾbɑʀˈɑ
астықтың	ˈɑstəqtəŋ
асхана	ɑsxɑnˈɑ
атану	ɑtˈɑnw
атсалысқан	ɑtsˈɑɫəsqɑn
аттаған	ɑttɑʀˈɑn
ауылдарды	ˈɑwəɫdɑɾdə
аяқталмай	ɑjaqtɑɫmˈɑj
балаларымыздың	bɑɫɑɫˈɑɾəməzdəŋ
баспасөзінде	bɑspɑsɵzɪndˈe
басталғаны	bɑstɑɫʀˈɑnə
бастағы	bɑstˈɑʀə
бағыттары	bˈɑʀəttɑɾə
бақша	bɑqʃˈɑ
белді	beɫdˈɪ
белсенділерін	beɫsendɪleɾˈɪn
болғандарын	boɫʀɑndˈɑɾən
бөтелке	bɵteɫkˈe
газеттері	ɡɑzetteɾˈɪ
дамымай	dˈɑməmɑj
дауыстап	dˈɑwəstɑp
дағдарысының	dɑʀdˈɑɾəsənəŋ
деңгейінен	deŋɡejɪnˈen
диагнозы	dəjɑɡnozə
доктрина	dˈoktɾəjnɑ
дәстүрді	dæstuɾdˈɪ
екеуара	ekewɑɾˈɑ
есептеуге	eseptewɡˈe
ешқайсысын	eʃqˈɑjsəsən
жаның	ʒˈɑnəŋ
жарасымды	ʒɑɾˈɑsəmdə
жарықтық	ʒˈɑɾəqtəq
жаудырып	ʒˈɑwdəɾəp
жаңартылған	ʒɑŋˈɑɾtəɫʀɑn
жетістіктерін	ʒetɪstɪkteɾˈɪn
жеңсе	ʒeŋsˈe
журналды	ʒwɾnˈɑɫdə
жүргендерін	ʒuɾɡendeɾˈɪn
жәрмеңкесі	ʒæɾmeŋkesˈɪ
кедейлік	kedejlˈɪk
келісімшартқа	kelɪsɪmʃɑɾtqˈɑ
кесте	kestˈe
кеткісі	ketkɪsˈɪ
кетуден	ketwdˈen
кеңістігінде	keŋɪstɪɡɪndˈe
киетін	kəjetɪn
колледжде	koɫledʒdˈe
компанияларда	kompˈɑnəjjaɫɑɾdɑ
кіргізді	kɪɾɡɪzdˈɪ
кіріседі	kɪɾɪsedˈɪ
көлге	kɵɫɡˈe
көрсеткіштен	kɵɾsetkɪʃtˈen
көрсетуінше	kɵɾsetwɪnʃˈe
көңілді	kɵŋɪɫdˈɪ
либералды	ɫəjbeɾɑɫdə
министрлерінің	məjnəjstɾleɾɪnɪŋ
мырзалар	məɾzɑɫɑɾ
мүшесін	muʃesˈɪn
мұражайының	mʊɾɑʒˈɑjənəŋ
округі	okɾwɡˈɪ
отыздан	ˈotəzdɑn
оқылды	ˈoqəɫdə
оқырмандарға	ˈoqəɾmɑndɑɾʀɑ
партиясымен	pˈɑɾtəjjasəmen
перзентханада	peɾzentxɑnɑdˈɑ
процесте	pɾotsestˈe
революциясы	ɾevoɫjˈutsəjjasə
ректор	ɾektˈoɾ
ру	ɾw
сепаратистерді	sepɑɾˈɑtəjsteɾdɪ
солардан	soɫɑɾdˈɑn
соттауды	sottˈɑwdə
соя	sojˈa
сіңген	sɪŋɡˈen
сүннит	sˈunnəjt
табуына	tˈɑbwənɑ
тайқып	tˈɑjqəp
тапжылмай	tˈɑpʒəɫmɑj
тартылатын	tˈɑɾtəɫɑtən
тастамай	tɑstɑmˈɑj
тексереді	tekseɾedˈɪ
телеарнаны	teleɑɾnˈɑnə
телеарнасында	teleɑɾnˈɑsəndɑ
температурасы	tempeɾɑtwɾˈɑsə
техникасын	tˈexnəjkɑsən
туындауы	twəndɑwə
тырп	təɾp
тырысқанымен	təɾəsqɑnəmen
түсінеміз	tusɪnemˈɪz
түсіністік	tusɪnɪstˈɪk
тұлғасын	tʊɫʀˈɑsən
тұрақтап	tʊɾɑqtˈɑp
төбеден	tɵbedˈen
төмендегі	tɵmendeɡˈɪ
уақытым	wˈɑqətəm
ушыға	wʃəʀɑ
филиалына	fəjɫəjɑɫənɑ
фильмінен	fəjɫʔmɪnen
шабуылдардан	ʃˈɑbwəɫdɑɾdɑn
шаруаларға	ʃɑɾwɑɫɑɾʀˈɑ
шатқалында	ʃɑtqˈɑɫəndɑ
шенеунігі	ʃenewnɪɡˈɪ
шеруін	ʃeɾwˈɪn
шешілді	ʃeʃɪɫdˈɪ
шығысқа	ʃəʀəsqɑ
шыққысы	ʃəqqəsə
Қалетаев	qɑletɑˈev
Қаражанбас	qɑɾɑʒɑnbˈɑs
Құзырлы	qˈʊzəɾɫə
қабатта	qɑbɑttˈɑ
қабырға	qˈɑbəɾʀɑ
қарамайтын	qɑɾɑmˈɑjtən
қасық	qˈɑsəq
қауымына	qˈɑwəmənɑ
қоздырып	qˈozdəɾəp
қозғалғаны	qozʀɑɫʀˈɑnə
қозғаудан	qozʀɑwdˈɑn
қыркүйектен	qəɾkujekten
құжатсыз	qʊʒˈɑtsəz
құжаттармен	qʊʒɑttɑɾmˈen
құзырында	qˈʊzəɾəndɑ
құрылымдарының	qˈʊɾəɫəmdɑɾənəŋ
ұйымдастыруды	ˈʊjəmdɑstəɾwdə
ұстата	ʊstɑtˈɑ
әдеттен	ædettˈen
әлеумет	ælewmˈet
өсіруге	ɵsɪɾwɡˈe
өтетіні	ɵtetɪnˈɪ
Агенттіктің	ɑɡenttɪktˈɪŋ
Алатаудың	ɑɫɑtˈɑwdəŋ
Арыс	ˈɑɾəs
Арғы	ˈɑɾʀə
Асановтың	ɑsɑnˈovtəŋ
Атамекен	ɑtɑmekˈen
Ау	ˈɑw
Берлинде	bˈeɾɫəjnde
Болжам	boɫʒˈɑm
Бұрынғыдай	bˈʊɾənʀədɑj
Ешқашан	eʃqɑʃˈɑn
Жайнагүл	ʒɑjnɑɡˈuɫ
Жақияновтың	ʒˈɑqəjjanovtəŋ
Жерар	ʒeɾˈɑɾ
Исекешев	əjsekeʃev
Киров	kəjɾov
Комсомол	komsomˈoɫ
Кәсіпкерлер	kæsɪpkeɾlˈeɾ
Мақта	mɑqtˈɑ
Назым	nˈɑzəm
Нартай	nɑɾtˈɑj
Президенттікке	pɾˈezəjdenttɪkke
Софы	sˈofə
Уақ	wˈɑq
Финалда	fəjnɑɫdɑ
Эндрю	endɾjˈu
ажырату	ˈɑʒəɾɑtw
айыпталушыға	ˈɑjəptɑɫwʃəʀɑ
акциясында	ˈɑktsəjjasəndɑ
алғанмын	ɑɫʀˈɑnmən
аналық	ɑnˈɑɫəq
араласуын	ɑɾɑɫˈɑswən
арттырады	ˈɑɾttəɾɑdə
асар	ɑsˈɑɾ
асыруда	ˈɑsəɾwdɑ
атауымен	ɑtˈɑwəmen
аттас	ɑttˈɑs
аштыққа	ˈɑʃtəqqɑ
аяушылық	ɑjˈawʃəɫəq
аяқталатын	ɑjaqtɑɫˈɑtən
балабақшалар	bɑɫɑbɑqʃɑɫˈɑɾ
баптап	bɑptˈɑp
басқаларды	bɑsqɑɫˈɑɾdə
батырға	bˈɑtəɾʀɑ
бағдарламасынан	bɑʀdɑɾɫɑmˈɑsənɑn
бергендердің	beɾɡendeɾdˈɪŋ
бойжеткендер	bojʒetkendˈeɾ
болғым	bˈoɫʀəm
бостандықтарынан	bostˈɑndəqtɑɾənɑn
бөлуді	bɵɫwdˈɪ
гей	ɡˈej
героин	ɡeɾˈoəjn
дайындыққа	dˈɑjəndəqqɑ
дақ	dˈɑq
депозит	depˈozəjt
домалақ	domɑɫˈɑq
дуалы	dwˈɑɫə
дәуірі	dæwɪɾˈɪ
егемен	eɡemˈen
елес	elˈes
енгізілетін	enɡɪzɪletˈɪn
ерлердің	eɾleɾdˈɪŋ
есім	esˈɪm
етемін	etemˈɪn
ешкімнен	eʃkɪmnˈen
жабылуына	ʒˈɑbəɫwənɑ
жазбаған	ʒɑzbɑʀˈɑn
жайымыз	ʒˈɑjəməz
жаманы	ʒɑmˈɑnə
жанталаса	ʒɑntɑɫɑsˈɑ
жарияланғаннан	ʒˈɑɾəjjaɫɑnʀɑnnɑn
жарымда	ʒˈɑɾəmdɑ
жарымжан	ʒˈɑɾəmʒɑn
жарыстар	ʒˈɑɾəstɑɾ
жарға	ʒɑɾʀˈɑ
жақсара	ʒɑqsɑɾˈɑ
жаңғыртып	ʒˈɑŋʀəɾtəp
жемісті	ʒemɪstˈɪ
жинақтаған	ʒəjnɑqtɑʀɑn
журналистерінің	ʒwɾnˈɑɫəjsteɾɪnɪŋ
жырға	ʒəɾʀɑ
жығылады	ʒəʀəɫɑdə
жігіттерді	ʒɪɡɪtteɾdˈɪ
иелігіндегі	əjelɪɡɪndeɡɪ
интеграцияға	əjnteɡɾɑtsəjjaʀɑ
карикатура	kˈɑɾəjkɑtwɾɑ
корпусының	kˈoɾpwsənəŋ
көбінде	kɵbɪndˈe
көтеруі	kɵteɾwˈɪ
көтерілуі	kɵteɾɪɫwˈɪ
лагерьге	ɫɑɡeɾʔɡˈe
мағынасыз	mˈɑʀənɑsəz
маңайына	mɑŋˈɑjənɑ
миллионер	məjɫɫəjoneɾ
миға	məjʀɑ
мойындамайтынын	mˈojəndɑmɑjtənən
мүшесінің	muʃesɪnˈɪŋ
мұнайшылармен	mʊnˈɑjʃəɫɑɾmen
мұнайшының	mʊnˈɑjʃənəŋ
мәлімдемелері	mælɪmdemeleɾˈɪ
науқасқа	nɑwqɑsqˈɑ
облысты	ˈobɫəstə
оранған	oɾɑnʀˈɑn
орындалу	ˈoɾəndɑɫw
отырғызған	ˈotəɾʀəzʀɑn
палуандар	pɑɫwɑndˈɑɾ
педагог	pedɑɡˈoɡ
полицейлерді	pˈoɫəjtsejleɾdɪ
процент	pɾotsˈent
пікірім	pɪkɪɾˈɪm
революциялық	ɾevoɫjˈutsəjjaɫəq
салаларында	sɑɫɑɫˈɑɾəndɑ
санайтындар	sɑnˈɑjtəndɑɾ
санарлық	sɑnˈɑɾɫəq
сарбаздарының	sɑɾbɑzdˈɑɾənəŋ
сатылды	sˈɑtəɫdə
сауданың	sɑwdˈɑnəŋ
себепші	sebepʃˈɪ
секторының	sektˈoɾənəŋ
серіктері	seɾɪkteɾˈɪ
созған	sozʀˈɑn
солақай	soɫɑqˈɑj
соққының	sˈoqqənəŋ
съезд	sʔˈezd
сүттен	suttˈen
сұмдықты	sˈʊmdəqtə
табысына	tˈɑbəsənɑ
тамақтан	tɑmɑqtˈɑn
таныстырылды	tˈɑnəstəɾəɫdə
тапқысы	tˈɑpqəsə
тартыста	tˈɑɾtəstɑ
тарқатып	tɑɾqˈɑtəp
таса	tɑsˈɑ
тоқырап	tˈoqəɾɑp
тоқырауға	tˈoqəɾɑwʀɑ
тізіп	tɪzˈɪp
тілдер	tɪɫdˈeɾ
түрінен	tuɾɪnˈen
түскендер	tuskendˈeɾ
түсуден	tuswdˈen
тұрақтылығы	tʊɾˈɑqtəɫəʀə
форумына	fˈoɾwmənɑ
хабарлапты	xɑbɑɾɫˈɑptə
ханға	xɑnʀˈɑ
хаттарды	xɑttˈɑɾdə
хақында	xˈɑqəndɑ
шалдыққандар	ʃˈɑɫdəqqɑndɑɾ
шарап	ʃɑɾˈɑp
шаруасына	ʃɑɾwˈɑsənɑ
шашу	ʃˈɑʃw
шақыруымен	ʃˈɑqəɾwəmen
шииттер	ʃəjəjtteɾ
Ғаббас	ʀɑbbˈɑs
Қазақтардың	qɑzɑqtˈɑɾdəŋ
Қапашева	qɑpɑʃevˈɑ
Қосановтың	qosɑnˈovtəŋ
Құнанбай	qʊnɑnbˈɑj
қабырғаға	qˈɑbəɾʀɑʀɑ
қайнар	qɑjnˈɑɾ
қайталайды	qɑjtɑɫˈɑjdə
қалмайтын	qɑɫmˈɑjtən
қанағаттандырып	qɑnɑʀɑttˈɑndəɾəp
қантөгіс	qɑntɵɡˈɪs
қатысуды	qˈɑtəswdə
қойнауына	qojnˈɑwənɑ
қонымды	qˈonəmdə
қызған	qəzʀɑn
қылмыскерлерді	qəɫməskeɾleɾdɪ
қылығын	qəɫəʀən
қытайға	qətɑjʀɑ
құжаттарына	qʊʒɑttˈɑɾənɑ
құралының	qʊɾˈɑɫənəŋ
үндеген	undeɡˈen
ұнайтын	ʊnˈɑjtən
ұрпағының	ʊɾpˈɑʀənəŋ
ӘБДІРАЙЫМ	æbdɪɾˈɑjəm
Өлең	ɵlˈeŋ
Өркен	ɵɾkˈen
өсірген	ɵsɪɾɡˈen
Азиялық	ˈɑzəjjaɫəq
Айыптау	ˈɑjəptɑw
Алаңда	ɑɫɑŋdˈɑ
Асқаров	ɑsqɑɾˈov
Аянға	ɑjanʀˈɑ
Ақылы	ˈɑqəɫə
Бейресми	bejɾˈesməj
Британияның	bɾəjtɑnəjjanəŋ
Гете	ɡetˈe
Дихан	dəjxɑn
Еліміздің	elɪmɪzdˈɪŋ
Ермегияев	eɾmˈeɡəjjaev
Жак	ʒˈɑk
Жалға	ʒɑɫʀˈɑ
Жастарға	ʒɑstɑɾʀˈɑ
Женевада	ʒenevɑdˈɑ
Жылқы	ʒəɫqə
Камалиденов	kɑmˈɑɫəjdenov
Кулагин	kwɫˈɑɡəjn
Мейлі	mejlˈɪ
Митинг	məjtəjnɡ
Назгүл	nɑzɡˈuɫ
Нәрікбаев	næɾɪkbɑˈev
Орташа	oɾtɑʃˈɑ
Сараптама	sɑɾɑptɑmˈɑ
Сенаттың	senˈɑttəŋ
Соғыстың	sˈoʀəstəŋ
Тұрсынбай	tˈʊɾsənbɑj
Харламовтың	xɑɾɫɑmˈovtəŋ
Эрик	ˈeɾəjk
Этникалық	ˈetnəjkɑɫəq
азан	ɑzˈɑn
алкоголь	ɑɫkoɡˈoɫʔ
алғашқыда	ɑɫʀˈɑʃqədɑ
арандатушы	ɑɾɑndˈɑtwʃə
арсыз	ˈɑɾsəz
атадан	ɑtɑdˈɑn
атанады	ɑtɑnˈɑdə
атсалысып	ɑtsˈɑɫəsəp
ауторлары	ɑwtoɾɫˈɑɾə
аяқтайды	ɑjaqtˈɑjdə
ағымның	ˈɑʀəmnəŋ
аңғал	ɑŋʀˈɑɫ
базарлар	bɑzɑɾɫˈɑɾ
байлаулы	bɑjɫˈɑwɫə
балап	bɑɫˈɑp
баспанасынан	bɑspɑnˈɑsənɑn
бастаймыз	bɑstˈɑjməz
басталса	bɑstɑɫsˈɑ
басталғанына	bɑstɑɫʀˈɑnənɑ
бастамақ	bɑstɑmˈɑq
басшысынан	bˈɑsʃəsənɑn
басымызды	bˈɑsəməzdə
бауырлар	bˈɑwəɾɫɑɾ
бекінген	bekɪnɡˈen
белгілерін	beɫɡɪleɾˈɪn
биге	bəjɡe
биіктігі	bəjɪktɪɡɪ
бәсекелестікті	bæsekelestɪktˈɪ
видеолар	vəjdeoɫɑɾ
демократтар	demokɾɑttˈɑɾ
деректерде	deɾekteɾdˈe
доктринасы	dˈoktɾəjnɑsə
долларының	doɫɫˈɑɾənəŋ
дәретхана	dæɾetxɑnˈɑ
енбей	enbˈej
ескермей	eskeɾmˈej
естімеген	estɪmeɡˈen
жармасып	ʒɑɾmˈɑsəp
жасауымыз	ʒɑsˈɑwəməz
жауынгері	ʒˈɑwənɡeɾɪ
жауға	ʒɑwʀˈɑ
жағалаудағы	ʒɑʀɑɫɑwdˈɑʀə
жақтасы	ʒɑqtˈɑsə
жаңалықтың	ʒɑŋˈɑɫəqtəŋ
жаңару	ʒɑŋˈɑɾw
жаңғырығы	ʒˈɑŋʀəɾəʀə
жеребе	ʒeɾebˈe
жерлердегі	ʒeɾleɾdeɡˈɪ
жиналысында	ʒəjnɑɫəsəndɑ
жоспарында	ʒospˈɑɾəndɑ
журналистерден	ʒwɾnˈɑɫəjsteɾden
жіберіпті	ʒɪbeɾɪptˈɪ
зауытта	zˈɑwəttɑ
зейнетақыға	zejnetˈɑqəʀɑ
зұлымдық	zˈʊɫəmdəq
индустрияландыру	əjndwstɾəjjaɫɑndəɾw
кабинет	kˈɑbəjnet
кезеңдерде	kezeŋdeɾdˈe
келбетін	keɫbetˈɪn
келтіруі	keɫtɪɾwˈɪ
келісімінің	kelɪsɪmɪnˈɪŋ
кенішінде	kenɪʃɪndˈe
кінәлілерді	kɪnælɪleɾdˈɪ
кітаптардың	kɪtɑptˈɑɾdəŋ
күндей	kundˈej
көбейтуді	kɵbejtwdˈɪ
көлікте	kɵlɪktˈe
көрмесін	kɵɾmesˈɪn
көтермейді	kɵteɾmejdˈɪ
көңілім	kɵŋɪlˈɪm
мансап	mɑnsˈɑp
мейрамханада	mejɾɑmxɑnɑdˈɑ
металдар	metɑɫdˈɑɾ
мобильді	mˈobəjɫʔdɪ
міндеттеді	mɪndettedˈɪ
мәжілісте	mæʒɪlɪstˈe
нацистік	nˈɑtsəjstɪk
немқұрайлы	nemqʊɾˈɑjɫə
несиесін	nˈesəjesɪn
ойлана	ojɫɑnˈɑ
ойыма	ˈojəmɑ
олимпиаданы	ˈoɫəjmpəjɑdɑnə
орналасуы	oɾnɑɫˈɑswə
орнымнан	ˈoɾnəmnɑn
отыруды	ˈotəɾwdə
оқшауланып	oqʃɑwɫˈɑnəp
партияда	pˈɑɾtəjjadɑ
патриоттар	pˈɑtɾəjottɑɾ
патриоттары	pˈɑtɾəjottɑɾə
пластик	pɫˈɑstəjk
салғырт	sˈɑɫʀəɾt
сарындағы	sˈɑɾəndɑʀə
сатысы	sˈɑtəsə
содыр	sˈodəɾ
стандарттар	stɑndɑɾttˈɑɾ
сыңайдағы	səŋɑjdɑʀə
сәуірдегі	sæwɪɾdeɡˈɪ
табыстары	tˈɑbəstɑɾə
таратылады	tɑɾˈɑtəɫɑdə
тартпай	tɑɾtpˈɑj
тасиды	tˈɑsəjdə
тастадық	tɑstˈɑdəq
тастағаны	tɑstɑʀˈɑnə
тасу	tˈɑsw
тасымалданатын	tˈɑsəmɑɫdɑnɑtən
тасығышы	tˈɑsəʀəʃə
тақап	tɑqˈɑp
телеарналарда	teleɑɾnɑɫɑɾdˈɑ
телефондары	telefondˈɑɾə
тентек	tentˈek
тергеген	teɾɡeɡˈen
толмағандар	toɫmɑʀɑndˈɑɾ
том	tˈom
тоқталады	toqtɑɫˈɑdə
туындылар	twəndəɫɑɾ
тіке	tɪkˈe
түгіл	tuɡˈɪɫ
тұрақтылықтың	tʊɾˈɑqtəɫəqtəŋ
тұрғызуға	tˈʊɾʀəzwʀɑ
уайымы	wˈɑjəmə
украиндар	wkɾˈɑəjndɑɾ
уысынан	wəsənɑn
футболшыларын	fwtbˈoɫʃəɫɑɾən
футболшының	fwtbˈoɫʃənəŋ
шайқап	ʃɑjqˈɑp
шақыртқан	ʃˈɑqəɾtqɑn
шақыруы	ʃˈɑqəɾwə
шектеледі	ʃekteledˈɪ
шұғылданады	ʃˈʊʀəɫdɑnɑdə
ыдырап	ədəɾɑp
іргелі	ɪɾɡelˈɪ
іріткі	ɪɾɪtkˈɪ
ішеді	ɪʃedˈɪ
Қалиевтің	qˈɑɫəjevtɪŋ
Қолына	qˈoɫənɑ
Қош	qˈoʃ
қабылдағаны	qˈɑbəɫdɑʀɑnə
қайтаратын	qɑjtɑɾˈɑtən
қаламақы	qɑɫɑmˈɑqə
қапы	qˈɑpə
қақпақ	qɑqpˈɑq
қолдаудың	qoɫdˈɑwdəŋ
қолдағы	qoɫdˈɑʀə
қорыту	qˈoɾətw
қосылуына	qˈosəɫwənɑ
қуаныштымын	qwˈɑnəʃtəmən
қырғыннан	qəɾʀənnɑn
құқымыз	qˈʊqəməz
құқынан	qˈʊqənɑn
Ұзын	ˈʊzən
ұялып	ʊjˈaɫəp
Әуе	æwˈe
Әуезхан	æwezxˈɑn
әзірленген	æzɪɾlenɡˈen
әйелдермен	æjeɫdeɾmˈen
әлеміне	ælemɪnˈe
әулет	æwlˈet
әңгімелері	æŋɡɪmeleɾˈɪ
өндірісіне	ɵndɪɾɪsɪnˈe
Айнагүл	ɑjnɑɡˈuɫ
Айтматов	ɑjtmɑtˈov
Айқын	ˈɑjqən
Алдында	ˈɑɫdəndɑ
Амандық	ɑmˈɑndəq
Аманжолұлы	ɑmɑnʒoɫˈʊɫə
Ақерке	ɑqeɾkˈe
Бастауыш	bɑstˈɑwəʃ
Газпром	ɡɑzpɾˈom
Екібастұз	ekɪbɑstˈʊz
Ермұхамед	eɾmʊxɑmˈed
Жанұзақов	ʒɑnʊzɑqˈov
Жаратқан	ʒɑɾɑtqˈɑn
Зайытов	zˈɑjətov
Индустрия	əjndwstɾəjja
Көше	kɵʃˈe
Литвиненко	ɫəjtvəjnenko
Малала	mɑɫɑɫˈɑ
Мақсаттың	mɑqsˈɑttəŋ
Мейрамбек	mejɾɑmbˈek
Мирас	məjɾɑs
Мықты	məqtə
Мүмкіндігі	mumkɪndɪɡˈɪ
Мұражай	mʊɾɑʒˈɑj
Новая	novɑjˈa
Отанды	otˈɑndə
Ростов	ɾostˈov
Сайлаудан	sɑjɫɑwdˈɑn
Сидней	səjdnej
Симферополь	səjmfeɾopoɫʔ
Соколованың	sokoɫovˈɑnəŋ
Стамбулдағы	stɑmbwɫdˈɑʀə
Сөйткен	sɵjtkˈen
Толоконникова	toɫokˈonnəjkovɑ
Уран	wɾˈɑn
Шахановтың	ʃɑxɑnˈovtəŋ
Шыңжаңда	ʃəŋʒɑŋdɑ
айлап	ɑjɫˈɑp
айлағын	ɑjɫˈɑʀən
айтпауды	ɑjtpˈɑwdə
араласатын	ɑɾɑɫɑsˈɑtən
аттестациядан	ɑttestˈɑtsəjjadɑn
ашпады	ɑʃpˈɑdə
ағаштан	ɑʀɑʃtˈɑn
ақшамызды	ɑqʃˈɑməzdə
базаны	bɑzˈɑnə
байланыстарды	bɑjɫˈɑnəstɑɾdə
баллистикалық	bˈɑɫɫəjstəjkɑɫəq
балға	bɑɫʀˈɑ
бейбітшілікті	bejbɪtʃɪlɪktˈɪ
билей	bəjlej
бұзылғаны	bˈʊzəɫʀɑnə
бұзғанын	bʊzʀˈɑnən
данасын	dɑnˈɑsən
дегенше	deɡenʃˈe
делегат	deleɡˈɑt
депутаттарына	depwtɑttˈɑɾənɑ
десті	destˈɪ
директорына	dəjɾektoɾənɑ
думасы	dwmˈɑsə
едің	edˈɪŋ
ек	ˈek
ен	ˈen
ерік	eɾˈɪk
ескерткіштер	eskeɾtkɪʃtˈeɾ
естігенін	estɪɡenˈɪn
еткендер	etkendˈeɾ
етіпті	etɪptˈɪ
жазалап	ʒɑzɑɫˈɑp
жануарлардың	ʒɑnwɑɾɫˈɑɾdəŋ
жасақтау	ʒɑsɑqtˈɑw
жатқызылған	ʒˈɑtqəzəɫʀɑn
жақсарды	ʒɑqsˈɑɾdə
жақтарын	ʒɑqtˈɑɾən
желілердің	ʒelɪleɾdˈɪŋ
жемісін	ʒemɪsˈɪn
жерімізді	ʒeɾɪmɪzdˈɪ
жетпек	ʒetpˈek
жиһадқа	ʒəjhɑdqɑ
жолдапты	ʒoɫdˈɑptə
жуығын	ʒwəʀən
жылқыны	ʒəɫqənə
жымқыру	ʒəmqəɾw
жынды	ʒəndə
жібереміз	ʒɪbeɾemˈɪz
заңында	zˈɑŋəndɑ
зейнетақысын	zejnetˈɑqəsən
зымырандар	zəməɾɑndɑɾ
зәбір	zæbˈɪɾ
идеяға	əjdejaʀɑ
кебін	kebˈɪn
кезеңіндегі	kezeŋɪndeɡˈɪ
келбеті	keɫbetˈɪ
кенішінің	kenɪʃɪnˈɪŋ
кешеніндегі	keʃenɪndeɡˈɪ
кеңге	keŋɡˈe
кеңсесін	keŋsesˈɪn
кеңістігін	keŋɪstɪɡˈɪn
киноның	kəjnonəŋ
клиенттер	kɫəjentteɾ
куәлігі	kwælɪɡˈɪ
кірмейді	kɪɾmejdˈɪ
күдіктенеді	kudɪktenedˈɪ
күкірт	kukˈɪɾt
күтім	kutˈɪm
көрмегенін	kɵɾmeɡenˈɪn
көшеді	kɵʃedˈɪ
көшелері	kɵʃeleɾˈɪ
лидерлері	ɫəjdeɾleɾɪ
мыналар	mənɑɫɑɾ
мүфтиі	mˈuftəjɪ
мұнысын	mˈʊnəsən
нормаларына	noɾmɑɫˈɑɾənɑ
одақтық	odˈɑqtəq
орындауды	ˈoɾəndɑwdə
пайымдайды	pˈɑjəmdɑjdə
рубльдің	ɾwbɫʔdˈɪŋ
саммитін	sˈɑmməjtɪn
санадан	sɑnɑdˈɑn
санамайды	sɑnɑmˈɑjdə
сапардың	sɑpˈɑɾdəŋ
саябақта	sɑjabɑqtˈɑ
себебінен	sebebɪnˈen
стандарт	stɑndˈɑɾt
стерлинг	stˈeɾɫəjnɡ
суреттердің	swɾetteɾdˈɪŋ
сылтауратып	səɫtɑwɾɑtəp
сына	sənɑ
сынағы	sənɑʀə
сыны	sənə
сырты	səɾtə
сүйе	sujˈe
сұхбатта	sʊxbɑttˈɑ
сәттер	sættˈeɾ
табылуы	tˈɑbəɫwə
тайғақ	tɑjʀˈɑq
таласады	tɑɫɑsˈɑdə
тапшылығынан	tˈɑpʃəɫəʀənɑn
таралу	tɑɾˈɑɫw
тереңдеп	teɾeŋdˈep
территориясы	tˈeɾɾəjtoɾəjjasə
топтасып	toptˈɑsəp
тоқтай	toqtˈɑj
трансұлттық	tɾɑnsˈʊɫttəq
түспесе	tuspesˈe
түсік	tusˈɪk
тұсаукесер	tʊsɑwkesˈeɾ
тұтастығы	tʊtˈɑstəʀə
төлесе	tɵlesˈe
уақытының	wˈɑqətənəŋ
учаскесіне	wt͡ʃɑskesɪnˈe
фамилиясын	fˈɑməjɫəjjasən
фирмалар	fəjɾmɑɫɑɾ
шайтан	ʃɑjtˈɑn
шар	ʃˈɑɾ
шегелеп	ʃeɡelˈep
шеккендердің	ʃekkendeɾdˈɪŋ
шырқын	ʃəɾqən
шығатынына	ʃəʀɑtənənɑ
ықпалының	əqpɑɫənəŋ
этикалық	ˈetəjkɑɫəq
Қорғаушы	qoɾʀˈɑwʃə
қабатында	qɑbˈɑtəndɑ
қазақтардан	qɑzɑqtɑɾdˈɑn
қайту	qˈɑjtw
қалдырайық	qˈɑɫdəɾɑjəq
қандасымыз	qɑndˈɑsəməz
қарайсыз	qɑɾˈɑjsəz
