va	ʋˈæ
kulrang	kˈʊɫɾæŋ
kup	kˈʊp
kura	kˈʊɾæ
kutib	kˈʊtyb
kvadrat	kʋˈædɾæt
madaniyatining	mˌædænˌyjætˈynyŋ
maqola	mæqˈɑlæ
marosim	mæɾˈɑsym
mashinasozligi	mˌæʃynˌæsɑzɫˈyɡy
mevali	meʋˈæɫy
moʻgʻullar	moʁˈʊɫlæɾ
mumkinligini	mˌʊmkynɫyɡˈyny
namoyandalari	nˌæmɑjˌændælˈæɾy
namunasi	nˌæmʊnˈæsy
nurlari	nʊɾlˈæɾy
odamlarning	ˌɑdæmlˈæɾnyŋ
olishni	ɑɫˈyʃny
oʻsimliklarda	ˌosymɫyklˈæɾdæ
oʻxshab	ˈoχʃæb
poytaxt	pˈɑjtæχt
qirgʻiz	qˈyɾʁyz
qismga	qˈysmɡæ
razvedka	ɾæzʋˈedkæ
realistik	ɾˌeæɫˈystyk
saklash	sˈæklæʃ
signal	sˈyɡnæɫ
sonini	sɑnˈyny
sotilgan	sɑtˈyɫɡæn
sulh	sˈʊɫh
tagacha	tæɡˈæt͡Sæ
tarixchi	tæɾˈyχt͡Sy
tasvirlar	tæsʋˈyɾlæɾ
tezkor	tˈezkɑɾ
tuproqlarda	tˌʊpɾɑqlˈæɾdæ
tuzishga	tʊzˈyʃɡæ
uylari	ʊjlˈæɾy
vatanparvarlik	ʋˌætænpæɾʋˈæɾɫyk
vaziyat	ʋæzˈyjæt
yechish	jˈet͡Syʃ
yoshdan	jˈɑʃdæn
yoshli	jˈɑʃɫy
yurishi	jʊɾˈyʃy
zaif	zˈæyf
Guruh	ɡˈʊɾʊh
Ikkala	ykkˈælæ
Keng	kˈeŋ
Said	sˈæyd
Samarkand	sæmˈæɾkænd
Shaharning	ʃæhˈæɾnyŋ
Til	tˈyɫ
Transport	tɾˈænspɑɾt
Xoja	χˈɑd͡ʒæ
Yana	jˈænæ
asarlaridan	ˌæsæɾlæɾˈydæn
asosli	æsˈɑsɫy
astronomik	ˌæstɾɑnˈɑmyk
bera	bˈeɾæ
boshiga	bɑʃˈyɡæ
boʻr	bˈoɾ
boʻshligʻi	boʃɫˈyʁy
buladi	bʊlˈædy
chekka	t͡Sˈekkæ
darajasida	dˌæɾæd͡ʒæsˈydæ
davrdagi	dæʋɾdˈæɡy
doirasi	dˌɑyɾˈæsy
endi	ˈendy
funksiyalar	fˌʊnksyjˈælæɾ
gazetasi	ɡˌæzetˈæsy
hafta	hˈæftˌæ
havzasi	hæʋzˈæsy
ishchilar	yʃt͡Sˈylæɾ
iyulda	yjˈʊɫdæ
jarayonining	d͡ʒˌæɾæjɑnˈynyŋ
kasalliklarini	kˌæsæɫɫˌyklæɾˈyny
kasalxonasi	kˌæsæɫχɑnˈæsy
kechgan	kˈet͡Sɡæn
kompaniyasining	kˌɑmpænˌyjæsˈynyŋ
koʻrsatiladi	kˌoɾsætylˈædy
mamlakatni	mˌæmlækˈætny
modeli	mɑdˈeɫy
muharriri	mˌʊhæɾɾˈyɾy
muhitga	mʊhˈytɡæ
nasriy	nˈæsɾyj
orasiga	ˌɑɾæsˈyɡæ
oʻlchov	ˈoɫt͡Sɑʋ
oʻpka	ˈopkæ
oʻsimliklarni	ˌosymɫyklˈæɾny
oʻzgarishlarga	ˌozɡæɾyʃlˈæɾɡæ
oʻzgartirib	ˌozɡæɾtˈyɾyb
pardasi	pæɾdˈæsy
parvarish	pæɾʋˈæɾyʃ
podsho	pˈɑdʃɑ
psixologiya	psˌyχɑɫɑɡˈyjæ
punktlari	pʊnktlˈæɾy
qazilmalar	qˌæzyɫmˈælæɾ
qumtosh	qˈʊmtɑʃ
rasman	ɾˈæsmæn
reja	ɾˈed͡ʒæ
ruslar	ɾˈʊslæɾ
sharafiga	ʃˌæɾæfˌyɡæ
soniga	sɑnˈyɡæ
suyuklik	sʊjˈʊkɫyk
tanasining	tˌænæsˈynyŋ
tarmoklari	tˌæɾmɑklˈæɾy
tarqalib	tæɾqˈæɫyb
tashqil	tˈæʃqyɫ
terisi	teɾˈysy
togʻi	tˈɑʁy
togʻlarda	tɑʁlˈæɾdæ
tomirlar	tɑmˈyɾlæɾ
toshlar	tˈɑʃlæɾ
tushadigan	tˌʊʃædˈyɡæn
ukrain	ʊkɾˈæyn
usuliga	ˌʊsʊɫˈyɡæ
viloyatlar	ʋˌyɫɑjˈætlæɾ
vositalaridan	ʋˌɑsytˌælæɾˈydæn
yaratilishi	jˌæɾætyɫˈyʃy
yerlarning	jeɾlˈæɾnyŋ
yozadi	jɑzˈædy
Afrikada	æfɾˌykˈædæ
Amaldagi	ˌæmæɫdˈæɡy
Buni	bˈʊny
DNK	dˌeˌenkˈa
Federatsiyasining	fˌedeɾˌætsyjæsˈynyŋ
Germaniyada	ɡˌeɾmænyjˈædæ
Layli	lˈæjɫy
Margʻilon	mæɾʁˈyɫɑn
Qattiq	qˈættyq
Roman	ɾˈɑmæn
Turkiy	tˈʊɾkyj
Yerga	jˈeɾɡæ
ahvoli	æhʋˈɑɫy
albom	ˈæɫbɑm
aloqasi	ˌæɫɑqˈæsy
aniklash	ænˈyklæʃ
armiya	æɾmˈyjæ
asoslab	æsˈɑslæb
atrofdagi	ˌætɾɑfdˌæɡy
aytdi	ˈæjtdy
bal	bˈæɫ
birini	byɾˈyny
bosqichda	bɑsqˈyt͡Sdæ
boʻlmaydigan	bˌoɫmæjdˈyɡæn
davrlarida	dˌæʋɾlæɾˈydæ
dvigateli	dʋˌyɡætˈeɫy
egallash	eɡˈæɫlæʃ
ehtiyot	ehtˈyjɑt
eta	ˈetæ
fakulteti	fˌækʊɫtˈety
fonetik	fˌɑnˈetyk
gʻoyasini	ʁˌɑjæsˈyny
harakatga	hˌæɾækˈætɡæ
haydash	hˈæjdæʃ
infeksion	ynfˌeksˈyɑn
iqlimi	yqɫˈymy
jinslardan	d͡ʒynslˈæɾdæn
kauchuk	kæˈʊt͡Sʊk
kitobida	kˌytɑbˈydæ
kofe	kˈɑfˌe
koreys	kˈɑɾejs
laboratoriya	lˌæbɑɾˌætɑɾˈyjæ
mavqei	mæʋqˈey
maydonining	mˌæjdɑnˈynyŋ
moddalardan	mˌɑddælˈæɾdæn
nomlar	nˈɑmlæɾ
oʻsadigan	ˌosædˈyɡæn
pedagogik	pˌedæɡˈɑɡyk
plastmassa	plæstmˈæssæ
qahramoni	qˌæhɾæmˈɑny
qatorida	qˌætɑɾˈydæ
qazish	qˈæzyʃ
qishlogʻida	qˌyʃɫɑʁˈydæ
qismlarga	qysmlˈæɾɡæ
qissa	qˈyssæ
quruqlikda	qˌʊɾʊqɫˈykdæ
rejimi	ɾed͡ʒˈymy
rux	ɾˈʊχ
samolyot	sæmˈɑɫjɑt
taraqqiyotining	tˌæɾæqqˌyjɑtˈynyŋ
tarkibli	tæɾkˈybɫy
texnikada	tˌeχnykˈædæ
tizmalari	tˌyzmælˈæɾy
togʻlarida	tˌɑʁlæɾˈydæ
toʻplamlari	tˌoplæmlˈæɾy
toʻrtburchak	toɾtbˈʊɾt͡Sæk
trikotaj	tɾykˈɑtæd͡ʒ
tushdi	tˈʊʃdy
tuzlari	tʊzlˈæɾy
uchish	ˈʊt͡Syʃ
vinochilik	ʋˌynɑt͡Sˈyɫyk
vitaminlar	ʋˌytæmˈynlæɾ
vrachga	ʋɾˈæt͡Sɡæ
xlorid	χɫˈɑɾyd
xodimi	χɑdˈymy
yangicha	jæŋˈyt͡Sæ
yarmi	jˈæɾmy
yomgʻir	jˈɑmʁyɾ
yoziladi	jˌɑzylˈædy
zamin	zˈæmyn
AQShning	ˌæqˈaʃnˈyŋ
Adabiy	ædˈæbyj
Bino	bˈynɑ
Boshlangʻich	bɑʃlˈæŋʔyt͡S
Buxoroga	bˌʊχɑɾˈɑɡæ
Haydar	hˈæjdæɾ
Milodiy	myɫˈɑdyj
Oʻn	ˈon
Yunon	jˈʊnɑn
adolat	ædˈɑlæt
astronomiya	ˌæstɾɑnɑmˈyjæ
ataydilar	ˌætæjdˈylæɾ
boshqaradi	bˌɑʃqæɾˈædy
boʻz	bˈoz
chastotali	t͡Sˌæstɑtˈæɫy
chiqarishi	t͡Sˌyqæɾˈyʃy
dasturlar	dæstˈʊɾlæɾ
dotsent	dˈɑtsent
elastik	elˈæstyk
energiyasini	ˌeneɾɡˌyjæsˈyny
ettiruvchi	ˌettyɾˈʊʋt͡Sy
farmatsevtika	fˌæɾmætseʋtˈykæ
federatsiyasi	fˌedeɾˌætsyjˈæsy
gidravlik	ɡydɾˈæʋɫyk
gʻoyalar	ʁɑjˈælæɾ
haqda	hˈæqdæ
harakatining	hˌæɾækætˈynyŋ
havoning	hæʋˈɑnyŋ
havzasida	hˌæʋzæsˈydæ
hisoblagan	hˌysɑblˈæɡæn
hokazo	hɑkˈæzɑ
ibodatxona	ˌybɑdætχˈɑnæ
idoralari	ˌydɑɾælˈæɾy
ikkiga	ykkˈyɡæ
ishlashga	yʃlˈæʃɡæ
ixcham	ˈyχt͡Sæm
jihozlangan	d͡ʒˌyhɑzlˈæŋæn
jismning	d͡ʒˈysmnyŋ
joylarga	d͡ʒɑjlˈæɾɡæ
keluvchi	keɫˈʊʋt͡Sy
ketishga	ketˈyʃɡæ
konserva	kɑnsˈeɾʋæ
kurashish	kʊɾˈæʃyʃ
maydonni	mæjdˈɑnny
mazmun	mˈæzmʊn
moslama	mɑslˈæmæ
mumkinligi	mˌʊmkynɫˈyɡy
mutlaqo	mʊtlˈæqɑ
namunalarini	nˌæmʊnˌælæɾˈyny
nem	nˈem
odamlarni	ˌɑdæmlˈæɾny
okrugi	ɑkɾˈʊɡy
olmos	ˈɑɫmɑs
otib	ˈɑtyb
oʻsimlikning	ˌosymɫˈyknyŋ
qilishdi	qyɫˈyʃdy
reaktiv	ɾeˈæktyʋ
romanlari	ɾˌɑmænlˈæɾy
sakkiz	sˈækkyz
saylandi	sæjlˈændy
saylangan	sæjlˈæŋæn
shaklini	ʃækɫˈyny
stadion	stædˈyɑn
tafakkur	tæfˌækkʊɾ
tanqidiy	tænqˈydyj
taxlil	tˈæχɫyɫ
tayyorlanadigan	tˌæjjɑɾlˌænædˈyɡæn
tipdagi	typdˈæɡy
tipidagi	tˌypydˈæɡy
turlarida	tˌʊɾlæɾˈydæ
tuzdi	tˈʊzdy
uchradi	ʊt͡Sɾˈædy
urushida	ˌʊɾʊʃˈydæ
uygʻur	ˈʊjʁʊɾ
vegetativ	ʋˌeɡetˈætyʋ
volfram	ʋˈɑɫfɾˌæm
xudo	χˈʊdɑ
xususiyatlar	χˌʊsʊsyjˈætlæɾ
yadrosi	jædɾˈɑsy
yanvarda	jænʋˈæɾdæ
yaratib	jæɾˈætyb
yerlarga	jeɾlˈæɾɡæ
yerning	jˈeɾnyŋ
yogʻadi	jɑʁˈædy
yongʻoq	jˈɑŋʔɑq
FIFA	fˌyfˌæ
Siyosiy	syjˈɑsyj
Texas	tˈeχæs
alomatlari	ˌæɫɑmætlˈæɾy
aniqlab	ænˈyqlæb
asir	ˈæsyɾ
beda	bˈedæ
bepul	bˈepʊɫ
biokimyoviy	bˌyɑkymjˈɑʋyj
boʻlishga	boɫˈyʃɡæ
boʻlishida	bˌoɫyʃˈydæ
boʻsh	bˈoʃ
burchakli	bʊɾt͡Sˈækɫy
dumaloq	dʊmˈæɫɑq
erigan	eɾˈyɡæn
etishgan	etˈyʃɡæn
fazoviy	fˌæzˈɑʋyj
fikrni	fˌykɾny
granit	ɡɾˈænyt
guruhlarga	ɡˌʊɾʊhlˈæɾɡæ
hisob	hˈysɑb
hozirgacha	hˌɑzyɾɡˈæt͡Sæ
hurmat	hˈʊɾmæt
insonlar	ynsˈɑnlæɾ
ishladi	yʃlˈædy
ishonch	ˈyʃɑnt͡S
isloh	ˈysɫɑh
jamiyatda	d͡ʒˌæmyjˈætdæ
jamiyatining	d͡ʒˌæmyjætˈynyŋ
joyiga	d͡ʒɑjˈyɡæ
ketish	kˈetyʃ
kismi	kˈysmy
kotib	kˈɑtyb
koʻrsatuvchi	kˌoɾsætˈʊʋt͡Sy
koʻtarib	kotˈæɾyb
kuchayib	kʊt͡Sˈæjyb
kunlik	kˈʊnɫyk
kuzgi	kˈʊzɡy
lugʻat	ɫˈʊʁæt
mablagʻ	mˈæblæʁ
magmatik	mæɡmˈætyk
manfiy	mˈænfˌyj
materik	mætˈeɾyk
maydonlari	mˌæjdɑnlˈæɾy
miqdoriga	mˌyqdɑɾˈyɡæ
moddaning	mɑddˈænyŋ
muammolarini	mˌʊæmmˌɑlæɾˈyny
munosib	mʊnˈɑsyb
namunalar	nˌæmʊnˈælæɾ
nobud	nˈɑbʊd
noqulay	nɑqˈʊlæj
oksid	ˈɑksyd
otliq	ˈɑtɫyq
oyoqlari	ˌɑjɑqlˈæɾy
pasayishi	pˌæsæjˈyʃy
qaraladi	qˌæɾælˈædy
qiroli	qyɾˈɑɫy
qissasi	qyssˈæsy
qoʻrgʻoshin	qoɾʁˈɑʃyn
qudratli	qʊdɾˈætɫy
rivojlanayotgan	ɾˌyʋɑd͡ʒlˌænæjˈɑtɡæn
rivojlanmoqda	ɾˌyʋɑd͡ʒlænmˈɑqdæ
sharqqa	ʃˈæɾqqæ
shoyi	ʃˈɑjy
sinf	sˈynf
taqsimoti	tˌæqsymˈɑty
tizimlar	tyzˈymlæɾ
tizmasi	tyzmˈæsy
togʻlarining	tˌɑʁlæɾˈynyŋ
tolalari	tˌɑlælˈæɾy
topishi	tɑpˈyʃy
toʻqimalar	tˌoqymˈælæɾ
toʻrtta	tˈoɾttæ
turlar	tˈʊɾlæɾ
uchib	ˈʊt͡Syb
umurtqali	ˌʊmʊɾtqˈæɫy
xotira	χɑtˈyɾæ
xususiyatga	χˌʊsʊsyjˈætɡæ
yalligʻlanish	jˌæɫɫyʁlˈænyʃ
yerlarini	jˌeɾlæɾˈyny
yillardagi	jˌyɫlæɾdˈæɡy
yoʻgʻon	jˈoʁɑn
yuborish	jʊbˈɑɾyʃ
yuradi	jʊɾˈædy
yurtida	jʊɾtˈydæ
yuzasida	jˌʊzæsˈydæ
zid	zˈyd
Aslida	æsɫˈydæ
Bank	bˈænk
Bemor	bˈemɑɾ
Elektron	elˈektɾɑn
Erkin	ˈeɾkyn
Gʻulom	ʁˈʊɫɑm
IV	ˈyʋ
Kimyo	kˈymjɑ
Magnit	mˈæɡnyt
Pul	pˈʊɫ
Sport	spˈɑɾt
Viloyatda	ʋˌyɫɑjˈætdæ
Xuddi	χˈʊddy
Yozuvchilar	jˌɑzʊʋt͡Sˈylæɾ
adabiyotda	ˌædæbyjˈɑtdæ
aloqador	ˌæɫɑqˈædɑɾ
apparatlari	ˌæppæɾætlˈæɾy
arafasida	ˌæɾæfˌæsˈydæ
aralashma	ˌæɾælˈæʃmæ
atigi	ætˈyɡy
aylantirish	ˌæjlæntˈyɾyʃ
ayrimlari	ˌæjɾymlˈæɾy
bachadon	bæt͡Sˈædɑn
bakteriyalar	bˌækteɾyjˈælæɾ
bargi	bˈæɾɡy
borilmoqda	bˌɑɾyɫmˈɑqdæ
buta	bˈʊtæ
choy	t͡Sˈɑj
dostonlar	dɑstˈɑnlæɾ
eritma	eɾˈytmæ
filmlarda	fˌyɫmlˈæɾdæ
goʻshti	ɡˈoʃty
grafikasi	ɡɾæfˌykˈæsy
harakatlarini	hˌæɾækˌætlæɾˈyny
hisobda	hysˈɑbdæ
inqilobi	ˌynqyɫˈɑby
jarayonlarini	d͡ʒˌæɾæjˌɑnlæɾˈyny
kabilar	kæbˈylæɾ
kitoblari	kˌytɑblˈæɾy
kuchayishi	kˌʊt͡Sæjˈyʃy
larda	lˈæɾdæ
lavlagi	læʋlˈæɡy
loyihasi	ɫˌɑjyhˈæsy
magʻlub	mˈæʁɫʊb
maqomi	mæqˈɑmy
marosimi	mˌæɾɑsˈymy
metro	mˈetɾɑ
mikroorganizmlar	mˌykɾɑˌɑɾɡænˈyzmlæɾ
mintaqasida	mˌyntæqæsˈydæ
moʻgʻul	mˈoʁʊɫ
namligi	næmɫˈyɡy
natijalari	nˌætyd͡ʒælˈæɾy
nav	nˈæʋ
nomzodi	nɑmzˈɑdy
ogʻirligi	ˌɑʁyɾɫˈyɡy
olimlarning	ˌɑɫymlˈæɾnyŋ
olov	ˈɑɫɑʋ
organizmlarning	ˌɑɾɡænyzmlˈæɾnyŋ
oshdi	ˈɑʃdy
ovozli	ɑʋˈɑzɫy
oyda	ˈɑjdæ
oʻrganuvchi	ˌoɾɡænˈʊʋt͡Sy
qatnashchisi	qˌætnæʃt͡Sˈysy
qilishning	qyɫˈyʃnyŋ
qirrali	qyɾɾˈæɫy
qoʻshildi	qoʃˈyɫdy
respublikaning	ɾˌespʊbɫykˈænyŋ
resurslar	ɾesˈʊɾslæɾ
rivojida	ɾˌyʋɑd͡ʒˈydæ
rivoyat	ɾyʋˈɑjæt
sentabr	sˈentæbɾ
sernam	sˈeɾnæm
shular	ʃˈʊlæɾ
stansiya	stænsˈyjæ
strukturasi	stɾˌʊktʊɾˈæsy
suyagi	sʊjˈæɡy
taqsimlash	tæqsˈymlæʃ
tasvirlash	tæsʋˈyɾlæʃ
taxtga	tˈæχtɡæ
tillarning	tyɫlˈæɾnyŋ
tilning	tˈyɫnyŋ
tish	tˈyʃ
toʻplab	tˈoplæb
toʻr	tˈoɾ
tushunchalar	tˌʊʃʊnt͡Sˈælæɾ
tuzishda	tʊzˈyʃdæ
xilmaxil	χyɫmˈæχyɫ
xosdir	χˈɑsdyɾ
xossalariga	χˌɑssælæɾˈyɡæ
yaqini	jæqˈyny
yerni	jˈeɾny
yodgorliklardan	jˌɑdɡɑɾɫyklˈæɾdæn
yordami	jɑɾdˈæmy
yuqoridagi	jˌʊqɑɾydˈæɡy
zonasi	zɑnˈæsy
Bitta	bˈyttæ
Farhod	fˌæɾhɑd
Kurash	kˈʊɾæʃ
Metall	mˈetæɫɫ
Oʻtgan	ˈotɡæn
Quyoshning	qʊjˈɑʃnyŋ
abadiy	æbˈædyj
asoslarini	ˌæsɑslæɾˈyny
atagan	ætˈæɡæn
bagʻirlari	bˌæʁyɾlˈæɾy
batafsil	bætˈæfsˌyɫ
berishda	beɾˈyʃdæ
bez	bˈez
bilimlar	byɫˈymlæɾ
bora	bˈɑɾæ
borildi	bɑɾˈyɫdy
bosqichiga	bˌɑsqyt͡Sˈyɡæ
boʻlganida	bˌoɫɡænˈydæ
boʻlimida	bˌoɫymˈydæ
boʻlinishi	bˌoɫynˈyʃy
chegarasida	t͡Sˌeɡæɾæsˈydæ
chuqurlikda	t͡Sˌʊqʊɾɫˈykdæ
davlatni	dæʋlˈætny
dengizga	deŋˈyzɡæ
dengizlar	deŋˈyzlæɾ
doyr	dˈɑjɾ
elchisi	eɫt͡Sˈysy
foiz	fˌɑyz
gap	ɡˈæp
haq	hˈæq
harf	hˈæɾf
hisoblaydi	hˌysɑblˈæjdy
hosilalari	hˌɑsylælˈæɾy
inqilobiy	ˌynqyɫˈɑbyj
ion	ˈyɑn
isitish	ysˈytyʃ
ixtiyoriy	ˌyχtyjˈɑɾyj
jahonda	d͡ʒæhˈɑndæ
kamayishi	kˌæmæjˈyʃy
kapitali	kˌæpytˈæɫy
kechadigan	kˌet͡Sædˈyɡæn
kenja	kˈend͡ʒæ
ketishiga	kˌetyʃˈyɡæ
kiritiladi	kˌyɾytylˈædy
koʻrinishlari	kˌoɾynyʃlˈæɾy
koʻrsatkichlari	kˌoɾsætkyt͡Slˈæɾy
mamlakatdagi	mˌæmlækætdˈæɡy
manbalar	mænbˈælæɾ
masofaga	mˌæsɑfˌæɡæ
mavjudligini	mˌæʋd͡ʒʊdɫyɡˈyny
maydonlar	mæjdˈɑnlæɾ
mazmunini	mˌæzmʊnˈyny
miniatyura	mˌynyætjˈʊɾæ
mintaqalarida	mˌyntæqˌælæɾˈydæ
miqdorida	mˌyqdɑɾˈydæ
molekulalar	mˌɑlekʊlˈælæɾ
molekulyar	mˌɑlekˈʊɫjæɾ
narxi	nˈæɾχy
navbatda	næʋbˈætdæ
neolit	neˈɑɫyt
odat	ˈɑdæt
orqaga	ɑɾqˈæɡæ
oshirgan	ɑʃˈyɾɡæn
oʻrnatgan	oɾnˈætɡæn
qarash	qˈæɾæʃ
qonuniy	qɑnˈʊnyj
qoʻllagan	qoɫlˈæɡæn
qoʻshilishi	qˌoʃyɫˈyʃy
quvurlar	qʊʋˈʊɾlæɾ
quvurlari	qˌʊʋʊɾlˈæɾy
rahbarlari	ɾˌæhbæɾlˈæɾy
rejasi	ɾed͡ʒˈæsy
respublikada	ɾˌespʊbɫykˈædæ
rozi	ɾˈɑzy
sharoitlar	ʃˌæɾɑˈytlæɾ
shuncha	ʃˈʊnt͡Sæ
silindr	sˈyɫyndɾ
sirtida	syɾtˈydæ
soʻzlashadi	sˌozlæʃˈædy
taalluqli	tˌææɫɫˈʊqɫy
takomillashtirish	tˌækɑmˌyɫlæʃtˈyɾyʃ
taraqqiyotiga	tˌæɾæqqˌyjɑtˈyɡæ
taxta	tˈæχtæ
tayyorlagan	tˌæjjɑɾlˈæɡæn
temperaturada	tˌempeɾˌætʊɾˈædæ
termik	tˈeɾmyk
tillarga	tyɫlˈæɾɡæ
ultrabinafsha	ˌʊɫtɾæbynˈæfʃˌæ
universal	ˌʊnyʋˈeɾsæɫ
ustidagi	ˌʊstydˈæɡy
voqealarni	ʋˌɑqeælˈæɾny
xato	χˈætɑ
xodimlar	χɑdˈymlæɾ
zali	zˈæɫy
zaxiralari	zˌæχyɾælˈæɾy
zona	zˈɑnæ
Afrikadagi	æfɾˌykædˈæɡy
Argentina	ˌæɾɡentˈynæ
Balx	bˈæɫχ
Barglari	bæɾɡlˈæɾy
Belgiya	beɫɡˈyjæ
Biz	byz
Butun	bˈʊtʊn
G	ɡˈe
Iqlimi	yqɫˈymy
Iskandar	yskˈændæɾ
Kengash	kˈeŋæʃ
Mevasi	meʋˈæsy
Misrda	mˈysɾdæ
Oʻzining	ozˈynyŋ
Qurolli	qʊɾˈɑɫɫy
Sharqshunoslik	ʃˌæɾqʃʊnˈɑsɫyk
Shvetsiya	ʃʋetsˈyjæ
T	tˈe
Tohir	tˈɑhyɾ
Vaqt	ʋˈæqt
Yunoniston	jˌʊnɑnˈystɑn
almashinuvining	ˌæɫmæʃˌynʊʋˈynyŋ
ammiak	æmmˈyæk
aniqlashga	ˌænyqlˈæʃɡæ
asarlarining	ˌæsæɾlæɾˈynyŋ
asarlarni	ˌæsæɾlˈæɾny
asbobi	æsbˈɑby
bagʻirlarida	bˌæʁyɾlæɾˈydæ
birlashmalari	bˌyɾlæʃmælˈæɾy
birliklar	byɾɫˈyklæɾ
bn	bˌeˈen
boʻlmasa	boɫmˈæsæ
chempioni	t͡Sˌempyˈɑny
choʻyan	t͡Sˈojæn
devoriy	deʋˈɑɾyj
energetik	ˌeneɾɡˈetyk
fanga	fˌæŋæ
garchi	ɡˈæɾt͡Sy
hisoblab	hysˈɑblæb
holatdagi	hˌɑlætdˈæɡy
imkoni	ymkˈɑny
import	ˈympɑɾt
integral	yntˈeɡɾæɫ
investitsiya	ˌynʋestytsˈyjæ
ishlatilishi	ˌyʃlætyɫˈyʃy
kecha	kˈet͡Sæ
kelishiga	kˌeɫyʃˈyɡæ
koʻli	kˈoɫy
koʻprik	kˈopɾyk
koʻrsatkichi	kˌoɾsætkˈyt͡Sy
larning	lˈæɾnyŋ
mahorati	mˌæhɑɾˈæty
maktablarda	mˌæktæblˈæɾdæ
man	mˈæn
manfaatlarini	mænfˌæætlæɾˈyny
maydonida	mˌæjdɑnˈydæ
minglab	mˈyŋlæb
munosabatlarini	mˌʊnɑsˌæbætlæɾˈyny
muzeylari	mˌʊzejlˈæɾy
narsalarni	nˌæɾsælˈæɾny
navi	nˈæʋy
olishgan	ɑɫˈyʃɡæn
omillari	ˌɑmyɫlˈæɾy
operatsiya	ˌɑpeɾætsˈyjæ
organizmida	ˌɑɾɡænyzmˈydæ
oxiriga	ˌɑχyɾˈyɡæ
oʻrganib	oɾɡˈænyb
oʻyib	ˈojyb
oʻzgarishiga	ˌozɡæɾyʃˈyɡæ
oʻzlari	ozlˈæɾy
oʻzlashtirish	ˌozlæʃtˈyɾyʃ
poʻsti	pˈosty
qahramonlar	qˌæhɾæmˈɑnlæɾ
qamoqqa	qæmˈɑqqæ
qatnaydi	qætnˈæjdy
qirol	qˈyɾɑɫ
qiymat	qˈyjmæt
qonunga	qɑnˈʊŋæ
qonuniyatlarini	qˌɑnʊnˌyjætlæɾˈyny
qoʻltigʻi	qoɫtˈyʁy
rassomi	ɾæssˈɑmy
romantik	ɾɑmˈæntyk
rudalar	ɾʊdˈælæɾ
ruh	ɾˈʊh
saralash	sæɾˈælæʃ
sarf	sˈæɾf
shifobaxsh	ʃyfˌɑbæχʃ
shogirdlari	ʃˌɑɡyɾdlˈæɾy
shugʻullanuvchi	ʃˌʊʁʊɫlænˈʊʋt͡Sy
siyrak	sˈyjɾæk
sohalar	sɑhˈælæɾ
soxta	sˈɑχtæ
surdi	sˈʊɾdy
tadbirlari	tˌædbyɾlˈæɾy
talaffuz	tælˈæffˌʊz
tarixidagi	tˌæɾyχydˈæɡy
tasdiqlangan	tˌæsdyqlˈæŋæn
tayyorgarlik	tˌæjjɑɾɡˈæɾɫyk
telegraf	telˈeɡɾæf
tillarini	tˌyɫlæɾˈyny
tovushlar	tɑʋˈʊʃlæɾ
toʻplam	tˈoplæm
tuzumi	tʊzˈʊmy
uchrashuv	ʊt͡Sɾˈæʃʊʋ
unvoniga	ˌʊnʋɑnˈyɡæ
urushdan	ʊɾˈʊʃdæn
uslubda	ʊsɫˈʊbdæ
uslubiy	ʊsɫˈʊbyj
vazni	ʋˈæzny
yetishib	jetˈyʃyb
yopishib	jɑpˈyʃyb
yoyilgan	jɑjˈyɫɡæn
учун	ˈʊt͡Sʊn
Afina	æfˌynæ
Bokuda	bɑkˈʊdæ
Britaniyada	bɾˌytænyjˈædæ
Madrasa	mædɾˈæsæ
Motors	mˈɑtɑɾs
Musulmon	mʊsˈʊɫmɑn
Relyefi	ɾeɫjˈefˌy
Savdo	sˈæʋdɑ
Shveysariya	ʃʋˌejsæɾˈyjæ
Sobiq	sˈɑbyq
Tanasi	tænˈæsy
Tektonik	tektˈɑnyk
Turon	tˈʊɾɑn
Vatan	ʋˈætæn
Xavfsizlik	χæʋfsˌyzɫyk
aeroporti	ˌæeɾɑpˈɑɾty
aholisini	ˌæhɑɫysˈyny
amiri	æmˈyɾy
atashadi	ˌætæʃˈædy
barglari	bæɾɡlˈæɾy
bizga	bˌyzɡæ
boqish	bˈɑqyʃ
botanika	bˌɑtænˈykæ
butalar	bʊtˈælæɾ
chiqishga	t͡Syqˈyʃɡæ
chiziqlar	t͡Syzˈyqlæɾ
chuqurligi	t͡Sˌʊqʊɾɫˈyɡy
deganda	deɡˈændæ
dekabr	dˈekæbɾ
diplomatiya	dˌypɫɑmætˈyjæ
egri	ˈeɡɾy
eritmalar	ˌeɾytmˈælæɾ
etmoqda	etmˈɑqdæ
favqulodda	fˌæʋqʊɫˈɑddæ
fikriga	fˌykɾˈyɡæ
gips	ɡˈyps
guruhning	ɡʊɾˈʊhnyŋ
gʻarbdan	ʁˈæɾbdæn
hayotda	hæjˈɑtdæ
huzuridagi	hˌʊzʊɾydˈæɡy
ich	ˈyt͡S
ichimlik	yt͡Sˈymɫyk
ishdan	ˈyʃdæn
ishlay	ˈyʃlæj
istilosi	ˌystyɫˈɑsy
jamoatchilik	d͡ʒˌæmɑætt͡Sˈyɫyk
jarayonda	d͡ʒˌæɾæjˈɑndæ
javoban	d͡ʒæʋˈɑbæn
jihatlari	d͡ʒˌyhætlˈæɾy
keramika	kˌeɾæmˈykæ
