је	je
рудници	rˈudnɪt͡sɪ
савјета	sˈavjetɐ
састојало	sˈastojˌɐlo
североисточно	sˈɛvɛrˌoɪstˌot͡ʃno
сегмената	sˈɛɡmɛnˌɐtɐ
седео	sˈɛdɛo
сестрама	sˈɛstrɐmɐ
синглу	sˈiŋɡlʊ
скрива	skrˈivɐ
сличном	slˈit͡ʃnom
службеним	slˈuʒbɛnɪm
смртност	smrtnˈost
сопственој	sˈopstvɛnoj
социјализма	sˈot͡sɪjˌɐlɪzmɐ
специјалну	spˈɛt͡sɪjˌɐlnʊ
странцима	strˈant͡sɪmɐ
сјеверу	sjˈevɛrʊ
теоријом	tˈɛorˌɪjom
тираж	tˈirɐʒ
труд	trˈud
уграђени	ˈuɡrɐd͡ʑˌɛnɪ
удова	ˈudovɐ
узастопне	ˈuzɐstˌopnɛ
унију	ˈunɪjʊ
установљено	ˈustɐnˌovljeno
учешћем	ˈut͡ʃɛʃt͡ɕɛm
финишу	fˈinɪʃʊ
хрватским	xrvˈaːtskɪm
целих	t͡sˈɛlɪh
чистом	t͡ʃˈistom
чувари	t͡ʃˈuvɑrɪ
ширег	ʃˈirɛɡ
јачању	jˈat͡ʃɐɲʊ
al	ˈal
Јерменија	jˈermɛnˌɪjɐ
Андерсон	ˈandɛrson
Аустријом	ˈaʊstrˌɪjom
Барселоне	bˈɑrsɛlˌonɛ
Броз	brˈoz
Врсте	vrstˈɛ
Даглас	dˈaɡlɐs
Ема	ˈɛmɐ
Златну	zlˈatnʊ
Каже	kˈaʒɛ
Конструкција	kˈonstrʊkt͡sˌɪjɐ
Мајами	mˈɑjɐmɪ
Милена	mˈilɛnɐ
Милићевић	mˈilɪt͡ɕˌɛvɪt͡ɕ
Мисија	mˈisɪjɐ
Низ	nˈiz
Пекингу	pˈɛkɪŋɡʊ
Примарни	prˈimɑrnɪ
Римљанима	rˈimʎɐnˌɪmɐ
Северну	sˈɛvɛrnʊ
Сицилији	sˈit͡sɪlˌɪjɪ
Совјета	sˈovjetɐ
Стевановић	stˈɛvɐnˌovɪt͡ɕ
Требиња	trˈɛbɪɲɐ
Хауард	xˈaʊɑrd
активним	ˈaktɪvnɪm
албанског	ˈalbɐnskoɡ
алтернативни	ˈaltɛrnˌɐtɪvnɪ
апсолутну	ˈapsolˌʊtnʊ
аустријска	ˈaʊstrˌɪjskɐ
аутомобили	ˈaʊtˌomobˌɪlɪ
бацају	bˈat͡sɑjʊ
бизнис	bˈiznɪs
блиској	blˈiskoj
борбеног	bˈorbɛnoɡ
борбену	bˈorbɛnʊ
верска	vˈɛrskɐ
вештачким	vˈɛʃtɐt͡ʃkɪm
вишем	vˈiʃɛm
враћали	vrˈat͡ɕɐlɪ
вредно	vrˈɛdno
гласају	ɡlˈasɑjʊ
граничне	ɡrˈanɪt͡ʃnɛ
дебате	dˈɛbɐtɛ
дневног	dnˈɛvnoɡ
доведен	dˈovɛdɛn
доследно	dˈoslɛdno
другога	drˈuɡoɡɐ
европско	ˈɛvropsko
еколошки	ˈɛkolˌoʃkɪ
записе	zˈapɪsɛ
засновани	zˈasnovˌɐnɪ
знацима	znˈat͡sɪmɐ
игралишта	ˈiɡrɐlˌɪʃtɐ
игрице	ˈiɡrɪt͡sɛ
извршну	ˈizvrʃnʊ
извукао	ˈizvʊkˌɐo
излазни	ˈizlɐznɪ
измислио	ˈizmɪslˌɪo
израђене	ˈizrɐd͡ʑˌɛnɛ
казује	kˈazʊje
касарне	kˈasɑrnɛ
климатске	klˈimɐtskɛ
колонизације	kˈolonˌɪzɐt͡sˌɪje
лав	lˈav
лажи	lˈaʒɪ
ловачки	lˈovɐt͡ʃkɪ
математичких	mˈatɛmˌɐtɪt͡ʃkɪh
материјалну	mˈatɛrˌɪjɐlnʊ
мелодије	mˈɛlodˌɪje
могућег	mˈoɡʊt͡ɕɛɡ
модернизације	mˈodɛrnˌɪzɐt͡sˌɪje
нагоре	nˈaɡorɛ
надесно	nˈadɛsno
напоље	nˈapoʎe
наредила	nˈɑrɛdˌɪlɐ
настављено	nˈastɐvljˌeno
наступу	nˈastʊpʊ
најстаријег	nˈɑjstɑrˌɪjeɡ
нежељених	nˈɛʒɛʎˌenɪh
обавези	ˈobɐvˌɛzɪ
обучен	ˈobʊt͡ʃɛn
објашњавају	ˈobjɐʃɲˌɐvɑjʊ
одлуче	ˈodlʊt͡ʃɛ
одобрења	ˈodobrˌɛɲɐ
озбиљну	ˈozbɪʎnʊ
окупи	ˈokʊpɪ
омладински	ˈomlɐdˌɪnskɪ
освајају	ˈosvɑjˌɑjʊ
оштар	ˈoʃtɑr
папу	pˈapʊ
парохији	pˈɑrohˌɪjɪ
пашњацима	pˈaʃɲɐt͡sˌɪmɐ
пенала	pˈɛnɐlɐ
периоде	pˈɛrɪˌodɛ
плажи	plˈaʒɪ
подижу	pˈodɪʒʊ
показивала	pˈokɐzˌɪvɐlɐ
покушале	pˈokʊʃˌɐlɛ
поморска	pˈomorskɐ
понајвише	pˈonɑjvˌɪʃɛ
поновном	pˈonovnom
појединачна	pˈojedˌɪnɐt͡ʃnɐ
појмове	pˈojmovɛ
преводе	prˈɛvodɛ
предузме	prˈɛdʊzmɛ
преживљавање	prˈɛʒɪvljˌɐvɐɲe
прекинула	prˈɛkɪnˌʊlɐ
признали	prˈiznɐlɪ
прилагођавање	prˈilɐɡˌod͡ʑɐvˌɐɲe
примјерака	prˈimjerˌɐkɐ
приступе	prˈistʊpɛ
противничке	prˈotɪvnˌɪt͡ʃkɛ
располагао	rˈaspolˌɐɡɐo
релацији	rˈɛlɐt͡sˌɪjɪ
самосталну	sˈamostˌɐlnʊ
састављене	sˈastɐvljˌenɛ
сату	sˈatʊ
сво	svˈo
симболима	sˈimbolˌɪmɐ
ситни	sˈitnɪ
ситуацијом	sˈitʊˌɐt͡sɪjom
склапање	sklˈapɐɲe
склопа	sklˈopɐ
спасавање	spˈasɐvˌɐɲe
спречавања	sprˈɛt͡ʃɐvˌɐɲɐ
сребрни	srˈɛbrnɪ
срести	srˈɛstɪ
стајали	stˈɑjɐlɪ
ступила	stˈupɪlɐ
суштину	sˈuʃtɪnʊ
токови	tˈokovɪ
туристи	tˈurɪstɪ
уведене	ˈuvɛdˌɛnɛ
углова	ˈuɡlovɐ
усмерени	ˈusmɛrˌɛnɪ
фабрикама	fˈabrɪkˌɐmɐ
фотона	fˈotonɐ
функционалне	fˈuŋkt͡sɪˌonɐlnɛ
читаоци	t͡ʃˈitɐˌot͡sɪ
јарди	jˈɑrdɪ
јачина	jˈat͡ʃɪnɐ
језичких	jˈezɪt͡ʃkɪh
Music	mˈusɪt͡s
S	sˈə
Јапанска	jˈapɐnskɐ
БДП	bˈədˌəpˌə
Британцима	brˈitɐnt͡sˌɪmɐ
Ваљева	vˈaʎevɐ
Видевши	vˈidɛfʃɪ
Византијски	vˈizɐntˌɪjskɪ
Гералт	ɡˈɛrɐlt
Годишње	ɡˈodɪʃɲe
Групу	ɡrˈupʊ
Двојица	dvˈojɪt͡sɐ
Девет	dˈɛvɛt
Енциклопедија	ˈɛnt͡sɪklˌopɛdˌɪjɐ
Изглед	ˈizɡlɛd
Истакао	ˈistɐkˌɐo
Историчар	ˈistorˌɪt͡ʃɑr
Каролина	kˈɑrolˌɪnɐ
Мила	mˈilɐ
Начелник	nˈat͡ʃɛlnɪk
Поседује	pˈosɛdˌʊje
Почетни	pˈot͡ʃɛtnɪ
Праг	prˈaɡ
Проглашен	prˈoɡlɐʃɛn
Роса	rˈosɐ
Својом	svˈojom
Сунчевог	sˈunt͡ʃɛvoɡ
Суперлиге	sˈupɛrlˌɪɡɛ
Управни	ˈuprɐvnɪ
амбасадора	ˈambɐsˌɐdorɐ
ансамбла	ˈansɐmblɐ
биља	bˈiʎɐ
брвнара	brvnˈɑrɐ
броје	brˈoje
ванредни	vˈanrɛdnɪ
вероватноћу	vˈɛrovˌɐtnot͡ɕʊ
владавином	vlˈadɐvˌɪnom
влажна	vlˈaʒnɐ
волели	vˈolɛlɪ
волумена	vˈolʊmˌɛnɐ
војсковође	vˈojskovˌod͡ʑɛ
генерали	ɡˈɛnɛrˌɐlɪ
говорног	ɡˈovornoɡ
граматике	ɡrˈamɐtˌɪkɛ
гранате	ɡrˈanɐtɛ
дворски	dvˈorskɪ
дефинисање	dˈɛfɪnˌɪsɐɲe
дијалекта	dˈijɐlˌɛktɐ
дозвољен	dˈozvoʎen
духом	dˈuhom
електрон	ˈɛlɛktron
животињске	ʒˈivotˌɪɲskɛ
задовољни	zˈadovˌoʎnɪ
запажен	zˈapɐʒɛn
заседе	zˈasɛdɛ
зване	zvˈanɛ
здравствену	zdrˈafstvɛnʊ
знакове	znˈakovɛ
идентичне	ˈidɛntˌɪt͡ʃnɛ
изгубљени	ˈizɡʊbʎˌenɪ
интервју	ˈintɛrvjʊ
интереси	ˈintɛrˌɛsɪ
интерпретације	ˈintɛrprˌɛtɐt͡sˌɪje
карактеристичним	kˈɑrɐktˌɛrɪstˌɪt͡ʃnɪm
ким	kˈim
колони	kˈolonɪ
комори	kˈomorɪ
коначну	kˈonɐt͡ʃnʊ
конкретно	kˈoŋkrɛtno
кориснику	kˈorɪsnˌɪkʊ
критикује	krˈitɪkˌʊje
курса	kˈursɐ
моштију	mˈoʃtɪjʊ
мушку	mˈuʃkʊ
надгледао	nˈadɡlɛdˌɐo
наоружању	nˈaorˌʊʒɐɲʊ
необичне	nˈɛobˌɪt͡ʃnɛ
нумере	nˈumɛrɛ
оброка	ˈobrokɐ
обучени	ˈobʊt͡ʃˌɛnɪ
обуће	ˈobʊt͡ɕɛ
оваквом	ˈovɐkvom
односити	ˈodnosˌɪtɪ
опцију	ˈopt͡sɪjʊ
оригиналним	ˈorɪɡˌɪnɐlnɪm
османског	ˈosmɐnskoɡ
оштећене	ˈoʃtɛt͡ɕˌɛnɛ
ојачао	ˈojɐt͡ʃˌɐo
писцима	pˈist͡sɪmɐ
пловидбу	plˈovɪdbʊ
плодности	plˈodnostɪ
побољшању	pˈoboʎʃˌɐɲʊ
подићи	pˈodɪt͡ɕɪ
позиве	pˈozɪvɛ
порази	pˈorɐzɪ
поремећаје	pˈorɛmˌɛt͡ɕɑje
послује	pˈoslʊje
правилан	prˈavɪlɐn
првакиња	prvˈakɪɲɐ
превари	prˈɛvɑrɪ
препознавање	prˈɛpoznˌɐvɐɲe
препознатљива	prˈɛpoznˌɐtʎɪvɐ
привилегија	prˈivɪlˌɛɡɪjɐ
приказати	prˈikɐzˌɐtɪ
пријаве	prˈijɐvɛ
пропадања	prˈopɐdˌɐɲɐ
радионици	rˈadɪˌonɪt͡sɪ
ранијег	rˈanɪjeɡ
распао	rˈaspɐo
располагање	rˈaspolˌɐɡɐɲe
рачунање	rˈat͡ʃʊnˌɐɲe
реконструкцију	rˈɛkonstrˌʊkt͡sɪjʊ
релативна	rˈɛlɐtˌɪvnɐ
релативне	rˈɛlɐtˌɪvnɛ
решавају	rˈɛʃɐvˌɑjʊ
рударства	rˈudɑrstvɐ
савремено	sˈavrɛmˌɛno
сеоско	sˈɛosko
сива	sˈivɐ
смање	smˈaɲe
сопствено	sˈopstvɛno
спровели	sprˈovɛlɪ
срећно	srˈɛt͡ɕno
стопи	stˈopɪ
стопом	stˈopom
странаца	strˈanɐt͡sɐ
стрмим	strmˈim
строге	strˈoɡɛ
тенденције	tˈɛndɛnt͡sˌɪje
техничког	tˈɛhnɪt͡ʃkoɡ
тимовима	tˈimovˌɪmɐ
топовима	tˈopovˌɪmɐ
угрожен	ˈuɡroʒɛn
угушио	ˈuɡʊʃˌɪo
уставом	ˈustɐvom
формалне	fˈormɐlnɛ
хоризонтални	xˈorɪzˌontɐlnɪ
јабука	jˈabʊkɐ
University	ˈunɪvˌɛrsɪtɪ
Јапански	jˈapɐnskɪ
Јосифа	jˈosɪfɐ
Њемачкој	ɲˈemɐt͡ʃkoj
Џонс	d͡ʒˈons
Видео	vˈidɛo
Власти	vlˈastɪ
Долазак	dˈolɐzɐk
Жреб	ʒrˈɛb
Играла	ˈiɡrɐlɐ
Индијанаца	ˈindɪjˌɐnɐt͡sɐ
Кипра	kˈiprɐ
Лола	lˈolɐ
Миша	mˈiʃɐ
Најранији	nˈɑjrɐnˌɪjɪ
Ноге	nˈoɡɛ
Нормална	nˈormɐlnɐ
Одељења	ˈodɛʎˌeɲɐ
Оливер	ˈolɪvɛr
Радић	rˈadɪt͡ɕ
Родио	rˈodɪo
Спомен	spˈomɛn
Учесник	ˈut͡ʃɛsnɪk
Ферари	fˈɛrɑrɪ
Црвену	t͡srvˈɛnʊ
адаптације	ˈadɐptˌɐt͡sɪje
акумулације	ˈakʊmˌʊlɐt͡sˌɪje
аматерски	ˈamɐtˌɛrskɪ
бацила	bˈat͡sɪlɐ
боку	bˈokʊ
бојишту	bˈojɪʃtʊ
варијанту	vˈɑrɪjˌɐntʊ
везивања	vˈɛzɪvˌɐɲɐ
византијска	vˈizɐntˌɪjskɐ
визуелно	vˈizʊˌɛlno
вођама	vˈod͡ʑɐmɐ
врлина	vrlˈinɐ
врти	vrtˈi
грађевинске	ɡrˈad͡ʑɛvˌɪnskɛ
двоструке	dvˈostrʊkɛ
демо	dˈɛmo
деоница	dˈɛonˌɪt͡sɐ
дизајнирана	dˈizɑjnˌɪrɐnɐ
дизајном	dˈizɑjnom
дим	dˈim
дијагнозу	dˈijɐɡnˌozʊ
додељене	dˈodɛʎˌenɛ
домовима	dˈomovˌɪmɐ
драматично	drˈamɐtˌɪt͡ʃno
забава	zˈabɐvɐ
завршној	zˈavrʃnoj
замењују	zˈamɛɲˌʊjʊ
запремину	zˈaprɛmˌɪnʊ
избегавање	ˈizbɛɡˌɐvɐɲe
извршене	ˈizvrʃɛnɛ
илегалне	ˈilɛɡˌɐlnɛ
именица	ˈimɛnˌɪt͡sɐ
имиграната	ˈimɪɡrˌɐnɐtɐ
индустријским	ˈindʊstrˌɪjskɪm
истраживао	ˈistrɐʒˌɪvɐo
ишле	ˈiʃlɛ
консензус	kˈonsɛnzʊs
конференцију	kˈonfɛrˌɛnt͡sɪjʊ
корпорација	kˈorporˌɐt͡sɪjɐ
кош	kˈoʃ
крађе	krˈad͡ʑɛ
крајине	krˈɑjɪnɛ
краљевској	krˈaʎefskoj
краћег	krˈat͡ɕɛɡ
кревет	krˈɛvɛt
летење	lˈɛtɛɲe
литице	lˈitɪt͡sɛ
личе	lˈit͡ʃɛ
логика	lˈoɡɪkɐ
мађарска	mˈad͡ʑɑrskɐ
механике	mˈɛhɐnˌɪkɛ
минимални	mˈinɪmˌɐlnɪ
моделом	mˈodɛlom
надбискуп	nˈadbɪskʊp
надморским	nˈadmorskɪm
напале	nˈapɐlɛ
напредовања	nˈaprɛdˌovɐɲɐ
наследство	nˈaslɛtstvo
најпродаванијих	nˈɑjprodˌɐvɐnˌɪjɪh
најчешћа	nˈɑjt͡ʃɛʃt͡ɕɐ
најјачи	nˈɑjjɐt͡ʃɪ
нестале	nˈɛstɐlɛ
односила	ˈodnosˌɪlɐ
озбиљним	ˈozbɪʎnɪm
омогућују	ˈomoɡˌʊt͡ɕʊjʊ
опреми	ˈoprɛmɪ
опсада	ˈopsɐdɐ
оруђе	ˈorʊd͡ʑɛ
освојеном	ˈosvojˌenom
осетљив	ˈosɛtʎɪv
паузу	pˈaʊzʊ
писан	pˈisɐn
пијаце	pˈijɐt͡sɛ
помена	pˈomɛnɐ
пословног	pˈoslovnoɡ
постављањем	pˈostɐvljˌɐɲem
појмом	pˈojmom
пољопривредним	pˈoʎoprˌɪvrɛdnɪm
предвођени	prˈɛdvod͡ʑˌɛnɪ
презентације	prˈɛzɛntˌɐt͡sɪje
преименована	prˈɛɪmˌɛnovˌɐnɐ
пренет	prˈɛnɛt
пресели	prˈɛsɛlɪ
претварају	prˈɛtvɑrˌɑjʊ
програмера	prˈoɡrɐmˌɛrɐ
произведени	prˈoɪzvˌɛdɛnɪ
разноврсност	rˈaznovrsnost
рачунања	rˈat͡ʃʊnˌɐɲɐ
револуционарном	rˈɛvolˌʊt͡sɪˌonɑrnom
религиозне	rˈɛlɪɡˌɪoznɛ
ротора	rˈotorɐ
ручни	rˈut͡ʃnɪ
салон	sˈalon
саобраћајној	sˈaobrˌɐt͡ɕɑjnoj
седе	sˈɛdɛ
служити	slˈuʒɪtɪ
специјализоване	spˈɛt͡sɪjˌɐlɪzˌovɐnɛ
споја	spˈojɐ
стиховима	stˈihovˌɪmɐ
странкама	strˈaŋkɐmɐ
структурама	strˈuktʊrˌɐmɐ
сјајне	sjˈɑjnɛ
тежих	tˈɛʒɪh
телевизијска	tˈɛlɛvˌɪzɪjskɐ
тематиком	tˈɛmɐtˌɪkom
тенкове	tˈɛŋkovɛ
тера	tˈɛrɐ
терапији	tˈɛrɐpˌɪjɪ
тимове	tˈimovɛ
трговачка	trɡˈovɐt͡ʃkɐ
тренутне	trˈɛnʊtnɛ
угљеника	ˈuɡʎenˌɪkɐ
умањује	ˈumɐɲˌʊje
унапређењу	ˈunɐprˌɛd͡ʑɛɲʊ
уобичајен	ˈuobˌɪt͡ʃɑjen
упозорење	ˈupozˌorɛɲe
употребити	ˈupotrˌɛbɪtɪ
учинка	ˈut͡ʃɪŋkɐ
фактички	fˈaktɪt͡ʃkɪ
формирајући	fˈormɪrˌɑjʊt͡ɕɪ
функционисања	fˈuŋkt͡sɪˌonɪsˌɐɲɐ
химна	xˈimnɐ
ципеле	t͡sˈipɛlɛ
чудовиште	t͡ʃˈudovˌɪʃtɛ
штампао	ʃtˈampɐo
јапанској	jˈapɐnskoj
ћелијске	t͡ɕˈɛlɪjskɛ
Јагодини	jˈaɡodˌɪnɪ
Адамс	ˈadɐms
Жељко	ʒˈɛʎko
Зети	zˈɛtɪ
Кореја	kˈorejɐ
Крст	krst
Леополд	lˈɛopold
Луиса	lˈuɪsɐ
Мара	mˈɑrɐ
Маријана	mˈɑrɪjˌɐnɐ
Марку	mˈɑrkʊ
Медицинског	mˈɛdɪt͡sˌɪnskoɡ
Милетић	mˈilɛtɪt͡ɕ
Милутиновић	mˈilʊtˌɪnovɪt͡ɕ
Напредак	nˈaprɛdɐk
Наредног	nˈɑrɛdnoɡ
Ниво	nˈivo
Пећи	pˈɛt͡ɕɪ
Пише	pˈiʃɛ
Постављен	pˈostɐvljen
Славонији	slˈavonˌɪjɪ
Хелена	xˈɛlɛnɐ
акцијом	ˈakt͡sɪjom
алтернативне	ˈaltɛrnˌɐtɪvnɛ
аферу	ˈafɛrʊ
бедем	bˈɛdɛm
блокаду	blˈokɐdʊ
богатој	bˈoɡɐtoj
в	vˈə
везом	vˈɛzom
вештачко	vˈɛʃtɐt͡ʃko
вештице	vˈɛʃtɪt͡sɛ
владарима	vlˈadɑrˌɪmɐ
годишњим	ɡˈodɪʃɲɪm
групну	ɡrˈupnʊ
демократски	dˈɛmokrˌɐtskɪ
динамички	dˈinɐmˌɪt͡ʃkɪ
дистрибуција	dˈistrɪbˌʊt͡sɪjɐ
додељено	dˈodɛʎˌeno
документарних	dˈokʊmˌɛntɑrnɪh
домове	dˈomovɛ
друговима	drˈuɡovˌɪmɐ
електричним	ˈɛlɛktrˌɪt͡ʃnɪm
железничкој	ʒˈɛlɛznˌɪt͡ʃkoj
живио	ʒˈivɪo
жртвује	ʒrtvˈuje
задужбина	zˈadʊʒbˌɪnɐ
занимљиво	zˈanɪmʎˌɪvo
запамћен	zˈapɐmt͡ɕɛn
запаљења	zˈapɐʎˌeɲɐ
запису	zˈapɪsʊ
зеленим	zˈɛlɛnɪm
изазивајући	ˈizɐzˌɪvɑjˌʊt͡ɕɪ
изаћи	ˈizɐt͡ɕɪ
избачена	ˈizbɐt͡ʃˌɛnɐ
издавачком	ˈizdɐvˌɐt͡ʃkom
износа	ˈiznosɐ
иновација	ˈinovˌɐt͡sɪjɐ
интегритет	ˈintɛɡrˌɪtɛt
инфраструктура	ˈinfrɐstrˌʊktʊrɐ
истоименој	ˈistoˌɪmɛnoj
истраживачке	ˈistrɐʒˌɪvɐt͡ʃkɛ
истраживањем	ˈistrɐʒˌɪvɐɲem
кинеској	kˈinɛskoj
комунистима	kˈomʊnˌɪstɪmɐ
конфигурације	kˈonfɪɡˌʊrɐt͡sˌɪje
криви	krˈivɪ
лажним	lˈaʒnɪm
лимом	lˈimom
мужем	mˈuʒɛm
музичарима	mˈuzɪt͡ʃˌɑrɪmɐ
нагласити	nˈaɡlɐsˌɪtɪ
научити	nˈaʊt͡ʃˌɪtɪ
непосредним	nˈɛposrˌɛdnɪm
нивоом	nˈivoom
обављања	ˈobɐvljˌɐɲɐ
оближњег	ˈoblɪʒɲeɡ
одан	ˈodɐn
одузимање	ˈodʊzˌɪmɐɲe
оперативну	ˈopɛrˌɐtɪvnʊ
оператора	ˈopɛrˌɐtorɐ
освајачи	ˈosvɑjˌɐt͡ʃɪ
повољне	pˈovoʎnɛ
позвани	pˈozvɐnɪ
полетања	pˈolɛtˌɐɲɐ
послужити	pˈoslʊʒˌɪtɪ
поста	pˈostɐ
постављеним	pˈostɐvljˌenɪm
почасног	pˈot͡ʃɐsnoɡ
почетном	pˈot͡ʃɛtnom
праћења	prˈat͡ɕɛɲɐ
прекривене	prˈɛkrɪvˌɛnɛ
препустио	prˈɛpʊstˌɪo
призор	prˈizor
прилаз	prˈilɐz
примити	prˈimɪtɪ
пристанак	prˈistɐnɐk
продужетак	prˈodʊʒˌɛtɐk
реализацији	rˈɛɐlˌɪzɐt͡sˌɪjɪ
резервне	rˈɛzɛrvnɛ
руралним	rˈurɐlnɪm
сазива	sˈazɪvɐ
сион	sˈion
скице	skˈit͡sɛ
скупове	skˈupovɛ
слом	slˈom
спасили	spˈasɪlɪ
специфичну	spˈɛt͡sɪfˌɪt͡ʃnʊ
спојени	spˈojenɪ
створило	stvˈorɪlo
театра	tˈɛɐtrɐ
терминала	tˈɛrmɪnˌɐlɐ
термини	tˈɛrmɪnɪ
трговце	trɡˈoft͡sɛ
тренутака	trˈɛnʊtˌɐkɐ
трошку	trˈoʃkʊ
тројицу	trˈojɪt͡sʊ
ударом	ˈudɑrom
узгајају	ˈuzɡɑjˌɑjʊ
узимао	ˈuzɪmˌɐo
уклоњена	ˈukloɲˌenɐ
уличне	ˈulɪt͡ʃnɛ
универзални	ˈunɪvˌɛrzɐlnɪ
универзално	ˈunɪvˌɛrzɐlno
упути	ˈupʊtɪ
усвојили	ˈusvojˌɪlɪ
устаничке	ˈustɐnˌɪt͡ʃkɛ
ухапшених	ˈuhɐpʃˌɛnɪh
учили	ˈut͡ʃɪlɪ
фарме	fˈɑrmɛ
хватање	xvˈatɐɲe
ходника	xˈodnɪkɐ
хот	xˈot
часописи	t͡ʃˈasopˌɪsɪ
чесме	t͡ʃˈɛsmɛ
шанса	ʃˈansɐ
шаху	ʃˈahʊ
широкој	ʃˈirokoj
јуниоре	jˈunɪˌorɛ
Љиљана	ʎˈiʎɐnɐ
Џејми	d͡ʒˈejmɪ
Авганистану	ˈavɡɐnˌɪstɐnʊ
Андреа	ˈandrɛɐ
Босански	bˈosɐnskɪ
Бошковић	bˈoʃkovɪt͡ɕ
Великим	vˈɛlɪkɪm
Гол	ɡˈol
Гордон	ɡˈordon
Градина	ɡrˈadɪnɐ
Драгиша	drˈaɡɪʃɐ
Зелена	zˈɛlɛnɐ
К	kˈə
Кнежевине	knˈɛʒɛvˌɪnɛ
Корисници	kˈorɪsnˌɪt͡sɪ
Краљево	krˈaʎevo
Листа	lˈistɐ
Лорд	lˈord
Луку	lˈukʊ
Мештани	mˈɛʃtɐnɪ
Мирјана	mˈirjɐnɐ
Михаел	mˈihɐɛl
Модерна	mˈodɛrnɐ
Недавно	nˈɛdɐvno
Норму	nˈormʊ
Остварио	ˈostvɑrˌɪo
Преговори	prˈɛɡovˌorɪ
Привреда	prˈivrɛdɐ
Провео	prˈovɛo
Ролан	rˈolɐn
Смедереву	smˈɛdɛrˌɛvʊ
Стенли	stˈɛnlɪ
Студенти	stˈudɛntɪ
Сципион	st͡sˈipɪon
Твртка	tvrtkˈa
Турском	tˈurskom
Црногорци	t͡srnˈoɡort͡sɪ
аутомата	ˈaʊtˌomɐtɐ
басен	bˈasɛn
великаша	vˈɛlɪkˌɐʃɐ
видевши	vˈidɛfʃɪ
годишњицу	ɡˈodɪʃɲˌɪt͡sʊ
госпође	ɡˈospod͡ʑɛ
грану	ɡrˈanʊ
густе	ɡˈustɛ
даљих	dˈaʎɪh
директни	dˈirɛktnɪ
добијамо	dˈobɪjˌɐmo
добијених	dˈobɪjˌenɪh
добротворне	dˈobrotvˌornɛ
документацију	dˈokʊmˌɛntɐt͡sˌɪjʊ
донеле	dˈonɛlɛ
доступних	dˈostʊpnɪh
економској	ˈɛkonˌomskoj
елита	ˈɛlɪtɐ
жупан	ʒˈupɐn
законодавство	zˈakonˌodɐfstvo
замало	zˈamɐlo
звучни	zvˈut͡ʃnɪ
зглобова	zɡlˈobovɐ
зимским	zˈimskɪm
злочинима	zlˈot͡ʃɪnˌɪmɐ
змај	zmˈɑj
играчица	ˈiɡrɐt͡ʃˌɪt͡sɐ
идентична	ˈidɛntˌɪt͡ʃnɐ
изворне	ˈizvornɛ
измени	ˈizmɛnɪ
индекса	ˈindɛksɐ
испоруке	ˈisporˌʊkɛ
клисуру	klˈisʊrʊ
конфликта	kˈonflɪktɐ
креирао	krˈɛɪrˌɐo
кукуруз	kˈukʊrʊz
логичке	lˈoɡɪt͡ʃkɛ
материјалног	mˈatɛrˌɪjɐlnoɡ
матрица	mˈatrɪt͡sɐ
метро	mˈɛtro
међуратном	mˈɛd͡ʑʊrˌɐtnom
нападнут	nˈapɐdnʊt
напетост	nˈapɛtost
напомиње	nˈapomˌɪɲe
најмлађе	nˈɑjmlɐd͡ʑɛ
несметано	nˈɛsmɛtˌɐno
неутрона	nˈɛʊtrˌonɐ
ниједно	nˈijedno
нормалном	nˈormɐlnom
нудио	nˈudɪo
ограниченом	ˈoɡrɐnˌɪt͡ʃɛnom
ограничену	ˈoɡrɐnˌɪt͡ʃɛnʊ
оданост	ˈodɐnost
одређивања	ˈodrɛd͡ʑˌɪvɐɲɐ
одређивању	ˈodrɛd͡ʑˌɪvɐɲʊ
окршаја	ˈokrʃɑjɐ
оружаним	ˈorʊʒˌɐnɪm
осветио	ˈosvɛtˌɪo
песници	pˈɛsnɪt͡sɪ
пласирају	plˈasɪrˌɑjʊ
плодно	plˈodno
подстакао	pˈotstɐkˌɐo
покретни	pˈokrɛtnɪ
похађају	pˈohɐd͡ʑˌɑjʊ
пољопривредно	pˈoʎoprˌɪvrɛdno
