--nya	--ɲa
bongko	boŋko
bongkok	boŋkoʔ
bongkong	boŋkoŋ
bongkor	boŋkor
bongkot	boŋkot
bongkrék	boŋʔreʔ
bongméh	boŋmeh
bongok	boŋoʔ
bongsang	boŋsaŋ
bongsor	boŋsor
bonjol	bondʒol
bonjor	bondʒor
bonsai	bonsai
bontak	bontaʔ
bonto	bonto
bontot	bontot
bonus	bonus
bonyok	boɲoʔ
bonéka	boneka
bonékanya	bonekaɲa
bonét	bonet
bopong	bopoŋ
bopéng	bopeŋ
bor	bor
borak	boraʔ
boraks	boraʔs
borang	boraŋ
borat	borat
borci	bortʃi
bordil	bordil
bordir	bordir
bordiran	bordiran
bordu	bordu
bordés	bordes
boreh	borəh
borgol	borgol
borhan	borhan
borjuasi	bordʒuasi
borjuis	bordʒuis
boro	boro
borok	boroʔ
borokan	borokan
borong	boroŋ
borongan	boroŋan
boros	boros
bortel	bortəl
boréh	boreh
borék	boreʔ
bos	bos
bosan	bosan
bosman	bosman
bosor	bosor
boséta	boseta
bot	bot
botak	botaʔ
botang	botaŋ
botani	botani
botanikus	botanikus
botelir	botəlir
boto	boto
botoh	botoh
botok	botoʔ
botol	botol
botor	botor
botulisme	botulismə
boya	boja
boyak	bojaʔ
boyas	bojas
boyong	bojoŋ
boyongan	bojoŋan
bozah	bozah
brambang	brambaŋ
brana	brana
brander	brandər
brankar	brankar
brankas	brankas
branwir	branwir
brata	brata
bratawali	bratawali
brem	brəm
brevét	brəvet
brigade	brigadə
brigadir	brigadir
brikét	briket
brilian	brilian
brisan	brisan
broiler	broilər
brokat	brokat
broker	brokər
brokoli	brokoli
brom	brom
brompit	brompit
bronkitis	bronkitis
bronkus	bronkus
bros	bros
brosur	brosur
bruder	brudər
bruk	bruʔ
brutal	brutal
brutalisme	brutalismə
bruto	bruto
bréksi	breʔsi
brén	bren
bréndi	brendi
brétél	bretel
bu	bu
bua	bua
buah	buah
buahan	buahan
buahkan	buahkan
buahnya	buahɲa
buai	buai
buaian	buaian
buak	buaʔ
bual	bual
bualan	bualan
buana	buana
buang	buaŋ
buangan	buaŋan
buani	buani
buar	buar
buari	buari
buas	buas
buat	buat
buatan	buatan
buatannya	buatanɲa
buatlah	buatlah
buaya	buaja
bubar	bubar
bubu	bubu
bubuh	bubuh
bubuhan	bubuhan
bubuk	bubuʔ
bubukan	bubukan
bubul	bubul
bubung	bubuŋ
bubungan	bubuŋan
bubur	bubur
bubus	bubus
bubut	bubut
bubutan	bubutan
bucu	butʃu
budak	budaʔ
budanco	budantʃo
budaya	budaja
budayawan	budajawan
budek	budəʔ
budi	budi
budidaya	budidaja
budiman	budiman
budinya	budiɲa
budu	budu
buduk	buduʔ
budur	budur
budé	bude
bufét	bufet
bugar	bugar
bugenvil	bugənvil
bugi	bugi
bugil	bugil
bugis	bugis
buhuk	buhuʔ
buhul	buhul
buhulan	buhulan
bui	bui
buih	buih
bujal	budʒal
bujam	budʒam
bujang	budʒaŋ
bujangan	budʒaŋan
bujangga	budʒaŋga
bujangnya	budʒaŋɲa
bujuk	budʒuʔ
bujukan	budʒukan
bujukannya	budʒukanɲa
bujur	budʒur
bujut	budʒut
bujét	budʒet
bujétér	budʒeter
buk	buʔ
buka	buka
bukaan	bukaʔan
bukan	bukan
bukankah	bukankah
bukanlah	bukanlah
bukannya	bukanɲa
bukat	bukat
bukau	bukau
bukit	bukit
buklét	buʔlet
bukti	buʔti
buktikan	buʔtikan
buktinya	buʔtiɲa
buku	buku
bukung	bukuŋ
bukunya	bukuɲa
bukur	bukur
bukut	bukut
bukét	buket
bulai	bulai
bulakan	bulakan
bulan	bulan
bulan.	bulan.
bulanan	bulanan
bulang	bulaŋ
bulangan	bulaŋan
bulannya	bulanɲa
bular	bular
bulat	bulat
bulatan	bulatan
bulbul	bulbul
buldan	buldan
buldog	buldog
buldoser	buldosər
buletin	bulətin
bulevar	buləvar
bulgur	bulgur
bulian	bulian
bulir	bulir
bulsak	bulsaʔ
bulu	bulu
buluh	buluh
buluk	buluʔ
bulukan	bulukan
bulunya	buluɲa
bulur	bulur
bulus	bulus
bulé	bule
buléng	buleŋ
bum	bum
bumban	bumban
bumbu	bumbu
bumbun	bumbun
bumbung	bumbuŋ
bumel	buməl
bumerang	buməraŋ
bumi	bumi
bumiah	bumiah
bumiputra	bumiputra
bumper	bumpər
bumpet	bumpət
bun	bun
buna	buna
bunbunan	bunbunan
buncah	buntʃah
buncang	buntʃaŋ
buncis	buntʃis
buncit	buntʃit
buncitan	buntʃitan
bunda	bunda
bundak	bundaʔ
bundar	bundar
bundaran	bundaran
bundas	bundas
bundel	bundəl
bundelan	bundəlan
bunduk	bunduʔ
bundung	bunduŋ
bung	buŋ
bunga	buŋa
bungaan	buŋaʔan
bungalo	buŋalo
bungaran	buŋaran
bungkal	buŋkal
bungkalan	buŋkalan
bungkam	buŋkam
bungkang	buŋkaŋ
bungkas	buŋkas
bungkem	buŋkəm
bungker	buŋkər
bungkil	buŋkil
bungking	buŋkiŋ
bungkuk	buŋkuʔ
bungkul	buŋkul
bungkus	buŋkus
bungkusan	buŋkusan
bunglai	buŋlai
bunglon	buŋlon
bungsil	buŋsil
bungsu	buŋsu
bungur	buŋur
buni	buni
bunian	bunian
bunjai	bundʒai
buntak	buntaʔ
buntal	buntal
buntang	buntaŋ
buntar	buntar
buntat	buntat
buntek	buntəʔ
buntel	buntəl
buntet	buntət
buntil	buntil
buntilan	buntilan
bunting	buntiŋ
buntingan	buntiŋan
buntu	buntu
buntung	buntuŋ
buntut	buntut
bunuh	bunuh
bunuh-an	bunuh-an
bunuhan	bunuhan
bunut	bunut
bunyi	buɲi
bunyikan	buɲikan
bunyinya	buɲiɲa
bupati	bupati
bur	bur
bura	bura
burai	burai
burak	buraʔ
burakah	burakah
buraksa	buraʔsa
buram	buram
buras	buras
burat	burat
burayak	burajaʔ
burdah	burdah
bureng	burəŋ
burhan	burhan
burik	buriʔ
burit	burit
buritan	buritan
burkak	burkaʔ
buron	buron
buronan	buronan
bursa	bursa
buru	buru
buruan	buruan
buruh	buruh
buruj	burudʒ
buruk	buruʔ
buruknya	buruʔɲa
burung	buruŋ
burut	burut
burét	buret
bus	bus
busa	busa
busai	busai
busana	busana
bushido	bushido
busi	busi
busik	busiʔ
bustan	bustan
buster	bustər
busuk	busuʔ
busung	busuŋ
busur	busur
busut	busut
busét	buset
buta	buta
butala	butala
butana	butana
butang	butaŋ
butarepan	butarəpan
butbut	butbut
butek	butəʔ
butik	butiʔ
butir	butir
butiran	butiran
butongpai	butoŋpai
butuh	butuh
butul	butul
butulan	butulan
butun	butun
butut	butut
buték	buteʔ
buya	buja
buyar	bujar
buyung	bujuŋ
buyungnya	bujuŋɲa
buyur	bujur
buyut	bujut
bé	be
béa	bea
béasiswa	beasiswa
bébas	bebas
bébaskan	bebaskan
bébi	bebi
bébrék	bebreʔ
bébé	bebe
bébék	bebeʔ
bébékisme	bebekismə
bébér	beber
bébéran	beberan
bécak	betʃaʔ
bécuk	betʃuʔ
bécék	betʃeʔ
bécéng	betʃeŋ
béda	beda
bédanya	bedaɲa
bédéng	bedeŋ
béga	bega
bégal	begal
bégap	begap
bégar	begar
bégo	bego
bégonia	begonia
bégu	begu
béha	beha
bék	beʔ
béka	beka
békel	bekəl
béker	bekər
béklés	beʔles
bél	bel
béla	bela
bélasungkawa	belasuŋkawa
bélo	belo
béloh	beloh
bélok	beloʔ
bélokan	belokan
bélot	belot
bélék	beleʔ
bélékan	belekan
bélél	belel
béléng	beleŋ
bémbar	bembar
bémo	bemo
béna	bena
béncong	bentʃoŋ
béndi	bendi
béndé	bende
bénefaktif	benəfaʔtif
bénggol	beŋgol
bénggolan	beŋgolan
béngkang	beŋkaŋ
béngkok	beŋkoʔ
béngkong	beŋkoŋ
béngkung	beŋkuŋ
béngkél	beŋkel
béngkéng	beŋkeŋ
béngkér	beŋker
béngot	beŋot
béni	beni
bénjol	bendʒol
bénjolan	bendʒolan
bénkap	benkap
bénsin	bensin
béntar	bentar
béntol	bentol
béntéh	benteh
bénténg	benteŋ
béntét	bentet
bényot	beɲot
bényék	beɲeʔ
bénzéna	benzena
béo	beo
béol	beol
bérak	beraʔ
bérang	beraŋ
béras	beras
bérko	berko
bérok	beroʔ
bérong	beroŋ
bérés	beres
bérét	beret
bésan	besan
béskal	beskal
bésok	besoʔ
bésuk	besuʔ
bésék	beseʔ
bét	bet
béta	beta
bétét	betet
béwok	bewoʔ
béza	beza
ca	tʃa
caba	tʃaba
cabai	tʃabai
cabak	tʃabaʔ
cabang	tʃabaŋ
cabar	tʃabar
cabaran	tʃabaran
cabau	tʃabau
cabik	tʃabiʔ
cabikan	tʃabikan
cabir	tʃabir
cabo	tʃabo
cabuh	tʃabuh
cabuk	tʃabuʔ
cabul	tʃabul
cabur	tʃabur
cabut	tʃabut
cabutan	tʃabutan
cabé	tʃabe
caca	tʃatʃa
cacah	tʃatʃah
cacahan	tʃatʃahan
cacak	tʃatʃaʔ
cacap	tʃatʃap
cacar	tʃatʃar
cacat	tʃatʃat
cacatan	tʃatʃatan
cacatnya	tʃatʃatɲa
cacau	tʃatʃau
caci	tʃatʃi
cacian	tʃatʃian
cacibar	tʃatʃibar
cacil	tʃatʃil
cacing	tʃatʃiŋ
cacingan	tʃatʃiŋan
cad	tʃad
cadai	tʃadai
cadang	tʃadaŋ
cadangan	tʃadaŋan
cadar	tʃadar
cadas	tʃadas
cadik	tʃadiʔ
cadok	tʃadoʔ
caduk	tʃaduʔ
cadung	tʃaduŋ
cadél	tʃadel
caem	tʃaəm
cagak	tʃagaʔ
cagar	tʃagar
cagaran	tʃagaran
cagil	tʃagil
cagu	tʃagu
caguh	tʃaguh
cagun	tʃagun
cagut	tʃagut
cah	tʃah
cahang	tʃahaŋ
cahar	tʃahar
cahari	tʃahari
cahaya	tʃahaja
cahayanya	tʃahajaɲa
cailah	tʃailah
caing	tʃaiŋ
cair	tʃair
cais	tʃais
caisim	tʃaisim
cak	tʃaʔ
cakah	tʃakah
cakak	tʃakaʔ
cakalang	tʃakalaŋ
cakalélé	tʃakalele
cakap	tʃakap
cakapan	tʃakapan
cakapkan	tʃakapkan
cakar	tʃakar
cakatan	tʃakatan
cakawari	tʃakawari
cakela	tʃakəla
cakep	tʃakəp
cakera	tʃakəra
cakerawala	tʃakərawala
caki	tʃaki
cakiak	tʃakiaʔ
cakil	tʃakil
cako	tʃako
cakra	tʃaʔra
cakram	tʃaʔram
cakrawala	tʃaʔrawala
cakrawati	tʃaʔrawati
cakruk	tʃaʔruʔ
cakup	tʃakup
cakupan	tʃakupan
cakus	tʃakus
cal	tʃal
cala	tʃala
calabikang	tʃalabikaŋ
caladi	tʃaladi
calak	tʃalaʔ
calang	tʃalaŋ
calar	tʃalar
caling	tʃaliŋ
calir	tʃalir
calit	tʃalit
calo	tʃalo
calon	tʃalon
calui	tʃalui
caluk	tʃaluʔ
calung	tʃaluŋ
cam	tʃam
camar	tʃamar
camat	tʃamat
camau	tʃamau
cambah	tʃambah
cambang	tʃambaŋ
cambuk	tʃambuʔ
cambukan	tʃambukan
cambul	tʃambul
cambung	tʃambuŋ
camca	tʃamtʃa
camil	tʃamil
camilan	tʃamilan
campa	tʃampa
campah	tʃampah
campak	tʃampaʔ
campakkan	tʃampaʔkan
campang	tʃampaŋ
campin	tʃampin
camping	tʃampiŋ
camplungan	tʃampluŋan
campuh	tʃampuh
campung	tʃampuŋ
campur	tʃampur
campuran	tʃampuran
camuk	tʃamuʔ
camur	tʃamur
canai	tʃanai
canaian	tʃanaian
canak	tʃanaʔ
canang	tʃanaŋ
cancang	tʃantʃaŋ
cancut	tʃantʃut
canda	tʃanda
candai	tʃandai
candak	tʃandaʔ
candala	tʃandala
candat	tʃandat
candi	tʃandi
candik	tʃandiʔ
candit	tʃandit
candra	tʃandra
candramawa	tʃandramawa
candrasa	tʃandrasa
candrasengkala	tʃandrasəŋkala
candu	tʃandu
candung	tʃanduŋ
cang	tʃaŋ
cangah	tʃaŋah
cangak	tʃaŋaʔ
cangam	tʃaŋam
cangap	tʃaŋap
cangcang	tʃaŋtʃaŋ
canggah	tʃaŋgah
canggai	tʃaŋgai
canggih	tʃaŋgih
canggu	tʃaŋgu
canggung	tʃaŋguŋ
cangip	tʃaŋip
cangkang	tʃaŋkaŋ
cangkat	tʃaŋkat
cangkih	tʃaŋkih
cangking	tʃaŋkiŋ
cangkingan	tʃaŋkiŋan
cangkir	tʃaŋkir
cangklong	tʃaŋʔloŋ
cangkok	tʃaŋkoʔ
cangkokan	tʃaŋkokan
cangkrang	tʃaŋʔraŋ
cangkriman	tʃaŋʔriman
cangkring	tʃaŋʔriŋ
cangkuk	tʃaŋkuʔ
cangkul	tʃaŋkul
cangkum	tʃaŋkum
cangkung	tʃaŋkuŋ
cangkup	tʃaŋkup
cangkél	tʃaŋkel
canguk	tʃaŋuʔ
cangut	tʃaŋut
cantas	tʃantas
cantengan	tʃantəŋan
cantik	tʃantiʔ
canting	tʃantiŋ
cantol	tʃantol
cantolan	tʃantolan
cantrik	tʃantriʔ
cantum	tʃantum
cantumkan	tʃantumkan
cantél	tʃantel
cantélan	tʃantelan
caos	tʃaos
cap	tʃap
capa	tʃapa
capah	tʃapah
capai	tʃapai
capaian	tʃapaian
capak	tʃapaʔ
capal	tʃapal
capang	tʃapaŋ
capar	tʃapar
capcai	tʃaptʃai
capelin	tʃapəlin
capgomé	tʃapgome
capiau	tʃapiau
capik	tʃapiʔ
capil	tʃapil
caping	tʃapiŋ
capit	tʃapit
capjiki	tʃapdʒiki
caplak	tʃaplaʔ
caplok	tʃaploʔ
capuk	tʃapuʔ
capung	tʃapuŋ
capé	tʃape
capék	tʃapeʔ
cara	tʃara
carah	tʃarah
carak	tʃaraʔ
caraka	tʃaraka
caram	tʃaram
caran	tʃaran
carang	tʃaraŋ
caranya	tʃaraɲa
cari	tʃari
carian	tʃarian
carik	tʃariʔ
carikan	tʃarikan
caring	tʃariŋ
carter	tʃartər
carteran	tʃartəran
caruk	tʃaruʔ
carut	tʃarut
cas	tʃas
cas-cis-cus	tʃas-tʃis-tʃus
cat	tʃat
catat	tʃatat
catatan	tʃatatan
catu	tʃatu
catuan	tʃatuan
catuk	tʃatuʔ
catur	tʃatur
caturan	tʃaturan
caturwulan	tʃaturwulan
catut	tʃatut
catutan	tʃatutan
caték	tʃateʔ
caul	tʃaul
caung	tʃauŋ
cawai	tʃawai
cawak	tʃawaʔ
cawan	tʃawan
cawang	tʃawaŋ
cawat	tʃawat
cawis	tʃawis
ce	tʃə
cebak	tʃəbaʔ
cebakan	tʃəbakan
ceban	tʃəban
cebar	tʃəbar
cebik	tʃəbiʔ
cebil	tʃəbil
cebir	tʃəbir
cebis	tʃəbis
cebur	tʃəbur
cecah	tʃətʃah
cecak	tʃətʃaʔ
cecap	tʃətʃap
cecar	tʃətʃar
cecawi	tʃətʃawi
cecer	tʃətʃər
cecongor	tʃətʃoŋor
cecunguk	tʃətʃuŋuʔ
cecéng	tʃətʃeŋ
cecéré	tʃətʃere
cedera	tʃədəra
ceding	tʃədiŋ
ceduk	tʃəduʔ
cegah	tʃəgah
cegak	tʃəgaʔ
cegar	tʃəgar
cegat	tʃəgat
ceguk	tʃəguʔ
cegukan	tʃəgukan
cek-del	tʃək-dəl
cekah	tʃəkah
cekak	tʃəkaʔ
cekakak	tʃəkakaʔ
cekakan	tʃəkakan
cekal	tʃəkal
cekalan	tʃəkalan
cekam	tʃəkam
cekaman	tʃəkaman
cekang	tʃəkaŋ
cekap	tʃəkap
cekarau	tʃəkarau
cekat	tʃəkat
cekatan	tʃəkatan
cekau	tʃəkau
cekel	tʃəkəl
ceki	tʃəki
cekibar	tʃəkibar
cekih	tʃəkih
cekik	tʃəkiʔ
cekikan	tʃəkikan
cekikik	tʃəkikiʔ
cekikikan	tʃəkikikan
ceking	tʃəkiŋ
cekit	tʃəkit
cekluk	tʃəʔluʔ
ceklék	tʃəʔleʔ
cekok	tʃəkoʔ
cekokan	tʃəkokan
cekrém	tʃəʔrem
cekrés	tʃəʔres
ceku	tʃəku
cekuh	tʃəkuh
cekuk	tʃəkuʔ
cekung	tʃəkuŋ
cekungan	tʃəkuŋan
cekup	tʃəkup
cekur	tʃəkur
cekut	tʃəkut
cela	tʃəla
celaan	tʃəlaʔan
celaga	tʃəlaga
celah	tʃəlah
celak	tʃəlaʔ
celaka	tʃəlaka
celakanya	tʃəlakaɲa
celana	tʃəlana
celanaku	tʃəlanaku
celananya	tʃəlanaɲa
celaru	tʃəlaru
celempung	tʃələmpuŋ
celemék	tʃələmeʔ
celentang	tʃələntaŋ
celep	tʃələp
celepa	tʃələpa
celepik	tʃələpiʔ
celepuk	tʃələpuʔ
celetuk	tʃələtuʔ
celi	tʃəli
celih	tʃəlih
celik	tʃəliʔ
celinguk	tʃəliŋuʔ
celingukan	tʃəliŋukan
celingus	tʃəliŋus
celis	tʃəlis
celomok	tʃəlomoʔ
celomés	tʃəlomes
celopar	tʃəlopar
celorot	tʃəlorot
celoréng	tʃəloreŋ
celotéh	tʃəloteh
celuk	tʃəluʔ
celung	tʃəluŋ
celup	tʃəlup
celupak	tʃəlupaʔ
celupar	tʃəlupar
celur	tʃəlur
celuring	tʃəluriŋ
celurit	tʃəlurit
celurut	tʃəlurut
celus	tʃəlus
celutak	tʃəlutaʔ
celutuk	tʃəlutuʔ
celékéh	tʃəlekeh
celémotan	tʃəlemotan
celémpong	tʃəlempoŋ
cemani	tʃəmani
cemar	tʃəmar
cemara	tʃəmara
cemaran	tʃəmaran
cemas	tʃəmas
cemat	tʃəmat
cemberut	tʃəmbərut
cembul	tʃəmbul
cembung	tʃəmbuŋ
cemburu	tʃəmburu
cemburuan	tʃəmburuan
cemekian	tʃəməkian
cemerlang	tʃəmərlaŋ
cemeti	tʃəməti
cemetuk	tʃəmətuʔ
cemomot	tʃəmomot
cemooh	tʃəmoʔoh
cemoohan	tʃəmoʔohan
cempa	tʃəmpa
cempaka	tʃəmpaka
cempala	tʃəmpala
cempana	tʃəmpana
cempedak	tʃəmpədaʔ
cempelik	tʃəmpəliʔ
cempera	tʃəmpəra
cemperai	tʃəmpərai
cemperling	tʃəmpərliŋ
cempiang	tʃəmpiaŋ
cemping	tʃəmpiŋ
cemplang	tʃəmplaŋ
cemplung	tʃəmpluŋ
cempor	tʃəmpor
cempréng	tʃəmpreŋ
cempung	tʃəmpuŋ
cempurit	tʃəmpurit
cempé	tʃəmpe
cemuas	tʃəmuas
cemuh	tʃəmuh
cemuk	tʃəmuʔ
cemééh	tʃəmeeh
cenak	tʃənaʔ
cenangau	tʃənaŋau
cenangga	tʃənaŋga
cenangkas	tʃənaŋkas
cenayang	tʃənajaŋ
cencala	tʃəntʃala
cencaluk	tʃəntʃaluʔ
cencang	tʃəntʃaŋ
cencangan	tʃəntʃaŋan
cencawan	tʃəntʃawan
cendala	tʃəndala
cendana	tʃəndana
cendawan	tʃəndawan
cendayam	tʃəndajam
cendekia	tʃəndəkia
cendekiawan	tʃəndəkiawan
cendera	tʃəndəra
cenderai	tʃəndərai
cenderasa	tʃəndərasa
cenderawasih	tʃəndərawasih
cenderung	tʃəndəruŋ
cenduai	tʃənduai
ceng	tʃəŋ
cengal	tʃəŋal
cengam	tʃəŋam
cengang	tʃəŋaŋ
cengap	tʃəŋap
cenggérét	tʃəŋgeret
cengi	tʃəŋi
cengir	tʃəŋir
cengis	tʃəŋis
cengkal	tʃəŋkal
cengkam	tʃəŋkam
cengkaman	tʃəŋkaman
cengkar	tʃəŋkar
cengkaruk	tʃəŋkaruʔ
cengkau	tʃəŋkau
cengkedi	tʃəŋkədi
cengkelong	tʃəŋkəloŋ
cengkeram	tʃəŋkəram
cengkerama	tʃəŋkərama
cengkeraman	tʃəŋkəraman
cengkerawak	tʃəŋkərawaʔ
cengkerik	tʃəŋkəriʔ
cengkering	tʃəŋkəriŋ
cengkerung	tʃəŋkəruŋ
cengkih	tʃəŋkih
cengking	tʃəŋkiŋ
cengkir	tʃəŋkir
cengkung	tʃəŋkuŋ
cengkurai	tʃəŋkurai
cengung	tʃəŋuŋ
cengut	tʃəŋut
cengéngésan	tʃəŋeŋesan
centang	tʃəntaŋ
centil	tʃəntil
centung	tʃəntuŋ
centéng	tʃənteŋ
centét	tʃəntet
cenung	tʃənuŋ
cenéla	tʃənela
cepak	tʃəpaʔ
cepal	tʃəpal
cepat	tʃəpat
cepatnya	tʃəpatɲa
cepiau	tʃəpiau
ceplas	tʃəplas
ceplok	tʃəploʔ
ceplos	tʃəplos
cepo	tʃəpo
cepol	tʃəpol
cepu	tʃəpu
cepuk	tʃəpuʔ
cepék	tʃəpeʔ
cepéng	tʃəpeŋ
cepéngan	tʃəpeŋan
cerabah	tʃərabah
cerabih	tʃərabih
cerabut	tʃərabut
ceracak	tʃəratʃaʔ
ceracam	tʃəratʃam
ceracap	tʃəratʃap
ceracau	tʃəratʃau
cerah	tʃərah
cerai	tʃərai
ceraka	tʃəraka
cerakin	tʃərakin
ceramah	tʃəramah
cerana	tʃərana
cerancang	tʃərantʃaŋ
cerang	tʃəraŋ
ceranggah	tʃəraŋgah
cerangka	tʃəraŋka
cerap	tʃərap
cerapan	tʃərapan
cerat	tʃərat
ceratai	tʃəratai
ceratan	tʃəratan
ceratuk	tʃəratuʔ
cerau	tʃərau
cerawat	tʃərawat
cerbak	tʃərbaʔ
cerca	tʃərtʃa
cercaan	tʃərtʃaʔan
cercah	tʃərtʃah
cercak	tʃərtʃaʔ
cercap	tʃərtʃap
cerdas	tʃərdas
cerdik	tʃərdiʔ
ceremai	tʃərəmai
cerempung	tʃərəmpuŋ
cergas	tʃərgas
ceri	tʃəri
ceria	tʃəria
cericap	tʃəritʃap
cericau	tʃəritʃau
cericip	tʃəritʃip
ceriga	tʃəriga
cerih	tʃərih
cerita	tʃərita
ceritaan	tʃəritaʔan
ceritakan	tʃəritakan
ceritanya	tʃəritaɲa
ceritera	tʃəritəra
ceriwis	tʃəriwis
cerkam	tʃərkam
cerkau	tʃərkau
cerlang	tʃərlaŋ
cerlih	tʃərlih
cerling	tʃərliŋ
cermai	tʃərmai
cermat	tʃərmat
cermin	tʃərmin
cerminan	tʃərminan
cerna	tʃərna
ceroboh	tʃəroboh
cerobong	tʃəroboŋ
cerocok	tʃərotʃoʔ
cerocos	tʃərotʃos
cerompong	tʃərompoŋ
ceronggah	tʃəroŋgah
ceropong	tʃəropoŋ
cerotéh	tʃəroteh
cerpelai	tʃərpəlai
cerpu	tʃərpu
cerpén	tʃərpen
cerpénis	tʃərpenis
cerucuh	tʃərutʃuh
cerucuk	tʃərutʃuʔ
cerucup	tʃərutʃup
ceruh	tʃəruh
ceruk	tʃəruʔ
cerun	tʃərun
cerup	tʃərup
cerut	tʃərut
cerutu	tʃərutu
ceré	tʃəre
cerécék	tʃəretʃeʔ
ceréwét	tʃərewet
cespleng	tʃəspləŋ
cetai	tʃətai
cetera	tʃətəra
ceteri	tʃətəri
cetok	tʃətoʔ
cetus	tʃətus
cetusan	tʃətusan
ceték	tʃəteʔ
cetér	tʃəter
china	tʃhina
ci	tʃi
ciak	tʃiaʔ
cialat	tʃialat
ciap	tʃiap
ciar	tʃiar
cibir	tʃibir
cibit	tʃibit
ciblon	tʃiblon
cibuk	tʃibuʔ
cicak	tʃitʃaʔ
cicik	tʃitʃiʔ
cicil	tʃitʃil
cicilan	tʃitʃilan
cicinda	tʃitʃinda
cicip	tʃitʃip
cicir	tʃitʃir
cicit	tʃitʃit
cidera	tʃidəra
cidomo	tʃidomo
ciduk	tʃiduʔ
cidukan	tʃidukan
cigak	tʃigaʔ
cih	tʃih
cik	tʃiʔ
cika	tʃika
cikal	tʃikal
cikar	tʃikar
cikok	tʃikoʔ
cikrak	tʃiʔraʔ
ciku	tʃiku
cikun	tʃikun
cikut	tʃikut
cikutan	tʃikutan
cilap	tʃilap
cilawagi	tʃilawagi
cili	tʃili
cilik	tʃiliʔ
ciling	tʃiliŋ
cilok	tʃiloʔ
cimplong	tʃimploŋ
cina	tʃina
cincang	tʃintʃaŋ
cincau	tʃintʃau
cincin	tʃintʃin
cincong	tʃintʃoŋ
cincu	tʃintʃu
cinda	tʃinda
cindai	tʃindai
cindaku	tʃindaku
cindil	tʃindil
cindé	tʃinde
cing	tʃiŋ
cingak	tʃiŋaʔ
cingam	tʃiŋam
cingangah	tʃiŋaŋah
cinggé	tʃiŋge
cingkat	tʃiŋkat
cingkrang	tʃiŋʔraŋ
cinguk	tʃiŋuʔ
cingur	tʃiŋur
cinta	tʃinta
cinta-kasih	tʃinta-kasih
cintamani	tʃintamani
cintanya	tʃintaɲa
cintrong	tʃintroŋ
cip	tʃip
cipai	tʃipai
cipan	tʃipan
ciplak	tʃiplaʔ
cipok	tʃipoʔ
ciprat	tʃiprat
cipratan	tʃipratan
cipta	tʃipta
ciptaan	tʃiptaʔan
ciptaannya	tʃiptaʔanɲa
ciptakan	tʃiptakan
cir	tʃir
circir	tʃirtʃir
ciri	tʃiri
cirit	tʃirit
cis	tʃis
cit	tʃit
cita	tʃita
cita-cita	tʃita-tʃita
citanya	tʃitaɲa
citarasa	tʃitarasa
citra	tʃitra
citraan	tʃitraʔan
ciu	tʃiu
cium	tʃium
ciuman	tʃiuman
ciut	tʃiut
cm	tʃm
coak	tʃoaʔ
coang	tʃoaŋ
coba	tʃoba
cobaan	tʃobaʔan
cobak	tʃobaʔ
cobalah	tʃobalah
coban	tʃoban
coblos	tʃoblos
cobék	tʃobeʔ
cocok	tʃotʃoʔ
cocol	tʃotʃol
cocor	tʃotʃor
codak	tʃodaʔ
codot	tʃodot
codét	tʃodet
cogah	tʃogah
cogan	tʃogan
cogok	tʃogoʔ
cok	tʃoʔ
cokar	tʃokar
cokelat	tʃokəlat
coklat	tʃoʔlat
cokmar	tʃoʔmar
coko	tʃoko
cokok	tʃokoʔ
cokol	tʃokol
cokék	tʃokeʔ
cokét	tʃoket
colak	tʃolaʔ
coli	tʃoli
colok	tʃoloʔ
colong	tʃoloŋ
colot	tʃolot
colék	tʃoleʔ
colékan	tʃolekan
coléng	tʃoleŋ
comblang	tʃomblaŋ
combong	tʃomboŋ
combéran	tʃomberan
comor	tʃomor
comot	tʃomot
comotan	tʃomotan
compang-camping	tʃompaŋ-tʃampiŋ
compoh	tʃompoh
compréng	tʃompreŋ
compéng	tʃompeŋ
compés	tʃompes
comro	tʃomro
comék	tʃomeʔ
comél	tʃomel
comélan	tʃomelan
concong	tʃontʃoŋ
condong	tʃondoŋ
congak	tʃoŋaʔ
conggah	tʃoŋgah
conggok	tʃoŋgoʔ
conggét	tʃoŋget
congkah	tʃoŋkah
congkak	tʃoŋkaʔ
congki	tʃoŋki
congklang	tʃoŋʔlaŋ
congkok	tʃoŋkoʔ
congkong	tʃoŋkoŋ
congo	tʃoŋo
congok	tʃoŋoʔ
congol	tʃoŋol
congor	tʃoŋor
congsam	tʃoŋsam
congéh	tʃoŋeh
congék	tʃoŋeʔ
contoh	tʃontoh
contohlah	tʃontohlah
contohnya	tʃontohɲa
contong	tʃontoŋ
conténg	tʃonteŋ
conténgan	tʃonteŋan
conét	tʃonet
cop	tʃop
coplok	tʃoploʔ
copot	tʃopot
copét	tʃopet
cor	tʃor
corak	tʃoraʔ
coran	tʃoran
coro	tʃoro
corong	tʃoroŋ
corot	tʃorot
corék	tʃoreʔ
coréng	tʃoreŋ
corét	tʃoret
corétan	tʃoretan
cotok	tʃotoʔ
cowok	tʃowoʔ
cowokan	tʃowokan
crat	tʃrat
criping	tʃripiŋ
crit	tʃrit
cua	tʃua
cuaca	tʃuatʃa
cuai	tʃuai
cuak	tʃuaʔ
cual	tʃual
cuang	tʃuaŋ
cuar	tʃuar
cuat	tʃuat
