ve	vɛ
Yugoslavya	juɡɔsɫavjˈa
Ziraat	ziɾaˈat
adamlarının	adamɫaɾɯnˈɯn
babasından	babasɯndˈan
bazılarının	bazɯɫaɾɯnˈɯn
boyutta	bojutːˈa
dahildir	dahˈɪldɪr
derinliği	deɾɪnlijˈɪ
düşünceleri	dyʃønd͡ʒeleɾˈɪ
gelmeden	ɟˈælmedæn
içeriyor	it͡ʃeɾˈijɔr
koşullarda	koʃʊɫɫardˈa
kuşların	kʊʃɫaɾˈɯn
oluşturulur	oɫʊʃtuɾuɫˈʊr
planını	pɫanɯnˈɯ
platformu	pɫatfɔrmˈʊ
problemler	prɔblæmlˈɛr
seramik	seɾamˈɪk
yarıştı	jaɾɯʃtˈɯ
Öğretim	œːɾˈetɪm
şart	ʃˈart
Ağrı	ˈaːɾɯ
Denizi	dˈenizɪ
Gemi	ɟemˈɪ
Jane	ʒanˈɛ
Nobel	nobˈæl
Sony	sˈɔnj
alınabilir	aɫɯnabilˈɪr
başlangıcında	baʃɫanɡɯd͡ʒɯndˈa
du	dˈʊ
düşünülebilir	dyʃynylebilˈɪr
fırtına	fɯrtɯnˈa
geçirdiler	ɟet͡ʃɪrdilˈɛr
harap	haɾˈap
heyeti	hejetˈɪ
inancı	inand͡ʒˈɯ
insanlardan	ɪnsanɫardˈan
keşfedilmiştir	kɛʃfedɪlmˈɪʃtɪr
kurt	kˈʊrt
lakabı	ɫakabˈɯ
mayın	majˈɯn
miktarını	mɪktaɾɯnˈɯ
muazzam	muazzˈam
nesnelerin	nɛsneleɾˈɪn
sembolize	sæmbˈolizɛ
sistemidir	sɪstemˈidɪr
sonucudur	sonud͡ʒˈudʊr
tatmin	tatmˈɪn
toplulukları	tɔpɫuɫʊkɫaɾˈɯ
toprakların	tɔprakɫaɾˈɯn
tutulması	tutʊɫmasˈɯ
vücudu	vyd͡ʒudˈʊ
yapısında	japɯsɯndˈa
Sh	sˌɛhˈɛ
bahçe	bˈaht͡ʃɛ
durduruldu	dʊrduɾʊɫdˈʊ
edilmedi	edˈɪlmedɪ
eli	ɛlˈi
gelişmeye	ɟelˈɪʃmejɛ
görüşünü	ɟœɾyʃynˈø
inceleyen	ɪnd͡ʒelejˈæn
kullanması	kʊɫɫanmasˈɯ
kullanılıyordu	kʊɫɫanɯɫˈɯjɔrdʊ
nakliye	naklijˈɛ
olağan	oɫˈaːn
oluşmasına	oɫʊʃmasɯnˈa
penaltı	penaɫtˈɯ
röportaj	rœpɔrtˈaʒ
saldırıyı	saɫdɯɾɯjˈɯ
savunmak	savʊnmˈak
seferinde	sefeɾɪndˈɛ
sorular	soɾuɫˈar
tahtına	tahtɯnˈa
taktik	taktˈɪk
takımlarından	takɯmɫaɾɯndˈan
veriyordu	veɾˈijɔrdʊ
yerleştirilmiştir	jɛrlɛʃtiɾɪlmˈɪʃtɪr
çalışanı	t͡ʃaɫɯʃanˈɯ
çevirisi	t͡ʃeviɾisˈɪ
ülkelerinin	ølkeleɾinˈɪn
Caminin	d͡ʒaminˈɪn
Drama	drˈama
Japonca	ʒapɔnd͡ʒˈa
Kendini	kændinˈɪ
Kong	kˈɔnɡ
aralığında	aɾaɫɯɯɯndˈa
bkz	bˌekˌɛzˈɛ
ekibinin	ekibinˈɪn
evlenmek	ɛvlænmˈɛk
eyaletin	ejaletˈɪn
eşyaları	ɛʃjaɫaɾˈɯ
geliştirdiği	ɟelɪʃtɪrdijˈɪ
getirmektedir	ɟetɪrmɛktˈedɪr
geçmesini	ɟɛt͡ʃmesinˈɪ
kasabasında	kasabasɯndˈa
katta	katːˈa
köpeği	kœpejˈɪ
memur	memˈʊr
modelinin	modelinˈɪn
orduyu	ˈɔrdujʊ
serisinde	seɾisɪndˈɛ
turnuvayı	tʊrnuvajˈɯ
tuttuğu	tutːˈʊː
türetilmiştir	tyɾetɪlmˈɪʃtɪr
ustası	ʊstasˈɯ
yerçekimi	jɛrt͡ʃˈekimɪ
çocuklarını	t͡ʃod͡ʒʊkɫaɾɯnˈɯ
övgü	œvɡˈø
ılıman	ɯɫɯmˈan
Alternatif	aɫtɛrnatˈɪf
Gazete	ɡazetˈɛ
Styles	stjlˈɛs
adanmış	adanmˈɯʃ
albümünden	aɫbymøndˈæn
balıkçılık	baɫɯkt͡ʃɯɫˈɯk
budur	bˈudʊr
dağlar	daːɫˈar
değilse	dˈejɪlsɛ
duygu	dʊjɡˈʊ
eleştirildi	elɛʃtiɾɪldˈɪ
fazlasını	fazɫasɯnˈɯ
figürü	fiɟyɾˈø
filmden	fɪlmdˈæn
gazetelerde	ɡazetelɛrdˈɛ
gemilerin	ɟemileɾˈɪn
gömüldü	ɟœmøldˈø
hedefe	hedefˈɛ
imzalanan	ɪmzaɫanˈan
meşe	meʃˈɛ
rap	rˈap
suçu	sut͡ʃˈʊ
tarama	tˈaɾama
teşekkür	teʃekːˈør
yakındır	jakˈɯndɯr
ömürlü	œmørlˈø
İmam	imˈam
şehit	ʃehˈɪt
Alfred	aɫfrˈɛd
Giovanni	ɟiovannˈɪ
Hakkı	hakːˈɯ
Karadağ	kaɾadˈaː
Kontrol	kɔntrˈɔɫ
ailede	aˈiledɛ
arazisi	aɾazisˈɪ
barındırmaktadır	baɾɯndɯrmaktˈadɯr
belediyesinin	beledijesinˈɪn
binaların	binaɫaɾˈɯn
boşluğu	bɔʃɫˈʊː
böbrek	bœbrˈɛk
değişime	dejiʃˈimɛ
değiştiren	dejɪʃtiɾˈæn
dille	dˈɪllɛ
editörü	editœɾˈø
eleştirmenlerden	elɛʃtɪrmænlɛrdˈæn
eserlerinden	esɛrleɾɪndˈæn
fazlasıyla	fazɫasˈɯjɫa
gelişmesine	ɟelɪʃmesinˈɛ
grubundan	ɡrubʊndˈan
işleyen	ɪʃlejˈæn
oluşması	oɫʊʃmasˈɯ
planlarını	pɫanɫaɾɯnˈɯ
romanından	romanɯndˈan
sahneler	sahnelˈɛr
sağlama	sˈaːɫama
seyrek	sɛjrˈɛk
sistemlerde	sɪstæmlɛrdˈɛ
vermez	vɛrmˈɛz
yaratmıştır	jaɾatmˈɯʃtɯr
çoktan	t͡ʃɔktˈan
ürünlerini	yɾønleɾinˈɪ
Budist	budˈɪst
Cilt	d͡ʒˈɪlt
Fransızlar	frˈansɯzɫar
Giriş	ɟiɾˈɪʃ
Hakan	hakˈan
P	pˈɛ
aileye	aˈilejɛ
alınıp	aɫɯnˈɯp
atılır	atɯɫˈɯr
ağrı	ˈaːɾɯ
bozukluğu	bozʊkɫˈʊː
büyümesi	byjymesˈɪ
değişmiştir	dejɪʃmˈɪʃtɪr
durumunun	duɾumunˈʊn
döngüsü	dœnɟysˈø
düzenler	dyzænlˈɛr
esasen	ˈesasæn
etse	ˈɛtsɛ
gezi	ɟezˈɪ
geçersiz	ɟet͡ʃˈɛrsɪz
girmesine	ɟɪrmesinˈɛ
görkemli	ɟœrkæmlˈɪ
ip	ˈɪp
iskan	ɪskˈan
işçilerin	ɪʃt͡ʃileɾˈɪn
kurulmasını	kuɾʊɫmasɯnˈɯ
kültüründe	køltyɾøndˈɛ
mağlubiyet	maːɫubijˈɛt
planlar	pɫanɫˈar
polisi	polisˈɪ
sayının	sajɯnˈɯn
sağlamaktır	saːɫamˈaktɯr
sigorta	siɡɔrtˈa
sınıfa	sɯnɯfˈa
temelde	temældˈɛ
tüketici	tyketid͡ʒˈɪ
yakınındaki	jakɯnɯndakˈɪ
Çankırı	t͡ʃˈankɯɾɯ
çekilir	t͡ʃekilˈɪr
çevrilmiş	t͡ʃɛvrɪlmˈɪʃ
örneğidir	œrnejˈidɪr
üstesinden	østesɪndˈæn
üstünlüğü	østønlˈøː
Adını	adɯnˈɯ
Afyonkarahisar	afjɔnkaɾˈahisar
Chicago	d͡ʒhid͡ʒaɡˈɔ
Din	dˈɪn
Mr	mˌɛɾˈɛ
Nick	nˈɪd͡ʒk
Rumen	rumˈæn
Stone	stonˈɛ
ardında	ardɯndˈa
cesedi	d͡ʒˈesedɪ
doğada	doːadˈa
düet	dyˈɛt
erişimi	eɾˈiʃimɪ
eyaleti	ejaletˈɪ
filmdeki	fɪlmdekˈɪ
girişimleri	ɟiɾiʃɪmleɾˈɪ
göstergesi	ɟœstɛrɟesˈɪ
havacılık	havad͡ʒɯɫˈɯk
kadınlarda	kadɯnɫardˈa
kalıntılar	kaɫɯntɯɫˈar
kanı	kanˈɯ
kaybına	kajbɯnˈa
koltuk	kɔɫtˈʊk
kulüpte	kuløptˈɛ
kültürüne	køltyɾynˈɛ
nüfuslu	nyfʊsɫˈʊ
olsaydı	ɔɫsajdˈɯ
patlayıcı	patɫajɯd͡ʒˈɯ
potansiyeli	potansijelˈɪ
sade	sadˈɛ
soyu	sojˈʊ
sözleşmesini	sœzlɛʃmesinˈɪ
tutmaktadır	tʊtmaktˈadɯr
yerinin	jeɾinˈɪn
yerlerine	jɛrleɾinˈɛ
yetki	jɛtkˈɪ
çalıştılar	t͡ʃaɫɯʃtɯɫˈar
çapı	t͡ʃapˈɯ
çömlek	t͡ʃœmlˈɛk
öldürüldüğü	œldyɾøldˈøː
Anthony	anthˈɔnj
Ardahan	ardahˈan
Geçmişte	ɟɛt͡ʃmɪʃtˈɛ
Para	paɾˈa
akla	ˈakɫa
arkadan	arkadˈan
beyan	bejˈan
bileşik	bileʃˈɪk
bittikten	bitːɪktˈæn
elden	ældˈæn
etmektir	ɛtmˈɛktɪr
eğimli	ˈejɪmlɪ
geliri	ɟeliɾˈɪ
gelmeye	ɟˈælmejɛ
gömülü	ɟœmylˈø
havayolu	havajoɫˈʊ
iz	ˈɪz
kompleksi	kɔmplɛksˈɪ
kopyası	kɔpjasˈɯ
odada	odadˈa
online	ɔnlinˈɛ
oturma	otˈʊrma
oyunudur	ojunˈudʊr
parçalarını	part͡ʃaɫaɾɯnˈɯ
si	sˈɪ
simetrik	simɛtrˈɪk
sürülmektedir	syɾølmɛktˈedɪr
turuncu	tuɾʊnd͡ʒˈʊ
tüketimi	tykˈetimɪ
Ödül	œdˈøl
ücreti	ød͡ʒretˈɪ
İbn	ˈɪbn
Araştırmalar	aɾaʃtˈɯrmaɫar
Askerî	askeɾˈɯ
Halep	halˈɛp
Hayatı	hajatˈɯ
Kate	katˈɛ
Ryan	rjˈan
Spike	spikˈɛ
Trakya	trakjˈa
aralık	ˈaɾaɫɯk
azalma	azˈaɫma
beton	betˈɔn
emniyet	æmnijˈɛt
fayda	fajdˈa
getirmeye	ɟetˈɪrmejɛ
gruplarının	ɡrʊpɫaɾɯnˈɯn
görünüyor	ɟœɾynˈyjɔr
görüşme	ɟœɾˈøʃmɛ
istek	ɪstˈɛk
istemez	ɪstemˈɛz
işlenen	ɪʃlenˈæn
kampanyası	kampanjasˈɯ
konak	konˈak
kullanıcıları	kʊɫɫanɯd͡ʒɯɫaɾˈɯ
kuralı	kˈuɾaɫɯ
kurtulmak	kʊrtʊɫmˈak
lar	ɫˈar
mikro	mɪkrˈɔ
otorite	otoɾitˈɛ
paranın	pˈaɾanɯn
parçayı	part͡ʃajˈɯ
perde	pɛrdˈɛ
seçimler	sˈet͡ʃɪmlɛr
taarruza	taˈarruza
uçuşu	ut͡ʃuʃˈʊ
yazarıdır	jazaɾˈɯdɯr
yaşamak	jaʃamˈak
yaşıyor	jaʃˈɯjɔr
çapındaki	t͡ʃapɯndakˈɪ
çizim	t͡ʃˈizɪm
üyelerine	yjeleɾinˈɛ
şikayet	ʃikajˈɛt
Beşinci	beʃɪnd͡ʒˈɪ
Bin	bˈɪn
Cemal	d͡ʒemˈaɫ
Görev	ɟœɾˈɛv
Hristiyanlık	hrɪstijanɫˈɯk
Jason	ʒasˈɔn
Jerry	ʒˈɛrrj
League	leaɡuˈɛ
Madalyası	madaɫjasˈɯ
Otto	otːˈɔ
Yahudilere	jahudileɾˈɛ
anlık	anɫˈɯk
asil	asˈɪl
açıklamaya	at͡ʃɯkɫˈamaja
belediyesi	beledijesˈɪ
bilgilerini	bɪlɟileɾinˈɪ
bulma	bˈʊɫma
değerinin	dejeɾinˈɪn
disiplin	disɪplˈɪn
hastalarda	hastaɫardˈa
ilke	ɪlkˈɛ
inanıyordu	inanˈɯjɔrdʊ
kalmasını	kaɫmasɯnˈɯ
kenarları	kenarɫaɾˈɯ
kullanıcılara	kʊɫɫanɯd͡ʒɯɫaɾˈa
nedenleri	nedænleɾˈɪ
rakibini	rakibinˈɪ
sürümleri	syɾømleɾˈɪ
tanımlamıştır	tanɯmɫamˈɯʃtɯr
topun	topˈʊn
tüketim	tykˈetɪm
versiyonları	vɛrsijɔnɫaɾˈɯ
yüksekliğe	jøksɛklijˈɛ
Bank	bˈank
Başarılı	baʃaɾɯɫˈɯ
Championship	d͡ʒhampiɔnshˈɪp
Dede	dedˈɛ
Einstein	eɪnsteˈɪn
Finalde	finaɫdˈɛ
Geçici	ɟet͡ʃid͡ʒˈɪ
Hamilton	hamɪltˈɔn
Kevin	kevˈɪn
London	ɫɔndˈɔn
anlayan	anɫajˈan
anı	anˈɯ
araştırması	aɾaʃtɯrmasˈɯ
atma	ˈatma
binada	binadˈa
danışman	danɯʃmˈan
dosyaları	dɔsjaɫaɾˈɯ
eğitimli	ejˈitɪmlɪ
göstermesi	ɟœstɛrmesˈɪ
haberleri	habɛrleɾˈɪ
ilkesi	ɪlkesˈɪ
imparatorun	ɪmpaɾatoɾˈʊn
işlevsel	ɪʃlɛvsˈæl
kablo	kabɫˈɔ
kayıtlarına	kajɯtɫaɾɯnˈa
kişilerden	kiʃilɛrdˈæn
müziğinin	myzijinˈɪn
okumaya	okˈumaja
ordusuyla	ɔrdusˈʊjɫa
oynanır	ɔjnanˈɯr
padişahın	padiʃahˈɯn
pamuk	pamˈʊk
pozisyonu	pozɪsjonˈʊ
sahnesinde	sahnesɪndˈɛ
satranç	satrˈant͡ʃ
sohbet	sɔhbˈɛt
sola	sˈoɫa
yönetmenlik	jœnɛtmænlˈɪk
yıllarına	jɯɫɫaɾɯnˈa
Çerkes	t͡ʃɛrkˈɛs
çizgisi	t͡ʃɪzɟisˈɪ
ö	ˈœ
şirketlerin	ʃɪrkɛtleɾˈɪn
Başbakanlık	baʃbakanɫˈɯk
Best	bˈɛst
Dark	dˈark
Kan	kˈan
Mareşal	maɾeʃˈaɫ
beynin	bɛjnˈɪn
boyunda	bojʊndˈa
bulut	buɫˈʊt
cins	d͡ʒˈɪns
etkilenmiştir	ɛtkilænmˈɪʃtɪr
gelmez	ɟælmˈɛz
girişiminde	ɟiɾiʃimɪndˈɛ
halkını	haɫkɯnˈɯ
hareketlerini	haɾekɛtleɾinˈɪ
havadan	havadˈan
hazırlandı	hazɯrɫandˈɯ
kadrosu	kadrosˈʊ
kaldırdı	kˈaɫdɯrdɯ
kaplama	kˈapɫama
kararla	kaɾˈarɫa
koku	kokˈʊ
macera	mad͡ʒeɾˈa
muhafazakâr	muhafazakˈar
rastlanmaktadır	rastɫanmaktˈadɯr
servisi	sɛrvisˈɪ
soyadını	sojadɯnˈɯ
sürecin	syɾed͡ʒˈɪn
tütün	tytˈøn
vermesini	vɛrmesinˈɪ
yardıma	jardˈɯma
Çiftin	t͡ʃɪftˈɪn
ölünce	œlˈønd͡ʒɛ
özelliklerin	œzællɪkleɾˈɪn
üretmeye	yɾˈɛtmejɛ
Şili	ʃilˈɪ
Gaga	ɡaɡˈa
Gizli	ɟɪzlˈɪ
Kürtçe	kˈørtt͡ʃɛ
Rey	rˈɛj
Yaygın	jajɡˈɯn
alüminyum	alymˈɪnjʊm
amaçları	amat͡ʃɫaɾˈɯ
bağlantılıdır	baːɫantɯɫˈɯdɯr
başkanıdır	baʃkanˈɯdɯr
dalgası	daɫɡasˈɯ
davul	davˈʊɫ
havaalanı	havaaɫanˈɯ
hayatlarını	hajatɫaɾɯnˈɯ
hazırlanmıştır	hazɯrɫanmˈɯʃtɯr
hâkim	hˈakɪm
kala	kˈaɫa
klavye	kɫavjˈɛ
kozmik	kɔzmˈɪk
mevsiminde	mɛvsimɪndˈɛ
roller	rɔɫlˈɛr
sayım	sˈajɯm
söylemeye	sœjlˈemejɛ
tehlikesi	tɛhlikesˈɪ
yararlanarak	jaɾarɫanaɾˈak
ziyareti	zijaɾetˈɪ
çalışmasında	t͡ʃaɫɯʃmasɯndˈa
üretimini	yɾetiminˈɪ
şirketidir	ʃɪrketˈidɪr
şubesi	ʃubesˈɪ
Baltık	baɫtˈɯk
Bana	banˈa
Eserin	eseɾˈɪn
Hugo	huɡˈɔ
Samuel	samuˈæl
Takımın	tˈakɯmɯn
adası	adasˈɯ
atadı	atadˈɯ
aşamalı	aʃˈamaɫɯ
başlattığı	baʃɫatːɯɯˈɯ
boylu	bɔjɫˈʊ
denizaltı	denizaɫtˈɯ
edilirler	edilɪrlˈɛr
eliyle	elˈɪjlɛ
emekliye	emɛklijˈɛ
enflasyon	ænfɫasjˈɔn
fikirlerini	fikɪrleɾinˈɪ
işlenmiş	ɪʃlænmˈɪʃ
kamuya	kamujˈa
kaçak	kat͡ʃˈak
komut	komˈʊt
kullanıldığında	kʊɫɫanɯɫdɯɯɯndˈa
kur	kˈʊr
refah	refˈah
ruhunu	ruhunˈʊ
seslendirdiği	sɛslændɪrdijˈɪ
seviyeleri	sevijeleɾˈɪ
seçenekleri	set͡ʃenɛkleɾˈɪ
siyahi	sijahˈɪ
sömürge	sœmørɡˈɛ
toplantıda	tɔpɫantɯdˈa
yabani	jabanˈɪ
yayınlanmaktadır	jajɯnɫanmaktˈadɯr
yüzyıllarda	jøzjɯɫɫardˈa
önerilen	œneɾilˈæn
üniversiteye	ynivɛrsitejˈɛ
Ak	ˈak
Devrim	dˈɛvrɪm
Hayat	hajˈat
Hızlı	hɯzɫˈɯ
Meryem	mɛrjˈæm
Yüce	jˈyd͡ʒɛ
aramak	aɾamˈak
açmış	at͡ʃmˈɯʃ
bestesi	bɛstesˈɪ
birleşmesi	bɪrlɛʃmesˈɪ
dernek	dɛrnˈɛk
diğerlerinden	dijɛrleɾɪndˈæn
ekseni	ˈɛksenɪ
fotoğraflar	fotoːɾafɫˈar
ikişer	ikiʃˈɛr
imal	imˈaɫ
kalem	kalˈæm
kendilerinin	kændileɾinˈɪn
kitlesi	kɪtlesˈɪ
köyler	kœjlˈɛr
mantıksal	mantɯksˈaɫ
no	nˈɔ
pilotu	piɫotˈʊ
planlanmaktadır	pɫanɫanmaktˈadɯr
restoran	rɛstoɾˈan
seçer	set͡ʃˈɛr
söylendi	sœjlændˈɪ
sınırlar	sɯnɯrɫˈar
unsur	ʊnsˈʊr
yapmasına	japmasɯnˈa
çarpan	t͡ʃarpˈan
çıkmasını	t͡ʃɯkmasɯnˈɯ
Bilimi	bˈilimɪ
Binanın	binanˈɯn
Kongresi	kɔnɡresˈɪ
Mimar	mimˈar
Resmî	rɛsmˈɯ
anılmıştır	anɯɫmˈɯʃtɯr
bileşeni	bileʃenˈɪ
bilimleri	bilɪmleɾˈɪ
büyüklüğünde	byjøkløːndˈɛ
diller	dɪllˈɛr
eşdeğer	ɛʃdejˈɛr
fiyatları	fijatɫaɾˈɯ
gemiye	ɟemijˈɛ
geçimini	ɟet͡ʃiminˈɪ
görüntüleme	ɟœɾøntˈylemɛ
hayati	hajatˈɪ
ideolojik	ideoɫoʒˈɪk
ilerlemeye	ilɛrlˈemejɛ
isimlerini	isɪmleɾinˈɪ
katman	katmˈan
köyden	kœjdˈæn
mutfak	mʊtfˈak
okuduğu	okudˈʊː
oluşabilir	oɫuʃabilˈɪr
oluşmaktaydı	oɫʊʃmaktajdˈɯ
ortamlarda	ɔrtamɫardˈa
seviyesinin	sevijesinˈɪn
siyasete	sijˈasetɛ
sodyum	sˈɔdjʊm
taşınır	taʃɯnˈɯr
tüccar	tyd͡ʒːˈar
Bilinen	bilinˈæn
Dağlık	daːɫˈɯk
Haber	habˈɛr
MTV	mˌɛtˌɛvˈɛ
Muhafız	muhˈafɯz
Mücadele	myd͡ʒadˈelɛ
Sultanı	sʊɫtanˈɯ
Willow	wɪlɫˈɔw
Yaşlı	jaʃɫˈɯ
ablası	abɫasˈɯ
anlatılan	anɫatɯɫˈan
askıya	askɯjˈa
bakınız	bˈakɯnɯz
ellerinde	ælleɾɪndˈɛ
ellerine	ælleɾinˈɛ
göndermek	ɟœndɛrmˈɛk
görerek	ɟœɾeɾˈɛk
güvenliğini	ɟyvænlijinˈɪ
iyon	ijˈɔn
kesintisiz	kesɪntˈisɪz
kırılma	kɯɾˈɯɫma
odaları	odaɫaɾˈɯ
tekne	tɛknˈɛ
tezi	tezˈɪ
uğradığı	uːɾadɯɯˈɯ
versiyonunda	vɛrsijonʊndˈa
yenen	jenˈæn
yorumu	jˈoɾumʊ
şahit	ʃahˈɪt
Antlaşması	antɫaʃmasˈɯ
Donanma	donˈanma
Hollywood	hɔɫljwoˈɔd
Voleybol	volɛjbˈɔɫ
Yasası	jasasˈɯ
akar	akˈar
başlamasıyla	baʃɫamasˈɯjɫa
bulurlar	buɫʊrɫˈar
bırakılmıştır	bɯɾakɯɫmˈɯʃtɯr
depo	depˈɔ
değerlendirilir	dejɛrlændiɾilˈɪr
değişebilir	dejiʃebilˈɪr
doğrulama	doːɾˈuɫama
engelli	ænɟællˈɪ
filmlerinin	fɪlmleɾinˈɪn
form	fˈɔrm
hakimdir	hˈakɪmdɪr
ihtimalle	ɪhtimˈaɫlɛ
katkıları	katkɯɫaɾˈɯ
kavramının	kavramɯnˈɯn
kaynaklarını	kajnakɫaɾɯnˈɯ
kongre	kɔnɡrˈɛ
kısımlarında	kɯsɯmɫaɾɯndˈa
ler	lˈɛr
organları	ɔrɡanɫaɾˈɯ
sanatlar	sanatɫˈar
saygın	sajɡˈɯn
sinyali	sɪnjalˈɪ
sınıflandırma	sɯnɯfɫˈandɯrma
taşıyordu	taʃˈɯjɔrdʊ
temalı	tˈemaɫɯ
tutarak	tutaɾˈak
uçları	ʊt͡ʃɫaɾˈɯ
yapmadan	jˈapmadan
yapmışlardır	japmɯʃɫˈardɯr
yukarıdaki	jukaɾɯdakˈɪ
yöntemlerle	jœntæmlˈɛrlɛ
Örgütü	œrɟytˈø
Özerk	œzˈɛrk
çatısı	t͡ʃatɯsˈɯ
çatışmada	t͡ʃatˈɯʃmada
ürünlerinin	yɾønleɾinˈɪn
Cezayir	d͡ʒezajˈɪr
Festival	fɛstivˈaɫ
GB	ɟˌɛbˈɛ
Harris	harrˈɪs
Kontu	kɔntˈʊ
Malatya	maɫˈatja
Malta	maɫtˈa
Newton	nɛwtˈɔn
Nükleer	nøkleˈɛr
Ondan	ɔndˈan
Robin	robˈɪn
Tuna	tunˈa
aletleri	alɛtleɾˈɪ
anayasal	anajasˈaɫ
anlayış	anɫajˈɯʃ
azalması	azaɫmasˈɯ
barışçıl	baɾɯʃt͡ʃˈɯɫ
birleştiren	bɪrlɛʃtiɾˈæn
bölgelerini	bœlɟeleɾinˈɪ
değişkenlik	dejˈɪʃcænlɪk
doktoru	dɔktoɾˈʊ
ekler	ɛklˈɛr
genişletilmiş	ɟenɪʃletɪlmˈɪʃ
girdiler	ɟɪrdilˈɛr
gişe	ɟiʃˈɛ
hisse	hˈɪssɛ
ibaret	ibaɾˈɛt
iktisadi	ɪktˈisadɪ
inanılan	inanɯɫˈan
işlerinde	ɪʃleɾɪndˈɛ
kanadı	kanadˈɯ
kaçınılmaz	kat͡ʃɯnɯɫmˈaz
kesimlerinde	kesɪmleɾɪndˈɛ
köydür	kˈœjdør
sınıfının	sɯnɯfɯnˈɯn
testleri	tɛstleɾˈɪ
tuzlu	tʊzɫˈʊ
yanma	jˈanma
yüze	jyzˈɛ
yıllarını	jɯɫɫaɾɯnˈɯ
çalınan	t͡ʃaɫɯnˈan
çete	t͡ʃetˈɛ
çıkmadan	t͡ʃˈɯkmadan
öğretmenliği	œːɾɛtmænlijˈɪ
Aslan	asɫˈan
Az	ˈaz
Bruce	brˈud͡ʒɛ
Christopher	d͡ʒˈɛhrɪstɔphˈɛr
Deri	deɾˈɪ
HD	hˌɛdˈɛ
Herkes	hɛrkˈɛs
Kalan	kaɫˈan
Karanlık	kaɾanɫˈɯk
Margaret	marɡaɾˈɛt
Murad	muɾˈad
Papalık	papaɫˈɯk
Rumeli	rˈumelɪ
adres	adrˈɛs
bar	bˈar
binaya	binajˈa
birbirlerinin	bɪrbɪrleɾinˈɪn
cüce	d͡ʒˈyd͡ʒɛ
diğerlerinin	dijɛrleɾinˈɪn
evlerin	ɛvleɾˈɪn
eylemler	ɛjlæmlˈɛr
g	ɟˈɛ
geçtiler	ɟɛt͡ʃtilˈɛr
güçlerin	ɟøt͡ʃleɾˈɪn
hedefleri	hedɛfleɾˈɪ
ilgilenmeye	ɪlɟilˈænmejɛ
isteğiyle	ɪstejˈɪjlɛ
içecek	it͡ʃed͡ʒˈɛk
koloni	koɫonˈɪ
korunmuş	koɾʊnmˈʊʃ
kurtarmaya	kʊrtˈarmaja
kültürünü	køltyɾynˈø
makineleri	makineleɾˈɪ
oğluna	oːɫunˈa
peynir	pɛjnˈɪr
rahatsızlık	rahˈatsɯzɫɯk
satmıştır	satmˈɯʃtɯr
satılmaktadır	satɯɫmaktˈadɯr
senaryosu	senarjosˈʊ
sorunların	soɾʊnɫaɾˈɯn
sulu	suɫˈʊ
taşlar	taʃɫˈar
tekerlekli	tekɛrlɛklˈɪ
teorisini	teoɾisinˈɪ
tepenin	tepenˈɪn
tutsak	tˈʊtsak
vurarak	vuɾaɾˈak
Çalışmaları	t͡ʃaɫɯʃmaɫaɾˈɯ
Üstelik	østelˈɪk
çoğunluğunu	t͡ʃoːʊnɫuːnˈʊ
Bugünkü	buɟønkˈø
Eleme	ˈelemɛ
Estonya	ɛstɔnjˈa
Evi	evˈɪ
Gümüş	ɟymˈøʃ
Gıda	ɡɯdˈa
Nadir	nˈadɪr
Play	pɫˈaj
Terim	tˈeɾɪm
anahtarı	anahtaɾˈɯ
atmosfer	atmɔsfˈɛr
belirleyici	belɪrlejid͡ʒˈɪ
bildirilmiştir	bɪldiɾɪlmˈɪʃtɪr
bilimler	bˈilɪmlɛr
birimler	bˈiɾɪmlɛr
cephesinde	d͡ʒɛphesɪndˈɛ
cumhurbaşkanlığı	d͡ʒʊmhʊrbaʃkanɫɯɯˈɯ
denetimi	denˈetimɪ
dillerde	dɪllɛrdˈɛ
dönüşümü	dœnˈyʃymø
elemanı	elemanˈɯ
eleştirmen	elɛʃtɪrmˈæn
etmekten	ɛtmɛktˈæn
evrim	ˈɛvrɪm
girerler	ɟiɾɛrlˈɛr
görmesi	ɟœrmesˈɪ
gözlemci	ɟœzlæmd͡ʒˈɪ
katılımı	katˈɯɫɯmɯ
kaynaklarına	kajnakɫaɾɯnˈa
kinetik	kinetˈɪk
konuldu	konʊɫdˈʊ
kronik	kronˈɪk
kullanıyor	kʊɫɫanˈɯjɔr
miktarlarda	mɪktarɫardˈa
modelin	modelˈɪn
pasif	pasˈɪf
paylaştığı	pajɫaʃtɯɯˈɯ
sarf	sˈarf
seviyeye	sevijejˈɛ
vaka	vakˈa
yürüdü	jyɾydˈø
yıkıcı	jɯkɯd͡ʒˈɯ
şarkısıdır	ʃarkɯsˈɯdɯr
Ash	ˈash
Hiç	hˈɪt͡ʃ
Kullanıcılar	kʊɫɫanɯd͡ʒɯɫˈar
Orkestrası	ɔrkɛstrasˈɯ
Victor	vɪd͡ʒtˈɔr
Vincent	vɪnd͡ʒˈænt
Your	joˈʊr
ayna	ajnˈa
düzene	dyzenˈɛ
düzenlemesi	dyzænlemesˈɪ
ertelendi	ɛrtelændˈɪ
eşyalar	ɛʃjaɫˈar
gazetenin	ɡazetenˈɪn
gençlerin	ɟænt͡ʃleɾˈɪn
hayvanın	hajvanˈɯn
idrar	ɪdrˈar
