'll	l,əl
editorially	ˌɛdɪtˈɔːɹɪəli
editorials	ˌɛdɪtˈɔːɹɪəlz
editors	ˈɛdɪtəz
editorship	ˈɛdɪtəʃˌɪp
edits	ˈɛdɪts
edmund	ˈɛdmənd
edna	ˈɛdnə
educate	ˈɛdʒuːkˌeɪt,ˈɛdjʊkˌeɪt
educated	ˈɛdʒuːkˌeɪtɪd,ˈɛdjʊkˌeɪtɪd
educates	ˈɛdʒuːkˌeɪts
educating	ˈɛdʒuːkˌeɪtɪŋ
education	ˌɛdʒuːkˈeɪʃən,ˌɛdjʊkˈeɪʃən
educational	ˌɛdjʊkˈeɪʃənəl,ˌɛdʒuːkˈeɪʃənəl
educationalist	ˌɛdʒuːkˈeɪʃənəlˌɪst
educationalists	ˌɛdʒuːkˈeɪʃənəlˌɪsts
educationally	ˌɛdʒuːkˈeɪʃənəli
educationist	ˌɛdʒuːkˈeɪʃənˌɪst
educationists	ˌɛdʒuːkˈeɪʃənˌɪsts
educations	ˌɛdʒuːkˈeɪʃənz
educative	ˈɛdʒuːkətˌɪv
educator	ˈɛdʒuːkˌeɪtɐ
educators	ˈɛdjʊkˌeɪtəz,ˈɛdʒuːkˌeɪtəz
eduction	ɛdˈʌkʃən
edward	ˈɛdwəd
edwards	ˈɛdwədz
eek	ˈiːk
eel	ˈiːl
eels	ˈiːlz
eelworm	ˈiːlwɜːm
eerie	ˈɪəɹi,ˈiəɹi
eeriest	ˈiəɹɪəst
eerily	ˈiəɹɪli
eeriness	ˈiəɹɪnəs
eery	ˈiəɹi
ef	ˈɛf
eff	ˌiːˌɛfˈɛf
efface	ɪfˈeɪs
effacement	ɪfˈeɪsmənt
effaces	ɪfˈeɪsɪz
effacing	ɪfˈeɪsɪŋ
effect	ɪfˈɛkt
effected	ɪfˈɛktɪd
effecting	ɪfˈɛktɪŋ
effective	ɪfˈɛktɪv
effectively	ɪfˈɛktɪvli
effectiveness	ɪfˈɛktɪvnəs,ɪfˈɛktɪvnɪs
effects	ɪfˈɛkts
effectual	ɪfˈɛktʃuːəl
effectually	ɪfˈɛktʃuːəli
effed	ˈɛft
effeminacy	ˈɛfɪmˌɪnəsi
effeminate	ɛfˈɛmɪnˌeɪt
effervesce	ˈɛfəvˌɛs
effervescence	ˌɛfəvˈɛsəns
effervescent	ˌɛfəvˈɛsənt
effete	ˈɛfiːt
efficacious	ˌɛfɪkˈeɪʃəs
efficacy	ˈɛfɪkəsi
efficiencies	ɪfˈɪʃənsɪz
efficiency	ɪfˈɪʃənsi
efficient	ɪfˈɪʃənt
efficiently	ɪfˈɪʃəntli
effigies	ˈɛfɪdʒɪz
effigy	ˈɛfɪdʒi
effing	ˈɛfɪŋ
efflorescence	ˌɛfləɹˈɛsəns
effluence	ˈɛfluːəns
effluent	ˈɛfluːənt
effluvia	ɛflˈuːviə
effort	ˈɛfət
effortful	ˈɛfətfəl
effortless	ˈɛfətləs
effortlessly	ˈɛfətləsli
effortlessness	ˈɛfətləsnəs
efforts	ˈɛfəts
effrontery	ˈɛfɹəntəɹi
effs	ˈɛfs
effulgent	ɪfˈʌldʒənt
effusion	ɪfjˈuːʒən
effusions	ɪfjˈuːʒənz
effusive	ɪfjˈuːsɪv
effusiveness	ɪfjˈuːsɪvnəs
efs	ˈɛfs
eft	ˈɛft
egads	ˈɛɡædz
egalitarian	ɪɡˌælɪtˈeəɹiən
egalitarianism	ɪɡˌælɪtˈeəɹiənˌɪzəm
egestion	ˈɛdʒɛstʃən
egg	ˈɛɡ,ˈɛg
eggbeater	ˈɛɡbiːtɐ
eggcup	ˈɛɡkʌp
eggcups	ˈɛɡkʌps
egged	ˈɛɡd
eggers	ˈɛɡəz
egghead	ˈɛɡhɛd
eggheads	ˈɛɡhɛdz
egging	ˈɛɡɪŋ
eggnog	ˈɛɡnɒɡ
eggplant	ˈɛɡplænt
eggplants	ˈɛɡplænts
eggs	ˈɛgz,ˈɛɡz
eggshell	ˈɛɡʃɛl
eggshells	ˈɛɡʃɛlz
eglantine	ˈɛɡlɑːntˌiːn
ego	ˈiːgəʊ,ˈiːɡəʊ
egocentric	ˌiːɡəʊsˈɛntɹɪk
egoism	ˈiːɡəʊˌɪzəm
egoist	ˈiːɡəʊˌɪst
egoless	ˈiːɡəʊləs
egomaniac	ˌiːɡəʊmˈeɪnɪˌæk
egomaniacal	ˈiːɡəʊmɐnˌaɪəkəl
egos	ˈiːɡəʊz
egotism	ˈɛɡətˌɪzəm
egotist	ˈɛɡətˌɪst
egotistic	ˌɛɡətˈɪstɪk
egotistical	ˌɛɡətˈɪstɪkəl
egregious	ɪɡɹˈiːdʒəs
egregiously	ɪɡɹˈiːdʒəsli
egret	ˈiːɡɹət
egrets	ˈiːɡɹəts
egypt	ˈiːdʒɪpt
egyptian	ɪdʒˈɪpʃən
eh	ˈeɪ
eide	ˈaɪd
eider	ˈaɪdɐ
eiderdown	ˈaɪdədˌaʊn
eiderdowns	ˈaɪdədˌaʊnz
eiders	ˈaɪdəz
eidetic	aɪdˈɛtɪk
eidos	ˈaɪdəʊz
eight	ˈeɪt
eighteen	ˈeɪtiːn,eɪtˈiːn
eighteens	eɪtˈiːnz
eighteenth	ˈeɪtiːnθ,eɪtˈiːnθ
eightfold	ˈeɪtfəʊld
eighth	ˈeɪtθ
eighths	ˈeɪtθs
eighties	ˈeɪtiz,ˈeɪtɪz
eightieth	ˈeɪtiəθ
eightpence	ˈeɪtpəns
eights	ˈeɪts
eighty	ˈeɪti
eileen	aɪlˈiːn
einkorn	ˈaɪŋkɔːn
einsteinium	aɪnstˈaɪniəm
eire	ˈɛəɹə
eisteddfod	ˈaɪstɪdfˌɒd
eisteddfods	ˈaɪstɪdfˌɒdz
either	ˈaɪðɐ,ˈaɪðə,ˈiːðə
ejaculated	ɪdʒˈækjʊlˌeɪtɪd
ejaculating	ɪdʒˈækjʊlˌeɪtɪŋ
ejaculation	ɪdʒˌækjʊlˈeɪʃən
ejaculations	ɪdʒˌækjʊlˈeɪʃənz
ejaculator	ɪdʒˈækjʊlˌeɪtɐ
eject	ɪdʒˈɛkt
ejected	ɪdʒˈɛktɪd
ejecting	ɪdʒˈɛktɪŋ
ejection	ɪdʒˈɛkʃən
ejections	ɪdʒˈɛkʃənz
ejector	ɪdʒˈɛktɐ
ejects	ɪdʒˈɛkts
eke	ˈiːk
eked	ˈiːkt
ekes	ˈiːks
eking	ˈiːkɪŋ
el	ˈɛl
elaborate	ɪlˈæbəɹˌeɪt,ɪlˈæbəɹɪt
elaborated	ɪlˈæbəɹˌeɪtɪd
elaborately	ɪlˈæbəɹˌeɪtli
elaborateness	ɪlˈæbəɹˌeɪtnəs
elaborates	ɪlˈæbəɹˌeɪts
elaborating	ɪlˈæbəɹˌeɪtɪŋ
elaboration	ɪlˌæbəɹˈeɪʃən
elaine	ɪlˈeɪn,əlˈeɪn
eland	ɪlˈænd
elands	ɪlˈændz
elapids	ɪlˈæpɪdz
elapse	ɪlˈæps
elapsed	ɪlˈæpsd
elapsing	ɪlˈæpsɪŋ
elastic	ɪlˈɑːstɪk,ɪlˈæstɪk
elasticated	ɪlˈɑːstɪkˌeɪtɪd
elasticised	ɪlˈɑːstɪsˌaɪzd
elasticity	ˌiːlæstˈɪsɪti,ɪlɑːstˈɪsɪti,ɪlæstˈɪsɪti
elate	ɪlˈeɪt
elated	ɪlˈeɪtɪd
elating	ɪlˈeɪtɪŋ
elation	ɪlˈeɪʃən
elbow	ˈɛlbˌəʊ,ˈɛlbəʊ
elbowed	ˈɛlbəʊd
elbowing	ˈɛlbəʊɪŋ
elbows	ˈɛlbəʊz
eld	ˈɛld
elder	ˈɛldɐ,ˈɛldə
elderberries	ˈɛldəbəɹɪz
elderberry	ˈɛldəbəɹi
elderflower	ˈɛldəflˌaʊɐ
elderly	ˈɛldəli
elders	ˈɛldəz
eldest	ˈɛldɪst,ˈɛldəst
eldritch	ˈɛldɹɪtʃ
eleanor	ˈɛlɪnɔː,ˈɛlɪnə
elecampane	ɪlˈɛkɐmpˌeɪn
elect	ɪlˈɛkt
electability	ɪlˌɛktəbˈɪlɪti
electable	ɪlˈɛktəbəl
elected	ɪlˈɛktɪd
electing	ɪlˈɛktɪŋ
election	ɪlˈɛkʃən
electioneer	ɪlˈɛkʃənˈiə
electioneering	ɪlˈɛkʃənˈiəɹɪŋ
elections	ɪlˈɛkʃənz
elective	ɪlˈɛktɪv
electives	ɪlˈɛktɪvz
elector	ɪlˈɛktɐ
electoral	ɪlˈɛktəɹəl
electorally	ɪlˈɛktəɹəli
electorate	ɪlˈɛktəɹˌeɪt,ɪlˈɛktəɹɪt
electorates	ɪlˈɛktəɹˌeɪts
electors	ɪlˈɛktəz
electret	ɪlˈɛktɹɪt
electric	ɪlˈɛktɹɪk
electrical	ɪlˈɛktɹɪkəl
electrically	ɪlˈɛktɹɪkli
electrician	ɪlɪktɹˈɪʃən
electricians	ɪlɪktɹˈɪʃənz
electricity	ɪlˌɛktɹˈɪsɪti,ɪlɛktɹˈɪsɪtˌi
electrics	ɪlˈɛktɹɪks
electrification	ɪlˌɛktɹɪfɪkˈeɪʃən
electrified	ɪlˈɛktɹɪfˌaɪd
electrifies	ɪlˈɛktɹɪfˌaɪz
electrify	ɪlˈɛktɹɪfˌaɪ
electrifying	ɪlˈɛktɹɪfˌaɪɪŋ
electro	ɪlˈɛktɹəʊ
electrocardiogram	ɪlˌɛktɹəʊkˈɑːdɪˌəʊɡɹæm
electrocardiograph	ɪlˌɛktɹəʊkˈɑːdɪˌəʊɡɹæf
electrocardiography	ɪlˌɛktɹəʊkˌɑːdɪˈəʊɡɹəfi
electrochemical	ɪlˌɛktɹəʊkˈɛmɪkəl
electrocute	ɪlˈɛktɹəkjˌuːt
electrocuted	ɪlˈɛktɹəkjˌuːtɪd
electrocutes	ɪlˈɛktɹəkjˌuːts
electrocuting	ɪlˈɛktɹəkjˌuːtɪŋ
electrocution	ɪlˌɛktɹəkjˈuːʃən
electrocutions	ɪlˌɛktɹəkjˈuːʃənz
electrode	ɪlˈɛktɹəʊd
electrodes	ɪlˈɛktɹəʊdz
electrodynamics	ɪlˌɛktɹəʊdaɪnˈæmɪks
electroencephalogram	ɪlˌɛktɹəʊənsˈɛfɐlˌɒɡɹæm
electroencephalograph	ɪlˌɛktɹəʊənsˈɛfɐlˌɒɡɹæf
electroencephalography	ɪlˌɛktɹəʊənsˌɛfɐlˈɒɡɹəfi
electrolier	ɛlˈɛktɹəliɐ
electroluminescent	ɛlˌɛktɹəlˌuːmɪnˈɛsənt
electrolysis	ɛlɪktɹˈɒləsˌɪs
electrolyte	ɛlˈɛktɹəlˌaɪt
electrolytes	ɛlˈɛktɹəlˌaɪts
electrolytic	ɛlˌɛktɹəlˈɪtɪk
electromagnet	ɪlˌɛktɹəʊmˈæɡnɪt
electromagnetic	ɪlˌɛktɹəʊmɐɡnˈɛtɪk
electromagnetism	ɪlˌɛktɹəʊmˈæɡnɪtˌɪzəm
electromagnets	ɪlˌɛktɹəʊmˈæɡnɪts
electromechanical	ɪlˌɛktɹəʊmɪkˈænɪkəl
electromotive	ɪlˌɛktɹəʊmˈəʊtɪv
electron	ɪlˈɛktɹɒn
electronic	ɪlˌɛktɹˈɒnɪk,ˌɛlɪktɹˈɒnɪk
electronically	ˌɛlɪktɹˈɒnɪkli
electronics	ɪlˌɛktɹˈɒnɪks,ˌɛlɪktɹˈɒnɪks
electrons	ɪlˈɛktɹɒnz
electroplate	ɪlˌɛktɹəʊplˈeɪt
electroplated	ɪlˌɛktɹəʊplˈeɪtɪd
electroplating	ɪlˌɛktɹəʊplˈeɪtɪŋ
electroshock	ɪlˌɛktɹəʊʃˈɒk
electrostatic	ɪlˌɛktɹəʊstˈætɪk
electrotherapy	ɪlˌɛktɹəʊθˈɛɹəpi
electrotype	ɪlˌɛktɹəʊtˈaɪp
electrum	ɪlˈɛktɹəm
elects	ɪlˈɛkts
elegance	ˈɛlɪɡəns
elegant	ˈɛlɪgənt,ˈɛlɪɡənt
elegantly	ˈɛlɪɡəntli
elegiac	ˈɛlɪdʒək
elegiacs	ˈɛlɪdʒəks
elegies	ˈɛlɪdʒɪz
elegist	ˈɛlɪdʒˌɪst
elegy	ˈɛlɪdʒi
element	ˈɛlɪmənt
elemental	ˌɛlɪmˈɛntəl
elementary	ˌɛlɪmˈɛntɹi,ˌɛlɪmˈɛntəɹi
elements	ˈɛlɪmənts
elephant	ˈɛlɪfənt
elephantiasis	ˈɛlɪfˌɑːnʃɪˌæsiz
elephantine	ˈɛlɪfˌɑːntiːn
elephants	ˈɛlɪfənts
elevate	ˈɛlɪvˌeɪt
elevated	ˈɛlɪvˌeɪtɪd
elevates	ˈɛlɪvˌeɪts
elevating	ˈɛlɪvˌeɪtɪŋ
elevation	ˌɛlɪvˈeɪʃən
elevations	ˌɛlɪvˈeɪʃənz
elevator	ˈɛlɪvˌeɪtə,ˈɛlɪvˌeɪtɐ
elevators	ˈɛlɪvˌeɪtəz
eleven	ɪlˈɛvən
elevens	ɪlˈɛvənz
elevenses	ɪlˈɛvənsɪz,ɪlˈɛvənzɪz
eleventh	ɪlˈɛvənθ
elf	ˈɛlf
elfin	ˈɛlfɪn
elfish	ˈɛlfɪʃ
elfland	ˈɛlflənd
elfs	ˈɛlfs
elicit	ɪlˈɪsɪt
elicited	ɪlˈɪsɪtɪd
eliciting	ɪlˈɪsɪtɪŋ
elicits	ɪlˈɪsɪts
elides	ɪlˈaɪdz
eliding	ɪlˈaɪdɪŋ
eligibility	ˌɛlɪdʒəbˈɪlɪti,ˌɛlɪdʒɪbˈɪlɪti
eligible	ˈɛlɪdʒəbəl,ˈɛlɪdʒɪbəl
eliminate	ɪlˈɪmɪnˌeɪt
eliminated	ɪlˈɪmɪnˌeɪtɪd
eliminates	ɪlˈɪmɪnˌeɪts
eliminating	ɪlˈɪmɪnˌeɪtɪŋ
elimination	ɪlˌɪmɪnˈeɪʃən
eliminations	ɪlˌɪmɪnˈeɪʃənz
eliminator	ɪlˈɪmɪnˌeɪtɐ
eliminators	ɪlˈɪmɪnˌeɪtəz
eliot	ˈɛlɪət
elision	ɪlˈɪʒən
elite	ɪlˈiːt,eɪlˈiːt
elites	ɪlˈiːts
elitism	ɪlˈiːtɪzəm
elitist	ɪlˈiːtɪst
elitists	ɪlˈiːtɪsts
elixir	ɪlˈɪksɐ
elizabeth	ɪlˈɪzəbəθ
elk	ˈɛlk
elks	ˈɛlks
ell	ˈɛl
ellen	ˈɛlən
ellie	ˈɛli
elliott	ˈɛlɪət
ellipse	ɪlˈɪps
ellipses	ɪlˈɪpsiːz
ellipsis	ɪlˈɪpsɪs
ellipsoid	ɪlˈɪpsɔɪd
elliptic	ɪlˈɪptɪk
elliptical	ɪlˈɪptɪkəl
elliptically	ɪlˈɪptɪkli
ells	ˈɛlz
elm	ˈɛlm
elms	ˈɛlmz
elocution	ɪləkjˈuːʃən
elongate	ɪlˈɒŋɡeɪt
elongated	ɪlˈɒŋɡeɪtɪd
elongates	ɪlˈɒŋɡeɪts
elongating	ɪlˈɒŋɡeɪtɪŋ
elongation	ɪləŋɡˈeɪʃən
elope	ɪlˈəʊp
eloped	ɪlˈəʊpt
elopement	ɪlˈəʊpmənt
elopes	ɪlˈəʊps
eloping	ɪlˈəʊpɪŋ
eloquence	ˈɛləkwəns
eloquent	ˈɛləkwənt
eloquently	ˈɛləkwəntli
els	ˈɛlz
else	ˈɛls
elsewhere	ˈɛlsweə,ˈɛlswˌɛə
elucidate	ɪlˈuːsɪdˌeɪt
elucidated	ɪlˈuːsɪdˌeɪtɪd
elucidates	ɪlˈuːsɪdˌeɪts
elucidating	ɪlˈuːsɪdˌeɪtɪŋ
elucidation	ɪlˌuːsɪdˈeɪʃən
elude	ɪlˈuːd
eluded	ɪlˈuːdɪd
eludes	ɪlˈuːdz
eluding	ɪlˈuːdɪŋ
elusive	ɪlˈuːsɪv
elusiveness	ɪlˈuːsɪvnəs
elver	ˈɛlvɐ
elvers	ˈɛlvəz
elves	ˈɛlvz
elvis	ˈɛlvɪs
elvish	ˈɛlvɪʃ
ely	ˈiːli
em	ˈɛm
emaciated	iːmˈeɪsɪˌeɪtɪd
emaciation	iːmˈeɪsɪˈeɪʃən
email	ˈiːmeɪl
emailed	ˈiːmeɪld
emailing	ˈiːmeɪlɪŋ
emails	ˈiːmeɪlz
emanate	ˈɛmɐnˌeɪt
emanated	ˈɛmɐnˌeɪtɪd
emanates	ˈɛmɐnˌeɪts
emanating	ˈɛmɐnˌeɪtɪŋ
emanation	ˌɛmɐnˈeɪʃən
emanations	ˌɛmɐnˈeɪʃənz
emancipate	ɪmˈɑːnsɪpˌeɪt
emancipated	ɪmˈɑːnsɪpˌeɪtɪd
emancipation	ɪmˌɑːnsɪpˈeɪʃən
emancipator	ɪmˈɑːnsɪpˌeɪtɐ
emasculate	ɪmˈæskjʊlˌeɪt
emasculated	ɪmˈæskjʊlˌeɪtɪd
emasculating	ɪmˈæskjʊlˌeɪtɪŋ
emasculation	ɪmˌæskjʊlˈeɪʃən
embalm	ɛmbˈɑːm
embalmed	ɛmbˈɑːmd
embalmer	ɛmbˈɑːmɐ
embalmers	ɛmbˈɑːməz
embalming	ɛmbˈɑːmɪŋ
embalms	ɛmbˈɑːmz
embankment	ɪmbˈæŋkmənt,ɛmbˈæŋkmənt
embankments	ɛmbˈæŋkmənts
embargo	ɛmbˈɑːɡəʊ
embargoed	ɛmbˈɑːɡəʊd
embargoes	ɛmbˈɑːɡəʊz
embark	ɛmbˈɑːk,ɪmbˈɑːk
embarkation	ɛmbɑːkˈeɪʃən
embarked	ɛmbˈɑːkt
embarking	ɛmbˈɑːkɪŋ
embarks	ɛmbˈɑːks
embarrass	ɛmbˈæɹəs,ɪmbˈæɹəs
embarrassed	ɪmbˈæɹəst,ɛmbˈæɹəst
embarrasses	ɛmbˈæɹəsɪz
embarrassing	ɪmbˈæɹəsɪŋ,ɛmbˈæɹəsɪŋ
embarrassingly	ɛmbˈæɹəsɪŋli
embarrassment	ɛmbˈæɹəsmənt,ɪmbˈæɹəsmənt
embarrassments	ɛmbˈæɹəsmənts
embassies	ˈɛmbəsˌɪz
embassy	ˈɛmbəsˌi,ˈɛmbəsi
embattled	ɛmbˈætəld
embed	ɛmbˈɛd
embedded	ɛmbˈɛdɪd
embedding	ɛmbˈɛdɪŋ
embeds	ɛmbˈɛdz
embellish	ɛmbˈɛlɪʃ
embellished	ɛmbˈɛlɪʃt
embellishes	ɛmbˈɛlɪʃɪz
embellishing	ɛmbˈɛlɪʃɪŋ
embellishment	ɛmbˈɛlɪʃmənt
embellishments	ɛmbˈɛlɪʃmənts
ember	ˈɛmbɐ
embers	ˈɛmbəz
embezzle	ɛmbˈɛzəl
embezzled	ɛmbˈɛzəld
embezzlement	ɛmbˈɛzəlmənt
embezzler	ɛmbˈɛzlɐ
embezzling	ɛmbˈɛzlɪŋ
embittered	ɛmbˈɪtəd
embittering	ɛmbˈɪtəɹɪŋ
emblaze	ɛmblˈeɪz
emblazon	ɛmblˈeɪzən
emblazoned	ɛmblˈeɪzənd
emblem	ˈɛmbləm
emblematic	ˌɛmbəlmˈætɪk
emblems	ˈɛmbləmz
embodied	ɛmbˈɒdɪd
embodies	ɛmbˈɒdɪz
embodiment	ɛmbˈɒdɪmənt
embodiments	ɛmbˈɒdɪmənts
embody	ɪmbˈɒdi,ɛmbˈɒdi
embodying	ɛmbˈɒdɪɪŋ
embolden	ɛmbˈəʊldən
emboldened	ɛmbˈəʊldənd
emboldens	ɛmbˈəʊldənz
embolectomy	ɛmbəlˈɛktəmˌi
emboli	ɛmbˈəʊli
embolism	ˈɛmbəʊlˌɪzəm
embolus	ɛmbˈɒləs
embonpoint	ɛmbˈɒnpɔɪnt
emboss	ɛmbˈɒs
embossed	ɛmbˈɒst
embosses	ɛmbˈɒsɪz
embossing	ɛmbˈɒsɪŋ
embouchure	ɛmbˈaʊʃjɔː
embowered	ɛmbˈaʊəd
embrace	ɛmbɹˈeɪs,ɪmbɹˈeɪs
embraceable	ɛmbɹˈeɪsəbəl
embraced	ɛmbɹˈeɪst
embraces	ɛmbɹˈeɪsɪz
embracing	ɛmbɹˈeɪsɪŋ
embrocation	ɛmbɹəkˈeɪʃən
embroider	ɛmbɹˈɔɪdɐ
embroidered	ɛmbɹˈɔɪdəd
embroiderer	ɛmbɹˈɔɪdəɹɐ
embroiderers	ɛmbɹˈɔɪdəɹəz
embroideries	ɛmbɹˈɔɪdəɹiz
embroidering	ɛmbɹˈɔɪdəɹɪŋ
embroiders	ɛmbɹˈɔɪdəz
embroidery	ɛmbɹˈɔɪdəɹi
embroil	ɛmbɹˈɔɪl
embroiled	ɛmbɹˈɔɪld,ɪmbɹˈɔɪld
embroiling	ɛmbɹˈɔɪlɪŋ
embroilment	ɛmbɹˈɔɪlmənt
embroils	ɛmbɹˈɔɪlz
embryo	ˈɛmbɹɪˌəʊ
embryologist	ˌɛmbɹɪˈɒlədʒˌɪst
embryologists	ˌɛmbɹɪˈɒlədʒˌɪsts
embryology	ˌɛmbɹɪˈɒlədʒi
embryonic	ˌɛmbɹɪˈɒnɪk
embryos	ˈɛmbɹɪˌəʊz
emcee	ɛmsˈiː
emcees	ɛmsˈiːz
emerald	ˈɛməɹəld,ˈɛmɹəld
emeralds	ˈɛməɹəldz
emerge	ɪmˈɜːdʒ
emerged	ɪmˈɜːdʒd
emergence	ɪmˈɜːdʒəns
emergencies	ɪmˈɜːdʒənsiz
emergency	ɪmˈɜːdʒənsi
emergent	ɪmˈɜːdʒənt
emerges	ɪmˈɜːdʒɪz
emerging	ɪmˈɜːdʒɪŋ
emeritus	ɪmˈɛɹɪtəs
emersed	ɪmˈɜːsd
emersion	ɪmˈɜːʃən
emery	ˈɛməɹi
emetic	ɪmˈɛtɪk
emetics	ɪmˈɛtɪks
emigrant	ˈɛmɪɡɹənt
emigrants	ˈɛmɪɡɹənts
emigrate	ˈɛmɪɡɹˌeɪt
emigrated	ˈɛmɪɡɹˌeɪtɪd
emigrates	ˈɛmɪɡɹˌeɪts
emigrating	ˈɛmɪɡɹˌeɪtɪŋ
emigration	ˌɛmɪɡɹˈeɪʃən
emigrations	ˌɛmɪɡɹˈeɪʃənz
emily	ˈɛmɪli
eminence	ˈɛmɪnəns
eminent	ˈɛmɪnənt
eminently	ˈɛmɪnəntli
emir	ˈɛmiə
emirate	ˈɛmɪɹˌeɪt
emirates	ˈɛmɪɹɪts,ˈɛmɪɹˌeɪts
emirs	ˈɛmiəz
emissaries	ˈɛmɪsəɹiz
emissary	ˈɛmɪsəɹi
emission	ɪmˈɪʃən
emissions	ɪmˈɪʃənz
emit	ɪmˈɪt
emits	ɪmˈɪts
emitted	ɪmˈɪtɪd
emitter	ɪmˈɪtɐ
emitters	ɪmˈɪtəz
emitting	ɪmˈɪtɪŋ
emma	ˈɛmə
emmer	ˈɛmɐ
emmet	ˈɛmɪt
emollient	ɪmˈɒliənt
emote	ɪmˈəʊt
emoted	ɪmˈəʊtɪd
emoticon	ɪmˈɒtɪkən
emoticons	ɪmˈɒtɪkənz
emoting	ɪmˈəʊtɪŋ
emotion	ɪmˈəʊʃən
emotional	ɪmˈəʊʃənəl
emotionalism	ɪmˈəʊʃənəlˌɪzəm
emotionality	ɪmˌəʊʃənˈælɪti
emotionally	ɪmˈəʊʃənəli
emotionless	ɪmˈəʊʃənləs
emotions	ɪmˈəʊʃənz
emotive	ɪmˈəʊtɪv
empanada	ɛmpɐnˈɑːdɐ
empathetic	ˌɛmpɐθˈɛtɪk
empathetically	ˌɛmpɐθˈɛtɪkli
empathic	ɛmpˈæθɪk
empathise	ˈɛmpəθˌaɪz
empathised	ˈɛmpəθˌaɪzd
empathises	ˈɛmpəθˌaɪzɪz
empathising	ˈɛmpəθˌaɪzɪŋ
empathy	ˈɛmpəθi
emperor	ˈɛmpəɹə,ˈɛmpəɹɐ
emperors	ˈɛmpəɹəz
emphasis	ˈɛmfəsˌɪs,ˈɛmfəsɪs
emphasise	ˈɛmfəsˌaɪz,ˈɛmfɐsˌaɪz
emphasised	ˈɛmfɐsˌaɪzd
emphasises	ˈɛmfɐsˌaɪzɪz
emphasising	ˈɛmfɐsˌaɪzɪŋ
emphasize	ˈɛmfəsˌaɪz
emphatic	ɛmfˈætɪk
emphatically	ɛmfˈætɪkli
emphysema	ɛmfˈaɪsmɐ
empire	ˈɛmpaɪə
empires	ˈɛmpaɪəz
empirical	ɛmpˈɪɹɪkəl,ˌɛmpˈɪɹɪkəl
empirically	ɛmpˈɪɹɪkli
empiricism	ɛmpˈɪɹɪsˌɪzəm
empiricist	ɛmpˈɪɹɪsˌɪst
emplacement	ɛmplˈeɪsmənt
emplacements	ɛmplˈeɪsmənts
employ	ɛmplˈɔɪ,ɪmplˈɔɪ
employability	ɛmplˌɔɪəbˈɪlɪti
employable	ɛmplˈɔɪəbəl
employed	ɛmplˈɔɪd,ɪmplˈɔɪd
employee	ɛmplˈɔɪi,ɛmplˈɔɪiː,ɪmplˈɔɪi
employees	ɪmplˈɔɪiz,ɛmplˈɔɪiːz,ɛmplˈɔɪiz
employer	ɛmplˈɔɪə,ɛmplˈɔɪɐ,ɪmplˈɔɪə
employers	ɛmplˈɔɪəz,ɪmplˈɔɪəz
employing	ɛmplˈɔɪɪŋ
employment	ɛmplˈɔɪmənt,ɪmplˈɔɪmənt
employments	ɛmplˈɔɪmənts
employs	ɛmplˈɔɪz
emporia	ɛmpˈɔːɹiə
emporium	ɛmpˈɔːɹiəm
emporiums	ɛmpˈɔːɹiəmz
empower	ɛmpˈaʊɐ
empowered	ɛmpˈaʊəd
empowering	ɛmpˈaʊəɹɪŋ
empowerment	ɛmpˈaʊəmənt
empowers	ɛmpˈaʊəz
empress	ˈɛmpɹɛs
empresses	ˈɛmpɹɛsɪz
emptied	ˈɛmptɪd
emptier	ˈɛmptɪɐ
empties	ˈɛmptɪz
emptiest	ˈɛmptɪəst
emptiness	ˈɛmptɪnəs
emptor	ɛmptˈɔː
empty	ˈɛmti,ˈɛmpti
emptying	ˈɛmptɪɪŋ
empurpled	ɛmpˈɜːpəld
empyema	ɛmpɪˈɛmɐ
ems	ˈɛmz
emu	ˈiːmjuː
emulate	ˈɛmjʊlˌeɪt
emulated	ˈɛmjʊlˌeɪtɪd
emulates	ˈɛmjʊlˌeɪts
emulating	ˈɛmjʊlˌeɪtɪŋ
emulation	ˌɛmjʊlˈeɪʃən
emulator	ˈɛmjʊlˌeɪtɐ
emulous	ˈɛmjʊləs
emulsification	ɪmˌʌlsɪfɪkˈeɪʃən
emulsified	ɪmˈʌlsɪfˌaɪd
emulsifier	ɪmˈʌlsɪfˌaɪə
emulsifiers	ɪmˈʌlsɪfˌaɪəz
emulsifies	ɪmˈʌlsɪfˌaɪz
emulsify	ɪmˈʌlsɪfˌaɪ
emulsifying	ɪmˈʌlsɪfˌaɪɪŋ
emulsion	ɪmˈʌlʃən
emulsions	ɪmˈʌlʃənz
emus	ˈiːmjuːz
en	ˈɛn
enable	ɛnˈeɪbəl,ɪnˈeɪbəl
enabled	ɪnˈeɪbəld,ɛnˈeɪbəld
enabler	ɛnˈeɪblɐ
enablers	ɛnˈeɪbləz
enables	ɪnˈeɪbəlz,ɛnˈeɪbəlz
enabling	ɛnˈeɪblɪŋ,ɛnˈeɪbəlɪŋ,ɪnˈeɪblɪŋ
enact	ɪnˈækt,ɛnˈækt
enacted	ɛnˈæktɪd
enacting	ɛnˈæktɪŋ
enactment	ɛnˈæktmənt
enactments	ɛnˈæktmənts
enactor	ɛnˈæktɐ
enacts	ɛnˈækts
enamel	ɪnˈæməl
enamelled	ɪnˈæməld
enamelling	ɪnˈæməlɪŋ
enamels	ɪnˈæməlz
enamoured	ɪnˈæməd
