㔂	lan²⁴
奶胎	nĩ⁴⁴⁻²²tʰaɪ⁴⁴
奶茶	nĩ⁴⁴⁻²²te²⁴
奶蔥	nĩ⁴⁴⁻²²t͡sʰaŋ⁴⁴
奶虎	nĩ⁴⁴⁻²²hɔ⁵³
奶觱仔	nĩ⁴⁴⁻²²pi⁴⁴⁻²²a⁵³
奶酪	nĩ⁴⁴⁻²²lɔk̚⁴
奶頭	nĩ⁴⁴⁻²²tʰaʊ²⁴
奶齒	nĩ⁴⁴⁻²²kʰi⁵³
奸	kan⁴⁴
奸商	kan⁴⁴⁻²²ɕiɔŋ⁴⁴
奸宄	kan⁴⁴⁻²²kui⁵³
奸巧	kan⁴⁴⁻²²kʰiaʊ⁵³
奸猾	kan⁴⁴⁻²²kut̚⁴
奸笑	kan⁴⁴⁻²²t͡ɕʰio²¹
奸細	kan⁴⁴⁻²²se²¹
奸臣	kan⁴⁴⁻²²ɕin²⁴
奸計	kan⁴⁴⁻²²ke²¹
奸賊	kan⁴⁴⁻²²t͡sʰat̚⁴
奸邪	kan⁴⁴⁻²²ɕia²⁴
奸險	kan⁴⁴⁻²²hiam⁵³
奸雄	kan⁴⁴⁻²²hiɔŋ²⁴
她	tʰa⁴⁴
她	tʰo⁴⁴
她	tʰã⁴⁴
好	ho⁵³
好	hɔ̃²¹
好久	ho⁵³⁻⁴⁴ku⁵³
好事	ho⁵³⁻⁴⁴su²²
好事	hɔ̃²¹⁻⁵³su²²
好人	ho⁵³⁻⁴⁴laŋ²⁴
好人卡	ho⁵³⁻⁴⁴laŋ²⁴⁻²²kʰaʔ³²
好代得	ho⁵³⁻⁴⁴taɪ²²⁻²¹tit̚³²
好佳哉	ho⁵³⁻⁴⁴kaɪ⁴⁴⁻²²t͡saɪ²¹
好像	ho⁵³⁻⁴⁴t͡ɕʰiũ²²
好像材	ho⁵³⁻⁴⁴ɕiɔŋ²²⁻²¹t͡saɪ²⁴
好兄弟	ho⁵³⁻⁴⁴hiã⁴⁴⁻²²ti²²
好冬道	ho⁵³⁻⁴⁴taŋ⁴⁴⁻²²to²²
好利路	ho⁵³⁻⁴⁴li²²⁻²¹lɔ²²
好勝	hɔ̃²¹⁻⁵³ɕiɪŋ²¹
好勢	ho⁵³⁻⁴⁴se²¹
好命	ho⁵³⁻⁴⁴miã²²
好啉	ho⁵³⁻⁴⁴lim⁴⁴
好喙	ho⁵³⁻⁴⁴t͡sʰui²¹
好囝	ho⁵³⁻⁴⁴kiã⁵³
好在	ho⁵³⁻⁴⁴t͡saɪ²²
好多	ho⁵³⁻⁴⁴to⁴⁴
好天	ho⁵³⁻⁴⁴tʰĩ⁴⁴
好天時	ho⁵³⁻⁴⁴tʰĩ⁴⁴⁻²²ɕi²⁴
好奇	hɔ̃²¹⁻⁵³ki²⁴
好奇心	hɔ̃²¹⁻⁵³ki²⁴⁻²²ɕim⁴⁴
好好	ho⁵³⁻⁴⁴ho⁵³
好好是是	ho⁵³⁻⁴⁴ho⁵³⁻⁴⁴ɕi²²⁻²¹ɕi²²
好字運	ho⁵³⁻⁴⁴li²²⁻²¹un²²
好學	ho⁵³⁻⁴⁴oʔ⁴
好客	hɔ̃²¹⁻⁵³kʰeʔ³²
好客情	ho⁵³⁻⁴⁴kʰeʔ³²⁻⁵³t͡ɕiɪŋ²⁴
好容易	ho⁵³⁻⁴⁴iɔŋ²⁴⁻²²i²²
好年冬	ho⁵³⁻⁴⁴nĩ²⁴⁻²²taŋ⁴⁴
好康	ho⁵³⁻⁴⁴kʰaŋ⁴⁴
好強	hɔ̃²¹⁻⁵³kiɔŋ²⁴
好得	ho⁵³⁻⁴⁴tit̚³²
好心	ho⁵³⁻⁴⁴ɕim⁴⁴
好惡	hɔ̃²¹⁻⁵³ɔ̃²¹
好意	ho⁵³⁻⁴⁴i²¹
好感	ho⁵³⁻⁴⁴kam⁵³
好戰	hɔ̃²¹⁻⁵³t͡ɕiɛn²¹
好所行	ho⁵³⁻⁴⁴sɔ⁵³⁻⁴⁴kiã²⁴
好手	ho⁵³⁻⁴⁴t͡ɕʰiu⁵³
好料	ho⁵³⁻⁴⁴liaʊ²²
好是是	ho⁵³⁻⁴⁴ɕi²²⁻²¹ɕi²²
好景	ho⁵³⁻⁴⁴kiɪŋ⁵³
好朋友	ho⁵³⁻⁴⁴piɪŋ²⁴⁻²²iu⁵³
好歹	ho⁵³⁻⁴⁴pʰãɪ⁵³
好比	ho⁵³⁻⁴⁴pi⁵³
好流擺	ho⁵³⁻⁴⁴laʊ²⁴⁻²²paɪ⁵³
好漢	ho⁵³⁻⁴⁴han²¹
好用	ho⁵³⁻⁴⁴iɔŋ²²
好用	ho⁵³⁻⁴⁴iɪŋ²²
好當當	ho⁵³⁻⁴⁴taŋ⁴⁴⁻²²taŋ⁴⁴
好看	ho⁵³⁻⁴⁴kʰuã²¹
好看無好食	ho⁵³⁻⁴⁴kʰuã²¹⁻⁵³bo²⁴⁻²²ho⁵³⁻⁴⁴t͡ɕiaʔ⁴
好禮	ho⁵³⁻⁴⁴le⁵³
好空	ho⁵³⁻⁴⁴kʰaŋ⁴⁴
好笑	ho⁵³⁻⁴⁴t͡ɕʰio²¹
好維是	ho⁵³⁻⁴⁴bi²⁴⁻²²ɕi²²
好缺	ho⁵³⁻⁴⁴kʰeʔ³²
好聲嗽	ho⁵³⁻⁴⁴ɕiã⁴⁴⁻²²saʊ²¹
好聽	ho⁵³⁻⁴⁴tʰiã⁴⁴
好膽	ho⁵³⁻⁴⁴tã⁵³
好色	hɔ̃²¹⁻⁵³ɕiɪk̚³²
好萊塢	ho⁵³⁻⁴⁴laɪ²⁴⁻²²u²¹
好處	ho⁵³⁻⁴⁴t͡sʰu²¹
好評	ho⁵³⁻⁴⁴pʰiɪŋ²⁴
好說	ho⁵³⁻⁴⁴seʔ³²
好譜	ho⁵³⁻⁴⁴pʰɔ⁵³
好路	ho⁵³⁻⁴⁴lɔ²²
好轉	ho⁵³⁻⁴⁴t͡suan⁵³
好運	ho⁵³⁻⁴⁴un²²
好險	ho⁵³⁻⁴⁴hiam⁵³
好額	ho⁵³⁻⁴⁴ɡiaʔ⁴
好額人	ho⁵³⁻⁴⁴ɡiaʔ⁴⁻²¹laŋ²⁴
好食	ho⁵³⁻⁴⁴t͡ɕiaʔ⁴
好鼻獅	ho⁵³⁻⁴⁴pʰĩ²²⁻²¹saɪ⁴⁴
好鼻獅	hɔ⁵³⁻⁴⁴pʰĩ²²⁻²¹saɪ⁴⁴
如	lu²⁴
如上	lu²⁴⁻²²ɕiɔŋ²²
如下	lu²⁴⁻²²ha²²
如今	lu²⁴⁻²²kim⁴⁴
如何	lu²⁴⁻²²ho²⁴
如出一轍	lu²⁴⁻²²t͡sʰut̚³²⁻⁴it̚³²⁻⁴tiɛt̚⁴
如同	lu²⁴⁻²²tɔŋ²⁴
如實	lu²⁴⁻²²ɕit̚⁴
如意	lu²⁴⁻²²i²¹
如故	lu²⁴⁻²²kɔ²¹
如數	lu²⁴⁻²²sɔ²¹
如期	lu²⁴⁻²²ki²⁴
如果	lu²⁴⁻²²ko⁵³
如此	lu²⁴⁻²²t͡sʰu⁵³
如虎添翼	lu²⁴⁻²²hɔ⁵³⁻⁴⁴tʰiam⁴⁴⁻²²iɪk̚⁴
如虎添翼	lu²⁴⁻²²hɔ⁵³⁻⁴⁴tʰiam⁴⁴⁻²²ɕit̚⁴
如願	lu²⁴⁻²²ɡuan²²
如願以償	lu²⁴⁻²²ɡuan²²⁻²¹i⁵³⁻⁴⁴ɕiɔŋ²⁴
妃	hui⁴⁴
妄	bɔŋ²²
妄動	bɔŋ²²⁻²¹tɔŋ²²
妄取	bɔŋ²²⁻²¹t͡sʰu⁵³
妄圖	bɔŋ²²⁻²¹tɔ²⁴
妄想	bɔŋ²²⁻²¹ɕiɔŋ⁵³
妄求	bɔŋ²²⁻²¹kiu²⁴
妄為	bɔŋ²²⁻²¹ui²⁴
妄言	bɔŋ²²⁻²¹ɡiɛn²⁴
妊	lim²²
妊娠	lim²²⁻²¹ɕin⁴⁴
妒	tɔ²¹
妒忌	tɔ²¹⁻⁵³ki²²
妓	ki²²
妓	ki⁴⁴
妓女	ki⁴⁴⁻²²lu⁵³
妓女間	ki²²⁻²¹li⁵³⁻⁴⁴kiɪŋ⁴⁴
妓院	ki⁴⁴⁻²²ĩ²²
妖	iaʊ⁴⁴
妖冶	iaʊ⁴⁴⁻²²ia⁵³
妖媚	iaʊ⁴⁴⁻²²bi²²
妖嬈	iaʊ⁴⁴⁻²²liaʊ²⁴
妖嬌	iaʊ⁴⁴⁻²²kiaʊ⁴⁴
妖孽	iaʊ⁴⁴⁻²²ɡiɛt̚⁴
妖怪	iaʊ⁴⁴⁻²²kuai²¹
妖法	iaʊ⁴⁴⁻²²huat̚³²
妖精	iaʊ⁴⁴⁻²²t͡ɕĩ⁴⁴
妖術	iaʊ⁴⁴⁻²²sut̚⁴
妖豔	iaʊ⁴⁴⁻²²iam²²
妖道	iaʊ⁴⁴⁻²²to²²
妖邪	iaʊ⁴⁴⁻²²ɕia²⁴
妖風	iaʊ⁴⁴⁻²²hɔŋ⁴⁴
妖魔	iaʊ⁴⁴⁻²²mɔ̃²⁴
妗	kim²²
妗婆	kim²²⁻²¹po²⁴
妙	biaʊ²²
妙方	biaʊ²²⁻²¹hɔŋ⁴⁴
妙用	biaʊ²²⁻²¹iɔŋ²²
妙計	biaʊ²²⁻²¹ke²¹
妙計	miãʊ²²⁻²¹ke²¹
妝	t͡sŋ̍⁴⁴
妝	t͡sɔŋ⁴⁴
妝奩	t͡sŋ̍⁴⁴⁻²²liam²⁴
妝飾	t͡sɔŋ⁴⁴⁻²²ɕiɪk̚³²
妞	niũ⁴⁴
妣	pi⁵³
妥	tʰo⁵³
妥協	tʰo⁵³⁻⁴⁴hiap̚⁴
妥善	tʰo⁵³⁻⁴⁴ɕiɛn²²
妥帖	tʰo⁵³⁻⁴⁴tʰiap̚³²
妥當	tʰo⁵³⁻⁴⁴tɔŋ²¹
妨	hɔŋ⁴⁴
妨	hɔŋ⁵³
妨害	hɔŋ⁴⁴⁻²²haɪ²²
妨害	hɔŋ⁵³⁻⁴⁴haɪ²²
妨礙	hɔŋ⁴⁴⁻²²ɡaɪ²²
妨礙	hɔŋ⁵³⁻⁴⁴ɡaɪ²²
妳	li⁵³
妳	nĩ⁵³
妹	be²²
妹	bue²²
妹夫	be²²⁻²¹hu⁴⁴
妹婿	be²²⁻²¹saɪ²¹
妻	t͡sʰe⁴⁴
妻	t͡sʰue⁴⁴
妻子	t͡sʰe⁴⁴⁻²²t͡su⁵³
妻室	t͡sʰe⁴⁴⁻²²ɕiɪk̚³²
妾	t͡ɕʰiap̚³²
妾身	t͡ɕʰiap̚³²⁻⁴ɕin⁴⁴
姆	bu⁵³
姆	bɔ⁵³
姆	m̩⁵³
姆婆	m̩⁵³⁻⁴⁴po²⁴
姊	t͡se⁵³
姊	t͡su⁵³
姊	t͡ɕi⁵³
姊夫	t͡ɕi⁵³⁻⁴⁴hu⁴⁴
姊妹	t͡ɕi⁵³⁻⁴⁴be²²
姊妹仔	t͡ɕi⁵³⁻⁴⁴be²²⁻²¹a⁵³
姊妹市	t͡ɕi⁵³⁻⁴⁴be²²⁻²¹t͡ɕʰi²²
始	ɕi⁵³
始末	ɕi⁵³⁻⁴⁴buat̚⁴
始皇帝	ɕi⁵³⁻⁴⁴hɔŋ²⁴⁻²²te²¹
始祖	ɕi⁵³⁻⁴⁴t͡sɔ⁵³
始終	ɕi⁵³⁻⁴⁴t͡ɕiɔŋ⁴⁴
姐	t͡se⁵³
姐	t͡ɕia⁵³
姐仔	t͡se⁵³⁻⁴⁴a⁵³
姐仔囝	t͡se⁵³⁻⁴⁴a⁵³⁻⁴⁴kiã⁵³
姐仔母	t͡se⁵³⁻⁴⁴a⁵³⁻⁴⁴bu⁵³
姐夫	t͡ɕia⁵³⁻⁴⁴pɔ⁴⁴
姐妹	t͡ɕia⁵³⁻⁴⁴be²²
姐姐	t͡ɕia⁵³⁻⁴⁴t͡ɕia⁵³
姑	kɔ⁴⁴
姑丈	kɔ⁴⁴⁻²²tiũ²²
姑不二將	kɔ⁴⁴⁻²²put̚³²⁻⁴li²²⁻²¹t͡ɕiɔŋ⁴⁴
姑不將	kɔ⁴⁴⁻²²put̚³²⁻⁴t͡ɕiɔŋ⁴⁴
姑且	kɔ⁴⁴⁻²²t͡ɕʰiã⁵³
姑姑	kɔ⁴⁴⁻²²kɔ⁴⁴
姑娘	kɔ⁴⁴⁻²²niũ²⁴
姑婆	kɔ⁴⁴⁻²²po²⁴
姑媽	kɔ⁴⁴⁻²²mã⁵³
姑嫂	kɔ⁴⁴⁻²²so⁵³
姑息	kɔ⁴⁴⁻²²ɕiɪk̚³²
姑爺	kɔ⁴⁴⁻²²ia²⁴
姑表	kɔ⁴⁴⁻²²piaʊ⁵³
姓	ɕiɪŋ²¹
姓	ɕĩ²¹
姓名	ɕiɪŋ²¹⁻⁵³biɪŋ²⁴
姓名	ɕĩ²¹⁻⁵³miã²⁴
姓氏	ɕiɪŋ²¹⁻⁵³ɕi²²
委	ui⁵³
委任	ui⁵³⁻⁴⁴lim²²
委內瑞拉	ui⁵³⁻⁴⁴lue²²⁻²¹sui²²⁻²¹la⁴⁴
委員	ui⁵³⁻⁴⁴uan²⁴
委員會	ui⁵³⁻⁴⁴uan²⁴⁻²²hue²²
委員長	ui⁵³⁻⁴⁴uan²⁴⁻²²tiũ⁵³
委婉	ui⁵³⁻⁴⁴uan⁵³
委屈	ui⁵³⁻⁴⁴kʰut̚³²
委曲	ui⁵³⁻⁴⁴kʰiɔk̚³²
委派	ui⁵³⁻⁴⁴pʰaɪ²¹
委瑣	ui⁵³⁻⁴⁴so²¹
委託	ui⁵³⁻⁴⁴tʰɔk̚³²
委身	ui⁵³⁻⁴⁴ɕin⁴⁴
姘	pʰiɪŋ⁴⁴
姘頭	pʰiɪŋ⁴⁴⁻²²tʰaʊ²⁴
姚	iaʊ²⁴
姜	kiũ⁴⁴
姜	kʰiũ⁴⁴
姜	kʰiɔŋ⁴⁴
姥	lo⁵³
姦	kan²¹
姦	kan⁴⁴
姦婦	kan⁴⁴⁻²²hu²²
姦尻川	kan²¹⁻⁵³kʰa⁴⁴⁻²²t͡sʰŋ̍⁴⁴
姦情	kan⁴⁴⁻²²t͡ɕiɪŋ²⁴
姦撟	kan²¹⁻⁵³kiaʊ²²
姦殺	kan⁴⁴⁻²²sat̚³²
姦污	kan⁴⁴⁻²²u⁴⁴
姦淫	kan⁴⁴⁻²²im²⁴
姦通	kan⁴⁴⁻²²tʰɔŋ⁴⁴
姨	i²⁴
姨丈	i²⁴⁻²²tiũ²²
姨仔	i²⁴⁻²²a⁵³
姨婆	i²⁴⁻²²po²⁴
姨媽	i²⁴⁻²²mã⁵³
姨母	i²⁴⁻²²bu⁵³
姨表	i²⁴⁻²²piaʊ⁵³
姪	tit̚⁴
姪	t͡ɕit̚⁴
姪仔	tit̚⁴⁻³²a⁵³
姪女	tit̚⁴⁻³²lu⁵³
姬	ki⁴⁴
姻	in⁴⁴
姻緣	in⁴⁴⁻²²iɛn²⁴
姻親	in⁴⁴⁻²²t͡ɕʰin⁴⁴
姿	t͡su⁴⁴
姿勢	t͡su⁴⁴⁻²²se²¹
姿容	t͡su⁴⁴⁻²²iɔŋ²⁴
姿態	t͡su⁴⁴⁻²²tʰaɪ²¹
姿色	t͡su⁴⁴⁻²²ɕiɪk̚³²
威	ui⁴⁴
威信	ui⁴⁴⁻²²ɕin²¹
威儀	ui⁴⁴⁻²²ɡi²⁴
威力	ui⁴⁴⁻²²lat̚⁴
威力	ui⁴⁴⁻²²liɪk̚⁴
威勢	ui⁴⁴⁻²²se²²
威嚇	ui⁴⁴⁻²²hiɪk̚³²
威嚴	ui⁴⁴⁻²²ɡiam²⁴
威廉	ui⁴⁴⁻²²liam²⁴
威懾	ui⁴⁴⁻²²liap̚³²
威懾	ui⁴⁴⁻²²ɕiap̚³²
威望	ui⁴⁴⁻²²bɔŋ²²
威權	ui⁴⁴⁻²²kuan²⁴
威武	ui⁴⁴⁻²²bu⁵³
威海	ui⁴⁴⁻²²haɪ⁵³
威脅	ui⁴⁴⁻²²hiap̚⁴
威逼	ui⁴⁴⁻²²piɪk̚³²
威靈仙	ui⁴⁴⁻²²liɪŋ²⁴⁻²²ɕiɛn⁴⁴
威風	ui⁴⁴⁻²²hɔŋ⁴⁴
娃	ua⁴⁴
娃娃	ua⁴⁴⁻²²ua⁴⁴
娘	liɔŋ²⁴
娘	niã²⁴
娘	niũ²⁴
娘仔	niũ²⁴⁻²²a⁵³
娘仔卵	niũ²⁴⁻²²a⁵³⁻⁴⁴nŋ̍²²
娘仔囝	niũ²⁴⁻²²a⁵³⁻⁴⁴kiã⁵³
娘仔屎	niũ²⁴⁻²²a⁵³⁻⁴⁴saɪ⁵³
娘仔帽	niũ²⁴⁻²²a⁵³⁻⁴⁴bo²²
娘仔棗	niũ²⁴⁻²²a⁵³⁻⁴⁴t͡so⁵³
娘仔樹	niũ²⁴⁻²²a⁵³⁻⁴⁴t͡ɕʰiu²²
娘仔箔	niũ²⁴⁻²²a⁵³⁻⁴⁴poʔ⁴
娘仔箬	niũ²⁴⁻²²a⁵³⁻⁴⁴hioʔ⁴
娘仔絲	niũ²⁴⁻²²a⁵³⁻⁴⁴ɕi⁴⁴
娘仔繭	niũ²⁴⁻²²a⁵³⁻⁴⁴kiɛn⁵³
娘仔蝦	niũ²⁴⁻²²a⁵³⁻⁴⁴he²⁴
娘仔蝶	niũ²⁴⁻²²a⁵³⁻⁴⁴iaʔ⁴
娘仔蟻	niũ²⁴⁻²²a⁵³⁻⁴⁴hia²²
娘仔豆	niũ²⁴⁻²²a⁵³⁻⁴⁴taʊ²²
娘娘	niũ²⁴⁻²²niũ²⁴
娘嬭	niũ²⁴⁻²²le⁵³
娘嬭	niũ²⁴⁻²²nẽ⁵³
娘子軍	niũ²⁴⁻²²t͡su⁵³⁻⁴⁴kun⁴⁴
娘家	niũ²⁴⁻²²ke⁴⁴
娘爸	niũ²⁴⁻²²pe²²
娛	ɡu²⁴
娛樂	ɡu²⁴⁻²²lɔk̚⁴
娜	lo⁵³
娜	nã⁵³
娜	nɔ̃⁵³
娟	kuan⁴⁴
娠	ɕin⁴⁴
娥	ŋɔ̃²⁴
娩	biɛn⁵³
娶	t͡sʰua²²
娶	t͡sʰu⁵³
娶親	t͡sʰu⁵³⁻⁴⁴t͡ɕʰin⁴⁴
娼	t͡ɕʰiɔŋ⁴⁴
娼妓	t͡ɕʰiɔŋ⁴⁴⁻²²ki⁴⁴
娼婦	t͡ɕʰiɔŋ⁴⁴⁻²²hu²²
婀	o⁴⁴
婀娜	o⁴⁴⁻²²lo⁵³
婁	lɔ²⁴
婆	po²⁴
婆婆	po²⁴⁻²²po²⁴
婆家	po²⁴⁻²²ka⁴⁴
婆家	po²⁴⁻²²ke⁴⁴
婉	uan⁵³
婉拒	uan⁵³⁻⁴⁴ki²²
婉言	uan⁵³⁻⁴⁴ɡiɛn²⁴
婉轉	uan⁵³⁻⁴⁴t͡suan⁵³
婉辭	uan⁵³⁻⁴⁴su²⁴
婊	piaʊ⁵³
婊仔	piaʊ⁵³⁻⁴⁴a⁵³
婊仔間	piaʊ⁵³⁻⁴⁴a⁵³⁻⁴⁴kiɪŋ⁴⁴
婊囝	piaʊ⁵³⁻⁴⁴kiã⁵³
婊婆	piaʊ⁵³⁻⁴⁴po²⁴
婊頭	piaʊ⁵³⁻⁴⁴tʰaʊ²⁴
婚	hun⁴⁴
婚事	hun⁴⁴⁻²²su²²
婚前	hun⁴⁴⁻²²t͡ɕiɛn²⁴
婚外情	hun⁴⁴⁻²²ɡua²²⁻²¹t͡ɕiɪŋ²⁴
婚外戀	hun⁴⁴⁻²²ɡua²²⁻²¹luan²⁴
婚姻	hun⁴⁴⁻²²in⁴⁴
婚姻法	hun⁴⁴⁻²²in⁴⁴⁻²²huat̚³²
婚嫁	hun⁴⁴⁻²²ke²¹
婚宴	hun⁴⁴⁻²²iɛn²¹
婚後	hun⁴⁴⁻²²aʊ²²
婚期	hun⁴⁴⁻²²ki²⁴
婚禮	hun⁴⁴⁻²²le⁵³
婚約	hun⁴⁴⁻²²iɔk̚³²
婚配	hun⁴⁴⁻²²pʰue²¹
婢	pi²²
婦	hu²²
婦	pu²²
婦人	hu²²⁻²¹lin²⁴
婦人人	hu²²⁻²¹lin²⁴⁻²²laŋ²⁴
婦女	hu²²⁻²¹lu⁵³
婦女節	hu²²⁻²¹li⁵³⁻⁴⁴t͡ɕiɛt̚³²
婦孺	hu²²⁻²¹d͡zu²⁴
婦產科	hu²²⁻²¹san⁵³⁻⁴⁴kʰo⁴⁴
婦科	hu²²⁻²¹kʰo⁴⁴
婦道	hu²²⁻²¹to²²
婷	tiɪŋ²⁴
婿	saɪ²¹
婿	se²¹
媌	ba²⁴
媌母	ba²⁴⁻²²bu⁵³
媌頭	ba²⁴⁻²²tʰaʊ²⁴
媒	hm̩²⁴
媒	muĩ²⁴
媒人	hm̩²⁴⁻²²laŋ²⁴
媒人	m̩²⁴⁻²²laŋ²⁴
媒人姐	hm̩²⁴⁻²²laŋ²⁴⁻²²t͡ɕia⁵³
媒人婆	hm̩²⁴⁻²²laŋ²⁴⁻²²po²⁴
媒人婆	m̩²⁴⁻²²laŋ²⁴⁻²²po²⁴
媒介	muĩ²⁴⁻²²kaɪ²¹
媒婆	muĩ²⁴⁻²²po²⁴
媚	bi²²
媚外	bi²²⁻²¹ɡua²²
媚外	bi²²⁻²¹ɡue²²
媚骨	bi²²⁻²¹kut̚³²
媠	sui⁵³
媠噹噹	sui⁵³⁻⁴⁴taŋ⁴⁴⁻²²taŋ⁴⁴
媠氣	sui⁵³⁻⁴⁴kʰui²¹
媧	o⁴⁴
媳	ɕiɪk̚³²
媳婦	ɕiɪk̚³²⁻⁴hu²²
媵	in²²
媸	t͡ɕʰi⁴⁴
媽	mã²⁴
媽	mã⁴⁴
媽	mã⁵³
媽媽	mã²⁴⁻²²mã²⁴
媽孫	mã⁵³⁻⁴⁴sun⁴⁴
媽孫仔	mã⁵³⁻⁴⁴sun⁴⁴⁻²²a⁵³
媽祖	mã⁵³⁻⁴⁴t͡sɔ⁵³
媽祖婆魚	mã⁵³⁻⁴⁴t͡sɔ⁵³⁻⁴⁴po²⁴⁻²²hi²⁴
媽祖廟	mã⁵³⁻⁴⁴t͡sɔ⁵³⁻⁴⁴bio²²
媽祖魚	mã⁵³⁻⁴⁴t͡sɔ⁵³⁻⁴⁴hi²⁴
媾和	kɔ²¹⁻⁵³ho²⁴
嫁	ka²¹
嫁	ke²¹
嫁人	ke²¹⁻⁵³laŋ²⁴
嫁妝	ke²¹⁻⁵³t͡sŋ̍⁴⁴
嫁接	ka²¹⁻⁵³t͡ɕiap̚³²
嫁翁	ke²¹⁻⁵³aŋ⁴⁴
嫂	so⁵³
嫉	t͡ɕit̚⁴
嫉	t͡ɕiɪk̚⁴
嫉妒	t͡ɕit̚⁴⁻³²tɔ²¹
嫉妒	t͡ɕiɪk̚⁴⁻³²tɔ²¹
嫌	hiam²⁴
嫌棄	hiam²⁴⁻²²kʰi²¹
嫌犯	hiam²⁴⁻²²huan²²
嫌疑	hiam²⁴⁻²²ɡi²⁴
嫌隙	hiam²⁴⁻²²kʰiɪk̚³²
嫖	pʰiaʊ²⁴
嫗	u²¹
嫠	li²⁴
嫠婦	li²⁴⁻²²hu²²
嫢	kui⁴⁴
嫢	kui⁵³
嫣	iɛn⁴⁴
嫣投	iɛn⁴⁴⁻²²taʊ²⁴
嫣水	iɛn⁴⁴⁻²²t͡sui⁵³
嫣頭	iɛn⁴⁴⁻²²tʰaʊ²⁴
嫦娥	ɕiɔŋ²⁴⁻²²ɡo²⁴
嫩	lun²²
嫵	bu⁵³
嫵媚	bu⁵³⁻⁴⁴bi²²
嫷	sui⁵³
嬈	hiaʊ²⁴
嬉	hi⁴⁴
嬉戲	hi⁴⁴⁻²²hi²¹
嬉笑	hi⁴⁴⁻²²ɕiaʊ²¹
嬋	ɕiɛn²⁴
嬋娟	ɕiɛn²⁴⁻²²kuan⁴⁴
嬌	kiaʊ⁴⁴
嬌妻	kiaʊ⁴⁴⁻²²t͡sʰe⁴⁴
嬌媚	kiaʊ⁴⁴⁻²²bi²²
嬌嫩	kiaʊ⁴⁴⁻²²lun²²
嬌嬈	kiaʊ⁴⁴⁻²²liaʊ²⁴
嬌小	kiaʊ⁴⁴⁻²²ɕio⁵³
嬌態	kiaʊ⁴⁴⁻²²tʰaɪ²¹
嬌憨	kiaʊ⁴⁴⁻²²ham⁴⁴
嬌柔	kiaʊ⁴⁴⁻²²liu²⁴
嬌氣	kiaʊ⁴⁴⁻²²kʰi²¹
嬌滴滴	kiaʊ⁴⁴⁻²²tiʔ³²⁻⁵³tiʔ³²
嬌縱	kiaʊ⁴⁴⁻²²t͡ɕʰiɔŋ²¹
嬌豔	kiaʊ⁴⁴⁻²²iam²²
嬌養	kiaʊ⁴⁴⁻²²iɔŋ⁵³
嬔	huan²²
嬰	iɪŋ⁴⁴
嬰	ĩ⁴⁴
嬰	ẽ⁴⁴
嬰仔	ẽ⁴⁴⁻²²a⁵³
嬰兒	iɪŋ⁴⁴⁻²²li²⁴
嬰孩	iɪŋ⁴⁴⁻²²haɪ²⁴
嬸	t͡ɕim⁵³
嬸	ɕim⁵³
嬸婆	t͡ɕim⁵³⁻⁴⁴po²⁴
嬸媽	t͡ɕim⁵³⁻⁴⁴mã⁵³
孀	sɔŋ⁴⁴
子	li⁵³
子	t͡su⁵³
子	t͡ɕi⁵³
子仔	t͡ɕĩ⁵³⁻⁴⁴a⁵³
子午	t͡su⁵³⁻⁴⁴ŋɔ̃⁵³
子午線	t͡su⁵³⁻⁴⁴ŋɔ̃⁵³⁻⁴⁴suã²¹
子女	t͡su⁵³⁻⁴⁴lu⁵³
子孫	t͡su⁵³⁻⁴⁴sun⁴⁴
子宮	t͡su⁵³⁻⁴⁴kiɔŋ⁴⁴
子弟	t͡su⁵³⁻⁴⁴te²²
子彈	t͡su⁵³⁻⁴⁴tan²⁴
子時	t͡su⁵³⁻⁴⁴ɕi²⁴
子民	t͡su⁵³⁻⁴⁴bin²⁴
子葉	t͡su⁵³⁻⁴⁴hioʔ⁴
子薑	t͡ɕĩ⁵³⁻⁴⁴kiũ⁴⁴
子車	t͡su⁵³⁻⁴⁴ku⁴⁴
子音	t͡su⁵³⁻⁴⁴im⁴⁴
孑	kʰiɛt̚³²
孔	kʰaŋ⁵³
孔	kʰɔŋ⁵³
孔交	kʰɔŋ⁵³⁻⁴⁴kaʊ⁴⁴
孔夫子	kʰɔŋ⁵³⁻⁴⁴hu⁴⁴⁻²²t͡su⁵³
孔子	kʰɔŋ⁵³⁻⁴⁴t͡su⁵³
孔子公	kʰɔŋ⁵³⁻⁴⁴t͡su⁵³⁻⁴⁴kɔŋ⁴⁴
孔子廟	kʰɔŋ⁵³⁻⁴⁴t͡su⁵³⁻⁴⁴bio²²
孔子白	kʰɔŋ⁵³⁻⁴⁴t͡su⁵³⁻⁴⁴peʔ⁴
孔明	kʰɔŋ⁵³⁻⁴⁴biɪŋ²⁴
孔明燈	kʰɔŋ⁵³⁻⁴⁴biɪŋ²⁴⁻²²tiɪŋ⁴⁴
孔明車	kʰɔŋ⁵³⁻⁴⁴biɪŋ²⁴⁻²²t͡ɕʰia⁴⁴
孔雀	kʰɔŋ⁵³⁻⁴⁴t͡ɕʰiɔk̚³²
孕	in²²
孕	iɪŋ²²
孕婦	in²²⁻²¹hu²²
孕穗	in²²⁻²¹sui²²
孕育	in²²⁻²¹iɔk̚⁴
字	li²²
