aarōn	aaɾoːn
catēchista	kat̪eːkʰɪs̠t̪a
catēchizō	kat̪eːkʰɪzzoː
catēchēseus	kat̪eːkʰeːs̠eʊs̠
catēchēsis	kat̪eːkʰeːs̠ɪs̠
catēchūmenus	kat̪eːkʰuːmɛnʊs̠
catēcizō	kat̪eːkɪzzoː
catēgoria	kat̪eːɡɔɾia
catēna	kat̪eːna
catēnārius	kat̪eːnaːɾiʊs̠
catēnō	kat̪eːnoː
catīllus	kat̪iːl̠l̠ʊs̠
catīllāmen	kat̪iːl̠l̠aːmɛn
catīllātiō	kat̪iːl̠l̠aːt̪ioː
catīnus	kat̪iːnʊs̠
catō	kat̪oː
catōblepās	kat̪oːbɫ̪ɛpaːs̠
catōne	kat̪oːnɛ
catōnius	kat̪oːniʊs̠
catūlōticus	kat̪uːɫ̪oːt̪ɪkʊs̠
caucasicus	kau̯kas̠ɪkʊs̠
cauda	kau̯d̪a
caudeus	kau̯d̪eʊs̠
caudex	kau̯d̪ɛks̠
caudium	kau̯d̪iʊ̃ˑ
caudālis	kau̯d̪aːl̪ɪs̠
caudātus	kau̯d̪aːt̪ʊs̠
caulae	kau̯ɫ̪ae̯
cauliculus	kau̯l̪ɪkʊɫ̪ʊs̠
cauliculāris	kau̯l̪ɪkʊɫ̪aːɾɪs̠
cauliflōrus	kau̯l̪ɪfɫ̪oːɾʊs̠
caulinōdāns	kau̯l̪ɪnoːd̪ãːs̠
caulōnia	kau̯ɫ̪oːnia
caunaravī	kau̯naɾawiː
caunus	kau̯nʊs̠
caupulus	kau̯pʊɫ̪ʊs̠
caupōnula	kau̯poːnʊɫ̪a
caupōnārius	kau̯poːnaːɾiʊs̠
caurus	kau̯rʊs̠
causa	kau̯s̠a
causam	kau̯s̠ãˑ
causandō	kau̯s̠an̪d̪oː
causia	kau̯s̠ia
causidicus	kau̯s̠ɪd̪ɪkʊs̠
causor	kau̯s̠ɔr
caussa	kau̯s̠s̠a
causābilis	kau̯s̠aːbɪl̪ɪs̠
causāle	kau̯s̠aːɫ̪ɛ
causālis	kau̯s̠aːl̪ɪs̠
causālēs	kau̯s̠aːɫ̪eːs̠
causās	kau̯s̠aːs̠
cauta	kau̯t̪a
caute	kau̯t̪ɛ
cautim	kau̯t̪ɪ̃ˑ
cautiō	kau̯t̪ioː
cautum	kau̯t̪ʊ̃ˑ
cautus	kau̯t̪ʊs̠
cautās	kau̯t̪aːs̠
cautē	kau̯t̪eː
cautēla	kau̯t̪eːɫ̪a
cautērium	kau̯t̪eːɾiʊ̃ˑ
cautēriō	kau̯t̪eːɾioː
cautī	kau̯t̪iː
cautō	kau̯t̪oː
cautōs	kau̯t̪oːs̠
cavaedium	kawae̯d̪iʊ̃ˑ
cavarēs	kawaɾeːs̠
cavarīnus	kawaɾiːnʊs̠
caveat	kaweat̪
caver	kawɛr
caverna	kawɛrna
cavernicolus	kawɛrnɪkɔɫ̪ʊs̠
cavernātim	kawɛrnaːt̪ɪ̃ˑ
cavernātum	kawɛrnaːt̪ʊ̃ˑ
cavernātūrus	kawɛrnaːt̪uːɾʊs̠
cavernō	kawɛrnoː
cavernōsus	kawɛrnoːs̠ʊs̠
cavifrōns	kawɪfɾõːs̠
cavilla	kawɪl̠l̠a
cavillor	kawɪl̠l̠ɔr
cavillābundus	kawɪl̠l̠aːbʊn̪d̪ʊs̠
cavirōstris	kawɪɾoːs̠t̪ɾɪs̠
cavum	kawʊ̃ˑ
cavus	kawʊs̠
cavāmen	kawaːmɛn
cavātus	kawaːt̪ʊs̠
cavōsitās	kawoːs̠ɪt̪as̠
caystrus	kaʏs̠t̪ɾʊs̠
caīcus	kaiːkʊs̠
ceba	kɛba
cebenna	kɛbɛnna
cebrēn	kɛbɾeːn
cebrēnia	kɛbɾeːnia
cechia	kɛkʰia
cectōria	kɛkt̪oːɾia
cedo	kɛd̪ɔ
cedrinus	kɛd̪rɪnʊs̠
cedrinus	kɛd̪ɾɪnʊs̠
cedrium	kɛd̪riʊ̃ˑ
cedrium	kɛd̪ɾiʊ̃ˑ
cedrus	kɛd̪ɾʊs̠
cedrētum	kɛd̪ɾeːt̪ʊ̃ˑ
cedrētī	kɛd̪ɾeːt̪iː
cedrētō	kɛd̪ɾeːt̪oː
cedrētōrum	kɛd̪ɾeːt̪oːɾʊ̃ˑ
ceiōnius	kɛjjoːniʊs̠
celadussae	kɛɫ̪ad̪ʊs̠s̠ae̯
celaenae	kɛɫ̪ae̯nae̯
celbis	kɛɫ̪bɪs̠
celeber	kɛɫ̪ɛbɛr
celebicus	kɛɫ̪ɛbɪkʊs̠
celebritās	kɛɫ̪ɛbrɪt̪aːs̠
celebritās	kɛɫ̪ɛbɾɪt̪aːs̠
celebritās	t͡ʃɛlɛːbrit̪as
celebrātiō	kɛɫ̪ɛbɾaːt̪ioː
celebrēscō	kɛɫ̪ɛbɾeːs̠koː
celebrō	kɛɫ̪ɛbɾoː
celegerī	kɛɫ̪ɛɡɛɾiː
celenderis	kɛɫ̪ɛn̪d̪ɛɾɪs̠
celer	kɛɫ̪ɛr
celeripēs	kɛɫ̪ɛɾɪpeːs̠
celeriter	kɛɫ̪ɛɾɪt̪ɛr
celeritās	kɛɫ̪ɛɾɪt̪aːs̠
celerō	kɛɫ̪ɛɾoː
celetrum	kɛɫ̪ɛt̪ɾʊ̃ˑ
celeusma	kɛɫ̪eu̯s̠ma
cella	kɛl̠l̠a
cellula	kɛl̠l̠ʊɫ̪a
cellulosolvēns	kɛl̠l̠ʊɫ̪ɔs̠ɔɫ̪wẽːs̠
cellulāris	kɛl̠l̠ʊɫ̪aːɾɪs̠
cellulātus	kɛl̠l̠ʊɫ̪aːt̪ʊs̠
cellārium	kɛl̠l̠aːɾiʊ̃ˑ
celsitūdō	kɛɫ̪s̠ɪt̪uːd̪oː
celsus	kɛɫ̪s̠ʊs̠
celta	kɛɫ̪t̪a
celtae	kɛɫ̪t̪ae̯
celtica	kɛɫ̪t̪ɪka
celticum	kɛɫ̪t̪ɪkʊ̃ˑ
celticus	kɛɫ̪t̪ɪkʊs̠
celticē	kɛɫ̪t̪ɪkeː
celticī	kɛɫ̪t̪ɪkiː
celtis	kɛɫ̪t̪ɪs̠
celydnus	kɛl̪ʏd̪nʊs̠
celēia	kɛɫ̪eːia
celōx	kɛɫ̪oːks̠
cembra	kɛmbɾa
cembrae	kɛmbɾae̯
cembrārum	kɛmbɾaːɾʊ̃ˑ
cembrās	kɛmbɾaːs̠
cemenelium	kɛmɛnɛl̪iʊ̃ˑ
cenchreae	kɛŋkʰɾeae̯
cenchrītis	kɛŋkʰɾiːt̪ɪs̠
cenomannica	kɛnɔmannɪka
cenomānī	kɛnɔmaːniː
centauria	kɛn̪t̪au̯ria
centaurion	kɛn̪t̪au̯riɔn
centaurus	kɛn̪t̪au̯rʊs̠
centaurēa	kɛn̪t̪au̯reːa
centaurēum	kɛn̪t̪au̯reːʊ̃ˑ
centgrāvius	kɛn̪t̪ɡraːwiʊs̠
centiceps	kɛn̪t̪ɪkɛps̠
centiplex	kɛn̪t̪ɪpɫ̪ɛks̠
centipēs	kɛn̪t̪ɪpeːs̠
centoculus	kɛn̪t̪ɔkʊɫ̪ʊs̠
centorēs	kɛn̪t̪ɔɾeːs̠
centrinae	kɛn̪t̪ɾɪnae̯
centripetus	kɛn̪t̪ɾɪpɛt̪ʊs̠
centritēs	kɛn̪t̪ɾɪt̪eːs̠
centrum	kɛn̪t̪ɾʊ̃ˑ
centrālis	kɛn̪t̪ɾaːl̪ɪs̠
centrāliter	kɛn̪t̪ɾaːl̪ɪt̪ɛr
centrō	kɛn̪t̪ɾoː
centum	kɛn̪t̪ʊ̃ˑ
centumgrāvius	kɛn̪t̪ʊŋɡraːwiʊs̠
centumvir	kɛn̪t̪ʊmwɪr
centumvirālis	kɛn̪t̪ʊmwɪɾaːl̪ɪs̠
centumvirātus	kɛn̪t̪ʊmwɪɾaːt̪ʊs̠
centumālus	kɛn̪t̪ʊmaːɫ̪ʊs̠
centuplex	kɛn̪t̪ʊpɫ̪ɛks̠
centuplicō	kɛn̪t̪ʊpl̪ɪkoː
centuria	kɛn̪t̪ʊɾia
centuripa	kɛn̪t̪ʊɾɪpa
centēnius	kɛn̪t̪eːniʊs̠
centēnus	kɛn̪t̪eːnʊs̠
centēnārius	kɛn̪t̪eːnaːɾiʊs̠
centēsima	kɛn̪t̪eːs̠ɪma
centēsimus	kɛn̪t̪eːs̠ɪmʊs̠
centēsimātiō	kɛn̪t̪eːs̠ɪmaːt̪ioː
centō	kɛn̪t̪oː
centūplus	kɛn̪t̪uːpɫ̪ʊs̠
ceola	keɔɫ̪a
cephalaea	kɛpʰaɫ̪ae̯a
cephale	kɛpʰaɫ̪ɛ
cephalicus	kɛpʰal̪ɪkʊs̠
cephallēnia	kɛpʰal̠l̠eːnia
cephaloedium	kɛpʰaɫ̪oe̯d̪iʊ̃ˑ
cephalus	kɛpʰaɫ̪ʊs̠
cephalī	kɛpʰal̪iː
cephalīs	kɛpʰal̪iːs̠
cerainē	kɛɾaɪneː
ceramus	kɛɾamʊs̠
ceramēnsis	kɛɾamẽːs̠ɪs̠
ceramītis	kɛɾamiːt̪ɪs̠
cerasūs	kɛɾas̠uːs̠
cerbalus	kɛrbaːɫ̪ʊs̠
cerbānī	kɛrbaːniː
cerbīa	kɛrbiːa
cercetae	kɛrkɛt̪ae̯
cercetius	kɛrkɛt̪iʊs̠
cercinium	kɛrkɪniʊ̃ˑ
cercēris	kɛrkeːɾɪs̠
cercīna	kɛrkiːna
cercō	kɛrkoː
cerdō	kɛrd̪oː
cereatae	kɛɾeat̪ae̯
cerebellum	kɛɾɛbɛl̠l̠ʊ̃ˑ
cerebrum	kɛɾɛbɾʊ̃ˑ
cerebrālis	kɛɾɛbɾaːl̪ɪs̠
ceresia	kɛɾɛs̠ia
cereālis	kɛɾeaːl̪ɪs̠
cerillae	kɛɾɪl̠l̠ae̯
cerium	kɛɾiʊ̃ˑ
ceriālia	kɛɾiaːl̪ia
cernere	kɛrneːɾɛ
cernere	kɛrnɛɾɛ
cernos	kɛrnɔs̠
cernuus	kɛrnʊʊs̠
cernō	kɛrnoː
cerrus	kɛrrʊs̠
cerrītus	kɛrriːt̪ʊs̠
certandō	kɛrt̪an̪d̪oː
certificātum	kɛrt̪ɪfɪkaːt̪ʊ̃ˑ
certiōrārī	kɛrt̪ioːɾaːɾiː
certiōrō	kɛrt̪ioːɾoː
certus	kɛrt̪ʊs̠
certā	kɛrt̪a
certā	kɛrt̪aː
certābundus	kɛrt̪aːbʊn̪d̪ʊs̠
certāmen	kɛrt̪aːmɛn
certātiō	kɛrt̪aːt̪ioː
certātor	kɛrt̪aːt̪ɔr
certātīvē	kɛrt̪aːt̪iːweː
certē	kɛrt̪eː
certēs	kɛrt̪eːs̠
ceruleus	kɛɾʊɫ̪eʊs̠
cerva	kɛrwa
cerva	kɛrwaː
cervicornis	kɛrwɪkɔrnɪs̠
cervisiālis	kɛrwɪs̠iaːl̪ɪs̠
cervus	kɛrwʊs̠
cervārius	kɛrwaːɾiʊs̠
cervēsia	kɛrweːs̠ia
cervīcal	kɛrwiːkaɫ̪
cervīcātus	kɛrwiːkaːt̪ʊs̠
cervīcēs	kɛrwiːkeːs̠
cervīna	kɛrwiːna
cervīne	kɛrwiːnɛ
cervīnus	kɛrwiːnʊs̠
cervīnī	kɛrwiːniː
cervīnō	kɛrwiːnoː
cervīx	kɛrwiːks̠
cervō	kɛrwoː
cerynītēs	kɛɾʏniːt̪eːs̠
cerātium	kɛɾaːt̪iʊ̃ˑ
cerēs	kɛɾeːs̠
cesanī	kɛs̠aniː
cesserō	kɛs̠s̠ɛɾoː
cessātiō	kɛs̠s̠aːt̪ioː
cessātor	kɛs̠s̠aːt̪ɔr
cessātrīx	kɛs̠s̠at̪ɾɪks̠
cessīcius	kɛs̠s̠iːkiʊs̠
cessō	kɛs̠s̠oː
ceste	kɛs̠t̪ɛ
cestius	kɛs̠t̪iʊs̠
cestria	kɛs̠t̪ɾia
cestrus	kɛs̠t̪ɾʊs̠
cethēgus	kɛt̪ʰeːɡʊs̠
cetium	kɛt̪iʊ̃ˑ
cette	kɛt̪t̪ɛ
ceutronēs	keu̯t̪ɾɔneːs̠
ceylanicus	kei̯ɫ̪anɪkʊs̠
ceylonēnsis	keʏɫ̪ɔnẽːs̠ɪs̠
ce͡ilārius	kɛjɫ̪aːɾiʊs̠
chabriās	kʰabɾiaːs̠
chabōrās	kʰaboːɾaːs̠
chacoēnsis	kʰakɔẽːs̠ɪs̠
chadisius	kʰad̪ɪs̠iʊs̠
chaere	kʰae̯rɛ
chaeta	kʰae̯t̪a
chaetārum	kʰae̯t̪aːɾʊ̃ˑ
chalaeum	kʰaɫ̪ae̯ʊ̃ˑ
chalastra	kʰaɫ̪as̠t̪ɾa
chalcis	kʰaɫ̪kɪs̠
chalconōtus	kʰaɫ̪kɔnoːt̪ʊs̠
chalcophōnos	kʰaɫ̪kɔpʰoːnɔs̠
chalcoīdēs	kʰaɫ̪kɔiːd̪eːs̠
chaldaeicus	kʰaɫ̪d̪ae̯ɪkʊs̠
chaldaeus	kʰaɫ̪d̪ae̯ʊs̠
chaldaicus	kʰaɫ̪d̪aɪkʊs̠
chaldeus	kʰaɫ̪d̪eʊs̠
chalus	kʰaɫ̪ʊs̠
chalybeus	kʰal̪ʏbeʊs̠
chalybs	kʰal̪ʏps̠
chalybēius	kʰal̪ʏbeːiʊs̠
chalybēs	kʰal̪ʏbeːs̠
chalō	kʰaɫ̪oː
chalōnītis	kʰaɫ̪oːniːt̪ɪs̠
chamaecerasus	kʰamae̯kɛɾas̠ʊs̠
chamaeleōn	kʰamae̯ɫ̪eoːn
chamāvī	kʰamaːwɪ
chamūlcus	kʰamuːɫ̪kʊs̠
chananaeus	kʰananae̯ʊs̠
chanis	kʰanɪs̠
chanāneus	kʰanaːneʊs̠
chanēs	kʰaneːs̠
chaos	kʰaɔs̠
character	kʰaɾakt̪ɛr
characēnē	kʰaɾakeːneː
charadra	kʰaɾad̪ɾa
charadrius	kʰaɾad̪riʊs̠
charadrius	kʰaɾad̪ɾiʊs̠
charadrus	kʰaɾad̪ɾʊs̠
charae	kʰaɾae̯
charbrusa	kʰarbɾʊs̠a
chardaleōn	kʰard̪aɫ̪eoːn
chariclēs	kʰaɾɪkɫ̪eːs̠
charidēmus	kʰaɾɪd̪eːmʊs̠
charieis	kʰaɾiiːs̠
charinda	kʰaɾɪn̪d̪a
charinī	kʰaɾɪniː
charisius	kʰaɾɪs̠iʊs̠
charmandē	kʰarman̪d̪eː
charta	kʰart̪a
chartāceus	kʰart̪aːkeʊs̠
charybdis	kʰaɾʏbd̪ɪs̠
chasirus	kʰas̠ɪɾʊs̠
chathamēnsis	kʰat̪ʰamẽːs̠ɪs̠
chatramotītae	kʰat̪ɾamɔt̪iːt̪ae̯
chattī	kʰat̪t̪iː
chelydrus	kʰɛl̪ʏd̪rʊs̠
chelydrus	kʰɛl̪ʏd̪ɾʊs̠
chelys	kʰɛl̪ʏs̠
chelīdonia	kʰɛl̪iːd̪ɔnia
chelīdonius	kʰɛl̪iːd̪ɔniʊs̠
chelōnītis	kʰɛɫ̪oːniːt̪ɪs̠
cheops	kʰeɔps̠
chernītis	kʰɛrniːt̪ɪs̠
cherronēsos	kʰɛrrɔneːs̠ɔs̠
cherronēsus	kʰɛrrɔneːs̠ʊs̠
chersonēsus	kʰɛrs̠ɔneːs̠ʊs̠
chersos	kʰɛrs̠ɔs̠
cherub	kʰɛɾʊb
cherūbīm	kʰɛɾʊbɪn
cherūbīm	kʰɛɾʊbɪ̃ˑ
chesinus	kʰɛs̠ɪnʊs̠
childerīcus	kʰɪɫ̪d̪ɛɾiːkʊs̠
chilia	kʰɪl̪ia
chiliometrum	kʰɪl̪iɔmɛt̪ɾʊ̃ˑ
chilperīcus	kʰɪɫ̪pɛɾiːkʊs̠
chilēnsis	kʰɪɫ̪ẽːs̠ɪs̠
chimboracēnsis	kʰɪmbɔɾakẽːs̠ɪs̠
chimborazēnsis	kʰɪmbɔɾazzẽːs̠ɪs̠
chindrum	kʰɪn̪d̪ɾʊ̃ˑ
chinēnsis	kʰɪnẽːs̠ɪs̠
chios	kʰiɔs̠
chisiotosagī	kʰɪs̠iɔt̪ɔs̠aɡiː
chlamydātus	kʰɫ̪amʏd̪aːt̪ʊs̠
chlamys	kʰɫ̪amʏs̠
chlōritis	kʰɫ̪oːɾɪt̪ɪs̠
chlōriōn	kʰɫ̪oːɾioːn
chlōrum	kʰɫ̪oːɾʊ̃ˑ
chlōrus	kʰɫ̪oːɾʊs̠
chmericus	kʰmɛɾɪkʊs̠
choarēnē	kʰɔaɾeːneː
choaspītis	kʰɔas̠piːt̪ɪs̠
chocolāta	kʰɔkɔɫ̪aːt̪a
chocoēnsis	kʰɔkɔẽːs̠ɪs̠
choeras	kʰoe̯ras̠
choerogylion	kʰoe̯rɔɡʏl̪iɔn
cholera	kʰɔɫ̪ɛɾa
cholerāicus	kʰɔɫ̪ɛɾaːɪkʊs̠
cholēsterolum	kʰɔɫ̪eːs̠t̪ɛɾɔɫ̪ʊ̃ˑ
chorasmiī	kʰɔɾas̠miiː
choraula	kʰɔɾau̯ɫ̪a
choraulēs	kʰɔɾau̯ɫ̪eːs̠
chorda	kʰɔrd̪a
chordus	kʰɔrd̪ʊs̠
chorseus	kʰɔrs̠eʊs̠
chorus	kʰɔɾʊs̠
chorēa	kʰɔɾeːa
chorēīs	kʰɔɾeːiːs̠
chorōs	kʰɔɾoːs̠
choātrae	kʰɔaːt̪ɾae̯
chrismus	kʰɾɪs̠mʊs̠
christifidelis	kʰɾɪs̠t̪ɪfɪd̪ɛl̪ɪs̠
chronicus	kʰɾɔnɪkʊs̠
chrysogaster	kʰɾʏs̠ɔɡas̠t̪ɛr
chrysopterus	kʰɾʏs̠ɔpt̪ɛɾʊs̠
chrystallinus	kʰɾʏs̠t̪al̠l̠ɪnʊs̠
chrysās	kʰɾʏs̠aːs̠
chrēston	kʰɾeːs̠t̪ɔn
chrīstiānus	kʰɾiːs̠t̪iaːnʊs̠
chrīstiānō	kʰɾiːs̠t̪iaːnoː
chrīstogramma	kʰɾɪs̠t̪ɔɡramma
chrīstophorus	kʰɾiːs̠t̪ɔpʰɔɾʊs̠
chrīstus	kʰɾiːs̠t̪ʊs̠
chrōmium	kʰɾoːmiʊ̃ˑ
chrōococcus	kʰɾoːɔkɔkkʊs̠
chrȳsa	kʰɾyːs̠a
chrȳsea	kʰɾyːs̠ea
chrȳsea	kʰɾyːs̠eaː
chrȳseus	kʰɾyːs̠eʊs̠
chrȳsobora	kʰɾyːs̠ɔbɔɾa
chrȳsocalis	kʰɾyːs̠ɔkal̪ɪs̠
chrȳsocanthos	kʰɾyːs̠ɔkan̪t̪ʰɔs̠
chrȳsocarpa	kʰɾyːs̠ɔkarpa
chrȳsocarpa	kʰɾyːs̠ɔkarpaː
chrȳsocarpos	kʰɾyːs̠ɔkarpoːs̠
chrȳsocarpos	kʰɾyːs̠ɔkarpɔs̠
chrȳsocarpus	kʰɾyːs̠ɔkarpʊs̠
chrȳsocarpō	kʰɾyːs̠ɔkarpoː
chrȳsolithus	kʰɾyːs̠ɔl̪ɪt̪ʰʊs̠
chrȳsonōtus	kʰɾyːs̠ɔnoːt̪ʊs̠
chrȳsopolis	kʰɾyːs̠ɔpɔl̪ɪs̠
chrȳsoprassus	kʰɾyːs̠ɔpɾas̠s̠ʊs̠
chrȳsorrhoās	kʰɾʏs̠ɔrrɔaːs̠
chrȳsostomus	kʰɾyːs̠ɔs̠t̪ɔmʊs̠
chrȳsus	kʰɾyːs̠ʊs̠
chrȳsāetos	kʰɾyːs̠aːɛt̪ɔs̠
chrȳsōs	kʰɾyːs̠oːs̠
chthonius	kʰt̪ʰɔniʊs̠
chusiticus	kʰʊs̠ɪt̪ɪkʊs̠
chyrogryllius	kʰʏɾɔɡrʏl̠l̠iʊs̠
chāonia	kʰaːɔnia
chāonēs	kʰaːɔneːs̠
chēlae	kʰeːɫ̪ae̯
chēlē	kʰeːɫ̪eː
chēmicus	kʰeːmɪkʊs̠
chēniscus	kʰeːnɪs̠kʊs̠
chēruscī	kʰeːɾʊs̠kiː
chēsius	kʰeːs̠iʊs̠
chīlias	kʰiːl̪ias̠
chīrographārius	kʰiːɾɔɡrapʰaːɾiʊs̠
chīrurgicus	kʰiːɾʊrɡɪkʊs̠
chīrūrgia	kʰiːɾuːrɡia
chīrūrgia	kʰiːɾuːrɡiaː
chīrūrgius	kʰiːɾuːrɡiʊs̠
chīrūrgus	kʰiːɾuːrɡʊs̠
chīum	kʰiʊ̃ˑ
chīum	kʰiːʊ̃ˑ
chīus	kʰiːʊs̠
chōbus	kʰoːbʊs̠
chȳlus	kʰyːɫ̪ʊs̠
chȳmus	kʰyːmʊs̠
chȳtrus	kʰyːt̪ɾʊs̠
ciabrus	kiabɾʊs̠
cibarcī	kɪbarkiː
cibdēlus	kɪbd̪eːɫ̪ʊs̠
cibicīda	kɪbɪkiːd̪a
cibilitānī	kɪbɪl̪ɪt̪aːniː
cibus	kɪbʊs̠
cibālis	kɪbaːl̪ɪs̠
cibāria	kɪbaːɾia
cibāria	kɪbaːɾiaː
cibārius	kɪbaːɾiʊs̠
cibāta	kɪbaːt̪a
cibāta	kɪbaːt̪aː
cibātiō	kɪbaːt̪ioː
cibātum	kɪbaːt̪ʊ̃ˑ
cibōrium	kɪboːɾiʊ̃ˑ
cicarō	kɪkaɾoː
cicer	kɪkɛr
cicerēius	kɪkɛɾeːiʊs̠
cicerō	kɪkɛɾoː
cicerōniānus	kɪkɛɾoːniaːnʊs̠
cichorium	kɪkʰɔɾiʊ̃ˑ
cicindēla	kɪkɪn̪d̪eːɫ̪a
ciconēs	kɪkɔneːs̠
cicuma	kɪkʊma
cicur	kɪkʊr
cicurīnus	kɪkʊɾiːnʊs̠
cicynēthus	kɪkʏneːt̪ʰʊs̠
cicāda	kɪkaːd̪a
cicātrīcōsus	kɪkaːt̪ɾiːkoːs̠ʊs̠
cicātrīx	kɪkaːt̪ɾiːks̠
cicōnia	kɪkoːnia
cicūta	kɪkuːt̪a
cicūticen	kɪkuːt̪ɪkɛn
cidamus	kɪd̪amʊs̠
cidenās	kɪd̪ɛnaːs̠
cignus	kɪŋnʊs̠
cilbiānī	kɪɫ̪biaːniː
cilicia	kɪl̪ɪkia
cilicīnus	kɪl̪ɪkiːnʊs̠
cilium	kɪl̪iʊ̃ˑ
ciliāris	kɪl̪iaːɾɪs̠
ciliātus	kɪl̪iaːt̪ʊs̠
cilnius	kɪɫ̪niʊs̠
cilēnī	kɪɫ̪eːniː
cilōter	kɪɫ̪oːt̪ɛr
cimber	kɪmbɛr
cimbrī	kɪmbɾiː
ciminus	kɪmɪnʊs̠
cimussa	kɪmʊs̠s̠a
cimōlus	kɪmoːɫ̪ʊs̠
cinaedicus	kɪnae̯d̪ɪkʊs̠
cinaediās	kɪnae̯d̪ias̠
cinaedus	kɪnae̯d̪ʊs̠
cinara	kɪnaɾa
cincinnus	kɪŋkɪnnʊs̠
cincinnātus	kɪŋkɪnnaːt̪ʊs̠
cinefactus	kɪnɛfakt̪ʊs̠
cinereus	kɪnɛɾeʊs̠
cinericius	kɪnɛɾɪkiʊs̠
cinerāceus	kɪnɛɾaːkeʊs̠
cinerārius	kɪnɛɾaːɾiʊs̠
cinerāscēns	kɪnɛɾaːs̠kẽːs̠
cinerōsus	kɪnɛɾoːs̠ʊs̠
cingulum	kɪŋɡʊɫ̪ʊ̃ˑ
cingulātus	kɪŋɡʊɫ̪aːt̪ʊs̠
cingō	kɪŋɡoː
cingōnius	kɪŋɡoːniʊs̠
cinis	kɪnɪs̠
cinnabaris	kɪnnabaɾɪs̠
cinnamolgus	kɪnnamɔɫ̪ɡʊs̠
cinnamum	kɪnnamʊ̃ˑ
cinnamōminus	kɪnnamoːmɪnʊs̠
cinnamōmum	kɪnnamoːmʊ̃ˑ
cinnamōmus	kɪnnamoːmʊs̠
cinyra	kɪnʏɾa
cinyrīa	kɪnʏɾiːa
ciosmis	kiɔs̠mɪs̠
cipius	kɪpiʊs̠
cippe	kɪppɛ
cippus	kɪppʊs̠
circellus	kɪrkɛl̠l̠ʊs̠
circen	kɪrkɛn
circinus	kɪrkɪnʊs̠
circinātus	kɪrkɪnaːt̪ʊs̠
circiter	kɪrkɪt̪ɛr
circitō	kɪrkɪt̪oː
circueō	kɪrkʊeoː
circuit	kɪrkʊɪt̪
circuitūrus	kɪrkʊɪt̪uːɾʊs̠
circulus	kɪrkʊɫ̪ʊs̠
circulārem	kɪrkʊɫ̪aːɾɛ̃ˑ
circulāris	kɪrkʊɫ̪aːɾɪs̠
circulārēs	kɪrkʊɫ̪aːɾeːs̠
circulātiō	kɪrkʊɫ̪aːt̪ioː
circulātor	kɪrkʊɫ̪aːt̪ɔr
circulātrīx	kɪrkʊɫ̪aːt̪ɾiːks̠
circulātōria	kɪrkʊɫ̪aːt̪oːɾia
circulātōria	kɪrkʊɫ̪aːt̪oːɾiaː
circulātōris	kɪrkʊɫ̪aːt̪oːɾɪs̠
circulātōrius	kɪrkʊɫ̪aːt̪oːɾiʊs̠
circulātōriās	kɪrkʊɫ̪aːt̪oːɾiaːs̠
circulātōriō	kɪrkʊɫ̪aːt̪oːɾioː
circulātōriōs	kɪrkʊɫ̪aːt̪oːɾioːs̠
circulātōrī	kɪrkʊɫ̪aːt̪oːɾiː
circum	kɪrkʊ̃ˑ
circumaedificō	kɪrkʊmae̯d̪ɪfɪkoː
circumaggerō	kɪrkʊmaɡɡɛɾoː
circumagō	kɪrkʊmaɡoː
circumambulātum	kɪrkʊmambʊɫ̪aːt̪ʊ̃ˑ
circumambulō	kɪrkʊmambʊɫ̪oː
circumamictus	kɪrkʊmamɪkt̪ʊs̠
circumarō	kɪrkʊmaɾoː
circumaspiciō	kɪrkʊmas̠pɪkioː
circumcalcō	kɪrkʊŋkaɫ̪koː
circumcingō	kɪrkʊŋkɪŋɡoː
circumcircā	kɪrkʊŋkɪrkaː
circumclūdō	kɪrkʊŋkɫ̪uːd̪oː
circumcolō	kɪrkʊŋkɔɫ̪oː
circumcumulō	kɪrkʊŋkʊmʊɫ̪oː
circumcurrō	kɪrkʊŋkʊrroː
circumcursiō	kɪrkʊŋkʊrs̠ioː
circumcursō	kɪrkʊŋkʊrs̠oː
circumcīdō	kɪrkʊŋkiːd̪oː
circumcīse	kɪrkʊŋkiːs̠ɛ
circumcīsissimē	kɪrkʊŋkiːs̠ɪs̠s̠ɪmeː
circumcīsius	kɪrkʊŋkiːs̠iʊs̠
circumcīsiō	kɪrkʊŋkiːs̠ioː
circumcīsē	kɪrkʊŋkiːs̠eː
circumdatiō	kɪrkʊn̪d̪aːt̪ioː
circumdoleō	kɪrkʊn̪d̪ɔɫ̪eoː
circumdolō	kɪrkʊn̪d̪ɔɫ̪oː
circumductiō	kɪrkʊn̪d̪ʊkt̪ioː
circumductor	kɪrkʊmd̪ʊkt̪ɔr
circumductum	kɪrkʊmd̪ʊkt̪ʊ̃ˑ
circumdō	kɪrkʊn̪d̪oː
circumdūcō	kɪrkʊn̪d̪uːkoː
circumequitō	kɪrkʊmɛkᶣɪt̪oː
circumerrō	kɪrkʊmɛrroː
circumeō	kɪrkʊmeoː
circumfarciō	kɪrkũːfarkioː
circumferentia	kɪrkũːfɛɾɛn̪t̪ia
circumferō	kɪrkũːfɛɾoː
circumfimbriātus	kɪrkũːfɪmbɾiaːt̪ʊs̠
circumflectō	kɪrkũːfɫ̪ɛkt̪oː
circumflexus	kɪrkũːfɫ̪ɛks̠ʊs̠
circumfluus	kɪrkũːfɫ̪ʊʊs̠
circumfluō	kɪrkũːfɫ̪ʊoː
