جي	ɟˈeː
ھيٺين	heːʈʰˈiːn
آنڊن	aːnɖˈʌn
ابوبڪر	abˈoːbəkˌər
اظھار	ˌaʐhˈaːr
انتقال	ˌɪntɪqˈaːl
اٽي	ˈaʈi
برابري	bˌəraːbˈʌri
بلوچي	bəlˈoːci
بوقت	bˈoːqət̪
بگڙيل	bəɡˈʌr.jal
تحريڪن	t̪ˌəhrikˈʌn
تشڪيل	t̪əʃˈʌkjal
تنھنڪري	t̪ˌənhnəkˈʌri
تڙ	t̪ˈʌr.
جڙي	ɟˈʌr.i
حاصلات	hˌaːʂəlˈaːt
حياتياتي	hjaːt̪jˈaːt̪i
خاصيتون	xˌaːʂit̪ˈoːn
خبرون	xˌəbrˈuːn
خزانو	xəzˈaːnoː
دار	dˈaːr
ديسي	dˈeːsi
راس	rˈaːs
رند	rˈʌnd
روڊن	roːɖˈʌn
ستر	sət̪ˈʌr
سمجهن	sˌəməɟəhˈʌn
سنڌن	sˈɪndhn
سهولت	sˌəhoːlˈʌt̪
سچائي	səcˈaːi
سڏجن	sˌəɖəɟˈʌn
سڏي	sˈʌɖi
سڪائي	səkˈaːi
صفت	ʂɪfˈata
ضمير	zəmˈiːr
عجائب	ˌaɟaːˈɪb
عدالتي	ˌadaːlˈʌt̪i
عقيدت	ˌaqidˈʌt̪
غربت	ɣˌərəbˈʌt̪
فزڪس	fˌəzəkˈʌs
قيصر	qeːʂˈʌr
مشن	məʃˈʌn
منشي	mənˈʌʃi
منصوبي	mˌənʂuːbˈiː
موٽ	mˈoːʈ
موڙ	mˈoːr.
نامو	nˈaːmoː
ندين	nədˈiːn
نھايت	nhaːˈiːt̪
هار	hˈaːr
هلال	həlˈaːl
ورهائجي	ʋˌərhaːˈɪɟi
ويٺي	ʋˈeːʈʰi
وڌيو	ʋˈʌdʰjoː
ٺٽو	ʈʰˈʌʈoː
ٻارڻ	baːrˈʌɳ
ٻجن	bəɟˈʌn
ٽائيم	ʈaːˈiːm
ٽرسٽ	ʈˌərəsˈʌʈ
ٽيلي	ʈˈeːli
پوريون	poːrjˈoːn
پوکبو	pˌoːkʰbˈoː
پڙهندڙ	pˌər.əhəndˈʌr.
ڀتين	bʰət̪ˈiːn
ڀٽن	bʰəʈˈʌn
چٽسالي	cˌəʈsˈaːli
کاري	kʰˈaːri
ڪرنل	kˌərənˈʌl
ڪيلشم	kˌeːləʃˈʌm
ڪيٿولڪ	kˌeːtʰoːlˈʌk
گانا	ɡˈaːnaː
ھا	hˈaː
آڪسفورڊ	ˌaːkəsfoːrˈʌɖ
احسان	ɛhsˈaːn
اسلم	ˌasəlˈʌm
الاول	ˌalaːˈoːl
انفرادي	ˌanəfrˈaːdi
اوترو	uːt̪ˈʌroː
اوھان	uːhˈaːn
باغي	bˈaːɣi
بدلجي	badˈalɟi
بلغم	bˌələɣˈʌm
تعلقن	t̪ˌaːləqˈʌn
تنتي	t̪ənˈʌt̪i
جهاد	ɟəhˈaːd
جيترا	ɟeːt̪ˈʌraː
حالات	hˌaːlˈaːt
حفيظ	həfˈiːʐ
خانه	xaːnˈʌh
خانگي	xˈaːnɡi
خلائي	xəlˈaːi
دان	dˈaːn
رسمي	rəsˈʌmi
رقص	rəqˈʌʂ
زيب	zˈeːb
سامي	sˈaːmi
ستارن	sɪtˈaːrn
سراج	sərˈaːɟ
سرحدي	sˌərəhˈʌdi
سٺ	sˈʌʈʰ
سچي	sˈʌci
شخصي	ʃˈaxʂi
شدت	ʃədˈʌt̪
شموليت	ʃˌəmoːlˈiːt̪
عليہ	alˈiːh
فرشن	fˌərəʃˈʌn
قرباني	qˌərbˈaːni
لس	lˈʌs
لساني	ləsˈaːni
ما	mˈaː
مار	mˈaːr
مثنوي	məsˈʌnʋi
معرفت	mˌaːrəfˈʌt̪
نئشنل	nˌəʃənˈʌl
نائين	naːˈiːn
نام	nˈaːm
ناهن	naːhˈʌn
نشانيون	nɪʃˈaːnjoːn
وهڻ	ʋəhˈʌɳ
ويهين	ʋˈiːhĩː
وڌندي	ʋədʰˈʌndi
ٺهيو	ʈʰˈʌhjoː
ٽامي	ʈˈaːmi
ٽنهي	ʈənˈʌhi
ٽيڪ	ʈˈeːk
پالي	pˈaːli
پريزيڊنٽ	pˌərizˌiːɖənˈʌʈ
پوئلڳ	poːˈɪləɡ
پيء	pˈeː
ڀڳوان	bʰəɡʋˈaːn
ڄاڻائي	ɟaːɳˈaːi
چانورن	cˌaːnoːrˈʌn
چوڏهن	cˌoːɖəhˈʌn
چيئرمئن	ceːˈɪrəmˌən
چينل	ceːnˈʌl
ڇڏيون	cʰəɖjˈoːn
ڇڪتاڻ	cʰˌəkt̪ˈaːɳ
ڊگھو	ɖˈʌɡʰoː
ڌنڌو	dʰˈʌndʰoː
کٽ	kʰˈʌʈ
ڪافين	kaːfˈiːn
ڪافيون	kaːfjˈoːn
ڪمان	kəmˈaːn
گهوڙا	ɡəhˈoːr.aː
ڳولڻ	ɡoːlˈʌɳ
ڳڙهي	ɡər.ˈʌhi
ھلندڙ	hˌələndˈʌr.
آء	ˈaː
آبهوا	aːbˈʌhʋaː
آبي	aːbˈiː
آفتاب	ˌaːft̪ˈaːb
آوازن	ˌaːʋaːzˈʌn
آڱر	ˌaːŋ̩ˈʌr
اسلاميه	ˌɪslˈaːmih
اطلاع	atˈʌlaː
اعتماد	ˌeːtɪmˈaːd
اناج	anˈaːɟ
اوتار	uːt̪ˈaːr
ايڏي	ˈeːɖi
اٿي	ˈatʰi
اڳوڻو	aɡˈoːɳoː
بابر	bˈaːbɪr
بنارس	bˌənaːrˈʌs
تماچي	t̪əmˈaːci
تڏهين	t̪ˌəɖhˈiːn
جلدن	ɟˌələdˈʌn
جماعتن	ɟˌəmaːaːt̪ˈʌn
جيون	ɟjˈoːn
حامد	haːmˈʌd
خزاني	xəzˈaːni
دانشور	dˌaːnʃˈoːr
راج	rˈaːɟ
رستا	rˈʌst̪aː
رطوبت	rˌətoːbˈʌt̪
سائوٿ	saːˈoːʈ
سامھون	sˌaːmhˈoːn
ساڳيا	sˈaːɡjaː
سريلنڪا	sˌərilənˈʌkaː
سسئي	səsˈʌi
سگھيو	sˈʌɡʰjoː
شاهڪار	ʃˌaːhəkˈaːr
شهاب	ʃəhˈaːb
صديقي	ʂədˈiːqi
طارق	taːrˈʌq
طبقن	tˌəbəqˈʌn
طبيب	təbˈiːb
طرفن	tˌərəfˈʌn
عظمت	ˌaʐəmˈʌt̪
غلطي	ɣəlˈʌti
قيدين	qeːdˈiːn
ليڪ	lˈeːk
ليڪچرار	lˌeːkəcrˈaːr
مداخلت	mˌədaːxəlˈʌt̪
مرحلن	mˌərəhəlˈʌn
مشرقي	mˈaʃrˌɪqi
مقدمو	mʊqˈadmoː
موقعن	moːqˈaːn
مڪلي	məkˈʌli
نورمحمد	nˌoːrəmˌəhəmˈʌd
نيرون	neːrˈoːn
هوشيار	hoːʃjˈaːr
هڪڙا	həkˈʌr.aː
وارياسي	ʋaːrjˈaːsi
ويئر	ʋeːˈɪr
ويهن	ʋeːhˈʌn
وٺندڙ	ʋˌəʈʰəndˈʌr.
يھودي	jəhˈoːdi
ٺاهيون	ʈʰaːhjˈoːn
پاسا	pˈaːsaː
پاڙيسري	pˌaːr.isˈʌri
پڇاڙي	pəcʰˈaːr.i
ٿئيس	ʈəˈiːs
ٿامس	tʰaːmˈʌs
ٿڌو	ʈˈʌdʰoː
ڏندن	ɖəndˈʌn
ڏڪار	ɖəkˈaːr
ڦيرائي	pʰeːrˈaːi
کانئن	kʰaːnˈʌn
ڪاربان	kˌaːrbˈaːn
ڪلهوڙو	kˌəlhˈuːr.oː
ڪنن	kənˈʌn
ڪنڌ	kˈʌndʰ
ڪوڙي	kˈoːr.i
گذاريائين	ɡˌəzaːrjaːˈiːn
گرلس	ɡˌərəlˈʌs
گهرجن	ɡˌəhərəɟˈʌn
گهيرو	ɡəhˈiːroː
آصف	aːʂˈʌf
آڳاٽن	ˌaːɡaːʈˈʌn
اختيارن	ˌaxt̪jaːrˈʌn
اداڪارا	ˌadaːkˈaːraː
اعلي	ˈaːli
انگلنڊ	ˌanɡəlˈʌnɖ
اڀري	abʰˈʌri
اڪ	ˈak
تفاوت	t̪ˌəfaːˈoːt̪
جتن	ɟət̪ˈʌn
جذب	ɟəzˈʌb
جشن	ɟəʃˈʌn
جمھوريه	ɟˌəmhuːrˈiːh
خارجي	xaːrˈʌɟi
خانن	xaːnˈʌn
داڻن	daːɳˈʌn
رڪاوٽ	rˌəkaːˈoːʈ
ساهتيه	sˌaːhət̪ˈiːh
سدا	sˈʌdaː
سومار	soːmˈaːr
سيتا	sˈeːt̪aː
سيرت	seːrˈʌt̪
سڏ	sˈʌɖ
سگريٽ	sˌəɡrˈiːʈ
سھولت	sˌəhoːlˈʌt̪
شفيع	ʃˈʌfi
عربستان	ˌarəbˈɪstaːn
فوٽان	foːʈˈaːn
قبو	qəbˈoː
لاشاري	laːʃˈaːri
لينن	leːnˈʌn
ليکي	lˈeːkʰi
لڌا	lˈʌdʰaː
ماس	mˈaːs
محترمه	mˌəhət̪ˌərəmˈʌh
مزاحيه	mˌəzaːhˈiːh
مسعود	mˌəsaːˈoːd
مشغول	mˌəʃɣˈuːl
مقرري	mˌəqərˈʌri
منجھان	mˌənəɟhˈaːn
موجودگي	moːɟˈuːdɡi
نارائڻ	nˌaːraːˈɪɳ
نثري	nəsˈʌri
نقشي	nəqˈʌʃi
هڻندا	həɳˈʌndaː
وس	ʋˈʌs
وفد	ʋəfˈʌd
ويڪرائي	ʋˌeːkrˈaːi
ٻيلن	beːlˈʌn
ٽرانزسٽر	ʈˌəraːnˌəzəsəʈˈʌr
پائونڊ	paːˈoːnɖ
پارلياماني	pˌaːrljaːmˈaːni
پتي	pˈʌt̪i
پردي	pˈʌrdi
پريم	pərˈiːm
پشتو	pˈʌʃt̪oː
پنڊت	pənɖˈʌt̪
پهچائي	pˌəhəcˈaːi
پيس	pˈeːs
پيپلزپارٽي	pˌeːpəlˌəzpaːrˈʌʈi
پچڻ	pəcˈʌɳ
ڄيٺمل	ɟˌeːʈʰəmˈʌl
چرپر	cˌərəpˈʌr
چوڻي	cˈoːɳi
چڙهڻ	cˌər.əhˈʌɳ
ڇوڪريون	cʰˌoːkrjˈoːn
ڊگريون	ɖˌəɡrjˈoːn
ڍنڍن	ɖʰˌənəɖʰˈʌn
ڏوڪري	ɖoːkˈʌri
ڪئپٽن	kˌəpəʈˈʌn
ڪانڪريٽ	kˌaːnəkrˈiːʈ
ڪنور	kənˈoːr
ڪورونا	koːrˈoːnaː
گنجائش	ɡˌənɟaːˈɪʃ
گني	ɡˈʌni
گهاٽا	ɡəhˈaːʈaː
گهڻ	ɡəhˈʌɳ
گولڊ	ɡoːlˈʌɖ
گھرن	ɡʰərˈʌn
ڳڻپ	ɡəɳˈʌp
ھالا	hˈaːlaː
ھنڌن	həndʰˈʌn
آڪسائيڊ	ˌaːksaːˈiːɖ
آڻين	aːɳˈiːn
اخبارون	ˌaxbˈaːroːn
افتتاح	ɪftˈɪt̪aːh
افزائي	ˌafzˈaːi
الملڪ	ˌaləməlˈʌk
اندرين	ˌandərˈiːn
اوچي	ˈuːci
ايشيائي	eːʃjˈaːi
ايڏو	ˈeːɖoː
اگني	aɡˈʌni
برفاني	bˌərfˈaːni
تسلسل	t̪ˌəsələsˈʌl
توڻي	t̪ˈoːɳi
جلوس	ɟəlˈoːs
حوالن	haʋˈaːln
خواهشن	xʋˌaːhəʃˈʌn
خوبين	xoːbˈiːn
دھلي	dəhˈʌli
رهاڪن	rˌəhaːkˈʌn
رٿا	rˈʌtʰaː
سئنيما	sənˈiːmaː
سبق	səbˈʌq
سترهين	sˌət̪ərhˈiːn
سرحدون	sˌərəhdˈoːn
سرمد	sˌərəmˈʌd
سفارش	sˌəfaːrˈʌʃ
سمايل	səmˈaːjal
سوشل	soːʃˈʌl
شوقين	ʃoːqˈiːn
طاقتن	tˌaːqət̪ˈʌn
عبور	abˈoːr
عرس	arˈʌs
غلامن	ɣˌəlaːmˈʌn
فائدا	faːˈɪdaː
فاطمه	fˌaːtəmˈʌh
فضا	fˈʌzaː
فيصل	feːʂˈʌl
قبائلي	qəbˈaːɪlˌiː
لهجي	ləhˈʌɟi
مدي	mˈʌdi
مشاهدو	mˌəʃaːhˈʌdoː
مشتاق	məʃt̪ˈaːq
مشرف	mˌəʃərˈʌf
مظفر	mˌəʐəfˈʌr
منظوري	mˌanʐˈuːri
مونکي	moːnˈʌkʰi
مگسي	məɡˈʌsi
نصيرآباد	nˌəʂiraːbˈaːd
نندي	nˈʌndi
نيپئر	neːpˈʌr
هالن	haːlˈʌn
هدايتڪار	hˌədaːˌiːt̪kˈaːr
وديا	ʋˈʌdjaː
وسندي	ʋəsˈʌndi
ويهاريو	ʋeːhˈaːrjoː
وٺن	ʋəʈʰˈʌn
پرائيمري	pˌəraːimˈʌri
پرستي	pərˈʌst̪i
پلاٽ	pəlˈaːʈ
پوکيندا	poːkʰˈiːndaː
پيرو	pˈeːroː
پچائي	pəcˈaːi
پڌرا	pədʰˈʌraː
ڄامشوري	ɟˌaːmʃˈoːri
چئون	cəˈoːn
چاندي	cˈaːndi
چاهيو	cˈaːhjoː
چشتي	cˈʌʃt̪i
چوڪ	cˈoːk
چٽو	cˈʌʈoː
چڱا	cəˈŋ̩aː
ڏيکارڻ	ɖˌeːkʰaːrˈʌɳ
ڏيڻو	ɖˈeːɳoː
ڏٺا	ɖˈʌʈʰaː
ڦرلٽ	pʰˌərəlˈʌʈ
ڪالي	kˈaːli
ڪاوڙ	kaːˈoːr.
ڪتي	kˈʌt̪i
ڪميونٽي	kˌəmjoːnˈʌʈi
ڪنارو	kənˈaːroː
ڪهڪشان	kˌəhəkʃˈaːn
ڪپهه	kˌəpəhˈʌh
گلگت	ɡˌələɡˈʌt̪
گيتن	ɡeːt̪ˈʌn
آتش	ˈaːtɪʃ
آندل	aːndˈʌl
اردن	ardˈʌn
اسٽوڊنٽس	ˌasʈˌoːɖənəʈˈʌs
اعتراض	ˌeːtɪrˈaːz
اوپيرا	uːpˈiːraː
ايجوڪيشن	ˌeːɟoːkiʃˈʌn
ايڊورڊ	ˌeːɖoːrˈʌɖ
تجارت	t̪ˌəɟaːrˈʌt̪
تناسب	t̪ˌənaːsˈʌb
تنهنجو	t̪ˌənəhənˈʌɟoː
جائز	ɟaːˈɪz
جاپان	ɟaːpˈaːn
جاگرافي	ɟˌaːɡrˈaːfi
حملن	hˌəməlˈʌn
خارش	xaːrˈʌʃ
خليل	xˈʌljal
خوشحال	xˈʊʃhaːl
ذريعن	zərˈiːn
راء	rˈaː
راشد	raːʃˈʌd
زمينداري	zˌəmindˈaːri
سما	sˈʌmaː
سيدن	seːdˈʌn
سپاهين	sˌəpaːhˈiːn
سکي	sˈʌkʰi
سڳورن	sˌəɡoːrˈʌn
شيعن	ʃˈiːn
ضد	zˈʌd
عمران	ˈʊmraːn
فري	fˈʌri
قائل	qaːˈɪl
قانع	qˈaːneː
قيامت	qjaːmˈʌt̪
لاڙي	lˈaːr.i
لذت	ləzˈʌt̪
لپي	lˈʌpi
لڌو	lˈʌdʰoː
لڳايا	ləɡˈaːjaː
ماٿر	maːʈˈʌr
مبتلا	mˌəbət̪ˈʌlaː
متحرڪ	mˌət̪əhərˈʌk
مدو	mˈʌdoː
مشهوري	mˌəʃhˈuːri
مفاد	məfˈaːd
مندرن	mˌəndərˈʌn
منزلون	mˈanzˌɪloːn
نشانو	nɪʃˈaːnoː
نوبل	noːbˈʌl
هاسٽل	hˌaːsəʈˈʌl
ووڊ	ʋˈoːɖ
وکر	ʋəkʰˈʌr
يونانين	jˌoːnaːnˈiːn
ٺاھيا	ʈʰˈaːhjaː
ٺهندو	ʈʰəhˈʌndoː
ٽيهن	ʈeːhˈʌn
پاور	paːˈoːr
پوليٽيڪل	pˌoːliʈikˈʌl
پيلي	pˈeːli
پھريان	pˌəhrjˈaːn
ڀڃي	bʰˈʌɲi
ڄمي	ɟˈʌmi
چارج	caːrˈʌɟ
چمڪندڙ	cˌəməkəndˈʌr.
چور	cˈoːr
ڍورو	ɖʰˈoːroː
ڪائي	kˈaːi
ڪارن	kaːrˈʌn
ڪبي	kəbˈiː
ڪريون	kərjˈoːn
ڪلھوڙن	kˌəlhuːr.ˈʌn
ڪوهستان	kˌoːhəˈɪstaːn
گانو	ɡˈaːnoː
گهرڙن	ɡˌəhərər.ˈʌn
ڳئون	ɡəˈoːn
ڳري	ɡˈʌri
ڳنڍ	ɡənˈʌɖʰ
اجل	aɟˈʌl
ارڙهين	ˌarər.hˈiːn
استعيفا	ˌast̪aːˈiːfaː
اسي	ˈasi
اسپيني	ˌaspˈiːni
افسانوي	ˌafsˈaːnʋi
التمش	ˌalət̪əmˈʌʃ
الڪرام	ˌaləkrˈaːm
انتها	ɪntˈɪhaː
ايترا	eːt̪ˈʌraː
اڏي	ˈaɖi
باعث	bˈaːaːs
بخارا	bəxˈaːraː
بصر	bəʂˈʌr
بيدل	bˈeːdəl
تعين	t̪aːˈiːn
جئين	ɟəˈiːn
جمعي	ɟəmˈaːi
جوهي	ɟˈoːhi
جيلاني	ɟeːlˈaːni
جڏهين	ɟˌəɖhˈiːn
حوالو	haʋˈaːloː
حيران	heːrˈaːn
حيض	hˈeːz
دفنايو	dˌəfnˈaːjoː
ذميواري	zəmjʋˈaːri
ذميواريون	zˌəmjʋaːrjˈoːn
رابطو	raːbˈʌtoː
رابطي	raːbˈʌti
رتن	rət̪ˈʌn
روهڙي	roːhˈʌr.i
رھائش	rˌəhaːˈɪʃ
زباني	zəbˈaːni
سادو	sˈaːdoː
سرائي	sərˈaːi
سلامت	sˌəlaːmˈʌt̪
سنڀالڻ	sˌənbʰaːlˈʌɳ
سولو	sˈoːloː
سچو	sˈʌcoː
سگهندي	sˌəɡəhˈʌndi
شاديون	ʃaːdjˈoːn
شينهن	ʃˌeːnəhˈʌn
صبر	ʂəbˈʌr
صبغت	ʂˌəbəɣˈʌt̪
ضرورتن	zˌaruːrət̪ˈʌn
عارف	aːrˈʌf
عبدالرزاق	ˌabdˌaːlərzˈaːq
غم	ɣˈʌm
فارس	faːrˈʌs
فصلن	fˌəʂəlˈʌn
فوجون	foːɟˈoːn
قصا	qˈʌʂaː
لاھور	laːhˈoːr
مالا	mˈaːlaː
محب	məhˈʌb
معاملا	maːmˈʌlaː
موٽيو	mˈoːʈjoː
ميهڙ	meːhˈʌr.
ميڙ	mˈeːr.
مٿانهون	mˌətʰaːnhˈoːn
نافذ	naːfˈʌz
نيل	nˈeːl
هضم	həzˈʌm
هيري	hˈeːri
وشنو	ʋəʃˈʌnoː
وصيت	ʋəʂˈiːt̪
ولايتي	ʋˌəlaːˈiːt̪i
وٺ	ʋˈʌʈʰ
وچان	ʋəcˈaːn
ٽٽي	ʈˈʌʈi
پارٽين	pˌaːrʈˈiːn
پرنٽ	pˌərənˈʌʈ
پوشاڪ	poːʃˈaːk
پيرس	peːrˈʌs
پٽيون	pəʈjˈoːn
پڙهيا	pər.ˈʌhjaː
ٿيٽر	tʰeːʈˈʌr
ڀريا	bʰˈʌrjaː
ڀلائي	bʰəlˈaːi
چادر	caːdˈʌr
ڇاڇري	cʰaːcʰˈʌri
ڊينمارڪ	ɖˌeːnmaːrˈʌk
ڦاسي	pʰˈaːsi
کتري	kʰət̪ˈʌri
ڪنڊا	kˈʌnɖaː
ڪونج	koːnˈʌɟ
ڪڪڙ	kəkˈʌr.
گرھن	ɡˌərəhˈʌn
گهوڙن	ɡˌəhoːr.ˈʌn
گڏهه	ɡˌəɖəhˈʌh
آساني	aːsˈaːni
آنند	aːnˈʌnd
آڳاٽو	aːɡˈaːʈoː
ارباب	ˌarbˈaːb
اسد	asˈʌd
اسٽوپا	ˌasʈˈoːpaː
افلاطون	ˌaflaːtˈoːn
البم	ˌaləbˈʌm
السنڌ	ˌaləsˈʌndʰ
انجيل	anˈʌɟjal
انجڻ	ˌanəɟˈʌɳ
انڊونيشيا	ˌɪnɖoːnˈiːʃjaː
انگيز	anɡˈiːz
بادل	bˈaːdəl
برآمد	bˌəraːmˈʌd
برهمڻن	bˌərəhˌəməɳˈʌn
بلتستان	bˌələt̪ˈɪstaːn
تاليف	t̪aːlˈiːf
تشريحي	t̪ˌəʃrˈiːhi
ججن	ɟəɟˈʌn
جولائي	ɟoːlˈaːi
حرن	hərˈʌn
خالد	xaːlˈʌd
خانان	xaːnˈaːn
خوبيون	xoːbjˈoːn
خوشبو	xˈʊʃbˈoː
داخلي	daːxˈʌli
درجن	dˈarɟn
درياهي	dərjˈaːhi
دشمنن	dˌəʃəmənˈʌn
راڳڻي	raːɡˈʌɳi
رهواسين	rˌəhʋaːsˈiːn
رياضي	rjˈaːzi
زميندارن	zˌəmindaːrˈʌn
سرگرميون	sˌarɡˈarmjoːn
سمجهندو	sˌəməɟəhˈʌndoː
سمجهه	sˌəməɟəhˈʌh
سمجھ	sˌəməɟˈʌh
سمجھڻ	sˌəməɟəhˈʌɳ
سورت	soːrˈʌt̪
سياحن	sjaːhˈʌn
سيارن	sjaːrˈʌn
سيارو	sjˈaːroː
سکڻ	səkʰˈʌɳ
عبد	abˈʌd
عبدالستار	ˌabdˌaːlst̪ˈaːr
عبرت	ˌabərˈʌt̪
عملن	ˌaməlˈʌn
فلڪي	fəlˈʌki
قصن	qəʂˈʌn
قول	qˈoːl
لالواڻي	laːlʋˈaːɳi
ليفٽيننٽ	lˌeːfʈˌiːnənˈʌʈ
متفق	mˌət̪əfˈʌq
مخزن	mˌəxəzˈʌn
مسجدن	mˈasɟˌɪdn
مشتري	məʃt̪ˈʌri
مليس	məlˈiːs
ملڪاڻي	mˌəlkˈaːɳi
مني	mˈʌni
مهاتما	mˌəhaːt̪ˈʌmaː
مهن	məhˈʌn
مومل	moːmˈʌl
موڪلڻ	mˌoːkəlˈʌɳ
نارٿ	naːrˈʌʈ
نباتات	nəbˈaːtˈaːt
نجي	nˈʌɟi
نسخو	nəsˈʌxoː
نظربند	naʐˈarbənd
نم	nˈʌm
هاڪاري	haːkˈaːri
هيٺئين	hˌeːʈʰˈiːn
هٿرادو	hˌəʈrˈaːdoː
وچين	ʋəcˈiːn
ٺھي	ʈʰˈʌhi
پا	pˈaː
پاليسين	pˌaːlisˈiːn
پهلو	pəhˈʌloː
پڇيو	pˈʌcʰjoː
پڪڙي	pəkˈʌr.i
ڀرت	bʰərˈʌt̪
چاچي	cˈaːci
چوري	cˈoːri
چپ	cˈʌp
ڌن	dʰˈʌn
ڏيپلي	ɖeːpˈʌli
ڪپھ	kəpˈʌh
ڪڍندو	kəɖʰˈʌndoː
گفتگو	ɡˌəfət̪ˈʌɡoː
ڳڙھ	ɡˈʌr.h
ھندوستان	hˌənduːst̪ˈaːn
ھڪٻئي	hˌəkəbˈʌi
آخرت	ˌaːxərˈʌt̪
آريه	aːrˈiːh
آني	ˈaːni
اطاعت	ˌataːˈaːt̪
اغوا	ˈaɣʋaː
اللہ	ˈallaːh
ايڪو	ˈeːkoː
ايگزيڪيوٽو	ˌeːɡzikjˈoːʈoː
اپڀرنش	ˌapəbʰˌərənˈʌʃ
اکري	akʰˈʌri
بائيبل	bˈaːibˌəl
بالي	bˈaːli
بصري	bəʂˈʌri
بنگلاديش	bˌənɡəlaːdˈiːʃ
بواسير	bʋˈaːsir
بيماريون	bˈeːmaːrjˌoːn
بيٺا	bˈeːʈʰaː
بچل	bəcˈʌl
بڻجڻ	bˌəɳəɟˈʌɳ
تباهي	t̪əbˈaːhi
تتر	t̪ət̪ˈʌr
تعلقا	t̪aːlˈʌqaː
تفريح	t̪əfˈʌrih
جارجيا	ɟaːrˈʌɟjaː
جانشين	ɟˌaːnʃˈiːn
جزو	ɟˈʌzoː
جمهوريه	ɟˌəmhuːrˈiːh
حوالا	haʋˈaːlaː
داغ	dˈaːɣ
ذميداري	zˌəmidˈaːri
رايا	rˈaːjaː
رح	rəˈah
رشي	rˈʌʃi
رعيت	raːˈiːt̪
رهنديون	rˌəhəndjˈoːn
روسو	rˈoːsoː
ساليانو	saːljˈaːnoː
سرائيڪي	sˌəraːˈiːki
سرحدن	sˌərəhədˈʌn
سهولتون	sˌəhoːlt̪ˈoːn
سورج	soːrˈʌɟ
سوشلزم	sˌoːʃələzˈʌm
سوڀ	sˈoːbʰ
سوچڻ	soːcˈʌɳ
سيشن	seːʃˈʌn
شادين	ʃaːdˈiːn
ضمانت	zˌəmaːnˈʌt̪
عمرو	ˈʊmroː
عملدارن	ˌaməldaːrˈʌn
قافيي	qˈaːfji
لائبرري	lˌaːɪbərˈʌri
لسي	lˈʌsi
لکندا	ləkʰˈʌndaː
مؤرخن	mˌəa͡ʊrəxˈʌn
مامون	maːmˈoːn
ماھرن	mˌaːhərˈʌn
مدرسه	mˌədərəsˈʌh
مزو	mˈʌzoː
مشوري	məʃˈoːri
مفتي	məfˈʌt̪i
مقالي	məqˈaːli
مقناطيسي	mˌəqnaːtˈiːsi
منتخب	mˌənət̪əxˈʌb
منصوبو	mˌənʂuːbˈoː
منٽن	mˌənəʈˈʌn
مٺا	mˈʌʈʰaː
مڪان	məkˈaːn
ناٽيڪل	nˌaːʈikˈʌl
نظارو	nəʐˈaːroː
نقاد	nəqˈaːd
نقشبندي	nˌəqəʃəbˈʌndi
نيپال	neːpˈaːl
هٿيارن	hˌətʰjaːrˈʌn
واضع	ʋˈaːzeː
وفا	ʋˈʌfaː
وهندڙ	ʋˌəhəndˈʌr.
وڪيپيڊيا	ʋˌəkipˈiːɖjaː
ي	jˈeː
ٻارهين	bˌaːrhˈiːn
ٻوڙ	bˈoːr.
ٻڌندا	bədʰˈʌndaː
ٽرمپ	ʈərˈʌmp
پختو	pˈʌxt̪oː
پرڳڻو	pˌərəɡˈʌɳoː
پهلوان	pˌəhəlʋˈaːn
پياري	pjˈaːri
پيداواري	pˌeːdaːʋˈaːri
پيروي	pˈeːrʋi
پڙهائي	pˌər.hˈaːi
پڙهندڙن	pˌər.əhˌəndər.ˈʌn
پھتو	pəhˈʌt̪oː
ڀرڻ	bʰərˈʌɳ
ڊڪشنري	ɖˌəkəʃənˈʌri
ڍل	ɖʰˈʌl
ڏسبو	ɖˌɪsbˈoː
ڪاوش	kaːˈoːʃ
ڪاٺياواڙ	kˌaːʈʰjaːʋˈaːr.
ڪرايون	kˌəraːjˈoːn
ڪريان	kərjˈaːn
ڪمائي	kəmˈaːi
ڪوارٽر	kʋˌaːrəʈˈʌr
گلابي	ɡˌəlaːbˈiː
گهيري	ɡəhˈiːri
گورنري	ɡˌoːrənˈʌri
گھڻن	ɡʰəɳˈʌn
ڳائيندو	ɡaːˈiːndoː
ڳالھائي	ɡˌaːlhˈaːi
اثرن	ˌasərˈʌn
اعجاز	aːɟˈaːz
البته	ˌaləbət̪ˈʌh
القرآن	ˌaləqrˈaːn
اليگزينڊر	ˌaliɡzinɖˈʌr
امڙ	amˈʌr.
انيس	anˈiːs
ايتريقدر	ˌeːt̪rˌiːqədˈʌr
ايستائين	ˌeːst̪aːˈiːn
بقا	bˈʌqaː
ترت	t̪ərˈʌt̪
ترجمان	t̪ˌərəɟmˈaːn
ترميم	t̪ˌərmˈiːm
جادو	ɟˈaːdoː
ججهو	ɟəɟˈʌhoː
جهنڊي	ɟəhˈʌnɖi
جيتن	ɟeːt̪ˈʌn
حواسن	hʋaːsˈʌn
خاصيتن	xˌaːʂit̪ˈʌn
خصوصيت	xˌəʂoːʂˈiːt̪
خوبصورتي	xˌoːbʂoːrˈʌt̪i
دونهين	dˌoːnhˈiːn
ديش	dˈeːʃ
ذاتيون	zaːt̪jˈoːn
ذرا	zˈʌraː
رب	rˈʌb
روانا	rʋˈaːnaː
رواني	rʋˈaːni
