aalboaiei	aalbŏajej
bimestru	bimestru
bimetal	bimetal
bimetalic	bimetalik
bimetalism	bimetalism
bimetalist	bimetalist
bimilenar	bimilenar
bimileniu	bimilenju
bimolecular	bimolekular
bimotor	bimotor
bimpașă	bimpaʃə
bimzuire	bimzuire
bina	bina
binar	binar
binaritate	binaritate
bindisire	bindisire
bine	bine
binecrescut	binekreskut
binecunoscut	binekunoskut
binecuvânta	binekuvɨnta
binecuvântare	binekuvɨntare
binecuvântat	binekuvɨntat
binedispune	binedispune
binedispunere	binedispunere
binefacere	binefatʃere
binefăcător	binefəkətor
binele	binele
binelea	binelĕa
binelui	bineluj
binemerita	binemerita
binemeritare	binemeritare
binemeritat	binemeritat
binemirositor	binemirositor
binevenit	binevenit
binevoire	binevoire
binevoit	binevoit
binevoitor	binevoitor
bineânțeles	bineɨntseles
binețe	binetse
biniș	biniʃ
binișliu	biniʃliu
binișor	biniʃor
binișorul	biniʃorul
binocla	binokla
binoclare	binoklare
binoclu	binoklu
binocular	binokular
binom	binom
binormală	binormalə
bintă	bintə
biobibliografic	biobiblioɡrafik
biobibliografie	biobiblioɡrafije
biocatalizator	biokatalizator
biocenologie	biotʃenolodʒije
biocenotic	biotʃenotik
biocenoză	biotʃenozə
biochimic	biokʲ̩imik
biochimie	biokʲ̩imije
biochimist	biokʲ̩imist
biocibernetic	biotʃibernetik
biocinetic	biotʃinetik
bioclimatic	bioklimatik
bioclimatolog	bioklimatoloɡ
bioclimatologie	bioklimatolodʒije
bioclinica	bioklinika
biocombustibil	biokombustibil
biocompatibil	biokompatibil
biocomplex	biokompleks
bioconștiință	biokonʃtijintsə
biocorie	biokorije
biocrom	biokrom
biocurent	biokurent
biodegradabil	biodeɡradabil
biodermă	biodermə
biodetector	biodetektor
biodeteriorare	biodeteriorare
biodinamic	biodinamik
biodiversitate	biodiversitate
biofiltru	biofiltru
biofizic	biofizik
biofor	biofor
biofotogeneză	biofotodʒenezə
biofoton	biofoton
biogaz	bioɡaz
biogen	biodʒen
biogenerator	biodʒenerator
biogenetic	biodʒenetik
biogeneză	biodʒenezə
biogeocenoză	biodʒeotʃenozə
biogeochimic	biodʒeokʲ̩imik
biogeochimie	biodʒeokʲ̩imije
biogeograf	biodʒeoɡraf
biogeografic	biodʒeoɡrafik
biogeografie	biodʒeoɡrafije
biograf	bioɡraf
biografic	bioɡrafik
biografie	bioɡrafije
biolife	biolife
biolit	biolit
biolog	bioloɡ
biologic	biolodʒik
biologice	biolodʒitʃe
biologie	biolodʒije
biologism	biolodʒism
biologist	biolodʒist
biologizant	biolodʒizant
bioluminescent	bioluminestʃent
bioluminescență	bioluminestʃentsə
bioluminiscență	bioluministʃentsə
biomagnetism	biomaɡnetism
biomasă	biomasə
biomatematic	biomatematik
biomecanică	biomekanikə
biomedical	biomedikal
biomedicină	biomeditʃinə
biometan	biometan
biometeorolog	biometeoroloɡ
biometeorologic	biometeorolodʒik
biometeorologie	biometeorolodʒije
biometrie	biometrije
biomicină	biomitʃinə
biomicroscopie	biomikroskopije
bioplasmă	bioplasmə
biopolitică	biopolitikə
biopotențial	biopotentsijal
biopsic	biopsik
biopsie	biopsije
bioritm	bioritm
bioritmogramă	bioritmoɡramə
bioritmologie	bioritmolodʒije
biosatelit	biosatelit
biosferă	biosferə
biosinteză	biosintezə
biosistem	biosistem
biot	biot
biotaxie	biotaksije
biotehnic	biotehnik
biotelemetric	biotelemetrik
biotelemetrie	biotelemetrije
bioterapie	bioterapije
biotic	biotik
biotină	biotinə
biotip	biotip
biotipologie	biotipolodʒije
biotit	biotit
biotop	biotop
biotron	biotron
bioxid	bioksid
bip	bip
bipartid	bipartid
bipartidă	bipartidə
bipartit	bipartit
bipartiție	bipartitsije
biped	biped
bipenat	bipenat
bipenatifid	bipenatifid
biplacă	biplakə
biplan	biplan
bipolar	bipolar
bipolaritate	bipolaritate
biprismă	biprismə
bipătrat	bipətrat
biraport	biraport
birar	birar
birefringent	birefrindʒent
birefringență	birefrindʒentsə
biremă	biremə
biriș	biriʃ
birișu	biriʃu
birjar	birʒar
birjă	birʒə
birjăresc	birʒəresk
birjărește	birʒəreʃte
birjărie	birʒərije
birlic	birlik
birman	birman
birnic	birnik
birocrat	birokrat
birocratic	birokratik
birocratism	birokratism
birocratiza	birokratiza
birocratizare	birokratizare
birocratizat	birokratizat
birocrație	birokratsije
birocrației	birokratsijej
birotică	birotikə
birou	birow
biroul	biroul
biroului	birouluj
birouri	birourʲ
birourile	birourile
birt	birt
birtaș	birtaʃ
birtășiță	birtəʃitsə
biruință	biruintsə
biruire	biruire
biruit	biruit
biruitor	biruitor
birău	birəw
bis	bis
bisa	bisa
biscuit	biskuit
bisect	bisekt
bisector	bisektor
bisecular	bisekular
bisel	bisel
bisericesc	biseritʃesk
bisericește	biseritʃeʃte
bisericos	biserikos
bisericuță	biserikutsə
biserică	biserikə
bisextil	bisekstil
bisexual	biseksuwal
bisexualitate	biseksuwalitate
bisexuat	biseksuwat
bisilabic	bisilabik
bisimetric	bisimetrik
bismut	bismut
bismutină	bismutinə
bismutit	bismutit
bistreanu	bistrĕanu
bistriț	bistrits
bistrița	bistritsa
bistrițean	bistritsĕan
bistrițeancă	bistritsĕankə
bistro	bistro
bistrou	bistrow
bisturiu	bisturiw
bisulc	bisulk
bisulfat	bisulfat
bisulfit	bisulfit
bisulfură	bisulfurə
bisăptămânal	bisəptəmɨnal
bitang	bitanɡ
bitronconic	bitronkonik
bitum	bitum
bituma	bituma
bitumaj	bitumaʒ
bitumare	bitumare
bitumat	bitumat
bitumen	bitumen
bituminizare	bituminizare
bituminos	bituminos
bitănescu	bitənesku
biunivoc	biunivok
biuretă	biuretə
biută	biutə
biv	biv
bivalent	bivalent
bivalv	bivalv
bivol	bivol
bivolar	bivolar
bivolaru	bivolaru
bivoliță	bivolitsə
bivuac	bivuwak
bivuaca	bivuwaka
bivuacare	bivuwakare
bizam	bizam
bizantin	bizantin
bizantinism	bizantinism
bizantinist	bizantinist
bizantinistică	bizantinistikə
bizantinolog	bizantinoloɡ
bizantinologie	bizantinolodʒije
bizar	bizar
bizarerie	bizarerije
bizeț	bizets
bizon	bizon
bizota	bizota
bizotare	bizotare
bizotat	bizotat
bizuire	bizuire
bizunie	bizunije
bișnițar	biʃnitsar
bișniță	biʃnitsə
blacheu	blakʲ̩ew
blaga	blaɡa
blagoslovenie	blaɡoslovenije
blagoslovire	blaɡoslovire
blagoslovit	blaɡoslovit
blagoveștenie	blaɡoveʃtenije
blaj	blaʒ
blajin	blaʒin
blajinătate	blaʒinətate
blajovici	blaʒovitʃʲ
blam	blam
blama	blama
blamabil	blamabil
blamare	blamare
blamat	blamat
blanc	blank
blanchetă	blankʲ̩etə
blană	blanə
blanșare	blanʃare
blanșir	blanʃir
blanșiruire	blanʃiruire
blasfem	blasfem
blasfemator	blasfemator
blasfemie	blasfemije
blaster	blaster
blastoderm	blastoderm
blastogeneză	blastodʒenezə
blastomer	blastomer
blastomicoză	blastomikozə
blastomogeneză	blastomodʒenezə
blastopor	blastopor
blastulă	blastulə
blat	blat
blaugaz	blauɡaz
blaz	blaz
blaza	blaza
blazare	blazare
blazat	blazat
blazer	blazer
blazon	blazon
bleah	blĕah
bleandă	blĕandə
bleau	blĕaw
bleav	blĕav
bleașc	blĕaʃk
bleașcă	blĕaʃkə
blefarită	blefaritə
blefaroptoză	blefaroptozə
bleg	bleɡ
blegi	bledʒʲ
blegire	bledʒire
blegit	bledʒit
blehăi	blehəi
blehăire	blehəire
blehăit	blehəit
blendă	blendə
blenoragic	blenoradʒik
blenoragie	blenoradʒije
blenoree	blenoree
bleojdire	blĕoʒdire
bleojdit	blĕoʒdit
bleot	blĕot
bleotocăreală	blĕotokərĕalə
bleotocări	blĕotokəri
bleotocărire	blĕotokərire
blestem	blestem
blestema	blestema
blestemare	blestemare
blestemat	blestemat
blestemăție	blestemətsije
bleștire	bleʃtire
bleștit	bleʃtit
blid	blid
blidar	blidar
blidaru	blidaru
blinda	blinda
blindaj	blindaʒ
blindare	blindare
blindat	blindat
blinie	blinije
bliț	blits
bloc	blok
bloca	bloka
blocadă	blokadə
blocaj	blokaʒ
blocaje	blokaʒe
blocajelor	blokaʒelor
blocare	blokare
blocat	blokat
blocate	blokate
blocată	blokatə
blocnotes	bloknotes
blocstart	blokstart
blocul	blokul
blodogorire	blodoɡorire
blond	blond
blondin	blondin
blonzi	blonzʲ
blonzire	blonzire
blonzit	blonzit
bluf	bluf
blugi	bludʒʲ
blugilor	bludʒilor
blum	blum
bluza	bluza
bluzare	bluzare
bluzat	bluzat
bluziță	bluzitsə
bluzon	bluzon
bluzuliță	bluzulitsə
blând	blɨnd
blândețe	blɨndetse
blăjan	bləʒan
blăjean	bləʒĕan
blăjeancă	bləʒĕankə
blăjeni	bləʒenʲ
blăjovan	bləʒovan
blănar	blənar
blăniță	blənitsə
blănos	blənos
blănuire	blənuire
blănuit	blənuit
blănăreasă	blənərĕasə
blănărie	blənərije
boabă	bŏabə
boacă	bŏakə
boacăn	bŏakən
boaită	bŏajtə
boală	bŏalə
boambă	bŏambə
boancă	bŏankə
boare	bŏare
boarfă	bŏarfə
boaru	boaru
boarță	bŏartsə
boască	bŏaskə
boață	bŏatsə
bob	bob
bobariu	bobarju
bobei	bobej
bobeică	bobeikə
bobina	bobina
bobinaj	bobinaʒ
bobinare	bobinare
bobinat	bobinat
bobinator	bobinator
bobire	bobire
bobit	bobit
bobiță	bobitsə
bobletic	bobletik
bobleț	boblets
boboc	bobok
bobocea	bobotʃ̩a
bobocel	bobotʃel
bobocilor	bobotʃilor
bobornic	bobornik
bobot	bobot
bobotaie	bobotaje
bobotează	bobotĕazə
bobotire	bobotire
bobotă	bobotə
bobovină	bobovinə
boboșit	boboʃit
bobuleț	bobulets
bobușor	bobuʃor
bobâlna	bobɨlna
bobârnac	bobɨrnak
boc	bok
boca	boka
bocal	bokal
bocanc	bokank
bocaport	bokaport
boccea	boktʃ̩a
boccealâc	boktʃ̩alɨk
bocceluță	boktʃelutsə
bocciu	boktʃiw
boceală	botʃ̩alə
bocet	botʃet
bocire	botʃire
bocit	botʃit
bocitor	botʃitor
bocluc	bokluk
bocnă	boknə
bocu	boku
bocăneală	bokənĕalə
bocăneț	bokənets
bocănind	bokənind
bocănire	bokənire
bocănit	bokənit
bocănitoare	bokənitŏare
bocănitură	bokəniturə
bocșan	bokʃan
bocșă	bokʃə
bodaproste	bodaproste
bodea	bodĕa
bodegă	bodeɡə
bodicecat	boditʃekat
bodiu	bodiw
bodnar	bodnar
bodogăneală	bodoɡənĕalə
bodogănind	bodoɡənind
bodogănire	bodoɡənire
bodogănit	bodoɡənit
bodârlău	bodɨrləw
boem	boem
boemia	boemija
boerescu	boeresku
bogasier	boɡasijer
bogasieresc	boɡasijeresk
bogasierie	boɡasijerije
bogat	boɡat
bogata	boɡata
bogate	boɡate
bogatu	boɡatu
bogatâr	boɡatɨr
bogați	boɡatsʲ
bogații	boɡatsij
bogdan	boɡdan
bogdana	boɡdana
bogdaproste	boɡdaproste
bogdănescu	boɡdənesku
boghet	bogʲ̩et
boglar	boɡlar
boglari	boɡlarʲ
bognar	boɡnar
bogomil	boɡomil
bogomilic	boɡomilik
bogomilism	boɡomilism
bogza	boɡza
bogătan	boɡətan
bogătate	boɡətate
bogătaș	boɡətaʃ
bogăție	boɡətsije
bogățiile	boɡətsijile
bohoci	bohotʃʲ
boi	boj
boia	boja
boială	bojalə
boiangerie	bojandʒerije
boicot	bojkot
boicota	bojkota
boicotare	bojkotare
boicotat	bojkotat
boicuș	bojkuʃ
boier	bojer
boieraș	bojeraʃ
boierească	bojerĕaskə
boiereasă	bojerĕasə
boieresc	bojeresk
boierește	bojereʃte
boierie	bojerije
boierilor	bojerilor
boierime	bojerime
boierinaș	bojerinaʃ
boierire	bojerire
boierit	bojerit
boieriță	bojeritsə
boiernaș	bojernaʃ
boieroaică	bojerŏajkə
boieros	bojeros
boieru	bojeru
boierul	bojerul
boire	bojre
boit	boit
boiște	bojʃte
boiștean	bojʃtĕan
bojdeucă	boʒdeukə
bojoc	boʒok
bojog	boʒoɡ
bojogar	boʒoɡar
bol	bol
bolborici	bolboritʃʲ
bolborosea	bolborosĕa
bolboroseală	bolborosĕalə
bolborosire	bolborosire
bolborosit	bolborosit
bolboșa	bolboʃa
bolboșare	bolboʃare
bolboșat	bolboʃat
bolbură	bolburə
bolcaș	bolkaʃ
bold	bold
boldei	boldej
boldeștiscăeni	boldeʃtiskəenʲ
boldire	boldire
boldit	boldit
boldiș	boldiʃ
boldișor	boldiʃor
boldo	boldo
boldur	boldur
boleaznă	bolĕaznə
bolero	bolero
bolerou	bolerow
boleșniță	boleʃnitsə
bolfă	bolfə
boli	bolʲ
bolid	bolid
bolile	bolile
bolindeț	bolindets
bolintinvale	bolintinvale
bolire	bolire
bolivian	bolivijan
boliște	boliʃte
bolmojire	bolmoʒire
bolmojit	bolmoʒit
bolnav	bolnav
bolnave	bolnave
bolnavei	bolnavej
bolnavi	bolnavʲ
bolnavilor	bolnavilor
bolnavului	bolnavuluj
bolnavă	bolnavə
bolniță	bolnitsə
bolnăvicios	bolnəvitʃ̩os
bolnăvire	bolnəvire
boloboc	bolobok
bolobocel	bolobotʃel
bologa	boloɡa
bologan	boloɡan
bolohoveni	bolohovenʲ
bolometric	bolometrik
bolometru	bolometru
bolovan	bolovan
bolovanii	bolovanij
bolovănel	bolovənel
bolovănire	bolovənire
bolovănit	bolovənit
bolovăniș	bolovəniʃ
bolovănos	bolovənos
bolson	bolson
boltaș	boltaʃ
boltașu	boltaʃu
boltire	boltire
boltit	boltit
boltitură	boltiturə
boltișoară	boltiʃŏarə
boltiță	boltitsə
boltă	boltə
bolund	bolund
bolând	bolɨnd
bolândatic	bolɨndatik
bolânzi	bolɨnzʲ
bolânzire	bolɨnzire
bolânzit	bolɨnzit
bolșevic	bolʃevik
bolșevism	bolʃevism
bolșeviza	bolʃeviza
bolșevizare	bolʃevizare
bolșevizat	bolʃevizat
bolț	bolts
bolțar	boltsar
bomba	bomba
bombaj	bombaʒ
bombament	bombament
bombarda	bombarda
bombardament	bombardament
bombardare	bombardare
bombardat	bombardat
bombardier	bombardijer
bombardon	bombardon
bombare	bombare
bombastic	bombastik
bombat	bombat
bombe	bombe
bombetă	bombetə
bombeu	bombew
bombiță	bombitsə
bomboane	bombŏane
bomboană	bombŏanə
bombon	bombon
bombonerie	bombonerije
bombonieră	bombonijerə
bombăneală	bombənĕalə
bombănire	bombənire
bombănit	bombənit
bomfaier	bomfajer
bompres	bompres
bon	bon
bonapartism	bonapartism
bonapartist	bonapartist
bonca	bonka
boncăire	bonkəire
boncăluire	bonkəluire
boncăluit	bonkəluit
boncănit	bonkənit
bond	bond
bondar	bondar
bondisa	bondisa
bondisare	bondisare
bondoc	bondok
bondocel	bondotʃel
bondrea	bondrĕa
bondăraș	bondəraʃ
bonetă	bonetə
bonețică	bonetsikə
bongoase	bonɡŏase
bongos	bonɡos
bonier	bonijer
bonifica	bonifika
bonificare	bonifikare
bonificat	bonifikat
bonificație	bonifikatsije
bonitare	bonitare
bonitate	bonitate
bonjur	bonʒur
bonjurism	bonʒurism
bonom	bonom
bonomie	bonomije
bonsoar	bonsŏar
bont	bont
bontire	bontire
bontit	bontit
bonton	bonton
bonus	bonus
bonz	bonz
bonă	bonə
bor	bor
boraci	boratʃʲ
boracit	boratʃit
boraginacee	boradʒinatʃee
boran	boran
borangic	borandʒik
borat	borat
borax	boraks
borcan	borkan
borcea	bortʃ̩a
borceag	bortʃ̩aɡ
borcănat	borkənat
borcănaș	borkənaʃ
borcănel	borkənel
bord	bord
bordaj	bordaʒ
bordeanu	bordĕanu
bordee	bordee
bordei	bordej
bordeianu	bordejanu
bordeiaș	bordejaʃ
bordel	bordel
bordelez	bordelez
borderou	borderow
bordo	bordo
bordul	bordul
bordura	bordura
bordurare	bordurare
bordurat	bordurat
borfaș	borfaʃ
borfășie	borfəʃije
borghis	borgʲ̩is
borhot	borhot
boric	borik
boricat	borikat
borium	borium
bormașină	bormaʃinə
borna	borna
bornaj	bornaʒ
bornare	bornare
bornat	bornat
bornescu	bornesku
bornit	bornit
boroană	borŏanə
boroboață	borobŏatsə
borod	borod
borogeanu	borodʒ̩anu
boroneanț	boronĕants
boronire	boronire
boronit	boronit
boroș	boroʃ
borsec	borsek
borsetă	borsetə
bort	bort
bortelire	bortelire
bortelit	bortelit
borticică	bortitʃikə
bortire	bortire
bortit	bortit
bortă	bortə
borură	borurə
borviz	borviz
borz	borz
borză	borzə
borâre	borɨre
borât	borɨt
borâtură	borɨturə
borî	borɨ
borăscu	borəsku
borș	borʃ
borșa	borʃa
borșire	borʃire
borșit	borʃit
borșișor	borʃiʃor
borșăreasă	borʃərĕasə
borțos	bortsos
bosaj	bosaʒ
boschet	boskʲ̩et
boschetar	boskʲ̩etar
boscorodeală	boskorodĕalə
boscorodi	boskorodi
boscorodire	boskorodire
boscorodit	boskorodit
boscărie	boskərije
bosioc	bosiok
bosman	bosman
bosniac	bosnijak
boson	boson
bostan	bostan
bostană	bostanə
bostonian	bostonijan
bostănar	bostənar
bostănel	bostənel
bostănoasă	bostənŏasə
bostănărie	bostənərije
bosuioc	bosujok
bosumfla	bosumfla
bosumflare	bosumflare
bosumflat	bosumflat
bosă	bosə
bot	bot
botanic	botanik
botanist	botanist
botcă	botkə
boteanu	botĕanu
botei	botej
botelniță	botelnitsə
botez	botez
boteza	boteza
botezare	botezare
botezat	botezat
botezuri	botezurʲ
botgros	botɡros
botină	botinə
botișor	botiʃor
botniță	botnitsə
botoașă	botŏaʃə
botos	botos
botoșani	botoʃanʲ
botoșel	botoʃel
botoșănean	botoʃənĕan
botoșăneancă	botoʃənĕankə
botridie	botridije
botriocefal	botriotʃefal
botriocefaloză	botriotʃefalozə
botriomicoză	botriomikozə
botroș	botroʃ
botulinic	botulinik
botulism	botulism
botă	botə
bou	bow
bouar	bowar
boulea	boulĕa
boulean	boulĕan
bour	bour
bourceanu	bourtʃ̩anu
bourean	bourĕan
bourel	bourel
bouresc	bouresk
bouroaică	bourŏajkə
boușor	bouʃor
bouț	bouts
bovarism	bovarism
bovid	bovid
bovideu	bovidew
bovin	bovin
box	boks
boxa	boksa
boxare	boksare
boxat	boksat
boxer	bokser
boz	boz
bozafer	bozafer
bozie	bozije
boș	boʃ
boșar	boʃar
boșiman	boʃiman
boșneag	boʃnĕaɡ
boșoalcă	boʃŏalkə
boșorog	boʃoroɡ
boșorogeală	boʃorodʒ̩alə
boșorogi	boʃorodʒʲ
boșorogire	boʃorodʒire
boștină	boʃtinə
boțire	botsire
boțit	botsit
boțitură	botsiturə
boțman	botsman
boțog	botsoɡ
brac	brak
braca	braka
bracare	brakare
bracat	brakat
bracona	brakona
braconaj	brakonaʒ
braconajul	brakonaʒul
braconare	brakonare
braconier	brakonijer
bracteal	braktĕal
bractee	braktee
bracteolă	brakteolə
brad	brad
bradea	bradĕa
bradiartrie	bradiartrije
bradicardic	bradikardik
bradicardie	bradikardije
bradichinezie	bradikʲ̩inezije
bradifazie	bradifazije
bradikinezie	bradikʲinezije
bradilalie	bradilalije
bradipepsie	bradipepsije
bradul	bradul
bradului	braduluj
bragagerie	braɡadʒerije
braghină	bragʲ̩inə
bragă	braɡə
brahial	brahial
brahianticlinal	brahiantiklinal
brahicefal	brahitʃefal
brahicefalie	brahitʃefalije
brahilogie	brahilodʒije
brahiopod	brahiopod
brahisinclinal	brahisinklinal
brahma	brahma
brahman	brahman
brahmanic	brahmanik
brahmanism	brahmanism
brahă	brahə
braia	braja
brambura	brambura
brambureală	bramburĕalə
bramburire	bramburire
bramburit	bramburit
bramă	bramə
bran	bran
brancardier	brankardijer
brancardă	brankardə
branchipus	brankʲ̩ipus
branciog	brantʃ̩oɡ
brandenburg	brandenburɡ
brandenburghez	brandenburgʲ̩ez
brandenburgic	brandenburdʒik
branhial	branhial
branhie	branhije
branhiopod	branhiopod
branhiozaur	branhiozaur
braniște	braniʃte
brantax	brantaks
branșa	branʃa
branșament	branʃament
branșare	branʃare
branșat	branʃat
branț	brants
bras	bras
brasaj	brasaʒ
brasardă	brasardə
braserie	braserije
brasieră	brasijerə
brasist	brasist
brasov	brasov
bratiloveanu	bratilovĕanu
bratoloveanu	bratolovĕanu
bratu	bratu
brav	brav
brava	brava
bravadă	bravadə
bravare	bravare
bravat	bravat
bravo	bravo
bravos	bravos
bravului	bravuluj
bravură	bravurə
brazdelor	brazdelor
brazdă	brazdə
brazilian	brazilijan
braziliancă	brazilijankə
brazură	brazurə
brașoavă	braʃŏavə
brașovean	braʃovĕan
brașoveancă	braʃovĕankə
brașovenesc	braʃovenesk
brașovenie	braʃovenije
braț	brats
brațe	bratse
brațele	bratsele
brațetă	bratsetə
brațul	bratsul
brațului	bratsuluj
bre	bre
breabăn	brĕabən
breaslă	brĕaslə
breaz	brĕaz
breaza	brĕaza
breb	breb
brebenel	brebenel
brebenoc	brebenok
brebu	brebu
brec	brek
brecie	bretʃije
bregmă	breɡmə
brei	brej
brelan	brelan
breloc	brelok
bremză	bremzə
breslaș	breslaʃ
bretea	bretĕa
bretelă	bretelə
bretesă	bretesə
breton	breton
breve	breve
brevet	brevet
breveta	breveta
brevetare	brevetare
brevetat	brevetat
brevetată	brevetatə
breviar	brevijar
brevilin	brevilin
brevilocvent	brevilokvent
brevilocvență	brevilokventsə
brevă	brevə
breza	breza
brezaie	brezaje
brezare	brezare
brezat	brezat
brezeanu	brezĕanu
brezoi	brezoj
brezătură	brezəturə
breșă	breʃə
bria	brija
briant	brijant
briantină	brijantinə
brianță	brijantsə
briboi	briboj
bric	brik
bricabrac	brikabrak
briceag	britʃ̩aɡ
bricheta	brikʲ̩eta
brichetaj	brikʲ̩etaʒ
brichetare	brikʲ̩etare
brichetat	brikʲ̩etat
brici	britʃʲ
bricola	brikola
bricolaj	brikolaʒ
bricolare	brikolare
bricolat	brikolat
bridgist	bridʒist
bridă	bridə
brie	brije
briere	brijere
brigadier	briɡadijer
brigadă	briɡadə
brigand	briɡand
brigandaj	briɡandaʒ
brigantină	briɡantinə
brighidău	brigʲ̩idəw
briliant	brilijant
briliantin	brilijantin
brilănțel	briləntsel
brio	brio
brioală	briŏalə
briofită	briofitə
briozoar	briozŏar
brioșă	brioʃə
briptă	briptə
bristol	bristol
britan	britan
britanic	britanik
brizant	brizant
brizanță	brizantsə
brizbiz	brizbiz
brizură	brizurə
briză	brizə
brișcar	briʃkar
brișculiță	briʃkulitsə
brișcuță	briʃkutsə
brișcă	briʃkə
broajbă	brŏaʒbə
broască	brŏaskə
broatec	brŏatek
broboadă	brobŏadə
broboană	brobŏanə
brobona	brobona
brobonare	brobonare
brobonat	brobonat
brobonire	brobonire
brobonit	brobonit
brocart	brokart
brocat	brokat
brod	brod
broda	broda
brodare	brodare
brodat	brodat
brodeală	brodĕalə
broderie	broderije
brodeză	brodezə
brodire	brodire
brodit	brodit
brom	brom
bromat	bromat
bromhidric	bromhidrik
bromhidroză	bromhidrozə
bromic	bromik
bromism	bromism
bromocet	bromotʃet
bromoform	bromoform
bromurare	bromurare
bromură	bromurə
bronhial	bronhial
bronhic	bronhik
bronhie	bronhije
bronhiolă	bronh̩olə
