کے	keː
سبحان	sʊbhˈaːn
سربجیت	sˌərəbˌəɟiˈat
سونو	sˈoːnoː
غیور	ɣˈeːʋər
لاوارث	laːʋˈaːrəs
لواری	laʋˈaːri
مزہ	mˈʌzˌa
مینیجر	mˌɛnɛɟˈar
ٹف	ʈˈʌf
ٹوئیٹر	ʈoːˈiːʈər
پلی	pˈʌli
کڑاہی	kər.ˈaːhi
کھدائی	kʰʊdˈaːi
ہیروز	hirˈoːz
انرولمنٹ	ˌanrˈoːləmˌənʈ
اوصاف	oːʂˈaːf
بت	bˈʊt
برفانی	bˌərfˈaːni
بوم	bˈoːm
بوگس	bˈoːɡəs
بڑوں	bˈʌr.õː
بیالیس	bjaːlˈiːs
بیوٹی	beːˈoːʈi
تالے	tˈaːleː
توں	tˈõː
تہمینہ	tˈɛhmina
تیراہ	teːrˈaːh
جسکا	ɟˈʌskˌaː
ذیادہ	zjˈaːda
روبوٹ	roːbˈoːʈ
شخصی	ʃˈaxʂi
شورش	ʃˈoːrəʃ
غیاث	ɣjˈaːs
فاونڈیشن	fˌaːʋnɖeːʃˈan
فیسکو	fˈeːskˌoː
لیفٹننٹ	lˈeːfəʈˌənənʈ
لینی	lˈeːni
ماس	mˈaːs
مالیات	mˌaːliˈaːt
متوفی	mˌʊtaʋˈaffi
منایاگیا	mˌənaːjˈaːɡjaː
نسلی	nˈʌslˌiː
نمائشی	nˈʊmaːˈɪʃi
نوبت	nˈoːbət
ٹاؤنز	ʈaːˈoːnəz
پلیٹوں	pleːʈˈoːn
چارٹرڈ	cˈaːrʈərɖ
چاک	cˈaːk
چنٹر	cˈʌnəʈˌər
ہرجانے	hˌərɟˈaːneː
ہیر	hˈeːr
یادیو	jaːdˈeːoː
اجرت	ʊɟrˈat
اعضا	ˈaːzaː
انتباہ	ˌɪntɪbˈaːh
انگریزوں	anɡrˈeːzõː
باراتیوں	baːrˈaːtiˌõː
بدنیتی	bˈadniˌati
بشار	bəʃˈaːr
بھیانک	bʰjˈaːnək
تیمور	teːmˈoːr
ثبوتوں	sʊbˈuːtõː
جاسکیں	ɟaːsˈakẽː
خودمختار	xˈʊdmʊxtˌaːr
داشت	dˈaːʃt
دلاور	dəlˈaːʋər
روتے	rˈoːteː
سوامی	saʋˈaːmi
سویپ	sʋˈiːp
سٹریٹجک	sˌəʈrˈiːʈəɟˌək
سپاٹ	səpˈaːʈ
سیٹوں	sˈeːʈõː
شروف	ʃərˈoːf
ظفرالحق	ʐˌəfrˈaːləhˌəq
ظہرانہ	ʐʊhrˈaːnˌa
فطرت	fˌɪtrˈat
قومیت	qˌoːmiˈat
لوٹنا	lˈoːʈnˌaː
محمدنوازشریف	mˌəhəmˌədnʋˌaːzəʃrˈiːf
مزاکرات	mˌəzaːkˌərˈaːt
میڈیاکے	mˈeːɖjaːkˌeː
نہانے	nəhˈaːneː
نیکی	nˈeːki
وشمار	ʋˌəʃmˈaːr
وینس	ʋˈeːns
ٹاک	ʈˈaːk
چنگ	cˈʌnɡ
کامظاہرہ	kˌaːmʊʐˈaːhɪrˌa
کلرک	klˈark
کنارہ	kənˈaːrˌa
کنندہ	kʊnˈanda
کیلیفورنیا	kˌeːlifoːrˈʌnjaː
گورنرز	ɡˌaʋarnˈarz
ہمار	həmˈaːr
آبادکے	aːbˈaːdkˌeː
آرا	ˈaːraː
ابراہم	ˌabrˈaːhəm
انٹرا	ɪnʈˈaraː
انٹی	ˈanʈi
ایڈمن	ˈeːɖəmˌən
بنگالی	bˌənɡˈaːli
دھول	dʰˈuːl
دیول	dˈeːʋəl
روڈز	rˈoːɖz
ریا	rjˈaː
عبدالحق	ˌabdˈaːləhˌəq
فارسی	fˈaːrsˌiː
فیکٹ	fˈeːkʈ
قراردے	qərˈaːrdeː
مؤقف	məˈoːqəf
مہوش	mˈɛhʋɪʃ
میٹروٹرین	mˌeːʈrˌoːʈrˈiːn
واش	ʋˈaːʃ
ٹام	ʈˈaːm
پارکس	pˈaːrəkˌəs
پرمٹ	pˈarmɪʈ
پرہیز	pˌarhˈeːz
پونچھ	pˈoːncʰ
پٹواری	pəʈʋˈaːri
پینا	pˈiːnaː
چنگل	cˈʌnəɡˌəl
چوکیدار	cˌoːkidˈaːr
ڈونگ	ɖˈoːnɡ
کاکردگی	kaːkˈʌrdəɡˌiː
کرافٹ	krˈaːfʈ
کردیتے	kərdˈiːteː
کشتیوں	kˈʌʃtiˌõː
ہینڈل	hˈeːnɖəl
آکسیجن	ˌaːksˈiːɟən
الاسد	alˈasəd
اکیسویں	akˈiːsʋẽː
اینگرو	ˈeːnəɡroː
بچھا	bˈɪcʰaː
تاریکی	taːrˈiːki
ثر	sˈʌr
جلو	ɟˈʌloː
جنر	ɟˈʌnər
جیتی	ɟˈiːti
جیکٹس	ɟˈeːkʈs
خیمے	xˈeːmeː
دےئے	dˈeːeː
ریوز	rˈeːʋəz
ساہی	sˈaːhi
سرچارج	sˈarcaːrɟ
سوئٹزرلینڈ	soːˈɪʈəzˌərlˌiːnɖ
سیاہی	sjˈaːhi
سیکھا	sˈiːkʰaː
شعار	ʃɪˈaːr
ظالموں	ʐˈaːlmˌõː
عالی	ˈaːli
غیرحتمی	ɣˈeːrəhˌətmˌiː
فتنہ	fˈɪtna
قطاروں	qətˈaːrõː
لذیذ	ləzˈiːz
مخلصانہ	mˌʊxlɪʂˈaːnˌa
معذوری	mˈaːzuːrˌiː
منوہر	mənˈoːhər
میرانشاہ	mˌeːraːnʃˈaːh
میٹرولائن	mˌeːʈroːlˈa͡ɪn
نافذکرنیوالے	nˌaːfəzˌəkərneːʋˈaːleː
نب	nˈʌb
ودیا	ʋədˈiːaː
وفاداریاں	ʋˌəfaːdˈaːrjãː
ٹرپ	ʈˈʌrəp
ٹریول	ʈreːˈoːl
پاتے	pˈaːteː
پرائم	pərˈa͡ɪm
پرایک	pˌəraːjˈak
چنار	cənˈaːr
چھیل	cʰˈeːl
کہاگیا	kəhˈaːɡjaː
گروتھ	ɡərˈoːtʰ
ہےکہ	hˈeːkˌa
آواران	ˌaːʋaːrˈaːn
ائم	ˈa͡ɪm
ازجلد	ˈazəɟˌələd
اسٹروک	ˌɪsʈərˈoːk
بلاوجہ	bəlˈaːʋəɟa
بنارس	bənˈaːrəs
دلیپ	dəlˈiːp
دھما	dʰˈʌmaː
دیرپا	dˈeːrpˌaː
ذلت	zɪllˈat
ریفائنری	reːfˈa͡ɪnrˌiː
سنائے	sənˈaːeː
شبانہ	ʃəbˈaːnˌa
شیطان	ʃeːtˈaːn
عبادات	ˌabaːdˈaːt
عکس	ˈaks
غذائیت	ɣˌɪzaːiˈat
فش	fˈʌʃ
فیئر	feːˈar
قارئین	qˌaːrˈiːn
لوح	lˈoːh
مدتی	mʊdːˈati
نوازی	nˈaʋaːzˌiː
نہال	nəhˈaːl
ولید	ʋəlˈiːd
پرچی	pˈʌrci
چشتیاں	cˈʌʃtjãː
چھتیس	cʰətˈiːs
ڈینٹل	ɖˈeːnʈəl
یوکرین	jˌɔkrˈiːn
آسکتی	ˈaːsəkti
ازبکستان	ˌazəbˌəkɪstˈaːn
اسپاٹ	ɪspˈaːʈ
التحصیل	altɛhʂˈiːl
بارسلونا	bˌaːrəslˈoːnaː
برہنہ	bˈarhanˌa
تشکر	taʃˈakːʊr
تلنگانہ	tˌələnɡˈaːnˌa
جاگیر	ɟaːɡˈiːr
دانشوروں	dˌaːnʃˈoːrõː
دردی	dˈʌrdi
دوکان	doːkˈaːn
دھونے	dʰˈoːneː
ریسورس	reːsˈoːrəs
سرجانی	sˌərɟˈaːni
سلطنت	sˈaltanˌat
سنیما	sɪnˈiːmaː
سودی	sˈoːdi
شدگان	ʃˌʊdɡˈaːn
شش	ʃˈʌʃ
علمبردار	ˌaləmbərdˈaːr
فرزند	fˌərəzˈʌnd
لب	lˈʌb
لٹر	lˈʌʈər
ماندہ	mˈaːnda
معیاد	maːjˈaːd
ملن	mˈʌlən
مورال	moːrˈaːl
ناقدین	nˌaːqdˈiːn
وارن	ʋˈaːrɪn
واستحکام	ʋˌaːsətˌəhəkˈaːm
ومبلڈن	ʋəmbˈʌlɖən
ٹچ	ʈˈʌc
ٹیشن	ʈˈeːʃən
پرنہیں	pˈʌrənhẽː
چونتیس	cˌoːntˈiːs
کردئے	kˈʌrdəˌeː
کرواتے	kərʋˈaːteː
گیسٹ	ɡˈeːsʈ
یت	jˈʌt
یل	jˈʌl
آمروں	ˈaːmrˌõː
اقارب	aqˈaːrəb
العزیز	alazˈiːz
انے	ˈaneː
ایجاد	iɟˈaːd
باسط	bˈaːsɪt
بصیرت	bəʂˈiːrət
بہنیں	bˈɛhnẽː
تیرے	tˈeːreː
تیزرفتاری	tˌeːzərˌəftˈaːri
جائینگی	ɟaːˈiːnɡˌiː
جعفریہ	ɟˌaːfrˈiːa
جنگوں	ɟˈʌnɡˌõː
جہتی	ɟˈɛhɛt
رابی	rˈaːbi
ریٹرن	rˈeːʈərˌən
سفارتخانوں	sɪfˈaːratxˌaːnõː
شوقین	ʃoːqˈiːn
عبدالغفار	ˌabdˌaːləɣfˈaːr
فرضی	fˈʌrzˌiː
فرینڈز	fərˈiːnɖz
فوجوں	fˈoːɟõː
فیکٹریاں	fˈeːkʈərjˌãː
معتبر	mɔtˈabər
منافقت	mənˈaːfəqˌət
نبھانے	nɪbʰˈaːneː
نرسری	nˈarsarˌiː
نمٹنا	nɪmˈaʈnaː
پرس	pˈʌrəs
پیٹرسن	pˈeːʈərˌəsən
چھپانا	cʰəpˈaːnaː
ڈیلر	ɖilˈar
کاغذی	kˈaːɣzˌiː
کرئے	kˈʌrˌeː
کلارک	kəlˈaːrək
کھایا	kʰˈaːjaː
کینو	kˈiːnuː
گدھے	ɡˈʌdʰeː
ایڈہاک	ˌeːɖhˈaːk
بکرے	bˈʌkrˌeː
تادیبی	taːdˈiːbi
جھنگوی	ɟʰənˈʌɡʋi
دانستہ	daːnˈɪsta
دیوان	dˈiːʋaːn
راکھ	rˈaːkʰ
سائیں	sˈaːẽː
سبقت	sˈabqat
سلائس	slˈaːɪs
سویڈن	sʋˈiːɖan
سٹاپ	sʈˈaːp
سپہ	sˈɪpa
سپیل	səpˈiːl
شرافت	ʃərˈaːfət
ظہرانے	ʐʊhrˈaːneː
فارمز	fˈaːrəmˌəz
فخری	fˈʌxrˌiː
فریقوں	fərˈiːqõː
مارکیٹس	mˌaːrkˈiːʈs
ماننا	mˈaːnnˌaː
مکالمہ	məkˈaːləma
ناچ	nˈaːc
وباء	ʋˈʌbaː
وقاریونس	ʋˌəqaːreːˈoːns
ٹانگیں	ʈˈaːnɡˌẽː
ٹیررازم	ʈˌeːrrˈaːzəm
چانسلرز	cˈaːnsəlˌərz
چڑھانے	cər.hˈaːneː
ڈنڈے	ɖˈʌnɖeː
کاؤنٹی	kaːˈoːnʈˌiː
کارآمد	kaːrˈaːməd
کاش	kˈaːʃ
ہرنائی	hˌərnˈaːi
ہواوٴں	hˈeːˈoːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
یاداشت	jaːdˈaːʃt
احوال	ˈahʋaːl
انتظا	ˈɪntɪʐˌaː
ایزی	ˈeːzi
برآمدگی	bərˈaːmədɡi
بغاونت	bəɣˈaːʋənˌət
بنارہے	bənˈaːrhˌeː
بٹگرام	bˌəʈəɡrˈaːm
بھٹوزرداری	bʰˌəʈoːzrdˈaːri
تودہ	tˈoːda
جراثیم	ɟˌəraːsˈiːm
جہان	ɟəhˈaːn
جیولری	ɟeːˈoːlrˌiː
خار	xˈaːr
خامیاں	xˈaːmjãː
خریدار	xˌəridˈaːr
دبے	dˈʌbeː
دوملزمان	doːmˈʊlzˌɪmaːn
راوٴ	rˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
رجحانات	rˌʊɟhaːnˈaːt
زی	zˈiː
زیریں	zˈeːrĩː
سرزنش	sˈarzanˌɪʃ
شائستہ	ʃˈa͡ɪstˌa
شکن	ʃɪkˈan
عنا	ˈanaː
فیڈریکہ	fˌeːɖrˈiːkˌa
قائدانہ	qa͡ɪdˈaːnˌa
قادیانی	qaːdˈiːaːnˌiː
قبرستانوں	qˌəbərˌəstˈaːnõː
لبیک	ləbˈiːk
لمبا	lˈʌmbaː
ماہرہ	mˈaːhəra
متوجہ	mˌʊtaʋˈaɟːeː
محافظوں	mʊhˈaːfɪʐˌõː
محمدی	mʊhˈammadˌiː
مستند	mˌʊstanˈad
معمہ	mˈaːmˌa
منگنی	mˈʌnɡni
مولانافضل	mˌoːlaːnˈaːfəzˌəl
میندھرو	mˈeːndʰərˌoː
نظروں	naʐˈarõː
وہرہ	ʋˈʌhəra
پیدائشی	peːdˈa͡ɪʃi
ڈوپنگ	ɖˈoːpɪnɡ
کاعمل	kˈaːɪmˌəl
کاکہناہے	kˌaːkhnˈaːheː
کمائے	kəmˈaːeː
گزاری	ɡʊzˈaːri
ابوبکر	abˈoːbəkˌər
اداکاراؤں	ˌadaːkˌaːraːˈoːn
اپنائی	ˌapnˈaːi
ایکسائیز	ˌeːksaːˈiːz
برائی	bʊrˈaːi
بنگش	bˈʌnəɡˌəʃ
بھیڑ	bʰˈeːr.
تذلیل	tˌəzlˈiːl
جھلک	ɟʰˈʌlək
حرف	hˈarf
دبائو	dəbˈaːoː
دراندازی	darˈandaːzˌiː
دلانا	dɪlˈaːnaː
ذوالقرنین	zʊlqˌərnˈiːn
ذی	zˈiː
راولاکوٹ	rˌaːʋlaːkˈoːʈ
روزنامہ	rˌoːznˈaːmˌa
سیمینارز	sˌeːminˈaːrz
صفحے	ʂˈʌfhˌeː
صنم	ʂˈʌnəm
غرق	ɣˈʌrəq
فکس	fˈʌkəs
قراردیدیا	qˌəraːrdidˈiːaː
قلندرز	qˌələndˈʌrz
مور	mˈoːr
میتھیو	meːtʰˈeːoː
میرپورخاص	mˌeːrpˌoːrxˈaːʂ
نج	nˈʌɟ
نڈراورطاقتورہاتھوں	nˌəɖrˌaːʋərtaːqtoːrhˈaːtʰõː
وارم	ʋˈaːrɪm
ٹسٹ	ʈˈʌsʈ
ٹھیکے	ʈʰˈeːkeː
ٹیکہ	ʈˈiːka
پرنس	pərˈʌns
پزیر	pəzˈiːr
کفر	kˈʊfr
کیرولائنا	kˌeːroːlˈaːnaː
آسمانی	ˌaːsmˈaːni
المجید	alməɟˈiːd
انگیزی	anɡˈeːzi
بینٹلی	bˈeːnʈəlˌiː
تحریکوں	tɛhrˈiːkõː
تنبیہ	tˈanbih
توسط	taʋˈassʊt
تہجی	tˈɛhɟi
جیتنا	ɟˈiːtnaː
راہی	rˈaːhi
سایہ	sˈaːja
سدہ	sˈʌda
سفیان	səfjˈaːn
شرو	ʃˈʌroː
شلپا	ʃˈʌlpˌaː
غفور	ɣafˈuːr
لکژری	lˈʌkəʒri
متفرق	mˌʊtafˈarɾɪq
نارائن	naːrˈa͡ɪn
پاداش	paːdˈaːʃ
پتوکی	pətˈoːki
پرمحدود	pˌərəmˌəhədˈoːd
پنیر	pənˈiːr
پٹری	pˈʌʈrˌiː
پھیلے	pʰˈeːleː
چنائی	cənˈaːi
کاحق	kˈaːhɪq
کانجو	kˈaːnɟoː
کانسی	kˈaːnsi
کردوں	kˈʌrdõː
گزارش	ɡʊzˈaːrɪʃ
آگئیں	aːɡˈain
ئد	dˈʌ
ابتر	ˈabtar
اذان	azˈaːn
اسمگلر	ɪsmˈaɡlər
اسنیپ	ˌasnˈiːp
اضا	ˈazaː
اظہارتعزیت	ɪʐhˈaːrtaːziˌat
اعمال	aːmˈaːl
بکس	bˈaks
بھتیجے	bʰətˈiːɟeː
بیوشن	beːˈoːʃən
تکرار	tˌəkrˈaːr
جمعتہ	ɟəmˈaːta
جملوں	ɟˈʊmlõː
حلیمہ	həlˈiːmˌa
داغے	dˈaːɣeː
دیو	dˈeːoː
روکی	rˈoːki
رکی	rˈʊki
سینہ	sˈiːna
شنوائی	ʃʊnʋˈaːi
شیرانی	ʃeːrˈaːni
عزیزبھٹی	azˈiːzəbʰʈi
عملداری	ˌaməldˈaːri
غیراعلانیہ	ɣˌeːreːlˈaːniˌa
مسابقتی	məsˈaːbəqti
مضافاتی	mˌəzaːfˈaːti
منافرت	mˌʊnaːfɪrˈat
منایاجائیگا	mˌənaːjˌaːɟaːˈiːɡaː
میٹنگز	meːʈˈɪnɡz
پروفائل	proːfˈa͡ɪl
پروڈیوسرز	prˈoːɖjuːsˌərz
پیشے	pˈeːʃeː
چھری	cʰˈʌri
کارتوس	kˌaːrtˈoːs
کرسکی	kˈarsakˌiː
کیوی	kˈeːʋi
گفت	ɡˈʊft
یونیورسٹیز	jˌɔneːˌoːrsʈˈiːz
براہمداغ	bˌəraːhˌəmdˈaːɣ
تاریں	tˈaːrẽː
تحریکیں	tɛhrˈiːkẽː
تصویری	təʂʋˈiːri
تنہائی	tˌənhˈaːi
جواں	ɟˈaʋaːn
جھگڑوں	ɟʰˈʌɡr.ˌõː
دسمبرتک	dəsˈʌmbərˌətək
دشوار	dʊʃʋˈaːr
دیگرے	dˈeːɡrˌeː
راحیلہ	raːhˈiːlˌa
رینجر	rˈeːnɟər
رینجرزاور	rˈeːnɟərzaːʋˌər
سوپ	sˈoːp
سیب	sˈeːb
عفریت	ˌafəriˈat
فرنچ	fərˈʌnc
فرینکفرٹ	fˌərinˌəkəfˈʌrʈ
فلاپ	fəlˈaːp
فوقیت	fˌoːqiˈat
لاسز	lˈaːsɪz
لیپروسکوپی	lˌeːprˌoːskˈoːpi
لیڈرز	liɖˈarz
معیارات	mˌaːjaːrˈaːt
منرل	mˈʌnərˌəl
موٹاپے	moːʈˈaːpeː
مینو	mˈeːnoː
نثارکی	nɪsˈaːrki
نیندیں	nˈiːndẽː
ٹونی	ʈˈuːni
ٹیکسٹ	ʈˈeːksʈ
پوتے	pˈoːteː
پڑھی	pˈʌr.hi
کااظہارانہوں	kˌaːaːʐhaːrˈaːnhˌõː
کوقتل	kˈoːqətˌəl
کھلانے	kʰəlˈaːneː
یونیورسٹیاں	jˌɔneːoːrˈʌsʈjãː
اعتکاف	ˈeːtɪkˌaːf
الفیصل	alfˈeːʂəl
اوردہشت	oːrdˈɛhʃˈat
بالواسطہ	bɪlʋˈaːsta
ترقیاں	tərˈʌqjãː
تعلقا	tˈaːlqˌaː
جاب	ɟˈaːb
جالب	ɟˈaːlɪb
حسینی	həsˈiːni
خیلہ	xˈeːlˌa
دارالعلوم	dˌaːraːlˈaːluːm
دھڑوں	dʰˈʌr.õː
رمادی	rəmˈaːdi
رونے	rˈoːneː
سالک	sˈaːlɪk
شربت	ʃˈarbat
شہنشاہ	ʃˈɛhnəʃˌaːh
فائنڈنگ	fˈa͡ɪnɖɪnɡ
ماورا	mˈaːʋrˌaː
معقول	mˈaːquːl
میسج	mˈeːsəɟ
میڈیسن	meːɖˈiːsən
واٹربورڈ	ʋˌaːʈərbˈoːrɖ
وصوبائی	ʋəʂˈuːbaːˌiː
پراتفاق	pˌəraːtfˈaːq
پرسان	pˌərsˈaːn
پنگ	pˈʌnɡ
پچپن	pˈʌcəpˌən
پھیلانا	pʰeːlˈaːnaː
ڈرامائی	ɖˌəraːmˈaːi
کاالزام	kaːˌɪlzˈaːm
کانووکیشن	kˈaːnʋoːkˌeːʃan
کاکا	kˈaːkaː
کسٹمر	kˈʌsʈəmˌər
کورین	koːrˈiːn
ہاسپٹل	hˈaːsəpˌəʈəl
ہوشیار	hˈoːʃjaːr
یارخان	jˌaːrxˈaːn
الٹا	ˈʊlʈaː
تاحیات	tˌaːhajˈaːt
ترانے	tərˈaːneː
تھک	tʰˈʌk
جسد	ɟˈʌsəd
ذہنوں	zˈɛhnõː
راٹھور	raːʈʰˈoːr
سپیشلسٹ	speːʃˈalɪsʈ
سکیمیں	səkˈiːmẽː
سینئرز	seːnˈʌrz
ظریف	ʐərˈiːf
عمراکمل	ˈʊmraːkˌəməl
عنوانی	ʊnʋˈaːni
غضنفر	ɣˈʌzənˌəfər
قطع	qˈʌtaː
لگام	ləɡˈaːm
لیڈ	lˈeːɖ
مناواں	mənˈaːʋãː
منظرعام	mˌanʐˈaraːm
نمونوں	nəmˈoːnõː
واگزار	ʋˌaːɡzˈaːr
ویزوں	ʋˈeːzõː
ٹکڑا	ʈˈʊkr.aː
کروز	kərˈoːz
کشکول	kˈaʃkoːl
کنڈ	kˈʌnɖ
کوخط	kˈoːxət
گڑ	ɡˈʌr.
ابڑو	ˈabr.ˌoː
اسفندیار	ˌasəfndjˈaːr
ال	ˈal
انٹرنل	ɪnʈˈarnəl
باالخصوص	bˌaːaːlˌəxʂˈoːʂ
برائیوں	bʊrˈaːiˌõː
برمنگھم	bˈʌrəmˌənəɡʰˌəm
بندھن	bˈʌndʰən
تضحیک	tˌəzhˈiːk
تقاضہ	təqˈaːzˌa
تقر	tˈʌqər
تناؤ	tənˈaːoː
تکالیف	tˌəkaːlˈiːf
جرح	ɟˌərˈah
جہا	ɟˈʌhaː
دورمیں	dˈoːrmˌẽː
دولہا	dˈoːlhˌaː
زلمی	zˈʌlmˌiː
زیاد	zjˈaːd
سرویلنس	sˌərʋilˈʌns
سوچتے	sˈoːctˌeː
سٹینڈ	sʈˈeːnɖ
سکتیں	sˌaktˈiːn
شادیوں	ʃˈaːdiˌõː
شوری	ʃˈoːri
طبقوں	tˈʌbqˌõː
عرفات	ʊrfˈaːt
فہ	fˈʌa
لاؤڈ	laːˈoːɖ
لہرا	lˈɛhraː
مارتا	mˈaːrtˌaː
مدیحہ	mədˈiːhəˌa
مرحومین	mˌərhuːmˈiːn
مشاعرہ	mʊʃˈaːɪra
معدے	mˈaːdeː
منتظم	mʊntˈaʐəm
مٹ	mˈɪʈ
نادار	naːdˈaːr
نفسیات	nˌəfsiˈaːt
ٹنڈولکر	ʈənɖˈoːləkˌər
ٹینکوں	ʈˈeːnkˌõː
پتیاں	pˈʌtjãː
پڑھتے	pˈʌr.hətˌeː
پہنا	pˈɛhnaː
چال	cˈaːl
چھلنی	cʰˈʌlnˌiː
ڈھائے	ɖʰˈaːeː
ڈھک	ɖʰˈʌk
کشش	kˈaʃɪʃ
کنزیومر	kˌənzeːˈoːmər
کونسا	kˈoːnsaː
گذر	ɡˈʌzər
گلیڈی	ɡəlˈiːɖi
گھاس	ɡʰˈaːs
گیلن	ɡˈeːlən
یاور	jaːʋˈar
بانٹ	bˈaːnʈ
بچاوٴ	bˈeːcˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
بیڑے	bˈeːr.eː
تبلیغ	tˌəblˈiːɣ
جانسن	ɟˈaːnsən
جانشین	ɟˌaːnʃˈiːn
جماعۃ	ɟˌəmaːˈaːt
دکھاتے	dəkʰˈaːteː
راہنمائی	rˌaːhənmˈaːi
ریویو	reːʋˈeːoː
سبطین	sˌəbtˈiːn
عمرے	ˈʊmreː
فلاور	fəlˈaːʋər
قرآنی	qərˈaːni
لاری	lˈaːri
لاعلمی	lˈaːɪlmi
مارکیٹیں	mˌaːrkˈiːʈẽː
ماسٹرز	mˈaːsʈərz
مہیش	məhˈiːʃ
نمازجنازہ	namˈaːzɟənˌaːzˌa
نہروں	nˈɛhɛrˌõː
والو	ʋˈaːloː
وظیفہ	ʋəʐˈiːfˌa
ویلج	ʋˈeːləɟ
ٹیکے	ʈˈiːkeː
پروپیگنڈے	pˌəroːpiɡˈʌnɖeː
پولس	pˈoːləs
پھندے	pʰˈʌndeː
پھیر	pʰˈeːr
پیا	pjˈaː
کارٹون	kˈaːrʈoːn
کررہاہے	kˌərərhˈaːheː
کوان	kaʋˈaːn
گراونڈ	ɡˌəraːʋˈʌnɖ
گھبرا	ɡʰˈʌbrˌaː
ہنڈا	hˈʌnɖaː
اخلاص	ˌaxlˈaːʂ
اسکالر	ˌaskˈaːlɪr
اشرفیہ	ˈaʃrafˌiːa
العمل	alˈaməl
انمول	ˌanmˈoːl
اوائل	aʋˈa͡ɪl
اکاوٴنٹ	ˈalɪfkˈaːfˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnʈˈeː
اکیڈمک	akˈiːɖəmˌək
باوٴلر	bˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrlˈaːmrˈeː
باڑ	bˈaːr.
برخاست	bˌərxˈaːst
بھیجیں	bʰˈeːɟẽː
جلوے	ɟˈʌlʋeː
جہیز	ɟahˈeːz
جیالے	ɟjˈaːleː
دیپیکا	deːpˈiːkaː
رشتوں	rˈɪʃtõː
سنیل	sənˈiːl
سوراج	soːrˈaːɟ
فلائنگ	fəlˈa͡ɪnɡ
قاف	qˈaːf
مادہ	mˈaːda
مربع	mˈʌrbˌaː
مصلحت	mˈaʂlɪhˌat
مظلوموں	mˌəʐlˈuːmõː
مفصل	mˌʊfaʂˈal
نیوٹیک	nˌeːoːʈˈiːk
پتلا	pˈʌtlˌaː
پرامید	pˌʊrʊmˈiːd
پوسٹیں	pˈoːsʈẽː
پٹیاں	pˈʌʈjãː
پیروں	pˈeːrõː
چلاس	cəlˈaːs
چہل	cˈɛhɛl
ڈرائی	ɖərˈaːi
ڈرنے	ɖˈʌrnˌeː
ڈیمز	ɖˈeːməz
کاربند	kˌaːrəbˈʌnd
کبوتر	kəbˈoːtər
کرونگا	kərˈoːnɡˌaː
کونسلرز	kˈoːnsəlˌərz
کھانسی	kʰˈaːnsi
ہانی	hˈaːni
ہمشیرہ	hˌəmʃˈiːrˌa
یب	jˈʌb
آجکل	ˈaːɟəkˌəl
ابھر	ʊbhˈar
اسٹور	ɪsʈˈoːr
امیدواران	ʊmˈiːdʋaːrˌaːn
انگلیاں	ˌanəɡˈʌljãː
انگور	ˈanɡuːr
اکانومی	ˌakaːnˈoːmi
بولٹ	bˈoːlʈ
بونے	bˈoːneː
بہر	bahˈar
تدریس	tˌədrˈiːs
تیزرفتار	tˌeːzərˌəftˈaːr
جوتوں	ɟˈoːtõː
ریفنڈ	reːfˈʌnɖ
زمبابوین	zəmbˈaːbʋin
سشما	sˈʌʃmˌaː
سٹال	sʈˈaːl
سپردگی	sʊpˈʊrdɡi
سکینڈری	səkˈiːnɖərˌiː
سینچری	sˈeːncərˌiː
عبدالجبار	ˌabdˌaːləɟbˈaːr
لینگے	lˈeːnɡeː
معاشروں	mˈaːʃrˌõː
مورگن	mˈoːrəɡˌən
نشانے	nɪʃˈaːneː
نصیحت	nəʂˈiːhət
وبائی	ʋəbˈaːi
وجوہ	ʋˈʊɟuːh
وزارتی	ʋəzˈaːrtˌiː
وزیرقانون	ʋˌəzirqaːnˈoːn
ونشریات	ʋˌənəʃriˈaːt
پانامالیکس	pˌaːnaːmaːlˈiːkəs
پتھراؤ	pˌətʰrˈaːoː
پرستار	pˌərəstˈaːr
پریذیڈنٹ	pˌərizˈiːɖənʈ
پشتخرہ	pˈʌʃtəxˌərˌa
پھیلایا	pʰeːlˈaːjaː
پیشگوئی	pˌeːʃɡˈoːi
چیٹ	cˈeːʈ
ڈھال	ɖʰˈaːl
کراسنگ	kərˈaːsɪnɡ
کراٹے	kərˈaːʈeː
کشمور	kˌəʃmˈuːr
کفن	kˈʌfən
کنیریا	kənˈiːrjaː
کہرام	kɔhrˈaːm
کیون	kˈeːʋən
ہرصورت	hˌərʂuːrˈat
آخرمیں	ˈaːxərmẽː
ابتک	ˈabətˌək
انو	ˈanoː
بجکر	bˈʌɟəkˌər
بغور	bəɣˈoːr
بوس	bˈoːs
توانائیاں	tˈaʋaːnˌaːjãː
توڑا	tˈoːr.aː
جماعۃالدعوۃ	ɟˌəmaːˌaːtaːldaːˈoːt
حرکتوں	hˈarkatˌõː
خصوصیت	xˌʊʂuːʂiˈat
دوٹوک	doːʈˈoːk
راو	rˈaːoː
رکشوں	rˈʌkʃˌõː
