ላይ	lˈaj
ርዝመቱ	rˈɨzɨmətu
ሰሌዳ	sˈəleda
ሰሜናዊ	sˈəmenawi
ሰራተኞች	sˈəratəɲot͡ʃ
ሰባቱ	sˈəβatu
ሰንበት	sˈənɨβət
ሰዐወ	sˈəʔawə
ሰፈር	sˈəfər
ሱልጣኔት	sˈulɨt`anet
ሱልጣን	sˈulɨt`an
ሲ	sˈi
ሲሰጥ	sˈisət`
ሲወጡ	sˈiwət`u
ሲጽፉ	sˈitsɨfu
ሲጽፍ	sˈitsɨf
ሳንጃክ	sˈanɨd͡ʒak
ስላለ	sˈɨlalə
ስቴት	sˈɨtet
ስእል	sˈɨʔɨl
ስኬታማ	sˈɨketama
ስኳር	sˈɨkwar
ስያሜው	sˈɨjamew
ስፖርት	sˈɨporɨt
ሸክላ	ʃˈəkɨla
ቀበሌዎች	k`ˈəβəlewot͡ʃ
ቁስል	k`ˈusɨl
ቅሉ	k`ˈɨlu
ቅራኔ	k`ˈɨrane
ቅዳሜ	k`ˈɨdame
ቅጠሉ	k`ˈɨt`əlu
ቅጥር	k`ˈɨt`ɨr
ቆሞ	k`ˈomo
ቆፋሪዎች	k`ˈofariwot͡ʃ
ቋንቋቸው	k`wˈanɨk`wat͡ʃəw
በሁለቱም	bˈəhulətum
በሐዲስ	bˈəhadis
በመሥራት	bˈəməsɨrat
በመተባበር	bˈəmətəβaβər
በመድረክ	bˈəmədɨrək
በሙቀት	bˈəmuk`ət
በማህበራዊ	bˈəmahɨβərawi
በማመን	bˈəmamən
በማቋቋም	bˈəmak`wak`wam
በማተሚያ	bˈəmatəmija
በማየት	bˈəmajət
በማገልገል	bˈəmaɡəlɨɡəl
በማግኘቱ	bˈəmaɡɨɲətu
በማግኘት	bˈəmaɡɨɲət
በረሃ	bˈərəha
በረካ	bˈərəka
በሮማይስጥ	bˈəromajɨsɨt`
በሰብአዊ	bˈəsəβɨʔawi
በሱመር	bˈəsumər
በስሕተት	bˈəsɨhɨtət
በስሙ	bˈəsɨmu
በስማቸው	bˈəsɨmat͡ʃəw
በስም	bˈəsɨm
በሸዋ	bˈəʃəwa
በቅድስት	bˈək`ɨdɨsɨt
በበርካታ	bˈəβərɨkata
በብሉይ	bˈəβɨluj
በተቃራኒ	bˈətək`arani
በተባለች	bˈətəβalət͡ʃ
በተገኘው	bˈətəɡəɲəw
በትጋት	bˈətɨɡat
በእውነት	bˈəʔɨwɨnət
በኦሮምኛ	bˈəʔoromɨɲa
በወረዳው	bˈəwərədaw
በዓመት	bˈəʔamət
በዚያች	bˈəzijat͡ʃ
በዝርዝሩ	bˈəzɨrɨzɨru
በየቦታው	bˈəjəβotaw
በየወሩ	bˈəjəwəru
በዳግማዊ	bˈədaɡɨmawi
በገጠር	bˈəɡət`ər
በጎንደር	bˈəɡonɨdər
በጥንቃቄ	bˈət`ɨnɨk`ak`e
በፖሊስ	bˈəpolis
ቡድንንና	bˈudɨnɨnɨna
ቢላል	bˈilal
ባሉበት	bˈaluβət
ባልታወቀ	bˈalɨtawək`ə
ባሩድ	bˈarud
ባሳተመው	bˈasatəməw
ባቢሎንን	bˈaβilonɨn
ባደረጉት	bˈadərəɡut
ባጭሩ	bˈat͡ʃ`ɨru
ቤከር	bˈekər
ብርሃንና	bˈɨrɨhanɨna
ብርሃንን	bˈɨrɨhanɨn
ብርቱካን	bˈɨrɨtukan
ቦታውን	bˈotawɨn
ቫይረሱ	vˈajɨrəsu
ተልእኮ	tˈəlɨʔɨko
ተማሪወች	tˈəmariwət͡ʃ
ተማሪዎችን	tˈəmariwot͡ʃɨn
ተሸላሚ	tˈəʃəlami
ተሸካሚ	tˈəʃəkami
ተከታዮቹ	tˈəkətajot͡ʃu
ተኩል	tˈəkul
ተክሌ	tˈəkɨle
ተዋህዶ	tˈəwahɨdo
ተይዘው	tˈəjɨzəw
ተይዞ	tˈəjɨzo
ተደጋጋሚ	tˈədəɡaɡami
ተገኙ	tˈəɡəɲu
ተጋድሎ	tˈəɡadɨlo
ተጓዦች	tˈəɡwaʒot͡ʃ
ተፅዕኖ	tˈətsɨʔɨno
ቱቦ	tˈuβo
ታማኝነት	tˈamaɲɨnət
ትርጓሜውም	tˈɨrɨɡwamewɨm
ትክክለኛውን	tˈɨkɨkɨləɲawɨn
ትግርኛ	tˈɨɡɨrɨɲa
ቻርልስ	t͡ʃˈarɨlɨs
ችላ	t͡ʃˈɨla
ኃያል	hˈajal
ኃይሌ	hˈajɨle
ኅልው	hˈɨlɨw
ኋንግ	hwˈanɨɡ
ነበረበት	nˈəβərəβət
ነብይ	nˈəβɨj
ነገሩን	nˈəɡərun
ነጋዴ	nˈəɡade
ነፍሰ	nˈəfɨsə
ኒው	nˈiw
አለባበስ	ʔˈaləβaβəs
አለኝ	ʔˈaləɲ
አመጣጥ	ʔˈamət`at`
አሚና	ʔˈamina
አማራ	ʔˈamara
አሜሪካዊ	ʔˈamerikawi
አምልኮት	ʔˈamɨlɨkot
አምስተኛ	ʔˈamɨsɨtəɲa
አምስተኛው	ʔˈamɨsɨtəɲaw
አሪስጣጣሊስ	ʔˈarisɨt`at`alis
አርበኛ	ʔˈarɨβəɲa
አስተማማኝ	ʔˈasɨtəmamaɲ
አና	ʔˈana
አንተም	ʔˈanɨtəm
አንድያ	ʔˈanɨdɨja
አካውንት	ʔˈakawɨnɨt
አኳያ	ʔˈakwaja
አይተው	ʔˈajɨtəw
አይደል	ʔˈajɨdəl
አደን	ʔˈadən
አዳኝ	ʔˈadaɲ
አድራጎት	ʔˈadɨraɡot
አድርገን	ʔˈadɨrɨɡən
አፈወርቅ	ʔˈafəwərɨk`
ኢናና	ʔˈinana
ኤንድ	ʔˈenɨd
እረኛ	ʔˈɨrəɲa
እረፍት	ʔˈɨrəfɨt
እራሳቸው	ʔˈɨrasat͡ʃəw
እራስን	ʔˈɨrasɨn
እስላም	ʔˈɨsɨlam
እስረኛ	ʔˈɨsɨrəɲa
እስክንድር	ʔˈɨsɨkɨnɨdɨr
እኑስ	ʔˈɨnus
እናታችን	ʔˈɨnatat͡ʃɨn
እንደሚችሉ	ʔˈɨnɨdəmit͡ʃɨlu
እንዲመለስ	ʔˈɨnɨdimələs
እንዲችል	ʔˈɨnɨdit͡ʃɨl
እንዲኖረው	ʔˈɨnɨdinorəw
እንዲያገኙ	ʔˈɨnɨdijaɡəɲu
እንዲገባ	ʔˈɨnɨdiɡəβa
እንዳገኘ	ʔˈɨnɨdaɡəɲə
እኛን	ʔˈɨɲan
ከልጅነቱ	kˈəlɨd͡ʒɨnətu
ከመጽሐፍ	kˈəmətsɨhaf
ከሚባለው	kˈəmiβaləw
ከሩቅ	kˈəruk`
ከራስ	kˈəras
ከቅርብ	kˈək`ɨrɨb
ከባቢ	kˈəβaβi
ከቦታ	kˈəβota
ከተማና	kˈətəmana
ከተባለው	kˈətəβaləw
ከነርሱ	kˈənərɨsu
ከኛ	kˈəɲa
ከአቶ	kˈəʔato
ከኣንድ	kˈəʔanɨd
ከእነዚህም	kˈəʔɨnəzihɨm
ከእዚህ	kˈəʔɨziç
ከገባ	kˈəɡəβa
ከጣልያን	kˈət`alɨjan
ከፈጣሪ	kˈəfət`ari
ኪዳነ	kˈidanə
ካህን	kˈahɨn
ካሣ	kˈasa
ካርል	kˈarɨl
ኬጥያውያን	kˈet`ɨjawɨjan
ክልሉ	kˈɨlɨlu
ክሬዲት	kˈɨredit
ክሮኖስ	kˈɨronos
ክንድ	kˈɨnɨd
ክፉኛ	kˈɨfuɲa
ወላጅ	wˈəlad͡ʒ
ወራሪ	wˈərari
ወርሮ	wˈərɨro
ወንዶቹ	wˈənɨdot͡ʃu
ወዲያ	wˈədija
ወጡ	wˈət`u
ወጣቱ	wˈət`atu
ወፍጮ	wˈəfɨt͡ʃ`o
ዉ	wˈu
ውህድ	wˈɨhɨd
ውስጡ	wˈɨsɨt`u
ውቅያኖስ	wˈɨk`ɨjanos
ዐፄ	ʔˈatse
ዓለቃ	ʔˈalək`a
ዘላቂ	zˈəlak`i
ዘመናቸው	zˈəmənat͡ʃəw
ዘኢትዮጵያ	zˈəʔitɨjop`ɨja
ዘወትር	zˈəwətɨr
ዘፈኖችን	zˈəfənot͡ʃɨn
ዙፋኑ	zˈufanu
ዜማዎችን	zˈemawot͡ʃɨn
ዜግነት	zˈeɡɨnət
ዝርዝሩ	zˈɨrɨzɨru
ዝንባሌ	zˈɨnɨβale
ዞር	zˈor
የሀበሻ	jˈəhaβəʃa
የመሆን	jˈəməhon
የመኪና	jˈəməkina
የሚሆነውን	jˈəmihonəwɨn
የሚለየው	jˈəmiləjəw
የሚቀርብ	jˈəmik`ərɨb
የሚናገረው	jˈəminaɡərəw
የሚውል	jˈəmiwɨl
የሚያመለክት	jˈəmijamələkɨt
የሚያሳየው	jˈəmijasajəw
የሚያሳዩ	jˈəmijasaju
የሚያስተምር	jˈəmijasɨtəmɨr
የሚያደርገው	jˈəmijadərɨɡəw
የሚጠራው	jˈəmit`əraw
የሚጠጋ	jˈəmit`əɡa
የሚጫወቱት	jˈəmit͡ʃ`awətut
የምሥራቅ	jˈəmɨsɨrak`
የሥልጣን	jˈəsɨlɨt`an
የሩሲያ	jˈərusija
የሮማውያን	jˈəromawɨjan
የስልጣን	jˈəsɨlɨt`an
የስሜን	jˈəsɨmen
የስፖርት	jˈəsɨporɨt
የሽግግር	jˈəʃɨɡɨɡɨr
የቀሩት	jˈək`ərut
የቀዳማዊ	jˈək`ədamawi
የቅኝ	jˈək`ɨɲ
የበረራ	jˈəβərəra
የባቡር	jˈəβaβur
የተላከ	jˈətəlakə
የተሞላ	jˈətəmola
የተሰጠ	jˈətəsət`ə
የተሳሳተ	jˈətəsasatə
የተሸፈነ	jˈətəʃəfənə
የተዘጋጀው	jˈətəzəɡad͡ʒəw
የተዘጋጁ	jˈətəzəɡad͡ʒu
የቴአትር	jˈəteʔatɨr
የነገሠው	jˈənəɡəsəw
የአሜሪካን	jˈəʔamerikan
የአንደኛ	jˈəʔanɨdəɲa
የአንድነት	jˈəʔanɨdɨnət
የኤድስ	jˈəʔedɨs
የኮሶ	jˈəkoso
የዝናብ	jˈəzɨnab
የዩናይትድ	jˈəjunajɨtɨd
የድምጽ	jˈədɨmɨts
የገዛው	jˈəɡəzaw
የጌታችን	jˈəɡetat͡ʃɨn
የግጥም	jˈəɡɨt`ɨm
የፈረስ	jˈəfərəs
የፈጠረው	jˈəfət`ərəw
ያለባቸው	jˈaləβat͡ʃəw
ያለውና	jˈaləwɨna
ያሳያል	jˈasajal
ያተኮረ	jˈatəkorə
ይሄንን	jˈɨhenɨn
ይመልከቱ	jˈɨməlɨkətu
ይመስል	jˈɨməsɨl
ይሠራ	jˈɨsəra
ይኖራል	jˈɨnoral
ይዘቱ	jˈɨzətu
ይጠቀሙበት	jˈɨt`ək`əmuβət
ደህንነት	dˈəhɨnɨnət
ደረቅ	dˈərək`
ደረጃውን	dˈərəd͡ʒawɨn
ደራሲው	dˈərasiw
ደብረታቦር	dˈəβɨrətaβor
ዲግሪውን	dˈiɡɨriwɨn
ዳ	dˈa
ዳሪዮስ	dˈarijos
ጀምረው	d͡ʒˈəmɨrəw
ጀኔራል	d͡ʒˈəneral
ጃፓን	d͡ʒˈapan
ጄነራል	d͡ʒˈenəral
ገጸ	ɡˈətsə
ገጹ	ɡˈətsu
ገፅ	ɡˈəts
ጋ	ɡˈa
ግመት	ɡˈɨmət
ግርጌ	ɡˈɨrɨɡe
ግብፅ	ɡˈɨβɨts
ግንቡ	ɡˈɨnɨβu
ጎሣዎች	ɡˈosawot͡ʃ
ጠብ	t`ˈəb
ጠንቅ	t`ˈənɨk`
ጠጣር	t`ˈət`ar
ጣዖት	t`ˈaʔot
ጥልቀት	t`ˈɨlɨk`ət
ጥርጣሬ	t`ˈɨrɨt`are
ጥቅሙ	t`ˈɨk`ɨmu
ጨው	t͡ʃ`ˈəw
ጫካ	t͡ʃ`ˈaka
ፈር	fˈər
ፊልሙ	fˈilɨmu
ፋንታ	fˈanɨta
ፍትሕ	fˈɨtɨx
ፓትርያርክ	pˈatɨrɨjarɨk
ፕላቶ	pˈɨlato
ፖርቱጋል	pˈorɨtuɡal
