က	ka̰
လက်ဆွဲသေတ္တာ	lɛʔsʰwɛ́θɪʔtà
လက်တင်	lɛʔtɪ̀ɴ
လက်တင်အမေရိက	lɛʔtɪ̀ɴʔəmèɹḭka̰
လက်တန်း	lɛʔtáɴ
လက်ထပ်	lɛʔtʰaʔ
လက်နက်	lɛʔnɛʔ
လက်နှိပ်စက်	lɛʔn̥eɪʔsɛʔ
လက်ပတ်နာရီ	lɛʔpaʔnàjì
လက်ပံ	lɛʔpàɴ
လက်ပံခါး	lɛʔpàɴɡá
လက်ဖက်	ləpʰɛʔ
လက်ဖက်	lɛʔpʰɛʔ
လက်ဖက်ထုပ်	ləpʰɛʔtʰoʊʔ
လက်ဖက်ရည်	ləpʰɛʔjè
လက်ဖက်ရည်ဆိုင်	ləpʰɛʔjèzàɪɴ
လက်ဖက်သုပ်	ləpʰɛʔθoʊʔ
လက်ဘနွန်	lɛʔbənʊ̀ɴ
လက်မှတ်	lɛʔm̥aʔ
လက်ရန်း	lɛʔjáɴ
လက်ဝါး	lɛʔwá
လက်ဝါးကပ်တိုင်	lɛʔwəɡaʔtàɪɴ
လက်ဝှေ့	lɛʔʍḛ
လက်သည်	lɛʔθɛ̀
လက်သည်း	lɛʔθɛ́
လက်သည်းကွင်း	lɛʔθéɡwɪ́ɴ
လက်သမား	lɛʔθa̰má
လက်သီး	lɛʔθí
လက်သုတ်ပဝါ	lɛʔθoʊʔpa̰wà
လက်သုပ်စုံ	lɛʔθoʊʔsòʊɴ
လက်အိတ်	lɛʔʔeɪʔ
လကွယ်	la̰ɡwɛ̀
လခြမ်း	la̰d͡ʑáɴ
လခြမ်းဆိုင်း	la̰d͡ʑáɴsʰáɪɴ
လငယ်	la̰ŋɛ̀
လင်	lɪ̀ɴ
လင်ကောင်ပိုး	lɪ̀ɴɡàʊɴbó
လင်ပန်း	lɪ̀ɴbáɴ
လင်မယား	lɪ̀ɴməjá
လင်း	lɪ́ɴ
လင်းဆွဲ	lɪ́ɴzwɛ́
လင်းဇင်း	lɪ́ɴzɪ́ɴ
လင်းတ	lɪ́ɴda̰
လင်းနို့	lɪ́ɴno̰
လင်းပိုင်	lɪ́ɴbàɪɴ
လင်းယဉ်	lɪ́ɴjɪ̀ɴ
လင်းယုန်	lɪ́ɴjòʊɴ
လစဉ်	la̰zɪ̀ɴ
လစ်	lɪʔ
လစ်တန်စတိန်း	lɪʔtàɴsətéɪɴ
လစ်ဗျား	lɪʔbjá
လစ်သူယေးနီးယား	lɪʔθùjéníjá
လဆန်း	la̰záɴ
လဆုတ်	la̰zoʊʔ
လဆွဲ	la̰sʰwɛ́
လည်	lɛ̀
လည်ချောင်း	lɛ̀d͡ʑáʊɴ
လည်စည်း	lèzí
လည်ပင်း	lɛ̀bɪ́ɴ
လည်ပင်းကြီးရောဂါ	lìbɪ́ɴd͡ʑíjɔ́ɡà
လည်း	lí
လည်း	lɛ́
လတ်	laʔ
လတ်ဗီယာ	laʔbìjà
လန်ဒန်	làɴdàɴ
လပို့	ləbo̰
လပ်	laʔ
လပြည့်	la̰pjḛ
လပြည့်နေ့	la̰pjḭnḛ
လပြည့်ဝန်း	la̰bjḛwʊ́ɴ
လမု	ləmṵ
လမုန့်	la̰mo̰ʊɴ
လမ်း	láɴ
လမ်းကြား	láɴd͡ʑá
လမ်းဆုံ	láɴzòʊɴ
လမ်းပြ	láɴpja̰
လမ်းဘေးဆိုင်	láɴbézàɪɴ
လမ်းလျှောက်	láɴʃaʊʔ
လမ်းသရဲ	láɴθəjɛ́
လယ်	lɛ̀
လယ်ထွန်	lɛ̀tʰʊ̀ɴ
လယ်ထွန်မင်္ဂလာ	lɛ̀tʰʊ̀ɴmɪ̀ɴɡəlà
လယ်ပြင်	lɛ̀bjɪ̀ɴ
လယ်ယာ	lɛ̀jà
လယ်သမား	lɛ̀ðəmá
လဟု	ləhṵ
လာ	là
လာဘ်	laʔ
လာအို	làʔò
လား	lá
လိင်	lèɪɴ
လိင်ဆက်ဆံ	lèɪɴsʰɛʔsʰàɴ
လိင်တံ	lèɪɴdàɴ
လိင်ပညာ	lèɪɴpjɪ̀ɴɲà
လိပ်	leɪʔ
လိပ်ကျောက်	leɪʔt͡ɕaʊʔ
လိပ်ခေါင်း	leɪʔɡáʊɴjɔ́ɡà
လိပ်ခေါင်းရောဂါ	leɪʔɡáʊɴjɔ́ɡà
လိပ်စာ	leɪʔsà
လိပ်ပြာ	leɪʔpjà
လိမ္မော်	lèɪɴmɔ̀
လိမ်	lèɪɴ
လိမ်း	léɪɴ
လိမ်းဆေး	léɪɴzé
လို	lò
လိုက်	laɪʔ
လိုက်ချီး	laɪʔt͡ɕʰí
လိုက်ပြေး	laɪʔpjé
လိုက်ဘေးရီးယား	laɪʔbéɹíjá
လိုချင်	lòd͡ʑɪ̀ɴ
လိုင်စင်	làɪɴsɪ̀ɴ
လိုင်း	láɪɴ
လိုဏ်	l̥àɪɴ
လိုဏ်ခေါင်း	l̥àɪɴɡáʊɴ
လိုအပ်	lòʔaʔ
လို့	lo̰
လိုး	ló
လီဆိုသို	lìsʰòθò
လီဆူ	lìsʰù
လီတာ	lìtà
လီသီယမ်	lìθìjàɴ
လီး	lí
လုပ်	loʊʔ
လုပ်ခ	loʊʔkʰa̰
လုပ်ငန်း	loʊʔŋáɴ
လုပ်ရတ်	loʊʔjaʔ
လုပ်သား	loʊʔθá
လုပ်အား	loʊʔʔá
လုံချည်	lòʊɴd͡ʑì
လုံခြုံရေး	lòʊɴd͡ʑòʊɴjé
လုံး	lóʊɴ
လုံးလုံး	lóʊɴlóʊɴ
လူ	lù
လူကြီး	lùd͡ʑí
လူငယ်	lùŋɛ̀
လူစုလူဝေး	lùzṵlùwé
လူဇင်ဘတ်	lùzɪ̀ɴbaʔ
လူတော	lùdɔ́
လူပျို	lùbjò
လူပျိုနာ	lùbjònà
လူမျိုး	lùmjó
လူမျိုးစုလွှတ်တော်	lùmjózṵl̥ʊʔtɔ̀
လူမျိုးရေးဝါဒ	lùmjójéwàda̰
လူမှုကွန်ရက်	lùm̥ṵkʊ̀ɴjɛʔ
လူဝင်မှုကြီးကြပ်ရေး	lùwɪ̀ɴm̥ṵt͡ɕít͡ɕaʔjé
လူဝံ	lùwʊ̀ɴ
လူသတ်မှု	lùðaʔm̥ṵ
လူသား	lùðá
လူဦးရေ	lùʔújè
လူ့ဘောင်	lṵbàʊɴ
လူ့အဖွဲ့အစည်း	lṵʔəpʰwɛ̰ʔəsí
လေ	lè
လေကတော့	lèɡədɔ̰
လေချဉ်တက်	lèd͡ʑɪ̀ɴtɛʔ
လေချွန်	lèt͡ɕʰʊ̀ɴ
လေစုန်	lèzòʊɴ
လေဆိပ်	lèzeɪʔ
လေထိုးတံ	lètʰódàɴ
လေထီး	lèdí
လေထု	lèdṵ
လေပွေ	lèbwè
လေဖိအား	lèpʰḭʔá
လေဖုတ်	lèpʰoʊʔ
လေဖြတ်ရောဂါ	lèpʰjaʔjɔ́ɡà
လေမုန်တိုင်း	lèmòʊɴdáɪɴ
လေယာဉ်	lèjɪ̀ɴ
လေယာဉ်ပျံ	lèjɪ̀ɴbjàɴ
လေရဟတ်	lèjəhaʔ
လေလည်	lèlè
လေသာခန်း	lèðàɡáɴ
လေသာပေါက်	lèðàbaʊʔ
လေသိုက်	lèθaɪʔ
လေအေးစက်	lèʔézɛʔ
လောက	lɔ́ka̰
လောကနတ်	lɔ́ka̰naʔ
လောကဝတ်	lɔ́ɡəwʊʔ
လောက်	laʊʔ
လောင်	làʊɴ
လောင်စာ	làʊɴzà
လောင်း	láʊɴ
လောဘ	lɔ́ba̰
လောလော	lɔ́lɔ́
လေ့ကျင့်	lḛt͡ɕɪ̰ɴ
လေ့ကျင့်ခန်း	lḛt͡ɕɪ̰ɴɡáɴ
လေ့လာ	lḛlà
လေး	lé
လေးကြိုး	léd͡ʑó
လေးညှင်း	léɲ̊ɪ́ɴ
လေးညှင်းပွင့်	léɲ̊ɪ́ɴbwɪ̰ɴ
လေးထောင့်	léda̰ʊɴ
လေးလ	léla̰
လေးလံ	lélàɴ
လဲ	lɛ́
လဲ့လဲ့	lɛ̰lɛ̰
လံဗား	làɴbá
လျက်	jɛʔ
လျားလျား	jájá
လျောင်း	ljáʊɴ
လျှင်	l̥jɪ̀ɴ
လျှပ်	l̥jaʔ
လျှပ်စစ်ဓာတ်	l̥jaʔsɪʔdaʔ
လျှပ်စီး	l̥jaʔsí
လျှာ	ʃà
လျှာနာခွာနာ	ʃànàkʰwànà
လျှာရည်	ʃàjì
လျှောက်	ʃaʊʔ
လွတ်လပ်	lʊʔlaʔ
လွတ်လပ်ခွင့်	lʊʔlaʔkʰwɪ̰ɴ
လွတ်လပ်ရေးနေ့	lʊʔlaʔjénḛ
လွန်	lʊ̀ɴ
လွန်ဆွဲ	lʊ̀ɴsʰwɛ́
လွယ်	lwɛ̀
လွိုင်ကော်	lwàɪɴkɔ̀
လွှ	l̥wa̰
လွှတ်တော်	l̥ʊʔtɔ̀
လွှတ်ရုံးငါးရပ်	l̥ʊʔjóʊɴŋájaʔ
လှ	l̥a̰
လှည့်	l̥ɛ̰
လှည်း	l̥ɛ́
လှည်းကူး	l̥íkú
လှပ	l̥a̰pa̰
လှပ်လှပ်	l̥aʔl̥aʔ
လှလှ	l̥a̰l̥a̰
လှိုင်း	l̥áɪɴ
လှုပ်ရှား	l̥oʊʔʃá
လှုပ်လှုပ်	l̥oʊʔl̥oʊʔ
လှုလှု	l̥ṵl̥ṵ
လှုံ	l̥òʊɴ
လှေ	l̥è
လှေကား	l̥èɡá
လှောက်	l̥aʊʔ
လှော်ကား	l̥ɔ̀ɡá
လှေး	l̥é
လှဲ	l̥ɛ́
လှံ	l̥àɴ
ဝ	wa̰
ဝက်	wɛʔ
ဝက်ကြွပ်	wɛʔt͡ɕʊʔ
ဝက်ခြံ	wɛʔt͡ɕʰàɴ
ဝက်ဆီ	wɛʔsʰì
ဝက်ထီး	wɛʔtʰí
ဝက်ဘ်ဆိုဒ်	wɛʔbsʰaɪʔ
ဝက်မ	wɛʔma̰
ဝက်မှင်ဘီး	wɛʔm̥ɪ̀ɴbí
ဝက်ဝံ	wɛʔwʊ̀ɴ
ဝက်သား	wɛʔθá
ဝက်သားချဉ်	wɛʔθát͡ɕʰɪ̀ɴ
ဝက်သားတုတ်ထိုး	wɛʔθádoʊʔtʰó
ဝက်သားမျှစ်ချဉ်	wɛʔθám̥jɪʔt͡ɕʰɪ̀ɴ
ဝက်အူ	wɛʔʔù
ဝက်အူချောင်း	wɛʔʔùd͡ʑáʊɴ
ဝင်	wɪ̀ɴ
ဝင်ရိုး	wɪ̀ɴjó
ဝင်း	wɪ́ɴ
ဝစီ	wəzì
ဝစီကံ	wəzìɡàɴ
ဝစ်ရှင်နရီ	wɪʔʃɪ̀ɴnəɹì
ဝဆွဲ	wa̰sʰwɛ́
ဝဇီရာ	wəzìjà
ဝဏ္ဏ	wʊ̀ɴna̰
ဝတီ	wədì
ဝတ္ထု	wʊʔtʰṵ
ဝတ်	wʊʔ
ဝတ်ကျောင်း	wʊʔt͡ɕáʊɴ
ဝတ်စုံ	wʊʔsòʊɴ
ဝတ်လုံ	wʊʔlòʊɴ
ဝနာ	wənà
ဝန်	wʊ̀ɴ
ဝန်ကြီး	wʊ̀ɴd͡ʑí
ဝန်ကြီးချုပ်	wʊ̀ɴd͡ʑíd͡ʑoʊʔ
ဝန်ကြီးချုပ်ကတော်	wʊ̀ɴd͡ʑíd͡ʑoʊʔɡədɔ̀
ဝန်ကြီးဌာန	wʊ̀ɴd͡ʑítʰàna̰
ဝန်ခံ	wʊ̀ɴkʰàɴ
ဝန်စည်စလယ်	wʊ̀ɴzìzəlɛ̀
ဝန်ထောက်	wʊ̀ɴdaʊʔ
ဝန်ရှင်တော်	wʊ̀ɴʃɪ̀ɴdɔ̀
ဝပ်	waʔ
ဝပ်	wʊʔ
ဝမ်း	wʊ́ɴ
ဝမ်းကျ	wáɴd͡ʑa̰
ဝမ်းဆက်	wʊ́ɴsʰɛʔ
ဝမ်းဆွဲ	wʊ́ɴzwɛ́
ဝမ်းတဖိုး	wʊ́ɴda̰pʰó
ဝမ်းနည်း	wáɴné
ဝမ်းဘဲ	wʊ́ɴbɛ́
ဝမ်းရောဂါ	wʊ́ɴjɔ́ɡà
ဝမ်းသာ	wʊ́ɴθà
ဝယ်	wɛ̀
ဝရဏဗေဒ	wəjəna̰da̰bèda̰
ဝရန်တာ	wəɹàɴdà
ဝလာဟကမြင်း	wəlàhəka̰mjɪ́ɴ
ဝသန္တ	wa̰θàɴta̰
ဝသုန္ဓရာ	wəθòʊɴdəɹà
ဝသုန္ဓရေ	wəθòʊɴdəɹè
ဝါ	wà
ဝါကျ	weɪʔt͡ɕa̰
ဝါခေါင်	wàɡàʊɴ
ဝါဂွမ်း	wàɡwáɴ
ဝါစင်္ဂ	wàzɪ̀ɴɡa̰
ဝါဆို	wàsʰò
ဝါဆော	wàsʰɔ́
ဝါဏိဇ္ဇ	wàneɪʔza̰
ဝါဏိဇ္ဇပဋိပက္ခ	wàneɪʔza̰pədḭpɛʔkʰa̰
ဝါဏိဇ္ဇဗေဒ	wàneɪʔza̰bèda̰
ဝါဒ	wàda̰
ဝါရှင်တန်	wàʃɪ̀ɴtàɴ
ဝါရှာ	wàʃà
ဝါသနာ	wàða̰nà
ဝါသနာရှင်	wàðənàʃɪ̀ɴ
ဝါး	wá
ဝိဇယပူရ	wḭzəja̰pùɹa̰
ဝိဇ္ဇာ	weɪʔzà
ဝိဇ္ဇာပညာ	weɪʔzàpjɪ̀ɴɲà
ဝိဇ္ဇာဘွဲ့	weɪʔzàbwɛ̰
ဝိညာဉ်	wèɪɴɲɪ̀ɴ
ဝိတိုရိယ	wḭtòɹḭja̰
ဝိတ်	weɪʔ
ဝိတ်ချ	weɪʔt͡ɕʰa̰
ဝိတ်လျှော့	weɪʔʃɔ̰
ဝိနည်း	wḭní
ဝိနိစ္ဆယ	wḭneɪʔsəja̰ja̰
ဝိပတ္တိတရားလေးပါး	wḭpaʔtḭtəjálébá
ဝိပဿနာ	wḭpaʔθənà
ဝိပဿီ	wḭpətθì
ဝိပဿီဘုရား	wḭpaʔθìpʰəjá
ဝိဘတ်	wḭbaʔ
ဝိသေသ	wḭθèθa̰
ဝိသေသလက္ခဏာ	wḭθèθa̰lɛʔkʰənà
ဝိဟာရ	wḭhàja̰
ဝိုက်ချ	waɪʔt͡ɕʰa̰
ဝိုင်	wàɪɴ
ဝိုင်ယာကြိုး	wàɪɴjàd͡ʑó
ဝိုင်း	wáɪɴ
ဝီကီပိဒိယ	wìkìpḭdḭja̰
ဝီကီပီးဒီးယား	wìkìpídíjá
ဝီစကီ	wìsəkì
ဝီစီ	wìsì
ဝီရ	wìja̰
ဝီရိယ	wəɹḭja̰
ဝေဒနာ	wèdənà
ဝေလ	wèla̰
ဝေလငါး	wèla̰ŋá
ဝေသာလီ	wèθàlì
ဝေဟင်	wèhɪ̀ɴ
ဝေါ	wɔ́
ဝေါဟာရ	wɔ́hàɹa̰
ဝေါဟာရဗေဒ	θaʔda̰bèda̰
ဝေး	wé
ဝေးကွာ	wékwà
ဝေဿ	wɪʔθa̰
ဝေဿဘူ	wètθəbù
ဝေဿဘူဘုရား	wètθa̰bùpʰəjá
ဝံ	wʊ̀ɴ
ဝံပုလွေ	wʊ̀ɴbəlwè
ဝံသ	wʊ̀ɴθa̰
ဝှက်	ʍɛʔ
ဝှေးစေ့	ʍézḭ
သ	θa̰
သ	θə
သကာ	ðəɡà
သကုဏဗေဒ	θa̰kṵna̰bèda̰
သက္ကတ	θɛʔkəta̰
သက်ဆိုင်	θɛʔsʰàɪɴ
သက်တင်	θɛʔtɪ̀ɴ
သက်တံ	θɛʔtàɴ
သက်သာ	θɛʔθà
သက်သေ	θɛʔθè
သက်ဦးဆံပိုင်	θɛʔʔúsʰàɴbàɪɴ
သကြား	ðəd͡ʑá
သကြားလုံး	ðəd͡ʑálóʊɴ
သခွား	θəkʰwá
သခွားမသီး	θəkʰəma̰ðí
သင်	θɪ̀ɴ
သင်ကြား	θɪ̀ɴt͡ɕá
သင်ခန်းစာ	θɪ̀ɴɡáɴzà
သင်တုန်းဓား	θɪ̀ɴdóʊɴdá
သင်ပန်း	θɪ̀ɴbáɴ
သင်ပေါင်း	θɪ̀ɴbáʊɴ
သင်း	θɪ́ɴ
သင်းဝင်	θɪ́ɴwɪ̀ɴ
သင်္ကဒူး	θɪ́ɴɡədú
သင်္ကန်း	θɪ̀ɴɡáɴ
သင်္ကေတ	θɪ̀ɴkèta̰
သင်္ကြန်	θɪ́ɴd͡ʑàɴ
သင်္ကြန်ထမင်း	ðəd͡ʑàɴtʰəmɪ́ɴ
သင်္ကြန်မိုး	θɪ̀ɴd͡ʑàɴmó
သင်္ချာ	θɪ̀ɴt͡ɕʰà
သင်္ချိုင်း	θɪ̀ɴd͡ʑáɪɴ
သင်္ဂဟ	θɪ̰ɴɡəha̰
သင်္ဂဟတရားလေးပါး	θɪ̀ɴɡa̰ha̰ta̰jálépá
သင်္ဘော	θɪ́ɴbɔ́
သင်္ဘောကြမ်း	θɪ̀ɴbɔ́d͡ʑáɴ
သင်္ဘောဆိပ်	θɪ̀ɴbɔ́zeɪʔ
သင်္ဘောမညှိုးပန်း	θɪ́ɴbɔ́məɲ̊óbáɴ
သင်္ဘောသီး	θɪ́ɴbɔ́ðí
သင်္ဘောသီးသုပ်	θɪ̀ɴbɔ́θíθoʊʔ
သင်္သကရိုက်	θɪ̀ɴθəkəɹaɪʔ
သစ္စာ	θɪʔsà
သစ္စာဖောက်	θɪʔsàpʰaʊʔ
သစ္စာလေးပါး	θɪʔsàlépá
သစ်	θɪʔ
သစ်ကတိုး	θɪʔɡədó
သစ်ကုလားအုတ်	θɪʔkələʔoʊʔ
သစ်ကျုတ်	θɪʔt͡ɕoʊʔ
သစ်ကြံပိုး	θɪʔd͡ʑəbó
သစ်စေး	sɪʔsí
သစ်ဆိမ့်	θɪʔsʰḛɪɴ
သစ်တို	θɪʔtò
သစ်တော	θɪʔtɔ́
သစ်ပင်	θɪʔpɪ̀ɴ
သစ်ပုပ်	θɪʔpoʊʔ
သစ်ဖြူ	θɪʔpʰjù
သစ်သစ်	θɪʔθɪʔ
သစ်သီး	θɪʔθí
သစ်သီးရည်	θɪʔθíjè
သဇင်	ðəzɪ̀ɴ
သဉ္ဇာ	θɪ̀ɴzà
သဉ္ဇာလီ	θɪ̀ɴzàlì
သည့်	θḭ
သည်	θè
သည်မှာ	ðìm̥à
သည်း	θí
သည်းခြေ	θíd͡ʑè
သဏ္ဍာန်	θədàɴ
သတင်း	ða̰dɪ́ɴ
သတင်းစာ	ðədɪ́ɴzà
သတင်းစာဆရာ	ðədɪ́ɴzàsʰəjà
သတင်းပို့	ðədɪ́ɴpo̰
သတို့သမီး	ðədo̰θəmí
သတို့သား	ðədo̰θá
သတ္တဗေဒ	θaʔta̰bèda̰
သတ္တမ	θaʔtəma̰
သတ္တဝါ	θaʔtəwà
သတ္တိ	θaʔtḭ
သတ္တု	θaʔtṵ
သတ္တုစပ်	θaʔtṵzaʔ
သတ္တုတွင်း	θaʔtṵdwɪ́ɴ
သတ္တုဗေဒ	θaʔtṵbèda̰
သတ္တုရိုင်း	θaʔtṵjáɪɴ
သတ္ထန္တရကပ်	θaʔtʰàɴtəɹa̰kaʔ
သတ်	θaʔ
သတ်ဖြတ်	θaʔpʰjaʔ
သဒ္ဒဗေဒ	θaʔda̰bèda̰
သဒ္ဒါ	ðədà
သဒ္ဒါဆယ်ပါး	ðədàsʰɛ̀bá
သဒ္ဓါ	θàddà
သဒ္ဓါကြေး	θədàt͡ɕé
သနပ်	θənaʔ
သနပ်ခါး	θənəkʰá
သန္တာ	θàɴdà
သန္ဓေ	θàɴdè
သန္ဓေဗေဒ	θàɴdèbèda̰
သန္ဓေသား	ðədèðá
သန်ကောင်	θàɴɡàʊɴ
သန်တူ	θàɴtù
သန်လျက်	θàɴjɛʔ
သန်လျင်	θəɲɪ̀ɴ
သန်လျင်း	θàɴləjɪ́ɴ
သန်လျင်းချိတ်	θàɴjɪ́ɴd͡ʑeɪʔ
သန်း	θáɴ
သန်းခေါင်	ðəɡàʊɴ
သပိတ်	ðəbeɪʔ
သပ်	θaʔ
သပြု	ðəbjṵ
သပြေ	ðəbjè
သဘက်ခါ	θəbɛʔkʰà
သဘာပတိ	θəbàpətḭ
သဘာဝ	ðəbàwa̰
သဘာဝတ္ထဗေဒ	θəbàwʊʔtʰa̰bèda̰
သဘော	ðəbɔ́
သဘောတူ	ðəbɔ́tù
သမက်	θəmɛʔ
သမဂ္ဂ	θa̰mɛʔɡa̰
သမင်	θəmɪ̀ɴ
သမင်မ	θəmɪ̀ɴma̰
သမာသမတ်	θəmàθəmaʔ
သမား	θəmá
သမိန်	θəmèɪɴ
သမိုင်း	θəmáɪɴ
သမီး	θəmí
သမုဒ္ဒရာ	θəmoʊʔdəjà
သမ္ဗန္ဓ	θàɴbàɴda̰
သမ္မတ	θəməda̰
သမ္မတကတော်	θəma̰da̰ɡədɔ̀
သမ္မတနိုင်ငံ	θəməda̰nàɪɴŋàɴ
သမ္မာကျမ်း	θəmàt͡ɕáɴ
သမ်း	θáɴ
သယ်	θɛ̀
သရ	θəɹa̰
သရက်	θəjɛʔ
သရက်ရွက်	θəjɛʔjwɛʔ
သရက်သီးသနပ်	θəjɛʔθíθa̰naʔ
သရဏဂုံသုံးပါး	θəjənəɡòʊɴθóʊɴbá
သရဏင်္ကရာ	θəɹənɪ̀ɴkəɹà
သရဏင်္ကရာဘုရား	θəɹənɪ̀ɴkəɹàpʰəjá
သရဖူ	θəɹəpʰù
သရီရ	θəɹìɹa̰
သရုပ်	θəjoʊʔ
သရုပ်ဆောင်	θəjoʊʔsʰàʊɴ
သရုပ်ဖော်	θəjoʊʔpʰɔ̀
သရဲ	θəjɛ́
သလား	θa̰lá
သလိပ်	θəleɪʔ
သလုံး	θəlóʊɴ
သလဲသီး	θəlɛ́θí
သလွဲ	θəlwɛ́
သဝဏ်လွှာ	θəwʊ̀ɴl̥wà
သာဂူ	θàɡù
သာဂူပြင်	θàɡùbjɪ̀ɴ
သာဓက	θàda̰ka̰
သာဓု	θàdṵ
သာမဏေ	θàmənè
သာမိုမီတာ	θàmòmìtà
သာယာဝတီ	θàjàwədì
သာရိပုတ္တရာ	θàjḭpoʊʔtəjà
သာဝက	θàwəka̰
သာဝတ္ထိ	θàwʊʔtʰḭ
သာသနာ	θàðənà
သာသနာ့အာဇာနည်	θàθəna̰ʔàzànì
သား	θá
သားကြီး	θád͡ʑí
သားပိုက်ကောင်	θábaɪʔkàʊɴ
သားမြီးယပ်	θámjíjaʔ
သားရေ	θəjè
သားလောင်း	θáláʊɴ
သားလှောင်	θál̥àʊɴ
သားသတ်ရုံ	θáðaʔjòʊɴ
သားအိမ်	θəʔèɪɴ
သားအိမ်ခေါင်း	θəʔèɪɴɡáʊɴ
သားအိမ်လမ်းကြောင်း	θəʔèɪɴláɴd͡ʑáʊɴ
သားဥ	θáʔṵ
သားဥအိမ်	θáʔṵʔèɪɴ
သိ	θḭ
သိက္ခါ	θeɪʔkʰà
သိကြား	ðəd͡ʑá
သိခီဘုရား	θḭkʰìpʰəjá
သိင်္ဂီ	θèɪɴɡì
သိထိလ	θḭtʰḭla̰
သိဒ္ဓတ္ထ	θeɪʔdaʔtʰa̰
သိဒ္ဓတ္ထဘုရား	θìddaʔtʰa̰pʰəjá
သိဒ္ဓတ်မင်း	θeɪʔdaʔmɪ́ɴ
သိဒ္ဓိ	θeɪʔdḭ
သိန်း	θéɪɴ
သိပ္ပံ	θeɪʔpàɴ
သိပ္ပံဘွဲ့	θeɪʔpàɴbwɛ̰
သိပ်	θeɪʔ
သိမ်	θèɪɴ
သိရှိ	θḭʃḭ
သိဝ	θḭwa̰
သိုက်	θaɪʔ
သို့ပေမဲ့	ðo̰bèmɛ̰
သို့မဟုတ်	ðo̰məhoʊʔ
သို့ရာတွင်	ðo̰jàdwɪ̀ɴ
သို့သော်	ðo̰ðɔ̀
သိုး	θó
သိုးဆောင်း	θósʰáʊɴ
သိုးထိန်း	θódéɪɴ
သိုးထီး	θódí
သိုးမ	θóma̰
သိုးမွေး	θómwé
သိုးအုပ်	θóʔoʊʔ
သီချင်း	θət͡ɕʰɪ́ɴ
သီဂိရိယ	θìɡḭɹḭja̰
သီတဂူ	θìdəɡù
သီတင်း	ðədɪ́ɴ
သီတင်းကျွတ်	ðədɪ́ɴd͡ʑʊʔ
သီတင်းသီလ	ðədɪ́ɴθìla̰
သီတာ	θìdà
သီတာဒေဝီ	θìdàdèwì
သီရိ	θìɹḭ
သီရိလင်္ကာ	θìɹḭlɪ̀ɴkà
သီလ	θìla̰
သီလရှင်	θìla̰ʃɪ̀ɴ
သီဟ	θìha̰
သီဟိုဠ်	θìhò
သီဟိုဠ်သရက်	θìhòθəjɛʔ
သီအိုရီ	θìʔòɹì
သီး	θí
သီးစုံချဉ်ရည်	θízòʊɴt͡ɕʰɪ̀ɴjì
သီးပင်	θíbɪ̀ɴ
သီးသီး	θíðí
သု	θṵ
သုက်	θoʊʔ
သုက်ကောင်	θoʊʔkàʊɴ
သုက်ပိုး	θoʊʔpó
သုက်ရည်	θoʊʔjè
သုခ	θṵkʰa̰
သုခေါဒယ	θṵkʰɔ́dəja̰
သုဇာတဘုရား	θṵzàta̰pʰəjá
သုည	θòʊɴɲa̰
သုတ	θṵta̰
သုတေသန	θṵtèθəna̰
သုတေသီ	θṵtèθì
သုတ်	θoʊʔ
သုဒ္ဒ	θoʊʔda̰
သုဒ္ဒကိန်း	θoʊʔda̰kéɪɴ
သုဒ္ဒကြိယာ	θoʊʔda̰kəɹḭjà
သုဒ္ဓေါဒန	θùddɔ́dəna̰
သုဓမ္မပူရ	θṵdəma̰pùɹa̰
သုဓမ္မသိင်္ဂီ	θṵdàɴma̰θèɪɴɡì
သုဓာ	θoʊʔdà
သုပ်	θoʊʔ
သုမန	θṵməna̰
သုမနဘုရား	θṵməna̰pʰəjá
သုမေဓာ	θṵmèdà
သုမေဓာဘုရား	θṵmèdàpʰəjá
သုဝဏ္ဏ	θṵwʊ̀ɴna̰
သုသာန်	θoʊʔθàɴ
သုံး	θóʊɴ
သုံးဆယ်	θóʊɴsʰɛ̀
သုံးဆောင်	θóʊɴsʰàʊɴ
သုံးလ	θóʊɴla̰
သူ	θù
သူကောင်	θùɡàʊɴ
သူကောင်တင်	θùɡàʊɴdɪ̀ɴ
သူကောင်း	θùɡáʊɴ
သူကောင်းပြု	θùɡáʊɴpjṵ
သူကောင်းမြှောက်	θùɡáʊɴm̥jaʊʔ
သူကောင်းသား	θùɡáʊɴðá
သူကျက်	θùd͡ʑɛʔ
သူကြီး	θùd͡ʑí
သူကြွယ်	θùt͡ɕwɛ̀
သူခိုး	θəkʰó
သူငယ်	θəŋɛ̀
သူငယ်ချင်း	θəŋɛ̀d͡ʑɪ́ɴ
သူငယ်တန်း	θùŋɛ̀dáɴ
သူငယ်မ	θəŋɛ̀ma̰
သူစိမ်း	ðəzéɪɴ
သူစိမ်းတစ်ရံဆံ	ðəzéɪɴtəjàɴzàɴ
သူဆင်းရဲ	θùsʰɪ́ɴjɛ́
သူဇာ	θùzà
သူဌေး	θətʰé
သူတကာ	θùdəɡà
သူတစ်ခွန်းငါတစ်ခွန်း	θùtəkʰʊ́ɴŋàtəkʰʊ́ɴ
သူတစ်ထူး	θùtətʰú
သူတစ်ပါး	θùdəbá
သူတစ်ပြန်ငါတစ်ပြန်	θùdəbjàɴŋàdəbjàɴ
သူတစ်လူငါတစ်မင်း	θùtəlùŋàtəmɪ́ɴ
သူတို့	θùdo̰
