άβλαβοσ	avlavos
αυγοκομμένοσ	avɣokomenos
αυγούστου	avɣustu
αυγούστουσ	avɣustus
αυγούστων	avɣuston
αυγό	avɣo
αυλόσ	avlos
αυνανίζομαι	avnanizome
αυνανίστηκα	avnanistika
αυξομειωμένοσ	afksomiomenos
αυξομειώνομαι	afksomionome
αυξομειώνω	afksomiono
αυτή	afti
αυτί	afti
αυτοκινητάκι	aftocinitaci
αυτοκινητάκια	aftocinitaca
αυτοκινούμενοσ	aftocinumenos
αυτοκράτορασ	aftokratoras
αυτοκτονία	aftoktonia
αυτοκτονώ	aftoktono
αυτό	afto
αυτόλυκοσ	aftolikos
αυτόσ	aftos
αυτώνω	aftono
αφήγηση	afiʝisi
αφαιρώ	afeɾo
αφεντικό	afendiko
αφηγήτρια	afiʝitɾia
αφηγητήσ	afiʝitis
αφθονούσα	afθonusa
αφθονώ	afθono
αφοδεύω	afoðevo
αφορά	afora
αφορίζω	afoɾizo
αφορμή	afoɾmi
αφορούσε	aforuse
αφοσιωμένοσ	afosiomenos
αφοσιώθηκα	afosioθika
αφοσιώνομαι	afosionome
αφουγκράζομαι	afuɡɾazome
αφουγκράστηκα	afuɡɾastika
αφρική	afɾici
αφτί	afti
αφυδάτωσα	afiðatosa
αφυδατώθηκα	afiðatoθika
αφυδατώνομαι	afiðatonome
αφυδατώνω	afiðatono
αφυδατώσεισ	afiðatosis
αχάριστοσ	axaɾistos
αχαιόσ	açeos
αχθοφόροσ	axθoforos
αχιλλέασ	açileas
αψιθιά	apsiθça
αϊ	ai
αϊντάχο	aidaxo
αϊόβα	aiova
αϋπνία	aipnia
αύγουστε	avɣuste
αύγουστο	avɣusto
αύγουστοι	avɣusti
αύγουστοσ	avɣustos
βάζεισ	vazis
βάζο	vazo
βάζοντασ	vazondas
βάζω	vazo
βάλαμε	valame
βάλανοσ	valanos
βάλε	vale
βάλει	vali
βάλεισ	valis
βάλετε	valete
βάλθηκα	valθika
βάλλε	vale
βάλλεται	valete
βάλλετε	valete
βάλλομαι	valome
βάλλομε	valome
βάλλουμε	valume
βάλλω	valo
βάλομε	valome
βάλουμε	valume
βάλουν	valun
βάλουνε	valune
βάλω	valo
βάρβαροσ	varvaros
βάροσ	varos
βάσανο	vasano
βάσανοσ	vasanos
βάσιμοσ	vasimos
βάσταξα	vastaksa
βάστηξα	vastiksa
βάσω	vaso
βάφηκα	vafika
βάφομαι	vafome
βάφτηκα	vaftika
βάφω	vafo
βέβαιοσ	veveos
βέλγιο	velʝo
βέρα	veɾa
βέροια	veɾia
βήτα	vita
βίασα	viasa
βίβλοσ	vivlos
βίζιτα	vizita
βίκυ	vici
βαίνω	veno
βαβαρία	vavaria
βαβυλώνα	vavilona
βαθιά	vaθça
βαθιάσ	vaθças
βαθιοί	vaθçi
βαθιού	vaθçu
βαθιών	vaθçon
βαθμολογημένα	vaθmoloʝimena
βαθμολογημένε	vaθmoloʝimene
βαθμολογημένεσ	vaθmoloʝimenes
βαθμολογημένη	vaθmoloʝimeni
βαθμολογημένησ	vaθmoloʝimenis
βαθμολογημένο	vaθmoloʝimeno
βαθμολογημένοι	vaθmoloʝimeni
βαθμολογημένοσ	vaθmoloʝimenos
βαθμολογημένου	vaθmoloʝimenu
βαθμολογημένουσ	vaθmoloʝimenus
βαθμολογημένων	vaθmoloʝimenon
βαλσ	vals
βαλσάκι	valsaci
βαλσάκια	valsaca
βαλσαμώθηκα	valsamoθika
βαλσαμώνομαι	valsamonome
βαλσαμώνω	valsamono
βαμπίρ	vampiɾ
βαν	van
βαρελότο	vaɾeloto
βαριέμαι	varʝeme
βαρκελώνη	vaɾceloni
βαρύτητα	varitita
βασίλευε	vasileve
βασίλεψα	vasilepsa
βασίλεψε	vasilepse
βασίλισσα	vasilisa
βασανίζομαι	vasanizome
βασανίζω	vasanizo
βασανίστρια	vasanistɾia
βασανιστήριο	vasanistiɾio
βασανιστήσ	vasanistis
βασιλέασ	vasileas
βασιλεία	vasilia
βασιλεύσ	vasilefs
βασιλεύω	vasilevo
βασιλιάσ	vasiʎas
βασιλική	vasilici
βασιλοκτονία	vasiloktonia
βασιλομήτωρ	vasilomitoɾ
βασκάνετε	vaskanete
βασκαίνομαι	vascenome
βαστάζομαι	vastazome
βαστάζω	vastazo
βαστάχτηκα	vastaxtika
βαστάω	vastao
βαστήχτηκα	vastixtika
βασταγμένοσ	vastaɣmenos
βαστηγμένοσ	vastiɣmenos
βαστιέμαι	vastçeme
βαστώ	vasto
βατραχάνθρωποσ	vatɾaxanθɾopos
βαυαρία	vavaria
βαφλιέρα	vafʎeɾa
βγάζοντασ	vɣazondas
βγάζω	vɣazo
βγαίνω	vʝeno
βδέλυγμα	vðeliɣma
βδελυγμάτων	vðeliɣmaton
βδελύγματα	vðeliɣmata
βδελύγματοσ	vðeliɣmatos
βδομάδα	vðomaða
βεβαίωσ	veveos
βεβαίωσα	veveosa
βεβαιώθηκα	veveoθika
βεβαιώνομαι	veveonome
βεβαιώνω	veveono
βεβαιώσει	veveosi
βεβαιώσεισ	veveosis
βεβαιώσετε	veveosete
βεβαιώσω	veveoso
βεβιασμένοσ	veviazmenos
βεγγαλικό	veŋɡaliko
βελανίδι	velaniði
βελανιδιά	velaniðʝa
βελτίωσα	veltiosa
βελτιώθηκα	veltioθika
βελτιώνομαι	veltionome
βελτιώνω	veltiono
βελτιώσεισ	veltiosis
βελόνα	velona
βερίκοκο	veɾikoko
βερικοκιά	veɾikocʝa
βερνικώνομαι	veɾnikonome
βερνικώνω	veɾnikono
βερολίνο	verolino
βηρυτόσ	viritos
βησιγότθοσ	visiɣotθos
βιάζομαι	viazome
βιάζομαι	vʝazome
βιάζω	viazo
βιάζω	vʝazo
βιάστηκα	viastika
βιάστηκα	vʝastika
βιασμένοσ	viazmenos
βιβλιοθήκη	vivlioθici
βιβλιοπωλεία	vivliopolia
βιβλιοπωλείο	vivliopolio
βιολί	vʝoli
βιοσφαιρών	viosfeɾon
βιόσφαιρα	viosfeɾa
βιόσφαιρασ	viosfeɾas
βιόσφαιρεσ	viosfeɾes
βλάκασ	vlakas
βλάμησ	vlamis
βλάπτει	vlapti
βλάπτομαι	vlaptome
βλάπτω	vlapto
βλάφθηκα	vlafθika
βλάφτει	vlafti
βλάφτηκα	vlaftika
βλάφτω	vlafto
βλέποντασ	vlepondas
βλήθηκα	vliθika
βλακεία	vlacia
βλαμμένα	vlamena
βλαμμένε	vlamene
βλαμμένεσ	vlamenes
βλαμμένη	vlameni
βλαμμένησ	vlamenis
βλαμμένο	vlameno
βλαμμένοι	vlameni
βλαμμένοσ	vlamenos
βλαμμένου	vlamenu
βλαμμένουσ	vlamenus
βλαμμένων	vlamenon
βλασταίνω	vlasteno
βοήθησα	voiθisa
βοηθάμε	voi̯θame
βοηθάω	voiθao
βοηθάω	voi̯θao
βοηθήθηκα	voiθiθika
βοηθήθηκα	voi̯θiθika
βοηθημένοσ	voiθimenos
βοηθημένοσ	voi̯θimenos
βοηθιέμαι	voi̯θçeme
βοηθούμαι	voiθume
βοηθούμε	voiθume
βοηθούμενοσ	voiθumenos
βοηθούμενοσ	voi̯θumenos
βοηθῶ	voiθo
βοηθώ	voiθo
βοηθώ	voi̯θo
βολιδοσκοπήθηκα	voliðoskopiθika
βολιδοσκοπώ	voliðoskopo
βομβαρδίζω	voɱvarðizo
βοοειδή	vooiði
βοσκάω	voskao
βοσκήθηκα	vosciθika
βοσκιέμαι	vosceme
βοσκούσα	voskusa
βοσκώ	vosko
βουβάλι	vuvali
βουβάλια	vuvaʎa
βουβαλιού	vuvaʎu
βουβαλιών	vuvaʎon
βουλευτήσ	vuleftis
βουλιάζω	vuʎazo
βουλιάξτε	vuʎakste
βουλιάχτε	vuʎaxte
βουτάω	vutao
βουτυροκομία	ɾokomia
βουτυρωμένα	vutiromena
βουτυρωμένε	vutiromene
βουτυρωμένεσ	vutiromenes
βουτυρωμένη	vutiromeni
βουτυρωμένησ	vutiromenis
βουτυρωμένο	vutiromeno
βουτυρωμένοι	vutiromeni
βουτυρωμένοσ	vutiromenos
βουτυρωμένου	vutiromenu
βουτυρωμένουσ	vutiromenus
βουτυρωμένων	vutiromenon
βουτυρώνομαι	vutiɾonome
βουτυρώνω	vutiɾono
βουτώ	vuto
βούδασ	vuðas
βούληση	vulisi
βούλιαξα	vuʎaksa
βράδυ	vraði
βράζω	vrazo
βράχηκα	vɾaçika
βρέθηκα	vɾeθika
βρέχομαι	vrexome
βρέχομε	vrexome
βρέχουμε	vrexume
βρέχω	vrexo
βρήκα	vɾika
βρήκαμε	vɾikame
βρήκαν	vɾikan
βρήκατε	vɾikate
βρήκε	vɾice
βρήκεσ	vɾices
βρίζομαι	vɾizome
βρίζω	vɾizo
βρίσκομαι	vɾiskome
βρίσκω	vɾisko
βραβεύω	vravevo
βραδάκι	vɾaðaci
βραδέωσ	vɾaðeos
βραχυκυκλώθηκα	vɾaçicicloθika
βραχυκυκλώνομαι	vɾaçiciclonome
βραχυκυκλώνω	vɾaçiciklono
βραχυκύκλωμα	vɾaçicikloma
βραχυκύκλωσα	vɾaçiciclosa
βραχώδησ	vɾaxoðis
βρε	vɾe
βρείτε	vɾite
βρεγμένοσ	vɾeɣmenos
βρει	vɾi
βρεισ	vɾis
βρεμένοσ	vɾemenos
βρετάνη	vretani
βρετανία	vretania
βρετανόσ	vretanos
βρεφοκομείο	vɾefokomio
βρεφοκτονία	vɾefoktonia
βρικόλακασ	vɾikolakas
βρισίδι	vɾisiði
βρισιά	vɾisça
βρομάω	vɾomao
βρομοθήλυκο	vɾomoθiliko
βρομόκαιροσ	vɾomoceɾos
βρομώ	vɾomo
βροντάω	vɾondao
βροντοχτυπάω	vɾondoxtipao
βροντοχτυπούσα	vɾondoxtipusa
βροντοχτυπώ	vɾondoxtipo
βροντοχτύπαγα	vɾondoxtipaɣa
βροντοχτύπησα	vɾondoxtipisa
βρούμε	vɾume
βρυκόλακασ	vɾikolakas
βρωμάω	vɾomao
βρωμοθήλυκο	vɾomoθiliko
βρωμώ	vɾomo
βρόμη	vɾomi
βρόμικα	vɾomika
βρόμικη	vɾomici
βρόμικοι	vɾomici
βρόμικοσ	vɾomikos
βυζάκι	vizaci
βυζάρα	vizaɾa
βυζί	vizi
βυθισμένα	viθizmena
βυθισμένε	viθizmene
βυθισμένεσ	viθizmenes
βυθισμένη	viθizmeni
βυθισμένησ	viθizmenis
βυθισμένο	viθizmeno
βυθισμένοι	viθizmeni
βυθισμένοσ	viθizmenos
βυθισμένου	viθizmenu
βυθισμένουσ	viθizmenus
βυθισμένων	viθizmenon
βυρσοδέψησ	viɾsoðepsis
βόηθησα	voi̯θisa
βόλοσ	volos
βόρειοσ	voɾios
βόσκαγα	voskaɣa
βόσκησα	voscisa
βόσκομαι	voskome
βόσκω	vosko
γάδαροσ	ɣaðaɾos
γάμα	ɣama
γάμησα	ɣamisa
γάμοσ	ɣamos
γάντζοσ	ɣandzos
γέλαγα	ʝelaɣa
γένεση	ʝenesi
γένεσησ	ʝenesis
γένεσισ	ʝenesis
γένι	ʝeɲi
γένια	ʝeɲa
γέννα	ʝena
γένναγα	ʝenaɣa
γέννασ	ʝenas
γέννεσ	ʝenes
γέννησα	ʝenisa
γέννηση	ʝenisi
γέννησισ	ʝenisis
γένοσ	ʝenos
γέρασα	ʝeɾasa
γέροσ	ʝeɾos
γέφυρα	ʝefira
γήπεδο	ʝipeðo
γήτεψα	ʝitepsa
γίγαντασ	ʝiɣadas
γίγνεσθαι	ʝiɣnesθe
γίντισ	ʝidis
γαβ	ɣav
γαζία	ɣazia
γαλήνη	ɣalini
γαλακτοκομείο	ɣalaktokomio
γαλακτομπούρεκο	ɣalaktobuɾeko
γαλλία	ɣalia
γαλοπούλα	ɣalopula
γαλόνι	ɣaloni
γαμάτα	ɣamata
γαμάτη	ɣamati
γαμάτοι	ɣamati
γαμάτοσ	ɣamatos
γαμάω	ɣamao
γαμήσι	ɣamisi
γαμημένα	ɣamimena
γαμημένε	ɣamimene
γαμημένεσ	ɣamimenes
γαμημένη	ɣamimeni
γαμημένησ	ɣamimenis
γαμημένο	ɣamimeno
γαμημένοι	ɣamimeni
γαμημένοσ	ɣamimenos
γαμημένου	ɣamimenu
γαμημένουσ	ɣamimenus
γαμημένων	ɣamimenon
γαμιάσ	ɣamɲas
γαμιέμαι	ɣamɲeme
γαμιόλα	ɣamɲola
γαμιόλησ	ɣamɲolis
γαμοσταυρίδια	ɣamostavɾiðʝa
γαμοσταυρίζω	ɣamostavɾizo
γαμώ	ɣamo
γαμώντασ	ɣamondas
γαμώτη	ɣamoti
γαμώτο	ɣamoto
γαρίδα	ɣaɾiða
γαργάλησα	ɣaɾɣalisa
γαργάρα	ɣaɾɣaɾa
γαργαλάω	ɣaɾɣalao
γαργαλήθηκα	ɣaɾɣaliθika
γαργαλίζομαι	ɣaɾɣalizome
γαργαλίζω	ɣaɾɣalizo
γαργαλεύομαι	ɣaɾɣalevome
γαργαλεύω	ɣaɾɣalevo
γαργαλιέμαι	ɣaɾɣaʎeme
γαργαλώ	ɣaɾɣalo
γαργηττόσ	ɣarʝitos
γαϊδαράκοσ	ɣaiðaɾakos
γαϊδουροκαλόκαιρο	ɣaiðuɾokaloceɾo
γδέρνω	ɣðerno
γείτσεσ	ʝitses
γεγονόσ	ʝeɣonos
γεια	ʝa
γελάμε	ʝelame
γελάστηκα	ʝelastika
γελάω	ʝelao
γελασμένοσ	ʝelazmenos
γελιέμαι	ʝeʎeme
γελοίοσ	ʝelios
γελούσα	ʝelusa
γελωτοποιόσ	ʝelotopios
γελώ	ʝelo
γεν	ʝen
γενάρη	ʝenaɾi
γενάρηδεσ	ʝenaɾiðes
γενάρηδων	ʝenaɾiðon
γενάρησ	ʝenaɾis
γενέσεισ	ʝenesis
γενέσεων	ʝeneseon
γενέσεωσ	ʝeneseos
γενέσθαι	ʝenesθe
γενεά	ʝenea
γενεάσ	ʝeneas
γενεέσ	ʝenees
γενεών	ʝeneon
γενιά	ʝeɲa
γενιάσ	ʝeɲas
γενιέσ	ʝeɲes
γενιού	ʝeɲu
γενιών	ʝeɲon
γεννάω	ʝenao
γεννήθηκα	ʝeniθika
γεννήτορασ	ʝenitoras
γεννημένοσ	ʝenimenos
γεννιέμαι	ʝeɲeme
γεννούσα	ʝenusa
γεννώ	ʝeno
γεννών	ʝenon
γενοκτονία	ʝenoktonia
γεράματα	ʝeɾamata
γερασμένοσ	ʝeɾazmenos
γερνάω	ʝeɾnao
γερνώ	ʝeɾno
γεροντοκρατία	ʝeɾondokɾatia
γερόσ	ʝeɾos
γεωγραφία	ʝeoɣrafia
γεωγραφίασ	ʝeoɣrafias
γεωγραφίεσ	ʝeoɣrafies
γεωγραφικό	ʝeoɣɾafiko
γεωγραφικόν	ʝeoɣɾafikon
γεωγραφικόσ	ʝeoɣɾafikos
γεωγραφιών	ʝeoɣrafion
γηροκομείο	ʝiɾokomio
γητεύομαι	ʝitevome
γητεύτηκα	ʝiteftika
γητεύω	ʝitevo
γιάννα	ʝana
γιάννενα	ʝanena
γιάννησ	ʝanis
γιάννινα	ʝanina
γιάντα	ʝanda
γιάτρεψα	ʝatɾepsa
γιαγιά	ʝaʝa
γιακάσ	ʝakas
γιαλόσ	ʝalos
γιαννάκησ	ʝanacis
γιαννούλα	ʝanula
γιαπί	ʝapi
γιασεμί	ʝasemi
γιατάκι	ʝataci
γιατί	ʝati
γιατρεία	ʝatɾia
γιατρείεσ	ʝatɾies
γιατρειά	ʝatɾia
γιατρειάσ	ʝatɾias
γιατρειών	ʝatɾion
γιατρεύομαι	ʝatɾevome
γιατρεύτηκα	ʝatɾeftika
γιατρεύω	ʝatɾevo
γιατροί	ʝatɾi
γιατρόσ	ʝatros
γιεν	ʝen
γινάτι	ʝinati
γιογιό	ʝoʝo
γιορκ	ʝoɾk
γιορτάζομαι	ʝoɾtazome
γιορτάζουμε	ʝoɾtazume
γιορτάζω	ʝoɾtazo
γιορτάστηκα	ʝoɾtastika
γιορτή	ʝorti
γιοσ	ʝos
γιουγκοσλαβία	ʝuɡozlavia
γιουχαΐζω	ʝuxaizo
γιόρτασα	ʝoɾtasa
γιώτα	ʝota
γκάιντα	ɡaida
γκάριξα	ɡariksa
γκάρισα	ɡarisa
γκάστρωμα	ɡastɾoma
γκέι	ɟei
γκαέτα	ɡaeta
γκαρίζω	ɡarizo
γκαστρωμένα	ɡastromena
γκαστρωμένε	ɡastromene
γκαστρωμένεσ	ɡastromenes
γκαστρωμένη	ɡastɾomeni
γκαστρωμένησ	ɡastromenis
γκαστρωμένο	ɡastromeno
γκαστρωμένοι	ɡastɾomeni
γκαστρωμένοσ	ɡastɾomenos
γκαστρωμένου	ɡastromenu
γκαστρωμένουσ	ɡastromenus
γκαστρωμένων	ɡastromenon
γκαστρώνομαι	ɡastɾonome
γκαστρώνω	ɡastɾono
γκεσέμι	ɟesemi
γκεσέμια	ɟesemɲa
γκεσεμιού	ɟesemɲu
γκεσεμιών	ɟesemɲon
γκιλοτίνα	ɟilotina
γκομενάκι	ɡomenaci
γκομενάκοσ	ɡomenakos
γκομενάρα	ɡomenaɾa
γκομενίτσα	ɡomenitsa
γκουγκλάρω	ɡuɡlaɾo
γκουγκλίζω	ɡuɡlizo
γκρίζα	ɡɾiza
γκρίζασ	ɡɾizas
γκρίζε	ɡɾize
γκρίζεσ	ɡɾizes
γκρίζη	ɡɾizi
γκρίζο	ɡɾizo
γκρίζοι	ɡɾizi
γκρίζοσ	ɡɾizos
γκρίζου	ɡɾizu
γκρίζουσ	ɡɾizus
γκρίζων	ɡɾizon
γκρίνια	ɡɾiɲa
γκρίνιαξα	ɡɾiɲaksa
γκρεμόσ	ɡremos
γκρινιάζω	ɡɾiɲazo
γκόμενα	ɡomena
γκόμενοσ	ɡomenos
γλάστρα	ɣlastɾa
γλαστράκι	ɣlastɾaci
γλαστρούλα	ɣlastɾula
γλείφομαι	ɣlifome
γλείφτηκα	ɣliftika
γλείφω	ɣlifo
γλειφομούνι	ɣlifomuni
γλιτώνω	ɣlitono
γλυκίσματα	ɣlicizmata
γλυκίσματοσ	ɣlicizmatos
γλυκισμάτων	ɣlicizmaton
γλυκόσ	ɣlikos
γλυτώνω	ɣlitono
γλυφάδα	ɣlifaða
γλωσσάκι	ɣlosaci
γλωσσίτσα	ɣlositsa
γλωσσοδέτησ	ɣlosoðetis
γλύκισμα	ɣlicizma
γλώσσα	ɣlosa
γνοιάζομαι	ɣɲazome
γνωρίζω	ɣnoɾizo
γνώριμοσ	ɣnoɾimos
γνώσεισ	ɣnosis
γνώσεωσ	ɣnoseos
γνώση	ɣnosi
