aarōn	aːarɔn
condemnātiō	kɔn̪d̪ɛmnaːt͡siɔ
condemnō	kɔn̪d̪ɛmnɔ
condiciōnābilis	kɔn̪d̪it͡ʃiɔnaːbilis
condiciōnālis	kɔn̪d̪it͡ʃiɔnaːlis
condiciōnāliter	kɔn̪d̪it͡ʃiɔnaːlit̪ɛr
condictiō	kɔn̪d̪ikt͡siɔ
condictum	kɔn̪d̪ikt̪um
condictīcius	kɔn̪d̪ikt̪iːt͡ʃius
condictītius	kɔn̪d̪ikt̪iːt͡sius
condignus	kɔn̪d̪iɲɲus
condiscō	kɔn̪d̪iskɔ
conditiō	kɔn̪d̪iːt͡siɔ
conditiōnālis	kɔn̪d̪it͡siɔnaːlis
conditor	kɔn̪d̪it̪ɔr
conditīvus	kɔn̪d̪it̪iːvus
condivincum	kɔn̪d̪iviŋkum
condiō	kɔn̪d̪iɔ
condoceō	kɔn̪d̪ɔːt͡ʃɛɔ
condoleō	kɔn̪d̪ɔːlɛɔ
condominium	kɔn̪d̪ɔmiːnium
condormiō	kɔn̪d̪ɔrmiɔ
condrūsī	kɔn̪d̪ruːzi
conductor	kɔn̪d̪ukt̪ɔr
conductrīx	kɔn̪d̪ukt̪riks
conductēla	kɔn̪d̪ukt̪ɛːla
conductīcius	kɔn̪d̪ukt̪iːt͡ʃius
conductītius	kɔn̪d̪ukt̪iːt͡sius
condulcō	kɔn̪d̪ulkɔ
condumnō	kɔn̪d̪umnɔ
condurdum	kɔn̪d̪urd̪um
condux	kɔn̪d̪uks
condylus	kɔn̪d̪ilus
condātē	kɔn̪d̪aːt̪ɛ
condēcernō	kɔn̪d̪ɛt͡ʃɛrnɔ
condēlector	kɔn̪d̪ɛlɛkt̪ɔr
condēnsat	kɔn̪d̪ɛnsat̪
condēnsus	kɔn̪d̪ɛnsus
condēnsātiō	kɔn̪d̪ɛnsaːt͡siɔ
condēnsō	kɔn̪d̪ɛnsɔ
condēscendō	kɔn̪d̪ɛʃʃɛn̪d̪ɔ
condēscēnsiō	kɔn̪d̪ɛʃʃɛnsiɔ
condīcō	kɔn̪d̪iːkɔ
condīmentum	kɔn̪d̪imɛn̪t̪um
condītiō	kɔn̪d̪iːt͡siɔ
condītor	kɔn̪d̪iːt̪ɔr
condō	kɔn̪d̪ɔ
condōnātiō	kɔn̪d̪ɔnaːt͡siɔ
condōnō	kɔn̪d̪ɔːnɔ
condūcenter	kɔn̪d̪ut͡ʃɛn̪t̪ɛr
condūcibilis	kɔn̪d̪ut͡ʃiːbilis
condūcibiliter	kɔn̪d̪ut͡ʃibiːlit̪ɛr
condūcō	kɔn̪d̪uːkɔ
congaudeō	kɔŋɡau̯d̪ɛɔ
congelābilis	kɔn̠ʲd͡ʒɛlaːbilis
congemō	kɔn̠ʲd͡ʒɛmɔ
conger	kɔn̠ʲd͡ʒɛr
congius	kɔn̠ʲd͡ʒius
congiārius	kɔn̠ʲd͡ʒiaːrius
conglaciō	kɔŋɡlaːt͡ʃiɔ
conglobō	kɔŋɡlɔbɔ
conglomerō	kɔŋɡlɔːmɛrɔ
conglōrificō	kɔŋɡlɔriːfikɔ
conglūtinō	kɔŋɡluːt̪inɔ
congoānus	kɔŋɡɔaːnus
congoēnsis	kɔŋɡɔɛnsis
congredior	kɔŋɡrɛːd̪iɔr
congregātiō	kɔŋɡrɛɡaːt͡siɔ
congregātīvus	kɔŋɡrɛɡat̪iːvus
congregō	kɔŋɡrɛɡɔ
congressiō	kɔŋɡrɛssiɔ
congruentia	kɔŋɡruɛnt͡sia
congruō	kɔŋɡruɔ
congrātulor	kɔŋɡraːt̪ulɔr
congāvīsūrus	kɔŋɡavizuːrus
congēlō	kɔn̠ʲd͡ʒɛːlɔ
congȳrō	kɔn̠ʲd͡ʒiːrɔ
coniciō	kɔnjiːt͡ʃiɔ
coniectiō	kɔnjɛkt͡siɔ
coniector	kɔnjɛkt̪ɔr
coniectrīx	kɔnjɛkt̪riks
coniectānea	kɔnjɛkt̪aːnɛa
coniectārius	kɔnjɛkt̪aːrius
coniectātiō	kɔnjɛkt̪aːt͡siɔ
coniectō	kɔnjɛkt̪ɔ
coniectūra	kɔnjɛkt̪uːra
coniectūrālis	kɔnjɛkt̪uraːlis
coniectūrāliter	kɔnjɛkt̪uraːlit̪ɛr
coniiciō	kɔnjiːt͡ʃiɔ
conimbrīga	kɔnimbriːɡa
conisium	kɔniːzium
conistērium	kɔnist̪ɛːrium
coniugium	kɔnjuːd͡ʒium
coniugālis	kɔnjuɡaːlis
coniugēns	kɔnjud͡ʒɛns
coniugō	kɔnjuɡɔ
coniungō	kɔnjuŋɡɔ
coniī	kɔnji
coniūcundor	kɔnjukun̪d̪ɔr
coniūnctiō	kɔnjuŋkt͡siɔ
coniūnctus	kɔnjuŋkt̪us
coniūnctē	kɔnjuŋkt̪ɛ
coniūnx	kɔnjuŋks
coniūrātiō	kɔnjuraːt͡siɔ
coniūrātum	kɔnjuraːt̪um
coniūrātus	kɔnjuraːt̪us
coniūrō	kɔnjuːrɔ
conjiciō	kɔnjiːt͡ʃiɔ
conjungō	kɔnjuŋɡɔ
conlabōrō	kɔnlabɔːrɔ
conlacrimō	kɔnlaːkrimɔ
conlaudō	kɔnlau̯d̪ɔ
conlocō	kɔnlɔkɔ
conloquor	kɔnlɔkwɔr
conlābor	kɔnlaːbɔr
conlīdō	kɔnliːd̪ɔ
conlūctor	kɔnlukt̪ɔr
conlūdō	kɔnluːd̪ɔ
conmandūcō	kɔnman̪d̪uːkɔ
conmorior	kɔnmɔːriɔr
conmētior	kɔnmɛːt͡siɔr
connecticūta	kɔnnɛkt̪ikuːt̪a
connectō	kɔnnɛkt̪ɔ
connexa	kɔnnɛksa
connexum	kɔnnɛksum
connexī	kɔnnɛksi
connexīs	kɔnnɛksis
connexō	kɔnnɛksɔ
connexōrum	kɔnnɛksɔːrum
connumerō	kɔnnuːmɛrɔ
connītor	kɔnniːt̪ɔr
connōnius	kɔnnɔːnius
conparticeps	kɔmpart̪it͡ʃɛps
conpartior	kɔmpart͡siɔr
conparābilis	kɔmparaːbilis
conparō	kɔmparɔ
conpatior	kɔmpaːt͡siɔr
conpediō	kɔmpɛːd̪iɔ
conpellō	kɔmpɛllɔ
conperiō	kɔmpɛːriɔ
conpescō	kɔmpɛskɔ
conpetō	kɔmpɛt̪ɔ
conpingō	kɔmpiŋɡɔ
conplaceō	kɔmplaːt͡ʃɛɔ
conplantō	kɔmplan̪t̪ɔ
conplector	kɔmplɛkt̪ɔr
conplexō	kɔmplɛksɔ
conplicō	kɔmplikɔ
conpluor	kɔmpluɔr
conplānō	kɔmplaːnɔ
conplōdō	kɔmplɔːd̪ɔ
conplūrēs	kɔmpluːrɛs
conponō	kɔmpɔnɔ
conportō	kɔmpɔrt̪ɔ
conpos	kɔmpɔs
conprehendō	kɔmprɛɛn̪d̪ɔ
conprimō	kɔmprimɔ
conprobō	kɔmprɔbɔ
conprānsor	kɔmpransɔr
conpugnō	kɔmpuɲɲɔ
conpungō	kɔmpuŋɡɔ
conputrēscō	kɔmput̪rɛskɔ
conputō	kɔmput̪ɔ
conpār	kɔmpar
conpīlō	kɔmpiːlɔ
conquaerō	kɔŋkwɛːrɔ
conquassātiō	kɔŋkwassaːt͡siɔ
conquassō	kɔŋkwassɔ
conqueror	kɔŋkwɛrɔr
conquestiō	kɔŋkwɛst̪iɔ
conquestāre	kɔŋkwɛst̪aːrɛ
conquestō	kɔŋkwɛst̪ɔ
conquinīscō	kɔŋkwiniskɔ
conquiēscō	kɔŋkwiɛskɔ
conquiētum	kɔŋkwiɛːt̪um
conquīrō	kɔŋkwiːrɔ
conquīsītiō	kɔŋkwiziːt͡siɔ
conresurgō	kɔnrɛzurɡɔ
conresuscitō	kɔnrɛzuʃʃit̪ɔ
conrogō	kɔnrɔɡɔ
conrēgnō	kɔnrɛɲɲɔ
conrōborō	kɔnrɔːbɔrɔ
conrōdō	kɔnrɔːd̪ɔ
contabulātiō	kɔn̪t̪abulaːt͡siɔ
contabulātum	kɔn̪t̪abulaːt̪um
contabulātūrus	kɔn̪t̪abulat̪uːrus
contabulō	kɔn̪t̪aːbulɔ
contegō	kɔn̪t̪ɛɡɔ
contemerō	kɔn̪t̪ɛːmɛrɔ
contemnō	kɔn̪t̪ɛmnɔ
contemperō	kɔn̪t̪ɛmpɛrɔ
contemplat	kɔn̪t̪ɛmplat̪
contemplor	kɔn̪t̪ɛmplɔr
contemplābilis	kɔn̪t̪ɛmplaːbilis
contemplābiliter	kɔn̪t̪ɛmplabiːlit̪ɛr
contemplābundus	kɔn̪t̪ɛmplabun̪d̪us
contemplātim	kɔn̪t̪ɛmplaːt̪im
contemplātiō	kɔn̪t̪ɛmplaːt͡siɔ
contemplātrīx	kɔn̪t̪ɛmplaːt̪riks
contemplātīvus	kɔn̪t̪ɛmplat̪iːvus
contemplātōr	kɔn̪t̪ɛmplaːt̪ɔr
contemplātōrius	kɔn̪t̪ɛmplat̪ɔːrius
contemplō	kɔn̪t̪ɛmplɔ
contemptibilis	kɔn̪t̪ɛmpt̪iːbilis
contemptus	kɔn̪t̪ɛmpt̪us
contendō	kɔn̪t̪ɛn̪d̪ɔ
contenebra	kɔn̪t̪ɛːnɛbra
contentiōsus	kɔn̪t̪ɛnt͡siɔːzus
contenēbrō	kɔn̪t̪ɛnɛːbrɔ
conterreō	kɔn̪t̪ɛrrɛɔ
conterō	kɔn̪t̪ɛrɔ
contestor	kɔn̪t̪ɛst̪ɔr
contestānī	kɔn̪t̪ɛst̪aːni
contextus	kɔn̪t̪ɛkst̪us
contexō	kɔn̪t̪ɛksɔ
conticeō	kɔn̪t̪iːt͡ʃɛɔ
conticinium	kɔn̪t̪it͡ʃiːnium
conticēbis	kɔn̪t̪it͡ʃɛːbis
conticēscō	kɔn̪t̪it͡ʃɛskɔ
conticīscō	kɔn̪t̪it͡ʃiskɔ
contiger	kɔn̪t̪id͡ʒɛr
contignātiō	kɔn̪t̪iɲɲaːt͡siɔ
contignō	kɔn̪t̪iɲɲɔ
contiguitās	kɔn̪t̪iɡuːit̪as
contiguus	kɔn̪t̪iːɡuus
contineō	kɔn̪t̪iːnɛɔ
contingentia	kɔn̪t̪in̠ʲd͡ʒɛnt͡sia
contingō	kɔn̪t̪iŋɡɔ
continuus	kɔn̪t̪iːnuus
continēns	kɔn̪t̪inɛns
contorqueō	kɔn̪t̪ɔrkwɛɔ
contorreō	kɔn̪t̪ɔrrɛɔ
contortus	kɔn̪t̪ɔrt̪us
contosolia	kɔn̪t̪ɔzɔːlia
contractiō	kɔn̪t̪rakt͡siɔ
contractus	kɔn̪t̪rakt̪us
contractīvus	kɔn̪t̪rakt̪iːvus
contrahō	kɔn̪t̪raɔ
contrebis	kɔn̪t̪rɛbis
contrectō	kɔn̪t̪rɛkt̪ɔ
contremēscō	kɔn̪t̪rɛmɛskɔ
contremīscō	kɔn̪t̪rɛmiskɔ
contremō	kɔn̪t̪rɛmɔ
contribulō	kɔn̪t̪riːbulɔ
contribuēre	kɔn̪t̪ribuɛːrɛ
contribuēre	kɔn̪t̪ribuːɛrɛ
contribuō	kɔn̪t̪riːbuɔ
contribūlis	kɔn̪t̪ribuːlis
contribūtiō	kɔn̪t̪ribuːt͡siɔ
contristātiō	kɔn̪t̪rist̪aːt͡siɔ
contrucīdō	kɔn̪t̪rut͡ʃiːd̪ɔ
contrā	kɔn̪t̪ra
contrādictiuncula	kɔn̪t̪rad̪ikt͡siuŋkula
contrādictiō	kɔn̪t̪rad̪ikt͡siɔ
contrādictor	kɔn̪t̪rad̪ikt̪ɔr
contrādictōrius	kɔn̪t̪rad̪ikt̪ɔːrius
contrādictōrēs	kɔn̪t̪rad̪ikt̪ɔːrɛs
contrādīcibilis	kɔn̪t̪rad̪it͡ʃiːbilis
contrādīcō	kɔn̪t̪rad̪iːkɔ
contrārius	kɔn̪t̪raːrius
contrārētiārius	kɔn̪t̪rarɛt͡siaːrius
contrāscrībō	kɔn̪t̪raskriːbɔ
contrāstō	kɔn̪t̪rast̪ɔ
contrāvenit	kɔn̪t̪ravɛːnit̪
contrāvenit	kɔn̪t̪raːvɛnit̪
contrāveniō	kɔn̪t̪ravɛːniɔ
contrāvenīmus	kɔn̪t̪ravɛniːmus
contrāvenīmus	kɔn̪t̪ravɛːnimus
contrāvēnerimus	kɔn̪t̪ravɛnɛriːmus
contrāvēnerimus	kɔn̪t̪ravɛnɛːrimus
contrāvēneris	kɔn̪t̪ravɛːnɛris
contrāvēneritis	kɔn̪t̪ravɛnɛriːt̪is
contrāvēneritis	kɔn̪t̪ravɛnɛːrit̪is
contrīstō	kɔn̪t̪rist̪ɔ
contrīte	kɔn̪t̪riːt̪ɛ
contrītus	kɔn̪t̪riːt̪us
contrōversia	kɔn̪t̪rɔvɛrsia
contrōversus	kɔn̪t̪rɔvɛrsus
contrūdō	kɔn̪t̪ruːd̪ɔ
contubernium	kɔn̪t̪ubɛrnium
contuberniō	kɔn̪t̪ubɛrniɔ
contueor	kɔn̪t̪uːɛɔr
contumācia	kɔn̪t̪umaːt͡ʃia
contumāciter	kɔn̪t̪umaːt͡ʃit̪ɛr
contumāx	kɔn̪t̪umaks
contumēlia	kɔn̪t̪umɛːlia
contumēliōsus	kɔn̪t̪umɛliɔːzus
contundō	kɔn̪t̪un̪d̪ɔ
conturbō	kɔn̪t̪urbɔ
contābundus	kɔn̪t̪abun̪d̪us
contābēscō	kɔn̪t̪abɛskɔ
contāctum	kɔn̪t̪akt̪um
contāctus	kɔn̪t̪akt̪us
contāgiōsus	kɔn̪t̪ad͡ʒiɔːzus
contāminātiō	kɔn̪t̪aminaːt͡siɔ
contāminō	kɔn̪t̪aːminɔ
convalēscent	kɔnvalɛʃʃɛn̪t̪
convalēscente	kɔnvalɛʃʃɛn̪t̪ɛ
convalēscentēs	kɔnvalɛʃʃɛn̪t̪ɛs
convalēscō	kɔnvalɛskɔ
convalō	kɔnvalɔ
convehō	kɔnvɛɔ
convellō	kɔnvɛllɔ
convenae	kɔnvɛnɛ
convenientia	kɔnvɛniɛnt͡sia
convenientēs	kɔnvɛniɛn̪t̪ɛs
convenit	kɔnvɛnit̪
convenit	kɔnvɛːnit̪
conveniō	kɔnvɛːniɔ
conventus	kɔnvɛn̪t̪us
convenīmus	kɔnvɛniːmus
convenīmus	kɔnvɛːnimus
conversātiō	kɔnvɛrsaːt͡siɔ
convertibilis	kɔnvɛrt̪iːbilis
convertō	kɔnvɛrt̪ɔ
convestiō	kɔnvɛst̪iɔ
convexus	kɔnvɛksus
convibrō	kɔnvibrɔ
convicta	kɔnvikt̪a
convictās	kɔnvikt̪as
convictō	kɔnvikt̪ɔ
convictōs	kɔnvikt̪ɔs
convincentēs	kɔnvin̠ʲt͡ʃɛn̪t̪ɛs
convincō	kɔnviŋkɔ
convocātiō	kɔnvɔkaːt͡siɔ
convocō	kɔnvɔkɔ
convolvolus	kɔnvɔlvɔlus
convolvolī	kɔnvɔlvɔli
convolvolō	kɔnvɔlvɔlɔ
convolvulus	kɔnvɔlvulus
convolvulī	kɔnvɔlvuli
convolvō	kɔnvɔlvɔ
convolārent	kɔnvɔlaːrɛn̪t̪
convolō	kɔnvɔlɔ
convomō	kɔnvɔmɔ
convulnerō	kɔnvulnɛrɔ
convulse	kɔnvulsɛ
convēnerimus	kɔnvɛnɛriːmus
convēnerimus	kɔnvɛnɛːrimus
convēneris	kɔnvɛːnɛris
convēneritis	kɔnvɛnɛriːt̪is
convēneritis	kɔnvɛnɛːrit̪is
convēscor	kɔnvɛskɔr
convīcior	kɔnviːt͡ʃiɔr
convīva	kɔnviːva
convīvificō	kɔnviviːfikɔ
convīvium	kɔnviːvium
convīvālis	kɔnvivaːlis
convīvō	kɔnviːvɔ
conōn	kɔːnɔn
conōpīum	kɔnɔpiːum
cooperiō	kɔɔpɛːriɔ
cooperor	kɔɔːpɛrɔr
cooperātor	kɔɔpɛraːt̪ɔr
cooperātīva	kɔɔpɛrat̪iːva
cooperātīve	kɔɔpɛrat̪iːvɛ
cooperātīvus	kɔɔpɛrat̪iːvus
cooperātīvās	kɔɔpɛrat̪iːvas
cooperātīvī	kɔɔpɛrat̪iːvi
cooperātīvō	kɔɔpɛrat̪iːvɔ
cooperātīvōs	kɔɔpɛrat̪iːvɔs
cooptō	kɔɔpt̪ɔ
coorior	kɔɔːriɔr
copadium	kɔpaːd̪ium
copellius	kɔpɛllius
copernicium	kɔpɛrniːt͡ʃium
cophinus	kɔːfinus
copis	kɔːpis
coporī	kɔːpɔri
copratēs	kɔːprat̪ɛs
copticus	kɔpt̪ikus
coptos	kɔpt̪ɔs
coptus	kɔpt̪us
coqua	kɔːkwa
coquus	kɔːkwus
coquīna	kɔkwiːna
coquīnus	kɔkwiːnus
coquīnō	kɔkwiːnɔ
cor	kɔr
cora	kɔːra
coracēsium	kɔrat͡ʃɛːzium
coralla	kɔralla
coralliba	kɔralliba
corallium	kɔrallium
coram	kɔːram
corassiae	kɔrassiɛ
corax	kɔːraks
coraxī	kɔraksi
corbis	kɔrbis
corbulō	kɔrbulɔ
corbōna	kɔrbɔːna
corcȳra	kɔrt͡ʃiːra
corda	kɔrd̪a
cordifolia	kɔrd̪ifɔːlia
cordifolius	kɔrd̪ifɔːlius
cordipūgus	kɔrd̪ipuːɡus
cordius	kɔrd̪ius
corduba	kɔrd̪uba
cordubēnsis	kɔrd̪ubɛnsis
cordus	kɔrd̪us
cordylē	kɔrd̪ilɛ
cordylūsa	kɔrd̪iluːza
cordātus	kɔrd̪aːt̪us
cordēs	kɔrd̪ɛs
corellius	kɔrɛllius
coresē	kɔːrɛzɛ
corfīdius	kɔrfiːd̪ius
coriallum	kɔriallum
coriandrum	kɔrian̪d̪rum
coricius	kɔriːt͡ʃius
corinaeum	kɔrinɛːum
corinium	kɔriːnium
corinēnsis	kɔrinɛnsis
coriolānus	kɔriɔlaːnus
coriolī	kɔriːɔli
coritānī	kɔrit̪aːni
corium	kɔːrium
corius	kɔːrius
coriāceus	kɔriaːt͡ʃɛus
coriāgō	kɔriaːɡɔ
coriārius	kɔriaːrius
cormalos	kɔrmalɔs
cornacum	kɔrnakum
corneolus	kɔrnɛːɔlus
cornicen	kɔrnit͡ʃɛn
corniculum	kɔrniːkulum
corniculāns	kɔrniːkulans
corniculātus	kɔrnikulaːt̪us
cornifer	kɔrnifɛr
cornificius	kɔrnifiːt͡ʃius
corniger	kɔrnid͡ʒɛr
cornigera	kɔrniːd͡ʒɛra
cornipēs	kɔrnipɛs
cornubicus	kɔrnuːbikus
cornulum	kɔrnulum
cornuālis	kɔrnuaːlis
cornuārius	kɔrnuaːrius
cornuātus	kɔrnuaːt̪us
cornēlia	kɔrnɛːlia
cornēlius	kɔrnɛːlius
cornēscō	kɔrnɛskɔ
cornētum	kɔrnɛːt̪um
cornīs	kɔrnis
cornū	kɔrnu
cornūtus	kɔrnuːt̪us
corolia	kɔrɔːlia
coronta	kɔrɔn̪t̪a
coropissus	kɔrɔpissus
corpillī	kɔrpilli
corporeus	kɔrpɔːrɛus
corporicīda	kɔrpɔrit͡ʃiːd̪a
corporālis	kɔrpɔraːlis
corporātus	kɔrpɔraːt̪us
corporō	kɔrpɔrɔ
corpulentus	kɔrpulɛn̪t̪us
corpus	kɔrpus
corpusculum	kɔrpuskulum
correspondeō	kɔrrɛspɔn̪d̪ɛɔ
corresurgō	kɔrrɛzurɡɔ
corresuscitō	kɔrrɛzuʃʃit̪ɔ
correus	kɔrrɛus
corrigendum	kɔrrid͡ʒɛn̪d̪um
corrigendus	kɔrrid͡ʒɛn̪d̪us
corrigia	kɔrriːd͡ʒia
corrigō	kɔrriɡɔ
corripiō	kɔrriːpiɔ
corrogāta	kɔrrɔɡaːt̪a
corrogātiō	kɔrrɔɡaːt͡siɔ
corrogātūrus	kɔrrɔɡat̪uːrus
corrogō	kɔrrɔɡɔ
corrumpō	kɔrrumpɔ
corruptibilis	kɔrrupt̪iːbilis
corruptiō	kɔrrupt͡siɔ
corruptor	kɔrrupt̪ɔr
corruptēla	kɔrrupt̪ɛːla
corruptīvus	kɔrrupt̪iːvus
corruō	kɔrruɔ
corrēcte	kɔrrɛkt̪ɛ
corrēctiō	kɔrrɛkt͡siɔ
corrēctor	kɔrrɛkt̪ɔr
corrēctus	kɔrrɛkt̪us
corrēpō	kɔrrɛːpɔ
corrīdeō	kɔrriːd̪ɛɔ
corrōborāmentum	kɔrrɔbɔramɛn̪t̪um
corrōborātiō	kɔrrɔbɔraːt͡siɔ
corrōborō	kɔrrɔːbɔrɔ
corrōdō	kɔrrɔːd̪ɔ
corrōsīva	kɔrrɔziːva
corrōsīve	kɔrrɔziːvɛ
corrōsīvus	kɔrrɔziːvus
corrōsīvās	kɔrrɔziːvas
corrōsīvī	kɔrrɔziːvi
corrōsīvō	kɔrrɔziːvɔ
corrōsīvōs	kɔrrɔziːvɔs
corrūda	kɔrruːd̪a
corrūgō	kɔrruːɡɔ
corsa	kɔrsa
corsica	kɔrsika
corsoīdēs	kɔrsɔiːd̪ɛs
corsus	kɔrsus
corterātē	kɔrt̪ɛraːt̪ɛ
cortex	kɔrt̪ɛks
corticulus	kɔrt̪iːkulus
corticāta	kɔrt̪iːkat̪a
cortumiō	kɔrt̪uːmiɔ
cortuōsa	kɔrt̪uɔːza
cortīna	kɔrt̪iːna
cortīnipotēns	kɔrt̪iniːpɔt̪ɛns
cortōna	kɔrt̪ɔːna
corulus	kɔːrulus
corulētum	kɔrulɛːt̪um
coruncānius	kɔruŋkaːnius
coruscant	kɔruskan̪t̪
coruscante	kɔruskan̪t̪ɛ
coruscus	kɔruskus
coruscāre	kɔruskaːrɛ
coruscātiō	kɔruskaːt͡siɔ
coruscātum	kɔruskaːt̪um
corvus	kɔrvus
corvīnus	kɔrviːnus
corydalla	kɔrid̪alla
corydallus	kɔrid̪allus
corylus	kɔːrilus
corylētum	kɔrilɛːt̪um
corymbōsus	kɔrimbɔːzus
coryna	kɔːrina
coryphantis	kɔrifan̪t̪is
coryphasium	kɔrifaːzium
coryphia	kɔriːfia
corēāna	kɔrɛaːna
corēāne	kɔrɛaːnɛ
corēānicus	kɔrɛaːnikus
corēānās	kɔrɛaːnas
corēānī	kɔrɛaːni
corēānō	kɔrɛaːnɔ
corēānōs	kɔrɛaːnɔs
corōlla	kɔrɔlla
corōllāria	kɔrɔllaːria
corōllārium	kɔrɔllaːrium
corōna	kɔrɔːna
corōnis	kɔrɔːnis
corōnālis	kɔrɔnaːlis
corōnāmentum	kɔrɔnamɛn̪t̪um
corōnārius	kɔrɔnaːrius
corōnāvisse	kɔrɔnavissɛ
corōnē	kɔrɔːnɛ
corōnēnsis	kɔrɔnɛnsis
corōnīs	kɔrɔːnis
corōnō	kɔrɔːnɔ
corȳza	kɔridd͡za
cosa	kɔːza
cosar	kɔːzar
cosareus	kɔzaːrɛus
cosariticus	kɔzariːt̪ikus
coscinus	kɔʃʃinus
coscōnius	kɔskɔːnius
cosirī	kɔːziri
cosmographus	kɔsmɔːɡrafus
cosmologia	kɔsmɔlɔːd͡ʒia
cosmologus	kɔsmɔːlɔɡus
cosmopolītae	kɔsmɔpɔliːt̪ɛ
cosmopolītisme	kɔsmɔpɔlit̪ismɛ
cosmopolītismon	kɔsmɔpɔlit̪ismɔn
cosmopolītismos	kɔsmɔpɔlit̪ismɔs
cosmopolītismum	kɔsmɔpɔlit̪ismum
cosmopolītismus	kɔsmɔpɔlit̪ismus
cosmopolītismī	kɔsmɔpɔlit̪ismi
cosmopolītismō	kɔsmɔpɔlit̪ismɔ
cosmopolītārum	kɔsmɔpɔlit̪aːrum
cosmopolītē	kɔsmɔpɔliːt̪ɛ
cosmopolītēn	kɔsmɔpɔliːt̪ɛn
cosmopolītēs	kɔsmɔpɔliːt̪ɛs
cosmopolītīs	kɔsmɔpɔliːt̪is
cosmōgraphīa	kɔsmɔɡrafiːa
cosrī	kɔsri
cossaeī	kɔssɛːi
cossinius	kɔssiːnius
cossus	kɔssus
cossutius	kɔssuːt͡sius
cossūra	kɔssuːra
costa	kɔst̪a
costarīcēnsis	kɔst̪arit͡ʃɛnsis
costobocī	att͡ʃizi
costulātus	kɔst̪ulaːt̪us
costālis	kɔst̪aːlis
costās	kɔst̪as
costātus	kɔst̪aːt̪us
cothurnus	kɔt̪urnus
cotierī	kɔt͡siːɛri
cotonis	kɔːt̪ɔnis
cotta	kɔt̪t̪a
cottius	kɔt̪t̪ius
cottonara	kɔt̪t̪ɔːnara
cottīdiānus	kɔt̪t̪id̪iaːnus
cotyla	kɔːt̪ila
cotylaeum	kɔt̪ilɛːum
cotylus	kɔːt̪ilus
cotyōra	kɔt͡siɔːra
cotīdiāna	kɔt̪id̪iaːna
cotīdiānus	kɔt̪id̪iaːnus
cotīdiānās	kɔt̪id̪iaːnas
cotīdiānō	kɔt̪id̪iaːnɔ
cotīdiānōs	kɔt̪id̪iaːnɔs
coxa	kɔksa
coxus	kɔksus
coxālis	kɔksaːlis
coxāriam	kɔksaːriam
coxārius	kɔksaːrius
coxō	kɔksɔ
coëmō	kɔːɛmɔ
coāctandum	kɔakt̪an̪d̪um
coāctandus	kɔakt̪an̪d̪us
coāctandī	kɔakt̪an̪d̪i
coāctandō	kɔakt̪an̪d̪ɔ
coāctāns	kɔakt̪ans
coāctātūrus	kɔakt̪at̪uːrus
coāctāverimus	kɔakt̪avɛriːmus
coāctāverimus	kɔakt̪avɛːrimus
coāctāveris	kɔakt̪aːvɛris
coāctāveritis	kɔakt̪avɛriːt̪is
coāctāveritis	kɔakt̪avɛːrit̪is
coāgulō	kɔaːɡulɔ
coēmptiō	kɔɛmpt͡siɔ
coīre	kɔiːrɛ
coīrī	kɔiːri
coūse	kɔuːzɛ
coūsus	kɔuːzus
coūsū	kɔuːzu
coūtor	kɔuːt̪ɔr
craccivorus	kratt͡ʃiːvɔrus
cracēns	kraːt͡ʃɛns
cracōvia	krakɔːvia
cracōviēnsis	krakɔviɛnsis
craeca	krɛːka
craeca	ɡrɛːka
cragus	kraːɡus
crambē	krambɛ
crambūsa	krambuːza
cranaos	kraːnaɔs
craniī	kraːnii
crassiceps	krassit͡ʃɛps
crassicornis	krassikɔrnis
crassificō	krassiːfikɔ
crassifolius	krassifɔːlius
crassimanus	krassiːmanus
crassipēs	krassipɛs
crassirōstris	krassirɔst̪ris
crassisētus	krassizɛːt̪us
crassitarsis	krassit̪arsis
crassitius	krassiːt͡sius
crassundia	krassun̪d̪ia
craterus	kraːt̪ɛrus
craterītis	krat̪ɛriːt̪is
cratippus	krat̪ippus
cratēs	kraːt̪ɛs
cratīnus	krat̪iːnus
craugiae	krau̯d͡ʒiɛ
cremō	krɛːmɔ
cremūtius	krɛmuːt͡sius
creperum	krɛːpɛrum
creperēius	krɛpɛrɛːius
crepida	krɛːpid̪a
crepidātus	krɛpid̪aːt̪us
crepitulum	krɛpiːt̪ulum
crepitum	krɛːpit̪um
crepitus	krɛːpit̪us
crepitō	krɛːpit̪ɔ
crepitūrus	krɛpit̪uːrus
crepsa	krɛpsa
crepundia	krɛpun̪d̪ia
crepusculum	krɛpuskulum
crepātūra	krɛpat̪uːra
crepō	krɛːpɔ
crespulus	krɛspulus
creticus	krɛːt̪ikus
creā	krɛːa
creābilis	krɛaːbilis
creāmen	krɛaːmɛn
creāta	krɛaːt̪a
creāte	krɛaːt̪ɛ
creātiō	krɛaːt͡siɔ
creātor	krɛaːt̪ɔr
creātrīx	krɛaːt̪riks
creātō	krɛaːt̪ɔ
creātūra	krɛat̪uːra
creō	krɛːɔ
creōn	krɛːɔn
creūsa	krɛuːza
crianos	kriːanɔs
crimisa	kriːmiza
crisimus	kriːzimus
crispiō	krispiɔ
crista	krist̪a
cristula	krist̪ula
cristātus	krist̪aːt̪us
