а	a
крокодил	krɔkɔdiɫ
кромид	krɔmit
кромитче	krɔmitt͡ʃɛ
кроце	krɔt͡sɛ
крошна	krɔʃna
крошничка	krɔʃnit͡ʃka
крој	krɔj
кројка	krɔjka
крпа	kr̩pa
крпичка	kr̩pit͡ʃka
крпче	kr̩pt͡ʃɛ
крст	kr̩st
крстоносен	kr̩stɔnɔsɛn
крт	kr̩t
круна	kruna
круничка	krunit͡ʃka
крутост	krutɔst
круша	kruʃa
крцкавост	kr̩t͡skavɔst
крцнува	kr̩t͡snuva
крчма	kr̩t͡ʃma
крчмарски	kr̩t͡ʃmarski
крчмичка	kr̩t͡ʃmit͡ʃka
кршливост	kr̩ʃlivɔst
кршталник	kr̩ʃtaɫnik
крштелен	kr̩ʃtɛlɛn
крџалија	kr̩d͡ʒalija
ксенофоб	ksɛnɔfɔp
ксенофобичен	ksɛnɔfɔbit͡ʃɛn
ксенофобија	ksɛnɔfɔbija
ктиторски	ktitɔrski
куалалумпурски	kuaɫaɫumpurski
кугла	kuɡɫa
куглање	kuɡɫaɲɛ
кугличка	kuɡlit͡ʃka
кука	kuka
кукичка	kukit͡ʃka
кукла	kukɫa
кукларство	kukɫarstvɔ
кукле	kuklɛ
кукличе	kuklit͡ʃɛ
кукличка	kuklit͡ʃka
кукурек	kukuɾɛk
култивација	kuɫtivat͡sija
култура	kuɫtuɾa
кумин	kumin
кумов	kumɔf
кумува	kumuva
кумулација	kumuɫat͡sija
кумче	kumt͡ʃɛ
куп	kup
куповен	kupɔvɛn
купопродажба	kupɔprɔdaʒba
купувачки	kupuvat͡ʃki
купче	kupt͡ʃɛ
кур	kur
курва	kurva
курварство	kurvarstvɔ
курви	kurvi
курвин	kurvin
курвинство	kurvinstvɔ
курвиче	kurvit͡ʃɛ
курвичка	kurvit͡ʃka
куре	kuɾɛ
курна	kurna
курови	kuɾɔvi
курсен	kursɛn
кус	kus
кусок	kusɔk
кусур	kusur
кутивче	kutift͡ʃɛ
кутија	kutija
кутнува	kutnuva
кутре	kutrɛ
кутриња	kutriɲa
куфер	kufɛr
куферче	kufɛrt͡ʃɛ
куцнува	kut͡snuva
куче	kut͡ʃɛ
кученце	kut͡ʃɛnt͡sɛ
кучиште	kut͡ʃiʃtɛ
кучиња	kut͡ʃiɲa
кучуле	kut͡ʃulɛ
кујна	kujna
кујни	kujni
кујничка	kujnit͡ʃka
куќа	kuca
куќарка	kucarka
куќуле	kuculɛ
кљакуш	klakuʃ
кљанка	klaŋka
кљанкач	klaŋkat͡ʃ
кљанкање	klaŋkaɲɛ
к’смет	kəsmɛt
лабавост	ɫabavɔst
лабилност	ɫabiɫnɔst
лав	ɫaf
лаворов	ɫavɔɾɔf
лавче	ɫaft͡ʃɛ
лавчиња	ɫaft͡ʃiɲa
ладен	ɫadɛn
ладничок	ɫadnit͡ʃɔk
лажичка	ɫaʒit͡ʃka
лажливост	ɫaʒlivɔst
лажност	ɫaʒnɔst
лакомство	ɫakɔmstvɔ
лакрдија	ɫakr̩dija
лактациски	ɫaktat͡siski
лактација	ɫaktat͡sija
лале	ɫalɛ
лаленце	ɫalɛnt͡sɛ
ламба	ɫamba
ламбичка	ɫambit͡ʃka
лани	ɫani
лански	ɫanski
лапачка	ɫapat͡ʃka
лапнува	ɫapnuva
лапсус	ɫapsus
лаптоп	ɫaptɔp
ларвин	ɫarvin
ласерски	ɫasɛrski
ласица	ɫasit͡sa
ласка	ɫaska
ласкавост	ɫaskavɔst
ластик	ɫastik
ластиче	ɫastit͡ʃɛ
лафи	ɫafi
лаѓа	ɫaɟa
лајно	ɫajnɔ
лебарник	lɛbarnik
лев	lɛf
левица	lɛvit͡sa
левичарка	lɛvit͡ʃarka
легален	lɛɡalɛn
легализација	lɛɡalizat͡sija
легендарност	lɛɡɛndarnɔst
легија	lɛɡija
лед	lɛt
леденост	lɛdɛnɔst
ледина	lɛdina
ледник	lɛdnik
лезбејски	lɛzbɛjski
лезетски	lɛzɛtski
лекарство	lɛkarstvɔ
лековитост	lɛkɔvitɔst
лекомисленост	lɛkɔmislɛnɔst
лексикографија	lɛksikɔɡrafija
лексикологија	lɛksikɔɫɔɡija
лекторски	lɛktɔrski
лекувачка	lɛkuvat͡ʃka
лелека	lɛlɛka
лема	lɛma
лента	lɛnta
лентичка	lɛntit͡ʃka
лепило	lɛpiɫɔ
лепливост	lɛplivɔst
лепрозен	lɛprɔzɛn
лепче	lɛpt͡ʃɛ
летала	lɛtaɫa
летало	lɛtaɫɔ
летач	lɛtat͡ʃ
лете	lɛtɛ
летен	lɛtɛn
летнува	lɛtnuva
лето	lɛtɔ
летово	lɛtɔvɔ
леток	lɛtɔk
летописец	lɛtɔpisɛt͡s
летоска	lɛtɔska
леукемија	lɛukɛmija
леунка	lɛuŋka
лешинарски	lɛʃinarski
леќа	lɛca
ливада	livada
ливаѓе	livaɟɛ
лигуш	liɡuʃ
лидер	lidɛr
лизгавост	lizɡavɔst
лизгачки	lizɡat͡ʃki
лизнува	liznuva
ликвидација	likvidat͡sija
ликов	likɔf
лимарски	limarski
лимен	limɛn
лимета	limɛta
лимон	limɔn
лимони	limɔni
лимонов	limɔnɔf
лимонче	limɔnt͡ʃɛ
липов	lipɔf
лисабон	lisabɔn
лисабонски	lisabɔnski
лисица	lisit͡sa
лисиче	lisit͡ʃɛ
лиснат	lisnat
литанија	litanija
литарски	litarski
литература	litɛɾatuɾa
литија	litija
лифт	lift
лихва	lixva
лихварка	lixvarka
лихварски	lixvarski
лихварство	lixvarstvɔ
лице	lit͡sɛ
лицемерство	lit͡sɛmɛrstvɔ
лиценце	lit͡sɛnt͡sɛ
лицитаторски	lit͡sitatɔrski
ловоров	ɫɔvɔɾɔf
ловџиски	ɫɔvd͡ʒiski
логорски	ɫɔɡɔrski
логорува	ɫɔɡɔɾuva
лозов	ɫɔzɔf
локатив	ɫɔkatif
локна	ɫɔkna
лом	ɫɔm
ломотење	ɫɔmɔtɛɲɛ
лондон	ɫɔndɔn
лондонец	ɫɔndɔnɛt͡s
лондонка	ɫɔndɔŋka
лондонски	ɫɔndɔnski
лондончанец	ɫɔndɔnt͡ʃanɛt͡s
лондончанка	ɫɔndɔnt͡ʃaŋka
лопата	ɫɔpata
лопатче	ɫɔpatt͡ʃɛ
лотосов	ɫɔtɔsɔf
лош	ɫɔʃ
лошотија	ɫɔʃɔtija
лудачки	ɫudat͡ʃki
лудува	ɫuduva
лук	ɫuk
лукче	ɫukt͡ʃɛ
луле	ɫulɛ
луленце	ɫulɛnt͡sɛ
лулиња	ɫuliɲa
луна	ɫuna
лунѕа	ɫund͡za
лупа	ɫupa
лупи	ɫupi
лутециум	ɫutɛt͡sijum
луѓе	ɫuɟɛ
луѓево	ɫuɟɛvɔ
луѓено	ɫuɟɛnɔ
луѓето	ɫuɟɛtɔ
маало	maaɫɔ
мавзолеј	mavzɔlɛj
магаре	maɡaɾɛ
магаренце	maɡaɾɛnt͡sɛ
магарица	maɡaɾit͡sa
магионичарски	maɡijɔnit͡ʃarski
магистерски	maɡistɛrski
магичност	maɡit͡ʃnɔst
магла	maɡɫa
магливост	maɡlivɔst
маглоса	maɡɫɔsa
маде	madɛ
мадрид	madrit
мадридски	madritski
маж	maʃ
мажа	maʒa
мажи	maʒi
маживе	maʒivɛ
мажине	maʒinɛ
мажите	maʒitɛ
мажов	maʒɔf
мажон	maʒɔn
мажот	maʒɔt
мажу	maʒu
мазност	maznɔst
македонец	makɛdɔnɛt͡s
македонија	makɛdɔnija
македонка	makɛdɔŋka
македонки	makɛdɔŋki
македонски	makɛdɔnski
македонци	makɛdɔnt͡si
македонче	makɛdɔnt͡ʃɛ
маков	makɔf
максимален	maksimalɛn
мал	maɫ
маларичен	maɫaɾit͡ʃɛn
малверзациски	maɫvɛrzat͡siski
малинов	malinɔf
малку	maɫku
малкуцка	maɫkut͡ska
малолетнички	maɫɔlɛtnit͡ʃki
малост	maɫɔst
малубројност	maɫubrɔjnɔst
малце	maɫt͡sɛ
мама	mama
мамут	mamut
мамутски	mamutski
мангал	maŋɡaɫ
мангуп	maŋɡup
мангупче	maŋɡupt͡ʃɛ
мандарински	mandarinski
манипулативен	manipuɫativɛn
маничен	manit͡ʃɛn
манџа	mand͡ʒa
манџичка	mand͡ʒit͡ʃka
мапа	mapa
марка	marka
март	mart
маршира	marʃiɾa
маса	masa
масиче	masit͡ʃɛ
маска	maska
маскенбал	maskɛmbaɫ
масленост	maslɛnɔst
масленце	maslɛnt͡sɛ
масло	masɫɔ
мастика	mastika
мастилен	mastilɛn
математика	matɛmatika
математики	matɛmatiki
математичар	matɛmatit͡ʃar
математичарка	matɛmatit͡ʃarka
математичарски	matɛmatit͡ʃarski
матерка	matɛrka
матичен	matit͡ʃɛn
маче	mat͡ʃɛ
мачеништво	mat͡ʃɛniʃtvɔ
маченце	mat͡ʃɛnt͡sɛ
мачителка	mat͡ʃitɛɫka
мачиште	mat͡ʃiʃtɛ
мачиња	mat͡ʃiɲa
мачка	mat͡ʃka
мачкиште	mat͡ʃkiʃtɛ
мачор	mat͡ʃɔr
мачорски	mat͡ʃɔrski
мачуле	mat͡ʃulɛ
машина	maʃina
машинерија	maʃinɛɾija
маѓар	maɟar
маѓарско	maɟarskɔ
маѓепсаност	maɟɛpsanɔst
мај	maj
мајкин	majkin
мајкоубиство	majkɔubistvɔ
мајмун	majmun
мајмуни	majmuni
мајстор	majstɔr
мајсторија	majstɔɾija
мајсторство	majstɔrstvɔ
мајсторче	majstɔrt͡ʃɛ
мајчин	majt͡ʃin
маџуро	mad͡ʒuɾɔ
маџуроански	mad͡ʒuɾɔanski
ме	mɛ
меана	mɛana
мев	mɛf
мевце	mɛft͡sɛ
мегаломанија	mɛɡaɫɔmanija
медарски	mɛdarski
медовина	mɛdɔvina
мезе	mɛzɛ
мека	mɛka
меланхоличност	mɛɫanxɔlit͡ʃnɔst
меланхолија	mɛɫanxɔlija
мелник	mɛɫnik
мелничар	mɛɫnit͡ʃar
мелничарка	mɛɫnit͡ʃarka
мелничарски	mɛɫnit͡ʃarski
мелнички	mɛɫnit͡ʃki
мелодичност	mɛɫɔdit͡ʃnɔst
менливост	mɛnlivɔst
менталитет	mɛntalitɛt
менторка	mɛntɔrka
менторски	mɛntɔrski
менторство	mɛntɔrstvɔ
мерач	mɛɾat͡ʃ
мерило	mɛɾiɫɔ
месарка	mɛsarka
месест	mɛsɛst
месец	mɛsɛt͡s
месечарка	mɛsɛt͡ʃarka
месечарство	mɛsɛt͡ʃarstvɔ
месечина	mɛsɛt͡ʃina
месингов	mɛsiŋɡɔf
месо	mɛsɔ
местенце	mɛstɛnt͡sɛ
место	mɛstɔ
местоположба	mɛstɔpɔɫɔʒba
металургија	mɛtaɫurɡija
метарски	mɛtarski
метафизика	mɛtafizika
метеорологија	mɛtɛɔɾɔɫɔɡija
метла	mɛtɫa
метличе	mɛtlit͡ʃɛ
метличка	mɛtlit͡ʃka
методичност	mɛtɔdit͡ʃnɔst
методологија	mɛtɔdɔɫɔɡija
метонимија	mɛtɔnimija
метрика	mɛtrika
метропола	mɛtrɔpɔɫa
механизација	mɛxanizat͡sija
механичарски	mɛxanit͡ʃarski
меч	mɛt͡ʃ
мече	mɛt͡ʃɛ
мечеви	mɛt͡ʃɛvi
меченце	mɛt͡ʃɛnt͡sɛ
мечиња	mɛt͡ʃiɲa
мечка	mɛt͡ʃka
мечок	mɛt͡ʃɔk
мечта	mɛt͡ʃta
мечувалец	mɛt͡ʃuvalɛt͡s
мечувалка	mɛt͡ʃuvaɫka
мечувалки	mɛt͡ʃuvaɫki
мечувалство	mɛt͡ʃuvaɫstvɔ
мечувалци	mɛt͡ʃuvaɫt͡si
мешнува	mɛʃnuva
меѓувремен	mɛɟuvrɛmɛn
меѓугенерациски	mɛɟuɡɛnɛrat͡siski
меѓуетнички	mɛɟuɛtnit͡ʃki
меѓукултурен	mɛɟukuɫtuɾɛn
меѓународен	mɛɟunaɾɔdɛn
меѓусебност	mɛɟusɛbnɔst
мизантропија	mizantrɔpija
мил	miɫ
миленик	milɛnik
милениче	milɛnit͡ʃɛ
милион	milijɔn
милионер	milijɔnɛr
милијарда	milijarda
милозвучност	miɫɔzvut͡ʃnɔst
мимика	mimika
министерски	ministɛrski
минливост	minlivɔst
минск	minsk
мир	mir
мирис	miɾis
мирисливост	mirislivɔst
мириснува	mirisnuva
мирољубивост	miɾɔlubivɔst
мирта	mirta
мирува	miɾuva
мисиркин	misirkin
мисирче	misirt͡ʃɛ
мислител	mislitɛɫ
мислителка	mislitɛɫka
митарство	mitarstvɔ
митинг	mitiŋk
мишка	miʃka
млад	mɫat
младоженски	mɫadɔʒɛnski
младолик	mɫadɔlik
младоликост	mɫadɔlikɔst
млекар	mlɛkar
млекарски	mlɛkarski
млекарство	mlɛkarstvɔ
млеко	mlɛkɔ
млекце	mlɛkt͡sɛ
млечност	mlɛt͡ʃnɔst
мливо	mlivɔ
млитавост	mlitavɔst
мнение	mnɛnijɛ
многу	mnɔɡu
многу	nɔɡu
многубројност	mnɔɡubrɔjnɔst
многулик	mnɔɡulik
многупати	mnɔɡupati
множеник	mnɔʒɛnik
множество	mnɔʒɛstvɔ
мобилизација	mɔbilizat͡sija
мовче	mɔft͡ʃɛ
могила	mɔɡiɫa
модалност	mɔdaɫnɔst
модификација	mɔdifikat͡sija
модул	mɔduɫ
модуларен	mɔduɫaɾɛn
модулација	mɔduɫat͡sija
мое	mɔɛ
може	mɔʒɛ
можеби	mɔʒɛbi
молерисува	mɔlɛrisuva
молив	mɔlif
молитва	mɔlitva
молкома	mɔɫkɔma
молчаливост	mɔɫt͡ʃalivɔst
моме	mɔmɛ
момин	mɔmin
моминство	mɔminstvɔ
момиче	mɔmit͡ʃɛ
момуле	mɔmulɛ
момчештво	mɔmt͡ʃɛʃtvɔ
момчуле	mɔmt͡ʃulɛ
монархиски	mɔnarxiski
монах	mɔnax
монахува	mɔnaxuva
монаштво	mɔnaʃtvɔ
моногамија	mɔnɔɡamija
монопол	mɔnɔpɔɫ
мора	mɔɾa
морач	mɔɾat͡ʃ
море	mɔɾɛ
морков	mɔrkɔf
морковче	mɔrkɔft͡ʃɛ
морнарство	mɔrnarstvɔ
морфофонологија	mɔrfɔfɔnɔɫɔɡija
москва	mɔskva
московски	mɔskɔfski
мост	mɔst
мостови	mɔstɔvi
мостра	mɔstra
моторен	mɔtɔɾɛn
моторика	mɔtɔɾika
мочовод	mɔt͡ʃɔvɔt
мој	mɔj
мравка	mrafka
мравче	mraft͡ʃɛ
мравји	mravji
мраз	mras
мразулец	mrazulɛt͡s
мранѕул	mrand͡zuɫ
мрачност	mrat͡ʃnɔst
мрднува	mr̩dnuva
мрежа	mrɛʒa
мрежичка	mrɛʒit͡ʃka
мрзливост	mr̩zlivɔst
мрсул	mr̩suɫ
мрсулавост	mr̩suɫavɔst
мртвило	mr̩tviɫɔ
мртов	mr̩tɔf
му	mu
мувливост	muvlivɔst
мудрец	mudrɛt͡s
мудрува	mudruva
музика	muzika
музичарка	muzit͡ʃarka
музичарски	muzit͡ʃarski
мукнува	muknuva
муктар	muktar
муле	mulɛ
муленце	mulɛnt͡sɛ
муслимански	muslimanski
мутациски	mutat͡siski
муце	mut͡sɛ
муцка	mut͡ska
мушама	muʃama
мушичка	muʃit͡ʃka
мушмула	muʃmuɫa
набабреност	nababrɛnɔst
набавка	nabafka
набира	nabiɾa
набожен	nabɔʒɛn
набрашни	nabraʃni
набрашнува	nabraʃnuva
набројува	nabrɔjuva
набљудувачки	nabluduvat͡ʃki
навасува	navasuva
наведнува	navɛdnuva
навивачки	navivat͡ʃki
навигациски	naviɡat͡siski
навиткува	navitkuva
навлажнува	navɫaʒnuva
навлажува	navɫaʒuva
наводени	navɔdɛni
наводенува	navɔdɛnuva
наводнува	navɔdnuva
наврапитост	navrapitɔst
навраќа	navraca
навреденост	navrɛdɛnɔst
навредливост	navrɛdlivɔst
наврнува	navr̩nuva
наврти	navr̩ti
нагазува	naɡazuva
нагласеност	naɡɫasɛnɔst
наглост	naɡɫɔst
нагорчува	naɡɔrt͡ʃuva
нагостува	naɡɔstuva
награба	naɡraba
нагрдува	naɡr̩duva
нагризува	naɡrizuva
нагрнува	naɡr̩nuva
над	nat
надареност	nadaɾɛnɔst
надарува	nadaɾuva
надвикува	nadvikuva
надвишува	nadviʃuva
надвозник	nadvɔznik
надгласилен	nadɡɫasilɛn
надградува	nadɡraduva
надежен	nadɛʒɛn
надежност	nadɛʒnɔst
наденува	nadɛnuva
надживува	nadʒivuva
надзборува	nadzbɔɾuva
надзорен	nadzɔɾɛn
надзорничка	nadzɔrnit͡ʃka
надлежност	nadlɛʒnɔst
надморски	nadmɔrski
надмоќност	nadmɔcnɔst
надничарка	nadnit͡ʃarka
надничарски	nadnit͡ʃarski
надоаѓа	nadɔaɟa
надоградува	nadɔɡraduva
надополнува	nadɔpɔɫnuva
надотера	nadɔtɛɾa
надразнетост	nadraznɛtɔst
надреденост	nadrɛdɛnɔst
надуеност	naduɛnɔst
наемен	naɛmɛn
наемник	naɛmnik
назад	nazat
назадност	nazadnɔst
назадува	nazaduva
назализација	nazalizat͡sija
наивност	naivnɔst
накаже	nakaʒɛ
накалемува	nakalɛmuva
наквасува	nakvasuva
накиснува	nakisnuva
накитува	nakituva
наклеветува	naklɛvɛtuva
наклонетост	nakɫɔnɛtɔst
накодошува	nakɔdɔʃuva
накопа	nakɔpa
накосеност	nakɔsɛnɔst
накострешеност	nakɔstrɛʃɛnɔst
накострешува	nakɔstrɛʃuva
налепи	nalɛpi
налета	nalɛta
наликува	nalikuva
наложништво	naɫɔʒniʃtvɔ
налудничавост	naɫudnit͡ʃavɔst
намаленост	namalɛnɔst
намамува	namamuva
