we	βˈe
ýetirmekde	jˌetirmˈekde
ýeňşi	jˈeŋʃi
ýokarlandyrmagyň	jˌoqorɫˌonnɯrmˈɑʁɯŋ
ýöretmek	jˌœrœtmˈœk
ýüki	jˈøkø
Şanly	ʃˈɑnɫɯ
şekili	ʃekˈili
şekillendiriş	ʃˌekillennˈiriʃ
şular	ʃˈʊɫor
Ajaýyp	ɑd͡ʒˈɑːjɯp
Arza	ˈɑrðɑ
Gahryman	ɡɑxrˈɯmɑn
Geleşikleriň	ɡˌeleʃiklˈeriŋ
Mähriban	mæhrˈiβɑːn
Suwdan	θˈʊβdon
Söhbetdeşligiň	θˌœhβœtdœʃlˈøʁiŋ
Türkiýeden	tˌørkøjˈeden
alnandygy	ˌɑɫnɑnnˈɯʁɯ
alnyş	ˈɑɫnɯʃ
aw	ˈɑːβ
awgust	ˈoβʁʊθθ
başlangyçlar	bˌɑʃɫɑnʁˈɯt͡ʃɫɑr
bergidar	berʁˈidɑːr
bilimleri	bˌilimlˈeri
dabarasynda	dˌɑβɑrɑθˈɯnnɑ
desgasy	deθʁˈɑθɯ
döredijiligiň	dˌœrœdˌød͡ʒilˈiʁiŋ
döredilip	dˌœrœdˈølip
düzdi	dˈøððø
düzgünleriniň	dˌøðʁønlœrˈønøŋ
edinýär	edˈinjæːr
garaýar	ɡɑrˈɑjɑr
gaýdýan	ɡˈɑjdjɑn
geljegine	ɡˌeld͡ʒeʁˈine
gondy	ɡˈonnʊ
goýberen	ɡojbˈeren
gurluşyny	ɡˌʊrɫʊʃˈʊnʊ
guşlaryň	ɡʊʃɫˈorʊŋ
gyzlaryň	ɡɯðɫˈɑrɯŋ
gören	ɡˈœrœn
günbatar	ɡønmˈɑtɑr
halatlar	xɑɫˈɑtɫɑr
halka	xˈɑɫqɑ
jümmüşinden	d͡ʒˌømmøʃˈønnœn
kliniki	klinˈiki
maksadynda	mˌɑqθɑdˈɯnnɑ
mawy	mˈoβɯ
menzilinden	mˌenðilˈinnen
möhümdigi	mˌœhømnˈøʁø
nukdaýnazardan	nˌʊqdojnɑðˈɑrdɑn
näçe	nˈæːt͡ʃe
oktýabr	ˈoqtjɑβr
pata	pˈɑtɑ
peýdalanyjylaryň	pˌejdɑɫˌɑnɯd͡ʒɯɫˈɑrɯŋ
pudakda	pʊdˈoqdo
resminamany	rˌeθminɑmˈɑnɯ
saýlamak	θˌɑjɫɑmˈɑq
sekunt	θˈekʊnt
suwuny	θʊβˈʊnʊ
synçylar	θɯnt͡ʃˈɯɫɑr
tehnikalaryny	tˌehnikˌɑɫɑrˈɯnɯ
Älem	ˈæːlem
Ýaşlar	jˈɑʃɫɑr
Ýurduň	jˈʊrdʊŋ
ösmegini	ˌœθmœʁˈønø
öýüň	ˈœjøŋ
üýtgewsiz	øːjtʁˈœβθið
ýaz	jˈɑːð
ýaşan	jˈɑʃɑn
ýerleşdirilýär	jˌerleʃdirˈiljæːr
ýetirmekden	jˌetirmˈekden
Birža	bˈirʒɑ
Döwletiň	dœβlˈœtøŋ
Eziz	ˈeðið
Federal	fˌedˈerɑɫ
Gözegçilik	ɡˌœðœʁt͡ʃˈøløk
Liderleri	lˌiderlˈeri
Lukmançylyk	ɫˌʊqmont͡ʃˈʊɫɯq
Migrasiýa	mˌiʁrɑθˈijɑ
Oýlap	ˈojlɑːp
Ruhyýet	rʊxˈʊjet
Ygtyýarnamanyň	ˌɯʁtɯjˌɑrnɑmˈɑnɯŋ
agzybirlik	ˌɑʁðɯβˈirlik
aladasy	ˌɑɫɑdˈɑθɯ
awtomatlaşdyrylan	ˌoβtomˌotɫoʃdɯrˈɯɫɑn
aýdymçylary	ˌɑjdɯmt͡ʃɯɫˈɑrɯ
aşaky	ɑʃˈɑqɯ
banka	bˈɑnqɑ
belgili	belʁˈili
beslendi	beθlˈenni
bilermenleri	bˌilermenlˈeri
degip	dˈeʁip
derwezesine	dˌerβeðeθˈine
dolulygyna	dˌoɫʊɫʊʁˈʊno
edaralaryny	ˌedɑrˌɑɫɑrˈɯnɯ
emlägine	ˌemlæʁˈine
goýujy	ɡojˈʊd͡ʒʊ
göçüp	ɡˈœt͡ʃøp
haklarynyň	xˌɑqɫɑrˈɯnɯŋ
halatlary	xˌɑɫɑtɫˈɑrɯ
höweslendirmek	hˌœβœθlˌœnnirmˈek
kärende	kærˈenne
köptaraply	kˌœptɑrˈɑpɫɯ
makroykdysady	mˌɑqroˌɯqdɯθˈɑdɯ
meýdançasyna	mˌejdɑnt͡ʃɑθˈɯnɑ
möçberdäki	mˌœt͡ʃβœrdˈæːkɪ
pursat	pˈʊrθot
sazlaşygy	θˌɑðɫɑʃˈɯʁɯ
sergiler	θerʁˈiler
serhedinden	θˌerhedˈinnen
syýahat	θɯjˈɑxɑt
tapylan	tɑpˈɯɫɑn
taryhyny	tˌɑrɯxˈɯnɯ
temmäki	temmˈæki
tohumçylyk	tˌoxʊmt͡ʃˈʊɫʊq
ugra	ˈʊʁro
ygrarly	ɯʁrˈɑrɫɯ
Ýakynda	jɑqˈɯnnɑ
çekiji	t͡ʃekˈid͡ʒi
çekilýän	t͡ʃekˈiljæn
çykaryp	t͡ʃɯqˈɑrɯp
üstünlikleriň	ˌøθθønløklˈeriŋ
ýerinden	jerˈinnen
ýeňillikler	jˌeŋillˈikler
ýyllary	jɯɫɫˈɑrɯ
ýüklenen	jøklˈœnœn
Arabystany	ˌɑrɑβɯθθˈɑnɯ
Baştutanlarynyň	bˌɑʃtʊtˌonɫorˈɯnɯŋ
Demirgazyk	dˌemirʁˈɑðɯq
Gepleşikleriň	ɡˌepleʃiklˈeriŋ
II	ˈiː
Müşderiniň	mˌøʃdœrˈønøŋ
Nika	nˈikɑ
abraý	ˈɑβrɑj
abraýy	ɑβrˈɑjɯ
agzybir	ɑʁðˈɯβir
alamatlary	ˌɑɫɑmɑtɫˈɑrɯ
alynmagyna	ˌɑɫɯnmɑʁˈɯnɑ
artdyrmagyň	ˌɑrtdɯrmˈɑʁɯŋ
atlaryň	ɑtɫˈɑrɯŋ
aýgytly	ɑjʁˈɯtɫɯ
bazaryna	bˌɑðɑrˈɯnɑ
berkidilýär	bˌerkidˈiljæːr
beýikligi	bˌejiklˈiʁi
derejeleri	dˌered͡ʒelˈeri
deňhukuklylyk	dˌeŋxʊqʊqɫˈʊɫʊq
dostlugyň	doθθɫˈʊʁʊŋ
drama	drˈɑmɑ
edenler	edˈenler
egsilmez	eʁθˈilmeð
garawulynyň	ɡˌɑroβʊɫˈʊnʊŋ
geleşigiň	ɡˌeleʃˈiʁiŋ
geljege	ɡeld͡ʒˈeʁe
geljegini	ɡˌeld͡ʒeʁˈini
goldawa	ɡoɫɫˈoβo
goşulyp	ɡoʃˈʊɫʊp
gämä	ɡˈæmæ
göterimden	ɡˌœtœrˈømnœn
hemra	hˈemrɑ
hyzmatdaşlary	xˌɯðmɑtdɑʃɫˈɑrɯ
ikisiniň	ˌikiθˈiniŋ
kabineti	qˌɑβinˈeti
kart	qˈɑrt
kazynyň	qɑðˈɯnɯŋ
kämilleşdirmegiň	kˌæmillˌeʃdirmˈeʁiŋ
kärdeşleri	kˌærdeʃlˈeri
magdan	mˈɑʁdɑn
miwe	mˈiːβe
nesiller	neθˈiller
nusga	nˈʊθʁo
ornaşdyrylmagy	ˌornoʃdˌʊrɯɫmˈɑʁɯ
otagynda	ˌotoʁˈʊnno
ozaly	oðˈoɫʊ
pugtalandyrylmagyna	pˌʊʁtoɫˌonnɯrˌɯɫmɑʁˈɯnɑ
pökgi	pˈœkʁø
ruhunda	rʊxˈʊnno
sagatdan	θɑʁˈɑtdɑn
salmak	θɑɫmˈɑq
san	θˈɑn
seretmäge	θˌeretmˈæːɡe
tapgyryny	tˌɑpʁɯrˈɯnɯ
taraplara	tˌɑrɑpɫˈɑrɑ
taslamalara	tˌɑθɫɑmɑɫˈɑrɑ
taýýarlamagy	tˌɑjjɑrɫɑmˈɑʁɯ
ulanylmaýar	ˌʊɫonʊɫmˈɑjɑr
zaýawka	ðɑjˈoβqɑ
ätiýaçlandyrmasy	ˌætijˌɑt͡ʃɫɑnnɯrmˈɑθɯ
çekmegiň	t͡ʃekmˈeʁiŋ
ýagdaýlara	jˌɑʁdɑjɫˈɑrɑ
ýagşy	jˈɑʁʃɯ
ýazky	jˈɑðqɯ
ýolbaşçysyna	jˌoɫβoʃʃʊθˈɯnɑ
ýygymy	jɯʁˈɯmɯ
ýyllygyny	jˌɯɫɫɯʁˈɯnɯ
Amerikanyň	ˌɑmerikˈɑnɯŋ
Açyk	ˈɑt͡ʃɯq
Bellenilen	bˌellenˈilen
Dabaranyň	dˌɑβɑrˈɑnɯŋ
Döredijilik	dˌœrœdød͡ʒˈilik
Döwletimiziň	dˌœβlœtømˈøðiŋ
Düzediş	døðˈœdøʃ
Gaýtadan	ɡɑjtˈɑdɑn
Gozgalmaýan	ɡˌoðʁoɫmˈojɑn
Günüň	ɡˈønøŋ
ITF	ˈitf
On	ˈoːn
Operator	ˌoperˈɑtor
Sergä	θˈerʁæ
Ukrainanyň	ˌʊqroinˈɑnɯŋ
agramda	ɑʁrˈɑmnɑ
anyklamak	ˌɑnɯqɫɑmˈɑq
artdyrdy	ɑrtdˈɯrdɯ
barlagynyň	bˌɑrɫɑʁˈɯnɯŋ
dalaşgärleri	dˌɑɫɑʃʁærlˈeri
duşuşygynyň	dˌʊʃʊʃʊʁˈʊnɯŋ
edijä	edˈid͡ʒæ
emlägini	ˌemlæʁˈini
etjekdigine	ˌetd͡ʒekdiʁˈine
gapylar	ɡɑpˈɯɫɑr
gatnaşarlar	ɡˌɑtnɑʃˈɑrɫɑr
gelmäge	ɡelmˈæːɡe
gerimi	ɡerˈimi
geçelgeleriniň	ɡˌet͡ʃelʁˌelerˈiniŋ
geňeşi	ɡeŋˈeʃi
goranyş	ɡorˈonʊʃ
gowşurmak	ɡˌoβʃʊrmˈoq
goýumlaryň	ɡˌojʊmɫˈorʊŋ
gullugynda	ɡˌʊɫɫʊʁˈʊnno
gullukçylarynyň	ɡˌʊɫɫʊqt͡ʃˌʊɫɑrˈɯnɯŋ
günlerde	ɡønlˈœrde
hemmelere	hˌemmelˈere
howp	xˈoβp
hökümi	hœkˈømø
kanunçylyga	qˌɑnʊnt͡ʃʊɫˈʊʁɑ
kompaniýanyň	qˌomponijˈɑnɯŋ
kükürt	kˈøkørt
maddalaryň	mˌɑddɑɫˈɑrɯŋ
martynda	mɑrtˈɯnnɑ
maýasynyň	mˌɑjɑθˈɯnɯŋ
mekdeplerine	mˌekdeplerˈine
mümkinçiliklere	mˌømkønt͡ʃˌøliklˈere
müşderiniň	mˌøʃdœrˈønøŋ
nurana	nʊrˈono
nusgasyna	nˌʊθʁoθˈʊnɑ
ornaşdyryldy	ˌornoʃdʊrˈɯɫɫɯ
otaglaryň	ˌotoʁɫˈorɯŋ
peýdalanylyp	pˌejdɑɫɑnˈɯɫɯp
pikirini	pˌikirˈini
polipropilen	pˌoɫipropˈilen
pulundaky	pˌʊɫʊndˈɑːqɯ
sapaklary	θˌɑpɑqɫˈɑrɯ
statistik	θθɑtˈiθθik
sungatyny	θˌʊnʁotˈʊnʊ
synagy	θɯnˈɑʁɯ
süren	θˈørœn
süýji	θˈøːjd͡ʒi
tanyşmak	tˌɑnɯʃmˈɑq
tapgyryň	tɑpʁˈɯrɯŋ
taýýarlan	tɑjjˈɑrɫɑn
tejribesiniň	tˌed͡ʒriβeθˈiniŋ
toparlara	tˌoporɫˈorɑ
tölenilýän	tˌœlœnˈøljæn
töleýjä	tœlˈœjd͡ʒæ
türkmeniň	tørkmˈœnøŋ
ugraýar	ʊʁrˈojɑr
ulagy	ʊɫˈoʁʊ
uzaldylyp	ˌʊðoɫɫˈʊɫɯp
wakalary	βˌɑqɑɫˈɑrɯ
ylalaşygyň	ˌɯɫɑɫɑʃˈɯʁɯŋ
ylalaşylyp	ˌɯɫɑɫɑʃˈɯɫɯp
ynanmazlyk	ˌɯnɑnmaðɫˈɯq
zerurdygy	ðˌerʊrdˈʊʁʊ
çekilip	t͡ʃekˈilip
çykmaga	t͡ʃɯqmˈɑʁɑ
çärýek	t͡ʃˈærjek
ösümlikler	ˌœθømlˈøkler
özleşdirmegiň	ˌœðlœʃdørmˈeʁiŋ
öýüniň	œjˈønøŋ
üýtgeşik	øːjtʁˈeʃik
ýaryşynyň	jˌɑrɯʃˈɯnɯŋ
ýeňmegi	jeŋmˈeʁi
ýiti	jˈiti
ýurdumyzdaky	jˌʊrdʊmʊðdˈɑːqɯ
ýurtlarynda	jˌʊrtɫɑrˈɯnnɑ
ýylyna	jɯɫˈɯnɑ
şertlendirdi	ʃˌertlennˈirdi
şertnamalaryň	ʃˌertnɑmɑɫˈɑrɯŋ
Akina	ɑqˈinɑ
Aprel	ˈɑprel
Aşgabady	ˌɑʃʁɑβˈɑdɯ
Elektron	elˈektron
Ertir	ˈertir
Fewral	fˌœβrɑɫ
Hartiýasynyň	xˌɑrtijɑθˈɯnɯŋ
Ir	ˈiːr
Köneürgenç	kˌœːnœˈørʁœnt͡ʃ
Oguz	ˈoʁʊð
RÝNÝ	rjnj
Sebit	θˈeβit
Watanymyzda	βˌɑtɑnɯmˈɯððɑ
almakda	ɑɫmˈɑqdɑ
azatlyklaryny	ˌɑðɑtɫˌɯqɫɑrˈɯnɯ
baglarynyň	bˌɑʁɫɑrˈɯnɯŋ
baýlyklary	bˌɑjɫɯqɫˈɑrɯ
baýramçylygynyň	bˌɑjrɑmt͡ʃˌɯɫɯʁˈɯnɯŋ
başdan	bˈɑʃdɑn
başlanýan	bɑʃɫˈɑnjɑn
bedewlerine	bˌedœβlœrˈine
bejermek	bˌed͡ʒermˈek
bellän	bˈellæn
bizi	bˈiði
buýsanjy	bʊjθˈɑnd͡ʒɯ
diline	dilˈine
dillerini	dˌillerˈini
doktory	doqtˈorʊ
döredijiligi	dˌœrœdˌød͡ʒilˈiʁi
döredijiliginiň	dˌœrœdˌød͡ʒiliʁˈiniŋ
düýbüni	døːjbˈønø
ediň	ˈediŋ
eýedirler	ˌejedˈirler
eýelemegi	ˌejelemˈeʁi
eýýamyň	ejjˈɑmɯŋ
gabatlanyp	ɡˌɑβɑtɫˈɑnɯp
gazhimiýa	ɡˌɑðhimˈijɑ
gelmegine	ɡˌelmeʁˈine
geçirmeli	ɡˌet͡ʃirmˈeli
girip	ɡˈirip
gorlary	ɡorɫˈorʊ
gorlaryna	ɡˌorɫorˈʊno
goşmaçalar	ɡˌoʃmot͡ʃˈoɫɑr
gurluşynyň	ɡˌʊrɫʊʃˈʊnʊŋ
gurmaga	ɡʊrmˈoʁo
harydy	xɑrˈɯdɯ
hasaplanyp	xˌɑθɑpɫˈɑnɯp
howandarlygynda	xˌoβonnˌorɫɯʁˈɯnnɑ
işgäriniň	ˌiʃʁærˈiniŋ
jaň	d͡ʒˈɑŋ
kodeksiniň	qˌodekθˈiniŋ
komitetiň	qˌomitˈetiŋ
köçesiniň	kˌœt͡ʃœθˈøniŋ
makala	mɑqˈɑɫɑ
makalalar	mˌɑqɑɫˈɑɫɑr
mallary	mɑɫɫˈɑrɯ
merdana	merdˈɑnɑ
meýilnamasyna	mˌejilnˌɑmɑθˈɯnɑ
mukdaryny	mˌʊqdorˈʊnʊ
muzeýiniň	mˌʊðejˈiniŋ
mümkindir	mømkˈønnør
münberinden	mˌønmœrˈønnen
nesilleri	nˌeθillˈeri
nyşanydyr	nˌɯʃɑnˈɯdɯr
obýektleriniň	ˌoβjektlerˈiniŋ
paýly	pˈɑjɫɯ
pursatdan	pʊrθˈotdɑn
resminamasy	rˌeθminɑmˈɑθɯ
sazy	θˈɑðɯ
tansy	tˈɑnθɯ
tapyşyň	tɑpˈɯʃɯŋ
teklipnama	tˌeklipnˈɑːmɑ
telekeçi	tˌelekˈet͡ʃi
ulanyş	ʊɫˈonʊʃ
wesýetnama	βˌeθjetnˈɑːmɑ
ygrarlydygyny	ˌɯʁrɑrɫˌɯdɯʁˈɯnɯ
çekmekden	t͡ʃekmˈekden
çözülmegine	t͡ʃˌœðølmœʁˈønœ
öndürijileriň	ˌœnnørˌød͡ʒølˈeriŋ
önümlerine	ˌœnømlœrˈønœ
ösdürmegi	ˌœθθørmˈœʁø
ýany	jˈɑːnɯ
ýatyrylyp	jˌɑtɯrˈɯɫɯp
ýigrimi	jiʁrˈimi
ýygnagy	jɯʁnˈɑʁɯ
ýygym	jˈɯʁɯm
ýörelgesiniň	jˌœrœlʁœθˈiniŋ
şolaryň	ʃoɫˈorʊŋ
Annaýew	ɑnnˈɑjœβ
Arslan	ˈɑrθɫɑn
Eýýäm	ˈejjæm
Maddy	mˈɑddɯ
Ondan	ˈonnon
Oýnuň	ˈojnʊŋ
Prezidentligine	prˌeðidˌentliʁˈine
adynyň	ɑdˈɯnɯŋ
alanyňda	ˌɑɫɑnˈɯŋŋɑ
alnandan	ɑɫnˈɑnnɑn
aragatnaşyga	ˌɑrɑʁˌɑtnɑʃˈɯʁɑ
açmaga	ɑt͡ʃmˈɑʁɑ
aşgabatlylar	ˌɑʃʁɑβɑtɫˈɯɫɑr
berilmeginiň	bˌerilmeʁˈiniŋ
beýlekileri	bˌejlekilˈeri
bilermenleriň	bˌilermenlˈeriŋ
bular	bˈʊɫor
degişliligi	dˌeʁiʃlilˈiʁi
durnuklylygyny	dˌʊrnʊqɫˌʊɫʊʁˈʊnɯ
döretmegi	dˌœrœtmˈœʁi
döretmekde	dˌœrœtmˈœkde
edilmäge	ˌedilmˈæːɡe
ekişiniň	ˌekiʃˈiniŋ
eli	ˈeli
eýeçiligine	ˌejet͡ʃˌiliʁˈine
eýýamda	ejjˈɑmnɑ
galmak	ɡɑːɫmˈɑq
garşylady	ɡˌɑrʃɯɫˈɑdɯ
geleşik	ɡelˈeʃik
generaly	ɡˌenerˈɑɫɯ
getirilmegi	ɡˌetirilmˈeʁi
getirmegiň	ɡˌetirmˈeʁiŋ
girdejileriň	ɡˌirded͡ʒilˈeriŋ
goýulmagy	ɡˌojʊɫmˈoʁʊ
goşulmagy	ɡˌoʃʊɫmˈoʁʊ
gurşawa	ɡʊrʃˈoβo
gyş	ɡˈɯʃ
göreşiň	ɡœrˈœʃøŋ
görnüşler	ɡœrnˈøʃlœr
halyçylyk	xˌɑɫɯt͡ʃˈɯɫɯq
hasabatlylygynyň	xˌɑθɑβˌɑtɫɯɫɯʁˈɯnɯŋ
hasapdan	xɑθˈɑpdɑn
hyzmatdaşlykda	xˌɯðmɑtdɑʃɫˈɯqdɑ
hyzmatynda	xˌɯðmɑtˈɯnnɑ
ibermäge	ˌiβermˈæːɡe
ildeşlerimiziň	ˌilleʃlˌerimˈiðiŋ
işjeňleşdirmegiň	ˌiʃʃeŋlˌeʃdirmˈeʁiŋ
jaýynda	d͡ʒɑjˈɯnnɑ
jemlemek	d͡ʒˌemlemˈek
kararyna	qˌɑrɑrˈɯnɑ
karbamid	qɑrβˈɑmid
kybap	qˈɯβɑp
künjeklerinden	kˌønd͡ʒœklerˈinnen
mazmun	mˈɑðmʊn
maýda	mˈɑjdɑ
metrlik	mˈetrlik
mizemez	miðˈemeð
müdirliginiň	mˌødørliʁˈiniŋ
näme	nˈæːme
ornuna	ornˈʊno
otaglarynyň	ˌotoʁɫorˈɯnɯŋ
potratçy	potrˈot͡ʃt͡ʃʊ
pullaryň	pʊɫɫˈorʊŋ
raýatlarymyzyň	rˌɑjɑtɫˌɑrɯmˈɯðɯŋ
subýektleriniň	θˌʊβjektlerˈiniŋ
syýasatyna	θˌɯjɑθɑtˈɯnɑ
sürdi	θˈørdø
tamamlanýar	tˌɑmɑmɫˈɑnjɑr
tapawutlanýan	tˌɑpoβʊtɫˈonjɑn
tassykladylar	tˌɑθθɯqɫɑdˈɯɫɑr
terminaly	tˌerminˈɑɫɯ
teswirnamada	tˌeθβirnɑmˈɑdɑ
tonnasyny	tˌonnoθˈʊnʊ
tutulandyr	tˌʊtʊɫˈonnʊr
ulularyň	ˌʊɫʊɫˈorʊŋ
ussatlygy	ˌʊθθotɫˈʊʁɯ
uçary	ʊt͡ʃˈorʊ
wajypdygy	βˌɑd͡ʒɯpdˈɯʁɯ
ygtyýarynda	ˌɯʁtɯjɑrˈɯnnɑ
ynamy	ɯnˈɑmɯ
yzyndan	ɯðˈɯnnɑn
Önümçilik	ˌœnømt͡ʃˈøløk
Ýewropada	jˌœβropˈodo
çemeleşmeleri	t͡ʃˌemelˌeʃmelˈeri
çäresine	t͡ʃˌæreθˈine
özgertmelere	ˌœðʁœrtmelˈere
öňüsyrasyndaky	ˌœŋøθˌɯrɑθɯndˈɑːqɯ
ýazylýar	jɑðˈɯɫjɑr
ýaşlara	jɑʃɫˈɑrɑ
ýetirilişine	jˌetirˌiliʃˈine
ýolda	jˈoɫɫo
şahslary	ʃɑxθɫˈɑrɯ
şekillendirilen	ʃˌekillˌennirˈilen
B	bˈɛ
Bagtyýar	bɑʁtˈɯjɑːr
Galkan	ɡˈɑɫqɑn
Giň	ɡˈiːŋ
Gullugyň	ɡʊɫɫˈʊʁʊŋ
Koreýanyň	qˌorejˈɑnɯŋ
Kubogynyň	qˌʊβoʁˈʊnʊŋ
Kärhanalaryň	kˌærxɑnɑɫˈɑrɯŋ
Medeni	medˈeni
Meselem	meθˈelem
Professional	profˌeθθiˈonoɫ
Saýlawlary	θˌɑjɫoβɫˈorɯ
Töleg	tˈœlœʁ
ahyryna	ˌɑxɯrˈɯnɑ
asmana	ɑθmˈɑːnɑ
atyň	ˈɑtɯŋ
bagy	bˈɑʁɯ
banklarynyň	bˌɑnkɫɑrˈɯnɯŋ
barmaga	bɑrmˈɑʁɑ
başlamagy	bˌɑʃɫɑmˈɑʁɯ
başlangyçlarynyň	bˌɑʃɫɑnʁˌɯt͡ʃɫɑrˈɯnɯŋ
belentliklere	bˌelentliklˈere
bilermen	bilˈermen
birikdirmek	bˌirikdirmˈek
biržasynyň	bˌirʒɑθˈɯnɯŋ
bäsleşiklerinde	bˌæθleʃˌiklerˈinne
desgany	deθʁˈɑnɯ
diliniň	dilˈiniŋ
duýgulary	dˌʊjʁʊɫˈorʊ
düzetmek	dˌøðœtmˈœk
düzgünleşdirmek	dˌøðʁønlˌœʃdørmˈek
eseri	eθˈeri
etdirildi	ˌetdirˈilli
eteginde	ˌeteʁˈinne
etse	ˈeθθe
eýermek	ˌejermˈek
eýeçiliginiň	ˌejet͡ʃˌiliʁˈiniŋ
galypdyr	ɡɑɫˈɯpdɯr
görkezilýän	ɡˌœrkœðˈøljæn
hasabatlary	xˌɑθɑβɑtɫˈɑrɯ
hatyrasyna	xˌɑtɯrɑθˈɯnɑ
hereketleriniň	hˌerekˌetlerˈiniŋ
hukuga	xʊqˈʊʁo
hyzmatdaşlaryň	xˌɯðmɑtdɑʃɫˈɑrɯŋ
ikisini	ˌikiθˈini
il	ˈil
jedelleri	d͡ʒˌedellˈeri
kadaly	qɑdˈɑɫɯ
maýyp	mˈɑjɯp
mübärekläp	mˌøβærˈœklæːp
nygtaýar	nɯʁtˈɑjɑr
orunlaryň	ˌorʊnɫˈorʊŋ
saklanylmagy	θˌɑqɫɑnɯɫmˈɑʁɯ
saýlawçylar	θˌɑjɫoβt͡ʃˈɯɫɑr
sebäplere	θˌeβæplˈere
seleksiýanyň	θˌelekθijˈɑnɯŋ
tehnikalaryň	tˌehnikɑɫˈɑrɯŋ
teplisa	teplˈiθɑ
tomaşaçylary	tˌomoʃˌot͡ʃɯɫˈɑrɯ
toplumlarynda	tˌopɫʊmɫorˈʊnnɑ
tölegini	tˌœlœʁˈøni
türkmenistanly	tˌørkmœnøθθˈɑnɫɯ
uniwersiteti	ˌʊniβˌerθitˈeti
wekil	βˈekil
zamanyň	ðɑmˈɑnɯŋ
zyýany	ðɯjˈɑnɯ
çagany	t͡ʃɑʁˈɑnɯ
çykarylmagy	t͡ʃˌɯqɑrɯɫmˈɑʁɯ
çäklerine	t͡ʃˌæklerˈine
çözmegiň	t͡ʃœðmˈœʁøŋ
öndürijilikli	ˌœnnørˌød͡ʒølˈikli
üstünliklerine	ˌøθθønlˌøklerˈine
üýtgedip	øːjtʁˈedip
ýatda	jˈɑtdɑ
ýetirer	jetˈirer
şikaýaty	ʃˌikɑjˈɑtɯ
şäherçäniň	ʃˌæhert͡ʃˈæniŋ
Geljek	ɡˈeld͡ʒek
Günbatar	ɡønmˈɑtɑr
Harytlar	xɑrˈɯtɫɑr
Kireýine	kˌirejˈine
Konstitusiýasy	qˌonθθitˌʊθijˈɑθɯ
Merkeziň	merkˈeðiŋ
Okeaniýa	ˌoqeɑnˈijɑ
adamdan	ɑdˈɑmnɑn
adamzat	ɑːdˈɑmðɑːt
agramy	ɑʁrˈɑmɯ
aragatnaşykda	ˌɑrɑʁˌɑtnɑʃˈɯqdɑ
aragatnaşyklar	ˌɑrɑʁˌɑtnɑʃˈɯqɫɑr
aragatnaşyklary	ˌɑrɑʁˌɑtnɑʃɯqɫˈɑrɯ
artykmaç	ɑrtˈɯqmɑt͡ʃ
asyrlar	ɑθˈɯrɫɑr
asyrlarda	ˌɑθɯrɫˈɑrdɑ
awiasiýa	ˌoβiɑθˈijɑ
baglaşan	bɑʁɫˈɑʃɑn
banklaryň	bɑnkɫˈɑrɯŋ
barasynda	bˌɑrɑθˈɯnnɑ
bellikleri	bˌelliklˈeri
bereris	berˈeriθ
bermeginde	bˌermeʁˈinne
berýändigi	bˌerjænnˈiʁi
berşi	bˈerʃi
bildiren	billˈiren
birligi	birlˈiʁi
böleginden	bˌœlœʁøndˈœn
bölümler	bœlˈømlœr
dollary	doɫɫˈorʊ
durnuklylygyň	dˌʊrnʊqɫʊɫˈʊʁʊŋ
edilendigini	ˌedilˌenniʁˈini
edilendir	ˌedilˈennir
enjamlarynyň	ˌend͡ʒɑmɫɑrˈɯnɯŋ
gatnaşanlaryň	ɡˌɑtnɑʃɑnɫˈɑrɯŋ
geçirilmelidir	ɡˌet͡ʃirˌilmelˈidir
goralýar	ɡorˈoɫjɑr
gyşarnyksyz	ɡˌɯʃɑrnˈɯqθɯð
gözleg	ɡˈœðlœʁ
halklary	xɑɫkɫˈɑrɯ
hat	xˈɑt
hepde	hˈepde
hereketlerine	hˌerekˌetlerˈine
hukuklardan	xˌʊqʊqɫˈordɑn
hökümetiniň	hˌœkømœtˈøniŋ
islegleri	ˌiθleʁlˈeri
jemgyýetde	d͡ʒˌemʁɯjˈetde
kazyýetleriniň	qˌɑðɯjˌetlerˈiniŋ
kenar	kˈenɑr
kepillikleri	kˌepilliklˈeri
kesmek	keθmˈek
kino	kˈino
materiallar	mˌɑteriˈɑɫɫɑr
mejbur	mˈed͡ʒβʊr
muzeýinde	mˌʊðejˈinne
mysalydyr	mˌɯθɑɫˈɯdɯr
netijeliligi	nˌetid͡ʒˌelilˈiʁi
niýetlenilen	nˌijetlenˈilen
nädogry	nædˈoʁrʊ
obýekti	oβjˈekti
patentiň	pɑtˈentiŋ
peşgeş	pˈeʃʁeʃ
pikirleri	pˌikirlˈeri
ruhuna	rʊxˈʊno
saklaýjynyň	θˌɑqɫɑjd͡ʒˈɯnɯŋ
sement	θˈement
sergileri	θˌerʁilˈeri
strategiýasy	θθrˌɑteʁijˈɑθɯ
sud	θˈʊd
suwunyň	θʊβˈʊnʊŋ
synanyşdylar	θˌɯnɑnɯʃdˈɯɫɑr
synp	θˈɯnp
söwdasy	θœβdˈɑθɯ
tagallalaryň	tˌɑʁɑɫɫɑɫˈɑrɯŋ
tanyşlyk	tɑnˈɯʃɫɯq
taýýardyr	tɑjjˈɑrdɯr
tomaşaçylara	tˌomoʃˌot͡ʃɯɫˈɑrɑ
toplap	tˈoplɑːp
topragy	toprˈoʁʊ
tölegleriň	tˌœlœʁlˈœriŋ
