a	ɑː
mangere	mɑnɡere
mangian	mɑnɡiɑn
mangung	mɑnɡunɡ
mangunghus	mɑnɡunɡxuːs
manian	mɑniɑn
manig	mɑnij
manigfeald	mɑnijfæ͜ɑld
manigfealdan	mɑnijfæ͜ɑldɑn
manigfealdian	mɑnijfæ͜ɑldiɑn
manigfealdlic	mɑnijfæ͜ɑldliːt͡ʃ
manigfealdlice	mɑnijfæ͜ɑldliːt͡ʃe
manigfealdnes	mɑnijfæ͜ɑldnes
mann	mɑnn
mannbære	mɑnnbæːre
mannleas	mɑnnlæ͜ɑːs
mannlice	mɑnnliːt͡ʃe
manscipe	mɑnskipe
manscyldig	mɑːnʃyldij
manslaga	mɑnslɑɡɑ
manswerian	mɑːnswerjɑn
manu	mɑnu
mapolder	mɑpolder
mapulder	mɑpulder
mapuldor	mɑpuldor
mara	mɑːrɑ
marc	mɑrk
marcus	mɑrkus
mare	mɑre
marmstan	mɑrmstɑːn
masc	mɑʃ
masc	mɑːʃ
mase	mɑːse
matheus	mɑteus
mawan	mɑːwɑn
maþa	mɑθɑ
maþelian	mɑθeliɑn
maþelode	mɑθelode
maþm	mɑːθm
maþum	mɑːθum
me	meː
meaht	mæ͜ɑxt
mealm	mæ͜ɑlm
mealmiht	mæ͜ɑlmixt
mealt	mæ͜ɑlt
mealwe	mæ͜ɑlwe
meara	mæ͜ɑːrɑ
mearc	mæ͜ɑrk
mearcian	mæ͜ɑrkiɑn
mearcung	mæ͜ɑrkunɡ
meare	mæ͜ɑːre
meares	mæ͜ɑːres
mearg	mæ͜ɑrɡ
mearh	mæ͜ɑrx
mearn	mæɑrn
mearum	mæ͜ɑːrum
mearþ	mæ͜ɑrθ
meatte	mæ͜ɑtte
mec	mek
mece	meːt͡ʃe
mecefisc	meːt͡ʃefiʃ
mecgan	mejjɑn
med	meːd
meddern	meːddern
medeme	medeme
medemian	medemiɑn
medern	meːdern
medren	meːdren
medu	medu
medume	medume
medumian	medumiɑn
medusetl	medusetl
medwis	medwiːs
melcan	melkɑn
meldian	meldiɑn
meltan	meltɑn
melu	melu
mencgan	menjɑn
mene	mene
mengan	menjɑn
mengu	menju
menigeo	menijo
menigu	meniju
mennisc	menniʃ
mennisclic	menniʃliːt͡ʃ
mennisclicnes	menniʃliːknes
menniscnes	menniʃnes
menniscu	mennisku
meolc	me͜olk
meolcan	me͜olkɑn
meos	me͜oːs
meotan	me͜otɑn
meowle	me͜oːwle
meox	me͜oks
mere	mere
meredeaþ	meredæ͜ɑːθ
meredeor	merede͜oːr
merefisc	merefiʃ
meregrot	mereɡrot
mereliþend	mereliːθend
mereswin	mereswiːn
merian	merjɑn
merisc	meriʃ
mersc	merʃ
merscig	merʃij
merscmealwe	merʃmæ͜ɑlwe
mesan	meːsɑn
met	met
metan	metɑn
metan	meːtɑn
mete	mete
meteleas	metelæ͜ɑːs
metere	meːtere
metesacca	metesɑkkɑ
meteseax	metesæ͜ɑks
metesocn	metesoːkn
meteswamm	meteswɑmm
metetid	metetiːd
meteþearfende	meteθæ͜ɑrfende
meteþegn	meteθejn
metgian	metɡiɑn
meting	meːtinɡ
metod	metod
meþe	meːθe
micel	mit͡ʃel
micele	mit͡ʃele
micelian	mit͡ʃeliɑn
micellic	mit͡ʃelliːt͡ʃ
micellice	mit͡ʃelliːt͡ʃe
micelmod	mit͡ʃelmoːd
micelnes	mit͡ʃelnes
micelu	mit͡ʃelu
mid	mid
midd	midd
middaneard	middɑnæ͜ɑrd
middangeard	middɑnjæ͜ɑrd
midde	midde
middelfinger	middelfinɡer
middes	middes
middæg	middæj
midniht	midnixt
midsumor	midsumor
midwist	midwist
midþeahtian	midθæ͜ɑxtiɑn
midþolian	midθoliɑn
mierce	mi͜yrt͡ʃe
miercels	mi͜yrt͡ʃels
miere	mi͜yːre
migan	miːɡɑn
migoþa	miɡoθɑ
miht	mixt
mihte	miçte
mihtig	mixtij
mihtleas	mixtlæ͜ɑːs
mihtlic	mixtliːt͡ʃ
mihtlice	mixtliːt͡ʃe
mil	miːl
milde	milde
mildelice	mildeliːt͡ʃe
mildheortlic	mildxe͜ortliːt͡ʃ
mildheortnes	mildxe͜ortnes
milte	milte
miltheortnis	miltxe͜ortnis
milts	milts
miltsian	miltsiɑn
mimming	mimminɡ
mimor	mimor
mimorian	mimoriɑn
min	min
min	miːn
mindom	mindoːm
minlic	minliːt͡ʃ
minsian	minsiɑn
minum	miːnum
mioluc	mi͜uluk
mircels	mirt͡ʃels
mirige	mirije
misbeodan	misbe͜oːdɑn
miscennung	miskennunɡ
miscian	miskiɑn
miscweþan	miskweθɑn
miscyrran	mist͡ʃyrrɑn
misdon	misdoːn
misdæd	misdæːd
misfangen	misfɑnɡen
misfehst	misfeːxst
misfehþ	misfeːxθ
misfeng	misfeːnɡ
misfenge	misfeːnɡe
misfengen	misfeːnɡen
misfengon	misfeːnɡon
misfo	misfoː
misfoh	misfoːx
misfon	misfoːn
misfonde	misfoːnde
misfoþ	misfoːθ
mishieran	misxi͜yːrɑn
mishweorfan	misxwe͜orfɑn
mishyran	misxyːrɑn
mislar	mislɑːr
mislibban	mislibbɑn
mislician	misliːkiɑn
mislædan	mislæːdɑn
misrædan	misræːdɑn
miss	miss
missan	missɑn
misscrydan	misʃryːdɑn
missere	misseːre
misspowan	misspoːwɑn
missprecan	missprekɑn
mist	mist
mistel	mistel
mistæcan	mistæːt͡ʃɑn
miswendan	miswendɑn
miswritan	miswriːtɑn
mið	miθ
miþan	miːθɑn
mod	moːd
modcræft	moːdkræft
modcræftig	moːdkræftij
moder	moːder
modgehygd	moːdjexyjd
modig	moːdij
modiglic	moːdijliːt͡ʃ
modignes	moːdijnes
modor	moːdor
modorleas	moːdorlæ͜ɑːs
modorlic	moːdorliːt͡ʃ
modrige	moːdrije
modsefa	moːdsefɑ
modstaþol	moːdstɑθol
modstaþolnes	moːdstɑθolnes
modþracu	moːdθrɑku
molde	molde
mona	moːnɑ
monandæg	moːnɑndæj
monanniht	moːnɑnnixt
monað	moːnɑθ
monaþ	monɑθ
monaþ	moːnɑθ
monaþblod	moːnɑθbloːd
monaþlic	moːnɑθliːt͡ʃ
monelic	moːneliːt͡ʃ
mor	moːr
moras	moːrɑs
morað	moːrɑθ
moraþ	moːrɑθ
morbeam	moːrbæ͜ɑːm
morberige	moːrberije
more	moːre
morgen	morɡen
morgengiefu	morɡenji͜yfu
morgengifu	morɡenjifu
moru	moru
morþ	morθ
morþbealo	morθbæ͜ɑlo
morþor	morθor
morþorscyldig	morθorʃyldij
morþslaga	morθslɑɡɑ
morþsliht	morθslixt
mos	mos
mos	moːs
mot	moːt
motan	moːtɑn
motern	moːtern
motian	moːtiɑn
motung	moːtunɡ
moþfreten	moθfreten
moþþe	moθθe
muga	muːɡɑ
mul	muːl
munan	munɑn
mund	mund
mundbyrd	mundbyrd
mundgripe	mundɡripe
mundian	mundiɑn
munec	munek
munt	munt
munuc	munuk
murnan	murnɑn
mus	muːs
muscelle	muskelle
musfealle	muːsfæ͜ɑlle
mushafoc	muːsxɑfok
musheafoc	muːsxæ͜ɑfok
muð	muːθ
muþ	muːθ
muþa	muːθɑ
muþleas	muːθlæ͜ɑːs
mycel	myt͡ʃel
mycg	myjj
mycgnett	myjjnett
mylen	mylen
mylenhweol	mylenxwe͜oːl
myln	myln
myltestre	myltestre
mymerian	mymeriɑn
myndgian	myndɡiɑn
myndleas	myndlæ͜ɑːs
myne	myne
mynecenu	mynet͡ʃenu
mynegian	myneɡiɑn
mynelic	myneliːt͡ʃ
mynet	mynet
mynetere	mynetere
mynetian	mynetiɑn
mynetsmiþþe	mynetsmiθθe
myntan	myntɑn
myrge	myrje
myrgen	myrjen
myrgþ	myrjθ
myrige	myrije
myrþra	myrθrɑ
mæce	mæːt͡ʃe
mæcefisc	mæːt͡ʃefiʃ
mæcg	mæjj
mæd	mæːd
mæden	mæːden
mædmonaþ	mæːdmoːnɑθ
mædwe	mæːdwe
mæg	mæj
mæg	mæːj
mægden	mæjden
mægdencild	mæjdent͡ʃild
mægdenhad	mæjdenxɑːd
mægdenlic	mæjdenliːt͡ʃ
mægelan	mæjelɑn
mægen	mæjen
mægencræft	mæjenkræft
mægenwudu	mæjenwudu
mæger	mæjer
mægester	mæjester
mægeþ	mæːjeθ
mæghæmed	mæːjxæːmed
mægn	mæjn
mægðe	mæjθe
mægþ	mæjθ
mægþ	mæːjθ
mægþ	mæːɡθ
mægþblæd	mæjθblæd
mægþe	mæjθe
mægþhad	mæjθxɑːd
mægþhad	mæːjθxɑːd
mæl	mæːl
mælan	mæːlɑn
mænan	mæːnɑn
mæne	mæːne
mænigo	mænijo
mæran	mæːrɑn
mære	mæːre
mærsian	mæːrsiɑn
mærstan	mæːrstɑːn
mærsung	mæːrsunɡ
mærsungtima	mæːrsunɡtiːmɑ
mæscre	mæʃre
mæseren	mæseren
mæsling	mæslinɡ
mæsse	mæsse
mæssedæg	mæssedæj
mæst	mæst
mæst	mæːst
mæstan	mæstɑn
mætan	mæːtɑn
mæw	mæːw
mæþel	mæθel
mæþelern	mæθelern
mæþlan	mæθlɑn
na	nɑː
nabban	nɑbbɑn
naca	nɑkɑ
nacian	nɑkiɑn
nacod	nɑkod
nacodnes	nɑkodnes
nafela	nɑfelɑ
nafogar	nɑfoɡɑːr
nafola	nɑfolɑ
nafu	nɑfu
nagan	nɑːɡɑn
nahwær	nɑːxwæːr
nam	nɑm
nama	nɑmɑ
naman	nɑmɑn
namboc	nɑmboːk
nan	nɑːn
naso	nɑso
nasturcium	nɑsturkium
nasu	nɑsu
nat	nɑːt
nawiht	nɑːwixt
nazarenisc	nɑtsɑreniʃ
nazareth	nɑtsɑret
ne	ne
neah	næ͜ɑːx
neahbuend	næ͜ɑːxbuːend
neahgebur	næ͜ɑːxjebuːr
neahstow	næ͜ɑːxstoːw
neaht	næ͜ɑxt
nealles	næ͜ɑlles
nealæcan	næ͜ɑːlæːt͡ʃɑn
nearanes	næ͜ɑrɑnes
nearo	næ͜ɑro
nearones	næ͜ɑrones
neart	næ͜ɑrt
nearu	næ͜ɑru
nearunes	næ͜ɑrunes
neat	næ͜ɑːt
neawist	næ͜ɑːwist
nebb	nebb
ned	neːd
nefa	nefɑ
nefene	nefene
nefne	nefne
neh	neːx
nemnan	nemnɑn
nemnian	nemniɑn
nemniendlic	nemniendliːt͡ʃ
nemnigendlic	nemnijendliːt͡ʃ
nemning	nemninɡ
neo	ne͜oː
neod	ne͜oːd
neodful	ne͜oːdful
neodian	ne͜oːdiɑn
neodlaþu	ne͜oːdlɑθu
neodlice	ne͜oːdliːt͡ʃe
neol	ne͜oːl
neolnes	ne͜oːlnes
neom	ne͜om
neorxnawang	ne͜orksnɑwɑnɡ
neosian	ne͜oːsiɑn
neotan	ne͜oːtɑn
neowe	ne͜oːwe
neowel	ne͜owel
neowellic	ne͜owelliːt͡ʃ
neowelnes	ne͜owelnes
neowol	ne͜owol
neowollic	ne͜owolliːt͡ʃ
neowolnes	ne͜owolnes
neoðan	ne͜oθɑn
neoþan	ne͜oθɑn
neoþeweard	ne͜oθewæ͜ɑrd
nepflod	neːpfloːd
nerian	nerjɑn
nesan	nesɑn
nese	nese
nest	nest
net	net
neþan	neːθɑn
nibacen	niːbɑken
nic	nit͡ʃ
nicc	nitt͡ʃ
nicenned	niːkenned
nicor	nikor
nied	ni͜yːd
niedhæs	ni͜yːdxæːs
niedwracu	ni͜yːdwrɑku
niehsta	ni͜yːxstɑ
nieht	ni͜yxt
nieten	ni͜yːten
niewan	ni͜yːwɑn
niewe	ni͜yːwe
niewian	ni͜yːwiɑn
niewlice	ni͜yːwliːt͡ʃe
niewnes	ni͜yːwnes
niewung	ni͜yːwunɡ
nifol	nifol
nift	nift
nigon	nijon
nigon	niɡon
nigonfeald	nijonfæ͜ɑld
nigonfeald	niɡonfæ͜ɑld
nigonteoþa	nijonte͜oːθɑ
nigonteoþa	niɡonte͜oːθɑ
nigontiene	nijonti͜yːne
nigontiene	niɡonti͜yːne
nigoþa	nijoθɑ
nigoþa	niɡoθɑ
nihstig	nixstij
niht	nixt
nihtbealo	nixtbæ͜ɑlo
nihtegale	nixteɡɑle
nihtes	nixtes
nihtgenga	nixtɡenjɑ
nihtgenge	nixtɡenje
nihthræfn	nixtxræfn
nihtlic	nixtliːt͡ʃ
nihtscada	nixtʃɑdɑ
nihtsum	nixtsum
nihtsumian	nixtsumiɑn
nihtsumnes	nixtsumnes
nillan	nillɑn
niman	nimɑn
nioðan	ni͜uθɑn
nioþan	ni͜uθɑn
nipan	niːpɑn
nis	nis
niwan	niːwɑn
niwe	niːwe
niwel	niwel
niwellic	niwelliːt͡ʃ
niwelnys	niwelnys
niwian	niːwiɑn
niwlice	niːwliːt͡ʃe
niwnes	niːwnes
niwung	niːwunɡ
niþ	niːθ
niþer	niθer
niþera	niθerɑ
niþerlic	niθerliːt͡ʃ
niþernes	niθernes
niþful	niːθful
niþfull	niːθfull
niþgeteon	niːθjete͜oːn
niþgrimm	niːθɡrimm
niþre	niθre
niþþas	niθθɑs
no	noː
noma	nomɑ
non	non
non	noːn
normandig	normɑndij
normandig	normɑndiːj
norþ	norθ
norþanhymbre	norθɑnxymbre
norþerne	norθerne
norþman	norθmɑn
norþmann	norθmɑnn
norþweg	norθwej
nose	nose
nostle	nostle
nosu	nosu
nosþyrel	nosθyːrel
not	not
notian	notiɑn
notu	notu
nowend	noːwend
nowiht	noːwixt
noþ	noːθ
nu	nuː
numen	numen
nunne	nunne
nyd	nyːd
nydwracu	nyːdwrɑku
nyht	nyxt
nyllan	nyllɑn
nymþe	nymθe
nytan	nytɑn
nyten	nyten
nyten	nyːten
nytennes	nytennes
nytlic	nytliːt͡ʃ
nytlice	nytliːt͡ʃe
nytlicnes	nytliːt͡ʃnes
nytnes	nytnes
nytt	nytt
nyttian	nyttiɑn
nyttol	nyttol
nyttung	nyttunɡ
nytwierþe	nytwi͜yrθe
nytwierþnes	nytwi͜yrθnes
nytwyrþe	nytwyrθe
nytwyrþnes	nytwyrθnes
nyþernes	nyθernes
nædl	næːdl
nædre	næːdre
næfre	næːfre
næft	næft
nægel	næjel
nægl	næjl
næglan	næjlɑn
næglian	næjliɑn
næht	næxt
nænig	næːnij
nære	næːre
næren	næːren
næron	næːron
næs	næs
næse	næse
næster	næster
odissia	odissiɑ
of	of
ofdune	ofduːne
ofer	ofer
ofer	oːfer
oferbidan	oferbiːdɑn
oferbrecan	oferbrekɑn
oferbru	oferbruː
oferbugan	oferbuːɡɑn
ofercierran	ofert͡ʃi͜yrrɑn
oferclimban	oferklimbɑn
ofercuman	oferkumɑn
ofercyrr	ofert͡ʃyrr
ofercyrran	ofert͡ʃyrrɑn
oferdon	oferdoːn
oferdrifan	oferdriːfɑn
oferdrincan	oferdrinkɑn
oferdrincere	oferdrinkere
oferfaran	oferfɑrɑn
oferfeallan	oferfæ͜ɑllɑn
oferflitan	oferfliːtɑn
oferflowan	oferfloːwɑn
oferfylgan	oferfyljɑn
oferfyllan	oferfyllɑn
oferfæreld	oferfæreld
ofergan	oferɡɑːn
ofergang	oferɡɑnɡ
ofergangan	oferɡɑnɡɑn
ofergesawan	oferjesɑːwɑn
oferhabban	oferxɑbbɑn
oferheafod	oferxæ͜ɑːfod
oferhealdan	oferxæ͜ɑldɑn
oferhebban	oferxebbɑn
oferhieran	oferxi͜yːrɑn
oferhleapan	oferxlæ͜ɑːpɑn
oferhleoþor	oferxle͜oːθor
oferhleoþrian	oferxle͜oːθriɑn
oferhycgan	oferxyjjɑn
oferhyran	oferxyːrɑn
oferlecgan	oferlejjɑn
oferlibban	oferlibbɑn
oferlædan	oferlæːdɑn
oferlæfan	oferlæːfɑn
ofermod	ofermoːd
oferreccan	oferrett͡ʃɑn
oferridan	oferriːdɑn
oferrædan	oferræːdɑn
ofersawan	ofersɑːwɑn
ofersceadan	oferʃæ͜ɑːdɑn
ofersceadan	oferʃɑːdɑn
ofersceadwian	oferʃɑdwiɑn
ofersendan	ofersendɑn
oferseon	oferse͜oːn
ofersettan	ofersettɑn
ofersittan	ofersittɑn
ofersprecan	ofersprekɑn
ofersprecol	ofersprekol
ofersprecolnes	ofersprekolnes
oferspræc	oferspræːt͡ʃ
oferspræce	oferspræːt͡ʃe
ofersprædan	oferspræːdɑn
oferstandan	oferstɑndɑn
ofersteppan	ofersteppɑn
oferstigendlic	oferstiːɡendliːt͡ʃ
oferswiþan	oferswiːθɑn
oferswiþness	oferswiːθness
oferswyþan	oferswyːθɑn
oferteon	oferte͜oːn
ofertogennes	ofertoɡennes
oferwadan	oferwɑdɑn
oferweorpan	oferwe͜orpɑn
oferwinnan	oferwinnɑn
oferwintran	oferwintrɑn
oferwrecan	oferwrekɑn
oferwreon	oferwre͜oːn
oferwrigels	oferwriːɡels
oferwyrcan	oferwyrt͡ʃɑn
oferyþ	oferyːθ
ofett	ofett
offestre	offeːstre
offrian	offriɑn
ofgan	ofɡɑːn
ofgangende	ofɡɑnɡende
ofgangendlic	ofɡɑnɡendliːt͡ʃ
ofgiefan	ofji͜yfɑn
ofgifan	ofjifɑn
ofhabban	ofxɑbbɑn
ofhealdan	ofxæ͜ɑldɑn
oflecgan	oflejjɑn
ofmunan	ofmunɑn
ofn	ofn
ofost	ofost
ofsacan	ofsɑkɑn
ofsceadan	ofʃæ͜ɑːdɑn
ofsceadan	ofʃɑːdɑn
ofslean	ofslæ͜ɑːn
ofstandan	ofstɑndɑn
oft	oft
ofteah	oftæ͜ɑːx
ofteon	ofte͜oːn
oftust	oftust
ofweorpan	ofwe͜orpɑn
ofþefian	ofθefiɑn
oht	oːxt
ohthere	oxtxere
olfend	olfend
on	on
onbidan	onbiːdɑn
onbindan	onbindɑn
onbugan	onbuːɡɑn
onbutan	onbuːtɑn
onbæc	onbæk
oncierran	ont͡ʃi͜yrrɑn
oncnyssan	onknyssɑn
oncweþan	onkweθɑn
oncyrran	ont͡ʃyrrɑn
ond	ond
ondfon	ondfoːn
ondon	ondoːn
ondrædan	ondræːdɑn
oneardian	onæ͜ɑrdiɑn
oneardiend	onæ͜ɑrdiend
onerian	onerjɑn
onettan	onettɑn
onfindan	onfindɑn
onfon	onfoːn
onfæreld	onfæreld
ongean	onjæ͜ɑːn
ongeancyrring	onjæ͜ɑːnt͡ʃyrrinɡ
ongeanhweorfan	onjæ͜ɑːnxwe͜orfɑn
ongeat	onjæɑt
ongefeoht	onjefe͜oxt
ongegn	onjejn
ongemang	onjemɑnɡ
ongietan	onji͜ytɑn
onginnan	onjinnɑn
ongitan	onjitɑn
onhabban	onxɑbbɑn
onhatan	onxɑːtɑn
onhierdan	onxi͜yrdɑn
onhreran	onxreːrɑn
onhweorfan	onxwe͜orfɑn
onhycgan	onxyɡɡɑn
onhyrdan	onxyrdɑn
onhyrenes	onxyrenes
onhyrian	onxyrjɑn
onhyriend	onxyrjend
onhyring	onxyrinɡ
onirnan	onirnɑn
onlec	onleːt͡ʃ
onliesan	onli͜yːsɑn
onlihtan	onliːxtɑn
onlucan	onluːkɑn
onlysan	onlyːsɑn
onlædan	onlæːdɑn
onmearcung	onmæ͜ɑrkunɡ
onmiddan	onmiddɑn
onmunan	onmunɑn
onsang	onsɑnɡ
onscogan	onʃoːjɑn
onsendan	onsendɑn
onsendon	onsendon
onsittan	onsittɑn
onsteall	onstæ͜ɑll
onstellan	onstellɑn
onsundrian	onsundriɑn
onteon	onte͜oːn
ontimber	ontimber
ontynan	ontyːnɑn
onwacan	onwɑkɑn
onwadan	onwɑdɑn
onweg	onwej
onwegacyrrednes	onwejɑːt͡ʃyrrednes
onwegfæreld	onwejfæreld
onwendan	onwendɑn
onweorpan	onwe͜orpɑn
onwican	onwiːkɑn
onwoc	onwoːk
onwrecan	onwrekɑn
onwreon	onwre͜oːn
onwæcnan	onwæknɑn
onælan	onæːlɑn
onþracian	onθrɑkiɑn
open	open
openears	openæ͜ɑrs
openian	openiɑn
openlic	openliːt͡ʃ
openlice	openliːt͡ʃe
openung	openunɡ
or	oːr
ora	oːrɑ
orblede	orbleːde
orc	ork
orceard	ort͡ʃæ͜ɑrd
ord	ord
ordal	ordɑːl
ordfruma	ordfrumɑ
ordwulf	ordwulf
ore	ore
oregel	oreɡel
oretmæcg	oːretmæjj
orgel	orɡel
orgello	orɡello
orgol	orɡol
orleahter	orlæ͜ɑxter
orlege	orleje
orleghwil	orlejxwiːl
orlæg	orlæj
ormæte	ormæːte
oroþ	oroθ
orsawle	orsɑːwle
orsorg	orsorɡ
orsorgleas	orsorɡlæ͜ɑːs
orsorglice	orsorɡliːt͡ʃe
orsorgnes	orsorɡnes
orsorgness	orsorɡness
orsorh	orsorx
ortgeard	ortjæ͜ɑrd
ortreowe	ortre͜oːwe
orðanc	orθɑnk
orðonc	orθonk
orþanc	orθɑnk
orþian	orθiɑn
orþonc	orθonk
os	oːs
osle	oːsle
ost	oːst
ostre	ostre
oter	oter
otor	otor
oustrefeld	oustrefeld
owiht	oːwixt
oxa	oksɑ
oxan	oksɑn
oxenaford	oksenɑford
oxnaford	oksnɑford
oððe	oθθe
oþ	oθ
oþcwelan	oθkwelɑn
oþcyrran	oθt͡ʃyrrɑn
oþer	oːθer
oþgripan	oθɡriːpɑn
oþian	oːθiɑn
oþsceotan	oθʃe͜oːtɑn
oþstandan	oθstɑndɑn
oþteon	oθte͜oːn
oþwendan	oːθwendɑn
oþþe	oθθe
oþþeodan	oθθe͜oːdɑn
oþþingian	oθθinɡiɑn
oþþon	oθθon
oþþæt	oθθæt
paddoc	pɑddok
pal	pɑːl
palent	pɑlent
palentlic	pɑlentliːt͡ʃ
palmsunnandæg	pɑlmsunnɑndæj
panne	pɑnne
papa	pɑːpɑ
passion	pɑssi͜un
pawa	pɑːwɑ
paþas	pɑθɑs
paþum	pɑθum
pearroc	pæ͜ɑrrok
pearruc	pæ͜ɑrruk
pehtas	pextɑs
penning	penninɡ
penningmangere	penninɡmɑnɡere
penwihtsteort	penwixtste͜ort
peohtas	pe͜oxtɑs
peorð	pe͜orθ
persoc	persok
persoctreow	persoktre͜oːw
peru	peru
petersilige	petersilije
petrus	petrus
picgbread	piɡɡbræ͜ɑːd
pinca	pinkɑ
pinere	piːnere
pinian	piːniɑn
pinn	pinn
pinne	pinne
pinness	piːnness
pinsian	pinsiɑn
pintel	pintel
pintreow	piːntre͜oːw
pintreowen	piːntre͜oːwen
pintrywen	piːntryːwen
pinung	piːnunɡ
pinungtol	piːnunɡtoːl
pipdream	piːpdræ͜ɑːm
piper	piper
pipor	pipor
piporian	piporiɑn
pirige	pirije
pis	piːs
pislice	piːsliːt͡ʃe
plante	plɑnte
plantian	plɑntiɑn
plantsticca	plɑntstikkɑ
plega	pleɡɑ
plegian	pleɡiɑn
plegol	pleɡol
pleoh	ple͜ox
pleon	ple͜oːn
pliht	plixt
plihtan	plixtɑn
plog	ploːɡ
ploh	ploːx
plume	pluːme
plumtreow	pluːmtre͜oːw
plætt	plætt
plættan	plættɑn
pocca	pokkɑ
pohha	poxxɑ
pol	poːl
popig	popij
port	port
portcwene	portkwene
portesmuða	portesmuːθɑ
portesmuþa	portesmuːθɑ
portgerefa	portjereːfɑ
post	post
potian	potiɑn
predicere	predikere
predician	predikiɑn
predicung	predikunɡ
preost	pre͜oːst
preowthwil	pre͜oːwtxwiːl
prica	prikɑ
prician	prikiɑn
prim	priːm
primsang	priːmsɑnɡ
princ	prink
profian	proːfiɑn
prud	pruːd
pryte	pryːte
prætt	prætt
psealm	psæ͜ɑlm
puca	puːkɑ
pucel	puːkel
pullian	pulliɑn
pund	pund
punian	puːniɑn
purpuren	purpuren
purs	purs
pusa	pusɑ
pyll	pyll
pynca	pynkɑ
pytt	pytt
pæca	pæːt͡ʃɑ
pæcan	pæːt͡ʃɑn
pæcung	pæːt͡ʃunɡ
pægel	pæjel
pæþ	pæθ
pæþe	pæθe
pæþes	pæθes
ra	rɑː
raca	rɑkɑ
racentan	rɑkentɑn
racente	rɑkente
racenteag	rɑkentæ͜ɑːɡ
racenteagian	rɑkentæ͜ɑːɡiɑn
racentum	rɑkentum
racian	rɑkiɑn
racu	rɑku
rad	rɑːd
ragu	rɑɡu
raha	rɑːxɑ
ramm	rɑmm
ran	rɑːn
ranc	rɑnk
rand	rɑnd
randbeag	rɑndbæ͜ɑːɡ
rap	rɑːp
raredumle	rɑːredumle
rarian	rɑːriɑn
rasian	rɑːsiɑn
raþe	rɑθe
read	ræ͜ɑːd
readnes	ræ͜ɑːdnes
readnys	ræ͜ɑːdnys
reaf	ræ͜ɑːf
reafere	ræ͜ɑːfere
reafian	ræ͜ɑːfiɑn
ream	ræ͜ɑːm
rec	reːk
recan	rekɑn
recan	reːt͡ʃɑn
reccan	rett͡ʃɑn
reced	ret͡ʃed
recede	ret͡ʃede
receleas	reːt͡ʃelæ͜ɑːs
recen	ret͡ʃen
recenian	rekeniɑn
red	red
refsan	refsɑn
regn	rejn
regnboga	rejnboɡɑ
regndropa	rejndropɑ
regnian	rejniɑn
regnwyrm	rejnwyrm
regol	reɡol
regolsticca	reɡolstikkɑ
reht	rext
renscur	reːnʃuːr
reoc	re͜oːk
reocan	re͜oːkɑn
reod	re͜oːd
reodan	re͜oːdɑn
reodmuþa	re͜oːdmuːθɑ
reofan	re͜oːfɑn
reohhe	re͜oxxe
reoht	rixt
reoma	re͜omɑ
reon	re͜oːn
reord	re͜ord
reordberend	re͜ordberend
reordian	re͜ordiɑn
reordon	re͜ordon
reotan	re͜oːtɑn
reowon	re͜oːwon
repsan	repsɑn
rest	rest
restan	restɑn
restendæg	restendæj
restleas	restlæ͜ɑːs
reþe	reːθe
reþig	reːθij
reþra	reːθrɑ
ribb	ribb
rice	riːt͡ʃe
ricedom	riːt͡ʃedoːm
ricen	riːt͡ʃen
ricsian	riːksiɑn
ricsiend	riːksiend
ricu	riːku
rida	ridɑ
ridan	riːdɑn
ridda	riddɑ
rift	rift
rignan	rijnɑn
riht	rixt
rihtan	rixtɑn
rihte	rixte
rihtere	rixtere
rihtnes	rixtnes
rihtwis	rixtwiːs
rihtwisnes	rixtwiːsnes
rim	riːm
rima	rimɑ
riman	riːmɑn
rimcræft	riːmkræft
rimere	riːmere
rin	riːn
rinc	rink
rind	rind
rinde	rinde
rinnan	rinnɑn
ripan	riːpɑn
ripaþ	riːpɑθ
ripe	riːpe
ripst	riːpst
ripþ	riːpθ
risan	riːsɑn
risaþ	riːsɑθ
riþ	riːθ
rocc	rokk
roccian	rokkiɑn
rocettan	rot͡ʃettɑn
rod	roːd
rodfæstnian	roːdfæstniɑn
rodor	rodor
rodorlic	rodorliːt͡ʃ
rodorstol	rodorstoːl
rodweorþiend	roːdwe͜orθi͜ynd
rof	roːf
rogian	roːɡiɑn
rom	roːm
romane	roːmɑːne
romanisc	roːmɑːniʃ
romfeoh	roːmfe͜ox
rose	roːse
rosen	roːsen
row	roːw
rowan	roːwɑn
roweþ	roːweθ
roþhund	roθxund
roþor	roːθor
rudduc	rudduk
rudian	rudiɑn
rudig	rudij
ruh	ruːx
ruhha	ruxxɑ
rum	ruːm
run	ruːn
runa	ruːnɑ
rune	ruːne
runian	ruːniɑn
ryge	ryje
ryman	ryːmɑn
ryne	ryne
rynel	rynel
rysel	rysel
ryþþa	ryθθɑ
ræcan	ræːt͡ʃɑn
ræd	ræːd
rædan	ræːdɑn
rædbora	ræːdborɑ
ræde	ræːde
rædels	ræːdels
ræden	ræːden
rædere	ræːdere
rædfæst	ræːdfæst
ræding	ræːdinɡ
rædingboc	ræːdinɡboːk
ræfan	ræːfɑn
ræpan	ræːpɑn
ræpling	ræːplinɡ
ræran	ræːrɑn
ræs	ræːs
ræscettan	ræʃettɑn
ræscettung	ræʃettunɡ
ræswa	ræːswɑ
ræswan	ræːswɑn
