a	a˧˥
chỉ tổ	ci˧˩˨to˧˩˨
chỉ tội	ci˧˩˨toj˨ˀ˩ʔ
chỉ vì	ci˧˩˨ji˦˨
chỉ vẽ	ci˧˩˨jɛ˧˩˨
chỉ xác	ci˧˩˨sak˦˥
chỉ điểm	ci˧˩˨diəm˧˩˨
chỉ đâu mà buộc ngang trời	ci˧˩˨dɤ̆w˧˥ma˦˨buək˨ˀ˩ʔŋaŋ˧˥ʈɤj˦˨
chỉ đâu đánh đó	ci˧˩˨dɤ̆w˧˥dan˩˧dɔ˩˧
chỉ đâu đánh đấy	ci˧˩˨dɤ̆w˧˥dan˩˧dɤ̆j˩˧
chỉ đường cho hươu chạy	ci˧˩˨dɯəŋ˦˨cɔ˧˥hɯəw˧˥căj˨ˀ˩ʔ
chỉ đường dẫn lối	ci˧˩˨dɯəŋ˦˨jɤ̆ŋ˧˩˨loj˩˧
chỉ đường mách nẻo	ci˧˩˨dɯəŋ˦˨mak˦˥neo˧˩˨
chỉ đường vạch lối	ci˧˩˨dɯəŋ˦˨jak˨ˀ˩ʔloj˩˧
chỉ đường vẽ lối	ci˧˩˨dɯəŋ˦˨jɛ˧˩˨loj˩˧
chỉ đạo	ci˧˩˨daw˨ˀ˩ʔ
chỉ định	ci˧˩˨din˨ˀ˩ʔ
chỉn	cin˧˩˨
chỉn chu	cin˧˩˨cu˧˥
chỉn e	cin˧˩˨ɛ˧˥
chỉn ghê	cin˧˩˨ɣe˧˥
chỉn khôn	cin˧˩˨xoŋ͡m˧˥
chỉnh	cin˧˩˨
chỉnh bị	cin˧˩˨bi˨ˀ˩ʔ
chỉnh chệ	cin˧˩˨ce˨ˀ˩ʔ
chỉnh hiện	cin˧˩˨hiəŋ˨ˀ˩ʔ
chỉnh huấn	cin˧˩˨hwɤ̆ŋ˩˧
chỉnh hình	cin˧˩˨hin˦˨
chỉnh hợp	cin˧˩˨hɤp˨ˀ˩ʔ
chỉnh lí	cin˧˩˨li˩˧
chỉnh lý	cin˧˩˨li˩˧
chỉnh lưu	cin˧˩˨lɯw˧˥
chỉnh nghi	cin˧˩˨ŋi˧˥
chỉnh phong	cin˧˩˨fɔŋ͡m˧˥
chỉnh phân	cin˧˩˨fɤ̆ŋ˧˥
chỉnh quân	cin˧˩˨wɤ̆ŋ˧˥
chỉnh thể	cin˧˩˨tʰe˧˩˨
chỉnh trang	cin˧˩˨ʈaŋ˧˥
chỉnh trị	cin˧˩˨ʈi˨ˀ˩ʔ
chỉnh tâm	cin˧˩˨tɤ̆m˧˥
chỉnh tề	cin˧˩˨te˦˨
chỉnh đảng	cin˧˩˨daŋ˧˩˨
chỉnh đốn	cin˧˩˨doŋ͡m˩˧
chị	ci˨ˀ˩ʔ
chị bị hột vừng	ci˨ˀ˩ʔbi˨ˀ˩ʔhok͡p˨ˀ˩ʔjɯŋ˦˨
chị chàng	ci˨ˀ˩ʔcaŋ˦˨
chị chồng	ci˨ˀ˩ʔcoŋ͡m˦˨
chị dâu	ci˨ˀ˩ʔjɤ̆w˧˥
chị em	ci˨ˀ˩ʔɛm˧˥
chị em dâu	ci˨ˀ˩ʔɛm˧˥jɤ̆w˧˥
chị em gái	ci˨ˀ˩ʔɛm˧˥ɣaj˩˧
chị em nắm nem ba đồng	ci˨ˀ˩ʔɛm˧˥năm˩˧nɛm˧˥ba˧˥doŋ͡m˦˨
chị gái	ci˨ˀ˩ʔɣaj˩˧
chị hằng	ci˨ˀ˩ʔhăŋ˦˨
chị ngã em nâng	ci˨ˀ˩ʔŋa˧˩˨ɛm˧˥nɤ̆ŋ˧˥
chị nuôi	ci˨ˀ˩ʔnuəj˧˥
chị ả	ci˨ˀ˩ʔa˧˩˨
chịn	cin˨ˀ˩ʔ
chịt	cit˨ˀ˩ʔ
chịu	ciw˨ˀ˩ʔ
chịu báng	ciw˨ˀ˩ʔbaŋ˩˧
chịu bão	ciw˨ˀ˩ʔbaw˧˩˨
chịu bản	ciw˨ˀ˩ʔbaŋ˧˩˨
chịu chuyện	ciw˨ˀ˩ʔcwiəŋ˨ˀ˩ʔ
chịu chày chịu cối	ciw˨ˀ˩ʔcăj˦˨ciw˨ˀ˩ʔkoj˩˧
chịu chơi	ciw˨ˀ˩ʔcɤj˧˥
chịu chết	ciw˨ˀ˩ʔcet˦˥
chịu chức	ciw˨ˀ˩ʔcɯk˦˥
chịu cứng	ciw˨ˀ˩ʔkɯŋ˩˧
chịu cực	ciw˨ˀ˩ʔkɯk˨ˀ˩ʔ
chịu hàng	ciw˨ˀ˩ʔhaŋ˦˨
chịu khó	ciw˨ˀ˩ʔxɔ˩˧
chịu khó chịu thương	ciw˨ˀ˩ʔxɔ˩˧ciw˨ˀ˩ʔtʰɯəŋ˧˥
chịu khổ	ciw˨ˀ˩ʔxo˧˩˨
chịu luỵ	ciw˨ˀ˩ʔlwi˨ˀ˩ʔ
chịu lãi	ciw˨ˀ˩ʔlaj˧˩˨
chịu lép	ciw˨ˀ˩ʔlɛp˦˥
chịu lép một bề	ciw˨ˀ˩ʔlɛp˦˥mok͡p˨ˀ˩ʔbe˦˨
chịu lễ	ciw˨ˀ˩ʔle˧˩˨
chịu lỗ	ciw˨ˀ˩ʔlo˧˩˨
chịu lỗi	ciw˨ˀ˩ʔloj˧˩˨
chịu lời	ciw˨ˀ˩ʔlɤj˦˨
chịu lụy	ciw˨ˀ˩ʔluj˨ˀ˩ʔ
chịu lửa	ciw˨ˀ˩ʔlɯə˧˩˨
chịu một phép	ciw˨ˀ˩ʔmok͡p˨ˀ˩ʔfɛp˦˥
chịu nhiệt	ciw˨ˀ˩ʔɲiək˨ˀ˩ʔ
chịu nhịn	ciw˨ˀ˩ʔɲin˨ˀ˩ʔ
chịu non	ciw˨ˀ˩ʔnɔŋ͡m˧˥
chịu nước lép	ciw˨ˀ˩ʔnɯək˦˥lɛp˦˥
chịu phép	ciw˨ˀ˩ʔfɛp˦˥
chịu sào	ciw˨ˀ˩ʔʂaw˦˨
chịu tang	ciw˨ˀ˩ʔtaŋ˧˥
chịu tho	ciw˨ˀ˩ʔtʰɔ˧˥
chịu thua	ciw˨ˀ˩ʔtʰuə˧˥
chịu thuốc	ciw˨ˀ˩ʔtʰuək˦˥
chịu thương chịu khó	ciw˨ˀ˩ʔtʰɯəŋ˧˥ciw˨ˀ˩ʔxɔ˩˧
chịu tiếng	ciw˨ˀ˩ʔtiəŋ˩˧
chịu trận	ciw˨ˀ˩ʔʈɤ̆ŋ˨ˀ˩ʔ
chịu trống	ciw˨ˀ˩ʔʈoŋ͡m˩˧
chịu tải	ciw˨ˀ˩ʔtaj˧˩˨
chịu tốt	ciw˨ˀ˩ʔtok͡p˦˥
chịu tội	ciw˨ˀ˩ʔtoj˨ˀ˩ʔ
chịu ép một bề	ciw˨ˀ˩ʔɛp˦˥mok͡p˨ˀ˩ʔbe˦˨
chịu ăn	ciw˨ˀ˩ʔăŋ˧˥
chịu đen	ciw˨ˀ˩ʔdɛŋ˧˥
chịu đòn	ciw˨ˀ˩ʔdɔŋ͡m˦˨
chịu đực	ciw˨ˀ˩ʔdɯk˨ˀ˩ʔ
chịu đựng	ciw˨ˀ˩ʔdɯŋ˨ˀ˩ʔ
chịu ơn	ciw˨ˀ˩ʔɤŋ˧˥
chọ	cɔ˨ˀ˩ʔ
chọc	cɔk͡p˨ˀ˩ʔ
chọc chạch	cɔk͡p˨ˀ˩ʔcak˨ˀ˩ʔ
chọc gan	cɔk͡p˨ˀ˩ʔɣaŋ˧˥
chọc ghẹo	cɔk͡p˨ˀ˩ʔɣeo˨ˀ˩ʔ
chọc giời khuấy nước	cɔk͡p˨ˀ˩ʔjɤj˦˨xwɤ̆j˩˧nɯək˦˥
chọc gậy bánh xe	cɔk͡p˨ˀ˩ʔɣɤ̆j˨ˀ˩ʔban˩˧sɛ˧˥
chọc gậy xuống nước	cɔk͡p˨ˀ˩ʔɣɤ̆j˨ˀ˩ʔsuəŋ˩˧nɯək˦˥
chọc hút	cɔk͡p˨ˀ˩ʔhuk͡p˦˥
chọc léc	cɔk͡p˨ˀ˩ʔlɛk˦˥
chọc lét	cɔk͡p˨ˀ˩ʔlɛk˦˥
chọc nách	cɔk͡p˨ˀ˩ʔnak˦˥
chọc quê	cɔk͡p˨ˀ˩ʔwe˧˥
chọc thủng	cɔk͡p˨ˀ˩ʔtʰuŋ͡m˧˩˨
chọc tiết	cɔk͡p˨ˀ˩ʔtiək˦˥
chọc trời	cɔk͡p˨ˀ˩ʔʈɤj˦˨
chọc trời khuấy nước	cɔk͡p˨ˀ˩ʔʈɤj˦˨xwɤ̆j˩˧nɯək˦˥
chọc tức	cɔk͡p˨ˀ˩ʔtɯk˦˥
chọi	cɔj˨ˀ˩ʔ
chọi gà	cɔj˨ˀ˩ʔɣa˦˨
chọn	cɔŋ͡m˨ˀ˩ʔ
chọn canh kén cá	cɔŋ͡m˨ˀ˩ʔkan˧˥kɛŋ˩˧ka˩˧
chọn lọc	cɔŋ͡m˨ˀ˩ʔlɔk͡p˨ˀ˩ʔ
chọn lọc nhân tạo	cɔŋ͡m˨ˀ˩ʔlɔk͡p˨ˀ˩ʔɲɤ̆ŋ˧˥taw˨ˀ˩ʔ
chọn lọc tự nhiên	cɔŋ͡m˨ˀ˩ʔlɔk͡p˨ˀ˩ʔtɯ˨ˀ˩ʔɲiəŋ˧˥
chọn lựa	cɔŋ͡m˨ˀ˩ʔlɯə˨ˀ˩ʔ
chọn mặt gửi của	cɔŋ͡m˨ˀ˩ʔmăk˨ˀ˩ʔɣɯj˧˩˨kuə˧˩˨
chọn mặt gửi vàng	cɔŋ͡m˨ˀ˩ʔmăk˨ˀ˩ʔɣɯj˧˩˨jaŋ˦˨
chọn ngày	cɔŋ͡m˨ˀ˩ʔŋăj˦˨
chọn người	cɔŋ͡m˨ˀ˩ʔŋɯəj˦˨
chọn người gửi của	cɔŋ͡m˨ˀ˩ʔŋɯəj˦˨ɣɯj˧˩˨kuə˧˩˨
chọn phối	cɔŋ͡m˨ˀ˩ʔfoj˩˧
chọn đá thử vàng	cɔŋ͡m˨ˀ˩ʔda˩˧tʰɯ˧˩˨jaŋ˦˨
chỏ	cɔ˧˩˨
chỏi	cɔj˧˩˨
chỏm	cɔm˧˩˨
chỏm cầu	cɔm˧˩˨kɤ̆w˦˨
chỏn hỏn	cɔŋ͡m˧˩˨hɔŋ͡m˧˩˨
chỏn lỏn	cɔŋ͡m˧˩˨lɔŋ͡m˧˩˨
chỏng	cɔŋ͡m˧˩˨
chỏng chơ	cɔŋ͡m˧˩˨cɤ˧˥
chỏng gọng	cɔŋ͡m˧˩˨ɣɔŋ͡m˨ˀ˩ʔ
chỏng kềnh	cɔŋ͡m˧˩˨ken˦˨
chỏng lỏn	cɔŋ͡m˧˩˨lɔŋ͡m˧˩˨
chỏng vó	cɔŋ͡m˧˩˨jɔ˩˧
chốc	cok͡p˦˥
chốc chốc	cok͡p˦˥cok͡p˦˥
chốc lát	cok͡p˦˥lak˦˥
chốc lở	cok͡p˦˥lɤ˧˩˨
chốc mép	cok͡p˦˥mɛp˦˥
chốc mòng	cok͡p˦˥mɔŋ͡m˦˨
chốc nữa	cok͡p˦˥nɯə˧˩˨
chốc đà	cok͡p˦˥da˦˨
chốc đầu	cok͡p˦˥dɤ̆w˦˨
chối	coj˩˧
chối bai bải	coj˩˧baj˧˥baj˧˩˨
chối bay	coj˩˧băj˧˥
chối bay chối biến	coj˩˧băj˧˥coj˩˧biəŋ˩˧
chối băng	coj˩˧băŋ˧˥
chối bỏ	coj˩˧bɔ˧˩˨
chối cãi	coj˩˧kaj˧˩˨
chối kệ	coj˩˧ke˨ˀ˩ʔ
chối lời	coj˩˧lɤj˦˨
chối quanh	coj˩˧wan˧˥
chối sống chối chết	coj˩˧ʂoŋ͡m˩˧coj˩˧cet˦˥
chối tai	coj˩˧taj˧˥
chối từ	coj˩˧tɯ˦˨
chối xác	coj˩˧sak˦˥
chối đây đẩy	coj˩˧dɤ̆j˧˥dɤ̆j˧˩˨
chốn	coŋ͡m˩˧
chốn bụi hồng	coŋ͡m˩˧buj˨ˀ˩ʔhoŋ͡m˦˨
chống	coŋ͡m˩˧
chống báng	coŋ͡m˩˧baŋ˩˧
chống chèo	coŋ͡m˩˧ceo˦˨
chống chế	coŋ͡m˩˧ce˩˧
chống chếnh	coŋ͡m˩˧cen˩˧
chống chọi	coŋ͡m˩˧cɔj˨ˀ˩ʔ
chống chỏi	coŋ͡m˩˧cɔj˧˩˨
chống càn	coŋ͡m˩˧kaŋ˦˨
chống cãi	coŋ͡m˩˧kaj˧˩˨
chống cự	coŋ͡m˩˧kɯ˨ˀ˩ʔ
chống giáo hội	coŋ͡m˩˧jaw˩˧hoj˨ˀ˩ʔ
chống gậy	coŋ͡m˩˧ɣɤ̆j˨ˀ˩ʔ
chống gỉ	coŋ͡m˩˧ɣi˧˩˨
chống gối quá tai	coŋ͡m˩˧ɣoj˩˧wa˩˧taj˧˥
chống hao	coŋ͡m˩˧haw˧˥
chống hạn	coŋ͡m˩˧haŋ˨ˀ˩ʔ
chống lao	coŋ͡m˩˧law˧˥
chống lò	coŋ͡m˩˧lɔ˦˨
chống lại	coŋ͡m˩˧laj˨ˀ˩ʔ
chống ma sát	coŋ͡m˩˧ma˧˥ʂak˦˥
chống nhiễm khuẩn	coŋ͡m˩˧ɲiəm˧˩˨xwɤ̆ŋ˧˩˨
chống nhiễu	coŋ͡m˩˧ɲiəw˧˩˨
chống nôn	coŋ͡m˩˧noŋ͡m˧˥
chống nạng	coŋ͡m˩˧naŋ˨ˀ˩ʔ
chống nạnh	coŋ͡m˩˧nan˨ˀ˩ʔ
chống nẹ	coŋ͡m˩˧nɛ˨ˀ˩ʔ
chống phá	coŋ͡m˩˧fa˩˧
chống rường	coŋ͡m˩˧ʐɯəŋ˦˨
chống sét	coŋ͡m˩˧ʂɛk˦˥
chống tay	coŋ͡m˩˧tăj˧˥
chống trả	coŋ͡m˩˧ʈa˧˩˨
chống tên lửa	coŋ͡m˩˧ten˧˥lɯə˧˩˨
chống tăng	coŋ͡m˩˧tăŋ˧˥
chống uốn ván	coŋ͡m˩˧uəŋ˩˧jaŋ˩˧
chống va	coŋ͡m˩˧ja˧˥
chống viêm	coŋ͡m˩˧jiəm˧˥
chống án	coŋ͡m˩˧aŋ˩˧
chống úng	coŋ͡m˩˧uŋ͡m˩˧
chống đau	coŋ͡m˩˧dăw˧˥
chống đông	coŋ͡m˩˧doŋ͡m˧˥
chống đũa	coŋ͡m˩˧duə˧˩˨
chống đảng	coŋ͡m˩˧daŋ˧˩˨
chống đối	coŋ͡m˩˧doj˩˧
chống đỡ	coŋ͡m˩˧dɤ˧˩˨
chống ẩm	coŋ͡m˩˧ɤ̆m˧˩˨
chống ồn	coŋ͡m˩˧oŋ͡m˦˨
chốp	cop˦˥
chốt	cok͡p˦˥
chốt giữ	cok͡p˦˥jɯ˧˩˨
chồ	co˦˨
chồi	coj˦˨
chồi ghép	coj˦˨ɣɛp˦˥
chồi gốc	coj˦˨ɣok͡p˦˥
chồi mầm	coj˦˨mɤ̆m˦˨
chồi quế	coj˦˨we˩˧
chồi rễ	coj˦˨ʐe˧˩˨
chồi sương	coj˦˨ʂɯəŋ˧˥
chồi tái sinh	coj˦˨taj˩˧ʂin˧˥
chồi đót	coj˦˨dɔk͡p˦˥
chồm	com˦˨
chồm chỗm	com˦˨com˧˩˨
chồm chộp	com˦˨cop˨ˀ˩ʔ
chồm dậy	com˦˨jɤ̆j˨ˀ˩ʔ
chồm hổm	com˦˨hom˧˩˨
chồm hỗm	com˦˨hom˧˩˨
chồn	coŋ͡m˦˨
chồn bay	coŋ͡m˦˨băj˧˥
chồn bông lau	coŋ͡m˦˨boŋ͡m˧˥lăw˧˥
chồn bạc má	coŋ͡m˦˨bak˨ˀ˩ʔma˩˧
chồn chân	coŋ͡m˦˨cɤ̆ŋ˧˥
chồn chân mỏi gối	coŋ͡m˦˨cɤ̆ŋ˧˥mɔj˧˩˨ɣoj˩˧
chồn hôi	coŋ͡m˦˨hoj˧˥
chồn lòng	coŋ͡m˦˨lɔŋ͡m˦˨
chồn mướp	coŋ͡m˦˨mɯəp˦˥
chồn mực	coŋ͡m˦˨mɯk˨ˀ˩ʔ
chồn ngận hương	coŋ͡m˦˨ŋɤ̆ŋ˨ˀ˩ʔhɯəŋ˧˥
chồn đèn	coŋ͡m˦˨dɛŋ˦˨
chồng	coŋ͡m˦˨
chồng bát còn có khi xô	coŋ͡m˦˨bak˦˥kɔŋ͡m˦˨kɔ˩˧xi˧˥so˧˥
chồng bắc vợ nam	coŋ͡m˦˨băk˦˥jɤ˨ˀ˩ʔnam˧˥
chồng cha vợ mẹ	coŋ͡m˦˨ca˧˥jɤ˨ˀ˩ʔmɛ˨ˀ˩ʔ
chồng cheo vợ cưới	coŋ͡m˦˨ceo˧˥jɤ˨ˀ˩ʔkɯəj˩˧
chồng chung vợ chạ	coŋ͡m˦˨cuŋ͡m˧˥jɤ˨ˀ˩ʔca˨ˀ˩ʔ
chồng chéo	coŋ͡m˦˨ceo˩˧
chồng chúa vợ tôi	coŋ͡m˦˨cuə˩˧jɤ˨ˀ˩ʔtoj˧˥
chồng chưa cưới	coŋ͡m˦˨cɯə˧˥kɯəj˩˧
chồng chả vợ nem	coŋ͡m˦˨ca˧˩˨jɤ˨ˀ˩ʔnɛm˧˥
chồng chất	coŋ͡m˦˨cɤ̆k˦˥
chồng chắp vợ nối	coŋ͡m˦˨căp˦˥jɤ˨ˀ˩ʔnoj˩˧
chồng chềnh	coŋ͡m˦˨cen˦˨
chồng con	coŋ͡m˦˨kɔŋ͡m˧˥
chồng cưới vợ cheo	coŋ͡m˦˨kɯəj˩˧jɤ˨ˀ˩ʔceo˧˥
chồng diêm	coŋ͡m˦˨jiəm˧˥
chồng hoà vợ thuận	coŋ͡m˦˨hwa˦˨jɤ˨ˀ˩ʔtʰwɤ̆ŋ˨ˀ˩ʔ
chồng họ	coŋ͡m˦˨hɔ˨ˀ˩ʔ
chồng khít	coŋ͡m˦˨xit˦˥
chồng khôn vợ ngoan	coŋ͡m˦˨xoŋ͡m˧˥jɤ˨ˀ˩ʔŋwaŋ˧˥
chồng loan vợ phượng	coŋ͡m˦˨lwaŋ˧˥jɤ˨ˀ˩ʔfɯəŋ˨ˀ˩ʔ
chồng ma vợ quỉ	coŋ͡m˦˨ma˧˥jɤ˨ˀ˩ʔwi˧˩˨
chồng ma vợ quỷ	coŋ͡m˦˨ma˧˥jɤ˨ˀ˩ʔwi˧˩˨
chồng ngồng	coŋ͡m˦˨ŋoŋ͡m˦˨
chồng như đó vợ như hom	coŋ͡m˦˨ɲɯ˧˥dɔ˩˧jɤ˨ˀ˩ʔɲɯ˧˥hɔm˧˥
chồng theo vợ đuổi	coŋ͡m˦˨tʰeo˧˥jɤ˨ˀ˩ʔduəj˧˩˨
chồng tới vợ lui	coŋ͡m˦˨tɤj˩˧jɤ˨ˀ˩ʔluj˧˥
chồng xướng vợ theo	coŋ͡m˦˨sɯəŋ˩˧jɤ˨ˀ˩ʔtʰeo˧˥
chồng yêu xỏ chân lỗ mũi	coŋ͡m˦˨iəw˧˥sɔ˧˩˨cɤ̆ŋ˧˥lo˧˩˨muj˧˩˨
chồng ăn chả vợ ăn nem	coŋ͡m˦˨ăŋ˧˥ca˧˩˨jɤ˨ˀ˩ʔăŋ˧˥nɛm˧˥
chồng đôi vợ ba	coŋ͡m˦˨doj˧˥jɤ˨ˀ˩ʔba˧˥
chồng đông vợ đoài	coŋ͡m˦˨doŋ͡m˧˥jɤ˨ˀ˩ʔdwaj˦˨
chồng đường vợ sá	coŋ͡m˦˨dɯəŋ˦˨jɤ˨ˀ˩ʔʂa˩˧
chồng đống	coŋ͡m˦˨doŋ͡m˩˧
chổi	coj˧˩˨
chổi chà	coj˧˩˨ca˦˨
chổi cùn	coj˧˩˨kuŋ͡m˦˨
chổi cùn rế rách	coj˧˩˨kuŋ͡m˦˨ʐe˩˧ʐak˦˥
chổi cùng giẻ rách	coj˧˩˨kuŋ͡m˦˨jɛ˧˩˨ʐak˦˥
chổi cọ	coj˧˩˨kɔ˨ˀ˩ʔ
chổi góp	coj˧˩˨ɣɔp˦˥
chổi lông	coj˧˩˨loŋ͡m˧˥
chổi lúa	coj˧˩˨luə˩˧
chổi rễ	coj˧˩˨ʐe˧˩˨
chổi sể	coj˧˩˨ʂe˧˩˨
chổi tre	coj˧˩˨ʈɛ˧˥
chổi đót	coj˧˩˨dɔk͡p˦˥
chổng	coŋ͡m˧˩˨
chổng bò	coŋ͡m˧˩˨bɔ˦˨
chổng chơ	coŋ͡m˧˩˨cɤ˧˥
chổng chểnh	coŋ͡m˧˩˨cen˧˩˨
chổng cẳng	coŋ͡m˧˩˨kăŋ˧˩˨
chổng gọng	coŋ͡m˧˩˨ɣɔŋ͡m˨ˀ˩ʔ
chổng kềnh	coŋ͡m˧˩˨ken˦˨
chổng lái	coŋ͡m˧˩˨laj˩˧
chổng mông	coŋ͡m˧˩˨moŋ͡m˧˥
chổng mũi	coŋ͡m˧˩˨muj˧˩˨
chổng phao câu	coŋ͡m˧˩˨faw˧˥kɤ̆w˧˥
chổng tĩ	coŋ͡m˧˩˨ti˧˩˨
chổng vó	coŋ͡m˧˩˨jɔ˩˧
chỗ	co˧˩˨
chỗ cao cào chỗ thấp	co˧˩˨kaw˧˥kaw˦˨co˧˩˨tʰɤ̆p˦˥
chỗ dựa	co˧˩˨jɯə˨ˀ˩ʔ
chỗ hiểm	co˧˩˨hiəm˧˩˨
chỗ ngồi	co˧˩˨ŋoj˦˨
chỗ phạm	co˧˩˨fam˨ˀ˩ʔ
chỗ quang	co˧˩˨waŋ˧˥
chỗ trống	co˧˩˨ʈoŋ͡m˩˧
chỗ ăn chốn nằm	co˧˩˨ăŋ˧˥coŋ͡m˩˧năm˦˨
chỗ ăn chỗ ở	co˧˩˨ăŋ˧˥co˧˩˨ɤ˧˩˨
chỗ đội nón	co˧˩˨doj˨ˀ˩ʔnɔŋ͡m˩˧
chỗ đứng	co˧˩˨dɯŋ˩˧
chỗ ở	co˧˩˨ɤ˧˩˨
chỗi	coj˧˩˨
chộ	co˨ˀ˩ʔ
chộn rộn	coŋ͡m˨ˀ˩ʔʐoŋ͡m˨ˀ˩ʔ
chộp	cop˨ˀ˩ʔ
chộp choạp	cop˨ˀ˩ʔcwap˨ˀ˩ʔ
chộp chộp	cop˨ˀ˩ʔcop˨ˀ˩ʔ
chột	cok͡p˨ˀ˩ʔ
chột dạ	cok͡p˨ˀ˩ʔja˨ˀ˩ʔ
chột ý	cok͡p˨ˀ˩ʔi˩˧
chớ	cɤ˩˧
chớ bộ	cɤ˩˧bo˨ˀ˩ʔ
chớ chi	cɤ˩˧ci˧˥
chớ chẩn	cɤ˩˧cɤ̆ŋ˧˩˨
chớ chết	cɤ˩˧cet˦˥
chớ có trách	cɤ˩˧kɔ˩˧ʈak˦˥
chớ gì	cɤ˩˧ɣi˦˨
chớ gì nữa	cɤ˩˧ɣi˦˨nɯə˧˩˨
chớ hòng	cɤ˩˧hɔŋ͡m˦˨
chớ hề	cɤ˩˧he˦˨
chớ khá	cɤ˩˧xa˩˧
chớ kệ	cɤ˩˧ke˨ˀ˩ʔ
chớ thây	cɤ˩˧tʰɤ̆j˧˥
chớ đừng	cɤ˩˧dɯŋ˦˨
chới với	cɤj˩˧jɤj˩˧
chớm	cɤm˩˧
chớm chở	cɤm˩˧cɤ˧˩˨
chớm nở	cɤm˩˧nɤ˧˩˨
chớn	cɤŋ˩˧
chớp	cɤp˦˥
chớp bóng	cɤp˦˥bɔŋ͡m˩˧
chớp bể mưa nguồn	cɤp˦˥be˧˩˨mɯə˧˥ŋuəŋ˦˨
chớp chới	cɤp˦˥cɤj˩˧
chớp chớp	cɤp˦˥cɤp˦˥
chớp mắt	cɤp˦˥măk˦˥
chớp mắt bỏ qua	cɤp˦˥măk˦˥bɔ˧˩˨wa˧˥
chớp nhoáng	cɤp˦˥ɲwaŋ˩˧
chớp nhoáng đảo nhoàng	cɤp˦˥ɲwaŋ˩˧daw˧˩˨ɲwaŋ˦˨
chớp nháo đổ nhào	cɤp˦˥ɲaw˩˧do˧˩˨ɲaw˦˨
chớp ảnh	cɤp˦˥an˧˩˨
chớt chát	cɤk˦˥cak˦˥
chớt nhả	cɤk˦˥ɲa˧˩˨
chờ	cɤ˦˨
chờ chực	cɤ˦˨cɯk˨ˀ˩ʔ
chờ hết nước hết cái	cɤ˦˨het˦˥nɯək˦˥het˦˥kaj˩˧
chờ mong	cɤ˦˨mɔŋ͡m˧˥
chờ mòn cả mắt	cɤ˦˨mɔŋ͡m˦˨ka˧˩˨măk˦˥
chờ mỏi cả mắt	cɤ˦˨mɔj˧˩˨ka˧˩˨măk˦˥
chờ như chờ mẹ về chợ	cɤ˦˨ɲɯ˧˥cɤ˦˨mɛ˨ˀ˩ʔje˦˨cɤ˨ˀ˩ʔ
chờ thời	cɤ˦˨tʰɤj˦˨
chờ được mạ, má đã sưng	cɤ˦˨dɯək˨ˀ˩ʔma˨ˀ˩ʔma˩˧da˧˩˨ʂɯŋ˧˥
chờ được vạ, má đã sưng	cɤ˦˨dɯək˨ˀ˩ʔja˨ˀ˩ʔma˩˧da˧˩˨ʂɯŋ˧˥
chờ đến mùa quýt sang năm	cɤ˦˨den˩˧muə˦˨wit˦˥ʂaŋ˧˥năm˧˥
chờ đến mục thất	cɤ˦˨den˩˧muk͡p˨ˀ˩ʔtʰɤ̆k˦˥
chờ đỏ cả mắt	cɤ˦˨dɔ˧˩˨ka˧˩˨măk˦˥
chờ đợi	cɤ˦˨dɤj˨ˀ˩ʔ
chờm	cɤm˦˨
chờm bơm	cɤm˦˨bɤm˧˥
chờm bờm	cɤm˦˨bɤm˦˨
chờn	cɤŋ˦˨
chờn chợn	cɤŋ˦˨cɤŋ˨ˀ˩ʔ
chờn vờn	cɤŋ˦˨jɤŋ˦˨
chở	cɤ˧˩˨
chở che	cɤ˧˩˨cɛ˧˥
chở củi về rừng	cɤ˧˩˨kuj˧˩˨je˦˨ʐɯŋ˦˨
chở đò	cɤ˧˩˨dɔ˦˨
chợ	cɤ˨ˀ˩ʔ
chợ búa	cɤ˨ˀ˩ʔbuə˩˧
chợ chiều	cɤ˨ˀ˩ʔciəw˦˨
chợ chu	cɤ˨ˀ˩ʔcu˧˥
chợ chùa	cɤ˨ˀ˩ʔcuə˦˨
chợ có lề, quê có thói	cɤ˨ˀ˩ʔkɔ˩˧le˦˨we˧˥kɔ˩˧tʰɔj˩˧
chợ có phiên, tiền có ngữ	cɤ˨ˀ˩ʔkɔ˩˧fiəŋ˧˥tiəŋ˦˨kɔ˩˧ŋɯ˧˩˨
chợ cóc	cɤ˨ˀ˩ʔkɔk͡p˦˥
chợ giời	cɤ˨ˀ˩ʔjɤj˦˨
chợ gạo	cɤ˨ˀ˩ʔɣaw˨ˀ˩ʔ
chợ hôm	cɤ˨ˀ˩ʔhom˧˥
chợ lách	cɤ˨ˀ˩ʔlak˦˥
chợ lầu	cɤ˨ˀ˩ʔlɤ̆w˦˨
chợ mới	cɤ˨ˀ˩ʔmɤj˩˧
chợ người	cɤ˨ˀ˩ʔŋɯəj˦˨
chợ nổi	cɤ˨ˀ˩ʔnoj˧˩˨
chợ phiên	cɤ˨ˀ˩ʔfiəŋ˧˥
chợ rã	cɤ˨ˀ˩ʔʐa˧˩˨
chợ trưa	cɤ˨ˀ˩ʔʈɯə˧˥
chợ trời	cɤ˨ˀ˩ʔʈɤj˦˨
chợ vàm	cɤ˨ˀ˩ʔjam˦˨
chợ xanh	cɤ˨ˀ˩ʔsan˧˥
chợ đen	cɤ˨ˀ˩ʔdɛŋ˧˥
