а	ʔaː
хьэлъэбакъу	ħaɬawbaːq
хьэлъэубакъу	ħaɬawbaːq
хьэлэбэлыкъ	ħaɮabaɮəq
хьэлэгъу	ħalaw
хьэлэгъу	ħaɮaw
хьэмашэ	ħamaːʃa
хьэнтӏэрэпӏый	ħantarapəj
хьэнцэ	ħant͡sa
хьэнчэмыӏу	ħant͡ʃaməʔʷ
хьэо	ħawa
хьэпс	ħaps
хьэпӏацӏэ	ħapʼaːt͡sʼa
хьэтӏрэпӏый	ħatrapəj
хьэуарзэ	ħawaːrza
хьэубыт	ħawbət
хьэуцхьэш	ħawt͡sħaʃ
хьэцэ	ħat͡sa
хьэцэӏукь	ħat͡saʔʷəkʲ
хьэцэӏукӏ	ħat͡saʔʷət͡ʃ
хьэшхъурэӏу	ħaʃχʷəraʔʷ
хьэшъобыдз	ħaʂʷabəd͡z
хьэшъутыубат	ħaʃʷətəwəbaːt
хьэят	ħajaːt
хьэӏу	ħaʔʷə
хьэӏуцӏ	ħaʔʷət͡sʼ
хэгущыӏэхьан	xaɡʷəɕəʔaħaːn
хэгъозэн	xaʁʷazan
хэгъолъхьан	xaʁʷaɬħaːn
хэгъошъхьаӏу	xaʁʷaʂħaʔʷ
хэгъощэн	xaʁʷaɕan
хэгъуашъхьэ	xaʁʷaːʂħa
хэгъэгу	xaʁaɡʷ
хэгъэгэжьын	xaʁanaʑən
хэгъэдэн	xaʁadan
хэгъэкӏын	xaʁat͡ʃən
хэгъэон	xaʁawan
хэгъэхъон	xaʁaχʷan
хэгъэщын	xaʁaɕən
хэдзын	xad͡zən
хэдэн	xadan
хэку	xakʷ
хэкъутыхьан	xaqʷətəħaːn
хэкъэхьын	xaqaħən
хэкӏ	xat͡ʃʼ
хэкӏодыкӏын	xakʷʼadət͡ʃʼəm
хэкӏодэн	xaʁʷaɕan
хэкӏодэхьын	xakʷʼadaħən
хэкӏон	xakʷʼan
хэкӏотагъ	xakʷʼataːʁ
хэкӏутэн	xakʷʼətan
хэкӏы	xat͡ʃʼə
хэкӏын	xakʲʼən
хэкӏын	xat͡ʃʼən
хэкӏьын	xakʲʼən
хэкӏьэн	xakʲʼan
хэкӏэн	xat͡ʃʼan
хэлъхьан	xaɬħaːn
хэлъын	xaɬən
хэлъэшъон	xaɬaʃʷan
хэнэжьын	xanaʑən
хэнэн	xanan
хэон	xawan
хэпкӏьэн	xapkʲan
хэпкӏэн	xapt͡ʃan
хэплъын	xapɬən
хэплъэн	xapɬan
хэпыгьэн	xapəɡʲan
хэпыджэн	xapəd͡ʒan
хэпэзэн	xapazan
хэстыхьан	xastəħan
хэсэн	xasan
хэт	xat
хэтэрыкӏ	xatarət͡ʃ
хэузыкӏын	xawzət͡ʃən
хэузыкӏьын	xawzəkʲən
хэукъон	xawqʷan
хэукӏэхьэн	xawkʲaħan
хэупсӏэн	xawpsʼan
хэупцӏэн	xawpt͡sʼan
хэутын	xawtən
хэуцон	xawt͡sʷən
хэуцон	xawt͡ʃʷən
хэуӏэн	xawʔan
хэхъон	xaχʷan
хэхын	xaxən
хэхьан	xaħaːn
хэшъон	xaʂʷan
хэшӏагъ	xaʃʼaːʁ
хэшӏыкӏын	xaʃʼət͡ʃʼən
хэшӏыкӏьын	xaʃʼəkʲən
хэшӏэн	xaʃʼan
хэщтыхьын	xaqaħən
хэщыжьын	xaɕəʑən
хэщын	xaɕən
хэщэн	xaɕan
хэӏалъ	xaʔaːɬ
хэӏон	xaʔʷan
хэӏуагъ	xaʔʷaʁ
хэӏун	xaʔʷən
хэӏэбэн	xaʔaban
хэӏэжьын	xaʔaʑən
цагэ	t͡saːɣa
цадльэ	d͡zaːʒa
цадльэ	t͡saːɣa
цако	t͡saːkʷa
цакӏьэ	t͡saːkʲʼa
цакӏэ	t͡saːt͡ʃʼa
цау	t͡saːw
цацэ	t͡saːt͡sa
цокъэкӏыхь	t͡ʃʷaqakʲʼəħ
цолъын	t͡ʃʷaɬən
цохъон	t͡sʷaχʷan
цу	t͡ʃʷə
цуабзэ	t͡sʷaːbza
цуакъо	t͡sʷaːqʷa
цуакъэ	t͡sʷaːqa
цугу	t͡sʷəɡʷ
цугу	t͡ʃʷəɡʷ
цужъ	t͡sʷəʐ
цуманэ	t͡sʷəmaːn
цумпэ	t͡sʷəmpa
цумпэ	t͡ʃʷəmpa
цумпэӏэрыс	t͡sʷəmpaʔarəs
цумпэӏэрыс	t͡ʃʷəmpaʔarəs
цунды	t͡sʷəndə
цунтхъэн	t͡ʃʷəntχan
цуэкъокӏэхь	t͡sʷaqʷakʲʼaħ
цуэкъокӏэхь	t͡sʷaqʷat͡ʃʼaħ
цуэкъокӏэхь	t͡ʃʷaqʷakʲʼaħ
цуэкъокӏэхь	t͡ʃʷaqʷat͡ʃʼaħ
цуӏ	t͡ʃʷəʔ
цы	t͡sə
цыгъо	t͡səʁʷa
цыгъон	t͡səʁʷan
цыгьан	t͡səɡʲaːn
цыджанэ	t͡səd͡ʒaːna
цые	t͡səja
цыз	t͡səz
цызэ	t͡səza
цыпэ	t͡səpa
цыулэ	t͡səwla
цыхьэ	t͡səħa
цыхьэмышӏ	t͡sʼəħaməʃʼ
цэ	t͡sa
цэкъэн	t͡saqan
цэлъэкӏ	t͡saɬat͡ʃ
цэлъэкӏалъэ	t͡saɬat͡ʃʼaːɬa
цэлы	t͡salə
цэф	t͡saf
цэхь	t͡saħ
цӏакӏэ	t͡sʼaːt͡ʃa
цӏапӏэ	t͡sʼaːpʼa
цӏашъутэ	t͡sʼaːʃʷta
цӏуцӏэ	ʃʷʼəsʼa
цӏуцӏэ	ʃʷʼət͡sʼa
цӏы	t͡sʼə
цӏыкӏу	t͡sʼəkʷʼ
цӏыкӏужъый	t͡sʼəkʷʼəʐəj
цӏыкӏуинтӏэ	t͡sʼəkʷʼəjntʼa
цӏыкӏунау	t͡sʼəkʷʼənaːw
цӏын	t͡sʼən
цӏынэ	tsʼəna
цӏыон	t͡sʼəwan
цӏыотэн	t͡sʼəwatan
цӏыун	t͡sʼəwən
цӏыфхэ	t͡sʼəfxa
цӏыфы	t͡sʼəfə
цӏыфыгъэ	t͡sʼəfəʁa
цӏыфышъхьэ	t͡sʼəfəʂħa
цӏыцӏын	t͡sʼət͡sʼən
цӏыӏргъ	tsəʔrʁ
цӏэ	t͡sʼa
цӏэжьын	t͡sʼaʑən
цӏэлъэн	t͡sʼaɬan
цӏэлэн	t͡sʼalan
цӏэнлъэн	t͡sʼaɬan
цӏэпапкӏ	t͡sʼapaːpt͡ʃʼ
цӏэпӏэжъ	t͡sʼapʼaʐ
цӏэрыӏу	t͡sʼarəʔʷ
цӏэтхъун	t͡sʼatχʷən
цӏэтхъын	t͡sʼatχən
цӏэтхын	t͡sʼatxən
цӏэцӏэн	t͡sʼat͡sʼan
цӏэшъутэн	t͡sʼaʃʷtan
чабэ	t͡ʃaːba
чан	t͡ʃaːn
чап	t͡ʃaːp
чатэ	t͡ʃaːta
чхыӏан	t͡ʃxəʔaːn
чъохъон	t͡ʃʷaχʷan
чъу	t͡ʃʷə
чъуакъо	t͡ʃʷaːqʷa
чъужъ	t͡ʃʷəʐ
чъуман	t͡ʃʷəmaːn
чъыг	tʂəɣ
чъыгай	tʂəɣaːj
чъыглэныстэ	tʂəɣlanəsta
чъыгу	t͡ʃʼəɡʷə
чъыгхатэ	t͡ʂəɣxaːta
чъыгшъхьацыз	t͡ʃəɣʂħaːt͡ʃəz
чъыгы	t͡ʂəɣə
чъыгыпкъы	t͡ʂəɣəpqə
чъыгышъхьэцыз	t͡ʂəɣəʂħat͡səz
чъые	t͡ʂəja
чъыен	t͡ʂəjan
чъын	t͡ʂən
чъыяпӏэ	t͡ʂəjaːpʼa
чъыӏалӏэ	t͡ʂəʔaːɬʼa
чъыӏаӏо	t͡ʂəʔaːʔʷa
чъыӏыхэн	t͡ʂəʔəxan
чъыӏэ	t͡ʂəʔa
чъэкӏыгъэ	t͡ʂat͡ʃʼəʁa
чъэн	tʂan
чъэныр	t͡ʃanər
чъэпыогъумаз	t͡ʂapəwaʁʷəmaːz
чъэхъун	t͡ʂaχʷən
чы	t͡ʃə
чыдан	t͡ʃədaːn
чыжьэ	t͡ʃəʑa
чыжьэу	t͡ʃəʑaw
чызмэ	t͡ʃəzma
чый	t͡ʃəj
чылапхъ	t͡ʃəlaːpχ
чылмэ	t͡ʃəlma
чылыс	t͡ʃəɮəs
чылысы	t͡ʃələsə
чылэ	t͡ʃəla
чылэ	t͡ʃəɮa
чылэгъу	t͡ʃəɮaʁʷ
чылэдэс	t͡ʃəɮadas
чынасыу	t͡ʃənaːsəw
чырбыч	t͡ʃərbət͡ʃ
чырбыщ	t͡ʃərbəɕ
чыфыт	t͡ʃəfət
чыян	t͡ʃəjaːan
чыӏу	t͡ʃʼəʔʷ
чыӏун	t͡ʃəʔʷən
чыӏхэн	t͡ʃəʔxan
чэ	t͡ʃa
чэгый	t͡ʃaɣəj
чэзыу	t͡ʃazəw
чэкӏошъыкӏын	t͡ʃakʷʼaʂəkʲən
чэл	t͡ʃal
чэм	t͡ʃam
чэмахъо	t͡ʃamaːχʷa
чэмы	t͡ʃamə
чэмыбгъэ	t͡ʃaməbʁa
чэмыл	t͡ʃaməl
чэмышъо	t͡ʃaməʃʷa
чэмыӏо	t͡ʃaməʔʷa
чэмэдан	t͡ʃamadaːn
чэн	t͡ʃan
чэндж	t͡ʃand͡ʒ
чэпзэхэогъу	t͡ʃapzaxawaʁʷ
чэркэс	t͡ʃarkas
чэрэгъун	t͡ʃaraʁʷən
чэрэз	t͡ʃaraz
чэрэзын	t͡ʃarazən
чэрэуан	karawaːn
чэсэй	t͡ʃasaj
чэтапэ	t͡ʃataːpa
чэтжъые	t͡ʃʼatʐəj
чэтхъэн	t͡ʃʼatχan
чэты	t͡ʃatə
чэтыл	t͡ʃatəl
чэтыу	t͡ʃatəw
чэтышх	t͡ʃatəʃx
чэу	t͡ʃʼaw
чэупчъэ	t͡ʃawəpt͡ʂa
чэфы	t͡ʃafə
чэфын	t͡ʃafən
чэфынчъэ	t͡ʃafənt͡ʂa
чэфынчъэн	t͡ʃafənt͡ʂan
чэфыныпхъ	t͡ʃafənəpχ
чэщ	t͡ʃaɕ
чэщдэс	t͡ʃaɕdas
чэщныкъо	t͡ʃaɕənəqʷa
чэщтао	t͡ʃaɕtaːwa
чэщтеу	t͡ʃaɕtajw
чэщы	t͡ʃaɕə
чэщыбзыу	t͡ʃaʃəbsəw
чӏитхъун	t͡ʃʼəjtχʷən
чӏы	t͡ʂʼə
чӏыбгъэ	ħaːsatx
чӏыбжь	t͡ʃəbʑ
чӏыбзу	t͡ʃəbzəw
чӏыгу	t͡ʃʼəɡʷə
чӏыгъыкӏэлъыбз	t͡ʃəʁət͡ʃaɬəbz
чӏыдагъ	t͡ʃədaːʁ
чӏыкъу	t͡ʃəqʷ
чӏыкӏухьныкъу	t͡ʃəkʷəħnəqʷ
чӏылъ	t͡ʃʼəɬ
чӏылъэ	t͡ʃʼəɬa
чӏылъэныкъу	t͡ʃəɬanəqʷ
чӏылъэтеплъ	t͡ʃəɬatajpɬ
чӏымэтх	t͡ʃəmatx
чӏыопс	t͡ʃəwaps
чӏыплъ	t͡ʃəpɬ
чӏыпӏалъэ	t͡ʂʼəpʼaːɬa
чӏыпӏэ	t͡ʂʼəpʼa
чӏыпӏэрыс	t͡ʂʼəpʼarəs
чӏыр	t͡ʃʼər
чӏырыгъыс	t͡ʃʼərəʁəs
чӏырыкӏу	t͡ʃərəkʷ
чӏытхъыцэхэр	t͡ʃətχət͡saxar
чӏыунэ	wnaːʂħa
чӏыфэ	t͡ʂʼəfa
чӏышъутын	t͡ʂʼəʃʷtən
чӏэ	t͡ʃʼa
чӏэбын	t͡ʂʼabən
чӏэгъолъхьан	t͡ʃʼaʁʷaɬħaːn
чӏэгъэкӏын	t͡ʂʼaʁat͡ʃʼən
чӏэгъэсӏэн	t͡ʃʼaʁasʼan
чӏэгъэцӏэн	t͡ʂʼat͡sʼan
чӏэкӏын	t͡ʂʼat͡ʃʼən
чӏэкӏьын	t͡ʂʼakʼən
чӏэлъхьан	t͡ʂʼaɬħan
чӏэлъэтыкӏьын	t͡ʃʼaɬatəkʲən
чӏэн	t͡ʃʼan
чӏэнэн	t͡ʃanan
чӏэрэп	t͡ʂʼarap
чӏэсэн	t͡ʂʼasan
чӏэсӏэн	t͡ʃʼasʼan
чӏэтэкъун	t͡ʂʼataqʷən
чӏэухъубэн	t͡ʂʼawχʷəban
чӏэухъумэ	t͡ʂʼawχʷəma
чӏэухъумэн	t͡ʂʼawχʷəman
чӏэхьан	t͡ʂʼəħan
чӏэхьапкӏэ	t͡ʃʼaħaːpt͡ʃa
чӏэцӏэн	t͡ʂʼat͡sʼan
чӏэшъутын	t͡ʂʼaʃʷtən
чӏэщыкӏьын	tʂaɕəkʼən
чӏэӏотыкӏын	t͡ʂʼaʔʷatət͡ʃʼən
чӏэӏотыкӏьын	t͡ʂʼaʔʷatəkʲʼən
шакӏо	ʃaːkʷʼa
шамгьэн	ʃamɡʲan
шамйэ	ʃaːmja
шапсыгъэбзэ	ʃapsəʁabza
шапхъэ	ʃaːpχa
шашыф	ʃaːʃəf
шкӏэ	ʃkʼa
штэ	ɕta
штэн	ʃtan
шу	ʃəw
шхапӏэ	ʃxaːpʼa
шхъогъон	ʃχʷaʁʷan
шхъомч	ʃχʷamt͡ʃ
шхъуантӏэ	ʃχʷaːntʼa
шхъуатӏэ	ʃχʷaːtʼa
шхэкӏын	ʃxat͡ʃʼən
шхэн	ʃxan
шъабэ	ʂaːba
шъагъэ	ʂaːʁa
шъао	ʂaːwa
шъо	ʃʷa
шъоблыр	ʃʷabɮər
шъоджан	ʃʷad͡ʒaːn
шъодэны	ʃʷadənə
шъойцый	ʃʷajt͡səj
шъомпӏэжъ	ʃʷampʼaʐ
шъоны	ʃʷanə
шъорышӏ	ʃʷarəʃʼ
шъорышӏын	ʃʷarəʃʼən
шъотехьэтекӏ	ʂʷatajħatajt͡ʃ
шъотэгын	ʂʷataɣən
шъоу	ʂʷaw
шъоуалъэ	ʃʷawaːɬa
шъоущыгъу	ʃʷawɕəʁʷ
шъофбзыу	ʂʷafbzəw
шъофы	ʂʷafə
шъохътан	ʃʷaχtaːn
шъуабгъо	ʃʷaːbʁʷaː
шъуаджэ	ʃʷaːd͡ʒa
шъуае	ʂʷaːja
шъуакӏо	ʂʷaːkʷʼa
шъуалъэ	ʂʷaːɬa
шъуамбгъо	ʂʷaːmbʁʷaː
шъуампӏэ	ʃʷʼaːmpʼa
шъуапэ	ʂʷaːpa
шъуапӏэ	ʃʷʼaːpʼa
шъуатэ	ʃʷaːta
шъуашэ	ʃʷaːʃa
шъугъон	ʃʷʁʷan
шъугъун	ʃʷəʁʷən
шъуен	ʃʷəjan
шъуз	ʂʷəzə
шъузабэ	ʃʷəzaːba
шъуил	ʃʷəjaːɮ
шъуин	ʃʷəjan
шъун	ʃʷən
шъуты	ʃʷətə
шъутыгъуанэ	ʃʷətəʁʷaːna
шъутыжъ	ʃʷətəʐ
шъутыпашъо	ʃʷətəpaːʃʷa
шъутыпсӏэ	ʃʷətəpsʼa
шъутыпцӏэ	ʃʷətəpsʼa
шъутырын	ʃʷətəran
шъутырэхьын	ʃʷətəraħən
шъухъогъон	ʃʷəχʷaʁʷan
шъуял	ʃʷəjaːɮ
шъуялъэ	ʃʷəjaːɬa
шъхъэи	ʂħajə
шъхьадж	ʂħaːd͡ʒ
шъхьадэхьан	ʂħaːdaħaːnn
шъхьае	ʂħaːja
шъхьакӏо	ʂħaːkʷʼa
шъхьакӏун	ʂħaːkʷʼən
шъхьакӏэ	ʂħaːt͡ʃʼa
шъхьалы	ʂħaːlə
шъхьангъупчъэ	ʂħaːnʁʷəptʂa
шъхьанд	ʂħaːnd
шъхьантэ	ʂħaːnta
шъхьапсӏэ	ʂħaːpt͡sʼa
шъхьапцӏэ	ʂħaːpt͡sʼa
шъхьарыгущыӏ	ʂħaːrəɡʷəɕəʔ
шъхьарыхъон	ʂəħaːrəχʷan
шъхьас	ʂħaːs
шъхьасын	ʂħaːsən
шъхьатэ	ʂħaːta
шъхьафы	ʂħaːfə
шъхьахын	ʂħaːxən
шъхьацы	ʂħaːt͡sə
шъхьацышъо	ʂħaːt͡səʃʷa
шъхьач	ʂħaːt͡ʃ
шъхьашыгу	ʂħaːʃəɡʷ
шъхьэ	ʂħa
шъхьэатынгъэ	ʂħaʔaːtənʁa
шъхьэгъусэ	ʂħaʁʷəsa
шъхьэгьашъу	ʂħaɡʲaːʃʷ
шъхьэджашъу	ʂħad͡ʒaːʃʷ
шъхьэкъуй	ʂħaqʷəj
шъхьэкӏафэ	ʂħat͡ʃʼaːfa
шъхьэкӏьэ	ʂħakʲʼa
шъхьэкӏэфэныгъ	ʂħat͡ʃʼafanəʁ
шъхьэмажьэ	ʂħamaːʑa
шъхьэнгъупчъэ	ʂħanʁʷəptʂa
шъхьэныкъо	ʂħanəqʷa
шъхьэпай	ʂħapaːj
шъхьэпразэ	ʂħapraːza
шъхьэпылъапӏэ	ʂħapəɬaːpʼa
шъхьэпэкӏын	ʂħapat͡ʃʼən
шъхьэпэкӏьын	ʂħapakʲʼən
шъхьэталъхьэ	ʂħataːɬħa
шъхьэтелъхьэ	ʂħatajɬħa
шъхьэтепхъу	ʂħatajpχʷ
шъхьэтехъу	ʂħatajχʷ
шъхьэубат	ʂħawbaːt
шъхьэубэтагъ	ʂħawbaːt
шъхьэузы	ʂħawəzə
шъхьэукъэн	ʂħawqan
шъхьэфэшӏужь	ʂħafaʃʷʼəʑ
шъхьэхъу	ʂħaχʷ
шъхьэц	ʂħat͡s
шъхьэщытхъужь	ʂħaɕətəχəʑ
шъхьэӏатынгъэ	ʂħaʔaːtənʁa
шъхьэӏужъу	ʂħaʔʷəʐʷ
шъхьэӏух	ʂħaʔʷəx
шъыбын	ʂəbən
шъыгъо	ʂəʁʷa
шъыд	ʂəd
шъыда	ʂədaː
шъыдгъо	ʂədʁʷa
шъыдигъо	ʂədʁʷa
шъыдэу	ʂədaw
шъыкӏэ	ʂəkʲa
шъынэ	ʂəna
шъыпкъэ	ʂəpqa
шъыпкъэмкӏэ	ʂəpqamt͡ʃʼa
шъыпкъэу	ʂəpqaw
шъырыт	ʂərət
шъыхь	ʂəħ
шъыхьэ	ʂəħa
шъэ	ʂa
шъэгьашъ	ʂaɡʲaːʂ
шъэджашъ	ʂad͡ʒaːʂ
шъэджэшъэжъ	ʂad͡ʒaːʂəʐ
шъэжъые	ʂaʐəja
шъэжъыяц	ʂaʐəjaːt͡s
шъэн	ʂan
шъэнэкъо	ʂanaqʷa
шъэо	ʂawa
шъэогъу	ʂawaʁʷ
шъэожъые	ʂawaʐəja
шъэфы	ʂafə
шы	ʃə
шыбгъэ	ʃəbʁa
шыбзы	ʃəbzə
шыблэ	ʃəbla
шыгу	ʃəɡʷ
шыгугъон	ʃəɡʷʁʷan
шыгъо	ʃəʁʷa
шыдгъо	ʃədʁʷa
шыдзыен	ʃəd͡ʒəjan
шыдкъолэн	ʃədqʷalan
шыкъолэн	ʃəqʷalan
шыкъу	ʃəqʷ
шыкӏадзэ	ʃət͡ʃʼaːd͡za
шыкӏэ	ʃət͡ʃa
шыкӏэпшынэ	ʃəkʲapʃəna
шын	ʃən
шынахьыжъ	ʃənaːħəʐ
шынахьыкӏ	ʃənaːħət͡ʃʼ
шыпхъу	ʃəpχʷ
шыпын	ʃəpən
шыр	ʃər
шытепхъо	ʃətajpχʷa
шыу	ʃəw
шыукӏытэн	ʃəwt͡ʃʼətan
шыукӏьытэн	ʃəwkʲʼətan
шыфэн	ʃəfan
шыхъон	ʃəχʷan
шыхьат	ʃəħaːt
шышъхьэӏумаз	ʃəʂħaʔʷəmaːz
шэдыгъо	ʃadəʁʷa
шэзгъэ	ʃazʁa
шэкэр	ʃakʲar
шэкэрхафэ	ʃakʲarxaːfa
шэкэрыпс	ʃakʲarəps
шэкӏ	ʃat͡ʃʼ
шэкӏогъумаз	ʃakʷʼaʁʷəmaːz
шэкӏуахь	ʃakʷʼaːħ
шэмбэт	ʃambat
шэн	ʃan
шэнджэ	ʃand͡ʒa
шэнтэ	ʃanta
шэнчъэ	ʃant͡ʂa
шэны	ʃan
шэнынчъ	ʃant͡ʂa
шэнынчъэ	ʃant͡ʂa
шэнычъэ	ʃant͡ʂa
шэплъы	ʃapɬə
шэпсэун	ʃapsawən
шэрсэн	ʃarsan
шэфы	ʃafə
шэчалъ	ʃat͡ʃaːɬ
шэшэн	ʃaʃan
шӏагъо	ʃʼaːʁʷa
шӏобзы	ʃʷʼabzə
шӏобзын	ʃʷʼabzən
шӏогъэшӏэгъонын	ʃʷʼaʁaʃʼaʁʷan
шӏои	ʃʷʼajə
шӏоигъоджэн	ʃʷajəʁʷad͡ʒan
шӏоигъон	ʃʷajəʁʷan
шӏоигъуадж	ʃʷajəʁʷaːd͡ʒ
шӏоилъ	ʃʷʼajəɬ
шӏойбэхь	ʃʷʼajbaħ
шӏокӏон	ʃʷʼakʷʼan
шӏокӏын	ʃʷʼat͡ʃʼən
шӏокӏьын	ʃʷʼakʲʼən
шӏомыкӏы	ʃʷʼamət͡ʃʼ
шӏошъхъуныгъэ	ʃʷʼaʃʷʼχʷənʁa
шӏошъын	ʃʷaʂən
шӏошӏ	ʃʷʼaʃʷ
шӏошӏун	ʃʷaʃʷən
шӏошӏухъунгъэ	ʃʷʼaʃʷʼχʷənʁa
шӏошӏухъуныгъэ	ʃʷʼaʃʷʼχʷənʁa
шӏошӏын	ʃʷaʃʼən
шӏоӏун	ʃʷʼaʔʷən
шӏу	ʃʷʼə
шӏуабэ	ʃʷʔaːba
шӏуалъэ	ʃʷʼaːɬa
шӏуанэ	ʃʷʼaːna
шӏугуащэ	ʂʷəɡʷaːɕa
шӏугъэ	ʃʷʼəʁa
шӏуежьэжьын	ʃʷʼajʑaʑən
шӏулъэгъун	ʃʷʼəɬaʁʷən
шӏункӏы	ʃʷʼənt͡ʃə
шӏупщы	ʂʷəpɕə
шӏусӏэ	ʃʷʼəsʼa
шӏуфэс	ʃʷʼəfas
шӏухъогъон	ʃʷʼəχʷəʁʷan
шӏухьафтын	ʃʷʼəħaːftən
шӏуцӏагъэ	ʃʷʼt͡sʼaːʁa
шӏуцӏэ	ʃʷʼət͡sʼa
шӏушӏэ	ʃʷʼəʃʼa
шӏыбзыу	ʃʼəbzəw
шӏыжьын	ʃəʑən
шӏыкӏай	ʃʼət͡ʃʼaːj
шӏыкӏашӏу	ʃʼət͡ʃʼaːʃʷʼ
шӏыкӏьэ	ʃʼəkʲʼa
шӏыкӏэ	ʃʼət͡ʃʼa
шӏыкӏэен	ʃʼət͡ʃʼajan
шӏын	ʃən
шӏыхьагъэ	ʃʼəħaːʁa
шӏыхьан	ʃʼəħaːn
шӏэн	ʃan
шӏэнгъэ	ʃʼanʁa
шӏэныгъэ	ʃʼanəʁa
шӏэпэн	ʃʼapan
шӏэхын	ʃʼaxən
шӏэхэу	ʃʼaxaw
щабзэ	ɕaːbza
щагу	ɕaɡʷ
щае	ɕaːja
щазымэ	ɕaːzəma
щаибжъэ	ɕaːjəbʐa
щайныч	ɕaːjnət͡ʃ
щайуц	ɕaːjwət͡s
щалъ	ɕaːɬ
щамсый	ɕaːmsəj
щанэ	ɕaːna
щао	ʃaːwa
щапӏэ	ɕaːpʼa
щкъэн	ɕqan
щтапхэ	ɕtaːpxa
щтын	ɕtən
щтыргъукӏы	ɕtərʁʷət͡ʃ
щтэ	ɕta
щтэн	ɕtan
щтэпхэрый	ɕtapxarəj
щхъырыб	ɕχərəb
щхын	ɕxən
щхыпцӏы	ɕxəpt͡sʼ
щхыпцӏын	ɕxəpt͡sʼən
щхэны	ɕxanə
щы	ɕə
щыбжьый	ɕəbʑəj
щыблэ	ɕəbla
щыбырысыр	ɕəbərəsər
щыгугъын	ɕəɡʷəʁən
щыгушӏукӏын	ʃəɡʷəʃʷʼt͡ʃʼən
щыгушӏукӏьын	ʃəɡʷəʃʷʼkʲʼən
щыгъозэн	ɕəʁʷazan
щыгъу	ɕəʁʷ
щыгъупшын	ɕəʁʷəpʃən
щыгъущ	ɕəʁʷəɕ
щыгъын	ɕəʁən
щыгъэгуфэн	ɕəʁaɡʷəfan
щыгъэгъупщын	ɕəʁaʁʷəpʃən
щыгъэзыен	ʃəʁazəjan
щыгъэзын	zəɕəʁaʁʷəpʃən
щыгъэн	ɕəʁan
щыгъэтын	ɕəʁatən
щыгъэӏэн	ɕəʔan
щыды	ɕədə
щыдыхьэщхын	ɕədəħaɕxən
щыдэхьащхын	ɕədəħaɕxən
щызымэ	ɕəzəma
щызэу	ɕəzaw
щыкӏагъэ	ɕət͡ʃʼaːʁa
щыкӏэгъэн	ɕət͡ʃʼaʁan
щыкӏэн	ɕət͡ʃʼan
щыкӏэпс	ɕəkʲʼaps
щылъэн	ɕəɬan
щылыч	ɕələt͡ʃ
щылэмаз	ɕəlamaːz
щымыгъуаз	ɕəməʁʷaːz
щымын	zawəʂafən
щымэхъэшэн	ɕəmaχaʃan
щынагъо	ɕənaʁʷa
щынагъу	ɕənaːʁʷ
щынапхэ	ɕənaːpxa
щыны	ɕənə
щынэжьын	ɕənaʑən
щынэн	ɕənan
щыпын	ɕəpən
щыпэлъф	ɕəpaɬf
щыр	ɕər
щырыкъу	ɕərəqʷ
щысыпӏэ	ɕəsəpʼa
щысэ	ɕəsa
щысэхъукӏын	ɕəsaχʷət͡ʃʼən
щытапхэ	ɕtaːpxa
щытхъу	ɕətχʷ
щытхъун	ɕətχʷən
щытын	ɕətən
щыуан	ɕəwaːn
щыуанкъопс	ɕəwaːnqʷaps
щыуаныжъ	ɕəwaːnəʐ
щыугъэ	ɕəwəʁa
щыун	ɕəwən
щыфэн	ɕəfan
щыхын	ɕəxən
щыхьан	ɕəħaːn
щыхьэн	ɕəħan
щышӏын	ɕəʃən
щыщынэн	ɕəɕənan
щыщэн	ɕəɕan
щыӏ	ɕəʔ
щыӏэн	ɕəʔan
щыӏэцӏэ	ɕəʔat͡sʼa
щэ	ɕa
щэбзащ	ɕabzaːɕ
щэгъэпцӏагъэ	ɕaʁapt͡sʼaːʁa
щэгьагъо	ɕad͡ʒaːʁʷa
щэгьагъо	ɕaɡʲaːʁʷa
щэгьэгъож	ɕaɡʲaʁʷaʒ
щэгьэгъожь	ɕaɡʲaʁʷaʒ
щэгьэгъоуж	ɕaɡʲaʁʷaʒ
щэдж	ɕad͡ʒ
щэджагъо	ɕad͡ʒaːʁʷa
щэджэгъоуж	ɕad͡ʒaʁʷawʒ
щэджэгъуашхэ	ɕad͡ʒaʁʷaːʃxa
щэкьын	ɕakʲən
щэкӏы	ɕat͡ʃə
щэн	ɕan
щэный	ɕanəj
щэрыу	ɕarəw
щэрыхъ	ɕarəχ
щэрэб	ɕarab
щэрэхъ	ɕaraχ
щэуалэ	ɕawaːɮa
щэфын	ɕafən
щэхъу	ɕaχʷ
щэхьын	ɕaħən
щэчанэ	ɕat͡ʃaːna
щэчын	ɕat͡ʃən
щэӏун	ɕaʔʷən
ыгузэгу	əɡʷəzaɡʷ
ыгупэн	əɡʷəpan
ыгъэпэн	əʁapan
ыкъудыин	əqʷədəjən
ыкӏи	ət͡ʃʼəj
ымышӏахэу	əməʃʼaːxaw
ыунэхъун	ʁawnaχʷʁn
ыцӏэжьын	ət͡sʼaʑən
ычӏэгъ	ət͡ʃʼaʁ
ышъхьагъ	əʂħaːʁ
ышӏэпэн	əʃʼapan
ягъэ	jaːʁa
яжьашъу	jaːʑaːʂʷ
яжьэ	jaːʑa
язырэ	jaːzəra
якъуб	jaːqʷəb
ялыегъэ	jaːɮəjaʁa
янэ	jaːna
