Ⴁ	b
გენეტიკოსი	ɡɛnɛtʼikʼɔsi
გენეტიკურად	ɡɛnɛtʼikʼurɑd
გენეტიკური	ɡɛnɛtʼikʼuri
გენი	ɡɛni
გენიტალური	ɡɛnitʼɑluri
გენუა	ɡɛnuɑ
გეოგრაფი	ɡɛɔɡrɑpʰi
გეოგრაფია	ɡɛɔɡrɑpʰiɑ
გეოგრაფიულად	ɡɛɔɡrɑpʰiulɑd
გეოგრაფიული	ɡɛɔɡrɑpʰiuli
გეოლოგი	ɡɛɔlɔɡi
გეოლოგია	ɡɛɔlɔɡiɑ
გეოლოგიურად	ɡɛɔlɔɡiurɑd
გეოლოგიური	ɡɛɔlɔɡiuri
გეომეტრია	ɡɛɔmɛtʼriɑ
გეომეტრიულად	ɡɛɔmɛtʼriulɑd
გეომეტრიული	ɡɛɔmɛtʼriuli
გეოპოლიტიკა	ɡɛɔpʼɔlitʼikʼɑ
გეორგინა	ɡɛɔrɡinɑ
გეოფიზიკა	ɡɛɔpʰizikʼɑ
გეოფიზიკური	ɡɛɔpʰizikʼuri
გეოცენტრული	ɡɛɔt͡sɛntʼruli
გერასიმე	ɡɛrɑsimɛ
გერბი	ɡɛrbi
გერი	ɡɛri
გერმანელი	ɡɛrmɑnɛli
გერმანია	ɡɛrmɑniɑ
გერმანიად	ɡɛrmɑniɑd
გერმანიამ	ɡɛrmɑniɑm
გერმანიას	ɡɛrmɑniɑs
გერმანიით	ɡɛrmɑniitʰ
გერმანიის	ɡɛrmɑniis
გერმანიუმი	ɡɛrmɑniumi
გერმანული	ɡɛrmɑnuli
გესლიანად	ɡɛsliɑnɑd
გესლიანი	ɡɛsliɑni
გეტებორგი	ɡɛtʼɛbɔrɡi
გეტო	ɡɛtʼɔ
გეხმაურები	ɡɛxmɑurɛbi
გვაკლიხართ	ɡvɑkʼlixɑrtʰ
გვალვა	ɡvɑlvɑ
გვალვიანობა	ɡvɑlviɑnɔbɑ
გვამი	ɡvɑmi
გვანცა	ɡvɑnt͡sɑ
გვარად	ɡvɑrɑd
გვარი	ɡvɑri
გვარით	ɡvɑritʰ
გვარის	ɡvɑris
გვარლი	ɡvɑrli
გვარმა	ɡvɑrmɑ
გვარს	ɡvɑrs
გვარჯილა	ɡvɑrd͡ʒilɑ
გვატემალა	ɡvɑtʼɛmɑlɑ
გვაქ	ɡvɑkʰ
გვაქვს	ɡvɑkʰvs
გვბრდღვნის	ɡvbrdɣvnis
გველგესლა	ɡvɛlɡɛslɑ
გველეშაპი	ɡvɛlɛʃɑpʼi
გველთევზა	ɡvɛltʰɛvzɑ
გველი	ɡvɛli
გველური	ɡvɛluri
გვერდად	ɡvɛrdɑd
გვერდზე	ɡvɛrdzɛ
გვერდი	ɡvɛrdi
გვერდით	ɡvɛrditʰ
გვერდითი	ɡvɛrditʰi
გვერდის	ɡvɛrdis
გვერდმა	ɡvɛrdmɑ
გვერდს	ɡvɛrds
გვერდულად	ɡvɛrdulɑd
გვიან	ɡviɑn
გვიანი	ɡviɑni
გვიმრა	ɡvimrɑ
გვიმრები	ɡvimrɛbi
გვინეა	ɡvinɛɑ
გვინეური	ɡvinɛuri
გვირაბი	ɡvirɑbi
გვირგვინი	ɡvirɡvini
გვირილა	ɡvirilɑ
გვის	ɡvis
გვრიტი	ɡvritʼi
გვფრცქვნი	ɡvpʰrt͡skʰvni
გვფრცქვნით	ɡvpʰrt͡skʰvnitʰ
გვქონდა	ɡvkʰɔndɑ
გვშია	ɡvʃiɑ
გვწყურია	ɡvt͡sʼqʼuriɑ
გზა	ɡzɑ
გზად	ɡzɑd
გზაზე	ɡzɑzɛ
გზამ	ɡzɑm
გზამკვლევი	ɡzɑmkʼvlɛvi
გზას	ɡzɑs
გზასაცდენილი	ɡzɑsɑt͡sdɛnili
გზატკეცილი	ɡzɑtʼkʼɛt͡sili
გზებს	ɡzɛbs
გზით	ɡzitʰ
გზის	ɡzis
გზისპირი	ɡzispʼiri
გთხოვ	ɡtʰxɔv
გთხოვთ	ɡtʰxɔvtʰ
გია	ɡiɑ
გიბონი	ɡibɔni
გიბრალტარი	ɡibrɑltʼɑri
გიგანტური	ɡiɡɑntʼuri
გივი	ɡivi
გიზგიზი	ɡizɡizi
გიზო	ɡizɔ
გილდია	ɡildiɑ
გილიოტინა	ɡiliɔtʼinɑ
გილოცავ	ɡilɔt͡sɑv
გილოცავთ	ɡilɔt͡sɑvtʰ
გინახულებ	ɡinɑxulɛb
გინდა	ɡindɑ
გინეა	ɡinɛɑ
გინება	ɡinɛbɑ
გინეკოლოგი	ɡinɛkʼɔlɔɡi
გინეკოლოგია	ɡinɛkʼɔlɔɡiɑ
გიო	ɡiɔ
გიორგად	ɡiɔrɡɑd
გიორგაძე	ɡiɔrɡɑd͡zɛ
გიორგი	ɡiɔrɡi
გიორგით	ɡiɔrɡitʰ
გიორგის	ɡiɔrɡis
გიჟი	ɡiʒi
გიჟივით	ɡiʒivitʰ
გიჟურად	ɡiʒurɑd
გიჟური	ɡiʒuri
გირაგი	ɡirɑɡi
გირაო	ɡirɑɔ
გირლანდა	ɡirlɑndɑ
გისმენთ	ɡismɛntʰ
გისოსი	ɡisɔsi
გისურვებთ	ɡisurvɛbtʰ
გიტარა	ɡitʼɑrɑ
გიშერი	ɡiʃɛri
გიშველის	ɡiʃvɛlis
გლადიატორი	ɡlɑdiɑtʼɔri
გლადიოლუსი	ɡlɑdiɔlusi
გლაზგო	ɡlɑzɡɔ
გლაუკომა	ɡlɑukʼɔmɑ
გლერტა	ɡlɛrtʼɑ
გლეხები	ɡlɛxɛbi
გლეხი	ɡlɛxi
გლეხობა	ɡlɛxɔbɑ
გლეჯა	ɡlɛd͡ʒɑ
გლეჯს	ɡlɛd͡ʒs
გლიცერინი	ɡlit͡sɛrini
გლობალური	ɡlɔbɑluri
გლუვად	ɡluvɑd
გლუვი	ɡluvi
გლუკოზა	ɡlukʼɔzɑ
გმადლობ	ɡmɑdlɔb
გმადლობთ	ɡmɑdlɔbtʰ
გმანავს	ɡmɑnɑvs
გმირი	ɡmiri
გმირობა	ɡmirɔbɑ
გმირულად	ɡmirulɑd
გმირული	ɡmiruli
გნახავ	ɡnɑxɑv
გნდე	ɡndɛ
გნებავთ	ɡnɛbɑvtʰ
გნიასი	ɡniɑsi
გნოლი	ɡnɔli
გნომი	ɡnɔmi
გობელენი	ɡɔbɛlɛni
გობი	ɡɔbi
გობლინი	ɡɔblini
გოგა	ɡɔɡɑ
გოგაშვილი	ɡɔɡɑʃvili
გოგირდი	ɡɔɡirdi
გოგო	ɡɔɡɔ
გოგოდ	ɡɔɡɔd
გოგოებად	ɡɔɡɔɛbɑd
გოგოები	ɡɔɡɔɛbi
გოგოებით	ɡɔɡɔɛbitʰ
გოგოების	ɡɔɡɔɛbis
გოგოებმა	ɡɔɡɔɛbmɑ
გოგოებო	ɡɔɡɔɛbɔ
გოგოებს	ɡɔɡɔɛbs
გოგოვ	ɡɔɡɔv
გოგოთ	ɡɔɡɔtʰ
გოგომ	ɡɔɡɔm
გოგონა	ɡɔɡɔnɑ
გოგონი	ɡɔɡɔni
გოგონო	ɡɔɡɔnɔ
გოგორა	ɡɔɡɔrɑ
გოგოს	ɡɔɡɔs
გოგრა	ɡɔɡrɑ
გოზალიშვილი	ɡɔzɑliʃvili
გოზინაყი	ɡɔzinɑqʼi
გოთვერანი	ɡɔtʰvɛrɑni
გოთი	ɡɔtʰi
გოიმი	ɡɔimi
გოლგოთა	ɡɔlɡɔtʰɑ
გოლი	ɡɔli
გოლიათი	ɡɔliɑtʰi
გოლფი	ɡɔlpʰi
გომბეშო	ɡɔmbɛʃɔ
გომი	ɡɔmi
გომიაშვილი	ɡɔmiɑʃvili
გომური	ɡɔmuri
გონაშვილი	ɡɔnɑʃvili
გონგი	ɡɔnɡi
გონდოლა	ɡɔndɔlɑ
გონდოლიერი	ɡɔndɔliɛri
გონება	ɡɔnɛbɑ
გონებადაფანტულად	ɡɔnɛbɑdɑpʰɑntʼulɑd
გონებამახვილურად	ɡɔnɛbɑmɑxvilurɑd
გონებაშეზღუდულად	ɡɔnɛbɑʃɛzɣudulɑd
გონებაჩლუნგად	ɡɔnɛbɑt͡ʃlunɡɑd
გონებაჩლუნგი	ɡɔnɛbɑt͡ʃlunɡi
გონებით	ɡɔnɛbitʰ
გონებრივი	ɡɔnɛbrivi
გონიერება	ɡɔniɛrɛbɑ
გონიერი	ɡɔniɛri
გონივრულად	ɡɔnivrulɑd
გონივრული	ɡɔnivruli
გონივრულობა	ɡɔnivrulɔbɑ
გონიო	ɡɔniɔ
გონორეა	ɡɔnɔrɛɑ
გორა	ɡɔrɑ
გორგალი	ɡɔrɡɑli
გორგოლაჭი	ɡɔrɡɔlɑt͡ʃʼi
გორდონი	ɡɔrdɔni
გორი	ɡɔri
გორილა	ɡɔrilɑ
გორკი	ɡɔrkʼi
გოროვანი	ɡɔrɔvɑni
გოჩა	ɡɔt͡ʃɑ
გოჭი	ɡɔt͡ʃʼi
გოჯი	ɡɔd͡ʒi
გპასუხობდი	ɡpʼɑsuxɔbdi
გრაგნილი	ɡrɑɡnili
გრადაცია	ɡrɑdɑt͡siɑ
გრადუსი	ɡrɑdusi
გრავიურა	ɡrɑviurɑ
გრამატიკა	ɡrɑmɑtʼikʼɑ
გრამატიკოსი	ɡrɑmɑtʼikʼɔsi
გრამატიკულად	ɡrɑmɑtʼikʼulɑd
გრამატიკული	ɡrɑmɑtʼikʼuli
გრამი	ɡrɑmi
გრამოფონი	ɡrɑmɔpʰɔni
გრანდიოზულად	ɡrɑndiɔzulɑd
გრანდიოზული	ɡrɑndiɔzuli
გრანიტი	ɡrɑnitʼi
გრანულარული	ɡrɑnulɑruli
გრაფიკი	ɡrɑpʰikʼi
გრაფიკულად	ɡrɑpʰikʼulɑd
გრაფიკული	ɡrɑpʰikʼuli
გრაფინი	ɡrɑpʰini
გრაფიტი	ɡrɑpʰitʼi
გრაცია	ɡrɑt͡siɑ
გრაციოზულად	ɡrɑt͡siɔzulɑd
გრაციოზული	ɡrɑt͡siɔzuli
გრგვინვა	ɡrɡvinvɑ
გრდემლი	ɡrdɛmli
გრეგი	ɡrɛɡi
გრეგორი	ɡrɛɡɔri
გრეიპფრუტი	ɡrɛipʼpʰrutʼi
გრენადა	ɡrɛnɑdɑ
გრენადერი	ɡrɛnɑdɛri
გრენადილი	ɡrɛnɑdili
გრეხა	ɡrɛxɑ
გრიგალი	ɡriɡɑli
გრიგოლ	ɡriɡɔl
გრიგოლი	ɡriɡɔli
გრილა	ɡrilɑ
გრილად	ɡrilɑd
გრილი	ɡrili
გრიმასა	ɡrimɑsɑ
გრიმი	ɡrimi
გრინვიჩი	ɡrinvit͡ʃi
გრიპი	ɡripʼi
გრიფი	ɡripʰi
გრიფონი	ɡripʰɔni
გროტესკი	ɡrɔtʼɛskʼi
გროტესკულად	ɡrɔtʼɛskʼulɑd
გროტესკული	ɡrɔtʼɛskʼuli
გრუნტი	ɡruntʼi
გრუხუნი	ɡruxuni
გრუხუნით	ɡruxunitʰ
გრძედი	ɡrd͡zɛdi
გრძელვადიანი	ɡrd͡zɛlvɑdiɑni
გრძელი	ɡrd͡zɛli
გრძელფეხა	ɡrd͡zɛlpʰɛxɑ
გრძელცხვირა	ɡrd͡zɛlt͡sxvirɑ
გრძივად	ɡrd͡zivɑd
გრძივი	ɡrd͡zivi
გრძნება	ɡrd͡znɛbɑ
გრძნეულება	ɡrd͡znɛulɛbɑ
გრძნეული	ɡrd͡znɛuli
გრძნობა	ɡrd͡znɔbɑ
გრძნობადად	ɡrd͡znɔbɑdɑd
გრძნობადი	ɡrd͡znɔbɑdi
გრძნობადობა	ɡrd͡znɔbɑdɔbɑ
გრძნობენ	ɡrd͡znɔbɛn
გრძნობთ	ɡrd͡znɔbtʰ
გრძნობს	ɡrd͡znɔbs
გსურთ	ɡsurtʰ
გტკივა	ɡtʼkʼivɑ
გუამი	ɡuɑmi
გუაში	ɡuɑʃi
გუბ	ɡub
გუგა	ɡuɡɑ
გუგლი	ɡuɡli
გუგული	ɡuɡuli
გუგუშვილი	ɡuɡuʃvili
გუდასტვირი	ɡudɑstʼviri
გუდაუთა	ɡudɑutʰɑ
გუდაწვერი	ɡudɑt͡sʼvɛri
გუთანი	ɡutʰɑni
გუთები	ɡutʰɛbi
გუთნისდედა	ɡutʰnisdɛdɑ
გუთური	ɡutʰuri
გულაბი	ɡulɑbi
გულაგი	ɡulɑɡi
გულადი	ɡulɑdi
გულახდილად	ɡulɑxdilɑd
გულახდილი	ɡulɑxdili
გულახდილობა	ɡulɑxdilɔbɑ
გულგამგმირავად	ɡulɡɑmɡmirɑvɑd
გულგასახეთქი	ɡulɡɑsɑxɛtʰkʰi
გულგატეხილად	ɡulɡɑtʼɛxilɑd
გულგატეხილი	ɡulɡɑtʼɛxili
გულგაწყალებული	ɡulɡɑt͡sʼqʼɑlɛbuli
გულგრილად	ɡulɡrilɑd
გულგრილი	ɡulɡrili
გულგრილობა	ɡulɡrilɔbɑ
გულდასაწყვეტად	ɡuldɑsɑt͡sʼqʼvɛtʼɑd
გულდენი	ɡuldɛni
გულთბილი	ɡultʰbili
გული	ɡuli
გულიაში	ɡuliɑʃi
გულითადად	ɡulitʰɑdɑd
გულითადი	ɡulitʰɑdi
გულითადობა	ɡulitʰɑdɔbɑ
გულისამრევად	ɡulisɑmrɛvɑd
გულისპირი	ɡulispʼiri
გულისრევა	ɡulisrɛvɑ
გულისრევამდე	ɡulisrɛvɑmdɛ
გულისცემა	ɡulist͡sɛmɑ
გულისწვა	ɡulist͡sʼvɑ
გულკეთილი	ɡulkʼɛtʰili
გულკეთილობა	ɡulkʼɛtʰilɔbɑ
გულმავიწყად	ɡulmɑvit͡sʼqʼɑd
გულმავიწყი	ɡulmɑvit͡sʼqʼi
გულმავიწყობა	ɡulmɑvit͡sʼqʼɔbɑ
გულმკერდი	ɡulmkʼɛrdi
გულმოდგინე	ɡulmɔdɡinɛ
გულმოდგინება	ɡulmɔdɡinɛbɑ
გულმოდგინედ	ɡulmɔdɡinɛd
გულმოწყალება	ɡulmɔt͡sʼqʼɑlɛbɑ
გულმოწყალედ	ɡulmɔt͡sʼqʼɑlɛd
გულოვანი	ɡulɔvɑni
გულსაფარი	ɡulsɑpʰɑri
გულუბრყვილო	ɡulubrqʼvilɔ
გულუბრყვილოდ	ɡulubrqʼvilɔd
გულუხვად	ɡuluxvɑd
გულუხვი	ɡuluxvi
გულუხვობა	ɡuluxvɔbɑ
გულფიცხი	ɡulpʰit͡sxi
გულქვა	ɡulkʰvɑ
გულღიად	ɡulɣiɑd
გულღიაობა	ɡulɣiɑɔbɑ
გულშემატკივარი	ɡulʃɛmɑtʼkʼivɑri
გულჩათხრობილი	ɡult͡ʃɑtʰxrɔbili
გულჩვილი	ɡult͡ʃvili
გულცივად	ɡult͡sivɑd
გულცივი	ɡult͡sivi
გულძმარვა	ɡuld͡zmɑrvɑ
გულწითელა	ɡult͡sʼitʰɛlɑ
გულწრფელად	ɡult͡sʼrpʰɛlɑd
გულწრფელი	ɡult͡sʼrpʰɛli
გულწრფელობა	ɡult͡sʼrpʰɛlɔbɑ
გუმანი	ɡumɑni
გუმანით	ɡumɑnitʰ
გუმფისი	ɡumpʰisi
გუნდა	ɡundɑ
გუნდი	ɡundi
გურია	ɡuriɑ
გურიად	ɡuriɑd
გურიამ	ɡuriɑm
გურიას	ɡuriɑs
გურიით	ɡuriitʰ
გურიის	ɡuriis
გურმანი	ɡurmɑni
გურული	ɡuruli
გურჯი	ɡurd͡ʒi
გუტაპერჩი	ɡutʼɑpʼɛrt͡ʃi
გუფთა	ɡupʰtʰɑ
გუშაგი	ɡuʃɑɡi
გუშინ	ɡuʃin
გუშინდელი	ɡuʃindɛli
გუშინწინ	ɡuʃint͡sʼin
გუშინწინისწინ	ɡuʃint͡sʼinist͡sʼin
გქვია	ɡkʰviɑ
გყავთ	ɡqʼɑvtʰ
გშია	ɡʃiɑ
გშიათ	ɡʃiɑtʰ
გწყურია	ɡt͡sʼqʼuriɑ
გწყურიათ	ɡt͡sʼqʼuriɑtʰ
გჭირდება	ɡt͡ʃʼirdɛbɑ
და	dɑ
დააბნელებს	dɑɑbnɛlɛbs
დააბრუნებ	dɑɑbrunɛb
დააბრუნებს	dɑɑbrunɛbs
დააგრძელებენ	dɑɑɡrd͡zɛlɛbɛn
დააგრძელებს	dɑɑɡrd͡zɛlɛbs
დააგრძელეს	dɑɑɡrd͡zɛlɛs
დაადგენს	dɑɑdɡɛns
დაავადება	dɑɑvɑdɛbɑ
დაავადებული	dɑɑvɑdɛbuli
დაავიწყდება	dɑɑvit͡sʼqʼdɛbɑ
დაავიწყებს	dɑɑvit͡sʼqʼɛbs
დააზარალებს	dɑɑzɑrɑlɛbs
დააკვალიანებს	dɑɑkʼvɑliɑnɛbs
დაამზადებს	dɑɑmzɑdɛbs
დაამთავრებს	dɑɑmtʰɑvrɛbs
დაამოწმებს	dɑɑmɔt͡sʼmɛbs
დაარქმევს	dɑɑrkʰmɛvs
დაასაფლავებს	dɑɑsɑpʰlɑvɛbs
დაასრულა	dɑɑsrulɑ
დაასრულებს	dɑɑsrulɛbs
დაასურათებს	dɑɑsurɑtʰɛbs
დაახველა	dɑɑxvɛlɑ
დაახველებს	dɑɑxvɛlɛbs
დაახლოებით	dɑɑxlɔɛbitʰ
დაბა	dɑbɑ
დაბადება	dɑbɑdɛbɑ
დაბადებად	dɑbɑdɛbɑd
დაბადებამ	dɑbɑdɛbɑm
დაბადებას	dɑbɑdɛbɑs
დაბადებით	dɑbɑdɛbitʰ
დაბადების	dɑbɑdɛbis
დაბადებული	dɑbɑdɛbuli
დაბალი	dɑbɑli
დაბანაკება	dɑbɑnɑkʼɛbɑ
დაბებკილად	dɑbɛbkʼilɑd
დაბეჭდავს	dɑbɛt͡ʃʼdɑvs
დაბზარული	dɑbzɑruli
დაბინდული	dɑbinduli
დაბლა	dɑblɑ
დაბლობი	dɑblɔbi
დაბნელება	dɑbnɛlɛbɑ
დაბნელებული	dɑbnɛlɛbuli
დაბნეული	dɑbnɛuli
დაბნეულობა	dɑbnɛulɔbɑ
დაბოლოება	dɑbɔlɔɛbɑ
დაბრუნდება	dɑbrundɛbɑ
დაბრუნდნენ	dɑbrundnɛn
დაბრუნება	dɑbrunɛbɑ
დაბრუნებას	dɑbrunɛbɑs
დაბრუნების	dɑbrunɛbis
დაგეზარებათ	dɑɡɛzɑrɛbɑtʰ
დაგეროტიპი	dɑɡɛrɔtʼipʼi
დაგვეხმაროთ	dɑɡvɛxmɑrɔtʰ
დაგვიანებულად	dɑɡviɑnɛbulɑd
დაგვიანებული	dɑɡviɑnɛbuli
დაგინახავს	dɑɡinɑxɑvs
დაგლეჯილად	dɑɡlɛd͡ʒilɑd
დაგლეჯილი	dɑɡlɛd͡ʒili
დაგმობა	dɑɡmɔbɑ
დაგრძელება	dɑɡrd͡zɛlɛbɑ
დადგენა	dɑdɡɛnɑ
დადგენილი	dɑdɡɛnili
დადებითად	dɑdɛbitʰɑd
დადებითი	dɑdɛbitʰi
დადის	dɑdis
დაე	dɑɛ
დაეზარება	dɑɛzɑrɛbɑ
დაეთმო	dɑɛtʰmɔ
დაეუფლება	dɑɛupʰlɛbɑ
დაეჭვებულად	dɑɛt͡ʃʼvɛbulɑd
დაეჭვებული	dɑɛt͡ʃʼvɛbuli
დაეხმარება	dɑɛxmɑrɛbɑ
დავა	dɑvɑ
დავალება	dɑvɑlɛbɑ
დავალებული	dɑvɑlɛbuli
დავალიანება	dɑvɑliɑnɛbɑ
დავამარცხე	dɑvɑmɑrt͡sxɛ
დავბრუნდებით	dɑvbrundɛbitʰ
დავბრუნდეთ	dɑvbrundɛtʰ
დავთარი	dɑvtʰɑri
დავით	dɑvitʰ
დავითაშვილი	dɑvitʰɑʃvili
დავითი	dɑvitʰi
დავითნი	dɑvitʰni
დავიწყე	dɑvit͡sʼqʼɛ
დავიწყება	dɑvit͡sʼqʼɛbɑ
დავიწყეთ	dɑvit͡sʼqʼɛtʰ
დავკარგე	dɑvkʼɑrɡɛ
დავლევ	dɑvlɛv
დავლური	dɑvluri
დავრიში	dɑvriʃi
დავრჩე	dɑvrt͡ʃɛ
დავუბრუნდეთ	dɑvubrundɛtʰ
დაზარალებული	dɑzɑrɑlɛbuli
დაზგა	dɑzɡɑ
დაზიანებული	dɑziɑnɛbuli
დაზღვევა	dɑzɣvɛvɑ
დათარიღებული	dɑtʰɑriɣɛbuli
დათვი	dɑtʰvi
დათმობა	dɑtʰmɔbɑ
დათმობით	dɑtʰmɔbitʰ
დათმობს	dɑtʰmɔbs
