а	a
врпољити	ʋrpǒʎiti
врпчаст	ʋr̂pt͡ʃast
врста	ʋřːsta
врстан	ʋr̂stan
вртети	ʋřteti
вртлар	ʋr̂tlaːr
вртларев	ʋr̂tlaːreʋ
вртларство	ʋrtlǎːrstʋo
вртлог	ʋřtloɡ
вртложан	ʋřtloʒan
вртни	ʋr̂tniː
вртоглав	ʋrtǒɡlaʋ
вртоглавица	ʋrtǒɡlaʋit͡sa
вртоглаво	ʋrtǒɡlaʋo
вртјети	ʋřtjeti
врховни	ʋřxoːʋniː
врхунац	ʋrxǔːnat͡s
врхунски	ʋřxuːnski
врхунски	ʋřxuːnskiː
врхње	ʋr̂xɲe
врчина	ʋřt͡ʃina
врша	ʋr̂ʃa
вршити	ʋřːʃiti
врћи	ʋr̂t͡ɕi
вувузела	ʋuʋuzêla
вук	vûːk
вукодлак	ʋukǒdlak
вукојебина	ʋukojěbina
вулкан	ʋǔlkaːn
вулканизација	ʋulkanizǎːt͡sija
вулкански	ʋǔlkaːnski
вулкански	ʋǔlkaːnskiː
вуна	ʋûna
вунаст	ʋûnast
вунен	ʋǔnen
вучица	ʋǔt͡ʃit͡sa
вучић	ʋǔt͡ʃit͡ɕ
вучји	ʋût͡ʃjiː
вујичић	ʋujit͡ʃit͡ɕ
вући	ʋûːt͡ɕi
вјеверица	ʋjêʋerit͡sa
вјежба	ʋjêʒba
вјежбати	ʋjêʒbati
вјенчавати	ʋjent͡ʃǎːʋati
вјенчаница	ʋjent͡ʃǎnit͡sa
вјенчати	ʋjěnt͡ʃati
вјенчање	ʋjent͡ʃǎːɲe
вјенчић	ʋjěnt͡ʃit͡ɕ
вјера	ʋjêra
вјеран	ʋjěːran
вјереник	ʋjêreniːk
вјеренички	ʋjêrenit͡ʃkiː
вјеридба	ʋjěridba
вјерити	ʋjêriti
вјерник	ʋjêːrniːk
вјерница	ʋjêːrnit͡sa
вјерно	ʋjêːrno
вјерност	ʋjěːrnoːst
вјеровати	ʋjêroʋati
вјероватно	ʋjêroʋaːtno
вјеровник	ʋjerǒʋniːk
вјеродостојан	ʋjerodǒːstoːjan
вјеродостојност	ʋjerodostǒːjnoːst
вјероисповијед	ʋjeroǐspoʋijeːd
вјероисповијест	ʋjeroǐspoʋjeːst
вјероучитељ	ʋjeroǔt͡ʃiteʎ
вјеројатан	ʋjêrojaːtan
вјеројатно	ʋjêrojaːtno
вјеројатност	ʋjerojǎːtnoːst
вјерски	ʋjěrskiː
вјесник	ʋjêːsniːk
вјетар	ʋjêtar
вјетреушка	ʋjetrěuʃka
вјетрењак	ʋjetrěɲaːk
вјетрењаст	ʋjêtreɲast
вјетрењача	ʋjetrěɲat͡ʃa
вјетрина	ʋjětrina
вјетрић	ʋjêtrit͡ɕ
вјетробран	ʋjêtrobraːn
вјетровит	ʋjetrǒʋit
вјечан	ʋjêt͡ʃan
вјечит	ʋjět͡ʃit
вјечно	ʋjêt͡ʃno
вјешала	ʋjêʃala
вјешалица	ʋjêʃalit͡sa
вјешати	ʋjêʃati
вјешач	ʋjěʃaːt͡ʃ
вјешт	ʋjêʃt
вјештак	ʋjěʃtaːk
вјештац	ʋjěːʃtat͡s
вјештачење	ʋjeʃtǎːt͡ʃeːɲe
вјештачити	ʋjeʃtǎːt͡ʃiti
вјештачки	ʋjěʃtaːtʃki
вјештачки	ʋjěʃtaːtʃkiː
вјештачки	ʋjěːʃtatʃkiː
вјештина	ʋjeʃtǐna
вјештица	ʋjěʃtit͡sa
вјешто	ʋjêʃto
вјеђа	ʋjêd͡ʑa
г	ɡ
габон	ɡǎboːn
габула	ɡâbula
гавез	ɡâʋeːz
гадан	ɡǎdan
гадити	ɡâditi
газ	ɡâːz
газа	ɡǎːza
газити	ɡâziti
гакати	ɡǎːkati
гакнути	ɡǎːknuti
гактати	ɡâktati
гал	ɡâːl
галактика	ɡalǎktika
галама	ɡalǎːma
галамити	ɡalǎːmiti
галантан	ɡalǎntan
галантно	ɡalǎntno
галантност	ɡalǎntnoːst
галеб	ɡâleːb
галебица	ɡâlebit͡sa
галебљи	ɡâlebʎiː
галица	ɡâlit͡sa
галиција	ɡǎliːt͡sija
галицијски	ɡǎliːt͡siːjskiː
галија	ɡǎlija
галоп	ɡǎlop
галски	ɡâːlskiː
гама	ɡâma
гамад	ɡâmaːd
гамбија	ɡǎmbija
гана	ɡâna
ганац	ɡǎːnat͡s
гангстер	ɡǎnɡster
гангстерски	ɡǎnɡsterski
гангстерски	ɡǎnɡsterskiː
гански	ɡâːnskiː
ганути	ɡǎnuti
ганутљив	ɡanǔtʎiʋ
ганутљиво	ɡanǔtʎiʋo
ганџа	ɡând͡ʒa
ганџа	ɡâːnd͡ʒa
гао	ɡâːo
гаража	ɡarǎːʒa
гарант	ɡǎrant
гарантирати	ɡarantǐːrati
гарантовати	ɡǎrantoʋati
гаранција	ɡarǎnt͡sija
гарбагологија	ɡarbaɡolǒɡija
гарда	ɡâːrda
гардероба	ɡarderǒːba
гарнитура	ɡarnitǔːra
гас	ɡâːs
гасити	ɡǎːsiti
гаснути	ɡâsnuti
гат	ɡât
гађати	ɡǎːd͡ʑati
гађење	ɡâd͡ʑeːɲe
гај	ɡâːj
гајба	ɡâːjba
гајде	ɡâːjde
гајица	ɡǎjit͡sa
гаљан	ɡǎʎan
гањати	ɡǎːɲati
гаће	ɡât͡ɕe
гаћице	ɡât͡ɕit͡se
гаћник	ɡât͡ɕniːk
гватемала	ɡʋatemǎːla
гватемалски	ɡʋatěmaːlskiː
гвожђе	ɡʋôːʒd͡ʑe
гвозден	ɡʋôzden
гдегде	ɡděɡde
гдекад	ɡděkad
гдјегдје	ɡdjěɡdje
гдјекад	ɡdjěkad
гегати	ɡěːɡati
гемишт	ɡěmiʃt
генеалогија	ɡenealǒɡija
генерал	ɡeněraːl
генералан	ɡêneraːlan
генералица	ɡenerǎlit͡sa
генерација	ɡenerǎːt͡sija
генетика	ɡenětika
генетичар	ɡenětit͡ʃaːr
генетички	ɡenětit͡ʃkiː
генитивни	ɡênitiːʋniː
гениј	ɡêːniːj
генијалан	ɡênijaːlan
генијално	ɡênijaːlno
генијалност	ɡenijǎːlnoːst
геном	ɡěnoːm
географија	ɡeoɡrǎfija
географски	ɡeǒɡrafski
географски	ɡeǒɡrafskiː
геометријски	ɡeomětriːjskiː
геоморфологија	ɡeomorfolǒɡija
геополитика	ɡeopolǐtika
герилац	ɡerǐːlat͡s
геријатрија	ɡerijǎtrija
геријатријски	ɡerijǎtriːjskiː
герман	ɡěrmaːn
германизирати	ɡermanizǐːrati
германски	ɡěrmaːnskiː
геронтологија	ɡerontolǒɡija
геронтофобија	ɡerontofǒbija
гето	ɡêto
гетриба	ɡetrǐːba
геј	ɡêːj
гејша	ɡêːjʃa
гиб	ɡîːb
гибак	ɡîbak
гибаница	ɡǐbanit͡sa
гибати	ɡǐːbati
гибралтар	ɡǐbraltaːr
гибралтарски	ɡǐbraltarskiː
гигабајт	ɡîɡabaːjt
гигаметар	ɡîɡametar
гигант	ɡǐɡant
гигантски	ɡǐɡantskiː
гимназија	ɡǐmnaːzija
гимнастика	ɡimnǎstika
гингивитис	ɡinɡiʋǐtis
гинеколог	ɡinekǒloɡ
гинекологија	ɡinekolǒɡija
гинеколошки	ɡinekǒloʃki
гинеколошки	ɡinekǒloʃkiː
гинко	ɡǐːnko
гинути	ɡînuti
гипс	ɡîps
гитарски	ɡǐtaːrskiː
гиц	ɡît͡s
гица	ɡǐːt͡sa
гиљотина	ɡǐʎotina
гиљотинирати	ɡiʎotinǐːrati
глава	ɡlǎːʋa
главар	ɡlǎʋaːr
глават	ɡlǎʋat
главетина	ɡlaʋětina
главешина	ɡlaʋěʃina
главица	ɡlǎʋit͡sa
главић	ɡlǎʋiːt͡ɕ
главни	ɡlǎʋniː
главнина	ɡlaʋnǐna
главница	ɡlǎʋnit͡sa
главобоља	ɡlaʋǒboʎa
главоломка	ɡlaʋǒlomka
главоња	ɡlǎːʋoɲa
главурда	ɡlǎʋuːrda
глагол	ɡlâɡol
глаголски	ɡlâɡolskiː
глагољ	ɡlǎːɡoʎ
глагољати	ɡlaɡǒʎati
глагољашки	ɡlaɡǒʎaːʃki
глагољашки	ɡlaɡǒʎaːʃkiː
глагољица	ɡlaɡǒʎit͡sa
глагољички	ɡlaɡǒʎit͡ʃkiː
глагољски	ɡlâɡoʎskiː
глад	ɡlâːd
гладак	ɡlâdak
гладан	ɡlǎːdan
гладити	ɡlâditi
гладијатор	ɡladǐjaːtor
гладијаторски	ɡladǐjaːtorski
гладијаторски	ɡladǐjaːtorskiː
глазба	ɡlǎzba
глазбен	ɡlǎzben
гламур	ɡlǎmuːr
гланц	ɡlânt͡s
гланцати	ɡlâːnt͡sati
глас	ɡlaːs
гласан	ɡlâsan
гласати	ɡlǎsati
гласач	ɡlǎsaːt͡ʃ
гласачица	ɡlasǎt͡ʃit͡sa
гласина	ɡlǎsina
гласити	ɡlǎːsiti
гласник	ɡlâːsniːk
гласно	ɡlâsno
гласноговорник	ɡlasnoɡoʋǒrniːk
гласност	ɡlâsnoːst
гласноћа	ɡlasnǒt͡ɕa
гласовати	ɡlâsoʋati
гласовит	ɡlasǒʋit
гласоноша	ɡlasǒnoʃa
глацијалан	ɡlât͡sijaːlan
глацијација	ɡlat͡sijǎːt͡sija
гледалац	ɡlědalat͡s
гледатељ	ɡlědateʎ
гледати	ɡlêdati
гледе	ɡlêde
гледиште	ɡlêdiːʃte
глежањ	ɡlêʒaɲ
глечер	ɡlêt͡ʃer
глиб	ɡlîːb
глибав	ɡlîbaʋ
глибовит	ɡlibǒʋit
глина	ɡlǐːna
глинаст	ɡlînast
глинен	ɡlǐnen
глиновит	ɡlinǒʋit
глиста	ɡlǐːsta
глицерин	ɡlit͡sěriːn
глоба	ɡlǒba
глобалан	ɡlǒbaːlan
глобализација	ɡlobalizǎːt͡sija
глобално	ɡlǒbaːlno
глобалност	ɡlobǎːlnoːst
глобити	ɡlǒbiti
глобус	ɡlǒːbus
глог	ɡlôɡ
глогов	ɡlǒɡoʋ
глоговик	ɡloɡǒʋiːk
глоговина	ɡlǒɡoʋina
глодати	ɡlǒdati
глодач	ɡlǒdaːt͡ʃ
гломазан	ɡlômaːzan
гломазно	ɡlômaːzno
гломазност	ɡlômaːznoːst
глорификација	ɡlorifikǎːt͡sija
глосар	ɡlǒsaːr
глоталан	ɡlôtaːlan
глув	ɡlûːʋ
глувоћа	ɡluʋǒt͡ɕa
глумити	ɡlǔːmiti
глуп	ɡlûːp
глупав	ɡlûpaʋ
глупан	ɡlǔpan
глупача	ɡlǔpat͡ʃa
глупост	ɡlǔːpoːst
глух	ɡlûːx
глухоћа	ɡluxǒt͡ɕa
гмаз	ɡmâːz
гмизавац	ɡmîzaʋat͡s
гмизати	ɡmîzati
гнајс	ɡnâjs
гневан	ɡněːʋan
гневно	ɡnêːʋno
гнездо	ɡněːzdo
гнијездо	ɡnjěːzdo
гностицизам	ɡnostit͡sǐzam
гној	ɡnôːj
гнојиво	ɡnôjiːʋo
гнојити	ɡnǒjiti
гнусан	ɡnûsan
гнусно	ɡnûsno
го	ɡôːl
говедина	ɡǒʋedina
говедо	ɡǒʋedo
говеђи	ɡǒʋed͡ʑiː
говно	ɡǒːʋno
говор	ɡôvoːr
говорити	ɡoʋǒriti
говорник	ɡǒʋoːrniːk
говорљив	ɡoʋǒrʎiʋ
говорљивост	ɡoʋǒrʎiʋoːst
год	ɡôːd
година	ɡôdina
годинама	ɡôdinama
годити	ɡǒditi
годишње	ɡǒdiʃɲeː
годишњи	ɡǒdiʃɲiː
годишњица	ɡǒdiʃɲit͡sa
гозба	ɡǒzba
гол	ɡôːl
голгота	ɡǒlɡota
голем	ɡǒlem
голењача	ɡolěɲat͡ʃa
голицати	ɡolǐt͡sati
голишав	ɡolǐʃaʋ
голишавац	ɡolǐʃaʋat͡s
голишаво	ɡolǐʃaʋo
голишавост	ɡolǐʃaʋoːst
голман	ɡôlman
голобрад	ɡolǒbrad
гологуз	ɡolǒɡuz
голотиња	ɡolǒtiɲa
голубарник	ɡolǔbaːrniːk
голубињак	ɡolubǐɲaːk
голубић	ɡolǔbit͡ɕ
голуждравац	ɡolǔʒdraʋat͡s
голфер	ɡôlfer
голферица	ɡǒlferit͡sa
гомила	ɡǒmila
гомилати	ɡomǐlati
гондолијер	ɡondolǐjeːr
гонетати	ɡoněːtati
гонити	ɡǒniti
гонич	ɡǒniːt͡ʃ
гонореја	ɡonorěːja
гора	ɡǒra
горак	ɡǒːrak
горанин	ɡǒranin
горд	ɡôːrd
гордијски	ɡǒrdiːjskiː
гордо	ɡôːrdo
гордост	ɡǒːrdoːst
горе	ɡôre
горе	ɡôreː
горети	ɡǒreti
горив	ɡǒriʋ
гориво	ɡôriːʋo
горостас	ɡôrostaːs
горостасан	ɡôrostaːsan
горски	ɡǒrskiː
горужда	ɡǒruʒda
горушица	ɡorǔʃit͡sa
горчати	ɡǒrt͡ʃati
горчина	ɡort͡ʃǐna
горштак	ɡǒrʃtaːk
горштакиња	ɡorʃtǎkiɲa
горјети	ɡǒrjeti
горљив	ɡǒrʎiʋ
горљиво	ɡǒrʎiʋo
горњи	ɡôːrɲiː
госпа	ɡǒːspa
госпар	ɡǒspaːr
господ	ɡôspod
господа	ɡospǒda
господар	ɡospǒdaːr
господарити	ɡospodǎːriti
господарица	ɡospodǎrit͡sa
господарски	ɡospǒdaːrskiː
господарственик	ɡospodǎrstʋeniːk
господарство	ɡospodǎːrstʋo
господин	ɡospǒdin
господична	ɡospodǐt͡ʃna
господство	ɡospǒdstʋo
господњи	ɡǒspodɲiː
госпоштина	ɡospǒʃtina
госпођа	ɡôspod͡ʑa
госпођица	ɡôspod͡ʑit͡sa
гост	ɡôst
гост	ɡôːst
гостионичар	ɡostiǒnit͡ʃaːr
гостити	ɡǒstiti
гостољубив	ɡostoʎǔbiʋ
гостољубиво	ɡostoʎǔbiʋo
гостољубивост	ɡostoʎǔbiʋoːst
гот	ɡôt
готиван	ɡôtiʋan
готица	ɡǒtit͡sa
готички	ɡǒtit͡ʃkiː
готов	ɡǒtoʋ
готовина	ɡotoʋǐna
готово	ɡǒtoʋo
готски	ɡôtskiː
гошћа	ɡǒʃt͡ɕa
гојазан	ɡôjaːzan
гојазност	ɡôjaːznoːst
гојан	ɡôːjan
гојенац	ɡôjenat͡s
гојити	ɡǒjiti
гољењача	ɡoʎěɲat͡ʃa
грабити	ɡrâbiti
грабуље	ɡrâbuʎe
грабље	ɡrâbʎe
грабљив	ɡrǎbʎiʋ
гравитација	ɡraʋitǎːt͡sija
гравитацијски	ɡraʋitǎːtsiːjski
гравитацијски	ɡraʋitǎːtsiːjskiː
гравитирати	ɡraʋitǐːrati
град	ɡrâd
град	ɡrâːd
градиво	ɡrâdiːʋo
градитељ	ɡrǎditeʎ
градитељски	ɡrǎditeʎskiː
градити	ɡrǎːditi
градоначелница	ɡradonǎːt͡ʃelnit͡sa
градски	ɡrǎdskiː
грам	ɡrâm
граматика	ɡramǎtika
граматичар	ɡramǎtit͡ʃaːr
граматички	ɡramǎtitʃki
граматички	ɡramǎtitʃkiː
грамзив	ɡrǎmziʋ
грамзивац	ɡrǎmziʋat͡s
грамзиво	ɡrǎmziʋo
грамзивост	ɡrǎmziʋoːst
грамофон	ɡramǒfoːn
грамофонски	ɡramǒfoːnskiː
грана	ɡrǎːna
граната	ɡranǎːta
грандиозан	ɡrândioːzan
грандиозно	ɡrândioːzno
грандиозност	ɡrandiǒːznoːst
гранит	ɡrǎniːt
граница	ɡrǎnit͡sa
граничан	ɡrǎnit͡ʃan
граничар	ɡrǎnit͡ʃaːr
граничити	ɡrǎnit͡ʃiti
гранути	ɡrǎnuti
гранчица	ɡrǎnt͡ʃit͡sa
графем	ɡrǎfeːm
графит	ɡrǎfiːt
грах	ɡrâx
грациозан	ɡrât͡sioːzan
грациозно	ɡrât͡sioːzno
грашак	ɡrǎːʃak
грађа	ɡrâːd͡ʑa
грађанин	ɡrâd͡ʑanin
грађанка	ɡrâd͡ʑaːnka
грађански	ɡrâd͡ʑanskiː
грађанство	ɡrâd͡ʑaːnstʋo
грађевина	ɡrǎd͡ʑeʋina
грађевинар	ɡrad͡ʑeʋǐnaːr
грађевинарство	ɡrad͡ʑeʋinǎːrstʋo
грађевинац	ɡrad͡ʑeʋǐːnat͡s
грађевински	ɡrǎd͡ʑeʋiːnskiː
граја	ɡrǎːja
грањавати	ɡraɲǎːʋati
грање	ɡrâːɲe
грба	ɡr̂ba
грбав	ɡr̂baʋ
грд	ɡr̂ːd
грдан	ɡr̂ːdan
грдити	ɡřːditi
грдно	ɡr̂ːdno
грдосија	ɡrdǒsija
гребати	ɡrěbati
гребен	ɡrêbeːn
гренланд	ɡrěnland
гренландски	ɡrěnlandskiː
грепсти	ɡrêpsti
грехован	ɡrěxoːʋan
грецизам	ɡret͡sǐzam
грешан	ɡrêʃan
грешити	ɡrěːʃiti
грешком	ɡrêʃkoːm
грешник	ɡrêʃniːk
грејати	ɡrejati
гриб	ɡrîːb
грива	ɡrîʋa
грижа	ɡrîʒa
гриз	ɡrîːz
гризнути	ɡrîznuti
гримаса	ɡrimǎsa
гристи	ɡrîsti
грицнути	ɡrît͡snuti
гријати	ɡrîjati
гријешан	ɡrijêʃan
гријешити	ɡrjěːʃiti
гриња	ɡrîɲa
грк	ɡr̂k
гркиња	ɡr̂kiɲa
гркљан	ɡřkʎan
грлити	ɡr̂liti
грло	ɡr̂lo
грм	ɡr̂m
грмети	ɡřmeti
грмјети	ɡřmjeti
грмљавина	ɡřmʎaʋina
гроб	ɡrôb
гробар	ɡrǒbaːr
гробница	ɡrôbnit͡sa
гробље	ɡrôːbʎe
грожђе	ɡrôːʒd͡ʑe
гроза	ɡrǒːza
грозан	ɡrôːzan
грозд	ɡrôzd
грозити	ɡrǒziti
грозница	ɡrǒznit͡sa
грозно	ɡrôːzno
грозовит	ɡrozǒʋit
гром	ɡrôːm
громобран	ɡrômobraːn
гротескан	ɡrotěskan
гротескно	ɡrotěskno
груб	ɡrûːb
грубијан	ɡrubǐjaːn
грубо	ɡrûːbo
груда	ɡrûda
груди	ɡrûːdi
грудњак	ɡrûːdɲaːk
грузија	ɡrûːzija
грузијски	ɡrûːziːjski
грузијски	ɡrûːziːjskiː
грумен	ɡrûmeːn
грунт	ɡrûnt
групњак	ɡrǔpɲaːk
грушати	ɡrǔʃati
грчки	ɡr̂tʃki
грчки	ɡr̂tʃkiː
грјешник	ɡrjêʃniːk
губав	ɡûbaʋ
губитак	ɡubǐːtak
губити	ɡǔbiti
губитник	ɡǔbitniːk
губитница	ɡǔbitnit͡sa
гувернер	ɡuʋěrneːr
гугут	ɡûɡuːt
гудало	ɡǔdalo
гудура	ɡǔdura
гуж	ɡûːʒ
гужва	ɡûːʒʋa
гужвати	ɡûʒʋati
гузица	ɡǔzit͡sa
гукнути	ɡǔːknuti
гулаш	ɡûlaːʃ
гуликожа	ɡǔlikoʒa
гулити	ɡǔːliti
гума	ɡûma
гумб	ɡûmb
гумен	ɡǔmen
гумица	ɡûmit͡sa
гунгула	ɡunɡǔːla
гундељ	ɡǔndeʎ
гунђало	ɡǔnd͡ʑalo
гунђати	ɡǔnd͡ʑati
гурав	ɡûraʋ
гурати	ɡǔːrati
гурити	ɡûriti
гурнути	ɡûrnuti
гусар	ɡûsaːr
гусарити	ɡusǎːriti
гусеница	ɡûsenit͡sa
гусле	ɡûsle
гуснути	ɡûsnuti
густ	ɡûːst
густо	ɡûːsto
гусјеница	ɡûsjenit͡sa
гутати	ɡǔtati
гутач	ɡǔtaːt͡ʃ
гутање	ɡǔtaːɲe
гуцнути	ɡût͡snuti
гушење	ɡǔːʃeːɲe
гушити	ɡǔːʃiti
гушт	ɡûʃt
гуштати	ɡǔʃtati
гуштер	ɡûʃter
гуштерача	ɡuʃtěrat͡ʃa
гушчад	ɡûʃt͡ʃaːd
гуја	ɡǔːja
гљивар	ɡʎǐʋaːr
гњаватор	ɡɲǎʋaːtor
гњат	ɡɲâːt
гњеван	ɡɲěːʋan
гњевно	ɡɲêːʋno
гњечити	ɡɲěːt͡ʃiti
гњида	ɡɲîda
гњилеж	ɡɲǐːleʒ
гњилети	ɡɲǐːleti
гњио	ɡɲîo
гњити	ɡɲîːti
гњиљети	ɡɲǐːʎeti
гњурац	ɡɲǔːrat͡s
гњусан	ɡɲûsan
гњусно	ɡɲûsno
д	d
дабар	dâbar
дабогда	dǎboːɡda
дабогме	dabǒɡme
дабоме	dabǒme
дабров	dǎbroʋ
дабровина	dǎbroʋina
давалац	dǎːʋalat͡s
давати	dǎːʋati
давити	dǎːʋiti
