ก.	kɔː˧
ดั่ง	daŋ˨˩
ดั้ง	daŋ˥˩
ดั้งเดิม	daŋ˥˩.dɤːm˧
ดั้น	dan˥˩
ดาด	daːt̚˨˩
ดาดฟ้า	daːt̚˨˩.faː˦˥
ดาน	daːn˧
ดานูบ	daː˧.nuːp̚˥˩
ดาบ	daːp̚˨˩
ดาบปลายปืน	daːp̚˨˩.plaːj˧.pɯːn˧
ดาบส	daː˧.bot̚˨˩
ดาม	daːm˧
ดามัสกัส	daː˧.mat̚˦˥.kas˦˥,daː˧.mas˦˥.kat̚˦˥
ดาย	daːj˧
ดารา	daː˧.raː˧
ดาราจักร	daː˧.raː˧.t͡ɕak̚˨˩
ดาราศาสตร์	daː˧.raː˧.saːt̚˨˩
ดาร์กช็อกโกแลต	daːk̚˦˥.t͡ɕʰɔk̚˦˥.koː˧.lɛt̚˦˥
ดาร์มสตัดเทียม	daːm˧.sa˨˩.tat̚˦˥.tʰia̯m˥˩
ดาว	daːw˧
ดาวตก	daːw˧.tok̚˨˩
ดาวทะเล	daːw˧.tʰa˦˥.leː˧
ดาวนพเคราะห์	daːw˧.nop̚˦˥.pʰa˦˥.kʰrɔʔ˦˥
ดาวน์โหลด	daːw˧.loːt̚˨˩
ดาวฤกษ์	daːw˧.rɤːk̚˥˩
ดาวหาง	daːw˧.haːŋ˩˩˦
ดาวเคราะห์	daːw˧.kʰrɔʔ˦˥
ดาวเคราะห์นอกระบบ	daːw˧.kʰrɔʔ˦˥.nɔːk̚˥˩.ra˦˥.bop̚˨˩
ดาวเคราะห์น้อย	daːw˧.kʰrɔʔ˦˥.nɔːj˦˥
ดาวเคราะห์แคระ	daːw˧.kʰrɔʔ˦˥.kʰrɛʔ˦˥
ดาวเทียม	daːw˧.tʰia̯m˧
ดาวเรือง	daːw˧.rɯa̯ŋ˧
ดาวแคระขาว	daːw˧.kʰrɛʔ˦˥.kʰaːw˩˩˦
ดาวแคระดำ	daːw˧.kʰrɛʔ˦˥.dam˧
ดาวแคระน้ำตาล	daːw˧.kʰrɛʔ˦˥.nam˦˥.taːn˧
ดาวแคระแดง	daːw˧.kʰrɛʔ˦˥.dɛːŋ˧
ดาแกโรไทป์	daː˧.kɛː˧.roː˧.tʰaj˦˥
ดำ	dam˧
ดำน้ำ	dam˧.naːm˦˥
ดำรง	dam˧.roŋ˧
ดำรัส	dam˧.rat̚˨˩
ดำเนิน	dam˧.nɤːn˧
ดำเนินการ	dam˧.nɤːn˧.kaːn˧
ดิก	dik̚˨˩
ดิกชันนารี	dik̚˨˩.t͡ɕʰan˧.naː˧.riː˧,dik̚˨˩.t͡ɕʰan˧.naː˧.riː˥˩
ดิงโก	diŋ˧.koː˥˩
ดิจิทัล	di˨˩.t͡ɕi˨˩.tʰal˥˩,di˦˥.t͡ɕi˨˩.tʰal˥˩
ดิฉัน	di˨˩.t͡ɕʰan˩˩˦
ดิน	din˧
ดินดอนสามเหลี่ยม	din˧.dɔːn˧.saːm˩˩˦.lia̯m˨˩
ดินนวล	din˧.nua̯n˧
ดินน้ำมัน	din˧.nam˦˥.man˧
ดินปืน	din˧.pɯːn˧
ดินพอกหางหมู	din˧.pʰɔːk̚˥˩.haːŋ˩˩˦.muː˩˩˦
ดินสอ	din˧.sɔː˩˩˦
ดินสอกด	din˧.sɔː˩˩˦.kot̚˨˩
ดินสอพอง	din˧.sɔː˩˩˦.pʰɔːŋ˧
ดินสอสี	din˧.sɔː˩˩˦.siː˩˩˦
ดินหางยาว	din˧.haːŋ˩˩˦.jaːw˧
ดินเผา	din˧.pʰaw˩˩˦
ดินเหนียว	din˧.nia̯w˩˩˦
ดินแดน	din˧.dɛːn˧
ดินแดนส่วนแยก	din˧.dɛːn˧.sua̯n˨˩.jɛːk̚˥˩
ดินแดนแทรก	din˧.dɛːn˧.sɛːk̚˥˩
ดินแดนในภาวะทรัสตี	din˧.dɛːn˧.naj˧.pʰaː˧.wa˦˥.tʰras˦˥.tiː˧
ดิบ	dip̚˨˩
ดิรัจฉาน	di˨˩.rat̚˦˥.t͡ɕʰaːn˩˩˦
ดิลี	di˨˩.liː˧
ดิสก์	dit̚˨˩
ดิสนีย์	dis˦˥.niː˥˩
ดิสโก	dis˦˥.koː˥˩
ดิสโพรเซียม	dis˦˥.pʰroː˧.sia̯m˥˩
ดิ่ง	diŋ˨˩
ดิ่ว	diw˨˩
ดิ้น	din˥˩
ดิ้นรน	din˥˩.ron˧
ดี	diː˧
ดีกรี	diː˧.kriː˧
ดีงาม	diː˧.ŋaːm˧
ดีฉัน	diː˧.t͡ɕʰan˩˩˦
ดีซ่าน	diː˧.saːn˥˩
ดีด	diːt̚˨˩
ดีบุก	diː˧.buk̚˨˩
ดีปลี	diː˧.pliː˧
ดีรัจฉาน	diː˧.rat̚˦˥.t͡ɕʰaːn˩˩˦
ดีร้าย	diː˧.raːj˦˥
ดีวีดี	diː˧.wiː˧.diː˧
ดีเด่น	diː˧.den˨˩
ดีใจ	diː˧.t͡ɕaj˧
ดีไซน์	diː˧.saːj˧
ดึก	dɯk̚˨˩
ดึกดำบรรพ์	dɯk̚˨˩.dam˧.ban˧
ดึง	dɯŋ˧
ดึงดัน	dɯŋ˧.dan˧
ดึงดูด	dɯŋ˧.duːt̚˨˩
ดือ	dɯː˧
ดื่ม	dɯːm˨˩
ดื้อ	dɯː˥˩
ดุ	duʔ˨˩
ดุก	duk̚˨˩
ดุจ	dut̚˨˩
ดุดัน	du˨˩.dan˧
ดุด่า	du˨˩.daː˨˩
ดุบเนียม	dup̚˦˥.nia̯m˥˩
ดุริยางค์	du˨˩.ri˦˥.jaːŋ˧
ดุษฎี	dut̚˨˩.sa˨˩.diː˧
ดุษฎีนิพนธ์	dut̚˨˩.sa˨˩.diː˧.ni˦˥.pʰon˧
ดุษฎีบัณฑิต	dut̚˨˩.sa˨˩.diː˧.ban˧.dit̚˨˩
ดุสิต	du˨˩.si˨˩.ta˨˩.,du˨˩.sit̚˨˩,du˨˩.sit̚˨˩.ta˨˩.
ดุ้น	dun˥˩
ดุ๊ก	duk̚˦˥
ดู	duː˧
ดูกร	duː˧.kɔːn˧,duː˧.ka˨˩.raʔ˦˥
ดูกู	duː˧.kuː˧
ดูก่อน	duː˧.kɔːn˨˩
ดูชานเบ	duː˧.t͡ɕʰaːn˧.beː˥˩
ดูด	duːt̚˨˩
ดูดฝุ่น	duːt̚˨˩.fun˨˩
ดูถูก	duː˧.tʰuːk̚˨˩
ดูหมิ่น	duː˧.min˨˩
ดูหมิ่นซึ่งหน้า	duː˧.min˨˩.sɯŋ˥˩.naː˥˩
ดูเหมือน	duː˧.mɯa̯n˩˩˦
ดูแล	duː˧.lɛː˧
ดูใจ	duː˧.t͡ɕaj˧
ดูไบ	duː˧.baj˧
ด่วน	dua̯n˨˩
ด่า	daː˨˩
ด่าง	daːŋ˨˩
ด่างทับทิม	daːŋ˨˩.tʰap̚˦˥.tʰim˧
ด่าน	daːn˨˩
ด้น	don˥˩
ด้นถอยหลัง	don˥˩.tʰɔj˩˩˦.laŋ˩˩˦
ด้วง	dua̯ŋ˥˩
ด้วน	dua̯n˥˩
ด้วย	dua̯j˥˩
ด้วยกัน	dua̯j˥˩.kan˧
ด้วยเหตุที่	dua̯j˥˩.heːt̚˨˩.tʰiː˥˩
ด้อม	dɔm˥˩
ด้อย	dɔj˥˩
ด้าน	daːn˥˩
ด้านตรงข้ามมุมฉาก	daːn˥˩.troŋ˧.kʰaːm˥˩.mum˧.t͡ɕʰaːk̚˨˩
ด้านประกอบมุมฉาก	daːn˥˩.pra˨˩.kɔːp̚˨˩.mum˧.t͡ɕʰaːk̚˨˩
ด้าม	daːm˥˩
ด้าย	daːj˥˩
ด้าว	daːw˥˩
ด้ำ	dam˥˩
ต	tɔː˧
ต.	tɔː˧
ต.ค.	tɔː˧.kʰɔː˧
ต.ต.	tɔː˧.tɔː˧
ต.ต.ต.	tɔː˧.tɔː˧.tɔː˧
ต.ต.น.	tɔː˧.tɔː˧.nɔː˧
ต.อ.	tɔː˧.ʔɔː˧
ต.อ.ต.	tɔː˧.ʔɔː˧.tɔː˧
ต.อ.น.	tɔː˧.ʔɔː˧.nɔː˧
ตก	tok̚˨˩
ตกตะกอน	tok̚˨˩.ta˨˩.kɔːn˧
ตกปลา	tok̚˨˩.plaː˧
ตกผลึก	tok̚˨˩.pʰa˨˩.lɯk̚˨˩
ตกฟาก	tok̚˨˩.faːk̚˥˩
ตกลง	tok̚˨˩.loŋ˧
ตกลูก	tok̚˨˩.luːk̚˥˩
ตกเขียว	tok̚˨˩.kʰia̯w˩˩˦
ตกเบ็ด	tok̚˨˩.bet̚˨˩
ตกเลือด	tok̚˨˩.lɯa̯t̚˥˩
ตกแต่ง	tok̚˨˩.tɛŋ˨˩
ตกใจ	tok̚˨˩.t͡ɕaj˧
ตงฉิน	toŋ˧.t͡ɕʰin˩˩˦
ตงฟาง	toŋ˧.faːŋ˧
ตด	tot̚˨˩
ตถาคต	ta˨˩.tʰaː˩˩˦.kʰot̚˦˥
ตน	ton˧
ตนเอง	ton˧.ʔeːŋ˧
ตบ	top̚˨˩
ตบชวา	top̚˨˩.t͡ɕʰa˦˥.waː˧
ตบมือ	top̚˨˩.mɯː˧
ตปท.	tɔː˧.pɔː˧.tʰɔː˧
ตม	tom˧
ตรง	troŋ˧
ตรงข้าม	troŋ˧.kʰaːm˥˩
ตรงนั้น	troŋ˧.nan˦˥
ตรงนี้	troŋ˧.niː˦˥
ตรรกวิบัติ	tak̚˨˩.ka˨˩.wi˦˥.bat̚˨˩
ตรรกศาสตร์	tak̚˨˩.ka˨˩.saːt̚˨˩
ตรรกะ	tak̚˨˩.kaʔ˨˩
ตรรกะวิบัติ	tak̚˨˩.ka˨˩.wi˦˥.bat̚˨˩
ตรวจ	trua̯t̚˨˩
ตรวจสอบ	trua̯t̚˨˩.sɔːp̚˨˩
ตรวน	trua̯n˧
ตรอก	trɔːk̚˨˩
ตระกร้อ	tra˨˩.krɔː˥˩
ตระกร้า	tra˨˩.kraː˥˩
ตระกูล	tra˨˩.kuːn˧
ตระกูลของภาษา	tra˨˩.kuːn˧.kʰɔːŋ˩˩˦.pʰaː˧.saː˩˩˦
ตระกูลภาษา	tra˨˩.kuːn˧.pʰaː˧.saː˩˩˦
ตระบอง	tra˨˩.bɔːŋ˧
ตระบัด	tra˨˩.bat̚˨˩
ตระพัง	tra˨˩.pʰaŋ˧
ตระหนัก	tra˨˩.nak̚˨˩
ตรัง	traŋ˧
ตรัส	trat̚˨˩
ตรา	traː˧
ตราชู	traː˧.t͡ɕʰuː˧
ตราด	traːt̚˨˩
ตราบ	traːp̚˨˩
ตราบาป	traː˧.baːp̚˨˩
ตราสัง	traː˧.saŋ˩˩˦
ตราสาร	traː˧.saːn˩˩˦
ตราสารเปลี่ยนมือ	traː˧.saːn˩˩˦.plia̯n˨˩.mɯː˧
ตราอาร์ม	traː˧.ʔaːm˧
ตราไปรษณียากร	traː˧.praj˧.sa˨˩.niː˧.jaː˧.kɔːn˧
ตรินิแดดและโตเบโก	tri˨˩.ni˦˥.dɛːt̚˨˩.lɛʔ˦˥.toː˧.beː˧.koː˧
ตรีทูต	triː˧.tʰuːt̚˥˩
ตรีนิศก	triː˧.ni˦˥.sok̚˨˩
ตรีศก	triː˧.sok̚˨˩
ตรีศูล	triː˧.suːn˩˩˦
ตรีโกณมิติ	triː˧.koːn˧.mi˦˥.tiʔ˨˩
ตรึง	trɯŋ˧
ตรึม	trɯm˧
ตรุษ	trut̚˨˩
ตรุษจีน	trut̚˨˩.t͡ɕiːn˧
ตรุษฝรั่ง	trut̚˨˩.fa˨˩.raŋ˨˩
ตฤๅ	triː˧
ตลก	ta˨˩.lok̚˨˩
ตลอด	ta˨˩.lɔːt̚˨˩
ตลอดไป	ta˨˩.lɔːt̚˨˩.paj˧
ตลับ	ta˨˩.lap̚˨˩
ตลับดินสอ	ta˨˩.lap̚˨˩.din˧.sɔː˩˩˦
ตลาด	ta˨˩.laːt̚˨˩
ตลาดนัด	ta˨˩.laːt̚˨˩.nat̚˦˥
ตลาดน้ำ	ta˨˩.laːt̚˨˩.naːm˦˥
ตลาดมืด	ta˨˩.laːt̚˨˩.mɯːt̚˥˩
ตลาดล่าง	ta˨˩.laːt̚˨˩.laːŋ˥˩
ตลาดหลักทรัพย์	ta˨˩.laːt̚˨˩.lak̚˨˩.sap̚˦˥
ตลาดหุ้น	ta˨˩.laːt̚˨˩.hun˥˩
ตลิ่ง	ta˨˩.liŋ˨˩
ตวง	tua̯ŋ˧
ตอ	tɔː˧
ตอก	tɔːk̚˨˩
ตอง	tɔːŋ˧
ตองกา	tɔːŋ˧.kaː˧
ตองงา	tɔːŋ˧.ŋaː˧
ตอด	tɔːt̚˨˩
ตอน	tɔːn˧
ตอนกิ่ง	tɔːn˧.kiŋ˨˩
ตอนนั้น	tɔːn˧.nan˦˥
ตอนนี้	tɔːn˧.niː˦˥
ตอนบ่าย	tɔːn˧.baːj˨˩
ตอนเช้า	tɔːn˧.t͡ɕʰaːw˦˥
ตอนเย็น	tɔːn˧.jen˧
ตอบ	tɔːp̚˨˩
ตอบสนอง	tɔːp̚˨˩.sa˨˩.nɔːŋ˩˩˦
ตอบโต้	tɔːp̚˨˩.toː˥˩
ตอม	tɔːm˧
ตอแหล	tɔː˧.lɛː˩˩˦
ตอแหลแลนด์	tɔː˧.lɛː˩˩˦.lɛːn˧
ตะ	taʔ˨˩
ตะกร้อ	ta˨˩.krɔː˥˩
ตะกร้า	ta˨˩.kraː˥˩
ตะกละ	ta˨˩.klaʔ˨˩
ตะกวด	ta˨˩.kua̯t̚˨˩
ตะกอน	ta˨˩.kɔːn˧
ตะกั่ว	ta˨˩.kua̯˨˩
ตะขอ	ta˨˩.kʰɔː˩˩˦
ตะขาบ	ta˨˩.kʰaːp̚˨˩
ตะคริว	ta˨˩.kʰriw˧
ตะบอง	ta˨˩.bɔːŋ˧
ตะบองเพชร	ta˨˩.bɔːŋ˧.pʰet̚˦˥
ตะปู	ta˨˩.puː˧
ตะพด	ta˨˩.pʰot̚˦˥
ตะพัง	ta˨˩.pʰaŋ˧
ตะพาบ	ta˨˩.pʰaːp̚˥˩
ตะลิงปลิง	ta˨˩.liŋ˧.pliŋ˧
ตะลึง	ta˨˩.lɯŋ˧
ตะลุง	ta˨˩.luŋ˧
ตะวัน	ta˨˩.wan˧
ตะวันตก	ta˨˩.wan˧.tok̚˨˩
ตะวันตกเฉียงเหนือ	ta˨˩.wan˧.tok̚˨˩.t͡ɕʰia̯ŋ˩˩˦.nɯa̯˩˩˦
ตะวันตกเฉียงใต้	ta˨˩.wan˧.tok̚˨˩.t͡ɕʰia̯ŋ˩˩˦.taːj˥˩
ตะวันออก	ta˨˩.wan˧.ʔɔːk̚˨˩
ตะวันออกกลาง	ta˨˩.wan˧.ʔɔːk̚˨˩.klaːŋ˧
ตะวันออกเฉียงเหนือ	ta˨˩.wan˧.ʔɔːk̚˨˩.t͡ɕʰia̯ŋ˩˩˦.nɯa̯˩˩˦
ตะวันออกเฉียงใต้	ta˨˩.wan˧.ʔɔːk̚˨˩.t͡ɕʰia̯ŋ˩˩˦.taːj˥˩
ตะวันออกไกล	ta˨˩.wan˧.ʔɔːk̚˨˩.klaj˧
ตะวันอ้อมข้าว	ta˨˩.wan˧.ʔɔːm˥˩.kʰaːw˥˩
ตะหลิว	ta˨˩.liw˩˩˦
ตะเกียง	ta˨˩.kia̯ŋ˧
ตะเกียบ	ta˨˩.kia̯p̚˨˩
ตะเข็บ	ta˨˩.kʰep̚˨˩
ตะเคียน	ta˨˩.kʰia̯n˧
ตะเฆ่	ta˨˩.kʰeː˥˩
ตะเบ็ง	ta˨˩.beŋ˧
ตะแกรง	ta˨˩.krɛːŋ˧
ตะแคง	ta˨˩.kʰɛːŋ˧
ตะแบก	ta˨˩.bɛːk̚˨˩
ตะแบง	ta˨˩.bɛːŋ˧
ตะแมะแคระ	ta˨˩.mɛʔ˦˥.kʰrɛʔ˦˥
ตะแมะแคะ	ta˨˩.mɛʔ˦˥.kʰɛʔ˦˥
ตะแลงแกง	ta˨˩.lɛːŋ˧.kɛːŋ˧
ตะแหมะแขะ	ta˨˩.mɛʔ˨˩.kʰɛʔ˨˩
ตะโก	ta˨˩.koː˧
ตะโกน	ta˨˩.koːn˧
ตะโก้	ta˨˩.koː˥˩
ตะโพน	ta˨˩.pʰoːn˧
ตะไคร่	ta˨˩.kʰraj˥˩
ตะไคร่น้ำ	ta˨˩.kʰraj˥˩.nam˦˥
ตะไคร้	ta˨˩.kʰraj˦˥
ตะไบ	ta˨˩.baj˧
ตะไบเล็บ	ta˨˩.baj˧.lep̚˦˥
ตัก	tak̚˨˩
ตักน้ำใส่กะโหลกชะโงกดูเงา	tak̚˨˩.naːm˦˥.saj˨˩.ka˨˩.loːk̚˨˩.t͡ɕʰa˦˥.ŋoːk̚˥˩.duː˧.ŋaw˧
ตักบาตร	tak̚˨˩.baːt̚˨˩
ตังค์	taŋ˧
ตัณหา	tan˧.haː˩˩˦
ตัด	tat̚˨˩
ตัดต่อ	tat̚˨˩.tɔː˨˩
ตัดมิให้รับมรดก	tat̚˨˩.mi˦˥.haj˥˩.rap̚˦˥.mɔː˧.ra˦˥.dok̚˨˩
ตัดสิน	tat̚˨˩.sin˩˩˦
ตัดสินใจ	tat̚˨˩.sin˩˩˦.t͡ɕaj˧
ตัน	tan˧
ตับ	tap̚˨˩
ตับอักเสบ	tap̚˨˩.ʔak̚˨˩.seːp̚˨˩
ตับอ่อน	tap̚˨˩.ʔɔːn˨˩
ตับแข็ง	tap̚˨˩.kʰɛŋ˩˩˦
ตับแตก	tap̚˨˩.tɛːk̚˨˩
ตับแลบ	tap̚˨˩.lɛp̚˥˩
ตัว	tua̯˧
ตัวกลม	tua̯˧.klom˧
ตัวกั้นระหว่างเลือดกับสมอง	tua̯˧.kan˥˩.ra˦˥.waːŋ˨˩.lɯa̯t̚˥˩.kap̚˨˩.sa˨˩.mɔːŋ˩˩˦
ตัวการ	tua̯˧.kaːn˧
ตัวกินมด	tua̯˧.kin˧.mot̚˦˥
ตัวขาว	tua̯˧.kʰaːw˩˩˦
ตัวคูณร่วมน้อย	tua̯˧.kʰuːn˧.rua̯m˥˩.nɔːj˦˥
ตัวดำ	tua̯˧.dam˧
ตัวตน	tua̯˧.ton˧
ตัวตลก	tua̯˧.ta˨˩.lok̚˨˩
ตัวต้านทาน	tua̯˧.taːn˥˩.tʰaːn˧
ตัวถ่วง	tua̯˧.tʰua̯ŋ˨˩
ตัวทำปฏิกิริยา	tua̯˧.tʰam˧.pa˨˩.ti˨˩.ki˨˩.ri˦˥.jaː˧
ตัวทำละลาย	tua̯˧.tʰam˧.la˦˥.laːj˧
ตัวนำ	tua̯˧.nam˧
ตัวประกัน	tua̯˧.pra˨˩.kan˧
ตัวผู้	tua̯˧.pʰuː˥˩
ตัวยง	tua̯˧.joŋ˧
ตัวละคร	tua̯˧.la˦˥.kʰɔːn˧
ตัวหนอน	tua̯˧.nɔːn˩˩˦
ตัวหนังสือ	tua̯˧.naŋ˩˩˦.sɯː˩˩˦
ตัวหารร่วมมาก	tua̯˧.haːn˩˩˦.rua̯m˥˩.maːk̚˥˩
ตัวอย่าง	tua̯˧.jaːŋ˨˩
ตัวอักษร	tua̯˧.ʔak̚˨˩.sɔːn˩˩˦
ตัวอ่อน	tua̯˧.ʔɔːn˨˩
ตัวเชื่อม	tua̯˧.t͡ɕʰɯa̯m˥˩
ตัวเมีย	tua̯˧.mia̯˧
ตัวเร่ง	tua̯˧.reŋ˥˩
ตัวเลข	tua̯˧.leːk̚˥˩
ตัวเลือก	tua̯˧.lɯa̯k̚˥˩
ตัวเหนี่ยวนำ	tua̯˧.nia̯w˨˩.nam˧
ตัวเอง	tua̯˧.ʔeːŋ˧
ตัวแทน	tua̯˧.tʰɛːn˧
ตัวแปร	tua̯˧.prɛː˧
ตัวใครตัวมัน	tua̯˧.kʰraj˧.tua̯˧.man˧
ตั่ง	taŋ˨˩
ตั้ง	taŋ˥˩
ตั้งชื่อ	taŋ˥˩.t͡ɕʰɯː˥˩
ตั้งตัว	taŋ˥˩.tua̯˧
ตั้งเป้าหมาย	taŋ˥˩.paw˥˩.maːj˩˩˦
ตั้งแต่	taŋ˥˩.tɛː˨˩
ตั้งโอ๋	taŋ˥˩.ʔoː˩˩˦
ตั้งใจ	taŋ˥˩.t͡ɕaj˧
ตั้งไข่	taŋ˥˩.kʰaj˨˩
ตั๊กแตน	tak̚˦˥.ka˨˩.tɛːn˧
ตั๊กแตนตำข้าว	tak̚˦˥.ka˨˩.tɛːn˧.tam˧.kʰaːw˥˩
ตั๋ว	tua̯˩˩˦
ตั๋วสัญญาใช้เงิน	tua̯˩˩˦.san˩˩˦.jaː˧.t͡ɕʰaj˦˥.ŋɤn˧
ตา	taː˧
ตาก	taːk̚˨˩
ตากล้อง	taː˧.klɔŋ˥˩
ตากอากาศ	taːk̚˨˩.ʔaː˧.kaːt̚˨˩
ตาข่าย	taː˧.kʰaːj˨˩
ตาชั่ง	taː˧.t͡ɕʰaŋ˥˩
ตาตุ่ม	taː˧.tum˨˩
ตาต่ำ	taː˧.tam˨˩
ตาถั่ว	taː˧.tʰua̯˨˩
ตาน	taːn˧
ตาน้ำ	taː˧.naːm˦˥
ตาบอด	taː˧.bɔːt̚˨˩
ตาบอดสี	taː˧.bɔːt̚˨˩.siː˩˩˦
ตาปลา	taː˧.plaː˧
ตาปี	taː˧.piː˧
ตาปู	taː˧.puː˧
ตาม	taːm˧
ตามัว	taː˧.mua̯˧
ตามใจ	taːm˧.t͡ɕaj˧
ตาย	taːj˧
ตายตัว	taːj˧.tua̯˧
ตายทั้งกลม	taːj˧.tʰaŋ˦˥.klom˧
ตายโหง	taːj˧.hoːŋ˩˩˦
ตาราง	taː˧.raːŋ˧
ตารางธาตุ	taː˧.raːŋ˧.tʰaːt̚˥˩
ตารางวา	taː˧.raːŋ˧.waː˧
ตารางเวลา	taː˧.raːŋ˧.weː˧.laː˧
ตาล	taːn˧,taː˧.la˦˥.
ตาลปัตร	taː˧.la˦˥.pat̚˨˩
ตาลิปัตร	taː˧.li˦˥.pat̚˨˩
ตาว	taːw˧
ตาวัน	taː˧.wan˧
ตาสว่าง	taː˧.sa˨˩.waːŋ˨˩
ตาสีตาสา	taː˧.siː˩˩˦.taː˧.saː˩˩˦
ตาแมว	taː˧.mɛːw˧
ตาไก่	taː˧.kaj˨˩
ตาไม้	taː˧.maːj˦˥
ตำ	tam˧
ตำนาน	tam˧.naːn˧
ตำน้ำพริกละลายแม่น้ำ	tam˧.naːm˦˥.pʰrik̚˦˥.la˦˥.laːj˧.mɛː˥˩.naːm˦˥,tam˧.nam˦˥.pʰrik̚˦˥.la˦˥.laːj˧.mɛː˥˩.naːm˦˥
ตำบล	tam˧.bon˧
ตำรวจ	tam˧.rua̯t̚˨˩
ตำรา	tam˧.raː˧
ตำลึง	tam˧.lɯŋ˧
ตำหนัก	tam˧.nak̚˨˩
ตำหนิ	tam˧.niʔ˨˩
ตำแย	tam˧.jɛː˧
ตำแหน่ง	tam˧.nɛŋ˨˩
ติ	tiʔ˨˩
ติง	tiŋ˧
ติงต๊อง	tiŋ˧.tɔŋ˦˥
ติชม	ti˨˩.t͡ɕʰom˧
ติด	tit̚˨˩
ติดดิน	tit̚˨˩.din˧
ติดตาม	tit̚˨˩.taːm˧
ติดต่อ	tit̚˨˩.tɔː˨˩
ติดสัด	tit̚˨˩.sat̚˨˩
ติดอ่าง	tit̚˨˩.ʔaːŋ˨˩
ติดเก้ง	tit̚˨˩.keːŋ˥˩
ติดเชื้อ	tit̚˨˩.t͡ɕʰɯa̯˦˥
ติดใจ	tit̚˨˩.t͡ɕaj˧
ติม	tim˧
ติมอร์	ti˨˩.mɔː˧
ติมอร์ตะวันออก	ti˨˩.mɔː˧.ta˨˩.wan˧.ʔɔːk̚˨˩
ติรัจฉาน	ti˨˩.rat̚˦˥.t͡ɕʰaːn˩˩˦
ติ่ง	tiŋ˨˩
ติ่งหู	tiŋ˨˩.huː˩˩˦
ติ่มซำ	tim˨˩.sam˧
ตี	tiː˧
ตีความ	tiː˧.kʰwaːm˧
ตีฉิ่ง	tiː˧.t͡ɕʰiŋ˨˩
ตีน	tiːn˧
ตีนกบ	tiːn˧.kop̚˨˩
ตีนกา	tiːn˧.kaː˧
ตีนแมว	tiːn˧.mɛːw˧
ตีบ	tiːp̚˨˩
ตีปลาหน้าไซ	tiː˧.plaː˧.naː˥˩.saj˧
ตีปีก	tiː˧.piːk̚˨˩
ตีพิมพ์	tiː˧.pʰim˧
ตีลังกา	tiː˧.laŋ˧.kaː˧
ตีหน้า	tiː˧.naː˥˩
ตี๋	tiː˩˩˦
ตึก	tɯk̚˨˩
ตึกระฟ้า	tɯk̚˨˩.ra˦˥.faː˦˥
ตึง	tɯŋ˧
ตึ๊ง	tɯŋ˦˥
ตือ	tɯː˧
ตื่น	tɯːn˨˩
ตื่นขึ้น	tɯːn˨˩.kʰɯn˥˩
ตื่นตัว	tɯːn˨˩.tua̯˧
ตื่นนอน	tɯːn˨˩.nɔːn˧
ตื่นเต้น	tɯːn˨˩.ten˥˩
ตื้น	tɯːn˥˩
ตื้นเขิน	tɯːn˥˩.kʰɤːn˩˩˦
ตื้บ	tɯːp̚˥˩
ตื๊อ	tɯː˦˥
ตุง	tuŋ˧
ตุน	tun˧
ตุนาหงัน	tu˨˩.naː˧.ŋan˩˩˦
ตุรกี	tu˨˩.ra˦˥.kiː˧
ตุล	tun˧
ตุลย์	tun˧
ตุลา	tu˨˩.laː˧
ตุลาการ	tu˨˩.laː˧.kaːn˧
ตุลาการภิวัฒน์	tu˨˩.laː˧.kaːn˧.pʰi˦˥.wat̚˦˥
ตุลาการภิวัตน์	tu˨˩.laː˧.kaːn˧.pʰi˦˥.wat̚˦˥
ตุลาคม	tu˨˩.laː˧.kʰom˧
ตุ่น	tun˨˩
ตุ่นปากเป็ด	tun˨˩.paːk̚˨˩.pet̚˨˩
ตุ่ม	tum˨˩
ตุ่มมังกร	tum˨˩.maŋ˧.kɔːn˧
ตุ่มรับรส	tum˨˩.rap̚˦˥.rot̚˦˥
ตุ้งติ้ง	tuŋ˥˩.tiŋ˥˩
ตุ้ม	tum˥˩
ตุ้มหู	tum˥˩.huː˩˩˦
ตุ๊กตา	tuk̚˦˥.ka˨˩.taː˧
ตุ๊กตาหิมะ	tuk̚˦˥.ka˨˩.taː˧.hi˨˩.maʔ˦˥
ตุ๊กตาเสียกบาล	tuk̚˦˥.ka˨˩.taː˧.sia̯˩˩˦.ka˨˩.baːn˧
ตุ๊กตาแม่ลูกดก	tuk̚˦˥.ka˨˩.taː˧.mɛː˥˩.luːk̚˥˩.dok̚˨˩
ตุ๊กตุ๊ก	tuk̚˦˥.tuk̚˦˥
ตุ๊กแก	tuk̚˦˥.kɛː˧
ตุ๊ด	tut̚˦˥
ตุ๋น	tun˩˩˦
ตุ๋ย	tuj˩˩˦
ตู	tuː˧
ตูด	tuːt̚˨˩
ตูนิเซีย	tuː˧.ni˦˥.sia̯˧
ตูม	tuːm˧
ตูวาลู	tuː˧.waː˧.luː˧
ตู้	tuː˥˩
ตู้ปลา	tuː˥˩.plaː˧
ตู้รถไฟ	tuː˥˩.rot̚˦˥.faj˧
ตู้หนังสือ	tuː˥˩.naŋ˩˩˦.sɯː˩˩˦
ตู้เซฟ	tuː˥˩.sef˦˥,tuː˥˩.sep̚˦˥
ตู้เพลง	tuː˥˩.pʰleːŋ˧
ตู้เย็น	tuː˥˩.jen˧
ตู้เสื้อผ้า	tuː˥˩.sɯa̯˥˩.pʰaː˥˩
