a	ɒ
gondnokom	ɡondnokom
gondnokotok	ɡondnokotok
gondnokuk	ɡondnokuk
gondnokunk	ɡondnokuŋk
gondod	ɡondod
gondok	ɡondok
gondokat	ɡondokɒt
gondokkal	ɡondokːɒl
gondoknak	ɡondoknɒk
gondokon	ɡondokon
gondokra	ɡondokrɒ
gondol	ɡondol
gondola	ɡondolɒ
gondolat	ɡondolɒt
gondolata	ɡondolɒtɒ
gondolatai	ɡondolɒtɒji
gondolataid	ɡondolɒtɒjid
gondolataik	ɡondolɒtɒjik
gondolataim	ɡondolɒtɒjim
gondolataink	ɡondolɒtɒjiŋk
gondolatait	ɡondolɒtɒjit
gondolataitok	ɡondolɒtɒjitok
gondolati	ɡondolɒti
gondolatjel	ɡondolɒtjɛl
gondolatjele	ɡondolɒcːɛlɛ
gondolatjeled	ɡondolɒtjɛlɛd
gondolatjelei	ɡondolɒtjɛlɛji
gondolatjeleid	ɡondolɒtjɛlɛjid
gondolatjeleik	ɡondolɒtjɛlɛjik
gondolatjeleim	ɡondolɒtjɛlɛjim
gondolatjeleink	ɡondolɒtjɛlɛjiŋk
gondolatjeleitek	ɡondolɒtjɛlɛjitɛk
gondolatjelek	ɡondolɒtjɛlɛk
gondolatjelem	ɡondolɒtjɛlɛm
gondolatjeletek	ɡondolɒtjɛlɛtɛk
gondolatjelük	ɡondolɒtjɛlyk
gondolatjelünk	ɡondolɒtjɛlyŋk
gondolatkísérlet	ɡondolɒtkiːʃeːrlɛt
gondolatkísérletek	ɡondolɒtkiːʃeːrlɛtɛk
gondolatmenet	ɡondolɒtmɛnɛt
gondolatod	ɡondolɒtod
gondolatok	ɡondolɒtok
gondolatokat	ɡondolɒtokɒt
gondolatokon	ɡondolɒtokon
gondolatokra	ɡondolɒtokrɒ
gondolatom	ɡondolɒtom
gondolaton	ɡondolɒton
gondolatot	ɡondolɒtot
gondolatotok	ɡondolɒtotok
gondolatra	ɡondolɒtrɒ
gondolattal	ɡondolɒtːɒl
gondolatuk	ɡondolɒtuk
gondolatunk	ɡondolɒtuŋk
gondolja	ɡondojːɒ
gondoljalak	ɡondojːɒlɒk
gondoljuk	ɡondojːuk
gondolják	ɡondojːaːk
gondolkodik	ɡondolkodik
gondolkodni	ɡondolkodni
gondolkodok	ɡondolkodok
gondolkodom	ɡondolkodom
gondolkodott	ɡondolkodotː
gondolkodás	ɡondolkodaːʃ
gondolkodások	ɡondolkodaːʃok
gondolkodó	ɡondolkodoː
gondolkodók	ɡondolkodoːk
gondolkozik	ɡondolkozik
gondolkozni	ɡondolkozni
gondollak	ɡondolːɒk
gondolni	ɡondolni
gondolnálak	ɡondolnaːlɒk
gondolod	ɡondolod
gondolok	ɡondolok
gondolom	ɡondolom
gondolsz	ɡondols
gondolta	ɡondoltɒ
gondoltalak	ɡondoltɒlɒk
gondoltam	ɡondoltɒm
gondolunk	ɡondoluŋk
gondolák	ɡondolaːk
gondolás	ɡondolaːʃ
gondolások	ɡondolaːʃok
gondom	ɡondom
gondon	ɡondon
gondos	ɡondoʃ
gondosabb	ɡondoʃɒbː
gondosan	ɡondoʃɒn
gondoskodik	ɡondoʃkodik
gondoskodni	ɡondoʃkodni
gondosság	ɡondoʃːaːɡ
gondot	ɡondot
gondotok	ɡondotok
gondoz	ɡondoz
gondozok	ɡondozok
gondozott	ɡondozotː
gondozottabb	ɡondozotːɒbː
gondozottak	ɡondozotːɒk
gondozás	ɡondozaːʃ
gondozása	ɡondozaːʃɒ
gondozásában	ɡondozaːʃaːbɒn
gondra	ɡondrɒ
gondtalan	ɡontɒlɒn
gondtalanabb	ɡontɒlɒnɒbː
gondtalanabbul	ɡontɒlɒnɒbːul
gondtalanság	ɡontɒlɒnʃaːɡ
gondtalanul	ɡontɒlɒnul
gondterhelt	ɡontɛrɦɛlt
gondterheltebb	ɡontɛrɦɛltɛbː
gondunk	ɡonduŋk
gondviselés	ɡondviʃɛleːʃ
gondviselések	ɡondviʃɛleːʃɛk
gonosz	ɡonos
gonoszabb	ɡonosɒbː
gonoszság	ɡonoʃːaːɡ
gonoszságok	ɡonoʃːaːɡok
gordon	ɡordon
gordonka	ɡordoŋkɒ
gordonkák	ɡordoŋkaːk
gordonok	ɡordonok
gorgó	ɡorɡoː
gorgók	ɡorɡoːk
gorilla	ɡorilːɒ
gorillák	ɡorilːaːk
goromba	ɡorombɒ
gorombaság	ɡorombɒʃaːɡ
gorombaságok	ɡorombɒʃaːɡok
gorombább	ɡorombaːbː
gorombán	ɡorombaːn
gorombáskodik	ɡorombaːʃkodik
grabanc	ɡrɒbɒnt͡s
graciőz	ɡrɒt͡sijøːz
graciőzebb	ɡrɒt͡sijøːzɛbː
grafika	ɡrɒfikɒ
grafikai	ɡrɒfikɒji
grafikon	ɡrɒfikon
grafikonon	ɡrɒfikonon
grafikus	ɡrɒfikuʃ
grafikusok	ɡrɒfikuʃok
grafikák	ɡrɒfikaːk
grafikával	ɡrɒfikaːvɒl
grafológia	ɡrɒfoloːɡijɒ
grafológiák	ɡrɒfoloːɡijaːk
gramm	ɡrɒmː
grammatika	ɡrɒmɒtikɒ
grammatikai	ɡrɒmɒtikɒji
grammok	ɡrɒmːok
grammos	ɡrɒmːoʃ
grammsúly	ɡrɒmʃuːj
granita	ɡrɒnitɒ
granulátum	ɡrɒnulaːtum
granulátumok	ɡrɒnulaːtumok
gratulál	ɡrɒtulaːl
gratulálok	ɡrɒtulaːlok
gratulálunk	ɡrɒtulaːluŋk
gravitáció	ɡrɒvitaːt͡sijoː
gravitációk	ɡrɒvitaːt͡sijoːk
gravitációs	ɡrɒvitaːt͡sijoːʃ
gregorián	ɡrɛɡorijaːn
grenada	ɡrɛnɒdɒ
griff	ɡrifː
griffmadár	ɡrifmɒdaːr
grimasz	ɡrimɒs
groteszk	ɡrotɛsk
groznij	ɡroznij
groznijt	ɡroznijt
grádus	ɡraːduʃ
grádusok	ɡraːduʃok
gráf	ɡraːf
gráfelmélet	ɡraːfɛlmeːlɛt
gráfok	ɡraːfok
gránit	ɡraːnit
gránitok	ɡraːnitok
gránátalma	ɡraːnaːtɒlmɒ
gránátalmák	ɡraːnaːtɒlmaːk
gróf	ɡroːf
grófkisasszony	ɡroːfkiʃɒsːoɲ
grófkisasszonyok	ɡroːfkiʃɒsːoɲok
grófné	ɡroːfneː
grófnék	ɡroːfneːk
grófnő	ɡroːfnøː
grófnők	ɡroːfnøːk
grófok	ɡroːfok
grönland	ɡrønlɒnd
grúz	ɡruːz
grúzia	ɡruːzijɒ
grúziában	ɡruːzijaːbɒn
grúzok	ɡruːzok
guam	ɡuɒm
guatemala	ɡvɒtɛmɒlɒ
guatemalaváros	ɡvɒtɛmɒlɒvaːroʃ
guba	ɡubɒ
gubacsdarázs	ɡubɒd͡ʒdɒraːʒ
gubanc	ɡubɒnt͡s
gubancok	ɡubɒnt͡sok
gubó	ɡuboː
gubók	ɡuboːk
gudzsaráti	ɡud͡ʒɒraːti
gui	ɡuji
guinea	ɡiːnɛɒ
guineai	ɡiːnɛɒji
gulya	ɡujɒ
gulyák	ɡujaːk
gulyás	ɡujaːʃ
gulyások	ɡujaːʃok
gumi	ɡumi
gumicsizma	ɡumit͡ʃizmɒ
gumicsizmák	ɡumit͡ʃizmaːk
gumicsónak	ɡumit͡ʃoːnɒk
gumicsónakok	ɡumit͡ʃoːnɒkok
gumik	ɡumik
gumikesztyű	ɡumikɛscyː
gumikesztyűk	ɡumikɛscyːk
guru	ɡuru
gurui	ɡuruji
guruk	ɡuruk
gurul	ɡurul
gurulna	ɡurulnɒ
guruló	ɡuruloː
gurum	ɡurum
gurun	ɡurun
gurut	ɡurut
gurít	ɡuriːt
gusztus	ɡustuʃ
gusztusos	ɡustuʃoʃ
gusztusosabb	ɡustuʃoʃɒbː
gusztustalan	ɡustuʃtɒlɒn
gusztustalanabb	ɡustuʃtɒlɒnɒbː
gusztustalanul	ɡustuʃtɒlɒnul
gusztáv	ɡustaːv
guta	ɡutɒ
guyana	ɡujaːnɒ
guyana	ɡɒjɒnɒ
gy	ɟ
gy	ɟeː
gyakor	ɟɒkor
gyakori	ɟɒkori
gyakoriak	ɟɒkorijɒk
gyakoribb	ɟɒkoribː
gyakoriság	ɟɒkoriʃaːɡ
gyakoriságok	ɟɒkoriʃaːɡok
gyakorlat	ɟɒkorlɒt
gyakorlata	ɟɒkorlɒtɒ
gyakorlatba	ɟɒkorlɒdbɒ
gyakorlatból	ɟɒkorlɒdboːl
gyakorlathoz	ɟɒkorlɒthoz
gyakorlati	ɟɒkorlɒti
gyakorlatibb	ɟɒkorlɒtibː
gyakorlatig	ɟɒkorlɒtiɡ
gyakorlatilag	ɟɒkorlɒtilɒɡ
gyakorlatként	ɟɒkorlɒtkeːnt
gyakorlatnál	ɟɒkorlɒtnaːl
gyakorlatok	ɟɒkorlɒtok
gyakorlatokat	ɟɒkorlɒtokɒt
gyakorlaton	ɟɒkorlɒton
gyakorlatos	ɟɒkorlɒtoʃ
gyakorlatra	ɟɒkorlɒtrɒ
gyakorlatról	ɟɒkorlɒtroːl
gyakorlattal	ɟɒkorlɒtːɒl
gyakorlattá	ɟɒkorlɒtːaː
gyakorlattól	ɟɒkorlɒtːoːl
gyakorlatért	ɟɒkorlɒteːrt
gyakorlás	ɟɒkorlaːʃ
gyakorlása	ɟɒkorlaːʃɒ
gyakorlások	ɟɒkorlaːʃok
gyakorló	ɟɒkorloː
gyakornok	ɟɒkornok
gyakornokok	ɟɒkornokok
gyakorol	ɟɒkorol
gyakorolni	ɟɒkorolni
gyakorta	ɟɒkortɒ
gyakrabban	ɟɒkrɒbːɒn
gyakran	ɟɒkrɒn
gyalma	ɟɒlmɒ
gyalog	ɟɒloɡ
gyalogja	ɟɒloɡjɒ
gyalogjai	ɟɒloɡjɒji
gyalogjaid	ɟɒloɡjɒjid
gyalogjaik	ɟɒloɡjɒjik
gyalogjaim	ɟɒloɡjɒjim
gyalogjaink	ɟɒloɡjɒjiŋk
gyalogjaitok	ɟɒloɡjɒjitok
gyalogjuk	ɟɒloɡjuk
gyaloglás	ɟɒloɡlaːʃ
gyaloglások	ɟɒloɡlaːʃok
gyalogod	ɟɒloɡod
gyalogok	ɟɒloɡok
gyalogol	ɟɒloɡol
gyalogom	ɟɒloɡom
gyalogos	ɟɒloɡoʃ
gyalogosok	ɟɒloɡoʃok
gyalogotok	ɟɒloɡotok
gyalogszerrel	ɟɒloksɛrːɛl
gyalogság	ɟɒlokʃaːɡ
gyalogságok	ɟɒlokʃaːɡok
gyalogunk	ɟɒloɡuŋk
gyalogátkelőhely	ɟɒloɡaːtkɛløːɦɛj
gyalogátkelőhelyek	ɟɒloɡaːtkɛløːɦɛjɛk
gyalogösvény	ɟɒloɡøʃveːɲ
gyalogösvények	ɟɒloɡøʃveːɲɛk
gyalu	ɟɒlu
gyaluk	ɟɒluk
gyaláz	ɟɒlaːz
gyanakodik	ɟɒnɒkodik
gyanakszik	ɟɒnɒksik
gyanakvó	ɟɒnɒkvoː
gyanakvóbb	ɟɒnɒkvoːbː
gyanta	ɟɒntɒ
gyantád	ɟɒntaːd
gyantái	ɟɒntaːji
gyantáid	ɟɒntaːjid
gyantáik	ɟɒntaːjik
gyantáim	ɟɒntaːjim
gyantáink	ɟɒntaːjiŋk
gyantáitok	ɟɒntaːjitok
gyantája	ɟɒntaːjɒ
gyantájuk	ɟɒntaːjuk
gyanták	ɟɒntaːk
gyantám	ɟɒntaːm
gyantánk	ɟɒntaːŋk
gyantátok	ɟɒntaːtok
gyanánt	ɟɒnaːnt
gyanú	ɟɒnuː
gyanúja	ɟɒnuːjɒ
gyanúk	ɟɒnuːk
gyanús	ɟɒnuːʃ
gyanúsabb	ɟɒnuːʃɒbː
gyanúsan	ɟɒnuːʃɒn
gyanúsít	ɟɒnuːʃiːt
gyanúsított	ɟɒnuːʃiːtotː
gyapjak	ɟɒpjɒk
gyapjas	ɟɒpjɒʃ
gyapjasabb	ɟɒpjɒʃɒbː
gyapjú	ɟɒpju
gyapjú	ɟɒpjuː
gyapjúk	ɟɒpjuːk
gyapot	ɟɒpot
gyarapodik	ɟɒrɒpodik
gyarapszik	ɟɒrɒpsik
gyarmat	ɟɒrmɒt
gyarmatbirodalmak	ɟɒrmɒdbirodɒlmɒk
gyarmatbirodalom	ɟɒrmɒdbirodɒlom
gyarmatok	ɟɒrmɒtok
gyarmatosít	ɟɒrmɒtoʃiːt
gyarmatosítás	ɟɒrmɒtoʃiːtaːʃ
gyarmatosítások	ɟɒrmɒtoʃiːtaːʃok
gyatra	ɟɒtrɒ
gyatrább	ɟɒtraːbː
gyaur	ɟɒur
gyehenna	ɟɛhɛnːɒ
gyenge	ɟɛŋɡɛ
gyengeség	ɟɛŋɡɛʃeːɡ
gyengeségek	ɟɛŋɡɛʃeːɡɛk
gyengébb	ɟɛŋɡeːbː
gyengéd	ɟɛŋɡeːd
gyengédebb	ɟɛŋɡeːdɛbː
gyengédebben	ɟɛŋɡeːdɛbːɛn
gyengéden	ɟɛŋɡeːdɛn
gyengédség	ɟɛŋɡeːt͡ʃːeːɡ
gyengédségek	ɟɛŋɡeːt͡ʃːeːɡɛk
gyengélkedik	ɟɛŋɡeːlkɛdik
gyengén	ɟɛŋɡeːn
gyengénlátó	ɟɛŋɡeːnlaːtoː
gyengénlátók	ɟɛŋɡeːnlaːtoːk
gyengít	ɟɛŋɡiːt
gyengül	ɟɛŋɡyl
gyep	ɟɛp
gyepek	ɟɛpɛk
gyeplő	ɟɛpløː
gyere	ɟɛrɛ
gyerek	ɟɛrɛk
gyerekcipő	ɟɛrɛkt͡sipøː
gyerekcipőben	ɟɛrɛkt͡sipøːbɛn
gyerekcipők	ɟɛrɛkt͡sipøːk
gyerekdal	ɟɛrɛɡdɒl
gyerekdalok	ɟɛrɛɡdɒlok
gyereke	ɟɛrɛkɛ
gyerekek	ɟɛrɛkɛk
gyerekeken	ɟɛrɛkɛkɛn
gyerekekkel	ɟɛrɛkɛkːɛl
gyereken	ɟɛrɛkɛn
gyerekes	ɟɛrɛkɛʃ
gyerekesebb	ɟɛrɛkɛʃɛbː
gyerekesen	ɟɛrɛkɛʃɛn
gyerekesség	ɟɛrɛkɛʃːeːɡ
gyerekestül	ɟɛrɛkɛʃtyl
gyereket	ɟɛrɛkɛt
gyerekjáték	ɟɛrɛkjaːteːk
gyerekjátékok	ɟɛrɛkjaːteːkok
gyerekkel	ɟɛrɛkːɛl
gyereknek	ɟɛrɛknɛk
gyereknyelv	ɟɛrɛkɲɛlv
gyereknyelvek	ɟɛrɛkɲɛlvɛk
gyereknyelven	ɟɛrɛkɲɛlvɛn
gyerekszoba	ɟɛrɛksobɒ
gyerekszobák	ɟɛrɛksobaːk
gyerekük	ɟɛrɛkyk
gyermek	ɟɛrmɛk
gyermekcipő	ɟɛrmɛkt͡sipøː
gyermekcipők	ɟɛrmɛkt͡sipøːk
gyermekcse	ɟɛrmɛkt͡ʃɛ
gyermeke	ɟɛrmɛkɛ
gyermekei	ɟɛrmɛkɛji
gyermekek	ɟɛrmɛkɛk
gyermekeket	ɟɛrmɛkɛkɛt
gyermekenként	ɟɛrmɛkɛŋkeːnt
gyermeket	ɟɛrmɛkɛt
gyermekgyógyász	ɟɛrmɛɡɟoːɟaːs
gyermekgyógyászat	ɟɛrmɛɡɟoːɟaːsɒt
gyermekgyógyászok	ɟɛrmɛɡɟoːɟaːsok
gyermeki	ɟɛrmɛki
gyermekkor	ɟɛrmɛkːor
gyermekkori	ɟɛrmɛkːori
gyermeknek	ɟɛrmɛknɛk
gyermeknyelv	ɟɛrmɛkɲɛlv
gyermeknyelvek	ɟɛrmɛkɲɛlvɛk
gyermekorvos	ɟɛrmɛkorvoʃ
gyermekorvosok	ɟɛrmɛkorvoʃok
gyermekotthon	ɟɛrmɛkothon
gyermekruházat	ɟɛrmɛkruɦaːzɒt
gyermekruházatok	ɟɛrmɛkruɦaːzɒtok
gyermektelen	ɟɛrmɛktɛlɛn
gyermekvédelem	ɟɛrmɛkveːdɛlɛm
gyermekvédelmi	ɟɛrmɛkveːdɛlmi
gyermekét	ɟɛrmɛkeːt
gyermekülés	ɟɛrmɛkyleːʃ
gyermekülések	ɟɛrmɛkyleːʃɛk
gyertek	ɟɛrtɛk
gyertya	ɟɛrcɒ
gyertyatartó	ɟɛrcɒtɒrtoː
gyertyatartók	ɟɛrcɒtɒrtoːk
gyertyák	ɟɛrcaːk
gyertyán	ɟɛrcaːn
gyertyát	ɟɛrcaːt
gyerünk	ɟɛryŋk
gyilka	ɟilkɒ
gyilkol	ɟilkol
gyilkos	ɟilkoʃ
gyilkosabb	ɟilkoʃɒbː
gyilkosok	ɟilkoʃok
gyilkosság	ɟilkoʃːaːɡ
gyilkossági	ɟilkoʃːaːɡi
gyilkosságok	ɟilkoʃːaːɡok
gyom	ɟom
gyomirtás	ɟomirtaːʃ
gyomirtó	ɟomirtoː
gyomirtók	ɟomirtoːk
gyomlál	ɟomlaːl
gyomnövény	ɟomnøveːɲ
gyomnövények	ɟomnøveːɲɛk
gyomok	ɟomok
gyomor	ɟomor
gyomorfekély	ɟomorfɛkeːj
gyomorhurut	ɟomorɦurut
gyomorhurutok	ɟomorɦurutok
gyomorkapu	ɟomorkɒpu
gyomorkapuk	ɟomorkɒpuk
gyomorkeserű	ɟomorkɛʃɛryː
gyomorkeserűk	ɟomorkɛʃɛryːk
gyomorra	ɟomorːɒ
gyomorrontás	ɟomorːontaːʃ
gyomortól	ɟomortoːl
gyomorégés	ɟomoreːɡeːʃ
gyomorégések	ɟomoreːɡeːʃɛk
gyomos	ɟomoʃ
gyomra	ɟomrɒ
gyomraik	ɟomrɒjik
gyomraink	ɟomrɒjiŋk
gyomrod	ɟomrod
gyomrok	ɟomrok
gyomrokon	ɟomrokon
gyomrokra	ɟomrokrɒ
gyomrom	ɟomrom
gyomron	ɟomron
gyomrotok	ɟomrotok
gyomruk	ɟomruk
gyomrunk	ɟomruŋk
gyomrú	ɟomruː
gyors	ɟorʃ
gyorsabb	ɟorʃɒbː
gyorsabban	ɟorʃɒbːɒn
gyorsak	ɟorʃɒk
gyorsakat	ɟorʃɒkɒt
gyorsan	ɟorʃɒn
gyorsaság	ɟorʃɒʃaːɡ
gyorsaságok	ɟorʃɒʃaːɡok
gyorsat	ɟorʃɒt
gyorshajtás	ɟorʃhɒjtaːʃ
gyorshajtások	ɟorʃhɒjtaːʃok
gyorsul	ɟorʃul
gyorsulás	ɟorʃulaːʃ
gyorsulások	ɟorʃulaːʃok
gyorsétel	ɟorʃeːtɛl
gyorsételek	ɟorʃeːtɛlɛk
gyorsétterem	ɟorʃeːtːɛrɛm
gyorsírás	ɟorʃiːraːʃ
gyorsírások	ɟorʃiːraːʃok
gyorsít	ɟorʃiːt
gyorsító	ɟorʃiːtoː
gyorsítótár	ɟorʃiːtoːtaːr
gyorsúszás	ɟorʃuːsaːʃ
gyorsúszások	ɟorʃuːsaːʃok
gyufa	ɟufɒ
gyufaskatulya	ɟufɒʃkɒtujɒ
gyufaskatulyák	ɟufɒʃkɒtujaːk
gyufaszál	ɟufɒsaːl
gyufák	ɟufaːk
gyufásdoboz	ɟufaːʒdoboz
gyufásdobozok	ɟufaːʒdobozok
gyugy	ɟuɟ
gyula	ɟulɒ
gyullad	ɟulːɒd
gyulladás	ɟulːɒdaːʃ
gyulladáskeltő	ɟulːɒdaːʃkɛltøː
gyulladások	ɟulːɒdaːʃok
gyulladásos	ɟulːɒdaːʃoʃ
gyulladáspont	ɟulːɒdaːʃpont
gyulladást	ɟulːɒdaːʃt
gyulladó	ɟulːɒdoː
gyullaszt	ɟulːɒst
gyuri	ɟuri
gyurma	ɟurmɒ
gyurmák	ɟurmaːk
gyurta	ɟurtɒ
gyuszi	ɟusi
gyám	ɟaːm
gyár	ɟaːr
gyárak	ɟaːrɒk
gyári	ɟaːri
gyárilag	ɟaːrilɒɡ
gyáros	ɟaːroʃ
gyárt	ɟaːrt
gyártani	ɟaːrtɒni
gyárthat	ɟaːrthɒt
gyártmány	ɟaːrtmaːɲ
gyártmányok	ɟaːrtmaːɲok
gyártok	ɟaːrtok
gyártás	ɟaːrtaːʃ
gyártása	ɟaːrtaːʃɒ
gyártási	ɟaːrtaːʃi
gyártások	ɟaːrtaːʃok
gyártású	ɟaːrtaːʃuː
gyártó	ɟaːrtoː
gyártók	ɟaːrtoːk
gyász	ɟaːs
gyászjelentés	ɟaːsjɛlɛnteːʃ
gyászjelentések	ɟaːsjɛlɛnteːʃɛk
gyászmise	ɟaːsmiʃɛ
gyászmisék	ɟaːsmiʃeːk
gyászok	ɟaːsok
gyászol	ɟaːsol
gyászos	ɟaːsoʃ
gyászosabb	ɟaːsoʃɒbː
gyászt	ɟaːst
gyászzene	ɟaːzːɛnɛ
gyáva	ɟaːvɒ
gyávaság	ɟaːvɒʃaːɡ
gyávaságok	ɟaːvɒʃaːɡok
gyávább	ɟaːvaːbː
gyé	ɟeː
gyémánt	ɟeːmaːnt
gyémántok	ɟeːmaːntok
gyér	ɟeːr
gyí	ɟiː
gyík	ɟiːk
gyíkok	ɟiːkok
gyógyfürdő	ɟoːcfyrdøː
gyógyfürdők	ɟoːcfyrdøːk
gyógyfüvek	ɟoːcfyvɛk
gyógyfű	ɟoːcfyː
gyógyhatású	ɟoːchɒtaːʃuː
gyógykezelés	ɟoːckɛzɛleːʃ
gyógynövény	ɟoːɟnøveːɲ
gyógynövények	ɟoːɟnøveːɲɛk
gyógypedagógia	ɟoːcpɛdɒɡoːɡijɒ
gyógyszer	ɟoːcsɛr
gyógyszerek	ɟoːcsɛrɛk
gyógyszeres	ɟoːcsɛrɛʃ
gyógyszerhatástan	ɟoːcsɛrɦɒtaːʃtɒn
gyógyszeripar	ɟoːcsɛripɒr
gyógyszerkönyv	ɟoːcsɛrkøɲv
gyógyszerkönyvek	ɟoːcsɛrkøɲvɛk
gyógyszermérgezés	ɟoːcsɛrmeːrɡɛzeːʃ
gyógyszermérgezések	ɟoːcsɛrmeːrɡɛzeːʃɛk
gyógyszerre	ɟoːcsɛrːɛ
gyógyszert	ɟoːcsɛrt
gyógyszertár	ɟoːcsɛrtaːr
gyógyszertár	ɟoːt͡sːɛrtaːr
gyógyszertárak	ɟoːcsɛrtaːrɒk
gyógyszertári	ɟoːcsɛrtaːri
gyógyszertári	ɟoːt͡sːɛrtaːri
gyógyszervegyészet	ɟoːcsɛrvɛɟeːsɛt
gyógyszerész	ɟoːcsɛreːs
gyógyszerészek	ɟoːcsɛreːsɛk
gyógyszerészet	ɟoːcsɛreːsɛt
gyógyszerészetek	ɟoːcsɛreːsɛtɛk
gyógyszerészeti	ɟoːcsɛreːsɛti
gyógysör	ɟoːcʃør
gyógytorna	ɟoːctornɒ
gyógytornász	ɟoːctornaːs
gyógyul	ɟoːɟul
gyógyulás	ɟoːɟulaːʃ
gyógyulások	ɟoːɟulaːʃok
gyógyvíz	ɟoːɟviːz
gyógyász	ɟoːɟaːs
gyógyászat	ɟoːɟaːsɒt
gyógyászati	ɟoːɟaːsɒti
gyógyászatok	ɟoːɟaːsɒtok
gyógyászok	ɟoːɟaːsok
gyógyír	ɟoːɟiːr
gyógyít	ɟoːɟiːt
gyógyíthatatlan	ɟoːɟiːthɒtɒtlɒn
gyógyíthatatlanabb	ɟoːɟiːthɒtɒtlɒnɒbː
gyógyítható	ɟoːɟiːthɒtoː
gyógyíthatóbb	ɟoːɟiːthɒtoːbː
gyógyítok	ɟoːɟiːtok
gyógyítás	ɟoːɟiːtaːʃ
gyógyító	ɟoːɟiːtoː
gyógyítóbb	ɟoːɟiːtoːbː
gyógyítók	ɟoːɟiːtoːk
gyón	ɟoːn
gyónhat	ɟoːnɦɒt
gyónik	ɟoːnik
gyónj	ɟoːɲː
gyónsz	ɟoːns
gyónt	ɟoːnt
gyök	ɟøk
gyökeredzik	ɟøkɛrɛd͡zːik
gyökerek	ɟøkɛrɛk
gyökeres	ɟøkɛrɛʃ
gyökeresen	ɟøkɛrɛʃɛn
gyökerestül	ɟøkɛrɛʃtyl
gyökerezik	ɟøkɛrɛzik
gyökerű	ɟøkɛryː
gyöktétel	ɟøkteːtɛl
gyökér	ɟøkeːr
gyökérkezelés	ɟøkeːrkɛzɛleːʃ
gyökérkönyvtár	ɟøkeːrkøɲftaːr
gyökértelen	ɟøkeːrtɛlɛn
gyökértelenség	ɟøkeːrtɛlɛnʃeːɡ
gyökérzet	ɟøkeːrzɛt
gyökérzöldség	ɟøkeːrzølt͡ʃeːɡ
gyökök	ɟøkøk
gyömbér	ɟømbeːr
gyömbérek	ɟømbeːrɛk
gyömbérsör	ɟømbeːrʃør
gyönge	ɟøŋɡɛ
gyöngy	ɟøɲɟ
gyöngybaglyok	ɟøɲɟbɒɡjok
gyöngybagoly	ɟøɲɟbɒɡoj
gyöngyhalász	ɟøɲchɒlaːs
gyöngyhalászok	ɟøɲchɒlaːsok
gyöngyház	ɟøɲchaːz
gyöngyszürke	ɟøɲcsyrkɛ
gyöngytyúk	ɟøɲcuːk
gyöngytyúkok	ɟøɲcuːkok
gyöngyvirág	ɟøɲɟviraːɡ
gyöngyvirágok	ɟøɲɟviraːɡok
gyöngyök	ɟøɲɟøk
gyöngébb	ɟøŋɡeːbː
gyöngül	ɟøŋɡyl
gyönyör	ɟøɲør
gyönyörök	ɟøɲørøk
gyönyörű	ɟøɲøryː
gyönyörűbb	ɟøɲøryːbː
gyönyörűen	ɟøɲøryːɛn
gyönyörűség	ɟøɲøryːʃeːɡ
györgy	ɟørɟ
györgyi	ɟørɟi
gyötrelem	ɟøtrɛlɛm
gyötrelme	ɟøtrɛlmɛ
gyötrelmek	ɟøtrɛlmɛk
gyötrődik	ɟøtrøːdik
gyötör	ɟøtør
gyújt	ɟuːjt
gyújtogatás	ɟuːjtoɡɒtaːʃ
gyújtogatások	ɟuːjtoɡɒtaːʃok
gyújtogató	ɟuːjtoɡɒtoː
gyújtok	ɟuːjtok
gyújts	ɟuːjt͡ʃ
gyújtsd	ɟuːjd͡ʒd
gyújtás	ɟuːjtaːʃ
gyújtások	ɟuːjtaːʃok
gyúl	ɟuːl
gyúlj	ɟuːjː
gyúlsz	ɟuːls
gyúlt	ɟuːlt
gyúlékony	ɟuːleːkoɲ
gyúr	ɟuːr
gyúrhat	ɟuːrɦɒt
gyúrj	ɟuːrʝ
gyúrsz	ɟuːrs
gyúrt	ɟuːrt
gyúrta	ɟuːrtɒ
gyülekezet	ɟylɛkɛzɛt
gyülekezetek	ɟylɛkɛzɛtɛk
gyülekezeti	ɟylɛkɛzɛti
gyülekezik	ɟylɛkɛzik
gyülekszik	ɟylɛksik
gyümölcs	ɟymølt͡ʃ
gyümölcsbor	ɟymøld͡ʒbor
gyümölcsfa	ɟymølt͡ʃfɒ
gyümölcsfáim	ɟymølt͡ʃfaːjim
gyümölcsfák	ɟymølt͡ʃfaːk
gyümölcshús	ɟymølt͡ʃhuːʃ
gyümölcshúsok	ɟymølt͡ʃhuːʃok
gyümölcskosár	ɟymølt͡ʃkoʃaːr
gyümölcslevek	ɟymølt͡ʃlɛvɛk
gyümölcslé	ɟymølt͡ʃleː
gyümölcstelen	ɟymølt͡ʃtɛlɛn
gyümölcsíz	ɟymølt͡ʃiːz
gyümölcsízek	ɟymølt͡ʃiːzɛk
gyümölcsízű	ɟymølt͡ʃiːzyː
gyümölcsök	ɟymølt͡ʃøk
gyümölcsös	ɟymølt͡ʃøʃ
gyümölcsösebb	ɟymølt͡ʃøʃɛbː
gyümölcsösök	ɟymølt͡ʃøʃøk
gyümölcsöt	ɟymølt͡ʃøt
gyümölcsözik	ɟymølt͡ʃøzik
gyümölcsözés	ɟymølt͡ʃøzeːʃ
gyümölcsözések	ɟymølt͡ʃøzeːʃɛk
győr	ɟøːr
