ͷ	t͡sʼ
μᾶρκοσ	mâːrkos
μᾶρον	maron
μᾶρον	mâːron
μαίανδροσ	meandros
μαίανδροσ	mǎi̯andros
μαίανδροσ	mɛandros
μαίναλον	menalon
μαίναλον	mǎi̯nalon
μαίναλον	mɛnalon
μαίνεται	menete
μαίνεται	mǎi̯netai̯
μαίνεται	mɛnetɛ
μαίνεται	mɛnɛtɛ
μαίνη	meni
μαίνη	mǎi̯nɛː
μαίνη	mɛne
μαίνη	mɛni
μαίνομαι	menome
μαίνομαι	mǎi̯nomai̯
μαίνομαι	mɛnomɛ
μαίονεσ	meones
μαίονεσ	mǎi̯ones
μαίονεσ	mɛones
μαίονεσ	mɛonɛs
μαίων	meon
μαίων	mǎi̯ɔːn
μαίων	mɛon
μαγίσ	maɡis
μαγίσ	maɡís
μαγίσ	maɣis
μαγίσ	maʝis
μαγδαλά	maɡdala
μαγδαλά	maɡdaːlǎː
μαγδαλά	maɣðala
μαγδαληνή	maɣðalini
μαγδωλοφύλαξ	maɡdolopʰylaks
μαγδωλοφύλαξ	maɡdɔːlopʰýlaks
μαγδωλοφύλαξ	maɣðolofilaks
μαγδωλοφύλαξ	maɣðolofylaks
μαγδωλοφύλαξ	maɣðoloɸylaks
μαγειρική	maɡeːrikɛ̌ː
μαγειρική	maɡirike
μαγειρική	maɣiriki
μαγειρική	maʝirici
μαγειρικόσ	maɡeːrikós
μαγειρικόσ	maɡirikos
μαγειρικόσ	maɣirikos
μαγειρικόσ	maʝirikos
μαγνησία	maɡnesia
μαγνησία	maɡnɛːsíaː
μαγνησία	maɣnisia
μαγύδαρισ	maɡydaris
μαγύδαρισ	maɡy̌ːdaris
μαγύδαρισ	maɣyðaris
μαγύδαρισ	maʝiðaris
μαγύδαρισ	maʝyðaris
μαδάρωσισ	madarosis
μαδάρωσισ	madárɔːsis
μαδάρωσισ	maðarosis
μαδάω	madao
μαδάω	madáɔː
μαδάω	maðao
μαδαρόσ	madaros
μαδαρόσ	madarós
μαδαρόσ	maðaros
μαζάρησ	mazares
μαζάρησ	mazaris
μαζάρησ	mazdárɛːs
μαζαῖοσ	mazdâi̯os
μαζαῖοσ	mazeos
μαζαῖοσ	mazɛos
μαζόσ	mazdós
μαζόσ	mazos
μαθαλίσ	matʰalis
μαθαλίσ	matʰalís
μαθαλίσ	maθalis
μαθηματικόσ	matʰematikos
μαθηματικόσ	matʰɛːmatikós
μαθηματικόσ	maθimatikos
μαθητήσ	matʰetes
μαθητήσ	matʰɛːtɛ̌ːs
μαθητήσ	maθitis
μαθθαῖοσ	maθeos
μαθθαῖοσ	maθθeos
μαθθαῖοσ	maθθɛos
μαῖα	mea
μαῖα	mâi̯a
μαῖα	mɛa
μαιάσ	mai̯ás
μαιάσ	meas
μαιάσ	mɛas
μαιευτική	mai̯eu̯tikɛ̌ː
μαιευτική	meeftici
μαιευτική	mɛeɸtiki
μαιευτική	mɛeʍtike
μαικήνασ	mai̯kɛ̌ːnaːs
μαικήνασ	mecinas
μαικήνασ	mɛkenas
μαικήνασ	mɛkinas
μαιμακτηριών	mai̯maktɛːriɔ̌ːn
μαιμακτηριών	memaktirion
μαιμακτηριών	mɛmakterion
μαιμακτηριών	mɛmaktirion
μαιονία	mai̯oníaː
μαιονία	meonia
μαιονία	mɛonia
μαιῶτισ	mai̯ɔ̂ːtis
μαιῶτισ	meotis
μαιῶτισ	mɛotis
μακάρεσσι	makaresi
μακάρεσσι	makaressi
μακάρεσσι	makarɛssi
μακάρεσσι	makáressi
μακάριοσ	makarios
μακάριοσ	makários
μακέλασ	macelas
μακέλασ	makelas
μακέλασ	makélaːs
μακέλασ	makɛlas
μακαρία	makaria
μακαρία	makaríaː
μακεδνόσ	maceðnos
μακεδνόσ	makednós
μακεδνόσ	makeðnos
μακεδνόσ	makɛdnos
μακεδονία	maceðonia
μακεδονία	makedoníaː
μακεδονία	makeðonia
μακεδονία	makɛdonia
μακεδονικόσ	maceðonikos
μακεδονικόσ	makedonikós
μακεδονικόσ	makeðonikos
μακεδονικόσ	makɛdonikos
μακεδόνα	maceðona
μακεδόνα	makedóna
μακεδόνα	makeðona
μακεδόνα	makɛdona
μακεδόνασ	maceðonas
μακεδόνασ	makedónas
μακεδόνασ	makeðonas
μακεδόνασ	makɛdonas
μακεδόνεσ	maceðones
μακεδόνεσ	makedónes
μακεδόνεσ	makeðones
μακεδόνεσ	makɛdonɛs
μακεδόνων	maceðonon
μακεδόνων	makedónɔːn
μακεδόνων	makeðonon
μακεδόνων	makɛdonon
μακεδόσι	maceðosi
μακεδόσι	makedósi
μακεδόσι	makeðosi
μακεδόσι	makɛdosi
μακεδόσιν	maceðosin
μακεδόσιν	makedósin
μακεδόσιν	makeðosin
μακεδόσιν	makɛdosin
μακεδών	maceðon
μακεδών	makedɔ̌ːn
μακεδών	makeðon
μακεδών	makɛdon
μακκαβαῖοσ	makaveos
μακκαβαῖοσ	makkabâi̯os
μακκαβαῖοσ	makkabɛos
μακκαβαῖοσ	makkaβɛos
μακρά	makra
μακρά	makrá
μακρά	makrǎː
μακράν	makran
μακράν	makrǎːn
μακραί	makre
μακραί	makrǎi̯
μακραί	makrɛ
μακροθυμία	makrotʰymia
μακροθυμία	makrotʰyːmíaː
μακροθυμία	makroθimia
μακροθυμία	makroθymia
μακροθυμίασ	makrotʰymias
μακροθυμίασ	makroθimias
μακροθυμίασ	makroθymias
μακροθυμίασ	makrótʰyːmíaːs
μακροῖσ	makris
μακροῖσ	makrys
μακροῖσ	makrôi̯s
μακρῶι	makro
μακρῶι	makrɔ̂ːi̯
μακρόν	makron
μακρόν	makrón
μακρόουροσ	makrouros
μακρόουροσ	makróoːros
μακρόσ	makros
μακρόσ	makrós
μακρότατον	makrotaton
μακρότατον	makrótaton
μακρότατοσ	makrotatos
μακρότατοσ	makrótatos
μαλάβαθρον	malabatʰron
μαλάβαθρον	malavaθron
μαλάβαθρον	malaβaθron
μαλάβαθρον	maːlábatʰron
μαλάκη	malaci
μαλάκη	malake
μαλάκη	malaki
μαλάκη	malákɛː
μαλάχη	malakʰe
μαλάχη	malaxi
μαλάχη	malaçi
μαλάχη	malákʰɛː
μαλέα	malea
μαλέα	maléaː
μαλέα	malɛa
μαλαβάθρινοσ	malabatʰrinos
μαλαβάθρινοσ	malavaθrinos
μαλαβάθρινοσ	malaβaθrinos
μαλαβάθρινοσ	maːlabátʰrinos
μαλακόσ	malakos
μαλακόσ	malakós
μαλαώ	malao
μαλερόσ	maleros
μαλερόσ	malerós
μαλερόσ	malɛros
μαλθακόσ	maltʰakos
μαλθακόσ	maltʰakós
μαλθακόσ	malθakos
μαλλόσ	mallos
μαλλόσ	mallós
μαλλόσ	malos
μαμμωνᾶσ	mammonas
μαμμωνᾶσ	mamonas
μαμωνᾶσ	mamonas
μανάσιοσ	manasios
μανάσιοσ	manásios
μανία	mania
μανία	maníaː
μανία	maːníaː
μανασσῆσ	manasis
μανασσῆσ	manasses
μανασσῆσ	manassis
μανδάνη	mandane
μανδάνη	mandani
μανδάνη	mandánɛː
μανδραγόρασ	mandraɡoras
μανδραγόρασ	mandraɡóraːs
μανδραγόρασ	mandraɣoras
μανδόνιον	mandonion
μανδόνιον	mandónion
μανδύα	mandia
μανδύα	mandya
μανδύα	mandýaː
μανεθών	manetʰɔ̌ːn
μανεθών	maneθon
μανεθών	manɛtʰon
μανθάνω	mantʰano
μανθάνω	mantʰánɔː
μανθάνω	manθano
μανιάκησ	maniacis
μανιάκησ	maniakes
μανιάκησ	maniakis
μανιάκησ	maniákɛːs
μανιάκιον	maniacion
μανιάκιον	maniakion
μανιάκιον	maniákion
μαντίνεια	mandinia
μαντίνεια	mantinia
μαντίνεια	mantíneːa
μαντεία	mandia
μαντεία	mantia
μαντεία	mantěːaː
μαντεῖα	mandia
μαντεῖα	mantia
μαντεῖα	mantêːa
μαντεύομαι	mandevome
μαντεύομαι	mantevome
μαντεύομαι	mantewomɛ
μαντεύομαι	manteβomɛ
μαντεύομαι	mantěu̯omai̯
μαντινέα	mandinea
μαντινέα	mantinea
μαντινέα	mantinéaː
μαντινέα	mantinɛa
μαντινέασ	mandineas
μαντινέασ	mantineas
μαντινέασ	mantinéaːs
μαντινέασ	mantinɛas
μαντινέων	mandineon
μαντινέων	mantineon
μαντινέων	mantinéɔːn
μαντινέων	mantinɛon
μαντινέωσ	mandineos
μαντινέωσ	mantineos
μαντινέωσ	mantinéɔːs
μαντινέωσ	mantinɛos
μαντινεῖσ	mandinis
μαντινεῖσ	mantinis
μαντινεῖσ	mantinêːs
μαντινεῦσι	mandinefsi
μαντινεῦσι	mantinefsi
μαντινεῦσι	mantineɸsi
μαντινεῦσι	mantineʍsi
μαντινεῦσι	mantinêu̯si
μαντινεῦσιν	mandinefsin
μαντινεῦσιν	mantinefsin
μαντινεῦσιν	mantineɸsin
μαντινεῦσιν	mantineʍsin
μαντινεῦσιν	mantinêu̯sin
μαντινεύσ	mandinefs
μαντινεύσ	mantinefs
μαντινεύσ	mantineɸs
μαντινεύσ	mantineʍs
μαντινεύσ	mantiněu̯s
μαντινῆσ	mandinis
μαντινῆσ	mantines
μαντινῆσ	mantinis
μαντινῆσ	mantinɛ̂ːs
μανόσ	manos
μανόσ	manós
μανόσ	maːnós
μαράκανδα	marakanda
μαράφιοι	marafii
μαράφιοι	marafiy
μαράφιοι	marapʰiy
μαράφιοι	maraɸiy
μαράφιοι	marápʰioi̯
μαρία	maria
μαρίλη	marile
μαρίλη	marili
μαρίλη	marǐːlɛː
μαρίσκοσ	mariskos
μαρίσκοσ	marískos
μαραθήσιον	maratʰesion
μαραθήσιον	maratʰɛ̌ːsion
μαραθήσιον	maraθision
μαραθῶνι	maratʰoni
μαραθῶνι	maratʰɔ̂ːni
μαραθῶνι	maraθoni
μαραθών	maratʰon
μαραθών	maratʰɔ̌ːn
μαραθών	maraθon
μαραυγέω	marau̯ɡéɔː
μαραυγέω	maravʝeo
μαραυγέω	marawɡɛo
μαραυγέω	maraβɣeo
μαργαρίτησ	marɡarites
μαργαρίτησ	marɡarǐːtɛːs
μαργαρίτησ	marɣaritis
μαρδόνιοσ	mardonios
μαρδόνιοσ	mardónios
μαρδόνιοσ	marðonios
μαρῖνοσ	marinos
μαρῖνοσ	marîːnos
μαριάμ	mariam
μαριανδυνοί	mariandini
μαριανδυνοί	mariandyny
μαριανδυνοί	mariandyːnǒi̯
μαριεύσ	mariefs
μαριεύσ	marieɸs
μαριεύσ	marieʍs
μαριεύσ	mariěu̯s
μαρικᾶσ	marikas
μαρικᾶσ	marikâːs
μαρκίων	marcion
μαρκίων	markion
μαρκίων	maːrkǐːɔːn
μαρμάρεοσ	marmareos
μαρμάρεοσ	marmarɛos
μαρμάρεοσ	marmáreos
μαρμάρινοσ	marmarinos
μαρμάρινοσ	marmárinos
μαρμάριον	marmarion
μαρμάριον	marmárion
μαρμαίροντα	marmeronda
μαρμαίροντα	marmeronta
μαρμαίροντα	marmǎi̯ronta
μαρμαίροντα	marmɛronta
μαρμαίρω	marmero
μαρμαίρω	marmǎi̯rɔː
μαρμαίρω	marmɛro
μαρμαίρων	marmeron
μαρμαίρων	marmǎi̯rɔːn
μαρμαίρων	marmɛron
μαρμαρουργόσ	marmaroːrɡós
μαρμαρουργόσ	marmarurɡos
μαρμαρουργόσ	marmarurɣos
μαρνάμενοσ	marnamenos
μαρνάμενοσ	marnamɛnos
μαρνάμενοσ	marnámenos
μαρναμένων	marnamenon
μαρναμένων	marnaménɔːn
μαρναμένων	marnamɛnon
μαρσόσ	marsos
μαρσόσ	marsós
μαρσύασ	marsias
μαρσύασ	marsyas
μαρσύασ	marsýaːs
μαρτιχόρασ	martikʰoras
μαρτιχόρασ	martikʰóraːs
μαρτιχόρασ	martixoras
μαρτυρέω	martireo
μαρτυρέω	martyreo
μαρτυρέω	martyréɔː
μαρτυρέω	martyrɛo
μαρτυρία	martiria
μαρτυρία	martyria
μαρτυρία	martyríaː
μαρτύριον	martirion
μαρτύριον	martyrion
μαρτύριον	martýrion
μαρτύρων	martiron
μαρτύρων	martyron
μαρτύρων	martýrɔːn
μαρωνείησ	maronies
μαρωνείησ	maroniis
μαρωνείησ	marɔːněːɛːs
μαρώνεια	maronia
μαρώνεια	marɔ̌ːneːa
μαρώνειαν	maronian
μαρώνειαν	marɔ̌ːneːan
μασάομαι	masaome
μασάομαι	masaomɛ
μασάομαι	masáomai̯
μασίστησ	masistes
μασίστησ	masistis
μασίστησ	masístɛːs
μασίστρησ	masistres
μασίστρησ	masistris
μασίστρησ	masístrɛːs
μασητήρ	maseter
μασητήρ	masitir
μασητήρ	masɛːtɛ̌ːr
μασκάμησ	maskames
μασκάμησ	maskamis
μασκάμησ	maskámɛːs
μασουχᾶσ	masoːkʰâːs
μασουχᾶσ	masukʰas
μασουχᾶσ	masuxas
μασσίκυτοσ	masicitos
μασσίκυτοσ	massicytos
μασσίκυτοσ	massikytos
μασσίκυτοσ	massíkytos
μασσαλία	masalia
μασσαλία	massalia
μασσαλία	massalíaː
μασσαλίαν	masalian
μασσαλίαν	massalian
μασσαλίαν	massalíaːn
μασσαλίασ	masalias
μασσαλίασ	massalias
μασσαλίασ	massalíaːs
μασσαλιώτησ	masaliotis
μασσαλιώτησ	massaliotes
μασσαλιώτησ	massaliotis
μασσαλιώτησ	massaliɔ̌ːtɛːs
μασσανάσσησ	masanasis
μασσανάσσησ	massanasses
μασσανάσσησ	massanassis
μασσανάσσησ	massanássɛːs
μαστάζω	mastazo
μαστάζω	mastázdɔː
μαστίζομαι	mastizome
μαστίζομαι	mastizomɛ
μαστίζομαι	mastízdomai̯
μαστίζω	mastizo
μαστίζω	mastízdɔː
μαστίχη	mastikʰe
μαστίχη	mastixi
μαστίχη	mastiçi
μαστίχη	mastíkʰɛː
μαστίχινοσ	mastikʰinos
μαστίχινοσ	mastixinos
μαστίχινοσ	mastiçinos
μαστίχινοσ	mastíkʰinos
μαστιγοφόροσ	mastiɡopʰoros
μαστιγοφόροσ	mastiɣoforos
μαστιγοφόροσ	mastiɣoɸoros
μαστιγοφόροσ	mastiːɡopʰóros
μαστιχάω	mastikʰao
μαστιχάω	mastikʰáɔː
μαστιχάω	mastixao
μαστροπόσ	mastropos
μαστροπόσ	mastropós
μαστόσ	mastos
μαστόσ	mastós
μασχάλη	maskʰale
μασχάλη	maskʰálɛː
μασχάλη	masxali
ματαιοτεχνία	matai̯otekʰníaː
ματαιοτεχνία	mateotexnia
ματαιοτεχνία	matɛotexnia
ματαιοτεχνία	matɛotɛkʰnia
ματαιότησ	matai̯ótɛːs
ματαιότησ	mateotis
ματαιότησ	matɛotes
ματαιότησ	matɛotis
ματθαῖοσ	matθeos
ματθαῖοσ	matθɛos
ματταθίασ	mataθias
ματταθίασ	mattatʰias
ματταθίασ	mattaθias
μαυρίκιοσ	mavricios
μαυρίκιοσ	maβrikios
μαυρουσία	mau̯roːsíaː
μαυρουσία	mavrusia
μαυρουσία	mawrusia
μαυρουσία	maβrusia
μαυρούσιοσ	mau̯rǒːsios
μαυρούσιοσ	mavrusios
μαυρούσιοσ	mawrusios
μαυρούσιοσ	maβrusios
μαυρόσ	mau̯rós
μαυρόσ	mavros
μαυρόσ	mawros
μαυρόσ	maβros
μαυσωλεῖον	mafsolion
μαυσωλεῖον	mau̯sɔːlêːon
μαυσωλεῖον	maɸsolion
μαυσωλεῖον	maʍsolion
μαχάων	makʰaon
μαχάων	makʰǎːɔːn
μαχάων	maxaon
μαχέσασθαι	makʰésastʰai̯
μαχέσασθαι	makʰɛsastʰɛ
μαχέσασθαι	maxesasθɛ
μαχέσασθαι	maçesasθe
μαχαιροθήκη	makʰai̯rotʰɛ̌ːkɛː
μαχαιροθήκη	makʰɛrotʰeke
μαχαιροθήκη	maxɛroθiki
μαχαιροθήκη	maçeroθici
μαχαιρόφυλλον	makʰai̯rópʰyllon
μαχαιρόφυλλον	makʰɛropʰyllon
μαχαιρόφυλλον	maxɛroɸyllon
μαχαιρόφυλλον	maçerofilon
μαχαιρόφυλλον	maçerofyllon
μαχανά	makʰana
μαχανά	maxana
μαχανά	maːkʰanǎː
μαχανίδασ	makʰanidas
μαχανίδασ	makʰanídaːs
μαχανίδασ	maxaniðas
μαχητήσ	makʰetes
μαχητήσ	makʰɛːtɛ̌ːs
μαχητήσ	maxitis
μαχητήσ	maçitis
μαχοίμην	makʰymen
μαχοίμην	makʰǒi̯mɛːn
μαχοίμην	maxymin
μαχοίμην	maçimin
μαχοίμην	maçymin
μαψιδίωσ	mapsidios
μαψιδίωσ	mapsidíɔːs
μαψιδίωσ	mapsiðios
μαϊμωνίδησ	maimoniðis
μαύσωλοσ	mafsolos
μαύσωλοσ	maɸsolos
μαύσωλοσ	maʍsolos
μαύσωλοσ	mǎu̯sɔːlos
με	me
με	mɛ
μείδησεν	midesɛn
μείδησεν	miðisen
μείδησεν	měːdɛːsen
μείζονα	mizona
μείζονα	měːzdona
μείζονι	mizoni
μείζονι	měːzdoni
μείζονοσ	mizonos
μείζονοσ	měːzdonos
μείζουσ	mizus
μείζουσ	měːzdoːs
μείζω	mizo
μείζω	měːzdɔː
μείζων	mizon
μείζων	měːzdɔːn
μείλιγμα	miliɡma
μείλιγμα	miliɣma
μείλιγμα	měːliŋma
μείλινον	milinon
μείλινον	měːlinon
μείλινοσ	milinos
μείλινοσ	měːlinos
μείνασ	minas
μείνασ	měːnaːs
μείρομαι	mirome
μείρομαι	miromɛ
μείρομαι	měːromai̯
μείσ	mis
μείσ	měːs
μείων	mion
μείων	měːɔːn
μεγάβαζοσ	meɡábazdos
μεγάβαζοσ	meɣavazos
μεγάβαζοσ	meɣaβazos
μεγάβαζοσ	mɛɡabazos
μεγάβυζοσ	meɡábyzdos
μεγάβυζοσ	meɣavizos
μεγάβυζοσ	meɣavyzos
μεγάβυζοσ	meɣaβyzos
μεγάβυζοσ	mɛɡabyzos
μεγάθυμοι	meɡátʰyːmoi̯
μεγάθυμοι	meɣaθimi
μεγάθυμοι	meɣaθymy
μεγάθυμοι	mɛɡatʰymy
μεγάθυμον	meɡátʰyːmon
μεγάθυμον	meɣaθimon
μεγάθυμον	meɣaθymon
μεγάθυμον	mɛɡatʰymon
μεγάθυμοσ	meɡátʰyːmos
μεγάθυμοσ	meɣaθimos
μεγάθυμοσ	meɣaθymos
μεγάθυμοσ	mɛɡatʰymos
μεγάλ'	meɡál
μεγάλ'	meɣal
μεγάλ'	mɛɡal
μεγάλα	meɡála
μεγάλα	meɡálaː
μεγάλα	meɣala
μεγάλα	mɛɡala
μεγάλαι	meɡálai̯
μεγάλαι	meɣale
μεγάλαι	meɣalɛ
μεγάλαι	mɛɡalɛ
μεγάλαιν	meɡálai̯n
μεγάλαιν	meɣalen
μεγάλαιν	meɣalɛn
μεγάλαιν	mɛɡalɛn
μεγάλαισ	meɡálai̯s
μεγάλαισ	meɣales
μεγάλαισ	meɣalɛs
μεγάλαισ	mɛɡalɛs
μεγάλασ	meɡálaːs
μεγάλασ	meɣalas
μεγάλασ	mɛɡalas
μεγάλε	meɡále
μεγάλε	meɣale
μεγάλε	mɛɡalɛ
μεγάλη	meɡálɛː
μεγάλη	meɣali
μεγάλη	mɛɡale
μεγάληι	meɡálɛːi̯
μεγάληι	meɣali
μεγάληι	mɛɡale
μεγάλην	meɡálɛːn
μεγάλην	meɣalin
μεγάλην	mɛɡalen
μεγάλησ	meɡálɛːs
μεγάλησ	meɣalis
μεγάλησ	mɛɡales
μεγάλοι	meɡáloi̯
μεγάλοι	meɣali
μεγάλοι	meɣaly
μεγάλοι	mɛɡaly
μεγάλοιν	meɡáloi̯n
μεγάλοιν	meɣalin
μεγάλοιν	meɣalyn
μεγάλοιν	mɛɡalyn
μεγάλοιο	meɡáloi̯o
μεγάλοιο	meɣalio
μεγάλοιο	meɣalyo
μεγάλοιο	mɛɡalyo
μεγάλοισ	meɡáloi̯s
μεγάλοισ	meɣalis
μεγάλοισ	meɣalys
μεγάλοισ	mɛɡalys
μεγάλου	meɡáloː
μεγάλου	meɣalu
μεγάλου	mɛɡalu
μεγάλουσ	meɡáloːs
μεγάλουσ	meɣalus
μεγάλουσ	mɛɡalus
μεγάλω	meɡálɔː
μεγάλω	meɣalo
μεγάλω	mɛɡalo
μεγάλωι	meɡálɔːi̯
μεγάλωι	meɣalo
μεγάλωι	mɛɡalo
μεγάλων	meɡálɔːn
μεγάλων	meɣalon
μεγάλων	mɛɡalon
μεγάρα	meɡáraː
μεγάρα	meɣara
μεγάρα	mɛɡara
μεγάροιο	meɡároi̯o
μεγάροιο	meɣario
μεγάροιο	meɣaryo
μεγάροιο	mɛɡaryo
μεγάροισ	meɡároi̯s
μεγάροισ	meɣaris
μεγάροισ	meɣarys
μεγάροισ	mɛɡarys
μεγάροισι	meɡároi̯si
μεγάροισι	meɣarisi
μεγάροισι	meɣarysi
μεγάροισι	mɛɡarysi
μεγάροισιν	meɡároi̯sin
μεγάροισιν	meɣarisin
μεγάροισιν	meɣarysin
μεγάροισιν	mɛɡarysin
μεγάρωι	meɡárɔːi̯
μεγάρωι	meɣaro
μεγάρωι	mɛɡaro
μεγάρων	meɡárɔːn
μεγάρων	meɣaron
μεγάρων	mɛɡaron
μεγέθει	meɡétʰeː
μεγέθει	meɣeθi
μεγέθει	meʝeθi
μεγέθει	mɛɡɛtʰi
μεγέθουσ	meɡétʰoːs
μεγέθουσ	meɣeθus
μεγέθουσ	meʝeθus
μεγέθουσ	mɛɡɛtʰus
μεγίστασ	meɡístaːs
μεγίστασ	meɣistas
μεγίστασ	meʝistas
μεγίστασ	mɛɡistas
μεγίστη	meɡístɛː
μεγίστη	meɣisti
μεγίστη	meʝisti
μεγίστη	mɛɡiste
μεγίστην	meɡístɛːn
μεγίστην	meɣistin
μεγίστην	meʝistin
μεγίστην	mɛɡisten
μεγίστων	meɡístɔːn
μεγίστων	meɣiston
μεγίστων	meʝiston
μεγίστων	mɛɡiston
μεγαβάτησ	meɡabátɛːs
μεγαβάτησ	meɣavatis
μεγαβάτησ	meɣaβatis
μεγαβάτησ	mɛɡabates
