və	vˈæ
ardıc	ardˈɯd͡ʒ
artırılır	artɯɾɯɫˈɯr
arxipelaqın	arxipeɫaɡˈɯn
atırdı	atɯrdˈɯ
axınlarının	axɯnɫaɾɯnˈɯn
balansında	baɫansɯndˈa
başladıqda	baʃɫadɯɡdˈa
başlanmasına	baʃɫanmasɯnˈa
bildiyini	bildijinˈi
biliklərini	biliçlæɾinˈi
bilmərəm	bilmæɾˈæm
bioqrafik	bioɡrafˈiç
bişirmək	biʃirmˈæç
borusunun	boɾusunˈun
boyda	bojdˈa
boykot	bojcˈot
boşanma	boʃanmˈa
buraxılışında	buɾaxɯɫɯʃɯndˈa
bəllidir	bællidˈir
canlanır	d͡ʒanɫanˈɯr
cənubuna	d͡ʒænubunˈa
cəsəd	d͡ʒæsˈæd
danışdı	danɯʃdˈɯ
devirmək	devirmˈæç
deyilmişdir	dejilmiʃdˈir
dinlə	dˈinlæ
divarlarla	divarɫarɫˈa
dizaynını	dizajnɯnˈɯ
donanmasına	donanmasɯnˈa
donma	donmˈa
durub	duɾˈub
düşmənlə	dyʃmˈænlæ
dəmirçi	dæmirt͡ʃˈi
dərəsinin	dæɾæsinˈin
epidemiya	epidˈemia
epizod	epizˈod
erotik	eɾotˈiç
federasiya	fedeɾˈasia
fikirlərinin	ficirlæɾinˈin
fənləri	fænlæɾˈi
genişləndirdi	ɟeniʃlændirdˈi
gizlətmək	ɟizlætmˈæç
gölündən	ɟœlyndˈæn
görmür	ɟœrmˈyr
gətirəcək	ɟætiɾæd͡ʒˈæç
heyvanlarla	hejvanɫarɫˈa
hissəciklərinin	hissæd͡ʒiçlæɾinˈin
hörgü	hœrɟˈy
hüquqlara	hyɡuɡɫaɾˈa
həddini	hæddinˈi
həssaslığı	hæssasɫɯɯˈɯ
iddialı	iddiaɫˈɯ
ilhamlanaraq	ilhamɫanaɾˈax
iltihabı	iltihabˈɯ
ini	inˈi
introduksiya	introdˈuçsia
istəklərinə	istæçlæɾˈinæ
istəmiş	istæmˈiʃ
ixtilaf	ixtiɫˈaf
ixtiranın	ixtiɾanˈɯn
içkilərin	it͡ʃcilæɾˈin
işidir	iʃidˈir
işğalçılıq	iʃɣaɫt͡ʃɯɫˈɯx
karvansara	carvansaɾˈa
keçəcək	cet͡ʃæd͡ʒˈæç
komandadan	comandadˈan
komandirinin	comandiɾinˈin
kompüteri	compyt͡seɾˈi
korpusun	corpusˈun
kosmosda	cosmosdˈa
kralları	çraɫɫaɾˈɯ
krallığın	çraɫɫɯɯˈɯn
kəmiyyəti	cæmijjætˈi
kəsiyi	cæsijˈi
metamorfik	metamorfˈiç
meylləri	mejllæɾˈi
mif	mˈif
motiv	motˈiv
müqavimətə	myɡavimˈætæ
mürəkkəbliyi	myɾæçcæblijˈi
müstəvidə	mystævˈidæ
müxalifətin	myxalifætˈin
məhəllədə	mæhællˈædæ
məktubunu	mæçtubunˈu
məlumatlarla	mæɫumatɫarɫˈa
məntəqələrini	mæntæɡælæɾinˈi
məzunudur	mæzunudˈur
nailiyyətlərinə	na͡ɪlijjætlæɾˈinæ
nasir	nasˈir
obası	obasˈɯ
ocaqlarının	od͡ʒaɡɫaɾɯnˈɯn
olmaqdadır	oɫmaɡdadˈɯr
otaqlı	otaɡɫˈɯ
otlar	otɫˈar
oxşarlığı	oxʃarɫɯɯˈɯ
pullu	puɫɫˈu
qabağına	ɡabaːɯnˈa
qadınlarla	ɡadɯnɫarɫˈa
qaldırılmasına	ɡaɫdɯɾɯɫmasɯnˈa
qanla	ɡanɫˈa
qapağı	ɡapaːˈɯ
qiymətləndirdi	ɡijmætlændirdˈi
qiymətləndirildi	ɡijmætlændiɾildˈi
qişası	ɡiʃasˈɯ
qovuldu	ɡovuɫdˈu
qurbanları	ɡurbanɫaɾˈɯ
qızdırma	ɡɯzdɯrmˈa
qəhrəmanlarından	ɡæhræmanɫaɾɯndˈan
qəzanın	ɡæzanˈɯn
ritmi	ritmˈi
sahillərinin	sahillæɾinˈin
sayırlar	sajɯrɫˈar
seçərək	set͡ʃæɾˈæç
sözcüyü	sœzd͡ʒyjˈy
sərhədlərindən	særhædlæɾindˈæn
tezlikli	tezliçlˈi
tikilmə	ticˈilmæ
topla	topɫˈa
təbabət	tæbabˈæt
təbaşir	tæbaʃˈir
təklifinə	tæçlifˈinæ
təlimat	tælimˈat
tələbələrdən	tælæbælærdˈæn
təntənə	tæntˈænæ
təsvirin	tæsviɾˈin
təyəmmüm	tæjæmmˈym
vadi	vadˈi
vanna	vannˈa
vurğulamışdır	vurɣuɫamɯʃdˈɯr
vəsf	vˈæsf
xarakterə	xaɾaçtˈeɾæ
xaricinə	xaɾid͡ʒˈinæ
xidmətçisi	xidmætt͡ʃisˈi
xitam	xitˈam
xrom	xrˈom
xəndək	xændˈæç
yayıla	jajɯɫˈa
yerindəcə	jeɾindˈæd͡ʒæ
yıxılır	jɯxɯɫˈɯr
zolaqları	zoɫaɡɫaɾˈɯ
çalarlı	t͡ʃaɫarɫˈɯ
çatdığını	t͡ʃatdɯɯɯnˈɯ
çoxlarının	t͡ʃoxɫaɾɯnˈɯn
çöküntülərinin	t͡ʃœcyntylæɾinˈin
ödəməli	œdæmælˈi
övladının	œvɫadɯnˈɯn
özgə	ˈœzɟæ
üstünlüyə	ystynlˈyjæ
İmran	imrˈan
İncil	ind͡ʒˈil
İttifaqın	ittifaɡˈɯn
İxtisas	ixtisˈas
Şmidt	ʃmˈidt
Şurasında	ʃuɾasɯndˈa
Şərifov	ʃæɾifˈov
şüalanması	ʃyaɫanmasˈɯ
Əbdülhəmid	æbdylhæmˈid
əcdadlarının	æd͡ʒdadɫaɾɯnˈɯn
əlifbasında	ælifbasɯndˈa
əncir	ænd͡ʒˈir
əsilzadə	æsilzˈadæ
əsərindəki	æsæɾindæcˈi
Boliviya	bolˈivia
Budaqları	budaɡɫaɾˈɯ
Ceymsin	d͡ʒejmsˈin
Cəbhəsinin	d͡ʒæbhæsinˈin
Cəhənnəm	d͡ʒæhænnˈæm
Departamenti	departamentˈi
Estoniyanın	estonijanˈɯn
Fərəc	fæɾˈæd͡ʒ
Həzm	hˈæzm
Konvensiyanın	convensijanˈɯn
Kuril	cuɾˈil
Körpə	cˈœrpæ
Misirdən	misirdˈæn
Möhtəşəm	mœhtæʃˈæm
Məlikov	mælicˈov
Mərasim	mæɾasˈim
Məşhəd	mæʃhˈæd
Ordeni	ordenˈi
Peterburqa	pet͡serburɡˈa
Saatlı	saatɫˈɯ
Ser	sˈer
Siti	sit͡sˈi
Sovetlərin	sovetlæɾˈin
Suyu	sujˈu
Sərgi	særɟˈi
Tağıyevin	taːɯjevˈin
Təbrizdən	tæbrizdˈæn
Virciniya	vird͡ʒˈinia
Vo	vˈo
Xor	xˈor
Yarandığı	jaɾandɯɯˈɯ
adlandırmağa	adɫandɯrmˈaː
aktivlik	açtivlˈiç
almanlara	aɫmanɫaɾˈa
anlamında	anɫamɯndˈa
arxı	arxˈɯ
atdılar	atdɯɫˈar
atmosferi	atmosfeɾˈi
axıb	axˈɯb
azalan	azaɫˈan
ağcaqayın	aːd͡ʒaɡajˈɯn
baletin	balet͡sˈin
bazilika	bazilicˈa
bağladığı	baːɫadɯɯˈɯ
başlarını	baʃɫaɾɯnˈɯ
biləcəkləri	bilæd͡ʒæçlæɾˈi
bilərək	bilæɾˈæç
bulaqların	buɫaɡɫaɾˈɯn
bölünüb	bœlynˈyb
cib	d͡ʒˈib
cürbəcür	d͡ʒyrbæd͡ʒˈyr
daxilə	daxˈilæ
dağdan	daːdˈan
departamentinin	departamentinˈin
deyim	dejˈim
deyəndə	dejˈændæ
dinləyicilərə	dinlæjid͡ʒilˈæɾæ
divarlarından	divarɫaɾɯndˈan
doldurur	doɫduɾˈur
durğunluq	durɣunɫˈux
döyüşündən	dœjyʃyndˈæn
düzünün	dyzynˈyn
dəstələrin	dæstælæɾˈin
dəyirman	dæjirmˈan
ekzogen	eçzoɟˈen
emissiya	emˈissia
enerjini	enerʒinˈi
fransızca	fransɯzd͡ʒˈa
fırlanır	fɯrɫanˈɯr
fərmanla	færmanɫˈa
fərqləndirilir	færɡlændiɾilˈir
geoloq	ɟeoɫˈox
gimnaziyasında	ɟimnazijasɯndˈa
göldən	ɟœldˈæn
görüşlərini	ɟœɾyʃlæɾinˈi
haqsız	haɡsˈɯz
heyətdə	hejˈætdæ
hindular	hinduɫˈar
hüquqlu	hyɡuɡɫˈu
hədəfinə	hædæfˈinæ
həmlə	hˈæmlæ
icmalar	id͡ʒmaɫˈar
ictimaiyyətinin	id͡ʒtima͡ɪjjætinˈin
idarələrində	idaɾælæɾˈindæ
iddialarını	iddiaɫaɾɯnˈɯ
islami	isɫamˈi
ittihamı	ittihamˈɯ
ixtisaslaşmışdır	ixtisasɫaʃmɯʃdˈɯr
içməyə	it͡ʃmˈæjæ
keyfiyyətcə	cejfijjˈætd͡ʒæ
kilsədən	cilsædˈæn
knyazlığının	çnjazɫɯɯɯnˈɯn
kollecində	coɫled͡ʒˈindæ
kommunistlər	communistlˈær
kompleksə	complˈeçsæ
konus	conˈus
kostyumu	costjumˈu
ləyaqətli	læjaɡætlˈi
mafiya	mˈafia
maldar	maɫdˈar
metodiki	metodicˈi
mirası	miɾasˈɯ
mkm	ˌemkˌaˈem
monastırının	monastɯɾɯnˈɯn
möhkəmlənməsinə	mœhcæmlænmæsˈinæ
mövzularında	mœvzuɫaɾɯndˈa
müdriklik	mydriçlˈiç
mütəfəkkir	mytæfæçcˈir
müzakirələrə	myzaciɾælˈæɾæ
müğənnilər	myːænnilˈær
müəssisədə	myæssisˈædæ
məharəti	mæhaɾætˈi
məhvinə	mæhvˈinæ
məhəbbətin	mæhæbbætˈin
məscidlərin	mæsd͡ʒidlæɾˈin
mətndə	mˈætndæ
məzhəbi	mæzhæbˈi
nailiyyətlərə	na͡ɪlijjætlˈæɾæ
nağara	naːɾˈa
nişanlı	niʃanɫˈɯ
nominasiya	nominˈasia
olunmurdu	oɫunmurdˈu
panel	panˈel
parlaqlıq	parɫaɡɫˈɯx
parlaqlığı	parɫaɡɫɯɯˈɯ
partiyadan	partijadˈan
pozuldu	pozuɫdˈu
qaldırılmış	ɡaɫdɯɾɯɫmˈɯʃ
qalıqlarından	ɡaɫɯɡɫaɾɯndˈan
qarşılığı	ɡarʃɯɫɯɯˈɯ
qiymətləndirilib	ɡijmætlændiɾilˈib
qurtardı	ɡurtardˈɯ
quyularının	ɡujuɫaɾɯnˈɯn
qüvvələrindən	ɡyvvælæɾindˈæn
qışın	ɡɯʃˈɯn
rahatlığı	rahatɫɯɯˈɯ
sallaq	saɫɫˈax
saman	samˈan
sağdan	saːdˈan
sağlamlığının	saːɫamɫɯɯɯnˈɯn
seleksiya	selˈeçsia
simvoluna	simvoɫunˈa
siqnalların	siɡnaɫɫaɾˈɯn
sistemindəki	sistemindæcˈi
sistemlə	sistˈemlæ
sistemlərə	sistemlˈæɾæ
sübh	sˈybh
sədd	sˈædd
səhnələrinin	sæhnælæɾinˈin
səhnəsinə	sæhnæsˈinæ
sənədlərinin	sænædlæɾinˈin
səsləndirmişdir	sæslændirmiʃdˈir
tapmaqda	tapmaɡdˈa
teatrına	teatrɯnˈa
temperaturunda	tempeɾatuɾundˈa
timsahlar	timsahɫˈar
toplaşan	topɫaʃˈan
toponimlərin	toponimlæɾˈin
təbəqələrinin	tæbæɡælæɾinˈin
tələbatın	tælæbatˈɯn
tənzimləmək	tænzimlæmˈæç
təqsirli	tæɡsirlˈi
təsvirlərin	tæsvirlæɾˈin
təzyiqlərə	tæzjiɡlˈæɾæ
uğrayaraq	uːɾajaɾˈax
uşaqdan	uʃaɡdˈan
varisləri	vaɾislæɾˈi
vaxtsız	vaxtsˈɯz
verilişi	veɾiliʃˈi
vitaminləri	vitaminlæɾˈi
vurulmuşdur	vuɾuɫmuʃdˈur
vurğuladı	vurɣuɫadˈɯ
vəba	væbˈa
vətəndaşlara	vætændaʃɫaɾˈa
xadimlərindən	xadimlæɾindˈæn
xalqlarda	xaɫɡɫardˈa
xalqlarında	xaɫɡɫaɾɯndˈa
xanıma	xanɯmˈa
xatırlanan	xatɯrɫanˈan
xeyriyyəçilik	xejrijjæt͡ʃilˈiç
xilasetmə	xiɫasˈetmæ
xoşu	xoʃˈu
xərci	xærd͡ʒˈi
yadına	jadɯnˈa
yandırılır	jandɯɾɯɫˈɯr
yanı	janˈɯ
yarımnöv	jaɾɯmnˈœv
yataqların	jataɡɫaɾˈɯn
yazması	jazmasˈɯ
yazmışlar	jazmɯʃɫˈar
yetirilməsinə	jet͡siɾilmæsˈinæ
yorğunluq	jorɣunɫˈux
yumurtalar	jumurtaɫˈar
yüksəldilməsi	jyçsældilmæsˈi
yüksəlməsinə	jyçsælmæsˈinæ
ziddiyyətləri	ziddijjætlæɾˈi
zəiflətmək	zæiflætmˈæç
çalmaq	t͡ʃaɫmˈax
ödənişli	œdæniʃlˈi
ördək	œrdˈæç
öyrənməklə	œjrænmˈæçlæ
üsulun	ysuɫˈun
üzgəcləri	yzɟæd͡ʒlæɾˈi
İnternetdə	internˈetdæ
şəklin	ʃæçlˈin
Əfrasiyab	æfrasijˈab
Əjdaha	æʒdahˈa
Əkin	æcˈin
ədəbiyyatla	ædæbijjatɫˈa
əsasda	æsasdˈa
əyanların	æjanɫaɾˈɯn
əzələlər	æzælælˈær
Akkad	açcˈad
Aleksandroviç	aleçsandrovˈit͡ʃ
Amerikadan	ameɾicadˈan
Analitik	analit͡sˈiç
Annanın	annanˈɯn
Arnold	arnˈoɫd
Ağası	aːsˈɯ
Bal	bˈaɫ
Cessika	d͡ʒessicˈa
Dar	dˈar
Die	diˈe
Elmar	elmˈar
Fransanı	fransanˈɯ
Françesko	frant͡ʃescˈo
Hərçənd	hært͡ʃˈænd
Jurnalda	ʒurnaɫdˈa
Kiş	cˈiʃ
Kopenhagen	copenhaɟˈen
Köməkçi	cœmæçt͡ʃˈi
Kəbirli	cæbirlˈi
Kəpəz	cæpˈæz
Louis	ɫouˈis
Maqsud	maɡsˈud
Marino	maɾinˈo
Markus	marcˈus
Müharibədə	myhaɾibˈædæ
Network	netwˈorç
Novqorod	novɡoɾˈod
Nəcməddin	næd͡ʒmæddˈin
Nəcəfov	næd͡ʒæfˈov
Pavelin	pavelˈin
Qayıbov	ɡajɯbˈov
Qiymətli	ɡijmætlˈi
Rayt	rˈajt
Sinanın	sinanˈɯn
Sirius	siɾiˈus
Sistemin	sistemˈin
Sonik	sonˈiç
Sənə	sˈænæ
Tatyana	tatjanˈa
Texnika	texnicˈa
Tələt	tælˈæt
Uilyams	uiljˈams
Voleybol	volejbˈoɫ
Yel	jˈel
Yuan	juˈan
Yuli	julˈi
Zevs	zˈevs
abadlıq	abadɫˈɯx
allah	aɫɫˈah
anbarında	anbaɾɯndˈa
arenada	aɾenadˈa
artmaqda	artmaɡdˈa
aspektləri	aspeçtlæɾˈi
ayırmağa	ajɯrmˈaː
açıqlandı	at͡ʃɯɡɫandˈɯ
bağlanmasına	baːɫanmasɯnˈa
başlatdı	baʃɫatdˈɯ
başlıcası	baʃɫɯd͡ʒasˈɯ
bilməmişdilər	bilmæmiʃdilˈær
birləşməsinə	birlæʃmæsˈinæ
bitmir	bitmˈir
bölüşür	bœlyʃˈyr
canlandırmaq	d͡ʒanɫandɯrmˈax
cəmiyyətlərinin	d͡ʒæmijjætlæɾinˈin
dalbadal	daɫbadˈaɫ
dekor	decˈor
deyək	dejˈæç
diametrli	diametrlˈi
disklər	disçlˈær
dumanlı	dumanɫˈɯ
duyan	dujˈan
dönməyə	dœnmˈæjæ
döşəməsi	dœʃæmæsˈi
düzəldilən	dyzældilˈæn
düşüncəyə	dyʃynd͡ʒˈæjæ
düşündü	dyʃyndˈy
dəki	dæcˈi
dənizlərin	dænizlæɾˈin
dəyişmişdi	dæjiʃmiʃdˈi
dəzgah	dæzɟˈah
ediləcəyini	edilæd͡ʒæjinˈi
ehtiramla	ehtiɾamɫˈa
enliyarpaqlı	enlijarpaɡɫˈɯ
er	ˈer
festivallarında	festivaɫɫaɾɯndˈa
fiqurların	fiɡurɫaɾˈɯn
florası	fɫoɾasˈɯ
folklorunda	foɫçɫoɾundˈa
fotoşəkillər	fotoʃæcillˈær
funksiyanı	funçsijanˈɯ
fırtına	fɯrtɯnˈa
fəlsəfəni	fælsæfænˈi
fərqlənməyə	færɡlænmˈæjæ
hakiminin	haciminˈin
hesablanmış	hesabɫanmˈɯʃ
hökmdarlıq	hœçmdarɫˈɯx
hüceyrəsi	hyd͡ʒejræsˈi
hərəkətlərindən	hæɾæcætlæɾindˈæn
həssasdır	hæssasdˈɯr
iaşə	iˈaʃæ
ideologiyasının	ideoɫoɟijasɯnˈɯn
idmançıların	idmant͡ʃɯɫaɾˈɯn
idmançısı	idmant͡ʃɯsˈɯ
imzalanıb	imzaɫanˈɯb
inkişafda	inciʃafdˈa
inkişafından	inciʃafɯndˈan
inteqrasiyası	inteɡrasijasˈɯ
istehsala	istehsaɫˈa
istəyirik	istæjiɾˈiç
izahını	izahɯnˈɯ
işçilərinə	iʃt͡ʃilæɾˈinæ
kafedranın	cafedranˈɯn
kanallarında	canaɫɫaɾɯndˈa
kağızı	caːɯzˈɯ
keçirdiyini	cet͡ʃirdijinˈi
keçmişdən	cet͡ʃmiʃdˈæn
keçməyi	cet͡ʃmæjˈi
kimyaçısı	cimjat͡ʃɯsˈɯ
kolleci	coɫled͡ʒˈi
kukla	cuçɫˈa
küçənin	cyt͡ʃænˈin
kəsilməkdə	cæsilmˈæçdæ
kəsişən	cæsiʃˈæn
liderlərinin	liderlæɾinˈin
mahalın	mahaɫˈɯn
marağın	maɾaːˈɯn
mövzuların	mœvzuɫaɾˈɯn
müstəmləkəsi	mystæmlæcæsˈi
müəyyənləşdirmişdir	myæjjænlæʃdirmiʃdˈir
məhbusların	mæhbusɫaɾˈɯn
məhlulundan	mæhɫuɫundˈan
məhvi	mæhvˈi
məhəllənin	mæhællænˈin
məmurlarının	mæmurɫaɾɯnˈɯn
məntiqli	mæntiɡlˈi
məscidləri	mæsd͡ʒidlæɾˈi
nailiyyət	na͡ɪlijjˈæt
nüfuzunun	nyfuzunˈun
olduğunda	oɫduːndˈa
orbit	orbˈit
oynanılır	ojnanɯɫˈɯr
paleolit	paleolˈit
plazma	pɫazmˈa
polkovniki	poɫcovnicˈi
qaldırma	ɡaɫdɯrmˈa
qiymətləndirilən	ɡijmætlændiɾilˈæn
qulu	ɡuɫˈu
qırdı	ɡɯrdˈɯ
qələbəni	ɡælæbænˈi
raketlərdən	racetlærdˈæn
rəngarəngliyi	rænɟaɾænɟlijˈi
rəqsin	ræɡsˈin
rəsmlərin	ræsmlæɾˈin
sahilyanı	sahiljanˈɯ
separatçı	sepaɾatt͡ʃˈɯ
siyasətçisi	sijasætt͡ʃisˈi
statusunun	statusunˈun
stil	stˈil
sultanlığı	suɫtanɫɯɯˈɯ
superqəhrəman	superɡæhræmˈan
sıfırdan	sɯfɯrdˈan
sıxışdırıb	sɯxɯʃdɯɾˈɯb
səbəbkarı	sæbæbcaɾˈɯ
səbəblərlə	sæbæblˈærlæ
səhvi	sæhvˈi
səlahiyyətlər	sæɫahijjætlˈær
səpkili	sæpcilˈi
sərnişinlərin	særniʃinlæɾˈin
səsverməsi	sæsvermæsˈi
tamamlanan	tamamɫanˈan
tapdılar	tapdɯɫˈar
tay	tˈaj
tikdirmişdir	tiçdirmiʃdˈir
toplanmasına	topɫanmasɯnˈa
topları	topɫaɾˈɯ
tutmağı	tutmaːˈɯ
təmayüllü	tæmajyllˈy
utancaq	utand͡ʒˈax
uzanırdı	uzanɯrdˈɯ
uçmaq	ut͡ʃmˈax
verdiyinə	verdijˈinæ
vergidən	verɟidˈæn
vulkanlar	vuɫcanɫˈar
vəsaitlərin	væsa͡ɪtlæɾˈin
xaos	xaˈos
xarakteristikası	xaɾaçteɾisticasˈɯ
xəritələr	xæɾitælˈær
xəritələrdə	xæɾitælˈærdæ
xəritəsini	xæɾitæsinˈi
yadelli	jadellˈi
yandırmaq	jandɯrmˈax
yanması	janmasˈɯ
yarıya	jaɾɯjˈa
yaxını	jaxɯnˈɯ
yaylasının	jajɫasɯnˈɯn
yaşadək	jaʃadˈæç
yaşlarda	jaʃɫardˈa
yetirilib	jet͡siɾilˈib
yüksəklikdən	jyçsæçliçdˈæn
yüksəldir	jyçsældˈir
zireh	ziɾˈeh
ziyarətçilər	zijaɾætt͡ʃilˈær
çatmasına	t͡ʃatmasɯnˈa
çıxarılaraq	t͡ʃɯxaɾɯɫaɾˈax
çıxırdılar	t͡ʃɯxɯrdɯɫˈar
çəkməsi	t͡ʃæçmæsˈi
ölmək	œlmˈæç
öyrənilmiş	œjrænilmˈiʃ
öyrənərək	œjrænæɾˈæç
üzlük	yzlˈyç
İbad	ibˈad
İnqilabdan	inɡiɫabdˈan
İrşad	irʃˈad
Şamaxıya	ʃamaxɯjˈa
Şapur	ʃapˈur
şagirdlərindən	ʃaɟirdlæɾindˈæn
şotland	ʃotɫˈand
şəhidi	ʃæhidˈi
şəxslərindən	ʃæxslæɾindˈæn
əməliyyatda	æmælijjatdˈa
əsirlər	æsirlˈær
Anderson	andersˈon
Araşdırmaları	aɾaʃdɯrmaɫaɾˈɯ
Azərb	azˈærb
Bab	bˈab
Başda	baʃdˈa
Bolivar	bolivˈar
Bəşər	bæʃˈær
Departamentinin	departamentinˈin
Dizayn	dizˈajn
Dumasının	dumasɯnˈɯn
Düzənlik	dyzænlˈiç
Dərman	dærmˈan
Elbrus	elbrˈus
Fe	fˈe
Filmdəki	filmdæcˈi
Filosof	fiɫosˈof
Fəlsəfi	fælsæfˈi
Herat	heɾˈat
Hesablama	hesabɫamˈa
Hindistanı	hindistanˈɯ
Holl	hˈoɫl
Hüqo	hyɡˈo
Kommersiya	commˈersia
Krıma	çrɯmˈa
Könüllü	cœnyllˈy
Livanda	livandˈa
MTV	ˌemtˌevˈe
Meksikada	meçsicadˈa
Münasibətlər	mynasibætlˈær
Məcburi	mæd͡ʒbuɾˈi
Mənbələrin	mænbælæɾˈin
Petroviç	petrovˈit͡ʃ
Peyk	pˈejç
Polşaya	poɫʃajˈa
Quş	ɡˈuʃ
Serbiyanın	serbijanˈɯn
Skot	scˈot
Sparta	spartˈa
Studios	studiˈos
Svetlana	svetɫanˈa
Sədi	sædˈi
Troya	trojˈa
Tusi	tusˈi
Tərbiyəsi	tærbijæsˈi
Verilən	veɾilˈæn
Vyetnamın	vjetnamˈɯn
Yağış	jaːˈɯʃ
Yerusəlim	jeɾusælˈim
Yeyinti	jejintˈi
Yohan	johˈan
Yolun	joɫˈun
ahəng	ahˈænɟ
amansızcasına	amansɯzd͡ʒasɯnˈa
amillərinin	amillæɾinˈin
analoq	anaɫˈox
anasından	anasɯndˈan
artırırdı	artɯɾɯrdˈɯ
arvadına	arvadɯnˈa
assistent	assistˈent
atçılıq	att͡ʃɯɫˈɯx
axdığı	axdɯɯˈɯ
ayrılmışdı	ajrɯɫmɯʃdˈɯ
ağalıq	aːɫˈɯx
bazarlarda	bazarɫardˈa
bağların	baːɫaɾˈɯn
bağışladı	baːɯʃɫadˈɯ
başqasının	baʃɡasɯnˈɯn
borcludur	bord͡ʒɫudˈur
boynu	bojnˈu
bugün	buɟˈyn
bəndin	bændˈin
bənzəyirdi	bænzæjirdˈi
bəslədiyi	bæslædijˈi
cığır	d͡ʒɯɯˈɯr
darvazası	darvazasˈɯ
dastanında	dastanɯndˈa
dayanmışdır	dajanmɯʃdˈɯr
dağarası	daːɾasˈɯ
dağıntılara	daːɯntɯɫaɾˈa
digərini	diɟæɾinˈi
dissertasiyasının	dissertasijasɯnˈɯn
doldurulur	doɫduɾuɫˈur
domen	domˈen
dövrümüzdə	dœvrymˈyzdæ
düşmənlərinə	dyʃmænlæɾˈinæ
dəstəklədiyi	dæstæçlædijˈi
dəstələrinə	dæstælæɾˈinæ
ediləcəkdir	edilæd͡ʒæçdˈir
edim	edˈim
endirildi	endiɾildˈi
eneolit	eneolˈit
enməsi	enmæsˈi
etdirirdilər	etdiɾirdilˈær
evlərə	evlˈæɾæ
faktlara	façtɫaɾˈa
faktorların	façtorɫaɾˈɯn
fəqət	fæɡˈæt
genişlənmişdir	ɟeniʃlænmiʃdˈir
görsə	ɟˈœrsæ
göstərdiyinə	ɟœstærdijˈinæ
göyərti	ɟœjærtˈi
gözlədiyi	ɟœzlædijˈi
gətirdikləri	ɟætirdiçlæɾˈi
hazırlanaraq	hazɯrɫanaɾˈax
hikmət	hiçmˈæt
hökumətlər	hœcumætlˈær
hövzə	hˈœvzæ
hücumlarını	hyd͡ʒumɫaɾɯnˈɯ
hündürlükdən	hyndyrlyçdˈæn
hədəflərə	hædæflˈæɾæ
hərəsi	hæɾæsˈi
həyətin	hæjætˈin
ilindən	ilindˈæn
işlətdiyi	iʃlætdijˈi
karate	caɾatˈe
karbonatlı	carbonatɫˈɯ
kartları	cartɫaɾˈɯ
keçirilməsinin	cet͡ʃiɾilmæsinˈin
kilsəni	cilsænˈi
krem	çrˈem
könüllülər	cœnyllylˈær
küçələrinin	cyt͡ʃælæɾinˈin
kəsilib	cæsilˈib
mahalından	mahaɫɯndˈan
mantiya	mˈantia
meyvələrindən	mejvælæɾindˈæn
mikroorqanizmlərin	miçroorɡanizmlæɾˈin
möhkəmləndirdi	mœhcæmlændirdˈi
məbəddə	mæbˈæddæ
məclislərdə	mæd͡ʒlislˈærdæ
məhsullara	mæhsuɫɫaɾˈa
məntəqəsidir	mæntæɡæsidˈir
normalar	normaɫˈar
nümayişləri	nymajiʃlæɾˈi
nəzərəçarpacaq	næzæɾæt͡ʃarpad͡ʒˈax
oksidləşməsi	oçsidlæʃmæsˈi
olunarsa	oɫunarsˈa
ongünlüyündə	onɟynlyjˈyndæ
oraq	oɾˈax
oxumuşdu	oxumuʃdˈu
oğlana	oːɫanˈa
pambıqçılıq	pambɯɡt͡ʃɯɫˈɯx
paylanır	pajɫanˈɯr
peyğəmbərlərin	pejɣæmbærlæɾˈin
pilləkənlər	pillæcænlˈær
poeziyanın	poezijanˈɯn
preparatlar	prepaɾatɫˈar
profilaktik	profiɫaçtˈiç
proletar	proletˈar
qalaktikaların	ɡaɫaçticaɫaɾˈɯn
qalasından	ɡaɫasɯndˈan
qatarın	ɡataɾˈɯn
qayası	ɡajasˈɯ
qayıdış	ɡajɯdˈɯʃ
qazandıran	ɡazandɯɾˈan
qidanı	ɡidanˈɯ
qlükoza	ɡlycozˈa
qoyma	ɡojmˈa
qoyulduğu	ɡojuɫdˈuː
qurulmasının	ɡuɾuɫmasɯnˈɯn
quşçuluq	ɡuʃt͡ʃuɫˈux
qırmaq	ɡɯrmˈax
qırğını	ɡɯrɣɯnˈɯ
qıtlığı	ɡɯtɫɯɯˈɯ
qərarla	ɡæɾarɫˈa
qəsidə	ɡæsˈidæ
rektor	reçtˈor
rolların	roɫɫaɾˈɯn
rolun	roɫˈun
seçimini	set͡ʃiminˈi
skif	scˈif
sonuncusu	sonund͡ʒusˈu
sularla	suɫarɫˈa
sübutdur	sybutdˈur
sıralarda	sɯɾaɫardˈa
səfərlərində	sæfærlæɾˈindæ
sərbəstlik	særbæstlˈiç
səviyyələrində	sævijjælæɾˈindæ
tapıldığı	tapɯɫdɯɯˈɯ
tapılmamışdır	tapɯɫmamɯʃdˈɯr
tapşırılır	tapʃɯɾɯɫˈɯr
tayfalardan	tajfaɫardˈan
telekanalının	telecanaɫɯnˈɯn
temperaturdan	tempeɾaturdˈan
terminalı	terminaɫˈɯ
tituluna	tituɫunˈa
toplandı	topɫandˈɯ
toxumlarının	toxumɫaɾɯnˈɯn
tüklər	tyçlˈær
təhlükəsini	tæhlycæsinˈi
