ա	ɑ
գիտակցվել	ɡitɑkt͡sʰvɛl
գիտելիք	ɡitɛlikʰ
գիտեմ	ɡitɛm
գիտենալ	ɡitɛnɑl
գիտնական	ɡitnɑkɑn
գիտություն	ɡitutʰjun
գիտուն	ɡitun
գիտունիկ	ɡitunik
գիր	ɡiɾ
գիրգ	ɡiɾɡ
գիրկ	ɡiɾk
գիրոկաստրա	ɡiɾɔkɑstɾɑ
գիրություն	ɡiɾutʰjun
գիրուկ	ɡiɾuk
գիրք	ɡiɾkʰ
գիրքը	ɡiɾkʰə
գիրքն	ɡiɾkʰn
գլան	ɡəlɑn
գլանդ	ɡəlɑnd
գլանիկ	ɡəlɑnik
գլասնոստ	ɡlɑsnɔst
գլաքար	ɡəlɑkʰɑɾ
գլդորել	ɡəldɔɾɛl
գլել	ɡəlɛl
գլխաբառ	ɡəlχɑbɑr
գլխագիր	ɡəlχɑɡiɾ
գլխաշոր	ɡəlχɑʃɔɾ
գլխապտույտ	ɡəlχɑpətujt
գլխավոր	ɡəlχɑvɔɾ
գլխատառ	ɡəlχɑtɑr
գլխատել	ɡəlχɑtɛl
գլխարկ	ɡəlχɑɾk
գլխարկագործ	ɡəlχɑɾkɑɡɔɾt͡s
գլխացավ	ɡəlχɑt͡sʰɑv
գլխովին	ɡəlχɔvin
գլխուղեղ	ɡəlχuʁɛʁ
գլյուոն	ɡljujɔn
գլոր	ɡəlɔɾ
գլորել	ɡəlɔɾɛl
գլուխ	ɡəluχ
գլուխկոտրուկ	ɡəluχkɔtɾuk
գլտորել	ɡəltɔɾɛl
գծիկ	ɡət͡sik
գմբեթ	ɡəmbɛtʰ
գյադա	ɡjɑdɑ
գյանջա	ɡjɑnd͡ʒɑ
գյավուր	ɡjɑvuɾ
գյափիկ	ɡjɑpʰik
գյոզ	ɡjɔz
գյոզալ	ɡjɔzɑl
գյոթ	ɡjɔtʰ
գյոթվերան	ɡjɔtʰvɛɾɑn
գյոլ	ɡjɔl
գյոյգյոլ	ɡjɔjɡjɔl
գյոռ	ɡjɔr
գյոռբագյոռ	ɡjɔrbɑɡjɔr
գյորմամիշ	ɡjɔɾmɑmiʃ
գյուլբենկյան	ɡjulbɛŋkjɑn
գյուղ	ɡjuʁ
գյուղապետ	ɡjuʁɑpɛt
գյուղատնտես	ɡjuʁɑtəntɛs
գյուղատնտեսական	ɡjuʁɑtəntɛsɑkɑn
գյուղատնտեսություն	ɡjuʁɑtəntɛsutʰjun
գյուղացի	ɡjuʁɑt͡sʰi
գյումրի	ɡjumɾi
գյուտ	ɡjut
գյուտարար	ɡjutɑɾɑɾ
գյուրզա	ɡjuɾzɑ
գյուրջինյան	ɡjuɾd͡ʒinjɑn
գնալ	ɡənɑl
գնալով	ɡənɑlɔv
գնահատել	ɡənɑhɑtɛl
գնահատելի	ɡənɑhɑtɛli
գնաճ	ɡənɑt͡ʃ
գնապիտակ	ɡənɑpitɑk
գնարբուկ	ɡənɑɾbuk
գնացուցակ	ɡənɑt͡sʰut͡sʰɑk
գնացք	ɡənɑt͡sʰkʰ
գնդակ	ɡəndɑk
գնդակահարություն	ɡəndɑkɑhɑɾutʰjun
գնդաձեւ	ɡəndɑd͡zɛv
գնդապետ	ɡəndɑpɛt
գնդացիր	ɡəndɑt͡sʰiɾ
գնդիկ	ɡəndik
գնդոլորտ	ɡəndɔlɔɾt
գնել	ɡənɛl
գնհատել	ɡənhɑtɛl
գնոստիկ	ɡənɔstik
գնոստիկական	ɡənɔstikɑkɑn
գնոստիկություն	ɡənɔstikutʰjun
գնոստիցիզմ	ɡənɔstit͡sʰizm
գնում	ɡənum
գնչել	ɡənt͡ʃʰɛl
գնչու	ɡənt͡ʃʰu
գնչուերեն	ɡənt͡ʃʰuɛɾɛn
գնչուհի	ɡənt͡ʃʰuhi
գոա	ɡɔɑ
գոգ	ɡɔkʰ
գոգաթիակ	ɡɔkʰɑtʰijɑk
գոգավորվել	ɡɔkʰɑvɔɾvɛl
գոգել	ɡɔkʰɛl
գոգնոց	ɡɔkʰnɔt͡sʰ
գոդի	ɡɔdi
գոդի	ɡɔtʰi
գոթերեն	ɡɔtʰɛɾɛn
գոթի	ɡɔtʰi
գոլ	ɡɔl
գոլանալ	ɡɔlɑnɑl
գոլորշի	ɡɔlɔɾʃi
գոլֆ	ɡɔlf
գոհ	ɡɔh
գոհանալ	ɡɔhɑnɑl
գոհար	ɡɔhɑɾ
գոհացնել	ɡɔhɑt͡sʰnɛl
գող	ɡɔʁ
գողանալ	ɡɔʁɑnɑl
գողգոթա	ɡɔʁɡɔtʰɑ
գողոն	ɡɔʁɔn
գողոնք	ɡɔʁɔŋkʰ
գողունի	ɡɔʁuni
գողտր	ɡɔχtəɾ
գողտրիկ	ɡɔχtɾik
գոճանյան	ɡɔt͡ʃɑnjɑn
գոճի	ɡɔt͡ʃi
գոմ	ɡɔm
գոմաղբ	ɡɔmɑχp
գոմել	ɡɔmɛl
գոմեշ	ɡɔmɛʃ
գոյ	ɡɔj
գոյական	ɡɔjɑkɑn
գոյակցություն	ɡɔjɑkt͡sʰutʰjun
գոյանալ	ɡɔjɑnɑl
գոյություն	ɡɔjutʰjun
գոնադ	ɡɔnɑd
գոնդոլ	ɡɔndɔl
գոնե	ɡɔnɛ
գոչ	ɡɔt͡ʃʰ
գոչել	ɡɔt͡ʃʰɛl
գոչյուն	ɡɔt͡ʃʰjun
գոչում	ɡɔt͡ʃʰum
գոռ	ɡɔr
գոռալ	ɡɔrɑl
գոռոզ	ɡɔrɔz
գոռոզություն	ɡɔrɔzutʰjun
գոս	ɡɔs
գով	ɡɔv
գովազդ	ɡɔvɑzd
գովալ	ɡɔvɑl
գովասան	ɡɔvɑsɑn
գովել	ɡɔvɛl
գովեստ	ɡɔvɛst
գովք	ɡɔfkʰ
գոտի	ɡɔti
գորբաչով	ɡɔɾbɑt͡ʃʰɔv
գորգ	ɡɔɾɡ
գորի	ɡɔɾi
գորիս	ɡɔɾis
գործ	ɡɔɾt͡s
գործադուլ	ɡɔɾt͡sɑdul
գործազուրկ	ɡɔɾt͡sɑzuɾk
գործազրկություն	ɡɔɾt͡sɑzəɾkutʰjun
գործածել	ɡɔɾt͡sɑt͡sɛl
գործակցություն	ɡɔɾt͡sɑkt͡sʰutʰjun
գործառնական	ɡɔɾt͡sɑrnɑkɑn
գործառնություն	ɡɔɾt͡sɑrnutʰjun
գործառույթ	ɡɔɾt͡sɑrujtʰ
գործառույթը	ɡɔɾt͡sɑrujtʰə
գործարան	ɡɔɾt͡sɑɾɑn
գործարար	ɡɔɾt͡sɑɾɑɾ
գործարկել	ɡɔɾt͡sɑɾkɛl
գործարք	ɡɔɾt͡sɑɾkʰ
գործել	ɡɔɾt͡sɛl
գործելաոճ	ɡɔɾt͡sɛlɑvɔt͡ʃ
գործելի	ɡɔɾt͡sɛli
գործընթաց	ɡɔɾt͡səntʰɑt͡sʰ
գործընկեր	ɡɔɾt͡səŋkɛɾ
գործի	ɡɔɾt͡si
գործիական	ɡɔɾt͡sjɑkɑn
գործիչ	ɡɔɾt͡sit͡ʃʰ
գործնական	ɡɔɾt͡snɑkɑn
գործող	ɡɔɾt͡sɔʁ
գործողություն	ɡɔɾt͡sɔʁutʰjun
գործոն	ɡɔɾt͡sɔn
գործում	ɡɔɾt͡sum
գործուն	ɡɔɾt͡sun
գործունեություն	ɡɔɾt͡sunɛutʰjun
գործվածք	ɡɔɾt͡svɑt͡skʰ
գորկի	ɡɔɾki
գորշ	ɡɔɾʃ
գորշավուն	ɡɔɾʃɑvun
գորշուկ	ɡɔɾʃuk
գորովագին	ɡɔɾɔvɑɡin
գորովել	ɡɔɾɔvɛl
գորտ	ɡɔɾt
գորտնուկ	ɡɔɾtnuk
գուավա	ɡuɑvɑ
գուարանի	ɡuɑɾɑni
գուբ	ɡub
գուգարք	ɡuɡɑɾkʰ
գուգլ	ɡuɡəl
գուգո	ɡuɡɔ
գուգուշ	ɡuɡuʃ
գուգս	ɡukʰs
գուգսիկ	ɡuɡsik
գուդաութա	ɡudɑutʰɑ
գութ	ɡutʰ
գութան	ɡutʰɑn
գուժում	ɡuʒum
գուլ	ɡul
գուլպա	ɡulpɑ
գուղձ	ɡuʁd͡z
գումար	ɡumɑɾ
գումարել	ɡumɑɾɛl
գումարում	ɡumɑɾum
գույժ	ɡujʒ
գույն	ɡujn
գույք	ɡujkʰ
գուն	ɡun
գունդ	ɡund
գուներանգ	ɡunɛɾɑŋɡ
գուշակ	ɡuʃɑk
գուշակաբար	ɡuʃɑkɑbɑɾ
գուշակել	ɡuʃɑkɛl
գուշակիչ	ɡuʃɑkit͡ʃʰ
գուշակողական	ɡuʃɑkɔʁɑkɑn
գուշակում	ɡuʃɑkum
գուշակվել	ɡuʃɑkvɛl
գուշպ	ɡuʃp
գուպար	ɡupɑɾ
գուջարաթ	ɡud͡ʒɑɾɑtʰ
գուջարաթի	ɡud͡ʒɑɾɑtʰi
գուսան	ɡusɑn
գուրալ	ɡuɾɑl
գուրգեն	ɡuɾɡɛn
գուրգուրալ	ɡuɾɡuɾɑl
գուրգուրել	ɡuɾɡuɾɛl
գուրզ	ɡuɾz
գուցե	ɡut͡sʰɛ
գռեհիկ	ɡərɛhik
գռուզ	ɡəruz
գվինեա	ɡvinɛɑ
գտածո	ɡətɑt͡sɔ
գտանք	ɡətɑŋkʰ
գտնել	ɡətnɛl
գտնվել	ɡətnəvɛl
գրաբար	ɡəɾɑpʰɑɾ
գրաբարյան	ɡəɾɑpʰɑɾjɑn
գրագետ	ɡəɾɑɡɛt
գրագիտուհի	ɡəɾɑɡituhi
գրադարակ	ɡəɾɑdɑɾɑk
գրադարան	ɡəɾɑdɑɾɑn
գրադարձել	ɡəɾɑdɑɾt͡sʰɛl
գրադարձություն	ɡəɾɑdɑɾt͡sʰutʰjun
գրադիենտ	ɡəɾɑdjɛnt
գրադիենտ	ɡɾɑdjɛnt
գրազ	ɡəɾɑz
գրախանութ	ɡəɾɑχɑnutʰ
գրախոսություն	ɡəɾɑχɔsutʰjun
գրական	ɡəɾɑkɑn
գրականագետ	ɡəɾɑkɑnɑɡɛt
գրականագիտություն	ɡəɾɑkɑnɑɡitutʰjun
գրականություն	ɡəɾɑkɑnutʰjun
գրամ	ɡəɾɑm
գրամեքենա	ɡəɾɑmɛkʰɛnɑ
գրանիկոն	ɡəɾɑnikɔn
գրանիտ	ɡɾɑnit
գրանտ	ɡəɾɑnt
գրանտակեր	ɡəɾɑntɑkɛɾ
գրանցել	ɡəɾɑnt͡sʰɛl
գրանցիչ	ɡəɾɑnt͡sʰit͡ʃʰ
գրանցում	ɡəɾɑnt͡sʰum
գրանցվել	ɡəɾɑnt͡sʰvɛl
գրառել	ɡəɾɑrɛl
գրասեղան	ɡəɾɑsɛʁɑn
գրասենյակ	ɡəɾɑsɛnjɑk
գրաստ	ɡəɾɑst
գրավ	ɡəɾɑv
գրավիտոն	ɡɾɑvitɔn
գրատախտակ	ɡəɾɑtɑχtɑk
գրատուն	ɡəɾɑtun
գրատպություն	ɡəɾɑtputʰjun
գրաքննություն	ɡəɾɑkʰənːutʰjun
գրգիռ	ɡəɾɡir
գրգռել	ɡəɾɡərɛl
գրգռված	ɡəɾɡərvɑt͡s
գրեթե	ɡəɾɛtʰɛ
գրել	ɡəɾɛl
գրենա	ɡɾɛnɑ
գրենադա	ɡɾɛnɑdɑ
գրենական	ɡəɾɛnɑkɑn
գրենական	ɡɾɛnɑkɑn
գրենլանդերեն	ɡɾɛnlɑndɛɾɛn
գրենլանդիա	ɡɾɛnlɑndjɑ
գրիգոր	ɡɾikʰɔɾ
գրիգորի	ɡɾiɡɔɾi
գրիգորիոպոլիս	ɡɾikʰɔɾiɔpɔlis
գրիգորյան	ɡɾikʰɔɾjɑn
գրիգորուպոլ	ɡɾikʰɔɾupɔl
գրիժա	ɡɾiʒɑ
գրիչ	ɡəɾit͡ʃʰ
գրիպ	ɡəɾip
գրկել	ɡəɾkɛl
գրկում	ɡəɾkum
գրյանք	ɡəɾjɑŋkʰ
գրոզնի	ɡɾɔzni
գրոհ	ɡəɾɔh
գրոհային	ɡəɾɔhɑjin
գրոհել	ɡəɾɔhɛl
գրող	ɡəɾɔʁ
գրույթ	ɡəɾujtʰ
գրչահատ	ɡəɾt͡ʃʰɑhɑt
գրչատուփ	ɡəɾt͡ʃʰɑtupʰ
գրպան	ɡəɾpɑn
գրպանահատ	ɡəɾpɑnɑhɑt
գրպանի	ɡəɾpɑni
գրտնակ	ɡəɾtnɑk
գցել	ɡət͡sʰɛl
դ	də
դա	dɑ
դաբաղ	dɑbɑʁ
դաբաղանոց	dɑbɑʁɑnɔt͡sʰ
դաբաղխանա	dɑbɑʁχɑnɑ
դաբիր	dɑbiɾ
դաբրո	dɑbɾɔ
դագաղ	dɑɡɑʁ
դագանակ	dɑɡɑnɑk
դագուր	dɑɡuɾ
դադար	dɑtʰɑɾ
դադարած	dɑtʰɑɾɑt͡s
դադարգյուն	dɑdɑɾɡjun
դադարգուն	dɑdɑɾɡun
դադարել	dɑtʰɑɾɛl
դադարեցնել	dɑtʰɑɾɛt͡sʰnɛl
դադարեցում	dɑtʰɑɾɛt͡sʰum
դադարեցվել	dɑtʰɑɾɛt͡sʰvɛl
դազգահ	dɑzɡɑh
դաժան	dɑʒɑn
դաժե	dɑʒɛ
դաժը	dɑʒə
դալ	dɑl
դալար	dɑlɑɾ
դալարի	dɑlɑɾi
դալարուտ	dɑlɑɾut
դալկադեմ	dɑlkɑdɛm
դալմաթիա	dɑlmɑtʰjɑ
դալուկ	dɑluk
դակու	dɑku
դակուր	dɑkuɾ
դահանակ	dɑhɑnɑk
դահիճ	dɑhit͡ʃ
դահիրա	dɑhiɾɑ
դահլիճ	dɑhlit͡ʃ
դահճապետ	dɑht͡ʃɑpɛt
դահուկ	dɑhuk
դաղալ	dɑʁɑl
դաղստան	dɑʁəstɑn
դամասկոս	dɑmɑskɔs
դամբան	dɑmbɑn
դամբարան	dɑmbɑɾɑn
դամբուլ	dɑmbul
դամոն	dɑmɔn
դայակ	dɑjɑk
դայլայլ	dɑjlɑjl
դայլայլել	dɑjlɑjlɛl
դայլայլիկ	dɑjlɑjlik
դայրա	dɑjɾɑ
դանակ	dɑnɑk
դանդալոշ	dɑndɑlɔʃ
դանդաղ	dɑndɑʁ
դանդաղկոտ	dɑndɑχkɔt
դանդանավանդ	dɑndɑnɑvɑnd
դանդուռ	dɑndur
դանիա	dɑnjɑ
դանիական	dɑnjɑkɑn
դանիացի	dɑnjɑt͡sʰi
դանիերեն	dɑnjɛɾɛn
դանիշմենդյան	dɑniʃmɛndjɑn
դանուբ	dɑnub
դաշինք	dɑʃiŋkʰ
դաշն	dɑʃən
դաշնագիր	dɑʃnɑɡiɾ
դաշնակ	dɑʃnɑk
դաշնակից	dɑʃnɑkit͡sʰ
դաշնակցական	dɑʃnɑkt͡sʰɑkɑn
դաշնակցություն	dɑʃnɑkt͡sʰutʰjun
դաշնամուր	dɑʃnɑmuɾ
դաշնային	dɑʃnɑjin
դաշնություն	dɑʃnutʰjun
դաշույն	dɑʃujn
դաշտ	dɑʃt
դաշտամուկ	dɑʃtɑmuk
դաշտային	dɑʃtɑjin
դաշտան	dɑʃtɑn
դաշտավայր	dɑʃtɑvɑjɾ
դաշտեր	dɑʃtɛɾ
դաշտերը	dɑʃtɛɾə
դաշտերի	dɑʃtɛɾi
դաշտերին	dɑʃtɛɾin
դաշտերից	dɑʃtɛɾit͡sʰ
դաշտերն	dɑʃtɛɾn
դաշտերով	dɑʃtɛɾɔv
դաշտերում	dɑʃtɛɾum
դաշտը	dɑʃtə
դաշտի	dɑʃti
դաշտին	dɑʃtin
դաշտից	dɑʃtit͡sʰ
դաշտն	dɑʃtən
դաշտով	dɑʃtɔv
դաշտում	dɑʃtum
դաչա	dɑt͡ʃʰɑ
դաջել	dɑd͡ʒɛl
դաջվածք	dɑd͡ʒvɑt͡skʰ
դառ	dɑr
դառը	dɑrə
դառն	dɑrən
դառնալ	dɑrnɑl
դառնենի	dɑrnɛni
դաս	dɑs
դասագիրք	dɑsɑɡiɾkʰ
դասադուլ	dɑsɑdul
դասալիք	dɑsɑlikʰ
դասալքություն	dɑsɑləkʰutʰjun
դասախոս	dɑsɑχɔs
դասախոսություն	dɑsɑχɔsutʰjun
դասակ	dɑsɑk
դասական	dɑsɑkɑn
դասակարգ	dɑsɑkɑɾkʰ
դասավորել	dɑsɑvɔɾɛl
դասատու	dɑsɑtu
դասարան	dɑsɑɾɑn
դասարանակից	dɑsɑɾɑnɑkit͡sʰ
դասընկեր	dɑsəŋkɛɾ
դաստակ	dɑstɑk
դաստակերտ	dɑstɑkɛɾt
դաստիարակ	dɑstiɾɑk
դաստիարակ	dɑstjɑɾɑk
դավ	dɑv
դավա	dɑvɑ
դավադիր	dɑvɑdiɾ
դավադրության	dɑvɑdɾutʰjɑn
դավադրություն	dɑvɑdɾutʰjun
դավաճան	dɑvɑt͡ʃɑn
դավաճանել	dɑvɑt͡ʃɑnɛl
դավաճանություն	dɑvɑt͡ʃɑnutʰjun
դավաճանում	dɑvɑt͡ʃɑnum
դավայ	dɑvɑj
դավթյան	dɑftʰjɑn
դավի	dɑvi
դավիթ	dɑvitʰ
դատ	dɑt
դատախազ	dɑtɑχɑz
դատական	dɑtɑkɑn
դատապարտել	dɑtɑpɑɾtɛl
դատապարտյալ	dɑtɑpɑɾtjɑl
դատավոր	dɑtɑvɔɾ
դատարան	dɑtɑɾɑn
դատարկ	dɑtɑɾk
դատարկագլուխ	dɑtɑɾkɑɡəluχ
դատարկաձեռն	dɑtɑɾkɑd͡zɛrən
դատարկամիտ	dɑtɑɾkɑmit
դատարկել	dɑtɑɾkɛl
դատարկուն	dɑtɑɾkun
դատողություն	dɑtɔʁutʰjun
դար	dɑɾ
դարակ	dɑɾɑk
դարայի	dɑɾɑji
դարան	dɑɾɑn
դարանակալել	dɑɾɑnɑkɑlɛl
դարաշրջան	dɑɾɑʃəɾd͡ʒɑn
դարավանդ	dɑɾɑvɑnd
դարբին	dɑɾpʰin
դարբնել	dɑɾpʰnɛl
դարդանել	dɑɾdɑnɛl
դարդլու	dɑɾdlu
դարեհ	dɑɾɛh
դարեր	dɑɾɛɾ
դարթս	dɑɾtʰs
դարձ	dɑɾt͡sʰ
դարձգիր	dɑɾt͡sʰɡiɾ
դարձյալ	dɑɾt͡sʰjɑl
դարձված	dɑɾt͡sʰvɑt͡s
դարձվածք	dɑɾt͡sʰvɑt͡skʰ
դարձվոր	dɑɾt͡sʰvɔɾ
դարման	dɑɾmɑn
դարմշտադիում	dɑɾmʃtɑdijum
դարչին	dɑɾt͡ʃʰin
դարչնագույն	dɑɾt͡ʃʰnɑɡujn
դարպաս	dɑɾpɑs
դարպասաձող	dɑɾpɑsɑd͡zɔʁ
դարպասապահ	dɑɾpɑsɑpɑh
դարսել	dɑɾsɛl
դարվինիզմ	dɑɾvinizm
դափնեկիր	dɑpʰnɛkiɾ
դափնի	dɑpʰni
դաքա	dɑkʰɑ
դաքեսյան	dɑkʰɛsjɑn
դաքքա	dɑkʰːɑ
դդմաճ	dədmɑt͡ʃ
դդում	dətʰum
դե	dɛ
դեբիլ	dɛbil
դեգերում	dɛɡɛɾum
դեդլայն	dɛdlɑjn
դեզ	dɛz
դեզօքսիռիբոնուկլեինաթթու	dɛzɔkʰsiribɔnuklɛinɑtʰətʰu
դելի	dɛli
դելփին	dɛlpʰin
դելփիք	dɛlpʰikʰ
դելֆին	dɛlfin
դելֆիս	dɛlfis
դեկան	dɛkɑn
դեկտեմբեր	dɛktɛmbɛɾ
դեկտեմբերյան	dɛktɛmbɛɾjɑn
դեղ	dɛʁ
դեղաբույս	dɛʁɑbujs
դեղագետ	dɛʁɑɡɛt
դեղահատ	dɛʁɑhɑt
դեղատոմս	dɛʁɑtɔms
դեղատուն	dɛʁɑtun
դեղբ	dɛʁb
դեղին	dɛʁin
դեղձ	dɛχt͡sʰ
դեղձան	dɛχt͡sʰɑn
դեղձանիկ	dɛχt͡sʰɑnik
դեղձենի	dɛχt͡sʰɛni
դեղնախտ	dɛʁnɑχt
դեղնավուն	dɛʁnɑvun
դեղնուց	dɛʁnut͡sʰ
դեղոտ	dɛʁɔt
դեղորայք	dɛʁɔɾɑjkʰ
դեմ	dɛm
դեմիրճյան	dɛmiɾt͡ʃjɑn
դեմոկրատ	dɛmɔkɾɑt
դեմոկրատական	dɛmɔkɾɑtɑkɑn
դեմոկրատիա	dɛmɔkɾɑtjɑ
դեմոկրիտ	dɛmɔkɾit
դեմք	dɛmkʰ
դեյրա	dɛjɾɑ
դեպի	dɛpi
դեպք	dɛpkʰ
դեռ	dɛr
դեռեւս	dɛrɛvəs
դեսպակ	dɛspɑk
դեսպան	dɛspɑn
դեսպանատուն	dɛspɑnɑtun
դեստրուկտիվ	dɛstɾuktiv
դետ	dɛt
դետեկտիվ	dɛtɛktiv
դետրոյտ	dɛtɾɔjt
դեր	dɛɾ
դերանուն	dɛɾɑnun
դերասան	dɛɾɑsɑn
դերասանուհի	dɛɾɑsɑnuhi
դերբայ	dɛɾbɑj
դերկոմս	dɛɾkɔms
դերձակ	dɛɾt͡sʰɑk
դերձան	dɛɾt͡sʰɑn
դերվիշ	dɛɾviʃ
դեցիմետր	dɛt͡sʰimɛtəɾ
դեւ	dɛv
դեւանագարի	dɛvɑnɑɡɑɾi
դեֆիցիտ	dɛfit͡sʰit
դժար	dəʒɑɾ
դժբախտ	dəʒbɑχt
դժբախտություն	dəʒbɑχtutʰjun
դժգոհություն	dəʒɡɔhutʰjun
դժգույն	dəʒɡujn
դժոխք	dəʒɔχkʰ
դժվար	dəʒvɑɾ
դժվարամատույց	dəʒvɑɾɑmɑtujt͡sʰ
դժվարավ	dəʒvɑɾɑv
դի	di
դիաբետ	dijɑbɛt
դիակ	dijɑk
դիակիզարան	djɑkizɑɾɑn
դիահերձում	dijɑhɛɾd͡zum
դիարան	dijɑɾɑn
դիարբեքիր	dijɑɾbɛkʰiɾ
դիել	dijɛl
դիետա	dijɛtɑ
դիեցիկ	dijɛt͡sʰik
դիզայներ	dizɑjnɛɾ
դիլիջան	dilid͡ʒɑn
դիմադրություն	dimɑdɾutʰjun
դիմախաղ	dimɑχɑʁ
դիմակ	dimɑk
դիմանալ	dimɑnɑl
դիմանկար	dimɑnəkɑɾ
դիմապակի	dimɑpɑki
դիմավորել	dimɑvɔɾɛl
դիմատետր	dimɑtɛtəɾ
դիմացկուն	dimɑt͡sʰkun
դիմել	dimɛl
դիմելաձեւ	dimɛlɑd͡zɛv
դիմորդ	dimɔɾtʰ
դինաստիա	dinɑstjɑ
դինար	dinɑɾ
դինգո	diŋɡɔ
դինոզավր	dinɔzɑvəɾ
դիոգենես	dijɔɡɛnɛs
դիոկղետիանոս	dijɔkʁɛtjɑnɔs
դիոնիսոս	djɔnisɔs
դիպակ	dipɑk
դիպաշար	dipɑʃɑɾ
դիպլոմ	diplɔm
դիպուկ	dipuk
դիպչել	dipt͡ʃʰɛl
դիպված	dipvɑt͡s
դիսերտացիա	disɛɾtɑt͡sʰjɑ
դիսկոտեկ	diskɔtɛk
դիսկուրս	diskuɾs
դիսկրիմինացիա	diskɾiminɑt͡sʰjɑ
դիսպաշեր	dispɑʃɛɾ
դիսպետչեր	dipsɛtt͡ʃʰɛɾ
դիսպետչեր	dispɛtt͡ʃʰɛɾ
դիսպրոզիում	dispɾɔzijum
դիստրիբյուտոր	distɾibjutɔɾ
դիվան	divɑn
դիվան	d͡zivɑn
դիվանագետ	divɑnɑɡɛt
դիվանագիտություն	divɑnɑɡitutʰjun
դիվերգենցիա	divɛɾɡɛnt͡sʰjɑ
դիվերսիոն	divɛɾsjɔn
դիվիդենտ	dividɛnt
դիտակ	ditɑk
դիտել	ditɛl
դիտողություն	ditɔʁutʰjun
դիտորդ	ditɔɾtʰ
դիտորդական	ditɔɾtʰɑkɑn
դիտվել	ditvɛl
դիրագ	diɾɑɡ
դիրիժաբլ	diɾiʒɑbəl
դիրհամ	diɾhɑm
դիրտ	diɾt
դիրք	diɾkʰ
դիրքորոշում	diɾkʰɔɾɔʃum
դիցաբանություն	dit͡sʰɑbɑnutʰjun
դիցուք	dit͡sʰukʰ
դիք	dikʰ
դլփին	dəlpʰin
դհոլ	dəhɔl
դղեզ	dəʁɛz
դղիրդ	dəʁiɾd
դղյակ	dəʁjɑk
դղորդ	dəʁɔɾd
դմբուզ	dəmbuz
դյուգոն	djuɡɔn
դյուժին	djuʒin
դյույմ	djujm
դյուր	djuɾ
դյուրաթեք	djuɾɑtʰɛkʰ
դյուրաշարժ	djuɾɑʃɑɾʒ
դյուրավ	djuɾɑv
դյուրացնել	djuɾɑt͡sʰnɛl
դյուրին	djuɾin
դյուրով	djuɾɔv
դյուցազն	djut͡sʰɑzən
դյուցազուն	djut͡sʰɑzun
դնել	dənɛl
դնեպրոպետրովսկ	dnɛpɾɔpɛtɾɔfsk
դնեստր	dnɛstəɾ
դնթ	dənətʰə
դնչիկ	dənt͡ʃʰik
դոբրուջա	dɔbɾud͡ʒɑ
դոգմա	dɔɡmɑ
դոգմատիզմ	dɔɡmɑtizm
դոդ	dɔd
դոդոշ	dɔdɔʃ
դոժ	dɔʒ
դոլար	dɔlɑɾ
դոլլար	dɔlːɑɾ
դոլմա	dɔlmɑ
դոլմեն	dɔlmɛn
դոլչա	dɔlt͡ʃʰɑ
դոխ	dɔχ
դոխտուր	dɔχtuɾ
դոհա	dɔhɑ
դող	dɔʁ
դողալ	dɔʁɑl
դողէրոցք	dɔʁɛɾɔt͡sʰkʰ
դոմփել	dɔmpʰɛl
դոն	dɔn
դոնեցկ	dɔnɛt͡sʰk
դոնի	dɔni
դոնիկ	dɔnik
դոնորություն	dɔnɔɾutʰjun
դոշակ	dɔʃɑk
դորպատ	dɔɾpɑt
դոցենտ	dɔt͡sʰɛnt
դու	du
դուբայ	dubɑj
դուբլին	dublin
դուբնիում	dubnijum
դուբոսար	dubɔsɑɾ
դուբոսարի	dubɔsɑɾi
դուբրովնիկ	dubɾɔvnik
դուդուկ	duduk
դուդուկահար	dudukɑhɑɾ
դուզ	duz
դուզնաքյա	duznɑkʰjɑ
դուլ	dul
դուխ	duχ
դուխի	duχi
դուխով	duχɔv
դույզն	dujzən
դույլ	dujl
դույն	dujn
դուն	dun
դունչ	dunt͡ʃʰ
դուշանբե	duʃɑnbɛ
դուշման	duʃmɑn
դուռ	dur
դուստր	dustəɾ
դուր	duɾ
դուրբին	duɾbin
դուրգ	duɾɡ
դուրգար	duɾɡɑɾ
դուրգարյան	duɾɡɑɾjɑn
դուրս	duɾs
դուք	dukʰ
դուքան	dukʰɑn
դուքյան	dukʰjɑn
դուքս	dukʰs
դոֆամին	dɔfɑmin
դպիր	dəpiɾ
դպրոց	dəpɾɔt͡sʰ
դպրոցական	dəpɾɔt͡sʰɑkɑn
դռնապան	dərnɑpɑn
դռնփակ	dərənpʰɑk
դրախտ	dəɾɑχt
դրական	dəɾɑkɑn
դրակոն	dəɾɑkɔn
դրակոնյան	dɾɑkɔnjɑn
դրամ	dəɾɑm
դրամաշնորհ	dəɾɑmɑʃənɔɾ
դրամաշորթ	dɾɑmɑʃɔɾtʰ
դրամապանակ	dɾɑmɑpɑnɑk
դրամատուն	dəɾɑmɑtun
դրամատուրգ	dɾɑmɑtuɾɡ
դրամատուրգիական	dɾɑmɑtuɾɡjɑkɑn
դրամարկղ	dəɾɑmɑɾkəʁ
դրանդ	dəɾɑnd
դրանդի	dəɾɑndi
դրանիկ	dəɾɑnik
դրասխանակերտ	dɾɑsχɑnɑkɛɾt
դրացի	dəɾɑt͡sʰi
դրացիական	dəɾɑt͡sʰijɑkɑn
