да	dˈɒ
төшерергә	tˌœʃerˈerɣæ
укытыла	ˌuqɯtˈɯɫɑ
хакимиятләре	xˌɒqimˌijætlˈære
хәлләргә	xællˈærɣæ
чакырылган	ɕˌɒqɯrˈɯɫʁɑn
энергия	ˌenerɣˈijæ
языла	jɑzˈɯɫɑ
Җиңү	ʑˈiŋy
Европага	jˌɯwropˈɑʁɑ
Иван	ˈiwɑn
Күрәсең	kyrˈæseŋ
Сәяси	sæjˈæsi
Халыкның	xɒɫˈɯqnɯŋ
Шакиров	ʃɒqˈirow
аракы	ɒrˈɒqɯ
берләшмәсе	bˌerlæʃmˈæse
беткән	bˈetkæn
дәресләре	dˌæreslˈære
калдырырга	qˌɒɫdɯrˈɯrʁɑ
министр	mˈinistr
руслар	rˈusɫɑr
урынын	urˈɯnɯn
хакимиятләр	xˌɒqimijˈætlær
хата	xˈɒtɒ
җитештерү	ʑˌiteʃtˈery
җыйган	ʑˈɯjʁɑn
җырлый	ʑˈɯrɫɯj
үзгәрә	yzɣˈæræ
әйттем	æˈɪttem
Альберт	ˈɒɫʔbert
Татарның	tɒtˈɒrnɯŋ
Ураза	urˈɑzɑ
авылыннан	ˌɑwɯɫˈɯnnɑn
алмас	ˈɒɫmɒs
алуын	ɒɫˈuɯn
елы	jˈɯɫɯ
калдыру	qɒɫdˈɯru
карашта	qɒrˈɒʃtɑ
китерелгән	kˌiterˈelɣæn
күчә	kˈyɕæ
салкын	sˈɒɫqɯn
укытучылары	ˌuqɯtˌuɕɯɫˈɑrɯ
экстремистик	ˌekstremˈistik
этәргеч	etˈærɣeɕ
үзгәртеп	yzɣˈærtep
Вахитов	wɒxˈitow
Европаның	jˌɯwropˈɑnɯŋ
бармый	bˈɒrmɯj
егетләре	jˌeɣetlˈære
кайдан	qɒˈɪdɑn
кичендә	kiɕˈendæ
кичерә	kiɕˈeræ
кызыл	qˈɯzɯɫ
күрсәтелде	kˌyrsætˈelde
көннән	kˈœnnæn
көннәре	kœnnˈære
никадәр	niqˈɑdær
сәясәтчеләр	sˌæjæsætɕˈelær
таш	tˈɒʃ
челтәрләрдә	ɕˌeltærlˈærdæ
ышанам	ɯʃˈɑnɑm
әйләнә	ˌæɪlˈænæ
Алла	ˈɒɫɫɒ
Германиядә	ɣˌermɑnijˈædæ
Иранның	irˈɑnnɯŋ
Кара	qˈɒrɒ
айга	ɒˈɪʁɑ
алырлык	ɒɫˈɯrɫɯq
бизнес	bˈiznes
иртәгә	irtˈæɣæ
ишетеп	iʃˈetep
йөртә	ɪˈœrtæ
күзәтүчеләр	kˌyzætyɕˈelær
матбугаты	mˌɒtbuʁˈɑtɯ
мәсьәләләре	mˌæsʔælælˈære
нияте	nijˈæte
тарту	tˈɒrtu
тирәсендәге	tˌiræsendˈæɣe
төбәкләр	tœbˈæklær
фәкать	fˈæqɑtʔ
язучылары	jˌɑzuɕɯɫˈɑrɯ
Әйтергә	ˌæɪtˈerɣæ
Оештыручылар	ˌoeʃtˌɯruɕˈɯɫɑr
Хәрби	xˈærbi
аркылы	ɒrqˈɯɫɯ
белдерүләр	bˌelderˈylær
елдагы	jɯɫdˈɑʁɯ
исәпли	isˈæpli
кешедән	keʃˈedæn
мәчетнең	mæɕˈetneŋ
табылды	tɒbˈɯɫdɯ
таләпләр	tɒɫˈæplær
тотыла	totˈɯɫɑ
тугыз	tˈuʁɯz
төрекләр	tœrˈeklær
урыннарында	ˌurɯnnɑrˈɯndɑ
утырышта	ˌutɯrˈɯʃtɑ
файдасына	fˌɒɪdɑsˈɯnɑ
хокукый	xoqˈuqɯj
чараларга	ɕˌɒrɒɫˈɑrʁɑ
эшләми	eʃlˈæmi
яткан	jˈɑtqɑn
Фәйзрахманов	fˌæɪzrɑxmˈɑnow
Хәер	xˈæer
башкарып	bɒʃqˈɒrɯp
бәяләр	bæjˈælær
вәкилләрен	wˌækillˈæren
имеш	ˈimeʃ
катнаш	qˈɒtnɒʃ
лаеклы	ɫɒˈeqɫɯ
сыман	sˈɯmɑn
таный	tˈɒnɯj
тартырга	tɒrtˈɯrʁɑ
чараларны	ɕˌɒrɒɫˈɑrnɯ
яулык	jɑˈuɫɯq
үзәгенең	ˌyzæɣˈeneŋ
әйберне	ˌæɪbˈerne
Китап	kˈitɑp
Сөләйманов	sˌœlæɪmˈɑnow
активисты	ˌɒqtiwˈistɯ
аңлатырга	ˌɒŋɫɒtˈɯrʁɑ
бүлек	bˈylek
бүре	bˈyre
заманда	zɒmˈɒndɑ
кагыла	qɒʁˈɯɫɑ
килмәде	kilmˈæde
китапларын	kˌitɑpɫˈɑrɯn
коррупция	qˌorruptsˈijæ
ныграк	nˈɯʁrɑq
очрашуга	ˌoɕrɑʃˈuʁɑ
очрый	ˈoɕrɯj
санап	sˈɒnɒp
сәхифәсе	sˌæxifˈæse
тәмамлаган	tˌæmɑmɫˈɑʁɑn
чәй	ɕˈæɪ
эшлиләр	eʃlˈilær
эшләүчеләр	ˌeʃlæyɕˈelær
Җомга	ʑˈomʁɑ
үткәреп	ytkˈærep
Аерым	ɒˈerɯm
Галим	ʁˈɒɫim
Гәрчә	ɣˈærɕæ
Мортазин	mortˈɑzin
ачыкланды	ˌɒɕɯqɫˈɑndɯ
багышлап	bɒʁˈɯʃɫɑp
борчыла	borɕˈɯɫɑ
дәүләткә	dˌæylˈætkæ
йөк	ˈɪœk
кимегән	kimˈeɣæn
китерү	kitˈery
кушылган	quʃˈɯɫʁɑn
көрәшергә	kˌœræʃˈerɣæ
меңнәрчә	meŋnˈærɕæ
президентына	prˌezidentˈɯnɑ
чыктым	ɕˈɯqtɯm
шәһәренә	ʃˌæhærˈenæ
элеккеге	ˌelekkˈeɣe
Әнә	ˈænæ
Петр	pˈetr
алмаячак	ˌɒɫmɒjˈɑɕɑq
балаларына	bˌɒɫɒɫɑrˈɯnɑ
берәү	berˈæy
бәрелешләр	bˌærelˈeʃlær
дөньядагы	dˌœnʔjædˈɑʁɯ
имза	ˈimzɑ
кануни	qɒnˈuni
карашы	qɒrˈɒʃɯ
килмәгән	kilmˈæɣæn
кушылды	quʃˈɯɫdɯ
нигезе	niɣˈeze
проблемалар	prˌobɫemˈɑɫɑr
сүзчесе	syzɕˈese
чарасында	ɕˌɒrɒsˈɯndɑ
Наилә	nɒˈilæ
Уфадагы	ˌufɑdˈɑʁɯ
айда	ɒˈɪdɑ
башыннан	bɒʃˈɯnnɑn
дуслары	dusɫˈɑrɯ
инглизчә	iŋɣlˈizɕæ
ифтар	ˈiftɑr
кәгазь	kˈæʁɑzʔ
сакланган	sɒqɫˈɒŋʁɑn
сине	sˈine
тудырды	tudˈɯrdɯ
чуаш	ɕˈuɑʃ
шура	ʃˈurɑ
җыен	ʑˈɯen
Дини	dˈini
аласыз	ɒɫˈɒsɯz
вакытка	wɒqˈɯtqɑ
иҗаты	iʑˈɑtɯ
музыкаль	muzˈɯqɑɫʔ
сайланды	sˌɒɪɫˈɑndɯ
тема	tˈemɑ
түрәләре	tˌyrælˈære
тәкъдимнәр	tækʔdˈimnær
фаш	fˈɒʃ
язуынча	jˌɑzuˈɯnɕɑ
җыенда	ʑɯˈendɑ
әзерләп	æzˈerlæp
Йосыф	ɪˈosɯf
Ник	nˈik
Юныс	jˈunɯs
белдерүчеләр	bˌelderyɕˈelær
бирәчәк	birˈæɕæk
диненә	dinˈenæ
дәресләр	dærˈeslær
журнал	ʒˈurnɑɫ
илләренә	ˌillærˈenæ
классик	qɫˈɒssik
куелды	quˈeɫdɯ
көнбатыш	kœnbˈɑtɯʃ
тиздән	tˈizdæn
төркемгә	tœrkˈemɣæ
уздыра	uzdˈɯrɑ
уңайлы	ˌuŋɑˈɪɫɯ
фаразлый	fɒrˈɒzɫɯj
шартлау	ʃɒrtɫˈɒu
җитәкчеләренең	ʑˌitækɕˌelærˈeneŋ
әгъза	ˈæʁʔzɑ
Ләйсән	læˈɪsæn
армия	ɒrmˈijæ
башкаласында	bˌɒʃqɒɫɑsˈɯndɑ
башлыклары	bˌɒʃɫɯqɫˈɑrɯ
белгеч	bˈelɣeɕ
гаскәрләре	ʁˌɒsqærlˈære
дидем	dˈidem
дәгъва	dˈæʁʔwɑ
ла	ɫˈɒ
максатында	mˌɒqsɒtˈɯndɑ
оешмаларга	ˌoeʃmɑɫˈɑrʁɑ
ролен	rˈoɫen
удмурт	ˈudmurt
уртаклашты	ˌurtɑqɫˈɑʃtɯ
уртасында	ˌurtɑsˈɯndɑ
фильмы	fˈiɫʔmɯ
шәһәреннән	ʃˌæhærˈennæn
җәза	ʑˈæzɑ
Истанбул	istˈɑnbuɫ
Татмедиа	tˌɒtmedˈiɑ
акчасы	ɒqɕˈɒsɯ
акчасына	ˌɒqɕɒsˈɯnɑ
белдерергә	bˌelderˈerɣæ
белемле	belˈemle
вакытлы	wɒqˈɯtɫɯ
дигәнне	diɣˈænne
дәрәҗәле	dˌæræʑˈæle
еллыгын	jɯɫɫˈɯʁɯn
катнашучы	qˌɒtnɒʃˈuɕɯ
киңәшчесе	kˌiŋæʃɕˈese
көтелмәгән	kˌœtelmˈæɣæn
оешмаларның	ˌoeʃmɑɫˈɑrnɯŋ
республикалар	rˌespubɫiqˈɑɫɑr
чараның	ɕɒrˈɒnɯŋ
шуларның	ʃuɫˈɑrnɯŋ
эчтәлеге	ˌeɕtælˈeɣe
ябу	jˈɑbu
җитеп	ʑˈitep
үзеннән	yzˈennæn
Ватаным	wɒtˈɒnɯm
Изге	ˈizɣe
Чуашстан	ɕuˈɑʃstɑn
авылына	ˌɑwɯɫˈɯnɑ
бүләкләр	bylˈæklær
вәзгыять	wæzʁˈɯjɑtʔ
зурлап	zˈurɫɑp
конгресс	qˈoŋʁress
көчләп	kˈœɕlæp
мөстәкыйль	mœstˈæqɯjɫʔ
сәбәпләре	sˌæbæplˈære
тикшерергә	tˌikʃerˈerɣæ
уйлыйсыз	ˌuɪɫˈɯjsɯz
укытуны	ˌuqɯtˈunɯ
ышана	ɯʃˈɑnɑ
өсөн	ˈœsœn
ата	ˈɒtɒ
йөзләгән	ˌɪœzlˈæɣæn
йөзләрчә	ˌɪœzlˈærɕæ
китерергә	kˌiterˈerɣæ
күрү	kˈyry
матбугатта	mˌɒtbuʁˈɑttɑ
машиналар	mˌɒʃinˈɑɫɑr
мәхкәмәдә	mˌæxkæmˈædæ
ректоры	reqtˈorɯ
сорауларына	sˌorɑˌuɫɑrˈɯnɑ
фотога	fotˈoʁɑ
өй	ˈœɪ
Госман	ʁˈosmɑn
Донецки	donˈetski
Ерак	jˈɯrɑq
Сүриядә	sˌyrijˈædæ
Фәридә	færˈidæ
аңлашыла	ˌɒŋɫɒʃˈɯɫɑ
декабрендә	dˌeqɑbrˈendæ
егерме	jeɣˈerme
итүенчә	ˌityˈenɕæ
йөрүчеләр	ˌɪœryɕˈelær
күтәрелә	kˌytærˈelæ
сәяхәт	sæjˈæxæt
тарихта	tɒrˈixtɑ
туктап	tˈuqtɑp
тупланган	tupɫˈɑŋʁɑn
уйлаган	ˌuɪɫˈɑʁɑn
чиста	ɕˈistɑ
шигырьләр	ʃiʁˈɯrʔɫær
Канун	qˈɒnun
Яруллин	jɑrˈuɫɫin
атарга	ɒtˈɒrʁɑ
беркемгә	berkˈemɣæ
бөтенесе	bˌœtenˈese
вәкилләренең	wˌækillærˈeneŋ
журналистлары	ʒˌurnɑɫistɫˈɑrɯ
зыялылары	zˌɯjɑɫɯɫˈɑrɯ
илләреннән	ˌillærˈennæn
кертте	kˈertte
килешүе	kˌileʃˈye
кулы	qˈuɫɯ
миллионнан	mˌilliˈonnɑn
ныклап	nˈɯqɫɑp
уеннар	uˈennɑr
халыкта	xɒɫˈɯqtɑ
чиктә	ɕˈiktæ
ялгыш	jˈɑɫʁɯʃ
Ачык	ˈɒɕɯq
Георгий	ɣˌeorʁˈiɪ
Римма	rˈimmɑ
Сәфәров	sæfˈærow
авыру	ɑwˈɯru
арттыра	ɒrttˈɯrɑ
ашыгыч	ɒʃˈɯʁɯɕ
дөньякүләм	dˌœnʔjækˈylæm
итүдә	itˈydæ
корбан	qˈorbɑn
н	ˈen
нәтиҗәләр	nˌætiʑˈælær
рухы	rˈuxɯ
сайлауларда	sˌɒɪɫˌɑuɫˈɑrdɑ
тизрәк	tˈizræk
торам	tˈorɑm
уңышка	uŋˈɯʃqɑ
чыкмады	ɕɯqmˈɑdɯ
яшендә	jæʃˈendæ
Үзем	ˈyzem
үзгәрде	yzɣˈærde
үзгәртү	yzɣˈærty
Гомәр	ʁˈomær
Дөньяда	dœnʔjˈædɑ
Мари	mˈɒri
бушка	bˈuʃqɑ
бәхәс	bˈæxæs
ит	ˈit
ителәчәк	ˌitelˈæɕæk
кемнең	kˈemneŋ
кызыксынып	qˌɯzɯqsˈɯnɯp
көндәлек	kœndˈælek
сыйфатлы	sɯjfˈɑtɫɯ
темасы	temˈɑsɯ
тирәсе	tirˈæse
җырларны	ʑɯrɫˈɑrnɯ
җәмгыятьтә	ʑˌæmʁɯjˈætʔtæ
үзгәреш	yzɣˈæreʃ
әрмән	ˈærmæn
өйрәтә	ˌœɪrˈætæ
адвокат	ɒdwˈoqɑt
атказанган	ˌɒtqɒzˈɑŋʁɑn
вәкилләр	wækˈillær
дистәләрчә	dˌistælˈærɕæ
дәлилләр	dælˈillær
дөньяны	dœnʔjˈænɯ
куйдылар	qˌuɪdˈɯɫɑr
кызыксына	qˌɯzɯqsˈɯnɑ
статусы	stɒtˈusɯ
торгызу	torʁˈɯzu
хакимиятенә	xˌɒqimˌijætˈenæ
халыкларга	xˌɒɫɯqɫˈɑrʁɑ
штраф	ʃtrˈɒf
шулар	ʃˈuɫɑr
җәй	ʑˈæɪ
үтерү	ytˈery
Гөлназ	ɣˈœɫnɑz
Кыскасы	qɯsqˈɑsɯ
бабай	bɒbˈɒɪ
баланы	bɒɫˈɒnɯ
башкарырга	bˌɒʃqɒrˈɯrʁɑ
берсен	bˈersen
вакыйгаларны	wˌɒqɯjʁɑɫˈɑrnɯ
дан	dˈɒn
елына	jɯɫˈɯnɑ
журналисты	ʒˌurnɑɫˈistɯ
иясе	ijˈæse
йөрде	ɪˈœrde
кага	qˈɒʁɒ
кайтарырга	qˌɒɪtɑrˈɯrʁɑ
кат	qˈɒt
комиссия	qˌomissˈijæ
рәхәтләнеп	rˌæxætlˈænep
театрының	tˌeɑtrˈɯnɯŋ
түләү	tylˈæy
төбәге	tœbˈæɣe
төбәкләрдән	tˌœbæklˈærdæn
аена	ɒˈenɑ
аерма	ɒˈermɑ
барса	bˈɒrsɒ
бирмәде	birmˈæde
гаскәр	ʁˈɒsqær
журналистларга	ʒˌurnɑɫistɫˈɑrʁɑ
зарур	zˈɒrur
илләрдәге	ˌillærdˈæɣe
проблемнарны	prˌobɫemnˈɑrnɯ
талантлы	tɒɫˈɒntɫɯ
тентү	tˈenty
торачак	torˈɑɕɑq
туктатып	tuqtˈɑtɯp
узгач	ˈuzʁɑɕ
хөкүмәтнең	xˌœkymˈætneŋ
юлдан	jˈuɫdɑn
әһәмияте	ˌæhæmijˈæte
өлгесе	œlɣˈese
Австралия	ˌɑwstrɑɫˈijæ
Берсе	bˈerse
Ренат	rˈenɑt
актуаль	ɒqtˈuɑɫʔ
баручылар	bˌɒruɕˈɯɫɑr
исәпләнә	ˌisæplˈænæ
кору	qˈoru
куялар	qujˈɑɫɑr
мэры	mˈerɯ
режиссеры	rˌeʒissˈerɯ
фестиваль	festˈiwɑɫʔ
фиркасенең	fˌirqɑsˈeneŋ
хезмәтләре	xˌezmætlˈære
ярдәмгә	jærdˈæmɣæ
җитәкчелегенә	ʑˌitækɕˌeleɣˈenæ
Әфганстан	æfʁˈɑnstɑn
Америкага	ˌɒmeriqˈɑʁɑ
Галимҗан	ʁɒɫˈimʑɑn
Зәйнуллин	zˌæɪnˈuɫɫin
Кирилл	kˈirill
Рифат	rˈifɑt
Төрки	tˈœrki
аламы	ɒɫˈɒmɯ
алдынгы	ɒɫdˈɯŋʁɯ
аякка	ɒjˈɑqqɑ
башлангыч	bɒʃɫˈɒŋʁɯɕ
дәлил	dˈælil
каян	qˈɒjɑn
комитет	qomˈitet
корылган	qorˈɯɫʁɑn
күтәргән	kytˈærɣæn
музыкасы	mˌuzɯqˈɑsɯ
премьер	prˈemʔer
таләбе	tɒɫˈæbe
тикшеренүләр	tˌikʃerenˈylær
тотты	tˈottɯ
уздырып	uzdˈɯrɯp
хуҗа	xˈuʑɑ
шигарләр	ʃiʁˈɑrɫær
Госманлы	ʁosmˈɑnɫɯ
Төркияне	tˌœrkijˈæne
берләштерү	bˌerlæʃtˈery
бирер	bˈirer
булсалар	buɫsˈɑɫɑr
корылтай	qˌorɯɫtˈɑɪ
кулланучылар	qˌuɫɫɑnuɕˈɯɫɑr
машинасы	mˌɒʃinˈɑsɯ
милләтләрне	mˌillætlˈærne
ныгыту	nɯʁˈɯtu
районындагы	rˌɒɪˌonɯndˈɑʁɯ
таралды	tɒrˈɒɫdɯ
түгелдер	tyɣˈelder
уеннары	ˌuennˈɑrɯ
форум	fˈorum
чыгучы	ɕɯʁˈuɕɯ
җиткерергә	ʑˌitkerˈerɣæ
җәмәгатьчелеккә	ʑˌæmæʁˌɑtʔɕelˈekkæ
Акмәчет	ɒqmˈæɕet
Болай	boɫˈɑɪ
Нур	nˈur
бакчасы	bɒqɕˈɒsɯ
бетерә	betˈeræ
билгеләү	bˌilɣelˈæy
дистәләгән	dˌistælˈæɣæn
идегез	idˈeɣez
ирешү	irˈeʃy
исемнәрен	ˌisemnˈæren
карасаң	qɒrˈɒsɑŋ
латин	ɫˈɒtin
милләтеннән	mˌillætˈennæn
нәтиҗәләрен	nˌætiʑælˈæren
президентның	prˌezidˈentnɯŋ
рәттән	rˈættæn
урнаштырылган	ˌurnɑʃtɯrˈɯɫʁɑn
фильмны	fˈiɫʔmnɯ
хакимиятенең	xˌɒqimˌijætˈeneŋ
ясала	jɑsˈɑɫɑ
һөҗүмнәр	hœʑˈymnær
әйберләрне	ˌæɪberlˈærne
Украинадан	ˌuqrɑinˈɑdɑn
документларны	dˌoqumentɫˈɑrnɯ
еллардагы	jˌɯɫɫɑrdˈɑʁɯ
киртә	kˈirtæ
милләтләрнең	mˌillætlˈærneŋ
мондагы	mondˈɑʁɯ
мәгълүматларга	mˌæɣʔlymɑtɫˈɑrʁɑ
мәгънәсе	mæɣʔnˈæse
нәтиҗәгә	nˌætiʑˈæɣæ
процентка	protsˈentqɑ
с	ˈes
сәнгате	sæŋʁˈɑte
тип	tˈip
уйгыр	uˈɪʁɯr
хисе	xˈise
чыкмый	ɕˈɯqmɯj
чыктык	ɕˈɯqtɯq
чынлап	ɕˈɯnɫɑp
яклары	jɑqɫˈɑrɯ
якты	jˈɑqtɯ
үстерергә	ˌysterˈerɣæ
Әфганстанда	ˌæfʁɑnstˈɑndɑ
Вәлиди	wælˈidi
Кызганычка	qˌɯzʁɑnˈɯɕqɑ
Кыргызстан	qɯrʁˈɯzstɑn
Рафаэль	rɒfˈɒelʔ
ишетергә	ˌiʃetˈerɣæ
киеп	kˈiep
күренде	kyrˈende
меңләгән	meŋlˈæɣæn
мыскыл	mˈɯsqɯɫ
тарала	tɒrˈɒɫɑ
яздым	jˈɑzdɯm
җыеннары	ʑˌɯennˈɑrɯ
үзегез	yzˈeɣez
Марсель	mˈɒrselʔ
Сафиуллин	sˌɒfiˈuɫɫin
Сәмигуллин	sˌæmiʁˈuɫɫin
Тәгалә	tæʁˈɑɫæ
Шәрык	ʃˈærɯq
аланында	ˌɒɫɒnˈɯndɑ
атамасын	ˌɒtɒmˈɑsɯn
бәйрәмгә	bˌæɪrˈæmɣæ
ватандашы	wˌɒtɒndˈɑʃɯ
гаепләде	ʁˌɒeplˈæde
килделәр	kildˈelær
күрдем	kˈyrdem
лидеры	lidˈerɯ
музей	muzˈeɪ
мөнәсәбәттә	mˌœnæsæbˈættæ
студентлары	stˌudentɫˈɑrɯ
тырышам	tɯrˈɯʃɑm
тырышу	tɯrˈɯʃu
төзелде	tœzˈelde
җырлап	ʑˈɯrɫɑp
Һәрбер	hˈærber
әкренләп	ækrˈenlæp
өстен	ˈœsten
АК	ˈɒq
Дөресен	dœrˈesen
Матбугат	mɒtbˈuʁɑt
Рәҗәп	rˈæʑæp
Уфага	ufˈɑʁɑ
Шурасы	ʃurˈɑsɯ
ачты	ˈɒɕtɯ
ашыру	ɒʃˈɯru
аңлату	ɒŋɫˈɒtu
баланың	bɒɫˈɒnɯŋ
башкала	bɒʃqˈɒɫɑ
белдерелә	bˌelderˈelæ
булмагач	buɫmˈɑʁɑɕ
виза	wˈizɑ
гамәлләрен	ʁˌɒmællˈæren
геноцид	ɣenˈotsid
ишарә	iʃˈɑræ
калдырып	qɒɫdˈɯrɯp
кандидаты	qˌɒndidˈɑtɯ
карала	qɒrˈɒɫɑ
котлаулар	qˌotɫɑˈuɫɑr
мәчетенә	mˌæɕetˈenæ
спектаклен	speqtˈɑqɫen
узарга	uzˈɑrʁɑ
шартларында	ʃˌɒrtɫɒrˈɯndɑ
эре	ˈere
яртысы	jɑrtˈɯsɯ
өстеннән	œstˈennæn
Вашингтон	wɒʃˈiŋʁton
аерыла	ˌɒerˈɯɫɑ
генераль	ɣenˈerɑɫʔ
ире	ˈire
иртән	ˈirtæn
ихтималы	ˌixtimˈɑɫɯ
йортын	ɪˈortɯn
күләмдә	kylˈæmdæ
көннәр	kˈœnnær
сәясәтче	sˌæjæsˈætɕe
тоткарланган	tˌotqɑrɫˈɑŋʁɑn
тудырган	tudˈɯrʁɑn
тыңлый	tˈɯŋɫɯj
тәмам	tˈæmɑm
төзүгә	tœzˈyɣæ
фильмнар	fˈiɫʔmnɑr
язалар	jɑzˈɑɫɑr
Үзенең	yzˈeneŋ
үзбәк	ˈyzbæk
Бөек	bˈœek
Зөфәр	zˈœfær
активистлар	ˌɒqtiwˈistɫɑr
аңлау	ɒŋɫˈɒu
бәхетле	bæxˈetle
гаделлек	ʁɒdˈellek
гомуми	ʁomˈumi
думасы	dumˈɑsɯ
еллардан	jɯɫɫˈɑrdɑn
киносы	kinˈosɯ
кирәкме	kirˈækme
кунакка	qunˈɑqqɑ
көрәшә	kœrˈæʃæ
мәйданда	mˌæɪdˈɑndɑ
проектны	proˈeqtnɯ
пәйда	pæˈɪdɑ
сайлый	sɒˈɪɫɯj
тартты	tˈɒrttɯ
телевидениесе	tˌelewˌideniˈese
төзелеше	tˌœzelˈeʃe
уятты	ujˈɑttɯ
хокукын	xoqˈuqɯn
хөкүмәтенең	xˌœkymætˈeneŋ
шарт	ʃˈɒrt
шәһәргә	ʃæhˈærɣæ
язмышын	jɑzmˈɯʃɯn
җитәкли	ʑitˈækli
Әрмәнстан	ærmˈænstɑn
өстән	ˈœstæn
Илфат	ˈiɫfɑt
Ильяс	ˈilʔjæs
Кадыйров	qɒdˈɯjrow
автобус	ɑwtˈobus
атнага	ɒtnˈɒʁɑ
берлектә	berlˈektæ
бүтән	bˈytæn
вәкил	wˈækil
журналистика	ʒˌurnɑɫistˈiqɑ
иреште	irˈeʃte
канлы	qˈɒnɫɯ
катгый	qˈɒtʁɯj
кияүгә	kˌijæˈyɣæ
концерты	qontsˈertɯ
милләттәшләребез	mˌillættˌæʃlærˈebez
мәйданга	mˌæɪdˈɑŋʁɑ
мәктәпне	mæktˈæpne
намзәтләр	nɒmzˈætlær
оештыруда	ˌoeʃtɯrˈudɑ
сер	sˈer
сорауны	sˌorɑˈunɯ
сөйлиләр	sˌœɪlˈilær
табигать	tɒbˈiʁɑtʔ
туризм	tˈurizm
халыктан	xɒɫˈɯqtɑn
ширкәтләре	ʃˌirkætlˈære
шуларны	ʃuɫˈɑrnɯ
язучысы	jˌɑzuɕˈɯsɯ
Киров	kˈirow
Мөхәммәд	mœxˈæmmæd
Омски	ˈomsqi
базар	bˈɒzɒr
ишек	ˈiʃek
карарлар	qɒrˈɒrɫɑr
килешеп	kilˈeʃep
киттем	kˈittem
кулай	quɫˈɑɪ
кырыс	qˈɯrɯs
санында	sɒnˈɯndɑ
тавышы	tɑwˈɯʃɯ
тудыру	tudˈɯru
урамындагы	ˌurɑmɯndˈɑʁɯ
уртача	urtˈɑɕɑ
ханлыгы	xɒnɫˈɯʁɯ
җырчысы	ʑɯrɕˈɯsɯ
үлеп	ˈylep
Күк	kˈyk
Чехия	ɕexˈijæ
бирәбез	birˈæbez
булмаска	buɫmˈɑsqɑ
вазифаларын	wˌɒzifɑɫˈɑrɯn
гамәле	ʁɒmˈæle
йортлар	ɪˈortɫɑr
конкрет	qˈonqret
кушылып	quʃˈɯɫɯp
күргәзмә	kyrɣˈæzmæ
көнчыгыш	kœnɕˈɯʁɯʃ
нигезләре	nˌiɣezlˈære
ничектер	niɕˈekter
нәрсәдер	nærsˈæder
озакка	ozˈɑqqɑ
санда	sˈɒndɒ
сөйләшәбез	sˌœɪlæʃˈæbez
тәрбияләү	tˌærbijælˈæy
утырырга	ˌutɯrˈɯrʁɑ
хакимияттә	xˌɒqimijˈættæ
хуш	xˈuʃ
эшләренә	ˌeʃlærˈenæ
эшмәкәр	eʃmˈækær
ярдәмчесе	jˌærdæmɕˈese
Айгөл	ɒˈɪɣœl
Барс	bˈɒrs
Мисырда	misˈɯrdɑ
Мордовия	mˌordowˈijæ
Ярдәм	jˈærdæm
алгач	ˈɒɫʁɒɕ
аңламый	ɒŋɫˈɒmɯj
билгеләде	bˌilɣelˈæde
гадәттән	ʁɒdˈættæn
гамәлдән	ʁɒmˈældæn
гасырлар	ʁɒsˈɯrɫɑr
гомере	ʁomˈere
еллыгына	jˌɯɫɫɯʁˈɯnɑ
ирешкән	irˈeʃkæn
итегез	itˈeɣez
кемне	kˈemne
киеренкелек	kˌierenkˈelek
куйганнар	qˌuɪʁˈɑnnɑr
күрсәтмә	kyrsˈætmæ
күченеп	kyɕˈenep
мәчетләрдә	mˌæɕetlˈærdæ
нибары	nibˈɑrɯ
саклаучылар	sˌɒqɫɒuɕˈɯɫɑr
сузылган	suzˈɯɫʁɑn
төбәкләргә	tˌœbæklˈærɣæ
төбәктәге	tˌœbæktˈæɣe
шурасында	ʃˌurɑsˈɯndɑ
эшмәкәрләр	ˌeʃmækˈærlær
якларында	jˌɑqɫɑrˈɯndɑ
яңалыклар	jˌɑŋɑɫˈɯqɫɑr
Үзебезнең	ˌyzebˈezneŋ
Иминлек	imˈinlek
Кичә	kˈiɕæ
алса	ˈɒɫsɒ
ачкан	ˈɒɕqɒn
илчесе	ilɕˈese
кадерле	qɒdˈerle
китәр	kˈitær
коточкыч	qotˈoɕqɯɕ
күзләү	kyzlˈæy
премьеры	premʔˈerɯ
роле	rˈoɫe
таныту	tɒnˈɯtu
теләде	telˈæde
тентүләр	tentˈylær
тиң	tˈiŋ
укытуга	ˌuqɯtˈuʁɑ
читтәге	ɕittˈæɣe
ярый	jˈɑrɯj
өендә	œˈendæ
Аеруча	ˌɒerˈuɕɑ
Европадагы	jˌɯwropɑdˈɑʁɯ
Мәгълүм	mˈæɣʔlym
Эчке	ˈeɕke
авторлары	ˌɑwtorɫˈɑrɯ
акчаларны	ˌɒqɕɒɫˈɑrnɯ
альтернатив	ˌɒɫʔternˈɑtiw
балет	bˈɒɫet
берлек	bˈerlek
бозып	bˈozɯp
вазифасын	wˌɒzifˈɑsɯn
вакыйгаларга	wˌɒqɯjʁɑɫˈɑrʁɑ
катнашуы	qˌɒtnɒʃˈuɯ
компьютер	qompʔjˈyter
контрольдә	qontrˈoɫʔdæ
кычкырып	qɯɕqˈɯrɯp
мәшһүр	mˈæʃhyr
проблемасы	prˌobɫemˈɑsɯ
проблемнары	prˌobɫemnˈɑrɯ
тап	tˈɒp
тапшырды	tɒpʃˈɯrdɯ
