अ	ɐ
ज्योतिरिङ्गण	d͡ʑjɐwt̪iɾiŋɡɐɳɐ
ज्योतिष	d͡ʑjoːt̪iʂɐ
ज्योतिष	d͡ʑjɐwt̪iʂɐ
ज्योतिस्	d͡ʑjoːt̪is̪
ज्योतिस्	d͡ʑjɐ́wt̪is̪
ज्योत्स्ना	d͡ʑjoːt̪s̪n̪ɑː
ज्योत्स्ना	d͡ʑjɐ́wt̪s̪n̪ɑː
ज्रयस्	d͡ʑɾɐjɐs̪
ज्रयस्	d͡ʑɾɐ́jɐs̪
ज्वलति	d͡ʑʋɐl̪ɐt̪i
ज्वलति	d͡ʑʋɐ́l̪ɐt̪i
झकार	d͡ʑʱɐkɑːɾɐ
ञकार	ɲɐkɑːɾɐ
टहति	ʈɐɦɐt̪i
टहति	ʈɐ́ɦɐt̪i
टिण्डिश	ʈiɳɖiɕɐ
डकार	ɖɐkɑːɾɐ
डमरु	ɖɐmɐɾu
डमरुक	ɖɐmɐɾukɐ
डाल	ɖɑːl̪ɐ
डालम्	ɖɑːl̪ɐm
डालयोस्	ɖɑːl̪ɐjoːs̪
डालयोस्	ɖɑːl̪ɐjɐws̪
डालस्	ɖɑːl̪ɐs̪
डालस्य	ɖɑːl̪ɐs̪jɐ
डालात्	ɖɑːl̪ɑːt̪
डालानाम्	ɖɑːl̪ɑːn̪ɑːm
डालान्	ɖɑːl̪ɑːn̪
डालाभ्याम्	ɖɑːl̪ɑːbʱjɑːm
डालाय	ɖɑːl̪ɑːjɐ
डालासस्	ɖɑːl̪ɑːs̪ɐs̪
डालास्	ɖɑːl̪ɑːs̪
डाले	ɖɑːl̪eː
डाले	ɖɑːl̪ɐj
डालेन	ɖɑːl̪eːn̪ɐ
डालेन	ɖɑːl̪ɐjn̪ɐ
डालेभिस्	ɖɑːl̪eːbʱis̪
डालेभिस्	ɖɑːl̪ɐjbʱis̪
डालेभ्यस्	ɖɑːl̪eːbʱjɐs̪
डालेभ्यस्	ɖɑːl̪ɐjbʱjɐs̪
डालेषु	ɖɑːl̪eːʂu
डालेषु	ɖɑːl̪ɐjʂu
डालैस्	ɖɑːl̪ɑjs̪
डालैस्	ɖɑːl̪ɑːjs̪
डालौ	ɖɑːl̪ɑw
डालौ	ɖɑːl̪ɑːw
डिण्डिश	ɖiɳɖiɕɐ
डिम्ब	ɖimbɐ
ढोल	ɖʱoːl̪ɐ
ढोल	ɖʱɐwl̪ɐ
तकु	t̪ɐku
तकु	t̪ɐ́ku
तक्र	t̪ɐkɾɐ
तक्र	t̪ɐ́kɾɐ
तक्व	t̪ɐkʋɐ
तक्व	t̪ɐkʋɐ́
तक्षति	t̪ɐkʂɐt̪i
तक्षति	t̪ɐ́kʂɐt̪i
तक्षन्	t̪ɐkʂɐn̪
तक्षन्	t̪ɐ́kʂɐn̪
तक्षशिला	t̪ɐkʂɐɕil̪ɑː
तडित्	t̪ɐɖit̪
तडित्	t̪ɐɖít̪
तड्	t̪ɐɖ
तत	t̪ɐt̪ɐ
तत	t̪ɐt̪ɐ́
ततः	t̪ɐt̪ɐh
तति	t̪ɐt̪i
तति	t̪ɐ́t̪i
तत्	t̪ɐt̪
तत्क्षण	t̪ɐt̪kʂɐɳɐ
तत्त्वमसि	t̪ɐt̪t̪ʋɐmɐs̪i
तत्पश्चात्	t̪ɐt̪pɐɕt͡ɕɑːt̪
तत्र	t̪ɐt̪ɾɐ
तत्र	t̪ɐ́t̪ɾɐ
तत्रैव	t̪ɐt̪ɾɑjʋɐ
तत्रैव	t̪ɐt̪ɾɑːjʋɐ
तदुपरान्त	t̪ɐd̪upɐɾɑːn̪t̪ɐ
तद्	t̪ɐd̪
तद्	t̪ɐ́d̪
तन	t̪ɐn̪ɐ
तन	t̪ɐ́n̪ɐ
तनक्ति	t̪ɐn̪ɐkt̪i
तनम्	t̪ɐn̪ɐm
तनयोः	t̪ɐn̪ɐjoːh
तनयोः	t̪ɐn̪ɐjɐwh
तनस्	t̪ɐn̪ɐs̪
तनस्	t̪ɐ́n̪ɐs̪
तनस्य	t̪ɐn̪ɐs̪jɐ
तना	t̪ɐn̪ɑː
तनात्	t̪ɐn̪ɑːt̪
तनानाम्	t̪ɐn̪ɑːn̪ɑːm
तनानि	t̪ɐn̪ɑːn̪i
तनाभ्याम्	t̪ɐn̪ɑːbʱjɑːm
तनाय	t̪ɐn̪ɑːjɐ
तनु	t̪ɐn̪u
तनु	t̪ɐn̪ú
तनुतात्	t̪ɐn̪ut̪ɑːt̪
तनुताम्	t̪ɐn̪ut̪ɑːm
तनुमः	t̪ɐn̪umɐh
तनुवः	t̪ɐn̪uʋɐh
तनू	t̪ɐn̪uː
तनू	t̪ɐn̪úː
तने	t̪ɐn̪eː
तने	t̪ɐn̪ɐj
तनेन	t̪ɐn̪eːn̪ɐ
तनेन	t̪ɐn̪ɐjn̪ɐ
तनेभिः	t̪ɐn̪eːbʱih
तनेभिः	t̪ɐn̪ɐjbʱih
तनेभ्यः	t̪ɐn̪eːbʱjɐh
तनेभ्यः	t̪ɐn̪ɐjbʱjɐh
तनेषु	t̪ɐn̪eːʂu
तनेषु	t̪ɐn̪ɐjʂu
तनैः	t̪ɐn̪ɑjh
तनैः	t̪ɐn̪ɑːjh
तनोति	t̪ɐn̪oːt̪i
तनोति	t̪ɐn̪ɐ́wt̪i
तनोतु	t̪ɐn̪oːt̪u
तनोतु	t̪ɐn̪ɐwt̪u
तनोमि	t̪ɐn̪oːmi
तनोमि	t̪ɐn̪ɐwmi
तनोषि	t̪ɐn̪oːʂi
तनोषि	t̪ɐn̪ɐwʂi
तन्	t̪ɐn̪
तन्तु	t̪ɐn̪t̪u
तन्तु	t̪ɐ́n̪t̪u
तन्त्र	t̪ɐn̪t̪ɾɐ
तन्त्र	t̪ɐ́n̪t̪ɾɐ
तन्त्रयति	t̪ɐn̪t̪ɾɐjɐt̪i
तन्मः	t̪ɐn̪mɐh
तन्वः	t̪ɐn̪ʋɐh
तपति	t̪ɐpɐt̪i
तपति	t̪ɐ́pɐt̪i
तपस्	t̪ɐpɐs̪
तपस्	t̪ɐ́pɐs̪
तप्	t̪ɐp
तमस्	t̪ɐmɐs̪
तमस्	t̪ɐ́mɐs̪
तमस्वत्	t̪ɐmɐs̪ʋɐt̪
तमस्वत्	t̪ɐ́mɐs̪ʋɐt̪
तम्	t̪ɐm
तरण	t̪ɐɾɐɳɐ
तरणक्रीडा	t̪ɐɾɐɳɐkɾiːɖɑː
तरणताल	t̪ɐɾɐɳɐt̪ɑːl̪ɐ
तरति	t̪ɐɾɐt̪i
तरति	t̪ɐ́ɾɐt̪i
तरुण	t̪ɐɾuɳɐ
तरुण	t̪ɐ́ɾuɳɐ
तरुतृ	t̪ɐɾut̪r̩
तरुस्	t̪ɐɾus̪
तरुस्	t̪ɐ́ɾus̪
तर्क	t̪ɐɾkɐ
तर्क	t̪ɐɾkɐ́
तर्कु	t̪ɐɾku
तर्कु	t̪ɐɾkú
तल	t̪ɐl̪ɐ
तल	t̪ɐ́l̪ɐ
तलक	t̪ɐl̪ɐkɐ
तलातल	t̪ɐl̪ɑːt̪ɐl̪ɐ
तलित	t̪ɐl̪it̪ɐ
तल्	t̪ɐl̪
तव	t̪ɐʋɐ
तवस्	t̪ɐʋɐs̪
तवस्	t̪ɐʋɐ́s̪
तवस्य	t̪ɐʋɐs̪jɐ
तवस्य	t̪ɐʋɐs̪jɐ́
तविष	t̪ɐʋiʂɐ
तविष	t̪ɐʋiʂɐ́
तविषी	t̪ɐʋiʂiː
तविषी	t̪ɐ́ʋiʂiː
तविषीयु	t̪ɐʋiʂiːju
तविषीयु	t̪ɐʋiʂiːjú
तविष्या	t̪ɐʋiʂjɑː
तविष्या	t̪ɐʋiʂjɑ́ː
तव्य	t̪ɐʋjɐ
तव्य	t̪ɐʋjɐ́
तव्य	t̪ɐ́ʋjɐ
तस्थौ	t̪ɐs̪t̪ʰɑw
तस्थौ	t̪ɐs̪t̪ʰɑ́ːw
तस्मिन्	t̪ɐs̪min̪
तस्मै	t̪ɐs̪mɑj
तस्मै	t̪ɐs̪mɑːj
तस्य	t̪ɐs̪jɐ
ताण्डव	t̪ɑːɳɖɐʋɐ
तात	t̪ɑːt̪ɐ
तात	t̪ɑːt̪ɐ́
तान	t̪ɑːn̪ɐ
तान	t̪ɑ́ːn̪ɐ
तानि	t̪ɑːn̪i
तापयति	t̪ɑːpɐjɐt̪i
ताम्र	t̪ɑːmɾɐ
ताम्र	t̪ɑːmɾɐ́
ताम्रमुख	t̪ɑːmɾɐmukʰɐ
तायु	t̪ɑːju
तायु	t̪ɑːjú
तारक	t̪ɑːɾɐkɐ
तारण	t̪ɑːɾɐɳɐ
तारा	t̪ɑːɾɑː
तार्किक	t̪ɑːɾkikɐ
ताल	t̪ɑːl̪ɐ
तालक	t̪ɑːl̪ɐkɐ
ताला	t̪ɑːl̪ɑː
तालानि	t̪ɑːl̪ɑːn̪i
तालिन्	t̪ɑːl̪in̪
ताली	t̪ɑːl̪iː
तावत्क	t̪ɑːʋɐt̪kɐ
तावत्क	t̪ɑ́ːʋɐt̪kɐ
ताष्टि	t̪ɑːʂʈi
ताष्टि	t̪ɑ́ːʂʈi
तिग्म	t̪iɡmɐ
तिग्म	t̪iɡmɐ́
तितउ	t̪it̪ɐu
तितउ	t̪ít̪ɐu
तित्तिर	t̪it̪t̪iɾɐ
तित्तिर	t̪it̪t̪iɾɐ́
तिथि	t̪it̪ʰi
तिन्दिश	t̪in̪d̪iɕɐ
तिरस्	t̪iɾɐs̪
तिरस्	t̪iɾɐ́s̪
तिल	t̪il̪ɐ
तिष्ठति	t̪iʂʈʰɐt̪i
तिष्ठति	t̪íʂʈʰɐt̪i
तीक्ष्ण	t̪iːkʂɳɐ
तीक्ष्ण	t̪iːkʂɳɐ́
तीक्ष्णदंष्ट्रक	t̪iːkʂɳɐd̪ɐ̃ʂʈɾɐkɐ
तीर्त्वा	t̪iːɾt̪ʋɑː
तीव्र	t̪iːʋɾɐ
तीव्र	t̪iːʋɾɐ́
तु	t̪u
तु	t̪ú
तुखार	t̪ukʰɑːɾɐ
तुच्छ्य	t̪utt͡ɕʰjɐ
तुच्छ्य	t̪utt͡ɕʰjɐ́
तुञ्ज	t̪uɲd͡ʑɐ
तुञ्ज	t̪uɲd͡ʑɐ́
तुण्ड	t̪uɳɖɐ
तुतोर्ति	t̪ut̪oːɾt̪i
तुतोर्ति	t̪ut̪ɐwɾt̪i
तुदति	t̪ud̪ɐt̪i
तुदति	t̪ud̪ɐ́t̪i
तुमुल	t̪umul̪ɐ
तुमुल	t̪umúl̪ɐ
तुर	t̪uɾɐ
तुर	t̪uɾɐ́
तुरस्पेय	t̪uɾɐs̪peːjɐ
तुरस्पेय	t̪uɾɐs̪pɐ́jjɐ
तुरीय	t̪uɾiːjɐ
तुरीय	t̪uɾíːjɐ
तुर्वणे	t̪uɾʋɐɳeː
तुर्वणे	t̪uɾʋɐ́ɳɐj
तुविद्युम्न	t̪uʋid̪jumn̪ɐ
तुविद्युम्न	t̪uʋíd̪jumn̪ɐ
तुष्यति	t̪uʂjɐt̪i
तुष्यति	t̪úʂjɐt̪i
तूय	t̪uːjɐ
तूय	t̪úːjɐ
तूष्णीम्	t̪uːʂɳiːm
तूष्णीम्	t̪uːʂɳíːm
तृ	t̪r̩
तृ	t̪ŕ̩
तृढ	t̪r̩ɖʱɐ
तृढ	t̪r̩ɖʱɐ́
तृण	t̪r̩ɳɐ
तृण	t̪ŕ̩ɳɐ
तृणेढि	t̪r̩ɳeːɖʱi
तृणेढि	t̪r̩ɳɐjɖʱi
तृण्	t̪r̩ɳ
तृतीय	t̪r̩t̪iːjɐ
तृतीय	t̪r̩t̪íːjɐ
तृन्त्ते	t̪r̩n̪t̪t̪eː
तृन्त्ते	t̪ŕ̩n̪t̪t̪ɐj
तृप्त	t̪r̩pt̪ɐ
तृप्त	t̪r̩pt̪ɐ́
तृप्ति	t̪r̩pt̪i
तृप्ति	t̪ŕ̩pt̪i
तृष्णा	t̪r̩ʂɳɑː
तृष्णा	t̪ŕ̩ʂɳɑː
तृष्यति	t̪r̩ʂjɐt̪i
तृष्यति	t̪ŕ̩ʂjɐt̪i
ते	t̪eː
ते	t̪ɐj
तेजते	t̪eːd͡ʑɐt̪eː
तेजते	t̪ɐ́jd͡ʑɐt̪ɐj
तेजस्	t̪eːd͡ʑɐs̪
तेजस्	t̪ɐ́jd͡ʑɐs̪
तेजस्विन्	t̪eːd͡ʑɐs̪ʋin̪
तेजस्विन्	t̪ɐjd͡ʑɐs̪ʋin̪
तेभ्यः	t̪eːbʱjɐh
तेभ्यः	t̪ɐjbʱjɐh
तेषां	t̪eːʂɑːm
तेषां	t̪ɐjʂɑːm
तेषाम्	t̪eːʂɑːm
तेषाम्	t̪ɐjʂɑːm
तेषु	t̪eːʂu
तेषु	t̪ɐjʂu
तैल	t̪ɑjl̪ɐ
तैल	t̪ɑːjl̪ɐ́
तैलम्	t̪ɑjl̪ɐm
तैलम्	t̪ɑːjl̪ɐm
तैलस्य	t̪ɑjl̪ɐs̪jɐ
तैलस्य	t̪ɑːjl̪ɐs̪jɐ
तैलात्	t̪ɑjl̪ɑːt̪
तैलात्	t̪ɑːjl̪ɑːt̪
तैलाय	t̪ɑjl̪ɑːjɐ
तैलाय	t̪ɑːjl̪ɑːjɐ
तैले	t̪ɑjl̪eː
तैले	t̪ɑːjl̪ɐj
तैलेन	t̪ɑjl̪eːn̪ɐ
तैलेन	t̪ɑːjl̪ɐjn̪ɐ
तोक	t̪oːkɐ
तोक	t̪ɐwkɐ́
त्मन्	t̪mɐn̪
त्मन्	t̪mɐ́n̪
त्यजति	t̪jɐd͡ʑɐt̪i
त्यजति	t̪jɐ́d͡ʑɐt̪i
त्यजस्	t̪jɐd͡ʑɐs̪
त्यजस्	t̪jɐ́d͡ʑɐs̪
त्याग	t̪jɑːɡɐ
त्याग	t̪jɑːɡɐ́
त्रपते	t̪ɾɐpɐt̪eː
त्रपते	t̪ɾɐ́pɐt̪ɐj
त्रप्	t̪ɾɐp
त्रयस्	t̪ɾɐjɐs̪
त्रयस्	t̪ɾɐ́jɐs̪
त्रयोदश	t̪ɾɐjoːd̪ɐɕɐ
त्रयोदश	t̪ɾɐ́jɐwd̪ɐɕɐ
त्रयोविंशति	t̪ɾɐjoːʋĩɕɐt̪i
त्रयोविंशति	t̪ɾɐ́jɐwʋĩɕɐt̪i
त्रसति	t̪ɾɐs̪ɐt̪i
त्रसति	t̪ɾɐ́s̪ɐt̪i
त्राण	t̪ɾɑːɳɐ
त्रि	t̪ɾi
त्रि	t̪ɾí
त्रिंशत्	t̪ɾĩɕɐt̪
त्रिंशत्	t̪ɾĩɕɐ́t̪
त्रिष्टुभ्	t̪ɾiʂʈubʱ
त्रिस्	t̪ɾis̪
त्रिस्	t̪ɾís̪
त्रुटि	t̪ɾuʈi
त्रै	t̪ɾɑj
त्रै	t̪ɾɑːj
त्व	t̪ʋɐ
त्व	t̪ʋɐ́
त्वं	t̪ʋɐm
त्वच्	t̪ʋɐt͡ɕ
त्वच्	t̪ʋɐ́t͡ɕ
त्वम्	t̪ʋɐm
त्वम्	t̪ʋɐ́m
त्वया	t̪ʋɐjɑː
त्वयि	t̪ʋɐji
त्वरि	t̪ʋɐɾi
त्वरित	t̪ʋɐɾit̪ɐ
त्वरितरम्	t̪ʋɐɾit̪ɐɾɐm
त्वष्टृ	t̪ʋɐʂʈr̩
त्वष्टृ	t̪ʋɐ́ʂʈr̩
त्वाम्	t̪ʋɑːm
त्विषि	t̪ʋiʂi
त्विषि	t̪ʋíʂi
त्विष्	t̪ʋiʂ
त्विष्	t̪ʋíʂ
त्वे	t̪ʋeː
त्वे	t̪ʋɐj
त्वेष	t̪ʋeːʂɐ
त्वेष	t̪ʋɐjʂɐ́
त्वेषथ	t̪ʋeːʂɐt̪ʰɐ
त्वेषथ	t̪ʋɐjʂɐ́t̪ʰɐ
त्वेषद्युम्न	t̪ʋeːʂɐd̪jumn̪ɐ
त्वेषद्युम्न	t̪ʋɐjʂɐ́d̪jumn̪ɐ
त्वेषनृम्ण	t̪ʋeːʂɐn̪r̩mɳɐ
त्वेषनृम्ण	t̪ʋɐjʂɐ́n̪r̩mɳɐ
त्वेषरथ	t̪ʋeːʂɐɾɐt̪ʰɐ
त्वेषरथ	t̪ʋɐjʂɐ́ɾɐt̪ʰɐ
त्वेषस्	t̪ʋeːʂɐs̪
त्वेषस्	t̪ʋɐjʂɐ́s̪
त्वेष्य	t̪ʋeːʂjɐ
त्वेष्य	t̪ʋɐjʂjɐ́
त्सरु	t̪s̪ɐɾu
त्सरु	t̪s̪ɐ́ɾu
त्सर्	t̪s̪ɐɾ
त्सारिन्	t̪s̪ɑːɾin̪
त्सारिन्	t̪s̪ɑːɾín̪
दंष्ट्र	d̪ɐ̃ʂʈɾɐ
दंष्ट्र	d̪ɐ̃́ʂʈɾɐ
दक्षिण	d̪ɐkʂiɳɐ
दक्षिण	d̪ɐ́kʂiɳɐ
दक्षिणापथ	d̪ɐkʂiɳɑːpɐt̪ʰɐ
दग्ध	d̪ɐɡd̪ʱɐ
दग्ध	d̪ɐɡd̪ʱɐ́
दण्ड	d̪ɐɳɖɐ
दण्ड	d̪ɐɳɖɐ́
दण्डदीप	d̪ɐɳɖɐd̪iːpɐ
दत्	d̪ɐt̪
दत्	d̪ɐ́t̪
दत्त	d̪ɐt̪t̪ɐ
दत्त	d̪ɐt̪t̪ɐ́
दत्तनिधि	d̪ɐt̪t̪ɐn̪id̪ʱi
दत्तांश	d̪ɐt̪t̪ɑ̃ːɕɐ
दत्तात्	d̪ɐt̪t̪ɑːt̪
दत्ताम्	d̪ɐt̪t̪ɑːm
ददताम्	d̪ɐd̪ɐt̪ɑːm
ददर्श	d̪ɐd̪ɐɾɕɐ
ददर्श	d̪ɐd̪ɐ́ɾɕɐ
ददाति	d̪ɐd̪ɑːt̪i
ददाति	d̪ɐ́d̪ɑːt̪i
ददातु	d̪ɐd̪ɑːt̪u
ददौ	d̪ɐd̪ɑw
ददौ	d̪ɐd̪ɑ́ːw
दधताम्	d̪ɐd̪ʱɐt̪ɑːm
दधन्ति	d̪ɐd̪ʱɐn̪t̪i
दधाति	d̪ɐd̪ʱɑːt̪i
दधाति	d̪ɐ́d̪ʱɑːt̪i
दधि	d̪ɐd̪ʱi
दधि	d̪ɐ́d̪ʱi
दधे	d̪ɐd̪ʱeː
दधे	d̪ɐd̪ʱɐj
दन्त	d̪ɐn̪t̪ɐ
दन्त	d̪ɐ́n̪t̪ɐ
दन्तकूर्च	d̪ɐn̪t̪ɐkuːɾt͡ɕɐ
दन्तघर्षण	d̪ɐn̪t̪ɐɡʱɐɾʂɐɳɐ
दन्तमूलीय	d̪ɐn̪t̪ɐmuːl̪iːjɐ
दन्तमूलीय	d̪ɐ́n̪t̪ɐmuːl̪iːjɐ
दम	d̪ɐmɐ
दम	d̪ɐ́mɐ
दम्	d̪ɐm
दम्	d̪ɐ́m
दम्पति	d̪ɐmpɐt̪i
दम्पति	d̪ɐ́mpɐt̪i
दम्पती	d̪ɐmpɐt̪iː
दरीमन्	d̪ɐɾiːmɐn̪
दरीमन्	d̪ɐ́ɾiːmɐn̪
दर्तृ	d̪ɐɾt̪r̩
दर्तृ	d̪ɐ́ɾt̪r̩
दर्त्नु	d̪ɐɾt̪n̪u
दर्त्नु	d̪ɐɾt̪n̪ú
दर्भ	d̪ɐɾbʱɐ
दर्भ	d̪ɐɾbʱɐ́
दर्म	d̪ɐɾmɐ
दर्म	d̪ɐɾmɐ́
दर्मन्	d̪ɐɾmɐn̪
दर्मन्	d̪ɐɾmɐ́n̪
दर्वि	d̪ɐɾʋi
दर्वि	d̪ɐ́ɾʋi
दर्वी	d̪ɐɾʋiː
दर्वी	d̪ɐ́ɾʋiː
दर्शन	d̪ɐɾɕɐn̪ɐ
दर्शन	d̪ɐ́ɾɕɐn̪ɐ
दर्शनाय	d̪ɐɾɕɐn̪ɑːjɐ
दर्शयति	d̪ɐɾɕɐjɐt̪i
दर्शयति	d̪ɐɾɕɐ́jɐt̪i
दविष्ठम्	d̪ɐʋiʂʈʰɐm
दविष्ठम्	d̪ɐʋiʂʈʰɐ́m
दश	d̪ɐɕɐ
दश	d̪ɐ́ɕɐ
दशति	d̪ɐɕɐt̪i
दशति	d̪ɐ́ɕɐt̪i
दशा	d̪ɐɕɑː
दशा	d̪ɐ́ɕɑː
दहति	d̪ɐɦɐt̪i
दहति	d̪ɐ́ɦɐt̪i
दह्	d̪ɐɦ
दा	d̪ɑː
दा	d̪ɑ́ː
दाक्षिण्य	d̪ɑːkʂiɳjɐ
दाडिम	d̪ɑːɖimɐ
दातृ	d̪ɑːt̪r̩
दातृ	d̪ɑ́ːt̪r̩
दातोस्	d̪ɑːt̪oːs̪
दातोस्	d̪ɑ́ːt̪ɐws̪
दाधाव्यते	d̪ɑːd̪ʱɑːʋjɐt̪eː
दाधाव्यते	d̪ɑːd̪ʱɑːʋjɐt̪ɐj
दान	d̪ɑːn̪ɐ
दान	d̪ɑ́ːn̪ɐ
दाना	d̪ɑːn̪ɑː
दानिनी	d̪ɑːn̪in̪iː
दानिन्	d̪ɑːn̪in̪
दानी	d̪ɑːn̪iː
दानु	d̪ɑːn̪u
दानु	d̪ɑ́ːn̪u
दामने	d̪ɑːmɐn̪eː
दामने	d̪ɑ́ːmɐn̪ɐj
दामन्	d̪ɑːmɐn̪
दामन्	d̪ɑːmɐ́n̪
दाम्यति	d̪ɑːmjɐt̪i
दाम्यति	d̪ɑ́ːmjɐt̪i
दायिनी	d̪ɑːjin̪iː
दायिन्	d̪ɑːjin̪
दायी	d̪ɑːjiː
दार	d̪ɑːɾɐ
दारु	d̪ɑːɾu
दारु	d̪ɑːɾú
दारु	d̪ɑ́ːɾu
दारुण	d̪ɑːɾuɳɐ
दारुण	d̪ɑːɾuɳɐ́
दारुण	d̪ɑ́ːɾuɳɐ
दाल	d̪ɑːl̪ɐ
दाह	d̪ɑːɦɐ
दिक्करिन्	d̪ikkɐɾin̪
दिग्ध	d̪iɡd̪ʱɐ
दिग्ध	d̪iɡd̪ʱɐ́
दिति	d̪it̪i
दिति	d̪ít̪i
दिधेष्टि	d̪id̪ʱeːʂʈi
दिधेष्टि	d̪id̪ʱɐjʂʈi
दिन	d̪in̪ɐ
दिन	d̪in̪ɐ́
दिन	d̪ín̪ɐ
दिनेश	d̪in̪eːɕɐ
दिनेश	d̪in̪ɐjɕɐ
दिव्	d̪iʋ
दिव्य	d̪iʋjɐ
दिव्य	d̪iʋjɐ́
दिशति	d̪iɕɐt̪i
दिशति	d̪iɕɐ́t̪i
दिशा	d̪iɕɑː
दिशा	d̪íɕɑː
दिह्	d̪iɦ
दीक्षितृ	d̪iːkʂit̪r̩
दीक्षितृ	d̪iːkʂít̪r̩
दीन	d̪iːn̪ɐ
दीन	d̪iːn̪ɐ́
दीर्घ	d̪iːɾɡʱɐ
दीर्घ	d̪iːɾɡʱɐ́
दीव्	d̪iːʋ
दीव्	d̪íːʋ
दुःख	d̪uhkʰɐ
दुःख	d̪uhkʰɐ́
दुःखिन्	d̪uhkʰin̪
दुःखी	d̪uhkʰiː
दुःस्वप्न	d̪uhs̪ʋɐpn̪ɐ
दुःस्वप्न	d̪uhs̪ʋɐ́pn̪ɐ
दुक्ष	d̪ukʂɐ
दुक्ष	d̪ukʂɐ́
दुग्ध	d̪uɡd̪ʱɐ
दुग्ध	d̪uɡd̪ʱɐ́
दुग्धं	d̪uɡd̪ʱɐm
दुग्धाग्र	d̪uɡd̪ʱɑːɡɾɐ
दुद्राव	d̪ud̪ɾɑːʋɐ
दुनोति	d̪un̪oːt̪i
दुनोति	d̪un̪ɐ́wt̪i
दुर	d̪uɾɐ
दुर	d̪uɾɐ́
दुरोण	d̪uɾoːɳɐ
दुरोण	d̪uɾɐwɳɐ́
दुर्	d̪uɾ
दुर्	d̪úɾ
दुर्ग	d̪uɾɡɐ
दुर्ग	d̪uɾɡɐ́
दुर्गन्ध	d̪uɾɡɐn̪d̪ʱɐ
दुर्गा	d̪uɾɡɑː
दुर्बल	d̪uɾbɐl̪ɐ
दुर्मति	d̪uɾmɐt̪i
दुर्मति	d̪uɾmɐt̪í
दुर्मनस्	d̪uɾmɐn̪ɐs̪
दुर्योण	d̪uɾjoːɳɐ
दुर्योण	d̪uɾjɐwɳɐ́
दुर्लभ	d̪uɾl̪ɐbʱɐ
दुवस्	d̪uʋɐs̪
दुवस्	d̪úʋɐs̪
दुवस्यु	d̪uʋɐs̪ju
दुवस्यु	d̪uʋɐs̪jú
दुष्यति	d̪uʂjɐt̪i
दुहितृ	d̪uɦit̪r̩
दुहितृ	d̪úɦit̪r̩
दुह्	d̪uɦ
दुह्	d̪úɦ
दूत	d̪uːt̪ɐ
दूत	d̪uːt̪ɐ́
दूर	d̪uːɾɐ
दूर	d̪uːɾɐ́
दूरता	d̪uːɾɐt̪ɑː
दूरत्व	d̪uːɾɐt̪ʋɐ
दूरदर्शन	d̪uːɾɐd̪ɐɾɕɐn̪ɐ
दूरभाष	d̪uːɾɐbʱɑːʂɐ
दूरभाषः	d̪uːɾɐbʱɑːʂɐh
दूरभाषम्	d̪uːɾɐbʱɑːʂɐm
दूरभाषयोः	d̪uːɾɐbʱɑːʂɐjoːh
दूरभाषयोः	d̪uːɾɐbʱɑːʂɐjɐwh
दूरभाषस्य	d̪uːɾɐbʱɑːʂɐs̪jɐ
दूरभाषाः	d̪uːɾɐbʱɑːʂɑːh
दूरभाषाणाम्	d̪uːɾɐbʱɑːʂɑːɳɑːm
दूरभाषात्	d̪uːɾɐbʱɑːʂɑːt̪
दूरभाषान्	d̪uːɾɐbʱɑːʂɑːn̪
दूरभाषाभ्याम्	d̪uːɾɐbʱɑːʂɑːbʱjɑːm
दूरभाषाय	d̪uːɾɐbʱɑːʂɑːjɐ
दूरभाषासः	d̪uːɾɐbʱɑːʂɑːs̪ɐh
दूरभाषे	d̪uːɾɐbʱɑːʂeː
दूरभाषे	d̪uːɾɐbʱɑːʂɐj
दूरभाषेण	d̪uːɾɐbʱɑːʂeːɳɐ
दूरभाषेण	d̪uːɾɐbʱɑːʂɐjɳɐ
दूरभाषेभिः	d̪uːɾɐbʱɑːʂeːbʱih
दूरभाषेभिः	d̪uːɾɐbʱɑːʂɐjbʱih
दूरभाषेभ्यः	d̪uːɾɐbʱɑːʂeːbʱjɐh
दूरभाषेभ्यः	d̪uːɾɐbʱɑːʂɐjbʱjɐh
दूरभाषेषु	d̪uːɾɐbʱɑːʂeːʂu
दूरभाषेषु	d̪uːɾɐbʱɑːʂɐjʂu
दूरभाषैः	d̪uːɾɐbʱɑːʂɑjh
दूरभाषैः	d̪uːɾɐbʱɑːʂɑːjh
दूरभाषौ	d̪uːɾɐbʱɑːʂɑw
दूरभाषौ	d̪uːɾɐbʱɑːʂɑːw
दूरवाणी	d̪uːɾɐʋɑːɳiː
दूर्वा	d̪uːɾʋɑː
दूर्वा	d̪úːɾʋɑː
दूळभ	d̪uːɭ̆ɐbʱɐ
दूळभ	d̪uːɭ̆ɐ́bʱɐ
दृढ	d̪r̩ɖʱɐ
दृढ	d̪r̩ɖʱɐ́
दृढबीज	d̪r̩ɖʱɐbiːd͡ʑɐ
दृणाति	d̪r̩ɳɑːt̪i
दृणाति	d̪r̩ɳɑ́ːt̪i
दृळ्ह	d̪r̩ɭ̆ɦɐ
दृळ्ह	d̪r̩ɭ̆ɦɐ́
दृश्य	d̪r̩ɕjɐ
दृश्य	d̪ŕ̩ɕjɐ
दृष्ट	d̪r̩ʂʈɐ
दृष्ट	d̪r̩ʂʈɐ́
दृष्टि	d̪r̩ʂʈi
दृष्टि	d̪ŕ̩ʂʈi
