'ch	χ
deiliadaeth	dei̯ljadai̯θ
deiliadaeth	dei̯ljadɛθ
deiliadaeth	dei̯ljaːdai̯θ
deiliadaeth	dei̯ljaːdɛθ
deiliadaethau	dei̯ljadei̯θai̯
deiliadaethau	dei̯ljadei̯θɛ
deiliaid	dei̯ljai̯d
deiliaid	dei̯ljɛd
deirw	dei̯ru
deisen	dei̯sɛn
deisen	dei̯ʃɛn
deisen	diːʃɛn
delais	deːlai̯s
delais	dɛlai̯s
deledu	dɛleːdi
deledu	dɛlɛdi
delen	deːlɛn
delen	dɛlɛn
deler	deːlɛr
deler	dɛlɛr
deles	deːlɛs
deles	dɛlɛs
delet	deːlɛt
delet	dɛlɛt
delfryd	dɛlvrɪd
deli	deːli
deli	dɛli
delir	deːlɪr
delir	dɛlɪt
delit	deːlɪt
delit	dɛlɪt
delo	deːlɔ
delo	dɛlɔ
delom	deːlɔm
delom	dɛlɔm
delw	deːlu
delw	dɛlu
delyn	deːlɪn
delyn	dɛlɪn
delynor	dɛlənɔr
delynores	dɛlənoːrɛs
delynores	dɛlənɔrɛs
delysg	deːlɪsɡ
delysg	dɛlɪsɡ
denfyn	dɛnvɪn
deng	dɛŋ
dengys	dɛŋɡɪs
denmarc	dɛnmark
denu	deːni
denu	dɛni
derbyn	dɛrbɪn
derbynfa	dɛrbənva
derbyniad	dɛrbənjad
derbynneb	dɛrbənɛb
dere	deːrɛ
dere	dɛrɛ
deri	deːri
deri	dɛri
derw	deːru
derw	dɛru
derwen	dɛrwɛn
derwydd	dɛrwɪð
derwyddiaeth	dɛrwəðjai̯θ
derwyddiaeth	dɛrwəðjɛθ
des	deːs
desen	dɛsɛn
deses	dɛsɛs
deset	ðɛsɛt
dest	deːsd
dest	dɛsd
detyd	dɛtɪd
deud	dei̯d
deuddeg	dei̯ðɛɡ
deuddegfed	dei̯ðɛɡvɛd
deuddegfed	dɪðɛɡvɛd
deugain	dei̯ɡai̯n
deugain	dei̯ɡɛn
deugeiniau	dei̯ɡei̯njai̯
deugeiniau	dei̯ɡei̯njɛ
deugeiniau	dɪɡei̯njɛ
deulo	dei̯lɔ
deulo	diːlɔ
deulu	dei̯li
deulu	diːli
deunaw	dei̯nau̯
deunydd	dei̯nɪð
deunyddiau	dei̯nəðjai̯
deunyddiau	dei̯nəðjɛ
deuparth	dei̯parθ
deusaith	dei̯sai̯θ
dew	dɛu̯
dewch	dɛu̯χ
dewed	dɛu̯ɛd
dewi	dɛu̯i
dewis	dɛu̯is
dewis	dɛu̯iʃ
dewr	dɛu̯r
deyrnaddoliant	dei̯rnaðɔljant
deyrnas	dei̯rnas
di	diː
dial	dial
dial	diːal
diamod	diamɔd
diamod	diaːmɔd
diamod	diːamɔd
diamod	diːaːmɔd
diarhebion	diarhɛbjɔn
dibwys	diːbʊi̯s
dibwys	dɪbʊi̯s
dichon	diːχɔn
dichon	dɪχɔn
diddordeb	dɪðɔrdɛb
diddorol	dɪðoːrɔl
diddorol	dɪðɔrɔl
didranc	dɪdraŋk
dienw	dieːnu
dienw	diɛnu
difetha	dɪvɛθa
diffodd	dɪfɔð
diffydd	dɪfɪð
digalon	dɪɡalɔn
digalon	dɪɡaːlɔn
digalondid	dɪɡalɔndɪd
digalonni	dɪɡalɔni
digon	diːɡɔn
digon	dɪɡɔn
digoni	dɪɡoːni
digoni	dɪɡɔni
digwydd	dɪɡwɪð
digwyddaf	dɪɡwəðaf
digwyddiad	dɪɡʊi̯ðjad
dihareb	dɪharɛb
dihareb	dɪhaːrɛb
dihuno	diːnɔ
dihuno	dɪhiːnɔ
dihuno	dɪhɪnɔ
dileu	dɪlei̯
dillad	dɪɬad
dilledyn	dɪɬeːdɪn
dilledyn	dɪɬɛdɪn
dilyn	diːlɪn
dilyn	dɪlɪn
dim	dɪm
dinas	diːnas
dinas	dɪnas
diobaith	dioːbai̯θ
diobaith	diɔbai̯θ
diod	diːɔd
diodydd	dioːdɪð
diodydd	diɔdɪð
diodydd	djoːdɪð
diodydd	djɔdɪð
diogel	djoːɡɛl
diogel	djɔɡɛl
diogel	dɪoːɡɛl
diogel	dɪɔɡɛl
diolch yn fawr	diɔlχənvau̯r
diolch yn fawr iawn	djɔlχənvau̯rjau̯n
diolchgarwch	diɔlχɡarʊχ
diolchgarwch	diːɔlχɡarʊχ
dirmyg	dɪrmɪɡ
dirmygu	dɪrməɡi
dirmygus	dɪrməɡɪs
dirwy	diːrʊi̯
dirwy	dɪrʊi̯
diryw	diːrɪu̯
diryw	dɪrɪu̯
disgwyl	dɪsɡʊi̯l
disgwyl	dɪsɡʊl
disgwyl	dɪʃɡʊi̯l
disgwyl	dɪʃɡʊl
disgybl	dɪsɡɪbl
disgyblion	dɪsɡəbljɔn
disgyn	dɪsɡɪn
disgyn	dɪʃɡɪn
diwedd	dɪu̯ɛð
diweddar	dɪu̯eːðar
diweddar	dɪu̯ɛðar
diweithdra	dɪwei̯θdra
diwerth	dɪu̯ɛrθ
diwethaf	dwɛθa
diwethaf	dɪu̯ɛθa
diwethaf	dɪu̯ɛθav
diwrnod	dwərnɔd
diwrnod	dɪu̯rnɔd
diwrnod	dʊrnɔd
diwyd	dɪu̯ɪd
diwydiant	dɪu̯ɪdjant
diwyr	diʊi̯r
diwyr	diːʊi̯r
do	doː
do'ch	doːχ
do'n	doːn
dod	doːd
dodi	doːdi
dodi	dɔdi
doedd	doːð
doedd	dɔi̯ð
doeddech	dɔi̯ðɛχ
doedden	dɔi̯ðɛn
doeddet	dɔi̯ðɛt
doeddwn	dɔi̯ðɛn
doeddwn	dɔi̯ðʊn
doem	dɔi̯m
doen	dɔi̯n
doer	dɔi̯r
doet	dɔi̯t
dof	doːv
dofn	doːvɔn
dofn	dɔvɔn
dogfen	dɔɡvɛn
doi	dɔi̯
doid	dɔi̯d
doir	dɔi̯r
dois	dɔi̯s
doit	dɔi̯t
dolen	doːlɛn
dolen	dɔlɛn
dolffin	dɔlfɪn
dolffiniaid	dɔlfɪnjai̯d
dolffiniaid	dɔlfɪnjɛd
doli	dɔli
doliau	dɔljai̯
doliau	dɔljɛ
dolis	dɔliz
dolur	doːlɪr
dolur	dɔlɪr
dolïau	dɔliai̯
dolïau	dɔliɛ
dolïau	dɔliːai̯
dolïau	dɔliːɛ
doniol	dɔnjɔl
dor	dɔr
dorra	dɔra
dorrai	dɔrai̯
dorrai	dɔrɛ
dorrent	dɔrɛnt
dorrid	dɔrɪd
dorsen	dɔrsɛn
dos	doːs
dosbarthiad	dɔsbarθjad
dosbarthiadau	dɔsbarθjadai̯
dosbarthiadau	dɔsbarθjadɛ
dosbarthiadau	dɔsbarθjaːdai̯
dosbarthiadau	dɔsbarθjaːdɛ
dosbarthol	dɔsbarθɔl
dosbarthu	dɔsbarθi
dosbarthwr	dɔsbarθʊr
dosbarthwyr	dɔsbarθwɪr
dost	dɔst
draed	drai̯d
draed	draːd
draenog	drai̯nɔɡ
drama	drama
drama	draːma
drannoeth	dranɔi̯θ
drawant	drau̯ant
dre	dreː
drefydd	dreːvɪð
drefydd	drɛvɪð
dreidl	drei̯dl
dreisiwr	drei̯sjʊr
dreisiwr	drei̯ʃʊr
drennydd	drɛnɪð
dringo	drɪŋɔ
dro	droː
droed	droːd
droed	drɔi̯d
droednoeth	drɔi̯dnɔi̯θ
droen	drɔi̯n
droet	drɔi̯t
droi	drɔi̯
droid	drɔi̯d
dros	drɔs
dros dro	droːsdroː
drud	driːd
drudwen	drɪdwɛn
drwg	druːɡ
drws	druːs
drwy	drʊi̯
drwydded	drʊi̯ðɛd
drwyddedau	drʊi̯ðeːdai̯
drwyddedau	drʊi̯ðeːdɛ
drwyddedau	drʊi̯ðɛdai̯
drwyddedau	drʊi̯ðɛdɛ
drwyn	drʊi̯n
dry	driː
drych	driːχ
drycin	drəkɪn
drydanwr	drədanʊr
drydanwr	drədaːnʊr
drygioni	drəɡjoːni
drygioni	drəɡjɔni
drysfa	drəsva
drysfeydd	drəsvei̯ð
drysgoed	drəsɡɔi̯d
drysi	drəsi
drysle	drəslɛ
drysleoedd	drəsleːɔi̯ð
dryslwyn	drəslʊi̯n
dryslwyni	drəslʊi̯ni
dryslyd	drəslɪd
drysni	drəsni
drysu	drəsi
dryswch	drəsʊχ
dryw	drɪu̯
drôn	droːn
du	diː
dudalen	dɪdalɛn
dudalen	dɪdaːlɛn
dudno	dɪdnɔ
dueg	diːɛɡ
dug	diːɡ
dull	dɪɬ
dur	diːr
duw	dɪu̯
duwies	dɪu̯jɛs
dw	dw
dw	dʊ
dw i angen condom	duiaŋɡɛnkɔndɔm
dw i angen cyfreithiwr	duiaŋɡɛnkəvrəiθɪur
dw i angen dŵr	duiaŋɡɛnduːr
dw i angen meddyg	duiaŋɡɛnmɛðɪɡ
dw i'n iawn	duinjaun
dw i'n meddwl	duiːnmɛðʊl
dweud	dwei̯d
dwfn	duːvʊn
dwfn	dʊvn
dwfn	dʊvʊn
dwfr	dʊvr
dwg	duːɡ
dwrci	dʊrki
dwrgi	dʊrɡi
dwy	dʊi̯
dwyieithog	dʊi̯jei̯θɔɡ
dwylo	dʊi̯lɔ
dwymyn	dʊi̯mɪn
dwyn	dʊi̯n
dwyrain	dʊi̯rain
dwyrain	dʊi̯rɛn
dwys	dʊi̯s
dwyt	dʊi̯t
dwywaith	dʊi̯wai̯θ
dwywaith	dʊi̯wɛθ
dy	də
dybarth	dəbarθ
dyblu	dəbli
dychmygu	dəχməɡi
dychryn	dəχrɪn
dychryniadau	dəχrənjadai̯
dychryniadau	dəχrənjadɛ
dychryniadau	dəχrənjaːdai̯
dychryniadau	dəχrənjaːdɛ
dychrynllyd	dəχrənɬɪd
dychwelyd	dəχweːlɪd
dychwelyd	dəχwɛlɪd
dyd	diːd
dydd	diːð
dydd gwener	diːðɡweːnɛr
dydd gwener	diːðɡwɛnɛr
dydd gwener	dɪðɡweːnɛr
dydd gwener	dɪðɡwɛnɛr
dydd gwener	dɪɡweːnɛr
dydd gwener	dɪɡwɛnɛr
dydd iau	diːðjai̯
dydd iau	diːðjɔi̯
dydd iau	dɪjai̯
dydd iau	dɪjɔi̯
dydd iau	dɪðjai̯
dydd iau	dɪðjɔi̯
dydd llun	diːðɬiːn
dydd llun	dɪðɬiːn
dydd llun	dɪɬiːn
dydd mawrth	diːðmau̯rθ
dydd mawrth	dɪmau̯rθ
dydd mawrth	dɪðmau̯rθ
dydd mercher	diːðmɛrχɛr
dydd mercher	dɪmɛrχɛr
dydd mercher	dɪðmɛrχɛr
dydd sadwrn	diːðsadʊrn
dydd sadwrn	diːðsaːdʊrn
dydd sadwrn	dɪsadʊn
dydd sadwrn	dɪsadʊrn
dydd sadwrn	dɪsaːdʊn
dydd sadwrn	dɪsaːdʊrn
dydd sadwrn	dɪðsadʊrn
dydd sadwrn	dɪðsaːdʊrn
dydd sul	diːðsiːl
dydd sul	dɪsiːl
dydd sul	dɪðsiːl
dyddiad	dəðjad
dyddiadau	dəðjadai̯
dyddiadau	dəðjadɛ
dyddiadau	dəðjaːdai̯
dyddiadau	dəðjaːdɛ
dyddio	dəðjɔ
dydw	dədu
dydw i ddim yn siarad cymraeg	dəduiðɪmənʃaradkəmraɪɡ
dydw i ddim yn siarad y saesneg	dəduiðɪmənʃaradəsəisnɛɡ
dydy	dədi
dyfarniad	dəvarnjad
dyfarniadau	dəvarnjadai̯
dyfarniadau	dəvarnjadɛ
dyfarniadau	dəvarnjaːdai̯
dyfarniadau	dəvarnjaːdɛ
dyfarnwr	dəvarnʊr
dyfarnwyr	dəvarnwɪr
dyfeiswragedd	dəvei̯swraɡɛð
dyfeiswragedd	dəvei̯swraːɡɛð
dyfeiswraig	dəvei̯swrai̯ɡ
dyffryn	dəfrɪn
dyfi	dəvi
dyfnion	dəvnjɔn
dyfrdwy	dəvrdʊi̯
dyfrfarch	dəvrvarχ
dyfrgi	dəvrɡi
dyfynnod	dəvənɔd
dylai	dəlai̯
dylan	dəlan
dylanwad	dəlanwad
dylid	dəlid
dylu	dəli
dylwn	dəlʊn
dyma	dəma
dymuno	dəmiːnɔ
dymuno	dəmɪnɔ
dyn	diːn
dyna	dəna
dynes	dənɛs
dynfarch	dənvarχ
dynfeirch	dənvei̯rχ
dyngarol	dəŋɡarɔl
dyngarol	dəŋɡaːrɔl
dynion	dənjɔn
dynion	dənɔn
dynladdiad	diːnlaðjad
dynleiddiad	diːnlei̯ðjad
dynleiddiaid	diːnlei̯ðjai̯d
dynleiddiaid	diːnlei̯ðjɛd
dynn	dɪn
dynnu	dəni
dyr	dɪr
dyrchafu	dərχavi
dyrchafu	dərχaːvi
dyrchaif	dərχai̯v
dyrnfedd	dərnvɛð
dyrnu	dərni
dyrrau	dərai̯
dyrrau	dərɛ
dyry	dəri
dyrys	dərɪs
dyrysfa	dərəsva
dyrysfeydd	dərəsvei̯ð
dyrysgoed	dərəsɡɔi̯d
dyrysle	dərəslɛ
dyrysleoedd	dərəsleːɔi̯ð
dyryslwyn	dərəslʊi̯n
dyryslwyni	dərəslʊi̯ni
dyryslyd	dərəslɪd
dyrysni	dərəsni
dyrysu	dərəsi
dysg	dɪsɡ
dysglaid	dɪsɡlai̯d
dysglaid	dɪsɡlɛd
dysglaid	dɪʃɡlɛd
dysgleidiau	dɪsɡlei̯djai̯
dysgleidiau	dɪsɡlei̯djɛ
dysgleidiau	dɪʃɡlei̯djɛ
dysgu	dəsɡi
dysgwr	dəsɡʊr
dywed	dəu̯ɛd
dyweddïo	dəwɛðiːɔ
dywedodd	dəu̯eːdɔð
dywedodd	dəu̯ɛdɔð
dywyll	dəu̯ɪɬ
dywyll	dəʊi̯ɬ
dâl	daːl
dân	daːn
dâr	daːr
dîm	diːm
dòl	dɔl
dôn	doːn
düwch	diːʊχ
dŵr	duːr
dŷ	diː
e	eː
eang	eːaŋ
eangderau	ɛaŋdeːrai̯
eangderau	ɛaŋdeːrɛ
eangderau	ɛaŋdɛrai̯
eangderau	ɛaŋdɛrɛ
eangfrydig	ɛaŋvrədɪɡ
eangiadau	ɛaŋjadai̯
eangiadau	ɛaŋjadɛ
ebargofiant	ɛbarɡɔvjant
ebol	eːbɔl
ebol	ɛbɔl
eboles	ɛboːlɛs
eboles	ɛbɔlɛs
ebrill	ɛbrɪɬ
ebychnod	ɛbəχnɔd
ec	ɛk
echddoe	ɛχðɔ
echddoe	ɛχðɔi̯
echdoe	ɛχdɔi̯
echdoe	ɛχðɔ
echdoe	ɛχðɔi̯
echlysur	ɛχləsɪr
echnos	ɛχnɔs
echryd	ɛχrɪd
echrydu	ɛχrədi
echrydus	ɛχrədɪs
ecogyfeillgar	ɛkɔɡəvei̯ɬɡar
economeg	ɛkɔnɔmɛɡ
economegwyr	ɛkɔnɔmɛɡwɪr
economegydd	ɛkɔnɔmeːɡɪð
economegydd	ɛkɔnɔmɛɡɪð
ecs	ɛks
edau	eːdai̯
edau	eːdɛ
edau	ɛdai̯
edau	ɛdɛ
eddy	eːði
eddy	ɛði
edfryd	ɛdvrɪd
edliw	ɛdlɪu̯
edn	ɛdn
edrych	ɛdrɪχ
edrydd	ɛdrɪð
edwyn	ɛdwɪn
ef	eːv
efallai	vaɬɛ
efallai	waɬɛ
efallai	ɛvaɬai̯
efallai	ɛvaɬɛ
efengyl	ɛvɛŋɪl
efengylu	ɛvɛŋəli
effaith	ɛfai̯θ
effaith	ɛfɛθ
efo	eːvɔ
efo	ɛvɔ
efrog	ɛvrɔɡ
efwr	eːvʊr
efwr	ɛvʊr
efydd	eːvɪð
efydd	ɛvɪð
efyrnwy	ɛvərnʊi̯
egluro	ɛɡliːrɔ
egluro	ɛɡlɪrɔ
eglwys	ɛɡlʊi̯s
eglwys	ɛɡlʊs
egni	ɛɡni
egwyddor	ɛɡʊi̯ðɔr
egwyl	eːɡʊi̯l
egwyl	eːɡʊl
egwyl	ɛɡʊi̯l
egwyl	ɛɡʊl
egyr	eːɡɪr
egyr	ɛɡɪr
ehangach	ɛhaŋaχ
ehangder	ɛhaŋdɛr
ehanged	ɛhaŋɛd
ehangiad	ɛhaŋjad
ehangu	ɛhaŋi
ehedydd	ɛheːdɪð
ehedydd	ɛhɛdɪð
ehöeg	ɛhoːɛɡ
ei	ei̯
eid	ei̯d
eidal	ei̯dal
eiddew	ei̯ðɛu̯
eiddgar	ei̯ðɡar
eiddgarwch	ei̯ðɡarʊχ
eiddgarwch	ei̯ðɡaːrʊχ
eiliad	ei̯ljad
eiliadau	ei̯ljadai̯
eiliadau	ei̯ljadɛ
eiliadau	ei̯ljaːdai̯
eiliadau	ei̯ljaːdɛ
eilir	ei̯lɪr
eir	ei̯r
eira	ei̯ra
eiriadurwr	ei̯rjadiːrʊr
eiriadurwr	ei̯rjadɪrʊr
eiriadurwyr	ei̯rjadɪrwɪr
eirin	ei̯rɪn
eirin gwlanog	ei̯rɪŋɡwlanɔɡ
eirin gwlanog	ei̯rɪŋɡwlaːnɔɡ
eirin mair	ei̯rɪmmai̯r
eirin ysgaw	ei̯rɪnəsɡau̯
eirina	ei̯riːna
eirina	ei̯rɪna
eirinen	ei̯riːnɛn
eirinen	ei̯rɪnɛn
eirinen fair	ei̯riːnɛnvai̯r
eirinen fair	ei̯rɪnɛnvai̯r
eirinen wlanog	ei̯riːnɛŋwlaːnɔɡ
eirinen wlanog	ei̯rɪnɛŋwlanɔɡ
eirinen ysgaw	ei̯riːnɛnəsɡau̯
eirinen ysgaw	ei̯rɪnɛnəsɡau̯
eirlithrad	eirlɪθrad
eirlys	ei̯rlɪs
eirth	ei̯rθ
eisiau	ei̯sjai̯
eisiau	ei̯ʃai̯
eisiau	iːsɛ
eisiau	iːʃɛ
eisiau	ɪsɛ
eisiau	ɪʃɛ
eisoes	ei̯sɔi̯s
eisoes	ei̯ʃɔi̯s
eisoes	ei̯ʃɔs
eisoes	ei̯ʃʊs
eisoes	iːʃʊs
eisoes	ɪʃʊs
eistedd	ei̯sdɛð
eistedd	ɪsdɛ
eistedd	ɪʃdɛ
eisteddfodau	ei̯sdɛðvoːdai̯
eisteddfodau	ei̯sdɛðvɔdai̯
eisteddfodau	sdɛðvoːdɛ
eisteddfodau	sdɛðvɔdɛ
eisteddle	ei̯sdɛðlɛ
eith	ei̯θ
eithaf	əi̯θav
el	ɛl
elai	eːlai̯
elai	eːlɛ
elai	ɛlai̯
elai	ɛlɛ
elain	eːlai̯n
elain	ɛlai̯n
elc	ɛlk
elciaid	ɛlkjai̯d
elciaid	ɛlkjɛd
elech	eːlɛχ
elech	ɛlɛχ
eled	eːlɛd
eled	ɛlɛd
elem	eːlɛm
elem	ɛlɛm
elen	eːlɛn
elen	ɛlɛn
eleni	leːni
eleni	lɛni
eleni	ɛleːni
eleni	ɛlɛni
elent	eːlɛnt
elent	ɛlɛnt
eler	eːlɛr
eler	ɛlɛr
elet	eːlɛt
elet	ɛlɛt
elfed	ɛlvɛd
elfen	ɛlvɛn
eli	ɛli
elid	eːlɪd
elid	ɛlɪd
eliffant	ɛlɪfant
elin	eːlɪn
elin	ɛlɪn
elir	eːlɪr
elir	ɛlɪr
elit	eːlɪt
elit	ɛlɪt
elli	ɛɬi
elltydd	ɛɬdɪð
ellyll	ɛɬɪɬ
ellyn	ɛɬɪn
elo	eːlɔ
elo	ɛlɔ
eloch	eːlɔχ
eloch	ɛlɔχ
elom	eːlɔm
elom	ɛlɔm
elont	eːlɔnt
elont	ɛlɔnt
elsai	ɛlsai̯
elsech	ɛlsɛχ
elsem	ɛlsɛm
elsent	ɛlsɛnt
elsid	ɛlsɪd
elsit	ɛlsɪt
elswn	ɛlsʊn
elw	eːlu
elw	ɛlu
elwa	ɛlwa
elwn	eːlʊn
elwn	ɛlʊn
elwyf	eːlʊi̯v
elwyf	ɛlʊi̯v
elych	eːlɪχ
elych	ɛlɪχ
elyn	eːlɪn
elyn	ɛlɪn
em	ɛm
emiw	ɛmɪu̯
emrallt	ɛmraɬd
emrys	ɛmrɪs
enfawr	ɛnvau̯r
enfyn	ɛnvɪn
enfys	ɛnvɪs
eng	ɛŋ
enghraifft	ɛŋrɛfd
enghraifft	ɛŋ̊rai̯fd
enghraifft	ɛŋ̊rɛfd
engyl	ɛŋɪl
eni	eːni
eni	ɛni
enillion	ɛnɪɬjɔn
enillwr	ɛnɪɬʊr
enillwyr	ɛnɪɬwɪr
enillydd	ɛnɪɬɪð
ennill	ɛnɪɬ
enw	eːnu
enw	ɛnu
enwog	ɛnwɔɡ
eog	eːɔɡ
eog	ɛɔɡ
eogiaid	ɛɔɡjai̯d
eogiaid	ɛɔɡjɛd
epidemig	ɛpɪdɛmɪɡ
epidemigau	ɛpɪdɛmiːɡai̯
epidemigau	ɛpɪdɛmiːɡɛ
epidemigau	ɛpɪdɛmɪɡai̯
epidemigau	ɛpɪdɛmɪɡɛ
er	ɛr
eraill	eːrai̯ɬ
eraill	eːrɪɬ
eraill	ɛrai̯ɬ
eraill	ɛrɪɬ
erbyn	ɛrbɪn
erbyn hyn	ɛrbɪnhɪn
erbyn hyn	ɛrbɪnɪn
erch	ɛrχ
erchi	ɛrχi
erchwyn	ɛrχwɪn
erchyll	ɛrχɪɬ
erfyn	ɛrvɪn
ergyd	ɛrɡɪd
erioed	rjoːd
erioed	rjɔi̯d
erioed	ɛrjoːd
erioed	ɛrjɔi̯d
ers	ɛrs
erthygl	ɛrθɪɡl
erw	eːru
erw	ɛru
eryr	eːrɪr
eryr	ɛrɪr
eryri	ɛrəri
erys	eːrɪs
erys	ɛrɪs
es	eːs
esgaladur	ɛsɡaladɪr
esgaladur	ɛsɡalaːdɪr
esgid	ɛsɡɪd
esgidiau	sɡɪdjɛ
esgidiau	sɡɪdʒɛ
esgidiau	sɡɪtʃɛ
esgidiau	ɛsɡɪdjai̯
esgob	ɛsɡɔb
esgobion	ɛsɡɔbjɔn
esgyll	ɛsɡɪɬ
esgyn	ɛsɡɪn
esgyrn	ɛsɡɪrn
est	eːsd
est	ɛsd
estron	ɛsdrɔn
estrys	ɛsdrɪs
etholiad	ɛθɔljad
ethrefig	ɛθreːvɪɡ
ethrefig	ɛθrɛvɪɡ
etifeddu	ɛtɪveːði
etifeddu	ɛtɪvɛði
eto	ɛtɔ
etyl	ɛtɪl
euog	ei̯ɔɡ
eurgylch	ei̯rɡɪlχ
euro	ei̯rɔ
euthum	ei̯θɪm
ewin	ɛu̯ɪn
ewinfedd	ɛu̯ɪnvɛð
ewro	ɛu̯rɔ
ewythr	ɛu̯ɪrθ
ewythr	ɛu̯ɪθr
fa's	vaːs
fab	vaːb
facebook	feːsbʊk
fach	vaːχ
fachgenyn	vaχɡɛnɪn
fadfall	vadvaɬ
faen	vai̯n
faet	vai̯t
fag	vaɡ
fag	vaːɡ
faint	vai̯nt
faint o'r gloch	vai̯ntoːrɡloːχ
faint o'r gloch	vai̯ntɔrɡloːχ
fair	vai̯r
fam	mam
fampir	vampɪr
faneg	vanɛɡ
faneg	vaːnɛɡ
fara	vara
fara	vaːra
farchnad	varχnad
farn	varn
farnau	varnai̯
farnau	varnɛ
farnwr	varnʊr
farus	varɪs
farus	vaːrɪs
fas	vaːs
fasen	sɛn
fasen	vasɛn
fasen	vəsɛn
fath	vaːθ
fathemateg	vaθɛmatɛɡ
fawn	vau̯n
fawr	vau̯r
fawrth	vau̯rθ
fe	veː
fechan	veːχan
feddwl	veːðʊl
feddwl	vɛðʊl
fedi	veːdi
fedi	vɛdi
fedra	vɛdra
feirws	vei̯rʊs
feirysau	vei̯rəsai̯
feirysau	vei̯rəsɛ
fel	vɛl
fel hyn	vlɪn
fel hyn	vəlɪn
fel hyn	vɛlhɪn
felly	vɛɬi
felyn	veːlɪn
felyn	vɛlɪn
fenig	veːnɪɡ
fenig	vɛnɪɡ
fenyn	veːnɪn
fenyn	vɛnɪn
ferch	vɛrχ
ferdis	vɛrdɪs
ferfenw	vɛrveːnu
ferfenw	vɛrvɛnu
fersiwn	vɛrʃʊn
ferwi	vɛrwi
fether	vɛθɛr
fewn	vɛu̯n
fewn	vɪu̯n
ffa	faː
ffair	fai̯r
ffarm	farm
ffatri	fatri
ffawydd	fau̯ɪð
ffedog	fɛdɔɡ
ffeindiaf	fei̯nda
ffeindiaf	fei̯ndja
ffeindiaf	fei̯ndjav
ffeindiaf	fɪnda
ffeindiaf	fɪndja
ffeindio	fei̯ndjɔ
ffeindio	fei̯ndɔ
ffeindio	fɪndjɔ
ffeindio	fɪndɔ
ffenest	feːnɛsd
ffenest	fɛnɛsd
ffenestr	feːnɛsd
ffenestr	feːnɛsdr
ffenestr	fɛnɛsd
ffenestr	fɛnɛsdr
ffenestri	fɛnɛsdri
ffens	fɛns
ffensiau	fɛnsjai̯
ffensiau	fɛnsjɛ
ffensiau	fɛnʃai̯
ffensiau	fɛnʃɛ
ffensio	fɛnsjɔ
ffensio	fɛnʃɔ
ffensys	fɛnsɪz
fferm	fɛrm
ffermio	fɛrmjɔ
ffesant	fɛzant
ffi	fiː
ffigys	fiːɡɪs
ffigys	fɪɡɪs
ffili	fiːli
ffili	fɪli
ffilm	fɪlm
ffilmiau	fɪlmjai̯
ffilmiau	fɪlmjɛ
ffin	fiːn
ffindir	əfɪndɪr
ffion	fiɔn
ffion	fiːɔn
ffionau	fioːnai̯
ffionau	fioːnɛ
ffionau	fɪɔnai̯
ffionau	fɪɔnɛ
fflamgwr	flamɡʊr
fflapjac	flapdʒak
fflwcs	flʊks
fflwcsyn	flʊksɪn
fflworin	fluːɔrɪn
fflworin	flʊɔrɪn
fflyd	fliːd
fflŵr	fluːr
ffon	fɔn
ffon gof	fɔŋɡoːv
ffonau	foːnai̯
ffonau	foːnɛ
ffonau	fɔnai̯
ffonau	fɔnɛ
ffonia	fɔnja
ffoniaf	fɔnjav
ffonian	foːnjan
ffoniff	foːnɪf
ffonio	fɔnjɔ
ffonioch	fɔnjɔχ
ffoniodd	fɔnjɔð
ffonion	fɔnjɔn
ffoniwch	fɔnjʊχ
ffoniwn	fɔnjʊn
fforc	fɔrk
fforch	fɔrχ
ffordd	fɔrð
ffordd laethog	əfɔrðɬei̯θɔɡ
ffordd laethwen	əfɔrðɬei̯θwɛn
ffordd wen	əfɔrðwɛn
fforest	foːrɛst
fforest	fɔrɛst
ffraeau	frei̯ai̯
ffraeau	frei̯ɛ
ffraegar	frei̯ɡar
ffraeo	frei̯ɔ
ffraeo	friɔ
ffraeo	friːɔ
ffraeon	frei̯ɔn
ffrainc	frai̯ŋk
ffrancwr	fraŋkʊr
ffrancwyr	fraŋkwɪr
ffrengig	frɛŋɪɡ
ffres	frɛʃ
ffrind	frɪnd
ffroenuchel	frɔi̯nɪχɛl
ffrwchnedd	frʊχnɛð
ffrwchnedden	frʊχneːɛn
ffrwchnedden	frʊχnɛðɛn
ffrwd	fruːd
ffrwgwd	fruːɡʊd
ffrwgwd	frʊɡʊd
ffrwydro	frʊi̯drɔ
ffrwyth	frʊi̯θ
ffrygydau	frəɡəda
ffrygydau	frəɡədai̯
ffrygydau	frəɡədɛ
ffugenw	fɪɡeːnu
ffugenw	fɪɡɛnu
ffugenwau	fɪɡɛnwai̯
ffugenwau	fɪɡɛnwɛ
ffurf	fɪrv
ffurfio	fɪrvjɔ
ffurfiol	fɪrvjɔl
ffwciaf	fʊkjav
ffwcio	fʊkjɔ
ffwng	fʊŋ
ffwrcho	fʊrχɔ
ffwrn	fʊrn
ffy	fiː
ffydd	fiːð
ffyn	fɪn
ffyrc	fɪrk
ffyrdd	fɪrð
ffyrnau	fərnai̯
ffyrnau	fərnɛ
ffêr	feːr
ffôi	foːi̯
ffôn	foːn
ffôn clyfar	foːnkləvar
ffôn symudol	foːnsəmiːdɔl
ffôn symudol	foːnsəmɪdɔl
fi	viː
ficer	vɪkɛr
fil	viːl
finegr	vɪnɛɡr
