uchinjo	utʃiⁿɗʒo
chanika	tʃanika
pafu	pafu
wakitaabika	wakitaaɓika
kuwafyonza	kuwafjoⁿza
kumiminiwa	kumiminiwa
kimaadili	kimaaɗili
tahabibu	tahaɓiɓu
kericho	Keɾitʃo
aiaridhie	aiaɾiɗhie
diko	ɗiko
shabu	ʃaɓu
mmwagiko	mmwaɠiko
kujionyesha	kuʄioɲeʃa
dhulfakari	Dhulfakaɾi
mikasama	mikasama
inayonisonona	inajonisonona
aliyemhuzun	alijemhuzun
kochini	kotʃini
bondeni	ɓoⁿɗeni
vikopo	vikopo
kuyathibitis	kujaθiɓitis
anayenitukuz	anajenitukuz
kirihi	kiɾihi
mkatuandalie	mkatuaⁿɗalie
hesabia	hesaɓia
mvuje	ᵐvuʄe
bwachi	ɓwatʃi
ulimbwende	uliᵐɓweⁿɗe
hebu	heɓu
aduliwa	aɗuliwa
udalali	uɗalali
nimebaki	nimeɓaki
bonge	ɓoᵑge
kenani	Kenani
aliyowaambie	alijowaaᵐɓie
asiyeupokea	asijeupokea
ambulika	aᵐɓulika
kutabaki	kutaɓaki
sifu	sifu
anayeula	anajeula
inayochimbwa	inajotʃiᵐɓwa
tunayotesek	tunajotesek
ninakufa	ninakufa
sinzilisha	siⁿziliʃa
sinasina	sinasina
kuchomeka	kutʃomeka
alipinduka	alipiⁿɗuka
alilia	alilia
vumbo	vuᵐɓo
mkaitwa	mkaitwa
pampu	pampu
hatungethub	hatuᵑgeθuɓ
shogaze	ʃoɠaze
walitajirik	walitaʄiɾik
shikio	ʃikio
inajulikana	inaʄulikana
vunjanga	vuⁿɗʒaᵑga
uzeni	uzeni
kubalifu	kuɓalifu
uchuku	utʃuku
kusafishia	kusafiʃia
vidingapopo	viɗiᵑgapopo
wakufunzi	wakufuⁿzi
hukunja	hukuⁿɗʒa
yai	jai
makobe	makoɓe
sikutumia	sikutumia
mtazishika	mtaziʃika
nalia	nalia
kuithibitis	kuiθiɓitis
kuiruhusu	kuiɾuhusu
onyoki	Oɲoki
matatani	matatani
akisali	akisali
ausha	auʃa
nyugo	ɲuɠo
walitumia	walitumia
majura	maʄuɾa
angusho	aᵑguʃo
akiwapeni	akiwapeni
kuminywa	kumiɲwa
nawe	nawe
mtindi	mtiⁿɗi
ponuo	ponuo
nyupo	ɲupo
anafungwa	anafuᵑgwa
kilindi	kiliⁿɗi
mtasikilizana	mtasikilizana
anaenda	anaeⁿɗa
vibwiko	viɓwiko
binia	ɓinia
taranya	taɾaɲa
aliouhubiri	aliouhuɓiɾi
vizuka	vizuka
lipeperuke	lipepeɾuke
bisi	ɓisi
tulimfanyia	tulimfaɲia
mgumba	mɠuᵐɓa
ilipojengwa	ilipoʄeᵑgwa
ijayo	iʄajo
twinga	twiᵑga
hujali	huʄali
wakashuka	wakaʃuka
kilichoanguka	kilitʃoaᵑguka
anatenda	anateⁿɗa
wakajipatie	wakaʄipatie
umbwa	uᵐɓwa
wapyoro	wapjoɾo
mng'aro	mŋaɾo
kuota	kuota
mshambulizi	mʃaᵐɓulizi
atakuwezesh	atakuwezeʃ
nikabatize	nikaɓatize
anawashughu	anawaʃuɠhu
ploti	ploti
aliyetumwa	alijetumwa
chapukia	tʃapukia
lilitukia	lilitukia
kisambu	kisaᵐɓu
ubaramaki	uɓaɾamaki
akaitumia	akaitumia
anatumia	anatumia
sulu	sulu
samadari	samaɗaɾi
wacheni	watʃeni
nduvi	ⁿɗuvi
tangazeni	taᵑgazeni
ufagizi	ufaɠizi
wanaiba	wanaiɓa
tokeni	tokeni
manuwari	manuwaɾi
unaamini	unaamini
hawazai	hawazai
wakwepuzi	wakwepuzi
makunyanzi	makuɲaⁿzi
aliwahutubia	aliwahutuɓia
tunatendewa	tunateⁿɗewa
nilikuwako	nilikuwako
linalozingi	linaloziᵑgi
alioupata	alioupata
kuamuru	kuamuɾu
mwachie	mwatʃie
kisanduku	kisaⁿɗuku
chikichwa	tʃikitʃwa
hajachukuliw	haʄatʃukuliw
kusimamishia	kusimamiʃia
uliyeitwa	ulijeitwa
zimehanikiza	zimehanikiza
ukaguzi	ukaɠuzi
salimiwa	salimiwa
wamesahauli	wamesahauli
mteteaji	mteteaʄi
wasaidie	wasaiɗie
mibacha	miɓatʃa
yanipa	janipa
matangamano	mataᵑgamano
kinachochom	kinatʃotʃom
palichanganya	palitʃaᵑgaɲa
hilia	hilia
atakufanyia	atakufaɲia
ngisi	ᵑgisi
walizozipoke	walizozipoke
tisho	tiʃo
kugusanisha	kuɠusaniʃa
hawakumvunja	hawakuᵐvuⁿɗʒa
elekwa	elekwa
hakimwingii	hakimwiᵑgii
umemwondoa	umemwoⁿɗoa
tu	tu
ikulu	ikulu
muna	muna
mando	maⁿɗo
aliyekugusa	alijekuɠusa
mabazazi	maɓazazi
nifanyie	nifaɲie
makucha	makutʃa
mapaji	mapaʄi
akipate	akipate
kuipa	kuipa
saruji	saɾuʄi
kufyatuka	kufjatuka
tamboa	taᵐɓoa
imenitoka	imenitoka
halani	halani
mtajikuta	mtaʄikuta
vivi	vivi
utandabui	utaⁿɗaɓui
nilipotaabi	nilipotaaɓi
yameghadhibi	jameɠhaɗhiɓi
kidevu	kiɗevu
wanaomwamin	wanaomwamin
aendapo	aeⁿɗapo
yatawaangam	jatawaaᵑgam
ikafungwa	ikafuᵑgwa
hazikumfaa	hazikumfaa
vilivyotungwa	vilivjotuᵑgwa
sitakula	sitakula
endori	Eⁿɗoɾi
vinavyotemwa	vinavjotemwa
sukasuka	sukasuka
sukwa	sukwa
ananisalimish	ananisalimiʃ
asikiaye	asikiaje
ubaguzi	uɓaɠuzi
kilichotungwa	kilitʃotuᵑgwa
kiwamwitu	kiwamwitu
ionyeshayo	ioɲeʃajo
mtemba	mteᵐɓa
tupilieni	tupilieni
wataukanyag	wataukaɲaɠ
kusameheana	kusameheana
petroli	petɾoli
anayemkufuru	anajemkufuɾu
nitalisifu	nitalisifu
kowana	kowana
kuwafuata	kuwafuata
aliyomfufua	alijomfufua
hujipapasapapasa	huʄipapasapapasa
isiyokuwa	isijokuwa
nyahururu	Njahuɾuɾu
kuubeba	kuuɓeɓa
kumeza	kumeza
ninawasihi	ninawasihi
angekuja	aᵑgekuʄa
yaongozayo	jaoᵑgozajo
tulichowaam	tulitʃowaam
chumisha	tʃumiʃa
hakukuwa	hakukuwa
mkongoja	mkoᵑgoʄa
unaodhaniwa	unaoɗhaniwa
zitawawezes	zitawawezes
wilayani	wilajani
rushia	ɾuʃia
ameyadhihir	amejaɗhihiɾ
voromoa	voɾomoa
ukachachati	ukatʃatʃati
krispo	Kɾispo
nipatie	nipatie
kuunganishw	kuuᵑganiʃw
sukumasukum	sukumasukum
akiwemo	akiwemo
akaniongoza	akanioᵑgoza
fingo	fiᵑgo
akicheka	akitʃeka
nyuti	ɲuti
tukichukua	tukitʃukua
chambishwa	tʃaᵐɓiʃwa
kinyweo	kiɲweo
akamwonea	akamwonea
mikoko	mikoko
unawahukumu	unawahukumu
lishwa	liʃwa
upande	upaⁿɗe
msitoke	msitoke
songo	soᵑgo
vibaya	viɓaja
sanifisha	sanifiʃa
wawalipe	wawalipe
anakaa	anakaa
pinduli	piⁿɗuli
walizoahidi	walizoahiɗi
uukumbuke	uukuᵐɓuke
anzia	aⁿzia
laghai	laɠhai
mifyatuko	mifjatuko
anjali	aⁿɗʒali
vundarere	vuⁿɗaɾeɾe
alilichagua	alilitʃaɠua
vye	vje
niombapo	nioᵐɓapo
kuongozeka	kuoᵑgozeka
kayekaye	kajekaje
anayemtoa	anajemtoa
kibafte	kiɓafte
uliobayana	ulioɓajana
ninaishi	ninaiʃi
mnyonge	mɲoᵑge
aliwaacha	aliwaatʃa
wametandaza	wametaⁿɗaza
kikotwe	kikotwe
uliofyekwa	uliofjekwa
nazielekeza	nazielekeza
wanaomiliki	wanaomiliki
hakijaliwa	hakiʄaliwa
waliposhind	walipoʃiⁿɗ
mafunga	mafuᵑga
atamsaidia	atamsaiɗia
kovu	kovu
busuri	ɓusuɾi
msichokijua	msitʃokiʄua
kukokotwa	kukokotwa
harar	Haɾaɾ
huambatana	huaᵐɓatana
kuahidi	kuahiɗi
hampungukiw	hampuᵑgukiw
wanichukia	wanitʃukia
hatukuwadhu	hatukuwaɗhu
duka	ɗuka
miambani	miaᵐɓani
huwakamata	huwakamata
furahisha	fuɾahiʃa
kupopotoa	kupopotoa
mlimokuwa	mlimokuwa
malishoni	maliʃoni
kumfukuza	kumfukuza
nusu	nusu
anaposhikilia	anapoʃikilia
ukakoma	ukakoma
wakiwa	wakiwa
udhibiti	uɗhiɓiti
udhihirisho	uɗhihiɾiʃo
achovye	atʃovje
waliofuatana	waliofuatana
kupukupu	kupukupu
utembee	uteᵐɓee
sakafuni	sakafuni
yatakayotuk	jatakajotuk
ujio	uʄio
maboga	maɓoɠa
mdarabi	mɗaɾaɓi
inayotumika	inajotumika
mkahesabu	mkahesaɓu
kukifumba	kukifuᵐɓa
kuchezeshac	kutʃezeʃac
wasahauliwe	wasahauliwe
ukondavi	ukoⁿɗavi
akaandaa	akaaⁿɗaa
utamchukia	utamtʃukia
wapelekwa	wapelekwa
nitarudi	nitaɾuɗi
elea	elea
nyayo	ɲajo
nilifadhaik	nilifaɗhaik
yakamsalia	jakamsalia
haidhuru	haiɗhuɾu
yengeyenge	jeᵑgejeᵑge
wakamtelemsh	wakamtelemʃ
akasema	akasema
kijuujuu	kiʄuuʄuu
manena	manena
linapozama	linapozama
penyapenya	peɲapeɲa
pindu	piⁿɗu
aliyewapa	alijewapa
barangeni	ɓaɾaᵑgeni
wakachukue	wakatʃukue
kuamini	kuamini
zikue	zikue
kulinyoshanyos	kuliɲoʃaɲos
walitupokea	walitupokea
mtakachokuny	mtakatʃokuɲ
alivyowaamu	alivjowaamu
hawataukubal	hawataukuɓal
ulimfuata	ulimfuata
wameiburudi	wameiɓuɾuɗi
haohao	haohao
babaishia	ɓaɓaiʃia
memeteka	memeteka
amwahi	amwahi
wamekuwa	wamekuwa
yasaidie	jasaiɗie
mchobeo	mtʃoɓeo
gingiri	ɠiᵑgiɾi
nikae	nikae
kokuro	Kokuɾo
wanakata	wanakata
mvulana	ᵐvulana
kilimi	kilimi
tumewatumai	tumewatumai
kugundua	kuɠuⁿɗua
tamrini	tamɾini
fakini	fakini
atakayewaua	atakajewaua
wao	wao
kapteni	kapteni
mnasafiri	mnasafiɾi
kunyanyua	kuɲaɲua
kamilisha	kamiliʃa
lisivuje	lisivuʄe
mwale	mwale
alibakiwa	aliɓakiwa
kuniandikiaan	kuniaⁿɗikiaan
hauwaingii	hauwaiᵑgii
ambiwa	aᵐɓiwa
bingwa	ɓiᵑgwa
mng'ariza	mŋaɾiza
inapoingia	inapoiᵑgia
bukuata	ɓukuata
aanze	aaⁿze
utauchoma	utautʃoma
kukazana	kukazana
iliyokamili	ilijokamili
wosia	wosia
zizikwe	zizikwe
kuufikia	kuufikia
hina	hina
linanifurah	linanifuɾah
uawa	uawa
huwataka	huwataka
kilichosimamis	kilitʃosimamis
buruhani	ɓuɾuhani
mofa	mofa
tara	taɾa
mfukize	mfukize
wanaowadhul	wanaowaɗhul
amngoje	amᵑgoʄe
vibiongo	viɓioᵑgo
amenipipa	amenipipa
anapopigwa	anapopiɠwa
kuzingua	kuziᵑgua
mkasama	mkasama
mkikubali	mkikuɓali
watawale	watawale
alishiwa	aliʃiwa
mabohari	maɓohaɾi
kilichojitatiz	kilitʃoʄitatiz
twalilia	twalilia
chano	tʃano
uuzaji	uuzaʄi
wachunguzi	watʃuᵑguzi
pakaa	pakaa
duduka	ɗuɗuka
huruka	huɾuka
zaenea	zaenea
mashawishi	maʃawiʃi
karagosi	kaɾaɠosi
mwangati	mwaᵑgati
makubaliano	makuɓaliano
kikaramba	kikaɾaᵐɓa
akawagawia	akawaɠawia
achilio	atʃilio
wanaokutamb	wanaokutaᵐɓ
umesababisha	umesaɓaɓiʃa
nguchiro	ᵑgutʃiɾo
msamaria	Msamaɾia
akikwazwa	akikwazwa
linalofaa	linalofaa
kinachogotwa	kinatʃoɠotwa
shoto	ʃoto
nililoacha	nililoatʃa
usioelezeka	usioelezeka
kuvibadilisha	kuviɓaɗiliʃa
chakalia	tʃakalia
wanataka	wanataka
haiwezi	haiwezi
kuwaogeshea	kuwaoɠeʃea
kwaje	kwaʄe
buchari	ɓutʃaɾi
hawafai	hawafai
kumjeruhi	kumʄeɾuhi
nyaraka	ɲaɾaka
mkizi	mkizi
anampora	anampoɾa
akaponywa	akapoɲwa
marugurugu	maɾuɠuɾuɠu
mapindi	mapiⁿɗi
akikosa	akikosa
aliyeuza	alijeuza
hulia	hulia
duduika	ɗuɗuika
taabuni	taaɓuni
mtamstahi	mtamstahi
kukupiga	kukupiɠa
udhilifu	uɗhilifu
kitalifa	kitalifa
mwenzetu	mweⁿzetu
ukiamini	ukiamini
mchekecho	mtʃeketʃo
shona	ʃona
vimbisha	viᵐɓiʃa
vidudu	viɗuɗu
zinazoweza	zinazoweza
alijaliwa	aliʄaliwa
kubadhi	kuɓaɗhi
hupishwa	hupiʃwa
weye	weje
vifito	vifito
inayotanguli	inajotaᵑguli
apizo	apizo
idara	iɗaɾa
ainani	ainani
gusisha	ɠusiʃa
mihogo	mihoɠo
kumtupia	kumtupia
waliwafanyi	waliwafaɲi
mbeja	ᵐɓeʄa
kuhimiza	kuhimiza
kusahihishan	kusahihiʃan
dungwa	ɗuᵑgwa
akaongeza	akaoᵑgeza
usioiva	usioiva
kinawaka	kinawaka
aliniopoa	aliniopoa
kisikusiku	kisikusiku
nkindiza	nkiⁿɗiza
uliwahi	uliwahi
mzingo	mziᵑgo
watu	watu
ulipoondolew	ulipooⁿɗolew
watanzania	Wataⁿzania
arudi	aɾuɗi
ipate	ipate
hukuniacha	hukuniatʃa
msiwahukumu	msiwahukumu
nyanza	ɲaⁿza
kaji	kaʄi
aliyepasuliwa	alijepasuliwa
jitahadi	ʄitahaɗi
rubaa	ɾuɓaa
maua	maua
fahamivu	fahamivu
aliyegawanyika	alijeɠawaɲika
alitandaza	alitaⁿɗaza
wataimba	wataiᵐɓa
amkata	amkata
ureda	uɾeɗa
imemnyea	imemɲea
msogeleano	msoɠeleano
yanayochemk	janajotʃemk
anawasikia	anawasikia
kidiku	kiɗiku
alitema	alitema
chupuchupu	tʃuputʃupu
kilimpanda	kilimpaⁿɗa
wakawaita	wakawaita
mabutu	maɓutu
hakuridhika	hakuɾiɗhika
vikuza	vikuza
utawalishwaji	utawaliʃwaʄi
nyongea	ɲoᵑgea
anampata	anampata
aligutuka	aliɠutuka
mwangaluhi	mwaᵑgaluhi
wamemfikia	wamemfikia
kabidhiwa	kaɓiɗhiwa
akutunzie	akutuⁿzie
kupenyezea	kupeɲezea
mlisho	mliʃo
vipindo	vipiⁿɗo
nyukilia	ɲukilia
unaojishika	unaoʄiʃika
itamfanya	itamfaɲa
hunifuata	hunifuata
ufumbi	ufuᵐɓi
kusumbua	kusuᵐɓua
aisei	Aisei
akamjia	akamʄia
utimize	utimize
pamba	paᵐɓa
mnavyowahuku	mnavjowahuku
pentekote	pentekote
pasipoti	pasipoti
mbovumbovu	ᵐɓovuᵐɓovu
kagua	kaɠua
ninalo	ninalo
uniweke	uniweke
waketi	waketi
hatukusema	hatukusema
gunda	ɠuⁿɗa
lilipoundwa	lilipouⁿɗwa
linaloashiri	linaloaʃiɾi
maoni	maoni
kuambatisha	kuaᵐɓatiʃa
anawafundish	anawafuⁿɗiʃ
rika	ɾika
mabonde	maɓoⁿɗe
chama	tʃama
zikimfika	zikimfika
wanachekana	wanatʃekana
nisiwape	nisiwape
miendo	mieⁿɗo
mnamwabudu	mnamwaɓuɗu
damiri	ɗamiɾi
unisamehe	unisamehe
kizimwe	kizimwe
binafsi	ɓinafsi
priskila	Pɾiskila
mizuri	mizuɾi
amriwa	amɾiwa
yamefaa	jamefaa
stati	stati
nimeoa	nimeoa
kilichotokea	kilitʃotokea
waliokataa	waliokataa
akautelemsha	akautelemʃa
hauna	hauna
titima	titima
ikulazimu	ikulazimu
ninakokwenda	ninakokweⁿɗa
mstafeli	mstafeli
akawaendea	akawaeⁿɗea
bonyeka	ɓoɲeka
niweze	niweze
mtakachopewa	mtakatʃopewa
tarakaimu	taɾakaimu
giaboksi	ɠiaɓoksi
yakang'aa	jakaŋaa
utambuliwe	utaᵐɓuliwe
utajiokoa	utaʄiokoa
kuangamizwa	kuaᵑgamizwa
msalani	msalani
ami	ami
zilizoandama	zilizoaⁿɗama
sikujia	sikuʄia
pa	pa
unatawaliwa	unatawaliwa
hawakutosha	hawakutoʃa
duduisha	ɗuɗuiʃa
kuchimbuliw	kutʃiᵐɓuliw
kuupa	kuupa
mtauawa	mtauawa
waendavyo	waeⁿɗavjo
mavi	mavi
oli	oli
yasiyoendelea	jasijoeⁿɗelea
geuza	ɠeuza
boronga	ɓoɾoᵑga
riza	ɾiza
utanyosha	utaɲoʃa
wachunga	watʃuᵑga
hame	hame
gandamiza	ɠaⁿɗamiza
aliyetupend	alijetupeⁿɗ
alivyotakiwa	alivjotakiwa
samli	samli
kukingia	kukiᵑgia
panzi	paⁿzi
kidau	kiɗau
sheitani	ʃeitani
uachishaji	uatʃiʃaʄi
uturi	utuɾi
nimefaidika	nimefaiɗika
waliyofundis	walijofuⁿɗis
msianze	msiaⁿze
ataamka	ataamka
palipochimbi	palipotʃiᵐɓi
ninatamani	ninatamani
hupeleka	hupeleka
tongoza	toᵑgoza
parandesi	paɾaⁿɗesi
mmethibitis	mmeθiɓitis
mnamwamini	mnamwamini
mmeshamwekea	mmeʃamwekea
mkizingatia	mkiziᵑgatia
waliomtumai	waliomtumai
kuelemeza	kuelemeza
mlikwenda	mlikweⁿɗa
ugale	uɠale
lowana	lowana
anikika	anikika
uvule	uvule
vijukuu	viʄukuu
kitangulizi	kitaᵑgulizi
yalihusu	jalihusu
wakaazi	wakaazi
vigori	viɠoɾi
ziaka	ziaka
kabwa	kaɓwa
mbaazi	ᵐɓaazi
hinika	hinika
atakayepand	atakajepaⁿɗ
imeniwakia	imeniwakia
mgomaji	mɠomaʄi
anawatibu	anawatiɓu
inawezekana	inawezekana
kuro	kuɾo
waliomgusa	waliomɠusa
alijizungushi	aliʄizuᵑguʃi
akrabu	akɾaɓu
umeniondole	umenioⁿɗole
ndiyo	ⁿɗijo
zelote	Zelote
aliyekatwa	alijekatwa
mwano	mwano
ukageuka	ukaɠeuka
bururana	ɓuɾuɾana
kishiku	kiʃiku
maharazi	mahaɾazi
kinazungusha	kinazuᵑguʃa
nendeni	neⁿɗeni
chemchem	tʃemtʃem
washiriki	waʃiɾiki
ameung'oa	ameuŋoa
vipenga	vipeᵑga
vinya	viɲa
nilivunjiki	nilivuⁿɗʒiki
burungwa	ɓuɾuᵑgwa
ameiweka	ameiweka
unayeishi	unajeiʃi
nikamfanya	nikamfaɲa
marasi	maɾasi
wamelazimika	wamelazimika
asipomvuta	asipoᵐvuta
pepetua	pepetua
vimeshambul	vimeʃaᵐɓul
usaha	usaha
tafrija	tafɾiʄa
mnasaba	mnasaɓa
tulipolitaja	tulipolitaʄa
mwambi	mwaᵐɓi
ingieni	iᵑgieni
uchinje	utʃiⁿɗʒe
mianguko	miaᵑguko
tambuzi	taᵐɓuzi
aliushuhudia	aliuʃuhuɗia
kipashio	kipaʃio
aachwe	aatʃwe
aliwakaribi	aliwakaɾiɓi
aliyotukabi	alijotukaɓi
doneana	ɗoneana
kuwasifu	kuwasifu
riadha	ɾiaɗha
kwanja	kwaⁿɗʒa
waliobariki	walioɓaɾiki
utengenezwao	uteᵑgenezwao
atafaulu	atafaulu
ufunuo	ufunuo
niliwaeleza	niliwaeleza
alipowaua	alipowaua
wakaabudu	wakaaɓuɗu
wakaswali	wakaswali
egamiwa	eɠamiwa
utabwa	utaɓwa
kicha	kitʃa
hando	haⁿɗo
utawarudia	utawaɾuɗia
tulijitayari	tuliʄitajaɾi
kuyumbayumba	kujuᵐɓajuᵐɓa
kizito	kizito
hawajaanza	hawaʄaaⁿza
msako	msako
awinii	awinii
kumwingilia	kumwiᵑgilia
nimewatuma	nimewatuma
hushikwa	huʃikwa
mahonyo	mahoɲo
alikichukua	alikitʃukua
watiifu	watiifu
washongo	waʃoᵑgo
upeo	upeo
mabruki	maɓɾuki
anayesamehewa	anajesamehewa
izo	izo
muungamo	muuᵑgamo
huongezwa	huoᵑgezwa
inayokaza	inajokaza
warithi	waɾiθi
mkononi	mkononi
viakifishi	viakifiʃi
bwenini	ɓwenini
anatuadhibu	anatuaɗhiɓu
ukarimu	ukaɾimu
mtemo	mtemo
hamniheshimu	hamniheʃimu
lililochipua	lililotʃipua
mchumba	mtʃuᵐɓa
aliyetakasika	alijetakasika
kathithine	Kaθiθine
iliyobomoka	ilijoɓomoka
misahafu	misahafu
batizana	ɓatizana
taraja	taɾaʄa
alinikinga	alinikiᵑga
vitamkwa	vitamkwa
usituache	usituatʃe
jipatia	ʄipatia
amewaua	amewaua
haikufanya	haikufaɲa
ifu	ifu
kimba	kiᵐɓa
kiwangwa	kiwaᵑgwa
vichangachang	vitʃaᵑgatʃaᵑg
achukuapo	atʃukuapo
maarusi	maaɾusi
junaa	ʄunaa
bumbwi	ɓuᵐɓwi
alijikusanya	aliʄikusaɲa
amekaa	amekaa
vinu	vinu
dahiliwa	ɗahiliwa
kuizingatia	kuiziᵑgatia
kilitokomea	kilitokomea
amethibitis	ameθiɓitis
aganwa	aɠanwa
panapoandaliwa	panapoaⁿɗaliwa
anachunga	anatʃuᵑga
ayali	ajali
akamwinamia	akamwinamia
kayachunguze	kajatʃuᵑguze
biudi	ɓiuɗi
maktau	Maktau
wapingani	wapiᵑgani
motokaa	motokaa
akashindwa	akaʃiⁿɗwa
aisimamie	aisimamie
tulilo	tulilo
zio	zio
saini	saini
akamponye	akampoɲe
limeshikwa	limeʃikwa
vugo	vuɠo
kanisani	kanisani
akakiweka	akakiweka
hazikuwahusu	hazikuwahusu
wafungaji	wafuᵑgaʄi
kuyahusisha	kujahusiʃa
limeanzisha	limeaⁿziʃa
kumimina	kumimina
magdala	Maɠɗala
okotwa	okotwa
milionea	milionea
kumfariji	kumfaɾiʄi
nimewapa	nimewapa
itawale	itawale
kufuga	kufuɠa
zitaondolew	zitaoⁿɗolew
kuchukulia	kutʃukulia
mihimili	mihimili
kutuonea	kutuonea
akaunyosha	akauɲoʃa
awendo	Aweⁿɗo
mrihi	mɾihi
akavipatania	akavipatania
mzee	mzee
uitwao	uitwao
kukitwa	kukitwa
umizana	umizana
nguruma	ᵑguɾuma
mega	meɠa
kubinuka	kuɓinuka
tusiwataabis	tusiwataaɓis
mtamanifu	mtamanifu
tarishi	taɾiʃi
hugawanya	huɠawaɲa
ako	ako
maamkio	maamkio
inatia	inatia
msikivu	msikivu
yanavyotekelea	janavjotekelea
kufukilia	kufukilia
aliponya	alipoɲa
kirekebisho	kiɾekeɓiʃo
tutoe	tutoe
kuba	kuɓa
wachimvi	watʃiᵐvi
waendelee	waeⁿɗelee
udufu	uɗufu
hamwangalii	hamwaᵑgalii
suni	suni
muhagata	muhaɠata
kiyuyu	kijuju
rodo	Roɗo
uhakiki	uhakiki
tetekuwanga	tetekuwaᵑga
wamejiingiz	wameʄiiᵑgiz
daathari	ɗaaθaɾi
vigawanye	viɠawaɲe
waliuawa	waliuawa
kuvuli	kuvuli
akizungusha	akizuᵑguʃa
isiyofikia	isijofikia
hakuja	hakuʄa
hufanikiwa	hufanikiwa
kijasumu	kiʄasumu
aliyechuchuka	alijetʃutʃuka
ahaa	Ahaa
furo	fuɾo
aliwateua	aliwateua
riaria	ɾiaɾia
zinazotambaa	zinazotaᵐɓaa
awafanyie	awafaɲie
mtekaji	mtekaʄi
wakikutana	wakikutana
wakuombe	wakuoᵐɓe
mtambaji	mtaᵐɓaʄi
kifoni	kifoni
mahali	mahali
haikutokea	haikutokea
kujitanuatanua	kuʄitanuatanua
sarara	saɾaɾa
funtu	funtu
abaki	aɓaki
apitaye	apitaje
vipeo	vipeo
chumvi	tʃuᵐvi
kijiba	kiʄiɓa
nguyu	ᵑguju
wajanja	waʄaⁿɗʒa
muungo	muuᵑgo
vipige	vipiɠe
laonyesha	laoɲeʃa
linapochomozea	linapotʃomozea
ina	ina
mtoki	mtoki
kuwatangazie	kuwataᵑgazie
dasturi	ɗastuɾi
wamechukua	wametʃukua
anavyooneka	anavjooneka
kilichotiwa	kilitʃotiwa
wavunja	wavuⁿɗʒa
rudishia	ɾuɗiʃia
atuka	atuka
eunike	Eunike
hayawahusu	hajawahusu
ubwabwa	uɓwaɓwa
kufurahi	kufuɾahi
yanatuonya	janatuoɲa
kuharibika	kuhaɾiɓika
jihadharishe	ʄihaɗhaɾiʃe
huwa	huwa
anayebashiri	anajeɓaʃiɾi
stawi	stawi
kasoma	kasoma
aunia	aunia
waanzishe	waaⁿziʃe
mnahitaji	mnahitaʄi
vijijini	viʄiʄini
serereka	seɾeɾeka
turu	tuɾu
burahika	ɓuɾahika
shughulikwa	ʃuɠhulikwa
dudumizi	ɗuɗumizi
kidakatonge	kiɗakatoᵑge
hawakumtambua	hawakumtaᵐɓua
mea	mea
huongeshwa	huoᵑgeʃwa
tuliishi	tuliiʃi
gagro	ɠaɠɾo
sitakaa	sitakaa
alifinyangwa	alifiɲaᵑgwa
alimkimbilia	alimkiᵐɓilia
kumsubiri	kumsuɓiɾi
karata	kaɾata
alilichakaz	alilitʃakaz
vyongozi	vjoᵑgozi
ng'ongo	ŋoᵑgo
kinachowekewa	kinatʃowekewa
mheshimuni	mheʃimuni
marfaa	maɾfaa
akawapa	akawapa
wajihi	waʄihi
anakwenda	anakweⁿɗa
vibuluu	viɓuluu
wakawaambia	wakawaaᵐɓia
alivyosubiri	alivjosuɓiɾi
usiyaandike	usijaaⁿɗike
kingiza	kiᵑgiza
shali	ʃali
wananilipa	wananilipa
mfagizi	mfaɠizi
hawakupendele	hawakupeⁿɗele
wafarisayo	Wafaɾisajo
tulimtuma	tulimtuma
mwogo	mwoɠo
hana	hana
uadililfu	uaɗililfu
ametamka	ametamka
unaokwea	unaokwea
mnahukumu	mnahukumu
viinikizo	viinikizo
machukizi	matʃukizi
mshororo	mʃoɾoɾo
kuhakikishwa	kuhakikiʃwa
pandembili	paⁿɗeᵐɓili
hufungwa	hufuᵑgwa
kisugudi	kisuɠuɗi
obedi	Oɓeɗi
zawadi	zawaɗi
thori	θoɾi
jilisi	ʄilisi
anaweza	anaweza
kumkamata	kumkamata
zinavyofuat	zinavjofuat
bofyeka	ɓofjeka
amurisha	amuɾiʃa
muhimili	muhimili
anaongoza	anaoᵑgoza
wateswa	wateswa
mkataa	mkataa
kuchapuka	kutʃapuka
kuduwaa	kuɗuwaa
amesimama	amesimama
ajipambe	aʄipaᵐɓe
mbweha	ᵐɓweha
nitajaa	nitaʄaa
shemesi	ʃemesi
vitukufu	vitukufu
mapolisi	mapolisi
mwanagu	mwanaɠu
kuendesha	kueⁿɗeʃa
darisiwa	ɗaɾisiwa
afuweni	afuweni
mkaipata	mkaipata
deheni	ɗeheni
ukanisamehe	ukanisamehe
yoyote	jojote
giamatemo	ɠiamatemo
wamsulibishe	wamsuliɓiʃe
mmekombolewa	mmekoᵐɓolewa
chipukia	tʃipukia
aliyekikopesha	alijekikopeʃa
mhinzirani	mhiⁿziɾani
wamejipa	wameʄipa
kamwite	kamwite
aliyokabidh	alijokaɓiɗh
akipendacho	akipeⁿɗatʃo
kukisimulia	kukisimulia
vinavyozaana	vinavjozaana
chelezeka	tʃelezeka
ametindikiw	ametiⁿɗikiw
ambazo	aᵐɓazo
kayauma	kajauma
rafan	Rafan
zinakurubia	zinakuɾuɓia
sirati	siɾati
mzi	mzi
choo	tʃoo
