guztientzako	ɡus̻tˈient͡s̻akˌo
itsasora	it͡s̺ˈas̺oɾˌa
Txakur	t͡ʃakˈuɾ
patroi	pˈatɾo͡ɪ
SP	ˌes̺epˈe
ezkutatuta	es̻kˈutatutˌa
Legend	leɣˈend
erasoari	eɾˈas̺oaɾˌi
motelak	motˈelˌak
Diskoa	dis̺kˈoˌa
jendetzak	ɟendˈet͡s̻ˌak
Prusiako	pɾus̺ˈiakˌo
bizirauteko	bis̻ˈiɾa͡ʊtekˌo
beta	bˈeta
segmentuak	s̺eɡmˈentuˌak
Tang	tˈanɡ
portua	poɾtˈuˌa
imajinatu	imˈajiɲatˌu
distiratsuagoa	dis̺tˈiɾat͡s̺uaɣoˌa
modernoen	moðˈeɾnoˌen
joandako	ɟoˈandakˌo
Haraneko	aɾˈanekˌo
ari	ˌaɾi
gerra	ɡˈera
gidatuko	ɡiðˈatukˌo
emaitzen	emˈa͡ɪt͡s̻ˌen
dorreen	dorˈeˌen
gehiagori	ɡe͡ɪˈaɣoɾˌi
Jugoslaviako	ɟuɣˈos̺laβiakˌo
solasaldiak	s̺olˈas̺alðiˌak
Lotura	lotˈuɾˌa
autobus	a͡ʊtˈoβˌus̺
gatazketan	ɡatˈas̻ketˌan
Ernesto	eɾnˈes̺tˌo
erradiazioaren	erˈaðias̻ioaɾˌen
erlijiosoan	eɾlˈijios̺oˌan
garraiatzea	ɡarˈa͡ɪat͡s̻eˌa
Greziarrek	ɡɾes̻ˈiarˌek
liburuen	liβˈuɾuˌen
Libiako	liβˈiakˌo
helduleku	elðˈulekˌu
Gales	ɡalˈes̺
adibiderik	aðˈiβiðeɾˌik
Hegoaldetik	eɣˈoalðetˌik
erreproduzitzeko	erˈepɾoðus̻it͡s̻ekˌo
Guztiek	ɡus̻tˈiˌek
Aranak	aɾˈanˌak
sakratuaren	s̺akɾˈatuaɾˌen
ozeaniko	os̻ˈeanikˌo
atzeratua	at͡s̻ˈeɾatuˌa
Ilargira	iʎˈaɾɣiɾˌa
musikatu	mus̺ˈikatˌu
emakumeen	emˈakumeˌen
osaturiko	os̺ˈatuɾikˌo
Idazkaria	iðˈas̻kaɾiˌa
errusiarra	erˈus̺iarˌa
ardi	ˈaɾði
Siriako	s̺iɾˈiakˌo
gutxiagokoak	ɡut͡ʃˈiaɣokoˌak
parkearen	paɾkˈeaɾˌen
estrategikoa	es̺tɾˈateɣikoˌa
emariak	emˈaɾiˌak
aitaren	a͡ɪtˈaɾˌen
sagaratua	s̺aɣˈaɾatuˌa
bilketak	bilkˈetˌak
nekea	nekˈeˌa
jeneral	ɟenˈeɾˌal
metodoak	metˈoðoˌak
batzuekiko	bat͡s̻ˈuekikˌo
eraitsia	eɾˈa͡ɪt͡s̺iˌa
laba	lˈaβa
estatubatuarrak	es̺tˈatuβatuarˌak
industriako	indˈus̺tɾiakˌo
aitzindari	a͡ɪt͡s̻ˈindaɾˌi
Clark	klˈaɾk
arinagoa	aɾˈiɲaɣoˌa
Mr	ˌemeˈere
ertaineko	eɾtˈa͡ɪɲekˌo
Lekua	lekˈuˌa
bizigarri	bis̻ˈiɣarˌi
Civil	θiβˈil
Handiaren	andˈiaɾˌen
konplexuagoak	konplˈeʃuaɣoˌak
Hanibal	anˈiβˌal
gazteria	ɡas̻tˈeɾiˌa
ahalik	aˈalˌik
ehiza	ˈe͡ɪs̻a
Agustinen	aɣˈus̺tiɲˌen
hilobiak	iʎˈoβiˌak
Atzerrian	at͡s̻ˈeriˌan
gaztetan	ɡas̻tˈetˌan
kardinalaren	kaɾðˈiɲalaɾˌen
teilatua	te͡ɪʎˈatuˌa
mirariak	miɾˈaɾiˌak
Diagrama	diˈaɣɾamˌa
plexu	plˈeʃu
Hondarribia	ondˈariβiˌa
igotzen	iɣˈot͡s̻ˌen
eragileek	eɾˈaɣiʎeˌek
Perla	pˈeɾla
bideratuak	biðˈeɾatuˌak
alorrean	alˈoreˌan
bereziak	beɾˈes̻iˌak
arren	arˈen
inplementazioa	inplˈementas̻ioˌa
eskualde	es̺kˈualðˌe
legeetan	leɣˈeetˌan
diskretua	dis̺kɾˈetuˌa
hondoratu	ondˈoɾatˌu
Frantziskoren	fɾant͡s̻ˈis̺koɾˌen
Honek	onˈek
hezkuntzak	es̻kˈunt͡s̻ˌak
zuk	s̻ˈuk
zabalean	s̻aβˈaleˌan
udaletxean	uðˈalet͡ʃeˌan
arrakastatsuak	arˈakas̺tat͡s̺uˌak
izatearen	is̻ˈateaɾˌen
zainaren	s̻a͡ɪɲˈaɾˌen
proiektuarekin	pɾo͡ɪˈektuaɾekˌin
mobilizazio	moβˈiʎis̻as̻iˌo
fitxategian	fit͡ʃˈateɣiˌan
konexiorik	konˈeʃioɾˌik
jorratzen	ɟorˈat͡s̻ˌen
eratorriko	eɾˈatorikˌo
astun	as̺tˈun
AEBk	aˈebk
perpendikularrak	peɾpˈendikularˌak
garatzaile	ɡaɾˈat͡s̻a͡ɪʎˌe
obran	oβɾˈan
errezeta	erˈes̻etˌa
Lortu	lˈoɾtu
behatz	beˈat͡s̻
Lurrean	lurˈeˌan
edonork	eðˈonˌoɾk
Escuela	es̺kˈuelˌa
diot	diˈot
originalaren	oɾˈiɣiɲalaɾˌen
independentearen	indˈependenteaɾˌen
eurite	e͡ʊɾˈitˌe
hauei	ˈa͡ʊe͡ɪ
begiratuz	beɣˈiɾatˌus̻
baztertutako	bas̻tˈeɾtutakˌo
heltzen	elt͡s̻ˈen
elfoen	elfˈoˌen
gaztelua	ɡas̻tˈeluˌa
produktoreak	pɾoðˈuktoɾeˌak
iragartzen	iɾˈaɣaɾt͡s̻ˌen
txirloen	t͡ʃiɾlˈoˌen
aldatzen	alðˈat͡s̻ˌen
an	an
zehaztasunak	s̻eˈas̻tas̺unˌak
antzekoak	ant͡s̻ˈekoˌak
grafia	ɡɾafˈiˌa
gazitasuna	ɡas̻ˈitas̺unˌa
deritzen	deɾˈit͡s̻ˌen
sartzearekin	s̺aɾt͡s̻ˈeaɾekˌin
Tokia	tokˈiˌa
konponbideak	konpˈonbiðeˌak
amaituko	amˈa͡ɪtukˌo
entzuna	ent͡s̻ˈunˌa
Planteamendu	plantˈeamendˌu
hizkeran	is̻kˈeɾˌan
egokiagoa	eɣˈokiaɣoˌa
kolaborazioa	kolˈaβoɾas̻ioˌa
erretiratua	erˈetiɾatuˌa
Kordobako	koɾðˈoβakˌo
Bira	bˈiɾa
aurrekari	a͡ʊrˈekaɾˌi
Horiei	ˈoɾiˌe͡ɪ
pobreen	poβɾˈeˌen
irudikatzea	iɾˈuðikat͡s̻eˌa
ohorezko	oˈoɾes̻kˌo
intelektuala	intˈelektualˌa
askotarikoa	as̺kˈotaɾikoˌa
sinbolo	s̺inbˈolˌo
Arreta	arˈetˌa
substantziaren	s̺ubs̺tˈant͡s̻iaɾˌen
Dantzari	dant͡s̻ˈaɾˌi
iparraldera	ipˈaralðeɾˌa
garesti	ɡaɾˈes̺tˌi
Goizeko	ɡo͡ɪs̻ˈekˌo
laguntzeko	laɣˈunt͡s̻ekˌo
automobilak	a͡ʊtˈomoβiʎˌak
Etxeak	et͡ʃˈeˌak
protoi	pɾˈoto͡ɪ
txikiak	t͡ʃikˈiˌak
dado	dˈaðo
Aitarekin	a͡ɪtˈaɾekˌin
iragazten	iɾˈaɣas̻tˌen
kristautasunak	kɾis̺tˈa͡ʊtas̺unˌak
Turkia	tuɾkˈiˌa
elektrikoki	elˈektɾikokˌi
distiratsuena	dis̺tˈiɾat͡s̺uenˌa
zementuzko	s̻emˈentus̻kˌo
gobernatu	ɡoβˈeɾnatˌu
txandak	t͡ʃandˈak
Kalkuluen	kalkˈuluˌen
dragoi	dɾˈaɣo͡ɪ
dirudi	diɾˈuðˌi
hautetsiak	a͡ʊtˈet͡s̺iˌak
margolaritzan	maɾɣˈolaɾit͡s̻ˌan
definitzen	defˈiɲit͡s̻ˌen
Erregimen	erˈeɣimˌen
gerla	ɡˈeɾla
komunikazioen	komˈunikas̻ioˌen
Agrupación	ˌaɣɾupˌaθiˈon
harturik	aɾtˈuɾˌik
epaiketarik	epˈa͡ɪketaɾˌik
Kantabriako	kantˈaβɾiakˌo
santutegiak	s̺antˈuteɣiˌak
mugitzea	muɣˈit͡s̻eˌa
espeziek	es̺pˈes̻iˌek
izendatutako	is̻ˈendatutakˌo
berme	bˈeɾme
badaude	baðˈa͡ʊðˌe
espainiarraren	es̺pˈa͡ɪɲiaraɾˌen
erantzunen	eɾˈant͡s̻unˌen
filme	fˈilme
hogei	ˈoɣe͡ɪ
zinetikoa	s̻iɲˈetikoˌa
zuzenagoa	s̻us̻ˈenaɣoˌa
Aipatutako	a͡ɪpˈatutakˌo
ahizpek	aˈis̻pˌek
erabiltzen	eɾˈaβilt͡s̻ˌen
me	mˈe
Elikagaien	elˈikaɣa͡ɪˌen
aterako	atˈeɾakˌo
galduaren	ɡalðˈuaɾˌen
fosforoa	fos̺fˈoɾoˌa
doikuntza	do͡ɪkˈunt͡s̻ˌa
alearen	alˈeaɾˌen
idazterakoan	iðˈas̻teɾakoˌan
sahiesteko	s̺aˈies̺tekˌo
Kalifornia	kalˈifoɾniˌa
markatua	maɾkˈatuˌa
finkatuz	finkˈatˌus̻
saioek	s̺a͡ɪˈoˌek
delituaren	delˈituaɾˌen
beroaren	beɾˈoaɾˌen
Mª	ˌemeˈa
mihi	mˈii
inspiratutako	ins̺pˈiɾatutakˌo
kilometrotan	kilˈometɾotˌan
kantziler	kant͡s̻ˈiʎˌeɾ
hizkuntzalaritzaren	is̻kˈunt͡s̻alaɾit͡s̻aɾˌen
bidezidorra	biðˈes̻iðorˌa
topatu	topˈatˌu
laburraren	laβˈuraɾˌen
lautada	la͡ʊtˈaðˌa
transakzio	tɾans̺ˈaks̻iˌo
Asterixek	as̺tˈeɾiʃˌek
Akiles	akˈiʎˌes̺
harresien	arˈes̺iˌen
bandaren	bandˈaɾˌen
berritze	berˈit͡s̻ˌe
Hotela	otˈelˌa
argitzen	aɾɣˈit͡s̻ˌen
bizirik	bis̻ˈiɾˌik
ukitzen	ukˈit͡s̻ˌen
zainduz	s̻a͡ɪndˈus̻
babesturik	baβˈes̺tuɾˌik
kritikatzeko	kɾitˈikat͡s̻ekˌo
Research	res̺ˈeˌaɾt͡ʃ
eginik	eɣˈiɲˌik
Kontu	kˈontu
azkonar	as̻kˈonˌaɾ
erreinuko	erˈe͡ɪɲukˌo
hirirako	iɾˈiɾakˌo
oroimenez	oɾˈo͡ɪmenˌes̻
kontsumitzen	kont͡s̺ˈumit͡s̻ˌen
Ca	kˈa
maskarak	mas̺kˈaɾˌak
denboraldietan	denbˈoɾalðietˌan
jarraitzaileen	ɟarˈa͡ɪt͡s̻a͡ɪʎeˌen
Plano	plˈano
Polar	polˈaɾ
desoreka	des̺ˈoɾekˌa
Kostako	kos̺tˈakˌo
Trainor	tɾa͡ɪɲˈoɾ
Aristoteles	ˌaɾis̺tˈotelˌes̺
besoak	bes̺ˈoˌak
elektroien	elˈektɾo͡ɪˌen
goialdeko	ɡo͡ɪˈalðekˌo
sofistikatua	s̺ofˈis̺tikatuˌa
Ponte	pˈonte
fabrikako	faβɾˈikakˌo
profesionalaren	pɾofˈes̺ionalaɾˌen
Fisikoki	fis̺ˈikokˌi
sarreran	s̺arˈeɾˌan
silaba	s̺iʎˈaβˌa
frankismo	fɾankˈis̺mˌo
borrokan	borˈokˌan
liburutegia	liβˈuɾuteɣiˌa
koadro	koˈaðɾˌo
Christian	t͡ʃɾis̺tˈiˌan
noranzkoan	noɾˈans̻koˌan
lursailetan	luɾs̺ˈa͡ɪʎetˌan
Parkean	paɾkˈeˌan
Bergaran	beɾɣˈaɾˌan
kartelak	kaɾtˈelˌak
handiagoak	andˈiaɣoˌak
sarkorra	s̺aɾkˈorˌa
Iturbe	itˈuɾβˌe
Zesar	s̻es̺ˈaɾ
tentsioa	tent͡s̺ˈioˌa
Plaka	plˈaka
printzipioetan	pɾint͡s̻ˈipioetˌan
horiak	ˈoɾiˌak
bilatuko	biʎˈatukˌo
Noiz	nˈo͡ɪs̻
mac	mˈak
funtsezkoa	funt͡s̺ˈes̻koˌa
Udal	uðˈal
hurrengoan	urˈenɡoˌan
margolaritzaren	maɾɣˈolaɾit͡s̻aɾˌen
kontzeptua	kont͡s̻ˈeptuˌa
informalean	infˈoɾmaleˌan
testa	tˈes̺ta
ibilguan	iβˈilɣuˌan
konfiguratu	konfˈiɣuɾatˌu
erregimen	erˈeɣimˌen
argazkilariaren	aɾɣˈas̻kiʎaɾiaɾˌen
honela	onˈelˌa
artean	aɾtˈeˌan
ankerkeria	ankˈeɾkeɾiˌa
Harreman	arˈemˌan
lotea	lotˈeˌa
kentzen	kent͡s̻ˈen
zirkularrak	s̻iɾkˈularˌak
ironiaz	iɾˈoniˌas̻
prototipoa	pɾotˈotipoˌa
Horrenbestez	orˈenbes̺tˌes̻
baitaiteke	ba͡ɪtˈa͡ɪtekˌe
egiptoarrek	eɣˈiptoarˌek
erabiltzearen	eɾˈaβilt͡s̻eaɾˌen
Bateria	batˈeɾiˌa
burdinbideak	buɾðˈinbiðeˌak
Israelen	is̺ɾˈaelˌen
berrirako	berˈiɾakˌo
koordinatzea	koˈoɾðiɲat͡s̻eˌa
laguntzaileak	laɣˈunt͡s̻a͡ɪʎeˌak
Istripuaren	is̺tɾˈipuaɾˌen
Porrot	porˈot
konpainian	konpˈa͡ɪɲiˌan
entrenatzailearen	entɾˈenat͡s̻a͡ɪʎeaɾˌen
arabiarra	aɾˈaβiarˌa
upategi	upˈateɣˌi
ikasturte	ikˈas̺tuɾtˌe
Amerikaren	amˈeɾikaɾˌen
Luisak	luˈis̺ˌak
zitzaiela	s̻it͡s̻ˈa͡ɪelˌa
landuz	landˈus̻
denarekin	denˈaɾekˌin
txertatzen	t͡ʃeɾtˈat͡s̻ˌen
Einsteinek	e͡ɪns̺tˈe͡ɪɲˌek
poniaren	ponˈiaɾˌen
jarraia	ɟarˈa͡ɪˌa
teilatuan	te͡ɪʎˈatuˌan
bide	bˈiðe
lantzak	lant͡s̻ˈak
narratibo	narˈatiβˌo
kontrolatuz	kontɾˈolatˌus̻
aldagaien	alðˈaɣa͡ɪˌen
zinemara	s̻iɲˈemaɾˌa
Michele	mit͡ʃˈelˌe
pauso	pˈa͡ʊs̺o
League	leˈaɣuˌe
poloniarrak	polˈoniarˌak
Alliance	aʎˈianθˌe
tropei	tɾˈope͡ɪ
loreen	loɾˈeˌen
apalagoak	apˈalaɣoˌak
bukatu	bukˈatˌu
Begiak	beɣˈiˌak
Giro	ɡˈiɾo
zehaztuz	s̻eˈas̻tˌus̻
Gaztelaniazko	ɡas̻tˈelanias̻kˌo
de	dˈe
kobazuloak	koβˈas̻uloˌak
lehengo	leˈenɡˌo
audientzia	a͡ʊðˈient͡s̻iˌa
mendilerroak	mendˈiʎeroˌak
larru	lˈaru
Bart	bˈaɾt
Fundazioko	fundˈas̻iokˌo
poetikoaren	poˈetikoaɾˌen
kontsumoa	kont͡s̺ˈumoˌa
onik	onˈik
mazedoniar	mas̻ˈeðoniˌaɾ
hizkuntzak	is̻kˈunt͡s̻ˌak
ze	s̻ˈe
burututa	buɾˈututˌa
paketea	pakˈeteˌa
Jokoa	ɟokˈoˌa
elkartasun	elkˈaɾtas̺ˌun
Garraioa	ɡarˈa͡ɪoˌa
kafetegiak	kafˈeteɣiˌak
indigenen	indˈiɣenˌen
Deutsche	dˈe͡ʊt͡s̺t͡ʃe
Ibrahim	iβɾˈaˌim
Ameriketan	amˈeɾiketˌan
desplazatzen	des̺plˈas̻at͡s̻ˌen
enpresariak	enpɾˈes̺aɾiˌak
kondairak	kondˈa͡ɪɾˌak
esamoldea	es̺ˈamolðeˌa
Hauen	ˈa͡ʊen
laguntzak	laɣˈunt͡s̻ˌak
musikala	mus̺ˈikalˌa
izarra	is̻ˈarˌa
Idazleak	iðˈas̻leˌak
sortzen	s̺oɾt͡s̻ˈen
sakatu	s̺akˈatˌu
Zulo	s̻ˈulo
beltzezko	belt͡s̻ˈes̻kˌo
erraldoi	erˈalðˌo͡ɪ
auzoa	a͡ʊs̻ˈoˌa
eskaseko	es̺kˈas̺ekˌo
katolikoaren	katˈolikoaɾˌen
angeluaren	anɡˈeluaɾˌen
abizena	aβˈis̻enˌa
Eva	ˈeβa
informal	infˈoɾmˌal
musikan	mus̺ˈikˌan
zaldunen	s̻alðˈunˌen
Bigarrena	biɣˈarenˌa
Zerbitzua	s̻eɾβˈit͡s̻uˌa
saltzeko	s̺alt͡s̻ˈekˌo
iruditzen	iɾˈuðit͡s̻ˌen
egoki	eɣˈokˌi
Stewart	s̺teˈuˌaɾt
jenderik	ɟendˈeɾˌik
ikastetxe	ikˈas̺tet͡ʃˌe
Magazine	maɣˈas̻iɲˌe
unibertsoan	unˈiβeɾt͡s̺oˌan
ateko	atˈekˌo
gaztelu	ɡas̻tˈelˌu
Udalaren	uðˈalaɾˌen
hamarraldietan	amˈaralðietˌan
balute	balˈutˌe
aintzina	a͡ɪnt͡s̻ˈiɲˌa
zezakeen	s̻es̻ˈakeˌen
Burdin	buɾðˈin
handiak	andˈiˌak
alabak	alˈaβˌak
populazioa	popˈulas̻ioˌa
Apollo	apˈoʎˌo
edukian	eðˈukiˌan
Luzio	lus̻ˈiˌo
ongi	ˈonɡi
modukoa	moðˈukoˌa
konplikazio	konplˈikas̻iˌo
bereziki	beɾˈes̻ikˌi
zitezkeen	s̻itˈes̻keˌen
golak	ɡolˈak
arnasteko	aɾnˈas̺tekˌo
bonbardaketak	bonbˈaɾðaketˌak
zitzaiolako	s̻it͡s̻ˈa͡ɪolakˌo
single	s̺ˈinɡle
baztertzeko	bas̻tˈeɾt͡s̻ekˌo
antzerkiko	ant͡s̻ˈeɾkikˌo
filosofikoan	fiʎˈos̺ofikoˌan
ezizenaz	es̻ˈis̻enˌas̻
Epikurok	epˈikuɾˌok
kostaldeak	kos̺tˈalðeˌak
desiratzen	des̺ˈiɾat͡s̻ˌen
zegoenean	s̻eɣˈoeneˌan
historikoan	is̺tˈoɾikoˌan
akademikoen	akˈaðemikoˌen
Standard	s̺tandˈaɾd
salbuespenak	s̺alβˈues̺penˌak
seinale	s̺e͡ɪɲˈalˌe
sentipen	s̺entˈipˌen
motzagoak	mot͡s̻ˈaɣoˌak
barkatu	baɾkˈatˌu
altuena	altˈuenˌa
Printzeak	pɾint͡s̻ˈeˌak
harik	aɾˈik
alemaniarren	alˈemaniarˌen
laburdura	laβˈuɾðuɾˌa
ospe	ˈos̺pe
kilogramo	kilˈoɣɾamˌo
narrasti	narˈas̺tˌi
doriar	doɾˈiˌaɾ
atxikita	at͡ʃˈikitˌa
salatuz	s̺alˈatˌus̻
matxinadei	mat͡ʃˈiɲaðˌe͡ɪ
Gramatika	ɡɾamˈatikˌa
aurkeztu	a͡ʊɾkˈes̻tˌu
Bistan	bis̺tˈan
odoltsuak	oðˈolt͡s̺uˌak
EBko	ˈebkˈo
zirenei	s̻iɾˈenˌe͡ɪ
gernu	ɡˈeɾnu
Gure	ɡˈuɾe
gizakiekin	ɡis̻ˈakiekˌin
ezkatak	es̻kˈatˌak
periferiko	peɾˈifeɾikˌo
Europar	e͡ʊɾˈopˌaɾ
aktiboa	aktˈiβoˌa
Aukera	a͡ʊkˈeɾˌa
Elizak	elˈis̻ˌak
absolutista	abs̺ˈolutis̺tˌa
zuriekin	s̻uɾˈiekˌin
legegilea	leɣˈeɣiʎeˌa
Goya	ɡˈojja
gutxiengoen	ɡut͡ʃˈienɡoˌen
esanahiak	es̺ˈanaiˌak
irakurleak	iɾˈakuɾleˌak
Alfredo	alfɾˈeðˌo
katalana	katˈalanˌa
sexualitateari	s̺eks̺ˈualitateaɾˌi
maisulan	ma͡ɪs̺ˈulˌan
bateragarri	batˈeɾaɣarˌi
ziurgabetasun	s̻iˈuɾɣaβetas̺ˌun
Portugalgo	poɾtˈuɣalɣˌo
Hugh	ˈuɡ
musulman	mus̺ˈulmˌan
modernoek	moðˈeɾnoˌek
Franklin	fɾanklˈin
bikoitz	bikˈo͡ɪt͡s̻
galderari	ɡalðˈeɾaɾˌi
garatuetan	ɡaɾˈatuetˌan
menditsuetan	mendˈit͡s̺uetˌan
jaunek	ɟa͡ʊnˈek
ditzaketen	dit͡s̻ˈaketˌen
maiztasunaren	ma͡ɪs̻tˈas̺unaɾˌen
semetzat	s̺emˈet͡s̻ˌat
Elektroiak	elˈektɾo͡ɪˌak
ager	aɣˈeɾ
Stockholmeko	s̺tokkˈolmekˌo
aurkitzean	a͡ʊɾkˈit͡s̻eˌan
arindu	aɾˈindˌu
horiengatik	ˈoɾiˌenɡatˌik
batezbestekoa	batˈes̻βes̺tekoˌa
katea	katˈeˌa
estatua	es̺tˈatuˌa
bertsio	beɾt͡s̺ˈiˌo
anai	ˈana͡ɪ
Adituen	aðˈituˌen
epopeia	epˈope͡ɪˌa
erradioaren	erˈaðioaɾˌen
fusionatu	fus̺ˈionatˌu
azkeneko	as̻kˈenekˌo
abertzaleak	aβˈeɾt͡s̻aleˌak
zuhaitzen	s̻uˈa͡ɪt͡s̻ˌen
agur	aɣˈuɾ
erro	ˈero
enborrean	enbˈoreˌan
garaipenaren	ɡaɾˈa͡ɪpenaɾˌen
erakundea	eɾˈakundeˌa
Taylor	tajjʎˈoɾ
ikusiak	ikˈus̺iˌak
atentatua	atˈentatuˌa
behartuz	beˈaɾtˌus̻
Pan	pˈan
lekuak	lekˈuˌak
lehiatuko	lˈe͡ɪatˌuko
guztirako	ɡus̻tˈiɾakˌo
Ikasketak	ikˈas̺ketˌak
barrenean	barˈeneˌan
American	amˈeɾikˌan
Maliko	malˈikˌo
moralean	moɾˈaleˌan
prezipitazioa	pɾes̻ˈipitas̻ioˌa
oharkabean	oˈaɾkaβeˌan
pozoitu	pos̻ˈo͡ɪtˌu
Koadro	koˈaðɾˌo
Urano	uɾˈanˌo
bideoen	biðˈeoˌen
Gauaren	ɡa͡ʊˈaɾˌen
mendirik	mendˈiɾˌik
erdarazko	eɾðˈaɾas̻kˌo
Esperimentu	es̺pˈeɾimentˌu
diote	diˈotˌe
Uharteko	uˈaɾtekˌo
partzialki	paɾt͡s̻ˈialkˌi
belgikar	belɣˈikˌaɾ
eratorriak	eɾˈatoriˌak
kondizio	kondˈis̻iˌo
gar	ɡˈaɾ
musulmana	mus̺ˈulmanˌa
apaindurarik	apˈa͡ɪnduɾaɾˌik
jaiotzak	ɟa͡ɪˈot͡s̻ˌak
zurrumurru	s̻urˈumurˌu
publikazio	puβlˈikas̻iˌo
zehatzaren	s̻eˈat͡s̻aɾˌen
Chao	t͡ʃˈao
azterketa	as̻tˈeɾketˌa
aldarrikatuz	alðˈarikatˌus̻
onar	onˈaɾ
Katu	kˈatu
udalerriko	uðˈalerikˌo
amaigabea	amˈa͡ɪɣaβeˌa
Prusia	pɾus̺ˈiˌa
Jiménez	ximˈeneθ
hiltzera	ilt͡s̻ˈeɾˌa
sikuloen	s̺ikˈuloˌen
harrobian	arˈoβiˌan
delakoa	delˈakoˌa
Alicia	alˈiθiˌa
Hyôga	jjˈoɣa
hizkuntzatzat	is̻kˈunt͡s̻at͡s̻ˌat
ahulena	aˈulenˌa
osatuz	os̺ˈatˌus̻
irudikatua	iɾˈuðikatuˌa
umeek	umˈeˌek
aldeetara	alðˈeetaɾˌa
emaztearen	emˈas̻teaɾˌen
ohartarazteko	oˈaɾtaɾas̻tekˌo
asetzeko	as̺ˈet͡s̻ekˌo
Anakin	anˈakˌin
zatiek	s̻atˈiˌek
Etxera	et͡ʃˈeɾˌa
terraza	terˈas̻ˌa
konbinaketa	konbˈiɲaketˌa
adostasuna	aðˈos̺tas̺unˌa
urmael	uɾmˈaˌel
oro	ˈoɾo
gerlarien	ɡeɾlˈaɾiˌen
pisuari	pis̺ˈuaɾˌi
Gurasoek	ɡuɾˈas̺oˌek
aztarnarik	as̻tˈaɾnaɾˌik
desberdintzeko	des̺βˈeɾðint͡s̻ekˌo
Horus	oɾˈus̺
edukien	eðˈukiˌen
barna	bˈaɾna
honi	ˈoni
CHURCH	t͡ʃˈuɾt͡ʃ
nahigabe	naˈiɣaβˌe
animatzen	anˈimat͡s̻ˌen
Zeregin	s̻eɾˈeɣˌin
Egurrezko	eɣˈures̻kˌo
emeak	emˈeˌak
programetan	pɾoɣɾˈametˌan
gidatu	ɡiðˈatˌu
izendapena	is̻ˈendapenˌa
hartzeko	aɾt͡s̻ˈekˌo
arabiarren	aɾˈaβiarˌen
klasikoaren	klas̺ˈikoaɾˌen
Aralar	aɾˈalˌaɾ
litzake	lit͡s̻ˈakˌe
bakearen	bakˈeaɾˌen
handitasuna	andˈitas̺unˌa
proposatua	pɾopˈos̺atuˌa
Leslie	les̺lˈiˌe
Produkzio	pɾoðˈuks̻iˌo
ipintzeko	ipˈint͡s̻ekˌo
porrota	porˈotˌa
jasangarri	ɟas̺ˈanɡarˌi
Atzealdean	at͡s̻ˈealðeˌan
politikoki	polˈitikokˌi
desegokiak	des̺ˈeɣokiˌak
beharrizan	beˈaris̻ˌan
meatzariak	meˈat͡s̻aɾiˌak
gasaren	ɡas̺ˈaɾˌen
monarka	monˈaɾkˌa
faktoreek	faktˈoɾeˌek
errekuperatu	erˈekupeɾatˌu
onartuak	onˈaɾtuˌak
nukleoak	nuklˈeoˌak
Espainiarekin	es̺pˈa͡ɪɲiaɾekˌin
kromatikoa	kɾomˈatikoˌa
trafiko	tɾafˈikˌo
Langileek	lanɡˈiʎeˌek
ego	ˈeɣo
menperatzen	menpˈeɾat͡s̻ˌen
Arazoa	aɾˈas̻oˌa
Arkitekto	aɾkˈitektˌo
ekintzei	ekˈint͡s̻ˌe͡ɪ
Askotariko	as̺kˈotaɾikˌo
badugu	baðˈuɣˌu
Ikaslea	ikˈas̺leˌa
Elikagaiak	elˈikaɣa͡ɪˌak
pasiboaren	pas̺ˈiβoaɾˌen
kokagune	kokˈaɣunˌe
aux	ˈa͡ʊʃ
iradokizun	iɾˈaðokis̻ˌun
EHUn	eˈun
iraupena	iɾˈa͡ʊpenˌa
horixka	oɾˈiʃkˌa
CD	s̻ˌeðˈe
erreportajeak	erˈepoɾtajeˌak
grazia	ɡɾas̻ˈiˌa
Duarte	duˈaɾtˌe
ehun	eˈun
niretzat	niɾˈet͡s̻ˌat
atalek	atˈalˌek
salduena	s̺alðˈuenˌa
galerak	ɡalˈeɾˌak
burbuila	buɾβˈuiʎˌa
frontoiaren	fɾontˈo͡ɪaɾˌen
Hizkuntzen	is̻kˈunt͡s̻ˌen
berdindu	beɾðˈindˌu
larrien	larˈiˌen
aitari	a͡ɪtˈaɾˌi
sexua	s̺eks̺ˈuˌa
Bederatzi	beðˈeɾat͡s̻ˌi
guztiko	ɡus̻tˈikˌo
lauso	lˈa͡ʊs̺o
hizkuntzatik	is̻kˈunt͡s̻atˌik
jai	ɟˈa͡ɪ
ematerakoan	emˈateɾakoˌan
kaltetuta	kaltˈetutˌa
Marie	maɾˈiˌe
Georgiako	ɡeˈoɾɣiakˌo
European	e͡ʊɾˈopeˌan
ikusezin	ikˈus̺es̻ˌin
Sudan	s̺uðˈan
dukeak	dukˈeˌak
klasikoa	klas̺ˈikoˌa
Gerrako	ɡerˈakˌo
Den	dˈen
iluntasuna	iʎˈuntas̺unˌa
Letrak	letɾˈak
jatorrizkoak	ɟatˈoris̻koˌak
Museoko	mus̺ˈeokˌo
aztertua	as̻tˈeɾtuˌa
Single	s̺ˈinɡle
sindikatua	s̺indˈikatuˌa
bestea	bes̺tˈeˌa
elementua	elˈementuˌa
oinarriaren	o͡ɪɲˈariaɾˌen
kontinente	kontˈiɲentˌe
Wagnerren	uˈaɡnerˌen
erreakzioaren	erˈeaks̻ioaɾˌen
