服務	fʊk˨mou˨
葉酸	ji:p˨sy:n˥
零舍	lɪŋ˨˩sɛ:˧
冇膽	mou˩˧ta:m˧˥
中古車	tsʊŋ˥ku:˧˥tsʰɛ:˥
脫稿	tʰy:t˧kou˧˥
麵皮	mi:n˨pʰei˨˩
起翻身	hei˧˥fa:n˥sɐn˥
年頭	ni:n˨˩tʰɐu˨˩,li:n˨˩tʰɐu˨˩
強加於人	kʰœ:ŋ˨˩ka:˥jy:˥jɐn˨˩
檢胃鏡	ki:m˧˥wɐi˨kɛ:ŋ˧
鎗炮	tsʰœ:ŋ˥pʰa:u˧
獧	ky:n˨,ky:n˧
錞	tɵy˨,sɵn˨˩
銩	ti:u˥
奔流	pɐn˥pɔ:˥
綁個纈	pɔ:ŋ˧˥kɔ:˧li:t˧
特大	tɐk˨ta:i˨
撈世界	lou˥sɐi˧ka:i˧
金礦	kɐm˥kʰwɔ:ŋ˧
中肯	tsʊŋ˧hɐŋ˧˥
藕粉	ŋɐu˩˧fɐn˧˥,ɐu˩˧fɐn˧˥
戲班	hei˧pa:n˥
癗	lɵy˩˧
場面	tsʰœ:ŋ˨˩mi:n˨
䦗	kʰwɪk˥,kwɪk˥
钫	fɔ:ŋ˥
禪讓	si:n˨jœ:ŋ˨
配電	pʰu:i˧ti:n˨
安樂茶飯	ŋɔ:n˥lɔ:k˨tsʰa:˨˩fa:n˨,ɔ:n˥lɔ:k˨tsʰa:˨˩fa:n˨
結晶	ki:t˧tsɪŋ˥
提到	tʰɐi˨˩tou˧˥
搓麻雀	tsʰa:i˥ma:˨˩tsœ:k˧
如墜五里霧中	jy:˨˩tsɵy˨ŋ˩˧lei˩˧mou˨tsʊŋ˥
加長	ka:˥tsʰœ:ŋ˨˩
橫禍	wa:ŋ˨wɔ:˨
享有	hœ:ŋ˧˥jɐu˩˧
周圍唱	tsɐu˥wɐi˨˩tsʰœ:ŋ˧
正確	tsɪŋ˧kʰɔ:k˧
梟	hi:u˥
外國	ɔ:i˨kwɔ:k˧,ŋɔ:i˨kwɔ:k˧
升斗小民	sɪŋ˥tɐu˧˥si:u˧˥mɐn˨˩
重光	tsʰʊŋ˨˩kwɔ:ŋ˥
臨危不懼	lɐm˨˩ɐi˨˩pɐt˥kɵy˨,lɐm˨˩ŋɐi˨˩pɐt˥kɵy˨
四面受困	sei˧mi:n˨sɐu˨kʰwɐn˧
孱	tsʰa:n˧,sa:n˨˩
菪	tɔ:ŋ˨
河水	hɔ:˨˩sɵy˧˥
劖	tsʰa:m˩˧,tsʰa:m˨˩
暈車浪	wɐn˨˩tsʰɛ:˥lɔ:ŋ˨
打拱作揖	ta:˧˥kʊŋ˧˥tsɔ:k˧jɐp˥
生而自由	sɐŋ˥ji:˩˧tsi:˨jɐu˨˩
芝	tsi:˥
兵役	pɪŋ˥jɪk˨
耬	lɐu˨˩
盟	mɐŋ˨˩
家常便飯	ka:˥sœ:ŋ˨˩pi:n˨fa:n˨
歪曲	wa:i˥kʰʊk˥
花舖	fa:˥pʰou˧˥
朇	pʰɛ:˩˧
古墓	ku:˧˥mou˨
淫笑	jɐm˨˩si:u˧
椅墊	ji:˧˥ti:n˧
惡爺	ŋɔ:k˧jɛ:˥
天朝	tʰi:n˥tsʰi:u˨˩
追戀	tsɵy˥ly:n˧˥
雋	tsɵn˧,sy:n˩˧
茷	pʰu:i˧,fɐt˨
慱	tʰy:n˨˩
薯融	sy:˧˥jʊŋ˨˩
生肖	sɐŋ˥tsʰi:u˧
爬行	pʰa:˨˩hɐŋ˨˩
起勢噉	hei˧˥sɐi˧kɐm˧˥
塊	fa:i˧
半身	pu:n˧sɐn˥
擔架床	ta:m˥ka:˧tsʰɔ:ŋ˨˩
惡習	ɔ:k˧tsa:p˨,ŋɔ:k˧tsa:p˨
軍犬	kwɐn˥hy:n˧˥
妙語	mi:u˨jy:˩˧
鑪	lou˩˧,lou˨˩
戲單	hei˧ta:n˥
畀	pei˧˥,pei˧
土木工程系	tʰou˧˥mʊk˨kʊŋ˥tsʰɪŋ˨˩hɐi˨
鼓	ku:˧˥
鑀	ɔ:i˧
分配律	fɐn˥pʰu:i˧lɵt˨
又平又靚	jɐu˨pʰɛ:ŋ˨˩jɐu˨lɛ:ŋ˧
頂住	tɪŋ˧˥tsy:˨
從嚴	tsʰʊŋ˨˩ji:m˨˩
偅	tsʊŋ˧˥
镗	tʰɔ:ŋ˥
喚醒	wu:n˨sɛ:ŋ˧˥
提醒	tʰɐi˨˩sɛ:ŋ˧˥
優	jɐu˥
略過	lœ:k˨kwɔ:˧
憷	tsʰɔ:˧˥
㹬	si:˧˥
髮	fa:t˧
節省	tsi:t˧sa:ŋ˧˥
香紙	hœ:ŋ˥tsi:˧˥
真偽	tsɐn˥ŋɐi˨,tsɐn˥ɐi˨
綝	sɐm˥
型仔	jɪŋ˨˩tsɐi˧˥
蚊髀同牛髀	mɐn˥pei˧˥tʰʊŋ˨˩ŋɐu˨˩pei˧˥,mɐn˥pei˧˥tʰʊŋ˨˩ɐu˨˩pei˧˥
烙	lɔ:k˧
身水身汗	sɐn˥sɵy˧˥sɐn˥hɔ:n˨
出兵	tsʰɵt˥pɪŋ˥
原始碼	jy:n˨˩tsʰi:˧˥ma:˩˧
㕯	nɵt˨
瘦蜢蜢	sɐu˧ma:ŋ˧˥ma:ŋ˧˥
則樓	tsɪk˥lɐu˧˥
核子潛艇	hɐt˨tsi:˧˥tsʰi:m˨˩tʰɪŋ˩˧
河畔	hɔ:˨˩pu:n˨
含冤	hɐm˨˩jy:n˥
公物	kʊŋ˥mɐt˨
枝	tsi:˥,kʰei˨˩
裨將	pei˥tsœ:ŋ˧
刀削麪	tou˥sœ:k˧mi:n˨
一失足成千古恨	jɐt˥sɐt˥tsʊk˥sɪŋ˨˩tsʰi:n˥ku:˧˥hɐn˨
半身不遂	pu:n˧sɐn˥pɐt˥sɵy˨
燕雀	ji:n˧tsœ:k˧
貪污受賄	tʰa:m˥wu:˥sɐu˨kʰu:i˧˥
另眼相看	lɪŋ˨a:n˩˧sœ:ŋ˥hɔ:n˥,lɪŋ˨ŋa:n˩˧sœ:ŋ˥hɔ:n˥
瘋犬病	fʊŋ˥hy:n˧˥pɛ:ŋ˨
抽屜	tsʰɐu˥tʰɐi˧
耙地	pʰa:˨˩tei˨
蛇皮	sɛ:˨˩pʰei˨˩
銣	jy:˨,jy:˨˩
揸舦	tsa:˥tʰa:i˩˧
䔼	sɐp˧
巫	mou˨˩
嗒真	ta:p˥tsɐn˥
縣境	jy:n˨kɪŋ˧˥
冇乜滯	mou˩˧mɐt˥tsɐi˨
海生	hɔ:i˧˥sɐŋ˥
略	lœ:k˨
高壓	kou˥a:t˧,kou˥ŋa:t˧
㤽	tsʰɐu˨˩
好弊	hou˧˥pɐi˨
勹	pa:u˥
天意	tʰi:n˥ji:˧
眭	sɵy˥,kʰwɐi˨˩
牟利	mɐu˨˩lei˨
發票	fa:t˧pʰi:u˧
少數服從多數	si:u˧˥sou˧fʊk˨tsʰʊŋ˨˩tɔ:˥sou˧
芑	kei˧˥,hei˧˥
致死	tsi:˧sei˧˥
月餅	jy:t˨pɛ:ŋ˧˥
國步艱難	kwɔ:k˧pou˨ka:n˥na:n˨˩,kwɔ:k˧pou˨ka:n˥la:n˨˩
颱	tʰɔ:i˨˩
觸壓	tsʰʊk˥a:t˧
寶貝	pou˧˥pu:i˧
被	pei˨,pʰei˩˧,pʰei˥
捘	tsy:n˧
謝謝	tsɛ:˨tsɛ:˨
荔枝造	lɐi˨tsi:˥tsou˨
離題	lei˨˩tʰɐi˨˩
大庭廣衆	ta:i˨tʰɪŋ˨˩kwɔ:ŋ˧˥tsʊŋ˧
大雪	ta:i˨sy:t˧
灰狗	fu:i˥kɐu˧˥
借故	tsɪk˨ku:˧
減薪	ka:m˧˥sɐn˥
腥臭	sɪŋ˥tsʰɐu˧
爛尾	la:n˨mei˩˧
囚犯	tsʰɐu˨˩fa:n˧˥
閱覽	jy:t˨la:m˩˧
火山	fɔ:˧˥sa:n˥
幜	kɪŋ˧˥
叛離正軌	pu:n˨lei˨˩tsɪŋ˧kwɐi˧˥
喘	tsʰy:n˧˥
搞手	ka:u˧˥sɐu˧˥
唸𠶧	lɐm˧˥ti:m˨,nɐm˧˥ti:m˨
溼[氵＋囗＋又][氵＋囗＋又]	sɐp˥nɐp˨nɐp˨,sɐp˥lɐp˨lɐp˨
勞模	lou˨˩mou˨˩
生靈塗炭	sɐŋ˥lɪŋ˨˩tʰou˨˩tʰa:n˧
證券商	tsɪŋ˧hy:n˧sœ:ŋ˥
共有	kʊŋ˨jɐu˩˧
疑問號	ji:˨˩mɐn˨hou˨
攋尿	la:i˨ni:u˨,la:i˨li:u˨
皮下組織	pʰei˨˩ha:˨tsou˧˥tsɪk˥
克敵制勝	hɐk˥tɪk˨tsɐi˧sɪŋ˧
舒服	sy:˥fʊk˨
缺德	kʰy:t˧tɐk˥
抗議	kʰɔ:ŋ˧ji:˩˧
禁衞	kɐm˧wɐi˨
政變	tsɪŋ˧pi:n˧
趸	tɐn˧˥
規則	kʰwɐi˥tsɐk˥
㳫	tʰɐn˧˥,tɐp˨
窗簾	tsʰœ:ŋ˥li:m˨˩
撏	tsʰi:m˨˩,tsʰɐm˨˩
警探	kɪŋ˧˥tʰa:m˧
鑑定	ka:m˧tɪŋ˨
星	sɪŋ˥,sɛ:ŋ˥
讟	tʊk˨
梏	kʊk˥
真實	tsɐn˥sɐt˨
唸唔到	lɐm˧˥m̩˨˩tou˧˥,nɐm˧˥m̩˨˩tou˧˥
積極份子	tsɪk˥kɪk˨fɐn˨tsi:˧˥
鎅刀	ka:i˧tou˥
人際	jɐn˨˩tsɐi˧
竊竊私議	si:t˧si:t˧si:˥ji:˩˧
遲啲見	tsʰi:˨˩ti:˥ki:n˧
特種	tɐk˨tsʊŋ˧˥
副社長	fu:˧sɛ:˩˧tsœ:ŋ˧˥
呙	kwa:˧
無奈	mou˨˩nɔ:i˨,mou˨˩lɔ:i˨
換錢	wu:n˨tsʰi:n˧˥
䁓	kɐi˧,tsʊŋ˥,tsɔ:ŋ˥
劇增	kʰɛ:k˨tsɐŋ˥
䉮	mɔ:ŋ˨˩,lɵn˨,lɔ:ŋ˩˧
谷底	kʊk˥tɐi˧˥
教育廳	ka:u˧jʊk˨tʰɪŋ˥
碌士	lʊk˥si:˧˥
增值	tsɐŋ˥tsɪk˨
寶典	pou˧˥ti:n˧˥
琬	jy:n˧˥
核戰爭	hɐt˨tsi:n˧tsɐŋ˥
親家	tsʰɐn˧ka:˥
依啲	ji:˥ti:˥
退場	tʰɵy˧tsʰœ:ŋ˨˩
眼瞓	a:n˩˧fɐn˧,ŋa:n˩˧fɐn˧
妖精	ji:u˥tsɪŋ˥
紕繆	pʰei˥mɐu˨˩
彈無虛發	ta:n˨mou˨˩hɵy˥fa:t˧
有閑	jɐu˩˧ha:n˨˩
牛馬	ŋɐu˨˩ma:˩˧,ɐu˨˩ma:˩˧
憂愁	jɐu˥sɐu˨˩
畬	sɛ:˥,jy:˨˩
攞嚟賤	lɔ:˧˥lei˨˩tsi:n˨
雙軌鐵路	sœ:ŋ˥kwɐi˧˥tʰi:t˧lou˨
甩色	lɐt˥sɪk˥
徑	kɪŋ˧
個人	kɔ:˧jɐn˨˩
誣	mou˨˩
摅	sy:˥
楪	ji:p˨,ti:p˨
能	nɐŋ˨˩
修建	sɐu˥ki:n˧
準備定當	tsɵn˧˥pei˨tɪŋ˨tɔ:ŋ˧
飲彈自盡	jɐm˧˥ta:n˨tsi:˨tsɵn˨
野外求生	jɛ:˩˧ɔ:i˨kʰɐu˨˩sɐŋ˥,jɛ:˩˧ŋɔ:i˨kʰɐu˨˩sɐŋ˥
東南西北	tʊŋ˥la:m˨˩sɐi˥pɐk˥,tʊŋ˥na:m˨˩sɐi˥pɐk˥
屨	kɵy˧
年青	li:n˨˩tsʰɪŋ˥,ni:n˨˩tsʰɪŋ˥
本身	pu:n˧˥sɐn˥
迫冚晒	pɪk˥hɐm˨sa:i˧
環保	wa:n˨˩pou˧˥
得滯	tɐk˥tsɐi˨
救走	kɐu˧tsɐu˧˥
閘住把口	tsa:p˨tsy:˨pa:˧˥hɐu˧˥
羒	fɐn˥,fɐn˨˩
遲緩	tsʰi:˨˩wu:n˨
門可羅雀	mu:n˨˩hɔ:˧˥lɔ:˨˩tsœ:k˧
補給站	pou˧˥kʰɐp˥tsa:m˨
眷愛	ky:n˧ŋɔ:i˧,ky:n˧ɔ:i˧
古裝	ku:˧˥tsɔ:ŋ˥
柬帖	ka:n˧˥tʰi:p˧
棖眼	tsʰa:ŋ˨˩a:n˩˧,tsʰa:ŋ˨˩ŋa:n˩˧
約會	jœ:k˧wu:i˧˥
暈浪	wɐn˨˩lɔ:ŋ˨
應邀參加	jɪŋ˧ji:u˥tsʰa:m˥ka:˥
櫃桶	kwɐi˨tʰʊŋ˧˥
收費站	sɐu˥fɐi˧tsa:m˨
五行欠水	ŋ˩˧hɐŋ˨˩hi:m˧sɵy˧˥
㲂	tsʰɐŋ˧˥,tsʰɐŋ˨˩
唔夠佢爭	m̩˨˩kɐu˧kʰɵy˩˧tsa:ŋ˥
對方	tɵy˧fɔ:ŋ˥
汝	jy:˩˧
冷卻	la:ŋ˩˧kʰœ:k˧
焐	ŋ˨
海岸線	hɔ:i˧˥ŋɔ:n˨si:n˧
尋人啟事	tsʰɐm˨˩jɐn˨˩kʰɐi˧˥si:˨
分赴	fɐn˥fu:˨
生育率	sɐŋ˥jʊk˨lɵt˨
呼之欲出	fu:˥tsi:˥jʊk˨tsʰɵt˥
懶惰	la:n˩˧tɔ:˨
硒	sɐi˥
細個仔嗰陣	sɐi˧kɔ:˧tsɐi˧˥kɔ:˧˥tsɐn˨
詐死	tsa:˧sei˧˥
喇嘛教	la:˥ma:˧ka:u˧
印刷業	jɐn˧tsʰa:t˧ji:p˨
蒲瓜	pʰou˨˩kwa:˥
多年生植物	tɔ:˥ni:n˨˩sɐŋ˥tsɪk˨mɐt˨,tɔ:˥li:n˨˩sɐŋ˥tsɪk˨mɐt˨
榔頭	lɔ:ŋ˨˩tʰɐu˨˩
縣議會	jy:n˨ji:˩˧wu:i˨
脰	tɐu˨
絭	ky:n˧
教堂	ka:u˧tʰɔ:ŋ˨˩
專門化	tsy:n˥mu:n˨˩fa:˧
現	ji:n˨
停刊	tʰɪŋ˨˩hɔ:n˧˥
賕	kʰɐu˨˩
代溝	tɔ:i˨kʰɐu˥
䳹	kʰa:u˩˧,kʰa:u˧
落戶	lɔ:k˨wu:˨
勘驗	hɐm˧ji:m˨
出版社	tsʰɵt˥pa:n˧˥sɛ:˩˧
撻脷	tʰa:t˧lei˨
泳衣	wɪŋ˨ji:˥
約翰	jœ:k˧hɔ:n˨
黑麪飽	hɐk˥mi:n˨pa:u˥
擔大旗	ta:m˥ta:i˨kʰei˨˩
山水畫	sa:n˥sɵy˧˥wa:˧˥
打量	ta:˧˥lœ:ŋ˨˩
甚為不解	sɐm˨wɐi˨˩pɐt˥ka:i˧˥
𧚔	tʰʊŋ˧˥
室內	sɐt˥nɔ:i˨,sɐt˥lɔ:i˨
野蘭	jɛ:˩˧la:n˨˩
[目＋及]	kɐp˨
無視	mou˨˩si:˨
木偶戲	mʊk˨ŋɐu˩˧hei˧,mʊk˨ɐu˩˧hei˧
砗	tsʰɛ:˥
蘲	lɵy˨˩
蕃族	fa:n˥tsʊk˨
查數	tsʰa:˨˩sou˧
所長	sɔ:˧˥tsœ:ŋ˧˥
歷	lɪk˨
光明磊落	kwɔ:ŋ˥mɪŋ˨˩lɵy˩˧lɔ:k˨
铄金	sœ:k˧kɐm˥
虛偽	hɵy˥ɐi˨,hɵy˥ŋɐi˨
食晏	sɪk˨a:n˧,sɪk˨ŋa:n˧
坼	tsʰa:k˧
博士學位	pɔ:k˧si:˨hɔ:k˨wɐi˨
準確	tsɵn˧˥kʰɔ:k˧
紅蘿蔔	hʊŋ˨˩lɔ:˨˩pa:k˨
騰騰震	tʰɐn˨˩tʰɐn˨˩tsɐn˧
知醜	tsi:˥tsʰɐu˧˥
絛	tʰou˧,tʰou˥
工人運動	kʊŋ˥jɐn˨˩wɐn˨tʊŋ˨
耷唔切	tɐp˥m̩˨˩tsʰi:t˧
嬰孩	jɪŋ˥ha:i˨˩
堂倌	tʰɔ:ŋ˨˩ku:n˥
怪哉	kwa:i˧tsɔ:i˥
皮革	pʰei˨˩ka:k˧
曳	jɐi˩˧,jɐi˨
女生	lɵy˩˧sɐŋ˥,nɵy˩˧sɐŋ˥
龍鳳胎	lʊŋ˨˩fʊŋ˨tʰɔ:i˥
放葫蘆	fɔ:ŋ˧wu:˨˩lou˧˥
㥨	tsʰɵy˨˩
眷	ky:n˧
打茄輪	ta:˧˥kʰɛ:˧˥lɵn˧˥
資	tsi:˥
涿	tœ:k˧
額頭	a:k˨tʰɐu˨˩,ŋa:k˨tʰɐu˨˩
幻影	wa:n˨jɪŋ˧˥
㪊	kʰwɐn˨˩
孭重飛	mɛ:˥tsʰʊŋ˩˧fei˥
懼色	kɵy˨sɪk˥
捐助人	ky:n˥tsɔ:˨jɐn˨˩
天賦	tʰi:n˥fu:˧
貪財害命	tʰa:m˥tsʰɔ:i˨˩hɔ:i˨mɪŋ˨
肥土	fei˨˩tʰou˧˥
㛵	tsʰɪŋ˥
餅乾店	pɛ:ŋ˧˥kɔ:n˥ti:m˧
金屬	kɐm˥sʊk˨
識唸	sɪk˥lɐm˧˥,sɪk˥nɐm˧˥
另有企圖	lɪŋ˨jɐu˩˧kʰei˩˧tʰou˨˩
馬騮精	ma:˩˧lɐu˥tsɪŋ˥
火刑	fɔ:˧˥jɪŋ˨˩
暵	hɔ:n˧
爭崩頭	tsa:ŋ˥pɐŋ˥tʰɐu˨˩
駛乜咁客氣	sɐi˧˥mɐt˥kɐm˧ha:k˧hei˧
左	tsɔ:˧˥
低聲	tɐi˥sɪŋ˥
進修	tsɵn˧sɐu˥
㗄	mɐn˨,mɪŋ˨˩,mɐn˨˩
綰起頭髮	wa:n˧˥hei˧˥tʰɐu˨˩fa:t˧
畀水沉死	pei˧˥sɵy˧˥tsɐm˨sei˧˥
僅供參考	kɐn˧˥kʊŋ˥tsʰa:m˥ha:u˧˥
鷟	tsɔ:k˨,tsɔ:k˧
篙	kou˥
搶購	tsʰœ:ŋ˧˥kʰɐu˧
淙	tsʊŋ˥,tsʰʊŋ˨˩
欺侮	hei˥mou˩˧
衰到唔使恨	sɵy˥tou˧m̩˨˩sɐi˧˥hɐn˨
姪心抱	tsɐt˨sɐm˥pʰou˩˧
免稅商店	mi:n˩˧sɵy˧sœ:ŋ˥ti:m˧
皮套	pʰei˨˩tʰou˧
面無血色	mi:n˨mou˨˩hy:t˧sɪk˥
縫好	fʊŋ˨˩hou˧˥
䏎	hɔ:n˨,fʊŋ˨˩
一心一意	jɐt˥sɐm˥jɐt˥ji:˧
實會	sɐt˨wu:i˩˧
火太猛	fɔ:˧˥tʰa:i˧ma:ŋ˩˧
海防	hɔ:i˧˥fɔ:ŋ˨˩
責罵	tsa:k˧ma:˨
緊張	kɐn˧˥tsœ:ŋ˥
甜言蜜語	tʰi:m˨˩ji:n˨˩mɐt˨jy:˩˧
失打	sɐt˥ta:˧˥
雞頸	kɐi˥kɛ:ŋ˧˥
碩大	sɛ:k˨ta:i˨
即食麪	tsɪk˥sɪk˨mi:n˨
什錦菜	tsa:p˨kɐm˧˥tsʰɔ:i˧
獬豸	ha:i˩˧tsi:˨
湧現	jʊŋ˧˥ji:n˨
律師	lɵt˨si:˥
難為情	la:n˨˩wɐi˨˩tsʰɪŋ˨˩,na:n˨˩wɐi˨˩tsʰɪŋ˨˩
一綫之隔	jɐt˥si:n˧tsi:˥ka:k˧
杬豉	la:m˧˥si:˨
踳	tsʰy:n˧˥,tsʰɵn˧˥
輟	tsy:t˨,tsy:t˧
救生	kɐu˧sɐŋ˥
瑵	tsa:u˧˥
鼐	na:i˩˧
湑	sɵy˧˥,sɵy˥
白蘭地	pa:k˨la:n˨˩tei˨
噉又點	kɐm˧˥jɐu˨ti:m˧˥
三文治	sa:m˥mɐn˨˩tsi:˨
退出去	tʰɵy˧tsʰɵt˥hɵy˧
向	hœ:ŋ˧
中國社會	tsʊŋ˥kwɔ:k˧sɛ:˩˧wu:i˨
邪教	tsʰɛ:˨˩ka:u˧
檗	pa:k˧,pʰa:k˧
唼	tsa:p˧,tsʰi:p˧,sa:p˧
镧	la:n˨˩
嘍	lɐu˨˩,lɐu˥,lɐu˧
新嘢	sɐn˥jɛ:˩˧
懸浮	jy:n˨˩fɐu˨˩
蕎麵飴餎	kʰi:u˨˩mi:n˨ji:˨˩lɔ:k˧
尋人啓事	tsʰɐm˨˩jɐn˨˩kʰɐi˧˥si:˨
唔識聽	m̩˨˩sɪk˥tʰɛ:ŋ˥
㹟	kʰy:t˧,kʰu:i˧˥
血尿	hy:t˧ni:u˨,hy:t˧li:u˨
撍出嚟	tsʰi:m˨˩tsʰɵt˥lei˨˩
顯明	hi:n˧˥mɪŋ˨˩
情詩	tsʰɪŋ˨˩si:˥
棉胎	mi:n˨˩tʰɔ:i˥
冇數為	mou˩˧sou˧wɐi˨˩
琵	pʰei˨˩
車僕	kɵy˥pʰʊk˨
相依為命	sœ:ŋ˥ji:˥wɐi˨˩mɪŋ˨
手緊	sɐu˧˥kɐn˧˥
喉	hɐu˨˩
噥	nʊŋ˨˩
禮盒	lɐi˩˧hɐp˨
剷泥車	tsʰa:n˧˥nɐi˨˩tsʰɛ:˥,tsʰa:n˧˥lɐi˨˩tsʰɛ:˥
電磁輻射	ti:n˨tsʰi:˨˩fʊk˥sɛ:˨
稺	tsi:˨
峛	lei˩˧
盤踞	pʰu:n˨˩kɵy˧
起錨	hei˧˥la:u˨˩,hei˧˥na:u˨˩
筇	kʰʊŋ˨˩
多重選擇	tɔ:˥tsʰʊŋ˨˩sy:n˧˥tsa:k˨
吠叫	fɐi˨ki:u˧
頻	pʰɐn˨˩
炊	tsʰɵy˥
胴體	tʊŋ˨tʰɐi˧˥
啁	tsɐu˥
冷淡	la:ŋ˩˧tʰa:m˩˧
單車泵	ta:n˥tsʰɛ:˥pɐm˥
惈	kwɔ:˧˥
焰	ji:m˨˩,ji:m˨
殉職	sɵn˥tsɪk˥
行政長官	hɐŋ˨˩tsɪŋ˧tsœ:ŋ˧˥ku:n˥
餐費	tsʰa:n˥fɐi˧
罐頭	ku:n˧tʰɐu˧˥
放射綫	fɔ:ŋ˧sɛ:˨si:n˧
出獄	tsʰɵt˥jʊk˨
古諺	ku:˧˥ji:n˨
因緣際會	jɐn˥jy:n˨˩tsɐi˧wu:i˨
眼肚	a:n˩˧tʰou˩˧,ŋa:n˩˧tʰou˩˧
歌手	kɔ:˥sɐu˧˥
匰	ta:n˥
體能	tʰɐi˧˥nɐŋ˨˩,tʰɐi˧˥lɐŋ˨˩
浣	wu:n˧˥,wu:n˩˧
地球科學	tei˨kʰɐu˨˩fɔ:˥hɔ:k˨
筲	sa:u˥
鼥	pɐt˨
疓	na:i˧,na:i˨˩
馬尿	ma:˩˧ni:u˨,ma:˩˧li:u˨
碳紙	tʰa:n˧tsi:˧˥
戈	kwɔ:˥
生育	sɐŋ˥jʊk˨
骨瘦如材	kwɐt˥sɐu˧jy:˨˩tsʰɔ:i˨˩
镒	jɐt˨
遊學生	jɐu˨˩hɔ:k˨sa:ŋ˥
龍舌蘭	lʊŋ˨˩si:t˨la:n˨˩
精乖	tsɛ:ŋ˥kwa:i˥
䂿骨場	tɐp˨kwɐt˥tsʰœ:ŋ˨˩
倒瀉籮蟹	tou˧˥sɛ:˧˥lɔ:˨˩ha:i˩˧
髀	pei˧˥
侍衞	si:˨wɐi˨
宜	ji:˨˩
遠略	jy:n˩˧lœ:k˨
收盤價格	sɐu˥pʰu:n˨˩ka:˧ka:k˧
遊山玩水	jɐu˨˩sa:n˥wu:n˨sɵy˧˥
深度	sɐm˥tou˨
忙裏偷閒	mɔ:ŋ˨˩lɵy˩˧tʰɐu˥ha:n˨˩
右鉤拳	jɐu˨kɐu˥kʰy:n˨˩
棖鷄	tsʰa:ŋ˨˩kɐi˥
獨生子	tʊk˨sɐŋ˥tsi:˧˥
閣樓	kɔ:k˧lɐu˨˩
瓈	lei˨˩
甪	lʊk˨
一團糟	jɐt˥tʰy:n˨˩tsou˥
玩具鎗	wu:n˨kɵy˨tsʰœ:ŋ˥
面積	mi:n˨tsɪk˥
呃稱	ŋa:k˥tsʰɪŋ˥,a:k˥tsʰɪŋ˥
創造力	tsʰɔ:ŋ˧tsou˨lɪk˨
人不犯我，我不犯人	jɐn˨˩pɐt˥fa:n˨ɔ:˩˧ɔ:˩˧pɐt˥fa:n˨jɐn˨˩,jɐn˨˩pɐt˥fa:n˨ŋɔ:˩˧ŋɔ:˩˧pɐt˥fa:n˨jɐn˨˩
一早	jɐt˥tsou˧˥
乳房	jy:˩˧fɔ:ŋ˨˩
䣊	tɔ:ŋ˧˥
大法	ta:i˨fa:t˧
瘧	jœ:k˨
約束	jœ:k˧tsʰʊk˥
消費	si:u˥fɐi˧
妄自尊大	mɔ:ŋ˩˧tsi:˨tsy:n˥ta:i˨
重犯	tsʰʊŋ˩˧fa:n˧˥
標出去	pi:u˥tsʰɵt˥hɵy˧
妻妾	tsʰɐi˥tsʰi:p˧
開低	hɔ:i˥tɐi˥
前身	tsʰi:n˨˩sɐn˥
趾	tsi:˧˥
應機立斷	jɪŋ˧kei˥la:p˨ty:n˨
分開	fɐn˥hɔ:i˥
中風	tsʊŋ˧fʊŋ˥
扤高	ŋɐn˧kou˥,ɐn˧kou˥
老婆	lou˩˧pʰɔ:˨˩
面目全非	mi:n˨mʊk˨tsʰy:n˨˩fei˥
襆	pʊk˨
吝嗇	lɵn˨sɪk˥
虍	fu:˥,fu:˧˥
秀才	sɐu˧tsʰɔ:i˨˩
驚嘆不已	kɪŋ˥tʰa:n˧pɐt˥ji:˩˧
高達	kou˥ta:t˨
夾手夾腳	ka:p˧sɐu˧˥ka:p˧kœ:k˧
探親	tʰa:m˧tsʰɐn˥
各行各業	kɔ:k˧hɔ:ŋ˨˩kɔ:k˧ji:p˨
專員	tsy:n˥jy:n˨˩
麪豉	mi:n˨si:˧˥
揶	jɛ:˨˩
消化不良	si:u˥fa:˧pɐt˥lœ:ŋ˨˩
傻人	sɔ:˨˩jɐn˨˩
電影圈	ti:n˨jɪŋ˧˥hy:n˥
屎忽	si:˧˥fɐt˥
瞓著咗	fɐn˧tsœ:k˧tsɔ:˧˥
企出嚟	kʰei˩˧tsʰɵt˥lei˨˩
派對	pʰa:t˥tʰi:˨˩
騎兵隊	kʰɛ:˨˩pɪŋ˥tɵy˨
覌	ku:n˥
官僚習氣	ku:n˥li:u˨˩tsa:p˨hei˧
漣	li:n˨˩
不定根	pɐt˥tɪŋ˨kɐn˥
擔綱	ta:m˥kɔ:ŋ˥
武士道	mou˩˧si:˨tou˨
釀成	jœ:ŋ˨sɪŋ˨˩
妮	nei˨˩
大姨媽	ta:i˨ji:˨˩ma:˥
執人口水溦	tsɐp˥jɐn˨˩hɐu˧˥sɵy˧˥mei˥
臿	tsʰa:p˧
火紅色	fɔ:˧˥hʊŋ˨˩sɪk˥
㶈	tsɪŋ˨,tsɪŋ˨˩
薄荷糖	pɔ:k˨hɔ:˨˩tʰɔ:ŋ˨˩
翻嚟	fa:n˥lei˨˩
鳥嘌呤	li:u˩˧pʰi:u˥lɪŋ˨˩,ni:u˩˧pʰi:u˥lɪŋ˨˩
墮入	tɔ:˨jɐp˨
放虎歸山	fɔ:ŋ˧fu:˧˥kwɐi˥sa:n˥
行蹤	hɐŋ˨˩tsʊŋ˥
電梯	ti:n˨tʰɐi˥
