теорією	teɔrʲijejʊ
експедиціє	ekspedɪt͡sʲije
м'язі	mjɑzʲi
північноамериканський	pʲiu̯nʲit͡ʃnɔɐmerekɑnʲsʲkei̯
арештувати	ɐreʃtʊʋɑte
періодизацій	perʲiɔdezɑt͡sʲii̯
схвальний	sxʋɑlʲnei̯
почесть	pɔt͡ʃesʲtʲ
позбутися	pozbutesʲɐ
слов'янах	sɫɔʋjɑnɐx
китоголов	ketɔɦɔɫɔu̯
правопис	prɐwɔpes
авіадесант	ɐʋʲiɐdesɑnt
щокою	ʃt͡ʃɔkɔjʊ
глядач	ɦlʲɐdɑt͡ʃ
морозиво	mɔrɔzewɔ
тяти	tʲɑte
коханий	kɔxɐnei̯
словниковий	sɫɔu̯nekɔʋei̯
подібний	podʲibnei̯
джгутик	d͡ʒɦutek
ваді	ʋɑdʲi
інохідь	inɔxʲidʲ
лотерея	ɫɔterɛjɐ
бежевий	bɛʒeʋei̯
дамба	dɑmbɐ
одежа	ɔdɛʒɐ
фінляндія	fʲinʲlʲɑnʲdʲijɐ
спішити	sʲpʲiʃete
табличка	tɐbɫɪt͡ʃkɐ
вітка	ʋʲitkɐ
ложка	ɫɔʒkɐ
вим'я	ʋɪmjɐ
пояснення	pɔjɑsnenʲːɐ
аспект	ɐspɛkt
кликати	kɫɪkɐte
дієта	dʲijɛtɐ
тополь	tɔpɔlʲ
намокати	nɐmɔkɑte
автентичність	ɐu̯tentɪt͡ʃnʲisʲtʲ
менший	mɛnʃei̯
марнувати	mɐrnʊʋɑte
еякулювати	ejɐkʊlʲʊʋɑte
ні	nʲi
педагогіка	pedɐɦɔɦʲikɐ
промінь	prɔmʲinʲ
послідовний	pɔsʲlʲidɔu̯nei̯
домініканський	dɔmʲinʲikɑnʲsʲkei̯
криж	krɪʒ
яловичино	jɑɫɔʋet͡ʃenɔ
ґерлиґа	ɡerɫɪɡɐ
сплатити	spɫɐtɪte
духовенство	dʊxɔʋɛnstwɔ
дрова	drɔʋɐ
хмельницький	xmelʲnɪt͡sʲkei̯
ресторан	restɔrɑn
чернівці	t͡ʃernʲiu̯t͡sʲi
домашній	dɔmɑʃnʲii̯
трансплантація	trɐnspɫɐntɑt͡sʲijɐ
тлумачити	tɫʊmɑt͡ʃete
процес	prɔt͡sɛs
архієпископ	ɐrxʲijepɪskɔp
влаштовувати	wɫɐʃtɔwʊʋɐte
могила	mɔɦɪɫɐ
дефініції	defʲinʲit͡sʲiji
корейський	kɔrɛi̯sʲkei̯
перекладачок	perekɫɐdɑt͡ʃɔk
характеризувати	xɐrɐkterezʊʋɑte
офіра	ofʲirɐ
докторат	dɔktɔrɑt
краків	krɑkʲiu̯
фальш	fɑlʲʃ
допустимий	dɔpʊstɪmei̯
трансформацією	trɐnsfɔrmɑt͡sʲijejʊ
сніжинка	sʲnʲiʒɪnkɐ
болниця	bɔɫnɪt͡sʲɐ
території	teretɔrʲiji
гладилка	ɦɫɐdɪɫkɐ
викрутка	ʋɪkrʊtkɐ
фотографією	fɔtɔɦrɑfʲijejʊ
неправду	neprɑu̯dʊ
швидкостям	ʃʋɪdkɔsʲtʲɐm
гілка	ɦʲiɫkɐ
весняний	ʋesʲnʲɑnei̯
емілія	emʲilʲijɐ
модернізувати	mɔdernʲizʊʋɑte
зобов'язання	zɔbɔʋjɑzɐnʲːɐ
беріг	bɛrʲiɦ
русин	rʊsɪn
феєю	fɛjejʊ
смішний	sʲmʲiʃnɪi̯
голий	ɦɔɫei̯
автобатальйон	ɐu̯tɔbɐtɐlʲjɔn
авдитор	ɐu̯dɪtɔr
венеціанка	ʋenet͡sʲiɑnkɐ
мережа	merɛʒɐ
виявитися	ʋɪjɐʋetesʲɐ
природничих	prerɔdnɪt͡ʃex
засновниць	zɐsnɔu̯net͡sʲ
океан	ɔkeɑn
авіапереліт	ɐʋʲiɐperelʲit
книгарні	kneɦɑrnʲi
єременко	jerɛmenkɔ
вітальню	ʋʲitɑlʲnʲʊ
іслам	isɫɑm
блокаду	bɫɔkɑdʊ
успішний	ʊsʲpʲiʃnei̯
відгородити	ʋʲidɦɔrɔdɪte
галка	ɦɑɫkɐ
яке	jɐkɛ
продуктивний	prɔdʊktɪu̯nei̯
кора	kɔrɑ
жіночий	ʒʲinɔt͡ʃei̯
жалоба	ʒɑɫɔbɐ
вихвалити	ʋɪxʋɐɫete
переклад	perɛkɫɐd
короп	kɔrɔp
поспішати	pɔsʲpʲiʃɑte
купатися	kʊpɑtesʲɐ
надіятися	nɐdʲijɐtesʲɐ
цінність	t͡sʲinʲːisʲtʲ
байдужість	bɐi̯duʒʲisʲtʲ
гінекологічний	ɦʲinekɔɫoɦʲit͡ʃnei̯
асинхронний	ɐsenxrɔnːei̯
мойого	mɔjɔɦɔ
нетиповий	netepɔʋei̯
світогляд	sʲʋʲitɔɦlʲɐd
відстрочувати	ʋʲid͡zstrɔt͡ʃʊʋɐte
шахта	ʃɑxtɐ
ксьондз	ksʲɔnd͡z
глузд	ɦɫuzd
одужати	oduʒɐte
сільськогосподарський	sʲilʲsʲkɔɦɔspɔdɑrsʲkei̯
янтарний	jɐntɑrnei̯
абсида	ɐbsɪdɐ
мислитель	mesɫɪtelʲ
завершити	zɐʋerʃɪte
авіамаяк	ɐʋʲiɐmɐjɑk
ностальгія	nɔstɐlʲɦʲijɐ
патруль	pɐtrulʲ
ракло	rɐkɫɔ
перемістити	peremʲistɪte
психіка	psɪxʲikɐ
рим	rɪm
авіатехнік	ɐʋʲiɐtɛxnʲik
погляду	pɔɦlʲɐdʊ
печивами	pɛt͡ʃeʋɐme
вечора	ʋɛt͡ʃɔrɐ
антикорупційний	ɐntekɔrʊpt͡sʲii̯nei̯
будувати	bʊdʊʋɑte
телеканал	teɫekɐnɑɫ
відповідальний	ʋʲidpɔʋʲidɑlʲnei̯
надією	nɐdʲijejʊ
неньо	nɛnʲɔ
вигода	ʋɪɦɔdɐ
монолог	mɔnɔɫɔɦ
ноші	nɔʃʲi
шоколадка	ʃɔkɔɫɑdkɐ
програмістка	prɔɦrɐmʲistkɐ
деклараціє	dekɫɐrɑt͡sʲije
лікар	lʲikɐr
щиколоткам	ʃt͡ʃɪkɔɫɔtkɐm
подібність	podʲibnʲisʲtʲ
грець	ɦrɛt͡sʲ
босоногий	bɔsɔnɔɦei̯
фармакологія	fɐrmɐkɔɫɔɦʲijɐ
під	pʲid
найняти	nɐi̯nʲɑte
джміль	d͡ʒmʲilʲ
добраніч	dɔbrɑnʲit͡ʃ
класти	kɫɑste
керівництво	kerʲiu̯nɪt͡stwɔ
носити	nɔsɪte
річ	rʲit͡ʃ
туалет	tʊɐɫɛt
злий	zɫɪi̯
дерев'яний	dereʋjɑnei̯
тут	tut
закон	zɐkɔn
карт	kɑrt
хустка	xustkɐ
повіка	pɔʋʲikɐ
рельєф	relʲjɛf
брама	brɑmɐ
самогубство	sɐmoɦubstwɔ
позначити	pɔznɑt͡ʃete
довідник	dɔʋʲidnɪk
поїзд	pɔjizd
річка	rʲit͡ʃkɐ
абревіація	ɐbreʋʲiɑt͡sʲijɐ
змагатися	zmɐɦɑtesʲɐ
овід	ɔʋʲid
спалах	spɑɫɐx
потягати	pɔtʲɐɦɑte
шкірі	ʃkʲirʲi
житло	ʒetɫɔ
желе	ʒeɫɛ
глибина	ɦɫebenɑ
презирливий	prezɪrɫeʋei̯
приміряти	premʲirʲɐte
поїхати	pɔjixɐte
самодисципліна	sɐmɔdest͡seplʲinɐ
набагато	nɐbɐɦɑtɔ
розлючений	rozʲlʲut͡ʃenei̯
автовага	ɐu̯tɔʋɐɦɑ
авторизувати	ɐu̯tɔrezʊʋɑte
плахта	pɫɑxtɐ
шістдесятий	ʃʲizdesʲɑtei̯
сміливий	sʲmʲiɫɪʋei̯
ентомолог	entɔmɔɫɔɦ
молитва	mɔɫɪtʋɐ
париж	pɐrɪʒ
боягузливий	bɔjɐɦuzɫeʋei̯
співчутливий	sʲpʲiu̯t͡ʃʊtɫɪʋei̯
компетентність	kɔmpetɛntʲnʲisʲtʲ
тисячоліттю	tesʲɐt͡ʃolʲitʲːʊ
олігархія	ɔlʲiɦɑrxʲijɐ
клятий	klʲɑtei̯
цегла	t͡sɛɦɫɐ
університетський	ʊnʲiʋersetɛt͡sʲkei̯
колядування	kɔlʲɐdʊʋɑnʲːɐ
гнити	ɦnɪte
гамуз	ɦɑmʊz
українському	ʊkrɐjinʲsʲkɔmʊ
прадід	prɑdʲid
кораблебудівник	kɔrɐbɫebʊdʲiu̯nɪk
містичний	mʲistɪt͡ʃnei̯
повернути	pɔʋernute
глибинний	ɦɫebɪnːei̯
пінистий	pʲinɪstei̯
зайняти	zɐi̯nʲɑte
сарна	sɑrnɐ
хронологія	xrɔnɔɫɔɦʲijɐ
запам'ятовувати	zɐpɐmjɐtɔwʊʋɐte
домен	dɔmɛn
порошковий	pɔrɔʃkɔʋei̯
город	ɦɔrɔd
дівчина	dʲiu̯t͡ʃenɐ
задній	zɑdʲnʲii̯
трутень	trutenʲ
варіація	ʋɐrʲiɑt͡sʲijɐ
коштовний	kɔʃtɔu̯nei̯
ячмінь	jɐt͡ʃmʲinʲ
горизонтів	ɦɔrezɔnʲtʲiu̯
різдво	rʲizdwɔ
пасажирський	pɐsɐʒɪrsʲkei̯
безграмотний	bezɦrɑmɔtnei̯
підмет	pʲidmet
тренування	trenʊʋɑnʲːɐ
школярка	ʃkɔlʲɑrkɐ
далеко	dɐɫɛkɔ
складовий	skɫɐdɔʋɪi̯
арешт	ɐrɛʃt
поточний	pɔtɔt͡ʃnei̯
польща	pɔlʲʃt͡ʃɐ
випрати	ʋɪprɐte
арахнології	ɐrɐxnɔɫɔɦʲiji
коліс	kolʲis
висіти	ʋɪsʲite
авантюрин	ɐʋɐnʲtʲʊrɪn
партнерство	pɐrtnɛrstwɔ
доброзичливиця	dɔbrɔzɪt͡ʃɫeʋet͡sʲɐ
задовільний	zɐdɔʋʲilʲnei̯
абичого	ɐbɪt͡ʃɔɦɔ
соловій	sɔɫɔʋʲii̯
вводити	ʋːɔdete
потилицям	pɔtɪɫet͡sʲɐm
лебідь	ɫɛbʲidʲ
мінімізація	mʲinʲimʲizɑt͡sʲijɐ
дослівно	dosʲlʲiu̯nɔ
гвінея	ɦʋʲinɛjɐ
ірландський	irɫɑnd͡zʲsʲkei̯
популярний	pɔpʊlʲɑrnei̯
доступність	dostupnʲisʲtʲ
саботаж	sɐbɔtɑʒ
необмежений	neɔbmɛʒenei̯
диверсифікація	deʋersefʲikɑt͡sʲijɐ
двадцять	dʋɑd͡zʲt͡sʲɐtʲ
срібло	sʲrʲibɫɔ
канадієць	kɐnɐdʲijet͡sʲ
пальчик	pɑlʲt͡ʃek
перезаписати	perezɐpesɑte
спадщини	spɑdʃt͡ʃene
описати	ɔpesɑte
галамагати	ɦɐɫɐmɑɦɐte
переносний	perenɔsnɪi̯
пити	pɪte
людці	lʲʊd͡zʲt͡sʲi
масаж	mɐsɑʒ
каплицям	kɐpɫɪt͡sʲɐm
адміністрація	ɐdʲmʲinʲistrɑt͡sʲijɐ
виріб	ʋɪrʲib
хмарний	xmɑrnei̯
сірка	sʲirkɐ
враховувати	wrɐxɔwʊʋɐte
розподібнення	rɔzpodʲibnenʲːɐ
дилема	deɫɛmɐ
авіапошта	ɐʋʲiɐpɔʃtɐ
холодний	xɔɫɔdnei̯
критеріїв	kretɛrʲijiu̯
бабченко	bɑbt͡ʃenkɔ
пошук	pɔʃʊk
гордий	ɦɔrdei̯
м'язові	mjɑzɔʋʲi
кнайпа	knɑi̯pɐ
свобода	swɔbɔdɐ
потилиць	pɔtɪɫet͡sʲ
механіст	mexɐnʲist
вість	ʋʲisʲtʲ
підлога	pʲidɫɔɦɐ
суднобудування	sʊdnɔbʊdʊʋɑnʲːɐ
префікс	prɛfʲiks
бутерброд	bʊterbrɔd
поганий	pɔɦɑnei̯
гривня	ɦrɪu̯nʲɐ
перевозити	perewɔzete
дружелюбний	drʊʒelʲubnei̯
зустрічатися	zʊstʲrʲit͡ʃɑtesʲɐ
гігієна	ɦʲiɦʲijɛnɐ
потік	potʲik
імітація	imʲitɑt͡sʲijɐ
кишеня	keʃɛnʲɐ
панас	pɐnɑs
панікерство	pɐnʲikɛrstwɔ
мечам	met͡ʃɑm
реальний	reɑlʲnei̯
праслов'янський	prɐsɫɔʋjɑnʲsʲkei̯
брамою	brɑmɔjʊ
неістота	neistɔtɐ
віза	ʋʲizɐ
забити	zɐbɪte
діти	dʲite
спеціаліст	spet͡sʲiɐlʲist
заяви	zɐjɑʋe
соняшниковий	sɔnʲɐʃnekɔʋei̯
археологія	ɐrxeɔɫɔɦʲijɐ
господинь	ɦɔspɔdɪnʲ
маргіналізація	mɐrɦʲinɐlʲizɑt͡sʲijɐ
чиновник	t͡ʃenɔu̯nek
філіжанка	fʲilʲiʒɑnkɐ
успіх	usʲpʲix
пілот	pʲiɫɔt
віко	ʋʲikɔ
підвіконня	pʲidʲʋʲikɔnʲːɐ
супругам	sʊpruɦɐm
смакові	smɐkɔʋʲi
громико	ɦrɔmɪkɔ
слов'янках	sɫɔʋjɑnkɐx
стандартами	stɐndɑrtɐme
неврологічний	nɛu̯rɔɫoɦʲit͡ʃnei̯
одуд	ɔdʊd
початківка	pɔt͡ʃɐtʲkʲiu̯kɐ
плакати	pɫɑkɐte
індивідуалізація	indeʋʲidʊɐlʲizɑt͡sʲijɐ
працівниця	prɐt͡sʲiu̯nɪt͡sʲɐ
відеогра	ʋʲideɔɦrɑ
тротуар	trɔtʊɑr
знаходитися	znɐxɔdetesʲɐ
занотовувати	zɐnɔtɔwʊʋɐte
автентика	ɐu̯tɛntekɐ
цуценя	t͡sʊt͡senʲɑ
скло	skɫɔ
замовляти	zɐmɔu̯lʲɑte
лимонний	ɫemɔnːei̯
стовбур	stɔu̯bʊr
портфелем	pɔrtfɛɫem
безвідповідальність	bezʲʋʲidpɔʋʲidɑlʲnʲisʲtʲ
прямо	prʲɑmɔ
самотність	sɐmɔtʲnʲisʲtʲ
співзасновниця	sʲpʲiu̯zɐsnɔu̯net͡sʲɐ
осмислити	ɔsmɪsɫete
філософічний	fʲiɫɔsɔfsʲkei̯
гаяти	ɦɑjɐte
угорськомовний	ʊɦɔrsʲkɔmɔu̯nei̯
різанина	rʲizɐnɪnɐ
вітамін	ʋʲitɐmʲin
мед	mɛd
борода	bɔrɔdɑ
авіатраса	ɐʋʲiɐtrɑsɐ
ідіот	idʲiɔt
орієнтувати	ɔrʲijentʊʋɑte
пандемічний	pɐndemʲit͡ʃnei̯
траєкторія	trɐjektɔrʲijɐ
музичний	mʊzɪt͡ʃnei̯
красивий	krɐsɪʋei̯
абонування	ɐbɔnʊʋɑnʲːɐ
чобіт	t͡ʃɔbʲit
бобер	bɔbɛr
установлювати	ʊstɐnɔu̯lʲʊʋɐte
фараон	fɐrɐɔn
дізнатися	dʲiznɑtesʲɐ
готівковий	ɦɔtʲiu̯kɔʋei̯
будапештський	bʊdɐpɛsʲt͡sʲkei̯
анекдот	ɐneɡdɔt
тиск	tɪsk
визнавати	ʋeznɐʋɑte
читаний	t͡ʃɪtɐnei̯
поставати	pɔstɐʋɑte
вузький	wʊzʲkɪi̯
двоколісний	dwɔkolʲisnei̯
трагедіями	trɐɦɛdʲijɐme
захоплюватися	zɐxɔplʲʊʋɐtesʲɐ
щовечора	ʃt͡ʃɔʋɛt͡ʃɔrɐ
атом	ɑtɔm
народовладдя	nɐrɔdɔu̯ɫɑdʲːɐ
токар	tɔkɐr
наталія	nɐtɑlʲijɐ
федераціям	federɑt͡sʲijɐm
іграшка	iɦrɐʃkɐ
тріска	tʲrʲiskɑ
відповісти	ʋʲidpɔʋʲiste
назавжди	nɐzɑu̯ʒde
водночас	wɔdnɔt͡ʃɐs
приручати	prerʊt͡ʃɑte
слов'янині	sɫɔʋjɐnɪnʲi
зазначений	zɐznɐt͡ʃɛnei̯
час	t͡ʃɑs
виробити	ʋɪrɔbete
рига	rɪɦɐ
коханка	kɔxɑnkɐ
знайомий	znɐjɔmei̯
нічия	nʲit͡ʃejɑ
фотосинтетичний	fɔtɔsentetɪt͡ʃnei̯
лось	ɫɔsʲ
налаштувати	nɐɫɐʃtʊʋɑte
комедію	kɔmɛdʲijʊ
ставати	stɐʋɑte
смажити	smɑʒete
приземлятися	prezemlʲɑtesʲɐ
ескалація	eskɐɫɑt͡sʲijɐ
аварійність	ɐʋɐrʲii̯nʲisʲtʲ
убити	ʊbɪte
мироточення	merɔtɔt͡ʃenʲːɐ
паломництво	pɐɫɔmnet͡stwɔ
бажання	bɐʒɑnʲːɐ
виклад	ʋɪkɫɐd
паперовий	pɐperɔʋei̯
комах	kɔmɑx
експортувати	ekspɔrtʊʋɑte
запровадити	zɐprɔʋɑdete
турецький	tʊrɛt͡sʲkei̯
руко	rukɔ
висловитися	ʋɪsɫɔʋetesʲɐ
ефект	efɛkt
обдарувати	ɔbdɐrʊʋɑte
аллах	ɐɫːɑx
шокований	ʃɔkɔʋɐnei̯
ранній	rɑnʲːii̯
сідницю	sʲidnɪt͡sʲʊ
діафрагмі	dʲiɐfrɑɦmʲi
непривітний	nepreʋʲitnei̯
путь	putʲ
агенція	ɐɦɛnʲt͡sʲijɐ
засновник	zɐsnɔu̯nek
словачка	sɫɔʋɑt͡ʃkɐ
абразивність	ɐbrɐzɪu̯nʲisʲtʲ
березовий	berɛzɔʋei̯
єврейка	jeu̯rɛi̯kɐ
корисний	kɔresnei̯
авансодавець	ɐʋɐnsɔdɑʋet͡sʲ
патогенний	pɐtɔɦɛnːei̯
посилання	pɔseɫɑnʲːɐ
принциповий	prent͡sepɔʋei̯
зникнути	znɪknʊte
інтервал	interʋɑɫ
революціонізувати	rewɔlʲʊt͡sʲiɔnʲizʊʋɑte
глядіти	ɦlʲɐdʲite
відфільтрувати	ʋʲidʲfʲilʲtrʊʋɑte
пробудити	prɔbʊdɪte
повсталий	pɔu̯stɑɫei̯
попереджувальний	pɔperɛd͡ʒʊʋɐlʲnei̯
багатошлюбність	bɐɦɐtoʃlʲubnʲisʲtʲ
диктант	dektɑnt
використовувати	ʋekɔrestɔwʊʋɐte
скроні	skrɔnʲi
горілка	ɦorʲiɫkɐ
газопровід	ɦɐzɔprɔʋʲid
прийняти	prei̯nʲɑte
мазати	mɑzɐte
дитсадка	det͡sɐdkɑ
трансформаціями	trɐnsfɔrmɑt͡sʲijɐme
ароматний	ɐrɔmɑtnei̯
ферзь	fɛrzʲ
вівсом	ʋʲiu̯sɔm
квантова	kʋɑntɔʋɐ
самостійний	sɐmosʲtʲii̯nei̯
діафрагма	dʲiɐfrɑɦmɐ
ноша	nɔʃɐ
подобатися	pɔdɔbɐtesʲɐ
легковірний	ɫeɦkɔʋʲirnei̯
учасниця	ʊt͡ʃɑsnet͡sʲɐ
нижчий	nɪʒt͡ʃei̯
курбико	kʊrbɪkɔ
передумувати	peredumʊʋɐte
нам	nɑm
найнижчий	nɐi̯nɪʒt͡ʃei̯
викидень	ʋɪkedenʲ
конституційність	kɔnstetʊt͡sʲii̯nʲisʲtʲ
жовтогарячий	ʒɔu̯tɔɦɐrʲɑt͡ʃei̯
знищити	znɪʃt͡ʃete
лисий	ɫɪsei̯
виражати	ʋerɐʒɑte
перевершити	pereʋɛrʃete
учора	ʊt͡ʃɔrɐ
вважатися	ʋːɐʒɑtesʲɐ
враження	wrɑʒenʲːɐ
трохи	trɔxe
пастка	pɑstkɐ
шестикутник	ʃestekutnek
вуглець	wʊɦɫɛt͡sʲ
спадкоємиця	spɐdkɔjɛmet͡sʲɐ
уряд	urʲɐd
венеція	ʋenɛt͡sʲijɐ
іноземний	inɔzɛmnei̯
слава	sɫɑʋɐ
гнів	ɦnʲiu̯
передова	peredɔʋɑ
слов'янками	sɫɔʋjɑnkɐme
зуби	zube
річниця	rʲit͡ʃnɪt͡sʲɐ
абсурдистка	ɐbsʊrdɪstkɐ
рибка	rɪbkɐ
перстень	pɛrstenʲ
абазинець	ɐbɐzɪnet͡sʲ
міряти	mʲirʲɐte
рицар	rɪt͡sɐr
череп	t͡ʃɛrep
христос	xrestɔs
ідеалізм	ideɐlʲizm
термодинаміка	termɔdenɑmʲikɐ
володіти	wɔɫodʲite
нагадати	nɐɦɐdɑte
координувати	kɔɔrdenʊʋɑte
чапля	t͡ʃɑplʲɐ
увесь	ʊʋɛsʲ
стероїд	sterɔjid
слівцю	sʲlʲiu̯t͡sʲu
імпульс	impʊlʲs
ексгібіціоністка	eɡzʲɦʲibʲit͡sʲionʲistkɐ
абсолютний	ɐbsolʲutnei̯
установити	ʊstɐnɔʋɪte
декларація	dekɫɐrɑt͡sʲijɐ
онкологія	ɔnkɔɫɔɦʲijɐ
болотистий	bɔɫɔtɪstei̯
кумач	kʊmɑt͡ʃ
вітряний	ʋʲitʲrʲɐnei̯
покій	pokʲii̯
фрагментові	frɐɦmɛntɔʋʲi
людський	lʲʊd͡zʲsʲkɪi̯
фольга	fɔlʲɦɑ
битві	bɪtʲʋʲi
вижити	ʋɪʒete
сорок	sɔrɔk
пивовар	pewɔʋɑr
вона	wɔnɑ
біомаса	bʲiɔmɑsɐ
панічний	pɐnʲit͡ʃnei̯
лев	ɫɛu̯
просьба	prɔzʲbɐ
мечу	met͡ʃu
аркуш	ɑrkʊʃ
екваторіальний	ekʋɐtɔrʲiɑlʲnei̯
сідницею	sʲidnɪt͡sejʊ
скульптура	skʊlʲpturɐ
милий	mɪɫei̯
близнята	bɫezʲnʲɑtɐ
теща	tɛʃt͡ʃɐ
пудра	pudrɐ
чуттєвий	t͡ʃʊtʲːɛʋei̯
полуниця	pɔɫʊnɪt͡sʲɐ
східноєвропейський	sʲxʲidnɔjeu̯rɔpɛi̯sʲkei̯
іти	itɪ
нелюб'язний	nelʲʊbjɑznei̯
тактика	tɑktekɐ
відео	ʋʲideɔ
слов'янок	sɫɔʋjɑnɔk
теоріями	teɔrʲijɐme
еліпс	ɛlʲips
погуляти	pɔɦʊlʲɑte
хуй	xui̯
ломи	ɫɔmɪ
приземлитися	prezemɫɪtesʲɐ
гіперактивний	ɦʲiperɐktɪu̯nei̯
середньостатистичний	seredʲnʲɔstɐtestɪt͡ʃnei̯
канадійський	kɐnɐdʲii̯sʲkei̯
сковорідка	skɔworʲidkɐ
обмеженню	ɔbmɛʒenʲːʊ
допомога	dɔpɔmɔɦɐ
проігнорувати	prɔiɦnɔrʊʋɑte
синій	sɪnʲii̯
супруг	sʊpruɦ
дума	dumɐ
виживати	ʋeʒeʋɑte
абдикація	ɐbdekɑt͡sʲijɐ
прилад	prɪɫɐd
богослов'я	bɔɦɔsɫɔʋjɐ
білорус	bʲiɫorus
судити	sʊdɪte
діаграма	dʲiɐɦrɑmɐ
дивізію	deʋʲizʲijʊ
казати	kɐzɑte
пара	pɑrɐ
трагедіях	trɐɦɛdʲijɐx
ножиці	nɔʒet͡sʲi
будяк	bʊdʲɑk
скорочувати	skɔrɔt͡ʃʊʋɐte
тікати	tʲikɑte
пункт	punkt
стюардеса	sʲtʲʊɐrdɛsɐ
їм	jim
радуватися	rɑdʊʋɐtesʲɐ
пам'ятати	pɐmjɐtɑte
сміливість	sʲmʲiɫeʋʲisʲtʲ
іспанія	ispɑnʲijɐ
заподіювати	zɐpodʲijʊʋɐte
вологий	wɔɫɔɦei̯
споживчий	spɔʒɪu̯t͡ʃei̯
регулятор	reɦʊlʲɑtɔr
перса	pɛrsɐ
кохання	kɔxɑnʲːɐ
цар	t͡sɑr
чад	t͡ʃɑd
рости	rɔstɪ
добуток	dobutɔk
рік	rʲik
оголошувати	ɔɦɔɫɔʃʊʋɐte
кинджал	kend͡ʒɑɫ
серп	sɛrp
застуд	zɐstud
тісто	tʲistɔ
філологічний	fʲiɫɔɫoɦʲit͡ʃnei̯
гоститися	ɦɔstɪtesʲɐ
молоко	mɔɫɔkɔ
перебудова	perebʊdɔʋɐ
сімдесятий	sʲimdesʲɑtei̯
вухо	wuxɔ
україно	ʊkrɐjinɔ
еректильна	erektɪlʲnɐ
зорієнтувати	zɔrʲijentʊʋɑte
промокнути	prɔmɔknʊte
дорога	dɔrɔɦɑ
убогий	ʊbɔɦei̯
поступку	pɔstʊpkʊ
абонемент	ɐbɔnemɛnt
безпілотний	bezʲpʲiɫɔtnei̯
переглянути	pereɦlʲɑnʊte
авантюрник	ɐʋɐnʲtʲurnek
пов'язаний	pɔʋjɑzɐnei̯
куди	kʊdɪ
музика	mʊzɪkɐ
меблі	mɛblʲi
раціонально	rɐt͡sʲiɔnɑlʲnɔ
діуретичний	dʲiʊretɪt͡ʃnei̯
готель	ɦɔtɛlʲ
акул	ɐkuɫ
автоматизація	ɐu̯tɔmɐtezɑt͡sʲijɐ
білосніжка	bʲiɫosʲnʲiʒkɐ
