secretive	sˈiːkɹətˌɪv
hallucination	hɐlˌuːsɪnˈeɪʃən
lukewarm	lˈuːkwɔːm
pretentiously	pɹɪtˈɛnʃəsli
running	ɹˈʌnɪŋ,ɹˈɐnɪŋ
doorsteps	dˈɔːstɛps
voyeurism	vˈɔɪəɹˌɪzəm
rammers	ɹˈæməz
tromp	tɹˈɒmp
tuners	tjˈuːnəz
fascinated	fˈæsɪnˌeɪtɪd
racialism	ɹˈeɪʃəlˌɪzəm
pastures	pˈɑːstʃəz
actors	ˈæktəz
appear	əpˈɪə,ɐpˈiə
rehabilitation	ɹɪhəbˌɪlɪtˈeɪʃən,ɹˌiːəbɪlɪtˈeɪʃən
illegals	ɪlˈiːɡəlz
kilt	kˈɪlt
prototypes	pɹˈəʊtəʊtˌaɪps
disappeared	dˌɪsɐpˈiəd,dˌɪsəpˈɪəd
gilts	ɡˈɪlts
seashores	sˈiːʃɔːz
underbody	ˌʌndəbˈɒdi
cabal	kɐbˈæl
disregards	dˌɪsɹɪɡˈɑːdz
tapir	tˈæpiə
detonations	dˌɛtənˈeɪʃənz
dabble	dˈæbəl
fold	fˈəʊld
or	ɔː,ˈɔː
deputation	dˌɛpjuːtˈeɪʃən
quadrangle	kwˈɒdɹæŋɡəl
kath	kˈæθ
nuts	nˈɐts,nˈʌts
framer	fɹˈeɪmɐ
decarbonised	dɪkˈɑːbənˌaɪzd
maldives	mˈɔːldiːvz
autostrada	ˌɔːtəʊstɹˈɑːdɐ
lambda	lˈæmbdɐ,lˈæmdə
manses	mˈænsɪz
flawlessly	flˈɔːləsli
rioter	ɹˈaɪətɐ
disagreeing	dˌɪsɐɡɹˈiːɪŋ
rockers	ɹˈɒkəz
chinchilla	tʃɪntʃˈɪlɐ
scribed	skɹˈaɪbd
pedicures	pˈɛdɪkjˌɔːz
tessellate	tˈɛsɪlˌeɪt
incurable	ɪnkjˈɔːɹəbəl
sanctification	sˌɑːnktɪfɪkˈeɪʃən
sticks	stˈɪks
prosthetics	pɹəsθˈɛtɪks
chopped	tʃˈɒpt
orderlies	ˈɔːdəliz
flopped	flˈɒpt
sops	sˈɒps
hectolitre	hˈɛktəlˌiːtɐ
galvanising	ɡˈælvɐnˌaɪzɪŋ
aviary	ˈeɪviəɹˌi
metaphysical	mˌɛtəfˈɪzɪkəl
grimness	ɡɹˈɪmnəs
rustic	ɹˈʌstɪk
mismatches	mɪsmˈætʃɪz
scoreboard	skˈɔːbɔːd
mug	mˈʌɡ,mˈɐg
binary	bˈaɪnəɹi
offloads	ˈɒfləʊdz
seesawing	sˈiːsɔːɹɪŋ
highpoint	hˈaɪpɔɪnt
bout	bˈaʊt
careerists	kəɹˈiəɹɪsts
crease	kɹˈiːs
bode	bˈəʊd
preparer	pɹɪpˈeəɹɐ
belching	bˈɛltʃɪŋ
prosecutor	pɹˈɒsɪkjˌuːtɐ
masters	mˈɑːstəz
unmade	ʌnmˈeɪd
glorify	ɡlˈɔːɹɪfˌaɪ
blading	blˈeɪdɪŋ
angering	ˈæŋɡəɹɪŋ
mafia	mˈæfɪə,mˈæfiɐ
ecstasy	ˈɛkstəsi
regretful	ɹɪɡɹˈɛtfəl
learners	lˈɜːnəz
prosecuted	pɹˈɒsɪkjˌuːtɪd
screwed	skɹˈuːd
positively	pˈɒzɪtɪvli,pˈɒzɪtˌɪvli
trafficker	tɹˈæfɪkɐ
rollaway	ɹˈəʊləwˌeɪ
prominent	pɹˈɒmɪnənt
bobsled	bˈɒbsəld
coquette	kəkˈɛt
motif	məʊtˈiːf
snoozes	snˈuːzɪz
steers	stˈiəz
crypts	kɹˈɪpts
reviled	ɹɪvˈaɪld
hilaire	hɪlˈɛə
fondle	fˈɒndəl
gyroscopic	dʒˌaɪɹəskˈɒpɪk
irritate	ˈɪɹɪtˌeɪt
galore	ɡɐlˈɔː
veg	vˈɛdʒ
smugness	smˈʌɡnəs
smooth	smˈuːð
indoctrination	ɪndˌɒktɹɪnˈeɪʃən
rapacity	ɹæpˈæsɪti
leotards	lˈiətɑːdz
slouched	slˈaʊtʃt
plurality	plɔːɹˈælɪti
repro	ɹɪpɹˈəʊ
negatives	nˈɛɡətˌɪvz
unrest	ɐnɹˈɛst,ʌnɹˈɛst
shindigs	ʃˈɪndɪɡz
inch	ˈɪntʃ
boring	bˈɔːɹɪŋ
amusements	ɐmjˈuːsmənts
virulently	vˈɪɹələntli
singing	sˈɪŋɪŋ
clamouring	klˈæmɜːɹɪŋ
coffeemaker	kˈɒfɪmˌeɪkɐ
tuckers	tˈʌkəz
glossitis	ɡləsˈaɪtɪs
frittata	fɹɪtˈɑːtɐ
blather	blˈɑːðɐ
retro	ɹˈɛtɹəʊ
revisionism	ɹɪvˈɪʒənˌɪzəm
increments	ˈɪnkɹɪmənts
indictable	ɪndˈɪktəbəl
vesting	vˈɛstɪŋ
appointees	ɐpˈɔɪntiːz
wobbles	wˈɒbəlz
reflecting	ɹɪflˈɛktɪŋ
randomise	ɹˈændəmˌaɪz
haunch	hˈɔːntʃ
indenture	ˌɪndˈɛntʃɐ
prances	pɹˈɑːnsɪz
lesser	lˈɛsə,lˈɛsɐ
hatbands	hˈætbændz
rebid	ɹɪbˈɪd
gallstones	ɡˈælstəʊnz
nursed	nˈɜːsd
acquiesced	ˌækwɪˈɛst
firmly	fˈɜːmli
undesirable	ˌʌndɪzˈaɪəɹəbəl
assassin	ɐsˈæsɪn
bereavements	bɪɹˈiːvmənts
encoded	ɪnkˈəʊdɪd,ɛnkˈəʊdɪd
precariously	pɹɪkˈeəɹɪəsli
hyperbolic	hˌaɪpəbˈɒlɪk
woodcutting	wˈʊdkʌtɪŋ
hurry	hˈʌɹi,hˈɐɹi
student	stjˈuːdənt
seersucker	sˈiəsʌkɐ
greasers	ɡɹˈiːsəz
roundabout	ɹˈaʊndɐbˌaʊt,ɹˈaʊndəbˌaʊt
jimjams	dʒˈɪmdʒæmz
collisions	kəlˈɪʒənz
duchy	dˈʌtʃi
magisterially	mˌædʒɪstˈiəɹɪəli
tefillin	tˈɛfɪlˌɪn
stakes	stˈeɪks
concave	kɒnkˈeɪv
tui	tjˈuːi
overgenerous	ˌəʊvədʒˈɛnəɹəs
momentarily	mˌəʊməntˈɛɹəli
experimented	ɛkspˈɛɹɪməntɪd
installment	ɪnstˈɔːlmənt
kidneys	kˈɪdnɪz
unfriended	ʌnfɹˈɛndɪd
paperclips	pˈeɪpəklˌɪps
amazons	ˈæməzənz
shoppe	ʃˈɒp
conversations	kɒnvəsˈeɪʃənz,kˌɒnvəsˈeɪʃənz
hobbit	hˈɒbɪt
vineyards	vˈɪnjədz
blub	blˈʌb
denigrating	dˈɛnɪɡɹˌeɪtɪŋ
temerity	tɛmˈɛɹɪti
crowbars	kɹˈəʊbɑːz
griped	ɡɹˈaɪpt
amphibious	æmfˈɪbɪəs
tapster	tˈæpstɐ
unmarred	ʌnmˈɑːd
unobstructed	ʌnɒbstɹˈʌktɪd
inseminate	ɪnsˈɛmɪnˌeɪt
rehabilitative	ɹɪhəbˈɪlɪtˌeɪtɪv
kippers	kˈɪpəz
lessen	lˈɛsən
signposts	sˈaɪnpəʊsts
jazzmen	dʒˈæzmɛn
singsongs	sˈɪŋsɒŋz
sneezed	snˈiːzd
counterbalancing	kˈaʊntəbˌælənsɪŋ
lots	lˈɒts
excellence	ˈɛksələns
anagrammatic	ˌænɐɡɹɐmˈætɪk
germs	dʒˈɜːmz
bagel	bˈeɪgəl,bˈeɪɡəl
haphazard	hæphˈæzəd
rehydrate	ɹɪhˈaɪdɹeɪt
taw	tˈɔː
novae	nˈɒviː
greeks	gɹˈiːks
lucent	lˈuːsənt
voluminous	vəlˈuːmɪnəs
eggcup	ˈɛɡkʌp
desolately	dˈɛsələtli
hooking	hˈʊkɪŋ
oldy	ˈəʊldi
tyne	tˈaɪn
usurers	jˈuːzjʊɹəz
national	nˈæʃnəl,nˈæʃənəl
wodges	wˈɒdʒɪz
dynasties	dˈɪnɐstɪz
tamped	tˈæmpt
mascots	mˈæskɒts
colanders	kˈɒləndəz
exciting	ɛksˈaɪtɪŋ,ɪksˈaɪtɪŋ
pirogue	pˈɪɹəʊɡ
almost	ˈɔːlməʊst,ˈɔːlmˌəʊst
symmetrical	sɪmˈɛtɹɪkəl
prevail	pɹɪvˈeɪl
tiresome	tˈaɪəsʌm
madden	mˈædən
familiarisation	fəmˌɪliəɹaɪzˈeɪʃən
subtract	səbtɹˈækt,sʌbtɹˈækt
aid	ˈeɪd
fundraiser	fˈʌndɹeɪzɐ
characteristics	kˌæɹɪktəɹˈɪstɪks
driven	dɹˈɪvən
pocketbooks	pˈɒkɪtbˌʊks
wherewith	weəwˈɪð
chignon	tʃˈinjɒn
glittery	ɡlˈɪtəɹi
trope	tɹˈəʊp
sycophant	sˈɪkəfənt,sˈɪkɒfənt
refuting	ɹɪfjˈuːtɪŋ
gist	dʒˈɪst
for	fˈɔː,fə
connotation	kɒnəʊtˈeɪʃən,kˌɒnətˈeɪʃən
paschal	pˈæstʃəl
kapok	kˈæpɒk
lengthened	lˈɛŋθənd
trifling	tɹˈaɪflɪŋ
composers	kəmpˈəʊzəz
livers	lˈɪvəz
tinglier	tˈɪŋɡliɐ
palladium	pɐlˈeɪdiəm
alchemical	ælkˈɛmɪkəl
today	tuːdˈeɪ,tədˈeɪ
bays	bˈeɪz
smoothing	smˈuːðɪŋ
lair	lˈeə,lˈɛə
adulterated	ɐdˈʌltəɹˌeɪtɪd
slivered	slˈɪvəd
insalubrious	ɪnsælˈuːbɹɪəs
scintilla	sɪntˈɪlɐ
diggers	dˈɪɡəz
unshackled	ʌnʃˈækəld
luncheons	lˈʌntʃənz
stocked	stˈɒkt
tortillas	tɔːtˈiːɐz
explore	ɪksplˈɔː,ɛksplˈɔː
banded	bˈændɪd
tiebreak	tˈaɪbɹeɪk
toerags	tˈəʊəɹˌæɡz
hoisting	hˈɔɪstɪŋ
decodes	dɪkˈəʊdz
spacewalk	spˈeɪswɔːk
soloists	sˈəʊləʊˌɪsts
hungover	hʌŋɡˈəʊvɐ
embargoed	ɛmbˈɑːɡəʊd
rondel	ɹˈɒndəl
defying	dɪfˈaɪɪŋ
outfielder	aʊtfˈiːldɐ
subsided	səbsˈaɪdɪd
tartlet	tˈɑːtlət
chichi	tʃˈɪtʃaɪ
reinspect	ɹˌiːɪnspˈɛkt
tremulous	tɹˈɛmjʊləs
chivvies	tʃˈɪvɪz
moustaches	məstˈɑːʃɪz
jactitation	dʒˌæktɪtˈeɪʃən
ripping	ɹˈɪpɪŋ
mainframe	mˈeɪnfɹeɪm,mˈeɪnfɹˌeɪm
repelled	ɹɪpˈɛld
reigniting	ɹˌiːɪɡnˈaɪtɪŋ
interbreeding	ˌɪntəbɹˈiːdɪŋ
townspeople	tˈaʊnspiːpəl
southwestern	saʊθwˈɛstən
repetitiveness	ɹɪpˈɛtɪtˌɪvnəs
reformulate	ɹɪfˈɔːmjʊlˌeɪt
altitudes	ˈæltɪtjˌuːdz
squabbled	skwˈɒbəld
remoulded	ɹɪmˈəʊldɪd
ghettoise	ɡˈɛtɔɪs
outreach	ˈaʊtɹˌiːtʃ
axes	ˈæksiːz
icepick	ˈaɪspɪk
balloonists	bælˈuːnɪsts
rainy	ɹˈeɪni
diverted	daɪvˈɜːtɪd
pedestals	pˈɛdɪstəlz
monocled	mˈɒnəʊkəld
amulets	ˈæmjʊləts
hydration	haɪdɹˈeɪʃən
tempera	tˈɛmpəɹɐ
wows	wˈaʊz
skewing	skjˈuːɪŋ
homophobe	hˈɒməfˌəʊb
concur	kənkˈɜː
counterweights	kˈaʊntəwˌeɪts
slavering	slˈævəɹɪŋ
lioness	lˈaɪənɛs
turtles	tˈɜːtəlz
scrawls	skɹˈɔːlz
cocoon	kəkˈuːn
grindingly	ɡɹˈaɪndɪŋli
hospitalised	hˈɒspɪtəlˌaɪzd
communicator	kəmjˈuːnɪkˌeɪtɐ
nines	nˈaɪnz
insure	ɪnʃˈɔː
ticket	tˈɪkɪt
lazuli	lˈeɪzjʊlˌaɪ
inconveniencing	ɪnkənvˈiːnɪənsɪŋ
tread	tɹˈɛd
mesquite	mɛskˈiːt
fractal	fɹˈæktəl
bushwhacked	bˈʊʃwækt
redeploying	ɹˌiːdɪplˈɔɪɪŋ
downfalls	dˈaʊnfɔːlz
saintly	sˈeɪntli
motioned	mˈəʊʃənd
twirler	twˈɜːlɐ
wobbly	wˈɒbli
arousal	ɐɹˈaʊsəl
overdubbed	ˌəʊvədˈʌbd
brother	bɹˈɐðə,bɹˈʌðɐ
mummy	mˈʌmi,mˈɐmi
dentures	dˈɛntʃəz
visit	vˈɪzɪt
wordsmiths	wˈɜːdsmɪθs
lean	lˈiːn
entrenching	ɛntɹˈɛntʃɪŋ
secretively	sˈiːkɹətˌɪvli
ks	kˌeɪˈɛs
snafu	snˈæfuː
incubates	ˈɪnkjuːbˌeɪts
reconciliatory	ɹˈɛkənsˌɪlɪətəɹˌi
sense	sˈɛns
underpinning	ˌʌndəpˈɪnɪŋ
condoms	kˈɒndəmz
swot	swˈɒt
faceting	fˈæsɛtɪŋ
affidavit	ˌæfɪdˈeɪvɪt
jawless	dʒˈɔːləs
devaluing	diːvˈæljuːɪŋ
cockier	kˈɒkiɐ
sid	sˈɪd
interactions	ˌɪntəɹˈækʃənz
activities	æktˈɪvɪtiz
index	ˈɪndɛks
pip	pˈɪp
demote	dɪmˈəʊt
gorging	ɡˈɔːdʒɪŋ
dinged	dˈɪndʒd
mentholated	mˈɛnθəlˌeɪtɪd
spectrometers	spɛktɹˈɒmɪtəz
lambkin	lˈæmbkɪn
expander	ɛkspˈændɐ
otherworldliness	ˈʌðəwˌɜːldlinəs
frenetically	fɹɛnˈɛtɪkli
whingeing	wˈɪndʒɪŋ
pergolas	pɜːɡˈəʊləz
linda	lˈɪndə
psychosis	saɪkˈəʊsɪs
jello	dʒˈɛləʊ
straining	stɹˈeɪnɪŋ
shrinkage	ʃɹˈɪŋkɪdʒ
ornithological	ˌɔːnɪθəlˈɒdʒɪkəl
breeze	bɹˈiːz
polly	pˈɒli
immobilise	ɪmˈəʊbəlˌaɪz
loiter	lˈɔɪtɐ
evert	ˈɛvət
height	hˈaɪt
photogenic	fˌəʊtəʊdʒˈɛnɪk
proffered	pɹˈɒfəd
unveiled	ʌnvˈeɪld
nipped	nˈɪpt
expulsion	ɛkspˈʌlʃən
modeling	mˈɒdəlɪŋ
cereus	sˈɛɹɪəs
staples	stˈeɪpəlz
backrooms	bˈækɹuːmz
glia	ɡlˈaɪɐ
teethed	tˈiːθd
cheetahs	tʃˈiːtəz
nighttime	nˈaɪttaɪm
meopham	mˈɛpəm
disclosures	dɪsklˈəʊʒəz
rumpled	ɹˈʌmpəld
gringo	ɡɹˈɪŋɡəʊ
kaleidoscopes	kəlˈaɪdəskˌəʊps
confessions	kənfˈɛʃənz
flamboyancy	flˈæmbɔɪənsi
corncob	kˈɔːnkɒb
astringent	ɐstɹˈɪndʒənt
shave	ʃˈeɪv
ocker	ˈɒkɐ
wrongness	ɹˈɒŋnəs
somas	sˈəʊməz
taunter	tˈɔːntɐ
bumpiness	bˈʌmpɪnəs
lisbon	lˈɪzbən
waggles	wˈæɡəlz
raid	ɹˈeɪd
boating	bˈəʊtɪŋ
recruiters	ɹɪkɹˈuːtəz
blowup	blˈəʊʌp
untrammelled	ʌntɹˈæməld
exhaust	ɪgzˈɔːst,ɛɡzˈɔːst
modernisers	mˈɒdənˌaɪzəz
thank	θˈæŋk
pleb	plˈɛb
proclaimers	pɹəklˈeɪməz
overbooking	ˌəʊvəbˈʊkɪŋ
slenderer	slˈɛndəɹɐ
wounding	wˈuːndɪŋ
peacekeeper	pˈiːskiːpɐ
blubbered	blˈʌbəd
filibeg	fˈɪlaɪbəɡ
damper	dˈæmpɐ
nomination	nˌɒmɪnˈeɪʃən
betel	bɪtˈɛl
lookout	lˈʊkaʊt
tret	tɹˈɛt
majorettes	mˌeɪdʒəɹˈɛts
fingerling	fˈɪŋɡɜːlɪŋ
animators	ˈænɪmˌeɪtəz
jewelled	dʒˈuːəld
perch	pˈɜːtʃ
morticians	mɔːtˈɪʃənz
graciousness	ɡɹˈeɪʃəsnəs
expensive	ɛkspˈɛnsɪv,ɪkspˈɛnsɪv
fitly	fˈɪtli
attrition	ɐtɹˈɪʃən
endanger	ɛndˈeɪndʒɐ
daunts	dˈɔːnts
shirker	ʃˈɜːkɐ
junto	dʒˈʌntəʊ
althorp	ˈɔːlθɔːp,ˈɔːltɹəp
ria	ɹˈaɪɐ
highs	hˈaɪz
chickened	tʃˈɪkɪnd
try	tɹˈaɪ
hermeneutics	hˌɜːmənjˈuːtɪks
pickling	pˈɪklɪŋ
chanty	tʃˈɑːnti
jewels	dʒˈuːəlz
scripting	skɹˈɪptɪŋ
mycobacterium	mˌaɪkəbɐktˈiəɹɪəm
serjeant	sˈɜːdʒiːnt
teamster	tˈiːmstɐ
declaims	dɪklˈeɪmz
bush	bˈʊʃ
lozenges	lˈəʊzəndʒɪz
softball	sˈɒftbɔːl,sˈɒftbˌɔːl
metre	mˈiːtə,mˈiːtɐ
dictate	dɪktˈeɪt
boyish	bˈɔɪɪʃ
masonic	mæsˈɒnɪk
mandible	mˈændəbəl
sportspeople	spˈɔːtspiːpəl
kinkajou	kˈɪŋkɐdʒˌuː
alienate	ˈeɪliənˌeɪt
jubilant	dʒˈuːbɪlənt
receding	ɹɪsˈiːdɪŋ
chicle	tʃˈɪkəl
slushy	slˈʌʃi
trombonists	tɹɒmbˈəʊnɪsts
chickadee	tʃˈɪkɐdˌiː
tigresses	tˈaɪɡɹɛsɪz
tombola	təmbˈəʊlɐ
rambutan	ɹˈæmbjuːtən
mutability	mjˌuːtəbˈɪlɪti
deputed	dˈɛpjuːtɪd
mediocrity	mˌiːdɪˈɒkɹɪti
mongrels	mˈɒŋɡɹəlz
shipped	ʃˈɪpt
hostilities	həstˈɪlɪtiz
capstone	kˈæpstəʊn
ripples	ɹˈɪpəlz
shorties	ʃˈɔːtɪz
circuitry	sˈɜːkɪtɹi
plimsolls	plˈɪmsɒlz
invalidity	ɪnvælˈɪdɪti
scoundrel	skˈaʊndɹəl
diddled	dˈɪdəld
trustworthiness	tɹˈʌstwəðɪnəs
dissuading	dɪswˈeɪdɪŋ
exterminator	ɛkstˈɜːmɪnˌeɪtɐ
detonating	dˈɛtənˌeɪtɪŋ
happening	hˈæpənɪŋ,hˈæpnɪŋ
blushers	blˈʌʃəz
flaked	flˈeɪkt
misinterpret	mˌɪsɪntˈɜːpɹɪt
rightward	ɹˈaɪtwəd
tangents	tˈændʒənts
optima	ˈɒptɪmɐ
sunrises	sˈʌnɹaɪzɪz
tannin	tˈænɪn
reconquered	ɹˌiːkˈɒnkəd
colerne	kˈɐlən
texas	tˈɛksəs
medicating	mˈɛdɪkˌeɪtɪŋ
gene	dʒˈiːn
jointly	dʒˈɔɪntli
abscesses	ˈæbsɛsɪz
lx	ˌɛlˈɛks
pharmacy	fˈɑːməsi
seismometer	saɪzmˈɒmɪtɐ
punishingly	pˈʌnɪʃɪŋli
saluted	səlˈuːtɪd
hadrons	hˈædɹənz
gainsay	ɡˈeɪnseɪ
inbred	ˈɪnbɹɛd
woundwort	wˈuːndwɔːt
landholders	lˈændhəʊldəz
tissues	tˈɪsjuːz,tˈɪʃuːz
greenroom	ɡɹˈiːnɹuːm
horology	hɒɹˈɒlədʒi
runabouts	ɹˈʌnɐbˌaʊts
assigning	ɐsˈaɪnɪŋ
scribbler	skɹˈɪblɐ
streetlight	stɹˈiːtlaɪt
purest	pjˈʊɹəst
emancipated	ɪmˈɑːnsɪpˌeɪtɪd
searingly	sˈiəɹɪŋli
organs	ˈɔːɡənz,ˈɔːgənz
embouchure	ɛmbˈaʊʃjɔː
sass	sˈæs
dozing	dˈəʊzɪŋ
fouling	fˈaʊlɪŋ
ohms	ˈəʊəmz
bulkiest	bˈʌlkiəst
adorable	ɐdˈɔːɹəbəl
bald	bˈɔːld
reentered	ɹiːˈɛntəd
ramp	ɹˈæmp
doodlebugs	dˈuːdəlbˌʌɡz
jordan	dʒˈɔːdən
beepers	bˈiːpəz
verismo	vɛɹˈɪsməʊ
data	dˈɑːtə,dˈeɪtə,dˈeɪtɐ
smelting	smˈɛltɪŋ
wendigo	wˈɛndɪɡˌəʊ
did	dˈɪd,dɪd
eternal	ɪtˈɜːnəl
reining	ɹˈeɪnɪŋ
histories	hˈɪstəɹˌiz,hˈɪstəɹiz,hˈɪstɹiz
gentry	dʒˈɛntɹi
hangers	hˈæŋəz
cowshed	kˈaʊʃɛd
polestar	pˈəʊlstɑː
nutting	nˈʌtɪŋ
fanatically	fɐnˈætɪkli
blake	blˈeɪk
felted	fˈɛltɪd
pertussis	pətˈʌsɪs
newsboy	njˈuːzbɔɪ
efforts	ˈɛfəts
orgiastic	ˌɔːdʒɪˈæstɪk
fuses	fjˈuːzɪz
commissariat	kɒmɪsˈeəɹɪˌæt
overcoats	ˈəʊvəkˌəʊts
throwaway	θɹˈəʊəwˌeɪ
camcorders	kˈæmkɔːdəz,kˈæmkˌɔːdəz
discipleship	dɪsˈaɪpəlʃˌɪp
ophthalmic	ɒfθˈælmɪk
finesses	fɪnˈɛsɪz
propagandists	pɹˌɒpɐɡˈændɪsts
ladling	lˈædlɪŋ
megalomaniac	mˌɛɡələmˈeɪnɪˌæk
dystrophy	dˈɪstɹəfi
ditzy	dˈɪtsi
master	mˈɑːstə,mˈɑːstɐ
perspicacity	pəspɪkˈæsɪti
wickedest	wˈɪkɛdəst
weald	wˈiːld
harms	hˈɑːmz
sapphire	sˈæfaɪə
cark	kˈɑːk
lovely	lˈʌvli,lˈɐvli
contrives	kəntɹˈaɪvz
piteously	pˈɪtiəsli
sporrans	spˈɒɹənz
hunch	hˈɐntʃ,hˈʌntʃ
brassware	bɹˈɑːsweə
mallow	mˈæləʊ
recounting	ɹɪkˈaʊntɪŋ
tummies	tˈʌmɪz
angola	æŋgˈəʊlə
feedback	fˈiːdbæk,fˈiːdbˌæk
candle	kˈændəl
fleshier	flˈɛʃɪɐ
siding	sˈaɪdɪŋ
richness	ɹˈɪtʃnəs
rues	ɹˈuːz
stye	stˈaɪ
bucking	bˈʌkɪŋ
quantitative	kwˈɒntɪtˌeɪtɪv,kwˈɒntɪtətɪv
sweepings	swˈiːpɪŋz
practical	pɹˈæktɪkəl
featherbrain	fˈɛðəbɹˌeɪn
january	dʒˈænjʊəɹi
impregnating	ˈɪmpɹˌɛɡneɪtɪŋ
headwaters	hˈɛdwɔːtəz
gobblers	ɡˈɒbləz
skill	skˈɪl
combated	kˈɒmbætɪd
caesarian	siːsˈeəɹiən
picnickers	pˈɪknɪkəz
trekked	tɹˈɛkt
eights	ˈeɪts
trafficking	tɹˈæfɪkɪŋ
sac	sˈæk
steelier	stˈiːliɐ
beverages	bˈɛvəɹɪdʒɪz,bˈɛvɹɪdʒɪz
ceiling	sˈiːlɪŋ
vendors	vˈɛndəz
chutzpah	tʃˈʌtspɐ
magnificent	mæɡnˈɪfɪsənt,mægnˈɪfɪsənt
rusk	ɹˈʌsk
baulks	bˈɔːks
sima	sˈiːmɐ
kibbled	kˈɪbəld
gateposts	ɡˈeɪtpəʊsts
patsy	pˈætsi
rub	ɹˈɐb,ɹˈʌb
biddable	bˈɪdəbəl
wanly	wˈænli
funeral	fjˈuːnəɹəl
toreros	tˈɔːɹəʊz
mega	mˈɛɡɐ
shopkeeper	ʃˈɒpkiːpɐ
hydrants	hˈaɪdɹənts
masterstroke	mˈɑːstəstɹˌəʊk
songbooks	sˈɒŋbʊks
ait	ˈeɪt
ended	ˈɛndɪd
engulf	ɛnɡˈʌlf
alula	ɐljˈʊlæ
clubbable	klˈʌbəbəl
insurgency	ɪnsˈɜːdʒənsi
disposing	dɪspˈəʊzɪŋ
cheapest	tʃˈiːpɪst,tʃˈiːpəst
snoozed	snˈuːzd
gatecrash	ɡˈeɪtkɹæʃ
tryptophan	tɹˈɪptɒfən
revenges	ɹɪvˈɛndʒɪz
inaccessible	ɪnɐksˈɛsəbəl
vid	vˈɪd
generalized	dʒˈɛnəɹəlaɪzd
doorman	dˈɔːmən
pathologically	pˌæθəlˈɒdʒɪkli
eruption	ɪɹˈɐpʃən,ɪɹˈʌpʃən
totality	təʊtˈælɪti
waking	wˈeɪkɪŋ
acrimony	ˈækɹɪməni
galilee	ɡˈælɪlˌiː
batman	bˈætmˌæn,bˈætmən
fitting	fˈɪtɪŋ
blarney	blˈɑːni
deadbeat	dˈɛdbiːt
radiating	ɹˈeɪdɪˌeɪtɪŋ
meanders	miːˈændəz
windup	wˈɪndʌp
stickiest	stˈɪkiəst
meaningless	mˈiːnɪŋləs
clicked	klˈɪkt
booksellers	bˈʊksɛləz
mouthing	mˈaʊθɪŋ
adjacent	ədʒˈeɪsənt,ɐdʒˈeɪsənt
posteriors	pɒstˈiəɹɪəz
abused	ɐbjˈuːsd
strictness	stɹˈɪktnəs
needlepoint	nˈiːdəlpˌɔɪnt
corrosive	kəɹˈəʊsɪv
banalities	bænˈælɪtiz
tensile	tˈɛnsaɪl
colly	kˈɒli
cored	kˈɔːd
recliner	ɹɪklˈaɪnɐ
asepsis	æsˈɛpsɪs
bludgeons	blˈʌdʒənz
nitrous	nˈaɪtɹəs
coaxed	kˈəʊkst
homeys	hˈəʊmɪz
hypnotising	hˈɪpnətˌaɪzɪŋ
emigrations	ˌɛmɪɡɹˈeɪʃənz
lunge	lˈʌndʒ
roster	ɹˈɒstɐ,ɹˈɒstə
adenoidal	ˈædənˌɔɪdəl
propagates	pɹˈɒpɐɡˌeɪts,pɹˈɒpəgˌeɪts
unceasing	ʌnsˈiːsɪŋ
redelivery	ɹˌiːdɪlˈɪvəɹi
lichtenstein	lˈɪktənstˌaɪn
shepherd	ʃˈɛpəd
flasher	flˈæʃɐ
farina	fɑːɹˈiːnɐ
snippy	snˈɪpi
privets	pɹˈɪvɪts
sincerity	sɪnsˈɛɹɪti
ascent	ɐsˈɛnt
visitors	vˈɪzɪtəz
hanger	hˈæŋɐ
shamans	ʃˈæmənz
cherub	tʃˈɛɹʌb
wordage	wˈɜːdɪdʒ
pottage	pˈɒtɪdʒ
discover	dɪskˈɐvə,dɪskˈʌvɐ
invents	ɪnvˈɛnts
tackle	tˈækəl
disestablished	dˌɪsɪstˈæblɪʃt
exfoliated	ɛksfˈəʊlɪˌeɪtɪd
delegated	dˈɛlɪɡˌeɪtɪd
mina	mˈiːnɐ
psychosexual	sˌaɪkəʊsˈɛkʃuːəl
words	wˈɜːdz
quanta	kwˈɒntɐ
shimmers	ʃˈɪməz
untidiness	ʌntˈaɪdinəs
gutsiness	ɡˈʌtsɪnəs
swallowtail	swˈɒləʊtˌeɪl
lovage	lˈʌvɪdʒ
proclamations	pɹˌɒklɐmˈeɪʃənz
tantalise	tˈɑːntəlˌaɪz
employees	ɪmplˈɔɪiz,ɛmplˈɔɪiːz,ɛmplˈɔɪiz
jacketed	dʒˈækɪtɪd
dignify	dˈɪɡnɪfˌaɪ
sway	swˈeɪ
sawfish	sˈɔːfɪʃ
piste	pˈɪst
gnarls	nˈɑːlz
ohs	ˈəʊz
eulogy	jˈuːlədʒi
gassed	ɡˈæst
heathy	hˈiːθi
document	dˈɒkjʊmənt,dˈɒkjʊmɛnt
unpredictably	ʌnpɹɪdˈɪktəbli
scansion	skˈænʃən
conquered	kˈɒnkəd
corridor	kˈɒɹɪdɔː,kˈɒɹɪdˌɔː
scraps	skɹˈæps
worsens	wˈɜːsənz
marrowbones	mˈæɹəʊbˌəʊnz
warped	wˈɔːpt
shortsighted	ʃˈɔːtsaɪtɪd
pruners	prjˈuːnəz
terrorising	tˈɛɹəɹˌaɪzɪŋ
