pcion	pt͡ɕɔn
szymczak	ʂɨmt͡ʂak
dorosiewicz	dɔrɔɕɛvʲit͡ʂ
niewierzący	ɲɛvʲɛʐɔnt͡sɨ
żądano	ʐɔndanɔ
siedemdziesiątymi	ɕɛdɛmd͡ʑɛɕɔntɨmʲi
robiłyśmy	rɔbʲiwɨɕmɨ
litośni	lʲitɔɕɲi
smug	smuk
kiwanie	kʲivaɲɛ
ufę	ufɛ
próbami	prubamʲi
grono	ɡrɔnɔ
lisim	lʲiɕim
gnam	ɡnam
kołchoz	kɔwxɔs
dosięgnąć	dɔɕɛŋɡnɔɲt͡ɕ
misi	mʲiɕi
nadani	nadaɲi
przeanalizował	pʂɛanalʲizɔvaw
aspartam	aspartam
obrane	ɔbranɛ
wozili	vɔʑilʲi
białostocczankę	bʲawɔstɔt͡st͡ʂankɛ
wojtuch	vɔjtux
machany	maxanɨ
ironie	irɔɲjɛ
flet	flɛt
rybom	rɨbɔm
leź	lɛɕ
abnegatowi	abnɛɡatɔvʲi
sobolich	sɔbɔlʲix
ograbiać	ɔɡrabʲat͡ɕ
obfitszego	ɔpfʲitʂɛɡɔ
werno	vɛrnɔ
ceń	t͡sɛɲ
najdoroślejszego	najdɔrɔɕlɛjʂɛɡɔ
kochoń	kɔxɔɲ
daną	danɔ̃
żyłby	ʐɨwbɨ
roróg	rɔruk
wieprzkowicz	vʲɛpʂkɔvʲit͡ʂ
płonął	pwɔnɔw
ekierka	ɛkʲɛrka
królewskiego	krulɛfskʲɛɡɔ
ganię	ɡaɲɛ
kuliby	kulʲibɨ
brudny	brudnɨ
lazłeś	lazwɛɕ
turem	turɛm
impertynencki	impɛrtɨnɛnt͡skʲi
niesamowity	ɲɛsamɔvʲitɨ
zwowi	zvɔvʲi
bezczeszczenie	bɛst͡ʂɛʂt͡ʂɛɲɛ
bębna	bɛmbna
ciepłu	t͡ɕɛpwu
kamczackiej	kamt͡ʂat͡skʲɛj
chorobowy	xɔrɔbɔvɨ
rzepach	ʐɛpax
misią	mʲiɕɔ̃
klusce	klust͡sɛ
cenom	t͡sɛnɔm
drużyny	druʐɨnɨ
bystrego	bɨstrɛɡɔ
resetować	rɛsɛtɔvat͡ɕ
weganka	vɛɡanka
siad	ɕat
astygmatyzm	astɨɡmatɨzm
ufająca	ufajɔnt͡sa
smarować	smarɔvat͡ɕ
żabkę	ʐapkɛ
goś	ɡɔɕ
zaczęłam	zat͡ʂɛwam
miałaby	mʲawabɨ
barcelona	bart͡sɛlɔna
wieśniaczka	vʲɛɕɲat͡ʂka
grzybobójczy	ɡʐɨbɔbujt͡ʂɨ
ranami	ranamʲi
bimbrownik	bʲimbrɔvɲik
błądź	bwɔɲt͡ɕ
kolenie	kɔlɛɲɛ
zębisko	zɛmbʲiskɔ
pasm	pasm
blogu	blɔɡu
dyszę	dɨʂɛ
południowokoreańskiemu	pɔwudɲɔvɔkɔrɛaɲskʲɛmu
wieloboista	vʲɛlɔbɔista
woroneż	vɔrɔnɛʂ
modnie	mɔdɲɛ
chemik	xɛmʲik
północnoafrykański	puwnɔt͡snɔafrɨkaɲskʲi
sowici	sɔvʲit͡ɕi
lecha	lɛxa
wiśnios	vʲiɕɲɔs
sprawdziłem	spravd͡ʑiwɛm
magicznie	maɡʲit͡ʂɲɛ
litosna	lʲitɔsna
mason	masɔn
skrzętny	skʂɛntnɨ
ogólnoustrojowy	ɔɡulnɔustrɔjɔvɨ
witki	vʲitkʲi
rożkowicz	rɔʂkɔvʲit͡ʂ
złożyć	zwɔʐɨt͡ɕ
cepowi	t͡sɛpɔvʲi
samcu	samt͡su
złóg	zwuk
dnami	dnamʲi
wielkości	vʲɛlkɔɕt͡ɕi
zakapior	zakapʲɔr
ewenkijska	ɛvɛnkʲijska
kumał	kumaw
czarnuch	t͡ʂarnux
maciej	mat͡ɕɛj
rzęsistek	ʐɛ̃ɕistɛk
pobierać	pɔbʲɛrat͡ɕ
sublimacja	sublʲimat͡sja
zapałowicz	zapawɔvʲit͡ʂ
znajdą	znajdɔ̃
kisiło	kʲiɕiwɔ
koreanka	kɔrɛanka
ślinę	ɕlʲinɛ
głosowanie	ɡwɔsɔvaɲɛ
przeanalizuj	pʂɛanalʲizuj
poreda	pɔrɛda
poiłaś	pɔiwaɕ
okradając	ɔkradajɔnt͡s
łagier	waɡʲɛr
owocnego	ɔvɔt͡snɛɡɔ
pyskacz	pɨskat͡ʂ
rusińskim	ruɕiɲskʲim
miedzami	mʲɛd͡zamʲi
cięciami	t͡ɕɛɲt͡ɕamʲi
uszyta	uʂɨta
aronia	arɔɲja
ficoń	fʲit͡sɔɲ
moroszce	mɔrɔʂt͡sɛ
gnidą	ɡɲidɔ̃
płocie	pwɔt͡ɕɛ
fińscy	fʲiɲst͡sɨ
ważniejszy	vaʐɲɛjʂɨ
biegli	bʲɛɡlʲi
rzekom	ʐɛkɔm
janulewicz	janulɛvʲit͡ʂ
litwinka	lʲitfʲinka
pentela	pɛntɛla
karaśkiewicz	karaɕkʲɛvʲit͡ʂ
głąbom	ɡwɔmbɔm
konieczność	kɔɲɛt͡ʂnɔɕt͡ɕ
kiedy	kʲɛdɨ
singer	ɕinɡɛr
drzwiami	dʐvʲamʲi
korsykańskim	kɔrsɨkaɲskʲim
złotokap	zwɔtɔkap
sabotowałyście	sabɔtɔvawɨɕt͡ɕɛ
pęki	pɛŋkʲi
analityczkom	analʲitɨt͡ʂkɔm
kupczak	kupt͡ʂak
używający	uʐɨvajɔnt͡sɨ
rurka	rurka
zamyślić	zamɨɕlʲit͡ɕ
jęczenie	jɛnt͡ʂɛɲɛ
przefruwanie	pʂɛfruvaɲɛ
posad	pɔsat
zaizolować	zaizɔlɔvat͡ɕ
klata	klata
lwu	lvu
hejter	xɛjtɛr
porach	pɔrax
misiec	mʲiɕɛt͡s
mustang	mustank
mewim	mɛvʲim
krysztofiak	krɨʂtɔfʲak
prabucki	prabut͡skʲi
imperatorowa	impɛratɔrɔva
dobro	dɔbrɔ
peta	pɛta
łowie	wɔvʲɛ
paragwajskimi	paraɡvajskʲimʲi
maszerowanie	maʂɛrɔvaɲɛ
powicher	pɔvʲixɛr
filipiec	fʲilʲipʲɛt͡s
czuto	t͡ʂutɔ
klekotun	klɛkɔtun
zdrowymi	zdrɔvɨmʲi
kalinowicz	kalʲinɔvʲit͡ʂ
starta	starta
cypryjscy	t͡sɨprɨjst͡sɨ
owal	ɔval
czczonych	t͡ʂt͡ʂɔnɨx
cięty	t͡ɕɛntɨ
walanie	valaɲɛ
rytowi	rɨtɔvʲi
parnawa	parnava
ręki	rɛŋkʲi
brzegi	bʐɛɡʲi
podał	pɔdaw
brakować	brakɔvat͡ɕ
budny	budnɨ
dacewicz	dat͡sɛvʲit͡ʂ
sadowska	sadɔfska
wydmie	vɨdmʲɛ
czubak	t͡ʂubak
dręga	drɛŋɡa
nadziei	nad͡ʑɛi
litosny	lʲitɔsnɨ
dzioboróg	d͡ʑɔbɔruk
żenua	ʐɛnua
nury	nurɨ
brzóstowicz	bʐustɔvʲit͡ʂ
żywiecczyzna	ʐɨvʲɛt͡st͡ʂɨzna
papierz	papʲɛʂ
irańskiego	iraɲskʲɛɡɔ
uskakiwać	uskakʲivat͡ɕ
marnowanej	marnɔvanɛj
postaci	pɔstat͡ɕi
wawrzonek	vavʐɔnɛk
korelacja	kɔrɛlat͡sja
snopowiązałka	snɔpɔvʲɔ̃zawka
kontu	kɔntu
zginą	zɡʲinɔ̃
zarobek	zarɔbɛk
cnotą	t͡snɔtɔ̃
pragnie	praɡɲɛ
parkingu	parkʲinɡu
trzydziestego	tʂɨd͡ʑɛstɛɡɔ
łazur	wazur
sienią	ɕɛɲɔ̃
angolskiemu	anɡɔlskʲɛmu
straciłem	strat͡ɕiwɛm
skroili	skrɔilʲi
jabło	jabwɔ
czarujący	t͡ʂarujɔnt͡sɨ
wydr	vɨdr
dekadent	dɛkadɛnt
wiliwis	vʲilʲivʲis
choleryczny	xɔlɛrɨt͡ʂnɨ
ślepą	ɕlɛpɔ̃
społecznik	spɔwɛt͡ʂɲik
nogami	nɔɡamʲi
miejscownik	mʲɛjst͡sɔvɲik
portugalskie	pɔrtuɡalskʲɛ
piwu	pʲivu
złodziej	zwɔd͡ʑɛj
kopa	kɔpa
trzeciego	tʂɛt͡ɕɛɡɔ
smaczniejszy	smat͡ʂɲɛjʂɨ
simlat	ɕimlat
babim	babʲim
żabi	ʐabʲi
łochynia	wɔxɨɲa
chłopcy	xwɔpt͡sɨ
montevideo	mɔntɛvʲidɛɔ
szczodremu	ʂt͡ʂɔdrɛmu
pomyślałem	pɔmɨɕlawɛm
bhutańskimi	butaɲskʲimʲi
odstawić	ɔtstavʲit͡ɕ
krzywoszewska	kʂɨvɔʂɛfska
krężoch	krɛ̃ʐɔx
kiju	kʲiju
zatrudnić	zatrudɲit͡ɕ
brzoskwinka	bʐɔskfʲinka
nasienie	naɕɛɲɛ
żarami	ʐaramʲi
osą	ɔsɔ̃
obronny	ɔbrɔnnɨ
początkujący	pɔt͡ʂɔntkujɔnt͡sɨ
wnioskowanie	vɲɔskɔvaɲɛ
pychą	pɨxɔ̃
najodleglejszy	najɔdlɛɡlɛjʂɨ
awangardowy	avanɡardɔvɨ
jedenaście	jɛdɛnaɕt͡ɕɛ
czerwik	t͡ʂɛrvʲik
szujami	ʂujamʲi
wykryj	vɨkrɨj
szczygła	ʂt͡ʂɨɡwa
piecu	pʲɛt͡su
zwada	zvada
przeanalizujesz	pʂɛanalʲizujɛʂ
rogoń	rɔɡɔɲ
gwałcicielka	ɡvawt͡ɕit͡ɕɛlka
zsuniecie	ssuɲɛt͡ɕɛ
noteć	nɔtɛt͡ɕ
strzec	stʂɛt͡s
śniadek	ɕɲadɛk
mrówczan	mruft͡ʂan
znamy	znamɨ
azerbejdżańskiemu	azɛrbɛjd͡ʐaɲskʲɛmu
lodówce	lɔduft͡sɛ
ile	ilɛ
przeanalizowaliście	pʂɛanalʲizɔvalʲiɕt͡ɕɛ
dozorem	dɔzɔrɛm
chaber	xabɛr
mogą	mɔɡɔ̃
kopytnik	kɔpɨtɲik
wiekami	vʲɛkamʲi
krówkach	krufkax
durem	durɛm
wystrzelić	vɨstʂɛlʲit͡ɕ
warcholą	varxɔlɔ̃
borucki	bɔrut͡skʲi
ochal	ɔxal
bezczeszczonymi	bɛst͡ʂɛʂt͡ʂɔnɨmʲi
wilno	vʲilnɔ
dubiel	dubʲɛl
zawrzesz	zavʐɛʂ
korchowiec	kɔrxɔvʲɛt͡s
sprostać	sprɔstat͡ɕ
delegacja	dɛlɛɡat͡sja
obfitej	ɔpfʲitɛj
grzybowski	ɡʐɨbɔfskʲi
absorbowano	apsɔrbɔvanɔ
gładecki	ɡwadɛt͡skʲi
indonezyjscy	indɔnɛzɨjst͡sɨ
bielszczaninie	bʲɛlʂt͡ʂaɲiɲɛ
splatanie	splataɲɛ
prawach	pravax
wina	vʲina
mróweczce	mruvɛt͡ʂt͡sɛ
chorobom	xɔrɔbɔm
pieprznięcie	pʲɛpʂɲɛɲt͡ɕɛ
ulżę	ulʐɛ
przeczytana	pʂɛt͡ʂɨtana
inteligencjo	intɛlʲiɡɛnt͡sjɔ
wiatrowi	vʲatrɔvʲi
ślijcie	ɕlʲijt͡ɕɛ
koreańskiemu	kɔrɛaɲskʲɛmu
zabijające	zabʲijajɔnt͡sɛ
dżdżu	d͡ʐd͡ʐu
bodące	bɔdɔnt͡sɛ
słupów	swupuf
pniowi	pɲɔvʲi
wietnamiec	vʲɛtnamʲɛt͡s
skałka	skawka
poszukiwania	pɔʂukʲivaɲa
bajało	bajawɔ
okrążać	ɔkrɔ̃ʐat͡ɕ
kameowy	kamɛɔvɨ
skończyliśmy	skɔɲt͡ʂɨlʲiɕmɨ
czarnawa	t͡ʂarnava
gwarzyć	ɡvaʐɨt͡ɕ
zagracie	zaɡrat͡ɕɛ
tryba	trɨba
pruję	prujɛ
wymarcie	vɨmart͡ɕɛ
rzeszót	ʐɛʂut
wietrzy	vʲɛtʂɨ
zaciskać	zat͡ɕiskat͡ɕ
azerbejdżańską	azɛrbɛjd͡ʐaɲskɔ̃
bronią	brɔɲɔ̃
nagrodę	naɡrɔdɛ
dobiech	dɔbʲɛx
dormitarz	dɔrmʲitaʂ
moskala	mɔskala
kiełkiewicz	kʲɛwkʲɛvʲit͡ʂ
ciąłem	t͡ɕɔwɛm
pytające	pɨtajɔnt͡sɛ
sieczkarnia	ɕɛt͡ʂkarɲa
trwalszego	trvalʂɛɡɔ
kurczych	kurt͡ʂɨx
zapachach	zapaxax
nagabnąć	naɡabnɔɲt͡ɕ
osuszać	ɔsuʂat͡ɕ
nurtom	nurtɔm
nonszalancko	nɔnʂalant͡skɔ
petom	pɛtɔm
palcem	palt͡sɛm
tłumaczenie	twumat͡ʂɛɲɛ
drzał	dʐaw
tacierzyński	tat͡ɕɛʐɨɲskʲi
żarłem	ʐarwɛm
jeszybot	jɛʂɨbɔt
marną	marnɔ̃
łabędzim	wabɛɲd͡ʑim
przysowa	pʂɨsɔva
zatwierdzić	zatfʲɛrd͡ʑit͡ɕ
żabki	ʐapkʲi
tomkiewicz	tɔmkʲɛvʲit͡ʂ
rozgrzeszać	rɔzɡʐɛʂat͡ɕ
bocon	bɔt͡sɔn
rodzicom	rɔd͡ʑit͡sɔm
zupę	zupɛ
adepcie	adɛpt͡ɕɛ
nadachewicz	nadaxɛvʲit͡ʂ
miernemu	mʲɛrnɛmu
maskowałybyśmy	maskɔvawɨbɨɕmɨ
podkrólewicz	pɔtkrulɛvʲit͡ʂ
bezwstydny	bɛsfstɨdnɨ
karambol	karambɔl
czerwińska	t͡ʂɛrvʲiɲska
snop	snɔp
zatwardzenie	zatfard͡zɛɲɛ
żutą	ʐutɔ̃
sklepem	sklɛpɛm
odrębnie	ɔdrɛmbɲɛ
odwoływać	ɔdvɔwɨvat͡ɕ
trafiać	trafʲat͡ɕ
kiziol	kʲiʑɔl
flasza	flaʂa
kajzerka	kajzɛrka
edykt	ɛdɨkt
zabytkowy	zabɨtkɔvɨ
zono	zɔnɔ
szary	ʂarɨ
szydłem	ʂɨdwɛm
konkołowicz	kɔŋkɔwɔvʲit͡ʂ
bronakowski	brɔnakɔfskʲi
dziewiczkiewicz	d͡ʑɛvʲit͡ʂkʲɛvʲit͡ʂ
radzie	rad͡ʑɛ
rozrusznik	rɔzruʂɲik
jeleniogórski	jɛlɛɲɔɡurskʲi
rurkonos	rurkɔnɔs
należnej	nalɛʐnɛj
zębatkach	zɛmbatkax
mendroch	mɛndrɔx
bogiń	bɔɡʲiɲ
najcichszego	najt͡ɕixʂɛɡɔ
trębacz	trɛmbat͡ʂ
niciarz	ɲit͡ɕaʂ
mierze	mʲɛʐɛ
kronikarz	krɔɲikaʂ
alegorie	alɛɡɔrʲjɛ
afatyk	afatɨk
rak	rak
ohydnemu	ɔxɨdnɛmu
kwiczor	kfʲit͡ʂɔr
nianię	ɲaɲɛ
węchowy	vɛ̃xɔvɨ
szajsung	ʂajsunk
pomożemy	pɔmɔʐɛmɨ
wykonywanie	vɨkɔnɨvaɲɛ
trut	trut
wspaniałe	fspaɲawɛ
ululam	ululam
radtke	rattkɛ
gwiaździanka	ɡvʲaʑd͡ʑanka
konfederacyjny	kɔnfɛdɛrat͡sɨjnɨ
mu	mu
najgwałtowniej	najɡvawtɔvɲɛj
męko	mɛŋkɔ
stropie	strɔpʲɛ
falisty	falʲistɨ
jaskółcza	jaskuwt͡ʂa
dżuba	d͡ʐuba
macedońskie	mat͡sɛdɔɲskʲɛ
podolec	pɔdɔlɛt͡s
mszo	mʂɔ
cych	t͡sɨx
sześćsetny	ʂɛɕsɛtnɨ
rękę	rɛŋkɛ
ograj	ɔɡraj
zupami	zupamʲi
jasiewicz	jaɕɛvʲit͡ʂ
mysior	mɨɕɔr
rzymski	ʐɨmskʲi
sztukowski	ʂtukɔfskʲi
abordaże	abɔrdaʐɛ
region	rɛɡʲjɔn
nudności	nudnɔɕt͡ɕi
nasza	naʂa
poczucie	pɔt͡ʂut͡ɕɛ
nieważny	ɲɛvaʐnɨ
burger	burɡɛr
maskowania	maskɔvaɲa
marnego	marnɛɡɔ
listopada	lʲistɔpada
estonka	ɛstɔnka
nieuczciwy	ɲɛut͡ʂt͡ɕivɨ
płacący	pwat͡sɔnt͡sɨ
cebuli	t͡sɛbulʲi
komunia	kɔmuɲa
owczarz	ɔft͡ʂaʂ
brzany	bʐanɨ
przyszłym	pʂɨʂwɨm
wyłączność	vɨwɔnt͡ʂnɔɕt͡ɕ
bladego	bladɛɡɔ
grucho	ɡruxɔ
aramejski	aramɛjskʲi
wierzyła	vʲɛʐɨwa
krzywoprzysięstwo	kʂɨvɔpʂɨɕɛ̃stfɔ
terapeuta	tɛrapɛwta
immanentny	immanɛntnɨ
biszkopt	bʲiʂkɔpt
demiurg	dɛmʲurk
turłaj	turwaj
rus	rus
popłoch	pɔpwɔx
pstrzy	pstʂɨ
sądownictwo	sɔndɔvɲit͡stfɔ
planszówka	planʂufka
bałwochwalca	bawvɔxfalt͡sa
łagodny	waɡɔdnɨ
zaletą	zalɛtɔ̃
wtranżolić	ftranʐɔlʲit͡ɕ
budzikowski	bud͡ʑikɔfskʲi
fatwa	fatfa
wytresować	vɨtrɛsɔvat͡ɕ
wnuk	vnuk
kuplerstwo	kuplɛrstfɔ
łachą	waxɔ̃
macioch	mat͡ɕɔx
akwitania	akfʲitaɲa
zachwiali	zaxfʲalʲi
malecka	malɛt͡ska
otuchę	ɔtuxɛ
bucha	buxa
gawędą	ɡavɛndɔ̃
przesyłka	pʂɛsɨwka
obrażać	ɔbraʐat͡ɕ
znalazłyby	znalazwɨbɨ
malinko	malʲinkɔ
dubbingujących	dabʲinɡujɔnt͡sɨx
kibelek	kʲibɛlɛk
gól	ɡul
dzisiaj	d͡ʑiɕaj
płowemu	pwɔvɛmu
katę	katɛ
społem	spɔwɛm
szejkanat	ʂɛjkanat
zakażały	zakaʐawɨ
osłowi	ɔswɔvʲi
wstecz	fstɛt͡ʂ
potyliczny	pɔtɨlʲit͡ʂnɨ
silną	ɕilnɔ̃
blejgielb	blɛjɡʲɛlp
święconki	ɕfʲɛnt͡sɔnkʲi
energię	ɛnɛrɡʲɛ
dbale	dbalɛ
jamraj	jamraj
zengota	zɛŋɡɔta
noyszewska	nɔɨʂɛfska
żabek	ʐabɛk
okrzeja	ɔkʂɛja
kociołowicz	kɔt͡ɕɔwɔvʲit͡ʂ
sprawniejszy	spravɲɛjʂɨ
zapatrywać	zapatrɨvat͡ɕ
południowokoreańskiego	pɔwudɲɔvɔkɔrɛaɲskʲɛɡɔ
jola	jɔla
giel	ɡʲɛl
chociej	xɔt͡ɕɛj
kucie	kut͡ɕɛ
pokop	pɔkɔp
niewęgłowska	ɲɛvɛŋɡwɔfska
niewielcy	ɲɛvʲɛlt͡sɨ
natura	natura
względny	vzɡlɛndnɨ
wolach	vɔlax
przetopienie	pʂɛtɔpʲɛɲɛ
woń	vɔɲ
drużdż	druʂt͡ʂ
gwiezdnymi	ɡvʲɛzdnɨmʲi
też	tɛʂ
został	zɔstaw
stopiec	stɔpʲɛt͡s
sprzedaż	spʂɛdaʂ
kurom	kurɔm
marzną	marznɔ̃
zakładanie	zakwadaɲɛ
znalazło	znalazwɔ
kłączem	kwɔnt͡ʂɛm
nadszedł	natʂɛdw
jemeńskiej	jɛmɛɲskʲɛj
bawołem	bavɔwɛm
indoktrynować	indɔktrɨnɔvat͡ɕ
afatyczce	afatɨt͡ʂt͡sɛ
mogiła	mɔɡʲiwa
przeanalizuje	pʂɛanalʲizujɛ
pocieszać	pɔt͡ɕɛʂat͡ɕ
awers	avɛrs
wywąchanie	vɨvɔ̃xaɲɛ
symbolizm	sɨmbɔlʲizm
jeglorz	jɛɡlɔʂ
dubliński	dublʲiɲskʲi
bezo	bɛzɔ
kamratka	kamratka
rakuś	rakuɕ
bosą	bɔsɔ̃
rosjanin	rɔsjaɲin
szprychowy	ʂprɨxɔvɨ
dobremu	dɔbrɛmu
stempiński	stɛmpʲiɲskʲi
niemczyk	ɲɛmt͡ʂɨk
poznani	pɔznaɲi
wierzyło	vʲɛʐɨwɔ
bryndza	brɨnd͡za
gnocchi	ɲɔkkʲi
borczak	bɔrt͡ʂak
pachołek	paxɔwɛk
pręgoczub	prɛŋɡɔt͡ʂup
romantyzm	rɔmantɨzm
konkurs	kɔnkurs
strunami	strunamʲi
kochaniec	kɔxaɲɛt͡s
jechanie	jɛxaɲɛ
starają	starajɔ̃
jurysdykcja	jurɨsdɨkt͡sja
krukom	krukɔm
wyszedł	vɨʂɛdw
mulich	mulʲix
sokołom	sɔkɔwɔm
prosto	prɔstɔ
oparli	ɔparlʲi
pomidorowa	pɔmʲidɔrɔva
wodą	vɔdɔ̃
laszami	laʂamʲi
mikulicz	mʲikulʲit͡ʂ
parchimowicz	parxʲimɔvʲit͡ʂ
slipy	slʲipɨ
wspanialszy	fspaɲalʂɨ
obwal	ɔbval
grubiański	ɡrubʲaɲskʲi
prąciach	prɔɲt͡ɕax
gadzich	ɡad͡ʑix
piłaby	pʲiwabɨ
bzyczeć	bzɨt͡ʂɛt͡ɕ
jadeit	jadɛit
chwalisz	xfalʲiʂ
uprzejmą	upʂɛjmɔ̃
medioznawstwo	mɛdjɔznafstfɔ
rynsztokowy	rɨnʂtɔkɔvɨ
niemiłosiernie	ɲɛmʲiwɔɕɛrɲɛ
przywłaszczyciel	pʂɨvwaʂt͡ʂɨt͡ɕɛl
słonką	swɔnkɔ̃
pietrowicz	pʲɛtrɔvʲit͡ʂ
widlik	vʲidlʲik
kłódka	kwutka
moździerzowy	mɔʑd͡ʑɛʐɔvɨ
reumatyzm	rɛwmatɨzm
duchowa	duxɔva
molekuła	mɔlɛkuwa
dunal	dunal
balasa	balasa
kluchu	kluxu
pasów	pasuf
obiecacie	ɔbʲɛt͡sat͡ɕɛ
nosowicz	nɔsɔvʲit͡ʂ
służąca	swuʐɔnt͡sa
ziołom	ʑɔwɔm
łapał	wapaw
zainsynuować	zainsɨnuɔvat͡ɕ
frytce	frɨtt͡sɛ
londyński	lɔndɨɲskʲi
bryłonosek	brɨwɔnɔsɛk
streszczanie	strɛʂt͡ʂaɲɛ
bokun	bɔkun
woleli	vɔlɛlʲi
rusinowicz	ruɕinɔvʲit͡ʂ
innowacja	innɔvat͡sja
ścibor	ɕt͡ɕibɔr
zmyłka	zmɨwka
osobowe	ɔsɔbɔvɛ
rafinacja	rafʲinat͡sja
nieczczenia	ɲɛt͡ʂt͡ʂɛɲa
wędzel	vɛnd͡zɛl
płową	pwɔvɔ̃
znaczyć	znat͡ʂɨt͡ɕ
kolumbijskiej	kɔlumbʲijskʲɛj
doceniająca	dɔt͡sɛɲajɔnt͡sa
denny	dɛnnɨ
sypień	sɨpʲɛɲ
źli	ʑlʲi
przypominanie	pʂɨpɔmʲinaɲɛ
dżinsy	d͡ʐinsɨ
płynny	pwɨnnɨ
lęg	lɛŋk
nieczynny	ɲɛt͡ʂɨnnɨ
krzakówka	kʂakufka
pieleń	pʲɛlɛɲ
kontekst	kɔntɛkst
lokatorem	lɔkatɔrɛm
kolejnego	kɔlɛjnɛɡɔ
pellowski	pɛllɔfskʲi
wschodnia	fsxɔdɲa
malarka	malarka
sądzimy	sɔɲd͡ʑimɨ
najpodlejszy	najpɔdlɛjʂɨ
wadzimy	vad͡ʑimɨ
pukiel	pukʲɛl
sotwin	sɔtfʲin
szymanowska	ʂɨmanɔfska
tęczyńska	tɛnt͡ʂɨɲska
korpyś	kɔrpɨɕ
kretowór	krɛtɔvur
najgwałtowniejszy	najɡvawtɔvɲɛjʂɨ
przytulniejszy	pʂɨtulɲɛjʂɨ
osim	ɔɕim
kalwinistka	kalvʲiɲistka
barański	baraɲskʲi
radosnym	radɔsnɨm
elegancko	ɛlɛɡant͡skɔ
noszami	nɔʂamʲi
rybacki	rɨbat͡skʲi
bagażnik	baɡaʐɲik
szczenię	ʂt͡ʂɛɲɛ
zabijemy	zabʲijɛmɨ
owocnym	ɔvɔt͡snɨm
dbano	dbanɔ
amsterdamski	amstɛrdamskʲi
mięciel	mʲɛɲt͡ɕɛl
namalowanie	namalɔvaɲɛ
powracanie	pɔvrat͡saɲɛ
wyższego	vɨʂʂɛɡɔ
maciakiewicz	mat͡ɕakʲɛvʲit͡ʂ
uniform	uɲifɔrm
baszkirskiego	baʂkʲirskʲɛɡɔ
liściowy	lʲiɕt͡ɕɔvɨ
lak	lak
rozgrzewać	rɔzɡʐɛvat͡ɕ
bugdał	buɡdaw
żwawi	ʐvavʲi
kwasem	kfasɛm
zaabonowały	zaabɔnɔvawɨ
dobroch	dɔbrɔx
rojom	rɔjɔm
fitopatologia	fʲitɔpatɔlɔɡʲja
kręcę	krɛnt͡sɛ
piekarczyk	pʲɛkart͡ʂɨk
rajfurstwo	rajfurstfɔ
ciosem	t͡ɕɔsɛm
wybieranie	vɨbʲɛraɲɛ
skromni	skrɔmɲi
tuzim	tuʑim
bełchatowianinowi	bɛwxatɔvʲaɲinɔvʲi
bufon	bufɔn
blachosmród	blaxɔsmrut
osika	ɔɕika
wyrzutek	vɨʐutɛk
kuczer	kut͡ʂɛr
miksomatoza	mʲiksɔmatɔza
całkowicie	t͡sawkɔvʲit͡ɕɛ
szyjo	ʂɨjɔ
miotłem	mʲɔtwɛm
pielęgnować	pʲɛlɛŋɡnɔvat͡ɕ
oblaki	ɔblakʲi
rozporządzenie	rɔspɔʐɔnd͡zɛɲɛ
dopierała	dɔpʲɛrawa
pacałem	pat͡sawɛm
godoj	ɡɔdɔj
gogacz	ɡɔɡat͡ʂ
walnym	valnɨm
bocianie	bɔt͡ɕaɲɛ
wyprysk	vɨprɨsk
wpłatami	fpwatamʲi
smogowy	smɔɡɔvɨ
wentylator	vɛntɨlatɔr
nogalska	nɔɡalska
kudłaty	kudwatɨ
podłóg	pɔdwuk
oderwany	ɔdɛrvanɨ
machowicz	maxɔvʲit͡ʂ
niektórzy	ɲɛktuʐɨ
ugasić	uɡaɕit͡ɕ
wujek	vujɛk
szofer	ʂɔfɛr
kącie	kɔɲt͡ɕɛ
spągów	spɔŋɡuf
nigdy	ɲiɡdɨ
mylone	mɨlɔnɛ
telenda	tɛlɛnda
złośnik	zwɔɕɲik
trzeciak	tʂɛt͡ɕak
pantomima	pantɔmʲima
turenia	turɛɲa
ogród	ɔɡrut
misie	mʲiɕɛ
łamiąca	wamʲɔnt͡sa
koiłaś	kɔiwaɕ
odarcie	ɔdart͡ɕɛ
wychyl	vɨxɨl
najczcigodniejszą	najt͡ʂt͡ɕiɡɔdɲɛjʂɔ̃
darowi	darɔvʲi
łuską	wuskɔ̃
oczojebny	ɔt͡ʂɔjɛbnɨ
chronologia	xrɔnɔlɔɡʲja
tysiączne	tɨɕɔnt͡ʂnɛ
przepowiednia	pʂɛpɔvʲɛdɲa
upijać	upʲijat͡ɕ
swoim	sfɔim
fioletowawi	fʲɔlɛtɔvavʲi
okup	ɔkup
baptysterium	baptɨstɛrʲjum
bursztyn	burʂtɨn
krasowy	krasɔvɨ
schli	sxlʲi
rozgrzej	rɔzɡʐɛj
tomaszewski	tɔmaʂɛfskʲi
sfora	sfɔra
raczka	rat͡ʂka
kadra	kadra
opatrunek	ɔpatrunɛk
grzeczniejszego	ɡʐɛt͡ʂɲɛjʂɛɡɔ
rozgłaszać	rɔzɡwaʂat͡ɕ
szczerość	ʂt͡ʂɛrɔɕt͡ɕ
chodasiewicz	xɔdaɕɛvʲit͡ʂ
uszów	uʂuf
katami	katamʲi
łuszczeniec	wuʂt͡ʂɛɲɛt͡s
kaźmierczyk	kaʑmʲɛrt͡ʂɨk
epoka	ɛpɔka
bukiem	bukʲɛm
