pamīsus	pamiːzus
calculō	kalkulɔ
soractia	sɔrakt͡sia
inventiō	invɛnt͡siɔ
probābilis	prɔbaːbilis
gitanae	d͡ʒiːt̪anɛ
vīperea	vipɛːrɛa
caedrius	t͡ʃɛːd̪rius
aliter	aːlit̪ɛr
vīsiō	viːziɔ
integritās	in̪t̪ɛːɡrit̪as
illecebrōsē	illɛt͡ʃɛbrɔːzɛ
monochordos	mɔnɔkɔrd̪ɔs
brūnsvīcum	brunsviːkum
vigor	viːɡɔr
agellus	ad͡ʒɛllus
lentia	lɛnt͡sia
coelicolor	t͡ʃɛliːkɔlɔr
cȳma	t͡ʃiːma
lutetia	lut̪ɛːt͡sia
amburbiālis	amburbiaːlis
acūtirōstris	akut̪irɔst̪ris
pākistānēnsis	pat͡ʃist̪anɛnsis
laudābāmus	lau̯d̪abaːmus
sītanius	sit̪aːnius
cambosicus	kambɔːzikus
īnsulōsus	insulɔːzus
hospitāliter	ɔspit̪aːlit̪ɛr
brigantiēnsis	briɡant͡siɛnsis
genitor	d͡ʒɛːnit̪ɔr
bisambritae	bizambrit̪ɛ
incūria	iŋkuːria
tribālis	t̪ribaːlis
cincinnus	t͡ʃin̠ʲt͡ʃinnus
excellentia	ɛkst͡ʃɛllɛnt͡sia
caver	kaːvɛr
vēnātiō	vɛnaːt͡siɔ
inde	in̪d̪ɛ
audī	au̯d̪i
ēgerimus	ɛd͡ʒɛriːmus
fulgeō	ful̠ʲd͡ʒɛɔ
pūlex	puːlɛks
dēdicās	d̪ɛːd̪ikas
vīvācitās	vivaːt͡ʃit̪as
prōvēnerimus	prɔvɛnɛːrimus
vīndēmiālis	vin̪d̪ɛmiaːlis
acāciifōrmis	akat͡ʃiifɔrmis
subtexō	supt̪ɛksɔ
extrēmum	ɛkst̪rɛːmum
fluentisonus	fluɛn̪t̪iːzɔnus
angustifrontibus	aŋɡust̪ifrɔn̪t̪ibus
extrūdent	ɛkst̪ruːd̪ɛn̪t̪
catascopium	kat̪askɔːpium
māiōrānus	majɔraːnus
locor	lɔːkɔr
quadrātūra	kwad̪rat̪uːra
īnfōrmis	infɔrmis
adjiciō	ad̪jiːt͡ʃiɔ
crassitius	krassiːt͡sius
locūtiōnibus	lɔkut͡siɔːnibus
subveniō	subvɛːniɔ
cōgitō	kɔːd͡ʒit̪ɔ
pēgasus	pɛːɡazus
scaldis	skal̪d̪is
rēgālis	rɛɡaːlis
poppyzōn	pɔppidd͡zɔn
grāta	ɡraːt̪a
quīnquiplex	kwiŋkwiplɛks
patrītus	pat̪riːt̪us
antēs	an̪t̪ɛs
apsinthium	apsin̪t̪ium
positīvōs	pɔzit̪iːvɔs
īnstande	inst̪an̪d̪ɛ
ostendō	ɔst̪ɛn̪d̪ɔ
coniūrō	kɔnjuːrɔ
teātīnus	t̪ɛat̪iːnus
baiulātiō	bajulaːt͡siɔ
olbius	ɔlbius
pessimō	pɛssimɔ
exclūsīvus	ɛkskluziːvus
restaurantī	rɛst̪au̯ran̪t̪i
interula	in̪t̪ɛːrula
fīdēs	fiːd̪ɛs
vadīs	vaːd̪is
specimina	spɛt͡ʃiːmina
lītera	liːt̪ɛra
lytra	liːt̪ra
obnūbilus	ɔbnuːbilus
obsonāre	ɔpsɔnaːrɛ
genūflectō	d͡ʒɛnuflɛkt̪ɔ
aeternāliter	ɛt̪ɛrnaːlis
mōlecola	mɔlɛːkɔla
disputātiō	d̪isput̪aːt͡siɔ
alaea	alɛːa
applaudō	applau̯d̪ɔ
dīiungō	d̪ijuŋɡɔ
piper	piːpɛr
isthmus	ist̪mus
circumiectiō	t͡ʃirkumjɛkt͡siɔ
praesideō	prɛziːd̪ɛɔ
abierimus	abiɛriːmus
maledictor	malɛd̪ikt̪ɔr
venustō	vɛnust̪ɔ
ulcīscō	ul̠ʲt͡ʃiskɔ
pascuālis	paskuaːlis
īnspergō	inspɛrɡɔ
olle	ɔllɛ
praefestīnō	prɛfɛst̪iːnɔ
lacmōn	lakmɔn
stoechadēs	st̪ɛːkad̪ɛs
ferrum	fɛrrum
raimundus	raimun̪d̪us
mūrilegus	muriːlɛɡus
silvanectēs	silvanɛkt̪ɛs
tantasius	t̪an̪t̪aːzius
cōnflīctātiō	kɔnflikt̪aːt͡siɔ
puerīlis	puɛriːlis
pāstū	past̪u
dubius	d̪uːbius
ascella	aʃʃɛlla
intrōductor	in̪t̪rɔd̪ukt̪ɔr
acēscō	at͡ʃɛskɔ
scītulus	ʃiːt̪ulus
anticipantō	an̪t̪it͡ʃipan̪t̪ɔ
aegimurus	ɛd͡ʒiːmurus
choraulēs	kɔrau̯lɛs
ējectō	ɛjɛkt̪ɔ
timeō	t̪iːmɛɔ
intervenit	in̪t̪ɛrvɛnit̪
acidō	aːt͡ʃid̪ɔ
iūcundior	jukun̪d̪iɔr
supprimō	supprimɔ
phaedima	fɛːd̪ima
pulmō	pulmɔ
angōlānī	aŋɡɔlaːni
vagārem	vaɡaːrɛm
catastropha	kat̪ast̪rɔfa
pūnctigerus	puŋkt̪iːd͡ʒɛrus
titūrius	t̪it̪uːrius
dāvīd	d̪aːvid̪
somalicus	sɔmaːlikus
inopis	iːnɔpis
vennōnēs	vɛnnɔːnɛs
tarnis	t̪arnis
pigrēdō	piɡrɛːd̪ɔ
carcasō	karkazɔ
conplānō	kɔmplaːnɔ
testiculus	t̪ɛst̪iːkulus
mūcus	muːkus
ōrālis	ɔraːlis
oescus	ɛskus
davūricō	d̪avuːrikɔ
denticulus	d̪ɛn̪t̪iːkulus
curacaoēnsis	kurazau̯ɛnsis
catheī	kaːt̪ɛi
prīvernum	privɛrnum
laudant	lau̯d̪an̪t̪
faenārius	fɛnaːrius
praegāvīsus	prɛɡaviːzus
spontānea	spɔn̪t̪aːnɛa
cluvius	kluːvius
sēligō	sɛːliɡɔ
superciliōsus	supɛrt͡ʃiliːɔzus
cōnstēllātiō	kɔnst̪ɛllaːt͡siɔ
caveō	kaːvɛɔ
almōpēs	almɔːpɛs
convicta	kɔnvikt̪a
develtus	d̪ɛvɛl̪t̪us
obrogāverimus	ɔbrɔɡavɛriːmus
biologia	biɔlɔːd͡ʒia
iōniacam	iɔniːakam
tarmitēs	t̪armit̪ɛs
substantīva	supst̪an̪t̪iːva
vorāginōsī	vɔrad͡ʒinɔːzi
solle	sɔllɛ
panacēa	panat͡ʃɛːa
titubō	t̪iːt̪ubɔ
ēventus	ɛvɛn̪t̪us
superlucror	supɛrlukrɔr
dēlēbilis	d̪ɛlɛːbilis
prōscrīptō	prɔskript̪ɔ
gargilius	ɡard͡ʒiːlius
badius	baːd̪ius
mussitāverimus	mussit̪avɛriːmus
exproperātus	ɛksprɔpɛraːt̪us
ogganniō	ɔɡɡanniɔ
falcō	falkɔ
obsequia	ɔpsɛːkwia
tuscilius	t̪uʃʃiːlius
cōnsēmineus	kɔnsɛmiːnɛus
crocitō	krɔːt͡ʃit̪ɔ
quaternārius	kwat̪ɛrnaːrius
perfidus	pɛrfid̪us
mexicānus	mɛksikaːnus
īnfāmāveritis	infamavɛːrit̪is
petrō	pɛːt̪rɔ
concessibilis	kɔn̠ʲt͡ʃɛssiːbilis
piscēs	piʃʃɛs
cōnsectātor	kɔnsɛkt̪aːt̪ɔr
tenebrae	t̪ɛːnɛbrɛ
tormentīs	t̪ɔrmɛn̪t̪is
catalinēnsis	kat̪alinɛnsis
tingis	t̪in̠ʲd͡ʒis
belligerantēs	bɛllid͡ʒɛran̪t̪ɛs
aethalia	ɛt̪aːlia
vorāginōsōs	vɔrad͡ʒinɔːzɔs
atavī	aːt̪avi
lusciēnus	luʃʃiɛːnus
farīnārius	farinaːrius
ōscitō	ɔʃʃit̪ɔ
subductārius	subd̪ukt̪aːrius
thōmix	t̪ɔːmiks
samothrācia	samɔt̪raːt͡ʃia
īram	iːram
avicenna	avit͡ʃɛnna
praedō	prɛːd̪ɔ
gebbanītae	d͡ʒɛbbaniːt̪ɛ
hebeninus	ɛbɛːninus
staberius	st̪abɛːrius
samūēl	samuːɛl
oppidius	ɔppiːd̪ius
nērius	nɛːrius
compugnō	kɔmpuɲɲɔ
cuscolium	kuskɔːlium
tettīgonium	t̪ɛt̪t̪iɡɔːnium
salūtō	saluːt̪ɔ
resultās	rɛzul̪t̪as
cusus	kuːzus
limanicus	limaːnikus
iūdicātīvus	jud̪ikat̪iːvus
flammiger	flammid͡ʒɛr
interpōnō	in̪t̪ɛrpɔːnɔ
abolēscō	abɔlɛskɔ
pervēneris	pɛrvɛːnɛris
sylvicolus	silviːkɔlus
cooperātīvōs	kɔɔpɛrat̪iːvɔs
cicurīnus	t͡ʃikuriːnus
genūflexus	d͡ʒɛnuflɛksus
gravitātiō	ɡravit̪aːt͡siɔ
meāveris	mɛaːvɛris
paedagōgiānus	pɛd̪aɡɔd͡ʒiaːnus
idea	iːd̪ɛa
virius	viːrius
moschus	mɔskus
claudere	klau̯d̪ɛːrɛ
gula	ɡuːla
corniculātus	kɔrnikulaːt̪us
vēnōsō	vɛnɔːzɔ
tauricornis	t̪au̯rikɔrnis
adgāvīsus	ad̪ɡaviːzus
bicentēnārius	bit͡ʃɛn̪t̪ɛnaːrius
chrīstiānō	krist̪iaːnɔ
brevicornis	brɛvikɔrnis
arrūgia	arruːd͡ʒia
inventiōne	invɛnt͡siɔːnɛ
nūga	nuːɡa
intrōdūcō	in̪t̪rɔd̪uːkɔ
prōportiōnālis	prɔpɔrt͡siɔnaːlis
subrīdeō	subriːd̪ɛɔ
redduce	rɛd̪d̪ut͡ʃɛ
geōmetria	d͡ʒɛɔmɛːt̪ria
fortūnō	fɔrt̪uːnɔ
caupōnārius	kau̯pɔnaːrius
mediānus	mɛd̪iaːnus
sagittārius	sad͡ʒit̪t̪aːrius
pācificātiō	pat͡ʃifikaːt͡siɔ
casia	kaːzia
obryzus	ɔbridd͡zus
essentiāle	ɛssɛnt͡siaːlɛ
zōpyron	d͡zɔːpirɔn
rubefactūrus	rubɛfakt̪uːrus
successor	sutt͡ʃɛssɔr
cynōps	t͡ʃiːnɔps
particula	part̪iːkula
libēns	liːbɛns
addēnsō	ad̪d̪ɛnsɔ
rusucurium	ruzukuːrium
ambulātrīx	ambulaːt̪riks
taberna	t̪abɛrna
ferōculus	fɛrɔːkulus
osmiō	ɔsmiɔ
candeō	kan̪d̪ɛɔ
adit	aːd̪it̪
sorōricīdium	sɔrɔrit͡ʃiːd̪ium
interiiciō	in̪t̪ɛrjiːt͡ʃiɔ
cognōscere	kɔɲɲɔʃʃɛrɛ
testātor	t̪ɛst̪aːt̪ɔr
alternātīva	al̪t̪ɛrnat̪iːva
vigōrem	viɡɔːrɛm
dōra	d̪ɔːra
exjūrō	ɛksjuːrɔ
himalayēnsis	imalajɛnsis
leucochrȳsos	lɛu̯kɔkriːzɔs
alcalīnus	alkaliːnus
cōnspicuus	kɔnspiːkuus
captūre	kapt̪uːrɛ
pējōris	pɛjɔːris
spodos	spɔːd̪ɔs
commaneō	kɔmmaːnɛɔ
amadocī	amaːd̪ɔt͡ʃi
phīdōn	fiːd̪ɔn
dēductiō	d̪ɛd̪ukt͡siɔ
rūsticor	rust̪ikɔr
silvāna	silvaːna
spongia	spɔn̠ʲd͡ʒia
suindīnum	suin̪d̪iːnum
commūnis	kɔmmuːnis
nerātius	nɛraːt͡sius
seneciō	sɛnɛːt͡ʃiɔ
appendiculātus	appɛn̪d̪ikulaːt̪us
ageladās	ad͡ʒɛːlad̪as
membrānāceus	mɛmbranaːt͡ʃɛus
zinziāre	d͡zind͡ziaːrɛ
mnēsiclēs	mnɛːziklɛs
sabōcī	sabɔːt͡ʃi
dulcātor	d̪ulkaːt̪ɔr
persimilis	pɛrsiːmilis
vēles	vɛːlɛs
mandāveritis	man̪d̪avɛriːt̪is
vīnctiō	viŋkt͡siɔ
mēthymna	mɛt̪imna
absentīvus	apsɛn̪t̪iːvus
brundusium	brun̪d̪uːzium
nēritus	nɛːrit̪us
absinthiātus	apsin̪t̪iaːt̪us
viātōrī	viat̪ɔːri
ōrāns	ɔːrans
dēpūrō	d̪ɛpuːrɔ
inregibilis	inrɛd͡ʒiːbilis
incohō	iŋkɔɔ
vīgintivir	vid͡ʒin̪t̪ivir
natta	nat̪t̪a
trichrus	t̪riːkrus
mōnstruōsus	mɔnst̪ruɔːzus
vormatia	vɔrmaːt͡sia
viātrīcibus	viat̪riːt͡ʃibus
torminōsus	t̪ɔrminɔːzus
allēgoria	allɛɡɔːria
dyrrhachium	d̪irraːkium
commadeō	kɔmmaːd̪ɛɔ
clāva	klaːva
iōniacīs	iɔniːat͡ʃis
gindarus	d͡ʒin̪d̪arus
cūbānī	kubaːni
centgrāvius	t͡ʃɛn̪t̪ɡraːvius
contenēbrō	kɔn̪t̪ɛnɛːbrɔ
oriundās	ɔriun̪d̪as
oxybiī	ɔksiːbii
moxoēnē	mɔksɔɛːnɛ
fōns	fɔns
subsōlānus	supsɔlaːnus
ū̆ncia	un̠ʲt͡ʃia
prōstō	prɔst̪ɔ
tridentiger	t̪rid̪ɛn̪t̪id͡ʒɛr
inalbēscō	inalbɛskɔ
hydraōtēs	id̪raɔːt̪ɛs
stūrnium	st̪urnium
ūniversālis	univɛrsaːlis
oblīviō	ɔbliːviɔ
apprēnsō	apprɛnsɔ
cōnscreor	kɔnskrɛɔr
supervēnerimus	supɛrvɛnɛriːmus
sustentārās	sust̪ɛn̪t̪aːras
lassātis	lassaːt̪is
prīmus	priːmus
abiciō	abjiːt͡ʃiɔ
pulte	pul̪t̪ɛ
pectorālis	pɛkt̪ɔraːlis
maledictitō	malɛd̪ikt̪it̪ɔ
atacamēnsis	at̪akamɛnsis
abdicātīvō	abd̪ikat̪iːvɔ
azureus	add͡zuːrɛus
dērogātiō	d̪ɛrɔɡaːt͡siɔ
castanētum	kast̪anɛːt̪um
indūrātus	in̪d̪uraːt̪us
acrocarpus	akrɔkarpus
mōtus	mɔːt̪us
pampinātor	pampinaːt̪ɔr
prōtractiō	prɔt̪rakt͡siɔ
sālentīnī	salɛn̪t̪iːni
remaneō	rɛmaːnɛɔ
biceps	biːt͡ʃɛps
balteus	bal̪t̪ɛus
sandaliārius	san̪d̪aliaːrius
triquetrus	t̪rikwɛt̪rus
exolēte	ɛksɔlɛːt̪ɛ
tractātrīx	t̪rakt̪aːt̪riks
glōssa	ɡlɔssa
lībrō	liːbrɔ
camacae	kaːmat͡ʃɛ
aegrē	ɛːɡrɛ
grātīs	ɡraːt̪is
pelsō	pɛlsɔ
scorpius	skɔrpius
sappīnus	sappiːnus
damnor	d̪amnɔr
exportem	ɛkspɔrt̪ɛm
incitātīs	in̠ʲt͡ʃit̪aːt̪is
cydara	t͡ʃiːd̪ara
michā	miːka
topiārius	t̪ɔpiaːrius
clāvicornis	klavikɔrnis
sphinx	sfiŋks
gravida	ɡraːvid̪a
adriānās	ad̪riaːnas
coix	kɔːiks
deō	d̪ɛːɔ
condūcibilis	kɔn̪d̪ut͡ʃiːbilis
choātrae	kɔaːt̪rɛ
latrō	laːt̪rɔ
maronitus	marɔːnit̪us
accubitus	akkuːbit̪us
harundinētum	arun̪d̪inɛːt̪um
indisciplīnōsus	in̪d̪iʃʃiplinɔːzus
gerēnia	d͡ʒɛrɛːnia
thyamis	t̪iːamis
connecticūta	kɔnnɛkt̪ikuːt̪a
lībum	liːbum
versifōrmis	vɛrsifɔrmis
acīnaceus	at͡ʃinaːt͡ʃɛus
falsō	falsɔ
stēllātus	st̪ɛllaːt̪us
colombiānōs	kɔlɔmbiaːnɔs
pigeō	piːd͡ʒɛɔ
dioicus	d̪iɔːikus
īliacus	iliːakus
cōnfessor	kɔnfɛssɔr
frendēre	frɛn̪d̪ɛːrɛ
cȳmōsus	t͡ʃimɔːzus
glottorō	ɡlɔt̪t̪ɔrɔ
immūtābilis	immut̪aːbilis
longitia	lɔn̠ʲd͡ʒiːt͡sia
anticāria	an̪t̪ikaːria
penthesilēa	pɛn̪t̪ɛzilɛːa
comprānsor	kɔmpransɔr
dēmulceō	d̪ɛmul̠ʲt͡ʃɛɔ
itanum	iːt̪anum
crūdēlis	krud̪ɛːlis
planifrōns	plaːnifrɔns
penārius	pɛnaːrius
pāscēbantur	paʃʃɛban̪t̪ur
diaetārius	d̪iɛt̪aːrius
hēmicrānia	ɛmikraːnia
iūveris	juvɛːris
erus	ɛːrus
mycalēssus	mikalɛssus
adorum	ad̪ɔːrum
squāmigerī	skwamiːd͡ʒɛri
praejiciō	prɛjiːt͡ʃiɔ
harēna	arɛːna
iānus	jaːnus
īnferibilis	infɛriːbilis
crocus	krɔːkus
fulvipēs	fulvipɛs
opsius	ɔpsius
ultor	ul̪t̪ɔr
thyssus	t̪issus
ulubrae	uːlubrɛ
paeōnia	pɛɔːnia
rugītus	rud͡ʒiːt̪us
protasis	prɔːt̪azis
copratēs	kɔːprat̪ɛs
coinquinō	kɔiŋkwinɔ
sagmen	saɡmɛn
septuennis	sɛpt̪uɛnnis
dissolūtus	d̪issɔluːt̪us
pōtor	pɔːt̪ɔr
reflāgitō	rɛflaːd͡ʒit̪ɔ
prōlixē	prɔliksɛ
actīniō	akt̪iːniɔ
nictāverimus	nikt̪avɛriːmus
moschōs	mɔskɔs
perendinus	pɛrɛn̪d̪inus
angōlānus	aŋɡɔlaːnus
ūvor	uːvɔr
tītillus	t̪it̪illus
nīcoclēs	niːkɔklɛs
grandimanus	ɡran̪d̪iːmanus
lasia	laːzia
carbunculus	karbuŋkulus
quōs	kwɔs
nūntiātōrius	nunt͡siat̪ɔːrius
fānulum	faːnulum
inopīnus	inɔpiːnus
īrācundia	irakun̪d̪ia
ōvātās	ɔvaːt̪as
haesitantia	ɛzit̪ant͡sia
revēnerimus	rɛvɛnɛriːmus
ēvocō	ɛːvɔkɔ
borāgō	bɔraːɡɔ
expergīscor	ɛkspɛrd͡ʒiskɔr
geranītis	d͡ʒɛraniːt̪is
pactiō	pakt͡siɔ
sardabal	sard̪abal
flammābundus	flammabun̪d̪us
crūdēlē	krud̪ɛːlɛ
aconitifolius	akɔnit̪ifɔːlius
alberta	albɛrt̪a
gladius	ɡlaːd̪ius
artacaeōn	art̪at͡ʃɛːɔn
architector	arkit̪ɛkt̪ɔr
īnfirmātīs	infirmaːt̪is
homogeneus	ɔmɔd͡ʒɛːnɛus
impingō	impiŋɡɔ
sigmodontis	siɡmɔd̪ɔn̪t̪is
pācificus	pat͡ʃiːfikus
slovacicus	slɔvaːt͡ʃikus
prōpāgō	prɔpaːɡɔ
fētō	fɛːt̪ɔ
strangulō	st̪raŋɡulɔ
antrum	an̪t̪rum
tongeō	t̪ɔn̠ʲd͡ʒɛɔ
saturārēs	sat̪uraːrɛs
anticipantī	an̪t̪it͡ʃipan̪t̪i
tagāx	t̪aːɡaks
hispāna	ispaːna
orīginārī	ɔrid͡ʒinaːri
crīminō	kriːminɔ
javanēnsis	javanɛnsis
ēmendō	ɛmɛn̪d̪ɔ
calumniātor	kalumniaːt̪ɔr
eurymenae	ɛu̯riːmɛnɛ
convolvō	kɔnvɔlvɔ
ībidem	iːbid̪ɛm
merīdiāns	mɛriːd̪ians
afflātus	afflat̪us
negōtiōsus	nɛɡɔt͡siɔːzus
explicātor	ɛksplikaːt̪ɔr
meditrīna	mɛd̪it̪riːna
andamanicus	an̪d̪amaːnikus
hiātūrus	iat̪uːrus
saturam	saːt̪uram
habenda	abɛn̪d̪a
clīnō	kliːnɔ
biblia	biːblia
foedifragō	fɛd̪iːfraɡɔ
dascūsa	d̪askuːza
expānsīvōs	ɛkspansiːvɔs
dulcāmen	d̪ulkaːmɛn
poēticus	pɔɛːt̪ikus
mongoliēnsis	mɔŋɡɔliɛnsis
multiplicāveris	mul̪t̪iplikaːvɛris
segōsa	sɛɡɔːza
occupāverimus	ɔkkupavɛriːmus
īnsāniō	insaːniɔ
neutra	nɛu̯t̪ra
hymenaeus	imɛnɛːus
antilēna	an̪t̪ilɛːna
sūtilis	suːt̪ilis
sidērītis	sid̪ɛriːt̪is
errāverimus	ɛrravɛːrimus
pelagica	pɛlaːd͡ʒika
vipitēnum	vipit̪ɛːnum
ytterbium	it̪t̪ɛrbium
carbōnium	karbɔːnium
drachmae	d̪rakmɛ
perflāgitiōsus	pɛrflad͡ʒit͡siɔːzus
stōbī	st̪ɔːbi
hē̆va	ɛːva
gustābilis	ɡust̪aːbilis
bibōsus	bibɔːzus
patentēs	pat̪ɛn̪t̪ɛs
corulus	kɔːrulus
cōnābilis	kɔnaːbilis
recalvaster	rɛkalvast̪ɛr
vējovis	vɛːjɔvis
tantusdem	t̪an̪t̪usd̪ɛm
lūnula	luːnula
praeverrō	prɛvɛrrɔ
cornūtus	kɔrnuːt̪us
saxō	saksɔ
aequālitās	ɛkwaːlit̪as
heidelbergēnsis	ɛi̯d̪ɛlbɛrd͡ʒɛnsis
orcus	ɔrkus
tenellulus	t̪ɛnɛllulus
eugenīus	ɛu̯d͡ʒɛniːus
laverniō	lavɛrniɔ
disceptātum	d̪iʃʃɛpt̪aːt̪um
adoptō	ad̪ɔpt̪ɔ
fungor	fuŋɡɔr
librō	liːbrɔ
būbōn	buːbɔn
regende	rɛd͡ʒɛn̪d̪ɛ
praeclūdō	prɛkluːd̪ɔ
memorāre	mɛmɔraːrɛ
honōrō	ɔnɔːrɔ
perficiō	pɛrfiːt͡ʃiɔ
iūdaeicus	jud̪ɛːikus
chaere	kɛːrɛ
eucharistia	ɛu̯karist̪ia
rūrī	ruːri
eximiōs	ɛksiːmiɔs
cōnsolidīs	kɔnsɔːlid̪is
exigentēs	ɛksid͡ʒɛn̪t̪ɛs
cōnfervae	kɔnfɛrvɛ
scōtī	skɔːt̪i
recommoneō	rɛkɔmmɔːnɛɔ
cnidus	kniːd̪us
avicula	aviːkula
caesellius	t͡ʃɛzɛllius
rubecula	rubɛːkula
anticipātī	an̪t̪it͡ʃipaːt̪i
incūsātus	iŋkuzaːt̪us
synnephītis	sinnɛfiːt̪is
epiglōttidibus	ɛpiɡlɔt̪t̪iːd̪ibus
līberanda	libɛran̪d̪a
nūndinor	nun̪d̪inɔr
vetustus	vɛt̪ust̪us
carteius	kart̪ɛjus
vigilō	viːd͡ʒilɔ
crēscentus	krɛʃʃɛn̪t̪us
oblīquāveris	ɔblikwaːvɛris
pinicolus	piniːkɔlus
cōnsurrēctiō	kɔnsurrɛkt͡siɔ
timōrātus	t̪imɔraːt̪us
convibrō	kɔnvibrɔ
prae	prɛ
jūris	juːris
interfectibilis	in̪t̪ɛrfɛkt̪iːbilis
masinissa	mazinissa
parthenōn	part̪ɛnɔn
phaseolus	fazɛːɔlus
pertenuis	pɛrt̪ɛːnuis
abiūdicō	abjuːd̪ikɔ
capitōlium	kapit̪ɔːlium
dēcula	d̪ɛːkula
chorēīs	kɔrɛːis
brachium	braːkium
frāternus	frat̪ɛrnus
macrōnēs	makrɔːnɛs
bombax	bɔmbaks
augustā	au̯ɡust̪a
dīmittō	d̪imit̪t̪ɔ
cōgitāverimus	kɔd͡ʒit̪avɛːrimus
dētrūdō	d̪ɛt̪ruːd̪ɔ
decibilēs	d̪ɛt͡ʃiːbilɛs
semīramis	sɛmiːramis
carduēlis	kard̪uɛːlis
dēterior	d̪ɛt̪ɛːriɔr
arbutifolius	arbut̪ifɔːlius
chilia	kiːlia
dēfīniō	d̪ɛfiːniɔ
carvilius	karviːlius
pluviālis	pluviaːlis
polyanthēs	pɔlian̪t̪ɛs
fīnis	fiːnis
fūmus	fuːmus
famula	faːmula
hōc	ɔk
hīrtī	irt̪i
eurygnathus	ɛu̯riɲɲat̪us
nūtrīcāveris	nut̪rikaːvɛris
volturcius	vɔl̪t̪urt͡ʃius
acētābulum	at͡ʃɛt̪aːbulum
putrefacta	put̪rɛfakt̪a
regundōs	rɛɡun̪d̪ɔs
wītam	viːt̪am
spicilius	spit͡ʃiːlius
dēsipiō	d̪ɛziːpiɔ
crystallinus	krist̪allinus
dēfectiō	d̪ɛfɛkt͡siɔ
lapithās	laːpit̪as
adoptem	ad̪ɔpt̪ɛm
caecitās	t͡ʃɛːt͡ʃit̪as
planō	plaːnɔ
compēnsem	kɔmpɛnsɛm
bidentātus	bid̪ɛn̪t̪aːt̪us
lēctus	lɛkt̪us
forīs	fɔːris
cartēia	kart̪ɛːia
integrāveritis	in̪t̪ɛɡravɛːrit̪is
crepitō	krɛːpit̪ɔ
dissideō	d̪issiːd̪ɛɔ
antepagmentum	an̪t̪ɛpaɡmɛn̪t̪um
myrtillōs	mirt̪illɔs
zephirum	d͡zɛːfirum
ōrārium	ɔraːrium
facilī	faːt͡ʃili
verrucīnī	vɛrrut͡ʃiːni
sandix	san̪d̪iks
salūtārēs	salut̪aːrɛs
īnsimulāveritis	insimulavɛːrit̪is
mandubratius	man̪d̪ubraːt͡sius
bruttiī	brut̪t̪ii
serta	sɛrt̪a
prōdoceō	prɔd̪ɔːt͡ʃɛɔ
vulpēcula	vulpɛːkula
globalizātiō	ɡlɔbalidd͡zaːt͡siɔ
faenīle	fɛniːlɛ
novāverimus	nɔvavɛriːmus
alica	aːlika
jugulō	juːɡulɔ
bārde	bard̪ɛ
inēbriāverimus	inɛbriavɛːrimus
pastinō	past̪inɔ
īnsaturābilis	insat̪uraːbilis
cassābundus	kassabun̪d̪us
idōneitās	id̪ɔnɛːit̪as
danaster	d̪anast̪ɛr
lurcinābundus	lurt͡ʃinabun̪d̪us
amātrīx	amaːt̪riks
opprobriōsus	ɔpprɔbriɔːzus
regundō	rɛɡun̪d̪ɔ
asȳlum	aziːlum
ēvangelicus	ɛvan̠ʲd͡ʒɛːlikus
remeō	rɛːmɛɔ
tangēns	t̪an̠ʲd͡ʒɛns
perpācō	pɛrpaːkɔ
īsoscelī	izɔʃʃɛli
menariae	mɛnaːriɛ
secueris	sɛkuːɛris
novēnus	nɔvɛːnus
convīcior	kɔnviːt͡ʃiɔr
castagnērētum	kast̪aɲɲɛrɛːt̪um
perturpis	pɛrt̪urpis
cohaereō	kɔɛːrɛɔ
pābulātiō	pabulaːt͡siɔ
sepultūrārius	sɛpul̪t̪uraːrius
exerō	ɛksɛrɔ
cunīculāriae	kunikulaːriɛ
armātus	armaːt̪us
suīs	suːis
occlūdō	ɔkkluːd̪ɔ
obtegō	ɔpt̪ɛɡɔ
caespes	t͡ʃɛspɛs
exportā	ɛkspɔrt̪a
lībāveritis	libavɛriːt̪is
dēcrētālis	d̪ɛkrɛt̪aːlis
quadrilīneātus	kwad̪rilinɛaːt̪us
sacruficō	sakruːfikɔ
mindanaoēnsis	min̪d̪anaɔɛnsis
ūnctus	uŋkt̪us
sagmārius	saɡmaːrius
datīvus	d̪at̪iːvus
pancratium	paŋkraːt͡sium
aracos	aːrakɔs
diaeresis	d̪iɛːrɛzis
trīnālis	t̪rinaːlis
mactāveritis	makt̪avɛriːt̪is
reiciō	rɛjiːt͡ʃiɔ
ōrāveris	ɔraːvɛris
rādīcātus	rad̪ikaːt̪us
sīcut	siːkut̪
hicesia	it͡ʃɛːzia
absiliō	apsiːliɔ
chernītis	kɛrniːt̪is
laqueārius	lakwɛaːrius
astartē	ast̪art̪ɛ
solidō	sɔːlid̪ɔ
ȳsengrīmus	izɛŋɡriːmus
crāticulus	krat̪iːkulus
aparīnē	apariːnɛ
noneolae	nɔnɛːɔlɛ
pallidipennis	pallid̪ipɛnnis
dēbendus	d̪ɛbɛn̪d̪us
prēndō	prɛn̪d̪ɔ
strapellum	st̪rapɛllum
jacetānī	jat͡ʃɛt̪aːni
interlūceō	in̪t̪ɛrluːt͡ʃɛɔ
mōly	mɔːli
cōnscelerō	kɔn̠ʲʃɛːlɛrɔ
aerārius	ɛraːrius
trustis	t̪rust̪is
sīpariō	sipaːriɔ
puera	puːɛra
oblīcus	ɔbliːkus
abigeātus	abid͡ʒɛaːt̪us
