астрономија	astronǒmija
разграбити	rǎzɡrabiti
посјетити	pǒsjetiti
полумјесечно	pôlumjeset͡ʃno
проповед	prôpoʋeːd
тко	tkô
инфаман	ǐnfaːman
вербалистички	ʋerbalǐstitʃki
династија	dinǎstija
зацаривати	zat͡sarǐːʋati
ревносно	rěːʋnosno
искрен	îskren
заталасати	zatalǎsati
неопходан	nêopxodan
рационалистички	rat͡sionalǐstit͡ʃki
поробљавати	porobʎǎːʋati
скандал	skǎndaːl
високо	ʋisǒko
увежбавати	uʋeʒbǎːʋati
трезвеност	trêzʋenoːst
красопис	krâsopiːs
нагрнути	naɡřːnuti
шипарица	ʃipǎrit͡sa
десетљеће	dêsetʎet͡ɕe
чесан	t͡ʃěsan
голферица	ɡǒlferit͡sa
набусит	nǎbusit
кривичица	krǐʋit͡ʃit͡sa
беспримјерно	besprǐːmjeːrno
пловити	plǒʋiti
одмакнути	odmǎknuti
дјелатница	djêlaːtnit͡sa
загорчати	zaɡǒrt͡ʃati
станка	stâːnka
блештати	blěːʃtati
крестушац	krestǔːʃat͡s
претјеран	prětjeraːn
размнажати	razmnǎːʒati
подухват	pôduxʋat
креирати	kreǐːrati
секира	sěkira
новембарски	nǒʋeːmbaːrskiː
докторанд	doktǒrand
анаграм	anǎɡram
поплашити	pǒplaʃiti
термодинамика	termodinǎmika
стогодишњица	stoɡǒdiʃɲit͡sa
чедоморство	t͡ʃedomǒːrstʋo
антарктик	antǎrktik
неутјешан	nêutjeʃan
забринуто	zǎbrinuːto
приказ	prǐːkaz
криптотехнофобија	kriptotexnofǒbija
нерабљен	něraːbʎen
јурта	jûːrta
преломити	prelǒmiti
дословно	dǒːsloːʋno
пчела	pt͡ʃěla
зачаран	zǎt͡ʃaːraːn
пешкати	pěʃkati
хрватски	xřʋaːtskiː
цер	t͡sêr
зубарски	zǔbaːrskiː
одлазак	ǒdlazak
алманах	almǎnax
опазити	ǒpaziti
копље	kôpʎe
шеширина	ʃeʃǐrina
светитељ	sʋětiteʎ
упориште	ǔporiːʃte
чехати	t͡ʃěxati
ведар	ʋêdar
горостас	ɡôrostaːs
гетриба	ɡetrǐːba
интелектуално	întelektuaːlno
рустичан	rǔstit͡ʃan
кичма	kîːt͡ʃma
осећајност	oset͡ɕǎːjnoːst
неправилност	nepraʋǐːlnoːst
африканац	afrikǎːnat͡s
креационизам	kreat͡sionǐzam
беспоштедно	bêspoʃteːdno
расцепљивати	rast͡sepʎǐːʋati
московски	mǒskoʋskiː
пјевач	pjěʋaːt͡ʃ
бут	bût
аљаски	ǎʎaskiː
животиња	ʒiʋǒtiɲa
дозвати	dǒzʋati
кредитни	krědiːtniː
сарајлија	sarǎjlija
анегдотски	aněɡdotski
уселити	usěliti
одговарати	odɡoʋǎːrati
аеросол	âerosoːl
температура	temperatǔːra
чакавка	t͡ʃǎːkaːʋka
кратити	krǎːtiti
плебејка	plěbeːjka
млечика	mlět͡ʃika
строј	strôːj
харамија	xarǎmija
ритуалан	rîtuaːlan
свратиште	sʋrâtiːʃte
глупан	ɡlǔpan
заоравати	zaorǎːʋati
абажур	abǎʒuːr
црнокос	t͡srnǒkos
секуларан	sêkulaːran
истрошити	istrǒʃiti
заглибљивати	zaɡlibʎǐːʋati
самотник	sâmotniːk
феноменалан	fênomenaːlan
граната	ɡranǎːta
надвође	nǎdʋoːd͡ʑe
штанга	ʃtǎːnɡa
злочест	zlǒt͡ʃest
завјера	zâːʋjera
допуштати	dopǔːʃtati
конструктиван	kônstruktiːʋan
претплаћивати	pretplat͡ɕǐːʋati
завршити	zaʋřːʃiti
халуцинирати	xalut͡sinǐːrati
саугати	sǎuɡati
домовина	dǒmoʋina
бућ	bût͡ɕ
задешавати	zadeʃǎːʋati
вучица	ʋǔt͡ʃit͡sa
удолина	ǔdolina
усисати	ǔsisati
неизвјесност	nêizʋjesnoːst
кљун	kʎûːn
пројицирати	projit͡sǐːrati
еколошки	ekǒloʃkiː
штикла	ʃtǐkla
контекст	kǒntekst
редовно	rêdoːʋno
ракета	rakěta
знаност	znânoːst
нечовечност	nêt͡ʃoʋet͡ʃnoːst
стати	stâti
необрањиво	neobrǎɲiʋo
анали	anǎːli
попраћивати	poprat͡ɕǐːʋati
окршај	ôkrʃaːj
састати	sǎstati
обухваћати	obǔxʋat͡ɕati
глазбен	ɡlǎzben
плакати	plâkati
ђеврек	d͡ʑěʋrek
крабуљни	krǎbuːʎniː
песак	pěːsak
лојница	lǒːjnit͡sa
неједнолик	nejednǒlik
задавати	zadǎːʋati
аудиолог	audiǒloɡ
кворум	kʋǒːrum
учионица	ut͡ʃiǒːnit͡sa
пица	pîtsa
реп	rêːp
хотелски	xǒtelskiː
једноставност	jednostǎːʋnoːst
осамљеност	ǒsaːmʎenoːst
империјални	împerijalniː
дотискати	dǒtiskati
дешњак	děʃɲaːk
жандар	ʒǎndaːr
иманентност	imaněntnoːst
будзашто	bǔdzaʃto
штаубзаугер	ʃtǎubzauɡer
темпао	tempao
станиште	stâniːʃte
сунце	sûːnt͡se
треш	trêʃ
чоха	t͡ʃǒxa
подвала	pôdʋala
биста	bîsta
албинизам	albinǐzam
пласирати	plasǐːrati
крижовечки	krǐːʒoʋet͡ʃkiː
каменовати	kâmenoʋati
завољети	zaʋǒʎeti
шупљикав	ʃupʎǐkaʋ
разбијати	razbǐːjati
бадњак	bâdɲaːk
домовница	domǒːʋnit͡sa
смијешан	smjěːʃan
борбен	bôrben
неуморно	nêumoːrno
китити	kîtiti
тибетанац	tibetǎːnat͡s
ловина	lôʋina
помоћница	pomǒt͡ɕnit͡sa
плима	plǐːma
црквен	t͡sřkʋen
ивица	îʋit͡sa
неважан	nêʋaːʒan
забртвљивати	zabrtʋʎǐːʋati
аероплански	âeroplaːnskiː
египат	ěɡipat
петроград	pětroɡraːd
сјеменка	sjěmeːnka
решо	rěʃoː
таутолошки	tautǒloʃkiː
засједа	zâːsjeda
штамгаст	ʃtâmɡast
чудовишно	t͡ʃûdoʋiːʃno
гибралтарски	ɡǐbraltarskiː
спол	spôːl
укључити	ukʎǔːt͡ʃiti
крџа	křːd͡ʒa
црква	t͡sr̂ːkʋa
свукуда	sʋûkuda
библиотекар	bibliotěkaːr
пораст	pôraːst
хиподром	xîpodrom
кајиш	kǎjiʃ
шамарати	ʃamǎrati
адјустажа	adjustǎːʒa
горчати	ɡǒrt͡ʃati
штрихерица	ʃtrîxerit͡sa
подрезивати	podrezǐːʋati
акценат	ǎkt͡senat
прсити	pr̂siti
имперсоналност	impersonǎːlnoːst
аков	ǎkoʋ
принцеза	print͡sěːza
крсница	křsnit͡sa
челични	t͡ʃělit͡ʃniː
маслац	mâslat͡s
тактички	tǎktitʃki
такав	tǎkaːʋ
пантеизам	panteǐzam
аеродром	aerǒdrom
актуализирати	aktualizǐːrati
обећање	obet͡ɕǎːɲe
поткопати	potkǒpati
исијецати	isijěːt͡sati
ребаланс	rêbalans
јуначан	jûnaːt͡ʃan
свједочити	sʋjedǒt͡ʃiti
потреба	pôtreba
садилац	sǎdilat͡s
седница	sêdnit͡sa
самозаштита	samozǎʃtita
најамнина	najamnǐna
баш	bâʃ
аристократски	aristǒkratskiː
израчунати	izrat͡ʃǔnati
број	brôːj
правовјерност	praʋoʋjěːrnoːst
зној	znôːj
неоснован	nêosnoʋaːn
пријава	prîjaʋa
балкански	bǎlkaːnskiː
ахбаб	ǎxbaːb
антропологија	antropolǒɡija
прекор	prěːkor
спонзор	spônzor
импотентно	impotěntno
вратоломија	ʋratolǒmija
новосађанин	noʋǒsadʑanin
крило	krǐːlo
дисидент	disǐdent
побуђивати	pobud͡ʑǐːʋati
брижност	brîʒnoːst
акробатски	akrǒbatskiː
паунов	pâuːnoʋ
пјешак	pjěʃaːk
избежљив	izběʒʎiʋ
десеторо	dêsetoro
крупан	krǔːpan
вешерка	ʋêʃeːrka
пуце	pût͡se
атеист	atěist
ирегуларан	îreɡulaːran
нерадо	nêrado
пачад	pât͡ʃaːd
житница	ʒîtnit͡sa
прочитавати	prot͡ʃitǎːʋati
инхалатор	inxǎlaːtor
галамити	ɡalǎːmiti
пигментација	piɡmentǎːt͡sija
гнусан	ɡnûsan
нераздружив	nerazdrǔʒiʋ
масакр	masǎkr
кнежев	knêːʒeʋ
демократ	demǒkrat
путања	pǔtaɲa
неудобно	nêudobno
суверено	sǔʋereno
јужно	jûʒno
покрајина	pǒkrajina
записати	zapǐːsati
сивкаст	sîʋkast
теократски	teǒkratskiː
делати	dêlati
манган	mǎnɡaːn
количина	kolit͡ʃǐna
вријежа	ʋrijêːʒa
вјештац	ʋjěːʃtat͡s
чем	t͡ʃêm
гамад	ɡâmaːd
садизам	sadǐzam
блесирати	blesǐːrati
приступити	pristǔːpiti
истребити	istrěːbiti
врстан	ʋr̂stan
искориштавати	iskoriʃtǎːʋati
еуропски	ěuropskiː
нигеријац	niɡerǐːjat͡s
хомонимија	xomonǐmija
рунда	rûnda
одвратно	ôdʋraːtno
што	ʃtô
грамзивац	ɡrǎmziʋat͡s
конзул	kôːnzul
цео	t͡sêo
адвентист	adʋěntist
аероплански	âeroplaːnski
регресија	reɡrěsija
пасуљ	pǎsuːʎ
свагдашњица	sʋǎɡdaʃɲit͡sa
великаш	ʋelǐkaːʃ
јосип	jǒsip
пазариште	pǎzariːʃte
цајхнати	t͡sǎjxnati
пломба	plôːmba
укоравати	ukorǎːʋati
ферцихтати	fert͡sǐxtati
замерљив	zaměrʎiʋ
милион	milǐoːn
примакнути	primǎknuti
спекулирати	spekulǐːrati
кристаличан	kristǎlit͡ʃan
погађати	poɡǎːd͡ʑati
заменити	zaměːniti
тоталитет	totalǐteːt
пуб	pûb
сањкање	sâːɲkaːɲe
дигресија	diɡrěsija
мелодично	melǒdit͡ʃno
разгнати	rǎzɡnati
хауба	xǎuba
крајник	krâːjniːk
цијелити	t͡sijěːliti
свјесно	sʋjêsno
давалац	dǎːʋalat͡s
пиварски	pǐʋaːrski
физички	fǐzit͡ʃkiː
скупштина	skûpʃtina
џ	d͡ʒ
крница	křnit͡sa
пуно	pûno
југославија	juɡoslâʋija
заробљеник	zarobʎěniːk
сежањ	sêʒaɲ
шупаљ	ʃǔːpaʎ
оточје	ǒtoːt͡ʃje
линеарност	lineǎːrnoːst
биљоједски	bîʎojedski
мном	mnôːm
прса	pr̂sa
касан	kâsan
асиметричан	asimětrit͡ʃan
билдерски	bîlderskiː
беспуће	běspuːt͡ɕe
јастог	jâstoɡ
активно	âktiːʋno
грбав	ɡr̂baʋ
зубало	zǔbalo
странка	strânka
правоверац	praʋoʋěːrat͡s
коноба	kǒnoba
неприсутност	něprisutnoːst
узбунити	uzbǔːniti
астуријски	ǎstuːriːjskiː
аклиматизациони	âklimatizat͡sioːniː
раздрагати	razdrǎːɡati
недјеља	nědjeʎa
омален	ômalen
версифицирати	ʋersifit͡sǐːrati
мочвара	mǒt͡ʃʋara
марелица	marělit͡sa
мијешалица	mijěʃalit͡sa
баба	bâba
рупетина	rupětina
цјеливати	t͡sjelǐːʋati
књижевник	kɲǐʒeːʋniːk
сезонски	sězoːnskiː
вештак	ʋěʃtaːk
селена	sěleːna
лончина	lǒnt͡ʃina
хармонија	xǎrmoːnija
славан	slâːʋan
нагуравати	naɡurǎːʋati
мачкица	mât͡ʃkit͡sa
тужилац	tǔʒilat͡s
трагикомедија	traɡikǒmeːdija
гледалац	ɡlědalat͡s
фарба	fâːrba
припјев	prǐːpjeʋ
несвестица	něsʋestit͡sa
јога	jǒːɡa
гавез	ɡâʋeːz
срећан	srêt͡ɕan
мађарски	mâdʑarskiː
каин	kǎin
умјереност	ǔmjerenoːst
покајник	pǒkaːjniːk
деспот	děspot
гинеколог	ɡinekǒloɡ
шпајзеваген	ʃpǎjzeʋaːɡen
лагати	lǎɡati
жгољав	ʒɡôʎaʋ
жалба	ʒǎlba
сећи	sêt͡ɕi
загризати	zaɡrǐːzati
софија	sǒfija
бачки	bâːt͡ʃkiː
јежић	jěʒit͡ɕ
стрмо	str̂mo
русизам	rusǐzam
упутство	upǔtstʋo
узбуна	ûzbuna
признање	priznǎːɲe
блештити	blěːʃtiti
штрампле	ʃtrǎmple
електрода	elektrǒːda
славен	slǎʋeːn
богатити	bǒɡatiti
бушотина	bǔʃotina
сналажљиво	snalǎʒʎiʋo
подсетник	pǒdsetniːk
гасити	ɡǎːsiti
симптоматичан	simptomǎtit͡ʃan
непрецизан	nêpret͡siːzan
шубара	ʃǔbara
нескроман	něskroman
артикулацијски	artikulǎːt͡siːjskiː
прегнантан	preɡnǎntan
мрља	mr̂ʎa
јован	jǒʋan
скуп	skûːp
витраж	ʋǐtraːʒ
косово	kôsoʋo
колективизација	kolektiʋizǎːt͡sija
обрачунавати	obrat͡ʃunǎːʋati
подвалити	podʋǎːliti
ураган	ûraɡaːn
метрологија	metrolǒɡija
утоваривати	utoʋarǐːʋati
ћосавац	t͡ɕôsaʋat͡s
покушавати	pokuʃǎːʋati
извесно	îzʋesno
вјера	ʋjêra
ветрић	ʋêtrit͡ɕ
зашиљити	zaʃǐːʎiti
олујни	ǒluːjniː
изобилан	îzobilan
черга	t͡ʃêːrɡa
водитељица	ʋoditěʎit͡sa
баздети	bǎzdeti
руанђанин	ruǎːnd͡ʑanin
котирати	kotǐːrati
дневни	dnêːʋniː
ласцивно	lǎst͡siːʋno
чизма	t͡ʃîzma
прибран	prîbraːn
филтар	fǐltar
штипати	ʃtǐːpati
објективно	ôbjektiːʋno
путељак	putěːʎak
континуирано	kontinǔiːrano
створење	stʋorěːɲe
причвршћивати	prit͡ʃʋrʃt͡ɕǐːʋati
рудимент	rudǐment
добивати	dobǐːʋati
димњачар	dîmɲat͡ʃaːr
лемниската	lemniskǎːta
спорт	spôrt
трошак	trôʃak
блискост	blîskoːst
вредност	ʋrěːdnoːst
ватромет	ʋâtromeːt
ударник	ǔdaːrniːk
братски	brǎtskiː
чакавски	tʃǎːkaʋskiː
полагати	polǎːɡati
новине	nǒʋine
брижан	brîʒan
опорицати	opǒrit͡sati
северозападни	seʋerozǎːpadniː
немјерљив	nemjěrʎiʋ
конформизам	konformǐzam
лудост	lûdoːst
њега	ɲêɡa
совјетски	sǒʋjetskiː
плебејски	plěbeːjski
балканизирати	balkanizǐːrati
умиваоник	umiʋaǒniːk
престоница	prěːstoːnit͡sa
бутига	bǔtiːɡa
резултанта	rezǔltanta
испунити	ǐspuniti
исправан	îspraːʋan
осмотрити	osmǒtriti
германски	ɡěrmaːnskiː
сређивати	sred͡ʑǐːʋati
ефемерно	êfemeːrno
саксонски	sǎksoːnskiː
моћан	môt͡ɕan
научан	nǎːut͡ʃan
проучавање	prout͡ʃǎːʋaːɲe
састајати	sǎstajati
штуцати	ʃtût͡sati
верист	ʋěrist
повремено	pǒʋremeno
ихтиолог	ixtiǒloɡ
ругалац	rǔːɡalat͡s
терати	têrati
помицати	pǒmit͡sati
кава	kâːʋa
карбонат	karbǒnaːt
невјерно	něʋjerno
бестелесан	bêstelesan
разговорљивост	razɡoʋǒrʎiʋoːst
одрађивати	odrad͡ʑǐːʋati
деликатност	dêlikaːtnoːst
цврчак	t͡sʋřːt͡ʃak
вијуга	ʋǐjuɡa
коморач	komǒraːt͡ʃ
теист	těist
крампати	krǎmpati
снаша	snǎːʃa
пара	pâra
натерати	nǎterati
самачки	sǎmat͡ʃkiː
македонац	makedǒːnat͡s
сијев	sijêːʋ
горјети	ɡǒrjeti
десетлеће	dêsetlet͡ɕe
поносан	pǒnosan
кравити	krǎːʋiti
трапаво	trâpaʋo
