berendezés	bɛrɛndɛzeːʃ
megközelíthető	mɛkːøzɛliːthɛtøː
improvizál	improvizaːl
foglalkoztatási	foɡlɒlkostɒtaːʃi
megszerez	mɛksɛrɛz
állítólag	aːlːiːtoːlɒɡ
apeh	ɒpɛx
dicsérettel	dit͡ʃeːrɛtːɛl
híre	hiːrɛ
nagygép	nɒɟɡeːp
egres	ɛɡrɛʃ
szaknyelv	sɒkɲɛlv
holnapra	holnɒprɒ
gyilkos	ɟilkoʃ
jenbe	jɛmbɛ
gorombán	ɡorombaːn
laparoszkópok	lɒpɒroskoːpok
állra	aːlrɒ
paklink	pɒkliŋk
magnetofonja	mɒɡnɛtofoɲːɒ
csoportot	t͡ʃoportot
ölnélek	ølneːlɛk
személye	sɛmeːjɛ
legelhízottabb	lɛɡɛlɦiːzotːɒbː
technológiával	tɛxnoloːɡijaːvɒl
családnak	t͡ʃɒlaːdnɒk
portába	portaːbɒ
félrevezető	feːrːɛvɛzɛtøː
látásai	laːtaːʃɒji
gui	ɡuji
kormányok	kormaːɲok
gamma	ɡɒmːɒ
homloknál	homloknaːl
speciális	ʃpɛt͡sijaːliʃ
vonalon	vonɒlon
tüzérek	tyzeːrɛk
meddő	mɛdːøː
alkalmatlanabb	ɒlkɒlmɒtlɒnɒbː
te	tɛ
hercegnők	hɛrt͡sɛɡnøːk
nyakaknál	ɲɒkɒknaːl
füllé	fylːeː
bíróságok	biːroːʃaːɡok
maszturbál	mɒsturbaːl
figyelőlistát	fiɟɛløːliʃtaːt
igazságügyiek	iɡɒʃːaːɡyɟijɛk
tópart	toːpɒrt
világa	vilaːɡɒ
boltba	boldbɒ
szempillafestékek	sɛmpilːɒfɛʃteːkɛk
közepén	køzɛpeːn
pénz	peːnz
rozskenyér	roʃkɛɲeːr
kérdezett	keːrdɛzɛtː
évesen	eːvɛʃɛn
szigetvilágok	siɡɛtvilaːɡok
járdán	jaːrdaːn
csodaországok	t͡ʃodɒorsaːɡok
söpredék	ʃøprɛdeːk
pendrive	pɛndraːjv
fogalmuk	foɡɒlmuk
alpinizmus	ɒlpinizmuʃ
plafonok	plɒfonok
honorárium	honoraːrijum
táplálékláncok	taːplaːleːklaːnt͡sok
lágyabban	laːɟɒbːɒn
fejedelme	fɛjɛdɛlmɛ
találmány	tɒlaːlmaːɲ
unnám	unːaːm
ideálisat	idɛaːliʃɒt
adatokkal	ɒdɒtokːɒl
stikában	ʃtikaːbɒn
keresők	kɛrɛʃøːk
koncentrálások	kont͡sɛntraːlaːʃok
csodagyermek	t͡ʃodɒɟɛrmɛk
boldogságra	boldokʃaːɡrɒ
kardiológiák	kɒrdijoloːɡijaːk
melléknévragozás	mɛlːeːkneːvrɒɡozaːʃ
övénél	øveːneːl
folyosók	fojoʃoːk
civilizáció	t͡sivilizaːt͡sijoː
paktum	pɒktum
tekinthetők	tɛkinthɛtøːk
agancsról	ɒɡɒnt͡ʃroːl
legérinthetetlenebb	lɛɡeːrinthɛtɛtlɛnɛbː
koszorúk	kosoruːk
felhasználóbarát	fɛlɦɒsnaːloːbɒraːt
fednénk	fɛdneːŋk
fahéjért	fɒɦeːjeːrt
beépített	bɛjeːpiːtɛtː
benyújt	bɛɲuːjt
méred	meːrɛd
küldenie	kyldɛnijɛ
hozzátartozik	hozːaːtɒrtozik
meggyőző	mɛɡɟøːzøː
történetekbe	tørteːnɛtɛɡbɛ
kiterjesztés	kitɛrjɛsteːʃ
foglalkoztat	foɡlɒlkostɒt
rendkívüli	rɛntkiːvyli
emeletnyi	ɛmɛlɛtɲi
sorokba	ʃoroɡbɒ
gusztáv	ɡustaːv
angolságok	ɒŋɡolʃaːɡok
veszélyek	vɛseːjɛk
gyávább	ɟaːvaːbː
leprás	lɛpraːʃ
pókhálók	poːkhaːloːk
kópé	koːpeː
pótolhat	poːtolɦɒt
sertészsír	ʃɛrteːʒːiːr
akna	ɒknɒ
melegítés	mɛlɛɡiːteːʃ
egypetéjű	ɛcpɛteːjyː
üzenete	yzɛnɛtɛ
legpompásabb	lɛkpompaːʃɒbː
halálhörgés	hɒlaːlɦørɡeːʃ
kulák	kulaːk
tanította	tɒniːtotːɒ
tőkék	tøːkeːk
többlet	tøblɛt
kopott	kopotː
ítéletnap	iːteːlɛtnɒp
élettanok	eːlɛtːɒnok
felkavaróbb	fɛlkɒvɒroːbː
üssünk	yʃːyŋk
fővállalkozó	føːvaːlːɒlkozoː
százharmincöt	saːshɒrmint͡søt
adományokhoz	ɒdomaːɲokhoz
gyorsulás	ɟorʃulaːʃ
kezeimet	kɛzɛjimɛt
sövények	ʃøveːɲɛk
legnyíltabban	lɛɡɲiːltɒbːɒn
ablakotok	ɒblɒkotok
kapjalak	kɒpjɒlɒk
minőségileg	minøːʃeːɡilɛɡ
kamarazenekar	kɒmɒrɒzɛnɛkɒr
elbátortalanít	ɛlbaːtortɒlɒniːt
magukhoz	mɒɡukhoz
menyétek	mɛɲeːtɛk
ülnének	ylneːnɛk
isteneken	iʃtɛnɛkɛn
csokoládéfagylaltok	t͡ʃokolaːdeːfɒɟlɒltok
néhány	neːɦaːɲ
nyugdíjasok	ɲuɡdiːjɒʃok
kaszt	kɒst
forradalmasít	forːɒdɒlmɒʃiːt
zsebtolvaj	ʒɛptolvɒj
testület	tɛʃtylɛt
jobbágyfelkelés	jobːaːcfɛlkɛleːʃ
öngólok	øŋɡoːlok
sodor	ʃodor
dereka	dɛrɛkɒ
infekciók	iɱfɛkt͡sijoːk
rózsaablakom	roːʒɒɒblɒkom
megtermékenyítés	mɛktɛrmeːkɛɲiːteːʃ
játszotta	jaːt͡sːotːɒ
usánka	uʃaːŋkɒ
eredet	ɛrɛdɛt
találmányaik	tɒlaːlmaːɲɒjik
recsegések	rɛt͡ʃɛɡeːʃɛk
metaforikus	mɛtɒforikuʃ
megerősödik	mɛɡɛrøːʃødik
gólyahír	ɡoːjɒɦiːr
igealak	iɡɛɒlɒk
gégegaratok	ɡeːɡɛɡɒrɒtok
amid	ɒmid
fáradékony	faːrɒdeːkoɲ
károlyváros	kaːrojvaːroʃ
rühnek	rynɛk
birsalma	birʃɒlmɒ
részletesebben	reːslɛtɛʃɛbːɛn
gyógyszertár	ɟoːcsɛrtaːr
tarthat	tɒrthɒt
felmérést	fɛlmeːreːʃt
duplák	duplaːk
tartály	tɒrtaːj
házakban	haːzɒɡbɒn
jussanak	juʃːɒnɒk
ragacsosabb	rɒɡɒt͡ʃoʃɒbː
nyer	ɲɛr
abakuszokként	ɒbɒkusokːeːnt
ékesszólások	eːkɛʃsoːlaːʃok
szonáták	sonaːtaːk
kender	kɛndɛr
rengj	rɛŋɡʝ
böglyökké	bøɡjøkːeː
fejezetet	fɛjɛzɛtɛt
merőkanál	mɛrøːkɒnaːl
pintérek	pinteːrɛk
felkavaró	fɛlkɒvɒroː
szemüveges	sɛmyvɛɡɛʃ
százezer	saːzɛzɛr
vételi	veːtɛli
lerakót	lɛrɒkoːt
problémás	probleːmaːʃ
bátran	baːtrɒn
hajú	hɒjuː
adatot	ɒdɒtot
sózok	ʃoːzok
rósz	roːs
törjön	tørjøn
napszemüvegek	nɒpsɛmyvɛɡɛk
ismeretterjesztő	iʃmɛrɛtːɛrjɛstøː
kardiológusok	kɒrdijoloːɡuʃok
mákig	maːkiɡ
zászlóaljak	zaːsloːɒjːɒk
mindaz	mindɒz
fegyverzetek	fɛɟvɛrzɛtɛk
áthangol	aːthɒŋɡol
ismerik	iʃmɛrik
lampion	lɒmpijon
kúrj	kuːrʝ
teknősök	tɛknøːʃøk
nap	nɒp
némileg	neːmilɛɡ
központban	køspondbɒn
megerősítése	mɛɡɛrøːʃiːteːʃɛ
jelenthet	jɛlɛnthɛt
meggyőződik	mɛɡɟøːzøːdik
felbecsül	fɛlbɛt͡ʃyl
szelének	sɛleːnɛk
mindennél	mindɛnːeːl
strukturális	ʃtrukturaːliʃ
vétók	veːtoːk
inkonzisztens	iŋkonzistɛnʃ
manikűrösök	mɒnikyːrøʃøk
amelyekként	ɒmɛjɛkːeːnt
bűvöl	byːvøl
macskáknak	mɒt͡ʃkaːknɒk
előfutárok	ɛløːfutaːrok
faljátok	fɒjːaːtok
őrt	øːrt
engedékenység	ɛŋɡɛdeːkɛɲʃeːɡ
páciens	paːt͡sijɛnʃ
viccekkel	vit͡sːɛkːɛl
buszsáv	buʃːaːv
érkezte	eːrkɛstɛ
baja	bɒjɒ
világjárók	vilaːɡjaːroːk
menet	mɛnɛt
luxushajó	luksuʃhɒjoː
leég	lɛjeːɡ
statisztikai	ʃtɒtistikɒji
halmazokban	hɒlmɒzoɡbɒn
szóalakok	soːɒlɒkok
agáig	ɒɡaːjiɡ
vakablakok	vɒkɒblɒkok
üde	ydɛ
telepíteni	tɛlɛpiːtɛni
gondnokaid	ɡondnokɒjid
csigák	t͡ʃiɡaːk
mesterektől	mɛʃtɛrɛktøːl
újnál	uːjnaːl
akkordjuk	ɒkːorɟuk
tanulnál	tɒnulnaːl
lábatok	laːbɒtok
polühümnia	polyhymnijɒ
szilárd	silaːrd
égbe	eːɡbɛ
akinél	ɒkineːl
fejét	fɛjeːt
hajaknak	hɒjɒknɒk
arcára	ɒrt͡saːrɒ
leglányosabb	lɛɡlaːɲoʃɒbː
irányok	iraːɲok
ajánlatosabb	ɒjaːnlɒtoʃɒbː
parancsok	pɒrɒnt͡ʃok
szarvam	sɒrvɒm
vegyük	vɛɟyk
lélektan	leːlɛktɒn
isteni	iʃtɛni
önző	ønzøː
érdekében	eːrdɛkeːbɛn
figyelőlistáról	fiɟɛløːliʃtaːroːl
illatszerek	ilːɒtsɛrɛk
fajok	fɒjok
egalizál	ɛɡɒlizaːl
böjtölök	bøjtøløk
minékünk	mineːkyŋk
xenon	ksɛnon
toronyiránt	toroɲiraːnt
köböl	købøl
lej	lɛj
tábor	taːbor
eperfák	ɛpɛrfaːk
fejekből	fɛjɛɡbøːl
játszom	jaːt͡sːom
délibáb	deːlibaːb
kicsiből	kit͡ʃibøːl
pajzsporc	pɒjʃport͡s
nyitva	ɲitvɒ
árboc	aːrboːt͡s
születésének	sylɛteːʃeːnɛk
tértől	teːrtøːl
ráják	raːjaːk
vetetitek	vɛtɛtitɛk
örömökkel	ørømøkːɛl
számoló	saːmoloː
rágalmazások	raːɡɒlmɒzaːʃok
sejtettem	ʃɛjtɛtːɛm
szoroz	soroz
hártya	haːrcɒ
oldalpár	oldɒlpaːr
nélküli	neːlkyli
kesztölc	kɛstølt͡s
járulékos	jaːruleːkoʃ
irtottalak	irtotːɒlɒk
divatja	divɒcːɒ
rémtett	reːmtɛtː
olyanokként	ojɒnokːeːnt
legrejtélyesebb	lɛɡrɛjteːjɛʃɛbː
százalékában	saːzɒleːkaːbɒn
köpet	køpɛt
hangulatok	hɒŋɡulɒtok
felhasználása	fɛlɦɒsnaːlaːʃɒ
hangszerel	hɒŋksɛrɛl
beleért	bɛlɛjeːrt
palesztinához	pɒlɛstinaːɦoz
végbizonyítvány	veːɡbizoɲiːtvaːɲ
koncentrált	kont͡sɛntraːlt
akkorka	ɒkːorkɒ
önbe	ømbɛ
váltják	vaːlcaːk
tanulékony	tɒnuleːkoɲ
gazdánk	ɡɒzdaːŋk
beképzeltségek	bɛkeːbzɛlt͡ʃeːɡɛk
tágasabb	taːɡɒʃɒbː
mandzsúria	mɒnd͡ʒuːrijɒ
kancellár	kɒnt͡sɛlːaːr
csökkentések	t͡ʃøkːɛnteːʃɛk
rühök	ryɦøk
vezet	vɛzɛt
mértétek	meːrteːtɛk
abakuszokba	ɒbɒkusoɡbɒ
vízzé	viːzːeː
világít	vilaːɡiːt
macskáért	mɒt͡ʃkaːjeːrt
ceruzák	t͡sɛruzaːk
felhős	fɛlɦøːʃ
majmod	mɒjmod
vacog	vɒt͡soɡ
kalapod	kɒlɒpod
vasutak	vɒʃutɒk
ganéj	ɡɒneːj
erzsók	ɛrʒoːk
mérnöki	meːrnøki
bokraid	bokrɒjid
gyorsabb	ɟorʃɒbː
életforma	eːlɛtformɒ
jöjjél	jøjːeːl
kiadási	kijɒdaːʃi
árus	aːruʃ
végrendelet	veːɡrɛndɛlɛt
háromféle	haːroɱfeːlɛ
ötvennyolcadik	øtvɛɲːolt͡sɒdik
agresszió	ɒɡrɛsːijoː
erősödő	ɛrøːʃødøː
jegesmedvék	jɛɡɛʃmɛdveːk
olvasztómunkás	olvɒstoːmuŋkaːʃ
kitérő	kiteːrøː
változtatás	vaːltostɒtaːʃ
menüd	mɛnyd
zsugája	ʒuɡaːjɒ
vastagbél	vɒʃtɒɡbeːl
megszentségteleníthetetlen	mɛksɛnt͡ʃeːktɛlɛniːthɛtɛtlɛn
háromszáz	haːromsaːz
középpontja	køzeːpːoɲcɒ
nyújtsd	ɲuːjd͡ʒd
motivációk	motivaːt͡sijoːk
acetonjuk	ɒt͡sɛtoɲːuk
etesse	ɛtɛʃːɛ
gondolkozni	ɡondolkozni
kéregető	keːrɛɡɛtøː
verébnek	vɛreːbnɛk
szúnyogok	suːɲoɡok
képesek	keːpɛʃɛk
zsazsa	ʒɒʒɒ
odüsszeusz	odysːɛus
kívánd	kivaːnd
felhalmozás	fɛlɦɒlmozaːʃ
tanterem	tɒntɛrɛm
csúszópénz	t͡ʃuːsoːpeːnz
bombázók	bombaːzoːk
alakja	ɒlɒkjɒ
domokos	domokoʃ
igyekezetek	iɟɛkɛzɛtɛk
vasgárdista	vɒʒɡaːrdiʃtɒ
iratok	irɒtok
tárgyatlan	taːrɟɒtlɒn
watt	vɒtː
javítja	jɒviːcːɒ
mellettünk	mɛlːɛtːyŋk
csapdák	t͡ʃɒbdaːk
filmsztár	filmstaːr
kettétörik	kɛtːeːtørik
szorzó	sorzoː
regisztrációk	rɛɡistraːt͡sijoːk
brunei	brunɛj
németországi	neːmɛtorsaːɡi
helyes	hɛjɛʃ
borszakértők	borsɒkeːrtøːk
visíts	viʃiːt͡ʃː
jogtalanabbul	joktɒlɒnɒbːul
légszivattyúk	leːksivɒcːuːk
várod	vaːrod
ukrajna	ukrɒjnɒ
csüccs	t͡ʃyt͡ʃː
régóta	reːɡoːtɒ
fórumnak	foːrumnɒk
enyh	ɛɲx
aljak	ɒjːɒk
halálokok	hɒlaːlokok
kapuknak	kɒpuknɒk
rekordok	rɛkordok
varázsos	vɒraːʒoʃ
üreges	yrɛɡɛʃ
ajkuk	ɒjkuk
kardhal	kɒrthɒl
kiszolgálok	kisolɡaːlok
stratégia	ʃtrɒteːɡijɒ
gyengéden	ɟɛŋɡeːdɛn
sterilizálás	ʃtɛrilizaːlaːʃ
jérce	jeːrt͡sɛ
vonta	vontɒ
manók	mɒnoːk
gondolatjeled	ɡondolɒtjɛlɛd
verziók	vɛrzijoːk
leghagyományosabb	lɛkhɒɟomaːɲoʃɒbː
tanítunk	tɒniːtuŋk
pasztőröz	pɒstøːrøz
testápolás	tɛʃtaːpolaːʃ
szerkeszt	sɛrkɛst
kertekkel	kɛrtɛkːɛl
gumik	ɡumik
akikként	ɒkikːeːnt
rajzszenek	rɒjsɛnɛk
tervezőgrafikus	tɛrvɛzøːɡrɒfikuʃ
gyúr	ɟuːr
kávéfőzők	kaːveːføːzøːk
küldhet	kylthɛt
színészi	sineːsi
határozószó	hɒtaːrozoːsoː
hozzáad	hozːaːɒd
halként	hɒlkeːnt
legfényesebb	lɛkfeːɲɛʃɛbː
felelet	fɛlɛlɛt
kifejezni	kifɛjɛzni
engedelmesebb	ɛŋɡɛdɛlmɛʃɛbː
lehessetek	lɛhɛʃːɛtɛk
fáknak	faːknɒk
fölfújódik	følfuːjoːdik
ilyeneknél	ijɛnɛkneːl
céhvé	t͡seːveː
birkózások	birkoːzaːʃok
sajtómágnás	ʃɒjtoːmaːɡnaːʃ
saját	ʃɒjaːt
összetartozik	øsːɛtɒrtozik
anyavállalat	ɒɲɒvaːlːɒlɒt
koordinációs	koordinaːt͡sijoːʃ
mérhetetlenül	meːrɦɛtɛtlɛnyl
érő	eːrøː
halála	hɒlaːlɒ
tánctanárok	taːnt͡stɒnaːrok
hinnénk	hinːeːŋk
méhből	meːxbøːl
elmondani	ɛlmondɒni
gyógyszeres	ɟoːcsɛrɛʃ
cukorgyár	t͡sukorɟaːr
zsepink	ʒɛpiŋk
vásárlások	vaːʃaːrlaːʃok
szünet	synɛt
énmögülem	eːmːøɡylɛm
fejhallgató	fɛjɦɒlɡɒtoː
nyomozóiroda	ɲomozoːjirodɒ
ismeretekkel	iʃmɛrɛtɛkːɛl
alacsony	ɒlɒt͡ʃoɲ
eltángál	ɛltaːŋɡaːl
kajszijaik	kɒjsijɒjik
anyókák	ɒɲoːkaːk
időnkénti	idøːŋkeːnti
életedben	eːlɛtɛdbɛn
túlsó	tuːlʃoː
emiatt	ɛmijɒtː
ideiglenesebben	idɛjiɡlɛnɛʃɛbːɛn
összeállítás	øsːɛaːlːiːtaːʃ
törökszegfű	tørøksɛkfyː
varkocs	vɒrkot͡ʃ
terhei	tɛrɦɛji
sarkallt	ʃɒrkɒlt
bűvész	byːveːs
feddjem	fɛɟːɛm
alakba	ɒlɒɡbɒ
európai	ɛuroːpɒji
colos	t͡soloʃ
fejlesztők	fɛjlɛstøːk
tegyük	tɛɟyk
épületnél	eːpylɛtneːl
képet	keːpɛt
gyötrelem	ɟøtrɛlɛm
családfákban	t͡ʃɒlaːtfaːɡbɒn
tanítványul	tɒniːtvaːɲul
fogyasztók	foɟɒstoːk
csá	t͡ʃaː
szivattyúk	sivɒcːuːk
egységben	ɛcʃeːɡbɛn
ión	joːn
maradékok	mɒrɒdeːkok
absztinencia	ɒpstinɛnt͡sijɒ
haverok	hɒvɛrok
lábujjhegyen	laːbujɦɛɟɛn
kukacos	kukɒt͡soʃ
ürün	yryn
blues	bluɛʃ
kereszt	kɛrɛst
ösztönösebben	østønøʃɛbːɛn
szlovákiai	slovaːkijɒji
hagyományai	hɒɟomaːɲɒji
hajszálerek	hɒjsaːlɛrɛk
nyakuk	ɲɒkuk
reggeledik	rɛɡːɛlɛdik
legtudósabb	lɛktudoːʃɒbː
gerendák	ɡɛrɛndaːk
kellette	kɛlːɛtːɛ
kampányok	kɒmpaːɲok
legalább	lɛɡɒlaːbː
lábbilincs	laːbːilint͡ʃ
gyöngébb	ɟøŋɡeːbː
kefekötő	kɛfɛkøtøː
elsőkké	ɛlʃøːkːeː
esetük	ɛʃɛtyk
niger	niɡɛr
csaptuk	t͡ʃɒptuk
övtáska	øftaːʃkɒ
keményen	kɛmeːɲɛn
kényelem	keːɲɛlɛm
hiúzok	hijuːzok
időszámítások	idøːsaːmiːtaːʃok
jövedelme	jøvɛdɛlmɛ
szarvasok	sɒrvɒʃok
delizsánsz	dɛliʒaːns
ch	t͡seːɦaː
kivisz	kivis
mosogatógép	moʃoɡɒtoːɡeːp
megkezdődik	mɛkːɛzdøːdik
ajándékokban	ɒjaːndeːkoɡbɒn
medvéik	mɛdveːjik
lehetnék	lɛhɛtneːk
előre	ɛløːrɛ
díszcserjék	diːst͡ʃɛrjeːk
zenekarai	zɛnɛkɒrɒji
miskolc	miʃkolt͡s
valamik	vɒlɒmik
alszom	ɒlsom
irtottál	irtotːaːl
kezekként	kɛzɛkːeːnt
entomológia	ɛntomoloːɡijɒ
szalmakalapjai	sɒlmɒkɒlɒpjɒji
sorrendek	ʃorːɛndɛk
önmegvalósítás	ømːɛɡvɒloːʃiːtaːʃ
levéltár	lɛveːltaːr
harmat	hɒrmɒt
bicskám	bit͡ʃkaːm
polgárságok	polɡaːrʃaːɡok
hősöd	høːʃød
félkarú	feːlkɒruː
határozott	hɒtaːrozotː
tehetek	tɛhɛtɛk
olvasnék	olvɒʃneːk
hófehérke	hoːfɛɦeːrkɛ
adnod	ɒdnod
kongj	koŋɡʝ
humanizmus	humɒnizmuʃ
kertészeknek	kɛrteːsɛknɛk
megjegyzést	mɛɡjɛɟzeːʃt
agáitok	ɒɡaːjitok
szilvalekvár	silvɒlɛkvaːr
tevék	tɛveːk
ablakhoz	ɒblɒkhoz
ülnöm	ylnøm
siket	ʃikɛt
varrógép	vɒrːoːɡeːp
szédülnek	seːdylnɛk
zárjalak	zaːrjɒlɒk
százalékot	saːzɒleːkot
felvételi	fɛlveːtɛli
egyenletek	ɛɟɛnlɛtɛk
megérteni	mɛɡeːrtɛni
vágynak	vaːɟnɒk
legélősködőbb	lɛɡeːløːʃkødøːbː
sávszélesség	ʃaːfseːlɛʃːeːɡ
országokat	orsaːɡokɒt
főkötő	føːkøtøː
drágább	draːɡaːbː
zongorát	zoŋɡoraːt
adatba	ɒdɒdbɒ
arrogánst	ɒroɡaːnʃt
dühhel	dyxːɛl
kelletné	kɛlːɛtneː
virágcsokrok	viraːkt͡ʃokrok
motívum	motiːvum
csíkozott	t͡ʃiːkozotː
lehetőségekkel	lɛhɛtøːʃeːɡɛkːɛl
gyorsúszások	ɟorʃuːsaːʃok
gombatan	ɡombɒtɒn
bukósisakok	bukoːʃiʃɒkok
vessék	vɛʃːeːk
vélem	veːlɛm
kiég	kijeːɡ
lehessenek	lɛhɛʃːɛnɛk
célja	t͡seːjːɒ
rosszabb	rosːɒbː
borotvaéles	borotvɒjeːlɛʃ
konzuljai	konzujːɒji
örült	ørylt
századok	saːzɒdok
maradj	mɒrɒɟː
bocsátottatok	bot͡ʃaːtotːɒtok
fogyóbb	foɟoːbː
énből	eːmbøːl
éltük	eːltyk
hiúsága	hijuːʃaːɡɒ
tudja	tuɟːɒ
kardiológiailag	kɒrdijoloːɡijɒjilɒɡ
találtam	tɒlaːltɒm
bálról	baːrːoːl
szempontok	sɛmpontok
olyasmit	ojɒʃmit
álma	aːlmɒ
kezemre	kɛzɛmrɛ
pisztáciák	pistaːt͡sijaːk
legplátóibb	lɛkplaːtoːjibː
vonzanák	vonzɒnaːk
bizottságot	bizot͡ʃːaːɡot
józsa	joːʒɒ
lepény	lɛpeːɲ
komponensek	komponɛnʃɛk
tegnapotok	tɛɡnɒpotok
ragasztó	rɒɡɒstoː
kismama	kiʃmɒmɒ
sétálok	ʃeːtaːlok
alapozok	ɒlɒpozok
élőbb	eːløːbː
labdák	lɒbdaːk
kakaósabb	kɒkɒoːʃɒbː
látása	laːtaːʃɒ
kompenzációk	kompɛnzaːt͡sijoːk
róma	roːmɒ
bélhez	beːlɦɛz
albatroszoknak	ɒlbɒtrosoknɒk
bogyók	boɟoːk
verem	vɛrɛm
oktatok	oktɒtok
énáltalam	eːnaːltɒlɒm
pukedli	pukːɛdli
elsőkön	ɛlʃøːkøn
kőzetlemez	køːzɛtlɛmɛz
gyereknyelv	ɟɛrɛkɲɛlv
lát	laːt
látószögek	laːtoːsøɡɛk
ékesszóló	eːkɛsːoːloː
színvonalának	siːɱvonɒlaːnɒk
boldogabb	boldoɡɒbː
legegyszerűbb	lɛɡɛcsɛryːbː
nyaktiló	ɲɒktiloː
aknász	ɒknaːs
kértük	keːrtyk
mosolygás	moʃojɡaːʃ
vásárlók	vaːʃaːrloːk
kókuszos	koːkusoʃ
korpulensebb	korpulɛnʃɛbː
tanulmányuk	tɒnulmaːɲuk
felmondja	fɛlmoɲɟɒ
rest	rɛʃt
rémet	reːmɛt
tapasztalatot	tɒpɒstɒlɒtot
irtanak	irtɒnɒk
tanárkodik	tɒnaːrkodik
zokniban	zoknibɒn
kozmopolitább	kozmopolitaːbː
legkreatívabb	lɛkrɛɒtiːvɒbː
vegetáció	vɛɡɛtaːt͡sijoː
törvényes	tørveːɲɛʃ
ökölvívó	økølviːvoː
őserdők	øːʃɛrdøːk
reggeliken	rɛɡːɛlikɛn
biztonsága	bistonʃaːɡɒ
tartania	tɒrtɒnijɒ
harangtornyok	hɒrɒŋktorɲok
kollázs	kolːaːʒ
eseményekről	ɛʃɛmeːɲɛkrøːl
hajék	hɒjeːk
bázis	baːziʃ
franciasaláta	frɒnt͡sijɒʃɒlaːtɒ
mellékutca	mɛlːeːkut͡sːɒ
agitáció	ɒɡitaːt͡sijoː
fejekről	fɛjɛkrøːl
sünön	ʃynøn
erőtlenebb	ɛrøːtlɛnɛbː
taták	tɒtaːk
lapig	lɒpiɡ
éke	eːkɛ
leglatyakosabb	lɛɡlɒcɒkoʃɒbː
boncolás	bont͡solaːʃ
számmá	saːmːaː
zenekaraid	zɛnɛkɒrɒjid
önnél	ønːeːl
hatvanhét	hɒtvɒnɦeːt
legyek	lɛɟɛk
internetről	intɛrnɛtrøːl
csapos	t͡ʃɒpoʃ
hagy	hɒɟ
szinódusok	sinoːduʃok
egészségügyi	ɛɡeːʃːeːɡyɟi
portát	portaːt
kopt	kopt
szerződésben	sɛrzøːdeːʒbɛn
nyögsz	ɲøks
erőállapot	ɛrøːaːlːɒpot
kutyáink	kucaːjiŋk
aktákon	ɒktaːkon
hangfalad	hɒŋkfɒlɒd
érnétek	eːrneːtɛk
kontrollál	kontrolːaːl
reggeliért	rɛɡːɛlijeːrt
taréjok	tɒreːjok
létrehozás	leːtrɛɦozaːʃ
tavaly	tɒvɒj
figyelmek	fiɟɛlmɛk
menve	mɛɱvɛ
tizennyolcadik	tizɛɲːolt͡sɒdik
amúgy	ɒmuːɟ
régiek	reːɡijɛk
fiatalkori	fijɒtɒlkori
csigalépcső	t͡ʃiɡɒleːpt͡ʃøː
szennyezés	sɛɲːɛzeːʃ
szalmakalapjaink	sɒlmɒkɒlɒpjɒjiŋk
számlát	saːmlaːt
snitt	ʃnitː
szekundum	sɛkundum
gyereken	ɟɛrɛkɛn
padlások	pɒdlaːʃok
szokták	soktaːk
alternatíva	ɒltɛrnɒtiːvɒ
adminisztrátor	ɒdministraːtor
érzékcsalódás	eːrzeːkt͡ʃɒloːdaːʃ
graciőz	ɡrɒt͡sijøːz
függő	fyɡːøː
csombormenta	t͡ʃombormɛntɒ
időpontok	idøːpontok
hajhab	hɒjɦɒb
abszolutóriumok	ɒpsolutoːrijumok
jogtalan	joktɒlɒn
őszibarackok	øːsibɒrɒt͡skok
okai	okɒji
eladja	ɛlɒɟːɒ
kambodzsa	kɒmbod͡ʒːɒ
kilencvenegy	kilɛnt͡svɛnɛɟː
mamutok	mɒmutok
értsen	eːrt͡ʃɛn
teljeshez	tɛjːɛʃhɛz
értenéd	eːrtɛneːd
véget	veːɡɛt
citromsav	t͡sitromʃɒv
torzít	torziːt
mossa	moʃːɒ
torna	tornɒ
tárulj	taːrujː
harmadika	hɒrmɒdikɒ
posztereim	postɛrɛjim
múlik	muːlik
hagynotok	hɒɟnotok
törvényjavaslat	tørveːɲjɒvɒʃlɒt
leglaposabb	lɛɡlɒpoʃɒbː
őrületbe	øːrylɛdbɛ
srácot	ʃraːt͡sot
teológus	tɛoloːɡuʃ
élelmiszeripar	eːlɛlmisɛripɒr
alighanem	ɒlikhɒnɛm
rendszert	rɛntsɛrt
zsáknyi	ʒaːkɲi
legadekvátabb	lɛɡɒdɛkvaːtɒbː
torba	torbɒ
napokért	nɒpokeːrt
asztronauta	ɒstronɒutɒ
szolnok	solnok
gyomirtó	ɟomirtoː
veszettség	vɛsɛt͡ʃːeːɡ
ironikus	ironikuʃ
legeseménydúsabb	lɛɡɛʃɛmeːɲduːʃɒbː
esőben	ɛʃøːbɛn
elnézés	ɛlneːzeːʃ
reagáló	rɛɒɡaːloː
vezetésével	vɛzɛteːʃeːvɛl
akárhonnan	ɒkaːrɦonːɒn
legbetyárosabb	lɛɡbɛcaːroʃɒbː
falevéllel	fɒlɛveːlːɛl
megyénél	mɛɟeːneːl
ablakoknál	ɒblɒkoknaːl
kámfor	kaːɱfor
ajándékra	ɒjaːndeːkrɒ
alkalmanként	ɒlkɒlmɒŋkeːnt
avarjuk	ɒvɒrjuk
szentély	sɛnteːj
toronyóra	toroɲoːrɒ
légicsapás	leːɡit͡ʃɒpaːʃ
fosztóképzős	fostoːkeːbzøːʃ
