აღმოუფხვრელი	ɑɣmɔupʰxvrɛli
ალბანური	ɑlbɑnuri
მეჩვიდმეტე	mɛt͡ʃvidmɛtʼɛ
მლიქვნელობა	mlikʰvnɛlɔbɑ
აფსკი	ɑpʰskʼi
ანდომებს	ɑndɔmɛbs
ალმური	ɑlmuri
სეკატორი	sɛkʼɑtʼɔri
გემრიელად	ɡɛmriɛlɑd
არალოგიკური	ɑrɑlɔɡikʼuri
რქოვანა	rkʰɔvɑnɑ
დატვირთული	dɑtʼvirtʰuli
ყურბელა	qʼurbɛlɑ
მარიამობა	mɑriɑmɔbɑ
იაპონიის	iɑpʼɔniis
ნათელაშვილი	nɑtʰɛlɑʃvili
სტილიზაცია	stʼilizɑt͡siɑ
ფილოსოფია	pʰilɔsɔpʰiɑ
ჯგუფი	d͡ʒɡupʰi
თერმოსი	tʰɛrmɔsi
მცენარე	mt͡sɛnɑrɛ
ჯოგი	d͡ʒɔɡi
მოთეთრო	mɔtʰɛtʰrɔ
თვითკმაყოფილი	tʰvitʰkʼmɑqʼɔpʰili
განათლებას	ɡɑnɑtʰlɛbɑs
ეუბნება	ɛubnɛbɑ
სიშორე	siʃɔrɛ
არუბა	ɑrubɑ
ზუგდიდი	zuɡdidi
ცალკე	t͡sɑlkʼɛ
ბიბლიოგრაფია	bibliɔɡrɑpʰiɑ
ჩეჩავს	t͡ʃɛt͡ʃɑvs
მართლწერა	mɑrtʰlt͡sʼɛrɑ
დებიუტანტი	dɛbiutʼɑntʼi
გრძნება	ɡrd͡znɛbɑ
ალტი	ɑltʼi
უმნიშვნელოდ	umniʃvnɛlɔd
მამამისი	mɑmɑmisi
დაეზარება	dɑɛzɑrɛbɑ
ჟვანია	ʒvɑniɑ
ხინჯი	xind͡ʒi
ხიჭვი	xit͡ʃʼvi
ნაღდი	nɑɣdi
ბიურო	biurɔ
ქარავანი	kʰɑrɑvɑni
ხელწამოსაკრავი	xɛlt͡sʼɑmɔsɑkʼrɑvi
ნერსე	nɛrsɛ
ფილიპი	pʰilipʼi
პატიოსნად	pʼɑtʼiɔsnɑd
სენატორი	sɛnɑtʼɔri
პაემანებს	pʼɑɛmɑnɛbs
ლემა	lɛmɑ
ფარა	pʰɑrɑ
წყლული	t͡sʼqʼluli
სოფლელი	sɔpʰlɛli
ძილგუდა	d͡zilɡudɑ
ბაირაღები	bɑirɑɣɛbi
დიალექტი	diɑlɛkʰtʼi
თვითნება	tʰvitʰnɛbɑ
პრიზი	pʼrizi
პიარი	pʼiɑri
უსუსტესი	usustʼɛsi
ნამძინარევად	nɑmd͡zinɑrɛvɑd
ძირკვი	d͡zirkʼvi
ფარინგიტი	pʰɑrinɡitʼi
ვულგარიზმი	vulɡɑrizmi
დრამა	drɑmɑ
ავდარი	ɑvdɑri
სამცხე	sɑmt͡sxɛ
აქციონერი	ɑkʰt͡siɔnɛri
სექსუალური	sɛkʰsuɑluri
შეუნელებელი	ʃɛunɛlɛbɛli
პოვნა	pʼɔvnɑ
ავტორად	ɑvtʼɔrɑd
დიდხანს	didxɑns
გუდასტვირი	ɡudɑstʼviri
ნაქალაქარი	nɑkʰɑlɑkʰɑri
დამცველი	dɑmt͡svɛli
უზბეკეთი	uzbɛkʼɛtʰi
ფეხმძიმე	pʰɛxmd͡zimɛ
რომც	rɔmt͡s
გულშემატკივარი	ɡulʃɛmɑtʼkʼivɑri
დიაბეტური	diɑbɛtʼuri
კომედია	kʼɔmɛdiɑ
კალათბურთი	kʼɑlɑtʰburtʰi
შეცბუნებულად	ʃɛt͡sbunɛbulɑd
ულტრამარინი	ultʼrɑmɑrini
მიხედვა	mixɛdvɑ
კამათი	kʼɑmɑtʰi
კბილი	kʼbili
კანცლერი	kʼɑnt͡slɛri
საკამათო	sɑkʼɑmɑtʰɔ
მოცალეობა	mɔt͡sɑlɛɔbɑ
ყანა	qʼɑnɑ
საბრალო	sɑbrɑlɔ
თაობა	tʰɑɔbɑ
ნახვა	nɑxvɑ
ბიზანტიას	bizɑntʼiɑs
სანერწყვე	sɑnɛrt͡sʼqʼvɛ
ტილო	tʼilɔ
ჯიღაურა	d͡ʒiɣɑurɑ
მაქსიმუმი	mɑkʰsimumi
ტვირთვა	tʼvirtʰvɑ
ონკანი	ɔnkʼɑni
პირქუში	pʼirkʰuʃi
დუბლირება	dublirɛbɑ
იქნებოდა	ikʰnɛbɔdɑ
მიკროტალღა	mikʼrɔtʼɑlɣɑ
მენახირე	mɛnɑxirɛ
ხარისხით	xɑrisxitʰ
ჰიპოდერმულად	hipʼɔdɛrmulɑd
შრომისმოყვარედ	ʃrɔmismɔqʼvɑrɛd
ბრაკონიერი	brɑkʼɔniɛri
სიბინძურე	sibind͡zurɛ
შტრიხი	ʃtʼrixi
გრძნობს	ɡrd͡znɔbs
ანტიციკლონი	ɑntʼit͡sikʼlɔni
მკერდი	mkʼɛrdi
მაკრატელა	mɑkʼrɑtʼɛlɑ
მამაჩემი	mɑmɑt͡ʃɛmi
ტრიბუნალი	tʼribunɑli
სტარტერი	stʼɑrtʼɛri
ქეთი	kʰɛtʰi
სამუელი	sɑmuɛli
კვიპაროსი	kʼvipʼɑrɔsi
უპიროდ	upʼirɔd
ავტორით	ɑvtʼɔritʰ
პიონერი	pʼiɔnɛri
დაგინახავს	dɑɡinɑxɑvs
კაპიტალიზმი	kʼɑpʼitʼɑlizmi
მთავრობა	mtʰɑvrɔbɑ
ღორობა	ɣɔrɔbɑ
ლეკვი	lɛkʼvi
მთავრობის	mtʰɑvrɔbis
ფარავს	pʰɑrɑvs
ბორცვებიანი	bɔrt͡svɛbiɑni
რამპა	rɑmpʼɑ
რესპირატორი	rɛspʼirɑtʼɔri
გარედან	ɡɑrɛdɑn
დეფლაცია	dɛpʰlɑt͡siɑ
ლანოლინი	lɑnɔlini
ცოკოლი	t͡sɔkʼɔli
ლოდინი	lɔdini
გაშორდა	ɡɑʃɔrdɑ
შეუნიღბავი	ʃɛuniɣbɑvi
დაშლადობა	dɑʃlɑdɔbɑ
ამოიდო	ɑmɔidɔ
მხოლოობითი	mxɔlɔɔbitʰi
სათნო	sɑtʰnɔ
ძახველი	d͡zɑxvɛli
დასვრილი	dɑsvrili
ვახში	vɑxʃi
ასპექტური	ɑspʼɛkʰtʼuri
კრიპტოგრამა	kʼripʼtʼɔɡrɑmɑ
კენჭი	kʼɛnt͡ʃʼi
კაპიტანი	kʼɑpʼitʼɑni
მილანი	milɑni
სიბრმავე	sibrmɑvɛ
ეფენდი	ɛpʰɛndi
საფანტი	sɑpʰɑntʼi
გამოცდილება	ɡɑmɔt͡sdilɛbɑ
ფარმაკოლოგი	pʰɑrmɑkʼɔlɔɡi
დაჭყლეტილი	dɑt͡ʃʼqʼlɛtʼili
ძროხა	d͡zrɔxɑ
უბიწო	ubit͡sʼɔ
ღირსება	ɣirsɛbɑ
მეკარე	mɛkʼɑrɛ
ბისექსუალური	bisɛkʰsuɑluri
კურატორი	kʼurɑtʼɔri
პრეფექტი	pʼrɛpʰɛkʰtʼi
აგენტო	ɑɡɛntʼɔ
ტორეადორი	tʼɔrɛɑdɔri
ჩანთა	t͡ʃɑntʰɑ
უდიერი	udiɛri
სიტყვარი	sitʼqʼvɑri
ჩადიან	t͡ʃɑdiɑn
ალტერნატივა	ɑltʼɛrnɑtʼivɑ
მასხრობა	mɑsxrɔbɑ
არტისტულად	ɑrtʼistʼulɑd
მონაცვლეობა	mɔnɑt͡svlɛɔbɑ
ბეზმენი	bɛzmɛni
ჩანჩქერი	t͡ʃɑnt͡ʃkʰɛri
პერპენდიკულარულად	pʼɛrpʼɛndikʼulɑrulɑd
ჟესტიკულაცია	ʒɛstʼikʼulɑt͡siɑ
ბედნიერად	bɛdniɛrɑd
ძმაკაცი	d͡zmɑkʼɑt͡si
ოთახი	ɔtʰɑxi
გამაცოცხლებლად	ɡɑmɑt͡sɔt͡sxlɛblɑd
ზეთისცხება	zɛtʰist͡sxɛbɑ
ღიმი	ɣimi
სახელდობრ	sɑxɛldɔbr
ბიბილოიანი	bibilɔiɑni
პიკეტი	pʼikʼɛtʼi
ეპარქია	ɛpʼɑrkʰiɑ
ჩიბუხი	t͡ʃibuxi
მიშას	miʃɑs
აადვილებს	ɑɑdvilɛbs
თანაარსებობა	tʰɑnɑɑrsɛbɔbɑ
ეპიცენტრი	ɛpʼit͡sɛntʼri
ბოზი	bɔzi
აპათიურად	ɑpʼɑtʰiurɑd
მაგნიტური	mɑɡnitʼuri
საზიანო	sɑziɑnɔ
აკვანნი	ɑkʼvɑnni
მინდა	mindɑ
ყვლეფს	qʼvlɛpʰs
პატივისცემით	pʼɑtʼivist͡sɛmitʰ
ღებავს	ɣɛbɑvs
ჭიანჭველას	t͡ʃʼiɑnt͡ʃʼvɛlɑs
რისკიანი	riskʼiɑni
კრუპიე	kʼrupʼiɛ
ვიქნები	vikʰnɛbi
ტრანსპორტი	tʼrɑnspʼɔrtʼi
არასეზონური	ɑrɑsɛzɔnuri
ბეისბოლი	bɛisbɔli
უპატივცემლოდ	upʼɑtʼivt͡sɛmlɔd
ლეიკოციტი	lɛikʼɔt͡sitʼi
მილიონერი	miliɔnɛri
ფორმატი	pʰɔrmɑtʼi
აკვარელისტი	ɑkʼvɑrɛlistʼi
ტანსაცმელი	tʼɑnsɑt͡smɛli
ოლეანდრი	ɔlɛɑndri
ბანაობა	bɑnɑɔbɑ
პილიგრიმობა	pʼiliɡrimɔbɑ
მარში	mɑrʃi
ჩუსტი	t͡ʃustʼi
კრემლი	kʼrɛmli
არალოიალურად	ɑrɑlɔiɑlurɑd
ამღვრეულობა	ɑmɣvrɛulɔbɑ
დანიშნულება	dɑniʃnulɛbɑ
აგარა	ɑɡɑrɑ
დიახ	diɑx
შეწყალება	ʃɛt͡sʼqʼɑlɛbɑ
რამე	rɑmɛ
მწიფედ	mt͡sʼipʰɛd
გარდა	ɡɑrdɑ
რაციონალიზმი	rɑt͡siɔnɑlizmi
მაღლივი	mɑɣlivi
კარს	kʼɑrs
ერთფერი	ɛrtʰpʰɛri
ნადირი	nɑdiri
ძარღვი	d͡zɑrɣvi
პახმელია	pʼɑxmɛliɑ
ნახევარდა	nɑxɛvɑrdɑ
გდება	ɡdɛbɑ
პრესტიჟული	pʼrɛstʼiʒuli
ჩაკირული	t͡ʃɑkʼiruli
არითმეტიკულად	ɑritʰmɛtʼikʼulɑd
სრულყოფილება	srulqʼɔpʰilɛbɑ
კაპარჭი	kʼɑpʼɑrt͡ʃʼi
ვილნიუსი	vilniusi
ნათლული	nɑtʰluli
გოგონო	ɡɔɡɔnɔ
ბრომი	brɔmi
ილოტი	ilɔtʼi
ტელესკოპი	tʼɛlɛskʼɔpʼi
იმარჯვებს	imɑrd͡ʒvɛbs
ფსიქოლოგი	pʰsikʰɔlɔɡi
მოსკოვმა	mɔskʼɔvmɑ
მექანიკურად	mɛkʰɑnikʼurɑd
კონცეპტუალურად	kʼɔnt͡sɛpʼtʼuɑlurɑd
აღმატებითი	ɑɣmɑtʼɛbitʰi
ნაადრევი	nɑɑdrɛvi
არწყევს	ɑrt͡sʼqʼɛvs
ოდესა	ɔdɛsɑ
უბარი	ubɑri
მოკაშკაშე	mɔkʼɑʃkʼɑʃɛ
განსაზღვრულად	ɡɑnsɑzɣvrulɑd
ამიერიდან	ɑmiɛridɑn
არარეგულარულად	ɑrɑrɛɡulɑrulɑd
იოტი	iɔtʼi
ფეხიფეხგადადებული	pʰɛxipʰɛxɡɑdɑdɛbuli
გეოგრაფი	ɡɛɔɡrɑpʰi
მეგალითი	mɛɡɑlitʰi
ერბიუმი	ɛrbiumi
საცვალი	sɑt͡svɑli
ადამიანით	ɑdɑmiɑnitʰ
ფასეული	pʰɑsɛuli
შინდი	ʃindi
დასაკიდი	dɑsɑkʼidi
ტუჩნო	tʼut͡ʃnɔ
სტატიად	stʼɑtʼiɑd
ანისი	ɑnisi
ჩემპიონი	t͡ʃɛmpʼiɔni
წარბი	t͡sʼɑrbi
ზოგი	zɔɡi
ლაბრადორი	lɑbrɑdɔri
ხვირიკა	xvirikʼɑ
ტვინს	tʼvins
ჰობოისტი	hɔbɔistʼi
რეციდივი	rɛt͡sidivi
მძულვარება	md͡zulvɑrɛbɑ
კერძოდ	kʼɛrd͡zɔd
იხოკავს	ixɔkʼɑvs
ზეთისხილი	zɛtʰisxili
ეთნიკურად	ɛtʰnikʼurɑd
ლიმონი	limɔni
მართლად	mɑrtʰlɑd
მემკვიდრეობით	mɛmkʼvidrɛɔbitʰ
კოწახი	kʼɔt͡sʼɑxi
რაზმი	rɑzmi
ეფექტურობა	ɛpʰɛkʰtʼurɔbɑ
ლექცია	lɛkʰt͡siɑ
არამყარი	ɑrɑmqʼɑri
დელეგატი	dɛlɛɡɑtʼi
გუმანი	ɡumɑni
აღთქმა	ɑɣtʰkʰmɑ
ქაშვეთი	kʰɑʃvɛtʰi
იმპერიით	impʼɛriitʰ
ნეკროლოგი	nɛkʼrɔlɔɡi
უმაგალითო	umɑɡɑlitʰɔ
უნისონი	unisɔni
დანიშნული	dɑniʃnuli
გაიანა	ɡɑiɑnɑ
აორისტი	ɑɔristʼi
მასონი	mɑsɔni
ძია	d͡ziɑ
საოპერო	sɑɔpʼɛrɔ
ნახევარკუნძული	nɑxɛvɑrkʼund͡zuli
რუ	ru
ღრძილი	ɣrd͡zili
მალავი	mɑlɑvi
მშობელი	mʃɔbɛli
სირიული	siriuli
მაიკლი	mɑikʼli
თურქეთად	tʰurkʰɛtʰɑd
სცილდება	st͡sildɛbɑ
კარგად	kʼɑrɡɑd
გარყვნილი	ɡɑrqʼvnili
პასუხისმგებელი	pʼɑsuxismɡɛbɛli
ღიად	ɣiɑd
ბაირამი	bɑirɑmi
დაკვალიანება	dɑkʼvɑliɑnɛbɑ
კოორდინატორი	kʼɔɔrdinɑtʼɔri
დემონურად	dɛmɔnurɑd
ისპაჰანი	ispʼɑhɑni
ლიცეუმი	lit͡sɛumi
მაკინტოში	mɑkʼintʼɔʃi
სპილო	spʼilɔ
შეცვლადი	ʃɛt͡svlɑdi
მონრეალი	mɔnrɛɑli
ხელოვნებამ	xɛlɔvnɛbɑm
ნებისყოფა	nɛbisqʼɔpʰɑ
პ	pʼ
მუჯლუგუნი	mud͡ʒluɡuni
ხმამაღალი	xmɑmɑɣɑli
ეპისტოლარული	ɛpʼistʼɔlɑruli
ჯონი	d͡ʒɔni
ხაჭაპური	xɑt͡ʃʼɑpʼuri
აჩუმებს	ɑt͡ʃumɛbs
პერიოდმა	pʼɛriɔdmɑ
ემპირიზმი	ɛmpʼirizmi
ტრანსგრესია	tʼrɑnsɡrɛsiɑ
რადიუსი	rɑdiusi
ბრიტანეთის	britʼɑnɛtʰis
მთლიანობა	mtʰliɑnɔbɑ
ფანატიზმი	pʰɑnɑtʼizmi
ესეი	ɛsɛi
ვიჩინა	vit͡ʃinɑ
აშლილობა	ɑʃlilɔbɑ
მგზნებარედ	mɡznɛbɑrɛd
ძვალი	d͡zvɑli
ნაპალმი	nɑpʼɑlmi
ტრამვაი	tʼrɑmvɑi
გერბი	ɡɛrbi
აუხსნელად	ɑuxsnɛlɑd
მოტყუებით	mɔtʼqʼuɛbitʰ
თრიალეთი	tʰriɑlɛtʰi
ვაქსი	vɑkʰsi
იმპოტენცია	impʼɔtʼɛnt͡siɑ
მოქმედებითი	mɔkʰmɛdɛbitʰi
გაწიწმატება	ɡɑt͡sʼit͡sʼmɑtʼɛbɑ
ჭიანჭველა	t͡ʃʼiɑnt͡ʃʼvɛlɑ
იაღლიში	iɑɣliʃi
დაცვა	dɑt͡svɑ
ნაღველი	nɑɣvɛli
ტუჩებს	tʼut͡ʃɛbs
ცვრიანი	t͡svriɑni
აქროლადი	ɑkʰrɔlɑdi
მეგი	mɛɡi
მოხუცი	mɔxut͡si
შეუმჩნეველი	ʃɛumt͡ʃnɛvɛli
პირფერი	pʼirpʰɛri
ანდობს	ɑndɔbs
კუზიანი	kʼuziɑni
ალიბი	ɑlibi
დაარქმევს	dɑɑrkʰmɛvs
ნასვამი	nɑsvɑmi
სიცხადე	sit͡sxɑdɛ
დეტონატორი	dɛtʼɔnɑtʼɔri
ტოვება	tʼɔvɛbɑ
მერყეობა	mɛrqʼɛɔbɑ
ხარვეზი	xɑrvɛzi
იზობარა	izɔbɑrɑ
შინაგანი	ʃinɑɡɑni
სეისმოგრაფი	sɛismɔɡrɑpʰi
ბიჭუნა	bit͡ʃʼunɑ
აბრუნებს	ɑbrunɛbs
ანათემა	ɑnɑtʰɛmɑ
უხსნადი	uxsnɑdi
სომხური	sɔmxuri
ორცხობილა	ɔrt͡sxɔbilɑ
ტრიუმფალური	tʼriumpʰɑluri
თარგმნა	tʰɑrɡmnɑ
სტაბილიზაცია	stʼɑbilizɑt͡siɑ
სახლება	sɑxlɛbɑ
ვერასოდეს	vɛrɑsɔdɛs
მიესალმება	miɛsɑlmɛbɑ
ფსიქოლოგია	pʰsikʰɔlɔɡiɑ
მეტეორი	mɛtʼɛɔri
მაჩალიკაშვილი	mɑt͡ʃɑlikʼɑʃvili
ამოშვერილი	ɑmɔʃvɛrili
ბარბითი	bɑrbitʰi
უარყოფითად	uɑrqʼɔpʰitʰɑd
პენსია	pʼɛnsiɑ
საცოდავად	sɑt͡sɔdɑvɑd
პროზა	pʼrɔzɑ
ქვეტექსტი	kʰvɛtʼɛkʰstʼi
ცხვირისმიერი	t͡sxvirismiɛri
კონკისტადორი	kʼɔnkʼistʼɑdɔri
ასთმა	ɑstʰmɑ
თანამედროვე	tʰɑnɑmɛdrɔvɛ
თაფლი	tʰɑpʰli
ვედრო	vɛdrɔ
ბიოლოგიით	biɔlɔɡiitʰ
ოცდაერთი	ɔt͡sdɑɛrtʰi
ფრიალო	pʰriɑlɔ
ბოზო	bɔzɔ
მაგნიტოფონი	mɑɡnitʼɔpʰɔni
გადაუხდელი	ɡɑdɑuxdɛli
ძუა	d͡zuɑ
დალინკოთ	dɑlinkʼɔtʰ
რეგულარულად	rɛɡulɑrulɑd
დამთმობი	dɑmtʰmɔbi
ქვისმთლელი	kʰvismtʰlɛli
ძამა	d͡zɑmɑ
ალტრუიზმი	ɑltʼruizmi
რავი	rɑvi
მთვარის	mtʰvɑris
ჩილეს	t͡ʃilɛs
ნაღდად	nɑɣdɑd
უფალი	upʰɑli
გონებით	ɡɔnɛbitʰ
მარგარინი	mɑrɡɑrini
ჩემი	t͡ʃɛmi
ცბიერად	t͡sbiɛrɑd
ორლესული	ɔrlɛsuli
ბისტი	bistʼi
შრე	ʃrɛ
შუამდგომლობა	ʃuɑmdɡɔmlɔbɑ
ტირანული	tʼirɑnuli
არითმეტიკული	ɑritʰmɛtʼikʼuli
გაუბედავად	ɡɑubɛdɑvɑd
სხალტბა	sxɑltʼbɑ
როკნროლი	rɔkʼnrɔli
ნაბოზარა	nɑbɔzɑrɑ
დალაქავებული	dɑlɑkʰɑvɛbuli
გოგონი	ɡɔɡɔni
შეზღუდულად	ʃɛzɣudulɑd
რუდ	rud
ისტორია	istʼɔriɑ
შარშანწინ	ʃɑrʃɑnt͡sʼin
ქედს	kʰɛds
სამღვდელოება	sɑmɣvdɛlɔɛbɑ
ნაპერწკალი	nɑpʼɛrt͡sʼkʼɑli
ალბომით	ɑlbɔmitʰ
ემანაცია	ɛmɑnɑt͡siɑ
ცეცხლში	t͡sɛt͡sxlʃi
გამანადგურებლად	ɡɑmɑnɑdɡurɛblɑd
მეამბოხური	mɛɑmbɔxuri
გრამატიკოსი	ɡrɑmɑtʼikʼɔsi
კუთრი	kʼutʰri
ვაჭრობა	vɑt͡ʃʼrɔbɑ
თალგამი	tʰɑlɡɑmi
დედობილი	dɛdɔbili
ლენინგრადი	lɛninɡrɑdi
ზაფხულს	zɑpʰxuls
ხელმომწერი	xɛlmɔmt͡sʼɛri
მარულა	mɑrulɑ
ჭუჭყიანი	t͡ʃʼut͡ʃʼqʼiɑni
აბრამი	ɑbrɑmi
მეეტლე	mɛɛtʼlɛ
მწყინს	mt͡sʼqʼins
გასაოცარი	ɡɑsɑɔt͡sɑri
ჯამაგირი	d͡ʒɑmɑɡiri
ბრძნულად	brd͡znulɑd
ნელა	nɛlɑ
მტკაველი	mtʼkʼɑvɛli
დახშული	dɑxʃuli
ეკონომიკური	ɛkʼɔnɔmikʼuri
ვაშა	vɑʃɑ
იახტა	iɑxtʼɑ
მიკროსკოპული	mikʼrɔskʼɔpʼuli
პროვინცია	pʼrɔvint͡siɑ
ტალკი	tʼɑlkʼi
ბზარი	bzɑri
აბაზანა	ɑbɑzɑnɑ
კამერტონი	kʼɑmɛrtʼɔni
პირუტყვი	pʼirutʼqʼvi
კეთილზნიანი	kʼɛtʰilzniɑni
წვიმა	t͡sʼvimɑ
მზარდად	mzɑrdɑd
ელეგია	ɛlɛɡiɑ
