خطابت	xətˈaːbət
انتطامیہ	ˌɪntɪtaːmˈiːa
بالکونی	bˌaːlkˈoːni
سادہ	sˈaːda
وہپ	ʋˈʌhəp
لطیفے	lətˈiːfeː
زوروں	zˈoːrõː
کاؤنٹرٹیررازم	kˌaːoːnˌəʈrʈˌiːrrˈaːzəm
مہنیے	mˈɛhnjeː
پرکہاکہ	pˌərəkhˈaːkˌa
اظہارتھانہ	ɪʐhˈaːrtʰaːna
بڑوں	bˈʌr.õː
گھنٹی	ɡʰˈʌnʈˌiː
بلالیا	bəlˈaːljaː
گذارنے	ɡʊzˈaːrneː
اٹھائینگے	ˌaʈʰaːˈiːnɡˌeː
کاررائیوں	kˌaːrrˈaːiˌõː
الفور	alfˈoːr
گمشدہ	ɡˈʊmʃˌʊda
راجندر	raːɟˈʌndər
سینیٹرسراج	sˌeːniʈˌərəsrˈaːɟ
چدمبرم	cədˈʌmbərˌəm
دیگرارکان	dˌeːɡrˌaːrkˈaːn
تراڑکھل	tərˈaːr.əkʰˌəl
آزاد	aːzˈaːd
تالی	tˈaːli
وئیدیا	ʋˌəidˈiːaː
دیانتداری	djˌaːnətdˈaːri
پانچوں	pˈaːncõː
ماورا	mˈaːʋrˌaː
کارکنا	kˈaːrkˌʊnaː
پکتیکا	pˌəktˈiːkaː
گچھ	ɡˈʊcʰ
کارلائے	kˌaːrlˈaːeː
شرانگیز	ʃˌəraːnɡˈiːz
بارڈ	bˈaːrɖ
وہاں	ʋˈʌhãː
تری	tˈʌri
نقشبندی	nˌəqəʃəbˈʌndi
ڈگریاں	ɖɪɡrˈiːãː
بناسکتا	bənˈaːsəktaː
اٹھارہویں	ˌaʈʰaːrˈʌhʋẽː
سویڈن	sʋˈiːɖan
گیل	ɡˈeːl
موٹی	mˈoːʈi
رئیسانی	rˌəisˈaːni
ڈھالا	ɖʰˈaːlaː
پام	pˈaːm
بران	bərˈaːn
موئن	moːˈɪn
گرائمر	ɡərˈa͡ɪmər
مفرورقرار	mˌəfrˌuːrəqrˈaːr
ڈسپنسری	ɖˌəsəpˈʌnsərˌiː
رلڈ	rˈʌlɖ
مشور	məʃˈoːr
کنٹرولڈ	kanʈrˈoːlɖ
اتا	ˈataː
بلاوجہ	bəlˈaːʋəɟa
ڈکیتیاں	ɖakˈeːtjãː
جذ	ɟˈʌz
حوالہ	haʋˈaːla
مشہوری	mˌəʃhˈuːri
روبینہ	roːbˈiːnˌa
نامہ	nˈaːmˌa
الرزاق	alrəzˈaːq
نعشیں	nˈaːʃẽː
بہاریہ	bˌəhaːrˈiːa
راشن	rˈaːʃɪn
خٹک	xˈʌʈək
مید	mˈeːd
اورزخمی	ˈoːrəzˌəxmˌiː
کورٹیکس	kˈoːrʈikˌəs
ہیریسن	hirˈiːsən
شفاف	ʃəfˈaːf
خلاء	xˈʌlaː
حدبندی	hˌədəbˈʌndi
دیار	djˈaːr
ٹکرائی	ʈˌəkrˈaːi
ہنگس	hˈʌnəɡˌəs
نعروں	nˈaːrõː
کاا	kˈaːaː
مشورے	məʃˈoːreː
اپلیکیشن	ˌaplˌiːkeːʃˈan
آسانی	aːsˈaːni
مونٹریال	mˈoːnʈərjˌaːl
بلال	bɪlˈaːl
رکرلیا	rˌəkərˈʌljaː
کارجہ	kˈaːrəɟa
عطیہ	atˈiːa
چونسٹھ	cˈoːnsʈʰ
دھاڑیں	dʰˈaːr.ẽː
پریٹی	pərˈiːʈi
لائک	lˈa͡ɪk
پکارنے	pʊkˈaːrneː
ویلز	ʋˈeːləz
رمیض	rəmˈiːz
شاہ	ʃˈaːh
مٹھن	mˈʌʈʰən
جوئی	ɟˈoːi
گارلک	ɡˈaːrəlˌək
زینت	zinˈat
اوراللہ	oːrˈaːləla
وجیہ	ʋəɟˈiːa
قالب	qˈaːlɪb
موہنجو	moːhˈʌnɟoː
بھونڈی	bʰˈoːnɖi
لائرزفورم	lˌa͡ɪrəzfˈoːrəm
تبلیغ	tˌəblˈiːɣ
صدرجنرل	ʂədˈarɟnərˌəl
پاداش	paːdˈaːʃ
چڑھائیں	cər.hˈaːẽː
خدا	xˈʊdaː
شاکراللہ	ʃˌaːkrˈaːləla
خوداردادیت	xˈʊdaːrdˌaːdˌiːat
اسکیل	ˌaskˈiːl
وثوق	ʋəsˈoːq
جیک	ɟˈeːk
سدرامیا	sˌədrˈaːmjaː
کھٹا	kʰˈʌʈaː
چوڑے	cˈoːr.eː
الٹنے	ʊlˈaʈneː
کالوں	kˈaːlõː
کلیئرنگ	kˌəliˈarɪnɡ
نےاپنے	neːˈaːpnˌeː
پھوڑے	pʰˈoːr.eː
نیندیں	nˈiːndẽː
سرداروں	sərdˈaːrõː
نمازیوں	namˈaːziˌõː
حسب	hˈasb
پھینکنا	pʰˈẽːknaː
تبدیلیاں	tˌəbdˈiːljãː
منصو	mˈʌnʂˌoː
کونوٹس	koːnˈoːʈs
محنت	mɛhnˈat
میثاق	misˈaːq
اپلیٹ	ˌaplˈiːʈ
لالے	lˈaːleː
پیٹریاس	pˌeːʈrjˈaːs
امیگریشن	ˌamiɡreːʃˈan
دبئی	dəbˈai
سافٹا	sˈaːfʈˌaː
ورکنگ	ʋˈʌrkˌɪnɡ
اسینڈ	asˈiːnɖ
تبسم	tabˈassʊm
امیرہ	amˈiːrˌa
کاشتکار	kˈaːʃtəkˌaːr
سرامکس	sərˈaːməkˌəs
اٹوٹ	aʈˈuːʈ
اسٹارشان	ˌɪsʈaːrʃˈaːn
اشکبارہے	ˌaʃəkbˈaːrhˌeː
امبر	ˈambər
سنبھل	sˈʌnbʰəl
آئل	ˈaːɪl
دھکڑ	dʰˈʌkər.
میونسپلٹی	meːˈoːnsəpˌəlʈˌiː
شعلوں	ʃˈɔlõː
مٹایا	mɪʈˈaːjaː
تھاتاہم	tʰaːtˈaːhəm
الاضلاعی	alˌazlaːˈaːi
کریمی	kərˈiːmi
عقلمند	ˈaqlmand
مچائی	məcˈaːi
خیزی	xˈeːzi
گردان	ɡərdˈaːn
سوچتا	sˈoːctˌaː
تحر	tˈʌhər
غ	ɣˈa͡ɪn
انقلاب	ˌɪnqɪlˈaːb
غربا	ɣʊrˈabaː
ٹیکسوں	ʈˈeːksˌõː
داؤپر	daːˈoːpər
ٹیکنے	ʈˈeːknˌeː
نوبیاہتا	noːbjˈaːhtaː
جیالا	ɟjˈaːlaː
زمرہ	zˈʌməra
عظم	ˈaʐəm
کریمنل	kərˈiːmənˌəl
عدالتی	adˈaːltˌiː
رسائی	rəsˈaːi
ماڑی	mˈaːr.i
شہداء	ʃˈɛhdaː
شاہرا	ʃˈaːhraː
مریضوں	mərˈiːzõː
براوزر	bərˈaːʋəzˌər
تعفن	tˈaːfən
ناراضگی	naːrˈaːzɡˌiː
ٹاﺅن	ʈaːˈoːn
سےخطاب	sˌeːxtˈaːb
اورعلاقے	oːrˈaːlaːqˌeː
حناء	hˈʌnaː
گورنرراج	ɡˌaʋarnˈarraːɟ
رد	rˈʌd
لمیت	lˌəmiˈat
بدعنوانیوں	bˌədʊnʋˈaːniˌõː
ٹاب	ʈˈaːb
احاطے	ahˈaːteː
اورامن	oːrˈaːmən
کلپنگ	kˈʌlpˌɪnɡ
مودودی	moːdˈoːdi
آڈیو	aːɖˈeːoː
پیاسے	pjˈaːseː
کوسلام	kˌoːslˈaːm
برانڈز	bərˈaːnɖz
عصبیت	ˈaʂbiˌat
پراٹھوں	pərˈaːʈʰõː
بھان	bʰˈaːn
صعدہ	ʂˈaːda
جاناچاہیے	ɟˌaːnaːcˈaːhjeː
لیاقت	ljˈaːqət
واردت	ʋˈaːrdət
بھجوائیں	bʰəɟʋˈaːẽː
فولک	fˈoːlək
ہراسمنٹ	hərˈaːsəmˌənʈ
ایوننگ	ˈiːʋnɪnɡ
شہزادہ	ʃˈɛhzaːdˌa
کنسلٹنٹ	kˈʌnsəlˌəʈənʈ
عبدالرحمان	ˌabdˌaːlərˌəhəmˈaːn
انٹیل	ˈanʈil
کررہے	kˈʌrərheː
بندھن	bˈʌndʰən
کہے	kˈʌheː
پرکی	pˈʌrkˌiː
گیاکہ	ɡjˈaːkˌa
سٹر	sˈʌʈər
فرنینڈس	fˌərnˈiːnɖəs
سیکر	sˈeːkər
ٹکنالوجی	ʈˌəknaːlˈoːɟi
امپائر	ˈampa͡ɪr
سسٹم	sɪsʈˈam
ہلائیں	həlˈaːẽː
کوکل	kˈoːkəl
پوار	paʋˈaːr
ڈھونڈ	ɖʰˈuːnɖ
کارپارکنگ	kˌaːrpˈaːrkˌɪnɡ
ائیرچیف	a͡ɪˈiːrcif
شاں	ʃˈãː
جٹاں	ɟˈʌʈãː
اینی	ˈiːni
کارنامہ	kˌaːrnˈaːmˌa
كی	ˈiː
نامعلو	naːmˈaːloː
شاخیں	ʃˈaːxẽː
انکوائریاں	ɪnkʋˈa͡ɪrjãː
نصیرالدین	nˌəʂirˌaːldˈiːn
پیسی	pˈeːsi
پانامالیکس	pˌaːnaːmaːlˈiːkəs
میلوڈی	meːlˈoːɖi
قاتلوں	qˈaːtlˌõː
کھاکرچلے	kʰaːkˈʌrcəlˌeː
موجیں	mˈoːɟẽː
جھکا	ɟʰˈʊkaː
رفاعی	rˌəfaːˈaːi
کرتی	kˌarti
اوربعدازاں	ˌoːrbˈaːdaːzˌãː
راونڈ	raːʋˈʌnɖ
یسین	jəsˈiːn
خیابان	xˈajaːbˌaːn
ودود	ʋədˈoːd
انے	ˈaneː
رک	rˈʊk
حرص	hˈʌrəʂ
رجب	rˈʌɟəb
ارمغان	ˌarəmɣˈaːn
صلاحیت	ʂˌəlaːhiˈat
سرتوڑ	sˈartoːr.
فیاض	fˌaiˈaːz
مسیحیوں	məsˈiːhiˌõː
میٹرولوجسٹ	mˌeːʈroːlˈoːɟˌɪsʈ
پہنچانے	pahˈʊncaːnˌeː
الرمادی	alrəmˈaːdi
ارم	ˈarəm
ساکی	sˈaːki
بیسیوں	bˈeːsiˌõː
بلقیس	bˌəlqˈiːs
انہدام	ˌɪnhɪdˈaːm
دھرنا	dʰˈʌrnˌaː
باجوڑ	baːɟˈoːr.
کاشکریہ	kˌaːʃɪkrˈiːa
پوجا	pˈuːɟaː
آہی	ˈaːhi
منی	mˈʌni
ادویات	ˈadʋiˌaːt
بلحاظ	bˌəlhˈaːʐ
کزی	kˈʌzi
ہدایتکاری	hɪdˈaːjatkˌaːri
اورخود	ˌoːrxˈoːd
کارروئیاں	kˌaːrrˈoːjãː
اوکی	ˈoːki
اعتنائی	ˈeːtɪnˌaːi
پارٹیز	pˈaːrʈiz
ہوتی	hˈoːti
کمروں	kˈʌmrˌõː
شاہراہ	ʃˈaːhraːh
سرگئی	sˌərɡˈai
پرچموں	pˈʌrcəmˌõː
تشریحات	tˌəʃrihˈaːt
سیریزکیلئے	sˌeːrizkˈiːlˌeː
بجارانی	bˌəɟaːrˈaːni
کاٹیں	kˈaːʈẽː
کانوں	kˈaːnõː
کاعہدہ	kaːˈaːhədˌa
رونق	rˈoːnəq
جینس	ɟˈiːns
سامی	sˈaːmi
نمٹیں	nˈɪmʈẽː
کوریو	koːrˈeːoː
کلیسا	kəlˈiːsaː
نفسیاتی	nˌəfsjˈaːti
سنیٹری	sənˈiːʈrˌiː
ریکٹر	rˈeːkʈər
گزاری	ɡʊzˈaːri
انصافی	ɪnʂˈaːfi
راہل	rˈaːhəl
ایڈیشنل	eːɖˈeːʃnal
گنتی	ɡˈɪnti
انوائرمنٹل	ˈanʋa͡ɪrˌəmənˌəʈəl
وشبہات	ʋˌəʃəbaˈaːt
عیسوی	ˈiːsʋi
کابلدیاتی	kˌaːbəldˈiːaːtˌiː
بینظیر	bˌeːnʐˈiːr
بلاامتیاز	bˌəlaːˌaːmtjˈaːz
الجماعت	alɟamˈaːt
استعماری	ˌɪsteːmˈaːri
مددفراہم	mˌədədˌəfrˈaːhəm
بادشاہی	bˌaːdʃˈaːhi
شدیدالفاظ	ʃˌədidˌaːlfˈaːʐ
شہیدہونے	ʃˌəhidhˈoːneː
اشاریئے	ˌɪʃaːrˈiːeː
زمزمہ	zˈʌməzˌəmˌa
خے	xˈeː
ہندووٴں	hˈeːnˈuːndˈaːlˈoːˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
نوا	nˈaʋaː
امامی	ɪmˈaːmi
اجاڑ	ʊɟˈaːr.
کینہ	kˈiːna
پرتباہی	pˌərətbˈaːhi
اورتحفظ	ˈoːrətˌəhəfˌəʐ
کشمش	kˈʌʃəmˌəʃ
سوئے	sˈoːeː
کالونیاں	kaːlˈoːnjãː
افرادکیلئے	ˌafrˌaːdkˈiːlˌeː
خوشیاں	xˈʊʃjãː
ٹریک	ʈrˈeːk
تراشے	tərˈaːʃeː
دلاؤنوٹس	dˌəlaːoːnˈoːʈs
مال	mˈaːl
اوربنیادی	ˌoːrəbnjˈaːdi
پائیے	pˈaːjeː
اوول	oːˈoːl
سرونٹ	sˈarʋanʈ
تجاوزکرگئی	tˌəɟaːʋˌəzəkˌərɡˈai
پندرہویں	pˌəndərˈʌhʋẽː
بوریت	bˌoːriˈat
فروشوں	fərˈoːʃõː
سٹال	sʈˈaːl
منع	mˈʌnaː
ظالمانہ	ʐˌaːlmˈaːnˌa
ئر	rˈʌ
عادی	ˈaːdi
خانسانحہ	xˈaːnsaːnˌəhəˌa
ٹوئنکل	ʈoːˈɪnəkˌəl
حسرت	hˈasrat
ندیوں	nˈʌdiˌõː
رعد	rˈaːd
مانیٹری	maːnˈiːʈrˌiː
میدے	mˈeːdeː
آزادکشمیر	ˌaːzaːdˌəkəʃmˈiːr
پراقوام	pərˈaːqʋaːm
چٹکی	cˈʊʈki
ناسازی	naːsˈaːzi
عظمت	ˈaʐmat
خیرباد	xˌeːrbˈaːd
کاملک	kˈaːməlˌək
گدی	ɡˈʌdi
کرنیوالا	kˌərneːʋˈaːlaː
سروسز	sˈarʋɪsˌɪz
گریجویٹس	ɡˌəriɟʋˈiːʈs
پینٹنگز	pˈeːnʈɪnɡz
رواداری	rˌaʋaːdˈaːri
ریڈزون	rˌeːɖzˈoːn
لو	lˈoː
دنو	dˈʌnoː
آڈٹ	ˈaːɖəʈ
پرپاکستانی	pˌərpˌaːkɪstˈaːni
ازجلد	ˈazəɟˌələd
ادوار	ˈadʋaːr
شفقات	ʃˌəfəqˈaːt
مانگو	mˈaːnɡˌoː
اظہرالدین	ˌaʐhrˌaːldˈiːn
کینگروز	kˌeːnəɡrˈoːz
موبائلز	moːbˈa͡ɪləz
صباء	ʂˈʌbaː
کہلائے	kˈɛhlaːˌeː
خودکشیوں	xˈʊdkəʃˌiõː
ٹنڈولکر	ʈənɖˈoːləkˌər
شکرگڑھ	ʃˌəkərəɡˈʌr.h
منتظمین	mˌʊntaʐmˈiːn
سہر	sˈɛhr
ترجما	tˈarɟˌʊmaː
اسٹریٹیجک	ˌɪsʈəriʈˈiːɟək
عنایت	ˌanaːjˈat
عبدالمحسن	ˌabdˌaːlmˈoːhsˌɪn
ٹیبلیٹس	ʈˈeːbleːʈs
بدکلامی	bˌədəklˈaːmi
متبادل	mˌʊtabˈaːdɪl
ہتھکڑیاں	hˌətʰəkˈʌr.jãː
پرویز	pˈarʋeːz
ریت	rˈeːt
پہنچادی	pahˈʊncaːdˌiː
ششوں	ʃˈʌʃõː
خیبرپختونخوااسمبلی	xˌeːbərˌəpxtˌoːnxʋˌaːaːsˈʌmbəlˌiː
علان	alˈaːn
ہیراتھ	hirˈaːtʰ
رمضا	rˈʌmzˌaː
ٹرینیڈاڈ	ʈrˈeːniɖˌaːɖ
کارگل	kˈaːrəɡˌəl
خدمتگار	xˌədəmˌətɡˈaːr
آلوؤں	ˌaːluːˈoːn
کاتعین	kˌaːtaˈiːn
شوٹنگز	ʃoːʈˈɪnɡz
ودہشت	ʋədˈɛhʃˈat
سائے	sˈaːeː
سکاؤٹنگ	sˌəkaːˈoːʈənɡ
پرزبردست	pˌərəzəbˈʌrdəst
ناتجربہ	nˌaːtaɟˈarba
پرمقدمہ	pˌərmʊqˈadma
وشام	ʋəʃˈaːm
افرادسے	ˌafrˈaːdsˌeː
ازالے	ɪzˈaːleː
اٹھاتا	ʊʈʰˈaːtaː
الفوز	alfˈoːz
بھار	bʰˈaːr
کھوکھوں	kʰˈoːkʰõː
سپا	sˈʌpaː
اعلم	ˈaːləm
آنکھیں	ˈaːnkʰˌẽː
فورا	fˈoːraː
نوازلیگ	nˈaʋaːzliɡ
ایکٹیویٹ	ˌeːkʈeːʋˈiːʈ
فیملی	fˈeːmlˌiː
سمیتا	səmˈiːtaː
مواد	maʋˈaːd
کرلیاگیا	kˌərljˈaːɡjaː
کمپریسر	kˌəmpərˈiːsər
نوکیلئے	noːkˈiːlˌeː
ٹیٹو	ʈˈeːʈoː
اتحادوں	ˌɪtɪhˈaːdõː
مہنگا	mˈɛhnəɡˌaː
ونہار	ʋˌənhˈaːr
کونوٹیفیکیشن	kˌoːnoːʈˌiːfikeːʃˈan
مندوں	mˈʌndõː
فاصلوں	fˈaːʂlˌõː
خوبیاں	xˈuːbjãː
داغنے	dˈaːɣnˌeː
عمرکا	ˈʊmrkaː
اطفال	ˌatfˈaːl
فضل	fˈazl
بنکوں	bˈʌnkˌõː
لینڈکے	lˈeːnɖəkˌeː
ملاپ	məlˈaːp
اکھٹے	ˈakʰʈˌeː
کارنرز	kˌaːrənˈʌrz
نظارہ	nəʐˈaːrˌa
عمارتوں	ɪmˈaːrtˌõː
اوبر	ˈoːbər
چونکہ	cuːnkˈeːh
سز	sˈʌz
بیدا	bˈeːdaː
مرلی	mˈʌrlˌiː
اڑتیس	ˌar.tˈiːs
انڈینز	ˈanɖinˌəz
مجر	mˈʌɟər
راہنماء	rˈaːhənmaː
کوحکومت	koːhˌʊkuːmˈat
سٹیشن	sʈeːʃˈan
زوری	zˈoːri
ع	ˈa͡ɪn
مزارات	mˌəzaːrˈaːt
آرٹس	ˈaːrʈs
ٹم	ʈˈʌm
اوزون	oːzˈoːn
دلیپ	dəlˈiːp
فراز	fərˈaːz
کومسلم	koːmˈʊslˌɪm
جلدصحت	ɟˈʌlədˌəʂəhˌət
الخالد	alxˈaːlɪd
آدھا	ˈaːdʰaː
گوند	ɡˈoːnd
بڑ	bˈʌr.
میجر	mˈeːɟər
زربابا	zˌərbˈaːbaː
لیکچرار	lˈeːkcarˌaːr
سیسی	sˈeːsi
ہائیڈرنٹس	hˌaːiɖˌərənˈʌʈs
محمدسعید	mˌəhəmˌədsaˈiːd
بھرپورحمایت	bʰˌərpˌoːrəhˌəmaːjˈat
اسکیننگ	ˌaskˈiːnɪnɡ
منظرعام	mˌanʐˈaraːm
حملہ	hˈamla
دیلیز	deːlˈiːz
وزارتی	ʋəzˈaːrtˌiː
طاق	tˈaːq
جیکی	ɟˈeːki
شیٹ	ʃˈeːʈ
کوکالعدم	kˌoːkaːlˈaːdəm
اپناکردار	ˌapnˌaːkrdˈaːr
پنچایتی	pəncˈaːjatˌiː
اجمل	ˈaɟmal
جیالے	ɟjˈaːleː
وعدہ	ʋˈaːda
بونیرمیں	boːnˈiːrmˌẽː
راشٹریہ	rˌaːʃəʈrˈiːa
تصرف	taʂˈarrʊf
سبزی	sˈʌbzˌiː
محاصرے	məhˈaːʂrˌeː
فرحانہ	fˌərhˈaːnˌa
انڈرپاس	ˈanɖərpaːs
پہنے	pˈɛhneː
بھرائی	bʰərˈaːi
پرسماعت	pˌərəsmˈaːat
کیاکہ	kjˈaːkˌa
گرفتا	ɡˈɪrɪftˌaː
لابی	lˈaːbi
ایمانداری	imˈaːndaːrˌiː
ارا	ˈaraː
فرخ	fˈarrʊx
درستگی	dʊrˈʊstɡi
خیالات	xˈajaːlaːt
قصائیوں	qəʂˈaːiˌõː
مڈفیلڈر	mˌəɖfˈiːlɖər
غلبہ	ɣˈʌləba
بشار	bəʃˈaːr
تہجد	tˈɛhɟəd
کیٹی	kˈeːʈi
لاوہ	lˈaːʋˌa
لکھتی	lˈɪkʰti
بائک	bˈa͡ɪk
پٹھانے	pəʈʰˈaːneː
چوکے	cˈoːkeː
دھمال	dʰəmˈaːl
پلانٹ	pəlˈaːnʈ
پڑوسیوں	pər.ˈoːsiˌõː
چونے	cˈoːneː
بتھوے	bˈʌtʰʋeː
میونسپل	meːˈoːnsəpˌəl
پراسیسنگ	pˌəraːsˈiːsɪnɡ
سرائے	sərˈaːeː
کمار	kʊmˈaːr
بہر	bahˈar
پریس	prˈeːs
سندھیوں	sˈɪndʰiˌõː
جمپ	ɟˈʌmp
والہ	ʋˈaːlˌa
پینٹاگون	pˈeːnʈaːɡˌoːn
برانچوں	bərˈaːncõː
اقدا	ˈaqdˌaː
لیپروسکوپی	lˌeːprˌoːskˈoːpi
پڑھتی	pˈʌr.hətˌiː
پرجاں	pˈʌrɟˌãː
کھلی	kʰˈʌli
کیوب	kˈeːʋəb
سرخ	sˈʊrx
اورحساس	ˌoːrəhəsˈaːs
ورفت	ʋˈʌrəfˌət
ایجوکیشنل	ˌeːɟoːkˈeːʃnal
انصا	ˈanʂˌaː
نگ	nˈʌɡ
کارکنان	kˈaːrkˌʊnaːn
کاؤنٹی	kaːˈoːnʈˌiː
مافیاز	mˈaːfjaːz
ریٹنگ	rˈeːʈɪnɡ
سویپ	sʋˈiːp
آڈیٹنگ	aːɖˈiːʈɪnɡ
دوچار	doːcˈaːr
کیلوری	keːlˈoːri
پربھی	pˈʌrbʰˌiː
پکوانچٹنیاں	pəkʋˈaːncəʈnjãː
باوجود	bˌaːʋʊɟˈuːd
رکوانے	rʊkʋˈaːneː
لگاؤں	lˌəɡaːˈoːn
پھیلتی	pʰˈeːltˌiː
اکتو	ˈaktˌoː
کمشنرکراچی	kˌəməʃˌənərˌəkrˈaːci
جیلر	ɟˈeːlər
الف	ˈaləf
عبا	ˈabaː
قصاص	qəʂˈaːʂ
خودبھی	xˈʊdbʰi
انکا	ˈɪnkaː
پراپرٹی	pˌəraːpˈʌrʈi
پیماؤں	pˌeːmaːˈoːn
لگن	lˈʌɡən
ڈیلٹا	ɖˈeːlʈˌaː
پریزنٹیشن	pˌərizˌənʈeːʃˈan
کچ	kˈʌc
ہائوسنگ	haːˈoːsɪnɡ
کرائینگے	kˌəraːˈiːnɡˌeː
نکلنے	nɪkˈalneː
ہونیوالے	hˌoːneːʋˈaːleː
شخصیتوں	ʃˈaxʂitˌõː
نمودار	nˌəmoːdˈaːr
ڈرانے	ɖərˈaːneː
ٹوٹے	ʈˈuːʈeː
وزرا	ʋʊzˈaraː
توڑیں	tˈoːr.ẽː
ڈنڈی	ɖˈʌnɖi
دھماکہسعودی	dʰˌəmaːkhsaːˈoːdi
ناحق	naːhˈaq
لائنر	lˈa͡ɪnər
پروگریسو	prˈoːɡreːsˌɪʋ
بھگانے	bʰəɡˈaːneː
ید	jˈʌd
النور	alnˈuːr
ویکجہتی	ʋˌeːkəɟˈati
سٹریٹجی	sʈrˈeːʈɪɟˌiː
رہنا	rˈɛhnaː
الصدر	alʂˈʌdər
عملے	ˈamlˌeː
وکیلوں	ʋəkˈiːlõː
پمز	pˈʌməz
اپس	ˈapəs
کیچ	kˈeːc
سرٹیفائیڈ	sˌərʈifaːˈiːɖ
سکھائی	səkʰˈaːi
انرولمنٹ	ˌanrˈoːləmˌənʈ
اداکارائیں	ˌadaːkaːrˈaːẽː
بیلاروس	bˌeːlaːrˈoːs
زرہ	zˈʌrˌa
بھیم	bʰˈeːm
آنسو	ˈaːnsoː
سکولچارسدہ	sˌəkoːlcˈaːrəsda
وائرل	ʋˈa͡ɪrəl
بلاگنگ	bəlˈaːɡənɡ
تحاریک	tˌəhaːrˈiːk
کروبی	kərˈoːbi
بدترین	bˈadtarˌiːn
ظہیرالدین	ʐˌəhirˌaːldˈiːn
تنہاء	tˈʌnhˌaː
ماؤس	maːˈoːs
سٹے	sˈʌʈeː
گردو	ɡˈʌrdoː
کیااور	kjˌaːaːˈoːr
احمدصدیقی	ˌɛhmədˌəʂdˈiːqi
منگیشکر	mˌənɡˈiːʃəkˌər
الشکور	alʃakˈuːr
فرنچائزز	fˌərncˈa͡ɪzəz
ائیرپورٹس	ˌa͡ɪirpˈoːrʈs
قوبو	qˈoːboː
بھینسیں	bʰˈeːnsẽː
نمائند	nˈʊmaːˈɪnd
سپین	spˈeːn
وفورسز	ʋəfˈoːrəsˌəz
اسناد	ˌasnˈaːd
کمپیوٹرائزیشن	kˌəmpeːˌoːʈrˌa͡ɪzeːʃˈan
شخصیات	ʃˈaxʂiˌaːt
بڈگام	bˌəɖɡˈaːm
منصوبے	mˌənʂˈuːbeː
قارون	qaːrˈoːn
پمپ	pˈʌmp
گھما	ɡʰˈʊmaː
برائن	bərˈa͡ɪn
سپنرز	sˌəpənˈʌrz
سادھ	sˈaːdʰ
عوا	ˈaʋaː
نکلو	nˈɪkloː
پنسل	pˈʌnsəl
ہیمپرز	hˈeːmpərz
سروکار	sˌəroːkˈaːr
وحیدہ	ʋəhˈiːda
دارالسلام	dˌaːraːlˌəslˈaːm
اڑادی	ar.ˈaːdi
عبدالخالق	ˌabdˌaːlxˈaːlɪq
معاشر	mˈaːʃər
صلا	ʂˈʌlaː
ودو	ʋˈʌdoː
واتفاق	ʋˌaːtfˈaːq
راکھ	rˈaːkʰ
ہمسفر	hˈamsafˈar
قرضے	qˈʌrzˌeː
مائن	mˈa͡ɪn
نوکنڈی	noːkˈʌnɖi
احمدغنی	ˈɛhmədˌəɣnˌiː
اشون	aʃˈoːn
چوراہے	coːrˈaːheː
شراپوا	ʃərˈaːpʋaː
عائلہ	aːˈɪlˌa
یوٹیلیٹی	jˌɔʈilˈiːʈi
بیٹر	bˈeːʈər
مشترک	mʊstˈarək
آزمایا	ˌaːzmˈaːjaː
پرسن	pˈʌrəsˌən
ازسرنو	ˈazəsˌərnˌoː
مریکی	mərˈiːki
عمرا	ˈʊmraː
توسط	taʋˈassʊt
میرہ	mˈeːrˌa
وعشر	ʋˈaːʃər
ہیپاٹائیٹس	hˌeːpaːʈaːˈiːʈs
فرض	fˈarz
مزد	mˈʌzəd
یکساں	jˈʌksˌãː
ٹکس	ʈˈʌkəs
پراسیکیوشن	pˌəraːsˌiːkeːˈoːʃən
جھ	ɟʰˈʌ
تیلگو	tˈeːlɡˌoː
خربوزہ	xˌərbˈuːzˌa
اوراستحکام	ˌoːraːsˌətəhəkˈaːm
ٹویٹس	ʈʋˈiːʈs
وش	ʋˈʌʃ
سینچری	sˈeːncərˌiː
نگاری	nɪɡˈaːri
غوطہ	ɣˈoːtˌa
معجزانہ	mˌɔɟɪzˈaːnˌa
جیکولین	ɟˌeːkoːlˈiːn
آموں	ˈaːmõː
کادرجہ	kaːdˈarɟa
آٹا	ˈaːʈaː
بکرا	bˈʌkrˌaː
تصنیف	tˌəʂnˈiːf
امیروں	amˈiːrõː
اورانگلینڈ	ˌoːraːnˌəɡlˈiːnɖ
وارنٹی	ʋˈaːrənʈi
انچارچ	ancˈaːrc
لمبی	lˈʌmbi
قل	qˈʌl
ڈنمارک	ɖɪnmˈaːrk
نےاس	neːˈaːs
کارپوریشن	kˌaːrpˌoːreːʃˈan
نادار	naːdˈaːr
بکرے	bˈʌkrˌeː
پالنے	pˈaːlnˌeː
تدبیر	tˌədbˈiːr
جانیوالے	ɟˌaːneːʋˈaːleː
پروانشل	pərʋˈaːnəʃˌəl
بیدارکرنے	beːdˈaːrəkˌərnˌeː
صدقے	ʂˈʌdqˌeː
کا	kaː
کوداوپر	koːdˈaːʋəpˌər
سنجید	sənɟˈiːd
وف	ʋˈʌf
کھیتران	kʰˌeːtrˈaːn
بلوانی	bəlʋˈaːni
ہاورڈ	haːʋˈʌrɖ
ٹیکنیشن	ʈˌeːkneːʃˈan
مائیکل	maːˈiːkəl
