Əbüləsvar	æbylæsvˈar
canlılarda	d͡ʒanɫɯɫardˈa
Yuranın	juɾanˈɯn
konflikti	confliçtˈi
Pinkerton	pincertˈon
Belyayev	beljajˈev
qalandan	ɡaɫandˈan
düzgündür	dyzɟyndˈyr
zəifləməyə	zæiflæmˈæjæ
qadınlarını	ɡadɯnɫaɾɯnˈɯ
blokdan	bɫoçdˈan
bildirib	bildiɾˈib
buxarla	buxarɫˈa
versiyasında	versijasɯndˈa
salnamələri	saɫnamælæɾˈi
qladiatorların	ɡɫadiatorɫaɾˈɯn
dairələr	da͡ɪɾælˈær
dağüstü	daːystˈy
işlənərkən	iʃlænærcˈæn
məşquliyyəti	mæʃɡulijjætˈi
tikmə	tˈiçmæ
vestibülü	vestibylˈy
cəhdlər	d͡ʒæhdlˈær
hisslərdən	hisslærdˈæn
yetirildiyini	jet͡siɾildijinˈi
qəşəng	ɡæʃˈænɟ
Ərəbcə	æɾˈæbd͡ʒæ
müşaiyəti	myʃa͡ɪjætˈi
Bonus	bonˈus
islahatçı	isɫahatt͡ʃˈɯ
noyabrın	nojabrˈɯn
ziddir	ziddˈir
Filips	filˈips
oyuncaqlar	ojund͡ʒaɡɫˈar
yaranmışdı	jaɾanmɯʃdˈɯ
ağırlaşdırdı	aːɯrɫaʃdɯrdˈɯ
qulun	ɡuɫˈun
basqına	basɡɯnˈa
Nümayəndə	nymajˈændæ
sindromlu	sindromɫˈu
Hövzəsinin	hœvzæsinˈin
silə	sˈilæ
vələmir	vælæmˈir
Yaşının	jaʃɯnˈɯn
Çadırın	t͡ʃadɯɾˈɯn
Qabığında	ɡabɯɯɯndˈa
hazırlanacaq	hazɯrɫanad͡ʒˈax
çexlər	t͡ʃexlˈær
minarəli	minaɾælˈi
suvaq	suvˈax
Varfolomey	varfoɫomˈej
nümayəndəlikləri	nymajændæliçlæɾˈi
Kəbirli	cæbirlˈi
Dəqiq	dæɡˈix
Üçlü	yt͡ʃlˈy
çıxıntılarla	t͡ʃɯxɯntɯɫarɫˈa
mətbəx	mætbˈæx
toplaşmaq	topɫaʃmˈax
qətnaməyə	ɡætnamˈæjæ
nailiyyəti	na͡ɪlijjætˈi
bilsələr	bilsælˈær
aktuallıq	açtuaɫɫˈɯx
uğradığı	uːɾadɯɯˈɯ
məhsullar	mæhsuɫɫˈar
xarabaya	xaɾabajˈa
Final	finˈaɫ
aşağıdakılardan	aʃaːɯdacɯɫardˈan
Məbədinin	mæbædinˈin
Eynilə	ejnˈilæ
turşusudur	turʃusudˈur
mövqeyinə	mœvɡejˈinæ
gəlmələrin	ɟælmælæɾˈin
Paskeviç	pascevˈit͡ʃ
savanna	savannˈa
ətrafında	ætrafɯndˈa
gülü	ɟylˈy
zəhmətkeş	zæhmætcˈeʃ
musiqilərindən	musiɡilæɾindˈæn
Todd	tˈodd
rəsmdə	rˈæsmdæ
Nasirəddin	nasiɾæddˈin
Müstəqillikdən	mystæɡilliçdˈæn
arteriyası	arteɾijasˈɯ
Salomon	saɫomˈon
xəttlərinin	xættlæɾinˈin
Faydalı	fajdaɫˈɯ
Nizami	nizamˈi
Cavidan	d͡ʒavidˈan
Göbələk	ɟœbælˈæç
lampalar	ɫampaɫˈar
şişlərin	ʃiʃlæɾˈin
Finlandiyaya	finɫandijajˈa
izahları	izahɫaɾˈɯ
konsensus	consensˈus
şərqdəki	ʃærɡdæcˈi
qaşovlar	ɡaʃovɫˈar
xarakterlidir	xaɾaçterlidˈir
saniyə	sanˈijæ
təmsilçiləri	tæmsilt͡ʃilæɾˈi
Everestin	eveɾestˈin
Brothers	brothˈers
Seyyid	sejjˈid
kampusdan	campusdˈan
Ronqoronqo	ronɡoɾonɡˈo
Qəddar	ɡæddˈar
toxumcadan	toxumd͡ʒadˈan
küpə	cˈypæ
ulaq	uɫˈax
olmağın	oɫmaːˈɯn
riyaziyyat	rijazijjˈat
versiyalara	versijaɫaɾˈa
əlifbasından	ælifbasɯndˈan
ağla	aːɫˈa
çıxarırdı	t͡ʃɯxaɾɯrdˈɯ
çaylar	t͡ʃajɫˈar
Cəfərzadə	d͡ʒæfærzˈadæ
qardaşım	ɡardaʃˈɯm
yanından	janɯndˈan
tapması	tapmasˈɯ
Buxari	buxaɾˈi
qəsd	ɡˈæsd
ayılıb	ajɯɫˈɯb
Bosniyada	bosnijadˈa
idealları	ideaɫɫaɾˈɯ
çıxarılmalıdır	t͡ʃɯxaɾɯɫmaɫɯdˈɯr
donmuş	donmˈuʃ
qənaətinə	ɡænaætˈinæ
təhlükəsinə	tæhlycæsˈinæ
əhvalatların	æhvaɫatɫaɾˈɯn
mübahisələrdə	mybahisælˈærdæ
treylerində	trejleɾˈindæ
icrası	id͡ʒrasˈɯ
təkəli	tæcælˈi
Təbrizdən	tæbrizdˈæn
kosmosa	cosmosˈa
hesabatlarda	hesabatɫardˈa
Duması	dumasˈɯ
adama	adamˈa
hərəkətlidir	hæɾæcætlidˈir
Fərrux	færrˈux
zirvələrə	zirvælˈæɾæ
Düşmənlər	dyʃmænlˈær
tar	tˈar
Üzvlərin	yzvlæɾˈin
Karantin	caɾantˈin
Ketrinin	cetrinˈin
dastan	dastˈan
ayrılsa	ajrɯɫsˈa
tağla	taːɫˈa
Howard	howˈard
Küveyt	cyvˈejt
Bugün	buɟˈyn
körfəzlər	cœrfæzlˈær
pəncərələrinin	pænd͡ʒæɾælæɾinˈin
Qvardiyanın	ɡvardijanˈɯn
yığıncağın	jɯɯɯnd͡ʒaːˈɯn
gəzmək	ɟæzmˈæç
sağda	saːdˈa
Çoxluqlar	t͡ʃoxɫuɡɫˈar
qayaları	ɡajaɫaɾˈɯ
əmələgəlmələrdə	æmælæɟælmælˈærdæ
Fizika	fizicˈa
funksiyasının	funçsijasɯnˈɯn
kötüyü	cœt͡syjˈy
mərhələsindədir	mærhælæsindædˈir
örtülmüş	œrtylmˈyʃ
Most	mˈost
CBC	d͡ʒˌebˌed͡ʒˈe
Mərhəmət	mærhæmˈæt
Barsa	barsˈa
döyərək	dœjæɾˈæç
müharibə	myhaɾˈibæ
rəqsinin	ræɡsinˈin
tətbiqlərin	tætbiɡlæɾˈin
törədildiyi	tœɾædildijˈi
materialdır	mateɾiaɫdˈɯr
xətanın	xætanˈɯn
yeknəsəq	jeçnæsˈæx
Dai	dˈa͡ɪ
karbohidratlar	carbohidratɫˈar
şərqini	ʃærɡinˈi
turnirinə	turniɾˈinæ
namizədlərinin	namizædlæɾinˈin
göstərərkən	ɟœstæɾærcˈæn
Mərkəzi	mærcæzˈi
Portsmut	portsmˈut
aşaraq	aʃaɾˈax
von	vˈon
Kürək	cyɾˈæç
Tenardye	tenardjˈe
yunu	junˈu
uyğunlaşması	ujɣunɫaʃmasˈɯ
etməlisiniz	etmælisinˈiz
ömür	œmˈyr
nəşriyyatlarında	næʃrijjatɫaɾɯndˈa
biliyi	bilijˈi
tərəfdəki	tæɾæfdæcˈi
texnikada	texnicadˈa
fırıldaqçı	fɯɾɯɫdaɡt͡ʃˈɯ
Sədəddin	sædæddˈin
bəraət	bæɾaˈæt
Elenanın	elenanˈɯn
Zəncan	zænd͡ʒˈan
kəndlərdəki	cændlærdæcˈi
Suriyalı	suɾijaɫˈɯ
yetişdirdiyi	jet͡siʃdirdijˈi
gender	ɟendˈer
cisimlərini	d͡ʒisimlæɾinˈi
ələlxüsus	ælælxysˈus
Cinema	d͡ʒinemˈa
Peterburq	pet͡serbˈurx
yerləşən	jerlæʃˈæn
Sumatranın	sumatranˈɯn
oyunçularının	ojunt͡ʃuɫaɾɯnˈɯn
dinləyicilər	dinlæjid͡ʒilˈær
Liza	lizˈa
xüsusiyyətlərdən	xysusijjætlærdˈæn
zonanın	zonanˈɯn
arxitekturası	arxit͡seçtuɾasˈɯ
Nizamiyə	nizamˈijæ
genişləndirirdi	ɟeniʃlændiɾirdˈi
Villi	villˈi
mənalarına	mænaɫaɾɯnˈa
qarşımızda	ɡarʃɯmɯzdˈa
mahiyyətinin	mahijjætinˈin
qaldığından	ɡaɫdɯɯɯndˈan
Əbul	æbˈuɫ
serialını	seɾiaɫɯnˈɯ
bankçılıq	bançt͡ʃɯɫˈɯx
lazımlıdır	ɫazɯmɫɯdˈɯr
kafi	cafˈi
uzadılmışdır	uzadɯɫmɯʃdˈɯr
çıxar	t͡ʃɯxˈar
Devis	devˈis
etnoniminə	etnonimˈinæ
ayrıldılar	ajrɯɫdɯɫˈar
Qoruq	ɡoɾˈux
mühafizəyə	myhafizˈæjæ
düzəltdikləri	dyzæltdiçlæɾˈi
axsaq	axsˈax
aralığı	aɾaɫɯɯˈɯ
məskunlaşmasından	mæscunɫaʃmasɯndˈan
gözləmə	ɟœzlˈæmæ
Teorem	teoɾˈem
artırmağı	artɯrmaːˈɯ
ictimaiyyətə	id͡ʒtima͡ɪjjˈætæ
haldan	haɫdˈan
üzvlər	yzvlˈær
ətəyindəki	ætæjindæcˈi
yumurta	jumurtˈa
Komitəsini	comitæsinˈi
dönməyi	dœnmæjˈi
həddən	hæddˈæn
şəkilçisi	ʃæcilt͡ʃisˈi
səfərbərlik	sæfærbærlˈiç
aksiyalarını	açsijaɫaɾɯnˈɯ
Doğrudur	doːɾudˈur
mənasından	mænasɯndˈan
Silviya	sˈilvia
dəyərləndirildi	dæjærlændiɾildˈi
Virgin	virɟˈin
liderin	lideɾˈin
iqrar	iɡrˈar
təminatlarını	tæminatɫaɾɯnˈɯ
Metalların	metaɫɫaɾˈɯn
Bağırzadə	baːɯrzˈadæ
toponim	toponˈim
düşünərkən	dyʃynærcˈæn
kabellərdən	cabellærdˈæn
xəritələrində	xæɾitælæɾˈindæ
pilləsinə	pillæsˈinæ
Nəsli	næslˈi
əsarətə	æsaɾˈætæ
zonaları	zonaɫaɾˈɯ
əqidəsinə	æɡidæsˈinæ
Şumerlərin	ʃumerlæɾˈin
mövcudluq	mœvd͡ʒudɫˈux
santimetrə	santimˈetræ
Tumurcuqları	tumurd͡ʒuɡɫaɾˈɯ
Operator	opeɾatˈor
yönəldirlər	jœnældirlˈær
kəsi	cæsˈi
qitəni	ɡitænˈi
yaradıcılığını	jaɾadɯd͡ʒɯɫɯɯɯnˈɯ
Aylar	ajɫˈar
Ataman	atamˈan
profilinin	profilinˈin
binaya	binajˈa
tərəfləri	tæɾæflæɾˈi
silki	silcˈi
Tənqidçiləri	tænɡidt͡ʃilæɾˈi
nərdivanlar	nærdivanɫˈar
dövrundə	dœvrˈundæ
çünki	t͡ʃyncˈi
şair	ʃˈa͡ɪr
göstərmirlər	ɟœstærmirlˈær
rejissorla	reʒissorɫˈa
pilləni	pillænˈi
nəşriyyat	næʃrijjˈat
XML	xˌeˌemˈel
Sosialist	sosialˈist
məqbərəsinin	mæɡbæɾæsinˈin
Cənubdan	d͡ʒænubdˈan
yetirməsinə	jet͡sirmæsˈinæ
tanınırdı	tanɯnɯrdˈɯ
özündəki	œzyndæcˈi
Norman	normˈan
eşidə	eʃˈidæ
Ratuşa	ratuʃˈa
mürəbbəsi	myɾæbbæsˈi
illərdə	illˈærdæ
başlıcası	baʃɫɯd͡ʒasˈɯ
südə	sˈydæ
Sıxılmış	sɯxɯɫmˈɯʃ
yatağından	jataːɯndˈan
okeanları	oceanɫaɾˈɯ
Zəngibasar	zænɟibasˈar
Nika	nicˈa
başsağlığı	baʃsaːɫɯɯˈɯ
kursiv	cursˈiv
Qadının	ɡadɯnˈɯn
səmərəlidir	sæmæɾælidˈir
qədəhin	ɡædæhˈin
könüllülük	cœnyllylˈyç
nominasiyasına	nominasijasɯnˈa
keçidini	cet͡ʃidinˈi
qısadır	ɡɯsadˈɯr
anasını	anasɯnˈɯ
təbbi	tæbbˈi
iqtisadiyyatda	iɡtisadijjatdˈa
genetikası	ɟenet͡sicasˈɯ
xəstəxanalar	xæstæxanaɫˈar
Müşərrəf	myʃærrˈæf
gəzdiyi	ɟæzdijˈi
asanlıqla	asanɫɯɡɫˈa
Bavariyanın	bavaɾijanˈɯn
rəsmə	rˈæsmæ
düşündürürdü	dyʃyndyɾyrdˈy
Naxçıvançayın	naxt͡ʃɯvant͡ʃajˈɯn
Matteo	matteˈo
lüğətləri	lyːætlæɾˈi
köləsi	cœlæsˈi
süjetdə	syʒˈetdæ
edərik	edæɾˈiç
keçirməyə	cet͡ʃirmˈæjæ
şagirdləri	ʃaɟirdlæɾˈi
transformasiyası	transformasijasˈɯ
biletin	bilet͡sˈin
reallıqlar	reaɫɫɯɡɫˈar
li	li
Göygöl	ɟœjɟˈœl
Əlincə	ælˈind͡ʒæ
təlimatı	tælimatˈɯ
qurdları	ɡurdɫaɾˈɯ
kuzə	cˈuzæ
geyiminin	ɟejiminˈin
zirzəmidən	zirzæmidˈæn
qatillərdən	ɡatillærdˈæn
eynicinsli	ejnid͡ʒinslˈi
Hücumçu	hyd͡ʒumt͡ʃˈu
Lak	ɫˈaç
metil	met͡sˈil
oğulluğa	oːuɫɫuːˈa
Cam	d͡ʒˈam
Arami	aɾamˈi
Sredmestye	sredmestjˈe
Gilançayın	ɟiɫant͡ʃajˈɯn
kürəvari	cyɾævaɾˈi
alimlərindən	alimlæɾindˈæn
Qocalar	ɡod͡ʒaɫˈar
Vistula	vistuɫˈa
səsləndirirdi	sæslændiɾirdˈi
görüşürdü	ɟœɾyʃyrdˈy
pyesini	pjesinˈi
Ömərə	œmˈæɾæ
əhatələnən	æhatælænˈæn
təmtəraqlı	tæmtæɾaɡɫˈɯ
pişiyə	piʃˈijæ
suallara	suaɫɫaɾˈa
sfera	sfeɾˈa
böyüyürdü	bœjyjyrdˈy
Elin	elˈin
ziyarətgahın	zijaɾætɟahˈɯn
voleybol	volejbˈoɫ
əhatələyir	æhatælæjˈir
Mountain	mountˈa͡ɪn
Eyzenhauer	ejzenhauˈer
həllin	hællˈin
mütəxəssislərdən	mytæxæssislærdˈæn
bişirilmə	biʃiɾˈilmæ
istəməyi	istæmæjˈi
barmaqlarla	barmaɡɫarɫˈa
Hotel	hotˈel
imperatorluğunun	impeɾatorɫuːnˈun
Böyükağa	bœjycˈaː
öhdəliklərin	œhdæliçlæɾˈin
endirə	endˈiɾæ
Qələvi	ɡælævˈi
suyla	sujɫˈa
batalyonundan	bataɫjonundˈan
üzvüləri	yzvylæɾˈi
et	ˈet
sonucunda	sonud͡ʒundˈa
Hardi	hardˈi
Türkmənistanın	tyrçmænistanˈɯn
İspanların	ispanɫaɾˈɯn
Sportinq	sportˈinx
boşandılar	boʃandɯɫˈar
ruhanilərə	ruhanilˈæɾæ
uğrunda	uːɾundˈa
qismində	ɡismˈindæ
Beta	betˈa
inklərin	inçlæɾˈin
İmmun	immˈun
Rəhmət	ræhmˈæt
Şiller	ʃillˈer
molibdenin	molibdenˈin
tanıdıqları	tanɯdɯɡɫaɾˈɯ
Əcnəbi	æd͡ʒnæbˈi
krala	çraɫˈa
Strasburqda	strasburɡdˈa
iyula	ijuɫˈa
qədimlərə	ɡædimlˈæɾæ
soyuqdur	sojuɡdˈur
Gəmiçilik	ɟæmit͡ʃilˈiç
emosiyalar	emosijaɫˈar
Ağbəniz	aːbænˈiz
külliyatı	cyllijatˈɯ
pusquya	pusɡujˈa
ABAD	abˈad
verilən	veɾilˈæn
yaxınlaşdırdı	jaxɯnɫaʃdɯrdˈɯ
başlanan	baʃɫanˈan
qurtum	ɡurtˈum
cəhətidir	d͡ʒæhætidˈir
şey	ʃˈej
ölmədən	œlmædˈæn
yağmır	jaːmˈɯr
boz	bˈoz
opponent	opponˈent
təbəqədə	tæbæɡˈædæ
soruşmaq	soɾuʃmˈax
Detektiv	det͡seçtˈiv
düzünə	dyzˈynæ
yadından	jadɯndˈan
motivlərdən	motivlærdˈæn
Amerikaya	ameɾicajˈa
digəri	diɟæɾˈi
fontanı	fontanˈɯ
istilaçı	istiɫat͡ʃˈɯ
Şərab	ʃæɾˈab
rejimində	reʒimˈindæ
toxumaya	toxumajˈa
Holdinqin	hoɫdinɡˈin
əsaslanırdı	æsasɫanɯrdˈɯ
Bozlu	bozɫˈu
xanımın	xanɯmˈɯn
çevirmə	t͡ʃevˈirmæ
namərd	namˈærd
magistralı	maɟistraɫˈɯ
tənqidində	tænɡidˈindæ
alətində	alætˈindæ
Manufaktura	manufaçtuɾˈa
İblisin	iblisˈin
rəssamın	ræssamˈɯn
alovla	aɫovɫˈa
şiələri	ʃiælæɾˈi
Ticarəti	tid͡ʒaɾætˈi
Qanoqa	ɡanoɡˈa
Amerikasının	ameɾicasɯnˈɯn
şöbədə	ʃœbˈædæ
medallar	medaɫɫˈar
qarşıdurmanın	ɡarʃɯdurmanˈɯn
Ayaks	ajˈaçs
iddialı	iddiaɫˈɯ
Amasyada	amasjadˈa
ölürdülər	œlyrdylˈær
Fritz	frˈitz
Köndələnçayın	cœndælænt͡ʃajˈɯn
söküb	sœcˈyb
köçüb	cœt͡ʃˈyb
kosmos	cosmˈos
vahidi	vahidˈi
tutulduğundan	tutuɫduːndˈan
qızılbaşlara	ɡɯzɯɫbaʃɫaɾˈa
no	nˈo
rollar	roɫɫˈar
Rəvayətlərdə	rævajætlˈærdæ
verilmirdi	veɾilmirdˈi
dərini	dæɾinˈi
konqreslərində	conɡreslæɾˈindæ
bəylərinin	bæjlæɾinˈin
bölgələrini	bœlɟælæɾinˈi
alandan	aɫandˈan
kort	cˈort
küplər	cyplˈær
döyüşkən	dœjyʃcˈæn
sıxlaşmış	sɯxɫaʃmˈɯʃ
kilometr	ciɫomˈetər
Göyçay	ɟœjt͡ʃˈaj
sağlığı	saːɫɯɯˈɯ
Gömrük	ɟœmrˈyç
vaqonun	vaɡonˈun
Yulayev	juɫajˈev
fironları	fiɾonɫaɾˈɯ
yarımdairəvi	jaɾɯmda͡ɪɾævˈi
paradlarda	paɾadɫardˈa
Balet	balˈet
övladına	œvɫadɯnˈa
üslubun	ysɫubˈun
Qoxtn	ɡˈoxtn
akademiyasında	academijasɯndˈa
lavanın	ɫavanˈɯn
üzlərini	yzlæɾinˈi
Atıcı	atɯd͡ʒˈɯ
Abutalıb	abutaɫˈɯb
Alekseyev	aleçsejˈev
yedək	jedˈæç
mübtəla	mybtæɫˈa
anda	andˈa
hərəkatında	hæɾæcatɯndˈa
Müqəddəs	myɡæddˈæs
Haqqı	haɡɡˈɯ
yığıncaqlarda	jɯɯɯnd͡ʒaɡɫardˈa
qalxmış	ɡaɫxmˈɯʃ
İzmirdə	izmˈirdæ
sağladı	saːɫadˈɯ
şücaətlə	ʃyd͡ʒaˈætlæ
Yəhudilərin	jæhudilæɾˈin
jurnalların	ʒurnaɫɫaɾˈɯn
kəndində	cændˈindæ
molekullarının	molecuɫɫaɾɯnˈɯn
zavodlarında	zavodɫaɾɯndˈa
Novorossiysk	novoɾossˈijsç
xəstələrlə	xæstælˈærlæ
nur	nˈur
zirvəsini	zirvæsinˈi
istehkamlarını	istehcamɫaɾɯnˈɯ
turnirlərin	turnirlæɾˈin
təyyarələrə	tæjjaɾælˈæɾæ
vaxtından	vaxtɯndˈan
Səhər	sæhˈær
Toyuq	tojˈux
öyrənsə	œjrˈænsæ
möhkəmdir	mœhcæmdˈir
ilanı	iɫanˈɯ
etdiyi	etdijˈi
İnsanla	insanɫˈa
səmaya	sæmajˈa
sındırır	sɯndɯɾˈɯr
əmrlər	æmrlˈær
məlumatları	mæɫumatɫaɾˈɯ
Cəbhəsi	d͡ʒæbhæsˈi
Yaylanın	jajɫanˈɯn
maşınqayırma	maʃɯnɡajɯrmˈa
gümbəzi	ɟymbæzˈi
Şuşadan	ʃuʃadˈan
medallarının	medaɫɫaɾɯnˈɯn
fövqündə	fœvɡˈyndæ
Qubadlının	ɡubadɫɯnˈɯn
Həmas	hæmˈas
imtahanın	imtahanˈɯn
surətdə	suɾˈætdæ
Düşünürəm	dyʃynyɾˈæm
buxarlarının	buxarɫaɾɯnˈɯn
vetçina	vett͡ʃinˈa
Persi	persˈi
dövlətini	dœvlætinˈi
simvolu	simvoɫˈu
pyesinə	pjesˈinæ
muzeylərə	muzejlˈæɾæ
neandertal	neandertˈaɫ
tikiləcək	ticilæd͡ʒˈæç
qətlini	ɡætlinˈi
niyyətindən	nijjætindˈæn
itiuclu	it͡siud͡ʒɫˈu
xadimlərin	xadimlæɾˈin
imkanını	imcanɯnˈɯ
sorğusu	sorɣusˈu
tapır	tapˈɯr
planetlər	pɫanetlˈær
cazibədar	d͡ʒazibædˈar
axarını	axaɾɯnˈɯ
Erikson	eɾiçsˈon
deyimləri	dejimlæɾˈi
Həkimləri	hæcimlæɾˈi
başlama	baʃɫamˈa
bildirilir	bildiɾilˈir
Qaxda	ɡaxdˈa
Supermen	supermˈen
etiqad	et͡siɡˈad
puluna	puɫunˈa
əvvələrindən	ævvælæɾindˈæn
Xəmsə	xˈæmsæ
Eyvazov	ejvazˈov
işlərindən	iʃlæɾindˈæn
Qəmərşah	ɡæmærʃˈah
maşınlar	maʃɯnɫˈar
fədakar	fædacˈar
eradan	eɾadˈan
həyatımızın	hæjatɯmɯzˈɯn
addıma	addɯmˈa
dəymişdir	dæjmiʃdˈir
saiti	sa͡ɪt͡sˈi
çağırış	t͡ʃaːɯɾˈɯʃ
işarələmək	iʃaɾælæmˈæç
Systems	sjstˈems
İsaxanlı	isaxanɫˈɯ
inşasına	inʃasɯnˈa
adlandırır	adɫandɯɾˈɯr
arabası	aɾabasˈɯ
Quş	ɡˈuʃ
Həmdə	hˈæmdæ
Tuman	tumˈan
Vanetti	vanettˈi
aparılmasının	apaɾɯɫmasɯnˈɯn
itirənlərin	it͡siɾænlæɾˈin
alverçisi	aɫvert͡ʃisˈi
vuruşmalarda	vuɾuʃmaɫardˈa
utilər	utilˈær
kurqanın	curɡanˈɯn
Avropalıların	avropaɫɯɫaɾˈɯn
Əliyarlı	ælijarɫˈɯ
İqnatius	iɡnatiˈus
satılmışdır	satɯɫmɯʃdˈɯr
Məbəddə	mæbˈæddæ
məzmunludur	mæzmunɫudˈur
yaşama	jaʃamˈa
oynayırdılar	ojnajɯrdɯɫˈar
tutar	tutˈar
səkkizdən	sæçcizdˈæn
Arizona	aɾizonˈa
gəlmirdi	ɟælmirdˈi
donuzların	donuzɫaɾˈɯn
Ekspozisiyada	eçspozisijadˈa
Sibirdə	sibˈirdæ
halı	haɫˈɯ
keçməsinin	cet͡ʃmæsinˈin
Karmen	carmˈen
emək	emˈæç
Şamo	ʃamˈo
məlik	mælˈiç
bəsləməsi	bæslæmæsˈi
Ruslar	rusɫˈar
gəzintisi	ɟæzintisˈi
kvadratşəkilli	çvadratʃæcillˈi
Sübh	sˈybh
vəziyyətdən	væzijjætdˈæn
Sentyabrda	sentjabrdˈa
Breda	bredˈa
qırmızı	ɡɯrmɯzˈɯ
bığcıq	bɯɯd͡ʒˈɯx
Çadın	t͡ʃadˈɯn
heyvan	hejvˈan
rəsmlərdə	ræsmlˈærdæ
elitasının	elitasɯnˈɯn
fəlakətlərlə	fæɫacætlˈærlæ
doğurduğu	doːurdˈuː
İddialara	iddiaɫaɾˈa
səslə	sˈæslæ
İbni	ibnˈi
oynadıqları	ojnadɯɡɫaɾˈɯ
Danışıqların	danɯʃɯɡɫaɾˈɯn
ustad	ustˈad
İzmirin	izmiɾˈin
ağırlığında	aːɯrɫɯɯɯndˈa
SDQ	sˌedˌeɡˈe
ürəkvaridir	yɾæçvaɾidˈir
dağıntı	daːɯntˈɯ
bişirdiyi	biʃirdijˈi
Gələn	ɟælˈæn
olmuşdurlar	oɫmuʃdurɫˈar
podporuçik	podpoɾut͡ʃˈiç
Forman	formˈan
tutmalı	tutmaɫˈɯ
Stenli	stenlˈi
Düşünən	dyʃynˈæn
İrəvanda	iɾævandˈa
Hollandlar	hoɫɫandɫˈar
etmədiyi	etmædijˈi
neştərşəkilli	neʃtærʃæcillˈi
İbrahimxəlil	ibrahimxælˈil
tağdan	taːdˈan
xanlıqlardan	xanɫɯɡɫardˈan
tariximiz	taɾiximˈiz
çağrıldı	t͡ʃaːɾɯɫdˈɯ
gedişləri	ɟediʃlæɾˈi
şimali	ʃimalˈi
Unamuno	unamunˈo
funksiyalarından	funçsijaɫaɾɯndˈan
Vilnüsdə	vilnˈysdæ
diferensasiya	difeɾensˈasia
çıxmayan	t͡ʃɯxmajˈan
tiplərinə	tiplæɾˈinæ
operada	opeɾadˈa
qaytarıldı	ɡajtaɾɯɫdˈɯ
milyon	miljˈon
yerlərindəki	jerlæɾindæcˈi
qaynaqlana	ɡajnaɡɫanˈa
sursatların	sursatɫaɾˈɯn
Dağı	daːˈɯ
torlar	torɫˈar
becərilir	bed͡ʒæɾilˈir
Sevimli	sevimlˈi
Şenq	ʃˈenx
çərəz	t͡ʃæɾˈæz
Qafan	ɡafˈan
Francisco	frand͡ʒisd͡ʒˈo
önsöz	œnsˈœz
parametr	paɾamˈetər
key	cˈej
əvvələri	ævvælæɾˈi
aşkarlandı	aʃcarɫandˈɯ
Billi	billˈi
civənin	d͡ʒivænˈin
küpün	cypˈyn
laboratoriyalarında	ɫaboɾatoɾijaɫaɾɯndˈa
Mədrəsədə	mædræsˈædæ
küçədəki	cyt͡ʃædæcˈi
üslubunun	ysɫubunˈun
pozulmuşdur	pozuɫmuʃdˈur
Azadlıq	azadɫˈɯx
bilməyib	bilmæjˈib
dövrlərdən	dœvrlærdˈæn
ayrıseçkilik	ajrɯset͡ʃcilˈiç
dağ	dˈaː
qalxmalar	ɡaɫxmaɫˈar
yaraqlılar	jaɾaɡɫɯɫˈar
Bağdadın	baːdadˈɯn
vətəndaşlarına	vætændaʃɫaɾɯnˈa
Hüqonun	hyɡonˈun
Məlikşahın	mæliçʃahˈɯn
yumurtavaridir	jumurtavaɾidˈir
Cihad	d͡ʒihˈad
Buddizmin	buddizmˈin
duman	dumˈan
Höte	hœt͡sˈe
ləhcələrində	læhd͡ʒælæɾˈindæ
amöblərin	amœblæɾˈin
qaldırmaqda	ɡaɫdɯrmaɡdˈa
Y	jˈe
super	supˈer
Vogue	voɟuˈe
mövzu	mœvzˈu
Fərhad	færhˈad
vulkanogen	vuɫcanoɟˈen
topçuları	topt͡ʃuɫaɾˈɯ
süzülüb	syzylˈyb
cəzası	d͡ʒæzasˈɯ
qohumudur	ɡohumudˈur
fil	fˈil
qulaq	ɡuɫˈax
dəftər	dæftˈær
Konnorun	connoɾˈun
Eldar	eldˈar
Maxim	maxˈim
Sarkisyan	sarcisjˈan
Dram	drˈam
fonduna	fondunˈa
Teben	tebˈen
Küləyin	cylæjˈin
kameranı	cameɾanˈɯ
təsdiqləyir	tæsdiɡlæjˈir
körpənin	cœrpænˈin
seçdikləri	set͡ʃdiçlæɾˈi
Allahverən	aɫɫahveɾˈæn
Mumbay	mumbˈaj
elementinə	elementˈinæ
vurğulayır	vurɣuɫajˈɯr
Qrantın	ɡrantˈɯn
Kərə	cˈæɾæ
hövzələrdə	hœvzælˈærdæ
təmsilçisidir	tæmsilt͡ʃisidˈir
gərginliyə	ɟærɟinlˈijæ
kabellər	cabellˈær
bişirilən	biʃiɾilˈæn
məhvetmə	mæhvˈetmæ
universitetlərdən	universit͡setlærdˈæn
biganəlik	biɟanælˈiç
kompas	compˈas
heyvanlarına	hejvanɫaɾɯnˈa
çalışılır	t͡ʃaɫɯʃɯɫˈɯr
BMT	bˌeˌemtˈe
talant	taɫˈant
İşdən	iʃdˈæn
aldadıcı	aɫdadɯd͡ʒˈɯ
axtardığı	axtardɯɯˈɯ
qalığından	ɡaɫɯɯɯndˈan
izlənildi	izlænildˈi
uzaqgörənliyi	uzaɡɟœɾænlijˈi
cəzaçəkmə	d͡ʒæzat͡ʃˈæçmæ
geyindiyi	ɟejindijˈi
fərmanın	færmanˈɯn
kondisioner	condisionˈer
fenolun	fenoɫˈun
törətdiyi	tœɾætdijˈi
normasına	normasɯnˈa
