မြင်း	mjɪ́ɴ
အိမ်နီးချင်း	ʔèɪɴníd͡ʑɪ́ɴ
အစဉ်	ʔəsɪ̀ɴ
သတ္တမ	θaʔtəma̰
မြှောက်	m̥jaʊʔ
နှလုံးရောဂါ	n̥əlóʊɴjɔ́ɡà
မာရ်နတ်	mànaʔ
ရိပ်ရိပ်	jeɪʔjeɪʔ
အုတ်	ʔoʊʔ
တီးတိုးပြော	tídópjɔ́
ဟူးရား	hújá
သန္ဓေဗေဒ	θàɴdèbèda̰
လေ့ကျင့်ခန်း	lḛt͡ɕɪ̰ɴɡáɴ
ယူနီယန်	jùnìjàɴ
ပန်းတမော့	páɴdəmɔ̰
ရေဒီယို	ɹèdìjò
ဥဏှိဿ	ʔṵn̥eɪʔθa̰
နားကပ်	náɡaʔ
ပတ်ဝန်းကျင်	paʔwʊ́ɴt͡ɕɪ̀ɴ
ကိုယ်ဝန်	kòjwʊ̀ɴ
အမျိုးသားစိတ်	ʔəmjóðáseɪʔ
ချင်းသုပ်	d͡ʑɪ́ɴðoʊʔ
နွယ်တာ	nwɛ̀tà
နတ်ကွန်း	naʔkʊ́ɴ
တော်လှန်ရေး	tɔ̀l̥àɴjé
မွန်	mʊ̀ɴ
အခြေ	ʔət͡ɕʰè
ရာစုနှစ်	jàzṵn̥ɪʔ
သောကြာ	θaʊʔt͡ɕà
ပါဆယ်	pàsʰɛ̀
လမ်းကြား	láɴd͡ʑá
အဆင့်	ʔəsʰɪ̰ɴ
သူယုတ်မာ	θùjoʊʔmà
သံတွဲ	θàɴdwɛ́
နိစ္စ	nèsa̰
ကိုရီးယား	kòɹíjá
ရတနာပုံ	jɛ̀dənàbòʊɴ
ဒုတိယ	dṵtḭja̰
အာမေးနီးယား	ʔàméníjá
ခမည်းတော်	kʰəmídɔ̀
ပွိုင့်	pwa̰ɪɴ
ကတော်	ɡədɔ̀
ဟော်ကီ	hɔ̀kì
ထိကပေါက်	tʰḭɡəbaʊʔ
အင်းဝ	ʔɪ́ɴwa̰
ဥပမာ	ʔṵbəmà
အနွယ်	ʔənwɛ̀
အသင်	ʔəθɪ̀ɴ
တမန်တော်	təmàɴdɔ̀
ပင့်	pɪ̰ɴ
ဒူးခေါင်း	dúɡáʊɴ
အဘိဓာန်	ʔəbḭdàɴ
လင်းယုန်	lɪ́ɴjòʊɴ
နိဿယ	neɪʔθəja̰
ရင်ပြင်	jɪ̀ɴbjɪ̀ɴ
စကားဝှက်	zəɡəʍɛʔ
မဲ	mɛ́
တူးမြောင်း	túmjáʊɴ
မိငယ်	mḭŋɛ̀
အပေါ့	ʔəpɔ̰
ကျေးဇူး	t͡ɕézú
ဝက်	wɛʔ
ဆရာသမား	sʰa̰jàθəmá
ဂန်ဒူး	ɡàɴdú
ခြတောင်ပို့	t͡ɕʰa̰tàʊɴbo̰
ရွှေဖရုံသီး	ʃwèpʰəjòʊɴðí
ကြွက်သား	t͡ɕwɛʔθá
ထမင်း	tʰəmɪ́ɴ
နာမဝိသေသန	nàma̰wḭθèθəna̰
ရင်	jɪ̀ɴ
တယ်လီဖုန်း	tɛ̀lìpʰóʊɴ
ပြာခွက်	pjàɡwɛʔ
လိုင်း	láɪɴ
ကဝိ	kəwḭ
လမုန့်	la̰mo̰ʊɴ
မျှော်လင့်	m̥jɔ̀lɪ̰ɴ
မြွေဟောက်	mjwèhaʊʔ
မိတ္ထီလာ	meɪʔtʰìlà
ကျင်စွယ်	t͡ɕɪ̀ɴzwɛ̀
မြေဖြူခဲ	mjèbjùɡɛ́
အာဖဂန်နစ်စတန်	ʔàpʰəɡàɴnɪʔsətàɴ
ခရာမွှေး	kʰəjàm̥wé
ရိုး	jó
ရုပ်သေး	joʊʔθé
မျက်နှာဖုံး	mjɛʔn̥əpʰóʊɴ
နိဂ္ဂဟိတ	neɪʔɡəhḭta̰
ရေတွင်း	jèdwɪ́ɴ
ပဉ္စလက်	pɪ̀ɴsəlɛʔ
ပုဒ်ထီး	poʊʔkəlé
အဆုတ်ရောင်ရောဂါ	ʔa̰sʰoʊʔjàʊɴjɔ́ɡà
ဗုဒ္ဓဘာသာ	boʊʔda̰bàθà
ဗောဓိညောင်	bɔ́dḭɲàʊɴ
သူဟောင်းစကား	θùháʊɴzəɡá
ကာ	kà
မသိဘူး	ma̰θḭbú
သံမဏိ	θàɴmənḭ
ရွှေနန်းရှင်ဘုရား	ʃwènáɴʃɪ̀ɴpʰəjá
နဝရူပ	na̰wa̰jùpa̰
လက်မှတ်	lɛʔm̥aʔ
မနုဿ	ma̰noʊʔθà
လုံး	lóʊɴ
သူငယ်	θəŋɛ̀
တောင်သူလယ်သမား	tàʊɴðùlɛ̀ðəmá
ဖုန်စုပ်စက်	pʰòʊɴsoʊʔsɛʔ
ပဲငံပြာရည်	pɛ́ŋàɴbjàjè
ကကုသန်	ka̰kṵθàɴ
တူမ	tùma̰
လက်ထပ်	lɛʔtʰaʔ
ချောကလက်	t͡ɕʰɔ́kəlɛʔ
လက်ဆောင်	lɛʔsʰàʊɴ
ရေမွှေး	jèm̥wé
နကျယ်ကောင်	nəd͡ʑɛ̀ɡàʊɴ
သပြေ	ðəbjè
ဆာ	sʰà
ကြိုးကြာ	d͡ʑód͡ʑà
ခလုတ်	kʰəloʊʔ
ရဲ့	jɛ̰
ဇာတိပ္ဖိုလ်	zàdeɪʔpʰò
သွေး	θwé
ဘတ်ဂျက်	baʔd͡ʑɛʔ
ပါတိတ်	pàteɪʔ
အက်တမ်	ʔɛʔtàɴ
နှမ်း	n̥áɴ
ကားမှတ်တိုင်	kám̥aʔtàɪɴ
နယ်	nɛ̀
ဝက်ကြွပ်	wɛʔt͡ɕʊʔ
မ	ma̰
လုပ်ငန်း	loʊʔŋáɴ
ထဆင်ထူး	tʰa̰sʰɪ̀ɴdú
တွေ့	twḛ
အစည်းအရုံး	ʔəsíʔəjóʊɴ
ဝေသာလီ	wèθàlì
ဆီးပူညောင်းကျ	sʰípùɲáʊɴt͡ɕa̰
လောကနတ်	lɔ́ka̰naʔ
ကောလိသိန်	kɔ́lḭθèɪɴ
မိဖုရား	mḭbəjá
မြင်းသံခွာ	mjɪ́ɴθàɴkʰwà
မီးရှူးမီးပန်း	míʃúmíbáɴ
ကိုယ့်ဥမှဥထင်	ko̰jʔṵm̥a̰ʔṵtʰɪ̀ɴ
မှတ်စုစာအုပ်	m̥aʔsṵsàʔoʊʔ
ငါးရံ့	ŋəja̰ɴ
ဓမ္မဒဿီ	dəma̰ma̰daʔθì
မနုဿီဟ	mənoʊʔθìha̰
မြင်းမကလေး	mjɪ́ɴma̰ɡəlé
သျှောင်	jàʊɴ
ဂဏန်းတွက်စက်	ɡənáɴtwɛʔsɛʔ
မကုဋ	məkṵta̰
မဏ္ဍပ်	máɴdaʔ
သိုးဆောင်း	θósʰáʊɴ
ဆရာမ	sʰəjàma̰
နက်	nɛʔ
အစောင့်	ʔəsa̰ʊɴ
ကို	ɴ
ပုစွန်	bəzʊ̀ɴ
ပန်း	páɴ
ပဇာ	bəzà
အပေါင်	ʔəpàʊɴ
သံကြိုး	θàɴd͡ʑó
လက်သုတ်ပဝါ	lɛʔθoʊʔpa̰wà
လည်	lɛ̀
သားအိမ်ခေါင်း	θəʔèɪɴɡáʊɴ
ချွန်	t͡ɕʰʊ̀ɴ
လင်းတ	lɪ́ɴda̰
ရှို့	ʃo̰
ရေငတ်တယ်	jèŋaʔtɛ̀
မဟာ	ma̰hà
ဆိတ်	sʰeɪʔ
ဓာတ်ငွေ့	daʔŋwḛ
ထယ်	tʰɛ̀
ပြန်ကြား	pjàɴt͡ɕá
မီး	mí
ရန်	jàɴ
အနား	ʔəná
ဟို	hò
အထက်သား	ʔətʰɛʔðá
ကိန္နရာ	kèɪɴnəjà
အစ္စရေး	ʔɪʔzəɹé
ကပ်	kaʔ
အုန်းနို့	ʔóʊɴno̰
ဖိလစ်ပိုင်	pʰḭlɪʔpàɪɴ
ပြောင်းလဲ	pjáʊɴlɛ́
နားထောင်	nátʰàʊɴ
ခင်ဗျာ့	kʰɪ̀ɴbja̰
အနှစ်	ʔən̥ɪʔ
ကျုပ်	t͡ɕoʊʔ
သူခိုး	θəkʰó
ကုသိုလ်ရှင်	kṵθòʃɪ̀ɴ
သျှင်	ʃɪ̀ɴ
သို့ရာတွင်	ðo̰jàdwɪ̀ɴ
ဂီတသမား	ɡìta̰ðəmá
စွပ်	sʊʔ
နာမကရဏ	nàma̰kəɹəna̰
တစ်ချောင်းပုဒ်	tət͡ɕʰáʊɴpoʊʔ
သုမန	θṵməna̰
မနှစ်	mən̥ɪʔ
လူသတ်မှု	lùðaʔm̥ṵ
အုံး	ʔóʊɴ
ယမက	jəməka̰
ကြိုက်	t͡ɕaɪʔ
တေသံ	tèðàɴ
စားပွဲထိုး	zábwɛ́dó
အီရတ်	ʔìɹaʔ
သိုးမ	θóma̰
မဉ္ဇူ	mjɪ̀ɴzù
မြစ်	mjɪʔ
ကေတုမဒီ	kètṵmədì
ဆီးချို	sʰíd͡ʑò
တော်	tɔ̀
ဖြေဖျောက်	pʰjèbjaʊʔ
ဇီဇဝါ	zìzəwà
ဆီထမင်း	sʰìtʰəmɪ́ɴ
နွားထီး	nətʰí
ထောပတ်	tʰɔ́baʔ
ဓာတ်အိုး	daʔʔó
ကဿပဘုရား	kaʔθəpa̰pʰəjá
ကျိုက်ထို	t͡ɕaɪʔtʰò
ကာတာ	kàtà
စတုဒိသာ	sətṵdḭθà
ပရိုဂရမ်	pəɹòɡəɹàɴ
ဆောင်	sʰàʊɴ
ကြက်သွန်	t͡ɕɛʔθʊ̀ɴ
လှုပ်ရှား	l̥oʊʔʃá
မှုတ်	m̥oʊʔ
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔa̰mjóðəmíla̰zɪ̀ɴθóʊɴpjɪʔsí
ဂန္ထဗေဒ	ɡàɴtʰa̰bèda̰
ထမင်းကြော်	tʰəmɪ́ɴd͡ʑɔ̀
ရေလက်ဝါး	jèlɛʔwá
ဆူး	sʰú
ဆာဂျင်	sʰàd͡ʑɪ̀ɴ
ဖြီး	pʰí
တဏှင်္ကရာ	tən̥ɪ̀ɴkəɹà
သန္တာ	θàɴdà
ကံ့ကော်	ɡa̰ɴɡɔ̀
ဒူးထောက်	dútʰaʊʔ
ပါလီမန်	pàlìmàɴ
ညနေ	ɲa̰nè
ပန်းမုန်လာဖြူ	páɴmòʊɴlàbjù
ချာတိတ်	t͡ɕʰàteɪʔ
အမြှောက်လက္ခဏာ	ʔəm̥jaʊʔlɛʔkʰənà
အယ်လ်ဘေးနီးယား	ʔɛ̀lbéníjá
သံလိုက်စက်ကွင်း	θàɴlaɪʔsɛʔkwɪ́ɴ
သိုးထိန်း	θódéɪɴ
သကုဏဗေဒ	θa̰kṵna̰bèda̰
ယှဉ်း	ʃɪ́ɴ
မင့်စ်	mɪ̰ɴs
မှုန့်	m̥o̰ʊɴ
အမျိုးသမီး	ʔəmjóðəmí
ဆိုကရေးတီး	sʰòka̰jétí
မီးတောင်	mídàʊɴ
အချို	ʔət͡ɕʰò
နိုင်ငံတော်	nàɪɴŋàɴdɔ̀
ဆီပြန်	sʰìbjàɴ
ပိုးကြာချည်	pót͡ɕàt͡ɕʰì
မျက်ရည်	mjɛʔjè
ဝိပဿီ	wḭpətθì
အရှင်ဘုရား	ʔəʃɪ̀ɴpʰəjá
ဘုရားကိုးဆူ	pʰəjákósʰù
မယ်သီတာ	mɛ̀θìdà
ပညာရေး	pjɪ̀ɴɲàjé
ပူ	pù
ထီး	tʰí
ကျောက်စိမ်း	t͡ɕaʊʔséɪɴ
လှည်း	l̥ɛ́
ဆားဘဲဥ	sʰábɛ́ʔṵ
စက်ရုပ်	sɛʔjoʊʔ
လယ်သမား	lɛ̀ðəmá
အရင်း	ʔəjɪ́ɴ
ညကြီး	ɲa̰t͡ɕí
ကနုကမာ	kənṵkəmà
သုက်ပိုး	θoʊʔpó
လူ့ဘောင်	lṵbàʊɴ
သိဒ္ဓတ္ထဘုရား	θìddaʔtʰa̰pʰəjá
ဒီဇိုင်း	dìzáɪɴ
ခဲအို	kʰɛ́ʔò
၌	n̥aɪʔ
ကျပ်	t͡ɕaʔ
လက်ပံ	lɛʔpàɴ
သင်္ကြန်	θɪ́ɴd͡ʑàɴ
မုန့်လက်ကောက်	mo̰ʊɴlɛʔkaʊʔ
နို့	no̰
အလေး	ʔəlé
ဆယ့်နှစ်ရာသီ	sʰɛ̰n̥əjàθì
ဒဏ်ရာ	dàɴjà
ဝေဟင်	wèhɪ̀ɴ
ထုံးစံ	tʰóʊɴzàɴ
မာ	mà
မော်လ်ဒိုဗာ	mɔ̀ldòbà
နန်းမြင့်	náɴmjɪ̰ɴ
ဆက်ဆံ	sʰɛʔsʰàɴ
မာလာဟင်း	màlàhɪ́ɴ
အစီအစဉ်	ʔəsìʔəsɪ̀ɴ
သင်ကြား	θɪ̀ɴt͡ɕá
အမိန့်	ʔəmḛɪɴ
ဝမ်းဆွဲ	wʊ́ɴzwɛ́
ပယ်ရှား	pɛ̀ʃá
တက္ကစီ	tɛʔkəsì
မြိတ်	beɪʔ
ကျောက်ဂွမ်း	t͡ɕaʊʔɡʊ́ɴ
နက္ခတ္တဗေဒ	nɛʔkʰəta̰bèda̰
ပျော့	pjɔ̰
ဘိုင်	bàɪɴ
ဒဏ္ဍာရီ	dàndàjì
ဘယ်လ်ဂျီယမ်	bɛ̀ld͡ʑìjàɴ
ဥပဓိရုပ်	ʔṵpa̰dḭjoʊʔ
နှေး	n̥é
လာအို	làʔò
အီကြာကွေး	ʔìt͡ɕàkwé
ဘဟားမား	ba̰hámá
ပုရပိုက်	pəɹəbaɪʔ
လခြမ်း	la̰d͡ʑáɴ
လေးညှင်း	léɲ̊ɪ́ɴ
ထောင့်	da̰ʊɴ
တရုတ်စံကား	ta̰joʊʔsàɴká
ကျည်	t͡ɕì
မည်း	mɛ́
စွမ်းအင်	swáɴʔɪ̀ɴ
အမျိုးသားနေ့	ʔəmjóðánḛ
အတန်း	ʔətáɴ
မလေး	məlé
ဝီရိယ	wəɹḭja̰
သားလောင်း	θáláʊɴ
သက်သာ	θɛʔθà
အလွန်	ʔəlʊ̀ɴ
ရေတံခွန်	jèdàɡʊ̀ɴ
ယောက်ျားလျာ	jaʊʔkəʃà
အမွေး	ʔəmwé
မနောကံ	mənɔ́ɡàɴ
တိန်းညက်	téɪɴɲɛʔ
လေ့လာ	lḛlà
ကေသာ	kèθà
ကျွန်တော်	t͡ɕʊ̀ɴdɔ̀
နွေဦးပေါက်	nwèʔúbaʊʔ
မြီးရှေ	mjíʃè
ပရိဒေဝ	pəɹḭdèwa̰
မိတ်ဆွေ	meɪʔsʰwè
နောက်ပြီး	naʊʔpí
နတ်ပြည်ခြောက်ထပ်	naʔpjìt͡ɕʰaʊʔtʰaʔ
လူပျိုနာ	lùbjònà
ဝက်မ	wɛʔma̰
ငါး	ŋá
ဂေါ်ဖီပန်း	ɡɔ̀bìpáɴ
လက်ဖက်ထုပ်	ləpʰɛʔtʰoʊʔ
ပါမောက္ခ	pàmaʊʔkʰa̰
ဘိက္ခု	beɪʔkʰṵ
ရိုးရိုး	jójó
ဒေဝါလီခံ	dèwàlìkʰàɴ
လဆွဲ	la̰sʰwɛ́
ဘဒ္ဒန္တ	baʔdàɴta̰
အီရီထရီးယား	ʔìɹìtʰəɹíjá
စိတ္တဇရောဂါ	seɪʔdəza̰jɔ́ɡà
သန္ဓေသား	ðədèðá
အထဲ	ʔətʰɛ́
ဆယ့်တစ်လ	sʰɛ̰tɪʔla̰
သုဓာ	θoʊʔdà
ပနားမား	pa̰námá
အဆောက်အအုံ	ʔəsʰaʊʔʔəʔú
ရဟန်း	jəháɴ
ဝက်အူ	wɛʔʔù
ဂွေး	ɡwé
ယမုန်နာ	jəmòʊɴnà
သီးသီး	θíðí
ယောဂ	jɔ́ɡa̰
ပြန်	pjàɴ
အာကာသ	ʔàkàθa̰
ရေးချ	jét͡ɕʰa̰
ဒိုင်ယာနာ	dàɪɴjànà
ညနေခင်း	ɲa̰nèɡɪ́ɴ
ကြံ့လျော်	t͡ɕa̰ɴʃɔ̀
ရန်ပြု	jàɴpjṵ
ဆပ္ပတ်	sʰaʔpaʔ
ဆိုရိုးစကား	sʰòjózəɡá
ကောင်းကင်	káʊɴɡɪ̀ɴ
သီတာ	θìdà
တတ်	daʔ
သွင်း	θwɪ́ɴ
ကြေးဝါ	t͡ɕéwà
ပဋိပက္ခ	pətḭpɛʔkʰa̰
တိုးတက်ရေး	tótɛʔjé
ဌာန	tʰàna̰
အကြံ	ʔət͡ɕàɴ
တင်ပါ့ဘုရား	tɪ̀ɴba̰pʰəjá
မုန့်လင်မယား	mo̰ʊɴlɪ̀ɴməjá
ခြင်္သေ့	t͡ɕʰɪ̀ɴðḛ
အော့အန်	ʔɔ̰ʔàɴ
ကြခတ်ဝါး	t͡ɕəkʰaʔwá
ဘိုက်	baɪʔ
ကိမိလဗေဒ	kḭmḭla̰bèda̰
စာရင်းအင်း	sàjɪ́ɴʔɪ́ɴ
စိုက်	saɪʔ
နတ်ရွာစံ	naʔjwàsàɴ
ဆေးဆိုင်	sʰézàɪɴ
နေကောင်း	nèkáʊɴ
ပွဲ	pwɛ́
ဝိသေသ	wḭθèθa̰
အီကွေတာ	ʔìkwètà
ပိုက်	paɪʔ
ကုန်တင်ကား	kòʊɴdɪ̀ɴɡá
ရာဇာ	jàzà
ကွန်	kʊ̀ɴ
အစေ့	ʔəsḭ
ခဲ့	ɡɛ̰
မယ်သီလ	mɛ̀ðìla̰
ဂျာမန်	d͡ʑàmàɴ
ဂင်္ဂါ	ɡɪ̀ɴɡà
လူဇင်ဘတ်	lùzɪ̀ɴbaʔ
မိုက်ကယ်	maɪʔkɛ̀
အပင်	ʔəpɪ̀ɴ
ဋသန်လျင်းချိတ်	ta̰θəjɪ́ɴd͡ʑeɪʔ
ဗီရို	bìjò
ပစ္ဆိမ	pjɪʔsʰeɪʔma̰
ကြက်သွန်နီ	t͡ɕɛʔθʊ̀ɴnì
တံ	tàɴ
အစမ်း	ʔəsáɴ
ဘော့ဆွာနာ	bɔ̰sʰwànà
ရောင်	jàʊɴ
နာရီဝက်	nàjìwɛʔ
စတု	zətṵ
ဘောလုံး	bɔ́lóʊɴ
သွားရည်	θəjì
ဝန်ကြီးဌာန	wʊ̀ɴd͡ʑítʰàna̰
တောင်ဆူဒန်	tàʊɴsʰùdàɴ
ဝေး	wé
လွယ်	lwɛ̀
ခုနစ်	kʰʊ̀ɴn̥ɪʔ
ယမန်နှစ်	jəmàɴn̥ɪʔ
ပန်းတဉ်း	bədɪ́ɴ
ပျဉ်းကတိုး	pjɪ́ɴɡədó
ညလေး	ɲa̰lé
ကကုသန်ဘုရား	ka̰kṵθàɴpʰəjá
ဘုရားလောင်း	pʰəjáláʊɴ
မြေရှင်	mjèʃɪ̀ɴ
ကြက်မောက်	t͡ɕɛʔmaʊʔ
ဥက္ကာ	ʔoʊʔkà
ဘောက်ဆူး	baʊʔsʰú
ဆွဲ	sʰwɛ́
ပညာပေး	pjɪ̀ɴɲàpé
ပုဂ္ဂလိက	poʊʔɡəlḭɡa̰
နိုင်ငံရေး	nàɪɴŋàɴjé
နှစ်ချောင်းပုဒ်	n̥ət͡ɕʰáʊɴpoʊʔ
ပြည်သူ	pjìðù
ရေစစ္စရီ	jèsɪʔsəɹì
လယ်	lɛ̀
ပျံတော်မူ	pjàɴtɔ̀mù
စာရေးဆရာ	sàjésʰəjà
အခွံမာသီး	ʔəkʰʊ̀ɴmàðí
အဂ္ဂမဟာပဏ္ဍိတ	ʔɛʔɡa̰məhàpàɴdḭta̰
အရာခံဗိုလ်	ʔəjàɡàɴbò
နေရာ	nèjà
ဆန်ခါ	zəɡà
ဆွစ်ဇာလန်	sʰwɪʔzəlàɴ
ဘင်္ဂါလီ	bɪ̀ɴɡàlì
သာဂူ	θàɡù
အိုင်ယာလန်	ʔàɪɴjəlàɴ
ပန်းဂေါ်ဖီ	páɴɡɔ̀bì
ပေါ်ဆန်းမွှေး	pɔ̀sʰáɴm̥wé
သူများ	θùmjá
ကွန်ရက်	kʊ̀ɴjɛʔ
လှောက်	l̥aʊʔ
ခေါင်းလောင်း	kʰáʊɴláʊɴ
သောင်း	θáʊɴ
ဦးနှောက်	ʔóʊɴn̥aʊʔ
သားအိမ်လမ်းကြောင်း	θəʔèɪɴláɴd͡ʑáʊɴ
အကောက်ဆိပ်	ʔəkaʊʔsʰeɪʔ
အာဏာ	ʔànà
မီတာ	mìtà
သွေးတိုးရောဂါ	θwétójɔ́ɡà
မြေပုံ	mjèbòʊɴ
ဈမျဉ်းဆွဲ	za̰mjɪ́ɴzwɛ́
အနော်ရထာ	ʔənɔ̀jətʰà
ပိုစတာ	pòsətà
အယ်ဆာဗေဒို	ʔɛ̀sʰàbèdò
အသုပ်စုံ	ʔəθoʊʔsòʊɴ
ညွန့်	ɲʊ̰ɴ
အသားညှပ်မုန့်	ʔəθáɲ̊aʔmo̰ʊɴ
ဆိုး	sʰó
အော်တိုမေးရှင်း	ʔɔ̀tòméʃɪ́ɴ
နဂါးမောက်	na̰ɡámaʊʔ
ဇွန်	zʊ̀ɴ
ကောဏဂုံ	kɔ́nəɡòʊɴ
နွေ	nwè
ကဏ္ဍ	kànda̰
ခွင့်လွှတ်	kʰwɪ̰ɴl̥ʊʔ
ဂေဟဗေဒ	ɡèha̰ta̰bèda̰
မြို့ဝန်	mjo̰wʊ̀ɴ
လေထိုးတံ	lètʰódàɴ
စန္ဒီ	sàɴdì
ဟိုမှာ	hòm̥à
ဆုံးဖြတ်	sʰóʊɴpʰjaʔ
ယောနိ	jɔ́nḭ
ကီးယက်	kíjɛʔ
နံနက်	nàɴnɛʔ
ပန်းစည်း	páɴzí
အိပ်မက်	ʔeɪʔmɛʔ
အိပ်ခန်း	ʔeɪʔkʰáɴ
ဗိသုကာ	bḭðəɡà
ကြေးနီ	t͡ɕénì
ဒက္ခိဏ	dɛʔkʰḭna̰
အတီမျှ	ʔətìm̥ja̰
ထောပတ်သီး	tʰɔ́paʔθí
စင်္ကာပူ	sɪ̀ɴɡəpù
ဒီဂရီ	dìɡəɹì
ဖြူး	pʰjú
ကြေး	t͡ɕé
တင်ကူး	tɪ̀ɴɡú
မြစ်ကြီးနား	mjɪʔt͡ɕíná
အိုက်တင်	ʔaɪʔtɪ̀ɴ
ဒီည	dìɲa̰
စွေ့စွေ့	swḛzwḛ
မြေခွေး	mjèɡwé
ရွှံ့	ʃʊ̰ɴ
မတ်မတ်	maʔmaʔ
ဆောရီး	sʰɔ́ɹí
ကောင်းကင်ဘုံ	káʊɴɡɪ̀ɴbòʊɴ
သားဥ	θáʔṵ
နိုင်ဂျာ	nàɪɴd͡ʑà
မြင်းခွာရွက်သုပ်	mjɪ́ɴkʰwàjwɛʔθoʊʔ
အချုပ်ခန်း	ʔət͡ɕʰoʊʔkʰáɴ
ဇာတ်ကား	zaʔká
ကြောင်မ	t͡ɕàʊɴma̰
ကဏန်း	ɡənáɴ
ဘုန်း	pʰóʊɴ
သ	θa̰
ကာလဝမ်း	kàləwʊ́ɴ
နီကာရာဂွါ	nìkàɹàɡwà
ဂျလေဘီ	d͡ʑəlèbì
ကျန်းမာရေး	t͡ɕáɴmàjé
ရာ	jà
ဖောက်သည်	pʰaʊʔθè
ကျောက်နီ	t͡ɕaʊʔnì
တပ်ခွဲတပ်ကြပ်ကြီး	taʔkʰwɛ́taʔt͡ɕaʔt͡ɕí
အင်းဝ	ʔəwa̰
မဲဆောက်	mɛ́sʰaʊʔ
ဘွဲ့ချဉ်	bwɛ̰d͡ʑɪ̀ɴ
ရွပ်ရွပ်	jʊʔjʊʔ
ကိုယ်	kò
သောကြာဂြိုဟ်	θaʊʔt͡ɕàd͡ʑò
အာဇာနည်	ʔàzànì
သုဒ္ဒကိန်း	θoʊʔda̰kéɪɴ
ဝိတ်လျှော့	weɪʔʃɔ̰
လည်း	lɛ́
ရန်ကုန်	jàɴɡòʊɴ
မြင်းဆေး	mjɪ́ɴzé
ပါရာဂွေး	pàɹàɡwé
မုန့်	mo̰ʊɴ
ဗောဓိသတ်	bɔ́dḭθaʔ
စာကြည့်တိုက်	sàt͡ɕḭdaɪʔ
နံရိုး	nàɴjó
ကေ	kè
အရေးကြီး	ʔa̰jét͡ɕí
သာယာဝတီ	θàjàwədì
ကြိမ်	t͡ɕèɪɴ
ပညာ	pjɪ̀ɴɲà
ကြက်အူချောင်း	t͡ɕɛʔʔùd͡ʑáʊɴ
ဘရင်ဂျီ	bəjɪ̀ɴd͡ʑì
ပြင်	pjɪ̀ɴ
အဏ္ဏဝါဗေဒ	ʔànnəwàbèda̰
ဇာဂနာ	zàɡənà
ဟေမာ	hèmà
ဘူးသီးတောင်	búðídàʊɴ
တန်ခူး	dəɡú
ဖားလောင်း	pʰəláʊɴ
အစုရှင်	ʔəsṵʃɪ̀ɴ
သဘာဝ	ðəbàwa̰
တယော	təjɔ́
ဒီ	dì
စမူဆာသုပ်	səmùzàθoʊʔ
ဆီးချုပ်ရောဂါ	sʰíd͡ʑoʊʔjɔ́ɡà
ဝါဆော	wàsʰɔ́
၍	jwḛ
တီ	tì
ပြင်သည်	pjɪ̀ɴθì
အမြောက်	ʔəmjaʊʔ
ဒုံမင်း	dòʊɴmɪ́ɴ
မြက်	mjɛʔ
သင်ပေါင်း	θɪ̀ɴbáʊɴ
ဘယ်သူ	bəθù
ထို	tʰò
လိုက်ချီး	laɪʔt͡ɕʰí
စိတ်ပညာ	seɪʔpjɪ̀ɴɲà
ငရုတ်ကောင်း	ŋəjoʊʔɡáʊɴ
ဒေဝနာဂရီ	dèwa̰nàɡəɹì
ပြီး	pí
လိပ်	leɪʔ
မှဲ့	m̥ɛ̰
သတင်းစာ	ðədɪ́ɴzà
ပြည့်တန်ဆာ	pjḭdəzà
သမ္မတကတော်	θəma̰da̰ɡədɔ̀
ဖိအား	pʰḭʔá
နေအိမ်	nèʔèɪɴ
အာရုံကြော	ʔàjòʊɴd͡ʑɔ́
အလှဆီ	ʔəl̥a̰zì
အခမဲ့	ʔəkʰa̰mɛ̰
ပျဉ်	pjɪ̀ɴ
နေ့စွဲ	nḛzwɛ́
မဟာဘာရတ	məhàbàɹəta̰
မိုးကြိုး	mód͡ʑó
ခွေးမ	kʰwéma̰
စုပ်	soʊʔ
နို့သီးခေါင်း	no̰ðíɡáʊɴ
မန္တလေး	màɴdəlé
ဟလဝါ	ha̰ləwà
အကျယ်	ʔət͡ɕɛ̀
ဦး	ʔú
နာ	nà
ဘီလူး	bəlú
ရဝမ်ဒါ	ɹəwàɴdà
သရက်သီးသနပ်	θəjɛʔθíθa̰naʔ
သောက္ကတဲ	θaʊʔkətɛ́
ဆီးအောင့်ရောဂါ	sʰíʔa̰ʊɴjɔ́ɡà
မသာ	məθà
သူရ	θùja̰
သာရိပုတ္တရာ	θàjḭpoʊʔtəjà
တရုတ်	təjoʊʔ
ရှိန်းခို	ʃéɪɴɡò
အဓိဌာန်	ʔədeɪʔtʰàɴ
ဗျည်း	bjí
စကားပြန်	zəɡəbjàɴ
ဖန်တီး	pʰàɴdí
ဂျော့ခ်ျ	d͡ʑɔ̰t͡ɕʰə
သူကြွယ်	θùt͡ɕwɛ̀
စူပါမားကတ်	sùpəmákaʔ
ဟမ်ဘာဂါ	hàɴbàɡà
စိန်ဖြူ	sèɪɴpʰjù
ဝိုက်ချ	waɪʔt͡ɕʰa̰
ညည်း	ɲí
ရွှေပြည်စိုး	ʃwèpjìsó
ဩဇာ	ʔɔ́zà
သကြား	ðəd͡ʑá
စွန်	sʊ̀ɴ
အောင်ပွဲ	ʔàʊɴbwɛ́
