артуына	ˈɑɾtwənɑ
элитасына	ˈeɫəjtɑsənɑ
сәуірде	sæwɪɾdˈe
Сондай	sondˈɑj
сұхбатқа	sʊxbɑtqˈɑ
сатылатыны	sˈɑtəɫɑtənə
лауазымдарды	ɫɑwˈɑzəmdɑɾdə
нормаларының	noɾmɑɫˈɑɾənəŋ
жандануына	ʒɑndˈɑnwənɑ
Қазмұнайгаз	qɑzmʊnɑjɡˈɑz
Гиффенді	ɡəjffendɪ
Бразилиядан	bɾˈɑzəjɫəjjadɑn
Құдық	qˈʊdəq
әріптері	æɾɪpteɾˈɪ
атой	ɑtˈoj
көтерілуге	kɵteɾɪɫwɡˈe
жүріңдер	ʒuɾɪŋdˈeɾ
қойғандықтан	qojʀˈɑndəqtɑn
Дүниеде	dˈunəjede
Есіргепованың	esɪɾɡepovˈɑnəŋ
қарсылықтарына	qˈɑɾsəɫəqtɑɾənɑ
секундта	sekwndtˈɑ
пасық	pˈɑsəq
тұжырымды	tˈʊʒəɾəmdə
пәндерінің	pændeɾɪnˈɪŋ
бітіреміз	bɪtɪɾemˈɪz
айыптар	ˈɑjəptɑɾ
жатқасын	ʒɑtqˈɑsən
Жұлдызды	ʒˈʊɫdəzdə
қызметтік	qəzmettɪk
саяжайлар	sɑjaʒɑjɫˈɑɾ
тірелді	tɪɾeɫdˈɪ
бейәдеп	bejædˈep
қатынастар	qˈɑtənɑstɑɾ
қойылғаны	qˈojəɫʀɑnə
мансабының	mɑnsˈɑbənəŋ
қиыншылыққа	qəjənʃəɫəqqɑ
өтіріктен	ɵtɪɾɪktˈen
дүниелерге	dˈunəjeleɾɡe
деуден	dewdˈen
бетінің	betɪnˈɪŋ
тамыр	tˈɑməɾ
әндер	ændˈeɾ
белсенділігімен	beɫsendɪlɪɡɪmˈen
бересіңдер	beɾesɪŋdˈeɾ
өмір	ɵmˈɪɾ
палаталы	pɑɫɑtˈɑɫə
некенің	nekenˈɪŋ
қоғамымызда	qoʀˈɑməməzdɑ
форматта	foɾmɑttˈɑ
жариялағанын	ʒˈɑɾəjjaɫɑʀɑnən
сабағын	sɑbˈɑʀən
ділін	dɪlˈɪn
кәсіпқой	kæsɪpqˈoj
қасымнан	qˈɑsəmnɑn
аязды	ɑjˈazdə
филиалында	fəjɫəjɑɫəndɑ
мәдениеттен	mædˈenəjetten
кемсітушілікті	kemsɪtwʃɪlɪktˈɪ
мақсаттардың	mɑqsɑttˈɑɾdəŋ
Салтанбековтың	sɑɫtɑnbekˈovtəŋ
Ален	ɑlˈen
дарияға	dˈɑɾəjjaʀɑ
Райгүл	ɾɑjɡˈuɫ
тұрмады	tʊɾmˈɑdə
босатқан	bosɑtqˈɑn
Жамалов	ʒɑmɑɫˈov
ұйымдасып	ˈʊjəmdɑsəp
жайттармен	ʒɑjttɑɾmˈen
Айтылған	ˈɑjtəɫʀɑn
маңды	mˈɑŋdə
индексін	əjndeksɪn
Нұршайықов	nʊɾʃˈɑjəqov
ұзаққа	ʊzɑqqˈɑ
саммитіне	sˈɑmməjtɪne
қысқартылды	qəsqɑɾtəɫdə
айлығынан	ˈɑjɫəʀənɑn
гектардан	ɡektɑɾdˈɑn
маңы	mˈɑŋə
байлап	bɑjɫˈɑp
есікке	esɪkkˈe
Астанаға	ɑstɑnɑʀˈɑ
құрылғылармен	qˈʊɾəɫʀəɫɑɾmen
Рақым	ɾˈɑqəm
әлеміндегі	ælemɪndeɡˈɪ
айтқандарының	ɑjtqɑndˈɑɾənəŋ
мақұлданды	mɑqʊɫdˈɑndə
Франциск	fɾˈɑntsəjsk
елшісін	eɫʃɪsˈɪn
Қарулы	qˈɑɾwɫə
толмайтындар	toɫmˈɑjtəndɑɾ
асуда	ɑswdˈɑ
жеребе	ʒeɾebˈe
Қамауға	qɑmɑwʀˈɑ
иен	əjen
арылту	ˈɑɾəɫtw
заңнамасын	zɑŋnɑmˈɑsən
қазасының	qɑzˈɑsənəŋ
мінезімен	mɪnezɪmˈen
бұйыруы	bˈʊjəɾwə
түбірімен	tubɪɾɪmˈen
Қанай	qɑnˈɑj
болжам	boɫʒˈɑm
айдын	ˈɑjdən
Гүлнар	ɡuɫnˈɑɾ
жетіспейді	ʒetɪspejdˈɪ
әкететін	æketetˈɪn
экранның	ekɾˈɑnnəŋ
айтқымыз	ˈɑjtqəməz
сынамасынан	sənɑmɑsənɑn
тартымдылығын	tˈɑɾtəmdəɫəʀən
қабылдадым	qˈɑbəɫdɑdəm
режимінде	ɾˈeʒəjmɪnde
Президентпен	pɾˈezəjdentpen
түлектерге	tulekteɾɡˈe
қып	qəp
қозғалтқышын	qozʀˈɑɫtqəʃən
құрметін	qʊɾmetˈɪn
Балықшы	bˈɑɫəqʃə
былықтарды	bəɫəqtɑɾdə
еврейлердің	evɾejleɾdˈɪŋ
жалғыздық	ʒˈɑɫʀəzdəq
Тунистегі	twnəjsteɡɪ
біріншілігін	bɪɾɪnʃɪlɪɡˈɪn
дорбаға	doɾbɑʀˈɑ
майор	mɑjˈoɾ
Содан	sodˈɑn
кеңесіп	keŋesˈɪp
Конституциясында	kˈonstəjtwtsəjjasəndɑ
насихаттауды	nˈɑsəjxɑttɑwdə
санам	sɑnˈɑm
санаспайды	sɑnɑspˈɑjdə
бюджетінен	bjudʒetɪnˈen
Польшаға	poɫʔʃɑʀˈɑ
сенімсіздікті	senɪmsɪzdɪktˈɪ
даласында	dɑɫˈɑsəndɑ
кинотеатрлар	kəjnoteɑtɾɫɑɾ
қамауды	qɑmˈɑwdə
қаншасы	qɑnʃˈɑsə
жалтарды	ʒɑɫtˈɑɾdə
кейбіреулерінің	kejbɪɾewleɾɪnˈɪŋ
Борат	boɾˈɑt
әрекеттермен	æɾeketteɾmˈen
тәрбиелей	tˈæɾbəjelej
Прагаға	pɾɑɡɑʀˈɑ
Тоқтарбай	toqtɑɾbˈɑj
паналайды	pɑnɑɫˈɑjdə
авторларын	ɑvtoɾɫˈɑɾən
Трарье	tɾɑɾʔˈe
Біртіндеп	bɪɾtɪndˈep
құрылғысы	qˈʊɾəɫʀəsə
миссия	məjssəjja
телеарнасына	teleɑɾnˈɑsənɑ
көтеруіне	kɵteɾwɪnˈe
қуанады	qwɑnˈɑdə
басқарамын	bɑsqɑɾˈɑmən
отырмағанын	ˈotəɾmɑʀɑnən
қыздарымызға	qəzdɑɾəməzʀɑ
өстік	ɵstˈɪk
жұмысың	ʒˈʊməsəŋ
уақтылы	wˈɑqtəɫə
Хизб	xəjzb
Болашақ	boɫɑʃˈɑq
Психологиялық	psəjxoɫoɡəjjaɫəq
оқуына	ˈoqwənɑ
ғасырында	ʀˈɑsəɾəndɑ
Зымыранның	zəməɾɑnnəŋ
қарамай	qɑɾɑmˈɑj
деталь	detˈɑɫʔ
жібергенін	ʒɪbeɾɡenˈɪn
Бекқалиев	bekqˈɑɫəjev
сүйенсек	sujensˈek
Мартынушкин	mˈɑɾtənwʃkəjn
отырғыза	ˈotəɾʀəzɑ
белдесуге	beɫdeswɡˈe
шығарманы	ʃəʀɑɾmɑnə
картиналарын	kˈɑɾtəjnɑɫɑɾən
тырысқан	təɾəsqɑn
бағынған	bˈɑʀənʀɑn
Ғимараттың	ʀəjmɑɾɑttəŋ
алыстай	ˈɑɫəstɑj
шығарылсын	ʃəʀɑɾəɫsən
бұзу	bˈʊzw
қазасын	qɑzˈɑsən
Айды	ˈɑjdə
жарақатынан	ʒɑɾɑqˈɑtənɑn
музыкадан	mwzəkɑdɑn
ататын	ɑtˈɑtən
Шонжан	ʃonʒˈɑn
қойылмай	qˈojəɫmɑj
шайқаста	ʃɑjqɑstˈɑ
инфрақұрылымдарын	əjnfɾɑqʊɾəɫəmdɑɾən
венгр	vˈenɡɾ
тумас	twmˈɑs
Алшынбай	ˈɑɫʃənbɑj
ескертіп	eskeɾtˈɪp
сені	senˈɪ
ұшырайтынын	ˈʊʃəɾɑjtənən
жеуден	ʒewdˈen
жатармыз	ʒɑtˈɑɾməz
әсіреұлтшылдар	æsɪɾeˈʊɫtʃəɫdɑɾ
мәдениетке	mædˈenəjetke
Стюарт	stjuˈɑɾt
танктің	tɑnktˈɪŋ
жұмыстарды	ʒˈʊməstɑɾdə
Әйтеуір	æjtewˈɪɾ
нокдаун	nokdˈɑwn
қабырғада	qˈɑbəɾʀɑdɑ
матчында	mˈɑtt͡ʃəndɑ
Ядролық	jadɾˈoɫəq
шеккендердің	ʃekkendeɾdˈɪŋ
жаруға	ʒɑɾwʀˈɑ
Татарстанға	tɑtɑɾstɑnʀˈɑ
таппағандықтан	tɑppɑʀˈɑndəqtɑn
тастаймын	tɑstˈɑjmən
ерттеп	eɾttˈep
еуразияшылдық	ewɾˈɑzəjjaʃəɫdəq
көрмек	kɵɾmˈek
болжамын	boɫʒˈɑmən
төрден	tɵɾdˈen
білмеппін	bɪɫmeppˈɪn
насихаттау	nˈɑsəjxɑttɑw
Өлең	ɵlˈeŋ
әуенін	æwenˈɪn
Әбдіқалықова	æbdɪqˈɑɫəqovɑ
қиыншылықты	qəjənʃəɫəqtə
әкімшілік	ækɪmʃɪlˈɪk
Ақпанның	ɑqpˈɑnnəŋ
Саудия	sˈɑwdəjja
Шаған	ʃɑʀˈɑn
Қызыл	qəzəɫ
сарыға	sˈɑɾəʀɑ
осылайша	ˈosəɫɑjʃɑ
бетінен	betɪnˈen
елесі	elesˈɪ
ұсынудың	ˈʊsənwdəŋ
президентпен	pɾˈezəjdentpen
өнімдерінің	ɵnɪmdeɾɪnˈɪŋ
ада	ɑdˈɑ
тұрмыстық	tˈʊɾməstəq
дзюдодан	dzjudodˈɑn
қатынасы	qˈɑtənɑsə
созбай	sozbˈɑj
ауызсусыз	ˈɑwəzswsəz
сыйлаймын	səjɫɑjmən
өтеуін	ɵtewˈɪn
Кеште	keʃtˈe
жасатудан	ʒɑsɑtwdˈɑn
Анашым	ɑnˈɑʃəm
қалауына	qɑɫˈɑwənɑ
нәр	nˈæɾ
барлау	bɑɾɫˈɑw
құшақтап	qʊʃɑqtˈɑp
нәрселермен	næɾseleɾmˈen
діндердің	dɪndeɾdˈɪŋ
феодалдық	feodˈɑɫdəq
шешудің	ʃeʃwdˈɪŋ
краннан	kɾɑnnˈɑn
рейтингін	ɾˈejtəjnɡɪn
айтағына	ɑjtˈɑʀənɑ
Шәкер	ʃækˈeɾ
қабылдағанда	qˈɑbəɫdɑʀɑndɑ
қыстап	qəstɑp
мешітінде	meʃɪtɪndˈe
операцияларының	opeɾˈɑtsəjjaɫɑɾənəŋ
шақыру	ʃˈɑqəɾw
табанын	tɑbˈɑnən
жәбірлеген	ʒæbɪɾleɡˈen
бұзылатыны	bˈʊzəɫɑtənə
береміз	beɾemˈɪz
Сағындық	sˈɑʀəndəq
ақкөңіл	ɑqkɵŋˈɪɫ
құрамада	qʊɾɑmɑdˈɑ
әдіскері	ædɪskeɾˈɪ
рыногында	ɾənoɡəndɑ
Бесінші	besɪnʃˈɪ
сайлаулары	sɑjɫɑwɫˈɑɾə
бүкпесіз	bukpesˈɪz
ханымы	xˈɑnəmə
Иллинойс	əjɫɫəjnojs
ілгерілеу	ɪɫɡeɾɪlˈew
Тергеушілердің	teɾɡewʃɪleɾdˈɪŋ
плацкарт	pɫɑtskˈɑɾt
видеода	vəjdeodɑ
көкпеңбек	kɵkpeŋbˈek
бұрмалаушылық	bʊɾmɑɫˈɑwʃəɫəq
жаруы	ʒˈɑɾwə
тапқанына	tɑpqˈɑnənɑ
Құлыбаевқа	qˈʊɫəbɑevqɑ
Маерманов	mɑeɾmɑnˈov
оқ	ˈoq
қабылдайтындар	qˈɑbəɫdɑjtəndɑɾ
концерт	kontsˈeɾt
делегациясын	deleɡˈɑtsəjjasən
қарсылығына	qˈɑɾsəɫəʀənɑ
телеарналардан	teleɑɾnɑɫɑɾdˈɑn
кезде	kezdˈe
аяр	ɑjˈaɾ
Жұбанова	ʒʊbɑnovˈɑ
Сәуір	sæwˈɪɾ
бөлмеге	bɵɫmeɡˈe
мұнарасы	mʊnɑɾˈɑsə
болжамдарына	boɫʒɑmdˈɑɾənɑ
аударуына	ɑwdˈɑɾwənɑ
талғам	tɑɫʀˈɑm
түйеқұс	tujeqˈʊs
Саламатов	sɑɫɑmɑtˈov
ойыншыларының	ˈojənʃəɫɑɾənəŋ
театрландырылған	teɑtɾɫˈɑndəɾəɫʀɑn
патронат	pɑtɾonˈɑt
сырғанаудан	səɾʀɑnɑwdɑn
алаңды	ɑɫˈɑŋdə
Носратбибі	nosɾˈɑtbəjbɪ
үлкендер	uɫkendˈeɾ
қомақты	qomˈɑqtə
қоқыстан	qˈoqəstɑn
Қызыр	qəzəɾ
биіктерге	bəjɪkteɾɡe
Жоламановқа	ʒoɫɑmɑnovqˈɑ
айырым	ˈɑjəɾəm
құламай	qʊɫɑmˈɑj
келуім	keɫwˈɪm
кәсіпорындағы	kæsɪpˈoɾəndɑʀə
бастаушы	bɑstˈɑwʃə
жала	ʒɑɫˈɑ
қызықтың	qəzəqtəŋ
Болгарияның	boɫɡˈɑɾəjjanəŋ
Мұнайдан	mʊnɑjdˈɑn
нанға	nɑnʀˈɑ
Молдағұлов	moɫdɑʀʊɫˈov
шығатынын	ʃəʀɑtənən
жазуында	ʒˈɑzwəndɑ
прогресс	pɾoɡɾˈess
жаманат	ʒɑmɑnˈɑt
анда	ɑndˈɑ
қалуын	qˈɑɫwən
жұртты	ʒˈʊɾttə
қайту	qˈɑjtw
Анығы	ˈɑnəʀə
Нұрқаділовты	nʊɾqɑdɪɫˈovtə
демократияландыруға	demokɾˈɑtəjjaɫɑndəɾwʀɑ
Жанболаттың	ʒɑnboɫˈɑttəŋ
бәсекелі	bæsekelˈɪ
соты	sˈotə
халқымның	xˈɑɫqəmnəŋ
атқардым	ɑtqˈɑɾdəm
авторларының	ɑvtoɾɫˈɑɾənəŋ
адамдай	ɑdɑmdˈɑj
Нұрланның	nʊɾɫˈɑnnəŋ
кіруі	kɪɾwˈɪ
арыздар	ˈɑɾəzdɑɾ
өлтірудің	ɵɫtɪɾwdˈɪŋ
қармағына	qɑɾmˈɑʀənɑ
қорларындағы	qoɾɫˈɑɾəndɑʀə
жағдаймен	ʒɑʀdɑjmˈen
сапарында	sɑpˈɑɾəndɑ
атасын	ɑtˈɑsən
сақтандырылған	sɑqtˈɑndəɾəɫʀɑn
парыздың	pˈɑɾəzdəŋ
беделден	bedeɫdˈen
қадағалауда	qɑdɑʀɑɫɑwdˈɑ
Шардаров	ʃɑɾdɑɾˈov
металға	metɑɫʀˈɑ
Айымбетов	ˈɑjəmbetov
мылтығы	məɫtəʀə
қораш	qoɾˈɑʃ
Мұнайшылар	mʊnˈɑjʃəɫɑɾ
жағу	ʒˈɑʀw
фильмге	fəjɫʔmɡe
дегем	deɡˈem
Ықылас	əqəɫɑs
қағып	qˈɑʀəp
соншалықты	sonʃˈɑɫəqtə
әңгімелесті	æŋɡɪmelestˈɪ
зейнеткерлерді	zejnetkeɾleɾdˈɪ
тобырға	tˈobəɾʀɑ
Беларус	beɫˈɑɾws
Жұртқа	ʒʊɾtqˈɑ
толуы	tˈoɫwə
мүшелігіне	muʃelɪɡɪnˈe
тайсалмай	tɑjsɑɫmˈɑj
БҒМ	bəʀəmə
Жағдайын	ʒɑʀdˈɑjən
Бізбен	bɪzbˈen
мақаламызда	mɑqɑɫˈɑməzdɑ
Ауа	ɑwˈɑ
кг	kəɡə
Ямайка	jamɑjkˈɑ
СИЗО	səjzo
уайымдайды	wˈɑjəmdɑjdə
құрылымдарының	qˈʊɾəɫəmdɑɾənəŋ
күдер	kudˈeɾ
ойбай	ojbˈɑj
баррикаданың	bˈɑɾɾəjkɑdɑnəŋ
бәрімен	bæɾɪmˈen
ветосын	vetˈosən
құдірет	qʊdɪɾˈet
отынына	ˈotənənɑ
құбырының	qˈʊbəɾənəŋ
адымын	ˈɑdəmən
сәуір	sæwˈɪɾ
Бабанов	bɑbɑnˈov
ассамблеясы	ɑssɑmblejˈasə
заңгерлерге	zɑŋɡeɾleɾɡˈe
кездескені	kezdeskenˈɪ
қалдым	qˈɑɫdəm
салмағым	sɑɫmˈɑʀəm
тиылмай	təjəɫmɑj
Шу	ʃw
басыма	bˈɑsəmɑ
дүниеге	dˈunəjeɡe
бәсеңдетіп	bæseŋdetˈɪp
элитаға	ˈeɫəjtɑʀɑ
сұхбатында	sʊxbˈɑtəndɑ
Азаматтық	ɑzɑmˈɑttəq
табиғатқа	tˈɑbəjʀɑtqɑ
алаңдайтын	ɑɫɑŋdˈɑjtən
жемқорлықтан	ʒemqˈoɾɫəqtɑn
шахтасында	ʃɑxtˈɑsəndɑ
ағылшындарды	ˈɑʀəɫʃəndɑɾdə
Т	tə
мамандықтарына	mɑmˈɑndəqtɑɾənɑ
қаласында	qɑɫˈɑsəndɑ
мүдделері	muddeleɾˈɪ
сөздің	sɵzdˈɪŋ
шығармас	ʃəʀɑɾmɑs
мақалаларынан	mɑqɑɫɑɫˈɑɾənɑn
шектеуге	ʃektewɡˈe
телефондарға	telefondɑɾʀˈɑ
тұрмайтынын	tʊɾmˈɑjtənən
филологиялық	fəjɫoɫoɡəjjaɫəq
әдіске	ædɪskˈe
атағына	ɑtˈɑʀənɑ
назарынан	nɑzˈɑɾənɑn
екенінің	ekenɪnˈɪŋ
аңшылар	ˈɑŋʃəɫɑɾ
заңғар	zɑŋʀˈɑɾ
редакциясында	ɾedˈɑktsəjjasəndɑ
румын	ɾwmən
асабалық	ɑsɑbˈɑɫəq
мойымай	mˈojəmɑj
жазалағысы	ʒɑzɑɫˈɑʀəsə
Берлускони	beɾɫwskˈonəj
тәуліктік	tæwlɪktˈɪk
тенденциялар	tendˈentsəjjaɫɑɾ
ұйғарым	ʊjʀˈɑɾəm
беретіні	beɾetɪnˈɪ
несиелендіру	nˈesəjelendɪɾw
қоршауға	qoɾʃɑwʀˈɑ
бақа	bɑqˈɑ
сенудің	senwdˈɪŋ
тындырған	təndəɾʀɑn
келтіруді	keɫtɪɾwdˈɪ
Сәлімжан	sælɪmʒˈɑn
ғимаратының	ʀəjmɑɾɑtənəŋ
аузын	ˈɑwzən
Жаңабаев	ʒɑŋɑbɑˈev
императоры	əjmpeɾɑtoɾə
майданына	mɑjdˈɑnənɑ
Қаскелеңде	qɑskeleŋdˈe
ұшақпен	ʊʃɑqpˈen
Жоғары	ʒoʀˈɑɾə
суретшісі	swɾetʃɪsˈɪ
Акунин	ˈɑkwnəjn
шалдан	ʃɑɫdˈɑn
өркендетуге	ɵɾkendetwɡˈe
бақылаймыз	bˈɑqəɫɑjməz
Осылар	ˈosəɫɑɾ
Лукин	ɫwkəjn
көбейгенін	kɵbejɡenˈɪn
талмасына	tɑɫmˈɑsənɑ
жаттығуларды	ʒˈɑttəʀwɫɑɾdə
соттауды	sottˈɑwdə
кетпегенде	ketpeɡendˈe
Шанхай	ʃɑnxˈɑj
етпеді	etpedˈɪ
ұйымымен	ˈʊjəməmen
Тұрсынбаева	tˈʊɾsənbɑevɑ
жүректері	ʒuɾekteɾˈɪ
сыйлауды	səjɫɑwdə
оқиғадан	ˈoqəjʀɑdɑn
Европадағы	evɾopɑdˈɑʀə
дамытуы	dˈɑmətwə
Дерт	dˈeɾt
Жұмагүл	ʒʊmɑɡˈuɫ
Май	mˈɑj
толғауы	toɫʀˈɑwə
Махмутова	mɑxmwtovˈɑ
әлсіздігі	æɫsɪzdɪɡˈɪ
Медведев	medvedˈev
өртенді	ɵɾtendˈɪ
емеспін	emespˈɪn
мазар	mɑzˈɑɾ
түнде	tundˈe
үнем	unˈem
ығыстыра	əʀəstəɾɑ
тырнақ	təɾnɑq
түсісімен	tusɪsɪmˈen
болмадық	boɫmˈɑdəq
тұрғандағы	tʊɾʀɑndˈɑʀə
қорымызда	qˈoɾəməzdɑ
прокуратураның	pɾokwɾɑtwɾˈɑnəŋ
Мұсылмандар	mˈʊsəɫmɑndɑɾ
елдермен	eɫdeɾmˈen
түркі	tuɾkˈɪ
орындалатынына	ˈoɾəndɑɫɑtənənɑ
Саха	sɑxˈɑ
жұтатын	ʒʊtˈɑtən
энергетикасына	eneɾɡˈetəjkɑsənɑ
Левон	levˈon
дәуірде	dæwɪɾdˈe
Махмадовтың	mɑxmɑdˈovtəŋ
шақырсақ	ʃˈɑqəɾsɑq
ақиқаттың	ˈɑqəjqɑttəŋ
ҚЫЗЫЛОРДА	qəzəɫoɾdɑ
алақанына	ɑɫɑqˈɑnənɑ
бейнетаспада	bejnetɑspɑdˈɑ
Мүлде	muɫdˈe
ақырындап	ˈɑqəɾəndɑp
алсын	ˈɑɫsən
келемеждеп	kelemeʒdˈep
түкіріп	tukɪɾˈɪp
хабарлаймын	xɑbɑɾɫˈɑjmən
қайтқандар	qɑjtqɑndˈɑɾ
Чистые	t͡ʃəjstəe
қатынастардың	qˈɑtənɑstɑɾdəŋ
тұрғандығы	tʊɾʀˈɑndəʀə
тепловоз	tepɫovˈoz
қорлау	qoɾɫˈɑw
клуб	kɫwb
мынауың	mənɑwəŋ
қуатымен	qwˈɑtəmen
Мақсаттары	mɑqsɑttˈɑɾə
Бахтияр	bˈɑxtəjjaɾ
меншігін	menʃɪɡˈɪn
қайтыс	qˈɑjtəs
жолдаулары	ʒoɫdɑwɫˈɑɾə
АЗ	ˈɑz
оқушыларын	ˈoqwʃəɫɑɾən
баспаханалардың	bɑspɑxɑnɑɫˈɑɾdəŋ
дайындады	dˈɑjəndɑdə
басымның	bˈɑsəmnəŋ
айлақ	ɑjɫˈɑq
депутаттық	depwtˈɑttəq
телевизиясы	telˈevəjzəjjasə
моральдық	moɾˈɑɫʔdəq
ЕурАзЭҚ	ˈewɾˈɑzˈeq
таққан	tɑqqˈɑn
даңқы	dˈɑŋqə
Асхат	ɑsxˈɑt
делегациясы	deleɡˈɑtsəjjasə
айтулы	ˈɑjtwɫə
басқарғаны	bɑsqɑɾʀˈɑnə
айтылу	ˈɑjtəɫw
көтерілісшілермен	kɵteɾɪlɪsʃɪleɾmˈen
сезінетінін	sezɪnetɪnˈɪn
туғандай	twʀɑndˈɑj
министрлігін	məjnəjstɾlɪɡɪn
сөзге	sɵzɡˈe
көтергеннен	kɵteɾɡennˈen
Көлсай	kɵɫsˈɑj
пікірдемін	pɪkɪɾdemˈɪn
қызықтырды	qəzəqtəɾdə
доғаруды	doʀˈɑɾwdə
алатындар	ɑɫˈɑtəndɑɾ
Мәдел	mædˈeɫ
құтқарудың	qʊtqˈɑɾwdəŋ
платформасында	pɫɑtfoɾmˈɑsəndɑ
Аздап	ɑzdˈɑp
қауіптілігі	qɑwɪptɪlɪɡˈɪ
қалыпқа	qˈɑɫəpqɑ
Чеховтың	t͡ʃexˈovtəŋ
конкурс	kˈonkwɾs
Ораз	oɾˈɑz
тумалары	twmɑɫˈɑɾə
үлгісінде	uɫɡɪsɪndˈe
тұрғызылған	tˈʊɾʀəzəɫʀɑn
тастамаса	tɑstɑmɑsˈɑ
мұражайда	mʊɾɑʒɑjdˈɑ
тыңшы	təŋʃə
таксофон	tɑksofˈon
тоқыраудың	tˈoqəɾɑwdəŋ
Ақаевтан	ɑqɑevtˈɑn
меңзейді	meŋzejdˈɪ
кіршіксіз	kɪɾʃɪksˈɪz
этностың	etnˈostəŋ
департаментінде	depɑɾtɑmentɪndˈe
жақсылап	ʒˈɑqsəɫɑp
қауіпсіздікке	qɑwɪpsɪzdɪkkˈe
жатқызылып	ʒˈɑtqəzəɫəp
қағидат	qˈɑʀəjdɑt
Мелис	mˈeɫəjs
аулына	ˈɑwɫənɑ
экономикасында	ekonˈoməjkɑsəndɑ
жары	ʒˈɑɾə
аталмаған	ɑtɑɫmɑʀˈɑn
даурықпа	dˈɑwɾəqpɑ
повесть	povˈestʔ
Сонда	sondˈɑ
артымызда	ˈɑɾtəməzdɑ
көріпкел	kɵɾɪpkˈeɫ
нәлет	nælˈet
Серена	seɾenˈɑ
ерекшеліктерімен	eɾekʃelɪkteɾɪmˈen
ойнатып	ojnˈɑtəp
қонақтары	qonɑqtˈɑɾə
илана	əjɫɑnɑ
кезекшілікте	kezekʃɪlɪktˈe
Беляева	beɫjaevˈɑ
қаншасының	qɑnʃˈɑsənəŋ
сарқылып	sˈɑɾqəɫəp
жеу	ʒˈew
табылады	tˈɑbəɫɑdə
озды	ˈozdə
Қолынан	qˈoɫənɑn
Мередов	meɾedˈov
жасақтарды	ʒɑsɑqtˈɑɾdə
еткіміз	etkɪmˈɪz
Конференцияға	konfeɾˈentsəjjaʀɑ
құрылымдарын	qˈʊɾəɫəmdɑɾən
айлықтары	ˈɑjɫəqtɑɾə
артиллериялық	ˈɑɾtəjɫleɾəjjaɫəq
масқарасы	mɑsqɑɾˈɑsə
жамандап	ʒɑmɑndˈɑp
яғни	jˈaʀnəj
әшекейлер	æʃekejlˈeɾ
айыппұлға	ˈɑjəppʊɫʀɑ
сұрапыл	sʊɾˈɑpəɫ
бұйырсын	bˈʊjəɾsən
алтауының	ɑɫtˈɑwənəŋ
Қолда	qoɫdˈɑ
атақты	ɑtˈɑqtə
бітімге	bɪtɪmɡˈe
Экономиканың	ekonˈoməjkɑnəŋ
Шойбеков	ʃojbekˈov
кетпекші	ketpekʃˈɪ
ызғарлы	əzʀɑɾɫə
айлағының	ɑjɫˈɑʀənəŋ
еркіндігіне	eɾkɪndɪɡɪnˈe
Назарбаевты	nɑzɑɾbɑˈevtə
сериясы	sˈeɾəjjasə
сырғытпа	səɾʀətpɑ
айырмасы	ˈɑjəɾmɑsə
орындалмайтын	ˈoɾəndɑɫmɑjtən
Төлеқан	tɵleqˈɑn
жандарға	ʒɑndɑɾʀˈɑ
сойған	sojʀˈɑn
әріптестігін	æɾɪptestɪɡˈɪn
ұстанымнан	ʊstˈɑnəmnɑn
сулары	swɫˈɑɾə
Республика	ɾˈespwbɫəjkɑ
СМС	səməsə
Молдовада	moɫdovɑdˈɑ
ойласаңыз	ojɫɑsˈɑŋəz
құс	qˈʊs
болмағандығы	boɫmɑʀˈɑndəʀə
Би	bəj
қамыстан	qˈɑməstɑn
Түркіменстанмен	tuɾkɪmenstɑnmˈen
отырғанын	ˈotəɾʀɑnən
кіреберісте	kɪɾebeɾɪstˈe
таңдайы	tɑŋdˈɑjə
ойнауды	ojnˈɑwdə
сақталмағанын	sɑqtɑɫmɑʀˈɑnən
жақтасы	ʒɑqtˈɑsə
жібермекші	ʒɪbeɾmekʃˈɪ
таңба	tɑŋbˈɑ
қаржыландырған	qˈɑɾʒəɫɑndəɾʀɑn
