künjekleriniň	kˌønd͡ʒœklerˈiniŋ
sanaw	θˈɑnoβ
aýalynyň	ˌɑjɑːɫˈɯnɯŋ
gan	ɡˈɑn
möhletinde	mˌœhlœtˈønne
küştçüleri	kˌøʃt͡ʃt͡ʃølˈœrø
oragy	orˈoʁʊ
dileg	dˈileʁ
senetçilik	θˌenet͡ʃt͡ʃˈilik
şöhratyny	ʃˌœhrɑtˈɯnɯ
ýolbaşçylygynda	jˌoɫβoʃʃˌʊɫɯʁˈɯnnɑ
gurarys	ɡʊrˈorʊθ
rowaýatlar	rˌoβojˈɑtɫɑr
kämilleşdirmek	kˌæmillˌeʃdirmˈek
düşelen	døʃˈœlœn
tertipnama	tˌertipnˈɑːmɑ
peýdalanmakda	pˌejdɑɫɑnmˈɑqdɑ
boşadylyp	bˌoʃodˈʊɫʊp
toplumlaryny	tˌopɫʊmɫorˈʊnʊ
Karantin	qɑrˈɑntin
düzgüniň	døðʁˈønøŋ
paýynyň	pɑjˈɯnɯŋ
edende	edˈenne
gidilmegi	ɡˌidilmˈeʁi
surat	θˈʊrot
daşdan	dˈɑːʃdɑn
Liderine	lˌiderˈine
emlägine	ˌemlæʁˈine
öwüşgünli	ˌœβøʃʁˈønlø
sergä	θˈerʁæ
jaýynyň	d͡ʒɑjˈɯnɯŋ
haýyşnamasy	xˌɑjɯʃnɑmˈɑθɯ
aýdýaryn	ɑjdjˈɑrɯn
ýaňy	jˈɑŋɯ
döwletli	dœβlˈœtlø
tertipnamasy	tˌertipnɑmˈɑθɯ
ýoluna	joɫˈʊno
Germaniýada	ɡˌermɑnijˈɑdɑ
söhbetdeşlikde	θˌœhβœtdœʃlˈøkde
nebiti	neβˈiti
kodeksini	qˌodekθˈini
metanol	metˈɑnoɫ
geňeşiň	ɡeŋˈeʃiŋ
önümini	ˌœnømˈønø
tapgyryň	tɑpʁˈɯrɯŋ
ýetirmäge	jˌetirmˈæːɡe
Nury	nˈʊrʊ
içinden	it͡ʃˈinnen
pudak	pˈʊːdoq
daýanmak	dˌɑjɑnmˈɑq
eýeçiligi	ˌejet͡ʃilˈiʁi
Bilermeniň	bˌilermˈeniŋ
howpsuzlygyň	xˌoβpθʊðɫˈʊʁʊŋ
agtyklary	ˌɑʁtɯqɫˈɑrɯ
geçirilenden	ɡˌet͡ʃirilˈennen
çemeleşmek	t͡ʃˌemeleʃmˈek
kuwwatlyklaryny	qˌʊββotɫˌʊqɫɑrˈɯnɯ
maslahatlaşdylar	mˌɑθɫɑxˌɑtɫɑʃdˈɯɫɑr
güýji	ɡˈøːjd͡ʒi
temmisini	tˌemmiθˈini
Ynha	ˈɯnxɑː
tassyklan	tɑθθˈɯqɫɑn
berlenden	berlˈennen
adamlarynyň	ˌɑdɑmɫɑrˈɯnɯŋ
bolsa	bˈoɫθo
bölüp	bˈœløp
bäsleşdi	bæθlˈeʃdi
özlerini	ˌœðlœrˈønø
elýeterlidir	ˌeljeterlˈidir
aşyrdy	ɑʃˈɯrdɯ
peýda	pˈejdɑː
kanunylygy	qˌɑnʊnʊɫˈʊʁɯ
taekwondonyň	tˌɑekβonnˈonʊŋ
hyzmatdaşlygyň	xˌɯðmɑtdɑʃɫˈɯʁɯŋ
ekinlerini	ˌekinlerˈini
gurmaga	ɡʊrmˈoʁo
agtygy	ɑʁtˈɯʁɯ
başlaýar	bɑʃɫˈɑjɑr
goraýşy	ɡorˈojʃɯ
gyzlar	ɡˈɯðɫɑr
gepleşikleriň	ɡˌepleʃiklˈeriŋ
jogapkärçilik	d͡ʒˌoʁopkært͡ʃˈilik
multimodal	mˌʊɫtimˈodoɫ
keşbini	keʃβˈini
dahylsyzlar	dˌɑxɯɫθˈɯðɫɑr
mysallarynyň	mˌɯθɑɫɫɑrˈɯnɯŋ
buýsanjydyr	bˌʊjθɑnd͡ʒˈɯdɯr
tertipleşdirmek	tˌertiplˌeʃdirmˈek
Raýdaş	rˈɑjdɑʃ
başlanandan	bˌɑʃɫɑnˈɑnnɑn
maşgalalaryna	mˌɑʃʁɑɫˌɑɫɑrˈɯnɑ
döredilýändigini	dˌœrœdˌøljænniʁˈini
çeşmeleri	t͡ʃˌeʃmelˈeri
zal	ðˈɑɫ
köşgüň	kˈœʃʁøŋ
zalynyň	ðɑɫˈɯnɯŋ
howpy	xˈoβpʊ
gelmeýändigine	ɡˌelmejˌænniʁˈine
kanunynyň	qˌɑnʊnˈʊnʊŋ
dolduryp	doɫɫˈʊrʊp
syrlaryny	θˌɯrɫɑrˈɯnɯ
ýetirijisi	jˌetirid͡ʒˈiθi
goýdular	ɡojdˈʊɫor
özenine	ˌœðœnˈøne
ulanylanda	ˌʊɫonʊɫˈɑnnɑ
gümmezli	ɡømmˈœðlø
işewürlik	ˌiʃœβˈørløk
möçberleri	mˌœt͡ʃβœrlˈœri
ammarynda	ˌɑmmɑrˈɯnnɑ
Taslamada	tˌɑθɫɑmˈɑdɑ
Emiri	emˈiri
dänesi	dænˈeθi
Bütewi	bøtˈœβø
bäsleşiklerde	bˌæθleʃiklˈerde
operasiýalary	ˌoperˌɑθijɑɫˈɑrɯ
şahslaryň	ʃɑxθɫˈɑrɯŋ
Gowaçanyň	ɡˌoβot͡ʃˈonɯŋ
bilkastlaýyn	bˌilqɑθθɫˈɑjɯn
geçmelidiris	ɡˌet͡ʃmelidˈiriθ
elektrik	elˈektrik
durmaýan	dʊrmˈojɑn
mümkinçilikleriň	mˌømkønt͡ʃˌøliklˈeriŋ
Kawkaz	qˈoβqɑð
peýdalanyldy	pˌejdɑɫɑnˈɯɫɫɯ
dolan	dˈoɫon
Ginnesiň	ɡinnˈeθiŋ
gidişi	ɡidˈiʃi
näzik	nˈæðik
belarus	belˈɑrʊθ
utgaşyp	ʊtʁˈoʃʊp
Malaýziýanyň	mˌɑɫɑjðijˈɑnɯŋ
işinden	iʃˈinnen
Baýdak	bˈɑjdɑq
ýeňşini	jeŋʃˈini
ýylylygy	jˌɯɫɯɫˈɯʁɯ
serhetçiler	θˌerhet͡ʃt͡ʃˈiler
kämil	kˈæmil
oýnamak	ˌojnɑmˈɑq
deňeşdirmek	dˌeŋeʃdirmˈek
dolduran	doɫɫˈʊron
görkezýärler	ɡˌœrkœðjˈærler
Olimp	ˈoɫimp
dilindäki	dˌilindˈæːkɪ
menziliň	menðˈiliŋ
söýýän	θˈœjjæn
ýyllygyna	jˌɯɫɫɯʁˈɯnɑ
topragyny	tˌoproʁˈʊnʊ
ösümlikleriniň	ˌœθømlˌøklerˈiniŋ
resmileşdirilip	rˌeθmilˌeʃdirˈilip
hasaplary	xˌɑθɑpɫˈɑrɯ
tehniki	tehnˈiki
sanlysyny	θˌɑnɫɯθˈɯnɯ
emeli	emˈeli
myhmanlara	mˌɯxmɑnɫˈɑrɑ
bagtyýarlygynyň	bˌɑʁtɯjˌɑrɫɯʁˈɯnɯŋ
ruhunda	rʊxˈʊnno
bäsleşdiler	bˌæθleʃdˈiler
demirgazyk	dˌemirʁˈɑðɯq
Medeniýet	mˌedenˈijet
kaza	qˈɑðɑ
şaýat	ʃˈɑjɑt
meselem	meθˈelem
partiýanyň	pˌɑrtijˈɑnɯŋ
artýan	ˈɑrtjɑn
Türkmenpatente	tˌørkmœnpɑtˈente
sahnalarynda	θˌɑxnɑɫɑrˈɯnnɑ
Harytlar	xɑrˈɯtɫɑr
tabşyryk	tɑβʃˈɯrɯq
azatlyklaryna	ˌɑðɑtɫˌɯqɫɑrˈɯnɑ
Oýun	ˈojʊn
jezasyny	d͡ʒˌeðɑθˈɯnɯ
serhetleriniň	θˌerhetlerˈiniŋ
goşandynyň	ɡˌoʃonnˈʊnɯŋ
şypahanasy	ʃˌɯpɑxɑnˈɑθɯ
boksçularynyň	bˌoqθt͡ʃʊɫorˈʊnɯŋ
interaktiw	ˌinterˈɑqtiβ
Ylalaşyk	ˌɯɫɑːɫˈɑʃɯq
bellenilmegi	bˌellenilmˈeʁi
düzümlerde	dˌøðømlˈœrde
ygtyýarnamanyň	ˌɯʁtɯjˌɑrnɑmˈɑnɯŋ
nagyşly	nɑʁˈɯʃɫɯ
çagalyk	t͡ʃɑʁˈɑɫɯq
gazna	ɡˈɑðnɑ
ýoldaşlyk	joɫɫˈoʃɫʊq
Diýarym	dijˈɑrɯm
ylalaşmagy	ˌɯɫɑɫɑʃmˈɑʁɯ
çapmak	t͡ʃɑpmˈɑq
garşylamaga	ɡˌɑrʃɯɫɑmˈɑʁɑ
ölen	ˈœlœn
Kararyň	qɑrˈɑrɯŋ
özleşdirmegi	ˌœðlœʃdørmˈeʁi
diýmek	dijmˈek
oýnalýan	ojnˈɑɫjɑn
telewideniýe	tˌelœβˌidenˈije
nagyşlar	nɑʁˈɯʃɫɑr
kepillendiriş	kˌepillennˈiriʃ
Hossarlyk	xoθθˈorɫʊq
aýratynlyklary	ˌɑjrɑtˌɯnɫɯqɫˈɑrɯ
dowam	dˈoβɑːm
Paýtagtymyzda	pˌɑjtɑʁtɯmˈɯððɑ
şikaýatlar	ʃˌikɑjˈɑtɫɑr
siz	θˈið
derejelerinde	dˌered͡ʒˌelerˈinne
pälwanlar	pælβˈɑnɫɑr
Britaniýadan	brˌitɑnijˈɑdɑn
puluny	pʊɫˈʊnʊ
Garaşsyzlygyň	ɡˌɑrɑʃθɯðɫˈɯʁɯŋ
görnüşdäki	ɡˌœrnøʃdˈæːkɪ
sözüni	θœðˈønø
monitorda	mˌonitˈordo
geçirilişe	ɡˌet͡ʃirilˈiʃe
Federasiýasynyň	fˌederˌɑθijɑθˈɯnɯŋ
Dahyllylar	dˌɑxɯɫɫˈɯɫɑr
gabat	ɡˈɑβɑt
goýbermek	ɡojβˈermek
düzümindäki	dˌøðømøndˈæːkɪ
suwunyň	θʊβˈʊnʊŋ
ýürekli	jørˈœklø
dalaşgärleriň	dˌɑɫɑʃʁærlˈeriŋ
hünärmenleriň	hˌønærmœnlˈeriŋ
ykdysady	ˌɯqdɯθˈɑdɯ
mümkinçiliklerine	mˌømkønt͡ʃˌøliklerˈine
sebitleriň	θˌeβitlˈeriŋ
Žurnal	ʒˈʊrnoɫ
pursatdan	pʊrθˈotdɑn
baýlygy	bɑjɫˈɯʁɯ
girmegine	ɡˌirmeʁˈine
Howply	xˈoβpɫɯ
gullugynyň	ɡˌʊɫɫʊʁˈʊnʊŋ
Goodok	ɡˈoːdoq
kemçiliklere	kˌemt͡ʃiliklˈere
kitabynyň	kˌitɑβˈɯnɯŋ
dem	dˈem
borçnamasy	bˌort͡ʃnɑmˈɑθɯ
Gol	ɡˈoɫ
häkiminiň	hˌækimˈiniŋ
emelleri	ˌemellˈeri
ýetirmegi	jˌetirmˈeʁi
Deslapky	deθɫˈɑpqɯ
Lukmançylyk	ɫˌʊqmont͡ʃˈʊɫɯq
Ses	θˈeθ
ykdysadyýeti	ˌɯqdɯθˌɑdɯjˈeti
toplumyndaky	tˌopɫʊmʊndˈɑːqɯ
minutdan	minˈʊtdon
höweslendirmek	hˌœβœθlˌœnnirmˈek
nepis	nˈepiθ
mekdebinden	mˌekdeβˈinnen
döwrebaplaşdyrylmagy	dˌœβrœβˌɑpɫɑʃdˌɯrɯɫmˈɑʁɯ
salgytlary	θˌɑɫʁɯtɫˈɑrɯ
şahaly	ʃɑxˈɑɫɯ
şowly	ʃˈoβɫʊ
birwagtda	birβˈɑʁtdɑ
tutmaly	tʊtmˈoɫʊ
göreşe	ɡœrˈœʃœ
saçly	θˈɑt͡ʃɫɯ
döwde	dˈœβdœ
sözüniň	θœðˈønøŋ
gazy	ɡˈɑðɯ
edýär	ˈedjæːr
tapgyrlaryň	tˌɑpʁɯrɫˈɑrɯŋ
Sakarçäge	θˌɑqɑrt͡ʃˈæːʁe
habarlaryň	xˌɑβɑrɫˈɑrɯŋ
eýeçiligine	ˌejet͡ʃˌiliʁˈine
minudynda	mˌinʊdˈʊnno
Şaýy	ʃˈɑjɯ
ministrliginiň	mˌiniθθrliʁˈiniŋ
tizligi	tiðlˈiʁi
ulanýan	ʊɫˈonjɑn
Magtymgulynyň	mˌɑʁtɯmʁʊɫˈʊnʊŋ
gurluşykçylaryň	ɡˌʊrɫʊʃˌʊqt͡ʃʊɫˈɑrɯŋ
artilleriýa	ˌɑrtillerˈijɑ
wekilhanasynyň	βˌekilxˌɑnɑθˈɯnɯŋ
ýygyndymyzyň	jˌɯʁɯnnɯmˈɯðɯŋ
dik	dˈik
hasaby	xɑθˈɑβɯ
balyklar	bɑɫˈɯqɫɑr
ýerlemegiň	jˌerlemˈeʁiŋ
degerli	deʁˈerli
Liderimize	lˌiderimˈiðe
talaby	tɑɫˈɑβɯ
ynançly	ɯnˈɑnt͡ʃɫɯ
derýa	dˈerjɑ
mele	mˈele
düzümlerinde	dˌøðømlœrˈønne
jedeline	d͡ʒˌedelˈine
Hawa	xˈoβɑ
oýunlar	ojˈʊnɫor
Biribardan	bˌiriβˈɑrdɑn
niýet	nˈijet
genetiki	ɡˌenetˈiki
ýagdaýlary	jˌɑʁdɑjɫˈɑrɯ
barmak	bɑrmˈɑq
hasaplanylýan	xˌɑθɑpɫɑnˈɯɫjɑn
girizilmegini	ɡˌiriðˌilmeʁˈini
dolanyşygyny	dˌoɫonˌʊʃʊʁˈɯnɯ
orunbasarlarynyň	ˌorʊnmˌoθorɫɑrˈɯnɯŋ
öndürilýän	ˌœnnørˈøljæn
peýdalydyr	pˌejdɑɫˈɯdɯr
Günorta	ɡønˈorto
Baştutanymyz	bˌɑʃtʊtonˈʊmɯð
ilkibaşky	ˌilkiβˈɑʃqɯ
binýatlyk	binjˈɑtɫɯq
gowaçanyň	ɡˌoβot͡ʃˈonɯŋ
zenanlarymyzyň	ðˌenɑnɫˌɑrɯmˈɯðɯŋ
eýesine	ˌejeθˈine
ýerleriniň	jˌerlerˈiniŋ
görnükli	ɡœrnˈøklø
kanunçylygyny	qˌɑnʊnt͡ʃˌʊɫʊʁˈʊnɯ
ir	ˈiːr
wakasy	βɑqˈɑθɯ
döredilendigi	dˌœrœdˌølennˈiʁi
Köpugurly	kˌœpʊʁˈʊrɫʊ
tabşyrygyň	tˌɑβʃɯrˈɯʁɯŋ
medaly	medˈɑɫɯ
Fiziki	fˌiðˈiki
harytlara	xˌɑrɯtɫˈɑrɑ
beýanyna	bˌejɑnˈɯnɑ
seljermesine	θˌeld͡ʒermeθˈine
açylyşyna	ˌɑt͡ʃɯɫɯʃˈɯnɑ
ýeliň	jˈeliŋ
Köpetdag	kœpˈœtdɑʁ
kesgitlenendir	kˌeθʁitlenˈennir
bozmalaryň	bˌoðmoɫˈorɯŋ
Welosiped	βˌeloθˈiped
ätiýaçlyklary	ˌætijˌɑt͡ʃɫɯqɫˈɑrɯ
otagy	otˈoʁʊ
sesi	θˈeθi
ýadygärliklere	jˌɑdɯɡˌærliklˈere
teatrynyň	tˌeɑtrˈɯnɯŋ
General	ɡenˈerɑɫ
kuwwatlyklar	qˌʊββotɫˈʊqɫɑr
Duşuşyga	dˌʊʃʊʃˈʊʁɑ
daglyk	dˈɑːʁɫɯq
ädimdir	ædˈimnir
uniwersitetler	ˌʊniβˌerθitˈetler
görnüşidir	ɡˌœrnøʃˈødør
islegleri	ˌiθleʁlˈeri
Braziliýada	brˌɑðilijˈɑdɑ
kesgitlenýän	kˌeθʁitlˈenjæn
sahna	θˈɑxnɑ
tälim	tˈælim
galyndylarynyň	ɡˌɑɫɯnnˌɯɫɑrˈɯnɯŋ
beriji	berˈid͡ʒi
maslahatlarynda	mˌɑθɫɑxˌɑtɫɑrˈɯnnɑ
strategik	θθrɑtˈeʁik
awtorlaryň	ˌoβtorɫˈorʊŋ
Sportuň	θpˈortʊŋ
goraglylygynyň	ɡˌoroʁɫˌʊɫɯʁˈɯnɯŋ
jemleýär	d͡ʒemlˈejæːr
özüne	œːðˈønœ
meselelerinde	mˌeθelˌelerˈinne
gutlap	ɡˈʊtlɑːp
ýazylyşyk	jˌɑðɯɫˈɯʃɯq
garalanda	ɡˌɑrɑɫˈɑnnɑ
Maksatnamany	mˌɑqθɑtnɑmˈɑnɯ
kollegiýasy	qˌoɫleʁijˈɑθɯ
borçnama	bort͡ʃnˈɑːmɑ
Hasap	xˈɑθɑp
Permana	permˈɑnɑ
ministrlikleriň	mˌiniθθrliklˈeriŋ
möhlete	mœhlˈœtœ
goşulyşmagy	ɡˌoʃʊɫʊʃmˈoʁɯ
taýyn	tˈɑjɯn
agaç	ˈɑʁɑt͡ʃ
salmagyň	θɑɫmˈɑʁɯŋ
tüssesiniň	tˌøθθœθˈønøŋ
Maşgalanyň	mˌɑʃʁɑɫˈɑnɯŋ
arheologlar	ˌɑrheoɫˈoʁɫor
gysga	ɡˈɯθʁɑ
gören	ɡˈœrœn
özleri	œðlˈœrø
barmagyň	bɑrmˈɑʁɯŋ
Yzgant	ˈɯðʁɑnt
suwuny	θʊβˈʊnʊ
Mizan	mˈiðɑn
Al	ˈɑːɫ
agramy	ɑʁrˈɑmɯ
Pyragynyň	pˌɯrɑʁˈɯnɯŋ
gullukçylary	ɡˌʊɫɫʊqt͡ʃʊɫˈɑrɯ
jemgyýetimizde	d͡ʒˌemʁɯjˌetimˈiððe
ygtyýarlyklaryny	ˌɯʁtɯjˌɑrɫɯqɫɑrˈɯnɯ
söýüjilik	θˌœjød͡ʒˈøløk
görnüşlerinden	ɡˌœrnøʃlœrˈønnen
tekliplere	tˌekliplˈere
işlerden	iʃlˈerden
başlangyç	bɑʃɫˈɑnʁɯt͡ʃ
mekdebine	mˌekdeβˈine
Nasiba	nɑθˈiβɑ
Kanunymyzyň	qˌɑnʊnʊmˈʊðɯŋ
Konwensiýa	qˌonβenθˈijɑ
aýlawy	ɑjɫˈoβɯ
onlarça	onɫˈort͡ʃo
bäsleşiklere	bˌæθleʃiklˈere
girmeýän	ɡirmˈejæn
saýlamaga	θˌɑjɫɑmˈɑʁɑ
bankyny	bɑnqˈɯnɯ
geldiňiz	ɡellˈiŋið
Myhmanlar	mɯxmˈɑnɫɑr
ylma	ˈɯɫmɑ
telekeçileri	tˌelekˌet͡ʃilˈeri
awtobuslar	ˌoβtoβˈʊθɫor
gelmeýän	ɡelmˈejæn
Alyhezretiňiziň	ˌɑɫɯxˌeðretiŋˈiðiŋ
üýtgewsiz	øːjtʁˈœβθið
Soçi	θˈot͡ʃi
Göroglynyň	ɡˌœroʁɫˈʊnʊŋ
Belarusdan	bˌelɑrˈʊθθon
gaçyp	ɡˈɑt͡ʃɯp
mekdebe	mekdˈeβe
etrapdaky	ˌetrɑpdˈɑːqɯ
döndermek	dˌœnnœrmˈœk
sebitleriniň	θˌeβitlerˈiniŋ
gaýtarylmagy	ɡˌɑjtɑrɯɫmˈɑʁɯ
yklymlaýyn	ˌɯqɫɯmɫˈɑjɯn
zyýanyň	ðɯjˈɑnɯŋ
Prezidentimize	prˌeðidˌentimˈiðe
kepili	kepˈili
ekerançylaryň	ˌekerˌɑnt͡ʃɯɫˈɑrɯŋ
pulunda	pʊɫˈʊnno
alýanlar	ɑɫjˈɑnɫɑr
partiýalaryň	pˌɑrtijɑɫˈɑrɯŋ
isleginiň	ˌiθleʁˈiniŋ
baýramçylygynyň	bˌɑjrɑmt͡ʃˌɯɫɯʁˈɯnɯŋ
beriler	berˈiler
obýektiniň	ˌoβjektˈiniŋ
duşuşar	dʊʃˈʊʃor
geçirdik	ɡet͡ʃˈirdik
giňeltmegi	ɡˌiŋeltmˈeʁi
sowgat	θˈoβʁot
Narendra	nɑrˈennrɑ
medeniýetleriniň	mˌedenˌijetlerˈiniŋ
parahatçylyk	pˌɑrɑxɑt͡ʃt͡ʃˈɯɫɯq
içinde	it͡ʃˈinne
doglanda	doʁɫˈonno
telekeçi	tˌelekˈet͡ʃi
iberilen	ˌiβerˈilen
Ýaşulular	jˌɑːʃʊɫˈʊɫor
ruhubelentligiň	rˌʊxʊβˌelentlˈiʁiŋ
ýygnalan	jɯʁnˈɑɫɑn
ýakmak	jɑqmˈɑq
wezipeden	βˌeðipˈeden
hatynyň	xɑtˈɯnɯŋ
ussatlyk	ʊθθˈotɫʊq
Alymlaryň	ˌɑɫɯmɫˈɑrɯŋ
ýygnananlar	jˌɯʁnɑnˈɑnɫɑr
mübärekleýärler	mˌøβærˌœklejˈærler
ýaýbaňlanýar	jˌɑjbɑŋɫˈɑnjɑr
gaýtarylmaýar	ɡˌɑjtɑrɯɫmˈɑjɑr
Ildeşimiz	ˌilleʃˈimið
edilýän	edˈiljæn
karzy	qˈɑrðɯ
ösüş	ˈœθøʃ
Ilçihanasynyň	ˌilt͡ʃihˌɑnɑθˈɯnɯŋ
diňlenildi	dˌiŋlenˈilli
il	ˈil
miras	mˈirɑθ
berilmelidigini	bˌerilmˌelidiʁˈini
edilmelidigini	ˌedilmˌelidiʁˈini
bellenýän	bellˈenjæn
elementleriň	ˌelementlˈeriŋ
geçendigi	ɡˌet͡ʃennˈiʁi
kredit	krˈedit
Şanhaý	ʃˈɑnxɑj
zehinine	ðˌehinˈine
düşündirip	dˌøʃønnˈørøp
aýyrmalar	ˌɑjɯrmˈɑɫɑr
özümiň	œðˈømøŋ
taýýarlamalary	tˌɑjjɑrɫˌɑmɑɫˈɑrɯ
açylmagy	ˌɑt͡ʃɯɫmˈɑʁɯ
Harytlaryň	xˌɑrɯtɫˈɑrɯŋ
aýdyşy	ɑjdˈɯʃɯ
ekerançylygyň	ˌekerˌɑnt͡ʃɯɫˈɯʁɯŋ
haýyşnamaçynyň	xˌɑjɯʃnˌɑmɑt͡ʃˈɯnɯŋ
ýatagyň	jɑtˈɑʁɯŋ
derwezesine	dˌerβeðeθˈine
çynlakaý	t͡ʃɯnɫˈɑqɑj
indi	ˈinni
gutlagy	ɡʊtɫˈoʁʊ
nesli	nˈeθli
maýadarlar	mˌɑjɑdˈɑrɫɑr
metrdir	mˈetrdir
Hyzmatlaryň	xˌɯðmɑtɫˈɑrɯŋ
ýiten	jˈiten
hilini	hilˈini
tutulmadyk	tˌʊtʊɫmˈodʊq
edilmelidir	ˌedilmelˈidir
myhmanhanasynda	mˌɯxmɑnxˌɑnɑθˈɯnnɑ
Medeni	medˈeni
türkmenistanlylara	tˌørkmœnˌøθθɑnɫɯɫˈɑrɑ
galmagy	ɡɑɫmˈɑʁɯ
säher	θˈæher
ýetmedikleriň	jˌetmediklˈeriŋ
topara	topˈoro
baýramyny	bˌɑjrɑmˈɯnɯ
ätiýaçlandyryşa	ˌætijˌɑt͡ʃɫɑnnɯrˈɯʃɑ
bagşylaryň	bˌɑʁʃɯɫˈɑrɯŋ
ýaýrap	jˈɑjrɑp
diwarlyklarynda	dˌiβɑrɫˌɯqɫɑrˈɯnnɑ
hyzmatyndan	xˌɯðmɑtˈɯnnɑn
işgärleriň	ˌiʃʁærlˈeriŋ
mümkinçiliklerden	mˌømkønt͡ʃˌøliklˈerden
şaýatlar	ʃɑjˈɑtɫɑr
Býujet	bjˈʊd͡ʒet
baýdaklaryny	bˌɑjdɑqɫɑrˈɯnɯ
ýaş	jˈɑːʃ
mysal	mˈɯθɑɫ
gülküli	ɡølkˈølø
çapdan	t͡ʃˈɑpdɑn
waka	βˈɑqɑ
tejribä	ted͡ʒrˈiβæ
Gurban	ɡˈʊrβɑːn
aýdym	ˈɑjdɯm
sapaklary	θˌɑpɑqɫˈɑrɯ
halklara	xɑɫkɫˈɑrɑ
ynsanperwerlik	ˌɯnθɑnperβˈerlik
welaýatlardan	βˌelɑjɑtɫˈɑrdɑn
birinjiligini	bˌirind͡ʒˌiliʁˈini
maddada	mɑddˈɑdɑ
tölemegiň	tˌœlœmˈœʁøŋ
azaltmaga	ˌɑðɑɫtmˈɑʁɑ
hormatly	xormˈotɫʊ
özünde	œðˈønnœ
administratiw	ˌɑdminiθθrˈɑtiβ
bermedi	bermˈedi
sanlar	θˈɑnɫɑr
talapnamasy	tˌɑɫɑpnɑmˈɑθɯ
ünsüňi	ønθˈøŋø
köpçüligi	kˌœpt͡ʃølˈøʁø
gatnaşyklaryň	ɡˌɑtnɑʃɯqɫˈɑrɯŋ
köprüsi	kœprˈøθø
arassalaýan	ˌɑrɑθθɑɫˈɑjɑn
saklanyp	θɑqɫˈɑnɯp
Giň	ɡˈiːŋ
walýuta	βɑɫjˈʊto
taýýarlygy	tˌɑjjɑrɫˈɯʁɯ
söhbet	θˈœhβœt
aýdymçylar	ˌɑjdɯmt͡ʃˈɯɫɑr
sebitleýin	θˌeβitlˈejin
ýagdaýlardan	jˌɑʁdɑjɫˈɑrdɑn
çykaryldy	t͡ʃˌɯqɑrˈɯɫɫɯ
borçnamalary	bˌort͡ʃnɑmɑɫˈɑrɯ
geçen	ɡˈet͡ʃen
Köýten	kˈœjten
konsorsiumy	qˌonθorθiˈʊmʊ
Neşiriň	neʃˈiriŋ
gönükdirilmegi	ɡˌœnøkdˌørølmˈeʁi
jeza	d͡ʒˈeðɑː
borjy	bˈord͡ʒʊ
gatnaşyjysy	ɡˌɑtnɑʃɯd͡ʒˈɯθɯ
üstünlikli	ˌøθθønlˈøklø
şöhratynyň	ʃˌœhrɑtˈɯnɯŋ
korporasiýasy	qˌorporˌoθijˈɑθɯ
çeken	t͡ʃˈeken
üzňe	ˈøðŋœ
salgydy	θɑɫʁˈɯdɯ
derrew	dˈerrœβ
Respublikasyndan	rˌeθpʊβlˌikɑθˈɯnnɑn
Mekdebe	mekdˈeβe
bagyşlady	bˌɑʁɯʃɫˈɑdɯ
tora	tˈoro
ýygnaklarda	jˌɯʁnɑqɫˈɑrdɑ
ussatlyklaryny	ˌʊθθotɫˌʊqɫɑrˈɯnɯ
beýikligi	bˌejiklˈiʁi
ýazýar	jˈɑðjɑr
estetiki	ˌeθθetˈiki
fewraly	fˌœβrˈɑɫɯ
bildirilen	bˌillirˈilen
döredilmegini	dˌœrœdˌølmeʁˈini
otagly	otˈoʁɫʊ
Hazarýaka	xˌɑðɑrjˈɑqɑ
görnüşiň	ɡœrnˈøʃøŋ
aşyrylmagynyň	ˌɑʃɯrˌɯɫmɑʁˈɯnɯŋ
ileri	ilˈeri
uzaldylýar	ˌʊðoɫɫˈʊɫjɑr
artdyrmagy	ˌɑrtdɯrmˈɑʁɯ
okuwynyň	ˌoqʊβˈʊnʊŋ
adamda	ɑdˈɑmnɑ
ilkinjiligi	ˌilkind͡ʒilˈiʁi
gymmaty	ɡɯmmˈɑtɯ
gurluşykçylary	ɡˌʊrɫʊʃˌʊqt͡ʃʊɫˈɑrɯ
konwensiýasyna	qˌonβenθˌijɑθˈɯnɑ
mallary	mɑɫɫˈɑrɯ
artdyrylmagyny	ˌɑrtdɯrˌɯɫmɑʁˈɯnɯ
gyz	ɡˈɯð
tanyşlyk	tɑnˈɯʃɫɯq
razyçylygy	rˌɑðɯt͡ʃɯɫˈɯʁɯ
ýaşaýjylaryň	jˌɑʃɑjd͡ʒɯɫˈɑrɯŋ
abzallary	ˌɑβðɑɫɫˈɑrɯ
döremegine	dˌœrœmœʁˈøne
bäşisiniň	bˌæʃiθˈiniŋ
telekeçiler	tˌeleket͡ʃˈiler
sambosy	θɑmmˈoθʊ
rahat	rˈɑxɑt
kanunçylyk	qˌɑnʊnt͡ʃˈʊɫʊq
ýaşlaryň	jɑʃɫˈɑrɯŋ
bozulandygy	bˌoðʊɫonnˈʊʁɯ
başlanmagyna	bˌɑʃɫɑnmɑʁˈɯnɑ
ýerleşdirmek	jˌerleʃdirmˈek
Bellenilen	bˌellenˈilen
raýdaşlyk	rɑjdˈɑʃɫɯq
gezekki	ɡeðˈekki
kömekçisi	kˌœmœkt͡ʃˈøθø
ýokdugy	joqdˈʊʁʊ
mertebesi	mˌerteβˈeθi
tölenmedik	tˌœlœnmˈœdik
barlamagyň	bˌɑrɫɑmˈɑʁɯŋ
takygy	tɑqˈɯʁɯ
