riksja	rɪkʃaː
moddervet	mɔdərvɛt
onder	ɔndər
krachtstroom	krɑxtstroːm
ontvlechten	ɔntʋlɛxtən
cruyff	krœy̯f
pepijn	pɛpɛi̯n
geestgrond	ɣeːstxrɔnt
verbeteringsgesticht	vɛrbeːtərɪŋsxəstɪxt
postorder	pɔstɔrdər
bewoond	bəʋoːnt
notenschrift	noːtənsxrɪft
zoekvak	zukfɑk
vatten	vɑtən
riool	rioːl
stiefbroer	stifbruːr
gewis	ɣəʋɪs
elektronneutrino	eːlɛktrɔnnøːtrinoː
seider	sɛi̯dər
energiemeter	eːnɛrɣimeːtər
belgisch	bɛlɣis
aanrader	aːnraːdər
verkeer	vərkeːr
massagebed	mɑsaːɣəbɛt
vlaar	vlaːr
verzorgingsplaats	vɛrzɔrɣɪŋsplaːts
anaal	aːnaːl
gesticuleren	ɣɛstikyleːrən
instemmen	ɪnstɛmən
broer	bruːr
modehuis	moːdəɦœy̯s
uitdelgen	œy̯dɛlɣən
praatziek	praːtsik
geitenkaas	ɣɛi̯tənkaːs
route	rutə
ingrid	ɪŋɣrɪt
inferioriteitscomplex	ɪnfeːrioːritɛi̯tskɔmplɛks
zoutzuur	zɑu̯tzyːr
zuiplap	zœy̯plɑp
concullega	kɔŋkyleːɣaː
domesticatie	doːmɛstikaːtsi
pinautomaat	pɪnɑu̯toːmaːt
rijksweg	rɛi̯ksʋɛx
luchtbel	lʏxtbɛl
hooiwagenkrab	ɦoːi̯ʋaːɣənkrɑp
wolfspin	ʋɔlfspɪn
prosodie	proːsoːdi
eertijds	eːrtɛi̯ts
rond	rɔnt
monddood	mɔndoːt
kleuter	kløːtər
kruidenier	krœy̯dəniːr
leviticus	ləvitikʏs
omdrinken	ɔmdriŋkən
vijgeboom	vɛi̯ɣəboːm
springlevend	sprɪŋleːvənt
wilhelminaoord	ʋɪlɦɛlminaːoːrt
reuk	røːk
onwaardig	ɔnʋaːrdəx
ausradieren	ɑu̯sraːdiːrən
schoolvriend	sxoːlvrint
fluiten	flœy̯tən
superioriteit	sypeːrioːritɛi̯t
jakhals	jɑkɦɑls
takelwagen	taːkəlʋaːɣən
gerieflijk	ɣəriflək
ijlst	ɛi̯lst
soenniet	sunit
betwijfelen	bətʋɛi̯fələn
verloren	vɛrloːrən
hematologie	ɦeːmaːtoːloːɣi
heiligenverering	ɦɛi̯ləɣənvɛreːrɪŋ
haagschaar	ɦaːxsxaːr
bilstuk	bɪlstʏk
vakverbond	vɑkfɛrbɔnt
paulus	pɑu̯lʏs
sluiten	slœy̯tən
concurreren	kɔŋkʏreːrən
staren	staːrən
hectare	ɦɛktaːrə
demagogie	deːmaːɣoːɣi
rooide	roːidə
windstil	ʋɪntstɪl
bloedvlag	blutflɑx
straalkachel	straːlkɑxəl
geweten	ɣəʋeːtən
godslastering	ɣɔtslɑstərɪŋ
thijs	tɛi̯s
gehaktbal	ɣəɦɑktbɑl
behoeftig	bəɦuftəx
betasten	bətɑstən
beminde	bəmɪndə
beweiden	bəʋɛi̯dən
colonne	koːlɔnə
schoolbus	sxoːlbʏs
lies	lis
koel	kul
sabotage	saːboːtaːʒə
babbeltruc	bɑbəltryk
shanty	ʃɑnti
nimf	nɪmf
voorschrijven	voːrsxrɛi̯vən
ijshoen	ɛi̯sɦun
metrostation	meːtroːstaːʃɔn
wachtrij	vɑxtrɛi
opdagen	ɔpdaːɣən
verontreiniging	vɛrɔntrɛi̯nəɣɪŋ
doelverdediger	dulvɛrdeːdəɣər
voos	voːs
winzucht	ʋɪnzʏxt
kerriepoeder	kɛripudər
synagoge	sinaːɣoːɣə
afwasborstel	ɑfʋɑsbɔrstəl
dwarsligger	dʋɑrslɪɣər
witloof	ʋɪtloːf
autoped	ɑu̯toːpɛt
precursor	prekʏrsɔr
sommetje	sɔmətjə
granaatscherf	ɣraːnaːtsxɛrf
berouw	bərɑu̯
attometer	ɑtoːmeːtər
cider	sidər
diever	divər
capitool	kaːpitoːl
boogschieter	boːxsxitər
eega	eːɣaː
betuwe	beːtyu̯ə
peet	peːt
gram	ɣrɑm
krenwik	krɛnʋɪk
reukzin	røːkzɪn
depressie	dəprɛsi
betaalmiddel	bətaːlmɪdəl
opbrengen	ɔpbrɛŋən
kieuw	kiu̯
bouwsteen	bɑu̯steːn
uitleverde	œːtleːvərdə
fytotherapeut	fitoːteːraːpœy̯t
exhibitionisme	ɛksɦibiʃoːnɪsmə
renkoekoek	rɛnkukuk
regel	reːɣəl
betakeling	bətaːkəlɪŋ
lusthof	lʏstɦɔf
sanders	sɑndərs
motor	moːtɔr
charismatisch	xaːrɪsmaːtis
wolkendek	ʋɔlkəndɛk
veestapel	veːstaːpəl
doelgroep	dulɣrup
overwinning	oːvərʋɪnɪŋ
verbijstering	fɛrbɛi̯stərɪŋ
pijper	pɛi̯pər
verknopen	vərknoːpən
kalmte	kɑlmtə
ruimen	rœy̯mən
hoenderhok	ɦundərɦɔk
eenennegentig	eːnəneːɣəntəx
zuidoosten	zœy̯toːstən
doorboren	doːrboːrən
mos	mɔs
marist	maːrɪst
dikzakje	dɪksɑkjə
heetgebakerd	ɦeːtxəbaːkərt
overgrootmoeders	oːvərɣroːtmudərs
acte	ɑktə
naaktloper	naːktloːpər
herbouwen	ɦɛrbɑu̯ən
langlaufen	lɑŋlɑu̯fən
virologie	viːroːloːɣi
scheldwoorden	sxɛltʋoːrdə
sikker	sɪkər
zandduin	zɑntdœy̯n
tuchtstraf	tʏxtstrɑf
omdijken	ɔmdɛi̯kən
hulpvaardigheid	ɦʏlpfaːrdəxɦɛi̯t
kleileem	klɛi̯leːm
mongool	mɔŋɣoːl
borstvalling	bɔrstfɑlɪŋ
slangengif	slɑŋənɣɪf
kwark	kʋɑrk
schaatshal	sxaːtsɦɑl
bestuurstaal	bəstyːrstaːl
afmotten	ɑfmɔtən
acacia	aːkaːsiaː
geschiedschrijving	ɣəsxitsxrɛi̯vɪŋ
stemactrice	stɛmɑktrisə
hartaanval	ɦɑrtaːnvɑl
kledingrek	kleːdɪŋrɛk
pikken	pɪkən
eerloos	eːrloːs
uitverkiezen	œy̯tfərkizən
vlaggendoek	vlɑɣənduk
lyriek	lirik
positiekleding	poːzitsikleːdɪŋ
betrouwbaarheid	bətrɑu̯baːrɦɛi̯t
epsilon	ɛpsilɔn
maken	maːkən
bekruisen	bəkrœy̯sən
diagnose	diaːɣnoːzə
ytterbium	itɛrbiʏm
roetmop	rutmɔp
ontwateren	ɔntʋaːtərən
daarstelling	daːrstɛlən
krekelhuis	kreːkəlɦœy̯s
slochter	slɔxtər
geschut	ɣəsxʏt
edelmoedig	eːdəlmudəx
bedehuis	beːdəɦœy̯s
raafgier	raːfxiːr
kwarrelig	kʋɑrələx
anciënniteit	ɑnʃɛnitɛi̯t
koortsachtig	koːrtsɑxtəx
overhuiven	oːvərɦœy̯vən
raapolie	raːpoːli
donderroe	dɔndərru
mineraalarm	minəraːlɑrm
verslaving	vɛrslaːvɪŋ
hoofdingang	ɦoːftɪnɣɑŋ
vorm	vɔrm
red	rɛt
pelsrob	pɛlsrɔp
maya	maːjaː
benzine	bənzinə
dikwijls	dɪkʋəls
binnendringen	bɪnəndrɪŋən
kerkvorst	kɛrkfɔrst
kleinhandel	klɛi̯nɦɑndəl
geschiedenis	ɣəsxidənɪs
samenscholingsverbod	saːmənsxoːlɪŋsfɛrbɔt
opstal	ɔpstɑl
bloedcel	blutsɛl
kerstmarkt	kɛrstmɑrkt
grauwen	ɣrɑu̯ən
boxershort	bɔksərʃɔrt
vergiffenis	vərɣɪfənɪs
weblogger	ʋɛplɔɡər
schelpenpad	sxɛlpənpɑt
immuuncomplex	imynkɔmplɛks
gamen	ɡeːmən
daadzaak	daːtsaːk
kartets	kɑrtɛts
prolongeren	proːlɔŋɣeːrən
zijlui	zɛi̯lœy̯
ballon	bɑlɔn
feliciteren	feːlisiteːrən
blaasjeskruid	blaːsjəskrœy̯t
zijlie	zɛi̯li
jetski	jɛtski
kennis	kɛnɪs
gabber	ɣɑbər
zwingliaan	zʋɪŋliaːn
tekenpapier	teːkənpaːpiːr
bonenstaak	boːnənstaːk
abominabel	aːboːminaːbəl
alchemie	ɑlxəmi
zambiaas	zɑmbiaːs
oliebollenkraam	oːlibɔlənkraːm
almelo	ɑlməloː
babiroesa	baːbirusaː
beetwortel	beːtʋɔrtəl
aanvoerlijn	aːnvuːrlɛi̯n
alpien	ɑlpin
kuifmakaak	kœy̯fmaːkaːk
hoornraaf	ɦoːrnraːf
festoen	fɛstun
dooie	doːi̯ə
establishment	ɛstɛblɪʃmənt
coalitieakkoord	koːaːlitsiɑkoːrt
irritant	ɪritɑnt
tandenborstel	tɑndənbɔrstəl
dieselolie	dizəloːli
koopmanskapitalisme	koːpmɑnskaːpitaːlɪsmə
elegant	eːləɣɑnt
eukaryotisch	œy̯kaːrioːtis
doerian	duriɑn
geilzoet	ɣɛi̯lzut
tabee	taːbeː
xanten	ksɑntən
behendigheid	bəɦɛndəxɦɛi̯t
triftong	trɪftɔŋ
ecotoerisme	eːkoːturɪsmə
basculebrug	bɑskyləbrʏx
optimalisatie	ɔptimaːlizaːtsi
anderszins	ɑndərsɪns
gewoonlijk	ɣəʋoːnlək
handruiker	ɦɑntrœy̯kər
kerkverband	kɛrkfərbɑnt
delinquent	deːlikʋɛnt
negerij	neːɣərɛi
palmzondag	pɑlmzɔndɑx
zijdehoen	zɛi̯dəɦun
ontkrachten	ɔntkrɑxtən
zegt	zɛxt
veteranen	veteranən
zonde	zɔndə
klimaatwet	klimaːtʋɛt
tevergeefs	təvɛrɣeːfs
lijfknecht	lɛi̯fknɛxt
kabelspoorweg	kaːbəlspoːrʋɛx
uitdruk	œy̯drʏk
zaagbok	zaːxbɔk
laser	leːzər
sultanshoen	sʏltɑnsɦun
drankorgel	drɑŋkɔrɣəl
belastbaar	bəlɑstbaːr
bladwesp	blɑtʋɛsp
bloemenvaas	blumənvaːs
en	ən
koekendoos	kukəndoːs
onfeilbaar	ɔnfɛi̯lbaːr
scheper	sxeːpər
overvreten	oːvərvreːtən
drone	droːn
wisselgebit	ʋɪsəlɣəbɪt
equator	eːkʋaːtɔr
afgrond	ɑfxrɔnt
offer	ɔfər
amendement	aːmɑndəmɛnt
darwiniaan	dɑrʋɪniaːn
heemskerk	ɦeːmskɛrk
warschau	ʋɑrʃɑu̯
huzarenstuk	ɦyːzaːrənstʏk
beklimmer	bəklɪmər
conflagratie	kɔnflaːɣraːtsi
schromelijk	sxroːmələk
grizzlybeer	ɡrɪzlibeːr
penning	pɛnɪŋ
binnenkern	bɪnənkɛrn
autoritarisme	oːtoːritaːrɪsmə
ingewanden	ɪnɣəʋɑndən
var	vɑr
roversschip	roːvərsxɪp
denim	dɛnɪm
struikelen	strœy̯kələn
autoritarisme	ɑu̯toːritaːrɪsmə
alternatieveling	ɑltərnaːtivəlɪŋ
aaks	aːks
knibbelen	knɪbələn
satellietstaat	saːtəlitstaːt
franciscaans	frɑnsɪskaːns
kongsi	kɔŋsi
kervel	kɛrvəl
roeken	rukən
zilvergeld	zɪlvərɣɛlt
keerzijde	keːrzɛi̯də
overklinken	oːvərklɪŋkən
kinderkopje	kɪndərkɔpjə
witsnuitlibel	ʋɪtsnœy̯tlibɛl
uitstalling	œy̯tstɑlɪŋ
toveren	toːvərən
mineraalwater	minəraːlʋaːtər
drukte	drʏktə
voedingsleer	vudɪŋsleːr
imke	ɪmkə
kippenren	kɪpənrɛn
zowaar	zoːʋaːr
eendenkuiken	eːndənkœy̯kən
belarus	beːlaːrus
bel	bɛl
bloemenzee	blumənzeː
terugtraprem	trʏxtrɑprɛm
doofstom	doːfstɔm
dashboard	dɛʃbɔrt
tafelpoot	taːfəlpoːt
dikbladig	dɪkblaːdəx
binnenwater	bɪnənʋaːtər
heremiet	ɦeːrəmit
zwakken	zʋɑkən
halssnoer	ɦɑlsnuːr
steenkolengas	steːnkoːlənɣɑs
onttuigen	ɔnttœy̯ɣən
lilliputter	lɪlipʏtər
schilder	sxɪldər
ijmuiden	ɛi̯mœy̯dən
kenau	keːnɑu̯
mishandelen	mɪsɦɑndələn
jeugdgevangenis	jøːxtxəvɑŋənɪs
boeggolf	buxɔlf
wipmolen	ʋɪpmoːlən
bovenbaas	boːvənbaːs
helena	ɦeːleːnaː
aoristus	aːoːrɪstʏs
escort	ɛskɔrt
zekeren	zeːkərən
opgeven	ɔpxeːvən
tweekleur	tʋeːkløːr
klokhuis	klɔkɦœy̯s
violist	vioːlɪst
beklag	bəklɑx
verzouten	vərzɑu̯tən
dennennaald	dɛnənaːlt
edelmetalen	eːdəlmeːtaːlən
ploeggenootjes	pluxənoːtjə
citaat	sitaːt
uitbraak	œy̯tbraːk
spotschrift	spɔtsxrɪft
zestig	zɛstəx
kiekje	kikjə
houwitser	ɦɑu̯ʋitsər
wasmachine	ʋɑsmaːʃinə
palingrokerij	paːlɪŋroːkərɛi̯
zetfeil	zɛtfɛi̯l
massamoordenaar	mɑsaːmoːrdənaːr
kerkvergadering	kɛrkfɛrɣaːdərɪŋ
aureool	ɑu̯reːoːl
waterwolf	ʋaːtərʋɔlf
wildebeest	ʋɪldəbeːst
accuratesse	ɑkyraːtɛsə
cultuurwoord	kʏltyːrʋoːrt
bijenkorven	bɛi̯jəŋkɔrvən
amen	aːmən
regentessenstuk	reːɣɛntɛsənstʏk
ellebooggroet	ɛləboːxrut
vastberadenheid	vɑstbəraːdənɦɛi̯t
grasmodderpaard	ɣrɑsmɔdərpaːrt
epigrafisch	eːpiɣraːfis
approximatie	ɑprɔksimaːtsi
zooi	zoːi̯
verdroten	vɛrdroːtən
verdrinkingsdood	vərdrɪŋkɪŋsdoːt
daaraan	daːraːn
staurogram	stɑu̯roːɣrɑm
balkon	bɑlkɔn
verhip	vərɦɪp
aantal	aːntɑl
chicaneur	ʃikaːnøːr
schadevreugde	sxaːdəvrøːɣdə
peper	peːpər
banier	baːniːr
veegt	veːxt
lichaamsdeel	lɪxaːmsdeːl
disciplineren	disiplineːrən
rijm	rɛi̯m
gruwelijk	ɣryʋələk
planeet	plaːneːt
financiën	finɑnsijən
schrikbeeld	sxrɪkbeːlt
geruis	ɣərœy̯s
kalkoen	kɑlkun
valhelm	vɑlɦɛlm
dog	dɔx
bedstede	bɛtsteːdə
zegelaarde	zeːɣəlaːrdə
euregio	øːreːɣioː
drinkfontein	drɪŋkfɔntɛi̯n
butten	bʏtən
consulaat	kɔnzylaːt
scheldziek	sxɛltsik
overspoelen	oːvərspulən
longslak	lɔŋslɑk
salland	sɑlɑnt
prinsjesdag	prɪnʃəsdɑx
boksbaard	bɔksbaːrt
aanbrug	aːnbrʏx
satisfactie	saːtɪsfɑksi
wijkverpleegkunde	ʋɛi̯kfərpleːxkʏndə
zeewering	zeːʋeːrɪŋ
afzetten	ɑfsɛtən
entourage	ɑnturaːʒə
elftal	ɛlftɑl
afschetsen	ɑfsxɛtsən
verguizen	vərxœy̯zən
joekel	jukəl
aanslijken	aːnslɛi̯kən
slokop	slɔkɔp
bodes	boːdɛs
getal	ɣətɑl
epidermis	eːpidɛrmɪs
seminar	sɛminɑr
parasporter	paːraːspɔrtər
afblazen	ɑvblaːzən
bouwkunde	bɑu̯kʏndə
nijder	nɛi̯dər
saffieren	sɑfiːrən
infinitesimaalrekening	ɪnfiniteːsimaːlreːkənɪŋ
aanvatten	aːnvɑtən
alpengloed	ɑlpənɣlut
sloege	sluɣə
goud	ɣɑu̯t
sterallure	stɛrɑlyːrə
letteren	lɛtərən
forum	foːrʏm
bedacht	bədɑxt
heft	ɦɛft
veetrek	veːtrɛk
exotisch	ɛksoːtis
peuk	pøːk
purisme	pyrɪsmə
kettermeester	kɛtərmeːstər
burgerrechtenbeweging	bʏrɣərrɛxtənbəʋeːɣɪŋ
vetzuur	vɛtzyr
zwangerschapsverlof	zʋɑŋərsxɑpsfɛrlɔf
geboortebeperking	ɣəboːrtəbəpɛrkɪŋ
chaotisch	xaːoːtis
modelleren	moːdɛleːrən
betoger	bətoːɣər
understatement	ər
koewachter	kuʋɑxtər
stramijn	strɑmɛːn
grootkapitaal	ɣroːtkaːpitaːl
schuimzoen	sxœy̯mzun
grondwoord	ɣrɔntʋoːrt
verkiezingsprogramma	vərkizɪŋsproːɣrɑmaː
bedied	bədit
madrileens	maːdrileːns
piratenschip	piraːtənsxɪp
uitstekende	œy̯tsteːkəndə
kussen	kʏsən
omdopen	ɔmdoːpən
frictie	frɪksi
geilheid	ɣɛi̯lɦɛi̯t
afweergeschut	ɑfʋeːrɣəsxʏt
geblaat	ɣəblaːt
balts	bɑlts
paté	paːteː
belangrijkheid	bəlɑŋrɛi̯kɦɛi̯t
plichtsverzuim	plɪxtsfərzœy̯m
curiositeit	kyːrioːzitɛi̯t
toegespeeld	tuɣəspeːlt
zeildoeks	zɛi̯lduks
amfibrachys	ɑmfibrɑxəs
ontwortelen	ɔntʋɔrtələn
veearts	veːɑrts
nieuwkomer	niu̯koːmər
croissant	krʋɑsɑnt
beduid	bədœy̯t
kookt	koːkt
schrank	sxrɑŋk
slavin	slaːvɪn
bontheid	bɔntɦɛi̯t
dolletjes	dɔlətjəs
verstrengelen	vɛrstrɛŋələn
bewolking	bəʋɔlkɪŋ
dyslexie	dɪslɛksi
nutsman	nʏtsmɑn
scheids	sxɛi̯ts
schandaleus	sxɑndaːløːs
aandelenbezitter	aːndeːlənbəzɪtər
kokoskrab	koːkɔskrɑp
epoxyhars	eːpɔksiɦɑrs
woerd	ʋuːrt
schrijfwijze	sxrɛi̯fʋɛi̯zə
nieuwleusen	niu̯løːzən
pianokwartet	piaːnoːkʋɑrtɛt
lijnvliegtuig	lɛi̯nvlixtœy̯x
ervan	ɛrvɑn
decoderen	deːkoːdeːrən
klinkdicht	klɪŋkdɪxt
donkerblauw	dɔŋkərblɑu̯
albiet	ɑlbit
bouwgedrocht	bɑu̯ɣədrɔxt
toverslag	toːvərslɑx
segregatie	seːɣrəɣaːtsi
duitse	dœy̯tsə
linnengoed	lɪnənɣut
kreeft	kreːft
amandel	aːmɑndəl
gerw	ɣɛrʋ
duivenhuis	dœy̯vənɦœy̯s
lochem	lɔxəm
doorloopt	doːrloːpt
stuc	styk
halachisch	ɦaːlɑxis
dikwijls	dɪkʋɛi̯ls
mantelzorg	mɑntəlzɔrx
partijlijn	pɑrtɛi̯lɛi̯n
casino	kaːzinoː
denneboom	dɛnəboːm
wereldzee	ʋeːrəltseː
zulks	zʏlks
geomorfologie	ɣeːoːmɔrfɔlɔɣi
onopgeleid	ɔnɔpxəlɛi̯t
wandeltocht	ʋɑndəltɔxt
kuur	kyr
ouder	ɑu̯dər
capriool	kaːprioːl
catastrofisme	kaːtaːstroːfɪsmə
lap	lɑp
spermatofoor	spɛrmaːtoːfoːr
vosrekel	vɔsreːkəl
puimsteen	pœy̯msteːn
kleermakerij	kleːrmaːkərɛi̯
babbelen	bɑbələn
toonbaar	toːnbaːr
demografie	deːmoːɣraːfi
alpineskiën	ɑlpinəskiən
heelvlees	ɦeːlvleːs
detacheringsbedrijf	deːtɑʃeːrɪŋsbədrɛi̯f
jamaica	jaːmɑi̯kaː
cargadoor	kɑrɣaːdoːr
inenten	ɪnɛntən
politieagente	poːlitsiaːɣɛntə
calciet	kɑlsiːt
worstelaar	ʋɔrstəlaːr
dubbelpunt	dʏbəlpʏnt
aanspoelen	aːnspulən
aardbevingsschade	aːrtbeːvɪŋsxaːdə
elektronvolt	eːlɛktrɔnvɔlt
zorgverlener	zɔrxfɛrleːnər
gerrits	ɣɛrɪts
gesticht	ɣəstɪxt
cervices	sɛrvɪsəs
bultrugwalvis	bʏltrʏxʋɑlvɪs
steun	støːn
pijngrens	pɛi̯nɣrɛns
altijd	ɑltɛi̯t
afhandelen	ɑfɦɑndələn
kousenband	kɑusənbɑnt
aanranding	aːnrɑndɪŋ
kiellinie	killini
discotheek	dɪskoːteːk
mijnenbestrijdingsvaartuig	mɛi̯nənbəstrɛi̯dɪŋsfaːrtœy̯x
storing	stoːrɪŋ
dragelijk	draːɣələk
ambitieus	ɑmbitsiøːs
afmergelen	ɑfmɛrɣələn
persbericht	pɛrsbərɪxt
broodschrijfster	broːtsxrɛi̯fstər
californisch	kaːlifɔrnis
elfen	ɛlvən
saillant	saːjɑnt
binnen	bɪnən
eritrees	eːritreːs
berghoen	bɛrxɦun
lijstverbinding	lɛi̯stfərbɪndɪŋ
werper	ʋɛrpər
massavernietigingswapen	mɑsaːvərnitəɣɪŋsʋaːpən
exclusief	ɛksklyzif
troonsbestijging	troːnsbəstɛi̯ɣɪŋ
toespreken	tuspreːkən
lei	lɛi
onveranderd	ɔnvɛrɑndərt
terdege	tɛrdeːɣə
gehuwde	ɣəɦyu̯də
teletekst	teːlətɛkst
alirocumab	aːliroːkymɑp
oogklep	oːxklɛp
boomvaren	boːmvaːrən
heen	ɦeːn
brits	brɪts
bouwvallig	bɑu̯vɑləx
kippenborst	kɪpənbɔrst
weghelpen	ʋɛxɦɛlpən
verschove	vərsxoːvə
buffel	bʏfəl
schrijftafel	sxrɛi̯ftaːfəl
goudstaaf	ɣɑu̯tstaːf
dierrijk	diːrɛi̯k
inklinking	ɪnklɪŋkɪŋ
remontada	reːmɔntaːdaː
jiddisch	jidis
nieuw	niu̯
warmond	ʋɑrmɔnt
erfprins	ɛrfprɪns
nadine	naːdinə
zakkenvuller	zɑkənvʏlər
molenbeek	moːləmbeːk
kanaän	kaːnaːɑn
dunk	dʏŋk
schoonheidsideaal	sxoːnɦɛi̯tsideːaːl
dagvaart	dɑxfaːrt
stijl	stɛi̯l
palmboom	pɑlmboːm
onderarm	ɔndərɑrm
waterraaf	ʋaːtərraːf
ontwormen	ɔntʋɔrmən
gunsteling	ɣʏnstəlɪŋ
aanversterven	aːnvɛrstɛrvən
legeren	leːɣərən
ethaanzuur	eːtaːnzyːr
herfst	ɦɛrfst
omheinen	ɔmɦɛi̯nən
vingerafdruk	vɪŋərɑfdrʏk
zeekoet	zeːkut
eerstdaags	eːrstdaːxs
doodstrijd	doːtstrɛi̯t
sponsbad	spɔnsbɑt
bestoppen	bəstɔpən
krullig	krʏləx
systole	sɪstoːlə
citroenappel	sitrunɑpəl
veehouder	veːɦɑu̯dər
oost	oːst
vergeefs	vɛrɣeːfs
kuieren	kœy̯ərən
roodbaars	roːtbaːrs
adjunct	ɑdjʏŋkt
daveren	daːvərən
strooiwagen	stroːi̯ʋaːɣən
dito	ditoː
lavalamp	laːvaːlɑmp
duurte	dyːrtə
blesseren	blɛseːrən
liefdeloos	lifdəloːs
onuitvoerbaar	ɔnœy̯tvuːrbaːr
regendruppel	reːɣəndrʏpəl
ledikant	leːdikɑnt
bewegwijzeren	bəʋɛxʋɛi̯zərən
ketter	kɛtər
kleden	kleːdən
diplomaatje	diploːmaːtjə
brussen	brʏsən
antwerps	ɑntʋɛrps
zestiende	zɛstində
lijstgevel	lɛi̯stxeːvəl
eunuch	œy̯nʏx
zonwering	zɔnʋeːrɪŋ
precisie	prəsizi
telefoonboek	teːləfoːnbuk
adelheid	aːdəlɦɛi̯t
ate	aːtə
positiejurk	poːzitsijʏrk
tomatenplant	toːmaːtənplɑnt
vuursteenslot	vyːrsteːnslɔt
roerdalen	ruːrdaːlən
soa	soːaː
multimiljonair	mʏltimɪljoːnɛːr
achterpoot	ɑxtərpoːt
tabelleren	taːbɛleːrən
bergman	bɛrxmɑn
buitenwerk	bœy̯tənʋɛrk
statafel	staːtaːfəl
egel	eːɣəl
aanstrepen	aːnstreːpən
aanzoek	aːnzuk
startbaan	stɑrtbaːn
supporters	sʏpɔrtərs
jasmijn	jɑsmɛi̯n
radioverbinding	raːdioːvɛrbɪndɪŋ
jajem	jaːjəm
boliviaan	boːliviaːn
strijdwagen	strɛi̯tʋaːɣən
zaaier	zaːi̯ər
ondragelijk	ɔndraːɣələk
appelboom	ɑpəlboːm
benedenhuis	bəneːdənɦœy̯s
doodsmaal	doːtsmaːl
weersvoorspelling	ʋeːrsfoːrspɛlɪŋ
kleurloos	kløːrloːs
aanpakken	aːmpɑkən
pronomen	proːnoːmən
koek	kuk
wouter	ʋɑu̯tər
choco	ʃoːkoː
zaaien	zaːi̯ən
afzoeken	ɑfsukən
zuigelingensterfte	zœy̯ɣəlɪŋənstɛrftə
stilleven	stɪlleːvən
bekransen	bəkrɑnsən
schuldig	sxʏldəx
aromatisch	aːroːmaːtis
edelgesteente	eːdəlɣəsteːntə
aalmoezenierskamer	aːlmuzəniːrskaːmər
wolharig	ʋɔlɦaːrəx
belonen	bəloːnən
zappen	zɑpən
zenuwstelsel	zeːnyu̯stɛlsəl
buizen	bœy̯zən
begrippenkader	bəɣrɪpənkaːdər
basketbal	baːskətbɑl
schutter	sxʏtər
daverend	daːvərənt
genua	ɣeːnyʋaː
marijke	maːrɛi̯kə
bries	bris
verfilming	vɛrfɪlmɪŋ
hartog	ɦɑrtɔx
kaarsvet	kaːrsvɛt
rover	roːvər
kerfdier	kɛrfdiːr
zigeunerfamilie	ziɣøːnərfaːmili
kieken	kikən
willemijn	ʋɪləmɛi̯n
rendement	rɛndəmɛnt
meisjes	mɛi̯sjəs
katheter	kaːteːtər
bezaten	bəzaːtən
andes	ɑndəs
korver	kɔrvər
zoönotisch	zoːoːnoːtis
franstalig	frɑnstaːləx
consumptiemaatschappij	kɔnzʏmpsimaːtsxɑpɛi̯
traan	traːn
schuurpapier	sxyːrpaːpiːr
bedunken	bədʏŋkən
echo	ɛxoː
regelneef	reːɣəlneːf
heiligenschijn	ɦɛi̯ləɣənsxɛi̯n
haïti	ɦaːiti
indrukwekkend	ɪndrʏkʋɛkənt
paardenrookvlees	paːrdənroːkfleːs
onderkoelen	ɔndərkulən
scharren	sxɑrən
autocratie	ɑu̯toːkraːtsi
worstenbrood	ʋɔrstənbroːt
niemandsland	nimɑntslɑnt
voorkomende	voːrkoːməndə
rozijn	roːzɛi̯n
bloedbaan	blutbaːn
werkloosheid	ʋɛrkloːsɦɛi̯t
handelspost	ɦɑndəlspɔst
eindnoot	ɛi̯ntnoːt
wissen	ʋɪsən
piccolo	pikoːloː
loeder	ludər
nachtgoed	nɑxtxut
parallellepipedum	paːraːlɛleːpipədʏm
zoniet	zoːnit
luchter	lʏxtər
werkverlet	ʋɛrkfɛrlɛt
chordadier	xɔrdaːdiːr
drinkbaar	driŋkbaːr
jaarverslag	jaːrvərslɑx
sperwer	spɛrʋər
parade	paːraːdə
vissersschip	vɪsərsxɪp
klappersteen	klɑpərsteːn
verschuive	vərsxœy̯və
wanhoop	ʋɑnɦoːp
kanoër	kaːnoːər
hindoeïstisch	ɦɪnduɪstis
alleraardigst	ɑləraːrdəxst
bekrimpen	bəkrimpən
bibi	bibi
coreopsis	koːreːjɔpsɪs
jas	jɑs
ibis	ibəs
dijkage	dɛi̯kaːʒə
postkoets	pɔstkuts
onbemiddeld	ɔnbəmɪdəlt
leren	leːrən
spreuk	sprøːk
chinese	ʃineːsə
wij	ʋə
robben	rɔbən
uitbleef	œy̯dbleːf
baljuwschap	bɑljyu̯sxɑp
lever	leːvər
gramnegatief	ɣrɑmneːɣaːtif
attestatie	ɑtɛstaːtsi
deugdrijk	døːxtrɛi̯k
toegift	tuɣɪft
beerput	beːrpʏt
vandaag	vɑndaːx
onderbroek	ɔndərbruk
zeevogel	zeːvoːɣəl
mogendheid	moːɣəntɦɛi̯t
gevarengeld	ɣəvaːrənɣɛlt
luchtader	lʏxtaːdər
tomatenpuree	toːmaːtənpyreː
bladloos	blɑtloːs
tros	trɔs
opbrengst	ɔpbrɛŋst
ledenpop	leːdənpɔp
uitlever	œy̯tleːvər
kerkorden	kɛrkɔrdən
kassiewijle	kɑsiʋɛi̯lə
appelcider	ɑpəlsidər
kopkaas	kɔpkaːs
