gút mắt	ɣut˦˥măt˦˥
đông trùng hạ thảo	doŋ͡m˧˧cuŋ͡m˧˨ha˨ˀ˩ʔtʰaw˧˩˨
choang choang	cwaŋ˧˧cwaŋ˧˧
phuy	fwi˧˧
giô	zo˧˧
ân thạnh	ɤ̆n˧˧tʰɛŋ˨ˀ˩ʔ
hơi lạnh	hɤj˧˧lɛŋ˨ˀ˩ʔ
ha ha	ha˧˧ha˧˧
tạm biệt	tam˨ˀ˩ʔbiət˨ˀ˩
kỉ nguyên	ki˧˩˨ŋwiən˧˧
tăng-xê	tăŋ˧˧-se˧˧
mộc tuyền	mok͡p˨ˀ˩twiən˧˨
ca cao	ka˧˧kaw˧˧
thơm lựng	tʰɤm˧˧lɯŋ˨ˀ˩ʔ
hứ	hɯ˨˦
sĩ tử	si˧ˀ˥tɯ˧˩˨
mua	muə˧˧
cấy chia	kɤ̆j˨˦ciə˧˧
chơi xỏ	cɤj˧˧sɔ˧˩˨
kháng cáo	xaŋ˨˦kaw˨˦
phòng phong	fɔŋ͡m˧˨fɔŋ͡m˧˧
đơn cực	dɤn˧˧kɯk˨ˀ˩
rảnh việc	zɛŋ˧˩˨viək˨ˀ˩
lẩm cẩm	lɤ̆m˧˩˨kɤ̆m˧˩˨
mang chuông đi đánh đất người	maŋ˧˧cuəŋ˧˧di˧˧dɛŋ˨˦dɤ̆t˦˥ŋɯəj˧˨
dấu toán học	zɤ̆w˨˦twan˨˦hɔk͡p˨ˀ˩
xe vận tải	sɛ˧˧vɤ̆n˨ˀ˩ʔtaj˧˩˨
bộ đội	bo˨ˀ˩ʔdoj˨ˀ˩ʔ
khoan tay	xwan˧˧tăj˧˧
rau chệnh	zăw˧˧ceŋ˨ˀ˩ʔ
tiền của	tiən˧˨kuə˧˩˨
bàn tay vàng	ban˧˨tăj˧˧vaŋ˧˨
ổ đĩa cứng ngoài	o˧˩˨diə˧ˀ˥kɯŋ˨˦ŋwaj˧˨
tiên hội	tiən˧˧hoj˨ˀ˩ʔ
phân lượng	fɤ̆n˧˧lɯəŋ˨ˀ˩ʔ
gẫy	ɣɤ̆j˧ˀ˥
lãng trí	laŋ˧ˀ˥ci˨˦
doanh sinh	zwɛŋ˧˧siŋ˧˧
nhăng nhẳng như chó cắn ma	ɲăŋ˧˧ɲăŋ˧˩˨ɲɯ˧˧cɔ˨˦kăn˨˦ma˧˧
truông	cuəŋ˧˧
thiên lí	tʰiən˧˧li˨˦
xên	sen˧˧
số hư	so˨˦hɯ˧˧
nhỏ to	ɲɔ˧˩˨tɔ˧˧
xây lâu đài trên cát	sɤ̆j˧˧lɤ̆w˧˧daj˧˨cen˧˧kat˦˥
cỗ bàn	ko˧ˀ˥ban˧˨
nhiệm vụ	ɲiəm˨ˀ˩ʔvu˨ˀ˩ʔ
ánh	ɛŋ˨˦
chịu nhịn	ciw˨ˀ˩ʔɲin˨ˀ˩ʔ
trãi	caj˧ˀ˥
lên bờ	len˧˧bɤ˧˨
chằn	căn˧˨
bản quán	ban˧˩˨kwan˨˦
kinh lược sứ	kiŋ˧˧lɯək˨ˀ˩sɯ˨˦
cất	kɤ̆t˦˥
óp xọp	ɔp˦˥sɔp˨ˀ˩
nguyên chất	ŋwiən˧˧cɤ̆t˦˥
duy linh	zwi˧˧liŋ˧˧
sì sụt	si˧˨sut˨ˀ˩
tiến thịnh	tiən˨˦tʰiŋ˨ˀ˩ʔ
đò giang	dɔ˧˨zaŋ˧˧
mộng hàm	moŋ͡m˨ˀ˩ʔham˧˨
bồi tích	boj˧˨tik˦˥
làm kiêu	lam˧˨kiəw˧˧
thí phát	tʰi˨˦fat˦˥
ghép đôi	ɣɛp˦˥doj˧˧
thụ	tʰu˨ˀ˩ʔ
cất vó	kɤ̆t˦˥vɔ˨˦
đồn lũy	don˧˨luj˧ˀ˥
bảo nhai	baw˧˩˨ɲaj˧˧
thốt nốt	tʰot˦˥not˦˥
đứt đầu	dɯt˦˥dɤ̆w˧˨
giới sắc	zɤj˨˦săk˦˥
tê-lê-gam	te˧˧-le˧˧-ɣam˧˧
rợn rợn	zɤn˨ˀ˩ʔzɤn˨ˀ˩ʔ
cầm dầu phòng dính tay	kɤ̆m˧˨zɤ̆w˧˨fɔŋ͡m˧˨ziŋ˨˦tăj˧˧
chai bố	caj˧˧bo˨˦
kê khai	ke˧˧xaj˧˧
rùa voi	zuə˧˨vɔj˧˧
lụp xụp	lup˨ˀ˩sup˨ˀ˩
giũ sạch nợ đời	zu˧ˀ˥sɛk˨ˀ˩nɤ˨ˀ˩ʔdɤj˧˨
cờ lao	kɤ˧˨law˧˧
so mẫu	sɔ˧˧mɤ̆w˧ˀ˥
giả cầu	za˧˩˨kɤ̆w˧˨
nói tục	nɔj˨˦tuk͡p˨ˀ˩
tuyệt luân	twiət˨ˀ˩lwɤ̆n˧˧
đâm sầm	dɤ̆m˧˧sɤ̆m˧˨
thôn dân	tʰon˧˧zɤ̆n˧˧
trung quả bì	cuŋ͡m˧˧kwa˧˩˨bi˧˨
cùng hội cùng thuyền	kuŋ͡m˧˨hoj˨ˀ˩ʔkuŋ͡m˧˨tʰwiən˧˨
ái dào	aj˨˦zaw˧˨
bất sỉ hạ vấn	bɤ̆t˦˥si˧˩˨ha˨ˀ˩ʔvɤ̆n˨˦
ngang ngổ	ŋaŋ˧˧ŋo˧˩˨
bình ngưng	biŋ˧˨ŋɯŋ˧˧
bơm vòi rồng	bɤm˧˧vɔj˧˨zoŋ͡m˧˨
đáo nhiệm	daw˨˦ɲiəm˨ˀ˩ʔ
ăn theo thuở, ở theo thì	ăn˧˧tʰeo˧˧tʰuə˧˩˨ɤ˧˩˨tʰeo˧˧tʰi˧˨
họ nhà khoai không ngứa cũng lăn tăn	hɔ˨ˀ˩ʔɲa˧˨xwaj˧˧xoŋ͡m˧˧ŋɯə˨˦kuŋ͡m˧ˀ˥lăn˧˧tăn˧˧
khôn lắm dạ nhiều	xon˧˧lăm˨˦za˨ˀ˩ʔɲiəw˧˨
dao trì	zaw˧˧ci˧˨
cầu diễn	kɤ̆w˧˨ziən˧ˀ˥
làm rối	lam˧˨zoj˨˦
bẩm trình	bɤ̆m˧˩˨ciŋ˧˨
búi bấn	buj˨˦bɤ̆n˨˦
mau nước mắt	măw˧˧nɯək˦˥măt˦˥
quề quà	kwe˧˨kwa˧˨
chỉ trích	ci˧˩˨cik˦˥
hấp hay	hɤ̆p˦˥hăj˧˧
dung mạo	zuŋ͡m˧˧maw˨ˀ˩ʔ
phó quan	fɔ˨˦kwan˧˧
hết đường	het˦˥dɯəŋ˧˨
đưa đẩy	dɯə˧˧dɤ̆j˧˩˨
thị uy	tʰi˨ˀ˩ʔwi˧˧
tầm tay	tɤ̆m˧˨tăj˧˧
cảnh phục	kɛŋ˧˩˨fuk͡p˨ˀ˩
hớp hồn	hɤp˦˥hon˧˨
truyện ngắn	cwiən˨ˀ˩ʔŋăn˨˦
đầu nêu	dɤ̆w˧˨nɛu˧˧
đỏ như vang	dɔ˧˩˨ɲɯ˧˧vaŋ˧˧
tớ	tɤ˨˦
nồng nỗng	noŋ͡m˧˨noŋ͡m˧ˀ˥
ruổi ngựa	zuəj˧˩˨ŋɯə˨ˀ˩ʔ
đường xương cá	dɯəŋ˧˨sɯəŋ˧˧ka˨˦
vào mồng ba, ra mồng bảy, rẫy mồng tám	vaw˧˨moŋ͡m˧˨ba˧˧za˧˧moŋ͡m˧˨băj˧˩˨zɤ̆j˧ˀ˥moŋ͡m˧˨tam˨˦
càn	kan˧˨
tân hưng đông	tɤ̆n˧˧hɯŋ˧˧doŋ͡m˧˧
bắc sơn	băk˦˥sɤn˧˧
đi bách bộ	di˧˧bɛk˦˥bo˨ˀ˩ʔ
khiếp đảm	xiəp˦˥dam˧˩˨
pô-li-me	po˧˧-li˧˧-mɛ˧˧
áo dài chớ ngại quần thưa	aw˨˦zaj˧˨cɤ˨˦ŋaj˨ˀ˩ʔkwɤ̆n˧˨tʰɯə˧˧
tinh thành	tiŋ˧˧tʰɛŋ˧˨
dây giày	zɤ̆j˧˧zăj˧˨
tôm rồng	tom˧˧zoŋ͡m˧˨
nhuận đức	ɲwɤ̆n˨ˀ˩ʔdɯk˦˥
cười nheo mắt	kɯəj˧˨ɲeo˧˧măt˦˥
nhạc lí	ɲak˨ˀ˩li˨˦
thổi phồng	tʰoj˧˩˨foŋ͡m˧˨
mịn màng	min˨ˀ˩ʔmaŋ˧˨
thắng mố	tʰăŋ˨˦mo˨˦
sinh ly tử biệt	siŋ˧˧li˧˧tɯ˧˩˨biət˨ˀ˩
sầu	sɤ̆w˧˨
thạch quới	tʰɛk˨ˀ˩kwɤj˨˦
ni tơ	ni˧˧tɤ˧˧
chửa đặt chôn đã đặt miệng	cɯə˧˩˨dăt˨ˀ˩con˧˧da˧ˀ˥dăt˨ˀ˩miəŋ˨ˀ˩ʔ
tô hô	to˧˧ho˧˧
cửa lá sách	kɯə˧˩˨la˨˦sɛk˦˥
đưa đón	dɯə˧˧dɔn˨˦
nói như đấm vào tai	nɔj˨˦ɲɯ˧˧dɤ̆m˨˦vaw˧˨taj˧˧
giáng trần	zaŋ˨˦cɤ̆n˧˨
gằn gằn	ɣăn˧˨ɣăn˧˨
bóp mồm	bɔp˦˥mom˧˨
vô tự	vo˧˧tɯ˨ˀ˩ʔ
âm nang	ɤ̆m˧˧naŋ˧˧
mộc tặc	mok͡p˨ˀ˩tăk˨ˀ˩
ron	zɔn˧˧
kẻ sĩ	kɛ˧˩˨si˧ˀ˥
đĩa mềm	diə˧ˀ˥mem˧˨
ngơm ngớp	ŋɤm˧˧ŋɤp˦˥
nói chày nói cối	nɔj˨˦căj˧˨nɔj˨˦koj˨˦
xoa dịu	swa˧˧ziw˨ˀ˩ʔ
tuân lệnh	twɤ̆n˧˧leŋ˨ˀ˩ʔ
cơ may	kɤ˧˧măj˧˧
quản tượng	kwan˧˩˨tɯəŋ˨ˀ˩ʔ
có nhục mới có vinh	kɔ˨˦ɲuk͡p˨ˀ˩mɤj˨˦kɔ˨˦viŋ˧˧
tranh tụng	cɛŋ˧˧tuŋ͡m˨ˀ˩ʔ
sáng tạo	saŋ˨˦taw˨ˀ˩ʔ
ngượng ngượng	ŋɯəŋ˨ˀ˩ʔŋɯəŋ˨ˀ˩ʔ
khuyển nho	xwiən˧˩˨ɲɔ˧˧
nước vôi	nɯək˦˥voj˧˧
mắt cáo	măt˦˥kaw˨˦
đường thô	dɯəŋ˧˨tʰo˧˧
tự kí	tɯ˨ˀ˩ʔki˨˦
ngồng	ŋoŋ͡m˧˨
bó tay	bɔ˨˦tăj˧˧
lí thuyết tương đối	li˨˦tʰwiət˦˥tɯəŋ˧˧doj˨˦
mũ cát	mu˧ˀ˥kat˦˥
đông du	doŋ͡m˧˧zu˧˧
nước sông gạo chợ	nɯək˦˥soŋ͡m˧˧ɣaw˨ˀ˩ʔcɤ˨ˀ˩ʔ
hẹ	hɛ˨ˀ˩ʔ
tiểu não	tiəw˧˩˨naw˧ˀ˥
rảo cẳng	zaw˧˩˨kăŋ˧˩˨
đánh trống ghi tên	dɛŋ˨˦coŋ͡m˨˦ɣi˧˧ten˧˧
đặc quyền	dăk˨ˀ˩kwiɛn˧˨
nằm giá khóc măng	năm˧˨za˨˦xɔk͡p˦˥măŋ˧˧
chắc lép	căk˦˥lɛp˦˥
đo lọ nước mắm đếm củ dưa hành	dɔ˧˧lɔ˨ˀ˩ʔnɯək˦˥măm˨˦dem˨˦ku˧˩˨zɯə˧˧hɛŋ˧˨
vạn kiếp	van˨ˀ˩ʔkiəp˦˥
cộng hoà tư sản	koŋ͡m˨ˀ˩ʔhwa˧˨tɯ˧˧san˧˩˨
cứu đói	kɯw˨˦dɔj˨˦
ngăn ngắt	ŋăn˧˧ŋăt˦˥
nói đớt	nɔj˨˦dɤt˦˥
phu hồ	fu˧˧ho˧˨
bù lỗ	bu˧˨lo˧ˀ˥
thoả lòng	tʰwa˧˩˨lɔŋ͡m˧˨
lục tặc	luk͡p˨ˀ˩tăk˨ˀ˩
cười mỉa	kɯəj˧˨miə˧˩˨
mát dạ hả lòng	mat˦˥za˨ˀ˩ʔha˧˩˨lɔŋ͡m˧˨
kiểm ngân	kiəm˧˩˨ŋɤ̆n˧˧
trần đình túc	cɤ̆n˧˨diŋ˧˨tuk͡p˦˥
thật lòng	tʰɤ̆t˨ˀ˩lɔŋ͡m˧˨
quân hiệu	kwɤ̆n˧˧hiəw˨ˀ˩ʔ
đầy cữ	dɤ̆j˧˨kɯ˧ˀ˥
khó tiêu	xɔ˨˦tiəw˧˧
ân hữu	ɤ̆n˧˧hɯw˧ˀ˥
cối cần	koj˨˦kɤ̆n˧˨
sành điệu nghệ	sɛŋ˧˨diəw˨ˀ˩ʔŋe˨ˀ˩ʔ
quân quyền	kwɤ̆n˧˧kwiɛn˧˨
mặt rồng	măt˨ˀ˩zoŋ͡m˧˨
bản thể	ban˧˩˨tʰe˧˩˨
địa hình học	diə˨ˀ˩ʔhiŋ˧˨hɔk͡p˨ˀ˩
rộng rãi	zoŋ͡m˨ˀ˩ʔzaj˧ˀ˥
ngàn mây	ŋan˧˨mɤ̆j˧˧
néo	neo˨˦
cãi vã	kaj˧ˀ˥va˧ˀ˥
quỳnh hoa	kwiŋ˧˨hwa˧˧
dạn nắng dạn sương	zan˨ˀ˩ʔnăŋ˨˦zan˨ˀ˩ʔsɯəŋ˧˧
quá nhiệt	kwa˨˦ɲiət˨ˀ˩
khin khít	xin˧˧xit˦˥
kính đổi màu	kiŋ˨˦doj˧˩˨măw˧˨
boong boong	bɔŋ͡m˧˧bɔŋ͡m˧˧
đánh đọ	dɛŋ˨˦dɔ˨ˀ˩ʔ
tuần lộc	twɤ̆n˧˨lok͡p˨ˀ˩
sửa sang	sɯə˧˩˨saŋ˧˧
giả miếng	za˧˩˨miəŋ˨˦
rộ	zo˨ˀ˩ʔ
phân đội	fɤ̆n˧˧doj˨ˀ˩ʔ
tài chủ	taj˧˨cu˧˩˨
giận mất khôn	zɤ̆n˨ˀ˩ʔmɤ̆t˦˥xon˧˧
bạc phận	bak˨ˀ˩fɤ̆n˨ˀ˩ʔ
giời đánh thánh vật	zɤj˧˨dɛŋ˨˦tʰɛŋ˨˦vɤ̆t˨ˀ˩
điêu xảo	diəw˧˧saw˧˩˨
suy tôn	swi˧˧ton˧˧
đài tải	daj˧˨taj˧˩˨
xuân lam	swɤ̆n˧˧lam˧˧
mục đích luận	muk͡p˨ˀ˩dik˦˥lwɤ̆n˨ˀ˩ʔ
vằm	văm˧˨
hắc cá	hăk˦˥ka˨˦
trung chánh	cuŋ͡m˧˧cɛŋ˨˦
xiêu xọ	siəw˧˧sɔ˨ˀ˩ʔ
dỗ	zo˧ˀ˥
chỉ định	ci˧˩˨diŋ˨ˀ˩ʔ
hàm đo	ham˧˨dɔ˧˧
ỷ quyền	i˧˩˨kwiɛn˧˨
lộn mửa	lon˨ˀ˩ʔmɯə˧˩˨
nam bộ	nam˧˧bo˨ˀ˩ʔ
tổng binh	toŋ͡m˧˩˨biŋ˧˧
lực lượng vũ trang	lɯk˨ˀ˩lɯəŋ˨ˀ˩ʔvu˧ˀ˥caŋ˧˧
bản đồ học	ban˧˩˨do˧˨hɔk͡p˨ˀ˩
muốt	muət˦˥
ngón chơi	ŋɔn˨˦cɤj˧˧
chuối lá	cuəj˨˦la˨˦
hoa xim	hwa˧˧sim˧˧
đạn ghém	dan˨ˀ˩ʔɣɛm˨˦
phục quốc	fuk͡p˨ˀ˩kwok͡p˦˥
bui bui	buj˧˧buj˧˧
thử thách	tʰɯ˧˩˨tʰɛk˦˥
cấy hái	kɤ̆j˨˦haj˨˦
chậm lại	cɤ̆m˨ˀ˩ʔlaj˨ˀ˩ʔ
bách nhân bách tính	bɛk˦˥ɲɤ̆n˧˧bɛk˦˥tiŋ˨˦
thành trùng	tʰɛŋ˧˨cuŋ͡m˧˨
dâu con	zɤ̆w˧˧kɔn˧˧
nhi đồng	ɲi˧˧doŋ͡m˧˨
đãi thời	daj˧ˀ˥tʰɤj˧˨
trung thiên	cuŋ͡m˧˧tʰiən˧˧
xà ngang	sa˧˨ŋaŋ˧˧
ôn thi	on˧˧tʰi˧˧
bình yên	biŋ˧˨iɛn˧˧
kim móc	kim˧˧mɔk͡p˦˥
ngay xương	ŋăj˧˧sɯəŋ˧˧
sà-lan	sa˧˨-lan˧˧
quang phát quang	kwaŋ˧˧fat˦˥kwaŋ˧˧
làm tiền	lam˧˨tiən˧˨
rầu lòng	zɤ̆w˧˨lɔŋ͡m˧˨
định hạn	diŋ˨ˀ˩ʔhan˨ˀ˩ʔ
nằng nặng	năŋ˧˨năŋ˨ˀ˩ʔ
ấm oé	ɤ̆m˨˦we˨˦
vân trường	vɤ̆n˧˧cɯəŋ˧˨
thân mật	tʰɤ̆n˧˧mɤ̆t˨ˀ˩
tang trung bộc thượng	taŋ˧˧cuŋ͡m˧˧bok͡p˨ˀ˩tʰɯəŋ˨ˀ˩ʔ
ngoắc	ŋwăk˦˥
rốt bảng	zot˦˥baŋ˧˩˨
lút cút	lut˦˥kut˦˥
sáng chế	saŋ˨˦ce˨˦
lành	lɛŋ˧˨
tổng công ty	toŋ͡m˧˩˨koŋ͡m˧˧ti˧˧
quèn quẹt	kwɛn˧˨kwɛt˨ˀ˩
béo lẳn	beo˨˦lăn˧˩˨
phục binh	fuk͡p˨ˀ˩biŋ˧˧
diếp ma	ziəp˦˥ma˧˧
trướng huỳnh	cɯəŋ˨˦hwiŋ˧˨
giếc	zek˦˥
người nhà chưa tỏ, ngoài ngõ đã hay	ŋɯəj˧˨ɲa˧˨cɯə˧˧tɔ˧˩˨ŋwaj˧˨ŋɔ˧ˀ˥da˧ˀ˥hăj˧˧
đùm đụp	dum˧˨dup˨ˀ˩
qui tụ	kwi˧˧tu˨ˀ˩ʔ
chuyển biến	cwiən˧˩˨biən˨˦
bằng thành	băŋ˧˨tʰɛŋ˧˨
đối chiếu	doj˨˦ciəw˨˦
chỗi	coj˧ˀ˥
nghiêm từ	ŋiəm˧˧tɯ˧˨
đa thọ đa nhục	da˧˧tʰɔ˨ˀ˩ʔda˧˧ɲuk͡p˨ˀ˩
yêu dấu	iəw˧˧zɤ̆w˨˦
ô-xít	o˧˧-sit˦˥
xin quẻ	sin˧˧kwɛ˧˩˨
a-pa-tít	a˧˧-pa˧˧-tit˦˥
qua lâu	kwa˧˧lɤ̆w˧˧
phú lí	fu˨˦li˨˦
kinh doanh	kiŋ˧˧zwɛŋ˧˧
cao trì	kaw˧˧ci˧˨
vàng quỳ	vaŋ˧˨kwi˧˨
chòm sao	cɔm˧˨saw˧˧
nhà lắp ghép	ɲa˧˨lăp˦˥ɣɛp˦˥
bình đồ độ cao	biŋ˧˨do˧˨do˨ˀ˩ʔkaw˧˧
chơi trăng không biết trăng tròn	cɤj˧˧căŋ˧˧xoŋ͡m˧˧biət˦˥căŋ˧˧cɔn˧˨
đơm đó ngọn tre	dɤm˧˧dɔ˨˦ŋɔn˨ˀ˩ʔcɛ˧˧
thà	tʰa˧˨
bàng quan	baŋ˧˨kwan˧˧
giạng	zaŋ˨ˀ˩ʔ
bảo hành	baw˧˩˨hɛŋ˧˨
đĩ già	di˧ˀ˥za˧˨
oang oác	waŋ˧˧wak˦˥
công-quy-răng	koŋ͡m˧˧-kwi˧˧-zăŋ˧˧
dã man	za˧ˀ˥man˧˧
chuẩn đô đốc	cwɤ̆n˧˩˨do˧˧dok͡p˦˥
chàng mạng	caŋ˧˨maŋ˨ˀ˩ʔ
bỏ trống	bɔ˧˩˨coŋ͡m˨˦
be-ri-li	bɛ˧˧-zi˧˧-li˧˧
độc chiếm	dok͡p˨ˀ˩ciəm˨˦
thò lò sáu mặt	tʰɔ˧˨lɔ˧˨săw˨˦măt˨ˀ˩
gọ	ɣɔ˨ˀ˩ʔ
trung lộ	cuŋ͡m˧˧lo˨ˀ˩ʔ
châu báu	cɤ̆w˧˧băw˨˦
chạy đà	căj˨ˀ˩ʔda˧˨
súng cao-su	suŋ͡m˨˦kaw˧˧-su˧˧
hoá học	hwa˨˦hɔk͡p˨ˀ˩
khéo vẽ	xeo˨˦vɛ˧ˀ˥
đậu đen	dɤ̆w˨ˀ˩ʔdɛn˧˧
mưa như giội	mɯə˧˧ɲɯ˧˧zoj˨ˀ˩ʔ
loạn quân loạn quan	lwan˨ˀ˩ʔkwɤ̆n˧˧lwan˨ˀ˩ʔkwan˧˧
đánh chim sẻ	dɛŋ˨˦cim˧˧sɛ˧˩˨
chửi như hát hay	cɯj˧˩˨ɲɯ˧˧hat˦˥hăj˧˧
sang số	saŋ˧˧so˨˦
phái sinh	faj˨˦siŋ˧˧
ăn lông ở lỗ	ăn˧˧loŋ͡m˧˧ɤ˧˩˨lo˧ˀ˥
hồi loan	hoj˧˨lwan˧˧
chuối chát	cuəj˨˦cat˦˥
tầm cỡ	tɤ̆m˧˨kɤ˧ˀ˥
ăn kĩ làm dối	ăn˧˧ki˧ˀ˥lam˧˨zoj˨˦
khiếp vía	xiəp˦˥viə˨˦
con tạo	kɔn˧˧taw˨ˀ˩ʔ
dược thảo	zɯək˨ˀ˩tʰaw˧˩˨
thấm tháp	tʰɤ̆m˨˦tʰap˦˥
con dòng	kɔn˧˧zɔŋ͡m˧˨
chủ nghĩa duy vật biện chứng	cu˧˩˨ŋiə˧ˀ˥zwi˧˧vɤ̆t˨ˀ˩biən˨ˀ˩ʔcɯŋ˨˦
mèo mỡ	meo˧˨mɤ˧ˀ˥
chân tu	cɤ̆n˧˧tu˧˧
vạn hương	van˨ˀ˩ʔhɯəŋ˧˧
ngón tay cái	ŋɔn˨˦tăj˧˧kaj˨˦
châu minh	cɤ̆w˧˧miŋ˧˧
nhai đi nhai lại	ɲaj˧˧di˧˧ɲaj˧˧laj˨ˀ˩ʔ
lừa đảo	lɯə˧˨daw˧˩˨
đặt vấn đề	dăt˨ˀ˩vɤ̆n˨˦de˧˨
diềm cửa	ziəm˧˨kɯə˧˩˨
ruột để ngoài da	zuət˨ˀ˩de˧˩˨ŋwaj˧˨za˧˧
vị cây dây leo	vi˨ˀ˩ʔkɤ̆j˧˧zɤ̆j˧˧leo˧˧
điện áp	diən˨ˀ˩ʔap˦˥
muôn thảm nghìn sầu	muən˧˧tʰam˧˩˨ŋin˧˨sɤ̆w˧˨
mặt thớt	măt˨ˀ˩tʰɤt˦˥
lèn quèn	lɛn˧˨kwɛn˧˨
nhập cảng	ɲɤ̆p˨ˀ˩kaŋ˧˩˨
thuồng luồng	tʰuəŋ˧˨luəŋ˧˨
kiểm toán viên	kiəm˧˩˨twan˨˦viən˧˧
nghiêm khốc	ŋiəm˧˧xok͡p˦˥
cố tri	ko˨˦ci˧˧
bánh đai	bɛŋ˨˦daj˧˧
miền trung	miən˧˨cuŋ͡m˧˧
công nông binh	koŋ͡m˧˧noŋ͡m˧˧biŋ˧˧
móc miếng	mɔk͡p˦˥miəŋ˨˦
tá khẩu	ta˨˦xɤ̆w˧˩˨
hợp long	hɤp˨ˀ˩lɔŋ͡m˧˧
vũ khí hạt nhân	vu˧ˀ˥xi˨˦hat˨ˀ˩ɲɤ̆n˧˧
quy định	kwi˧˧diŋ˨ˀ˩ʔ
điếm nguyệt	diəm˨˦ŋwiət˨ˀ˩
rượu khai vị	zɯəw˨ˀ˩ʔxaj˧˧vi˨ˀ˩ʔ
sư mô	sɯ˧˧mo˧˧
khỏe khoắn	xwe˧˩˨xwăn˨˦
học lóm	hɔk͡p˨ˀ˩lɔm˨˦
nhiệt biểu (	ɲiət˨ˀ˩biəw˧˩˨
nhà hàng (	ɲa˧˨haŋ˧˨
nóng tiết	nɔŋ͡m˨˦tiət˦˥
bình hàng tây	biŋ˧˨haŋ˧˨tɤ̆j˧˧
bóp bép	bɔp˦˥bɛp˦˥
to tát	tɔ˧˧tat˦˥
đảm nhiệm	dam˧˩˨ɲiəm˨ˀ˩ʔ
tay quay	tăj˧˧kwăj˧˧
trần trùng trục	cɤ̆n˧˨cuŋ͡m˧˨cuk͡p˨ˀ˩
anh hào	ɛŋ˧˧haw˧˨
sao thổ	saw˧˧tʰo˧˩˨
ngán ngao	ŋan˨˦ŋaw˧˧
xuân tâm	swɤ̆n˧˧tɤ̆m˧˧
im lặng	im˧˧lăŋ˨ˀ˩ʔ
gia ấm	za˧˧ɤ̆m˨˦
buồn cả ruột	buən˧˨ka˧˩˨zuət˨ˀ˩
trường kỉ	cɯəŋ˧˨ki˧˩˨
tình tiết	tiŋ˧˨tiət˦˥
loang	lwaŋ˧˧
áo dài khăn xếp	aw˨˦zaj˧˨xăn˧˧sep˦˥
cầu thang	kɤ̆w˧˨tʰaŋ˧˧
xinh tươi	siŋ˧˧tɯəj˧˧
binh công xưởng	biŋ˧˧koŋ͡m˧˧sɯəŋ˧˩˨
tá lí	ta˨˦li˨˦
thuỳ mị	tʰwi˧˨mi˨ˀ˩ʔ
an lành	an˧˧lɛŋ˧˨
tham	tʰam˧˧
trôm-pét	com˧˧-pɛt˦˥
an lạc	an˧˧lak˨ˀ˩
mạt diệp	mat˨ˀ˩ziəp˨ˀ˩
bộ tám	bo˨ˀ˩ʔtam˨˦
nghiêm	ŋiəm˧˧
giữ ý giữ tứ	zɯ˧ˀ˥i˨˦zɯ˧ˀ˥tɯ˨˦
hoả pháo	hwa˧˩˨faw˨˦
ngời ngợi	ŋɤj˧˨ŋɤj˨ˀ˩ʔ
bình đức	biŋ˧˨dɯk˦˥
nảy lửa	năj˧˩˨lɯə˧˩˨
ác liệt	ak˦˥liət˨ˀ˩
lú nhú	lu˨˦ɲu˨˦
sợ bóng sợ gió	sɤ˨ˀ˩ʔbɔŋ͡m˨˦sɤ˨ˀ˩ʔzɔ˨˦
an-đê-hít	an˧˧-de˧˧-hit˦˥
không khéo	xoŋ͡m˧˧xeo˨˦
khơi nguồn	xɤj˧˧ŋuən˧˨
nhăn nhó	ɲăn˧˧ɲɔ˨˦
đại tác	daj˨ˀ˩ʔtak˦˥
hưu trí	hɯw˧˧ci˨˦
văn thư	văn˧˧tʰɯ˧˧
con lươn	kɔn˧˧lɯən˧˧
pi-ni-xi-lin	pi˧˧-ni˧˧-si˧˧-lin˧˧
cạo mặt	kaw˨ˀ˩ʔmăt˨ˀ˩
xua tay	suə˧˧tăj˧˧
hặc tấu	hăk˨ˀ˩tɤ̆w˨˦
trăng khuyết	căŋ˧˧xwiət˦˥
thao luyện	tʰaw˧˧lwiən˨ˀ˩ʔ
ngữ văn	ŋɯ˧ˀ˥văn˧˧
bao lâu	baw˧˧lɤ̆w˧˧
tí ta tí toét	ti˨˦ta˧˧ti˨˦twet˦˥
đới nguyệt	dɤj˨˦ŋwiət˨ˀ˩
cô-tông	ko˧˧-toŋ͡m˧˧
sủi tăm	suj˧˩˨tăm˧˧
cứng gối	kɯŋ˨˦ɣoj˨˦
cấp kênh	kɤ̆p˦˥keŋ˧˧
gạo	ɣaw˨ˀ˩ʔ
bần nữ	bɤ̆n˧˨nɯ˧ˀ˥
ma da	ma˧˧za˧˧
quyền năng	kwiɛn˧˨năŋ˧˧
ngổm ngoảm	ŋom˧˩˨ŋwam˧˩˨
lú lẫn	lu˨˦lɤ̆n˧ˀ˥
bạc đà	bak˨ˀ˩da˧˨
định mức kĩ thuật	diŋ˨ˀ˩ʔmɯk˦˥ki˧ˀ˥tʰwɤ̆t˨ˀ˩
lôm nhôm	lom˧˧ɲom˧˧
sớn sác	sɤn˨˦sak˦˥
tháo đạn	tʰaw˨˦dan˨ˀ˩ʔ
sinh nhật	siŋ˧˧ɲɤ̆t˨ˀ˩
say mềm	săj˧˧mem˧˨
lá lược	la˨˦lɯək˨ˀ˩
nhón	ɲɔn˨˦
