производстволарны	projzwodstwoɫɑrnˈɯ
тукталалар	tuqtɑɫɑɫˈɑr
читтәрәк	ɕittærˈæk
Подовалов	podowɑɫˈow
өметләр	œmetlˈær
мәдәниятына	mædænijætɯnˈɑ
мөгамәлә	mœʁɑmælˈæ
күрешәләр	kyreʃælˈær
үсеше	yseʃˈe
гармуннар	ʁɒrmunnˈɑr
утырганнар	utɯrʁɑnnˈɑr
бушлыкны	buʃɫɯqnˈɯ
җәрәхәтләнгән	ʑæræxætlæŋɣˈæn
бүлекләрне	byleklærnˈe
борынгысы	borɯŋʁɯsˈɯ
өлкәннәргә	œlkænnærɣˈæ
артистларына	ɒrtistɫɑrɯnˈɑ
компонентны	qomponentnˈɯ
биләмә	bilæmˈæ
ара	ɒrˈɒ
иярчен	ijærɕˈen
зыялысы	zɯjɑɫɯsˈɯ
чәчүлекләрнең	ɕæɕyleklærnˈeŋ
Банктан	bɒnqtˈɒn
гына	ʁɯnˈɑ
шешәгә	ʃeʃæɣˈæ
Кавал	qɑwˈɑɫ
сайтка	sɒjtqˈɒ
чирлеләр	ɕirlelˈær
Үсмерләр	ysmerlˈær
тукымасы	tuqɯmɑsˈɯ
каләмен	qɒɫæmˈen
аваз	ɑwˈɑz
ремонтланды	remontɫɑndˈɯ
Академиясендә	ɒqɒdemijæsendˈæ
каратэ	qɒrɒtˈe
борынгырак	borɯŋʁɯrˈɑq
органының	orʁɑnɯnˈɯŋ
гасырларны	ʁɒsɯrɫɑrnˈɯ
сүзегез	syzeɣˈez
паника	pɒniqˈɑ
карагы	qɒrɒʁˈɯ
үзенчәлекләргә	yzenɕæleklærɣˈæ
мөнәсәбәтенә	mœnæsæbætenˈæ
лабораториясенә	ɫɒborɑtorijæsenˈæ
гаделлеге	ʁɒdelleɣˈe
харап	xɒrˈɒp
Елгабаш	jɯɫʁɑbˈɑʃ
традициягә	trɒditsijæɣˈæ
Тумышы	tumɯʃˈɯ
куандырганы	quɑndɯrʁɑnˈɯ
җыенучы	ʑɯenuɕˈɯ
көлдереп	kœlderˈep
буржуаз	burʒuˈɑz
кашлы	qɒʃɫˈɯ
кайгыртмый	qɒjʁɯrtmˈɯj
ирешүгә	ireʃyɣˈæ
манный	mɒnnˈɯj
туплаучы	tupɫɑwɕˈɯ
Возрождение	wozroʒdeniˈe
очып	oɕˈɯp
чиновник	ɕinownˈik
Чернушка	ɕernuʃqˈɑ
туктыйбыз	tuqtɯjbˈɯz
Теләгем	telæɣˈem
алынучы	ɒɫɯnuɕˈɯ
үткенлеге	ytkenleɣˈe
Скворцова	sqwortsowˈɑ
йокысызлыктан	joqɯsɯzɫɯqtˈɑn
затларны	zɒtɫɒrnˈɯ
сылтамалар	sɯɫtɑmɑɫˈɑr
елмаюы	jɯɫmɑjuˈɯ
Халыкта	xɒɫɯqtˈɑ
Садриева	sɒdriewˈɑ
Солы	soɫˈɯ
мөлаем	mœɫɑˈem
җәзага	ʑæzɑʁˈɑ
акылны	ɒqɯɫnˈɯ
эшләпә	eʃlæpˈæ
пенальти	penɑɫʔtˈi
шайтаннар	ʃɒjtɒnnˈɑr
күзләрен	kyzlærˈen
бетергәч	beterɣˈæɕ
янын	jɑnˈɯn
итүдәге	itydæɣˈe
Морис	morˈis
сузганнар	suzʁɑnnˈɑr
тискәре	tiskærˈe
бөкеләрдән	bœkelærdˈæn
Уфаның	ufɑnˈɯŋ
өметне	œmetnˈe
Планетаның	pɫɒnetɑnˈɯŋ
Кашка	qɒʃqˈɒ
Шаля	ʃɒɫjˈɑ
чагылуын	ɕɒʁɯɫuˈɯn
караячак	qɒrɒjɑɕˈɑq
Чемпионнар	ɕempionnˈɑr
терелүгә	terelyɣˈæ
үҗәт	yʑˈæt
ишкәк	iʃkˈæk
сыртына	sɯrtɯnˈɑ
бүләкләячәкләр	bylæklæjæɕæklˈær
килештерергә	kileʃtererɣˈæ
Саакашвили	sɒɒqɑʃwilˈi
утырышлар	utɯrɯʃɫˈɑr
формалашырга	formɑɫɑʃɯrʁˈɑ
лидер	lidˈer
базасының	bɒzɒsɯnˈɯŋ
алганнары	ɒɫʁɒnnɑrˈɯ
илчелеге	ilɕeleɣˈe
итсен	itsˈen
Рима	rimˈɑ
җыелышының	ʑɯeɫɯʃɯnˈɯŋ
отчет	otɕˈet
бүтәннәргә	bytænnærɣˈæ
ихласлылык	ixɫɑsɫɯɫˈɯq
Сәламәтлекне	sæɫɑmætleknˈe
куючыларга	qujuɕɯɫɑrʁˈɑ
фикердәшләр	fikerdæʃlˈær
Зәрия	zærijˈæ
Чулпан	ɕuɫpˈɑn
боерса	boersˈɑ
чакыртырга	ɕɒqɯrtɯrʁˈɑ
мәйданчыкларда	mæjdɑnɕɯqɫɑrdˈɑ
ашасын	ɒʃɒsˈɯn
укырга	uqɯrʁˈɑ
Күпмедер	kypmedˈer
санкцияләрне	sɒnqtsijælærnˈe
бирле	birlˈe
училищесы	uɕiliʃɕesˈɯ
төркемнәрен	tœrkemnærˈen
бозуны	bozunˈɯ
сәхнәләрдән	sæxnælærdˈæn
продуктта	produqttˈɑ
коррекция	qorrektsijˈæ
күр	kˈyr
җиһазларын	ʑihɑzɫɑrˈɯn
байлыклардан	bɒjɫɯqɫɑrdˈɑn
авырлыктан	ɑwɯrɫɯqtˈɑn
баскан	bɒsqˈɒn
Регион	reɣiˈon
рәсмиләштерелгән	ræsmilæʃterelɣˈæn
сырхауханәсенә	sɯrxɑwxɑnæsenˈæ
яктыртуга	jɑqtɯrtuʁˈɑ
инфаркты	infɑrqtˈɯ
төзегәндә	tœzeɣændˈæ
чигеннән	ɕiɣennˈæn
институтының	institutɯnˈɯŋ
килерме	kilermˈe
ачылганнан	ɒɕɯɫʁɑnnˈɑn
тиңлим	tiŋlˈim
Лаешта	ɫɒeʃtˈɑ
Боларны	boɫɑrnˈɯ
Кабулда	qɒbuɫdˈɑ
инициаторы	initsiɑtorˈɯ
Гыйлемханов	ʁɯjɫemxɑnˈow
күләме	kylæmˈe
вагоннары	wɒʁonnɑrˈɯ
югалтуын	juʁɑɫtuˈɯn
җитешле	ʑiteʃlˈe
кунаклары	qunɑqɫɑrˈɯ
сабырлыкка	sɒbɯrɫɯqqˈɑ
чыгалар	ɕɯʁɑɫˈɑr
Инвалидларның	inwɑɫidɫɑrnˈɯŋ
инспекцияләре	inspektsijælærˈe
Аксубайның	ɒqsubɑjnˈɯŋ
мәхәлләләре	mæxællælærˈe
эпидемия	epidemijˈæ
барыгызны	bɒrɯʁɯznˈɯ
Универсиадаларда	uniwersiɑdɑɫɑrdˈɑ
Алевтина	ɒɫewtinˈɑ
кодексын	qodeqsˈɯn
академиясенә	ɒqɒdemijæsenˈæ
Педагогика	pedɑʁoʁiqˈɑ
реанимация	reɑnimɑtsijˈæ
өскәрәк	œskærˈæk
әһәмияттәге	æhæmijættæɣˈe
исәпләвен	isæplæwˈen
төшәрлек	tœʃærlˈek
Фредерик	frederˈik
сәхифәләр	sæxifælˈær
Асиф	ɒsˈif
банкларга	bɒnqɫɒrʁˈɑ
Мамадышта	mɒmɒdɯʃtˈɑ
Бернәрсә	bernærsˈæ
таяк	tɒjˈɑq
Мөдәррис	mœdærrˈis
тренажер	trenɑʒˈer
бергәләшеп	berɣælæʃˈep
сортлары	sortɫɑrˈɯ
керемле	keremlˈe
фактны	fɒqtnˈɯ
суыру	suɯrˈu
интернет	internˈet
Киев	kiˈew
баглы	bɒʁɫˈɯ
МТСы	mtsˈɯ
нәфрәтләнеп	næfrætlænˈep
дипломнарны	dipɫomnɑrnˈɯ
тезмәләре	tezmælærˈe
Мәчетләр	mæɕetlˈær
гәзитенең	ɣæzitenˈeŋ
туктаячак	tuqtɑjɑɕˈɑq
мисалда	misɑɫdˈɑ
тамчысы	tɒmɕɯsˈɯ
усал	usˈɑɫ
кичәсендә	kiɕæsendˈæ
фондны	fondnˈɯ
Бервакытта	berwɑqɯttˈɑ
тенденцияләре	tendentsijælærˈe
режиссерның	reʒissernˈɯŋ
уллары	uɫɫɑrˈɯ
Инкыйлаб	inqɯjɫˈɑb
квартиралар	qwɒrtirɑɫˈɑr
Читтәге	ɕittæɣˈe
Бухаров	buxɑrˈow
Башкаланың	bɒʃqɒɫɑnˈɯŋ
ташлардан	tɒʃɫɒrdˈɑn
тәтеде	tætedˈe
череп	ɕerˈep
фронттан	fronttˈɑn
президент	prezidˈent
подрядчылар	podrjɑdɕɯɫˈɑr
эленде	elendˈe
Луиза	ɫujzˈɑ
Катарда	qɒtɒrdˈɑ
үтәлүенә	ytælyenˈæ
әгъзалары	æʁʔzɑɫɑrˈɯ
урнаштырылган	urnɑʃtɯrɯɫʁˈɑn
бухгалтерлар	buxʁɑɫterɫˈɑr
Сәвия	sæwijˈæ
арткан	ɒrtqˈɒn
тиздән	tizdˈæn
адреслана	ɒdresɫɑnˈɑ
беркетү	berketˈy
Белый	beɫˈɯj
елгада	jɯɫʁɑdˈɑ
сельпо	seɫʔpˈo
икәүләп	ikæwlˈæp
имтиханын	imtixɑnˈɯn
Конституциясе	qonstitutsijæsˈe
пыяла	pɯjɑɫˈɑ
озынайта	ozɯnɑjtˈɑ
күзәтелмәгән	kyzætelmæɣˈæn
Салмыш	sɒɫmˈɯʃ
йөземә	jœzemˈæ
Әрем	ærˈem
тулуга	tuɫuʁˈɑ
драматургиягә	drɒmɒturʁijæɣˈæ
оныгы	onɯʁˈɯ
Яруллинны	jɑruɫɫinnˈɯ
сәләтеңне	sælæteŋnˈe
могҗизасы	moʁʑizɑsˈɯ
күрик	kyrˈik
мәчетсез	mæɕetsˈez
көрәшүче	kœræʃyɕˈe
көчәйтелде	kœɕæjteldˈe
якыннарыгызны	jɑqɯnnɑrɯʁɯznˈɯ
руханиларның	ruxɑniɫɑrnˈɯŋ
Шәһәрлеләр	ʃæhærlelˈær
гаепне	ʁɒepnˈe
телефонына	telefonɯnˈɑ
үзгәрәк	yzɣærˈæk
капиталына	qɒpitɑɫɯnˈɑ
катларда	qɒtɫɒrdˈɑ
уйный	ujnˈɯj
җәзаны	ʑæzɑnˈɯ
Бирелгән	birelɣˈæn
Пычак	pɯɕˈɑq
арабызга	ɒrɒbɯzʁˈɑ
Хәнисә	xænisˈæ
кагыйдә	qɒʁɯjdˈæ
Чишмәне	ɕiʃmænˈe
Вакцинация	wɒqtsinɑtsijˈæ
өске	œskˈe
тергезгән	terɣezɣˈæn
исән	isˈæn
һәркайсыгыз	hærqɑjsɯʁˈɯz
күрсәтмәне	kyrsætmænˈe
берләштерелә	berlæʃterelˈæ
прокуратурасыннан	proqurɑturɑsɯnnˈɑn
такталары	tɒqtɒɫɑrˈɯ
ителәчәге	itelæɕæɣˈe
кыскарак	qɯsqɑrˈɑq
димичә	dimiɕˈæ
нурланып	nurɫɑnˈɯp
Буратино	burɑtinˈo
манзара	mɒnzɒrˈɑ
Язгы	jɑzʁˈɯ
көчәя	kœɕæjˈæ
Бәдри	bædrˈi
тегелә	teɣelˈæ
системага	sistemɑʁˈɑ
мескенләнеп	meskenlænˈep
Карыйм	qɒrˈɯjm
суммалар	summɑɫˈɑr
вегетариан	weɣetɑriˈɑn
каласың	qɒɫɒsˈɯŋ
Сәхәбетдинов	sæxæbetdinˈow
тәмлерәк	tæmlerˈæk
үзгәртте	yzɣærttˈe
крестьянга	krestʔjæŋʁˈɑ
кешеләрендә	keʃelærendˈæ
китапханәчесе	kitɑpxɑnæɕesˈe
Фатих	fɒtˈix
Алших	ɒɫʃˈix
Башкаларны	bɒʃqɒɫɑrnˈɯ
йөргәнгә	jœrɣæŋɣˈæ
үзгәрттек	yzɣærttˈek
атрибуты	ɒtributˈɯ
Вокзал	woqzˈɑɫ
Хач	xˈɒɕ
бирәсем	biræsˈem
Сәүдә	sæwdˈæ
Төзекләндерү	tœzeklænderˈy
Габделнур	ʁɒbdeɫnˈur
өлгесенә	œlɣesenˈæ
укучысы	uquɕɯsˈɯ
Фотога	fotoʁˈɑ
Грипп	ɣrˈipp
матурлый	mɒturɫˈɯj
төзәтүгә	tœzætyɣˈæ
Ильвина	ilʔwinˈɑ
узмады	uzmɑdˈɯ
оялу	ojɑɫˈu
чишмәсенә	ɕiʃmæsenˈæ
очратты	oɕrɑttˈɯ
аш	ˈɒʃ
Хапоэль	xɒpoˈelʔ
Галиәкбәр	ʁɒɫiækbˈær
булганы	buɫʁɑnˈɯ
эләктерү	elækterˈy
холкы	xoɫqˈɯ
бизәгенә	bizæɣenˈæ
лесе	lesˈe
җаваплы	ʑɑwɑpɫˈɯ
күтәрсә	kytærsˈæ
күчүенә	kyɕyenˈæ
тенденция	tendentsijˈæ
уттан	uttˈɑn
әзерләнгәнен	æzerlæŋɣænˈen
Җитмешенче	ʑitmeʃenɕˈe
очратып	oɕrɑtˈɯp
шаккатмалы	ʃɒqqɒtmɑɫˈɯ
какшатырга	qɒqʃɒtɯrʁˈɑ
тиктомалдан	tiqtomɑɫdˈɑn
авылдашлары	ɑwɯɫdɑʃɫɑrˈɯ
Биклән	biklˈæn
Галишан	ʁɒɫiʃˈɑn
Казахстанда	qɒzɒxstɑndˈɑ
Юллама	juɫɫɑmˈɑ
кытлыгы	qɯtɫɯʁˈɯ
эреләре	erelærˈe
Роснано	rosnɑnˈo
ягулыгының	jɑʁuɫɯʁɯnˈɯŋ
Роспотребнадзор	rospotrebnɑdzˈor
гаепләнүче	ʁɒeplænyɕˈe
Бөтендөнья	bœtendœnʔjˈæ
табарак	tɒbɒrˈɑq
Камдорстрой	qɒmdorstrˈoj
демократ	demoqrˈɑt
йөрүчеләр	jœryɕelˈær
беренчелегенең	berenɕeleɣenˈeŋ
колхозчы	qoɫxozɕˈɯ
Бигрәк	biɣrˈæk
маймылдан	mɒjmɯɫdˈɑn
фәненнән	fænennˈæn
рәвешле	ræweʃlˈe
Стена	stenˈɑ
Вәлиевның	wæliewnˈɯŋ
төпләнә	tœplænˈæ
кабатлыйлар	qɒbɒtɫɯjɫˈɑr
исләр	islˈær
газаплы	ʁɒzɒpɫˈɯ
кыйбатка	qɯjbɑtqˈɑ
Наполеон	nɒpoɫeˈon
авырыйлар	ɑwɯrɯjɫˈɑr
илткән	iltkˈæn
Зөлфәтнең	zœlfætnˈeŋ
Эфир	efˈir
белгәннәре	belɣænnærˈe
югалтудан	juʁɑɫtudˈɑn
Гаепләү	ʁɒeplˈæw
Нурмөхәммәтова	nurmœxæmmætowˈɑ
Мозаффаров	mozɑffɑrˈow
спектакленең	speqtɑqɫenˈeŋ
йиргә	jirɣˈæ
кердегез	kerdeɣˈez
бәхетебез	bæxetebˈez
тәрбияче	tærbijæɕˈe
тәмамлаган	tæmɑmɫɑʁˈɑn
в	wˈe
намазының	nɒmɒzɯnˈɯŋ
ирешкән	ireʃkˈæn
абзарда	ɒbzɒrdˈɑ
ишегеннән	iʃeɣennˈæn
вазыйфаларга	wɒzɯjfɑɫɑrʁˈɑ
Гыйрактагы	ʁɯjrɑqtɑʁˈɯ
диеште	dieʃtˈe
атуны	ɒtunˈɯ
табибларының	tɒbibɫɑrɯnˈɯŋ
җирлиләр	ʑirlilˈær
яктыртылмаган	jɑqtɯrtɯɫmɑʁˈɑn
Түр	tˈyr
оешмалардан	oeʃmɑɫɑrdˈɑn
бөгә	bœɣˈæ
бәхетләр	bæxetlˈær
уйлавынча	ujɫɑwɯnɕˈɑ
шакыйлар	ʃɒqɯjɫˈɑr
филиаллары	filiɑɫɫɑrˈɯ
тиешенчә	tieʃenɕˈæ
массалы	mɒssɒɫˈɯ
ияләрен	ijælærˈen
яклап	jɑqɫˈɑp
тыңлаучыларын	tɯŋɫɑwɕɯɫɑrˈɯn
Килешү	kileʃˈy
Бигнов	biʁnˈow
Каран	qɒrˈɒn
техникум	texniqˈum
митингларда	mitiŋʁɫɑrdˈɑ
балдак	bɒɫdˈɒq
Ташкентка	tɒʃqentqˈɑ
биюләргә	bijylærɣˈæ
Җыеп	ʑɯˈep
әтиегез	ætieɣˈez
автоматтан	ɑwtomɑttˈɑn
Галиевич	ʁɒɫiewˈiɕ
һуштан	huʃtˈɑn
тыңлаган	tɯŋɫɑʁˈɑn
сөйләменә	sœjlæmenˈæ
Теләгән	telæɣˈæn
киңәшен	kiŋæʃˈen
Зарина	zɒrinˈɑ
куа	quˈɑ
вакыттыр	wɒqɯttˈɯr
трамплин	trɒmpɫˈin
җырла	ʑɯrɫˈɑ
Ринат	rinˈɑt
үтмәде	ytmædˈe
кайтаруның	qɒjtɒrunˈɯŋ
кысу	qɯsˈu
Сәламәт	sæɫɑmˈæt
хикәянең	xikæjænˈeŋ
барышын	bɒrɯʃˈɯn
эреп	erˈep
технопаркы	texnopɑrqˈɯ
хисабыннан	xisɑbɯnnˈɑn
мопед	mopˈed
эчкечеләр	eɕkeɕelˈær
халкымны	xɒɫqɯmnˈɯ
реакторы	reɑqtorˈɯ
Нарыш	nɒrˈɯʃ
нәрсәдер	nærsædˈer
туктатыр	tuqtɑtˈɯr
Балаларын	bɒɫɒɫɑrˈɯn
Эшчеләр	eʃɕelˈær
Сабыйның	sɒbɯjnˈɯŋ
тәҗрибәсенә	tæʑribæsenˈæ
турыннан	turɯnnˈɑn
боегып	boeʁˈɯp
чиркәве	ɕirkæwˈe
монополия	monopoɫijˈæ
җиһазлауга	ʑihɑzɫɑwʁˈɑ
Нагайбак	nɒʁɒjbˈɑq
Даша	dɒʃˈɒ
уллыкка	uɫɫɯqqˈɑ
күкрәкләренә	kykræklærenˈæ
Югра	juʁrˈɑ
член	ɕlˈen
сөттә	sœttˈæ
дәвамчысы	dæwɑmɕɯsˈɯ
чишәргә	ɕiʃærɣˈæ
иркендә	irkendˈæ
җилкенеп	ʑilkenˈep
күләменнән	kylæmennˈæn
күрсен	kyrsˈen
көрәшчеләргә	kœræʃɕelærɣˈæ
яңаны	jɑŋɑnˈɯ
кискенләшүе	kiskenlæʃyˈe
Температура	temperɑturˈɑ
навигациясе	nɑwiʁɑtsijæsˈe
фермаларга	fermɑɫɑrʁˈɑ
лизингка	liziŋʁqˈɑ
китереләчәк	kiterelæɕˈæk
Красноуфим	qrɒsnowfˈim
Миннегөл	minneɣˈœl
тулуын	tuɫuˈɯn
Илгиз	ilɣˈiz
хәленә	xælenˈæ
юбиляр	jybiljˈær
төрбә	tœrbˈæ
көзгесе	kœzɣesˈe
алуларның	ɒɫuɫɑrnˈɯŋ
ситуацияләр	situɑtsijælˈær
җыйдым	ʑɯjdˈɯm
билетка	biletqˈɑ
Китапханәләр	kitɑpxɑnælˈær
Фнүн	fnˈyn
чарасыннан	ɕɒrɒsɯnnˈɑn
корылмаларыннан	qorɯɫmɑɫɑrɯnnˈɑn
килә	kilˈæ
пенсия	pensijˈæ
ычкындырмады	ɯɕqɯndɯrmɑdˈɯ
Зөягә	zœjæɣˈæ
Китаплар	kitɑpɫˈɑr
Тормышында	tormɯʃɯndˈɑ
икмәге	ikmæɣˈe
шатландыралар	ʃɒtɫɒndɯrɑɫˈɑr
Новгородта	nowʁorodtˈɑ
ГРЭСы	ɣresˈɯ
Гыйльманова	ʁɯjɫʔmɑnowˈɑ
Эл	ˈel
Сүзнең	syznˈeŋ
Социологлар	sotsioɫoʁɫˈɑr
Дзюдо	dzjudˈo
Сорокин	soroqˈin
көнегезне	kœneɣeznˈe
азнакайлылар	ɒznɒqɑjɫɯɫˈɑr
агулый	ɒʁuɫˈɯj
таллар	tɒɫɫˈɒr
укылса	uqɯɫsˈɑ
Депутатларга	deputɑtɫɑrʁˈɑ
персоналының	personɑɫɯnˈɯŋ
модельерлар	modelʔerɫˈɑr
либреттосы	librettosˈɯ
хезмәтемне	xezmætemnˈe
тумыштан	tumɯʃtˈɑn
ихаталар	ixɑtɑɫˈɑr
барлый	bɒrɫˈɯj
чаптылар	ɕɒptɯɫˈɑr
башкалабызда	bɒʃqɒɫɑbɯzdˈɑ
җыенга	ʑɯeŋʁˈɑ
дуэты	duetˈɯ
Курсабаш	qursɑbˈɑʃ
кимрәк	kimrˈæk
яшермичә	jæʃermiɕˈæ
Заһидуллин	zɒhiduɫɫˈin
катнашмаска	qɒtnɒʃmɑsqˈɑ
кәгазьләрендә	kæʁɑzʔɫærendˈæ
тарсынып	tɒrsɯnˈɯp
Әнкарага	ænqɑrɑʁˈɑ
эшләнүен	eʃlænyˈen
хезмәтләндерүче	xezmætlænderyɕˈe
һәлакәтләрнең	hæɫɑqætlærnˈeŋ
эшкә	eʃkˈæ
Белемле	belemlˈe
әгъзаларга	æʁʔzɑɫɑrʁˈɑ
кертмәс	kertmˈæs
Калина	qɒɫinˈɑ
түбәләрдән	tybælærdˈæn
художество	xudoʒestwˈo
үкенмим	ykenmˈim
теләкләре	telæklærˈe
басуларына	bɒsuɫɑrɯnˈɑ
Нәсел	næsˈel
сындыру	sɯndɯrˈu
итмәгән	itmæɣˈæn
ризалашкан	rizɑɫɑʃqˈɑn
тавышы	tɑwɯʃˈɯ
образлары	obrɑzɫɑrˈɯ
карсыз	qɒrsˈɯz
кагалар	qɒʁɒɫˈɑr
ризыгын	rizɯʁˈɯn
уйланам	ujɫɑnˈɑm
тыңлаучыларның	tɯŋɫɑwɕɯɫɑrnˈɯŋ
куркыта	qurqɯtˈɑ
утырттылар	utɯrttɯɫˈɑr
электромонтер	eleqtromontˈer
өемнәре	œemnærˈe
пионерлар	pionerɫˈɑr
тамашачыга	tɒmɒʃɑɕɯʁˈɑ
Әкрен	ækrˈen
атлыйлар	ɒtɫɯjɫˈɑr
хуҗасын	xuʑɑsˈɯn
сыйлану	sɯjɫɑnˈu
Сүнмәс	synmˈæs
җитәкчелекнең	ʑitækɕeleknˈeŋ
температураның	temperɑturɑnˈɯŋ
аерылса	ɒerɯɫsˈɑ
провинциясе	prowintsijæsˈe
комплекслар	qompɫeqsɫˈɑr
көчәеп	kœɕˈeːp
корылмаган	qorɯɫmɑʁˈɑn
канәгатьләндерергә	qɒnæʁɑtʔɫændererɣˈæ
фаҗигасе	fɒʑiʁɑsˈe
аганың	ɒʁɒnˈɯŋ
төзелеше	tœzeleʃˈe
чыгуына	ɕɯʁuɯnˈɑ
Максатым	mɒqsɒtˈɯm
танымыйлар	tɒnɯmɯjɫˈɑr
киендерү	kienderˈy
кылды	qɯɫdˈɯ
пычракларда	pɯɕrɑqɫɑrdˈɑ
Йон	jˈon
Солидарность	soɫidɑrnˈostʔ
шигырендәге	ʃiʁɯrendæɣˈe
Бердәм	berdˈæm
шәһәрем	ʃæhærˈem
дисә	disˈæ
Тәһәүтдинов	tæhæwtdinˈow
теләгемне	telæɣemnˈe
тормышка	tormɯʃqˈɑ
полковник	poɫqownˈik
очкычында	oɕqɯɕɯndˈɑ
Әзербайҗанның	æzerbɑjʑɑnnˈɯŋ
Мөһим	mœhˈim
эшкәртеләчәк	eʃkærtelæɕˈæk
картиналары	qɒrtinɑɫɑrˈɯ
Сөләйманованың	sœlæjmɑnowɑnˈɯŋ
Кызыксынып	qɯzɯqsɯnˈɯp
киерелеп	kierelˈep
булуда	buɫudˈɑ
эстәү	estˈæw
машинаң	mɒʃinˈɑŋ
юанычы	juɑnɯɕˈɯ
асларында	ɒsɫɒrɯndˈɑ
чикле	ɕiklˈe
узам	uzˈɑm
өйрәтелгән	œjrætelɣˈæn
яугыры	jɑwʁɯrˈɯ
повестка	powestqˈɑ
смотры	smotrˈɯ
маддәгә	mɒddæɣˈæ
Бокс	bˈoqs
кичәләре	kiɕælærˈe
хезмәтчеләр	xezmætɕelˈær
ишетәчәк	iʃetæɕˈæk
яңгырсыз	jɑŋʁɯrsˈɯz
Стартка	stɒrtqˈɒ
гаять	ʁɒjˈɑtʔ
уйнаудан	ujnɑwdˈɑn
Гәзитнең	ɣæzitnˈeŋ
хоккейга	xoqqejʁˈɑ
бутала	butɑɫˈɑ
секцияләргә	sektsijælærɣˈæ
җитәме	ʑitæmˈe
файдалана	fɒjdɒɫɑnˈɑ
номерларга	nomerɫɑrʁˈɑ
тәгәри	tæɣærˈi
Уильям	ujɫʔjˈɑm
тренерлар	trenerɫˈɑr
тамчылап	tɒmɕɯɫˈɑp
гарәпләрнең	ʁɒræplærnˈeŋ
уйнаса	ujnɑsˈɑ
китерерлек	kitererlˈek
образга	obrɑzʁˈɑ
алтай	ɒɫtˈɒj
таблицасы	tɒbɫitsɑsˈɯ
пластилиннан	pɫɒstilinnˈɑn
борчылып	borɕɯɫˈɯp
Полтава	poɫtɑwˈɑ
Миргазиян	mirʁɑzijˈæn
туганнарыгыз	tuʁɑnnɑrɯʁˈɯz
би	bˈi
програм	proʁrˈɑm
телләрнең	tellærnˈeŋ
бурычларга	burɯɕɫɑrʁˈɑ
Кореяга	qorejæʁˈɑ
берьеллык	berʔeɫɫˈɯq
куелуга	queɫuʁˈɑ
суктыруда	suqtɯrudˈɑ
Бишкәккә	biʃkækkˈæ
Исемнәр	isemnˈær
кубызына	qubɯzɯnˈɑ
башлауны	bɒʃɫɑwnˈɯ
җанатары	ʑɒnɒtɑrˈɯ
Үзәкне	yzæknˈe
яшьтәшләреннән	jæʃʔtæʃlærennˈæn
бозыклыкны	bozɯqɫɯqnˈɯ
кырда	qɯrdˈɑ
Реформа	reformˈɑ
кылычы	qɯɫɯɕˈɯ
Сарманга	sɒrmɒŋʁˈɑ
агайның	ɒʁɒjnˈɯŋ
итүчәнлеген	ityɕænleɣˈen
талантларны	tɒɫɒntɫɑrnˈɯ
дәүләтләрдән	dæwlætlærdˈæn
кассасында	qɒssɒsɯndˈɑ
шартларының	ʃɒrtɫɒrɯnˈɯŋ
тауны	tɑwnˈɯ
клиникаларга	kliniqɑɫɑrʁˈɑ
сагынган	sɒʁɯŋʁˈɑn
кисәген	kisæɣˈen
Шаһиәхмәтов	ʃɒhiæxmætˈow
