tændt	tˢɛnˀd̥
kold	kʰʌlˀ
hera	heːʁɑ
skulptur	sɡ̊ulb̥tˢuɐ̯ˀ
træn	tˢʁ̥aŋ
nu	nu
kvaj	kʰʋ̥ɑjˀ
bog	b̥ɔˀw
krop	kʰʁ̥ʌb̥
arresterer	ɑɑsd̥eˀɐ
bid	b̥iˀð
kriger	kʰʁ̥iːɐ
lager	læˀɐ
fåfængt	fɔˀfɛŋˀd̥
gemte	ɡ̊ɛmd̥ə
kontor	kʰontˢoɐ̯ˀ
overvågningslisten	ɒʊ̯ɐʋɔʊ̯ˀneŋslesd̥n̩
læste	lɛsd̥ə
syer	syˀɐ̯
euro	ewʁo
pirat	pʰiʁɑːˀd̥
periodisk	pʰeɐ̯ioːˀðisɡ̊
præsens	pʰʁ̥ɛˀsəns
lykønske	løɡ̊ønˀsɡ̊ə
ren	ʁæˀn
tænkte	tˢɛŋˀd̥ə
rhin	ʁiˀn
daniel	d̥æːˀnjəl
køl	kʰøˀl
styr	sd̥yɐ̯ˀ
grejernes	ɡ̊ʁɑjɐnəs
myrde	myɐ̯d̥ə
indianer	ind̥iæˀnɐ
vædder	ʋɛðˀɐ
dybhav	d̥yb̥hɑw
bedare	b̥ed̥ɒˀɒ
landet	lanˀəð
skøge	sɡ̊øːø
samtidig	sɑmtˢiðˀi
afskyelig	ɑwsɡ̊yːˀəli
giv	ɡ̊i
tiest	tˢiːəsd̥
fejde	fɑjd̥ə
sigter	seɡ̊d̥ɐ
knald	kʰnalˀ
japaner	japʰæːˀnɐ
dansken	d̥ansɡ̊ŋ̩
nogensinde	noːənsenə
klæder	kʰl̥ɛːðɐ
forlide	fʌliˀðə
jage	jæːjə
kød	kʰøð
fej	fɑjˀ
rigsdagen	ʁisd̥æˀən
mikael	mikʰæːˀl
tørklæde	tˢɶɐ̯kʰl̥ɛːðə
alskens	alˀsɡ̊n̩s
jomfru	jʌmfʁ̥u
lagde	læː
lærde	læɐ̯ˀd̥ə
uvis	uviˀːs
bryllup	b̥ʁœlʌb̥
hans	hanˀs
tiere	tˢiːɐɐ
rente	ʁand̥ə
kulørt	kʰuløɐ̯ˀd̥
røv	ʁœwˀ
kvartetterne	kʰʋ̥ɑtˢɛd̥ɐnə
drikker	d̥ʁeɡ̊ɐ
odder	ʌðˀɐ
indenlandsk	enn̩lanˀsɡ̊
hyt	hyd̥
smagte	smɑɡ̊d̥ə
ungarer	ɔŋɡ̊ɑːˀɑ
sur	suɐ̯ˀ
blues	b̥lʊəs
usynlighed	usyːnliheðˀ
tomme	tˢʌmə
retterne	ʁɑd̥ɐnə
mødte	møˀd̥ə
falleret	faleːˀɐð
ragouter	ʁɑɡ̊uːˀɐ
orm	oɐ̯ˀm
begynder	b̥eɡ̊ønˀɐ
syv	sywˀ
avl	ɑwˀl
cremen	kʰʁ̥ɛˀmm̩
kokosolie	kʰoːɡ̊osoljə
sav	sæwˀ
blæst	b̥lɛːˀsd̥
mælk	mɛlˀɡ̊
herre	haɐ̯ɐ
tarv	tˢɑwˀ
gråd	ɡ̊ʁɔðˀ
spare	sb̥ɑːɑ
rutebil	ʁud̥əb̥iˀl
løj	lʌjˀ
nødtørft	nøðtˢɶɐ̯fd̥
tørst	tˢɶsd̥
sniksnak	sniɡ̊snɑɡ̊
nyttig	nød̥i
pandekage	pʰanəkʰæːjə
legetøjet	lɑːɪtˢʌjˀəð
fajance	fajɑŋsə
stupid	sd̥upʰiðˀ
jiddisch	jid̥iɕ
røvhul	ʁɶwhɔl
blad	b̥lað
tyskland	tˢysɡ̊lanˀ
dige	d̥iːə
bude	b̥uːðə
dig	d̥ɑj
leven	leːʋn̩
nilen	niˀln̩
elben	ɛlˀb̥m̩
femti	fɛmtˢi
svoger	sʋ̥ɒwˀɐ
lag	læˀj
give	ɡ̊iˀ
børneporno	b̥œɐ̯nəpʰɒːno
brev	b̥ʁæwˀ
ost	ɔsd̥
sigtet	seɡ̊d̥ð̩
spændes	sb̥ɛnəs
hebraisk	heb̥ʁɑːˀisɡ̊
theben	tˢeˀb̥m̩
først	fɶɐ̯sd̥
legetøjet	lɑːɪtˢʌðˀð̩
skabe	sɡ̊æ̝ːbə
tjekkiet	tɕɛkʰiˀəð
spøgte	sb̥øɡ̊d̥ə
gå	ɡ̊ɔˀ
slag	sl̥æˀj
støv	sd̥øˀw
lavet	læːʋəð
erotika	eʁoˀtˢikʰa
brødre	b̥ʁœðʁɐ
kendte	kɛnˀd̥ə
djævelsk	d̥jɛːvəlsɡ̊
kurv	kʰoɐ̯ˀw
angriber	anɡ̊ʁiːˀb̥ɐ
balstyrig	b̥alsd̥yːˀɐ̯i
komposition	kʰʌmpʰosiɕoːˀn
kil	kʰiːˀl
børje	b̥ɶɐ̯jə
kræse	kʰʁ̥æːsə
kvartet	kʰʋ̥ɑtˢɛd̥
hvid	ʋiˀð
bonen	b̥ʌŋˀŋ̩
hamsterne	hɑmˀsd̥ɐnə
hærget	haɐ̯wəð
slippe	sl̥eb̥ə
advare	aðvɑˀɑ
lade	læːðə
åbne	ɔːb̥nə
visdom	viːsd̥ʌmˀ
riste	ʁɛsd̥ə
fortryde	fʌtˢʁ̥yðˀə
fyrre	fyɐ̯ɐ
møg	mʌɪ̯
omsonst	ʌmsʌnˀsd̥
fortalte	fʌtˢalˀd̥ə
zone	soːnɘ
præfiks	pʰʁ̥ɛfeɡ̊s
tolken	tˢʌlˀɡ̊ən
gavnet	ɡ̊ɑwnˀəð
solskoldning	soːlsɡ̊ʌlneŋ
råd	ʁɔðˀ
burdet	b̥uɐ̯d̥əð
lade	la
gebyr	ɡ̊eb̥yɐ̯ˀ
slog	sl̥oˀ
bred	b̥ʁæðˀ
indgang	enɡ̊ɑŋˀ
burde	b̥uɐ̯d̥ə
gave	ɡ̊æːʊ
bumpet	b̥ɔmb̥ð̩
dusin	d̥usiːˀn
korrigere	kʰoɐ̯iɡ̊eːˀɐ
evig	eːʋi
højttaler	hʌjtˢæːlɐ
blive	b̥liːʋə
fakultet	faɡ̊ultˢeˀd̥
magter	mɑɡ̊d̥ɐ
ulovlig	ulɒwˀli
selvlysende	sɛllyːsn̩nə
gives	ɡ̊iːʊs
ombære	ʌmb̥ɛːˀɐ
stræbt	sd̥ʁab̥d̥
takker	tˢɑɡ̊ɐ
abe	æːb̥ə
holdte	hʌlˀd̥ə
tank	tˢɑŋˀɡ̊
cognac	kʰʌnˀjɑɡ̊
værgernes	ʋaɐ̯wɐnəs
karl	kʰæˀl
rimeligt	ʁiːməlid̥
afholdenhed	ɑwhʌlˀənheðˀ
lemmet	lɛmˀð̩
bonussen	b̥oːnusən
bedrive	b̥ed̥ʁiwˀʊ
matrone	matˢʁ̥oːnə
peter	pʰeːˀd̥ɐ
konvoj	kʰʌnvʌjˀ
pate	pʰatˢe
gebrokken	ɡ̊eb̥ʁʌɡ̊ŋ̩
døde	d̥øːðə
maile	mɛjlə
myg	myɡ̊
kugleramme	kʰuːləʁɑmə
opportun	ob̥ɐtˢuːˀn
samtale	sɑmtˢæːlə
blæst	b̥lɛsd̥
lever	lewˀɐ
sværddrager	svæɐ̯d̥ʁɑːwɐ
muldvarper	mulʋɑːb̥ɐ
tanken	tˢɑŋɡ̊ŋ̩
tredivte	tˢʁ̥aðfd̥ə
mejeri	mɑjɐʁiˀ
klæders	kʰl̥ɛːðɐs
falk	falˀɡ̊
tekniker	tˢɛɡ̊niɡ̊ɐ
kuldegysning	kʰuləɡ̊ysneŋ
hule	huːlə
på	pʰɔˀ
presse	pʰʁ̥ɑsə
ny	nyːˀ
eksaminer	ɛɡ̊samiːˀnɐ
olie	oljə
orgasme	ɒːɡæs̬mə
realist	ʁɛalisd̥
selvtægt	sɛltˢɛɡ̊d̥
næb	nɛ̝b̥ˀ
tav	tˢɑwˀ
autoritet	ɑwtˢoɐ̯itˢeːˀd̥
spurgt	sb̥uɐ̯ˀd̥
pålæggene	pʰʌlɛˀɡ̊ənə
mellem	mɛlˀəm
købe	kʰøːb̥ə
mager	mæˀɐ
væde	ʋɛðð̩
stående	sd̥ɔːənə
bryst	b̥ʁœsd̥
syer	syˀɐ
hinder	henˀɐ
link	leŋɡ̊
thukydid	tˢuɡ̊əd̥iðˀ
hamster	hɑmˀsd̥ɐ
italiener	itˢaljɛˀnɐ
diskret	d̥iskʰʁ̥ɛːˀd̥
vejlede	ʋɑjleðˀð̩
narko	nɑːkʰo
søvngænger	sœwnɡ̊ɛŋɐ
kagers	kʰæːɐs
forrådtes	fʌʁɔˀd̥əs
fisker	fesɡ̊ɐ
ribbe	ʁib̥ə
undrede	ɔnd̥ʁɐðə
kælder	kʰɛlɐ
hemmelig	hɛmm̩li
trodsig	tˢʁ̥ʌsi
vejr	ʋɛɐ̯ˀ
oversættelse	ɒwɐsɛd̥l̩sə
gaves	ɡ̊æːʋəs
to	tˢoˀ
smile	smiːˀlə
syntes	syns
tolk	tˢʌlˀɡ̊
skræk	sɡ̊ʁaɡ̊
dulgt	d̥ulˀd̥
cadeau	kʰad̥o
hærgende	haɐ̯wənə
brugbar	b̥ʁuːb̥ɑˀ
såre	sɒːɒ
mafioso	mɑfioːso
mikrobølge	mikʰʁ̥ob̥øljə
spartaner	sb̥ɑtˢæˀnɐ
havet	hæˀwð̩
jubilæum	jub̥ilɛːɔm
frue	fʁ̥uːu
svække	sʋɛɡ̊ə
tvære	tˢʋ̥ɛːɐ
snyde	snyːðə
optrådtes	ʌb̥tˢʁ̥ʌd̥əs
bast	b̥asd̥
jylland	jylanˀ
padde	pʰaðə
tyre	tˢyːɐ
kan	kʰanˀ
husbåd	husb̥ɔːˀð
nøgtern	nøɡ̊tˢaɐ̯ˀn
guldfisk	ɡ̊ulfesɡ̊
koma	kʰoːma
rus	ʁuːˀs
følelse	føːləlsə
men	meːˀn
fandtes	fand̥əs
stakåndet	sd̥ɑɡ̊ʌnˀəð
motor	moːtˢɒ
sund	sɔnˀ
haitiansk	haitˢiæːˀnsɡ̊
est	ɛsd̥
fortsætte	fɒːd̥sɛd̥ə
flere	fleːɐ
forlyde	fɒːlyðð̩
latter	lad̥ɐ
fører	føːɐ
ulden	ulˀən
forbyden	fɒb̥yðˀən
brist	b̥ʁɛsd̥
klædte	kʰl̥ɛːd̥ə
dæmpe	d̥ɛmb̥ə
levere	leveˀɐ
heldig	hɛld̥i
vent	vɛnˀd̥
besøger	b̥esøˀɐ
holder	hʌlˀɐ
misse	misə
gåsepotentil	ɡ̊ɔːsəpʰotˢəntˢiːˀl
flød	fløðˀ
skrævet	sɡ̊ʁɛˀwəð
art	ɑˀd̥
dionysos	d̥ionysʌs
lyse	lyːsə
sjæl	ɕɛˀl
fejle	fɑɪ̯lə
frosset	fʁ̥ɔsð̩
attrå	atˢʁ̥ɔˀ
svare	sʋ̥ɑːɑ
fredelig	fʁ̥æːðəli
berede	b̥eʁæðˀð̩
sagte	sɑɡ̊d̥ə
kræft	kʁ̥æfd̥
joho	jɔhɔʊ̯ˀ
balsamisk	b̥alsæˀmisɡ̊
søgt	søɡ̊d̥
kryster	kʰʁ̥ysd̥ɐ
kristendom	kʰʁ̥ɛsd̥ənd̥ʌmˀ
omgåedes	ʌmɡ̊ɔˀəðəs
holdning	hʌlneŋ
ligt	liɡ̊d̥
amerikaner	ɑmɑikʰæˀnɐ
lobbye	lʌb̥iːˀə
sidde	seðə
fugl	fuu̯ːˀl
gevaldig	ɡ̊evalˀd̥iɡ
lærerne	læːɐnə
nævn	nɛʊ̯ˀn
kolonialisme	kʰolonialismə
gaves	ɡ̊æːʊs
kradse	kʰʁ̥ɑsɘ
aubergine	ob̥æɐ̯ɕiːn̩
reel	ʁɛɛlˀ
grejers	ɡ̊ʁɑjɐs
ordklasse	oɐ̯kʰlasə
tor	tˢoːˀɐ̯
tænkte	tˢɛŋd̥ə
lian	liæːˀn
svin	sʋiˀn
ørken	ɶɐ̯ɡ̊ŋ̩
åre	ɒːɒ
form	fɒːˀm
bragt	b̥ʁɑɡ̊d̥
undtage	ɔntˢæˀ
fordi	fʌd̥iˀ
tap	tˢɑb̥
klæde	kʰl̥ɛˀ
stud	sd̥uˀð
fro	fʁ̥oˀ
nådig	nɔːði
aktivist	ɑɡ̊tˢivisd̥
passiv	pʰasiwˀ
svie	sʋiːə
træls	tˢʁ̥als
stjæler	sd̥jɛːlɐ
vandbakkelse	ʋanb̥ɑɡ̊əlsə
undgå	ɔnɡ̊ɔˀ
tronarving	tˢʁ̥oːnɑːveŋ
hvis	ves
længsel	lɛŋˀsəl
enebær	eːnəb̥æɐ̯
transformer	tʁ̥ɑnsfɒmeɐ̯ˀ
sojaolie	sʌjaoljə
drøn	d̥ʁœ̞ːˀn
buket	b̥ukʰɛd̥
slagne	sl̥æːjnə
slæber	slɛˀb̥ɐ
astma	asd̥ma
bøn	bœnˀ
frikadelle	fʁæɡ̊əd̥ɛlə
tusind	tˢuˀsn̩
sandsten	sansd̥eːˀn
kongerige	kʰʌŋəʁiːə
julefrokost	juːləfʁɔɡ̊ʌsd
øldåse	øld̥ɔːsə
medie	meːˀd̥jə
hjemlig	jɛmli
mellemnavn	mɛləmnɑwˀn
tyrkisk	tˢyɐ̯kʰisɡ̊
super	suˀb̥ɐ
trekke	tˢɹɛɡ̊ə
jul	juˀl
bombe	b̥ɔmb̥ə
imod	imoðˀ
koldbrand	kʰʌlb̥ʁɑnˀ
troede	tˢʁ̥oːð̩ð̩
udlænding	uðlɛnˀeŋ
toksikolog	tˢʌɡ̊sikʰoloːˀ
kunde	kʰɔnə
vippe	veb̥ə
zink	seŋˀɡ̊
bus	b̥us
ugentlig	uːənd̥li
des	d̥is
mørbrad	møɐ̯ˀb̥ʁɑðˀ
hieroglyffer	hioɡ̊lyfɐ
spændt	sb̥ɛnˀd̥
bevæge	b̥evɛˀjə
patéen	pʰatˢeːˀn̩
taber	tˢæːb̥ɐ
nektarin	nɛɡ̊tˢɑʁiːˀn
sirene	siʁɛːnə
ressource	ʁɛsuɐ̯sə
grejets	ɡ̊ʁɑjˀð̩s
os	oːˀs
piv	pʰiwˀ
italiensk	itˢaljeˀnsɡ̊
pik	pʰeɡ̊
indavl	enɑwˀl
jordnøddesmør	joɐ̯nøðəsmœ̞ɐ̯
kubikmeter	kʰub̥iɡ̊meːˀd̥ɐ
klokken	kʰl̥ʌɡ̊ŋ̩
liggendefæ	leɡ̊ənəfɛˀ
loven	lɔwˀn̩
karpe	kʰɑːb̥ə
byg	b̥yɡ̊
udebliver	uːðəb̥liɐ̯ˀ
athenæisk	atˢenɛˀisɡ̊
skib	sɡ̊iwˀ
frimurer	fʁimuːɐ
føle	føːlə
brinten	b̥ʁænˀd̥n̩
dreng	d̥ʁa̝ŋˀ
apropos	apʰʁ̥opʰo
afbilde	awb̥elˀə
dampskib	d̥ɑmb̥sɡ̊iːˀb̥
accenternes	ɑɡ̊sɑŋˀɐnəs
nordisk	noɐ̯d̥isɡ̊
canadier	kʰanæːˀd̥jɐ
afmagt	ɑwmɑɡ̊d̥
jernbane	jaɐ̯nb̥æːnə
unde	ɔnə
indebrændt	enəbʁanˀd
klientel	kʰliəntˢɛlˀ
dør	d̥øːˀɐ̯
flink	fleŋˀɡ̊
feberen	feˀb̥ɐɐn
sjette	ɕɛːdə
te	tˢeːˀ
flaske	fl̥asɡ̊ə
aftale	ɑwtˢæːˀlə
avocado	aʋokʰæːd̥o
styr	sd̥yˀɐ̯
bisætning	b̥isɛd̥neŋ
arbejdsløs	ɑːb̥ɑjd̥sløˀs
krebs	kʰʁ̥ɑb̥s
snavset	snɑwsɘð
oftest	ʌfd̥əsd̥
manke	mɑŋɡ̊ə
tankevækkende	tˢɑŋɡ̊əʋɛɡ̊ənə
spæne	sb̥ɛːnə
tibetansk	tˢib̥ətˢæːˀnsɡ̊
holdende	hʌlnə
flytte	flød̥ə
velkendt	vɛlkʰɛnˀd̥
musket	musɡ̊ɛd̥
spille	sb̥elə
ærgerlig	aɐ̯wli
solgt	sʌlˀd̥
træ	tˢʁ̥æˀ
musikfolk	musiɡ̊fʌlˀɡ̊
bruge	b̥ʁoːo
rødderne	ʁɶðˀɐnə
meget	mɑjd̥
træffer	tˢʁ̥afɐ
svinde	svenə
guldet	ɡ̊ulˀəð
røves	ʁɶːʊs
torv	tˢɒːˀw
lak	lɑɡ̊
medarbejder	mɛðɑːb̥ɑjˀd̥ɐ
trættekær	tˢʁ̥ad̥əkʰɛːˀɐ̯
rugmel	ʁuːmeːˀl
drukne	d̥ʁɔɡ̊nə
kår	kʰɒˀ
værktøjet	vaɐ̯ɡ̊tˢʌðˀð̩
nymodens	nymoˀðɘns
afklæde	ɑwkʰl̥ɛðˀə
oprette	ʌbʁadə
stresse	sd̥ʁɑsə
bedrager	b̥ed̥ʁɑwˀɐ
blåøjet	b̥lʌʌjˀəð
bjørn	b̥jœ̞ɐ̯ˀn
satte	sad̥ə
pander	pʰanə
løvinde	løwenə
kanin	kʰaniˀn
kost	kʰɔsd̥
værdifuld	ʋaɐ̯d̥ifulˀ
pinligst	pʰiːnlisd̥
resonere	ʁæsoneˀɐ
organist	ɒːɡanisd̥
komposition	kʰɔmpʰosiɕoːˀn
ild	ilˀ
ragout'en	ʁɑɡ̊uːˀn̩
svagt	svæˀjd̥
len	leˀn
sine	siːnə
barndom	b̥ɑːnd̥ʌmˀ
spænding	sb̥ɛneŋ
bar	b̥ɑˀ
sprænge	sb̥ʁaŋə
gebrokne	ɡ̊eb̥ʁʌɡ̊nə
taget	tˢæˀjð̩
fulgte	fulˀd̥ə
frænde	fʁɑnə
ordføjning	oɐ̯fʌjneŋ
grine	ɡ̊ʁiːn̩
totale	tˢotˢæːˀlə
jævnstrøm	jɛʊ̯nsd̥ʁɶmˀ
kure	kʰuːɐ
galop	ɡ̊alʌb̥
stæder	sd̥ɛːðɐ
kone	kʰoːnə
kvarte	kʰʋ̥ɑːd̥ə
ellevte	ɛlfd̥ə
apparat	ɑb̥əʁɑːˀd̥
accenten	ɑɡ̊sɛnˀd̥n̩
græskar	ɡ̊ʁɑskʰɑ
træffedes	tˢʁ̥ɑfəðəs
løss	løs
helliget	hɛliið
påmindelse	pʰʌmenˀelsə
fattigdom	fad̥id̥ʌmˀ
musik	musiɡ̊
søge	søːø
syrer	syˀɐ
orientering	ɒiəntˢeːˀɐ̯eŋ
skumme	sɡ̊ɔmə
fagot	faɡ̊ʌd̥
gule	ɡ̊uːl̩
færdsel	faɐ̯ˀsl̩
skred	sɡ̊ʁæð
halm	halˀm
hjælpen	jɛlb̥m̩
nødvendig	nøðʋɛnˀd̥i
vaskemaskine	vasɡ̊əmasɡ̊iːnə
gavnlig	ɡ̊ɑwnli
forråd	fʌʁɔˀð
accent	ɑɡ̊sɑŋ
messehagel	mɛsəhæˀl̩
tabe	tˢæːʊ
forbudte	fɒb̥ud̥ə
absurd	ɑbsuɐ̯ˀd̥
fred	fʁ̥æð
rakte	ʁɑɡ̊d̥ə
metal	metˢal
sara	sɑːʁɑ
erotica	eʁoˀtˢikʰa
uvægerlig	uʋɛˀɐli
frugtbar	fʁ̥ʌɡ̊d̥b̥ɑːˀ
kærtegne	kɛɐ̯tˢɑɪ̯nə
piner	pʰiːˀnɐ
halvandet	halanð̩
yngre	øŋʁɐ
atonal	atˢonæːˀl
hyttes	hyd̥əs
stresse	sd̥ʁɛsə
frost	fʁ̥ʌsd̥
rætoromansk	ʁɛːtˢoʁomæːˀnsɡ̊
ønske	ønsɡə
gulerød	ɡ̊uləʁœðˀ
lampe	lɑmb̥ə
overvægtig	ɒwɐʋɛɡ̊d̥i
sy	syːˀ
dårligste	d̥ɒːlisd̥ə
udsigt	uðseɡ̊d̥
stendød	sd̥eːnd̥øðˀ
indbildning	enb̥ilˀniŋ
græskar	ɡ̊ʁaskʰɑ
færre	faɐ̯ɐ
aubergine	ob̥æɐ̯ɕinː
offentlige	ʌfn̩lii
telt	tˢɛlˀd̥
snebold	sneb̥ʌlˀd̥
hadet	haðˀəd̥
brintbombe	b̥ʁænd̥b̥ɔmb̥ə
værgende	ʋaɐ̯ʊnə
gråne	ɡ̊ʁɔːnə
bære	b̥ɛːɐ
lodden	lʌðn̩
flest	fleˀsd̥
sild	silˀ
blotter	b̥lʌd̥ə
bedrøvet	b̥ed̥ʁœˀʋð̩
krig	kʰʁ̥iˀ
grønsvær	ɡ̊ʁɶnsʋɛɐ̯ˀ
kynisk	kʰyːˀnisɡ̊
fløde	fløðð̩
placere	pʰl̥aseˀɐ
steg	sd̥eˀj
frygtelig	frœɡ̊d̥əli
pigtråd	pʰiɡ̊tˢʁ̥ɔːˀð
flimre	flemʁɐ
ådsel	ʌðˀsəl
værges	ʋaɐ̯wəs
tvært	tˢʋ̥aɐ̯d̥
ytringsfrihed	yd̥ʁeŋsfʁiheðˀ
spærre	sb̥æɐ
medaljon	med̥aljʌŋ
støde	sd̥øðð̩
slaver	slæːʋɐ
krævede	kʰʁ̥æːʋð̩ð̩
kostume	kʰosd̥yːmə
nonne	nʌnə
bregne	b̥ʁɑjnə
himmel	heml̩
tid	tˢiðˀ
røst	ʁœsd̥
tjene	tɕɛːnə
mette	mɛd̥ə
træffe	tˢʁ̥afə
psykisk	syɡ̊isɡ̊
traditionel	tˢʁ̥ɑd̥iɕonɛlˀ
skadefryd	sɡ̊æðð̩fʁ̥yðˀ
monne	mɔnə
hø	heːˀ
a	æːˀ
fashionabel	faɕonæˀb̥əl
brøkdel	b̥ʁœˀɡ̊d̥eˀl
syne	syːnə
skovl	sɡ̊ɒwˀl
ej	ɑj
mave	mæːʋə
bæger	b̥ɛːɐ
arkitekt	ɑɡ̊itˢɛɡ̊d̥
gjalde	ɡ̊jalə
aflevere	ɑʊ̯leʋeːˀɐ
blinke	b̥leŋɡ̊ə
borgmester	b̥ɒmɛsd̥ɐ
streg	sd̥ʁɑjˀ
skyg	sɡ̊yɡ̊
freden	fʁ̥æðˀn̩
vellevned	ʋɛllɛwnð̩
ord	oɐ̯ˀ
overlevende	ɒwɐleːˀvənə
stil	sd̥elˀ
lystig	løsd̥i
astronaut	asd̥ʁonɑwˀd̥
dyrisk	d̥yɐ̯ˀisɡ̊
spæk	sb̥ɛɡ̊
gravsten	ɡ̊ʁɑwsd̥eːˀn
hjælpen	jɛlˀb̥ən
tryne	tˢʁyːnə
lyster	lysd̥ɐ
cyklist	syɡ̊lisd̥
tyran	tˢyʁɑˀn
sørge	sɶɐ̯ʊ
forjætte	fʌjɛd̥ə
brasilien	b̥ʁɑsilˀjən
hente	hɛndə
høde	høðð̩
borde	b̥oːɐ
fremragende	fʁɑmʁɑwˀn̩nə
kandestøber	kʰanəsd̥øːb̥ɐ
brække	b̥ʁaɡ̊ə
værget	ʋaɐ̯wəð
hacke	haɡ̊ə
cicero	sisəʁo
råerne	ʁɔˀɐnə
flydende	flyːðənə
drev	d̥ʁæwˀ
lave	læːʊ
helhest	hɛlhɛsd̥
jævn	jɛwˀn
cowboybukser	kʰɒwb̥ʌjb̥ɔɡ̊sɐ
halvtredsindstyve	haltˢʁ̥æsn̩stˢyːʋə
odør	od̥œːɐ̯
billeder	b̥elðɐ
marker	mɑːɡ̊ɐ
ræddes	ʁaðð̩s
jegs	jɑjs
konservativ	kʰʌnsæɐ̯vatˢiwˀ
filigran	filiɡ̊ʁɑn
sådan	sʌnˀəd
får	fɒˀ
fond	fʌŋ
slugt	sluɡ̊d̥
stort	sd̥oɐ̯ˀd̥
skøder	sɡ̊øːðɐnə
uhyre	uhyˀɐ
drømmekage	d̥ʁɶməkʰaɪ̯ə
ab	ɑb̥
mørbrad	møɐ̯ˀb̥ʁɑ
tov	tˢɒw
rets	ʁɑd̥s
talk	tˢalˀɡ̊
solsikkeolie	soːlseɡ̊əoljə
abonnement	ɑb̥ɔnəmɑŋ
tøve	tˢøːʊ
søhelt	søhɛlˀd̥
nævne	nɛʊ̯nə
kvække	kʰvɛɡ̊ə
skete	sɡ̊eˀd̥ə
køber	kʰøːb̥ɐ
terminologi	tˢæɐ̯minoloɡ̊iːˀ
trosbekendelse	tˢʁ̥oˀsb̥ekʰɛnˀl̩sə
engel	ɛŋəl
brugelig	b̥ʁuːəli
digter	d̥eɡ̊d̥ɐ
leve	leːʊ
tranebær	tˢʁ̥ɑːnəb̥æɐ̯
ordforråd	oɐ̯fʌʁɔˀð
pattedyr	pʰad̥əd̥yɐ̯ˀ
griser	ɡ̊ʁisɐ
belægge	b̥elɛɡə
tyve	tˢyːʋə
omsorg	ʌmsɒːˀw
afpresning	ɑwpʰʁ̥asneŋ
arving	ɑːveŋ
ældste	ɛlˀsd̥ə
producer	pʰʁ̥od̥juːsɐ
rund	ʁɔnˀ
tynd	tˢønˀ
ekstravagant	ɛɡ̊stˢʁ̥ɑvaɡ̊anˀd̥
respektive	ʁæsb̥əɡ̊tˢiːˀvə
hinsides	hensiːðəs
sovs	sɒwˀs
bønne	b̥œnə
teknik	tˢɛɡ̊niɡ̊
avanceret	avɑŋseːˀɐð
retten	ʁɑd̥n̩
forråd	fɒːʁɔðˀ
ødegård	øðð̩ɡ̊ɒˀ
lignelser	liːnəlsɐ
stress	sd̥ʁɛs
lærred	læɐ̯ð̩
laser	læːsɐ
triumf	tʁiɔmˀf
enbenet	eːnb̥eːˀnəð
døbt	d̥øb̥d̥
bødker	b̥øðˀɡ̊ɐ
flødeis	fløːðəiːˀs
mennesker	mɛnn̩sɡ̊ɐ
hærget	haɐ̯ʊð
den	d̥ɛnˀ
kravle	kʰʁ̥ɑwlə
gavn	ɡ̊ɑwˀn
aksel	ɑɡ̊sl̩
doktorerne	d̥ʌɡ̊d̥ɐnə
når	nɒːˀ
cylindrisk	sylenˀd̥ʁisɡ̊
brydes	b̥ʁyðð̩s
gang	ɡɑ̃ɪ̃ˀ
musketer	musɡ̊ətˢeːˀɐ̯
maler	mæːlɐ
kondom	kʰʌnd̥oːˀm
fatamorgana	fatˢamɒɡ̊æːna
lader	læːðɒ
tørstig	tˢɶɐ̯sd̥i
spå	sb̥ɔˀ
odde	ʌðð̩
tråd	tˢʁʌð
unødvendigt	unøðʋɛnˀd̥id̥
hjørne	jœ̞ɐ̯nə
maske	masɡ̊ə
computer	kʰʌmpʰj̊uːd̥ɐ
fest	fɛsd̥
volde	ʋʌlə
fyre	fyːɐ
gad	ɡ̊æðˀ
seer	seːˀɐ
restauranten	ʁɛsd̥oʁɑŋˀŋ̩
koben	kʰoːˀb̥eːˀn
dug	d̥uɡ̊
søndre	sønʁɐ
måneformørkelse	mɔːnəfɒmœ̞ɐ̯ɡ̊əlsə
motivation	motˢivaɕoːˀn
standart	sd̥and̥ɑːˀd̥
bulgarsk	b̥ulɡ̊ɑːˀsɡ̊
hende	henə
skalle	sɡ̊alə
ør	øˀɐ̯
kæreste	kʰɛːɐsd̥ə
sål	sɔːˀl
bedemand	b̥eːðəmanˀ
optræd	ʌb̥tˢʁ̥ɛˀð
sænke	sɛŋɡ̊ə
pigtråd	pʰiɡ̊tˢʁ̥ɔðˀ
vrid	vʁiðˀ
tyfussen	tˢyːfusn̩
rædsom	ʁaðsʌmˀ
jernenes	jaɐ̯ˀnənəs
karnap	kɑnɑb̥
bud	b̥uð
ussel	usəl
halvanden	halanən
stratosfære	sd̥ʁɑd̥osfɛːɐ
kanapé	kʰanapʰeːˀ
a'ernes	æːɐnəs
etage	etˢæˀɕə
forliget	fʌliðˀð̩
kinesisk	kʰinɛsisɡ̊
grådig	ɡ̊ʁɔːði
for	foɐ̯ˀ
ond	ɔnˀ
sømme	sœmə
frygt	fʁ̥œɡ̊d̥
svøben	sʋøːb̥m̩
kakao	kʰakʰæːo
reglen	ʁæˀlən
telefonboks	tˢeləfoːˀnb̥ʌɡ̊s
modig	moːði
ordentlig	ɒːˀd̥ənli
tør	tˢɶɐ̯
