gibraltarski	ɡǐbraltarskiː
speleološki	speleǒloʃki
sjeverac	sjeʋěːrat͡s
nepun	něpun
zacjeljivati	zat͡sjeʎǐːʋati
proročište	prǒrot͡ʃiːʃte
položiti	polǒʒiti
rinuti	rǐnuti
dim	dîm
sistematično	sistemǎtit͡ʃno
rehabilitirati	rexabilitǐːrati
pješačiti	pjeʃǎːt͡ʃiti
karnevalski	karněʋaːlskiː
eskalator	eskǎlaːtor
krparija	krpǎrija
posjekotina	posjekǒtina
besno	bêːsno
ćef	t͡ɕêf
traka	trâka
smešiti	směːʃiti
nasmejati	nasmějati
terli	těrli
hagiografija	xaɡioɡrǎfija
lakovernost	lakoʋěːrnoːst
levakinja	leʋǎkiɲa
slak	slâːk
štitnjača	ʃtǐːtɲat͡ʃa
špil	ʃpîl
proces	prǒt͡ses
kosidba	kǒsidba
fragilan	frâɡiːlan
đakon	d͡ʑâkon
ispitati	ispǐːtati
rascepljivati	rast͡sepʎǐːʋati
nekorisnost	nêkorisnoːst
dvorana	dʋorǎna
rečni	rêːt͡ʃniː
lornjet	lǒrɲet
beskrajno	bêskraːjno
fotka	fôtka
zidni	zîːdniː
iseliti	isěliti
izlizati	izlǐːzati
pladanj	plǎdaɲ
mađar	mǎd͡ʑaːr
tonski	tôːnskiː
izići	ǐziːt͡ɕi
svidjeti	sʋîdjeti
trubadurski	trubǎduːrskiː
haubica	xǎubit͡sa
destrukcija	destrǔkt͡sija
čvarak	t͡ʃʋǎːrak
poljubiti	poʎǔːbiti
usput	ǔspuːt
olib	ǒlib
steon	stêon
scenarij	st͡sěnaːriːj
značajnost	znat͡ʃǎːjnoːst
jazavac	jâzaʋat͡s
antimaterija	antimǎteːrija
ljutnja	ʎǔːtɲa
nakana	nâːkana
prizor	prǐːzor
reinkarnirati	reinkarnǐːrati
onamo	ǒnaːmo
natkriljivati	natkriʎǐːʋati
pretpostavka	prêtpostaːʋka
kroasan	kroǎsaːn
urok	ǔːrok
kontaminacija	kontaminǎːt͡sija
ruten	rǔteːn
pričest	prǐːt͡ʃest
ruda	rǔːda
snalaziti	snǎlaziti
hijena	xijěːna
povjerljiv	poʋjěrʎiʋ
pijanac	pijǎːnat͡s
ingeniozan	înɡenioːzan
lepilo	lěpilo
uslijed	ûslijed
užurbati	ǔʒurbati
tako	tǎkoː
kantonski	kǎntonskiː
božur	bǒʒuːr
vama	ʋâma
šaljivo	ʃǎʎiʋo
zlovolja	zlǒʋoʎa
liliputanski	lilipǔtaːnskiː
krcko	kr̂t͡sko
odvažiti	odʋǎːʒiti
simpatija	simpǎtija
dabrovina	dǎbroʋina
obiteljski	obǐːteʎski
stolnjak	stôːlɲaːk
paleontološki	paleontǒloʃkiː
robot	rôbot
zadarski	zâdarskiː
kisik	kǐsiːk
tenisački	tenǐsaːt͡ʃkiː
promjena	prômjena
devetnaest	deʋětnaeːst
odobrovoljiti	odobroʋǒʎiti
relej	rěleːj
razbojništvo	rǎːzboːjniːʃtʋo
odljutiti	odʎǔːtiti
takt	tâkt
šamija	ʃǎːmija
kupiti	kûpiti
terzija	těrzija
infaman	ǐnfaːman
kultni	kûltniː
neuredno	nêuredno
talasast	talǎsast
rezime	rezǐmeː
dvojiti	dʋǒjiti
oznaka	ôznaka
muž	mûːʒ
uspavljivati	uspaʋʎǐːʋati
nametati	namětati
blud	blûːd
rečnički	rêːt͡ʃniːt͡ʃkiː
snifati	snîfati
telešce	telěʃt͡se
podmititi	podmǐːtiti
kasarna	kǎsaːrna
zločin	zlǒt͡ʃin
plivačica	pliʋǎt͡ʃit͡sa
budoar	budǒaːr
blistati	blǐstati
provedba	prǒʋedba
otpiti	ǒtpiti
škripnuti	ʃkrǐːpnuti
delhi	dêlxi
vešernica	ʋěʃeːrnit͡sa
intrigantan	intriɡǎntan
švedski	ʃʋêdskiː
žlijezda	ʒljěːzda
apsurdnost	ǎpsurdnoːst
najavljivati	najaʋʎǐːʋati
groznica	ɡrǒznit͡sa
doprijeti	dǒprjeːti
pijevac	pijěːʋat͡s
napraviti	napraʋiti
alegorija	aleɡǒrija
štempl	ʃtěmpl
izvršni	ǐzʋrʃniː
pošto	pôʃto
demonologija	demonolǒɡija
smrzavati	smrzǎːʋati
pedesetak	pedesěːtak
umišljen	ǔmiʃʎen
hrabar	xrǎːbar
slamarica	slâmarit͡sa
bezverac	bězʋerat͡s
estetski	ěsteːtskiː
iskrcavati	iskrt͡sǎːʋati
križaljka	krǐːʒaːʎka
trk	tr̂ːk
tajno	tâːjno
izreći	ǐzret͡ɕi
utopija	utǒpija
primjedba	prǐːmjedba
pudl	pǔːdl
ženin	ʒěnin
taljiv	tǎʎiʋ
zalijevati	zalijěːʋati
skladište	sklâdiːʃte
buđenje	bǔːd͡ʑeɲe
severno	sêʋeːrno
grešiti	ɡrěːʃiti
deflacija	deflǎːt͡sija
ustvrditi	ustʋřːditi
tutorstvo	tûːtoːrstʋo
ukočen	ǔkoːt͡ʃen
kapsula	kǎpsula
treperav	trepěraʋ
voditeljica	ʋoditěʎit͡sa
rudlav	rûdlaʋ
krvavo	kr̂ʋaʋo
kratkovid	kratkǒʋid
najamnina	najamnǐna
eparhijski	epǎrxiːjskiː
opovrgnuti	opǒʋrɡnuti
toponimski	topǒnimskiː
feudalac	feudǎːlat͡s
prekriti	prěkriti
nazadan	nǎzadan
luksemburžanin	luksembǔːrʒanin
brajda	brâːjda
nana	nǎːna
ekspresivno	êkspresiːʋno
pregovarački	preɡoʋǎraːtʃkiː
mlečni	mlêːt͡ʃniː
sadržajan	sâdrʒaːjan
glavić	ɡlǎʋiːt͡ɕ
otpustiti	otpǔstiti
obziran	ôbziːran
inertno	iněrtno
nastrano	nǎstrano
egzaktno	ěɡzaktno
slogan	slǒɡaːn
konjugacija	koɲuɡǎːt͡sija
zavideti	zǎːʋideti
urođen	ǔrod͡ʑen
doštampavati	doʃtampǎːʋati
travka	trâːʋka
krater	krǎːter
dika	dîka
pub	pûb
ukrštati	ukřːʃtati
problematično	problemǎtit͡ʃno
vinkl	ʋǐnkl
salvador	sǎlʋaːdor
pozan	pôːzan
hvalevrijedan	xʋǎːleːʋrijeːdan
ruben	rǔben
maramica	mǎramit͡sa
pregrijati	prěɡrijati
prihvatljiv	prixʋǎtʎiʋ
krvnica	kr̂ːʋnit͡sa
samaritanski	samarǐtaːnski
rasipati	rǎsipati
čovekoljubac	t͡ʃoʋekoʎǔːbat͡s
busola	bǔsola
beseda	běseda
rodoslovlje	rôdosloːʋʎe
nisu	nǐːsu
rešavati	reʃǎːʋati
tibet	tǐbet
topiv	tǒpiʋ
vježba	ʋjêʒba
poslovanje	posloʋǎːɲe
vejati	ʋêjati
zasjeniti	zǎsjeniti
podlac	pǒdlat͡s
mezosfera	mezosfěːra
sažaljevati	saʒaʎěːʋati
traumatičan	traumǎtit͡ʃan
prebiti	prěbiti
shvatljiv	sxʋǎtʎiʋ
podbio	pǒdbio
veseliti	ʋesěliti
cejlon	t͡sějloːn
krstjanin	křstjanin
drukčiji	drǔkt͡ʃijiː
slastičar	slǎstit͡ʃaːr
posjetnica	pǒsjetnit͡sa
poručnica	pǒrut͡ʃnit͡sa
ikavski	ǐːkaʋskiː
potopiti	potǒpiti
poboljšavati	poboʎʃǎːʋati
rekonstrukcija	rekonstrǔkt͡sija
krampati	krǎmpati
mjerilac	mjêrilat͡s
svojevoljno	sʋôjeʋoːʎno
cista	t͡sîsta
razmijeniti	razmjěːniti
imenski	îmenskiː
kuloar	kulǒaːr
novosađanin	noʋǒsadʑanin
ždrebati	ʒdrěːbati
epir	ěpiːr
hortikultura	xortikultǔːra
zažaliti	zǎʒâliti
svagdašnji	sʋǎɡdaʃɲiː
izvorni	ǐzʋoːrniː
pobjednik	pǒbjedniːk
angažirati	anɡaʒǐːrati
pravoslavlje	prâʋoslaːʋʎe
prvak	přʋaːk
čelo	t͡ʃělo
pogasiti	poɡǎːsiti
egoističan	eɡoǐstit͡ʃan
pljuvač	pʎǔʋaːt͡ʃ
poduzeće	poduzet͡ɕe
fatalan	fâtaːlan
prah	prâːx
razrušiti	rǎzruʃiti
zavisiti	zǎːʋisiti
tobolac	tǒbolat͡s
strpljivost	střpʎiʋoːst
modernizam	modernǐzam
nepušačica	nepuʃǎt͡ʃit͡sa
branka	brâːnka
pijesak	pijěːsak
barakuda	barakǔːda
mahnuti	mǎːxnuti
brokat	brǒkaːt
plaća	plǎːt͡ɕa
berlinac	berlǐːnat͡s
musti	mûsti
suzdržavati	suzdrʒǎːʋati
zaželjeti	zaʒěʎeti
židovski	ʒǐdoʋskiː
boranija	borǎnija
natjerati	nǎtjerati
zadak	zâdak
crnokošuljaš	t͡srnokoʃǔʎaːʃ
prosperitet	prosperǐteːt
dok	dôk
samobitan	sâmobiːtan
predočavati	predot͡ʃǎːʋati
sarajka	sǎraːjka
idealno	îdeaːlno
krajem	krâjem
litoralan	lîtoraːlan
hrskav	xr̂skaʋ
prditi	přditi
glupav	ɡlûpaʋ
efendija	efěndija
neprihvatljiv	neprixʋǎtʎiʋ
rumen	rûmeːn
dokazivati	dokazǐːʋati
obješenica	objeʃěnit͡sa
sintetizirati	sintetizǐːrati
rukometaš	rukomětaːʃ
knežev	knêːʒeʋ
dževahir	d͡ʒeʋǎːxir
opozivati	opozǐːʋati
rvački	řʋaːt͡ʃkiː
zlikovac	zlîkoʋat͡s
antisocijalistički	antisot͡sijalǐstit͡ʃkiː
prikupljati	prikǔːpʎati
pripovjedač	pripoʋjědaːt͡ʃ
glista	ɡlǐːsta
neoboriv	neobǒriʋ
nudist	nǔdist
zrakast	zrâkast
šparhet	ʃpǎrxet
vrhunski	ʋřxuːnskiː
obnavljati	obnǎːʋʎati
anđelski	âːnd͡ʑelskiː
odlučiti	odlǔːt͡ʃiti
shrvati	sxřʋati
durašan	dûraːʃan
posluga	pôsluɡa
tipkovnica	tipkǒːʋnit͡sa
cepkati	t͡sêpkati
izgovor	îzɡoʋoːr
ambivalentan	ambiʋǎlentan
konsekutivan	kônsekutiːʋan
roditi	rǒditi
naum	nǎum
za	za
jastučni	jǎstut͡ʃniː
učiniti	ut͡ʃǐniti
suša	sûːʃa
kćerka	kt͡ɕěːrka
biće	bǐːt͡ɕe
korabalj	kôraːbaʎ
madras	mǎdras
predujam	predǔːjam
bezvlašće	bězʋlaːʃt͡ɕe
nezdravo	nězdraʋo
paginirati	paɡinǐːrati
placenta	plǎt͡seːnta
razmak	rǎːzmak
beč	bêːt͡ʃ
mesnat	měsnat
gnjevan	ɡɲěːʋan
pobuda	pôbuda
horizontalan	xôrizontaːlan
jednodijelni	jêdnodjeːlniː
tuka	tûka
sindikalizam	sindikalǐzam
ključati	kʎǔt͡ʃati
telegrafski	telěɡrafskiː
trepnuti	trêpnuti
svjećar	sʋjět͡ɕaːr
mušičavost	mǔʃit͡ʃaʋoːst
ćevap	t͡ɕěʋaːp
promeniti	proměːniti
opaziti	ǒpaziti
nogomet	nôɡomeːt
krasički	krâsit͡ʃkiː
tihomir	tîxomiːr
specijalan	spêt͡sijaːlan
sustanarka	sûstanaːrka
defile	defǐleː
himbenost	xîmbenoːst
oglobiti	oɡlǒbiti
korektan	kǒrektan
maraka	mâraːkaː
obelisk	obělisk
teatar	teǎːtar
sjevernjača	sjeʋěːrɲat͡ʃa
rečitost	rět͡ʃitoːst
štovati	ʃtǒʋati
animacija	animǎːt͡sija
koketan	kǒketan
dominantan	dominǎntan
nagurati	naɡǔːrati
neprekidnost	neprekǐːdnoːst
kremirati	kremǐːrati
jadikovati	jǎdikoʋati
impresivno	împresiːʋno
čvrstina	t͡ʃʋrstǐna
krnjiti	křːɲiti
efemernost	efeměːrnoːst
advokat	adʋǒkaːt
preštampavati	preʃtampǎːʋati
sokak	sǒkaːk
krvnički	kr̂ːʋnit͡ʃkiː
prometej	promětej
krhati	kr̂xati
svukud	sʋûkud
egipatski	ěɡipatskiː
talisman	talǐsmaːn
imanentan	imaněntan
fiksan	fîksan
pristojba	prǐːstojba
nepristupačan	nêpristupaːt͡ʃan
neljubazan	nêʎubaːzan
brodski	brǒdskiː
šiler	ʃǐler
ponestajati	poněstajati
muški	mûʃkiː
naljutiti	naʎǔːtiti
pluralistički	pluralǐstit͡ʃki
kaiš	kǎiʃ
srednjovekovni	sredɲoʋěkoːʋniː
zloća	zlǒt͡ɕa
birački	bǐraːt͡ʃkiː
proso	prôso
rugalački	rǔːɡalat͡ʃki
mušičav	mǔʃit͡ʃaʋ
hvalospjev	xʋâlospjeːʋ
slonovski	slǒnoʋski
pariz	pǎriːz
krasena	krǎsena
isključiv	iskʎǔt͡ʃiʋ
pneumatologija	pneumatolǒɡija
kurdski	kûrdski
originalno	ôriɡinaːlno
prekjučer	prêkjut͡ʃeːr
oda	ǒːda
pržiti	pr̂ʒiti
bombarder	bombǎrdeːr
uvećati	uʋět͡ɕati
bezbojnost	bêzboːjnoːst
koromač	korǒmaːt͡ʃ
nov	nôʋ
dotiskivati	dotiskǐːʋati
radikal	radǐkaːl
projekt	prǒjekt
čađ	t͡ʃâːd͡ʑ
bifora	bǐfora
nesvjestan	něsʋjestan
zabrinut	zǎbrinuːt
svrab	sʋrâːb
odbiti	ǒdbiti
sargaški	sǎrɡaʃkiː
naročito	nǎːrot͡ʃito
mesar	mesar
planinar	planǐnaːr
kromirati	kromǐːrati
dževajir	d͡ʒeʋǎːjir
tunižanin	tunǐːʒanin
raspetljavati	raspetʎǎːʋati
buntovan	bûntoːʋan
muftija	mǔftija
razglabati	razɡlǎːbati
odletjeti	odlětjeti
brezovica	brêzoʋit͡sa
kvariti	kʋǎːriti
boca	bôt͡sa
bugarska	bûɡarska
hipnoza	xipnǒːza
trofejni	trǒfeːjniː
jaltski	jâːltskiː
jagma	jǎɡma
hihotati	xixǒtati
štih	ʃtîx
penzioner	penziǒneːr
povisok	pôʋisok
križarski	krǐʒaːrskiː
gorčina	ɡort͡ʃǐna
finalni	fǐnaːlniː
podnaslov	podnǎːsloʋ
drek	drêk
kolo	kôlo
otkazati	otkǎːzati
paradoksalan	pâradoksaːlaːn
sukobiti	sukǒbiti
kobac	kǒːbat͡s
badem	bǎːdem
strana	strǎːna
lečnik	lêːt͡ʃniːk
tjesnac	tjěsnat͡s
usporedba	ûsporedba
materijal	materǐjaːl
prozor	prǒːzor
dika	dǐːka
narkotik	narkǒtik
nastojati	nǎːstojati
patnik	pâtniːk
neman	nêmaːn
naročit	nǎːrot͡ʃit
svinja	sʋǐːɲa
neosetljivo	neosětʎiʋo
štoviše	ʃtǒʋiʃe
zastupati	zastǔːpati
minđuša	mǐnd͡ʑuʃa
jednostran	jednǒstran
prijekor	prjěːkor
rigor	rîɡor
top	tôp
kompenzacija	kompenzǎːt͡sija
prvotno	přʋotno
ambalaža	ambalǎːʒa
k	k
prodavnica	prǒdaʋnit͡sa
zaokruživati	zaokruʒǐːʋati
flaša	flâʃa
levičar	lěʋit͡ʃaːr
nejestiv	nejěstiʋ
potaknuti	potǎknuti
kopča	kôpt͡ʃa
graciozan	ɡrât͡sioːzan
srpstvo	sřpstʋo
zaleđivati	zaled͡ʑǐːʋati
šnaps	ʃnâps
zaplivati	zǎpliʋati
apolon	apǒloːn
honved	xǒnʋed
razodenuti	razǒdenuti
križevci	krǐːʒeːʋt͡si
komanda	kǒmaːnda
rasteretiti	rastěretiti
ljudeskara	ʎuděskara
gubav	ɡûbaʋ
krivotvoriti	kriʋotʋǒriti
intonacija	intonǎːt͡sija
čiji	t͡ʃǐjiː
pokorno	pôkoːrno
bog	bôːɡ
tepsija	těpsija
košćela	kǒʃt͡ɕela
postavljati	pǒstaʋʎati
bratstvo	brǎtstʋo
čap	tʃâp
hijeroglif	xijerǒɡliːf
pitati	pǐːtati
pričica	prîːt͡ʃit͡sa
polje	pôʎe
haos	xâos
kutija	kǔtija
nadeđa	nǎded͡ʑa
mečka	mêt͡ʃka
segment	sěɡment
sveukupan	sʋeǔkupan
kapljica	kâpʎit͡sa
koštunjavac	koʃtǔɲaʋat͡s
ana	âna
efekt	ěfekt
opisivati	opisǐːʋati
privići	prǐʋit͡ɕi
tajna	tâːjna
bahato	bǎxato
spoznati	spǒznati
palatal	palǎtaːl
zapažati	zapǎːʒati
autorizacija	autorizǎːt͡sija
šokac	ʃǒkat͡s
aforizam	aforǐzam
impersonalan	împersonaːlan
senovit	senǒʋit
osmina	osmǐna
nerazuman	nêrazuːman
ovisnost	ǒʋisnoːst
zavući	zǎʋuːt͡ɕi
nedruštven	nědruʃtʋen
napuniti	nǎpuniti
šav	ʃâʋ
či	tʃi
zabaviti	zǎbaʋiti
armenski	ǎrmeːnskiː
menjačnica	měɲaːt͡ʃnit͡sa
bušiti	bǔːʃiti
naseljenik	naseʎěniːk
iskititi	ǐskititi
pokrajinski	pǒkrajiːnskiː
kolektivno	kôlektiːʋno
staklenka	stǎkleːnka
urezati	ǔrezati
postupan	pǒstupan
nesnosno	něsnosno
sukladno	sǔkladno
pozdravni	pôzdraːʋniː
viljuška	ʋǐʎuʃka
brač	brâːt͡ʃ
ermenija	ěrmeːnija
odjeljivati	odjeʎǐːʋati
skupocjen	skupǒt͡sjen
kolumbija	kolǔmbija
senegal	sêneɡaːl
kravljak	krâʋʎaːk
otpuštati	otpǔːʃtati
kostimografski	kostimǒɡrafskiː
šverc	ʃʋêrt͡s
ljevak	ʎěʋaːk
posve	pǒsʋe
šeherezada	ʃexerezǎːda
trun	trûːn
obrukati	ǒbrukati
navodnik	nǎːʋodniːk
prisluškivati	prisluʃkǐːʋati
proniknuti	prǒniknuti
kronologija	kronolǒɡija
predaja	prêdaja
unijeti	ǔnjeːti
tračerski	trât͡ʃerski
šlag	ʃlâːɡ
botanički	botǎnit͡ʃkiː
surutka	sûrutka
iskorjenitelj	iskorjěniteʎ
hiperbola	xipěrbola
čađaviti	t͡ʃâd͡ʑaʋiti
divljina	diʋʎǐna
laštiti	lǎʃtiti
ugrejavati	uɡrejǎːʋati
turbina	turbǐːna
vjerodostojnost	ʋjerodostǒːjnoːst
uviđavan	ûʋid͡ʑaːʋan
snajperist	snajpěrist
obuka	ôbuka
preraspodela	prerǎspodela
bestidnički	běstidnit͡ʃkiː
jezgro	jěːzɡro
sačekati	sǎt͡ʃekati
konačište	kǒnat͡ʃiːʃte
urediti	urěːditi
orkan	ǒrkaːn
zamotuljak	zamotǔːʎak
baviti	bâʋiti
nadopunjavati	nadopuɲǎːʋati
analoški	anǎloʃki
plašt	plâːʃt
policijski	polǐt͡siːjskiː
preporučivati	preporut͡ʃǐːʋati
žrtva	ʒr̂tʋa
proreći	prǒret͡ɕi
autsajder	autsǎjder
sumeranin	suměːranin
elastičan	elǎstit͡ʃan
glasačica	ɡlasǎt͡ʃit͡sa
mestimičan	městimit͡ʃan
kod	kôd
tibetanski	tibětaːnskiː
bezmalo	bězmalo
kooperacija	kooperǎːt͡sija
prizmatičan	prizmǎtit͡ʃan
frigati	frîɡati
kontejner	kontějner
stabilizacija	stabilizǎːt͡sija
enciklopedijski	entsiklopěːdiːjski
promisliti	prǒmisliti
šupak	ʃǔːpak
trpeljivo	trpěʎiʋo
kračunati	krat͡ʃǔnati
rožnat	rǒʒnat
zapovijedati	zapoʋjěːdati
boemka	bǒeːmka
samurovina	samǔroʋina
maskulinizam	maskulinǐzam
uručivati	urut͡ʃǐːʋati
bakteriolog	bakteriǒloɡ
glicerin	ɡlit͡sěriːn
tapiserija	tapisěrija
begunac	beɡǔːnat͡s
sposobnost	sposǒːbnoːst
smiriti	smǐːriti
reprezentacija	reprezentǎːt͡sija
abesinski	aběsinskiː
čvor	t͡ʃʋôːr
radijator	radǐjaːtor
pilence	pilěːnt͡se
mali	mâːli
trojstvo	trǒːjstʋo
zbližiti	zblǐːʒiti
ekstenzivan	êkstenziːʋan
skuvati	skûxati
ašenbeher	ǎʃenbexer
tradicionalan	trâdit͡sionaːlan
gucnuti	ɡût͡snuti
plan	plâːn
razoran	rǎːzoːran
mistično	mǐstit͡ʃno
kontinentalan	kôntinentaːlan
kamion	kamǐoːn
jordanac	jordǎːnat͡s
salezijanski	salezǐjaːnski
nekuda	nêkuda
psihopatologija	psixopatolǒɡija
mušketir	muʃkětiːr
kola	kôla
šarati	ʃǎːrati
humus	xǔːmus
okusni	ǒkusniː
nenadmašiv	nenadmǎʃiʋ
raga	râɡa
istosmjerno	îstosmjeːrno
zelot	zěloːt
uključenost	ǔkʎuːt͡ʃenoːst
muštrati	mûʃtrati
analoški	anǎloʃkiː
dendrologija	dendrolǒɡija
svadljivac	sʋǎdʎiʋat͡s
špicbart	ʃpît͡sbaːrt
lično	lît͡ʃno
zvocati	zʋôt͡sati
priseći	prǐseːt͡ɕi
pokušavati	pokuʃǎːʋati
ugibati	uɡǐːbati
nikako	nîkaːko
staklo	stǎklo
sastavljati	sǎstaʋʎati
ozdo	ǒzdoː
trogodišnjak	troɡǒdiʃɲaːk
krevetina	krěʋetina
šina	ʃîna
laziti	lâziti
most	môːst
osica	ǒsit͡sa
brijati	brîjati
učenik	ût͡ʃeniːk
bič	bît͡ʃ
zaraza	zâːraza
materinji	mâteriɲiː
naturalizam	naturalǐzam
zakonik	zǎːkoniːk
podmitljivost	podmǐtʎiʋoːst
ploviti	plǒʋiti
beščastan	běʃt͡ʃastan
loj	lôːj
zambija	zǎmbija
ishabati	ǐsxabati
švabo	ʃʋǎːbo
očaravati	ot͡ʃarǎːʋati
tajvan	tâjʋaːn
udarnički	ǔdaːrnitʃkiː
pazariti	pazǎːriti
žut	ʒûːt
popratni	pǒpratniː
kompletan	kǒmpletan
vučji	ʋût͡ʃjiː
negovatelj	neɡǒʋateʎ
zaručnik	zǎːrut͡ʃniːk
sjedati	sjêdati
licemjeran	lît͡semjeːran
uviđavnost	uʋid͡ʑǎːʋnoːst
amfiteatralan	amfitěatraːlan
krstina	křstina
diktatorka	dǐktaːtoːrka
poslužitelj	poslǔʒiteʎ
ilegalnost	ileɡǎːlnoːst
nerešen	něreːʃen
zaslužba	zǎːsluʒba
irac	ǐːrat͡s
onečišćenost	onět͡ʃiʃt͡ɕenoːst
marljiv	mǎrʎiʋ
tabakera	tabakěːra
skrupulozno	skrûpuloːzno
zasluga	zâːsluɡa
nečitljiv	net͡ʃǐtʎiʋ
natječaj	nâtjet͡ʃaːj
autsajderski	autsǎjderski
finalist	finǎlist
odlučujući	odlǔt͡ʃujuːt͡ɕiː
azijac	azǐːjat͡s
skunjiti	skǔːɲiti
melodično	melǒdit͡ʃno
ovladati	oʋlǎːdati
abnormalan	âbnormaːlan
fakirski	fǎkiːrski
kolica	kolǐːt͡sa
upadati	ǔpadati
kvark	kʋârk
im	im
sumnjivac	sǔmɲiʋat͡s
ugled	ûɡleːd
sledeći	slědeːt͡ɕiː
neustrašiv	neustrǎʃiʋ
promicati	prǒmit͡sati
probaviti	prǒbaʋiti
žbunje	ʒbûːɲe
železan	ʒělezan
romantičarka	romǎntit͡ʃaːrka
sapunarstvo	sapunǎːrstʋo
portugalski	pôrtuɡaːlskiː
muharem	muxǎrem
jektika	jěktika
neoporeziv	neoporěziʋ
interesantan	interesǎntan
uključivo	ukʎǔt͡ʃiʋo
sol	sôːl
sažimati	sǎʒimati
kolnik	kôːlniːk
njok	ɲôk
čokolada	t͡ʃokolǎːda
aerodinamički	aerodinǎmit͡ʃkiː
poginuti	pǒɡinuti
ribiz	rîbiːz
leksikološki	leksikǒloʃki
manastir	mânastiːr
hijerarhija	xijerǎrxija
lj	ʎ
glinovit	ɡlinǒʋit
vrijedan	ʋrjěːdan
križišni	krîʒiːʃniː
snošljivo	snǒʃʎiʋo
iskidati	iskǐːdati
povesti	pǒʋesti
grudnjak	ɡrûːdɲaːk
termopile	termǒpile
unija	ûːnija
razdvojenost	rǎzdʋoːjenoːst
zoran	zǒran
pucati	pûtsati
kečka	kêt͡ʃka
turkijski	tǔrkiːjskiː
deveti	dêʋeti
nepremostiv	nepremǒstiʋ
kandilo	kǎndilo
ćelavost	t͡ɕêlaʋoːst
kifla	kǐːfla
nosni	nǒsniː
bubašvaba	bubaʃʋǎːba
misionar	misiǒnaːr
skidati	skǐːdati
opravdan	ǒpraːʋdaːn
usud	ǔsud
građanka	ɡrâd͡ʑaːnka
usporiti	uspǒriti
krevetac	kreʋěːtat͡s
nesebičnost	nêsebit͡ʃnoːst
zupčanik	zupt͡ʃǎniːk
logičan	lǒɡit͡ʃan
koristiti	kǒristiti
sugestivno	sûɡestiːʋno
pijanistica	pijǎnistit͡sa
sredozemni	srêdozeːmniː
gnajs	ɡnâjs
uvećavati	uʋet͡ɕǎːʋati
opresija	oprěsija
prizemlje	prǐːzeːmʎe
familija	fǎmiːlija
izjelica	ǐzjelit͡sa
rafinirati	rafinǐːrati
ođe	ǒːd͡ʑe
ambasadorski	ambǎsaːdorski
odlamati	odlǎːmati
šmirvuršt	ʃmîːrʋurʃt
poznatost	pôznaːtoːst
zameniti	zaměːniti
šukati	ʃûkati
krivoverstvo	kriʋǒʋeːrstʋo
šlajdrati	ʃlâːjdrati
prizvati	prǐzʋati
berlin	běrliːn
neđe	nêd͡ʑe
pregib	prěːɡib
distinktivno	dîstinktiːʋno
zubnousneni	zubnoǔsneniː
turčin	tǔrt͡ʃiːn
reformator	refǒrmaːtor
diskriminacija	diskriminǎːt͡sija
neizbježan	nêizbjeːʒan
legitiman	lêɡitiːman
demokratija	demokrǎːtija
kanađanin	kanǎːd͡ʑanin
tirkiz	tǐrkiːz
čuđenje	t͡ʃûd͡ʑeːɲe
savjet	sǎːʋjet
pretvorivost	pretʋǒriʋoːst
lupeštvo	lǔːpeʃtʋo
zovem	zǒʋem
kajgana	kâjɡana
neskromnost	něskromnoːst
oporavak	opǒraʋak
smejati	smějati
svjetionik	sʋjetiǒniːk
relevantno	releʋǎntno
ju	ju
vojevati	ʋojěʋati
štafelaj	ʃtafělaj
zakon	zǎːkon
bankroter	bankrǒteːr
istrijebiti	istrjěːbiti
krvnički	kr̂ːʋnit͡ʃki
kinderbet	kǐnderbet
regulativan	rêɡulatiːʋan
tašto	tâʃto
betonski	bětoːnskiː
zrnatost	zřnatoːst
govor	ɡôvoːr
ćilimara	t͡ɕilǐmara
astrolog	astrǒloɡ
nepoderiv	nepoděriʋ
bukov	bǔkoʋ
mukte	mûkteː
trijem	trijêːm
ilovast	ǐloʋast
atena	atěːna
seizmograf	seizmǒɡraf
razdraženost	rǎzdraːʒenoːst
anglosaksonski	anɡlosǎksoːnskiː
aperitiv	aperǐtiːʋ
krivotvorina	kriʋotʋǒrina
povećavati	poʋet͡ɕǎːʋati
populacija	populǎːt͡sija
kist	kîst
čifutin	t͡ʃǐfutin
pozornik	pǒːzoːrniːk
posustati	posǔstati
rukopisni	rûkopiːsniː
bezvjeran	bězʋjeːran
opraštati	oprǎːʃtati
tica	tît͡sa
zabadati	zabǎːdati
poduka	pôduka
nesavladiv	nesaʋlǎdiʋ
faktično	fǎktit͡ʃno
krmčić	křmt͡ʃit͡ɕ
fonem	fǒneːm
zanimljivost	zanǐmʎiʋoːst
biolog	biǒloɡ
procena	prôt͡sena
češka	t͡ʃêʃkaː
naredni	nǎːredniː
bilderski	bîlderskiː
zakletva	zǎːkletʋa
iznuda	îznuda
vitalan	ʋîtaːlan
binarni	bǐnaːrniː
nosorog	nôsoroɡ
sinuti	sǐːnuti
rmpalija	r̂mpalija
dokument	dokǔment
kriknuti	krǐːknuti
beduin	bedǔiːn
bocvana	bot͡sʋǎna
glavnica	ɡlǎʋnit͡sa
klimakterijski	klimǎkteːriːjski
grozovit	ɡrozǒʋit
poseći	pǒset͡ɕi
štetno	ʃtêtno
nabildati	nǎbildati
mekšati	měkʃati
bočica	bôt͡ʃit͡sa
puštati	pǔːʃtati
rješenje	rjeʃěːɲe
zemaljac	zemǎːʎat͡s
