سىستېمىسى	sˌɪstemˈɪsɪ
چۈشەندۈرۈپ	t͡ʃˌyʃændˈyɾyp
تۈرمىگە	tyrmˈɪɡæ
ئۇنىڭدا	unˈɪŋdɑ
ئاياللارغا	ˌɑjɑllˈɑrʁɑ
ئەيسا	ˈæjsɑ
ئارتۇق	ˈɑrtuq
ئۆستۈرۈلىدۇ	ˌœstyɾylˈɪdu
ئەگەر	ˈæɡær
ئۆتۈشكە	œtˈyʃkæ
بولىدۇ	bolˈɪdu
شېھىت	ʃˈehɪt
مەنزىرىسى	mˌænzɪɾˈɪsɪ
مالىك	mˈɑlɪk
چۈشۈپ	t͡ʃˈyʃyp
ئىجارىگە	ˌɪd͡ʒɑɾˈɪɡæ
رەھمەت	rˈæhmæt
مەسىلىلەرگە	mˌæsɪlɪlˈærɡæ
كەچتە	kˈæt͡ʃtæ
ئولتۇرۇپ	oltˈuɾup
پەسىل	pˈæsɪl
ئاتىلىدۇ	ˌɑtɪlˈɪdu
مەكتەپلەر	mæktˈæplær
خەنسۇ	χˈænsu
زىياننى	zɪjˈɑnnɪ
دىيارىدىكى	dˌɪjɑɾɪdˈɪkɪ
يامغۇر	jˈɑmʁur
يىللارغا	jɪllˈɑrʁɑ
ئۆزىنىڭ	œzˈɪnɪŋ
يېزىلىدۇ	jˌezɪlˈɪdu
دۆلىتىنى	dˌœlɪtˈɪnɪ
ئالغۇچى	ɑlʁˈut͡ʃɪ
قىزغا	qˈɪzʁɑ
جۈمە	d͡ʒˈymæ
ھادىسىسى	hˌɑdɪsˈɪsɪ
ۋەتەنگە	wætˈænɡæ
بەلگىلەش	bælɡˈɪlæʃ
نەزىر	nˈæzɪr
خەنسۇلار	χænsˈulɑr
ياشلىرى	jɑʃlˈɪɾɪ
چېچىنى	t͡ʃet͡ʃˈɪnɪ
شەرقىي	ʃˈærqɪj
شەخىس	ʃˈæχɪs
چىقىدۇ	t͡ʃɪqˈɪdu
قايناق	qˈɑjnɑq
خەلق	χˈælq
قوللىنىش	qollˈɪnɪʃ
ئالماشتۇرۇپ	ˌɑlmɑʃtˈuɾup
ئۆتكەن	ˈœtkæn
زىرە	zˈɪɾæ
تاكى	tˈɑkɪ
قېلىشتىن	qelˈɪʃtɪn
مەخپىي	mˈæχpɪj
قالىمىز	qɑlˈɪmɪz
دېگەندەك	deɡˈændæk
تۇرۇۋاتقان	tˌuɾuwˈɑtqɑn
نۆۋەت	nˈœwæt
تەرتىپ	tˈærtɪp
ئاساسلىقى	ˌɑsɑslˈɪqɪ
بۈگۈن	bˈyɡyn
پىششىق	pˈɪʃʃɪq
سالماقنى	sɑlmˈɑqnɪ
خانلىق	χˈɑnlɪq
بىئولوگىيە	bˌɪoloɡˈɪjæ
مەملىكەت	mæmlˈɪkæt
ئائىلىگە	ˌɑɪlˈɪɡæ
زېمىنى	zemˈɪnɪ
بىراق	bˈɪɾɑq
سىرتقا	sˈɪrtqɑ
يان	jˈɑn
يالغۇز	jˈɑlʁuz
توپلىغان	toplˈɪʁɑn
بايقالغان	bɑjqˈɑlʁɑn
توغرا	tˈoʁrɑ
قارىشىنى	qˌɑɾɪʃˈɪnɪ
جايلاردىكى	d͡ʒˌɑjlɑrdˈɪkɪ
ھورمۇن	hˈormun
ئۆسۈملۈكنىڭ	ˌœsymlˈyknɪŋ
باقايلى	bɑqˈɑjlɪ
بىرىدۇ	bɪɾˈɪdu
ئويلىغان	ojlˈɪʁɑn
كىرگەندە	kɪrɡˈændæ
خاڭگۇڭ	χˈɑŋɡuŋ
ئۇچ	ˈut͡ʃ
قىسمىدا	qɪsmˈɪdɑ
قالمىغان	qɑlmˈɪʁɑn
يار	jˈɑr
كۈچكە	kˈyt͡ʃkæ
تۈرگە	tˈyrɡæ
ئادا	ˈɑdɑ
مەزمۇن	mˈæzmun
كۆرۈنەرلىك	kˌœɾynˈærlɪk
نارازى	nɑɾˈɑzɪ
ئەجدادلىرىمىز	ˌæd͡ʒdɑdlɪɾˈɪmɪz
باشتا	bˈɑʃtɑ
ئىجابىي	ɪd͡ʒˈɑbɪj
قەھرىمان	qæhrˈɪmɑn
ئۈچ	ˈyt͡ʃ
قارى	qˈɑɾɪ
بېرىدىغان	bˌeɾɪdˈɪʁɑn
پىشىپ	pˈɪʃɪp
ئىشتىن	ˈɪʃtɪn
ھىجرەت	hˈɪd͡ʒræt
قالدۇرغان	qɑldˈurʁɑn
ئۇسۇل	ˈusul
ئەتراپتىكى	ˌætrɑptˈɪkɪ
دېگەنلىكتۇر	dˌeɡænlˈɪktur
مەزگىللەردە	mˌæzɡɪllˈærdæ
خەتەرلىك	χætˈærlɪk
ئى	ˈɪ
شىنجاڭدا	ʃɪnd͡ʒˈɑŋdɑ
ھەرىكەتكە	hˌæɾɪkˈætkæ
شائىر	ʃˈɑɪr
مەخسۇس	mˈæχsus
شىمال	ʃˈɪmɑl
زۇلۇم	zˈulum
چامغۇر	t͡ʃˈɑmʁur
ئامېرىكىدىكى	ˌɑmeɾˌɪkɪdˈɪkɪ
قايتىپ	qˈɑjtɪp
يېقىملىق	jeqˈɪmlɪq
باغلىق	bˈɑʁlɪq
نازارەت	nɑzˈɑɾæt
قورالى	qoɾˈɑlɪ
مۇۋاپىق	muwˈɑpɪq
مىڭدىن	mˈɪŋdɪn
كېسىم	kˈesɪm
ئۆلكىسى	œlkˈɪsɪ
سۈرىدۇ	syɾˈɪdu
قولىدا	qolˈɪdɑ
يېزىقنى	jezˈɪqnɪ
ئېينىشتىيىن	ˌejnɪʃtˈɪjɪn
دۆلىتى	dœlˈɪtɪ
قارىتىپ	qɑɾˈɪtɪp
ئاق	ˈɑq
ئۇلارنى	ulˈɑrnɪ
قۇرئاندا	quɾˈɑndɑ
مۇكاپات	mukˈɑpɑt
تاغقا	tˈɑʁqɑ
زىيىنى	zɪjˈɪnɪ
بىرىنچى	bɪɾˈɪnt͡ʃɪ
بىرىنىڭ	bɪɾˈɪnɪŋ
دېمەكچى	demˈækt͡ʃɪ
خەۋپ	χˈæwp
سۈپەتلىك	sypˈætlɪk
سىر	sˈɪr
ۋاقىتلىق	wɑqˈɪtlɪq
چېپىپ	t͡ʃˈepɪp
كوماندا	komˈɑndɑ
چىقىشى	t͡ʃɪqˈɪʃɪ
زاماندا	zɑmˈɑndɑ
مۇسابىقە	mˌusɑbˈɪqæ
قانداقمۇ	qɑndˈɑqmu
مۇھەممەد	muhˈæmmæd
تەتقىقات	tætqˈɪqɑt
ھەدىسنىڭ	hædˈɪsnɪŋ
ماقالە	mɑqˈɑlæ
شۇغۇللىنىدۇ	ʃˌuʁullɪnˈɪdu
پائالىيىتى	pˌɑɑlɪjˈɪtɪ
يۈزلەنگەن	jyzlˈænɡæn
ئەجدادلىرىمىزنىڭ	ˌæd͡ʒdɑdlˌɪɾɪmˈɪznɪŋ
ئىسلامىي	ɪslˈɑmɪj
ئىقلىم	ˈɪqlɪm
ئارام	ˈɑɾɑm
ئاساسىدىكى	ˌɑsɑsɪdˈɪkɪ
ئالدىم	ˈɑldɪm
سورۇن	sˈoɾun
بۇندىن	bˈundɪn
سىرت	sˈɪrt
قانۇندىكى	qˌɑnundˈɪkɪ
كۆڭلىڭىزدە	kˌœŋlɪŋˈɪzdæ
قىزلارنىڭ	qɪzlˈɑrnɪŋ
مەنىسى	mænˈɪsɪ
بەردىم	bˈærdɪm
ئەۋلادلىرى	ˌæwlɑdlˈɪɾɪ
خەنزۇلار	χænzˈulɑr
تۇتىشىدۇ	tˌutɪʃˈɪdu
كاڭشىنىڭ	kɑŋʃˈɪnɪŋ
ئىمپېرىيىسىنىڭ	ˌɪmpeɾˌɪjɪsˈɪnɪŋ
ياشاشقا	jɑʃˈɑʃqɑ
مەلۇماتلار	mˌælumˈɑtlɑr
ئۆزلۈكىدىن	ˌœzlykˈɪdɪn
تۈركىستان	tyrkˈɪstɑn
بىرلەشكەن	bɪrlˈæʃkæn
يىلنى	jˈɪlnɪ
ئىراننىڭ	ɪɾˈɑnnɪŋ
ئاۋام	ˈɑwɑm
زىيانغا	zɪjˈɑnʁɑ
دىنغا	dˈɪnʁɑ
ئالىم	ˈɑlɪm
پەرقلىنىپ	pærqlˈɪnɪp
ھۆر	hˈœr
قانۇننى	qɑnˈunnɪ
كۈلۈپ	kˈylyp
توسالغۇ	tosˈɑlʁu
بۇلارنى	bulˈɑrnɪ
بولالمايدۇ	bˌolɑlmˈɑjdu
بولىدىكەن	bˌolɪdˈɪkæn
قائىدە	qɑˈɪdæ
ئۇستا	ˈustɑ
ئەزالىرى	ˌæzɑlˈɪɾɪ
شۇنىڭدىن	ʃunˈɪŋdɪn
توپلانغان	toplˈɑnʁɑn
مىقياسىدا	mˌɪqjɑsˈɪdɑ
تىللاردا	tɪllˈɑrdɑ
ئىجارە	ɪd͡ʒˈɑɾæ
بالىلارغا	bˌɑlɪlˈɑrʁɑ
قۇش	qˈuʃ
نۇتۇق	nˈutuq
مەدىنىدە	mˌædɪnˈɪdæ
قەبرە	qˈæbræ
مۇنار	mˈunɑr
جىنايەت	d͡ʒɪnˈɑjæt
تېرىقچىلىق	tˌeɾɪqt͡ʃˈɪlɪq
يالغان	jˈɑlʁɑn
ئېھتىماللىقى	ˌehtɪmɑllˈɪqɪ
توختىتىش	toχtˈɪtɪʃ
ئېلېكتىر	elˈektɪr
تەكشۈرۈش	tækʃˈyɾyʃ
قانلىق	qˈɑnlɪq
گۈرۈچ	ɡˈyɾyt͡ʃ
تەشكىلاتنىڭ	tˌæʃkɪlˈɑtnɪŋ
تارتىشش	tˈɑrtɪʃʃ
مېيىپلەر	mejˈɪplær
چەتئەل	t͡ʃˈætæl
مەغلۇبىيەتكە	mˌæʁlubɪjˈætkæ
ھەيدەش	hˈæjdæʃ
كىرگۈزۈپ	kɪrɡˈyzyp
ئۇسۇلى	usˈulɪ
غايە	ʁˈɑjæ
ئېھتىمال	ehtˈɪmɑl
دەيمەن	dˈæjmæn
ئەسلى	ˈæslɪ
ئوقۇرمەنلەر	ˌoqurmˈænlær
ناملىرى	nɑmlˈɪɾɪ
يېشىدا	jeʃˈɪdɑ
بېشىدا	beʃˈɪdɑ
ئايلاندۇرۇپ	ˌɑjlɑndˈuɾup
ئۇچىغا	ut͡ʃˈɪʁɑ
مودا	mˈodɑ
بىلەن	bˈɪlæn
ئاخىرى	ɑχˈɪɾɪ
قايسى	qˈɑjsɪ
ئەمەلدار	æmˈældɑr
مۇھاپىزەت	mˌuhɑpˈɪzæt
جۇڭغار	d͡ʒˈuŋʁɑr
ئىشلەتكەن	ɪʃlˈætkæn
باسقۇچقا	bɑsqˈut͡ʃqɑ
دۆلەتلىرىدە	dˌœlætlɪɾˈɪdæ
ھەمراھ	hˈæmrɑh
شىسى	ʃˈɪsɪ
ساھەسى	sɑhˈæsɪ
كۈچ	kˈyt͡ʃ
ئا	ˈɑ
ئاۋارە	ɑwˈɑɾæ
كۆچۈرۈپ	kœt͡ʃˈyɾyp
ھەق	hˈæq
خانىمنىڭ	χɑnˈɪmnɪŋ
ئوقۇغۇچىلارغا	ˌoquʁˌut͡ʃɪlˈɑrʁɑ
بېكىتىش	bekˈɪtɪʃ
جەننەت	d͡ʒˈænnæt
تۈزۈمنىڭ	tyzˈymnɪŋ
باقتىم	bˈɑqtɪm
مەنبەسى	mænbˈæsɪ
ئوتتۇرىسىغا	ˌottuɾɪsˈɪʁɑ
قاراڭغۇ	qɑɾˈɑŋʁu
پروفېسسور	profˈessor
ئىچىدىن	ɪt͡ʃˈɪdɪn
قىلىنغان	qɪlˈɪnʁɑn
تۈردىكى	tyrdˈɪkɪ
ئىنتېرنېت	ɪntˈernet
قارىماي	qɑɾˈɪmɑj
ماخمۇت	mˈɑχmut
دېھقانچىلىق	dˌehqɑnt͡ʃˈɪlɪq
بېرىلىشى	bˌeɾɪlˈɪʃɪ
ھېكايىسى	hˌekɑjˈɪsɪ
ئىككىگە	ɪkkˈɪɡæ
يۈزىسىدىن	jˌyzɪsˈɪdɪn
ئىشەنچ	ˈɪʃænt͡ʃ
مىس	mˈɪs
كىلىماتى	kˌɪlɪmˈɑtɪ
ئۈزىنى	yzˈɪnɪ
ھۆرمەت	hˈœrmæt
جايلاشقان	d͡ʒɑjlˈɑʃqɑn
پاتېنت	pˈɑtent
باققان	bˈɑqqɑn
تەۋسىيە	tæwsˈɪjæ
ئىمان	ˈɪmɑn
گۈللىنىش	ɡyllˈɪnɪʃ
دەيدىغان	dæjdˈɪʁɑn
مەمتېلى	mæmtˈelɪ
مەسىلىسىنى	mˌæsɪlɪsˈɪnɪ
قوشۇلۇپ	qoʃˈulup
ھۆكۈمەتكە	hˌœkymˈætkæ
تۇرمۇشتا	turmˈuʃtɑ
يازغۇچىلار	jˌɑzʁut͡ʃˈɪlɑr
سوقۇپ	sˈoqup
جەمئىيەتتىكى	d͡ʒˌæmɪjættˈɪkɪ
چۈشتى	t͡ʃˈyʃtɪ
ئۇنداقتا	undˈɑqtɑ
شېكەر	ʃˈekær
مەپكۇرە	mæpkˈuɾæ
مىسىرنىڭ	mɪsˈɪrnɪŋ
مىڭ	mˈɪŋ
كونكرېت	kˈonkret
پۇرچاق	pˈurt͡ʃɑq
غولى	ʁˈolɪ
ئوقۇدى	oqˈudɪ
تىز	tˈɪz
ئىككىنجى	ɪkkˈɪnd͡ʒɪ
كۆرۈشكە	kœɾˈyʃkæ
ھالال	hˈɑlɑl
ئاتاپ	ˈɑtɑp
ياردەم	jˈɑrdæm
يېنىغا	jenˈɪʁɑ
شۇڭا	ʃˈuŋɑ
ھەيئىتى	hæjˈɪtɪ
قان	qˈɑn
لۇت	lˈut
رەڭگارەڭ	ræŋɡˈɑɾæŋ
ئەينەك	ˈæjnæk
دىننى	dˈɪnnɪ
پارىسچە	pɑɾˈɪst͡ʃæ
جۇڭگودا	d͡ʒuŋɡˈodɑ
دەپلا	dˈæplɑ
ئەزىز	ˈæzɪz
بەلگىلىمىلەر	bˌælɡɪlɪmˈɪlær
بېرىشنى	beɾˈɪʃnɪ
رۇمى	rˈumɪ
كۆك	kˈœk
ئەلچى	ˈælt͡ʃɪ
ئۆزگىرىشلەر	ˌœzɡɪɾˈɪʃlær
تۈركىستاننى	tˌyrkɪstˈɑnnɪ
قوماندانى	qˌomɑndˈɑnɪ
سوراپ	sˈoɾɑp
كەمسىتىش	kæmsˈɪtɪʃ
ئۆزۈمنى	œzˈymnɪ
مىلادىنىڭ	mˌɪlɑdˈɪnɪŋ
ئەسەرلىرىنىڭ	ˌæsærlɪɾˈɪnɪŋ
ئەھۋاللارنى	ˌæhwɑllˈɑrnɪ
دۇچ	dˈut͡ʃ
ئەھۋالىنى	ˌæhwɑlˈɪnɪ
قۇلاق	qˈulɑq
قازاق	qˈɑzɑq
جاۋاپ	d͡ʒˈɑwɑp
تارماق	tˈɑrmɑq
ساندىكى	sɑndˈɪkɪ
ئەلۋەتتە	ælwˈættæ
تالىشىش	tɑlˈɪʃɪʃ
تەرەپتىن	tæɾˈæptɪn
ئارسلان	ˈɑrslɑn
تەركىپ	tˈærkɪp
لايىق	lˈɑjɪq
ئىجازەت	ɪd͡ʒˈɑzæt
ھاۋاسى	hɑwˈɑsɪ
سىرتىدىكى	sˌɪrtɪdˈɪkɪ
ئېلىمىزنىڭ	ˌelɪmˈɪznɪŋ
ئىجادىي	ɪd͡ʒˈɑdɪj
دېرەك	dˈeɾæk
ساۋاتسىز	sɑwˈɑtsɪz
ئۆزۈمنىڭ	œzˈymnɪŋ
ھاياتىنىڭ	hˌɑjɑtˈɪnɪŋ
قىلىنىدىغان	qˌɪlɪnɪdˈɪʁɑn
ئۇچۇرلارنى	ˌut͡ʃurlˈɑrnɪ
كۈنجۈت	kˈynd͡ʒyt
ئوقۇرمەنلەرگە	ˌoqurmænlˈærɡæ
يىللاردا	jɪllˈɑrdɑ
يېرىم	jˈeɾɪm
تەنلىكلەر	tænlˈɪklær
ئارالنىڭ	ɑɾˈɑlnɪŋ
تارىخنىڭ	tɑɾˈɪχnɪŋ
مەغلۇپ	mˈæʁlup
سۈرئىتى	syɾˈɪtɪ
سىز	sˈɪz
ئېيتىدۇ	ejtˈɪdu
غەلىبە	ʁælˈɪbæ
كىرگۈزگەن	kɪrɡˈyzɡæn
ناملىق	nˈɑmlɪq
ئىسلامنى	ɪslˈɑmnɪ
قادىر	qˈɑdɪr
جۇڭگودىكى	d͡ʒˌuŋɡodˈɪkɪ
تەكلىپ	tˈæklɪp
رايوننىڭ	rɑjˈonnɪŋ
خاراكتېرلىك	χˌɑɾɑktˈerlɪk
ئەسىردە	æsˈɪrdæ
دۇنياۋى	dunjˈɑwɪ
ئاتىلىپ	ɑtˈɪlɪp
دۆلەتتىن	dœlˈættɪn
زېمىن	zˈemɪn
ماتېرىياللارنى	mˌɑteɾˌɪjɑllˈɑrnɪ
مۇشۇ	mˈuʃu
قارىشى	qɑɾˈɪʃɪ
رول	rˈol
ئاز	ˈɑz
بىردەك	bˈɪrdæk
باغلانغان	bɑʁlˈɑnʁɑn
نامەلۇم	nɑmˈælum
تالاش	tˈɑlɑʃ
سۇڭ	sˈuŋ
كېچە	kˈet͡ʃæ
مېڭىش	mˈeŋɪʃ
باشلىغان	bɑʃlˈɪʁɑn
دەۋىردە	dæwˈɪrdæ
دۈشمەن	dˈyʃmæn
سۆزدىن	sˈœzdɪn
تاڭ	tˈɑŋ
قارايدىغان	qˌɑɾɑjdˈɪʁɑn
دەخلى	dˈæχlɪ
كوچا	kˈot͡ʃɑ
يۈسۈپ	jˈysyp
لىنىيىسى	lˌɪnɪjˈɪsɪ
قىلسىڭىز	qɪlsˈɪŋɪz
نوقتىسىدىن	nˌoqtɪsˈɪdɪn
لىك	lˈɪk
ئىسا	ˈɪsɑ
ئۇلاردىن	ulˈɑrdɪn
جۈپ	d͡ʒˈyp
ئەھمىيەتكە	ˌæhmɪjˈætkæ
ئامالسىز	ɑmˈɑlsɪz
كىلومېتىر	kˌɪlomˈetɪr
يىگىرمە	jɪɡˈɪrmæ
قىلىدۇ	qɪlˈɪdu
خىزمىتى	χɪzmˈɪtɪ
ماقالىسى	mˌɑqɑlˈɪsɪ
سۆزلىرى	sœzlˈɪɾɪ
ئاياللارنىڭ	ˌɑjɑllˈɑrnɪŋ
ئىشىغا	ɪʃˈɪʁɑ
يۈزىدىن	jyzˈɪdɪn
ئوۋچىلىق	owt͡ʃˈɪlɪq
ياشايدىغان	jˌɑʃɑjdˈɪʁɑn
جەھەتتە	d͡ʒæhˈættæ
بولماقتا	bolmˈɑqtɑ
يىلىدىن	jɪlˈɪdɪn
ئارىدىن	ɑɾˈɪdɪn
سەپەر	sˈæpær
كومىتېت	komˈɪtet
باينىڭ	bˈɑjnɪŋ
ئەلگە	ˈælɡæ
سول	sˈol
ھىكايە	hɪkˈɑjæ
ئادەم	ˈɑdæm
تەرىپى	tæɾˈɪpɪ
كۆرۈش	kˈœɾyʃ
رايونىنىڭ	rˌɑjonˈɪnɪŋ
قاتار	qˈɑtɑr
ئىنقىلابىي	ˌɪnqɪlˈɑbɪj
ئاڭلايدىغان	ˌɑŋlɑjdˈɪʁɑn
سەل	sˈæl
ئايروپىلان	ˌɑjropˈɪlɑn
ئىپادىلىنىدۇ	ˌɪpɑdˌɪlɪnˈɪdu
ئاتىلىشى	ˌɑtɪlˈɪʃɪ
ئاپتونوم	ɑptˈonom
ئائىلىنىڭ	ˌɑɪlˈɪnɪŋ
ئىزدەش	ˈɪzdæʃ
مېنىڭ	mˈenɪŋ
بالىلىرى	bˌɑlɪlˈɪɾɪ
كۆزدە	kˈœzdæ
دۇنياغا	dunjˈɑʁɑ
ئەھۋالدا	æhwˈɑldɑ
ئورنىنى	ornˈɪnɪ
تەشۋىق	tˈæʃwɪq
شۆھرەت	ʃˈœhræt
ساق	sˈɑq
قىلىسىز	qɪlˈɪsɪz
قارىمۇچ	qɑɾˈɪmut͡ʃ
ياۋا	jˈɑwɑ
تارىخنى	tɑɾˈɪχnɪ
ھەممىنى	hæmmˈɪnɪ
ئادەمگە	ɑdˈæmɡæ
خوتۇن	χˈotun
ئەلدىكى	ældˈɪkɪ
جايدا	d͡ʒˈɑjdɑ
خۇسۇسىي	χusˈusɪj
قىتئەسى	qɪtˈæsɪ
باشلاپلا	bɑʃlˈɑplɑ
مېھرى	mˈehrɪ
بىردىن	bˈɪrdɪn
جىددىي	d͡ʒˈɪddɪj
دۇئا	dˈuɑ
كۆتۈرىدۇ	kˌœtyɾˈɪdu
مىللەتنىڭ	mɪllˈætnɪŋ
ئىقتىدارىنى	ˌɪqtɪdɑɾˈɪnɪ
جۇڭگو	d͡ʒˈuŋɡo
خېمىر	χˈemɪr
كۈنىنى	kynˈɪnɪ
قاش	qˈɑʃ
بەرسە	bˈærsæ
ئىچىدىكى	ˌɪt͡ʃɪdˈɪkɪ
ئامېرىكىدا	ˌɑmeɾɪkˈɪdɑ
ھۆكۈمىتىنىڭ	hˌœkymɪtˈɪnɪŋ
بۇزۇپ	bˈuzup
ئوسمان	ˈosmɑn
نازىل	nˈɑzɪl
ئادەمنى	ɑdˈæmnɪ
مۇنبەت	mˈunbæt
چۈنكى	t͡ʃˈynkɪ
كەلگەنىدى	kˌælɡænˈɪdɪ
تۈزۈپ	tˈyzyp
ئىشقا	ˈɪʃqɑ
توشقان	tˈoʃqɑn
مۈشۈك	mˈyʃyk
يۇقۇرى	juqˈuɾɪ
كىملىكىنى	kˌɪmlɪkˈɪnɪ
ماس	mˈɑs
ئەۋلىيا	æwlˈɪjɑ
ئۆلچىمى	œlt͡ʃˈɪmɪ
ئالامەتلەر	ˌɑlɑmˈætlær
ئاشتى	ˈɑʃtɪ
قىرىق	qˈɪɾɪq
قانچە	qˈɑnt͡ʃæ
كۆرە	kˈœɾæ
ئالقىشىغا	ˌɑlqɪʃˈɪʁɑ
چىقىۋاتقان	t͡ʃˌɪqɪwˈɑtqɑn
ئادەتكە	ɑdˈætkæ
ئاسىيا	ɑsˈɪjɑ
سورىدى	soɾˈɪdɪ
قېرىنداش	qeɾˈɪndɑʃ
قايتقاندىن	qɑjtqˈɑndɪn
تۈركلىرى	tyrklˈɪɾɪ
كۆرگەن	kˈœrɡæn
قورقۇپ	qˈorqup
بېشىدىكى	bˌeʃɪdˈɪkɪ
پاكىز	pˈɑkɪz
نۇرى	nˈuɾɪ
بىزمۇ	bˈɪzmu
ئەمما	ˈæmmɑ
قوللىنىلغان	qˌollɪnˈɪlʁɑn
ئۈستىدىن	ystˈɪdɪn
تېلېۋىزىيە	tˌelewɪzˈɪjæ
كۆتۈرۈلگەن	kˌœtyɾˈylɡæn
مەسئۇلىيىتى	mˌæsulɪjˈɪtɪ
ئېنىقلاش	enˈɪqlɑʃ
ھەممەيلەن	hæmmˈæjlæn
ئىلمى	ˈɪlmɪ
ھارام	hˈɑɾɑm
ئەرەبلەر	æɾˈæblær
سۈپىتىدە	sˌypɪtˈɪdæ
مەھكەم	mˈæhkæm
ھوقۇقىدىن	hˌoquqˈɪdɪn
ئىزدىنىش	ɪzdˈɪnɪʃ
ئۇنىۋېرسىتېتى	ˌunɪwˌersɪtˈetɪ
ئىنتايىن	ɪntˈɑjɪn
ئوقۇتقۇچىلىق	ˌoqutqut͡ʃˈɪlɪq
ئايرىش	ˈɑjrɪʃ
كىتابىنى	kˌɪtɑbˈɪnɪ
س	s
لىبېرالىزم	lˌɪbeɾˈɑlɪzm
ھالبۇكى	hɑlbˈukɪ
رايونىدىكى	rˌɑjonɪdˈɪkɪ
ئۆتىدىغان	ˌœtɪdˈɪʁɑn
شەكىللىنىدۇ	ʃˌækɪllɪnˈɪdu
دادىسىنىڭ	dˌɑdɪsˈɪnɪŋ
يات	jˈɑt
ئەركىنلىك	ærkˈɪnlɪk
زۇڭتۇڭ	zˈuŋtuŋ
نىشانغا	nɪʃˈɑnʁɑ
كادىر	kˈɑdɪr
سۈننەت	sˈynnæt
قويدى	qˈojdɪ
مېھمان	mˈehmɑn
ئورۇننىڭ	oɾˈunnɪŋ
نان	nˈɑn
لوپنۇر	lˈopnur
پادىشاھلىق	pˌɑdɪʃˈɑhlɪq
بىلمەيدىغان	bˌɪlmæjdˈɪʁɑn
شەكلىگە	ʃæklˈɪɡæ
تۇتىدۇ	tutˈɪdu
تايانغان	tɑjˈɑnʁɑn
ئاخىرلىشىدۇ	ˌɑχɪrlɪʃˈɪdu
تۇرۇپتۇ	tuɾˈuptu
ئىپادىلەنگەن	ˌɪpɑdɪlˈænɡæn
تېخنىكىسى	tˌeχnɪkˈɪsɪ
پىلانى	pɪlˈɑnɪ
ئەھۋالىغا	ˌæhwɑlˈɪʁɑ
خىزمەت	χˈɪzmæt
سۈرگەن	sˈyrɡæn
ھەققىدىكى	hˌæqqɪdˈɪkɪ
مۇھىت	mˈuhɪt
ئىستىكى	ɪstˈɪkɪ
ئەلەيھىسسالام	ˌælæjhɪssˈɑlɑm
دەرسلىك	dˈærslɪk
قالدۇرىدۇ	qˌɑlduɾˈɪdu
رادىيو	rɑdˈɪjo
بۇددا	bˈuddɑ
شەرقتىكى	ʃærqtˈɪkɪ
ئادەملەر	ɑdˈæmlær
ئوتتۇرىسىدا	ˌottuɾɪsˈɪdɑ
دائىرائىقىدا	dˌɑɪɾˌɑɪqˈɪdɑ
مەكتەپلەرنىڭ	mˌæktæplˈærnɪŋ
مىنۇت	mˈɪnut
بىللە	bˈɪllæ
ھەسرەت	hˈæsræt
پىچاق	pˈɪt͡ʃɑq
ئېشەك	ˈeʃæk
رايوندىكى	rˌɑjondˈɪkɪ
قويىدۇ	qojˈɪdu
مۇز	mˈuz
تۇرۇشى	tuɾˈuʃɪ
ئاساس	ˈɑsɑs
قويۇپتۇ	qojˈuptu
جىق	d͡ʒˈɪq
تۈز	tˈyz
ھەسسە	hˈæssæ
رەسۇلۇللاھ	rˌæsulˈullɑh
ھېساب	hˈesɑb
ھىندىستاندا	hˌɪndɪstˈɑndɑ
كۆپۈنچە	kœpˈynt͡ʃæ
GPS	ɡps
تەييارلىغان	tˌæjjɑrlˈɪʁɑn
دىن	dˈɪn
كېلىدۇ	kelˈɪdu
مۇراسىمى	mˌuɾɑsˈɪmɪ
كۆلى	kˈœlɪ
ئادەمنىڭ	ɑdˈæmnɪŋ
ئارقىلىقلا	ˌɑrqɪlˈɪqlɑ
ئانىنىڭ	ɑnˈɪnɪŋ
بوۋىسى	bowˈɪsɪ
ھەمكارلىق	hæmkˈɑrlɪq
ياڭ	jˈɑŋ
قىلماقچى	qɪlmˈɑqt͡ʃɪ
تېغى	tˈeʁɪ
كېسەللىكلەر	kˌesællˈɪklær
قاقاس	qˈɑqɑs
كىشىلىك	kɪʃˈɪlɪk
ئوتتۇرا	ottˈuɾɑ
ئاشۇنداق	ɑʃˈundɑq
ئىقتىدار	ɪqtˈɪdɑr
كلاسسىك	klˈɑssɪk
پۇلنى	pˈulnɪ
يەتكۈزۈش	jætkˈyzyʃ
ئوقۇتقۇچى	ˌoqutqˈut͡ʃɪ
نام	nˈɑm
دۆلەتلەردىكى	dˌœlætlærdˈɪkɪ
بېشى	bˈeʃɪ
گۆش	ɡˈœʃ
يىلدىن	jˈɪldɪn
بولسىلا	bolsˈɪlɑ
سەۋەبىنى	sˌæwæbˈɪnɪ
ئۇچۇش	ˈut͡ʃuʃ
ھەممىسى	hæmmˈɪsɪ
ئۈزۈم	ˈyzym
ئەقىلگە	æqˈɪlɡæ
داڭق	dˈɑŋq
ئۆسكەن	ˈœskæn
يېرىگە	jeɾˈɪɡæ
يىللىرى	jɪllˈɪɾɪ
يۇرت	jˈurt
بېرىشكە	beɾˈɪʃkæ
ئەبۇبەكرى	ˌæbubˈækrɪ
فارابى	fɑɾˈɑbɪ
ئاھالىلەر	ˌɑhɑlˈɪlær
