hokimiyatiga	hˌɑkymˌyjætˈyɡæ
yuritishga	jˌʊɾytˈyʃɡæ
kompleks	kˈɑmpleks
armiyasida	ˌæɾmyjæsˈydæ
shahzoda	ʃæhzˈɑdæ
miqdorini	mˌyqdɑɾˈyny
uyushtirgan	ˌʊjʊʃtˈyɾɡæn
Institut	ynstˈytʊt
haqidagi	hˌæqydˈæɡy
qatiy	qˈætyj
kimning	kˈymnyŋ
basketbol	bæskˈetbɑɫ
tikib	tˈykyb
dekabrda	dekˈæbɾdæ
Zangiota	zˌæŋyˈɑtæ
razryad	ɾˈæzɾjæd
erkinligi	ˌeɾkynɫˈyɡy
Poʻlat	pˈolæt
boshqacha	bɑʃqˈæt͡Sæ
portlari	pɑɾtlˈæɾy
xoʻjaligining	χˌod͡ʒæɫyɡˈynyŋ
Muhammad	mʊhˈæmmæd
tekshirishga	tˌekʃyɾˈyʃɡæ
demokratik	dˌemɑkɾˈætyk
sudning	sˈʊdnyŋ
Yerning	jˈeɾnyŋ
Qrim	qɾˈym
halqasi	hæɫqˈæsy
rejim	ɾˈed͡ʒym
qirlar	qˈyɾlæɾ
zarralarning	zˌæɾɾælˈæɾnyŋ
axborotlarni	ˌæχbɑɾɑtlˈæɾny
izdan	ˈyzdæn
qusish	qˈʊsyʃ
mavzui	mæʋzˈʊy
gʻijjak	ʁˈyd͡ʒd͡ʒæk
shirinlik	ʃyɾˈynɫyk
bitilgan	bytˈyɫɡæn
atrofi	ætɾˈɑfˌy
Nasaf	nˈæsæf
boshladi	bɑʃlˈædy
harakatning	hˌæɾækˈætnyŋ
sana	sˈænæ
Sugʻorma	sʊʁˈɑɾmæ
f	ˈef
polimerlar	pˌɑɫymˈeɾlæɾ
barqaror	bæɾqˈæɾɑɾ
yuzlab	jˈʊzlæb
xatlar	χˈætlæɾ
intensiv	yntˈensyʋ
yigʻilishi	jˌyʁyɫˈyʃy
obrazlarni	ˌɑbɾæzlˈæɾny
boʻlishga	boɫˈyʃɡæ
davlatni	dæʋlˈætny
toʻqimachilik	tˌoqymæt͡Sˈyɫyk
xoʻjalikning	χˌod͡ʒæɫˈyknyŋ
Shirin	ʃˈyɾyn
payti	pˈæjty
handasiy	hændˈæsyj
atrofdagi	ˌætɾɑfdˌæɡy
nafosat	næfˌɑsæt
saqlashda	sæqlˈæʃdæ
Sheki	ʃˈeky
filmlar	fˌyɫmlæɾ
jinssiz	d͡ʒˈynssyz
oshishi	ɑʃˈyʃy
Ulugʻbek	ʊɫˈʊʁbek
qoʻshin	qˈoʃyn
buzilishlar	bˌʊzyɫˈyʃlæɾ
hasharotlar	hˌæʃæɾˈɑtlæɾ
ixtisoslashgan	ˌyχtysɑslˈæʃɡæn
ravnaqi	ɾæʋnˈæqy
gacha	ɡˌæt͡Sæ
masofasi	mˌæsɑfˌæsy
korxonalar	kˌɑɾχɑnˈælæɾ
saroylari	sˌæɾɑjlˈæɾy
arab	ˈæɾæb
boshlari	bɑʃlˈæɾy
vositasi	ʋˌɑsytˈæsy
geografiya	ɡˌeɑɡɾæfˌyjæ
chigit	t͡Sˈyɡyt
aniqlanadi	ˌænyqlænˈædy
nomi	nˈɑmy
mashinasi	mˌæʃynˈæsy
eshitib	eʃˈytyb
suvlarida	sˌʊʋlæɾˈydæ
xilligi	χyɫɫˈyɡy
mamlakatga	mˌæmlækˈætɡæ
zarurati	zˌæɾʊɾˈæty
Tarixda	tæɾˈyχdæ
asarning	æsˈæɾnyŋ
Uchinchi	ʊt͡Sˈynt͡Sy
uchraydigan	ˌʊt͡Sɾæjdˈyɡæn
sharsimon	ʃæɾsˈymɑn
asboblarda	ˌæsbɑblˈæɾdæ
qabila	qæbˈylæ
uchlamchi	ʊt͡Slˈæmt͡Sy
qurollari	qˌʊɾɑɫlˈæɾy
mamlakatlarining	mˌæmlækˌætlæɾˈynyŋ
qodir	qˈɑdyɾ
jumlasidandir	d͡ʒˌʊmlæsydˈændyɾ
burmali	bʊɾmˈæɫy
Muassisi	mˌʊæssˈysy
vodiylari	ʋˌɑdyjlˈæɾy
Yagona	jæɡˈɑnæ
Olingan	ɑɫˈyŋæn
davolanish	dˌæʋɑlˈænyʃ
Gʻijduvon	ʁyd͡ʒdˈʊʋɑn
ular	ˌʊlæɾ
hosil	hˈɑsyɫ
nomlari	nɑmlˈæɾy
soʻzning	sˈoznyŋ
davrlari	dæʋɾlˈæɾy
shugʻullangan	ʃˌʊʁʊɫlˈæŋæn
Gippokrat	ɡyppˈɑkɾæt
vizual	ʋyzˈʊæɫ
yogʻi	jˈɑʁy
boʻlinish	boɫˈynyʃ
harajatlar	hˌæɾæd͡ʒˈætlæɾ
koʻradi	koɾˈædy
vena	ʋˈenæ
Muhammadjonov	mˌʊhæmmædd͡ʒˈɑnɑʋ
bosimda	bɑsˈymdæ
ekin	ˈekyn
Koʻrish	kˈoɾyʃ
kukuni	kʊkˈʊny
iqtisodiyoti	ˌyqtysˌɑdyjˈɑty
borliq	bˈɑɾɫyq
Gajar	ɡˈæd͡ʒæɾ
binolarning	bˌynɑlˈæɾnyŋ
bogʻlab	bˈɑʁlæb
yulduzning	jʊɫdˈʊznyŋ
fanlarga	fˌænlˈæɾɡæ
joʻnatilgan	d͡ʒˌonætˈyɫɡæn
topshirilgan	tˌɑpʃyɾˈyɫɡæn
oldisotdi	ˌɑɫdysˈɑtdy
qilinishiga	qˌyɫynyʃˈyɡæ
versiyasi	ʋˌeɾsyjˈæsy
O	ˈɑ
Amalda	æmˈæɫdæ
qaramaqarshi	qˌæɾæmæqˈæɾʃy
turlarni	tʊɾlˈæɾny
xoqon	χˈɑqɑn
Freeman	fɾˌeˈemæn
mingga	mˈyŋɡæ
manba	mˈænbæ
tillarni	tyɫlˈæɾny
tariqa	tæɾˈyqæ
kollej	kˈɑɫled͡ʒ
belgilarga	bˌeɫɡylˈæɾɡæ
bildirdi	byɫdˈyɾdy
namoyon	næmˈɑjɑn
bargli	bˈæɾɡɫy
sanskrit	sˈænskɾyt
sayin	sˈæjyn
koʻrinadi	kˌoɾynˈædy
Bank	bˈænk
fakultetini	fˌækʊɫtetˈyny
ta	tˈæ
topshirgan	tɑpʃˈyɾɡæn
obhavo	ɑbhˈæʋɑ
tasavvurlar	tˌæsæʋʋˈʊɾlæɾ
bayroq	bˈæjɾɑq
elektr	ˈelektɾ
m	ˈem
xalqi	χˈæɫqy
Radiatsion	ɾˌædyætsˈyɑn
ibtidoiy	ˌybtydˈɑyj
baland	bˈælænd
bezagan	bezˈæɡæn
vohasidagi	ʋˌɑhæsydˈæɡy
roʻza	ɾˈozæ
chekkalarida	t͡Sˌekkælæɾˈydæ
vertikal	ʋeɾtˈykæɫ
farzandlari	fˌæɾzændlˈæɾy
guruhga	ɡʊɾˈʊhɡæ
Hoji	hˈɑd͡ʒy
mukofotlangan	mˌʊkɑfˌɑtlˈæŋæn
elchi	ˈeɫt͡Sy
namoyandasi	nˌæmɑjændˈæsy
moʻtadil	motˈædyɫ
tadbir	tˈædbyɾ
sathining	sæthˈynyŋ
sharqi	ʃˈæɾqy
teran	tˈeɾæn
haritalar	hˌæɾytˈælæɾ
omborlari	ˌɑmbɑɾlˈæɾy
havoning	hæʋˈɑnyŋ
ibn	ˈybn
koʻrsatilgan	kˌoɾsætˈyɫɡæn
orqaga	ɑɾqˈæɡæ
bugʻi	bˈʊʁy
yoshdagi	jɑʃdˈæɡy
ravoqlar	ɾæʋˈɑqlæɾ
yuziga	jʊzˈyɡæ
shakllanish	ʃækɫlˈænyʃ
Kaykovus	kæjkˈɑʋʊs
qaratiladi	qˌæɾætylˈædy
ilgʻor	ˈyɫʁɑɾ
toʻplanishi	tˌoplænˈyʃy
tantanali	tˌæntænˈæɫy
proporsional	pɾˌɑpɑɾsyˈɑnæɫ
poyabzal	pɑjˈæbzæɫ
daromadlari	dˌæɾɑmædlˈæɾy
topologiya	tˌɑpɑɫɑɡˈyjæ
dam	dˈæm
oʻzgartirishi	ˌozɡæɾtyɾˈyʃy
tortuvchi	tɑɾtˈʊʋt͡Sy
yordamga	jɑɾdˈæmɡæ
qizgʻin	qˈyzʁyn
vositalardan	ʋˌɑsytælˈæɾdæn
podshohi	pɑdʃˈɑhy
qipchoqlar	qypt͡Sˈɑqlæɾ
erishish	eɾˈyʃyʃ
ekiladi	ˌekylˈædy
soʻzlashuv	sozlˈæʃʊʋ
dollarga	dɑɫlˈæɾɡæ
realistik	ɾˌeæɫˈystyk
ftorid	ftˌɑɾyd
shugʻullanuvchi	ʃˌʊʁʊɫlænˈʊʋt͡Sy
cherkov	t͡Sˈeɾkɑʋ
ekinlariga	ˌekynlæɾˈyɡæ
turadilar	tˌʊɾædˈylæɾ
ishlatib	yʃlˈætyb
material	mˌæteɾˈyæɫ
oʻrmonchilik	ˌoɾmɑnt͡Sˈyɫyk
etuvchi	etˈʊʋt͡Sy
Nizomiyning	nˌyzɑmˈyjnyŋ
kamdankam	kæmdˈænkæm
Ipak	ˈypæk
koʻrinma	koɾˈynmæ
yoʻllarining	jˌoɫlæɾˈynyŋ
yoziladi	jˌɑzylˈædy
jun	d͡ʒˈʊn
komiteti	kˌɑmytˈety
yaxshilab	jæχʃˈylæb
konstruksion	kˌɑnstɾʊksˈyɑn
Changan	t͡Sˈæŋæn
haq	hˈæq
shox	ʃˈɑχ
Majmua	mæd͡ʒmˈʊæ
kvarsli	kʋˈæɾsɫy
oʻsha	ˈoʃæ
kamon	kˈæmɑn
jan	d͡ʒˈæn
vakil	ʋˈækyɫ
Mali	mˈæɫy
Choch	t͡Sˈɑt͡S
plastikligi	plˌæstykɫˈyɡy
yogʻli	jˈɑʁɫy
onasi	ɑnˈæsy
erishiladi	ˌeɾyʃylˈædy
pyesalari	pjˌesælˈæɾy
Toʻrtkoʻl	tˈoɾtkoɫ
fizikasiga	fˌyzykæsˈyɡæ
Sen	sen
boshqird	bˈɑʃqyɾd
ukrain	ʊkɾˈæyn
oʻzgartiriladi	ˌozɡæɾtˌyɾylˈædy
qaynoq	qˈæjnɑq
buyumlarni	bˌʊjʊmlˈæɾny
xalifaligi	χˌæɫyfˌæɫˈyɡy
qazishlar	qæzˈyʃlæɾ
Mojariston	mˌɑd͡ʒæɾˈystɑn
bundan	bˈʊndæn
turkumlari	tˌʊɾkʊmlˈæɾy
nomlarini	nˌɑmlæɾˈyny
koʻchalardan	kˌot͡Sælˈæɾdæn
paleontologiya	pˌæleˌɑntɑɫɑɡˈyjæ
oshiriladi	ˌɑʃyɾylˈædy
fazilatlar	fˌæzylˈætlæɾ
Papa	pˈæpæ
Surxon	sˈʊɾχɑn
qobigʻi	qɑbˈyʁy
yigʻilgan	jyʁˈyɫɡæn
Gʻoʻza	ʁˈozæ
yillardan	jyɫlˈæɾdæn
mukammal	mʊkˈæmmæɫ
Hatto	hˈættɑ
oltita	ɑɫtˈytæ
qazilmalarni	qˌæzyɫmælˈæɾny
tushiriladi	tˌʊʃyɾylˈædy
lozim	ɫˌɑzym
yomgʻir	jˈɑmʁyɾ
birikmalari	bˌyɾykmælˈæɾy
ijrosi	yd͡ʒɾˈɑsy
ustunli	ʊstˈʊnɫy
singl	sˈyŋɫ
emizuvchilar	ˌemyzʊʋt͡Sˈylæɾ
yuritmoqda	jˌʊɾytmˈɑqdæ
tayinlanadigan	tˌæjynlˌænædˈyɡæn
Kongo	kˈɑŋɑ
proton	pɾˈɑtɑn
Boʻstonliq	bostˈɑnɫyq
erishgandan	ˌeɾyʃɡˈændæn
Vazir	ʋˈæzyɾ
Rossiyada	ɾˌɑssyjˈædæ
kengaytirildi	kˌeŋæjtyɾˈyɫdy
Oʻsimlik	osˈymɫyk
saylovlar	sæjɫˈɑʋlæɾ
tuproq	tˈʊpɾɑq
Yevropaning	jˌeʋɾɑpˈænyŋ
maslahatchi	mˌæslæhˈætt͡Sy
qoʻymaslik	qojmˈæsɫyk
talabi	tælˈæby
yechishga	jet͡Sˈyʃɡæ
lekin	lˌekyn
taxlil	tˈæχɫyɫ
Citroën	tsytɾˈɑen
dalada	dælˈædæ
Antarktida	ˌæntæɾktˈydæ
tuproqlari	tˌʊpɾɑqlˈæɾy
oʻtishiga	ˌotyʃˈyɡæ
hodisalarni	hˌɑdysælˈæɾny
Yanvarning	jænʋˈæɾnyŋ
foydasiga	fˌɑjdæsˈyɡæ
regional	ɾˌeɡyˈɑnæɫ
Sharqqa	ʃˈæɾqqæ
nazariyasining	nˌæzæɾˌyjæsˈynyŋ
qishi	qˈyʃy
moslashgan	mɑslˈæʃɡæn
Olmaota	ˌɑɫmæˈɑtæ
titan	tˈytæn
organlari	ˌɑɾɡænlˈæɾy
bitimlar	bytˈymlæɾ
qarindoshlari	qˌæɾyndɑʃlˈæɾy
oʻzgarmay	ozɡˈæɾmæj
sintezi	syntˈezy
yogʻochni	jɑʁˈɑt͡Sny
zilzilalar	zˌyɫzylˈælæɾ
ohang	ˈɑhæŋ
binolarni	bˌynɑlˈæɾny
Sudan	sˈʊdæn
qir	qˈyɾ
nervlar	nˈeɾʋlæɾ
zax	zˈæχ
Yozma	jˈɑzmæ
avlodga	æʋɫˈɑdɡæ
qilgandan	qyɫɡˈændæn
koʻrsatish	koɾsˈætyʃ
romani	ɾɑmˈæny
koʻcha	kˈot͡Sæ
kechasi	ket͡Sˈæsy
moddalari	mˌɑddælˈæɾy
gidrotermal	ɡˌydɾɑtˈeɾmæɫ
mamlakatdan	mˌæmlækˈætdæn
tarbiyalash	tˌæɾbyjˈælæʃ
hayvoni	hæjʋˈɑny
meni	mˈeny
tirnoq	tˈyɾnɑq
uzunligi	ˌʊzʊnɫˈyɡy
endi	ˈendy
bogʻlagan	bɑʁlˈæɡæn
faraz	fˌæɾæz
birikmalar	bˌyɾykmˈælæɾ
organlar	ɑɾɡˈænlæɾ
mikrofirmalar	mˌykɾɑfˌyɾmˈælæɾ
genetika	ɡˌenetˈykæ
xonandalar	χˌɑnændˈælæɾ
yoʻnalishlarda	jˌonæɫyʃlˈæɾdæ
ansambl	ˈænsæmbɫ
davolash	dæʋˈɑlæʃ
qolsa	qˈɑɫsæ
Jun	d͡ʒˈʊn
generatori	ɡˌeneɾætˈɑɾy
sinishi	synˈyʃy
manfaatlarini	mænfˌæætlæɾˈyny
suvidan	sʊʋˈydæn
hisoblanmaydi	hˌysɑblænmˈæjdy
bosimining	bˌɑsymˈynyŋ
ajralishi	ˌæd͡ʒɾæɫˈyʃy
lad	lˈæd
davrda	dˈæʋɾdæ
elchisi	eɫt͡Sˈysy
tasi	tˈæsy
Londonda	ɫɑndˈɑndæ
kamaydi	kæmˈæjdy
cherkovi	t͡Seɾkˈɑʋy
Yorugʻlik	jɑɾˈʊʁɫyk
ishchi	ˈyʃt͡Sy
meridiandan	mˌeɾydyˈændæn
jarayonlarida	d͡ʒˌæɾæjˌɑnlæɾˈydæ
birikmalarni	bˌyɾykmælˈæɾny
tarixi	tæɾˈyχy
bayramlari	bˌæjɾæmlˈæɾy
bolaga	bɑlˈæɡæ
hukmronligiga	hˌʊkmɾɑnɫyɡˈyɡæ
Oʻzining	ozˈynyŋ
urugʻlarga	ˌʊɾʊʁlˈæɾɡæ
na	nˈæ
qoʻllanila	qˌoɫlænˈylæ
teng	tˈeŋ
qazilmalar	qˌæzyɫmˈælæɾ
Li	ɫˈy
chuvalchanglar	t͡Sˌʊʋæɫt͡Sˈæŋlæɾ
uskuna	ʊskˈʊnæ
shugʻullanishgan	ʃˌʊʁʊɫlænˈyʃɡæn
sharoitda	ʃˌæɾɑˈytdæ
unga	ˌʊŋæ
Afrikada	æfɾˌykˈædæ
avlodlar	æʋɫˈɑdlæɾ
yovuz	jˈɑʋʊz
Konstitutsiya	kˌɑnstytʊtsˈyjæ
Qozon	qˈɑzɑn
keltirgan	keɫtˈyɾɡæn
zovurlar	zɑʋˈʊɾlæɾ
yuritgan	jʊɾˈytɡæn
Yoshlik	jˈɑʃɫyk
obyektni	ɑbjˈektny
chastotasi	t͡Sˌæstɑtˈæsy
turibdi	tʊɾˈybdy
uzilkesil	ˌʊzyɫkˈesyɫ
yumshoq	jˈʊmʃɑq
ichkarisiga	ˌyt͡Skæɾysˈyɡæ
poytaxti	pɑjtˈæχty
vakillaridan	ʋˌækyɫlæɾˈydæn
yozgan	jˈɑzɡæn
toʻlib	tˈoɫyb
Rahim	ɾˈæhym
hindu	hˈyndʊ
gʻolib	ʁˈɑɫyb
Futbol	fˌʊtbɑɫ
Rayhon	ɾˈæjhɑn
tilidan	tyɫˈydæn
miqyosida	mˌyqjɑsˈydæ
Millatlar	myɫlˈætlæɾ
qashshoqlik	qæʃʃˈɑqɫyk
Shakli	ʃˈækɫy
sud	sˈʊd
yuqorida	jˌʊqɑɾˈydæ
siz	sˈyz
xalqaro	χæɫqˈæɾɑ
hujayralar	hˌʊd͡ʒæjɾˈælæɾ
respublikasi	ɾˌespʊbɫykˈæsy
sharqda	ʃˈæɾqdæ
usulida	ˌʊsʊɫˈydæ
Atlantika	ˌætlæntˈykæ
banklari	bænklˈæɾy
ijodkor	yd͡ʒˈɑdkɑɾ
Muzey	mˈʊzej
musbat	mˈʊsbæt
boʻri	bˈoɾy
jihatidan	d͡ʒˌyhætˈydæn
yashash	jˈæʃæʃ
boshli	bˈɑʃɫy
Nyutonning	njʊtˈɑnnyŋ
men	men
yezda	jˈezdæ
muqaddas	mʊqˈæddæs
natriy	nˈætɾyj
siyosatiga	sˌyjɑsætˈyɡæ
yaratilishiga	jˌæɾætˌyɫyʃˈyɡæ
Sugʻorish	sʊʁˈɑɾyʃ
rivojlantirildi	ɾˌyʋɑd͡ʒlˌæntyɾˈyɫdy
ishonch	ˈyʃɑnt͡S
Kommunistik	kˌɑmmʊnˈystyk
indeys	ˈyndejs
islomiy	ysɫˈɑmyj
porti	pˈɑɾty
biladilar	bˌylædˈylæɾ
ovqatlanish	ˌɑʋqætlˈænyʃ
qatlamiga	qˌætlæmˈyɡæ
Holden	hˈɑɫden
yoʻnalishiga	jˌonæɫyʃˈyɡæ
nazoratiga	nˌæzɑɾætˈyɡæ
maydonlari	mˌæjdɑnlˈæɾy
musiqa	mʊsˈyqæ
beriladigan	bˌeɾylædˈyɡæn
Markaz	mˈæɾkæz
ishonchli	yʃˈɑnt͡Sɫy
timsollar	tymsˈɑɫlæɾ
universitetlari	ˌʊnyʋˌeɾsytetlˈæɾy
gumbaz	ɡˈʊmbæz
ushlab	ˈʊʃlæb
pul	pˈʊɫ
erkaklar	eɾkˈæklæɾ
Yalpi	jˈæɫpy
Karimov	kæɾˈymɑʋ
Myanma	mjˈænmæ
birikadi	bˌyɾykˈædy
Titan	tˈytæn
mumkinligi	mˌʊmkynɫˈyɡy
yaratilgan	jˌæɾætˈyɫɡæn
Unt	ˈʊnt
yoriqlar	jɑɾˈyqlæɾ
massalari	mˌæssælˈæɾy
Umarov	ʊmˈæɾɑʋ
Avval	ˈæʋʋæɫ
taallukli	tˌææɫɫˈʊkɫy
aniqligi	ˌænyqɫˈyɡy
Botanika	bˌɑtænˈykæ
qoʻriq	qˈoɾyq
eksperimental	ˌekspeɾymˈentæɫ
bozorining	bˌɑzɑɾˈynyŋ
bormoqda	bɑɾmˈɑqdæ
eshitish	eʃˈytyʃ
Kanada	kænˈædæ
hovuz	hˈɑʋʊz
kiritilgan	kˌyɾytˈyɫɡæn
Demak	dˈemæk
qudugʻi	qʊdˈʊʁy
slanets	slˈænets
kuylaydi	kʊjlˈæjdy
yetkazish	jetkˈæzyʃ
Faqat	fˌæqæt
fan	fˌæn
duo	dˈʊɑ
dorilar	dɑɾˈylæɾ
asimmetrik	ˌæsymmˈetɾyk
ota	ˈɑtæ
zaryadli	zæɾjˈædɫy
qurila	qʊɾˈylæ
haqining	hæqˈynyŋ
uchratish	ʊt͡Sɾˈætyʃ
sirtini	syɾtˈyny
chetdan	t͡Sˈetdæn
hammom	hˈæmmɑm
Uni	ˈʊny
havosi	hæʋˈɑsy
isbotlash	ysbˈɑtlæʃ
toʻr	tˈoɾ
yozuvchilarining	jˌɑzʊʋt͡Sˌylæɾˈynyŋ
Gazli	ɡˈæzɫy
akademiyasining	ˌækædˌemyjæsˈynyŋ
Sevgi	sˈeʋɡy
elementar	ˌelemˈentæɾ
aralashmasi	ˌæɾælæʃmˈæsy
qonunlarning	qˌɑnʊnlˈæɾnyŋ
qoʻllanish	qoɫlˈænyʃ
sirtidagi	sˌyɾtydˈæɡy
birlashtirishga	bˌyɾlæʃtyɾˈyʃɡæ
omillarning	ˌɑmyɫlˈæɾnyŋ
stadion	stædˈyɑn
tillarini	tˌyɫlæɾˈyny
koʻrsatkichlariga	kˌoɾsætkˌyt͡Slæɾˈyɡæ
muammoni	mˌʊæmmˈɑny
toʻxtab	tˈoχtæb
afsonalari	æfsˌɑnælˈæɾy
qolishiga	qˌɑɫyʃˈyɡæ
yigʻindisi	jˌyʁyndˈysy
yoʻlovchilar	jˌoɫɑʋt͡Sˈylæɾ
Qahramoni	qˌæhɾæmˈɑny
pivo	pˈyʋɑ
oʻtkazmaydigan	ˌotkæzmæjdˈyɡæn
zamonlarda	zˌæmɑnlˈæɾdæ
texnologik	tˌeχnɑɫˈɑɡyk
koʻpaytirish	kˌopæjtˈyɾyʃ
oʻch	ˈot͡S
kanali	kænˈæɫy
oʻqitiladi	ˌoqytylˈædy
tayyorladi	tˌæjjɑɾlˈædy
jihati	d͡ʒyhˈæty
bolalarga	bˌɑlælˈæɾɡæ
ayrim	ˈæjɾym
impuls	ˈympʊɫs
tekisligida	tˌekysɫyɡˈydæ
oʻlchashga	oɫt͡Sˈæʃɡæ
beriladi	bˌeɾylˈædy
shamol	ʃˈæmɑɫ
paytlarda	pæjtlˈæɾdæ
yaxshilashga	jˌæχʃylˈæʃɡæ
qoʻyildi	qojˈyɫdy
okeanining	ˌɑkeænˈynyŋ
tizmalar	tyzmˈælæɾ
ommaviy	ɑmmˈæʋyj
vulkanik	ʋʊɫkˈænyk
orbital	ɑɾbˈytæɫ
bobo	bˈɑbɑ
valyuta	ʋæɫjˈʊtæ
sirk	sˈyɾk
urushdan	ʊɾˈʊʃdæn
arxeologiya	ˌæɾχeˌɑɫɑɡˈyjæ
fikrga	fˌykɾɡæ
Balx	bˈæɫχ
amplitudasi	ˌæmpɫytʊdˈæsy
Optik	ˈɑptyk
uslubini	ˌʊsɫʊbˈyny
Geografiya	ɡˌeɑɡɾæfˌyjæ
mashq	mˈæʃq
fikrini	fˌykɾˈyny
Sotsialistik	sˌɑtsyæɫˈystyk
Elektrotexnika	ˌelektɾˌɑteχnˈykæ
berishini	bˌeɾyʃˈyny
muzliklari	mˌʊzɫyklˈæɾy
haydovchi	hæjdˈɑʋt͡Sy
qilishadi	qˌyɫyʃˈædy
Telefon	telˈefˌɑn
alomatlar	ˌæɫɑmˈætlæɾ
yuqoriroq	jˌʊqɑɾˈyɾɑq
okeani	ˌɑkeˈæny
xaritasi	χˌæɾytˈæsy
oshirishni	ˌɑʃyɾˈyʃny
Dare	dˈæɾe
qandli	qˈændɫy
qamal	qˈæmæɫ
elementlarga	ˌelementlˈæɾɡæ
asarlarida	ˌæsæɾlæɾˈydæ
uslubida	ˌʊsɫʊbˈydæ
yetgan	jˈetɡæn
Begona	beɡˈɑnæ
beqiyos	beqˈyjɑs
rejali	ɾed͡ʒˈæɫy
fortepiano	fˌɑɾtepyˈænɑ
Gazeta	ɡæzˈetæ
kosmik	kˈɑsmyk
yotqiziqlarining	jˌɑtqyzˌyqlæɾˈynyŋ
qobiq	qˈɑbyq
mehnatga	mehnˈætɡæ
organizmdan	ˌɑɾɡænˈyzmdæn
tusda	tˈʊsdæ
sovishi	sɑʋˈyʃy
ishining	yʃˈynyŋ
ayollari	ˌæjɑɫlˈæɾy
aloqada	ˌæɫɑqˈædæ
unvon	ˈʊnʋɑn
ulugʻ	ˈʊɫʊʁ
yaratiladi	jˌæɾætylˈædy
janriga	d͡ʒænɾˈyɡæ
pirit	pˈyɾyt
manbalarini	mˌænbælæɾˈyny
fuqaro	fˌʊqˈæɾɑ
lavhalar	læʋhˈælæɾ
buning	bˈʊnyŋ
sistemani	sˌystemˈæny
jahonda	d͡ʒæhˈɑndæ
mahsulidir	mˌæhsʊɫˈydyɾ
хам	χˈæm
koʻchaga	kot͡Sˈæɡæ
Panama	pænˈæmæ
toshi	tˈɑʃy
qoʻshinlar	qoʃˈynlæɾ
molekulalari	mˌɑlekˌʊlælˈæɾy
oʻlchami	oɫt͡Sˈæmy
tarqala	tæɾqˈælæ
qarindoshlar	qˌæɾyndˈɑʃlæɾ
vaqtiga	ʋæqtˈyɡæ
ketmaket	ketmˈæket
imkoniyatini	ˌymkɑnˌyjætˈyny
ketishga	ketˈyʃɡæ
miqdorining	mˌyqdɑɾˈynyŋ
ishtirokchilari	ˌyʃtyɾˌɑkt͡Sylˈæɾy
finalda	fˌynˈæɫdæ
sharoitlarda	ʃˌæɾɑytlˈæɾdæ
boshqaruvchi	bˌɑʃqæɾˈʊʋt͡Sy
sm	ˌesˈem
muassasalarda	mˌʊæssˌæsælˈæɾdæ
organlariga	ˌɑɾɡænlæɾˈyɡæ
yerdan	jˈeɾdæn
ensiklopediyasi	ˌensykɫˌɑpedyjˈæsy
oʻzgarmaydi	ˌozɡæɾmˈæjdy
qatorida	qˌætɑɾˈydæ
hajmiy	hˈæd͡ʒmyj
xattotlik	χættˈɑtɫyk
koʻlamda	kolˈæmdæ
savdosining	sˌæʋdɑsˈynyŋ
buyumlari	bˌʊjʊmlˈæɾy
hadis	hˈædys
uzunlikdagi	ˌʊzʊnɫykdˈæɡy
hukumatga	hˌʊkʊmˈætɡæ
vodoprovod	ʋˌɑdɑpɾˈɑʋɑd
tillari	tyɫlˈæɾy
Oraliq	ɑɾˈæɫyq
mavjuddir	mæʋd͡ʒˈʊddyɾ
ikkinchisida	ˌykkynt͡Sysˈydæ
etilgandan	ˌetyɫɡˈændæn
qora	qˈɑɾæ
falsafiy	fˌæɫsˈæfˌyj
musobaqalar	mˌʊsɑbæqˈælæɾ
qoʻlida	qoɫˈydæ
tuz	tˈʊz
baleti	bælˈety
SSSRda	ˌesˌesˈesɾdˈæ
fikrlar	fˌykɾlæɾ
generator	ɡˌeneɾˈætɑɾ
massaj	mˈæssæd͡ʒ
tenglamalarni	tˌeŋlæmælˈæɾny
Janubiy	d͡ʒænˈʊbyj
oʻtkazildi	ˌotkæzˈyɫdy
ichak	ˈyt͡Sæk
hollardagina	hˌɑɫlæɾdæɡˈynæ
qoʻllaniladigan	qˌoɫlænˌylædˈyɡæn
Kema	kˈemæ
fazoga	fˌæzˈɑɡæ
Gegel	ɡˈeɡeɫ
yuboriladi	jˌʊbɑɾylˈædy
Venetsiya	ʋˌenetsˈyjæ
maqsad	mˈæqsæd
siyosatida	sˌyjɑsætˈydæ
berishgan	beɾˈyʃɡæn
tilni	tˈyɫny
donador	dɑnˈædɑɾ
tarafidan	tˌæɾæfˌydæn
boʻshab	bˈoʃæb
toshqinlari	tˌɑʃqynlˈæɾy
gan	ɡˈæn
qiziqib	qyzˈyqyb
gilamlar	ɡylˈæmlæɾ
oziklanadi	ˌɑzyklænˈædy
xususiyatini	χˌʊsʊsˌyjætˈyny
Yerdan	jˈeɾdæn
joylashgan	d͡ʒɑjlˈæʃɡæn
sugʻoriladigan	sˌʊʁɑɾˌylædˈyɡæn
brom	bɾˈɑm
Magnit	mˈæɡnyt
operator	ˌɑpeɾˈætɑɾ
ustasi	ʊstˈæsy
joylashganligi	d͡ʒˌɑjlæʃɡænɫˈyɡy
Hukumat	hʊkˈʊmæt
mehnatni	mehnˈætny
Osiyoning	ˌɑsyjˈɑnyŋ
qadriyatlar	qˌædɾyjˈætlæɾ
keyinchalik	kˌejynt͡Sˈæɫyk
Company	tsˈɑmpænj
