जलसा	d͡ʒəl̪s̪äː
अभिकलित्र	əbʱɪkəl̪ɪt̪ɾᵊ
कमिश्नर	kəmɪʃn̪əɾ
दुहाई	d̪ʊɦäːiː
यमराज	jə̃mɾäːd͡ʒ
मुँडेर	mʊ̃ɳɖeːɾ
शासन	ʃäːs̪ə̃n̪
दरोग़ा	d̪əɾoːɡäː
त्यागना	t̪jäːɡn̪äː
ठिकाना	ʈʰɪkäːn̪äː
नीदरलैंड	n̪iːd̪əɾl̪ɛ̃ːɳɖ
वित्तीय	ʋɪt̪̚t̪iːjᵊ
सेर	s̪eːɾ
बाक़ी	bäːqiː
स्मारक	s̪mäːɾək
अंतर	ə̃n̪t̪əɾ
कम्युनिजम	kə̃mjʊn̪ɪd͡ʒə̃m
पोलिश	poːl̪ɪʃ
अवयस्क	əʋəjəs̪k
आसामी	äːs̪äːmiː
दहलीज़	d̪ɛɦl̪iːd͡ʒ
चेरापूंजी	t͡ʃeːɾäːpũːn̪d͡ʒiː
टेलिफोन	ʈeːl̪ɪfõːn̪
ऊष्मीकरण	uːʃmiːkəɾə̃ɳ
आश्विन	äːʃʋɪ̃n̪
सराय	s̪əɾäːj
मिथ्या	mɪt̪ʰjäː
अखाड़ा	əkʰäːɽäː
उत्तराधिकारी	ʊt̪̚t̪əɾäːd̪ʱɪkäːɾiː
पत्रवाहक	pət̪ɾəʋäːɦək
संकलन	s̪ə̃ŋkəl̪ə̃n̪
उक़ाब	ʊqäːb
ज़िंबाब्वे	zɪ̃mbäːbweː
परनाना	pəɾn̪äːn̪äː
गोबरैला	ɡoːbɾɛːl̪äː
दीया	d̪iːjäː
जबलपुर	d͡ʒəbəl̪pʊɾ
सुन्नी	s̪ʊ̃n̪n̪iː
मसरूफ़	məs̪ɾuːf
ख़रबूज़ा	xəɾbuːzäː
भिक्षा	bʱɪkʃäː
जलजमाव	d͡ʒəl̪d͡ʒəmäːʋ
कोयल	koːjəl̪
कारबार	käːɾbäːɾ
उदाहरण	ʊd̪äːɦɾə̃ɳ
ईमानदार	iːmä̃ːn̪d̪äːɾ
हरमसरा	ɦəɾə̃m‿s̪əɾäː
टेलीफ़ोन	ʈeːl̪iːpʰõːn̪
पर्चा	pəɾt͡ʃäː
लब	l̪əb
खल्लास	kʰəl̪l̪äːs̪
धान	d̪ʱä̃ːn̪
अंटार्टिका	ə̃ɳʈäːɾʈɪkäː
अप्सरा	əps̪əɾäː
अभिनेत्री	əbʱɪn̪eːt̪ɾiː
हाज़िरजवाब	ɦäːd͡ʒɪɾd͡ʒəʋäːb
गढ़ना	ɡəɽʱn̪äː
कामवाली	kä̃ːmwäːl̪iː
बक़ाया	bəqäːjäː
ख़लिश	kʰəl̪ɪʃ
समालोचना	s̪əmäːl̪oːt͡ʃn̪äː
घीया	ɡʱiːjäː
परिसमापन	pəɾɪs̪mäːpə̃n̪
कंपित	kə̃mpɪt̪
टूटना	ʈuːʈn̪äː
करूंगा	kəɾũːŋɡäː
मानचित्र	mä̃ːn̪t͡ʃɪt̪ɾᵊ
शोषण	ʃoːʃə̃ɳ
कोण	kõːɳ
ग़लतफ़हमी	ɣəl̪ət̪fɛɦmiː
डिजिटलीकृत	ɖɪd͡ʒɪʈəl̪iːkɾɪt̪
अपॉइंटमेंट	əpɔɪ̃ɳʈmẽːɳʈ
सखा	s̪əkʰäː
सुरीला	s̪ʊɾiːl̪äː
सोलह	s̪oːl̪əɦ
लापसी	l̪äːps̪iː
सोआ	s̪oːäː
दाग़ना	d̪äːɣn̪äː
कलाकार	kəl̪äːkäːɾ
नहान	n̪əɦä̃ːn̪
सरकार	s̪əɾkäːɾ
क्षीण	kʃĩːɳ
स्थायी	s̪t̪ʰäːjiː
फ्रांस	fɾä̃ːn̪s̪
मकदूनिया	məqd̪uːn̪ijäː
फ़्लैट	fl̪ɛːʈ
गया	ɡəjäː
सदरी	s̪əd̪ɾiː
धोखाधड़ी	d̪ʱoːkʰäːd̪ʱəɽiː
पुण्डरी	pʊ̃ɳɖɾiː
आतिशबाज़ी	äːt̪ɪʃbäːd͡ʒiː
पंजीकरण	pə̃n̪d͡ʒiːkəɾə̃ɳ
घोंघा	ɡʱõːŋɡʱäː
कहा	kəɦäː
मच्छी	mət̚t͡ʃʰiː
निर्धारण	n̪ɪɾd̪ʱäːɾə̃ɳ
नौकर	n̪ɔːkəɾ
क्लब	kl̪əb
हिमपात	ɦɪ̃mpäːt̪
वाष्पचालित	ʋäːʃpt͡ʃäːl̪ɪt̪
जाँघिया	d͡ʒä̃ːŋɡʱijäː
कोरेगांव	koːɾeːɡä̃ːmw
फ़्लोरिडा	pʰl̪oːɾɪɖäː
उनचास	ʊ̃n̪t͡ʃäːs̪
अभिप्राय	əbʱɪpɾäːj
तिरपन	t̪ɪɾpə̃n̪
सन्देह	s̪ə̃n̪d̪eːɦ
आरंभिक	äːɾə̃mbʱɪk
भावुक	bʱäːʋʊk
परिसंघ	pəɾɪs̪ə̃ŋɡʱ
मच्छ	mət̚t͡ʃʰ
सड़ना	s̪əɽn̪äː
येड़ा	jeːɽäː
क़ुल्फ़ी	qʊl̪fiː
वानर	ʋäːn̪əɾ
पोतना	poːt̪̚n̪äː
अभिकथन	əbʱɪkət̪ʰə̃n̪
पच्चीस	pət̚t͡ʃiːs̪
कामगार	kä̃ːmɡäːɾ
कड़कड़ाना	kəɽkəɽäːn̪äː
रुचिरा	ɾʊt͡ʃɪɾäː
आखिर	äːkʰɪɾ
पड़ाना	pəɽäːn̪äː
ललचाना	l̪əl̪t͡ʃäːn̪äː
ख़ुफ़िया	xʊfijäː
केन्या	kẽːn̪jäː
दूसरे	d̪uːs̪ɾeː
निवृत्त	n̪ɪʋɾɪt̪t̪
भली	bʱəl̪iː
टीका	ʈiːkäː
संक्रमित	s̪ə̃ŋkɾəmɪt̪
प्रगतिवादी	pɾəɡət̪ɪʋäːd̪iː
निदेशक	n̪ɪd̪eːʃək
प्रधानाध्यापक	pɾəd̪ʱäːn̪äːd̪ʱjäːpək
पहुँचना	pɔɦɔ̃n̪t͡ʃn̪äː
बित्ता	bɪt̪̚t̪äː
साम्यवाद	s̪ä̃ːmjəʋäːd̪
इसराईली	ɪs̪ɾäːiːl̪iː
तरफ़दार	t̪əɾəfd̪äːɾ
तत्सम	t̪ət̪s̪ə̃m
दिक़्क़त	d̪ɪk̚kət̪
विनाशक	ʋɪn̪äːʃək
पहाड़	pəɦäːɽ
बदन	bəd̪ə̃n̪
बनाम	bən̪ä̃ːm
चमचमाना	t͡ʃə̃mt͡ʃəmäːn̪äː
सक्षम	s̪əkʃə̃m
दबोचना	d̪əboːt͡ʃn̪äː
गुलाब	ɡʊl̪əb
बाकी	bäːqiː
आज्ञा	äːɡjäː
मराठा	məɾäːʈʰäː
छब्बीस	t͡ʃʰəb̚bɪs̪
संग	s̪ə̃ŋɡ
वास्तविकता	ʋäːs̪t̪əʋɪkt̪äː
किताब	kɪt̪äːb
दुःस्वप्न	d̪ʊs̪ʋəpn̪ə
अर्धांगिनी	əɾd̪ʱä̃ːŋɡɪn̪iː
बाग	bäːɡ
साथसाथ	s̪äːt̪ʰs̪äːt̪ʰ
पशुपालक	pəʃʊpäːl̪ək
प्रतिबंध	pɾət̪ɪbə̃n̪d̪ʱ
सक्सेना	s̪əks̪eːn̪äː
रहस्यमय	ɾɛɦɛs̪jəməj
क़िल्लत	qɪl̪l̪ət̪
खयालें	kʰəjäːl̪ẽː
फ़्लैट	pʰl̪ɛːʈ
बढ़ना	bəɽʱn̪äː
ख़ान	kʰä̃ːn̪
नक़दी	n̪əqd̪iː
आवेदनकर्ता	äːʋeːd̪ə̃n̪kəɾt̪äː
करिश्मा	kəɾɪʃmäː
एकाध	eːkäːd̪ʱ
प्रोग्राम	pɾoːɡɾä̃ːm
पेचकस	peːt͡ʃkəs̪
झाड़ी	d͡ʒʱäːɽiː
उन्होंने	ʊ̃n̪ɦõːn̪eː
रेडियो	ɾeːɖijoː
क़ाफ़िला	qäːfɪl̪äː
शब्दाडंबर	ʃəbd̪äːɖə̃mbəɾ
जॉर्डन	d͡ʒɔɾɖə̃n̪
सब्ज़ी	s̪əbd͡ʒiː
मिसेज़	mɪs̪eːd͡ʒ
अपहर्ता	əpʰəɾt̪äː
बाँसुरी	bä̃ːs̪ʊɾiː
चाँदी	t͡ʃä̃ːn̪d̪iː
ख़रीदारी	kʰəɾiːd̪äːɾiː
औपस्थ्य	ɔːpəs̪t̪ʰjᵊ
पापड़ी	päːpɽiː
हिचकना	ɦɪt͡ʃəkn̪äː
विखंडन	ʋɪkʰə̃ɳɖə̃n̪
रौज़न	ɾɔːd͡ʒə̃n̪
वायुसेना	ʋäːjuːs̪eːn̪äː
सौदा	s̪ɔːd̪äː
अस्पताली	əs̪pət̪äːl̪iː
सम्मानजनक	s̪ə̃mmä̃ːn̪d͡ʒən̪ək
पतलून	pət̪l̪ũːn̪
कृत्रिम	kɾɪt̪ɾɪ̃m
दरांती	d̪əɾä̃ːn̪t̪iː
क़ब्ज़ा	kəbd͡ʒäː
भूजल	bʱuːd͡ʒəl̪
काँच	kä̃ːt͡ʃ
बहुभाषीय	bəɦubʱɑːʂijə
प्याज़	pjäːd͡ʒ
तख़लिया	t̪əxl̪ijäː
संकलक	s̪ə̃ŋkəl̪ək
जमाख़ोरी	d͡ʒəmäːxoːɾiː
पचास	pət͡ʃäːs̪
चमचा	t͡ʃə̃mt͡ʃäː
फ़रिश्ता	fəɾɪʃt̪äː
जिमीकंद	d͡ʒɪmiːkə̃n̪d̪
बीमा	biːmäː
कतराना	kət̪ɾäːn̪äː
आनरेरी	ä̃ːn̪ɾeːɾiː
सन्नाटा	s̪ə̃n̪n̪äːʈäː
सशस्त्र	s̪əʃəs̪t̪ɾᵊ
महावीर	məɦäːʋiːɾ
मज़ाक़	məd͡ʒäːk
गंजा	ɡə̃n̪d͡ʒäː
काँपना	kä̃ːpn̪äː
सुख	s̪ʊkʰ
आमदनी	äːməd̪̚n̪iː
सत्ताईस	s̪ət̪̚t̪äːiːs̪
बुल्गारिया	bʊl̪ɡäːɾijäː
अकड़ना	əkəɽn̪äː
दशम	d̪əʃə̃m
अहं	ɛɦɛ̃m
कानून	qäːn̪ũːn̪
सच्चा	s̪ət̚t͡ʃäː
सिद्धांत	s̪ɪd̪̚d̪ʱä̃ːn̪t̪
पिशाच	pɪʃäːt͡ʃ
अरिहंत	əɾɪɦə̃n̪t̪
जुनहार	d͡ʒʊ̃n̪ɦäːɾ
सुईदाब	s̪ʊiːd̪äːb
नरेश	n̪əɾeːʃ
अपरिपक्व	əpɾɪpəkwᵊ
अनस्तित्व	ən̪əs̪t̪ɪt̪wᵊ
ख़फ़ा	kʰəpʰäː
बमबारी	bə̃mbäːɾiː
शिव	ʃɪʋäː
वाहक	ʋäːɦək
जहान	d͡ʒəɦä̃ːn̪
पलटाना	pəl̪ʈäːn̪äː
सरद	s̪əɾəd̪
छत्तीस	t͡ʃʰət̪̚t̪iːs̪
पूजा	puːd͡ʒäː
कम्युनिज़्म	kə̃mjʊn̪ɪd͡ʒmᵊ
कसके	kəs̪keː
मृदुता	mɾɪd̪ʊt̪äː
लाज़िम	l̪äːd͡ʒɪ̃m
शृंखला	ʃɾɪ̃ŋkʰl̪äː
नक़ाब	n̪əkäːb
मंडलवक	mə̃ɳɖəl̪əʋək
तलवार	t̪əl̪ʋäːɾ
आख़िर	äːkʰɪɾ
कामना	kä̃ːmn̪äː
स्नातक	s̪n̪äːt̪ək
कचरा	kət͡ʃɾäː
आनंदमय	äːn̪ə̃n̪d̪məj
सोमाली	s̪oːmäːl̪iː
खारा	kʰäːɾäː
पंजाब	pə̃n̪d͡ʒäːb
तैनात	t̪ɛːn̪äːt̪
मजनू	məd͡ʒn̪uː
सुंदर	s̪ʊ̃n̪d̪əɾ
असमय	əs̪əməj
ईसाई	iːs̪äːiː
शाश्वत	ʃäːʃʋət̪
क्षितिज	kʃɪt̪ɪd͡ʒ
छायाकार	t͡ʃʰäːjäːkäːɾ
मिलनसार	mɪl̪ə̃n̪s̪äːɾ
रक़्क़ासा	ɾəqqäːs̪äː
दबंग	d̪əbə̃ŋɡ
सिंहला	s̪ɪ̃ŋɡʱl̪äː
कसेरा	kəs̪eːɾäː
आसन्न	äːs̪ə̃n̪n̪ᵊ
पनाहगाह	pən̪äːɦɡäːɦ
हबक्क़ूक़	ɦəbək̚kʊk
भंडार	bʱə̃ɳɖäːɾ
सर्वप्रथम	s̪əɾʋpɾət̪ʰə̃m
मुग़ालता	mʊɣäːl̪t̪äː
सेही	s̪eːɦiː
तारीफ	t̪äːɾiːpʰ
उड़ान	ʊɽä̃ːn̪
ख़ास	kʰäːs̪
लुग़ात	l̪ʊɡäːt̪
इसराज	ɪs̪ɾäːd͡ʒ
मुनीम	mʊn̪ĩːm
अनगिनत	ə̃n̪ɡɪn̪ət̪
ऊंचा	ũːt͡ʃäː
अण्डा	ə̃ɳɖäː
प्रक्षेपास्त्र	pɾəkʃeːpäːs̪t̪ɾᵊ
उस	ʊs̪
वाहन	ʋäːɦə̃n̪
नादानी	n̪äːd̪äːn̪iː
काष्ठशर्करा	käːʂʈʰʃəɾkəɾäː
दफ़नाना	d̪əpʰn̪äːn̪äː
रंगकर्मी	ɾə̃ŋɡkəɾmiː
विद्या	ʋɪd̪jäː
अनूदित	ən̪uːd̪ɪt̪
गुबरैला	ɡʊbɾɛːl̪äː
उत्सुक	ʊt̪s̪ʊk
मार्च	mäːɾt͡ʃ
पुष्प	pʊʃp
तरीका	t̪əɾiːqäː
संभव	s̪ə̃mbʱəʋ
रिज़ल्ट	ɾɪd͡ʒəl̪ʈ
फेफड़ा	pʰeːpʰɽäː
सयाना	s̪əjäːn̪äː
कानपुर	kä̃ːn̪pʊɾ
उत्पादन	ʊt̪päːd̪ə̃n̪
फँसना	pʰə̃s̪n̪äː
फुंसी	pʰʊ̃n̪s̪iː
रोमांच	ɾoːmä̃ːt͡ʃ
परसर्ग	pəɾs̪əɾɡ
तालिका	t̪äːl̪ɪkäː
जल्दबाज़ी	d͡ʒəl̪d̪bäːd͡ʒiː
महकमा	mɛɦɛkmäː
तनख़्वाह	t̪ə̃n̪kʰäːɦ
सुस्ती	s̪ʊs̪t̪iː
इकट्ठा	ɪkəʈ̚ʈʰäː
नान	n̪ä̃ːn̪
भरना	bʱəɾn̪äː
अमेरिका	əmeːɾɪkäː
स़िफ़र	s̪ɪfəɾ
अजाइब	əd͡ʒäːɪb
आतंकमय	äːt̪ə̃ŋkməj
चक्षु	t͡ʃəkʃuː
स	s̪ə
झुमका	d͡ʒʱʊ̃mkäː
मानव	mäːn̪əʋ
मंगलवार	mə̃ŋɡəl̪ʋäːɾ
भौंरा	bʱɔ̃ːɾäː
तैंतालीस	t̪ɛ̃ːn̪t̪äːl̪iːs̪
बिजलीकरण	bɪd͡ʒl̪iːkəɾə̃ɳ
कपड़ा	kəpɽäː
पैकार	pɛːkäːɾ
नक़्क़ारा	n̪əqqäːɾäː
असर	əs̪əɾ
उज्ज्वल	ʊd̚d͡ʒʋəl̪
स्यूत	s̪juːt̪
ट्रेन	ʈɾẽːn̪
क़त्ल	qət̪l̪
साइकल	s̪äːɪkəl̪
ख़्वाहिश	kʰäːɦɪʃ
सैकता	s̪ɛːkt̪äː
गाल	ɡäːl̪
शिश्नमुंड	ʃɪʃn̪əmʊ̃ɳɖ
क़हर	kɛɦɛɾ
निरस्त्रीकरण	n̪ɪɾəs̪t̪ɾiːkəɾə̃ɳ
अधिवक्ता	əd̪ʱɪʋəkt̪äː
परनिंदा	pəɾn̪ɪ̃n̪d̪äː
स्टेशन	s̪ɪʈeːʃə̃n̪
हेज़लनट	ɦeːzəl̪n̪əʈ
प्रयत्नशील	pɾəjət̪̚n̪əʃiːl̪
या	jäː
गुलाबी	ɡʊl̪äːbiː
मुग़ल	mʊɣəl̪
भंकस	bʱə̃ŋkəs̪
हिरन	ɦɪɾə̃n̪
सुधारना	s̪ʊd̪ʱäːɾn̪äː
विद्वान्	ʋɪd̪wä̃ːn̪
सदमा	s̪əd̪mäː
पास्ता	päːs̪t̪äː
बौछाड़	bɔːt͡ʃʰäːɽ
अफगानिस्तान	əpʰɡäːn̪ɪs̪t̪ä̃ːn̪
घरेलू	ɡʱəɾeːl̪uː
तिकड़म	t̪ɪkɽə̃m
एकसदनीयता	eːks̪əd̪ən̪iːjt̪äː
उत्तरदायी	ʊt̪̚t̪əɾd̪äːjiː
सख्खर	s̪əkʰkʰəɾ
भूमिका	bʱuːmɪkäː
क़ायम	qäːjə̃m
आँधी	ä̃ːn̪d̪ʱiː
आस्ति	äːs̪t̪iː
औलिया	ɔːl̪ijäː
हैरानी	ɦɛːɾäːn̪iː
रिक्शा	ɾɪkʃäː
भाँजना	bʱä̃ːn̪d͡ʒn̪äː
चक्कर	t͡ʃək̚kəɾ
बहिष्कार	bəɦɪʃkäːɾ
अंचल	ə̃n̪t͡ʃəl̪
आबरू	äːbɾuː
अड़सठ	əɽs̪əʈʰ
ज़ैतून	d͡ʒɛːt̪ũːn̪
ताल	t̪äːl̪
दंगा	d̪ə̃ŋɡäː
हमसफ़र	ɦə̃ms̪əpʰəɾ
ख़ूँख़ार	xũːxäːɾ
छमाही	t͡ʃʰəmäːɦiː
मुअल्लम	mʊəl̪l̪ə̃m
तालमेल	t̪äːl̪meːl̪
द्रष्टव्य	d̪ɾəʃʈəʋjᵊ
शहज़ादा	ʃɛɦd͡ʒäːd̪äː
चित्रण	t͡ʃɪt̪ɾə̃ɳ
क़हवा	qɛɦʋäː
बहुपद	bɔɦɔpəd̪
दर्शाना	d̪əɾʃäːn̪äː
अभिनय	əbʱɪn̪əj
जमवाना	d͡ʒə̃mwäːn̪äː
इश्तिहार	ɪʃt̪ɪɦäːɾ
रतालू	ɾət̪äːl̪uː
लाल	l̪äːl̪
किर्गिज़स्तान	kɪɾɡɪd͡ʒəs̪t̪ä̃ːn̪
ऊफ़ा	uːfäː
चित्तूर	t͡ʃɪt̪̚t̪uːɾ
टेलीफोन	ʈeːl̪iːpʰõːn̪
मैसिडोनिया	mɛːs̪ɪɖoːn̪ijäː
दुनिया	d̪ʊn̪ijäː
बुंदेली	bʊ̃n̪d̪eːl̪iː
उस्ताद	ʊs̪t̪äːd̪
पारिवारिक	päːɾɪʋäːɾɪk
सर्वथा	s̪əɾʋət̪ʰäː
उसमान	ʊs̪mä̃ːn̪
आवेग	äːʋeːɡ
शिल्पशाला	ʃɪl̪pʃäːl̪äː
क़िल्लत	kɪl̪l̪ət̪
जहर	zɛɦɛɾ
समनुषंगी	s̪ə̃mn̪ʊʃə̃ŋɡiː
शरण	ʃəɾə̃ɳ
आयुर्विज्ञान	äːjʊɾʋɪɡjä̃ːn̪
शास्त्रीय	ʃäːs̪t̪ɾiːjᵊ
तुलसीदास	t̪ʊl̪s̪iːd̪äːs̪
सट्टेबाज़	s̪əʈ̚ʈeːbäːz
मज़ाक़िया	məd͡ʒäːkijäː
फलो	pʰəl̪oː
डाल	ɖäːl̪
सहित	s̪əɦɪt̪
महोदया	məɦoːd̪əjäː
ज़ाहिर	zäːɦɪɾ
आविष्कार	äːʋɪʃkäːɾ
मलयालम	məl̪əjäːl̪ə̃m
अटारी	əʈäːɾiː
नस्लभेद	n̪əs̪l̪bʱeːd̪
इब्तिदाई	ɪbt̪ɪd̪äːiː
लहज़ा	l̪ɛɦd͡ʒäː
ख़र्चा	xəɾt͡ʃäː
प्रत्याशा	pɾət̪jäːʃäː
कुदाल	kʊd̪äːl̪
अझ़दहा	əzd̪əɦäː
गुड़ाकू	ɡʊɽäːkuː
बेहतर	bɛɦt̪əɾ
अवतल	əʋt̪əl̪
न्यूज़	n̪juːd͡ʒ
यक़ीनन	jəkiːn̪ə̃n̪
क्रिस्टल	kɾɪs̪ʈəl̪
मजनूँ	məd͡ʒn̪ũː
निर्देश	n̪ɪɾd̪eːʃ
उन्नाव	ʊ̃n̪n̪äːʋ
अंछर	ə̃n̪t͡ʃʰəɾ
रविवार	ɾəʋɪʋäːɾ
दारु	d̪äːɾuː
मंजन	mə̃n̪d͡ʒə̃n̪
आहिस्ता	äːɪs̪t̪äː
बैंगनी	bɛ̃ːŋɡn̪iː
शिक्षाशास्त्र	ʃɪkʃäːʃäːs̪t̪ɾᵊ
सोहाग	s̪oːɦäːɡ
देखने	d̪eːkʰn̪eː
थरथराना	t̪ʰəɾt̪ʰəɾäːn̪äː
नाई	n̪äːiː
शर्मा	ʃəɾmäː
खिन्न	kʰɪ̃n̪n̪ᵊ
पाहन	päːɦə̃n̪
चौपाई	t͡ʃɔːpäːiː
देने	d̪eːn̪eː
विक्षनरी	ʋɪkʃn̪əɾiː
प्रजातंत्र	pɾəd͡ʒäːt̪ə̃n̪t̪ɾᵊ
चारा	t͡ʃäːɾäː
व्यास	ʋjäːs̪
शाइस्ता	ʃäːɪs̪t̪äː
नास्तिकता	n̪äːs̪t̪ɪkt̪äː
ओलिंपियाड	oːl̪ɪ̃mpijäːɖ
चाची	t͡ʃäːt͡ʃiː
नागरिकता	n̪äːɡɾɪkt̪äː
आपात	äːpäːt̪
लहंगा	l̪ɛːɦŋɡäː
उल्टा	ʊl̪ʈäː
हवा	ɦəʋäː
प्रेमिका	pɾeːmɪkäː
ं	ə̃ŋ
गुझिया	ɡʊd͡ʒʱijäː
मिस्टर	mɪs̪ʈəɾ
देसी	d̪eːs̪iː
मोरक्को	moːɾək̚koː
यांत्रिक	jä̃ːn̪t̪ɾɪk
सूतिकागार	s̪uːt̪ɪkäːɡäːɾ
सूचक	s̪uːt͡ʃək
अज़ाब	əzäːb
साफ़	s̪äːpʰ
बिमारी	bɪmäːɾiː
सरोद	s̪əɾoːd̪
लाइम	l̪äːɪ̃m
घसीटना	ɡʱəs̪iːʈn̪äː
हिमस्खलन	ɦɪ̃ms̪kʰəl̪ə̃n̪
बुभुक्षित	bʊbʱʊkʃɪt̪
छेदना	t͡ʃʰeːd̪̚n̪äː
ख़िलाफ़	xɪl̪äːf
व्यसन	ʋjəs̪ə̃n̪
वा	ʋäː
ठहराना	ʈʰɛɦɾäːn̪äː
टेलिफोन	ʈeːl̪ɪpʰõːn̪
इंटरफ़ेस	ɪ̃ɳʈəɾpʰeːs̪
रुकावट	ɾʊkäːʋəʈ
तलवा	t̪əl̪ʋäː
प्रयोगात्मक	pɾəjoːɡɑt̪mək
विचारधारा	ʋɪt͡ʃäːɾd̪ʱäːɾäː
उतरना	ʊt̪əɾn̪äː
अवगुण	əʋɡʊ̃ɳ
पीपल	piːpəl̪
विघ्न	ʋɪɡʱn̪ᵊ
अर्धसाप्ताहिक	əɾd̪ʱs̪äːpt̪äːɦɪk
धोखेबाज़	d̪ʱoːkʰeːbäːd͡ʒ
मनोरोग	mən̪oːɾoːɡ
बांचना	bä̃ːt͡ʃn̪äː
ढूँढ़ना	ɖʱũːɽʱn̪äː
लिपटना	l̪ɪpəʈn̪äː
अंतर्जातीय	ə̃n̪t̪əɾd͡ʒäːt̪iːjᵊ
मनोरंजन	mən̪oːɾə̃n̪d͡ʒə̃n̪
तौबा	t̪əʊbäː
चुड़ैल	t͡ʃʊɽɛːl̪
त्यौहार	t̪jɔːɦäːɾ
अलगाववादी	əl̪ɡäːʋʋäːd̪iː
पूछना	puːt͡ʃʰn̪äː
मुर्ग़ा	mʊɾɣäː
इंटरनेट	ɪ̃ɳʈəɾn̪eːʈ
ज़ंजीर	zə̃n̪d͡ʒiːɾ
मक़बूल	məkbuːl̪
फ़िलीपीन्स	pʰɪl̪iːpĩːn̪s̪
विपन्नता	ʋɪpə̃n̪n̪t̪äː
सरगोधा	s̪əɾɡoːd̪ʱäː
विमा	ʋɪmäː
संतुलित	s̪ə̃n̪t̪ʊl̪ɪt̪
बत्तख़	bət̪̚t̪əkʰ
दंड	d̪ə̃ɳɖ
दायित्ववान्	d̪äːjɪt̪wəʋä̃ːn̪
मक्खन	mək̚kʰə̃n̪
तालिब	t̪äːl̪ɪb
लाख	l̪äːkʰ
आव्यूह	äːʋjuːɦ
ठेंगा	ʈʰẽːŋɡäː
गुरुवार	ɡʊɾʊʋäːɾ
प्रायद्वीप	pɾäːjd̪wiːp
कठिनाई	kəʈʰɪn̪äːiː
घोषणा	ɡʱoːʃɳäː
पहलू	pɛɦl̪uː
पसीजना	pəs̪iːd͡ʒn̪äː
आईला	äːiːl̪äː
अफसर	əpʰs̪əɾ
इतिहास	ɪt̪ɪɦäːs̪
भारी	bʱäːɾiː
चरखा	t͡ʃəɾxäː
रैन	ɾɛ̃ːn̪
अट्ठाईस	əʈ̚ʈʰäːiːs̪
अधिसूचित	əd̪ʱɪs̪uːt͡ʃɪt̪
सी	s̪iː
हताशा	ɦət̪äːʃäː
मांडलिक	mä̃ːɳɖəl̪ɪk
न्योता	n̪joːt̪äː
सियाप्पा	s̪ijäːp̚päː
शाम	ʃä̃ːm
भारोत्तोलन	bʱäːɾoːt̪̚t̪oːl̪ə̃n̪
इंदुर	ɪ̃n̪d̪ʊɾ
आयात	äːjäːt̪
तुंग	t̪ʊ̃ŋɡ
खाली	xäːl̪iː
मायका	mäːjkäː
फ़्राँसीसी	pʰɾä̃ːs̪iːs̪iː
आमुख	äːmʊkʰ
अमानत	əmäːn̪ət̪
माफ़ी	mäːpʰiː
ख़्याल	xjäːl̪
वॉशिंगटन	ʋɔʃɪ̃ŋɡʈə̃n̪
मिनट	mɪn̪əʈ
दीन	d̪ĩːn̪
जनभाषा	d͡ʒə̃n̪bʱäːʃäː
अठारह	əʈʰäːɾəɦ
व्यवहार	ʋjəʋɦäːɾ
बेक़ाबू	beːqäːbuː
क्रूस	kɾuːs̪
ताक	t̪äːk
लश्कर	l̪əʃkəɾ
पठानकोट	pəʈʰä̃ːn̪koːʈ
क्रीडिका	kɾiːɖɪkäː
अवहेलना	əʋɦeːl̪n̪äː
बहुरूपिया	bɔɦɔɾuːpijäː
सुहाना	s̪ʊɦäːn̪äː
मुक़द्दर	mʊkəd̪̚d̪əɾ
सांझ	s̪ä̃ːn̪d͡ʒʱ
ध्वनी	d̪ʱʋən̪iː
नजूमी	n̪əd͡ʒuːmiː
सिफ़र	s̪ɪfəɾ
लाजवाब	l̪äːd͡ʒəʋäːb
अठपहिया	əʈʰpəɦijäː
इम्तिहान	ɪ̃mt̪ɪɦä̃ːn̪
सुन्नत	s̪ʊ̃n̪n̪ət̪
अंतरराष्ट्रीयता	ə̃n̪t̪əɾɾäːʃʈɾiːjt̪äː
कथा	kət̪ʰäː
कन्दुक	kə̃n̪d̪ʊk
कितना	kɪt̪̚n̪äː
जिल्द	d͡ʒɪl̪d̪
फुलझड़ी	pʰʊl̪d͡ʒʱəɽiː
तग़ाफ़ुल	t̪əɣäːfʊl̪
संवहन	s̪ə̃mwɛɦɛ̃n̪
संपदा	s̪ə̃mpəd̪äː
बाख़ुदा	bäːxʊd̪äː
धातुकर्म	d̪ʱäːt̪ʊkəɾm
