เกลือก	klɯa̯k̚˨˩
จังหวะ	t͡ɕaŋ˧.waʔ˨˩
เวอร์จิเนีย	wɤː˧.t͡ɕi˨˩.nia̯˧
ข้าพระพุทธเจ้า	kʰaː˥˩.pʰra˦˥.pʰut̚˦˥.tʰa˦˥.t͡ɕaːw˥˩
บน	bon˧
รุ่ม	rum˥˩
ด่างทับทิม	daːŋ˨˩.tʰap̚˦˥.tʰim˧
คริสต์	kʰrit̚˦˥,kʰris˦˥
ฉ้อโกง	t͡ɕʰɔː˥˩.koːŋ˧
ประชุม	pra˨˩.t͡ɕʰum˧
ยอดรวม	jɔːt̚˥˩.rua̯m˧
หลา	laː˩˩˦
กระปรี้กระเปร่า	kra˨˩.priː˥˩.kra˨˩.praw˨˩
ภัตตาหาร	pʰat̚˦˥.taː˧.haːn˩˩˦
ตับแตก	tap̚˨˩.tɛːk̚˨˩
วัจมรรค	wat̚˦˥.t͡ɕa˨˩.mak̚˦˥
กลีบหิน	kliːp̚˨˩.hin˩˩˦
อาเซียน	ʔaː˧.sia̯n˥˩
โคเปอร์นิเซียม	kʰoː˧.pɤː˧.ni˦˥.sia̯m˥˩
ชาอูหลง	t͡ɕʰaː˧.ʔuː˧.loŋ˩˩˦
เครื่องยอด	kʰrɯa̯ŋ˥˩.jɔːt̚˥˩
นีโอดิเมียม	niː˧.ʔoː˧.di˨˩.mia̯m˥˩
บ้านเมือง	baːn˥˩.mɯa̯ŋ˧
รายเดือน	raːj˧.dɯa̯n˧
สมณะกระทรวง	sa˨˩.ma˦˥.na˦˥.kra˨˩.sua̯ŋ˧
ภาค	pʰaːk̚˥˩.kʰa˦˥.,pʰaːk̚˥˩
ยมราช	jom˧.ma˦˥.raːt̚˥˩
หยาด	jaːt̚˨˩
ซิการ์	si˦˥.kaː˥˩
โพก	pʰoːk̚˥˩
ปิโตรเลียม	pi˨˩.troː˧.lia̯m˧,pi˨˩.troː˧.lia̯m˥˩
การรับประทาน	kaːn˧.rap̚˦˥.pra˨˩.tʰaːn˧
เถรวาท	tʰeː˩˩˦.ra˦˥.waːt̚˥˩
วาร์ป	waːp̚˦˥
ทูต	tʰuːt̚˥˩
แพทย์หญิง	pʰɛːt̚˥˩.jiŋ˩˩˦
โสด	soːt̚˨˩
จุดสุดยอด	t͡ɕut̚˨˩.sut̚˨˩.jɔːt̚˥˩
เคล้า	kʰlaw˦˥
บะหมี่กึ่งสำเร็จรูป	ba˨˩.miː˨˩.kɯŋ˨˩.sam˩˩˦.ret̚˨˩.ruːp̚˥˩
สุริยคราส	su˨˩.ri˦˥.ja˦˥.kʰraːt̚˥˩
ไม้หลักปักขี้ควาย	maːj˦˥.lak̚˨˩.pak̚˨˩.kʰiː˥˩.kʰwaːj˧
เว้น	wen˦˥
ยำ	jam˧
คืบ	kʰɯːp̚˥˩
ม้าม	maːm˦˥
วัด	wat̚˦˥
ไซเรน	saj˧.reːn˧,saj˧.ren˧
สหพันธรัฐรัสเซีย	sa˨˩.ha˨˩.pʰan˧.tʰa˦˥.rat̚˦˥.rat̚˦˥.sia̯˧
ธูปฤๅษี	tʰuːp̚˥˩.rɯː˧.siː˩˩˦
นักถ่ายภาพ	nak̚˦˥.tʰaːj˨˩.pʰaːp̚˥˩
อสุจิ	ʔa˨˩.su˨˩.t͡ɕiʔ˨˩
ศ.	sɔː˩˩˦
วิสามัญ	wi˦˥.saː˩˩˦.man˧.,wi˦˥.saː˩˩˦.man˧.ja˦˥.,wi˦˥.saː˩˩˦.man˧
เนื้อเยื่อเกี่ยวพัน	nɯa̯˦˥.jɯa̯˥˩.kia̯w˨˩.pʰan˧
หมาไม่แดก	maː˩˩˦.maj˥˩.dɛːk̚˨˩
เปลว	pleːw˧
หลาบ	laːp̚˨˩
เละ	leʔ˦˥
เด็กเมื่อวานซืน	dek̚˨˩.mɯa̯˥˩.waːn˧.sɯːn˧
บังคับใช้	baŋ˧.kʰap̚˦˥.t͡ɕʰaj˦˥
นิ่ว	niw˥˩
การประพฤติ	kaːn˧.pra˨˩.pʰrɯt̚˦˥
บวก	bua̯k̚˨˩
ค่ะ	kʰaʔ˥˩,kʰaʔ˨˩
นายทวาร	naːj˧.tʰa˦˥.waːn˧
ทึ่ง	tʰɯŋ˥˩
เอื้อเฟื้อ	ʔɯa̯˥˩.fɯa̯˦˥
ฆาตกรต่อเนื่อง	kʰaːt̚˥˩.ta˨˩.kɔːn˧.tɔː˨˩.nɯa̯ŋ˥˩
วิชชุ	wit̚˦˥.t͡ɕʰuʔ˦˥
อาดดิสอาบาบา	ʔaːt̚˥˩.dis˦˥.ʔaː˧.baː˧.baː˥˩
สมทบ	som˩˩˦.tʰop̚˦˥
พิบัติภัย	pʰi˦˥.bat̚˨˩.ti˨˩.pʰaj˧
ระทึก	ra˦˥.tʰɯk̚˦˥
ประดู่	pra˨˩.duː˨˩
อนุสัญญา	ʔa˨˩.nu˦˥.san˩˩˦.jaː˧
เสื้อคลุม	sɯa̯˥˩.kʰlum˧
ให้สัญญา	haj˥˩.san˩˩˦.jaː˧
ฅอ	kʰɔː˧
หมาวัด	maː˩˩˦.wat̚˦˥
เวทย์มนต์	weːt̚˥˩.mon˧
มัมมี่	mam˧.miː˥˩
ทายาท	tʰaː˧.jaːt̚˥˩
เส้นสาย	sen˥˩.saːj˩˩˦
การฉลอง	kaːn˧.t͡ɕʰa˨˩.lɔːŋ˩˩˦
ถุงเท้า	tʰuŋ˩˩˦.tʰaːw˦˥
จระเข้ฟาดหาง	t͡ɕɔː˧.ra˦˥.kʰeː˥˩.faːt̚˥˩.haːŋ˩˩˦
เสี่ยงทาย	sia̯ŋ˨˩.tʰaːj˧
ความใจหมา	kʰwaːm˧.t͡ɕaj˧.maː˩˩˦
หว้า	waː˥˩
อักษรสาสน์	ʔak̚˨˩.sɔːn˩˩˦.ra˦˥.saːt̚˨˩,ʔak̚˨˩.sɔːn˩˩˦.saːt̚˨˩
ขนอ่อน	kʰon˩˩˦.ʔɔːn˨˩
ระบุ	ra˦˥.buʔ˨˩
เต้นรำ	ten˥˩.ram˧
รับสั่ง	rap̚˦˥.saŋ˨˩
ประเด็น	pra˨˩.den˧
สาวประเภทสอง	saːw˩˩˦.pra˨˩.pʰeːt̚˥˩.sɔːŋ˩˩˦
ตัวกินมด	tua̯˧.kin˧.mot̚˦˥
เฟือง	fɯa̯ŋ˧
หวั่น	wan˨˩
ลูกแก้ว	luːk̚˥˩.kɛːw˥˩
นที	na˦˥.tʰiː˧
หุ่นขี้ผึ้ง	hun˨˩.kʰiː˥˩.pʰɯŋ˥˩
ความคลาดทรงกลม	kʰwaːm˧.kʰlaːt̚˥˩.soŋ˧.klom˧
เอเธนส์	ʔeː˧.tʰeːn˧
เนื้อไม้	nɯa̯˦˥.maːj˦˥
ขีดฆ่า	kʰiːt̚˨˩.kʰaː˥˩
มงกุฎ	moŋ˧.kut̚˨˩
ยกบัตร	jok̚˦˥.ka˨˩.bat̚˨˩
ทนาน	tʰa˦˥.naːn˧
ตายโหง	taːj˧.hoːŋ˩˩˦
ศาลยุติธรรมระหว่างประเทศ	saːn˩˩˦.jut̚˦˥.ti˨˩.tʰam˧.ra˦˥.waːŋ˨˩.pra˨˩.tʰeːt̚˥˩
กองทัพเดินด้วยท้อง	kɔːŋ˧.tʰap̚˦˥.dɤːn˧.dua̯j˥˩.tʰɔːŋ˦˥
แคร์รอต	kʰɛː˧.rɔt̚˨˩
ตาลปัตร	taː˧.la˦˥.pat̚˨˩
โคตรเหง้าศักราช	kʰoːt̚˥˩.ŋaw˥˩.sak̚˨˩.ka˨˩.raːt̚˨˩
ธรรมนูญ	tʰam˧.nuːn˧,tʰam˧.ma˦˥.nuːn˧
อะลูมินัม	ʔa˨˩.luː˧.mi˦˥.nam˧
ล่ำ	lam˥˩
ของฝาก	kʰɔːŋ˩˩˦.faːk̚˨˩
ทศกัณฐ์	tʰot̚˦˥.sa˨˩.kan˧
วิโอลา	wi˦˥.ʔoː˧.laː˥˩
นรชาติ	nɔː˧.ra˦˥.t͡ɕʰaːt̚˥˩
หนืด	nɯːt̚˨˩
ตะวันออกเฉียงใต้	ta˨˩.wan˧.ʔɔːk̚˨˩.t͡ɕʰia̯ŋ˩˩˦.taːj˥˩
เด็ก	dek̚˨˩
ตายตัว	taːj˧.tua̯˧
ฤาษีแปลงสาร	rɯː˧.siː˩˩˦.plɛːŋ˧.saːn˩˩˦
ยามูซูโกร	jaː˧.muː˧.suː˧.kroː˧
ตามัว	taː˧.mua̯˧
เทวรูป	tʰeː˧.wa˦˥.ruːp̚˥˩
ทา	tʰaː˧
ศักดิ์ศรี	sak̚˨˩.siː˩˩˦
สุขสันต์วันคริสต์มาส	suk̚˨˩.san˩˩˦.wan˧.kʰris˦˥.maːs˥˩,suk̚˨˩.san˩˩˦.wan˧.kʰrit̚˦˥.sa˨˩.maːt̚˥˩
เงินทอน	ŋɤn˧.tʰɔːn˧
จูบ	t͡ɕuːp̚˨˩
ข้าน้อย	kʰaː˥˩.nɔːj˦˥
สินธุ์	sin˩˩˦
คำขวัญ	kʰam˧.kʰwan˩˩˦
ข้อแก้ตัว	kʰɔː˥˩.kɛː˥˩.tua̯˧
กาสิโน	kaː˧.si˨˩.noː˧
ทรมาน	tʰɔː˧.ra˦˥.maːn˧
ร่าเริง	raː˥˩.rɤːŋ˧
ความวิบัติ	kʰwaːm˧.wi˦˥.bat̚˨˩
โมเมนตัม	moː˧.men˧.tam˨˩
ราชอาณาจักร	raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩
อันตราย	ʔan˧.ta˨˩.raːj˧
กลไก	kon˧.kaj˧
สองแถว	sɔːŋ˩˩˦.tʰɛw˩˩˦
การคอย	kaːn˧.kʰɔːj˧
คุณหญิง	kʰun˧.jiŋ˩˩˦
การบ่อน	kaːn˧.bɔn˨˩
อับดุลเลาะ	ʔap̚˨˩.dun˧.lɔʔ˦˥,ʔap̚˨˩.dun˧.lɔʔ˨˩
แถวตรง	tʰɛːw˩˩˦.troŋ˧
สระว่ายน้ำ	sa˨˩.waːj˥˩.naːm˦˥
บูชา	buː˧.t͡ɕʰaː˧
ว่าย	waːj˥˩
รับมือ	rap̚˦˥.mɯː˧
สัมเรทธิศก	sam˩˩˦.reːt̚˥˩.tʰi˦˥.sok̚˨˩
เราะมะฎอน	rɔʔ˦˥.ma˦˥.dɔːn˧
ภุชงคประยาต	pʰu˦˥.t͡ɕʰoŋ˧.kʰa˦˥.pra˨˩.jaːt̚˥˩
กรมธรรม์	krom˧.ma˦˥.tʰan˧
ใจความ	t͡ɕaj˧.kʰwaːm˧
บุคลิก	buk̚˨˩.kʰa˦˥.lik̚˦˥,buk̚˨˩.kʰa˦˥.lik̚˦˥.,buk̚˨˩.kʰa˦˥.lik̚˦˥.ka˨˩.
วณิพก	wa˦˥.ni˦˥.pʰok̚˦˥,wa˦˥.nip̚˦˥.pʰok̚˦˥
ใส่ร้าย	saj˨˩.raːj˦˥
คำเชื่อม	kʰam˧.t͡ɕʰɯa̯m˥˩
นิติวิทยาศาสตร์	ni˦˥.ti˨˩.wit̚˦˥.tʰa˦˥.jaː˧.saːt̚˨˩
ที่ราบสูงโคราช	tʰiː˥˩.raːp̚˥˩.suːŋ˩˩˦.kʰoː˧.raːt̚˥˩
อีเห็น	ʔiː˧.hen˩˩˦
กรอบ	krɔːp̚˨˩
เปรู	peː˧.ruː˧
เวรัมภ	weː˧.ram˧.pʰaʔ˦˥
กระจกนาฬิกา	kra˨˩.t͡ɕok̚˨˩.naː˧.li˦˥.kaː˧
นิติศาสตร์	ni˦˥.ti˨˩.saːt̚˨˩
ชะมด	t͡ɕʰa˦˥.mot̚˦˥
มิคะ	mi˦˥.kʰaʔ˦˥
เพิ่ง	pʰɤŋ˥˩
โซเวียต	soː˧.wia̯t̚˥˩
เนยเทียม	nɤːj˧.tʰia̯m˧
แตน	tɛːn˧
เอกเทศสัญญา	ʔeːk̚˨˩.ka˨˩.tʰeːt̚˥˩.san˩˩˦.jaː˧
ประตู	pra˨˩.tuː˧
ตวง	tua̯ŋ˧
มะละกอ	ma˦˥.la˦˥.kɔː˧
โปรดเกล้าโปรดกระหม่อม	proːt̚˨˩.klaːw˥˩.proːt̚˨˩.kra˨˩.mɔm˨˩
อนุสาวรีย์เทพีเสรีภาพ	ʔa˨˩.nu˦˥.saː˩˩˦.wa˦˥.riː˧.tʰeː˧.pʰiː˧.seː˩˩˦.riː˧.pʰaːp̚˥˩
หาย	haːj˩˩˦
กาเมลัน	kaː˧.meː˧.lan˧
ศ	sɔː˩˩˦
ไซเบอร์เนติกส์	saj˧.bɤː˥˩.neː˧.tik̚s˨˩,saj˧.bɤː˧.neː˧.tik̚s˨˩
ถูกต้อง	tʰuːk̚˨˩.tɔŋ˥˩
ดาวน์โหลด	daːw˧.loːt̚˨˩
มุ่ง	muŋ˥˩
อาชญากรสงคราม	ʔaːt̚˨˩.t͡ɕʰa˦˥.jaː˧.kɔːn˧.soŋ˩˩˦.kʰraːm˧,ʔaːt̚˨˩.jaː˧.kɔːn˧.soŋ˩˩˦.kʰraːm˧
หงส์	hoŋ˩˩˦
จุงเบย	t͡ɕuŋ˧.bɤːj˧
นฤพาน	na˦˥.rɯ˦˥.pʰaːn˧
เอเคอร์	ʔeː˧.kʰɤː˥˩
แพะ	pʰɛʔ˦˥
กรวย	krua̯j˧
วรรณกรรม	wan˧.na˦˥.kam˧
หยาบ	jaːp̚˨˩
อาเซอร์ไบจาน	ʔaː˧.sɤː˧.baj˧.t͡ɕaːn˧
ก้าวหน้า	kaːw˥˩.naː˥˩
คาซัคสถาน	kʰaː˧.sak̚˦˥.sa˨˩.tʰaːn˩˩˦
ห้ามจอด	haːm˥˩.t͡ɕɔːt̚˨˩
เลยไป	lɤːj˧.paj˧
จองศาลา	t͡ɕɔːŋ˧.saː˩˩˦.laː˧
จำนอง	t͡ɕam˧.nɔːŋ˧
งูสวัด	ŋuː˧.sa˨˩.wat̚˨˩
การทักทาย	kaːn˧.tʰak̚˦˥.tʰaːj˧
ทองคำ	tʰɔːŋ˧.kʰam˧
ความดักดาน	kʰwaːm˧.dak̚˨˩.daːn˧
เปลือกไข่	plɯa̯k̚˨˩.kʰaj˨˩
เชื่อมั่น	t͡ɕʰɯa̯˥˩.man˥˩
โทรทรรศน์	tʰoː˧.ra˦˥.tʰat̚˦˥
การชำระ	kaːn˧.t͡ɕʰam˧.raʔ˦˥
นัดหยุดงาน	nat̚˦˥.jut̚˨˩.ŋaːn˧
มฤดก	ma˦˥.rɯ˦˥.dok̚˨˩
องครักษ์พิทักษ์หี	ʔoŋ˧.kʰa˦˥.rak̚˦˥.pʰi˦˥.tʰak̚˦˥.hiː˩˩˦
ต่อมลูกหมาก	tɔm˨˩.luːk̚˥˩.maːk̚˨˩
บ้าหมู	baː˥˩.muː˩˩˦
นาฬิกาทราย	naː˧.li˦˥.kaː˧.saːj˧
นอย	nɔːj˧
กราบ	kraːp̚˨˩
ดาวเคราะห์น้อย	daːw˧.kʰrɔʔ˦˥.nɔːj˦˥
แชมพู	t͡ɕʰɛːm˧.pʰuː˧
ยี่สิบเอ็ด	jiː˥˩.sip̚˨˩.ʔet̚˨˩
ความเป็นผู้นำ	kʰwaːm˧.pen˧.pʰuː˥˩.nam˧
โรมาจิ	roː˧.maː˧.t͡ɕiʔ˨˩
แมงดา	mɛːŋ˧.daː˧
เสนอ	sa˨˩.nɤː˩˩˦
หมึกกล้วย	mɯk̚˨˩.klua̯j˥˩
ตะไบเล็บ	ta˨˩.baj˧.lep̚˦˥
ความเสร่อ	kʰwaːm˧.sa˨˩.rɤː˨˩
เหนือเกล้าเหนือกระหม่อม	nɯa̯˩˩˦.klaːw˥˩.nɯa̯˩˩˦.kra˨˩.mɔːm˨˩
เพียงออ	pʰia̯ŋ˧.ʔɔː˧
มอบให้	mɔːp̚˥˩.haj˥˩
เป้าหมาย	paw˥˩.maːj˩˩˦
อย่างไร	jaːŋ˨˩.raj˧
เป็นกลาง	pen˧.klaːŋ˧
เครื่องควบแน่น	kʰrɯa̯ŋ˥˩.kʰua̯p̚˥˩.nɛn˥˩
เพลิด	pʰlɤːt̚˥˩
ไม้บาง	maːj˦˥.baːŋ˧
บาห์เรน	baː˧.reːn˧
พาทย์	pʰaːt̚˥˩
เบอร์ลิน	bɤː˧.lin˧
ต่อมทอนซิล	tɔm˨˩.tʰɔːn˧.sin˧
ว่าง	waːŋ˥˩
พาฬมฤค	pʰaː˧.la˦˥.ma˦˥.lɯk̚˦˥
จันอับ	t͡ɕan˧.ʔap̚˨˩
หัวเข็มขัด	hua̯˩˩˦.kʰem˩˩˦.kʰat̚˨˩
การลงขัน	kaːn˧.loŋ˧.kʰan˩˩˦
ชู้สาว	t͡ɕʰuː˦˥.saːw˩˩˦
เพชรตัดเพชร	pʰet̚˦˥.tat̚˨˩.pʰet̚˦˥
ต่อรอง	tɔː˨˩.rɔːŋ˧
ปัจจุบัน	pat̚˨˩.t͡ɕu˨˩.ban˧
สัมพจนัย	sam˩˩˦.pʰot̚˦˥.t͡ɕa˨˩.naj˧
นมข้น	nom˧.kʰon˥˩
แก่ง	kɛŋ˨˩
ก้ามปู	kaːm˥˩.puː˧
รอบคอบ	rɔːp̚˥˩.kʰɔːp̚˥˩
พิถีพิถัน	pʰi˦˥.tʰiː˩˩˦.pʰi˦˥.tʰan˩˩˦
การแซะ	kaːn˧.sɛʔ˦˥
กำแหง	kam˧.hɛːŋ˩˩˦
การเพาะ	kaːn˧.pʰɔʔ˦˥
พงษาวดาร	pʰoŋ˧.saː˩˩˦.wa˦˥.daːn˧
อิตเทอร์เบียม	ʔit̚˨˩.tʰɤː˧.bia̯m˥˩
ลาก	laːk̚˥˩
เหยาะ	jɔʔ˨˩
กฎเกณฑ์	kot̚˨˩.keːn˧
คะตะกะนะ	kʰa˦˥.ta˨˩.ka˨˩.naʔ˦˥
การคูณ	kaːn˧.kʰuːn˧
ลูกบอล	luːk̚˥˩.bɔn˧,luːk̚˥˩.bɔl˧
วางวาย	waːŋ˧.waːj˧
อีสุกอีใส	ʔiː˧.suk̚˨˩.ʔiː˧.saj˩˩˦
ปลีก	pliːk̚˨˩
โค	kʰoː˧
กระเซ็น	kra˨˩.sen˧
สุมิตรา	su˨˩.mi˦˥.traː˧
ศาลากลาง	saː˩˩˦.laː˧.klaːŋ˧
โปลิโอ	poː˧.li˦˥.ʔoː˧
เชือดไก่ให้ลิงดู	t͡ɕʰɯa̯t̚˥˩.kaj˨˩.haj˥˩.liŋ˧.duː˧
โรจน์	roːt̚˥˩
สะพาน	sa˨˩.pʰaːn˧
ทาก	tʰaːk̚˥˩
ตะเข็บ	ta˨˩.kʰep̚˨˩
อมยิ้ม	ʔom˧.jim˦˥
นิยาย	ni˦˥.jaːj˧
ปรากฎการณ์	praː˧.kot̚˨˩.ta˨˩.kaːn˧,praː˧.kot̚˨˩.kaːn˧
พ้น	pʰon˦˥
ความชง	kʰwaːm˧.t͡ɕʰoŋ˧
ตะแมะแคะ	ta˨˩.mɛʔ˦˥.kʰɛʔ˦˥
ใบหู	baj˧.huː˩˩˦
ขนส่ง	kʰon˩˩˦.soŋ˨˩
อาร์คันซอ	ʔaː˧.kʰan˧.sɔː˧
กระถาง	kra˨˩.tʰaːŋ˩˩˦
นิติธรรม	ni˦˥.ti˨˩.tʰam˧
พิษ	pʰit̚˦˥.sa˨˩.,pʰit̚˦˥
อกไข่ดาว	ʔok̚˨˩.kʰaj˨˩.daːw˧
การก	kaː˧.rok̚˦˥
วิทยานิพนธ์	wit̚˦˥.tʰa˦˥.jaː˧.ni˦˥.pʰon˧
พร	pʰɔːn˧
หน่วยไต	nua̯j˨˩.taj˧
เจนีวา	t͡ɕeː˧.niː˧.waː˧
เทวดา	tʰeː˧.wa˦˥.daː˧
มุมป้าน	mum˧.paːn˥˩
ม้วน	mua̯n˦˥
หมาป่า	maː˩˩˦.paː˨˩
ทบ	tʰop̚˦˥
งอ	ŋɔː˧
น้ำมะพร้าว	naːm˦˥.ma˦˥.pʰraːw˦˥
ซออู้	sɔː˧.ʔuː˥˩
ไป่	paj˨˩
จิ้งหรีด	t͡ɕiŋ˥˩.riːt̚˨˩
อุปโภค	ʔup̚˨˩.pa˨˩.pʰoːk̚˥˩,ʔu˨˩.pa˨˩.pʰoːk̚˥˩
โฆษะ	kʰoː˧.saʔ˨˩
ทอ	tʰɔː˧
คีเฟอร์	kʰiː˧.fɤː˥˩
เสี้ยนหนาม	sia̯n˥˩.naːm˩˩˦
การฉ้อราษฎร์บังหลวง	kaːn˧.t͡ɕʰɔː˥˩.raːt̚˥˩.baŋ˧.lua̯ŋ˩˩˦
ปู่	puː˨˩
ว้าเหว่	waː˦˥.weː˨˩
หยุดพัก	jut̚˨˩.pʰak̚˦˥
ขุนดาบ	kʰun˩˩˦.daːp̚˨˩
ลายนิ้วมือ	laːj˧.niw˦˥.mɯː˧
สิงคาล	siŋ˩˩˦.kʰaːn˧
นักกระโดดร่ม	nak̚˦˥.kra˨˩.doːt̚˨˩.rom˥˩
แจกกล้วย	t͡ɕɛːk̚˨˩.klua̯j˥˩
ฝึกหัด	fɯk̚˨˩.hat̚˨˩
ขวาก	kʰwaːk̚˨˩
การรู้	kaːn˧.ruː˦˥
เดรัจฉาน	deː˧.rat̚˦˥.t͡ɕʰaːn˩˩˦
โรคติดต่อทางเพศสัมพันธ์	roːk̚˥˩.tit̚˨˩.tɔː˨˩.tʰaːŋ˧.pʰeːt̚˥˩.sam˩˩˦.pʰan˧
ประกายไฟ	pra˨˩.kaːj˧.faj˧
ลาม	laːm˧
ราชญี	raːt̚˥˩.jiː˧
เก้ง	keŋ˥˩
น้ำใสใจคอ	naːm˦˥.saj˩˩˦.t͡ɕaj˧.kʰɔː˧
พืดหินปะการัง	pʰɯːt̚˥˩.hin˩˩˦.pa˨˩.kaː˧.raŋ˧
มล่อน	ma˦˥.lɔːn˥˩
ถ้วย	tʰua̯j˥˩
น้ำลาย	naːm˦˥.laːj˧
ทางขวา	tʰaːŋ˧.kʰwaː˩˩˦
อำมหิต	ʔam˧.ma˦˥.hit̚˨˩
ชัน	t͡ɕʰan˧
ศีรษะ	siː˩˩˦.saʔ˨˩
ผู้วินิจฉัย	pʰuː˥˩.wi˦˥.nit̚˦˥.t͡ɕʰaj˩˩˦
วิสามานยนาม	wi˦˥.saː˩˩˦.maːn˧.ja˦˥.naːm˧
ทัณฑฆาต	tʰan˧.tʰa˦˥.kʰaːt̚˥˩
เอฟ	ʔeːf˨˩
ประธาน	pra˨˩.tʰaːn˧
ลักปิดลักเปิด	lak̚˦˥.ka˨˩.pit̚˨˩.lak̚˦˥.ka˨˩.pɤːt̚˨˩
เปรี้ยว	pria̯w˥˩
ไคล	kʰlaj˧
งบ	ŋop̚˦˥
การช่วยตัวเอง	kaːn˧.t͡ɕʰua̯j˥˩.tua̯˧.ʔeːŋ˧
กล้ามเนื้อ	klaːm˥˩.nɯa̯˦˥
ลบล้าง	lop̚˦˥.laːŋ˦˥
เช็กเกีย	t͡ɕʰek̚˦˥.kia̯˧
ผิด	pʰit̚˨˩
ทุกที	tʰuk̚˦˥.tʰiː˧
ผู้ใช้	pʰuː˥˩.t͡ɕʰaj˦˥
ทรราช	tʰɔː˧.ra˦˥.raːt̚˥˩
หับเผย	hap̚˨˩.pʰɤːj˩˩˦
เสิก	sɤk̚˨˩
องค์การนอกภาครัฐ	ʔoŋ˧.kaːn˧.nɔːk̚˥˩.pʰaːk̚˥˩.rat̚˦˥
สายชู	saːj˩˩˦.t͡ɕʰuː˧
ตีนกา	tiːn˧.kaː˧
วางสาย	waːŋ˧.saːj˩˩˦
สมณะทบวง	sa˨˩.ma˦˥.na˦˥.tʰa˦˥.bua̯ŋ˧
กรรมกร	kam˧.ma˦˥.kɔːn˧
การปลูก	kaːn˧.pluːk̚˨˩
ชื่นชอบ	t͡ɕʰɯːn˥˩.t͡ɕʰɔːp̚˥˩
วิฬาร	wi˦˥.laːn˧
อีแก่	ʔiː˧.kɛː˨˩
ทับแพ	tʰap̚˦˥.pʰɛː˧
ริ้วรอย	riw˦˥.rɔːj˧
วาน	waːn˧
ออกกำลัง	ʔɔːk̚˨˩.kam˧.laŋ˧
กันดาร	kan˧.daː˧.ra˦˥.,kan˧.daːn˧.,kan˧.daːn˧
กากบาท	kaː˧.ka˨˩.baːt̚˨˩
ชานเมือง	t͡ɕʰaːn˧.mɯa̯ŋ˧
ชี	t͡ɕʰiː˧
กังหันลม	kaŋ˧.han˩˩˦.lom˧
ซีด	siːt̚˥˩
กากน้ำตาล	kaːk̚˨˩.naːm˦˥.taːn˧
เกื้อ	kɯa̯˥˩
โหลยโท่ย	loːj˩˩˦.tʰoːj˥˩
การปกป้อง	kaːn˧.pok̚˨˩.pɔŋ˥˩
พลาซ่า	pʰlaː˧.saː˥˩
ไขว้	kʰwaj˥˩
สตรี	sa˨˩.triː˧,sat̚˨˩.triː˧
ค้ามนุษย์	kʰaː˦˥.ma˦˥.nut̚˦˥
ยีน	jiːn˧
คลุมเครือ	kʰlum˧.kʰlɯa̯˧
สิ่งแวดล้อม	siŋ˨˩.wɛːt̚˥˩.lɔːm˦˥
นายิกา	naː˧.ji˦˥.kaː˧
อึดอัด	ʔɯt̚˨˩.ʔat̚˨˩
โสโครก	soː˩˩˦.kʰroːk̚˥˩
ดาว	daːw˧
แงะ	ŋɛʔ˦˥
เล่าจื๊อ	law˥˩.t͡ɕɯː˦˥
แซ	sɛː˧
เศรษฐยาธิปไตย	seːt̚˨˩.tʰa˨˩.jaː˧.tʰip̚˦˥.pa˨˩.taj˧,seːt̚˨˩.tʰa˨˩.jaː˧.tʰi˦˥.pa˨˩.taj˧
เท่าเทียม	tʰaw˥˩.tʰia̯m˧
เอธิโอเปีย	ʔeː˧.tʰi˦˥.ʔoː˧.pia̯˧
แรงตึงผิว	rɛːŋ˧.tɯŋ˧.pʰiw˩˩˦
ฝาด	faːt̚˨˩
ครูใหญ่	kʰruː˧.jaj˨˩
กระเป๋าเงิน	kra˨˩.paw˩˩˦.ŋɤn˧
ความร้อนรน	kʰwaːm˧.rɔːn˦˥.ron˧
ซัวเถา	sua̯˧.tʰaw˩˩˦
อักเสบ	ʔak̚˨˩.seːp̚˨˩
มูตร	muːt̚˥˩
สมัย	sa˨˩.maj˩˩˦
ทำนองเสียง	tʰam˧.nɔːŋ˧.sia̯ŋ˩˩˦
โบราณสถาน	boː˧.raːn˧.na˦˥.sa˨˩.tʰaːn˩˩˦,boː˧.raːn˧.sa˨˩.tʰaːn˩˩˦
เซลล์แสงอาทิตย์	seːl˧.sɛːŋ˩˩˦.ʔaː˧.tʰit̚˦˥
แมนจูเรีย	mɛːn˧.t͡ɕuː˧.ria̯˧
ภาษิต	pʰaː˧.sit̚˨˩
ความกลัว	kʰwaːm˧.klua̯˧
เวน	weːn˧
เว็บไซต์	wep̚˦˥.saj˦˥
สภาขุนนาง	sa˨˩.pʰaː˧.kʰun˩˩˦.naːŋ˧
ตัวแปร	tua̯˧.prɛː˧
ซ้ำซาก	sam˦˥.saːk̚˥˩
แต้จิ๋ว	tɛː˥˩.t͡ɕiw˩˩˦
สนธิ	son˩˩˦.tʰiʔ˦˥
หึ่ง	hɯŋ˨˩
อาร์เซนิก	ʔaː˧.seː˧.nik̚˨˩
ปะระโลกย	pa˨˩.ra˦˥.loːk̚˥˩
ดาวเทียม	daːw˧.tʰia̯m˧
อากาศยานต่อสู้ไร้คนขับ	ʔaː˧.kaːt̚˨˩.sa˨˩.jaːn˧.tɔː˨˩.suː˥˩.raj˦˥.kʰon˧.kʰap̚˨˩
