гъогурыгъуазэ	ʁʷaɡʷrəʁʷaːza
жъгъэй	ʐʁaj
мэфэкӏ	mafatʃʼ
ӏо	ʔʷa
зэплъэкӏыгъу	zapɬat͡ʃʼəʁʷ
гущыӏалъ	ɡʷəɕəʔaːɬ
гъожьыплъыжь	ʁʷaʑpɬəʑə
дэлъыпӏэ	daɬəpʼa
пкӏатӏэ	pt͡ʃʼaːtʼa
мэпшъын	mapʂən
хъугъэ	χʷəʁa
зи	zəj
шъхьахын	ʂħaːxən
ахъчэмыкӏу	aːχt͡ʃaməkʷʼ
пылъапӏэ	pəɬaːpʼa
пщэ	pɕa
щыгъэзын	zəɕəʁaʁʷəpʃən
къэраб	qaraːb
щыгугъын	ɕəɡʷəʁən
амэрмэ	aːmarma
жьыгъэшъуй	ʑəʁaʂʷəj
щтэн	ɕtan
хэгъолъхьан	xaʁʷaɬħaːn
зэтелъхьэн	zatajɬħan
шыбгъэ	ʃəbʁa
абхъаз	aːbχaːz
ос	was
жъыгъо	ʐəʁʷa
ныбгъу	nəbʁʷə
хьэшхъурэӏу	ħaʃχʷəraʔʷ
жъоныгъуакӏ	ʐʷanəʁʷaːt͡ʃ
щыбжьый	ɕəbʑəj
тӏуакӏэ	tʷʼaːt͡ʃʼa
рэхьэнйэл	raħanjal
зэчэрые	zakʲarəja
екӏолӏэн	jakʷʼaɬʼan
иупкӏын	jəwpt͡ʃʼən
гоӏулӏэн	ɡʷəʔʷəɬʼan
хьарз	ħarz
жэхэкӏоцэн	ʒaxakʷʼat͡san
сыда	sədaː
хьылъэ	ħəɬa
дзэкӏолӏы	d͡zakʷʼaɬʼə
къуджыр	qʷəd͡ʒər
шэплъы	ʃapɬə
бгъодэт	bʁʷadad
гъэлагъэ	ʁalaːʁa
ныбжь	nəbʑ
тегъэтӏысхьан	tajʁatʼəsħaːn
дыин	dəjən
ор	war
итхагъэп	jətxaːʁap
тхьанычъэ	tħaːnət͡ʂʼa
чэщдэс	t͡ʃaɕdas
илъэс	jəɬas
тамэ	taːma
дэгъэуцон	daʁawat͡sʷan
цӏыотэн	t͡sʼəwatan
нэгъэцӏу	naʁat͡sʼəw
бэджэбы	bad͡ʒabə
жъабгъо	ʐaːbʁʷa
пкӏэнчъ	pt͡ʃʼant͡ʂ
дын	dən
итэкъун	jətaqʷən
псыхъуэгуащэ	psəχʷaɡʷaːɕa
тегъэстыкӏын	tajʁasət͡ʃʼən
фэдэгъэзын	fadaʁazən
жъогъуае	ʐʷaʁʷaːja
гъэхьын	jaʁaħən
дэгъэбыбыкӏын	daʁabəbət͡ʃən
шъутыгъуанэ	ʃʷətəʁʷaːna
нэущы	nawɕə
къэхьуашъо	qaħwaːʂʷa
унагъобзэ	wənaːʁʷabza
цӏапӏэ	t͡sʼaːpʼa
псатхьэ	psaːtħa
быдзы	bəd͡zə
щайныч	ɕaːjnət͡ʃ
джэдз	d͡ʒad͡z
пшъапӏэ	pʂaːpʼa
ерагъ	jaraːʁ
щтын	ɕtən
былътырыку	bəɬtərəkʷ
дес	dajs
еуцолӏэн	jawt͡ʃʷaɬʼan
жъоку	ʐʷakʷ
пыкӏын	pəkʲʼən
бгъотэрым	bʁʷtarəm
хьалыгъу	ħaːləʁʷ
ӏыхын	ʔəxən
еузэпкъын	jawzapqən
жьэу	ʑaw
мэшӏыкӏэен	maʃʼət͡ʃʼajan
жэкӏэупсыпӏ	ʒat͡ʃawpsəpʼ
ышӏэпэн	əʃʼapan
пэкӏэрэплъын	pət͡ʃʼarapɬən
макӏэ	maːt͡ʃa
кӏыгъун	t͡ʃʼəʁʷən
жъэгъуай	ʐaʁʷaj
гъэпэн	əʁapan
жэкӏэупс	ʒat͡ʃawps
мэлэкӏэн	malat͡ʃan
шыкӏэ	ʃət͡ʃa
пхъэцӏакӏэ	pχat͡sʼaːt͡ʃa
сэраджэ	saraːd͡ʒa
цако	t͡saːkʷa
ецыгъон	jat͡səʁʷan
тыгъэнэгъунджэ	təʁanaʁʷənd͡ʒa
фэусын	fawsən
щытхъу	ɕətχʷ
лъэпэон	ɬapawan
пкъыгъо	psəʃʷa
шъхьае	ʂħaːja
ӏушъэшъэн	ʔʷəʂaʂan
хэгъэхъон	xaʁaχʷan
тэсӏэсӏэн	tasʼasʼan
блэдзын	blad͡zən
зэпэзэдакъ	zapazadaːq
апшъ	aːpʂ
джашъо	d͡ʒaːʃʷa
иусыф	jəwsəf
тхьапш	tħapʃ
ӏуш	ʔʷəʃ
цӏын	t͡sʼən
пыуты	pəwtə
шӏошӏын	ʃʷaʃʼən
щэӏун	ɕaʔʷən
къехэхьын	qajxaħən
тэмэжъый	bləpqəʐəj
ӏужъу	ʔʷaʐʷə
пхъапэ	pχaːpa
шъыкӏэ	ʂəkʲa
чэфынчъэ	t͡ʃafənt͡ʂa
хьадэгъущэ	ħaːdaʁʷəɕa
коц	kʷat͡s
гьаур	ɡʲaːwər
блегъэкӏын	blajʁakʲʼən
енэгуй	janaɡʷəj
къаӏорэгъум	qaːkʷʼaʁʷəm
блыпкъышъхь	bləpqəʂħ
бэскъэн	basqan
шыкӏадзэ	ʃət͡ʃʼaːd͡za
хьабзы	ħaːbzə
ожьы	waʑə
лъэхъэн	ɬaχan
тутын	təwtən
тегупшысыкӏын	tajɡʷəpʃəsət͡ʃʼən
сшъхьэпкӏэтын	sʂħapkʲʼatən
умыармэ	wməaːrma
щыпын	ɕəpən
къэхьыпакъо	qaħəpaːqʷa
бзэмыӏу	bzaməʔʷ
лъэугъуае	ɬawʁʷaːja
кхъу	qʷə
бзыхьаф	bzəħaːf
къангъэбылъ	qaːnʁabəɬ
зегъэуджэгъун	zajəʁawd͡ʒaʁʷən
цуэкъокӏэхь	t͡ʃʷaqʷakʲʼaħ
арап	aːraːp
делэжъ	dajlaʐ
жъын	ʐən
пкӏэтэн	pt͡ʃʼatan
мэзчэтыу	mazkʲatəw
ежьэн	jaʑan
лъэгъун	pɬaʁʷən
гъэгъын	ʁaʁən
гулъытэ	ɡʷəɬəta
блэщын	blajɕən
щыкӏагъэ	ɕət͡ʃʼaːʁa
зыщыгъэзыен	zəʃəʁazəjan
тэгъолъхьан	taʁʷaɬħaːn
хэукӏэхьэн	xawkʲaħan
тыгъэ	təʁa
ӏасэу	ʔaːsaw
хэплъын	xapɬən
бэджы	bad͡ʒə
нэпх	napx
нэпӏэхъ	napʔaχ
кӏэрхъон	t͡ʃʼarχʷan
кӏодыжьыгъошӏу	kʷʼadəʑəʁʷaʃʷʼ
гъэгьэн	ʁaɡʲan
нэчыхь	nat͡ʃəħ
кӏэтыл	t͡ʃʼatəl
деусын	dajsən
пшъэшъэгъу	pʂaʂaʁʷ
хьаблыу	ħaːbləw
шъхьэмажьэ	ʂħamaːʑa
тегъэнэн	tajʁanan
аргъой	aːrʁʷaj
шъхьэтепхъу	ʂħatajpχʷ
цӏыфышъхьэ	t͡sʼəfəʂħa
дырын	dərən
мэ	ma
лъыкӏотэн	ɬəkʷʼatan
кӏэкъэпс	t͡ʃaqaps
зыпэгъэплъэн	zəpaʁapɬan
джырэ	d͡ʒəra
блэбыбын	blabəbən
кӏэлэхъуцӏыкӏу	t͡ʃʼaɮaχʷt͡sʼəkʷʼ
угъоин	wəʁʷajən
къыдэмыхъун	qədaməχʷən
къэцӏыон	qat͡sʼəwan
къупышъхьэ	qʷəpəʂħa
пычын	pət͡ʃən
лъэжъуагъ	ɬaʐʷaːʁ
икъугъэ	jəqʷəʁa
ӏэзэ	ʔaza
бзыуцыф	bzəwt͡səf
мэцӏыон	mat͡sʼəwan
лӏыхъу	ɬʼəχʷ
ахъщэбэг	aːχʃabaɣ
пэшӏыжьын	paʃʼəʑən
щтыргъукӏы	ɕtərʁʷət͡ʃ
зыгокӏэ	zəɡʷarat͡ʃʼa
жъуагъо	ʒʷaːʁʷa
жэдэон	ʒadawan
кӏыб	t͡ʃʼəb
жыкъузалъ	ʒəqʷəzaːɬ
щыблэ	ɕəbla
лъэшыӏо	ɬaʃəʔʷa
пылъын	pəɬən
лъагэ	ɬaːɣa
остыгъ	wastəʁ
гугъэ	ɡʷəʁa
якъуб	jaːqʷəb
къошъочӏэгъаз	qʷaʂʷat͡ʃaʁaz
шъхьалы	ʂħaːlə
иужым	jəwʒəm
чӏыфэ	t͡ʂʼəfa
пцум	pt͡ʃʷəm
пщыпащ	pɕəpaːɕ
бгычап	bɣət͡ʃaːp
блэмыу	blaməw
шъутырын	ʃʷətəran
кутлэ	kʷətla
пэсакӏо	pasaːkʷʼ
тыгъэкъохьапӏ	təʁaqʷaħaːpʼ
нэпс	naps
чэтыл	t͡ʃatəl
лъэмыдж	ɬaməd͡ʒ
тӏэн	tʼan
баӏо	baːʔʷa
мэгъуен	maʁʷəjan
нынэпӏэс	nənapʼas
пчыхьэшъхьашхэ	pt͡ʃəħaʂħaːʃxa
гоуцон	ɡʷawt͡sʷan
зэхэдзышъун	zaxad͡zəʃʷən
анэу	aːnaw
джыкӏэ	d͡ʒət͡ʃʼa
гъушъын	ʁʷəʂən
псыкӏэ	psət͡ʃʼa
анэш	ʔaːnaʃ
уты	wtə
кӏэлъыкӏон	t͡ʃaɬəkʷʼan
гукъэкӏын	ɡʷəqat͡ʃʼən
дэн	dan
жашӏу	ʒaːʃʷʼ
гъэсысын	ʁasəsən
мэфэку	mafakʷ
чэщ	t͡ʃaɕ
бгъэкӏэхь	bʁat͡ʃʼaħ
лъашъхьэ	ɬaːʂħa
куцӏы	kʷət͡sʼə
пцӏырый	pt͡sʼərəj
сапэ	saːpa
цумпэӏэрыс	t͡sʷəmpaʔarəs
жъагъэ	ʐaːʁa
дэбзыкъу	dabzəqʷ
апкӏшъхьэтэт	aːpt͡ʃʂħatajt
шъуае	ʂʷaːja
гъэшъхъын	ʁaʂəχən
егукӏэн	jaɡʷət͡ʃan
зэлъежьэжь	zajɬajʑaʑ
быдзылъ	bəd͡zəɬ
къохьан	qʷaħaːn
нэмыкӏ	namət͡ʃʼ
жантӏ	ʒaːntʼ
гъэтэрэзыжьын	ʁat͡sat͡ʃaʑən
ӏугъэкӏын	ʔʷaʁat͡ʃʼən
щхэны	ɕxanə
бырыукъ	bərəwq
ныбыдж	nəbəd͡ʒ
ужы	wʒə
нарэ	naːra
стыр	stər
цӏыцӏын	t͡sʼət͡sʼən
дышъэ	dəʂa
упкӏэн	wəpt͡ʃʼan
кӏьэхьылэхь	kʲʼaħəlaħ
лъынтфэ	ɬəntfa
бгъэн	bʁan
исхьэкъ	jəsħaq
закъу	zaːqʷ
кудэ	kʷəda
хэлъэшъон	xaɬaʃʷan
егъэзын	jaʁatən
псапэ	psaːpa
ӏэрс	ʔaps
гъэлъэпӏэн	ʁaɬapʼan
деусэн	dajsan
тезын	tajzən
губгъэ	ɡʷəbʁa
пӏэ	pʼa
хьэкӏапӏэ	ħat͡ʃʼaːpʼa
алыркъэб	aːlərqab
абдзах	aːbd͡zaːx
зэкӏэчъэн	zat͡ʃʼat͡ʂan
ӏаплӏэ	ʔaːpɬʼa
гъолагъэ	ʁʷaɮaːʁa
щыӏэн	ɕəʔan
лъэецуакъо	ɬajat͡sʷaːqʷa
тэцӏэцӏэн	tat͡sʼat͡sʼan
къэпы	qapə
акъужъ	aːqʷəʐ
чэты	t͡ʃatə
блэнашкӏэ	blanaːʃkʼa
зэужэу	zawʒaw
бзы	bzə
мамыщ	aːfə
къуащэ	qʷaːɕa
тхъэн	ʁatχan
цокъэкӏыхь	t͡ʃʷaqakʲʼəħ
джыджэн	mad͡ʒəd͡ʒan
пшысэ	pʃəsa
ухъумэн	wχʷəman
зэолӏ	zawaɬʼ
псыор	psəwar
бжьэпчӏ	bʑapt͡ʃ
пыкьын	pəkʲən
зтэгъэкӏэн	ztaʁat͡ʃan
ӏулӏэн	ʔʷəɬʼan
къамыщ	qaːməɕ
чхыӏан	t͡ʃxəʔaːn
гукъау	ɡʷəqaːw
мэтэн	matan
екӏун	jakʷʼən
ашхырэ	aːʃxəra
гъучӏыӏунэ	ʁʷət͡ʂʼəʔʷəna
фэгъэзэн	faʁazan
ӏуртӏагъ	ʔʷəntʼaːʁ
мылъку	məɬəkʷ
анэ	ʔaːna
шыхьат	ʃəħaːt
теуцон	tajdt͡ʃʷan
пэгъодз	paʁʷad͡z
лъыкӏошъэн	ɬəkʷʼaʂan
дыйшъо	dəjʃʷa
нахъутэ	naːχʷta
гъэкӏын	ʁat͡ʃʼən
чылапхъ	t͡ʃəlaːpχ
гъэшӏэгъон	ʁaʃʼaəʁʷan
нэкулъ	nakʷəɬ
ӏэргъуй	ʔarʁʷəj
лыпцӏэ	ləpt͡sʼa
ичэ	jət͡ʃa
ныбэузы	nəbawəzə
чэрэз	t͡ʃaraz
кӏэпхъ	t͡ʃʼapχ
гэ	ɣa
самбырын	saːmbərən
папыщ	paːpəɕ
ӏэдакъэ	ʔadaːqa
чэзыу	t͡ʃazəw
тхьэматэ	tħamaːta
дагъэ	daːʁa
нашэ	naːʃa
мэутэшъон	wtaʃʷan
мыст	məst
лъагъо	ɬaːʁʷa
чъэныр	t͡ʃanər
ечъэхын	jat͡ʂaxən
кӏожьын	kʷʼaʑən
лъасэ	ɬaːsa
нэкӏушъу	nakʷʼəʂʷ
бзыухьакуаку	bzəwħaːkʷaːkʷ
гугъун	ɡʷəʁən
башлыкъ	baːʃləq
мэтӏэтӏэн	matʼatʼan
бгъуагъэ	bʁʷaːʁa
гъэхъун	ʁaχʷən
нэӏэбэсын	naʔabasən
лъэбэкъу	ɬabaqʷ
псын	psən
мэдэӏон	madaʔʷan
жъэжъый	ʐaʐəj
теужъунтхэн	tajʒʷəntxan
текӏутэн	tajkʷʼətan
кӏэщакӏо	t͡ʃaɕaːkʷʼa
кхъу	χʷə
еубын	jawbən
къамыл	qaːməɮ
пшъэшъэжъые	pʂaʂaʐəja
гъоплъашъо	ʁʷapɬəʂʷa
зэхэщэн	zaxaɕan
фэщэӏэн	faɕaʔan
бгъу	bʁʷə
гъогъон	ʁʷaʁʷan
штэн	ʃtan
къэгъэӏун	qaʁaʔʷən
орэдыӏу	waradəʔʷ
къолагьэ	qʷalaːɡʲa
жьы	ʑə
ерагъкӏэ	jaraːʁt͡ʃʼa
чӏыкӏухьныкъу	t͡ʃəkʷəħnəqʷ
зэтӏэхъужьын	zatʼaχʷəʑən
бжьэцы	bʑat͡sə
налкъут	naːlqʷət
тыкъын	təqən
джэмышх	d͡ʒaməʃx
бэдзэубыт	bad͡zawbət
тхы	txə
мыхьэнэ	məħana
къэхын	qaxən
чэрэуан	karawaːn
уцы	wət͡sə
къаз	qaːz
нэшан	naʃaːn
къэшӏэжын	qaʃʼaʑən
зэпыдэн	zapədan
шъхьэпай	ʂħapaːj
жэдэзын	ʒadazən
гъозэнэфы	ʁʷazanafə
щыхын	ɕəxən
тыдэ	təda
нашхъо	naːʃχʷa
тхъын	tχən
уашхъо	waːʃχʷa
чӏэцӏэн	t͡ʂʼat͡sʼan
пшъэшъэжъый	pʂaʂaʐəj
орэдаӏу	waradaːʔʷ
гогонжъый	ɡʷaɡʷanʐəj
жъэн	ʐan
ифын	jəfən
лӏыукӏ	maχaːd͡ʒa
кӏэн	t͡ʃʼan
губжыпх	ɡʷəbʒəpx
бжъако	bʐaːkʷa
ашъоку	aːʂʷakʷ
шӏэхэу	ʃʼaxaw
къолай	qʷalaːj
хъуае	χʷaːja
шамгьэн	ʃamɡʲan
кушъхьэ	kʷəʂħa
жьызалъ	ʑəzaːɬ
тэрэзыдж	tarazəd͡ʒ
къызбэч	qəzbaːt͡ʃ
усын	wsən
шӏыхьан	ʃʼəħaːn
хьэдэджадэ	ħadad͡ʒaːda
чы	t͡ʃə
къикӏьэсӏын	qəjkʲʼasʼən
изы	jəzə
чӏэтэкъун	t͡ʂʼataqʷən
згъэшъхъын	zʁaʂχən
пыгъэтэкъун	pəʁataqʷən
