بچووک	.bi.çûk
هەڵبەت	.heł.bet
بەشداربوون	.beş.dar.bûn
کەتەلۆگانە	.ke.te.lo.ga.ne
کوردایەتی	.kur.da.ye.tî
ڕێکخراوێکی	.řêk.xi.ra.wê.kî
تیمی	.tî.mî
بێتە	.bê.te
حسابی	.ḧi.sa.bî
پرسیبووم	.pir.sî.bûm
سێ	.sê
سەربەرزیی	.ser.ber.zîy
ئاسۆ	.ʔa.so
خەڵکەکە	.xeł.ke.ke
هەوڵ	.hewł
بەرواری	.ber.wa.rî
بەیرووتدا	.bey.rût.da
بەکرێ	.be.ki.rê
پێست	.pêst
تەسلیم	.tes.lîm
پۆستەوە	.pos.te.we
هەڵ	.heł
کاربەدەستێک	.kar.be.des.têk
لێپرسراوانی	.lê.pirs.ra.wa.nî
سزای	.si.zay
ڕایانگەیاندووە	.řa.yan.ge.yan.du.we
فڕۆکە	.fi.řo.ke
هەژاند	.he.jand
ئاماژە	.ʔa.ma.je
وەرناگرن	.wer.na.gi.rin
سووکایەتی	.sû.ka.ye.tî
جەنگ	.ceng
شاعیرێک	.şa.ƹî.rêk
نێوانیان	.nê.wan.yan
برایانی	.bi.ra.ya.nî
ئینگلیسییەکان	.ʔîn.gi.lî.sî.ye.kan
خۆیشی	.xoy.şî
گەڕاوم	.ge.řa.wim
ئەستێرەی	.ʔes.tê.rey
بڵێی	.bi.łêy
لەهەر	.le.her
هەڵەبجەی	.he.łeb.cey
وەلات	.we.lat
هزری	.hiz.rî
مەهاباد	.me.ha.bad
چەشنە	.çeş.ne
دەنگ	.deng
شار	.şar
سویسدا	.swîs.da
ملیار	.mil.yar
دەستنووس	.dest.nûs
بوونە	.bû.ne
خۆتێوەردانەکانی	.xo.tê.wer.da.ne.ka.nî
مشت	.mişt
ناردراوەکان	.nar.di.ra.we.kan
کارەساتە	.ka.re.sa.te
ڕۆژئاوا	.řoj.ʔa.wa
دەهێنرێنە	.de.hên.rê.ne
وەزیری	.we.zî.rî
نەرمونیانانەوە	.ner.mu.nya.na.ne.we
ڕابێرت	.řa.bêrt
چیرۆکی	.çî.ro.kî
وێستگەی	.wês.ti.gey
گوندەکانی	.gun.de.ka.nî
گەیشتە	.ge.yiş.te
لەناوچەکەدا	.le.naw.çe.ke.da
خاوەندارێتیشی	.xa.wen.da.rê.tî.şî
تۆمەتی	.to.me.tî
کۆمارخوازی	.ko.mar.xwa.zî
شێوە	.şê.we
ژین	.jîn
دەیەی	.de.yey
چاپەکە	.ça.pe.ke
هەڵبژاردندا	.heł.bi.jar.din.da
خێراکار	.xê.ra.kar
ماوە	.ma.we
ناوەوە	.na.we.we
جیاتی	.cya.tî
ڕێبازی	.řê.ba.zî
نڤیسیاری	.ni.vîs.ya.rî
ئەدەبی	.ʔe.de.bî
هەموویان	.he.mû.yan
نەبونی	.ne.bu.nî
ئاگاداری	.ʔa.ga.da.rî
نەیکا	.ney.ka
هەڕەتێک	.he.ře.têk
نەکرام	.ne.ki.ram
بەشکچی	.be.şik.çî
بەڵگە	.beł.ge
هەورامی	.hew.ra.mî
نابەجێ	.na.be.cê
تەقەمەنی	.te.qe.me.nî
فێستیڤاڵەکە	.fês.tî.va.łe.ke
پێشمەرگە	.pêş.mer.ge
پرسیارێک	.pirs.ya.rêk
رووداوەکانی	.rû.da.we.ka.nî
دەگرت	.de.girt
بەندی	.ben.dî
عەباس	.ƹe.bas
بەنزین	.ben.zîn
فرۆشدا	.fi.roş.da
وەرگێڕ	.wer.gêř
سەرگیرا	.ser.gî.ra
دەستووری	.des.tû.rî
ببنەوە	.bib.ne.we,.bi.bi.ne.we
ئەوی	.ʔe.wî
رووناکبیر	.rû.nak.bîr
بنێرێ	.bi.nê.rê
چەوسانەوە	.çew.sa.ne.we
داواکاریشی	.da.wa.ka.rî.şî
قەرەوی	.qe.re.wî
داون	.da.win
دیمۆکراتیکە	.dî.mok.ra.tî.ke
باراک	.ba.rak
گرتنی	.gir.ti.nî
پەنجەی	.pen.cey
هێنرابوون	.hên.ra.bûn
هۆکارانە	.ho.ka.ra.ne
شیرینی	.şî.rî.nî
سەرکردە	.ser.kir.de
نەتەوەخوازانەیە	.ne.te.we.xwa.za.ne.ye
کوردەکان	.kur.de.kan
خێڵە	.xê.łe
کراوی	.ki.ra.wî
رێنووسی	.rê.nû.sî
هەوڵدان	.hewł.dan
ئاراستەی	.ʔa.ras.tey
ماڵپەڕەکان	.mał.pe.ře.kan
دەڵێیت	.de.łêyt
واژۆکەرەکانی	.wa.jo.ke.re.ka.nî
سالی	.sa.lî
رەنگە	.ren.ge
ئەندازیاری	.ʔen.daz.ya.rî
کێشەیە	.kê.şe.ye
بڕوایان	.biř.wa.yan
نێونیشانێکم	.nêw.nî.şa.nê.kim
باجی	.ba.cî
هەنگاوە	.hen.ga.we
بفرۆشێ	.bif.ro.şê
دوستاخ	.dus.tax
داعشەوە	.da.ƹi.şe.we
فەقی	.fe.qî
عوسمانییەکاندا	.ƹus.ma.nî.ye.kan.da
قازانجێک	.qa.zan.cêk
ژیانی	.jya.nî
کەسێتی	.ke.sê.tî
زێباری	.zê.ba.rî
شەڕ	.şeř
دەکەمەوە	.de.ke.me.we
کوڕەکەی	.ku.ře.key
فرۆشتووین	.fi.roş.tûyn
ناکات	.na.kat
لەباتی	.le.ba.tî
ئومێدی	.ʔu.mê.dî
ناساندبوو	.na.san.di.bû
تێدەچێ	.tê.de.çê
ژوورەدا	.jû.re.da
ماڵی	.ma.łî
بەڕێوەبەرایەتییە	.be.řê.we.be.ra.ye.tî.ye
زانیارییەوە	.zan.ya.rî.ye.we
سویدیش	.swî.dîş
ناوەڕۆکی	.na.we.řo.kî
نەشیانتوانیوە	.neş.yan.twa.nî.we
ئەنجومەنی	.ʔen.cu.me.nî
کاربەدەستانی	.kar.be.des.ta.nî
سوریە	.sur.ye
گۆڤاران	.go.va.ran
سەرباز	.ser.baz
لێزانی	.lê.za.nî
بڕیاردەدەن	.biř.yar.de.den
مابوونەوە	.ma.bû.ne.we
نووسراون	.nûs.ra.win
زۆرکاریدا	.zor.ka.rî.da
سالار	.sa.lar
نەخشەی	.nex.şey
چاودێریی	.çaw.dê.rîy
کوێ	.kwê
هاوکار	.haw.kar
یاساییی	.ya.sa.yîy
دابڕاوەکانی	.da.bi.řa.we.ka.nî
ئەوەش	.ʔe.weş
دابووەوە	.da.bu.we.we
بەڕێوەی	.be.řê.wey
گۆڕانکارییەکانیان	.go.řan.ka.rî.ye.kan.yan
نوێژی	.nwê.jî
هێزەکانی	.hê.ze.ka.nî
کوردیم	.kur.dîm
ئینجیلی	.ʔîn.cî.lî
گەشە	.ge.şe
پارەیان	.pa.re.yan
پار	.par
فەرمییە	.fer.mî.ye
بۆچوونەکاندا	.bo.çû.ne.kan.da
هێندراونەتە	.hên.di.raw.ne.te
کار	.kar
ڕوونیشیکردەوە	.řû.nî.şî.kir.de.we
هەڵبەست	.heł.best
ڕازی	.řa.zî
دەستدرێژی	.dest.di.rê.jî
جێگای	.cê.gay
شتانە	.şi.ta.ne
مۆڵەتی	.mo.łe.tî
سەفەری	.se.fe.rî
راپرسنامەکان	.ra.pirs.na.me.kan
تایبەتی	.tay.be.tî
دەخران	.de.xi.ran
بەرپرسی	.ber.pir.sî
کتێبان	.ki.tê.ban
کتومتی	.ki.tum.tî
دەلوا	.del.wa
نووسینگە	.nû.sîn.ge
رایانگواستبوون	.ra.yan.gwas.ti.bûn
حکوومەتەوە	.ḧi.kû.me.te.we
پێشانگاکەیان	.pê.şan.ga.ke.yan
یەعقووب	.yeƹ.qûb
خاوەنەکان	.xa.we.ne.kan
رزگاریی	.riz.ga.rîy
ڕاهێنانی	.řa.hê.na.nî
بهێنێت	.bi.hê.nêt
کۆبانێ	.ko.ba.nê
ئەردۆغان	.ʔer.do.ẍan
بەسەرهاتی	.be.ser.ha.tî
گ	.gi
بەکۆچ	.be.koç
زمانەکان	.zi.ma.ne.kan
بخرێتە	.bi.xi.rê.te,.bix.rê.te
نموونە	.ni.mû.ne
ئێراندا	.ʔê.ran.da
بڕینی	.bi.řî.nî
پەیامنێری	.pe.yam.nê.rî
ڕێک	.řêk
خەیالی	.xe.ya.lî
چاویان	.çaw.yan
چاپخانەیە	.çap.xa.ne.ye
دڵسۆزی	.dił.so.zî
عەسکەری	.ƹes.ke.rî
کاردەکەن	.kar.de.ken
لێدەکرا	.lê.de.ki.ra
عەرەبە	.ƹe.re.be
ریزی	.rî.zî
سوپای	.su.pay
کۆمیتەیەکی	.ko.mî.te.ye.kî
ژیانە	.jya.ne
خاوەنانەش	.xa.we.na.neş
هەڕەتی	.he.ře.tî
بناغە	.bi.na.ẍe
مەلای	.me.lay
براوەی	.bi.ra.wey
هەنگاوێک	.hen.ga.wêk
فەرهەنگییەکاندا	.fer.hen.gî.ye.kan.da
بڵاوکرانەوە	.bi.ław.ki.ra.ne.we
کام	.kam
پارەوە	.pa.re.we
داسەپان	.da.se.pan
قوربان	.qur.ban
دەستگیر	.dest.gîr
گرنگیان	.gi.ring.yan
حکوومەتێکی	.ḧi.kû.me.tê.kî
بەبڕی	.be.bi.řî
دەکا	.de.ka
دانابوون	.da.na.bûn
مەجلیسی	.mec.lî.sî
ببینە	.bi.bî.ne
بەرزبوونەوەی	.berz.bû.ne.wey
پینتر	.pîn.tir
پێداویستیی	.pê.da.wîs.tîy
دەردەکەوێت	.der.de.ke.wêt
رادەیە	.ra.de.ye
عوسمانییەکانیش	.ƹus.ma.nî.ye.ka.nîş
دەنێرن	.de.nê.rin
ماچ	.maç
رێکخستنی	.rêk.xis.ti.nî
دوێنێ	.dwê.nê
دژ	.dij
حەزرەتی	.ḧez.re.tî
لیژنە	.lîj.ne
کوردییەکانە	.kur.dî.ye.ka.ne
چەوساندنەوە	.çew.san.di.ne.we
کورتیان	.kurt.yan
بوار	.bwar
لەچاپدەران	.le.çap.de.ran
حەمۆی	.ḧe.moy
وتووێژەکانیان	.wi.tu.wê.je.kan.yan
فرە	.fi.re
ئزمیر	.ʔiz.mîr
دادوەری	.dad.we.rî
داڕێژەران	.da.řê.je.ran
تەئکیدی	.teʔ.kî.dî
یەکان	.ye.kan
شوباتی	.şu.ba.tî
چاوەڕوانی	.ça.weř.wa.nî,.ça.we.řwa.nî
تورکیایان	.turk.ya.yan
بڕیارنامەیەکی	.biř.yar.na.me.ye.kî
دەنووسن	.de.nû.sin
فرەتر	.fi.re.tir
تاقیکردنەوەی	.ta.qî.kir.di.ne.wey
یەکێک	.ye.kêk
منداڵان	.min.da.łan
لەچاپدرا	.le.çap.di.ra
سروشت	.si.ruşt
ڕۆژنامەکە	.řoj.na.me.ke
کۆیلە	.koy.le
تێکۆشیبوو	.tê.ko.şî.bû
بوایە	.bwa.ye
ڕەواکانی	.ře.wa.ka.nî
دووی	.dûy
دەخۆڕی	.de.xo.řî
ڕێکەوتن	.řê.kew.tin
چوارشەممە	.çwar.şem.me
یاسایەک	.ya.sa.yek
نووسەران	.nû.se.ran
کارتی	.kar.tî
چۆناوچۆن	.ço.naw.çon
خۆم	.xom
بازرگانی	.ba.zir.ga.nî
چاپکراوەکانیش	.çap.ki.ra.we.ka.nîş
کاریگەر	.ka.rî.ger
ناوچەی	.naw.çey
کراونەتەوە	.ki.raw.ne.te.we
نەگۆڕێندراون	.ne.go.řên.di.ra.win
زەحمەت	.zeḧ.met
ڕەوانەی	.ře.wa.ney
ڕووبەرووی	.řû.be.rûy
دارایی	.da.ra.yî
بەتەواوەتی	.be.te.wa.we.tî
بڵاوکردووەتەوە	.bi.ław.kir.du.we.te.we
ناکامی	.na.ka.mî
دەڵێم	.de.łêm
دەکەونە	.de.ke.wi.ne
کۆکراوەی	.ko.ki.ra.wey
خواردنەوەی	.xwar.di.ne.wey
ماددەی	.mad.dey
دیکەشەوە	.dî.ke.şe.we
پاسپۆرتیشیان	.pas.por.tîş.yan
ئەوا	.ʔe.wa
لەمەوبەر	.le.mew.ber
پێشبینی	.pêş.bî.nî
رێخراوەکاندا	.rêx.ra.we.kan.da
داواکاری	.da.wa.ka.rî
زەڤی	.ze.vî
گرینگیان	.gi.rîng.yan
ڕێبەرایەتی	.řê.be.ra.ye.tî
وەزارەت	.we.za.ret
لێدان	.lê.dan
بەرهەمی	.ber.he.mî
دەگیرا	.de.gî.ra
گشتییەکان	.giş.tî.ye.kan
رێکخراوەی	.rêk.xi.ra.wey
رایانگەیاند	.ra.yan.ge.yand
گیرا	.gî.ra
دیتم	.dî.tim
گەریلا	.ge.rî.la
بۆنەی	.bo.ney
دەرکەوت	.der.kewt
هاتەوە	.ha.te.we
بووبێ	.bû.bê
گۆرانی	.go.ra.nî
هەروەها	.her.we.ha
بەخۆیەوە	.be.xo.ye.we
ئاغا	.ʔa.ẍa
کۆبوونەوەیەک	.ko.bû.ne.we.yek
کاتژمێر	.kat.ji.mêr
هەبووە	.he.bu.we
جەفەر	.ce.fer
پێدا	.pê.da
ماڵەکەم	.ma.łe.kem
گرووپانێکی	.gi.rû.pa.nê.kî
کۆمارخوازیدا	.ko.mar.xwa.zî.da
نێوەکانیشیان	.nê.we.ka.nîş.yan
زۆرینەی	.zo.rî.ney
بۆم	.bom
جوولەکەکان	.cû.le.ke.kan
سەرە	.se.re
ئەمن	.ʔe.min
گروپی	.gi.ru.pî
فرۆشەکەی	.fi.ro.şe.key
ئێستەکانێ	.ʔês.te.ka.nê
شەر	.şer
ئایینییان	.ʔa.yî.nî.yan
کتێبفرۆشییەکەی	.ki.têb.fi.ro.şî.ye.key
هاتوو	.ha.tû
کەش	.keş
فرۆشتبوون	.fi.roş.ti.bûn
تایبەتییەکانی	.tay.be.tî.ye.ka.nî
پێی	.pêy
دڕووتریشدایە	.di.řû.ti.rîş.da.ye
ڕاستەوخۆی	.řas.tew.xoy
بۆنەکەی	.bo.ne.key
تەلەفزیۆن	.te.le.fiz.yon
لەوەتا	.le.we.ta
قەیرانی	.qey.ra.nî
نا	.na
توانایی	.twa.na.yî
تایبەت	.tay.bet
عەبادی	.ƹe.ba.dî
بەدەگمەن	.be.deg.men
کات	.kat
بەپێی	.be.pêy
کێبەرکێ	.kê.ber.kê
ئیعدام	.ʔîƹ.dam
پێشنیارە	.pêş.nya.re
دەوڵەتێکی	.dew.łe.tê.kî
هاوکاری	.haw.ka.rî
زاراوەکان	.za.ra.we.kan
پەڕتووکی	.peř.tû.kî
زاییندراوی	.za.yîn.di.ra.wî
نەدۆزیوەتەوە	.ne.do.zî.we.te.we
راستەوخۆیان	.ras.tew.xo.yan
وەرگێڕاو	.wer.gê.řaw
ئاکار	.ʔa.kar
داونەتەوە	.daw.ne.te.we
پێشانگاگەلی	.pê.şan.ga.ge.lî
ڕۆژئاوادا	.řoj.ʔa.wa.da
ئەرتشی	.ʔer.ti.şî
نوو	.nû
لەچاپدران	.le.çap.di.ran
یاسای	.ya.say
زەمان	.ze.man
وڵاتەکەمان	.wi.ła.te.ke.man
جار	.car
یەکە	.ye.ke
کارەکەیان	.ka.re.ke.yan
نییەکە	.nî.ye.ke
ئازادیخواز	.ʔa.za.dî.xwaz
بەشەی	.be.şey
فەرمانگەی	.fer.man.gey
کردوو	.kir.dû
راستەقینە	.ras.te.qî.ne
لایەنگرییەوە	.la.yen.gi.rî.ye.we
ویلایەتی	.wî.la.ye.tî
لەگەڕدان	.le.geř.dan
ڕووناک	.řû.nak
نەخوێندەوار	.ne.xwên.de.war
ستەمبۆڵدا	.si.tem.boł.da
رێگای	.rê.gay
نیم	.nîm
دەفەرموێت	.de.fer.mwêt
حکومەتەکەی	.ḧi.ku.me.te.key
لیس	.lîs
هاووڵاتیان	.haw.wi.łat.yan
خولەک	.xu.lek
توندوتیژی	.tun.du.tî.jî
دەبنەوە	.de.bi.ne.we
نووسەرە	.nû.se.re
عِلمیَة	.ƹîlm.yeة
بارەگای	.ba.re.gay
باکور	.ba.kur
گلەیی	.gi.le.yî
باری	.ba.rî
گوللە	.gul.le
خودای	.xu.day
کوێت	.kwêt
کۆبۆنەوەگەلێک	.ko.bo.ne.we.ge.lêk
کا	.ka
فرۆشی	.fi.ro.şî
بەیرووتیان	.bey.rût.yan
شۆڕشگێڕی	.şo.řiş.gê.řî
خەونی	.xew.nî
دەکەوێ	.de.ke.wê
باجێکی	.ba.cê.kî
نیازی	.nya.zî
موحەمەد	.mu.ḧe.med
پێکردووە	.pê.kir.du.we
ئەماژەیە	.ʔe.ma.je.ye
والت	.walt
بەگشتی	.be.giş.tî
ماسی	.ma.sî
چاپکراوەگەلەدا	.çap.ki.ra.we.ge.le.da
باوکی	.baw.kî
نایدەن	.nay.den
نەبیسرانی	.ne.bîs.ra.nî
ترەوە	.ti.re.we
ئەنفال	.ʔen.fal
ناکوردی	.na.kur.dî
دەوێرن	.de.wê.rin
لەلایەک	.le.la.yek
پەیەدە	.pe.ye.de
بڵاوکەری	.bi.ław.ke.rî
دەرکرا	.der.ki.ra
کۆپییان	.ko.pî.yan
دەدانێ	.de.da.nê
پاشەکشەی	.pa.şe.ki.şey
ئێرانیش	.ʔê.ra.nîş
دەینەوە	.dey.ne.we
بکەی	.bi.key
ئاژاولەی	.ʔa.jaw.ley
پشتگیری	.pişt.gî.rî
ستەمبۆل	.si.tem.bol
سەعدی	.seƹ.dî
پارکی	.par.kî
دوکان	.du.kan
تێکۆشانی	.tê.ko.şa.nî
زەبەندتریان	.ze.bend.tir.yan
دەولەتی	.dew.le.tî
ڕیزبەندی	.řîz.ben.dî
کۆمێنت	.ko.mênt
پەڕتووکنامەگەلی	.peř.tûk.na.me.ge.lî
راستەقینەی	.ras.te.qî.ney
سیخوڕی	.sî.xu.řî
هێنانە	.hê.na.ne
مەزهەب	.mez.heb
باشە	.ba.şe
دژە	.di.je
تیپی	.tî.pî
نەبێت	.ne.bêt
پێکهێنانی	.pêk.hê.na.nî
دەبرد	.de.bird
خنجیلانەی	.xin.cî.la.ney
نیشاندا	.nî.şan.da
ڕێگەی	.řê.gey
نایاسایانە	.na.ya.sa.ya.ne
ئەستێرە	.ʔes.tê.re
دادەشکێتەوە	.da.deş.kê.te.we
داتێ	.da.tê
ئازادیی	.ʔa.za.dîy
گەلێکی	.ge.lê.kî
مامەڵە	.ma.me.łe
ڕێپێدران	.řê.pê.di.ran
پێشانگایەدا	.pê.şan.ga.ye.da
داسەپانیان	.da.se.pan.yan
عاموودە	.ƹa.mû.de
قاهر	.qa.hir
بگرە	.bi.gi.re
داگرتن	.da.gir.tin
قاهیرە	.qa.hî.re
دەق	.deq
رادیۆ	.rad.yo
عادل	.ƹa.dil
ئەندام	.ʔen.dam
ئادانا	.ʔa.da.na
سایەی	.sa.yey
ساڵیادی	.sał.ya.dî
ئەمەیە	.ʔe.me.ye
زۆرتری	.zor.ti.rî
یێ	.yê
تەقسیم	.teq.sîm
ئامێرێک	.ʔa.mê.rêk
تایبەتییەکانیان	.tay.be.tî.ye.kan.yan
پاراستن	.pa.ras.tin
سەدەی	.se.dey
هەیە	.he.ye
بەرگی	.ber.gî
مانگانێک	.man.ga.nêk
چاکیشیان	.ça.kîş.yan
لاتینەوە	.la.tî.ne.we
چوارەمییەکەش	.çwa.re.mî.ye.keş
گرتەوە	.gir.te.we
هەڵپەڕکێیە	.heł.peř.kê.ye
ترسی	.tir.sî
ئەنستیتووە	.ʔe.nis.tî.tu.we
هەڵکەوێ	.heł.ke.wê
چاپخانەیانە	.çap.xa.ne.ya.ne
خۆڕایییانە	.xo.řa.yî.ya.ne
أجنَبي	.ʔec.ne.bî
سڕانەوەی	.si.řa.ne.wey
شێعر	.şê.ƹir
ئینگلیسی	.ʔîn.gi.lî.sî
نایەوێت	.na.ye.wêt
نووسەرانەوە	.nû.se.ra.ne.we
شاردان	.şar.dan
خۆشحاڵی	.xoş.ḧa.łî
کورتی	.kur.tî
گۆڤارانێک	.go.va.ra.nêk
شای	.şay
گۆڕانکارییە	.go.řan.ka.rî.ye
بخاتە	.bi.xa.te
خۆت	.xot
دووکانەکانی	.dû.ka.ne.ka.nî
بووون	.bû.win
نەوزاد	.new.zad
سەرەخۆ	.se.re.xo
رەوت	.rewt
دادئەستێن	.dad.ʔes.tên
هێمن	.hê.min
هاوڕێ	.haw.řê
دانانی	.da.na.nî
تێدایە	.tê.da.ye
دەسەڵاتدارەکانی	.de.se.łat.da.re.ka.nî
بەوەکرد	.be.we.kird
نێوەکانیان	.nê.we.kan.yan
بەجێ	.be.cê
دەزگەی	.dez.gey
ئیش	.ʔîş
لێدوان	.lê.dwan
حەیدەر	.ḧey.der
کۆچیندران	.ko.çîn.di.ran
فولکلۆر	.ful.ki.lor
ئاستێکدان	.ʔas.têk.dan
پێناسەی	.pê.na.sey
دابەزاندنی	.da.be.zan.di.nî
مەرج	.merc
کارکردن	.kar.kir.din
ناوبراو	.naw.bi.raw
کربوو	.kir.bû
سەرو	.se.ru
هەڵەیە	.he.łe.ye
گۆڕەپانی	.go.ře.pa.nî
دەکڕن	.de.ki.řin
لێدەفرۆشرێ	.lê.def.roş.rê
ستوکهۆڵم	.si.tuk.hołm
لەچاپدەدرێ	.le.çap.ded.rê
نووسینەوەی	.nû.sî.ne.wey
ماڵەکەی	.ma.łe.key
دەژیان	.dej.yan
گرووپێکن	.gi.rû.pê.kin
بڕەخسێ	.bi.řex.sê
دەنێردرێن	.de.nêr.di.rên
دیجلە	.dîc.le
نوێیە	.nwê.ye
شێوەیەک	.şê.we.yek
ژن	.jin
چاپخانەوە	.çap.xa.ne.we
بەهار	.be.har
بەشدار	.beş.dar
ناردرابان	.nar.di.ra.ban
ناخی	.na.xî
دۆسیە	.dos.ye
گرینگی	.gi.rîn.gî
قۆڵبەستیان	.qoł.best.yan
ئامریکایییەکاندان	.ʔam.rî.ka.yî.ye.kan.dan
هەرچەندە	.her.çen.de
لێپرسینەوە	.lê.pir.sî.ne.we
دەرمان	.der.man
کۆمەڵگا	.ko.meł.ga
ئێستای	.ʔês.tay
جێگیر	.cê.gîr
عەرزێ	.ƹer.zê
دیکەوە	.dî.ke.we
چەکداری	.çek.da.rî
ببنە	.bi.bi.ne,.bib.ne
دانەمەزراندنی	.da.ne.mez.ran.di.nî
نێوبراوەکان	.nêw.bi.ra.we.kan
زمانەکانی	.zi.ma.ne.ka.nî
روانینی	.rwa.nî.nî
ڕووبەڕووبوونەوەی	.řû.be.řû.bû.ne.wey
مێردەکەی	.mêr.de.key
حەلەبدا	.ḧe.leb.da
دەگاتێ	.de.ga.tê
ئاگر	.ʔa.gir
عێڕاق	.ƹê.řaq
هاوسەنگی	.haw.sen.gî
ویدا	.wî.da
کوردیزادە	.kur.dî.za.de
هەشتەم	.heş.tem
شوناسی	.şu.na.sî
تێرۆریزم	.tê.ro.rî.zim
کردووم	.kir.dûm
بڕیارنامەیەک	.biř.yar.na.me.yek
فەرهەنگییەکانن	.fer.hen.gî.ye.ka.nin
وەرگرەکانی	.wer.gi.re.ka.nî
یاریگای	.ya.rî.gay
پیادە	.pya.de
پۆلیسەوە	.po.lî.se.we
پێشبرد	.pêş.bird
گەورەیی	.gew.re.yî
وتووێژم	.wi.tu.wê.jim
رەنگی	.ren.gî
حوکمڕانی	.ḧu.kim.řa.nî
ساڵ	.sał
کوردەوە	.kur.de.we
حەمسۆرۆ	.ḧem.so.ro
ئەڵێت	.ʔe.łêt
یانەکانی	.ya.ne.ka.nî
بەفەرمی	.be.fer.mî
داهێنانی	.da.hê.na.nî
خزمەتی	.xiz.me.tî
عەلیرزا	.ƹe.lî.ri.za
مانچستەر	.man.çis.ter
بێکەس	.bê.kes
کارەساتی	.ka.re.sa.tî
هونەرمەند	.hu.ner.mend
گوتە	.gu.te
فرۆشیش	.fi.ro.şîş
سەرکردەی	.ser.kir.dey
واتە	.wa.te
هەڵمژینی	.heł.mi.jî.nî
سەرەرای	.se.re.ray
بەبڕوای	.beb.řway
ئاشوورییەوە	.ʔa.şû.rî.ye.we
دەرکەوتن	.der.kew.tin
وەرگێڕاوەن	.wer.gê.řa.wen
دۆخەکە	.do.xe.ke
عوسمانییەکان	.ƹus.ma.nî.ye.kan
وتارانە	.wi.ta.ra.ne
لەوێ	.le.wê
وەباڵی	.we.ba.łî
بەشدارەکان	.beş.da.re.kan
نهێنییەکانی	.ni.hê.nî.ye.ka.nî
ناوچەیە	.naw.çe.ye
بەرزی	.ber.zî
کەمتر	.kem.tir
ئاڵماندا	.ʔał.man.da
بەهێز	.be.hêz
مامە	.ma.me
چیدیکە	.çî.dî.ke
زەنگیەوە	.zeng.ye.we
پێشەنگی	.pê.şen.gî
شارەزایی	.şa.re.za.yî
هاوارێ	.ha.wa.rê
ئەرمەنی	.ʔer.me.nî
هزر	.hi.zir
دەزانین	.de.za.nîn
زمانی	.zi.ma.nî
بەتەنها	.be.ten.ha
وەزیرانی	.we.zî.ra.nî
هەوڵێکی	.hew.łê.kî
گرنگەکانی	.gi.rin.ge.ka.nî
کەڵەوەشکێنی	.ke.łe.weş.kê.nî
لایەنەکانی	.la.ye.ne.ka.nî
بەرشەلۆنەی	.ber.şe.lo.ney
کتێبەکەیان	.ki.tê.be.ke.yan
جارێک	.ca.rêk
سووتا	.sû.ta
برینداری	.bi.rîn.da.rî
کۆمیتەیەک	.ko.mî.te.yek
ئەوەندە	.ʔe.wen.de
رێکخراوەیەکیان	.rêk.xi.ra.we.yek.yan
سبەینێ	.si.bey.nê
میلان	.mî.lan
سەرژمێرییەکی	.ser.ji.mê.rî.ye.kî
نیشتمان	.nîş.ti.man
میکانیزمی	.mî.ka.nîz.mî
فۆلکلۆرەکان	.fol.ki.lo.re.kan
بەزۆر	.be.zor
خولقابێ	.xul.qa.bê
کەس	.kes
بیرم	.bî.rim
لەپشت	.le.pişt
ڤەستا	.ves.ta
دوژمن	.duj.min
ئەوەی	.ʔe.wey
ئانکارا	.ʔan.ka.ra
کەڵک	.kełk
لەندەن	.len.den
لیبیا	.lîb.ya
ددانانم	.di.da.na.nim
کارەکەدا	.ka.re.ke.da
چیدی	.çî.dî
کرایە	.ki.ra.ye
لەرێگای	.le.rê.gay
داگیرکرا	.da.gîr.ki.ra
نەبووە	.ne.bu.we
ئەرکێکە	.ʔer.kê.ke
پەیوەندییەدا	.pey.wen.dî.ye.da
هەشبوون	.heş.bûn
کەمترە	.kem.ti.re
پالۆ	.pa.lo
جۆرە	.co.re
ئاژانس	.ʔa.jans
گەورەترینەکەیان	.gew.re.ti.rî.ne.ke.yan
تاوانەکەت	.ta.wa.ne.ket
کردبووەوە	.kir.di.bu.we.we
شێواز	.şê.waz
ڕەوای	.ře.way
بۆتە	.bo.te
نەشیتوانیوە	.ne.şî.twa.nî.we
کاوا	.ka.wa
خوێنەر	.xwê.ner
سەرانسەری	.se.ran.se.rî
کۆپیگەلێک	.ko.pî.ge.lêk
لەچاپداوە	.le.çap.da.we
دەبرێن	.deb.rên
ڕووناکی	.řû.na.kî
سەفەر	.se.fer
چینی	.çî.nî
دەردەچێت	.der.de.çêt
مارسی	.mar.sî
تێدەکۆشان	.tê.de.ko.şan
دەبات	.de.bat
ئەوپەڕی	.ʔew.pe.řî
ژێر	.jêr
دەرکردنی	.der.kir.di.nî
ژێرزەمینێکی	.jêr.ze.mî.nê.kî
کەناری	.ke.na.rî
کوردستاندا	.kur.dis.tan.da
ناچاری	.na.ça.rî
رێکوپێکییەکی	.rê.ku.pê.kî.ye.kî
پێشەوا	.pê.şe.wa
زارۆکانن	.za.ro.ka.nin
رێدراوە	.rê.di.ra.we
گاندی	.gan.dî
قەومی	.qew.mî
تەنگدا	.ten.gi.da
هۆگر	.ho.gir
وەرگێڕان	.wer.gê.řan
دوبارە	.du.ba.re
نائاسایی	.na.ʔa.sa.yî
حکومەت	.ḧi.ku.met
ساڵانەدا	.sa.ła.ne.da
نەتوانێت	.ne.twa.nêt
