ἀγγελικόσ	aŋɡɛlikos
τρεῖσ	trêːs
σκάριφοσ	skaripʰos
ἀγαπήσατε	aɡapesatɛ
ἀποδύσ	apodys
σύρφοσ	syrfos
διώκειν	ðiocin
νωμάω	nɔːmáɔː
ἐστρατήγει	ɛstrateɡi
διαλελυμένασ	ðialelymenas
συγκοπή	syŋkope
παρεκβολή	parɛɡbole
ὄλυρα	olyra
ναύτησ	naftis
οὐίνδιξ	uindiks
νησιωτῶν	nesioton
βεβαιώσω	βeβɛoso
κακῆι	kaci
χλευάζω	kʰleu̯ázdɔː
κατέβαλλον	katevalon
ἑτέρου	eteru
ἄλοχοι	aloçi
πέπων	pépɔːn
εὔβοια	evvia
καταστάντοσ	katastandos
παυσικάπη	pafsikapi
κρατερέ	kratɛrɛ
ἡφαιστίων	hɛːpʰai̯stíɔːn
βουτώ	buto
συνάπτω	sinapto
ὀξύσχοινοσ	oksyskʰynos
ὡσεί	hosi
ῥυτή	ryti
πεπαιδεύκοιεν	pepeðefcien
ὀνομαστικόν	onomastikón
θλίψεωσ	tʰlǐːpseɔːs
νέαρχοσ	nearxos
κῆρι	ciri
ἐλεφαντίασισ	elefantiasis
δραχμαί	ðraxme
ἀξιόχου	aksiókʰoː
κύφοσ	cyfos
στρατευόμενοσ	strateβomenos
πόλιον	polion
ψιλόσ	psilos
ἠγγαρεύσαμεν	iŋɡarefsamen
χέοντεσ	kʰéontes
φλοῖσβοσ	ɸlyzβos
κεφαλῆι	kepʰalɛ̂ːi̯
ἐλαιόφυλλον	ɛlɛopʰyllon
λιγυστική	liɡystikɛ̌ː
ἐλύδριον	elyðrion
παιδευσώμεθα	pɛðeɸsomeθa
γλωσσοπέτρα	ɡlɔːssopétraː
νάρδινοσ	nárdinos
ἀγαθοποιέομαι	aɣaθopyeomɛ
φιλότητοσ	pʰilotetos
πνίξ	pniks
κτάομαι	ktaomɛ
πίθουσ	pitʰus
τιγράνησ	tiɣranis
κραναόσ	kranaos
λευκοθέα	leʍkotʰɛa
ἴναχοσ	ǐːnakʰos
ἔχθρασ	exθras
προηγουμένησ	proɛːɡoːménɛːs
πασαργάδαι	pasarɣaðɛ
κρίνω	krino
ἀγέλη	aʝeli
ἀγαλλιάοιμι	aɣalliaymi
ἕκτορ	héktor
λύδαι	lyðe
προσποιέω	prospyeo
ἠγαπήκετε	iɣapicete
εἰδωλολάτρησ	eːdɔːlolátrɛːs
περιόδουσ	pɛriodus
πόποι	pópoi̯
στυλοβάτησ	styːlobátɛːs
λύεται	lyete
ἐπεῖδον	epiðon
νόσημα	nosema
ψαθυρόσ	psatʰyrós
ῥιφόνοσ	r̥ipʰonos
ἰδίωμα	iðioma
ἔντομοσ	ɛntomos
τάρπη	tarpi
ἑβδομαδικόσ	hebdomadikós
ἠγαπήκηι	iɣapici
ἄργεϊ	arɡɛi
ἕρμαρχοσ	ermarxos
μεσσίασ	mɛssias
ξύλον	ksýlon
ὑσιαί	ysie
πρώτειοσ	protios
τεκμαιρόμενοσ	tekmai̯rómenos
γνωσθέντεσ	ɣnosθendes
ἀσθένειαν	asθenian
κυήματε	kyɛ̌ːmate
ἀποπέμπω	apopémpɔː
καθαρτικόσ	katʰartikos
τελεσιουργόσ	telesioːrɡós
μουσική	musiki
σαγή	saɡɛ̌ː
νήσωι	niso
ἤ	e
πνιγεύσ	pníɡɔː
ἤθη	ɛ̌ːtʰɛː
ἀγαθοποιεέτω	aɡatʰopoi̯eétɔː
ἀγγοθήκησ	aŋɡotʰɛ̌ːkɛːs
τεῦτλον	têu̯tlon
ἐπιβάλλον	ɛpiballon
ποιουμένησ	pyumɛnes
ὑποζύγιον	ypozyʝion
ἴδηθεν	idetʰɛn
παυσανίου	pau̯saníoː
ἀγγαρεύητε	aŋɡareβite
ἐπικαλέω	ɛpikalɛo
ἠγαλλιᾶτο	iɣaliato
θωρήσσω	θoriso
τοῖσδε	tyzdɛ
ποικίλου	pycilu
ἄρον	aron
ἀλαπαδνόσ	alapadnos
οἰκεῖν	ycin
ἠγαθοποιήσαντο	iɣaθopiisando
ἀγαπάονται	aɣapaontɛ
κωλύομαι	kolyomɛ
τιμωρίαι	timoriɛ
ξενοφωντικόσ	ksenoɸontikos
μηρία	meria
λάγνοσ	láɡnos
ψαμαθία	psamatʰia
ὠφελία	ofelia
κατειλημμένοσ	katilimmenos
χανάαν	kʰanaan
ληθαργίαισ	lɛːtʰarɡíai̯s
ἑωυτάσ	eoitas
πολύχρυσοσ	polixrisos
στοιχειόω	stykʰioo
ὁμοῦ	homu
ἴβηρ	íbɛːr
ὑστάσπησ	hystáspɛːs
γάνδιον	ɣandion
ἤριπε	ɛ̌ːripe
τοιάνδε	tyande
ἀγανόσ	aɡanós
ψυδρόσ	psiðros
ἵστημι	hístɛːmi
χερσόνησοσ	kʰersónɛːsos
ὀφειλέτησ	oɸiletis
παρακείμενα	parakimɛna
σόλων	solon
παραθήκη	paratʰɛ̌ːkɛː
γονή	ɡonɛ̌ː
ἐμπερικλείομαι	ɛmpɛrikliomɛ
δίζημαι	dízdɛːmai̯
σημεῖον	semion
λέσβον	lɛzbon
ὀδυνήφατοσ	odynepʰatos
σισύμβρινοσ	sisimbrinos
βρένδοσ	brɛndos
πρυμνόσ	primnos
πάτριοσ	pátrios
ἰθύσ	iθys
ἄρει	ari
ἔχευεν	ɛkʰewɛn
αἰνέω	ɛneo
αἴγινα	ɛɣina
νυγείη	nyɡie
εὐσέβιοσ	eʍsɛbios
βρίξιλλον	vriksilon
ἴστ'	ist
ἐπάλμενοσ	epálmenos
ἰδίαισ	idiɛs
ἐξετράπην	eksetrápɛːn
γάμαλα	ɣamala
πληθυσμόσ	plɛːtʰyzmós
διημείφθη	ðiimiɸθi
φθιῶτισ	ɸθiotis
παμβασιλεύσ	pambasilefs
ἡνία	inia
ἐνίκων	ɛnikon
στοιχειωτήσ	stoi̯kʰeːɔːtɛ̌ːs
κουρίσ	koːrís
ποτείδαιαν	potiðean
σηπτικόσ	siptikos
αἰδοῖον	eðyon
δεδήλωται	ðeðilotɛ
λογικόσ	loʝikos
εὐεργέτησ	eβerɣetis
θεόφιλοσ	θeofilos
ἐρινύεσ	erinies
ἐνδύνω	endýnɔː
ἔκπεσε	ékpese
παρασκευάζομαι	paraskeu̯ázdomai̯
ἱερόγλυφοσ	hiɛroɡlypʰos
ἀγγελησοίσθην	aŋɡelisysθin
δυνατώτεροι	dynatotɛry
οἰμώξασ	ymoksas
δραχμῶν	drakʰmɔ̂ːn
ἀγγελώμεθα	aŋɡelɔ̌ːmetʰa
ψυχοπομπά	psyxopompa
δορίαλλοσ	ðorialos
κωλύματα	kɔːly̌ːmata
ἀρτάβη	artaβi
χρείαν	kʰrěːaːn
οἶοσ	ios
σκυλάκη	scilaci
ἀλήθεια	aletʰia
κελεύοντεσ	celevondes
σύναψισ	sinapsis
τηλεμάχοιο	tɛːlemákʰoi̯o
προηγουμένου	proeɡumɛnu
πρασιαί	prasiǎi̯
ἐμάχοντο	ɛmakʰonto
ἡφαιστεῖον	hɛːpʰai̯stêːon
ὤλεσε	ɔ̌ːlese
κίοσ	kios
ἀριστῆασ	aristɛ̂ːas
ἐβούλετο	ebǒːleto
δωριέεσ	doriɛɛs
ἄβυδοσ	aviðos
κρυπτόσ	kriptos
ἐπιεικήσ	epieːkɛ̌ːs
ἠνίπαπε	enipapɛ
δρακόντεοσ	drakónteos
σύνδετοσ	sýndetos
ζευγίσ	zdeu̯ɡís
σκηνοπηγία	skinopiɣia
ἀμφίπολοσ	amfipolos
οὐάρρων	uar̥r̥on
σπάθη	spaθi
ἀμφιελίσσασ	amɸielissas
συγκρουόμενα	syŋɡruomena
βιάζω	βiazo
ψυχρόσ	psykʰros
περσεῦ	pɛrsew
ἑωυτάσ	eoytas
ἠγάπα	iɣapa
κίων	kion
ἀπονώτεροσ	aponɔ̌ːteros
συνάλλαξισ	synallaksis
δέξιπποσ	dɛksippos
νεκυϊσμόσ	neciizmos
μάρπτω	márptɔː
ἆσαι	âːsai̯
πλείστην	plěːstɛːn
ὕσκλοσ	hýsklos
κρίνομεν	krinomɛn
ἀσσυρία	assyria
κρουστόσ	krustos
μώνυχεσ	moniçes
ἀγγέλοιεν	aŋɡéloi̯en
ταῦτα	tafta
ἀγγελθῆτον	aɲɟelθiton
ἔειπεν	eipen
οἰνώνη	ynoni
στεροῦμεν	sterumen
ἀκύλλιοσ	acilios
ῥέεθρον	r̥ɛɛtʰron
ἀγερήσηι	aɣerisi
ἀγαθοεργέω	aɡatʰoerɡéɔː
ὄτλοσ	otlos
νέστοσ	néstos
ὅμηρον	hómɛːron
καυστόσ	kafstos
μενέω	mɛnɛo
ῥυθμόσ	riθmos
ὑποκριτήσ	hypoks
ἑωυτοῖσ	hɛoytys
πατρική	patrikɛ̌ː
προσέειπον	proséeːpon
παίδευσαι	pɛdeʍsɛ
ἦμοσ	emos
στέλλω	stelo
κλισίησ	klisies
δελτοειδήσ	deltoeːdɛ̌ːs
χάλυψ	xalips
ἀλάβανδα	alavanda
ἀποστηθίζω	apostetʰizo
ἁσδρούβασ	hazdrǒːbaːs
ἑορτήν	heortɛ̌ːn
πνιγεύσ	pniɡo
ἀμύμονοσ	amymonos
ἀγορεύεισ	aɡorěu̯eːs
σοφά	sopʰǎː
ὀξυκέφαλοσ	oksykɛpʰalos
ἦγε	ɛ̂ːɡe
ἐκτρέπομαι	ektrépomai̯
σάρκινοσ	sarcinos
ἠγγαρεύσασθε	eŋɡareʍsastʰɛ
ἆθλοσ	âːtʰlos
ἠγγερεύεσθον	ɛːŋɡerěu̯estʰon
τίθει	tiθi
εὐρυμέτωποσ	eu̯rymétɔːpos
ἡμιτάλαντον	imitalandon
κρίνομεν	krinomen
ὀξειῶν	oksion
ἀνδρόσ	andros
δόμοισι	ðomisi
χείρεσσιν	çiresin
ἐπιστρατεύω	epistrateβo
δαίδαλοσ	ðeðalos
ἀγγειλάντων	aɲɟilandon
ἠριγένεια	eriɡɛnia
διηκόσιοι	ðiikosii
ἀρυβαλλίσ	arivalis
κορσιαί	korsie
ψαινύθιοσ	psenyθios
δεσμόσ	dɛzmos
ἀγγελοῖ	aŋɡelôi̯
ἔγερσισ	éɡersis
ἀλκαῖοσ	alkâi̯os
ἀγαθοποιηθῆναι	aɣaθopyiθinɛ
ἧμιν	hɛ̂ːmin
αἴσιμα	esima
ἐπαιδευόμην	epai̯deu̯ómɛːn
ἀκιρίσ	akiris
ἐξενάριξε	ɛksɛnariksɛ
αἶγεσ	ɛɣes
αἰσχύνω	ɛsxyno
περισπαόμενοσ	pɛrispaomɛnos
κιχάνει	kikʰáneː
ψυχάσ	psyːkʰǎːs
ζύθεοσ	zdy̌ːtʰeos
παλαιάσ	paleas
παιδευθήσοισθε	pɛdeʍtʰesystʰɛ
διαιτώμενον	ðiɛtomenon
ἀνασκάπτομεν	anaskaptomɛn
τύμβωι	tymbo
ἤιδεισ	edis
ὅσ	hos
ἀγερήσοισθε	aɡɛresystʰɛ
ἐλπίσαι	ɛlpisɛ
λιπαρότροφοσ	liparotropʰos
ἴαμβοσ	íambos
ἀξιόω	aksióɔː
ῥύομαι	ryomɛ
ἀγερέοιτε	aɡeréoi̯te
βασιλῆοσ	basileos
χιλίων	çilion
μεγάλαισ	mɛɡalɛs
κωβιόσ	kɔːbiós
δυναμικόσ	ðinamikos
ξυνέγραψεν	ksyneɣrapsen
βρύον	βryon
φύζα	fyza
ἐθνάρχησ	eθnarçis
ὑλικόσ	hylikos
ἀγγοθήκα	aŋɡotʰeka
μεγάλ'	meɣal
ἀνθυπατεία	anθypatia
ἐλευθερίασ	eleu̯tʰeríaːs
αἴνεσισ	ɛnɛsis
τηλέμαχοσ	tɛːlémakʰos
θόασ	tʰóaːs
μεγάροισιν	meɣarisin
οἷσ	hôi̯s
εἴησαν	iesan
σταφυλῖνοσ	stafylinos
ἔδαφοσ	eðaɸos
ἀκαρνᾶνεσ	akarnanɛs
ἐπεπαιδεύκη	ɛpɛpɛdeʍke
προσδόκιμοσ	prozdókimos
μαχέσασθαι	maxesasθɛ
θυμόσ	θymos
εἰκῆι	ici
ἀγρῶι	aɣro
καταστάντοσ	katastantos
ἰδόντεσ	idóntes
ἀγείραιντο	aɡěːrai̯nto
βέλεκκοσ	velekos
ἕδοσ	hɛdos
λήθετ'	liθet
νοητικόσ	noitikos
ἱεριχώ	ierixo
μέμμιοσ	mɛmmios
αὐγή	aβɣi
ναυπλία	nau̯plíaː
σαύρα	savra
θῖν'	θin
ἀωμένη	aomeni
κορχυρέα	korçirea
ζωρόσ	zoros
λευκία	lefcia
χαλκεόφωνοσ	kʰalkɛopʰonos
ἔπεισεν	épeːsen
ἀγανακτοῖσθον	aɡanaktystʰon
ἀγαθοποιηθείησαν	aɣaθopiiθiisan
σύνεδροσ	sýnedros
ἀώισθην	aosθin
θεούσ	tʰɛus
λίβιοσ	lǐːbios
περιοδεύων	perioděu̯ɔːn
νένυγμαι	nɛnyɡmɛ
εὔα	eβa
ἑαυτοῖσ	eaɸtys
κεφαλοτομέω	kepʰalotoméɔː
ἑλλῆσ	ellis
μαίνομαι	menome
σεωυτόν	seoyton
γάμοσ	ɡámos
ἤπειροσ	ɛ̌ːpeːros
θάμβοσ	θambos
ἀγαπώμενοσ	aɡapomɛnos
κροτωνιάτησ	krotɔːniǎːtɛːs
πινακοθήκη	pinakotʰɛ̌ːkɛː
θεράποντα	θeraponta
φρέαρ	pʰréaːr
ἀκόντων	akondon
θεσσαλῶν	tʰessalɔ̂ːn
ἀντισθένησ	antistʰénɛːs
βριλησσόσ	brilessos
ἱλαστήσ	hiːlastɛ̌ːs
ἱκετάων	icetaon
αὖθ'	afθ
μεγάλοιο	meɣalyo
ἀγαθοποιηθῆι	aɣaθopyiθi
μενελάου	menélaːoː
λαῖφοσ	lɛpʰos
κρίνου	krínoː
πέμπελοσ	pembelos
πάμπαν	pampan
σπαστικόσ	spastikos
ἔοικα	eika
ὄλβιοσ	ólbios
ἀκμάζων	akmazon
παιδευθήσεσθον	pai̯deu̯tʰɛ̌ːsestʰon
ἔσταν	ɛstan
ξύμμαχοσ	ksymmaxos
προσπίπτουσα	prospǐːptoːsa
ῥαφιδοθήκη	rafiðoθici
ποτειδαίασ	potiðeas
ποδήνεμοσ	podɛ̌ːnemos
ὀργασμόσ	orɡazmós
ἠξίωσαν	iksiosan
ἀρβουπάλησ	arboːpálɛːs
αὐτόν	afton
τόρδυλον	tórdyːlon
ἐρατεινόσ	ɛratinos
γαστροκνημία	ɡastroknɛːmíaː
ξυρόν	ksyron
ὑπόμνημα	hypomnema
ξυμφέρω	ksympʰérɔː
ἀγγελήσοισθε	aŋɡelɛ̌ːsoi̯stʰe
ἐϋεργήσ	eyerʝis
νωδογέρων	nɔːdoɡérɔːn
πύργου	pirɣu
σύναψισ	synapsis
λύοι	ly̌ːoi̯
κρατερῆσ	kraterɛ̂ːs
ὀλοφυρόμενοσ	olofyromenos
πολλοῖσ	polis
ἀρτίαλα	artíala
χύτο	kʰýto
νάνω	nǎːnɔː
ὑψίστοισ	hypsistys
ἀγείραισ	aʝires
νεκρόμαντισ	nekrómantis
εὐσεβῆ	eu̯sebɛ̂ː
ἰόντα	ionda
χυμεία	kʰymia
σηλυμβρία	sɛːlymbríaː
ἱπποκρατία	ipokratia
ἰμιχάρα	imixara
αὑταῖσ	haʍtɛs
φάττα	fatta
ἔκαμψα	ɛkampsa
ἀπέχει	apékʰeː
κούδητοσ	kudetos
μάχη	mákʰɛː
ἅπαντι	apandi
λαλιά	lalia
νεῦρον	nêu̯ron
τέκμωρ	tekmor
ὁδηγοῦ	oðiɣu
ἀναβαίνω	anabǎi̯nɔː
ὀρτυγία	ortyɡia
ἠγαθοποίεον	iɣaθopieon
παιδεραστία	pɛdɛrastia
σύμμαχοσ	simaxos
εὐζηλία	ewzelia
ἅρπαγμα	harpaɡma
βραχύ	βraxy
πόδεσσι	pódessi
ἀοιδόν	aiðon
ἀσθενέσι	astʰɛnɛsi
ὄστρεον	ostrɛon
ῥίπη	r̥ǐːpɛː
ἐλαίωι	elɛo
ἀγγαρεύσηισ	aŋɡarefsis
τύχαι	tiçe
διήγησισ	dieɡesis
παράβυστοσ	paraβystos
πέπαυται	pepafte
ἀνόρουσε	anóroːse
βράγχιον	βraŋxion
ἀγαλλιάητε	aɡalliaetɛ
αἴσχουσ	ɛskʰus
ἀάσασθαι	aasasθɛ
μύρρα	mira
πέρκη	perki
λεώσ	leos
ἀτασθαλίαι	atasθalie
ἀγαπάοισθε	aɣapaisθe
κάρταλλοσ	kártallos
στοιχειακῶσ	styçiakos
ἐκεῖνον	ekêːnon
παιδευόμενοσ	peðevomenos
πεπαιδευκοίη	pɛpɛdeʍkye
πηνελόπεια	penɛlopia
ὠφέλεια	ofelia
ἐρύομαι	eryomɛ
μέδοντεσ	médontes
κηφᾶσ	kiɸas
ἐμόσ	emos
παρονομασία	paronomasia
ἀπολύω	apolio
ἀκρασία	akraːsíaː
διάλυτοσ	diálytos
ἔγειρεν	eʝiren
συβώτησ	sybɔ̌ːtɛːs
ἀγανακτεῖν	aɣanaktin
σχίσματοσ	skʰízmatos
ἀγγελιοίμεθα	aŋɡɛliymɛtʰa
ἐχέμβροτοσ	ekʰémbrotos
μουνυχία	munyçia
ποιήσαντεσ	piisandes
δάκνω	dáknɔː
σφετέροισιν	sfeterisin
ἀλόχουσ	alokʰus
κτηνοβάτησ	ktinovatis
ἀποκάλυψισ	apokalipsis
γόρδιον	ɡórdion
αὐτόθ'	aftoθ
ὀφθαλμοῖσι	opʰtʰalmôi̯si
κυδωνία	kyðonia
εὐτυχήματα	eu̯tykʰɛ̌ːmata
ἐπίλογοσ	ɛpiloɡos
ἐτυμόλογοσ	etymóloɡos
ἑαυτό	heau̯tó
τύπτων	typton
χιτῶνασ	kʰitɔ̂ːnas
σκιαμαχία	sciamaçia
ἀασάσθω	aaːsástʰɔː
ἐφάλλομαι	eɸallomɛ
ἀγερθεῖεν	aɡertʰêːen
οἰκτρόσ	oi̯ktrós
νομῆεσ	nomeɛs
ἀγαλλιάοιεν	aɣaliaien
ἔφασαν	épʰasan
ἐρασίστρατοσ	erasistratos
φέροι	ɸery
οὗτοσ	hutos
ὕλασ	ylas
βραχύσ	vraçis
κύαθοσ	ciaθos
ῥίμφα	rimɸa
λύκαστοσ	likastos
ἀγαθοεργῆτον	aɣaθoerɣiton
καρνεάδησ	karnɛades
ἀγγελοῖντο	aŋɡɛlynto
λιγέωσ	liɡɛos
δέμασ	démas
παραλαβεῖν	paralabêːn
ὕλασ	hylas
ἥδομαι	iðomɛ
ἐνιαυτοί	eniafti
ἠξιοῦτε	iksiute
στρατιωτῶν	stratioton
λεκτικόσ	lektikós
τυρόκνηστισ	tyːróknɛːstis
ἠγαπηκοίην	ɛːɡapɛːkǒi̯ɛːn
σοφάσ	sopʰǎːs
ὑφορβόσ	yɸorβos
κᾶιτα	kâːi̯ta
ἀγανακτοῦ	aɡanaktôː
ἀγγελλώμεθα	aɲɟellomeθa
λόλλιοσ	lolios
μανία	maːníaː
γέρον	ʝeron
θρίδαξ	tʰridaks
θρᾶικασ	θrakas
παιδαγωγόσ	pai̯daɡɔːɡós
ἔριθοσ	ériːtʰos
ζηλοτυπία	zdɛːlotypíaː
στρόφιοσ	strofios
δευκαλίωνοσ	ðeɸkalionos
αὑτόσ	haʍtos
θνητόσ	tʰnɛːtós
διανοούμενοσ	ðianoumenos
ἀγόρευσον	aɣorefson
ὧδε	hodɛ
κεχαριτωμένοσ	kekʰaritɔːménos
ἐκπιεστήριον	ɛkpiɛsterion
χρυσελεφαντίνη	kʰrysɛlɛpʰantine
ἁγίζετον	aʝizeton
λοπαδοῦσσα	lopadussa
ἐνεγράφην	eneɣrafin
θρασυμήδησ	tʰrasymɛ̌ːdɛːs
βοῶπισ	voopis
τρινακρία	triːnakríaː
ἄρνησ	árnɛːs
ἀγοραῖσ	aɣorɛs
ἀγαλλιάσθητον	aɣalliasθiton
σκίπων	scipon
τετεύχαται	tɛteʍkʰatɛ
μονογενήσ	monoɡɛnes
ὁπλοθήκη	oploθiki
χίωι	kʰio
διατίθημι	diatitʰemi
ἔνδοθεν	éndotʰen
διουρητικόσ	dioːrɛːtikós
λευκά	leɸka
πρόβλημα	proβlima
βύρσινοσ	býrsinos
ἀγγελοῖσθον	aɲɟelisθon
παιδεύοισθε	peðevysθe
μάλαγμα	malaɡma
δύνασαι	dýnasai̯
κιθάρα	kiθara
δράκοσ	ðrakos
χαμαιδάφνη	xameðafni
πλάγγοσ	pláŋɡos
προσπαρασχών	prosparasxon
χαλκιδεῦσι	kʰalkideʍsi
ἐφόβησε	eɸoβise
ἀγγείλασθε	aŋɡěːlastʰe
βήτην	βitin
νέσσοσ	néssos
αἰγιαλοφύλαξ	ɛɡialopʰylaks
γυναικοῖν	ɣynɛkyn
ἔβαλ'	ébal
σκολόπαξ	skolópaks
παράβυστοσ	paravistos
σῶσσοσ	sɔ̂ːssos
μαστίχη	mastixi
πελοπίδησ	pelopiðis
εἵνεκα	hěːneka
ἀργύριον	arɣyrion
κοῦραι	kure
καθότι	kaθoti
φαίηξ	pʰɛeks
ἀγαπώμεθα	aɡapɔ̌ːmetʰa
κύκνοσ	ciknos
ἠγαλλιῶμεν	iɣaliomen
ἀγαθοποιέεσθαι	aɡatʰopyɛɛstʰɛ
ὕπερθε	yperθe
δέλφαξ	ðelfaks
ἐννέπω	ɛnnɛpo
συγγραφέωσ	siŋɡrafeos
ἀμύνεσθαι	amynesθe
κολωνόσ	kolonos
ἀνάφη	anapʰe
ῥήβασ	rivas
ἀγανακτησόμενον	aɡanaktesomɛnon
μάγοσ	maɡos
ποτειδαίαι	potiðɛa
ἀγαλλιασομένη	aɡalliasomɛne
ἱεροῦ	ieru
βύασ	byas
ἐξυπνίζω	eksypnizo
ἐπιγονατίσ	epiɣonatis
ὀξύκεδροσ	oksykeðros
χαλδαῖοσ	xalðeos
ἀμφαναί	amɸanɛ
τοιοῦτο	toi̯ôːto
παιδόφιλοσ	pɛdopʰilos
ἀγγελλομένη	aŋɡelloménɛː
ἰδάνθυρσοσ	iðanθirsos
ὁλοσηρικόσ	olosirikos
μανιάκησ	maniacis
κοίληισ	kǒi̯lɛːi̯s
γονυπετοῖν	ɡonypɛtyn
κραιπάλη	krepali
καταλόγου	kataloɣu
εὐσεβεῖσ	eɸseβis
ἀμφότεραι	amfotere
μακεδονία	maceðonia
ἔντερον	enteron
ὁπλίταισ	oplites
χρύσειοσ	kʰry̌ːseːos
χαρίλαοσ	xarilaos
ἀπασχολοῦμαι	apaskʰolumɛ
ἡλιομαντεία	iliomandia
ἀτασθαλίαι	atastʰaliɛ
ἵνα	hína
μέριμνα	mérimna
προσκαθέζομαι	proskaθezomɛ
εἶδον	idon
ἠγγελκοίτην	iɲɟelcytin
κήρυκασ	cirykas
σφετέραισ	spʰetérai̯s
σαφέστατα	saɸestata
ἀμφοτέραισ	ampʰotɛrɛs
ἕο	eo
θάρυβισ	tʰarybis
βοιωτοῖσ	vyotys
ἀνίστατο	anistato
γαίησ	ɡɛes
τερμίνθινοσ	termíntʰinos
τιμωρίαν	tiːmɔːríaːn
ὑπνωτικόσ	ipnotikos
κενεών	keneɔ̌ːn
ἀγαθοποιούμενοσ	aɣaθopiumenos
παρασκευῆι	paraskewe
ἐρύκακε	ery̌ːkake
ὑπακούω	ipakuo
ἀτάλλω	atalo
μυκερῖνοσ	mykɛrinos
ἀποπέμπομεν	apopembomen
τελώνησ	telonis
ἤγειρε	ɛ̌ːɡeːre
ἀργόσ	arɡos
κωμωιδιογράφοσ	komodioɡrapʰos
ἄργιλλοσ	arʝillos
φωκαῆσ	ɸokais
φυγῆι	ɸyɣi
ἱμάτιον	himation
μόνοσ	mónos
σάνταλον	sántalon
ἐπικρεμάννυμι	epikremanimi
οἶδ'	ið
ἀγγοθήκη	aŋɡotʰɛ̌ːkɛː
ἁγιάζου	aʝiazu
ἔλυον	elion
ἀγείραιτε	aɡirɛtɛ
χαμαίπιτυσ	xamɛpitys
σκιόεντα	scioenda
διαμπερέσ	diampɛrɛs
μῆλα	mɛ̂ːla
καλλίων	kállion
χωλόσ	kʰolos
ποστούμιοσ	postumios
φυλακτήριον	pʰylakterion
μάστιξεν	mastiksɛn
φυσικόσ	ɸysikos
κυμινοπριστοκαρδαμογλύφοσ	cyminopristokarðamoɣlyfos
ἵλημι	hilemi
κέλησ	kélɛːs
τάφοσ	taɸos
γέρρον	ʝeron
ἀγγέλλεσθε	aɲɟellesθe
αὐλητήσ	au̯lɛːtɛ̌ːs
ἐπεπαιδεύκεισ	epepɛðeɸkis
παιδεύωσι	pɛdewosi
φέρω	ɸero
σίντησ	síntɛːs
σιφνόσ	sifnos
ἀχνύμενοι	axnymeny
πεισιστρατίδησ	pisistratiðis
ἀγερέοισθον	aʝereisθon
ἀγαπήσοι	aɡapesy
ποιῶν	poi̯ɔ̂ːn
γνόντεσ	ɡnóntes
θηβαῖοι	tʰɛːbâi̯oi̯
πελοποννησίοισ	peloponnisiys
χρῆναι	xrine
ῥυπαροφάγοσ	r̥yparopʰaɡos
δαρθάνω	dartʰánɔː
ἠξίωσαν	eksiosan
βακτηρία	bakteria
